Orthogroup	NEMVE	ASTMX
OG0000929	NEMVE10278	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285
OG0000930	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111	ASTMX02277, ASTMX03926, ASTMX03925
OG0000931	NEMVE13552	ASTMX03676
OG0000932	NEMVE15050, NEMVE02393	ASTMX11726
OG0000933	NEMVE25450, NEMVE09603	ASTMX03259, ASTMX06999, ASTMX13050, ASTMX05807
OG0000933	NEMVE12353	ASTMX22463
OG0000934	NEMVE09369	ASTMX09810, ASTMX09922
OG0000934	NEMVE07036	ASTMX09273, ASTMX08879, ASTMX19792
OG0000935	NEMVE24478, NEMVE06639	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813
OG0000936	NEMVE05234, NEMVE18875, NEMVE23076, NEMVE15700, NEMVE23217, NEMVE18236, NEMVE04950, NEMVE18876	ASTMX15303, ASTMX09443
OG0000943	NEMVE15785, NEMVE08924	ASTMX21773
OG0000944	NEMVE07708	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164
OG0000945	NEMVE22316, NEMVE22428	ASTMX00204, ASTMX12524, ASTMX16834
OG0000946	NEMVE11477	ASTMX14434
OG0000946	NEMVE07731	ASTMX18936, ASTMX00332, ASTMX10860
OG0000947	NEMVE04758	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945
OG0000947	NEMVE07474	ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182
OG0000950	NEMVE08112	ASTMX05864, ASTMX09628, ASTMX16099, ASTMX18311
OG0000951	NEMVE21998	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129
OG0000952	NEMVE04659	ASTMX04103, ASTMX16768
OG0000952	NEMVE02164	ASTMX08010, ASTMX16769
OG0000953	NEMVE12932	ASTMX18226, ASTMX12548, ASTMX06834, ASTMX00739
OG0000954	NEMVE06460	ASTMX15027
OG0000954	NEMVE05247, NEMVE12295	ASTMX21854
OG0000955	NEMVE14901	ASTMX18471, ASTMX19384
OG0000955	NEMVE06008	ASTMX22024
OG0000955	NEMVE08350	ASTMX11621
OG0000957	NEMVE00980	ASTMX21698, ASTMX11409, ASTMX14243, ASTMX14579, ASTMX04943, ASTMX06936
OG0000958	NEMVE24805, NEMVE17902	ASTMX06367, ASTMX12813, ASTMX16637
OG0000960	NEMVE02244	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147
OG0000963	NEMVE06216	ASTMX07918, ASTMX18186
OG0000963	NEMVE03242	ASTMX05064, ASTMX15961
OG0000964	NEMVE19256	ASTMX14595
OG0000965	NEMVE10501	ASTMX11644
OG0000965	NEMVE02072	ASTMX05585
OG0000966	NEMVE06417	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997
OG0000967	NEMVE05572	ASTMX08221
OG0000967	NEMVE11722, NEMVE10506	ASTMX07666, ASTMX03215
OG0000968	NEMVE14701	ASTMX00225, ASTMX16299, ASTMX00443
OG0000968	NEMVE15048	ASTMX00226
OG0000968	NEMVE10433	ASTMX13057, ASTMX11973
OG0000969	NEMVE14628	ASTMX01808
OG0000970	NEMVE08789	ASTMX16775, ASTMX10621
OG0000971	NEMVE04764, NEMVE04769, NEMVE03462, NEMVE04763, NEMVE04779, NEMVE02124, NEMVE04808, NEMVE04754, NEMVE04770	ASTMX00664
OG0000971	NEMVE17738, NEMVE04807	ASTMX00674
OG0000972	NEMVE04609, NEMVE00954	ASTMX18834
OG0000972	NEMVE10082	ASTMX16325
OG0000973	NEMVE17915	ASTMX13794, ASTMX13793
OG0000974	NEMVE13444	ASTMX15410
OG0000976	NEMVE06490, NEMVE05744	ASTMX04179, ASTMX20853
OG0000978	NEMVE25212	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	ASTMX07631
OG0000981	NEMVE22521	ASTMX07777
OG0000982	NEMVE07619, NEMVE11958	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025
OG0000985	NEMVE09786, NEMVE11913	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706
OG0000987	NEMVE05580	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	ASTMX14582, ASTMX10358, ASTMX14055
OG0000992	NEMVE11620	ASTMX21108
OG0000992	NEMVE04858	ASTMX16823, ASTMX21083
OG0000994	NEMVE24464	ASTMX09930
OG0000994	NEMVE05403	ASTMX09998
OG0000996	NEMVE06175	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948
OG0000999	NEMVE00092	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560
OG0001000	NEMVE02448	ASTMX00037, ASTMX14963, ASTMX04263, ASTMX18124, ASTMX11874
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	ASTMX17780, ASTMX06967, ASTMX00557, ASTMX00122
OG0001002	NEMVE09531, NEMVE19920	ASTMX03599
OG0001004	NEMVE06123	ASTMX03982, ASTMX10486, ASTMX02824, ASTMX18866, ASTMX11607
OG0001005	NEMVE10101	ASTMX01027, ASTMX13959
OG0001006	NEMVE21915	ASTMX19697
OG0001006	NEMVE10239	ASTMX13446, ASTMX05959, ASTMX13127
OG0001007	NEMVE00044, NEMVE10735	ASTMX19285, ASTMX05091
OG0001008	NEMVE24531	ASTMX15308, ASTMX18731, ASTMX07446, ASTMX15309, ASTMX22900, ASTMX17365, ASTMX17759, ASTMX01070
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	ASTMX08160, ASTMX00855
OG0001013	NEMVE02022	ASTMX21078, ASTMX17661, ASTMX17662, ASTMX08576, ASTMX08575, ASTMX12311, ASTMX03627, ASTMX10104, ASTMX11498, ASTMX01563
OG0001015	NEMVE07976	ASTMX04064, ASTMX10509, ASTMX07749
OG0001016	NEMVE14344	ASTMX02659
OG0001016	NEMVE14850	ASTMX09603
OG0001017	NEMVE08837	ASTMX17970, ASTMX04766
OG0001017	NEMVE08847	ASTMX17968, ASTMX17967, ASTMX13099, ASTMX17966
OG0001017	NEMVE13870	ASTMX17965
OG0001018	NEMVE25537	ASTMX07293
OG0001018	NEMVE07573	ASTMX14402
OG0001019	NEMVE09159, NEMVE02711	ASTMX13586, ASTMX13588, ASTMX11430, ASTMX14065
OG0001021	NEMVE05054	ASTMX08511
OG0001022	NEMVE24828	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176
OG0001023	NEMVE12107	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914
OG0001024	NEMVE22572	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255
OG0001027	NEMVE22961	ASTMX11181, ASTMX12602
OG0001028	NEMVE25953, NEMVE14639	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251
OG0001029	NEMVE03131, NEMVE01675	ASTMX06248, ASTMX01653
OG0001029	NEMVE11449	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817
OG0001030	NEMVE13370	ASTMX02452, ASTMX18172
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	ASTMX14787, ASTMX04535, ASTMX18636
OG0001031	NEMVE13279	ASTMX07625
OG0001031	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098, NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	ASTMX17308
OG0001032	NEMVE14168	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460
OG0001033	NEMVE24849	ASTMX11272, ASTMX16778, ASTMX20310
OG0001033	NEMVE03845	ASTMX02891, ASTMX13562
OG0001034	NEMVE23685	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126
OG0001036	NEMVE07958	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857
OG0001037	NEMVE13835	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123
OG0001039	NEMVE14813	ASTMX00965
OG0001042	NEMVE20161, NEMVE25296	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999
OG0001048	NEMVE04666	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970
OG0001049	NEMVE24151	ASTMX15120, ASTMX04802
OG0001050	NEMVE12697	ASTMX02532, ASTMX22959
OG0001050	NEMVE11321	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846
OG0001052	NEMVE24748	ASTMX02792, ASTMX15614
OG0001053	NEMVE01408	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654, ASTMX04746
OG0001059	NEMVE05294	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	ASTMX14477, ASTMX15173
OG0001062	NEMVE01533	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790
OG0001063	NEMVE08862	ASTMX10605
OG0001066	NEMVE24583	ASTMX09220
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	ASTMX00002, ASTMX08589
OG0001068	NEMVE21454	ASTMX05254, ASTMX01003, ASTMX16667
OG0001068	NEMVE04571	ASTMX16663, ASTMX10634
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	ASTMX19026
OG0001072	NEMVE01518	ASTMX07116
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175
OG0001075	NEMVE07705, NEMVE15967	ASTMX15603, ASTMX17534, ASTMX07596
OG0001076	NEMVE01471	ASTMX03685, ASTMX22707, ASTMX03684, ASTMX11243, ASTMX11094
OG0001077	NEMVE06665	ASTMX08017, ASTMX12567, ASTMX10837
OG0001078	NEMVE21841, NEMVE03024	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731
OG0001079	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389	ASTMX07129
OG0001079	NEMVE10902	ASTMX13695, ASTMX07130, ASTMX04052
OG0001080	NEMVE25549	ASTMX20362
OG0001080	NEMVE24155	ASTMX17093, ASTMX00271
OG0001080	NEMVE20880	ASTMX20361
OG0001081	NEMVE14063	ASTMX07534, ASTMX20170, ASTMX20169
OG0001082	NEMVE13496	ASTMX05356
OG0001083	NEMVE07865	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	ASTMX13267, ASTMX14596, ASTMX13269, ASTMX21978, ASTMX16214
OG0001085	NEMVE23730	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559
OG0001086	NEMVE21870	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542
OG0001088	NEMVE09696, NEMVE11696	ASTMX01346
OG0001088	NEMVE00284	ASTMX09698
OG0001088	NEMVE01666	ASTMX21365
OG0001088	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309	ASTMX13182
OG0001089	NEMVE21830	ASTMX21827, ASTMX11862, ASTMX12798, ASTMX07940, ASTMX13996
OG0001091	NEMVE05727	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667
OG0001092	NEMVE00964, NEMVE07353	ASTMX11230
OG0001092	NEMVE01451	ASTMX11224
OG0001093	NEMVE01792	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672
OG0001095	NEMVE24881	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271
OG0001096	NEMVE10292, NEMVE12692	ASTMX18205, ASTMX09790
OG0001097	NEMVE07237	ASTMX08081
OG0001101	NEMVE14957	ASTMX18645
OG0001101	NEMVE01007	ASTMX05377, ASTMX14058, ASTMX23013
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	ASTMX10946, ASTMX06585
OG0001103	NEMVE11703, NEMVE01302	ASTMX01362
OG0001103	NEMVE05814	ASTMX07925
OG0001104	NEMVE25846	ASTMX04326, ASTMX19128
OG0001105	NEMVE13446	ASTMX06295
OG0001105	NEMVE00247	ASTMX16452
OG0001106	NEMVE10844, NEMVE10846	ASTMX12402
OG0001107	NEMVE00952	ASTMX07154, ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968
OG0001108	NEMVE22820	ASTMX10776
OG0001108	NEMVE03343	ASTMX02283
OG0001109	NEMVE17631	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867
OG0001110	NEMVE25055, NEMVE25054	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352
OG0001112	NEMVE18988	ASTMX08753, ASTMX12056, ASTMX04106
OG0001113	NEMVE11789, NEMVE13858	ASTMX19887
OG0001113	NEMVE14477	ASTMX17682
OG0001113	NEMVE22434	ASTMX17433
OG0001114	NEMVE13059	ASTMX20168, ASTMX05200, ASTMX10656
OG0001116	NEMVE14342	ASTMX16860
OG0001116	NEMVE04905, NEMVE14341	ASTMX18344, ASTMX17053
OG0001117	NEMVE24913, NEMVE17548	ASTMX13101, ASTMX11968, ASTMX06395, ASTMX11969
OG0001118	NEMVE08045	ASTMX16590, ASTMX07119, ASTMX16591, ASTMX16589
OG0001119	NEMVE00905, NEMVE12022	ASTMX21339, ASTMX20001, ASTMX11748
OG0001120	NEMVE18269, NEMVE18537	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767
OG0001121	NEMVE15144	ASTMX15268, ASTMX07286
OG0001123	NEMVE08367, NEMVE00548	ASTMX11965
OG0001123	NEMVE07298	ASTMX03333
OG0001124	NEMVE14042	ASTMX11649
OG0001124	NEMVE14572	ASTMX21249
OG0001126	NEMVE21706	ASTMX15842, ASTMX02684
OG0001127	NEMVE23507	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770
OG0001128	NEMVE07541	ASTMX03840
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	ASTMX10908, ASTMX12420, ASTMX13922, ASTMX10145, ASTMX09711
OG0001130	NEMVE07218, NEMVE21964, NEMVE14047	ASTMX10575
OG0001131	NEMVE02265	ASTMX07608, ASTMX14403, ASTMX04858
OG0001133	NEMVE17872	ASTMX13789
OG0001133	NEMVE22361	ASTMX12861
OG0001134	NEMVE10572	ASTMX21574, ASTMX21573, ASTMX07671
OG0001135	NEMVE08713, NEMVE13852	ASTMX15353, ASTMX19619
OG0001136	NEMVE14986	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720
OG0001139	NEMVE14993	ASTMX08590
OG0001139	NEMVE07868	ASTMX08334, ASTMX02193, ASTMX16174
OG0001140	NEMVE12189, NEMVE00314	ASTMX01335
OG0001141	NEMVE13888	ASTMX18850, ASTMX15737
OG0001142	NEMVE20807, NEMVE13380	ASTMX06998
OG0001143	NEMVE07319	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	NEMVE02135	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001146	NEMVE18037, NEMVE07073	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223
OG0001148	NEMVE09889	ASTMX07421
OG0001155	NEMVE18709	ASTMX05916
OG0001155	NEMVE14646	ASTMX05884
OG0001156	NEMVE14927	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	NEMVE13124	ASTMX02087, ASTMX17173, ASTMX12628
OG0001159	NEMVE02254	ASTMX04571, ASTMX16858
OG0001161	NEMVE13207	ASTMX22922, ASTMX05139, ASTMX19392, ASTMX10567
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039
OG0001163	NEMVE01640	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	NEMVE07314	ASTMX15332, ASTMX23034
OG0001165	NEMVE15007	ASTMX13025
OG0001165	NEMVE15056	ASTMX00124
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635
OG0001167	NEMVE01035	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	NEMVE14002	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001169	NEMVE06650, NEMVE22732, NEMVE02251	ASTMX19435
OG0001169	NEMVE22495	ASTMX04343
OG0001170	NEMVE01927	ASTMX22115, ASTMX20679, ASTMX10709, ASTMX11045, ASTMX11046, ASTMX11047
OG0001171	NEMVE08775	ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436
OG0001172	NEMVE14607	ASTMX02640, ASTMX12998
OG0001172	NEMVE13977	ASTMX05444, ASTMX13620, ASTMX07385
OG0001174	NEMVE06466	ASTMX00942
OG0001175	NEMVE18808, NEMVE00944	ASTMX15626, ASTMX17938, ASTMX10319
OG0001176	NEMVE06025	ASTMX21031, ASTMX00469, ASTMX18559
OG0001176	NEMVE04714	ASTMX10559, ASTMX01481, ASTMX13540
OG0001177	NEMVE07007	ASTMX14125, ASTMX15939
OG0001178	NEMVE13445, NEMVE00910	ASTMX12782, ASTMX12781
OG0001178	NEMVE14023	ASTMX00134, ASTMX00554
OG0001181	NEMVE04930	ASTMX22174, ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001183	NEMVE02043	ASTMX19735, ASTMX17804
OG0001184	NEMVE23775	ASTMX19302
OG0001184	NEMVE05038	ASTMX00228
OG0001185	NEMVE15207	ASTMX07482, ASTMX10936
OG0001186	NEMVE07796	ASTMX18547, ASTMX02567
OG0001186	NEMVE14205	ASTMX13845
OG0001188	NEMVE04912	ASTMX14514, ASTMX03224
OG0001189	NEMVE24274	ASTMX06692, ASTMX04816, ASTMX01328, ASTMX13413, ASTMX17159
OG0001190	NEMVE07335, NEMVE20942	ASTMX11323, ASTMX13686, ASTMX05267
OG0001191	NEMVE02357	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730
OG0001196	NEMVE08224, NEMVE12229	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	NEMVE01874	ASTMX03942
OG0001197	NEMVE22522, NEMVE09933	ASTMX01914, ASTMX20138
OG0001198	NEMVE24571	ASTMX02424, ASTMX06547
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	ASTMX02630
OG0001199	NEMVE23802, NEMVE12602	ASTMX03290
OG0001200	NEMVE09033	ASTMX11139
OG0001201	NEMVE09573	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598
OG0001202	NEMVE18910, NEMVE19217	ASTMX12631, ASTMX12630
OG0001203	NEMVE06946	ASTMX14697, ASTMX11816, ASTMX05804, ASTMX02785, ASTMX14698
OG0001204	NEMVE16401	ASTMX05878, ASTMX12225
OG0001205	NEMVE09608	ASTMX13657
OG0001205	NEMVE12458	ASTMX01662, ASTMX03694, ASTMX01184
OG0001207	NEMVE05326	ASTMX15583
OG0001207	NEMVE07504	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	NEMVE13141	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001211	NEMVE14313	ASTMX18975, ASTMX16242
OG0001212	NEMVE08966, NEMVE10705	ASTMX22528, ASTMX14804
OG0001212	NEMVE02933, NEMVE00040	ASTMX14803
OG0001213	NEMVE09096	ASTMX13388
OG0001213	NEMVE14427	ASTMX21450
OG0001214	NEMVE06648	ASTMX09593
OG0001214	NEMVE05859	ASTMX12596
OG0001215	NEMVE25378	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	NEMVE13574	ASTMX20220, ASTMX20446
OG0001218	NEMVE21894	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	NEMVE22457	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	NEMVE01931	ASTMX05948, ASTMX05949
OG0001221	NEMVE10455, NEMVE21175	ASTMX07026
OG0001224	NEMVE18437	ASTMX06442, ASTMX00720
OG0001225	NEMVE24191	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001229	NEMVE21338	ASTMX03209
OG0001230	NEMVE14462	ASTMX12022, ASTMX17829, ASTMX11524, ASTMX05007, ASTMX17828
OG0001231	NEMVE18418	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	NEMVE08692	ASTMX03619
OG0001233	NEMVE05554	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	NEMVE18230, NEMVE12291	ASTMX08429, ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709, ASTMX00219, ASTMX21708, ASTMX20381
OG0001236	NEMVE24358	ASTMX01850
OG0001238	NEMVE14613	ASTMX03666
OG0001238	NEMVE05651	ASTMX13748, ASTMX05355
OG0001239	NEMVE13393	ASTMX05182, ASTMX13945, ASTMX09470
OG0001240	NEMVE12044, NEMVE01922	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848
OG0001241	NEMVE23698	ASTMX06697
OG0001241	NEMVE22413	ASTMX04159, ASTMX18901
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	ASTMX06205, ASTMX18340
OG0001243	NEMVE04580	ASTMX17034, ASTMX02160, ASTMX19994
OG0001245	NEMVE23124	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252
OG0001247	NEMVE03420	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001248	NEMVE14608	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178
OG0001249	NEMVE08338	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	NEMVE07058	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	NEMVE05777	ASTMX12740
OG0001252	NEMVE05179	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	NEMVE14445	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	NEMVE01446, NEMVE14277	ASTMX21459, ASTMX10576, ASTMX17225
OG0001256	NEMVE11467, NEMVE20435	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	NEMVE12600, NEMVE24381	ASTMX19187, ASTMX01634, ASTMX00068
OG0001263	NEMVE01880	ASTMX17678, ASTMX07639
OG0001264	NEMVE09188	ASTMX07471, ASTMX13848, ASTMX00881
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967
OG0001267	NEMVE25606	ASTMX15901
OG0001267	NEMVE22271	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001268	NEMVE10358	ASTMX20034
OG0001270	NEMVE21909, NEMVE12078	ASTMX19479
OG0001270	NEMVE22554	ASTMX03630
OG0001271	NEMVE16016, NEMVE12266	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	NEMVE24865	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001273	NEMVE06058	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	NEMVE24783	ASTMX22021, ASTMX13163, ASTMX06912
OG0001275	NEMVE14795	ASTMX03842
OG0001276	NEMVE24658	ASTMX03010, ASTMX09183
OG0001278	NEMVE22456	ASTMX04865
OG0001278	NEMVE08441	ASTMX10228
OG0001279	NEMVE06730	ASTMX06329
OG0001280	NEMVE15111, NEMVE13261	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435
OG0001281	NEMVE06870	ASTMX05626
OG0001282	NEMVE13494	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656
OG0001283	NEMVE15140	ASTMX22180, ASTMX22202
OG0001284	NEMVE15039	ASTMX09601
OG0001284	NEMVE12745, NEMVE19495	ASTMX06818, ASTMX13787, ASTMX17233
OG0001285	NEMVE07034	ASTMX04588, ASTMX06608, ASTMX09962
OG0001287	NEMVE13851	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	NEMVE20273	ASTMX00451, ASTMX12396
OG0001290	NEMVE20389	ASTMX21384
OG0001290	NEMVE22813, NEMVE07506	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	NEMVE25091	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001293	NEMVE24929	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	NEMVE10810	ASTMX01279
OG0001295	NEMVE10114	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	NEMVE10339	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001297	NEMVE03104	ASTMX21540, ASTMX18732, ASTMX17762
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	NEMVE11902	ASTMX00499
OG0001302	NEMVE17610	ASTMX18397
OG0001304	NEMVE01937	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455
OG0001305	NEMVE06825	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	NEMVE16218	ASTMX15047, ASTMX12449
OG0001306	NEMVE08625	ASTMX07805
OG0001308	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	NEMVE18542	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053
OG0001310	NEMVE22452	ASTMX09500
OG0001310	NEMVE14637	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	NEMVE05964, NEMVE03793	ASTMX15821, ASTMX19766, ASTMX21056, ASTMX12561
OG0001312	NEMVE14791, NEMVE14787	ASTMX21632, ASTMX06204
OG0001317	NEMVE01591	ASTMX07111
OG0001317	NEMVE13378	ASTMX20575
OG0001318	NEMVE22575	ASTMX01432
OG0001318	NEMVE14651	ASTMX07560, ASTMX04187
OG0001319	NEMVE01465	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	NEMVE10295	ASTMX02658
OG0001320	NEMVE25688	ASTMX12886, ASTMX12104
OG0001321	NEMVE21741, NEMVE15029	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	NEMVE14406	ASTMX01716, ASTMX07256
OG0001322	NEMVE05068, NEMVE21787	ASTMX16188
OG0001323	NEMVE11887	ASTMX20487, ASTMX03231, ASTMX03928, ASTMX19519, ASTMX04601
OG0001324	NEMVE19268, NEMVE11187	ASTMX04156
