Orthogroup	NEMVE	ASTMX
OG0002708	NEMVE05514	ASTMX09919
OG0002712	NEMVE13853	ASTMX22506, ASTMX22507
OG0002715	NEMVE05588	ASTMX00765, ASTMX00764
OG0002716	NEMVE15936	ASTMX07672
OG0002717	NEMVE22661	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859
OG0002718	NEMVE13409	ASTMX05708
OG0002719	NEMVE04964	ASTMX18231, ASTMX13763, ASTMX15447, ASTMX19002, ASTMX17148, ASTMX12689
OG0002720	NEMVE22329, NEMVE14278	ASTMX21032
OG0002721	NEMVE11468, NEMVE11852	ASTMX22438, ASTMX06801, ASTMX06802, ASTMX11674, ASTMX17344, ASTMX18223
OG0002722	NEMVE25372	ASTMX08478
OG0002724	NEMVE22445	ASTMX10539
OG0002726	NEMVE07352	ASTMX10071, ASTMX01554
OG0002728	NEMVE23767	ASTMX05875
OG0002729	NEMVE08752	ASTMX09796
OG0002730	NEMVE18936, NEMVE10147	ASTMX08055, ASTMX08056, ASTMX19087
OG0002731	NEMVE23784	ASTMX13461, ASTMX09611
OG0002732	NEMVE09100	ASTMX19106, ASTMX16150, ASTMX20349
OG0002734	NEMVE17892	ASTMX17713, ASTMX08063, ASTMX13663
OG0002736	NEMVE17741	ASTMX09100, ASTMX09101, ASTMX09534
OG0002738	NEMVE02040	ASTMX16448, ASTMX14529, ASTMX04956
OG0002739	NEMVE01084, NEMVE21818	ASTMX12477
OG0002740	NEMVE10432	ASTMX06589, ASTMX06588, ASTMX00890
OG0002741	NEMVE14870	ASTMX22280, ASTMX04948, ASTMX06865
OG0002742	NEMVE22055	ASTMX03216, ASTMX07668, ASTMX17307
OG0002743	NEMVE14452, NEMVE13517	ASTMX05411
OG0002744	NEMVE05534	ASTMX19754, ASTMX09756
OG0002745	NEMVE14885	ASTMX14166, ASTMX21096
OG0002746	NEMVE14034	ASTMX14540
OG0002749	NEMVE18522	ASTMX11896, ASTMX21829
OG0002750	NEMVE06517	ASTMX04080
OG0002751	NEMVE13229	ASTMX12480
OG0002751	NEMVE05459	ASTMX20830
OG0002752	NEMVE14798	ASTMX06175
OG0002753	NEMVE01848	ASTMX00975, ASTMX15886
OG0002754	NEMVE21810	ASTMX19457, ASTMX07407
OG0002755	NEMVE14620	ASTMX17386, ASTMX17385
OG0002756	NEMVE15690	ASTMX05519
OG0002758	NEMVE14585	ASTMX12158, ASTMX11719, ASTMX19020
OG0002760	NEMVE15085	ASTMX14383, ASTMX00411, ASTMX00410
OG0002761	NEMVE10992, NEMVE15148	ASTMX17257
OG0002762	NEMVE01403, NEMVE23067	ASTMX10750, ASTMX01007, ASTMX13291
OG0002763	NEMVE04792	ASTMX01463
OG0002764	NEMVE22629, NEMVE15240, NEMVE15234	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	NEMVE13625	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	NEMVE19107	ASTMX12280
OG0002767	NEMVE04648, NEMVE13082	ASTMX11219, ASTMX01625
OG0002768	NEMVE04716	ASTMX05930, ASTMX08549
OG0002769	NEMVE23276	ASTMX03376, ASTMX07759, ASTMX11837
OG0002770	NEMVE01948	ASTMX09951
OG0002771	NEMVE16523	ASTMX05826, ASTMX08109
OG0002772	NEMVE13724	ASTMX03981
OG0002773	NEMVE14937	ASTMX08591
OG0002774	NEMVE11224	ASTMX03990, ASTMX14302, ASTMX18349
OG0002775	NEMVE15309	ASTMX12270, ASTMX12267, ASTMX17052
OG0002776	NEMVE10201	ASTMX10166
OG0002778	NEMVE23464	ASTMX12403, ASTMX08214
OG0002779	NEMVE20429, NEMVE24259	ASTMX05264
OG0002780	NEMVE17788, NEMVE19824	ASTMX06565
OG0002781	NEMVE14606	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089
OG0002782	NEMVE13717	ASTMX13170, ASTMX05823
OG0002785	NEMVE16275	ASTMX02888, ASTMX12391
OG0002786	NEMVE14195	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366
OG0002787	NEMVE07799	ASTMX12559
OG0002788	NEMVE07382	ASTMX02137
OG0002790	NEMVE06424	ASTMX09182
OG0002791	NEMVE21833	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241
OG0002793	NEMVE01483	ASTMX05593
OG0002794	NEMVE09879	ASTMX14245, ASTMX02851, ASTMX06528
OG0002795	NEMVE23134	ASTMX07886, ASTMX15750
OG0002797	NEMVE16786	ASTMX04226, ASTMX02478
OG0002799	NEMVE05411	ASTMX07335
OG0002811	NEMVE16853	ASTMX08335, ASTMX08336
OG0002812	NEMVE09330	ASTMX05990, ASTMX05989, ASTMX10334, ASTMX10333, ASTMX02889
OG0002813	NEMVE24107	ASTMX11456, ASTMX00842, ASTMX10895
OG0002814	NEMVE08977	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	NEMVE22680	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	NEMVE06143	ASTMX18069, ASTMX13866
OG0002817	NEMVE09140	ASTMX08503, ASTMX11127
OG0002818	NEMVE06616	ASTMX06407, ASTMX16559
OG0002819	NEMVE10321	ASTMX07024, ASTMX02644, ASTMX00940, ASTMX04788
OG0002821	NEMVE25281, NEMVE14949, NEMVE01772	ASTMX02361, ASTMX03188
OG0002822	NEMVE14520	ASTMX04976, ASTMX12314, ASTMX01536
OG0002823	NEMVE19703	ASTMX15336
OG0002824	NEMVE22929	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	NEMVE24994	ASTMX17360, ASTMX12426
OG0002826	NEMVE14159	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255
OG0002827	NEMVE07233	ASTMX12910
OG0002828	NEMVE01026	ASTMX11283
OG0002829	NEMVE23024, NEMVE15553	ASTMX22349, ASTMX20452, ASTMX07701
OG0002831	NEMVE11024	ASTMX07219
OG0002832	NEMVE16400	ASTMX16063, ASTMX15257
OG0002833	NEMVE05241	ASTMX17660, ASTMX15980
OG0002835	NEMVE13928	ASTMX07497, ASTMX15221
OG0002836	NEMVE14108	ASTMX16518, ASTMX08868
OG0002837	NEMVE22356	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	NEMVE05515, NEMVE13260	ASTMX07617, ASTMX19008
OG0002839	NEMVE06645, NEMVE01567	ASTMX10136
OG0002840	NEMVE18795	ASTMX03567, ASTMX10233
OG0002841	NEMVE15108	ASTMX20703
OG0002842	NEMVE25355	ASTMX15094, ASTMX12457
OG0002843	NEMVE25122	ASTMX23062, ASTMX16351
OG0002844	NEMVE24215	ASTMX09226, ASTMX16992
OG0002845	NEMVE23061	ASTMX01725
OG0002846	NEMVE25327	ASTMX08490, ASTMX08489
OG0002847	NEMVE01467	ASTMX13451
OG0002848	NEMVE02441	ASTMX12620
OG0002849	NEMVE01699	ASTMX00642, ASTMX03559, ASTMX15379
OG0002850	NEMVE09779	ASTMX15162
OG0002851	NEMVE03383	ASTMX04839, ASTMX03703, ASTMX14358, ASTMX04838
OG0002853	NEMVE19935	ASTMX06217, ASTMX18229
OG0002854	NEMVE23019, NEMVE20541	ASTMX20047
OG0002855	NEMVE13942	ASTMX16184
OG0002856	NEMVE25625	ASTMX19709, ASTMX07905, ASTMX19196, ASTMX12028
OG0002857	NEMVE01746, NEMVE16616, NEMVE07658, NEMVE01747	ASTMX11616
OG0002858	NEMVE02414	ASTMX20339, ASTMX17651
OG0002859	NEMVE06208	ASTMX17158
OG0002860	NEMVE07076	ASTMX03636
OG0002861	NEMVE23961	ASTMX20391
OG0002863	NEMVE11089	ASTMX23045
OG0002864	NEMVE00985	ASTMX17512
OG0002865	NEMVE18147	ASTMX09485
OG0002866	NEMVE17504	ASTMX20659, ASTMX21913
OG0002868	NEMVE14448	ASTMX09292
OG0002869	NEMVE01770	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041
OG0002870	NEMVE07654	ASTMX01395
OG0002872	NEMVE16067	ASTMX04272
OG0002873	NEMVE21268, NEMVE05265, NEMVE12775	ASTMX03633
OG0002874	NEMVE17692	ASTMX19970, ASTMX02012, ASTMX22419
OG0002875	NEMVE22501	ASTMX13007
OG0002876	NEMVE07039	ASTMX00547, ASTMX12943
OG0002879	NEMVE16982	ASTMX09549, ASTMX04541
OG0002880	NEMVE08232	ASTMX08916, ASTMX10765, ASTMX12917, ASTMX10766
OG0002881	NEMVE07673	ASTMX05222, ASTMX09228
OG0002882	NEMVE14727, NEMVE01029	ASTMX00741
OG0002884	NEMVE13675	ASTMX09433
OG0002887	NEMVE14564	ASTMX07808
OG0002888	NEMVE09800	ASTMX17659, ASTMX11387
OG0002889	NEMVE02255, NEMVE04672, NEMVE20793	ASTMX22104, ASTMX16163
OG0002890	NEMVE25436	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745
OG0002891	NEMVE14385	ASTMX14161
OG0002892	NEMVE01470	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377
OG0002893	NEMVE10580	ASTMX04172
OG0002894	NEMVE03536	ASTMX03268, ASTMX12100
OG0002895	NEMVE21938	ASTMX12952, ASTMX14061, ASTMX05379
OG0002897	NEMVE06961	ASTMX10736
OG0002899	NEMVE04557	ASTMX06782, ASTMX18211
OG0002900	NEMVE23547	ASTMX09021, ASTMX09858
OG0002901	NEMVE20872, NEMVE23803	ASTMX10246
OG0002904	NEMVE00938	ASTMX13545
OG0002906	NEMVE04843	ASTMX02587, ASTMX00583
OG0002907	NEMVE02943	ASTMX10573, ASTMX09015
OG0002908	NEMVE14541	ASTMX15467
OG0002909	NEMVE04695	ASTMX17748, ASTMX08531
OG0002910	NEMVE10376, NEMVE06917, NEMVE21001	ASTMX08537
OG0002911	NEMVE20293, NEMVE08989	ASTMX07620, ASTMX09963
OG0002912	NEMVE02596, NEMVE09847	ASTMX03571
OG0002913	NEMVE10491	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589
OG0002915	NEMVE19643	ASTMX10897, ASTMX15512
OG0002917	NEMVE14947, NEMVE20867	ASTMX06336
OG0002919	NEMVE25654	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354
OG0002921	NEMVE25771	ASTMX17074
OG0002922	NEMVE10039	ASTMX21382, ASTMX09964
OG0002923	NEMVE25758	ASTMX10905, ASTMX00895, ASTMX07470
OG0002924	NEMVE08139	ASTMX00258, ASTMX06225, ASTMX07771
OG0002925	NEMVE07774, NEMVE12372	ASTMX07510, ASTMX11462, ASTMX04330
OG0002926	NEMVE14101	ASTMX12392, ASTMX07910
OG0002927	NEMVE23439, NEMVE21167	ASTMX14610
OG0002944	NEMVE07941, NEMVE14748	ASTMX13024, ASTMX18030, ASTMX12751
OG0002945	NEMVE20667, NEMVE25829, NEMVE19739	ASTMX07832
OG0002947	NEMVE06658, NEMVE13386	ASTMX13918
OG0002948	NEMVE08172	ASTMX09230
OG0002949	NEMVE02841, NEMVE22682	ASTMX10636
OG0002952	NEMVE14872	ASTMX11800, ASTMX03890
OG0002953	NEMVE01967	ASTMX05287
OG0002954	NEMVE09987	ASTMX14496, ASTMX00341
OG0002955	NEMVE23334	ASTMX04547, ASTMX22263
OG0002956	NEMVE09856	ASTMX02448, ASTMX06899, ASTMX18169
OG0002957	NEMVE24351	ASTMX16714
OG0002959	NEMVE08292	ASTMX16543
OG0002960	NEMVE24935	ASTMX13796
OG0002961	NEMVE24574	ASTMX17170
OG0002962	NEMVE13850	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086
OG0002964	NEMVE23109, NEMVE00411	ASTMX05000, ASTMX07844, ASTMX21735
OG0002967	NEMVE00059, NEMVE11778	ASTMX11866, ASTMX12804
OG0002968	NEMVE14045	ASTMX08777
OG0002968	NEMVE08461	ASTMX16814
OG0002969	NEMVE16923	ASTMX19487
OG0002973	NEMVE14446	ASTMX00766, ASTMX03063
OG0002974	NEMVE16053, NEMVE12234	ASTMX22896, ASTMX03538
OG0002975	NEMVE00359, NEMVE05044	ASTMX06342, ASTMX23071, ASTMX12284
OG0002976	NEMVE21472	ASTMX03356
OG0002976	NEMVE16983	ASTMX03355
OG0002977	NEMVE23902	ASTMX16248
OG0002978	NEMVE18285	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387
OG0002979	NEMVE20703	ASTMX19791
OG0002981	NEMVE13758	ASTMX17321
OG0002982	NEMVE19019	ASTMX12949
OG0002983	NEMVE14799	ASTMX02519, ASTMX22054, ASTMX06014
OG0002984	NEMVE24430	ASTMX09070
OG0002985	NEMVE09374	ASTMX14851, ASTMX21191
OG0002987	NEMVE13966	ASTMX04738
OG0002988	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696	ASTMX20095, ASTMX05405, ASTMX15698
OG0002989	NEMVE24838	ASTMX06383, ASTMX00778, ASTMX22597
OG0002990	NEMVE22509	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	NEMVE10995, NEMVE19941	ASTMX02776
OG0002992	NEMVE15343	ASTMX13119, ASTMX04764
OG0002994	NEMVE14678	ASTMX06744, ASTMX13783
OG0002995	NEMVE20944, NEMVE19293	ASTMX01369
OG0002996	NEMVE10362	ASTMX02629, ASTMX03439, ASTMX14560
OG0002997	NEMVE15011	ASTMX10330
OG0002997	NEMVE11044, NEMVE10721	ASTMX22739
OG0002998	NEMVE21235, NEMVE07505	ASTMX08338, ASTMX01774, ASTMX17111
OG0003001	NEMVE04781	ASTMX15125
OG0003002	NEMVE06701, NEMVE21583, NEMVE01740	ASTMX14285, ASTMX17151, ASTMX12691
OG0003004	NEMVE01048	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	NEMVE06949	ASTMX04617
OG0003006	NEMVE13182	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003008	NEMVE02620	ASTMX11361, ASTMX06537, ASTMX11563
OG0003010	NEMVE05883	ASTMX07751
OG0003011	NEMVE16402	ASTMX11395, ASTMX14305, ASTMX19701
OG0003012	NEMVE14500	ASTMX10744, ASTMX09447, ASTMX17773
OG0003013	NEMVE06720	ASTMX07867, ASTMX21547
OG0003014	NEMVE14970	ASTMX18669, ASTMX03277
OG0003016	NEMVE13442	ASTMX02288
OG0003017	NEMVE14592, NEMVE20788	ASTMX18161
OG0003018	NEMVE13086	ASTMX09335
OG0003021	NEMVE17537, NEMVE17536	ASTMX13837
OG0003022	NEMVE16219	ASTMX11483
OG0003023	NEMVE03872, NEMVE05429	ASTMX05867, ASTMX05966, ASTMX22290
OG0003024	NEMVE15701, NEMVE14428	ASTMX18655, ASTMX03805
OG0003025	NEMVE18058	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	NEMVE16626	ASTMX04873
OG0003028	NEMVE23714	ASTMX04249
OG0003029	NEMVE01153	ASTMX08718, ASTMX07235
OG0003030	NEMVE22656	ASTMX20050, ASTMX17904
OG0003031	NEMVE15133	ASTMX19116, ASTMX09602
OG0003032	NEMVE01025	ASTMX16368, ASTMX21897, ASTMX04514
OG0003033	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621	ASTMX09542
OG0003034	NEMVE18430	ASTMX08258
OG0003035	NEMVE09016	ASTMX07906, ASTMX08632
OG0003036	NEMVE06785, NEMVE14583	ASTMX22808, ASTMX02382
OG0003037	NEMVE16728	ASTMX20407
OG0003038	NEMVE01498	ASTMX11869, ASTMX03732
OG0003039	NEMVE01445	ASTMX03350, ASTMX05986, ASTMX05987
OG0003041	NEMVE00931	ASTMX16824
OG0003042	NEMVE01686	ASTMX22431
OG0003043	NEMVE04685	ASTMX12456
OG0003044	NEMVE23709, NEMVE22835, NEMVE06408	ASTMX03506
OG0003045	NEMVE10197	ASTMX16805
OG0003045	NEMVE22197	ASTMX02264
OG0003046	NEMVE00912	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	NEMVE11900	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	NEMVE13400, NEMVE20256	ASTMX09040, ASTMX11555
OG0003051	NEMVE13742	ASTMX11688, ASTMX19222
OG0003052	NEMVE21843, NEMVE16809	ASTMX07304
OG0003053	NEMVE09913	ASTMX09045
OG0003054	NEMVE10073	ASTMX00110, ASTMX09568
OG0003055	NEMVE03488	ASTMX20532, ASTMX04937, ASTMX14054
OG0003056	NEMVE03915	ASTMX17406
OG0003057	NEMVE15860, NEMVE22167	ASTMX04350, ASTMX10250
OG0003058	NEMVE02311, NEMVE06214, NEMVE08497	ASTMX12378, ASTMX15897
OG0003059	NEMVE14365	ASTMX11573, ASTMX03262
OG0003060	NEMVE06198	ASTMX14156, ASTMX06493, ASTMX04925
OG0003062	NEMVE24622	ASTMX08924, ASTMX17139, ASTMX07083
OG0003063	NEMVE05637	ASTMX16164
OG0003064	NEMVE14804	ASTMX02348
OG0003065	NEMVE19798, NEMVE01502	ASTMX16223, ASTMX11526
OG0003066	NEMVE23872	ASTMX01076
OG0003067	NEMVE22043	ASTMX07627, ASTMX05938, ASTMX15668
OG0003069	NEMVE09720, NEMVE22839, NEMVE06688	ASTMX22072, ASTMX06820
OG0003071	NEMVE22922	ASTMX13310, ASTMX00018, ASTMX16577
OG0003072	NEMVE06185	ASTMX14570, ASTMX08544
OG0003073	NEMVE15009	ASTMX00976
OG0003074	NEMVE07409	ASTMX14062, ASTMX09834, ASTMX07438
OG0003075	NEMVE08481, NEMVE06766	ASTMX06177
OG0003077	NEMVE26018, NEMVE14523	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556
OG0003078	NEMVE06351	ASTMX01682, ASTMX01361
OG0003079	NEMVE15110	ASTMX08960, ASTMX02438
OG0003084	NEMVE17306	ASTMX17185, ASTMX09102
OG0003086	NEMVE13691	ASTMX21424
OG0003086	NEMVE01170, NEMVE01723	ASTMX20987, ASTMX02745
OG0003101	NEMVE07960	ASTMX19919, ASTMX06150, ASTMX01755
OG0003103	NEMVE17815, NEMVE09551	ASTMX12562
OG0003104	NEMVE05338	ASTMX09610, ASTMX11561, ASTMX09609
OG0003105	NEMVE20895, NEMVE14871, NEMVE08962	ASTMX00325, ASTMX00326
OG0003106	NEMVE13367	ASTMX06237
OG0003107	NEMVE04878	ASTMX02590, ASTMX16600
OG0003108	NEMVE21879	ASTMX05191
OG0003109	NEMVE19916, NEMVE18091, NEMVE24291	ASTMX18781
OG0003110	NEMVE22391	ASTMX00133
OG0003111	NEMVE01120, NEMVE09389, NEMVE22410	ASTMX07402, ASTMX11408
OG0003112	NEMVE05734	ASTMX02525
OG0003113	NEMVE14843	ASTMX13016, ASTMX07578
OG0003115	NEMVE00301	ASTMX18170, ASTMX11011, ASTMX01881
OG0003116	NEMVE13077	ASTMX07169, ASTMX03748
OG0003118	NEMVE06986	ASTMX17621, ASTMX15584, ASTMX10419
OG0003119	NEMVE25471	ASTMX06194, ASTMX21119
OG0003121	NEMVE06066	ASTMX06230, ASTMX18167, ASTMX02445
OG0003122	NEMVE14780	ASTMX08525
OG0003123	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475	ASTMX07429, ASTMX06241
OG0003124	NEMVE07294	ASTMX03412
OG0003125	NEMVE08001	ASTMX13117
OG0003126	NEMVE22974	ASTMX14715
OG0003127	NEMVE23321, NEMVE12556	ASTMX04606
OG0003128	NEMVE24270	ASTMX20600
OG0003129	NEMVE13080, NEMVE11504	ASTMX07229
OG0003130	NEMVE01488, NEMVE21603	ASTMX09888
OG0003131	NEMVE22604	ASTMX13469
OG0003132	NEMVE18843	ASTMX04307
OG0003133	NEMVE01926, NEMVE12491, NEMVE12586	ASTMX10906
OG0003135	NEMVE14450	ASTMX04429
OG0003136	NEMVE18312	ASTMX13058, ASTMX01379, ASTMX19806
OG0003138	NEMVE08372	ASTMX06553
OG0003140	NEMVE23520	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723
OG0003141	NEMVE13946	ASTMX09233, ASTMX11515, ASTMX10094
OG0003142	NEMVE18327	ASTMX08629, ASTMX09849, ASTMX19194
OG0003143	NEMVE25807	ASTMX13786, ASTMX06817
OG0003144	NEMVE13803	ASTMX13684, ASTMX08230
OG0003145	NEMVE22594, NEMVE14437	ASTMX16469, ASTMX16882
OG0003146	NEMVE21927	ASTMX10808
OG0003147	NEMVE02983	ASTMX16613
OG0003148	NEMVE09246	ASTMX12896, ASTMX07507, ASTMX14971
OG0003149	NEMVE13799	ASTMX10129
OG0003150	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919	ASTMX11834, ASTMX21211
OG0003153	NEMVE14674	ASTMX21330
OG0003154	NEMVE25099	ASTMX06476
OG0003155	NEMVE02938	ASTMX13221
OG0003156	NEMVE19363, NEMVE21986	ASTMX18933
OG0003157	NEMVE04632	ASTMX06118
OG0003158	NEMVE04924	ASTMX12999, ASTMX02638
OG0003159	NEMVE13613, NEMVE14314	ASTMX12859, ASTMX09033, ASTMX07619
OG0003160	NEMVE13326	ASTMX02814, ASTMX16455
OG0003161	NEMVE04772	ASTMX13679, ASTMX15650
OG0003162	NEMVE13463	ASTMX10819, ASTMX13525, ASTMX19089
OG0003163	NEMVE21987	ASTMX03994, ASTMX05123, ASTMX14593
OG0003164	NEMVE17247	ASTMX01170, ASTMX15907
OG0003165	NEMVE08402	ASTMX03289, ASTMX04540
OG0003166	NEMVE23899	ASTMX22568, ASTMX04151
OG0003167	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876	ASTMX04465, ASTMX17254, ASTMX05894
OG0003169	NEMVE23426	ASTMX07868
OG0003171	NEMVE00958	ASTMX22824, ASTMX03122, ASTMX03788
OG0003172	NEMVE13880	ASTMX12697
OG0003173	NEMVE05436	ASTMX20601, ASTMX20314, ASTMX05950
OG0003174	NEMVE00181, NEMVE14667	ASTMX07988
OG0003175	NEMVE10111, NEMVE15002	ASTMX20854, ASTMX00657
OG0003176	NEMVE05784, NEMVE14676	ASTMX02580
OG0003178	NEMVE05084	ASTMX16511, ASTMX15240
OG0003179	NEMVE14494, NEMVE20675	ASTMX22089
OG0003180	NEMVE24273	ASTMX09365, ASTMX03476, ASTMX13448
OG0003181	NEMVE09804	ASTMX18964, ASTMX11371
OG0003182	NEMVE14953	ASTMX01957, ASTMX21704
OG0003183	NEMVE14853	ASTMX15472, ASTMX04269
OG0003184	NEMVE14706	ASTMX09649, ASTMX22723
OG0003185	NEMVE11278	ASTMX08990, ASTMX16307
OG0003186	NEMVE00674	ASTMX00310, ASTMX07295, ASTMX00060
OG0003187	NEMVE20444, NEMVE23086	ASTMX04939
OG0003188	NEMVE13336	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943
OG0003189	NEMVE07613	ASTMX03737
OG0003191	NEMVE13976	ASTMX00980, ASTMX19044
OG0003192	NEMVE03402	ASTMX20427, ASTMX05442
OG0003193	NEMVE09272	ASTMX04173, ASTMX07557
OG0003196	NEMVE09009, NEMVE09005	ASTMX13910
OG0003197	NEMVE09274	ASTMX08037
OG0003199	NEMVE25466	ASTMX13735, ASTMX17609
OG0003200	NEMVE06404, NEMVE11235	ASTMX02514
OG0003202	NEMVE08285	ASTMX10006
OG0003203	NEMVE23504	ASTMX04267, ASTMX15368
OG0003204	NEMVE04641	ASTMX16389, ASTMX01566
OG0003205	NEMVE11482	ASTMX07896, ASTMX13085, ASTMX06944
OG0003207	NEMVE13760	ASTMX00941, ASTMX16303
OG0003208	NEMVE13391	ASTMX18065, ASTMX11445, ASTMX16806
OG0003211	NEMVE25111	ASTMX19437, ASTMX01978
OG0003212	NEMVE08610	ASTMX13329, ASTMX01976
OG0003214	NEMVE19887	ASTMX08653
OG0003215	NEMVE05074	ASTMX04892
OG0003217	NEMVE25774	ASTMX02353, ASTMX14721
OG0003218	NEMVE06170	ASTMX15207
OG0003219	NEMVE24114	ASTMX01631
OG0003221	NEMVE24005, NEMVE13322	ASTMX04321, ASTMX04290
OG0003223	NEMVE13687	ASTMX06346, ASTMX06347
OG0003224	NEMVE07475	ASTMX07863, ASTMX13264, ASTMX05296
OG0003225	NEMVE14015	ASTMX10853, ASTMX22401
OG0003227	NEMVE21244	ASTMX00382
OG0003228	NEMVE06914	ASTMX10791, ASTMX02764
OG0003230	NEMVE21692	ASTMX13387
OG0003231	NEMVE13764	ASTMX02884
OG0003234	NEMVE03676	ASTMX11623
OG0003235	NEMVE11954, NEMVE22173	ASTMX16993
OG0003236	NEMVE24262	ASTMX07772, ASTMX11384, ASTMX21608, ASTMX21607
OG0003237	NEMVE07360, NEMVE04584, NEMVE02216, NEMVE02163, NEMVE23129, NEMVE13075, NEMVE01809, NEMVE06075	ASTMX17778, ASTMX02725, ASTMX20917, ASTMX06508
OG0003239	NEMVE13113	ASTMX07187
OG0003240	NEMVE15334	ASTMX02082, ASTMX01039, ASTMX17067, ASTMX10438
OG0003251	NEMVE01548	ASTMX09724, ASTMX15809, ASTMX03540
OG0003252	NEMVE13979	ASTMX03281, ASTMX01275
OG0003253	NEMVE23463	ASTMX03410, ASTMX20134, ASTMX07062
OG0003254	NEMVE05092	ASTMX04636, ASTMX03953
OG0003255	NEMVE09782	ASTMX12251
OG0003258	NEMVE07151	ASTMX11167
OG0003260	NEMVE15106	ASTMX03988, ASTMX10584
OG0003261	NEMVE25094	ASTMX19028
OG0003262	NEMVE01475	ASTMX09623, ASTMX05093, ASTMX09613
OG0003263	NEMVE22513	ASTMX06871
OG0003264	NEMVE15698	ASTMX12623, ASTMX02507, ASTMX17172
OG0003265	NEMVE09756	ASTMX13950, ASTMX02020
OG0003266	NEMVE14097	ASTMX02992
OG0003267	NEMVE16965	ASTMX16323, ASTMX07667
OG0003268	NEMVE11716, NEMVE22429	ASTMX13578
OG0003269	NEMVE24476	ASTMX07746, ASTMX16031
OG0003270	NEMVE21786	ASTMX00434, ASTMX01987
OG0003271	NEMVE16628	ASTMX05159
OG0003272	NEMVE06426	ASTMX16097, ASTMX17574
OG0003273	NEMVE13710	ASTMX03258
OG0003276	NEMVE23236	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283
OG0003277	NEMVE24088	ASTMX08840, ASTMX22126
OG0003278	NEMVE03405	ASTMX13373
OG0003279	NEMVE14441	ASTMX11486, ASTMX04660
OG0003283	NEMVE00381, NEMVE23430	ASTMX16304
OG0003284	NEMVE16097, NEMVE21149	ASTMX00092
OG0003287	NEMVE08529	ASTMX06398, ASTMX14109
OG0003288	NEMVE04690, NEMVE13954	ASTMX01172
OG0003290	NEMVE01103	ASTMX03173
OG0003291	NEMVE10692, NEMVE20230	ASTMX12200
OG0003293	NEMVE04909, NEMVE20380	ASTMX14284, ASTMX14283
OG0003294	NEMVE06441	ASTMX12473
OG0003295	NEMVE04859	ASTMX10432, ASTMX03897
OG0003295	NEMVE04828	ASTMX15654
OG0003296	NEMVE22460	ASTMX13206, ASTMX05984
OG0003297	NEMVE11100	ASTMX17343
OG0003298	NEMVE04703	ASTMX04625
OG0003299	NEMVE13192	ASTMX05504
OG0003301	NEMVE21850, NEMVE21705	ASTMX11883, ASTMX14970, ASTMX10951
OG0003303	NEMVE04361	ASTMX20298
OG0003304	NEMVE18141	ASTMX01812
OG0003305	NEMVE13992	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350, ASTMX07789
OG0003306	NEMVE24655	ASTMX19066
OG0003308	NEMVE00997	ASTMX09050, ASTMX03179, ASTMX02901
OG0003309	NEMVE14486	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158
OG0003311	NEMVE17780	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152
OG0003312	NEMVE19774, NEMVE20883	ASTMX23023
OG0003314	NEMVE13216	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732
OG0003315	NEMVE19702, NEMVE25813, NEMVE20375	ASTMX14597
OG0003317	NEMVE05254	ASTMX17437
