Orthogroup	HUMAN	YEAST
OG0002001	HUMAN06657, HUMAN12156	YEAST00502, YEAST03944
OG0002003	HUMAN09340, HUMAN17505, HUMAN09339, HUMAN09338	YEAST02826, YEAST03671
OG0002008	HUMAN03542, HUMAN22606	YEAST00768
OG0002010	HUMAN20263, HUMAN13434, HUMAN13440, HUMAN10451, HUMAN10452, HUMAN13438, HUMAN13437	YEAST00609
OG0002014	HUMAN01361, HUMAN26801, HUMAN26800, HUMAN26799, HUMAN01362, HUMAN21111	YEAST02422
OG0002015	HUMAN20193, HUMAN20194, HUMAN10277, HUMAN20192	YEAST05525
OG0002025	HUMAN10728	YEAST03650
OG0002026	HUMAN30074, HUMAN07690	YEAST01247
OG0002029	HUMAN19340, HUMAN19571, HUMAN19572	YEAST02646
OG0002031	HUMAN12775, HUMAN26512	YEAST02752
OG0002032	HUMAN05596, HUMAN05597	YEAST01221
OG0002042	HUMAN03199, HUMAN03198, HUMAN03197	YEAST02880
OG0002043	HUMAN00470, HUMAN00469, HUMAN27809	YEAST04003
OG0002059	HUMAN14516, HUMAN01268, HUMAN01269	YEAST05893, YEAST04718
OG0002062	HUMAN09834, HUMAN14941, HUMAN14940	YEAST05454
OG0002063	HUMAN23748, HUMAN23747, HUMAN23746, HUMAN28682, HUMAN23745	YEAST00838
OG0002067	HUMAN10471, HUMAN27448, HUMAN27449, HUMAN10470, HUMAN05101, HUMAN05100, HUMAN05102, HUMAN27447, HUMAN27451, HUMAN27446, HUMAN10469	YEAST03444
OG0002069	HUMAN28251, HUMAN28252, HUMAN28249, HUMAN18933, HUMAN18934, HUMAN28250	YEAST05962
OG0002073	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650	YEAST04552
OG0002076	HUMAN06613, HUMAN20823	YEAST02206
OG0002078	HUMAN13179	YEAST06232
OG0002079	HUMAN22905, HUMAN30320	YEAST05765, YEAST00483
OG0002080	HUMAN07100, HUMAN12467	YEAST05220, YEAST04736
OG0002084	HUMAN03437, HUMAN03435, HUMAN03436, HUMAN17130, HUMAN17131	YEAST04529
OG0002087	HUMAN29203	YEAST05702
OG0002090	HUMAN24839	YEAST02246
OG0002093	HUMAN25025	YEAST02255
OG0002097	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007	YEAST02697
OG0002101	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558	YEAST03902
OG0002103	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144	YEAST05974
OG0002106	HUMAN23038, HUMAN24893	YEAST03654
OG0002108	HUMAN17009, HUMAN25939, HUMAN08879	YEAST03715
OG0002123	HUMAN00460, HUMAN27805, HUMAN19320, HUMAN27807, HUMAN27806, HUMAN19319	YEAST03709
OG0002125	HUMAN29833, HUMAN20376	YEAST05183
OG0002131	HUMAN28897, HUMAN28898	YEAST04275
OG0002137	HUMAN16869, HUMAN21685	YEAST04320
OG0002138	HUMAN06987, HUMAN06986	YEAST02406
OG0002144	HUMAN07163, HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161	YEAST02673
OG0002146	HUMAN26928, HUMAN20884	YEAST04333, YEAST00109, YEAST03088, YEAST04454
OG0002147	HUMAN05917, HUMAN21834, HUMAN21835, HUMAN21833	YEAST04532, YEAST01219
OG0002148	HUMAN09309, HUMAN16972	YEAST02060
OG0002152	HUMAN29898, HUMAN29896, HUMAN06918, HUMAN24926	YEAST05624
OG0002156	HUMAN23074	YEAST03007
OG0002160	HUMAN30547, HUMAN30546, HUMAN08352, HUMAN30545, HUMAN30548, HUMAN30549, HUMAN30550	YEAST03960
OG0002168	HUMAN28277, HUMAN28276, HUMAN28275, HUMAN17195	YEAST00516
OG0002169	HUMAN17132, HUMAN03434	YEAST02258
OG0002175	HUMAN01262, HUMAN29256, HUMAN28064, HUMAN25497, HUMAN16983, HUMAN25495	YEAST04956
OG0002184	HUMAN23481, HUMAN14768	YEAST00242
OG0002185	HUMAN11287, HUMAN11285, HUMAN11271	YEAST05212
OG0002188	HUMAN18175	YEAST04638, YEAST03913
OG0002189	HUMAN09640	YEAST02882, YEAST04447
OG0002213	HUMAN02703	YEAST01241, YEAST05495
OG0002216	HUMAN26776	YEAST06040
OG0002217	HUMAN18668, HUMAN18667	YEAST06033
OG0002222	HUMAN18518, HUMAN18519	YEAST03240
OG0002224	HUMAN03121, HUMAN26274	YEAST01574
OG0002225	HUMAN15442, HUMAN15441, HUMAN04945, HUMAN04946	YEAST04939
OG0002226	HUMAN14861, HUMAN14859, HUMAN22446, HUMAN14860	YEAST00948
OG0002228	HUMAN13403, HUMAN15939	YEAST04154, YEAST05632
OG0002233	HUMAN29780	YEAST00277
OG0002239	HUMAN01599	YEAST03509
OG0002239	HUMAN10125, HUMAN23236	YEAST01621
OG0002241	HUMAN20013, HUMAN24854, HUMAN20014	YEAST02005
OG0002243	HUMAN24387, HUMAN17085	YEAST04599, YEAST03601, YEAST04600
OG0002244	HUMAN30021, HUMAN30020, HUMAN28593	YEAST02768
OG0002252	HUMAN06074, HUMAN13562, HUMAN13563, HUMAN13561, HUMAN10150, HUMAN10149	YEAST00826
OG0002261	HUMAN26610, HUMAN26609	YEAST00472
OG0002264	HUMAN30321, HUMAN00757	YEAST01705
OG0002279	HUMAN17617, HUMAN07773, HUMAN17618	YEAST05800
OG0002282	HUMAN14852, HUMAN24776, HUMAN24779, HUMAN24778, HUMAN24777	YEAST00881
OG0002288	HUMAN22780, HUMAN23814	YEAST01591, YEAST05154
OG0002292	HUMAN20567	YEAST00152
OG0002292	HUMAN04308	YEAST03411
OG0002297	HUMAN00943	YEAST01217
OG0002312	HUMAN03791, HUMAN24016	YEAST06295
OG0002316	HUMAN00675, HUMAN00674, HUMAN29642, HUMAN29641	YEAST01805
OG0002318	HUMAN14764	YEAST02923
OG0002319	HUMAN30619, HUMAN29581, HUMAN21817, HUMAN21816, HUMAN21815	YEAST00329
OG0002321	HUMAN17177	YEAST02461
OG0002324	HUMAN26593	YEAST02615, YEAST06287
OG0002326	HUMAN08506, HUMAN25742	YEAST00310, YEAST02699
OG0002327	HUMAN30541, HUMAN23011, HUMAN21036, HUMAN30542	YEAST00346, YEAST06217
OG0002331	HUMAN19166, HUMAN14100, HUMAN14101	YEAST01653
OG0002332	HUMAN22581, HUMAN17089, HUMAN17088	YEAST01606, YEAST05184, YEAST00285
OG0002341	HUMAN03984, HUMAN03985	YEAST03640, YEAST04562
OG0002344	HUMAN11772, HUMAN07290, HUMAN07289	YEAST02312, YEAST02019
OG0002346	HUMAN20281, HUMAN04431, HUMAN04432	YEAST02012
OG0002348	HUMAN08458, HUMAN04091	YEAST01845
OG0002355	HUMAN22890, HUMAN24369, HUMAN24368, HUMAN24367	YEAST00016
OG0002356	HUMAN05813, HUMAN16034	YEAST00259
OG0002361	HUMAN18700, HUMAN08727	YEAST01027
OG0002367	HUMAN01315, HUMAN23440, HUMAN23441	YEAST01179
OG0002369	HUMAN08931	YEAST03766
OG0002374	HUMAN13712, HUMAN13711, HUMAN19212	YEAST02010, YEAST00133
OG0002377	HUMAN16997, HUMAN29697, HUMAN08799	YEAST05000
OG0002385	HUMAN10731, HUMAN10730, HUMAN20212, HUMAN13442	YEAST03974
OG0002406	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708, HUMAN11342, HUMAN11345, HUMAN11346	YEAST05509
OG0002407	HUMAN30305, HUMAN03387	YEAST00012
OG0002409	HUMAN30558, HUMAN02835	YEAST02027
OG0002411	HUMAN01621, HUMAN09554, HUMAN01620	YEAST05950, YEAST02407
OG0002412	HUMAN03845	YEAST06171
OG0002413	HUMAN14693, HUMAN14692	YEAST01196
OG0002415	HUMAN03247	YEAST01271
OG0002421	HUMAN09616, HUMAN09615, HUMAN11189, HUMAN11188	YEAST02982
OG0002422	HUMAN30114, HUMAN03138	YEAST05026
OG0002426	HUMAN25972, HUMAN15924, HUMAN25971, HUMAN20163	YEAST00184
OG0002441	HUMAN30009, HUMAN25440, HUMAN25441	YEAST00068, YEAST02278, YEAST05821
OG0002442	HUMAN11990, HUMAN16430, HUMAN19185, HUMAN16431	YEAST05932
OG0002443	HUMAN06724, HUMAN06723	YEAST04906
OG0002446	HUMAN20214, HUMAN20213, HUMAN20216, HUMAN20215	YEAST04254
OG0002450	HUMAN01809, HUMAN23540, HUMAN23541	YEAST04575
OG0002453	HUMAN05698, HUMAN05699	YEAST00512
OG0002476	HUMAN25139, HUMAN11340, HUMAN11341	YEAST05799
OG0002486	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599	YEAST01433
OG0002492	HUMAN18352, HUMAN18351	YEAST01624
OG0002494	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785	YEAST02402
OG0002495	HUMAN17937	YEAST02772
OG0002497	HUMAN12673, HUMAN20584	YEAST02747
OG0002500	HUMAN10791	YEAST05648
OG0002505	HUMAN26605	YEAST02959
OG0002510	HUMAN05353	YEAST04753
OG0002516	HUMAN05465, HUMAN05466, HUMAN05464, HUMAN16177, HUMAN16175	YEAST00066
OG0002518	HUMAN00380	YEAST02890
OG0002520	HUMAN24112, HUMAN24111, HUMAN22540	YEAST05256
OG0002523	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158	YEAST06234
OG0002527	HUMAN02229, HUMAN29157	YEAST01639
OG0002528	HUMAN23868	YEAST00372
OG0002530	HUMAN23709, HUMAN09617	YEAST05530, YEAST03790
OG0002532	HUMAN13394, HUMAN13393, HUMAN13392	YEAST03235
OG0002533	HUMAN11744	YEAST04525
OG0002543	HUMAN19881	YEAST00527
OG0002557	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143	YEAST06243
OG0002561	HUMAN04664, HUMAN04663	YEAST04438, YEAST02106
OG0002562	HUMAN14234, HUMAN14233	YEAST03992
OG0002564	HUMAN13229, HUMAN13228, HUMAN25943	YEAST02186
OG0002565	HUMAN00212, HUMAN21579	YEAST04224, YEAST02499
OG0002570	HUMAN18921, HUMAN18922, HUMAN18920, HUMAN18918	YEAST00592
OG0002574	HUMAN16956, HUMAN08751, HUMAN08750, HUMAN16955	YEAST05657
OG0002594	HUMAN11372, HUMAN08170, HUMAN11373	YEAST06174
OG0002598	HUMAN01102, HUMAN01103, HUMAN28755	YEAST04621, YEAST03577
OG0002605	HUMAN01301	YEAST06332
OG0002608	HUMAN06843, HUMAN03969	YEAST03716, YEAST02846
OG0002609	HUMAN01607, HUMAN23225, HUMAN23226	YEAST01355
OG0002610	HUMAN10997, HUMAN28410	YEAST01078, YEAST03973
OG0002612	HUMAN20533	YEAST03508
OG0002617	HUMAN23924	YEAST00866
OG0002618	HUMAN13257, HUMAN13256, HUMAN26619, HUMAN26618, HUMAN26621, HUMAN26620	YEAST06247
OG0002629	HUMAN20374	YEAST05919
OG0002630	HUMAN25070	YEAST05202
OG0002632	HUMAN09952, HUMAN23528, HUMAN09954	YEAST02755
OG0002633	HUMAN16875, HUMAN08371, HUMAN08372	YEAST04206
OG0002636	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275	YEAST01664, YEAST06215
OG0002638	HUMAN01787, HUMAN01789, HUMAN01788	YEAST04703
OG0002643	HUMAN20604	YEAST01938
OG0002644	HUMAN29591, HUMAN29590, HUMAN30338	YEAST00724
OG0002645	HUMAN29930, HUMAN29929	YEAST01436
OG0002646	HUMAN27004, HUMAN27005	YEAST01946
OG0002651	HUMAN02517	YEAST02247, YEAST02868
OG0002652	HUMAN11375, HUMAN11376	YEAST04937
OG0002656	HUMAN13128, HUMAN26931, HUMAN26932, HUMAN26934, HUMAN17858	YEAST05701
OG0002659	HUMAN16666, HUMAN16665	YEAST06290
OG0002666	HUMAN10480, HUMAN10479	YEAST02507
OG0002668	HUMAN11506, HUMAN21494	YEAST02324
OG0002677	HUMAN13550, HUMAN13549	YEAST05210
OG0002681	HUMAN10827, HUMAN10831, HUMAN10830, HUMAN13043, HUMAN10829, HUMAN10826, HUMAN10828	YEAST04585
OG0002683	HUMAN00986	YEAST03676
OG0002705	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292, HUMAN23419	YEAST00553
OG0002713	HUMAN05228, HUMAN05231, HUMAN05229, HUMAN05230	YEAST00413, YEAST06057
OG0002715	HUMAN21069	YEAST01174, YEAST04131
OG0002717	HUMAN23809, HUMAN30267, HUMAN23808, HUMAN30266	YEAST02430
OG0002718	HUMAN00242	YEAST03380, YEAST03502
OG0002720	HUMAN18873	YEAST01914
OG0002722	HUMAN08443	YEAST04059
OG0002726	HUMAN22818, HUMAN03294	YEAST02958
OG0002729	HUMAN17408, HUMAN17407, HUMAN17406	YEAST01155
OG0002739	HUMAN22427	YEAST01877
OG0002740	HUMAN25260, HUMAN00797, HUMAN00798	YEAST01658
OG0002742	HUMAN03393, HUMAN22768	YEAST03713
OG0002743	HUMAN26086	YEAST01824, YEAST03362
OG0002745	HUMAN13551, HUMAN13554, HUMAN13552	YEAST04244
OG0002746	HUMAN15625, HUMAN15627, HUMAN15626	YEAST04902, YEAST05332
OG0002747	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149	YEAST05617
OG0002749	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711	YEAST02810
OG0002750	HUMAN23773, HUMAN23772, HUMAN23774	YEAST04952
OG0002752	HUMAN07518	YEAST03686
OG0002753	HUMAN20449, HUMAN26788	YEAST03742
OG0002754	HUMAN29589	YEAST03620
OG0002756	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473, HUMAN05711	YEAST04058
OG0002758	HUMAN26372	YEAST04409
OG0002760	HUMAN06968, HUMAN06969	YEAST01927
OG0002761	HUMAN10768, HUMAN10770, HUMAN10765, HUMAN10769	YEAST03261
OG0002763	HUMAN12876, HUMAN12877	YEAST00260
OG0002764	HUMAN00203, HUMAN21583, HUMAN21584	YEAST00423
OG0002765	HUMAN18571, HUMAN04184, HUMAN11132	YEAST01667, YEAST05523
OG0002766	HUMAN08906, HUMAN08907	YEAST05357
OG0002767	HUMAN05408, HUMAN07551, HUMAN22340	YEAST04591
OG0002771	HUMAN25873, HUMAN08432	YEAST02043
OG0002772	HUMAN14317, HUMAN14316	YEAST03384
OG0002773	HUMAN29570, HUMAN29569	YEAST03677
OG0002774	HUMAN14548, HUMAN09559	YEAST03575
OG0002775	HUMAN08367, HUMAN08366	YEAST03021
OG0002781	HUMAN06619, HUMAN06620, HUMAN18025	YEAST05450
OG0002782	HUMAN04941, HUMAN17052	YEAST02121
OG0002785	HUMAN01002, HUMAN23487	YEAST06106, YEAST01228
OG0002788	HUMAN04344	YEAST02578, YEAST01232
OG0002793	HUMAN04912, HUMAN04911	YEAST01371
OG0002799	HUMAN26462, HUMAN26461, HUMAN10338	YEAST01461
OG0002817	HUMAN17019, HUMAN17018, HUMAN08723, HUMAN08722	YEAST01189, YEAST04922
OG0002824	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716	YEAST02137
OG0002826	HUMAN18765, HUMAN15887	YEAST00174
OG0002827	HUMAN25478, HUMAN30650, HUMAN25479	YEAST05976
OG0002828	HUMAN05585	YEAST00227, YEAST00963
OG0002831	HUMAN27007, HUMAN27006	YEAST03282
OG0002835	HUMAN00763, HUMAN25369	YEAST02656
OG0002837	HUMAN07500, HUMAN22403, HUMAN07501	YEAST01987, YEAST00157
OG0002839	HUMAN20812	YEAST03148
OG0002843	HUMAN07115, HUMAN07114, HUMAN07116	YEAST04737
OG0002844	HUMAN20872, HUMAN20871	YEAST05563
OG0002847	HUMAN07253	YEAST02294
OG0002851	HUMAN19430, HUMAN25764	YEAST04951
OG0002855	HUMAN05441	YEAST00137
OG0002860	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175	YEAST02712
OG0002866	HUMAN14628, HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626	YEAST01136
OG0002876	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758	YEAST02348
OG0002877	HUMAN14970, HUMAN14971	YEAST04537
OG0002883	HUMAN03205, HUMAN03204	YEAST03027
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	YEAST03205
OG0002893	HUMAN07626	YEAST03653
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	YEAST00906
OG0002895	HUMAN05785, HUMAN02351	YEAST01471, YEAST05353, YEAST05456
OG0002897	HUMAN17714	YEAST06308
OG0002899	HUMAN05885, HUMAN21832	YEAST00283
OG0002900	HUMAN10028, HUMAN10029, HUMAN01530	YEAST05306
OG0002907	HUMAN23627, HUMAN10077	YEAST02061
OG0002910	HUMAN06997	YEAST00223
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	YEAST02264
OG0002917	HUMAN18334	YEAST03703
OG0002921	HUMAN10838, HUMAN10837	YEAST06254
OG0002922	HUMAN03714, HUMAN27706, HUMAN27705	YEAST01261
OG0002947	HUMAN24582	YEAST00232
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	YEAST03584
OG0002949	HUMAN16285, HUMAN16286	YEAST00419, YEAST06063
OG0002952	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129	YEAST05257
OG0002953	HUMAN20502, HUMAN20503	YEAST03034
OG0002957	HUMAN07640, HUMAN07639	YEAST03253
OG0002960	HUMAN24799, HUMAN24800, HUMAN24798	YEAST05502
OG0002965	HUMAN03579	YEAST03804
OG0002966	HUMAN29424, HUMAN29425, HUMAN02172	YEAST06059
OG0002968	HUMAN24820, HUMAN00733	YEAST00199
OG0002969	HUMAN12534, HUMAN12532	YEAST00655
OG0002982	HUMAN03720, HUMAN03721	YEAST02471
OG0002984	HUMAN16272	YEAST00961, YEAST01144
OG0002985	HUMAN10424	YEAST02147
OG0002987	HUMAN26273, HUMAN24326	YEAST02970, YEAST00081, YEAST02488
OG0002991	HUMAN03582	YEAST03345, YEAST01842
OG0002997	HUMAN00852	YEAST02374
OG0003001	HUMAN17856, HUMAN17855, HUMAN20696, HUMAN20697, HUMAN20695, HUMAN17854	YEAST01497
OG0003004	HUMAN16853, HUMAN15812	YEAST02183
OG0003006	HUMAN10234, HUMAN10235	YEAST00899
OG0003010	HUMAN03814, HUMAN03815	YEAST03035
OG0003012	HUMAN21461	YEAST04512
OG0003016	HUMAN22317, HUMAN22316, HUMAN05184	YEAST04810
OG0003017	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074	YEAST02213
OG0003018	HUMAN03994	YEAST01635, YEAST01949
OG0003027	HUMAN12410, HUMAN10065	YEAST05498
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	YEAST05822
OG0003029	HUMAN14111, HUMAN14113, HUMAN14112, HUMAN14110	YEAST04523
OG0003033	HUMAN21249, HUMAN21248	YEAST02457, YEAST02640
OG0003039	HUMAN09904, HUMAN23553	YEAST00055
OG0003043	HUMAN11992	YEAST02551
OG0003046	HUMAN11214, HUMAN23145	YEAST01632
OG0003054	HUMAN07888, HUMAN07887	YEAST04909, YEAST05341
OG0003056	HUMAN19464, HUMAN19465, HUMAN18715	YEAST02257
OG0003059	HUMAN17041	YEAST02832, YEAST03675
OG0003063	HUMAN07039	YEAST00204
OG0003066	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	YEAST00969
OG0003067	HUMAN18654	YEAST01070
OG0003067	HUMAN27679	YEAST03159
OG0003072	HUMAN01387, HUMAN26957	YEAST05076
OG0003073	HUMAN13091	YEAST00167
OG0003079	HUMAN28617, HUMAN14136	YEAST01019
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	YEAST01357
OG0003104	HUMAN29466, HUMAN29467, HUMAN02051	YEAST00861
OG0003105	HUMAN29008	YEAST04282
OG0003106	HUMAN09821	YEAST03619
OG0003107	HUMAN11467, HUMAN11466	YEAST00029
OG0003108	HUMAN06800, HUMAN06805	YEAST00796
OG0003110	HUMAN28424	YEAST02197
OG0003114	HUMAN04985, HUMAN04984	YEAST00453, YEAST02426
OG0003119	HUMAN21319	YEAST00778
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	YEAST03190
OG0003126	HUMAN28486	YEAST00300
OG0003131	HUMAN07183	YEAST04435, YEAST04350
OG0003135	HUMAN15787	YEAST02069
OG0003138	HUMAN18543, HUMAN18544, HUMAN18545, HUMAN18546	YEAST01790, YEAST00784
OG0003145	HUMAN01270	YEAST06012
OG0003147	HUMAN17255	YEAST03729
OG0003151	HUMAN27968, HUMAN18869, HUMAN08206	YEAST03910
OG0003153	HUMAN19216, HUMAN19215	YEAST05438
OG0003154	HUMAN01026	YEAST00694
OG0003157	HUMAN05273, HUMAN05272	YEAST01203
OG0003164	HUMAN30072, HUMAN27461	YEAST05549, YEAST04492
OG0003169	HUMAN17978	YEAST04410
OG0003172	HUMAN01490	YEAST06030
OG0003174	HUMAN23922, HUMAN23921, HUMAN23923	YEAST06178
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	YEAST05823
OG0003179	HUMAN22541	YEAST00905
OG0003182	HUMAN08117, HUMAN08118	YEAST05565
OG0003189	HUMAN19512, HUMAN19511	YEAST00820
OG0003190	HUMAN23026	YEAST02550
OG0003191	HUMAN06605	YEAST01068
OG0003193	HUMAN07624	YEAST02494
OG0003197	HUMAN17605, HUMAN17604, HUMAN17603	YEAST06274
OG0003199	HUMAN30572	YEAST04961
OG0003207	HUMAN26778, HUMAN20856, HUMAN20855, HUMAN26777	YEAST04056
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	YEAST05531
OG0003214	HUMAN06365, HUMAN17740	YEAST03701
OG0003215	HUMAN02681, HUMAN08405	YEAST04373
OG0003218	HUMAN30583	YEAST04068
OG0003219	HUMAN22950, HUMAN22949	YEAST01656
OG0003220	HUMAN29636, HUMAN00810	YEAST03417, YEAST00186
OG0003221	HUMAN24556, HUMAN00790	YEAST05064
OG0003223	HUMAN19114	YEAST04472
OG0003228	HUMAN08956	YEAST06187
OG0003230	HUMAN03745	YEAST05487
OG0003234	HUMAN23993	YEAST00760
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	YEAST06282
OG0003251	HUMAN23183, HUMAN11019	YEAST05338, YEAST04904
OG0003254	HUMAN04752	YEAST03911
OG0003257	HUMAN09013, HUMAN09014, HUMAN09015	YEAST02741
OG0003263	HUMAN15937, HUMAN15936	YEAST05333
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	YEAST03398
OG0003266	HUMAN05508, HUMAN19360, HUMAN05507, HUMAN05506	YEAST05585
OG0003267	HUMAN03394	YEAST02516
OG0003270	HUMAN06226	YEAST01372, YEAST05351, YEAST01476
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	YEAST03706
OG0003283	HUMAN26779	YEAST02779
OG0003284	HUMAN18141	YEAST02184
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	YEAST00166
OG0003288	HUMAN30308	YEAST05062
OG0003290	HUMAN01175	YEAST06325
OG0003293	HUMAN06629	YEAST04930
OG0003295	HUMAN03174	YEAST06127
OG0003301	HUMAN05757, HUMAN03223	YEAST03267
OG0003302	HUMAN24407, HUMAN24404, HUMAN24408, HUMAN24406, HUMAN24405	YEAST04633
OG0003303	HUMAN02696	YEAST05878
OG0003304	HUMAN26514, HUMAN12786	YEAST01018
OG0003316	HUMAN17612, HUMAN17611	YEAST04887
OG0003317	HUMAN13511	YEAST03051
OG0003318	HUMAN20325, HUMAN29926	YEAST02158
OG0003332	HUMAN00604	YEAST02945, YEAST00447
OG0003335	HUMAN09257	YEAST01260
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	YEAST04972
OG0003341	HUMAN17044, HUMAN17043	YEAST00990
OG0003343	HUMAN12267	YEAST04356, YEAST06258
OG0003344	HUMAN16583, HUMAN16582	YEAST04764
OG0003348	HUMAN02924, HUMAN17738	YEAST02844
OG0003349	HUMAN22753, HUMAN03238	YEAST00235, YEAST04798
OG0003356	HUMAN10721, HUMAN13177, HUMAN13178	YEAST02937
OG0003357	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003	YEAST04240, YEAST02522
OG0003364	HUMAN06821, HUMAN16054	YEAST00730
OG0003366	HUMAN16863, HUMAN16862	YEAST05276, YEAST03075
OG0003373	HUMAN05820	YEAST03755
OG0003374	HUMAN28112, HUMAN16615	YEAST03627
OG0003375	HUMAN23698	YEAST03722
OG0003377	HUMAN04348	YEAST03340
OG0003380	HUMAN19717	YEAST00529
OG0003381	HUMAN06186, HUMAN06188, HUMAN06184, HUMAN06185, HUMAN04158	YEAST03447, YEAST01380
OG0003382	HUMAN19968, HUMAN01608	YEAST01627
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	YEAST02725
OG0003425	HUMAN23668, HUMAN23669	YEAST05084
OG0003426	HUMAN04822, HUMAN04821	YEAST05251
OG0003428	HUMAN22929	YEAST04550, YEAST01154
OG0003429	HUMAN24947	YEAST05921
OG0003430	HUMAN15764, HUMAN02017	YEAST04732
OG0003434	HUMAN20686	YEAST02689
OG0003435	HUMAN08411	YEAST05483
OG0003441	HUMAN21029, HUMAN21027	YEAST05981
OG0003443	HUMAN25588, HUMAN08555	YEAST06032
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	YEAST04088
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	YEAST00169
OG0003461	HUMAN24927, HUMAN24928	YEAST05752, YEAST04759
OG0003463	HUMAN02584, HUMAN15575	YEAST02371
OG0003464	HUMAN25957	YEAST05120
OG0003465	HUMAN29422, HUMAN29421	YEAST02874
OG0003467	HUMAN28399	YEAST01278
OG0003477	HUMAN25241	YEAST03665
OG0003483	HUMAN02672	YEAST06074
OG0003487	HUMAN01641, HUMAN01639	YEAST03066
OG0003491	HUMAN18345, HUMAN07660	YEAST03514
OG0003493	HUMAN01078	YEAST01076
OG0003497	HUMAN05604	YEAST00758
OG0003498	HUMAN22332, HUMAN22333	YEAST05680
OG0003500	HUMAN17492, HUMAN09263	YEAST03303, YEAST02683
OG0003501	HUMAN14260, HUMAN14259, HUMAN14258	YEAST01421
OG0003502	HUMAN26410, HUMAN26411	YEAST02519
OG0003503	HUMAN13541	YEAST00400
OG0003505	HUMAN11145	YEAST00697
OG0003509	HUMAN11891	YEAST02850
OG0003515	HUMAN07599, HUMAN22879	YEAST00923
OG0003518	HUMAN14108	YEAST04809
OG0003523	HUMAN21871, HUMAN21873	YEAST05393
OG0003531	HUMAN09342, HUMAN04724	YEAST00465
OG0003532	HUMAN17410	YEAST05810
OG0003539	HUMAN27654	YEAST03774
OG0003541	HUMAN11650, HUMAN11649, HUMAN11651, HUMAN11648	YEAST01314
OG0003543	HUMAN15202, HUMAN28052	YEAST01290
OG0003544	HUMAN00617, HUMAN00616	YEAST00251
OG0003550	HUMAN26578, HUMAN17867	YEAST06166
OG0003551	HUMAN29004, HUMAN14799, HUMAN29003	YEAST01826
OG0003552	HUMAN01497	YEAST04163
OG0003556	HUMAN19312	YEAST05216
OG0003560	HUMAN08292, HUMAN08294	YEAST02357, YEAST05925
OG0003561	HUMAN25470, HUMAN07496	YEAST06100
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	YEAST00960
OG0003565	HUMAN27729, HUMAN27728	YEAST03392
OG0003567	HUMAN10488	YEAST04838
OG0003568	HUMAN07271, HUMAN07272	YEAST04328
OG0003570	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026	YEAST03562, YEAST04635
OG0003571	HUMAN28033, HUMAN11183	YEAST05553
