Orthogroup	HUMAN	NEMVE
OG0002844	HUMAN20871	NEMVE24215
OG0002845	HUMAN09735	NEMVE23061
OG0002846	HUMAN22857	NEMVE25327
OG0002848	HUMAN24487	NEMVE02441
OG0002849	HUMAN09535, HUMAN01645	NEMVE01699
OG0002850	HUMAN21706, HUMAN00050, HUMAN00051	NEMVE09779
OG0002851	HUMAN19430, HUMAN25764	NEMVE03383
OG0002853	HUMAN23247, HUMAN23248, HUMAN14359	NEMVE19935
OG0002854	HUMAN02130	NEMVE23019, NEMVE20541
OG0002855	HUMAN05441	NEMVE13942
OG0002856	HUMAN15088, HUMAN01744, HUMAN01745	NEMVE25625
OG0002857	HUMAN14588, HUMAN14584	NEMVE01746, NEMVE16616, NEMVE07658, NEMVE01747
OG0002858	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174	NEMVE02414
OG0002859	HUMAN27799, HUMAN27798, HUMAN27796, HUMAN27797	NEMVE06208
OG0002860	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175	NEMVE07076
OG0002861	HUMAN04368, HUMAN04367	NEMVE23961
OG0002863	HUMAN23260, HUMAN23259, HUMAN23258	NEMVE11089
OG0002864	HUMAN14276, HUMAN12823, HUMAN09490	NEMVE00985
OG0002865	HUMAN28403	NEMVE18147
OG0002866	HUMAN14628, HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626	NEMVE17504
OG0002868	HUMAN00784, HUMAN23304	NEMVE14448
OG0002869	HUMAN21791, HUMAN00096	NEMVE01770
OG0002870	HUMAN25356	NEMVE07654
OG0002872	HUMAN28405, HUMAN28404	NEMVE16067
OG0002873	HUMAN10502	NEMVE21268, NEMVE05265, NEMVE12775
OG0002874	HUMAN20545, HUMAN06940, HUMAN20546	NEMVE17692
OG0002875	HUMAN02510	NEMVE22501
OG0002875	HUMAN08694	NEMVE23936
OG0002876	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758	NEMVE07039
OG0002877	HUMAN14971	NEMVE12637
OG0002879	HUMAN21345, HUMAN00643	NEMVE16982
OG0002880	HUMAN13797, HUMAN19249, HUMAN25485	NEMVE08232
OG0002881	HUMAN00333, HUMAN00334	NEMVE07673
OG0002882	HUMAN07153	NEMVE14727, NEMVE01029
OG0002883	HUMAN03205	NEMVE06407
OG0002884	HUMAN25023, HUMAN20289	NEMVE13675
OG0002887	HUMAN28482	NEMVE14564
OG0002888	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024	NEMVE09800
OG0002889	HUMAN30528, HUMAN07038	NEMVE02255, NEMVE04672, NEMVE20793
OG0002890	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547	NEMVE25436
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	NEMVE14385
OG0002892	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426	NEMVE01470
OG0002893	HUMAN07626	NEMVE10580
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	NEMVE03536
OG0002895	HUMAN05785, HUMAN02351	NEMVE21938
OG0002897	HUMAN17714	NEMVE06961
OG0002899	HUMAN05885, HUMAN21832	NEMVE04557
OG0002900	HUMAN10029, HUMAN01530	NEMVE23547
OG0002901	HUMAN25703	NEMVE20872, NEMVE23803
OG0002902	HUMAN10682	NEMVE22439, NEMVE18562
OG0002904	HUMAN23670	NEMVE00938
OG0002906	HUMAN11397	NEMVE04843
OG0002907	HUMAN23627, HUMAN10077	NEMVE02943
OG0002909	HUMAN20938, HUMAN26836, HUMAN26837	NEMVE04695
OG0002910	HUMAN06997	NEMVE10376, NEMVE06917, NEMVE21001
OG0002911	HUMAN03713, HUMAN03712, HUMAN27704	NEMVE20293, NEMVE08989
OG0002912	HUMAN15219	NEMVE02596, NEMVE09847
OG0002913	HUMAN02967, HUMAN02966, HUMAN30354	NEMVE10491
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	NEMVE19643
OG0002917	HUMAN18334	NEMVE14947, NEMVE20867
OG0002919	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052	NEMVE25654
OG0002921	HUMAN10838, HUMAN10837	NEMVE25771
OG0002922	HUMAN03714, HUMAN27706, HUMAN27705	NEMVE10039
OG0002923	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862	NEMVE25758
OG0002924	HUMAN09680, HUMAN13938, HUMAN09681	NEMVE08139
OG0002925	HUMAN28134	NEMVE07774, NEMVE12372
OG0002926	HUMAN23488, HUMAN15077	NEMVE14101
OG0002927	HUMAN28957	NEMVE23439, NEMVE21167
OG0002944	HUMAN25196, HUMAN22813, HUMAN27905	NEMVE07941, NEMVE14748
OG0002945	HUMAN13182	NEMVE20667, NEMVE25829, NEMVE19739
OG0002947	HUMAN24582	NEMVE06658, NEMVE13386
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	NEMVE08172
OG0002949	HUMAN16285, HUMAN16286	NEMVE02841, NEMVE22682
OG0002950	HUMAN12147	NEMVE08665
OG0002952	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129	NEMVE14872
OG0002953	HUMAN20502, HUMAN20503	NEMVE01967
OG0002954	HUMAN04343	NEMVE09987
OG0002955	HUMAN08814	NEMVE23334
OG0002956	HUMAN14225, HUMAN13975, HUMAN13973	NEMVE09856
OG0002957	HUMAN07640, HUMAN07639	NEMVE24351
OG0002959	HUMAN08717	NEMVE08292
OG0002960	HUMAN24799, HUMAN24800, HUMAN24798	NEMVE24935
OG0002961	HUMAN08641	NEMVE24574
OG0002962	HUMAN13396, HUMAN10441	NEMVE13850
OG0002964	HUMAN12170, HUMAN12171, HUMAN13401, HUMAN12172	NEMVE23109, NEMVE00411
OG0002967	HUMAN05610	NEMVE00059, NEMVE11778
OG0002968	HUMAN24820	NEMVE14045
OG0002968	HUMAN00733	NEMVE08461
OG0002969	HUMAN12532	NEMVE16923
OG0002973	HUMAN20383, HUMAN21067, HUMAN20382	NEMVE14446
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	NEMVE16053, NEMVE12234
OG0002975	HUMAN16798, HUMAN08345	NEMVE00359, NEMVE05044
OG0002976	HUMAN23538	NEMVE16983
OG0002977	HUMAN12250	NEMVE23902
OG0002978	HUMAN04799, HUMAN18676, HUMAN08410	NEMVE18285
OG0002979	HUMAN25790	NEMVE20703
OG0002981	HUMAN02146	NEMVE13758
OG0002982	HUMAN03720, HUMAN03721	NEMVE19019
OG0002983	HUMAN25834, HUMAN02094	NEMVE14799
OG0002984	HUMAN16272	NEMVE24430
OG0002985	HUMAN10424	NEMVE09374
OG0002987	HUMAN26273, HUMAN24326	NEMVE13966
OG0002988	HUMAN19631, HUMAN19632, HUMAN19630	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696
OG0002989	HUMAN21053	NEMVE24838
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	NEMVE22509
OG0002991	HUMAN03582	NEMVE10995, NEMVE19941
OG0002992	HUMAN27320, HUMAN06343, HUMAN06339	NEMVE15343
OG0002994	HUMAN24550	NEMVE14678
OG0002995	HUMAN08825	NEMVE20944, NEMVE19293
OG0002996	HUMAN28890	NEMVE10362
OG0002997	HUMAN00852	NEMVE15011
OG0002998	HUMAN07028, HUMAN07029, HUMAN21010	NEMVE21235, NEMVE07505
OG0003002	HUMAN18280, HUMAN18279	NEMVE06701, NEMVE21583, NEMVE01740
OG0003004	HUMAN16853, HUMAN15812	NEMVE01048
OG0003005	HUMAN25078	NEMVE06949
OG0003006	HUMAN10234, HUMAN10235	NEMVE13182
OG0003008	HUMAN02043, HUMAN02044	NEMVE02620
OG0003010	HUMAN03814	NEMVE05883
OG0003010	HUMAN03815	NEMVE21378, NEMVE21355
OG0003011	HUMAN10459, HUMAN27032, HUMAN10458	NEMVE16402
OG0003012	HUMAN21461	NEMVE14500
OG0003013	HUMAN17977	NEMVE06720
OG0003014	HUMAN27437	NEMVE14970
OG0003016	HUMAN22316, HUMAN05184	NEMVE13442
OG0003017	HUMAN14074	NEMVE14592, NEMVE20788
OG0003018	HUMAN03994	NEMVE13086
OG0003021	HUMAN11904, HUMAN11905	NEMVE17537, NEMVE17536
OG0003022	HUMAN21669, HUMAN30014	NEMVE16219
OG0003023	HUMAN20012	NEMVE03872, NEMVE05429
OG0003024	HUMAN02731	NEMVE15701, NEMVE14428
OG0003025	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190	NEMVE18058
OG0003026	HUMAN13454	NEMVE16626
OG0003027	HUMAN10065	NEMVE24954
OG0003028	HUMAN00807, HUMAN00806	NEMVE23714
OG0003029	HUMAN14110	NEMVE01153
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	NEMVE22656
OG0003031	HUMAN12704, HUMAN27203	NEMVE15133
OG0003032	HUMAN22162, HUMAN24026, HUMAN03796	NEMVE01025
OG0003033	HUMAN21249, HUMAN21248	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	HUMAN22892	NEMVE18430
OG0003035	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573	NEMVE09016
OG0003036	HUMAN01346	NEMVE06785, NEMVE14583
OG0003037	HUMAN07328	NEMVE16728
OG0003038	HUMAN19517, HUMAN15534	NEMVE01498
OG0003039	HUMAN23553	NEMVE01445
OG0003041	HUMAN28108	NEMVE00931
OG0003042	HUMAN17848	NEMVE01686
OG0003043	HUMAN11992	NEMVE04685
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	NEMVE23709, NEMVE22835, NEMVE06408
OG0003045	HUMAN26142	NEMVE10197
OG0003046	HUMAN11214, HUMAN23145	NEMVE00912
OG0003048	HUMAN14031, HUMAN14032	NEMVE11900
OG0003049	HUMAN28913, HUMAN01126	NEMVE13400, NEMVE20256
OG0003051	HUMAN18305, HUMAN18306, HUMAN07678	NEMVE13742
OG0003052	HUMAN03629, HUMAN03628	NEMVE16808, NEMVE21843, NEMVE16809
OG0003053	HUMAN29024, HUMAN29025	NEMVE09913
OG0003054	HUMAN07888, HUMAN07887	NEMVE10073
OG0003055	HUMAN14798	NEMVE03488
OG0003056	HUMAN18715	NEMVE03915
OG0003057	HUMAN05372, HUMAN05370	NEMVE15860, NEMVE22167
OG0003058	HUMAN25573, HUMAN13691, HUMAN18992, HUMAN18993	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	HUMAN17041	NEMVE14365
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857	NEMVE06198
OG0003062	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731	NEMVE24622
OG0003063	HUMAN07039	NEMVE05637
OG0003064	HUMAN14490	NEMVE14804
OG0003065	HUMAN15663, HUMAN15662	NEMVE19798, NEMVE01502
OG0003066	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	NEMVE23872
OG0003067	HUMAN27679	NEMVE22043
OG0003069	HUMAN01858	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216	NEMVE22922
OG0003072	HUMAN01387, HUMAN26957	NEMVE06185
OG0003074	HUMAN19155, HUMAN13753	NEMVE07409
OG0003075	HUMAN07516	NEMVE08481, NEMVE06766
OG0003077	HUMAN10152, HUMAN13195, HUMAN10153	NEMVE26018, NEMVE14523
OG0003078	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669	NEMVE06351
OG0003079	HUMAN28617, HUMAN14136	NEMVE15110
OG0003084	HUMAN07477, HUMAN29981	NEMVE17306
OG0003086	HUMAN03320	NEMVE01170, NEMVE01723
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	NEMVE07960
OG0003103	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562	NEMVE17815, NEMVE09551
OG0003104	HUMAN29466, HUMAN29467, HUMAN02051	NEMVE05338
OG0003105	HUMAN29008	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	HUMAN09821	NEMVE13367
OG0003107	HUMAN11467, HUMAN11466	NEMVE04878
OG0003108	HUMAN06800	NEMVE21879
OG0003109	HUMAN13399, HUMAN13398	NEMVE19916, NEMVE18091, NEMVE24291
OG0003110	HUMAN28424	NEMVE22391
OG0003111	HUMAN14710	NEMVE01120, NEMVE09389, NEMVE22410
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	NEMVE05734
OG0003113	HUMAN16708	NEMVE14843
OG0003114	HUMAN04985	NEMVE12974, NEMVE03951
OG0003115	HUMAN09937, HUMAN13967, HUMAN01842	NEMVE00301
OG0003115	HUMAN14224	NEMVE10683
OG0003116	HUMAN22981	NEMVE13077
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	NEMVE06986
OG0003119	HUMAN21319	NEMVE25471
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	NEMVE06066
OG0003122	HUMAN08549	NEMVE14780
OG0003122	HUMAN26906	NEMVE01334
OG0003123	HUMAN20628, HUMAN11101, HUMAN11102	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475
OG0003124	HUMAN07397	NEMVE07294
OG0003125	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	NEMVE08001
OG0003126	HUMAN28486	NEMVE22974
OG0003127	HUMAN08591, HUMAN08592	NEMVE23321, NEMVE12556
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	NEMVE24270
OG0003129	HUMAN20343, HUMAN20345, HUMAN20344	NEMVE13080, NEMVE11504
OG0003130	HUMAN13118, HUMAN13117	NEMVE01488, NEMVE21603
OG0003131	HUMAN07183	NEMVE22604
OG0003132	HUMAN28059	NEMVE18843
OG0003133	HUMAN11357	NEMVE01926
OG0003133	HUMAN11359	NEMVE12491, NEMVE12586
OG0003135	HUMAN15787	NEMVE14450
OG0003136	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835	NEMVE18312
OG0003138	HUMAN18543	NEMVE08372
OG0003140	HUMAN23718, HUMAN09636, HUMAN09635	NEMVE23520
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	NEMVE13946
OG0003142	HUMAN23584, HUMAN23583, HUMAN01534	NEMVE18327
OG0003143	HUMAN01826	NEMVE19688
OG0003143	HUMAN01830, HUMAN01825	NEMVE25807
OG0003144	HUMAN17201, HUMAN19445	NEMVE13803
OG0003145	HUMAN01270	NEMVE22594, NEMVE14437
OG0003146	HUMAN28091, HUMAN16761	NEMVE21927
OG0003147	HUMAN17255	NEMVE02983
OG0003148	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693	NEMVE09246
OG0003149	HUMAN01810	NEMVE13799
OG0003150	HUMAN07681, HUMAN30374, HUMAN07680	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	HUMAN08206	NEMVE16806, NEMVE23231
OG0003153	HUMAN19216, HUMAN19215	NEMVE14674
OG0003154	HUMAN01026	NEMVE25099
OG0003155	HUMAN10683	NEMVE02938
OG0003156	HUMAN19468, HUMAN19467	NEMVE19363
OG0003156	HUMAN19466	NEMVE21986
OG0003157	HUMAN05273, HUMAN05272	NEMVE04632
OG0003158	HUMAN18128, HUMAN03028	NEMVE04924
OG0003159	HUMAN27504, HUMAN03044	NEMVE13613, NEMVE14314
OG0003160	HUMAN03497	NEMVE13326
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	NEMVE04772
OG0003162	HUMAN08502, HUMAN18293	NEMVE13463
OG0003163	HUMAN09879, HUMAN14441	NEMVE21987
OG0003164	HUMAN30072, HUMAN27461	NEMVE17247
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	NEMVE08402
OG0003166	HUMAN07796, HUMAN07794, HUMAN07795	NEMVE23899
OG0003167	HUMAN10863, HUMAN13086	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003168	HUMAN12150, HUMAN12151	NEMVE18601
OG0003169	HUMAN17978	NEMVE23426
OG0003171	HUMAN02114	NEMVE00958
OG0003172	HUMAN01490	NEMVE13880
OG0003173	HUMAN05016, HUMAN07347	NEMVE05436
OG0003174	HUMAN23922, HUMAN23921, HUMAN23923	NEMVE00181, NEMVE14667
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	NEMVE10111, NEMVE15002
OG0003176	HUMAN11334	NEMVE05784, NEMVE14676
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	NEMVE05084
OG0003179	HUMAN22541	NEMVE14494, NEMVE20675
OG0003180	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248	NEMVE24273
OG0003181	HUMAN12376	NEMVE09804
OG0003182	HUMAN08117, HUMAN08118	NEMVE14953
OG0003183	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584	NEMVE14853
OG0003184	HUMAN24341, HUMAN22777	NEMVE14706
OG0003185	HUMAN04154, HUMAN06198	NEMVE11278
OG0003186	HUMAN19506	NEMVE01537
OG0003186	HUMAN30194, HUMAN19505	NEMVE00674
OG0003187	HUMAN14927	NEMVE20444, NEMVE23086
OG0003188	HUMAN09855, HUMAN23332	NEMVE13336
OG0003189	HUMAN19512, HUMAN19511	NEMVE07613
OG0003191	HUMAN06605	NEMVE13976
OG0003192	HUMAN18075, HUMAN20801	NEMVE03402
OG0003193	HUMAN07624	NEMVE09272
OG0003195	HUMAN13197, HUMAN13198	NEMVE25963, NEMVE10862
OG0003196	HUMAN10463, HUMAN10462	NEMVE09009, NEMVE09005
OG0003197	HUMAN17605, HUMAN17604	NEMVE09274
OG0003199	HUMAN30572	NEMVE25466
OG0003200	HUMAN27357	NEMVE06404, NEMVE11235
OG0003202	HUMAN05056, HUMAN05057, HUMAN22610	NEMVE08285
OG0003203	HUMAN20643, HUMAN12521	NEMVE23504
OG0003204	HUMAN13014	NEMVE04641
OG0003205	HUMAN14146, HUMAN14145, HUMAN23338	NEMVE11482
OG0003206	HUMAN10329, HUMAN10330	NEMVE13786
OG0003207	HUMAN20855, HUMAN26777	NEMVE13760
OG0003208	HUMAN27277, HUMAN27275, HUMAN18434	NEMVE13391
OG0003211	HUMAN20350, HUMAN20349	NEMVE25111
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	NEMVE08610
OG0003214	HUMAN06365, HUMAN17740	NEMVE19887
OG0003215	HUMAN02681, HUMAN08405	NEMVE05074
OG0003217	HUMAN14937, HUMAN29000	NEMVE25774
OG0003218	HUMAN30583	NEMVE06170
OG0003219	HUMAN22950, HUMAN22949	NEMVE24114
OG0003221	HUMAN24556, HUMAN00790	NEMVE24005, NEMVE13322
OG0003223	HUMAN19114	NEMVE13687
OG0003224	HUMAN17997, HUMAN06652	NEMVE07475
OG0003225	HUMAN05599	NEMVE14015
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	HUMAN10018	NEMVE21244
OG0003228	HUMAN08956	NEMVE06914
OG0003230	HUMAN03745	NEMVE21692
OG0003231	HUMAN19297, HUMAN19298	NEMVE13764
OG0003234	HUMAN23993	NEMVE03676
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	NEMVE11954, NEMVE22173
OG0003236	HUMAN13936, HUMAN13328, HUMAN13329, HUMAN13327, HUMAN13937	NEMVE24262
OG0003237	HUMAN21613, HUMAN26700, HUMAN21612	NEMVE07360, NEMVE04584, NEMVE02216, NEMVE02163, NEMVE23129, NEMVE13075, NEMVE01809, NEMVE06075
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	NEMVE23364
OG0003240	HUMAN06659, HUMAN06660, HUMAN25997	NEMVE15334
OG0003251	HUMAN23183, HUMAN11019	NEMVE01548
OG0003252	HUMAN08538, HUMAN08539	NEMVE13979
OG0003253	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814	NEMVE23463
OG0003254	HUMAN04752	NEMVE05092
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	NEMVE09782
OG0003257	HUMAN09015	NEMVE13838
OG0003258	HUMAN18355, HUMAN18354	NEMVE07151
OG0003260	HUMAN17383, HUMAN28859	NEMVE15106
OG0003261	HUMAN18317	NEMVE25094
OG0003262	HUMAN13063, HUMAN19967	NEMVE01475
OG0003263	HUMAN15937, HUMAN15936	NEMVE22513
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	NEMVE15698
OG0003265	HUMAN21031, HUMAN02854	NEMVE09756
OG0003266	HUMAN19360, HUMAN05507, HUMAN05506	NEMVE14097
OG0003267	HUMAN03394	NEMVE16965
OG0003268	HUMAN28147, HUMAN28146, HUMAN28145	NEMVE11716, NEMVE22429
OG0003269	HUMAN10676, HUMAN10677	NEMVE24476
OG0003270	HUMAN06226	NEMVE21786
OG0003272	HUMAN30233, HUMAN22920, HUMAN30237	NEMVE06426
OG0003273	HUMAN04928	NEMVE13710
OG0003273	HUMAN18722	NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258
OG0003276	HUMAN04947, HUMAN25137, HUMAN25136	NEMVE23236
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	NEMVE24088
OG0003278	HUMAN02507	NEMVE03405
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	NEMVE14441
OG0003283	HUMAN26779	NEMVE00381, NEMVE23430
OG0003284	HUMAN18141	NEMVE16097, NEMVE21149
OG0003286	HUMAN26600, HUMAN26601	NEMVE10573
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	NEMVE08529
OG0003288	HUMAN30308	NEMVE04690, NEMVE13954
OG0003290	HUMAN01175	NEMVE01103
OG0003291	HUMAN12326	NEMVE10692, NEMVE20230
OG0003293	HUMAN06629	NEMVE04909, NEMVE20380
OG0003294	HUMAN22430	NEMVE06441
OG0003295	HUMAN03174	NEMVE04859
OG0003296	HUMAN07526, HUMAN19789	NEMVE22460
OG0003297	HUMAN12990, HUMAN12991	NEMVE11100
OG0003298	HUMAN18763, HUMAN30220	NEMVE04703
OG0003299	HUMAN01143	NEMVE13192
OG0003301	HUMAN05757, HUMAN03223	NEMVE21850, NEMVE21705
OG0003302	HUMAN24407, HUMAN24404	NEMVE24532
OG0003304	HUMAN26514, HUMAN12786	NEMVE18141
OG0003305	HUMAN29475	NEMVE13992
OG0003306	HUMAN21480	NEMVE24655
OG0003308	HUMAN28975, HUMAN14165	NEMVE00997
OG0003309	HUMAN26215, HUMAN17578, HUMAN17579	NEMVE14486
OG0003311	HUMAN30093, HUMAN29682	NEMVE17780
OG0003314	HUMAN17421, HUMAN22423, HUMAN17422	NEMVE13216
OG0003316	HUMAN17611	NEMVE07618
OG0003317	HUMAN13511	NEMVE05254
OG0003318	HUMAN20325, HUMAN29926	NEMVE22763
OG0003319	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791	NEMVE11076
OG0003320	HUMAN27571, HUMAN27570	NEMVE13147
OG0003324	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785	NEMVE17427
OG0003325	HUMAN03339	NEMVE07678
OG0003326	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623	NEMVE23156
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	NEMVE06800
OG0003328	HUMAN08219	NEMVE14055
OG0003329	HUMAN23501	NEMVE22267
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	NEMVE17547
OG0003331	HUMAN13106, HUMAN11828	NEMVE24492
OG0003332	HUMAN00604	NEMVE25694
OG0003333	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312	NEMVE00058
OG0003335	HUMAN09257	NEMVE01928, NEMVE19241
OG0003336	HUMAN02064, HUMAN29174	NEMVE06507
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	NEMVE13578
OG0003338	HUMAN01009, HUMAN28839	NEMVE06602
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	NEMVE15762, NEMVE20934
OG0003341	HUMAN17044, HUMAN17043	NEMVE01952
OG0003342	HUMAN01811, HUMAN01812, HUMAN09186, HUMAN28762, HUMAN28763	NEMVE17096
OG0003343	HUMAN12267	NEMVE24170
OG0003344	HUMAN16583	NEMVE24619
OG0003346	HUMAN02911	NEMVE14289
OG0003347	HUMAN17887	NEMVE23886
OG0003348	HUMAN02924, HUMAN17738	NEMVE23418
OG0003349	HUMAN22753, HUMAN03238	NEMVE14973
OG0003351	HUMAN26798	NEMVE22797
OG0003351	HUMAN21338	NEMVE22733
OG0003352	HUMAN18052, HUMAN26022	NEMVE24015
OG0003353	HUMAN26966, HUMAN26965	NEMVE06482
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	NEMVE14304
OG0003355	HUMAN03083, HUMAN22632, HUMAN03097	NEMVE08592
OG0003356	HUMAN10721, HUMAN13177	NEMVE06309
OG0003357	HUMAN12004	NEMVE22497, NEMVE12768
OG0003358	HUMAN20527	NEMVE23739
OG0003359	HUMAN02577	NEMVE13744
OG0003360	HUMAN08804	NEMVE20499
OG0003361	HUMAN09313, HUMAN10724	NEMVE14739
OG0003362	HUMAN07540, HUMAN07541, HUMAN07539	NEMVE00976
OG0003363	HUMAN18036, HUMAN18035	NEMVE17304, NEMVE16720, NEMVE16221
OG0003364	HUMAN06821, HUMAN16054	NEMVE01971
OG0003365	HUMAN26480, HUMAN01439	NEMVE23416
OG0003366	HUMAN16863, HUMAN16862	NEMVE21908
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	NEMVE21767, NEMVE00061
OG0003369	HUMAN27686, HUMAN03532, HUMAN27685	NEMVE09534, NEMVE11386
OG0003370	HUMAN28060, HUMAN28061	NEMVE18949
OG0003371	HUMAN23136, HUMAN11227	NEMVE11040
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	NEMVE24037
OG0003373	HUMAN05820	NEMVE24072
OG0003374	HUMAN28112, HUMAN16615	NEMVE13211
OG0003375	HUMAN23698	NEMVE19185
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	HUMAN04348	NEMVE15318
OG0003378	HUMAN05047, HUMAN05045	NEMVE16798
OG0003379	HUMAN28285, HUMAN28287	NEMVE20545, NEMVE16052
OG0003380	HUMAN19717	NEMVE22683
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	NEMVE14322
OG0003382	HUMAN19968, HUMAN01608	NEMVE15638
OG0003383	HUMAN12827	NEMVE23495
OG0003384	HUMAN03513, HUMAN27736	NEMVE00423
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	NEMVE24878
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	NEMVE24105
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	NEMVE13639
OG0003388	HUMAN03392	NEMVE08840, NEMVE15438
OG0003391	HUMAN08974	NEMVE17395, NEMVE05209
OG0003392	HUMAN13559, HUMAN10151	NEMVE09110
OG0003393	HUMAN04338	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	HUMAN22046	NEMVE16445
