Orthogroup	HUMAN	ASTMX
OG0007203	HUMAN08355	ASTMX12265
OG0007203	HUMAN08354	ASTMX12264
OG0007203	HUMAN08353	ASTMX10969
OG0007204	HUMAN01107	ASTMX05488
OG0007204	HUMAN14619	ASTMX20399
OG0007205	HUMAN02181	ASTMX12447, ASTMX11759
OG0007205	HUMAN29181	ASTMX11341, ASTMX05725
OG0007206	HUMAN21818	ASTMX06512, ASTMX16985
OG0007206	HUMAN21822	ASTMX06511, ASTMX22826
OG0007207	HUMAN03244	ASTMX09855, ASTMX09854, ASTMX07316, ASTMX07315
OG0007208	HUMAN28457	ASTMX11191
OG0007209	HUMAN24910	ASTMX15404
OG0007210	HUMAN05528	ASTMX11531, ASTMX11532, ASTMX11530, ASTMX11529, ASTMX14546, ASTMX11533
OG0007211	HUMAN25603	ASTMX12876
OG0007211	HUMAN25604	ASTMX12870, ASTMX12871, ASTMX12869, ASTMX12371, ASTMX12872, ASTMX12873, ASTMX12874, ASTMX12875
OG0007212	HUMAN21653, HUMAN21652	ASTMX16903, ASTMX13108
OG0007212	HUMAN11814, HUMAN11815, HUMAN24305	ASTMX16940
OG0007213	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181	ASTMX14168
OG0007248	HUMAN13700	ASTMX11925
OG0007250	HUMAN07633	ASTMX04160
OG0007251	HUMAN14332	ASTMX21422
OG0007253	HUMAN24536	ASTMX10666
OG0007253	HUMAN11254, HUMAN11253	ASTMX22135
OG0007254	HUMAN02644	ASTMX14077
OG0007255	HUMAN26075, HUMAN26074	ASTMX20514
OG0007256	HUMAN27031	ASTMX11396
OG0007258	HUMAN14003	ASTMX15166
OG0007260	HUMAN04843, HUMAN04844	ASTMX05630
OG0007261	HUMAN28587	ASTMX18822, ASTMX21778
OG0007264	HUMAN11107	ASTMX01064
OG0007266	HUMAN20046	ASTMX02148
OG0007267	HUMAN00847, HUMAN00846	ASTMX06471
OG0007268	HUMAN21302	ASTMX21870
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	ASTMX01325
OG0007270	HUMAN07724	ASTMX04175, ASTMX22945
OG0007271	HUMAN13263	ASTMX06578
OG0007272	HUMAN00327	ASTMX05229
OG0007273	HUMAN16012	ASTMX07371
OG0007274	HUMAN05717	ASTMX02966
OG0007275	HUMAN06744	ASTMX12595
OG0007279	HUMAN11856	ASTMX12215
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	ASTMX21182
OG0007281	HUMAN25958	ASTMX19835
OG0007282	HUMAN07231	ASTMX13185
OG0007283	HUMAN12155	ASTMX04985
OG0007284	HUMAN00555	ASTMX20942, ASTMX08706
OG0007284	HUMAN29707, HUMAN29706	ASTMX11857
OG0007285	HUMAN25396, HUMAN25395	ASTMX14462
OG0007286	HUMAN10108	ASTMX18425
OG0007288	HUMAN22785	ASTMX03770
OG0007289	HUMAN11499	ASTMX13263
OG0007290	HUMAN15228	ASTMX00594, ASTMX00595
OG0007291	HUMAN18973	ASTMX18522
OG0007292	HUMAN15636	ASTMX06760
OG0007293	HUMAN28207	ASTMX00876
OG0007294	HUMAN20782, HUMAN20781	ASTMX12341
OG0007295	HUMAN22795	ASTMX04656
OG0007296	HUMAN11360	ASTMX12421
OG0007297	HUMAN29826	ASTMX03978
OG0007298	HUMAN22758	ASTMX13876
OG0007300	HUMAN26544	ASTMX11999
OG0007301	HUMAN23169, HUMAN23170	ASTMX00922
OG0007302	HUMAN09166	ASTMX06041
OG0007303	HUMAN18735	ASTMX10541
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	ASTMX20413
OG0007305	HUMAN02006	ASTMX03479
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	ASTMX03689
OG0007307	HUMAN17065, HUMAN17066	ASTMX04207
OG0007308	HUMAN20559	ASTMX01916
OG0007309	HUMAN17011	ASTMX11583
OG0007310	HUMAN05294	ASTMX12704
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	ASTMX04996
OG0007314	HUMAN02534	ASTMX10223
OG0007316	HUMAN23083	ASTMX02720
OG0007317	HUMAN17014	ASTMX22022
OG0007318	HUMAN20909	ASTMX00787
OG0007319	HUMAN19188	ASTMX07462
OG0007320	HUMAN09645	ASTMX12409
OG0007321	HUMAN04956, HUMAN04955	ASTMX11807
OG0007322	HUMAN29064	ASTMX11199
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	ASTMX17924
OG0007325	HUMAN11525	ASTMX02559
OG0007326	HUMAN09593	ASTMX05141
OG0007328	HUMAN03776	ASTMX09690
OG0007329	HUMAN24733	ASTMX09140
OG0007330	HUMAN05264	ASTMX02261
OG0007331	HUMAN26953, HUMAN26952	ASTMX20704
OG0007333	HUMAN29576	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588
OG0007334	HUMAN01738, HUMAN01739	ASTMX00823
OG0007335	HUMAN08862	ASTMX08086
OG0007336	HUMAN00761	ASTMX07496
OG0007337	HUMAN25483	ASTMX12916
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	ASTMX02618
OG0007339	HUMAN26218, HUMAN26219	ASTMX02641
OG0007340	HUMAN24905	ASTMX08732
OG0007341	HUMAN25872	ASTMX04204
OG0007342	HUMAN28838	ASTMX19872
OG0007343	HUMAN14177	ASTMX18185
OG0007344	HUMAN25001	ASTMX01305, ASTMX02473
OG0007347	HUMAN20415	ASTMX19348
OG0007348	HUMAN07623	ASTMX04174
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	ASTMX13465
OG0007351	HUMAN26020, HUMAN26021	ASTMX16249
OG0007352	HUMAN04641	ASTMX15445
OG0007353	HUMAN11061, HUMAN11060	ASTMX00421
OG0007354	HUMAN23192	ASTMX09586
OG0007355	HUMAN28384	ASTMX20506
OG0007356	HUMAN24980	ASTMX09436
OG0007357	HUMAN11281	ASTMX00212
OG0007358	HUMAN23692	ASTMX13640, ASTMX13639
OG0007359	HUMAN24471	ASTMX02654, ASTMX18346
OG0007360	HUMAN02160	ASTMX13128
OG0007361	HUMAN01585, HUMAN01584	ASTMX04257
OG0007363	HUMAN07700	ASTMX09519
OG0007364	HUMAN20228	ASTMX19884
OG0007365	HUMAN01007	ASTMX11544
OG0007366	HUMAN15080, HUMAN15079	ASTMX07911
OG0007367	HUMAN00909	ASTMX16066
OG0007368	HUMAN04400	ASTMX21921
OG0007369	HUMAN18171	ASTMX07879
OG0007370	HUMAN12243, HUMAN12242	ASTMX04423
OG0007371	HUMAN03496	ASTMX13154
OG0007372	HUMAN15886	ASTMX12516
OG0007373	HUMAN25169	ASTMX14113
OG0007374	HUMAN17107	ASTMX12837
OG0007375	HUMAN25512	ASTMX15235
OG0007376	HUMAN27824, HUMAN27826	ASTMX15253
OG0007377	HUMAN02116, HUMAN02117	ASTMX03790
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	ASTMX18122
OG0007379	HUMAN08973, HUMAN08972	ASTMX14785
OG0007380	HUMAN13807	ASTMX04916
OG0007381	HUMAN13546	ASTMX20401
OG0007382	HUMAN19380	ASTMX17402
OG0007384	HUMAN16675	ASTMX14111
OG0007385	HUMAN04317	ASTMX09213
OG0007386	HUMAN16767	ASTMX20935
OG0007387	HUMAN29057	ASTMX15746
OG0007388	HUMAN22118	ASTMX22670
OG0007389	HUMAN29100	ASTMX10391
OG0007390	HUMAN25915	ASTMX04953
OG0007391	HUMAN05345	ASTMX13069
OG0007392	HUMAN28583	ASTMX19324
OG0007393	HUMAN08660	ASTMX01350
OG0007394	HUMAN15894, HUMAN15893	ASTMX16185
OG0007395	HUMAN13460	ASTMX01531
OG0007396	HUMAN11000	ASTMX12830, ASTMX12829
OG0007397	HUMAN00870	ASTMX14034
OG0007399	HUMAN16123	ASTMX13453
OG0007400	HUMAN22018	ASTMX09121
OG0007401	HUMAN05484	ASTMX12789
OG0007402	HUMAN10240, HUMAN10238	ASTMX15982
OG0007403	HUMAN17253	ASTMX16612
OG0007405	HUMAN20387	ASTMX02602
OG0007406	HUMAN19713	ASTMX09996
OG0007407	HUMAN03483	ASTMX12099
OG0007408	HUMAN28141, HUMAN28142	ASTMX09058
OG0007409	HUMAN25552	ASTMX07509
OG0007410	HUMAN20271	ASTMX19533
OG0007410	HUMAN12126	ASTMX13216, ASTMX11670
OG0007411	HUMAN23663	ASTMX13621
OG0007412	HUMAN17545	ASTMX13610
OG0007414	HUMAN01057	ASTMX05497
OG0007415	HUMAN12759	ASTMX16033
OG0007416	HUMAN22361	ASTMX17243
OG0007417	HUMAN07346	ASTMX20315
OG0007418	HUMAN13111, HUMAN13110	ASTMX04419
OG0007419	HUMAN12142	ASTMX04991
OG0007421	HUMAN06697	ASTMX05344
OG0007422	HUMAN08465	ASTMX19693
OG0007423	HUMAN10490	ASTMX12312, ASTMX03626
OG0007424	HUMAN10237	ASTMX15981
OG0007425	HUMAN06193	ASTMX02596
OG0007426	HUMAN10114, HUMAN10115	ASTMX22699
OG0007427	HUMAN03785	ASTMX12286
OG0007428	HUMAN20678	ASTMX08697
OG0007429	HUMAN06934	ASTMX03059
OG0007430	HUMAN21194	ASTMX03740
OG0007431	HUMAN26226	ASTMX01820
OG0007432	HUMAN05574	ASTMX14921
OG0007433	HUMAN04271	ASTMX17755
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668	ASTMX15686
OG0007436	HUMAN19665	ASTMX15687
OG0007437	HUMAN17137	ASTMX18512, ASTMX04683
OG0007438	HUMAN02955	ASTMX09594
OG0007439	HUMAN16947	ASTMX19373
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507	ASTMX05556
OG0007441	HUMAN13782	ASTMX09117
OG0007442	HUMAN00969	ASTMX06460
OG0007443	HUMAN07149	ASTMX12858
OG0007444	HUMAN09409	ASTMX03551
OG0007444	HUMAN28835	ASTMX12507
OG0007445	HUMAN21386	ASTMX06203
OG0007446	HUMAN07376	ASTMX05100
OG0007449	HUMAN18814	ASTMX17730
OG0007450	HUMAN08573, HUMAN08574	ASTMX04602
OG0007451	HUMAN08166	ASTMX12754
OG0007452	HUMAN22554	ASTMX07761
OG0007453	HUMAN10744	ASTMX14696
OG0007454	HUMAN18226	ASTMX12724
OG0007455	HUMAN29667	ASTMX07952
OG0007456	HUMAN07199	ASTMX09758
OG0007457	HUMAN09838	ASTMX13240
OG0007458	HUMAN28978	ASTMX22316
OG0007459	HUMAN16778	ASTMX04370
OG0007460	HUMAN16831, HUMAN16829	ASTMX03203
OG0007461	HUMAN08943	ASTMX10994
OG0007462	HUMAN19637, HUMAN19636	ASTMX13256
OG0007463	HUMAN06999	ASTMX08538
OG0007464	HUMAN26087	ASTMX01898
OG0007465	HUMAN13093	ASTMX14370, ASTMX22932
OG0007467	HUMAN28516	ASTMX18832
OG0007468	HUMAN22128	ASTMX20018
OG0007470	HUMAN00332, HUMAN00937	ASTMX16381, ASTMX00497
OG0007471	HUMAN07932	ASTMX05581
OG0007472	HUMAN23723	ASTMX08198
OG0007473	HUMAN18188, HUMAN18186	ASTMX04881
OG0007475	HUMAN10445	ASTMX09706
OG0007476	HUMAN14444	ASTMX18971
OG0007477	HUMAN12723	ASTMX19734
OG0007478	HUMAN19940	ASTMX10619
OG0007480	HUMAN03711	ASTMX07621
OG0007481	HUMAN11840	ASTMX09636
OG0007482	HUMAN01581	ASTMX15375
OG0007483	HUMAN25804	ASTMX18379
OG0007484	HUMAN15505	ASTMX16513
OG0007485	HUMAN08408	ASTMX15236
OG0007486	HUMAN03242	ASTMX22505
OG0007487	HUMAN00801	ASTMX04401
OG0007488	HUMAN24932	ASTMX15704
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	ASTMX20723
OG0007490	HUMAN18581, HUMAN18580	ASTMX11459
OG0007491	HUMAN10273	ASTMX21855
OG0007492	HUMAN25121	ASTMX22346
OG0007493	HUMAN22084	ASTMX17601, ASTMX16370
OG0007494	HUMAN16086	ASTMX10193
OG0007495	HUMAN19626, HUMAN19624	ASTMX11414
OG0007496	HUMAN21064	ASTMX22765
OG0007497	HUMAN02092, HUMAN02091	ASTMX00120
OG0007498	HUMAN28184	ASTMX21105
OG0007499	HUMAN04823	ASTMX03949
OG0007500	HUMAN21907	ASTMX04154, ASTMX15693
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	ASTMX07151
OG0007503	HUMAN03263, HUMAN03264, HUMAN03265	ASTMX06574
OG0007504	HUMAN26616	ASTMX12320
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	ASTMX22746
OG0007508	HUMAN29445	ASTMX03316
OG0007509	HUMAN12458	ASTMX09639
OG0007510	HUMAN00670, HUMAN00669	ASTMX02461
OG0007513	HUMAN02838	ASTMX22406, ASTMX07121
OG0007514	HUMAN23377, HUMAN00924	ASTMX05469
OG0007515	HUMAN25910	ASTMX11064
OG0007516	HUMAN06238, HUMAN06239	ASTMX00630, ASTMX02116
OG0007517	HUMAN04257	ASTMX00346
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	ASTMX22420
OG0007519	HUMAN15216, HUMAN15215	ASTMX02575
OG0007520	HUMAN17640, HUMAN17646, HUMAN20798	ASTMX05912
OG0007521	HUMAN03514	ASTMX02807
OG0007524	HUMAN26701, HUMAN30360	ASTMX11833
OG0007525	HUMAN01310	ASTMX02842
OG0007527	HUMAN14056	ASTMX20421, ASTMX12338
OG0007528	HUMAN01170	ASTMX16867
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	ASTMX06570
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	ASTMX21127
OG0007533	HUMAN18647	ASTMX18571, ASTMX19307
OG0007540	HUMAN06549, HUMAN06548	ASTMX01021
OG0007540	HUMAN17943	ASTMX00653
OG0007541	HUMAN02477	ASTMX01290
OG0007542	HUMAN17961	ASTMX14773, ASTMX05395
OG0007542	HUMAN02908	ASTMX22620
OG0007542	HUMAN12778	ASTMX19903, ASTMX15988
OG0007543	HUMAN29119	ASTMX03328
OG0007545	HUMAN23111, HUMAN23112	ASTMX04677, ASTMX16281
OG0007546	HUMAN20275	ASTMX08577
OG0007547	HUMAN11448	ASTMX08998
OG0007549	HUMAN25876, HUMAN25877	ASTMX20400, ASTMX17918
OG0007549	HUMAN20191	ASTMX10511
OG0007550	HUMAN14033	ASTMX11768
OG0007550	HUMAN11371	ASTMX18793
OG0007551	HUMAN07662	ASTMX12969
OG0007551	HUMAN30353, HUMAN30352	ASTMX11830
OG0007552	HUMAN20058	ASTMX15490, ASTMX17347
OG0007553	HUMAN06169	ASTMX16313
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	ASTMX04137
OG0007583	HUMAN03503	ASTMX03611
OG0007584	HUMAN10216, HUMAN10215	ASTMX21397
OG0007586	HUMAN28828	ASTMX18851
OG0007587	HUMAN28082	ASTMX10665
OG0007588	HUMAN05800	ASTMX16311
OG0007589	HUMAN23044	ASTMX14018
OG0007591	HUMAN12931	ASTMX10219
OG0007592	HUMAN19604	ASTMX15697
OG0007593	HUMAN00152, HUMAN00151	ASTMX05699
OG0007594	HUMAN28778, HUMAN28779, HUMAN28780	ASTMX19718
OG0007597	HUMAN07406	ASTMX12506
OG0007598	HUMAN22979	ASTMX15421
OG0007600	HUMAN07630, HUMAN21662	ASTMX06490
OG0007601	HUMAN12973	ASTMX14174
OG0007602	HUMAN00917	ASTMX12453
OG0007603	HUMAN11097	ASTMX06253
OG0007604	HUMAN11462, HUMAN11463	ASTMX02553
OG0007605	HUMAN25002	ASTMX01306, ASTMX02474
OG0007606	HUMAN16824, HUMAN16823	ASTMX08449
OG0007607	HUMAN00121	ASTMX05677
OG0007608	HUMAN24575	ASTMX09087
OG0007608	HUMAN24576	ASTMX00919
OG0007609	HUMAN07130	ASTMX13434
OG0007610	HUMAN20947	ASTMX00949
OG0007611	HUMAN08580	ASTMX01317
OG0007612	HUMAN06201	ASTMX05194
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	ASTMX02855
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	ASTMX02573
OG0007615	HUMAN17636	ASTMX21643
OG0007616	HUMAN16740	ASTMX07503, ASTMX07502
OG0007617	HUMAN28528	ASTMX10087
OG0007619	HUMAN21829	ASTMX18208
OG0007621	HUMAN01027, HUMAN06000	ASTMX08854
OG0007622	HUMAN21098	ASTMX11258
OG0007624	HUMAN00744	ASTMX07491
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	ASTMX04623
OG0007628	HUMAN22378	ASTMX19581
OG0007629	HUMAN23337	ASTMX13084
OG0007630	HUMAN05291	ASTMX18126
OG0007631	HUMAN25386	ASTMX20840
OG0007631	HUMAN17448	ASTMX09783
OG0007632	HUMAN16885	ASTMX18462, ASTMX04246
OG0007633	HUMAN13873	ASTMX02751
OG0007634	HUMAN22721	ASTMX19337
OG0007635	HUMAN22830	ASTMX01942
OG0007637	HUMAN08470	ASTMX04583
OG0007638	HUMAN25473	ASTMX06881
OG0007639	HUMAN03357, HUMAN03356	ASTMX18691
OG0007640	HUMAN14964, HUMAN14963	ASTMX17837, ASTMX02941
OG0007641	HUMAN23720, HUMAN23721, HUMAN23719	ASTMX08197, ASTMX13625
OG0007642	HUMAN02914	ASTMX07389
OG0007643	HUMAN26301	ASTMX05389
OG0007645	HUMAN10615, HUMAN10616	ASTMX05408
OG0007646	HUMAN29544	ASTMX00141
OG0007647	HUMAN02929	ASTMX19745
OG0007648	HUMAN29976	ASTMX09097
OG0007650	HUMAN16337, HUMAN16338	ASTMX15984
OG0007651	HUMAN16641	ASTMX20922
OG0007652	HUMAN29441	ASTMX20055, ASTMX09733
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	ASTMX11577
OG0007655	HUMAN14130	ASTMX11936, ASTMX02437
OG0007656	HUMAN02869	ASTMX02152
OG0007657	HUMAN04204	ASTMX19589
OG0007658	HUMAN30007	ASTMX08797
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	ASTMX12190
OG0007660	HUMAN02075	ASTMX11758
OG0007662	HUMAN05169	ASTMX03015
OG0007663	HUMAN19568	ASTMX21598
OG0007664	HUMAN10066	ASTMX00404
OG0007665	HUMAN27691, HUMAN27690	ASTMX09981
OG0007666	HUMAN10319	ASTMX17057, ASTMX14860
OG0007667	HUMAN15603	ASTMX06071
OG0007668	HUMAN07341	ASTMX20312
OG0007669	HUMAN26809	ASTMX00417
OG0007670	HUMAN25254	ASTMX08467
OG0007672	HUMAN02090	ASTMX00534, ASTMX00119
OG0007673	HUMAN30108, HUMAN00583	ASTMX05762
OG0007674	HUMAN08286	ASTMX20726
OG0007675	HUMAN25956, HUMAN25982	ASTMX07674
OG0007676	HUMAN24899	ASTMX19972
OG0007677	HUMAN29231, HUMAN29232	ASTMX14237
OG0007679	HUMAN23101	ASTMX04667
OG0007680	HUMAN17909	ASTMX05414
OG0007681	HUMAN09648	ASTMX12414
OG0007684	HUMAN15836	ASTMX06059
OG0007685	HUMAN18793	ASTMX02773
OG0007687	HUMAN20268	ASTMX17669
OG0007688	HUMAN27313, HUMAN27311	ASTMX13121
OG0007689	HUMAN07121	ASTMX16346
OG0007690	HUMAN27678	ASTMX14447
OG0007691	HUMAN27822	ASTMX14360
OG0007692	HUMAN02061	ASTMX14270
OG0007694	HUMAN20746	ASTMX07418
OG0007695	HUMAN28172	ASTMX05012, ASTMX04328
OG0007696	HUMAN05784	ASTMX12954, ASTMX08314
OG0007698	HUMAN29272	ASTMX10373
OG0007700	HUMAN07314	ASTMX20412
OG0007701	HUMAN07269	ASTMX16330
OG0007702	HUMAN20314	ASTMX22374, ASTMX04372
OG0007703	HUMAN22827	ASTMX19453
OG0007704	HUMAN21556	ASTMX12994
OG0007705	HUMAN03246	ASTMX17453
OG0007706	HUMAN10609, HUMAN10610	ASTMX07321
OG0007707	HUMAN21958	ASTMX20330, ASTMX04335
OG0007707	HUMAN11921	ASTMX06982
OG0007708	HUMAN06488	ASTMX05720
OG0007709	HUMAN23750	ASTMX10589
OG0007711	HUMAN25855	ASTMX13419
OG0007712	HUMAN03420	ASTMX07651
OG0007713	HUMAN06586	ASTMX19622
OG0007714	HUMAN30023	ASTMX01182
OG0007715	HUMAN19961	ASTMX15762
OG0007716	HUMAN10202, HUMAN10203	ASTMX22069
OG0007717	HUMAN03284	ASTMX12667
OG0007719	HUMAN26223	ASTMX18551
OG0007721	HUMAN03623	ASTMX05840
OG0007722	HUMAN03285	ASTMX00744
OG0007723	HUMAN26538	ASTMX04316
OG0007724	HUMAN03962	ASTMX03607
OG0007725	HUMAN29154	ASTMX16772
OG0007726	HUMAN04435	ASTMX10273
OG0007728	HUMAN27883	ASTMX06139
OG0007729	HUMAN11128, HUMAN11127	ASTMX18244
OG0007730	HUMAN27996, HUMAN27997, HUMAN27995	ASTMX07395
OG0007733	HUMAN01349	ASTMX01784
OG0007734	HUMAN00972, HUMAN17214	ASTMX15091
OG0007736	HUMAN13041	ASTMX11296
OG0007738	HUMAN19368	ASTMX19490
OG0007739	HUMAN01347	ASTMX06348
OG0007743	HUMAN09883, HUMAN06357	ASTMX04763
OG0007744	HUMAN26813, HUMAN26814	ASTMX19319
OG0007745	HUMAN11543, HUMAN11542	ASTMX00381
OG0007746	HUMAN25134	ASTMX01281
OG0007748	HUMAN02622	ASTMX05821
OG0007749	HUMAN26822	ASTMX05167
OG0007750	HUMAN14835, HUMAN14833	ASTMX13139
OG0007751	HUMAN17117, HUMAN17120	ASTMX19310
OG0007752	HUMAN05362	ASTMX18140
OG0007753	HUMAN23321	ASTMX21748
OG0007754	HUMAN21523	ASTMX14947
OG0007755	HUMAN02406	ASTMX01102, ASTMX00711
OG0007756	HUMAN18795	ASTMX12102
OG0007758	HUMAN29935	ASTMX04015
OG0007759	HUMAN01276	ASTMX08280
OG0007761	HUMAN00323	ASTMX05522, ASTMX22088
OG0007762	HUMAN07584	ASTMX03722
OG0007763	HUMAN01210	ASTMX17791
OG0007766	HUMAN10522	ASTMX07721
OG0007767	HUMAN17614	ASTMX08912
OG0007769	HUMAN10250	ASTMX18905
OG0007770	HUMAN07203, HUMAN07205	ASTMX10721
OG0007771	HUMAN06957	ASTMX10494
OG0007772	HUMAN21301	ASTMX00533
OG0007774	HUMAN17885, HUMAN17884	ASTMX17700
OG0007775	HUMAN13077	ASTMX12159
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	ASTMX10383
OG0007779	HUMAN18212	ASTMX15026
OG0007780	HUMAN08419, HUMAN08418	ASTMX08076
OG0007781	HUMAN02870	ASTMX02218
OG0007782	HUMAN10939	ASTMX07331
OG0007783	HUMAN10560	ASTMX17810
OG0007784	HUMAN12802	ASTMX15989
OG0007786	HUMAN18705	ASTMX18635
OG0007788	HUMAN10906, HUMAN10907	ASTMX01469
OG0007789	HUMAN10825, HUMAN10824	ASTMX16141
OG0007790	HUMAN25977, HUMAN25978, HUMAN25976	ASTMX20616
OG0007791	HUMAN00111	ASTMX00738
OG0007793	HUMAN01140, HUMAN01141	ASTMX05505
OG0007794	HUMAN07379, HUMAN07378	ASTMX15194
OG0007795	HUMAN00877, HUMAN00879, HUMAN00878	ASTMX13863
OG0007796	HUMAN01833	ASTMX21888, ASTMX10660
OG0007797	HUMAN10834	ASTMX04459
OG0007798	HUMAN23022	ASTMX15270
OG0007799	HUMAN26285	ASTMX14602
OG0007800	HUMAN05271, HUMAN05270	ASTMX02257
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	ASTMX20707
OG0007802	HUMAN16301	ASTMX10115
OG0007803	HUMAN17024	ASTMX11582
OG0007804	HUMAN27359	ASTMX02512
OG0007805	HUMAN05569	ASTMX09885
OG0007806	HUMAN28143	ASTMX13580, ASTMX09057
OG0007806	HUMAN18582	ASTMX11458
OG0007807	HUMAN03444	ASTMX16145
OG0007808	HUMAN20964	ASTMX08371, ASTMX00929
OG0007809	HUMAN01412	ASTMX14577
OG0007810	HUMAN20972	ASTMX08369
OG0007811	HUMAN21891	ASTMX11168
OG0007812	HUMAN23209	ASTMX02668, ASTMX18552
OG0007813	HUMAN02512	ASTMX07499
OG0007814	HUMAN03364	ASTMX13396
OG0007816	HUMAN00100	ASTMX05675
OG0007818	HUMAN07509	ASTMX06179
OG0007820	HUMAN11761	ASTMX15997
OG0007821	HUMAN23285	ASTMX06057, ASTMX22994, ASTMX22729
OG0007823	HUMAN03449	ASTMX16149
OG0007825	HUMAN14274	ASTMX18618
OG0007826	HUMAN07299	ASTMX09991
OG0007827	HUMAN16930, HUMAN16931, HUMAN16929	ASTMX14411
OG0007828	HUMAN13883, HUMAN13882	ASTMX03380
OG0007829	HUMAN11339	ASTMX21617
OG0007830	HUMAN01001	ASTMX18257
OG0007831	HUMAN27771	ASTMX04668
OG0007832	HUMAN08812	ASTMX04594
OG0007833	HUMAN19927, HUMAN19926	ASTMX05052
OG0007835	HUMAN23278	ASTMX03027
OG0007836	HUMAN30213	ASTMX04626
OG0007837	HUMAN29610	ASTMX13314
OG0007838	HUMAN19928	ASTMX05098
OG0007839	HUMAN17159	ASTMX06305
OG0007840	HUMAN27820	ASTMX15255
OG0007841	HUMAN03161	ASTMX15833
OG0007842	HUMAN02588, HUMAN02589	ASTMX15043
OG0007843	HUMAN23053, HUMAN24119	ASTMX18009
OG0007845	HUMAN11436, HUMAN11435	ASTMX00783
OG0007847	HUMAN28900, HUMAN28899	ASTMX01737
OG0007848	HUMAN19483	ASTMX04212
OG0007849	HUMAN08686	ASTMX01357
OG0007850	HUMAN19514	ASTMX03735
OG0007851	HUMAN10989	ASTMX17643
OG0007852	HUMAN20987	ASTMX05348
OG0007854	HUMAN25144, HUMAN25143	ASTMX08184
OG0007857	HUMAN24371	ASTMX20847
OG0007858	HUMAN27701	ASTMX05032
OG0007859	HUMAN17826	ASTMX14666
OG0007860	HUMAN01367	ASTMX08368, ASTMX00926, ASTMX21401, ASTMX15838
OG0007862	HUMAN02592	ASTMX15041
OG0007862	HUMAN12841, HUMAN12840	ASTMX14092
OG0007863	HUMAN28871, HUMAN28870	ASTMX14262, ASTMX06373
OG0007863	HUMAN06902, HUMAN02364	ASTMX13492
OG0007867	HUMAN21239, HUMAN21238, HUMAN21237	ASTMX00046, ASTMX10522
OG0007868	HUMAN27028	ASTMX07117, ASTMX07217
OG0007868	HUMAN04332	ASTMX01078, ASTMX02544
OG0007870	HUMAN28813, HUMAN14306, HUMAN14305	ASTMX02434, ASTMX11938
OG0007871	HUMAN03155	ASTMX03253
OG0007872	HUMAN18778	ASTMX04227
OG0007872	HUMAN08646	ASTMX22744
OG0007873	HUMAN05649	ASTMX12364
OG0007873	HUMAN15263, HUMAN15262	ASTMX21720, ASTMX10153
OG0007875	HUMAN26065, HUMAN26066	ASTMX19943
OG0007875	HUMAN06595, HUMAN06594	ASTMX17622, ASTMX14287
OG0007908	HUMAN27841	ASTMX15245
OG0007911	HUMAN16282, HUMAN16283	ASTMX10631
OG0007913	HUMAN09685	ASTMX06223
OG0007915	HUMAN16719, HUMAN16718	ASTMX13424
OG0007916	HUMAN17441	ASTMX09786
OG0007917	HUMAN07728, HUMAN07729	ASTMX00109
OG0007918	HUMAN24900, HUMAN24901	ASTMX11806
OG0007920	HUMAN04967	ASTMX03083, ASTMX03082
OG0007924	HUMAN16777	ASTMX04371
OG0007925	HUMAN18631, HUMAN18632	ASTMX09750, ASTMX06915, ASTMX09041, ASTMX09047
OG0007926	HUMAN09355, HUMAN09356	ASTMX09675
OG0007927	HUMAN26473	ASTMX03056
OG0007929	HUMAN14120	ASTMX06749
OG0007931	HUMAN05429	ASTMX05848
OG0007931	HUMAN22978	ASTMX15420
OG0007932	HUMAN24557	ASTMX06742, ASTMX00852
