Orthogroup	HUMAN	DANRE
OG0000058	HUMAN17378, HUMAN03592	DANRE01466, DANRE01467
OG0000058	HUMAN23378	DANRE03528
OG0000058	HUMAN02623	DANRE15130, DANRE18090, DANRE05159, DANRE10661, DANRE16833
OG0000058	HUMAN09237	DANRE17579
OG0000058	HUMAN17157, HUMAN03406	DANRE03527
OG0000058	HUMAN13532	DANRE30014, DANRE15447
OG0000059	HUMAN30238	DANRE15544, DANRE15545, DANRE15546, DANRE20191, DANRE20192, DANRE20189, DANRE15547, DANRE20190
OG0000059	HUMAN07577	DANRE08539
OG0000059	HUMAN21611	DANRE23878, DANRE23877, DANRE23876
OG0000059	HUMAN22839	DANRE06156, DANRE06155
OG0000059	HUMAN23845	DANRE06072, DANRE06071, DANRE00651
OG0000060	HUMAN25284	DANRE15035, DANRE15034, DANRE05268
OG0000060	HUMAN16007, HUMAN16006	DANRE29003, DANRE24797, DANRE24796
OG0000060	HUMAN04276	DANRE26104
OG0000060	HUMAN06988	DANRE12576
OG0000061	HUMAN17964	DANRE42668, DANRE35791, DANRE35790
OG0000061	HUMAN26554	DANRE14876
OG0000061	HUMAN18142	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237
OG0000061	HUMAN20809	DANRE03323, DANRE26316, DANRE26315
OG0000061	HUMAN13555	DANRE16979, DANRE30135
OG0000061	HUMAN15809	DANRE08363, DANRE08364
OG0000061	HUMAN20727	DANRE24234, DANRE26883, DANRE26882
OG0000061	HUMAN26146, HUMAN26147	DANRE28200, DANRE36395, DANRE36396, DANRE36397, DANRE03215, DANRE23525, DANRE23526
OG0000061	HUMAN26149	DANRE28197, DANRE28196, DANRE28198, DANRE28195, DANRE28199, DANRE28194, DANRE28193, DANRE36398
OG0000061	HUMAN26139	DANRE30136
OG0000061	HUMAN26138, HUMAN26137	DANRE26341
OG0000061	HUMAN12821	DANRE29170
OG0000062	HUMAN29104	DANRE35118
OG0000062	HUMAN24841, HUMAN24843	DANRE08527, DANRE08526, DANRE09429
OG0000062	HUMAN05950, HUMAN05959, HUMAN05958, HUMAN06195	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570
OG0000062	HUMAN25285	DANRE18807, DANRE18806
OG0000063	HUMAN14398	DANRE20941, DANRE20940, DANRE20939
OG0000063	HUMAN28499	DANRE43110, DANRE15766, DANRE15767, DANRE15768, DANRE15769
OG0000063	HUMAN21099	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785
OG0000063	HUMAN00859, HUMAN28501	DANRE15770
OG0000063	HUMAN18628	DANRE19500, DANRE19501
OG0000063	HUMAN03783, HUMAN03782	DANRE11531, DANRE11532, DANRE04204, DANRE04205
OG0000065	HUMAN29458	DANRE33929, DANRE19442
OG0000065	HUMAN25383	DANRE11091
OG0000065	HUMAN14424, HUMAN14423, HUMAN14422	DANRE39633, DANRE39634, DANRE39641, DANRE39631, DANRE39632, DANRE39635, DANRE39637, DANRE39636, DANRE39638, DANRE39908
OG0000066	HUMAN29798	DANRE40339, DANRE40338, DANRE40337, DANRE40336
OG0000067	HUMAN23532	DANRE18991
OG0000067	HUMAN24070	DANRE06045, DANRE20513
OG0000067	HUMAN22809	DANRE39179
OG0000068	HUMAN26982	DANRE31239
OG0000068	HUMAN30562	DANRE39798, DANRE39799
OG0000068	HUMAN21443	DANRE23489
OG0000068	HUMAN30510, HUMAN30509	DANRE39760, DANRE39761
OG0000068	HUMAN20837	DANRE22549
OG0000068	HUMAN20380	DANRE25132, DANRE31207, DANRE31206, DANRE31205
OG0000068	HUMAN21486	DANRE41310
OG0000068	HUMAN06933	DANRE31358, DANRE31357
OG0000068	HUMAN20381	DANRE22551
OG0000069	HUMAN01574	DANRE26081, DANRE37466
OG0000069	HUMAN13360	DANRE24751, DANRE34404, DANRE30153, DANRE08957, DANRE08956
OG0000069	HUMAN01509, HUMAN24625, HUMAN24602, HUMAN24629, HUMAN24631, HUMAN24608, HUMAN24669, HUMAN24667, HUMAN02614, HUMAN24605, HUMAN24620, HUMAN24658	DANRE37416
OG0000069	HUMAN01571	DANRE37404
OG0000069	HUMAN01569	DANRE26063
OG0000070	HUMAN25671	DANRE18387
OG0000070	HUMAN29634	DANRE02540
OG0000070	HUMAN20129, HUMAN13391	DANRE04119
OG0000070	HUMAN14097	DANRE14399
OG0000070	HUMAN14161	DANRE35328, DANRE35329, DANRE35330
OG0000071	HUMAN17352	DANRE38652, DANRE38653, DANRE38644, DANRE38645, DANRE38647, DANRE38651, DANRE38650, DANRE38649, DANRE41730, DANRE41729, DANRE41727, DANRE41728, DANRE21412, DANRE21413, DANRE21410, DANRE21409, DANRE21414, DANRE21408, DANRE21411, DANRE21415, DANRE21416
OG0000072	HUMAN24108	DANRE06708
OG0000072	HUMAN23125	DANRE15716, DANRE15720, DANRE15719, DANRE15717, DANRE15718
OG0000072	HUMAN05334	DANRE08770, DANRE08769
OG0000072	HUMAN22965, HUMAN22964	DANRE15952, DANRE15953
OG0000072	HUMAN04101	DANRE00858, DANRE00856, DANRE00857, DANRE08517
OG0000072	HUMAN22852	DANRE08497, DANRE06006
OG0000072	HUMAN03255, HUMAN03252	DANRE05807
OG0000073	HUMAN24982	DANRE23559
OG0000073	HUMAN25174, HUMAN25175	DANRE10520
OG0000073	HUMAN27930	DANRE24104, DANRE24103, DANRE27229
OG0000073	HUMAN11516	DANRE39355
OG0000073	HUMAN27929	DANRE24102
OG0000073	HUMAN06831, HUMAN06836	DANRE30709, DANRE30708, DANRE12382
OG0000074	HUMAN07045, HUMAN07044	DANRE30953
OG0000074	HUMAN09283	DANRE17935
OG0000074	HUMAN15238	DANRE25680
OG0000075	HUMAN12839	DANRE03709
OG0000075	HUMAN02593	DANRE26359, DANRE26360
OG0000075	HUMAN18233	DANRE41686, DANRE41687, DANRE35873, DANRE35872
OG0000075	HUMAN06329	DANRE23134, DANRE23133
OG0000075	HUMAN00444	DANRE09985, DANRE09984, DANRE09983, DANRE02787
OG0000075	HUMAN05218	DANRE01002
OG0000075	HUMAN18234	DANRE41688
OG0000075	HUMAN06328	DANRE23132
OG0000075	HUMAN00445, HUMAN21048	DANRE31020
OG0000075	HUMAN01424, HUMAN01425	DANRE36834, DANRE40515
OG0000075	HUMAN26867	DANRE12778
OG0000075	HUMAN05783	DANRE30937
OG0000075	HUMAN21047	DANRE41300
OG0000075	HUMAN20335	DANRE24998, DANRE31372, DANRE31373
OG0000075	HUMAN20336	DANRE22408
OG0000075	HUMAN20532	DANRE02483
OG0000075	HUMAN26884	DANRE31021, DANRE31022
OG0000077	HUMAN18656	DANRE16390
OG0000077	HUMAN24161	DANRE20043, DANRE07192
OG0000077	HUMAN27605, HUMAN27606	DANRE00591, DANRE00590, DANRE39691
OG0000077	HUMAN21328	DANRE24245, DANRE24244
OG0000077	HUMAN05501	DANRE10615, DANRE10614, DANRE34995, DANRE08145
OG0000077	HUMAN17351	DANRE01477, DANRE40866
OG0000077	HUMAN03646	DANRE22036
OG0000077	HUMAN22147, HUMAN22146	DANRE16358
OG0000077	HUMAN25299	DANRE11696
OG0000077	HUMAN00457	DANRE11492
OG0000077	HUMAN21175	DANRE16170, DANRE41853, DANRE41854
OG0000077	HUMAN25341	DANRE17386
OG0000077	HUMAN23402	DANRE40644, DANRE19656, DANRE19657
OG0000077	HUMAN03419	DANRE33612, DANRE00616, DANRE33611, DANRE33613, DANRE17597, DANRE11294, DANRE11293
OG0000078	HUMAN16744	DANRE10793, DANRE10792, DANRE18374
OG0000078	HUMAN15000	DANRE39894, DANRE39895, DANRE39896
OG0000078	HUMAN04284	DANRE26111, DANRE26112
OG0000078	HUMAN06996	DANRE36848, DANRE30865, DANRE30864
OG0000079	HUMAN06525, HUMAN07699, HUMAN06526, HUMAN17910	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430
OG0000079	HUMAN26091	DANRE23441, DANRE01701
OG0000079	HUMAN23848	DANRE07129, DANRE07131, DANRE06662
OG0000079	HUMAN22600	DANRE00163
OG0000079	HUMAN22601	DANRE00164, DANRE00165
OG0000079	HUMAN24340	DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229
OG0000079	HUMAN13039	DANRE08420
OG0000079	HUMAN13036	DANRE08421
OG0000079	HUMAN07260	DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813
OG0000079	HUMAN13037	DANRE33383
OG0000079	HUMAN14208	DANRE01827, DANRE01825, DANRE01824
OG0000081	HUMAN13949, HUMAN13947, HUMAN13948	DANRE40649, DANRE40650
OG0000081	HUMAN27508	DANRE21459, DANRE14250
OG0000081	HUMAN09549	DANRE38366
OG0000081	HUMAN21908	DANRE24350, DANRE24349, DANRE20206, DANRE20207
OG0000081	HUMAN21352	DANRE41912, DANRE41911
OG0000082	HUMAN29167	DANRE33308
OG0000082	HUMAN23869	DANRE06377
OG0000082	HUMAN24823, HUMAN24822, HUMAN24821, HUMAN02032	DANRE29360, DANRE29355, DANRE39683, DANRE29357, DANRE40398
OG0000082	HUMAN05645	DANRE00969, DANRE00972, DANRE00973, DANRE08030
OG0000082	HUMAN23871	DANRE00970
OG0000083	HUMAN07535	DANRE01056, DANRE08510
OG0000083	HUMAN22993	DANRE07334, DANRE07333
OG0000084	HUMAN03696	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413
OG0000084	HUMAN22975	DANRE15534, DANRE15533, DANRE15962, DANRE15961
OG0000084	HUMAN05352	DANRE33759
OG0000084	HUMAN22750	DANRE16406, DANRE16407, DANRE16782, DANRE23641
OG0000084	HUMAN17196	DANRE34043, DANRE34042, DANRE01545
OG0000084	HUMAN03227	DANRE05120
OG0000085	HUMAN20608	DANRE13568, DANRE10642
OG0000085	HUMAN17788	DANRE42815
OG0000085	HUMAN13119	DANRE34949, DANRE08303, DANRE08302
OG0000085	HUMAN07215	DANRE35408
OG0000085	HUMAN10861	DANRE03156
OG0000085	HUMAN26172	DANRE10316
OG0000085	HUMAN30084	DANRE06317
OG0000085	HUMAN01484	DANRE41902, DANRE41903, DANRE41901
OG0000085	HUMAN25335	DANRE23253
OG0000085	HUMAN19734, HUMAN19733	DANRE33578, DANRE33579
OG0000085	HUMAN07214	DANRE35407, DANRE35406
OG0000085	HUMAN13120	DANRE08304, DANRE08305
OG0000085	HUMAN25832	DANRE14204, DANRE04562
OG0000085	HUMAN02095, HUMAN02096	DANRE35677, DANRE35678
OG0000087	HUMAN11956	DANRE37955
OG0000087	HUMAN17213	DANRE15847, DANRE15848
OG0000087	HUMAN21001	DANRE02654, DANRE02653
OG0000087	HUMAN18010	DANRE42135
OG0000087	HUMAN21063	DANRE22805, DANRE22804
OG0000087	HUMAN10659	DANRE24820, DANRE24821
OG0000088	HUMAN03260	DANRE05341, DANRE04380
OG0000088	HUMAN04395	DANRE25416
OG0000088	HUMAN21618	DANRE26544, DANRE23867
OG0000088	HUMAN29776	DANRE36501
OG0000088	HUMAN11422, HUMAN11423	DANRE26035
OG0000089	HUMAN29653	DANRE01120, DANRE01121, DANRE24411
OG0000089	HUMAN25674	DANRE18395, DANRE18394, DANRE18393
OG0000089	HUMAN25675	DANRE18392
OG0000090	HUMAN24709	DANRE14575, DANRE14574, DANRE08600, DANRE08601
OG0000090	HUMAN28948	DANRE14775, DANRE14776
OG0000093	HUMAN25814, HUMAN25815	DANRE18559
OG0000093	HUMAN26490, HUMAN26491	DANRE12452, DANRE31410, DANRE31411
OG0000093	HUMAN20914	DANRE36972
OG0000094	HUMAN02308	DANRE20667, DANRE20666, DANRE40451
OG0000094	HUMAN05793, HUMAN05794	DANRE31445, DANRE31446
OG0000094	HUMAN21039	DANRE02712, DANRE02711, DANRE02713
OG0000094	HUMAN14813, HUMAN21040	DANRE40961
OG0000094	HUMAN29866	DANRE40960, DANRE40286
OG0000094	HUMAN02204	DANRE26291, DANRE26290, DANRE39959, DANRE39958
OG0000094	HUMAN29518	DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957
OG0000094	HUMAN14811	DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591
OG0000095	HUMAN26970, HUMAN26969, HUMAN26968	DANRE25494, DANRE25495
OG0000095	HUMAN26971, HUMAN26972	DANRE25572, DANRE25573
OG0000095	HUMAN27896, HUMAN27895	DANRE24186, DANRE24187
OG0000095	HUMAN07634	DANRE16081, DANRE16080
OG0000095	HUMAN21634, HUMAN21633	DANRE23856, DANRE23855
OG0000095	HUMAN18120	DANRE15358
OG0000096	HUMAN30343	DANRE06854
OG0000096	HUMAN07778	DANRE41409
OG0000096	HUMAN21683	DANRE13475
OG0000096	HUMAN01418	DANRE40526, DANRE02165
OG0000096	HUMAN23507, HUMAN06774	DANRE31394, DANRE31393
OG0000096	HUMAN27289	DANRE24893
OG0000096	HUMAN13889, HUMAN01832	DANRE14485
OG0000096	HUMAN06142	DANRE25948
OG0000096	HUMAN01455	DANRE39826
OG0000096	HUMAN03867	DANRE25796, DANRE38945
OG0000096	HUMAN03866	DANRE38947
OG0000096	HUMAN04200	DANRE38250, DANRE38251
OG0000096	HUMAN16028	DANRE29625, DANRE29623
OG0000096	HUMAN21561	DANRE42235, DANRE21352, DANRE21353, DANRE21354
OG0000097	HUMAN01224, HUMAN01225, HUMAN01226	DANRE07843, DANRE07842, DANRE07848, DANRE07847, DANRE07846
OG0000098	HUMAN15990	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196
OG0000098	HUMAN03957	DANRE38926, DANRE38925
OG0000098	HUMAN18424, HUMAN19602	DANRE42853, DANRE42852, DANRE42851
OG0000098	HUMAN28791	DANRE43096
OG0000098	HUMAN28772, HUMAN28773	DANRE26020
OG0000098	HUMAN09201	DANRE26021, DANRE38315
OG0000098	HUMAN28771	DANRE33952, DANRE33953
OG0000099	HUMAN22987	DANRE07078, DANRE07079, DANRE15828, DANRE15826, DANRE15825, DANRE07080
OG0000099	HUMAN30307	DANRE33824, DANRE06396, DANRE06395
OG0000099	HUMAN05422	DANRE19734, DANRE08890
OG0000099	HUMAN24115	DANRE19931, DANRE19932, DANRE07026
OG0000099	HUMAN05424	DANRE19933
OG0000099	HUMAN15639, HUMAN15638	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816
OG0000099	HUMAN05635	DANRE08158
OG0000099	HUMAN00740	DANRE09030
OG0000099	HUMAN19390	DANRE08830, DANRE08829, DANRE00831, DANRE00829
OG0000101	HUMAN11236	DANRE38569
OG0000101	HUMAN11477, HUMAN11479, HUMAN11478	DANRE26131, DANRE26132
OG0000101	HUMAN22037	DANRE23836
OG0000101	HUMAN06575	DANRE21261, DANRE21260
OG0000101	HUMAN06643, HUMAN06644, HUMAN06642	DANRE42774
OG0000102	HUMAN08946	DANRE11526
OG0000102	HUMAN02473	DANRE22227, DANRE22226
OG0000102	HUMAN29446	DANRE34065, DANRE34064, DANRE34892, DANRE34893
OG0000102	HUMAN29103	DANRE33378
OG0000103	HUMAN12031	DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233
OG0000103	HUMAN08164, HUMAN08165	DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033
OG0000103	HUMAN21265, HUMAN18888	DANRE02398, DANRE02397, DANRE22772
OG0000103	HUMAN10579	DANRE29899, DANRE29898, DANRE35659
OG0000103	HUMAN20080	DANRE28633, DANRE28634, DANRE35632, DANRE35633
OG0000104	HUMAN19523	DANRE00019, DANRE00018
OG0000104	HUMAN26011, HUMAN26009, HUMAN26010	DANRE08585
OG0000104	HUMAN21916	DANRE42030, DANRE42031, DANRE42032, DANRE42033
OG0000104	HUMAN12742	DANRE03855
OG0000104	HUMAN19524	DANRE00020, DANRE00021
OG0000104	HUMAN05723	DANRE13407
OG0000104	HUMAN19373	DANRE42503, DANRE42504
OG0000104	HUMAN02405, HUMAN02404	DANRE02766, DANRE02765, DANRE02767
OG0000104	HUMAN06960	DANRE30903
OG0000104	HUMAN29799	DANRE39783
OG0000104	HUMAN18236	DANRE41690, DANRE41691
OG0000106	HUMAN11182	DANRE38871
OG0000106	HUMAN29629, HUMAN29628	DANRE25336, DANRE25339, DANRE25338, DANRE25337
OG0000106	HUMAN27979	DANRE27190, DANRE24604
OG0000106	HUMAN27844	DANRE26909
OG0000106	HUMAN13103, HUMAN13104, HUMAN13105	DANRE20129, DANRE07885, DANRE33300, DANRE03190, DANRE03191
OG0000106	HUMAN01589	DANRE09198, DANRE09199
OG0000106	HUMAN09602	DANRE25823, DANRE25822
OG0000107	HUMAN24668	DANRE26080, DANRE26050, DANRE26065
OG0000107	HUMAN24662	DANRE37418, DANRE37427, DANRE34019, DANRE26161, DANRE26172, DANRE37401, DANRE37431, DANRE26155, DANRE37446
OG0000107	HUMAN01570	DANRE26150
OG0000107	HUMAN24633	DANRE26167
OG0000107	HUMAN24628	DANRE37414
OG0000107	HUMAN24622	DANRE26094
OG0000107	HUMAN24661	DANRE26157, DANRE26076
OG0000107	HUMAN24627	DANRE26059
OG0000108	HUMAN21927	DANRE24437, DANRE26413
OG0000108	HUMAN07479, HUMAN07482	DANRE24288, DANRE24289
OG0000108	HUMAN05619	DANRE08164
OG0000108	HUMAN12801	DANRE29556
OG0000108	HUMAN02912	DANRE26378, DANRE24586
OG0000108	HUMAN06356	DANRE36583, DANRE23171
OG0000108	HUMAN17551	DANRE41391
OG0000110	HUMAN07521	DANRE00791, DANRE00859
OG0000110	HUMAN12253, HUMAN12252	DANRE08321
OG0000111	HUMAN10226	DANRE28794, DANRE28795
OG0000111	HUMAN20105	DANRE29459, DANRE35452
OG0000111	HUMAN13252	DANRE03091, DANRE30573
OG0000111	HUMAN08327	DANRE10905
OG0000111	HUMAN18760	DANRE37814
OG0000111	HUMAN30250	DANRE33816
OG0000111	HUMAN19322	DANRE22511, DANRE22510
OG0000111	HUMAN27802, HUMAN27801	DANRE27257
OG0000111	HUMAN00609	DANRE10084, DANRE10085, DANRE14209, DANRE14210
OG0000111	HUMAN25761, HUMAN25760	DANRE05147
OG0000111	HUMAN27800, HUMAN19324	DANRE23243, DANRE22509
OG0000113	HUMAN00919	DANRE34599, DANRE36419, DANRE36418, DANRE36417, DANRE36416, DANRE36415
OG0000113	HUMAN02820, HUMAN26992, HUMAN26993, HUMAN26990	DANRE31222, DANRE31221
OG0000114	HUMAN05933, HUMAN05928	DANRE14011, DANRE14012
OG0000114	HUMAN00841	DANRE36831, DANRE22935
OG0000114	HUMAN21798	DANRE27104
OG0000114	HUMAN00197, HUMAN00198, HUMAN00199	DANRE22942
OG0000115	HUMAN11469, HUMAN11468	DANRE39333, DANRE39334, DANRE39292
OG0000116	HUMAN01486	DANRE41906
OG0000116	HUMAN18678	DANRE10733
OG0000117	HUMAN01029	DANRE39915
OG0000117	HUMAN04356, HUMAN04357	DANRE26217
OG0000119	HUMAN17875	DANRE16116, DANRE16117, DANRE41481, DANRE41482, DANRE41480
OG0000119	HUMAN12949	DANRE29831, DANRE03249
OG0000119	HUMAN17960	DANRE41697
OG0000119	HUMAN06534	DANRE23346, DANRE23347
OG0000119	HUMAN02909	DANRE09855, DANRE09856, DANRE09854
OG0000119	HUMAN12779	DANRE29168, DANRE29167
OG0000119	HUMAN17940	DANRE42690, DANRE42691
OG0000119	HUMAN20669	DANRE05898
OG0000120	HUMAN29071, HUMAN29070	DANRE00402
OG0000120	HUMAN15435, HUMAN15439, HUMAN15434	DANRE08061, DANRE08060
OG0000120	HUMAN26557	DANRE14878
OG0000120	HUMAN17966, HUMAN17965	DANRE42670, DANRE42669
OG0000121	HUMAN23092	DANRE15722, DANRE15721, DANRE15724, DANRE15723, DANRE06168
OG0000121	HUMAN03659	DANRE03946
OG0000121	HUMAN22782	DANRE29693, DANRE29694, DANRE29695, DANRE29696, DANRE29692, DANRE29691, DANRE29690
OG0000121	HUMAN18067	DANRE33773, DANRE33772, DANRE41413
OG0000122	HUMAN12772	DANRE03356, DANRE03355, DANRE29132
OG0000122	HUMAN18288	DANRE42733
OG0000122	HUMAN17166	DANRE34039, DANRE34040, DANRE34038
OG0000122	HUMAN22503, HUMAN22502	DANRE19221, DANRE19220, DANRE34744
OG0000122	HUMAN17167	DANRE34745
OG0000122	HUMAN20607	DANRE10319, DANRE10318
OG0000122	HUMAN17789	DANRE01945, DANRE01946, DANRE42812
OG0000122	HUMAN06426, HUMAN06427	DANRE36612
OG0000123	HUMAN22221	DANRE34021
OG0000123	HUMAN24254	DANRE06648, DANRE42889
OG0000123	HUMAN03664	DANRE03936, DANRE03935
OG0000123	HUMAN27696	DANRE01411, DANRE40778
OG0000123	HUMAN24043	DANRE07052, DANRE20213
OG0000123	HUMAN24040, HUMAN24041	DANRE19626, DANRE19627, DANRE06681, DANRE06682
OG0000123	HUMAN24256	DANRE00702
OG0000124	HUMAN03991	DANRE20113, DANRE34367, DANRE06378
OG0000124	HUMAN13586	DANRE29866
OG0000124	HUMAN25969	DANRE03379, DANRE30366
OG0000124	HUMAN20106	DANRE29458, DANRE29457
OG0000124	HUMAN00442	DANRE02785
OG0000124	HUMAN00443	DANRE02786
OG0000124	HUMAN08498	DANRE17762
OG0000124	HUMAN16926	DANRE03769
OG0000124	HUMAN09305	DANRE18048
OG0000124	HUMAN02618	DANRE07772, DANRE16836, DANRE16837, DANRE05164
OG0000125	HUMAN12557	DANRE29227, DANRE29226
OG0000125	HUMAN20597	DANRE10509, DANRE10510
OG0000125	HUMAN20601	DANRE23413
OG0000125	HUMAN12568, HUMAN12567, HUMAN12566	DANRE03397, DANRE29699, DANRE29698, DANRE03395
OG0000125	HUMAN06479, HUMAN06480	DANRE01700, DANRE23414
OG0000125	HUMAN20599	DANRE14262, DANRE14259, DANRE14260
OG0000125	HUMAN12556	DANRE03705, DANRE03706, DANRE29824, DANRE29825
OG0000125	HUMAN04438, HUMAN04439, HUMAN16073	DANRE38530, DANRE38532, DANRE38531
OG0000125	HUMAN06989, HUMAN06992	DANRE12577
OG0000126	HUMAN22375	DANRE04839, DANRE04840, DANRE04841
OG0000126	HUMAN24176	DANRE06613, DANRE06612
OG0000126	HUMAN09168	DANRE36521
OG0000126	HUMAN30407	DANRE06924, DANRE06925, DANRE06927, DANRE06923
OG0000126	HUMAN21845	DANRE22185, DANRE22186
OG0000126	HUMAN07493	DANRE24264, DANRE24265, DANRE24266
OG0000126	HUMAN14005	DANRE19091, DANRE19090
OG0000126	HUMAN14232, HUMAN14231	DANRE21704, DANRE21705
OG0000126	HUMAN01769, HUMAN01768	DANRE09589
OG0000126	HUMAN09480	DANRE25981, DANRE25982
OG0000127	HUMAN07859	DANRE16565, DANRE41950
OG0000127	HUMAN30409	DANRE06928
OG0000127	HUMAN21844	DANRE22187
OG0000127	HUMAN21549	DANRE36236
OG0000127	HUMAN07766	DANRE35612, DANRE42858
OG0000127	HUMAN24572	DANRE08971, DANRE14620, DANRE14621
OG0000127	HUMAN16589	DANRE18120, DANRE11692
OG0000127	HUMAN18562	DANRE02339
OG0000127	HUMAN27422	DANRE17738
OG0000127	HUMAN19318	DANRE22515
OG0000127	HUMAN10225	DANRE03080
OG0000127	HUMAN20144, HUMAN20145	DANRE28534
OG0000127	HUMAN13245	DANRE30574, DANRE30575, DANRE03095, DANRE03096
OG0000128	HUMAN04854, HUMAN04855	DANRE33979
OG0000128	HUMAN04482, HUMAN05330, HUMAN05329	DANRE08860
OG0000128	HUMAN21997	DANRE26420, DANRE24430, DANRE24431
OG0000129	HUMAN02545	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938
OG0000129	HUMAN04877	DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476
OG0000129	HUMAN02634	DANRE16830
OG0000129	HUMAN09344	DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890
OG0000129	HUMAN16815, HUMAN16811	DANRE10723, DANRE10724, DANRE11910
OG0000129	HUMAN05233	DANRE19744, DANRE12249, DANRE12250
OG0000129	HUMAN18494, HUMAN18495	DANRE28020
OG0000130	HUMAN22786	DANRE04845
OG0000130	HUMAN25167	DANRE09448, DANRE18358
OG0000130	HUMAN26940	DANRE31159
OG0000130	HUMAN21484	DANRE36688, DANRE36687, DANRE36689, DANRE36691, DANRE36690, DANRE02251, DANRE43436, DANRE41295
OG0000130	HUMAN03377	DANRE33409, DANRE33410, DANRE00064, DANRE27390, DANRE03794, DANRE05069
OG0000131	HUMAN19899	DANRE33605
OG0000131	HUMAN18503, HUMAN18504	DANRE36258
OG0000132	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601	DANRE26062, DANRE26082, DANRE26074, DANRE26055, DANRE37452, DANRE37445, DANRE37403, DANRE37459, DANRE37460, DANRE37429, DANRE37412, DANRE26100, DANRE26165, DANRE26175, DANRE26158, DANRE26093, DANRE37468, DANRE39504, DANRE39494
OG0000132	HUMAN20126	DANRE24745
OG0000133	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244	DANRE16349
OG0000133	HUMAN27243	DANRE28465, DANRE28466, DANRE43030, DANRE28478
OG0000136	HUMAN24844	DANRE09426, DANRE09427
OG0000136	HUMAN03600	DANRE23737, DANRE05302
OG0000137	HUMAN28180	DANRE09204
OG0000137	HUMAN25590, HUMAN25594	DANRE17609
OG0000137	HUMAN23088	DANRE06165
OG0000137	HUMAN13481	DANRE17940, DANRE17941, DANRE04021, DANRE04020
OG0000137	HUMAN25150	DANRE17727
OG0000137	HUMAN25149	DANRE10757
OG0000139	HUMAN26414	DANRE19920, DANRE19919
OG0000140	HUMAN27223	DANRE24858
OG0000140	HUMAN05841	DANRE12373, DANRE12374, DANRE12372
OG0000140	HUMAN03912, HUMAN03911	DANRE39446, DANRE39445, DANRE39447
OG0000140	HUMAN03907	DANRE43128
OG0000140	HUMAN06859	DANRE12325, DANRE12326
OG0000141	HUMAN22385	DANRE17851, DANRE17850
OG0000141	HUMAN08585	DANRE18064
OG0000141	HUMAN22634, HUMAN07824	DANRE42165
OG0000142	HUMAN11653, HUMAN13737	DANRE23829
OG0000142	HUMAN14465	DANRE30133, DANRE16974
OG0000142	HUMAN24745	DANRE09223
OG0000142	HUMAN24431, HUMAN24432	DANRE26306
OG0000142	HUMAN19224	DANRE36874
OG0000145	HUMAN16196, HUMAN15122	DANRE20804
OG0000145	HUMAN15368	DANRE20803, DANRE28697
OG0000147	HUMAN11823	DANRE35292, DANRE23668
OG0000147	HUMAN00217	DANRE23197
OG0000147	HUMAN18499	DANRE26942, DANRE26943, DANRE36250, DANRE36251
OG0000147	HUMAN00218	DANRE23193, DANRE23196, DANRE23195, DANRE23194
OG0000147	HUMAN24559	DANRE10593, DANRE10594
OG0000147	HUMAN27635	DANRE18815, DANRE11115
OG0000147	HUMAN02299	DANRE21777, DANRE21778
OG0000147	HUMAN18714, HUMAN18712	DANRE05562, DANRE16724, DANRE16725
OG0000148	HUMAN30520	DANRE23175, DANRE22292
