Orthogroup	HUMAN	DANRE
OG0003301	HUMAN03223	DANRE05125
OG0003302	HUMAN24406, HUMAN24405	DANRE06221
OG0003303	HUMAN02696	DANRE04326, DANRE04325, DANRE04327
OG0003304	HUMAN26514	DANRE10347
OG0003304	HUMAN12786	DANRE03450
OG0003305	HUMAN29475	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111
OG0003306	HUMAN21480	DANRE43404, DANRE43405
OG0003307	HUMAN24109	DANRE06704, DANRE06703, DANRE06702, DANRE06701
OG0003308	HUMAN28975	DANRE00149
OG0003308	HUMAN14165	DANRE27110, DANRE02117, DANRE02119, DANRE02118
OG0003309	HUMAN26215	DANRE26902
OG0003309	HUMAN17578	DANRE23796
OG0003309	HUMAN17579	DANRE42524
OG0003311	HUMAN30093	DANRE33784
OG0003311	HUMAN29682	DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049
OG0003312	HUMAN01483	DANRE39881, DANRE39880, DANRE39882
OG0003313	HUMAN08162	DANRE22521
OG0003314	HUMAN17421	DANRE33781
OG0003314	HUMAN22423	DANRE15776, DANRE15775, DANRE17815
OG0003315	HUMAN28080	DANRE10619
OG0003316	HUMAN17612	DANRE26442
OG0003316	HUMAN17611	DANRE26440, DANRE26441
OG0003317	HUMAN13511	DANRE35985, DANRE35986
OG0003318	HUMAN20325	DANRE25493
OG0003318	HUMAN29926	DANRE22611
OG0003319	HUMAN19327, HUMAN19329	DANRE23237, DANRE22506
OG0003319	HUMAN27792, HUMAN27791	DANRE24646, DANRE24645, DANRE24644
OG0003320	HUMAN27571, HUMAN27570	DANRE41193
OG0003321	HUMAN18919	DANRE02460
OG0003323	HUMAN29496, HUMAN29498, HUMAN29495	DANRE00405, DANRE00404
OG0003324	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785	DANRE25742, DANRE25743, DANRE25741
OG0003325	HUMAN03339	DANRE05384
OG0003326	HUMAN03757	DANRE11610, DANRE11609, DANRE11611
OG0003326	HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623	DANRE19594
OG0003327	HUMAN29276, HUMAN29277	DANRE19103
OG0003327	HUMAN01184	DANRE26550
OG0003328	HUMAN08219	DANRE27765
OG0003329	HUMAN23501	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	DANRE25990, DANRE25989, DANRE25988
OG0003331	HUMAN13106	DANRE08202
OG0003332	HUMAN00604	DANRE27038, DANRE14192, DANRE14193
OG0003333	HUMAN04423	DANRE38670
OG0003335	HUMAN09257	DANRE43040, DANRE43039
OG0003336	HUMAN02064, HUMAN29174	DANRE40677
OG0003337	HUMAN00061, HUMAN00060	DANRE20593
OG0003338	HUMAN01009	DANRE23591
OG0003338	HUMAN28839	DANRE35324
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	DANRE15040, DANRE15039
OG0003341	HUMAN17043	DANRE16894, DANRE16891, DANRE16893, DANRE16892
OG0003342	HUMAN09186	DANRE38406
OG0003342	HUMAN28762, HUMAN28763	DANRE34866, DANRE34867, DANRE34865
OG0003343	HUMAN12267	DANRE07919
OG0003344	HUMAN16583	DANRE18124, DANRE18125
OG0003346	HUMAN02911	DANRE26380, DANRE26379
OG0003347	HUMAN17887	DANRE41449, DANRE35758
OG0003348	HUMAN02924	DANRE27276, DANRE27277, DANRE27275
OG0003348	HUMAN17738	DANRE42542
OG0003349	HUMAN22753	DANRE15993
OG0003349	HUMAN03238	DANRE05369, DANRE04342
OG0003350	HUMAN18346	DANRE08759, DANRE28114
OG0003351	HUMAN26798	DANRE25830, DANRE25831
OG0003351	HUMAN21338	DANRE35260, DANRE35261
OG0003352	HUMAN18052	DANRE21417, DANRE41370
OG0003353	HUMAN26966, HUMAN26965	DANRE30791, DANRE30792
OG0003354	HUMAN12575, HUMAN12574	DANRE29835, DANRE29834
OG0003355	HUMAN03083	DANRE05417, DANRE05418
OG0003355	HUMAN22632	DANRE19297, DANRE19299, DANRE19300, DANRE19295, DANRE19296
OG0003355	HUMAN03097	DANRE03108
OG0003356	HUMAN10721	DANRE15474
OG0003356	HUMAN13177	DANRE30339, DANRE30340, DANRE30341
OG0003357	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003	DANRE07394
OG0003358	HUMAN20527	DANRE02476
OG0003359	HUMAN02577	DANRE18616, DANRE18617
OG0003360	HUMAN08804	DANRE05508, DANRE05507, DANRE05509
OG0003361	HUMAN09313	DANRE05842, DANRE05843, DANRE05841
OG0003361	HUMAN10724	DANRE08075
OG0003362	HUMAN07541, HUMAN07539	DANRE08515, DANRE08516
OG0003364	HUMAN06821	DANRE12639
OG0003364	HUMAN16054	DANRE29498, DANRE29497, DANRE29496
OG0003365	HUMAN26480	DANRE30609, DANRE30608, DANRE30611, DANRE30607, DANRE30610
OG0003365	HUMAN01439	DANRE02243
OG0003366	HUMAN16863, HUMAN16862	DANRE04648, DANRE04649
OG0003367	HUMAN06122	DANRE31215, DANRE31217, DANRE31216, DANRE25129
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	DANRE00653, DANRE00654, DANRE43081
OG0003369	HUMAN27686	DANRE34344
OG0003369	HUMAN03532	DANRE05188, DANRE05189
OG0003369	HUMAN27685	DANRE34343
OG0003370	HUMAN28060, HUMAN28061	DANRE10592
OG0003371	HUMAN23136	DANRE10588, DANRE10587, DANRE38550
OG0003371	HUMAN11227	DANRE23600, DANRE23601, DANRE35495, DANRE35496
OG0003372	HUMAN01212	DANRE23620
OG0003372	HUMAN14880, HUMAN14879	DANRE04361
OG0003373	HUMAN05820	DANRE30795, DANRE25514
OG0003374	HUMAN28112	DANRE10573
OG0003374	HUMAN16615	DANRE12074, DANRE12073
OG0003375	HUMAN23698	DANRE39521, DANRE39522
OG0003376	HUMAN22113, HUMAN22114	DANRE38080
OG0003376	HUMAN22110, HUMAN22111, HUMAN22112	DANRE38083
OG0003377	HUMAN04348	DANRE38960, DANRE38961, DANRE38962
OG0003378	HUMAN16348	DANRE29519, DANRE29520
OG0003378	HUMAN05047, HUMAN05045	DANRE12800
OG0003379	HUMAN28285	DANRE09943, DANRE09945, DANRE13591, DANRE09946, DANRE13590
OG0003379	HUMAN28287	DANRE09944
OG0003380	HUMAN19717	DANRE39588
OG0003381	HUMAN04158	DANRE39290, DANRE39291, DANRE39289
OG0003382	HUMAN19968, HUMAN01608	DANRE26481, DANRE09915
OG0003383	HUMAN12827	DANRE29176, DANRE29177
OG0003383	HUMAN18154, HUMAN18153	DANRE42595, DANRE42596
OG0003384	HUMAN03513	DANRE16877, DANRE16878, DANRE05733
OG0003384	HUMAN27736	DANRE00623
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	DANRE23352
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	DANRE26427, DANRE36330
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	DANRE30095
OG0003388	HUMAN03392	DANRE03541, DANRE03539, DANRE03540, DANRE11313
OG0003391	HUMAN08974	DANRE05822, DANRE05819, DANRE05820
OG0003392	HUMAN13559	DANRE36118, DANRE36119
OG0003392	HUMAN10151	DANRE15512
OG0003393	HUMAN04338	DANRE38662, DANRE38661
OG0003394	HUMAN22046	DANRE42576, DANRE42577
OG0003396	HUMAN06037, HUMAN05048	DANRE25292
OG0003397	HUMAN22180	DANRE03732, DANRE03731
OG0003397	HUMAN03668	DANRE03927
OG0003397	HUMAN24048	DANRE20089, DANRE07039, DANRE20088, DANRE07040
OG0003398	HUMAN13761	DANRE09936, DANRE14166, DANRE14167
OG0003398	HUMAN14023	DANRE27180
OG0003398	HUMAN19182	DANRE40544
OG0003398	HUMAN13762	DANRE09935
OG0003399	HUMAN10839	DANRE28922, DANRE28923
OG0003399	HUMAN19924	DANRE01536, DANRE01535
OG0003399	HUMAN12297, HUMAN12299	DANRE01211, DANRE08210, DANRE08209
OG0003400	HUMAN26439, HUMAN26433, HUMAN26434, HUMAN26440, HUMAN26429, HUMAN26428	DANRE35027, DANRE35028
OG0003401	HUMAN18616	DANRE34917, DANRE34916, DANRE33941, DANRE33940
OG0003401	HUMAN28787	DANRE33942, DANRE33943
OG0003401	HUMAN09936	DANRE37593, DANRE37592
OG0003402	HUMAN06049, HUMAN06047	DANRE43274
OG0003402	HUMAN10635	DANRE16861, DANRE16860, DANRE30567, DANRE30568
OG0003402	HUMAN13268	DANRE04142
OG0003403	HUMAN18561	DANRE26702
OG0003410	HUMAN10729	DANRE01992, DANRE01990, DANRE01983, DANRE01991, DANRE01982, DANRE01979, DANRE02053, DANRE43380, DANRE01985, DANRE01977, DANRE02065, DANRE02046, DANRE02049, DANRE02057, DANRE02034, DANRE02035, DANRE02036, DANRE02051, DANRE02056, DANRE02055, DANRE02038, DANRE02062, DANRE02063, DANRE01980, DANRE02060, DANRE02032, DANRE02033, DANRE02030, DANRE02064, DANRE02037, DANRE02044, DANRE02059, DANRE01988, DANRE02054, DANRE02047, DANRE02040, DANRE29839
OG0003419	HUMAN02012	DANRE37837, DANRE37839, DANRE37838
OG0003420	HUMAN01559, HUMAN01556, HUMAN01560	DANRE18293, DANRE19152
OG0003421	HUMAN23071	DANRE07102, DANRE07103
OG0003422	HUMAN07008	DANRE31337, DANRE31335, DANRE31336
OG0003424	HUMAN10759	DANRE28909
OG0003425	HUMAN23668, HUMAN23669	DANRE00220, DANRE00221
OG0003426	HUMAN04822, HUMAN04821	DANRE06294
OG0003428	HUMAN22929	DANRE23616
OG0003429	HUMAN24947	DANRE40348
OG0003430	HUMAN15764	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003431	HUMAN06475	DANRE37082, DANRE37083
OG0003431	HUMAN02186	DANRE39962
OG0003432	HUMAN13669, HUMAN13670	DANRE39419
OG0003433	HUMAN11873	DANRE00751, DANRE38175
OG0003434	HUMAN20686	DANRE24886, DANRE24887
OG0003435	HUMAN08411	DANRE17574, DANRE17573, DANRE12047
OG0003437	HUMAN12122	DANRE03086
OG0003437	HUMAN20061	DANRE30200, DANRE17039
OG0003439	HUMAN07771, HUMAN07770	DANRE35606, DANRE35605, DANRE35604, DANRE35607
OG0003439	HUMAN21552	DANRE36234, DANRE36232, DANRE36233
OG0003439	HUMAN21553	DANRE36235
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	DANRE16061, DANRE41627, DANRE41628, DANRE16062, DANRE16060
OG0003441	HUMAN21027	DANRE02227
OG0003442	HUMAN29894	DANRE38103
OG0003442	HUMAN29583	DANRE19200, DANRE02920, DANRE36343
OG0003443	HUMAN25588	DANRE03345
OG0003443	HUMAN08555	DANRE05497
OG0003444	HUMAN04199	DANRE12955
OG0003445	HUMAN29343	DANRE19529, DANRE19528
OG0003445	HUMAN01267	DANRE36304
OG0003447	HUMAN26881	DANRE31018, DANRE31019
OG0003448	HUMAN28046	DANRE10237
OG0003448	HUMAN15205	DANRE38893
OG0003448	HUMAN28047	DANRE10238
OG0003449	HUMAN27781	DANRE38813
OG0003450	HUMAN12087, HUMAN12089	DANRE27355
OG0003451	HUMAN21236	DANRE42271
OG0003452	HUMAN03708, HUMAN03710	DANRE05237, DANRE05236
OG0003453	HUMAN07081	DANRE33702, DANRE33701
OG0003454	HUMAN12804, HUMAN12803	DANRE29968, DANRE29967
OG0003454	HUMAN02907	DANRE09859
OG0003455	HUMAN20526	DANRE22409
OG0003456	HUMAN13016	DANRE28799
OG0003456	HUMAN25940	DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025
OG0003457	HUMAN27789	DANRE24648, DANRE24647
OG0003457	HUMAN16567	DANRE10726, DANRE10727
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	DANRE13525, DANRE13524
OG0003459	HUMAN16899	DANRE04665, DANRE04666
OG0003459	HUMAN08550	DANRE11726
OG0003460	HUMAN16828	DANRE11271, DANRE11270
OG0003461	HUMAN24927, HUMAN24928	DANRE36985, DANRE36984
OG0003462	HUMAN14651, HUMAN14649	DANRE30211
OG0003463	HUMAN02584	DANRE10783, DANRE18440, DANRE18439, DANRE18438
OG0003463	HUMAN15575	DANRE07859
OG0003464	HUMAN25957	DANRE03547, DANRE03548
OG0003465	HUMAN29422, HUMAN29421	DANRE35168, DANRE35169
OG0003466	HUMAN03596	DANRE04060
OG0003467	HUMAN28399	DANRE14132, DANRE14134, DANRE14133, DANRE14135
OG0003468	HUMAN08264	DANRE11504, DANRE11503
OG0003469	HUMAN26180	DANRE14808, DANRE14807, DANRE14809
OG0003470	HUMAN13977, HUMAN13976	DANRE33636, DANRE33637
OG0003471	HUMAN16952	DANRE04396, DANRE04397
OG0003472	HUMAN29614, HUMAN29613	DANRE42905
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	DANRE13404
OG0003474	HUMAN28089	DANRE14141
OG0003474	HUMAN00685	DANRE14804
OG0003475	HUMAN21366	DANRE24337, DANRE24338
OG0003476	HUMAN02837	DANRE31061
OG0003477	HUMAN25241	DANRE05139, DANRE05138
OG0003478	HUMAN08716, HUMAN08715	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	HUMAN02334	DANRE20647
OG0003479	HUMAN20427	DANRE36733
OG0003481	HUMAN17835	DANRE42759, DANRE42760
OG0003482	HUMAN06885	DANRE12605, DANRE12606
OG0003482	HUMAN04192	DANRE25490
OG0003483	HUMAN02672	DANRE05923, DANRE05924, DANRE05925
OG0003484	HUMAN13982	DANRE19021, DANRE19020
OG0003484	HUMAN09522	DANRE12207
OG0003485	HUMAN06743	DANRE31137
OG0003486	HUMAN25368	DANRE17309
OG0003487	HUMAN01641, HUMAN01639	DANRE14100, DANRE09209, DANRE14099
OG0003488	HUMAN27887	DANRE24327
OG0003489	HUMAN00472	DANRE11374
OG0003489	HUMAN25219	DANRE04492, DANRE04493
OG0003490	HUMAN07486	DANRE42249
OG0003491	HUMAN18345	DANRE08758
OG0003491	HUMAN07660	DANRE16579, DANRE16578
OG0003492	HUMAN17154	DANRE01447, DANRE41235, DANRE41236
OG0003492	HUMAN03405	DANRE03530, DANRE03529
OG0003493	HUMAN01078	DANRE26243
OG0003495	HUMAN19550	DANRE01035
OG0003495	HUMAN18833	DANRE22502, DANRE23306
OG0003495	HUMAN25685	DANRE39202
OG0003497	HUMAN05604	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	HUMAN22332, HUMAN22333	DANRE15885, DANRE15884, DANRE15882, DANRE15883
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	DANRE25933
OG0003500	HUMAN17492	DANRE17365, DANRE17364
OG0003500	HUMAN09263	DANRE10703
OG0003501	HUMAN14259, HUMAN14258	DANRE21717, DANRE21718
OG0003502	HUMAN26410, HUMAN26411	DANRE19909
OG0003503	HUMAN13541	DANRE04139
OG0003504	HUMAN13209, HUMAN13210	DANRE09340, DANRE09339, DANRE09338
OG0003505	HUMAN11145	DANRE25526, DANRE25525
OG0003506	HUMAN24134, HUMAN24135	DANRE20226
OG0003506	HUMAN07475	DANRE07785
OG0003506	HUMAN27460	DANRE15693, DANRE15694
OG0003507	HUMAN14251	DANRE26962, DANRE26963, DANRE40163
OG0003507	HUMAN00947	DANRE02096
OG0003508	HUMAN20681	DANRE24205, DANRE24206, DANRE27009
OG0003508	HUMAN17821	DANRE42781, DANRE27008
OG0003509	HUMAN11891	DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003510	HUMAN24552	DANRE09753, DANRE14711
OG0003510	HUMAN11374	DANRE39368
OG0003511	HUMAN23502	DANRE34748, DANRE34747
OG0003512	HUMAN07246, HUMAN07245	DANRE39649, DANRE33304
OG0003513	HUMAN17574, HUMAN17572	DANRE42231, DANRE42230, DANRE21349, DANRE21350
OG0003513	HUMAN29015	DANRE09800
OG0003514	HUMAN20926	DANRE02666, DANRE02665, DANRE36724
OG0003514	HUMAN26859	DANRE25580
OG0003515	HUMAN22879	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343
OG0003516	HUMAN03685	DANRE11222
OG0003517	HUMAN06798, HUMAN06796	DANRE32952, DANRE32953
OG0003518	HUMAN14108	DANRE14130
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	DANRE10230
OG0003520	HUMAN21004, HUMAN08252	DANRE11516
OG0003521	HUMAN05180, HUMAN05181, HUMAN05179	DANRE07880, DANRE07881
OG0003522	HUMAN25338	DANRE17299, DANRE17298, DANRE17297
OG0003523	HUMAN21871	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370
OG0003524	HUMAN00423, HUMAN00422	DANRE02746, DANRE02745, DANRE02747
OG0003525	HUMAN07937	DANRE27714, DANRE27715
OG0003526	HUMAN02679	DANRE05935, DANRE05934, DANRE02941, DANRE02942, DANRE02943
OG0003526	HUMAN08399	DANRE11038, DANRE11039, DANRE11037
OG0003527	HUMAN05242	DANRE01188, DANRE01187, DANRE01189
OG0003528	HUMAN07458	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003529	HUMAN18247	DANRE15370, DANRE15371, DANRE15369
OG0003529	HUMAN12697, HUMAN12696	DANRE29917
OG0003530	HUMAN18072	DANRE35714, DANRE35715, DANRE41750, DANRE41749, DANRE41748
OG0003531	HUMAN09342	DANRE11886
OG0003531	HUMAN04724	DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248
OG0003532	HUMAN17410	DANRE41953, DANRE41951, DANRE41952
OG0003533	HUMAN21080, HUMAN21079	DANRE21269, DANRE21268
OG0003534	HUMAN08770	DANRE11809, DANRE11808, DANRE11807
OG0003535	HUMAN27564	DANRE01473, DANRE41171, DANRE41170
OG0003535	HUMAN03170	DANRE03303
OG0003536	HUMAN18836	DANRE23235, DANRE23236
OG0003536	HUMAN16704	DANRE11711
OG0003537	HUMAN22131	DANRE00475, DANRE00474
OG0003538	HUMAN03691	DANRE11317
OG0003539	HUMAN27654	DANRE15875
OG0003541	HUMAN11651, HUMAN11648	DANRE13009, DANRE13008
OG0003542	HUMAN10755	DANRE24829, DANRE24828, DANRE24825
OG0003542	HUMAN10756	DANRE24826, DANRE24827
OG0003543	HUMAN15202	DANRE38886
OG0003543	HUMAN28052	DANRE10232
OG0003544	HUMAN00617	DANRE09057
OG0003544	HUMAN00616	DANRE09055, DANRE09056
OG0003545	HUMAN10596	DANRE29386
OG0003545	HUMAN12961	DANRE30468
OG0003546	HUMAN29089	DANRE35129, DANRE35130, DANRE35372
OG0003546	HUMAN02169	DANRE27446
OG0003547	HUMAN03917	DANRE13444, DANRE13446, DANRE25756
OG0003548	HUMAN22282	DANRE39407, DANRE16310
OG0003549	HUMAN25712	DANRE17328, DANRE17330, DANRE17329
OG0003549	HUMAN29713	DANRE40096, DANRE40095, DANRE40097
OG0003550	HUMAN26578	DANRE14900
OG0003550	HUMAN17867	DANRE35543, DANRE35542
OG0003551	HUMAN14799	DANRE16754
OG0003551	HUMAN29003	DANRE19012
OG0003552	HUMAN01497	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003553	HUMAN17100	DANRE34953, DANRE34952
OG0003554	HUMAN03429	DANRE05784
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	DANRE04170
OG0003556	HUMAN19312	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003557	HUMAN27746	DANRE33572
OG0003557	HUMAN27748, HUMAN03307	DANRE05211
OG0003558	HUMAN09720	DANRE12166, DANRE12165
OG0003560	HUMAN08292	DANRE10895
OG0003561	HUMAN25470	DANRE17387
OG0003561	HUMAN07496	DANRE24268
OG0003562	HUMAN18584, HUMAN18585	DANRE41112, DANRE41113
OG0003562	HUMAN28168	DANRE15063, DANRE10483
OG0003563	HUMAN10685	DANRE03372, DANRE03371
OG0003564	HUMAN17366	DANRE34009, DANRE35412, DANRE35411
OG0003564	HUMAN24302	DANRE06720
OG0003565	HUMAN27729, HUMAN27728	DANRE41169, DANRE41168
OG0003566	HUMAN04196	DANRE39313
OG0003566	HUMAN24973	DANRE25552
OG0003567	HUMAN10488	DANRE29406, DANRE29405
OG0003568	HUMAN07272	DANRE40875, DANRE40876
OG0003569	HUMAN07054	DANRE25140, DANRE31204
OG0003569	HUMAN02397	DANRE20629
OG0003570	HUMAN02024	DANRE27969, DANRE27968, DANRE27970
OG0003571	HUMAN28033	DANRE09814
OG0003571	HUMAN11183	DANRE12394, DANRE12393
OG0003572	HUMAN15595, HUMAN15596	DANRE07588, DANRE19704
OG0003572	HUMAN02513	DANRE09005, DANRE06292
OG0003572	HUMAN08691	DANRE12089
OG0003573	HUMAN10775	DANRE28940
OG0003576	HUMAN13836, HUMAN19144, HUMAN19146	DANRE22366
OG0003576	HUMAN11579, HUMAN11577	DANRE39120
OG0003577	HUMAN29012	DANRE09820, DANRE09819
OG0003578	HUMAN20028, HUMAN20029	DANRE34970
OG0003579	HUMAN26278	DANRE33558
OG0003579	HUMAN22725	DANRE01556, DANRE33559
OG0003581	HUMAN04085	DANRE00804
OG0003582	HUMAN29836	DANRE40963
OG0003582	HUMAN02330	DANRE02380, DANRE02379
OG0003584	HUMAN18471	DANRE28120, DANRE28119, DANRE28118, DANRE28117
OG0003584	HUMAN00178	DANRE02794
OG0003585	HUMAN25564	DANRE23537, DANRE09077, DANRE09076
OG0003585	HUMAN13697, HUMAN13696	DANRE28300
OG0003585	HUMAN18958	DANRE23249, DANRE22529, DANRE22528
OG0003597	HUMAN04460	DANRE38639, DANRE38640
OG0003598	HUMAN29147	DANRE19280, DANRE19281
OG0003598	HUMAN02288	DANRE21784, DANRE21785
OG0003599	HUMAN13888, HUMAN13887	DANRE38092, DANRE38093, DANRE38091
OG0003603	HUMAN13251, HUMAN13246	DANRE03093
OG0003604	HUMAN12260, HUMAN12259	DANRE20298, DANRE08319
OG0003604	HUMAN07277	DANRE40835
OG0003606	HUMAN00503	DANRE05856, DANRE05855, DANRE05857
OG0003608	HUMAN02187	DANRE21525, DANRE21526
OG0003610	HUMAN16759	DANRE17751
OG0003611	HUMAN24173	DANRE07270
OG0003612	HUMAN24816	DANRE08753, DANRE08754
OG0003613	HUMAN20927	DANRE02664
OG0003613	HUMAN11439	DANRE39801, DANRE39802, DANRE02439
OG0003615	HUMAN14433	DANRE28288
OG0003616	HUMAN20505, HUMAN20506, HUMAN20504	DANRE01653, DANRE01652
OG0003617	HUMAN21414	DANRE41693, DANRE41694
OG0003618	HUMAN27888, HUMAN27890	DANRE24326
OG0003619	HUMAN30124, HUMAN23959	DANRE07157
OG0003620	HUMAN00039, HUMAN00038, HUMAN00040	DANRE23470
OG0003620	HUMAN00037	DANRE23467, DANRE23468, DANRE23469
OG0003621	HUMAN05311	DANRE00821
OG0003622	HUMAN18690	DANRE18315, DANRE10975
OG0003623	HUMAN05857	DANRE09047
OG0003624	HUMAN28864	DANRE01669, DANRE01670
OG0003626	HUMAN26164	DANRE09128, DANRE09127
OG0003627	HUMAN17655, HUMAN17656	DANRE21501
OG0003627	HUMAN05166, HUMAN05165	DANRE01204, DANRE01205
OG0003628	HUMAN09742	DANRE12190
OG0003629	HUMAN21741, HUMAN21740	DANRE07526, DANRE07525
OG0003630	HUMAN10764, HUMAN10786	DANRE03159, DANRE03160, DANRE03158
OG0003631	HUMAN24131	DANRE20236
OG0003632	HUMAN00145	DANRE02527
OG0003632	HUMAN21796	DANRE24456
OG0003633	HUMAN05293	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003634	HUMAN00128, HUMAN00127	DANRE40258, DANRE40257
OG0003635	HUMAN30608	DANRE06305, DANRE06306
OG0003635	HUMAN30607	DANRE06304
OG0003638	HUMAN08782	DANRE17696, DANRE17697, DANRE10884
OG0003639	HUMAN11734	DANRE01131
OG0003640	HUMAN17671	DANRE21358
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744	DANRE09735
OG0003641	HUMAN19226	DANRE37139
OG0003642	HUMAN09836	DANRE25168, DANRE25167
OG0003643	HUMAN02410	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	HUMAN29285	DANRE34253, DANRE34252
OG0003645	HUMAN20257, HUMAN20256	DANRE28492
OG0003645	HUMAN12129, HUMAN12128	DANRE30536
OG0003646	HUMAN09524	DANRE12206, DANRE12205
OG0003647	HUMAN23500	DANRE34807
OG0003648	HUMAN16787	DANRE11773, DANRE11774
OG0003649	HUMAN14411	DANRE20924
OG0003650	HUMAN19278, HUMAN19276, HUMAN19277	DANRE43429
OG0003651	HUMAN18587	DANRE22669, DANRE22670
OG0003651	HUMAN27840	DANRE39196, DANRE39195
OG0003652	HUMAN05434	DANRE19740, DANRE19741, DANRE08247, DANRE08248
OG0003652	HUMAN25517	DANRE18541
OG0003653	HUMAN28128	DANRE14179, DANRE14177, DANRE14178
OG0003653	HUMAN15232	DANRE38622
OG0003653	HUMAN08130	DANRE38058
OG0003654	HUMAN27868	DANRE24374, DANRE24376, DANRE24375
OG0003655	HUMAN25720	DANRE17873
OG0003655	HUMAN07525	DANRE01135
OG0003656	HUMAN09498, HUMAN09499	DANRE13213, DANRE13214
OG0003656	HUMAN01632	DANRE09925
OG0003657	HUMAN17897	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003658	HUMAN26110, HUMAN26109	DANRE09535, DANRE14324, DANRE14323, DANRE14322
OG0003659	HUMAN12849, HUMAN12851	DANRE29175, DANRE29174, DANRE29172, DANRE29173
OG0003660	HUMAN03330	DANRE04952, DANRE04951, DANRE04374, DANRE04375
OG0003661	HUMAN06668	DANRE37093, DANRE37094
OG0003662	HUMAN03175, HUMAN03176	DANRE11824, DANRE11823
OG0003662	HUMAN17173	DANRE19340
OG0003663	HUMAN24345	DANRE20138, DANRE04641, DANRE04640, DANRE06217, DANRE06216, DANRE20137
OG0003664	HUMAN12052	DANRE28770, DANRE28769
OG0003665	HUMAN08464	DANRE35842
OG0003666	HUMAN29133	DANRE10552, DANRE10553
OG0003666	HUMAN02252	DANRE18264, DANRE26861
OG0003667	HUMAN19771	DANRE33525
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	DANRE12750
OG0003669	HUMAN29028	DANRE15781, DANRE15782
OG0003671	HUMAN03501	DANRE03115, DANRE05428, DANRE05429
OG0003671	HUMAN24226	DANRE20214
OG0003672	HUMAN12138	DANRE03570, DANRE03571
OG0003673	HUMAN25306	DANRE23261, DANRE23260, DANRE23262
OG0003674	HUMAN12022	DANRE36174
OG0003675	HUMAN20720	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003676	HUMAN29262	DANRE39857
OG0003677	HUMAN17731	DANRE42049
OG0003677	HUMAN02931	DANRE38825
OG0003677	HUMAN12515, HUMAN12514	DANRE28975
OG0003678	HUMAN01033	DANRE27131, DANRE27133, DANRE27132
OG0003678	HUMAN14660	DANRE29806, DANRE29807
OG0003679	HUMAN21403	DANRE42539, DANRE42541
OG0003679	HUMAN02922	DANRE39212
OG0003680	HUMAN06616	DANRE01725
OG0003680	HUMAN18004, HUMAN18005	DANRE35666, DANRE42127, DANRE42126
OG0003681	HUMAN20399	DANRE12417
OG0003681	HUMAN04398	DANRE25412, DANRE25413, DANRE39449
OG0003682	HUMAN02554	DANRE08998, DANRE18739
OG0003683	HUMAN19922	DANRE01520
OG0003683	HUMAN04991	DANRE01519
OG0003684	HUMAN14029, HUMAN14028	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	HUMAN28658	DANRE33649
OG0003685	HUMAN09512	DANRE13195, DANRE13196
