Orthogroup	HUMAN	SCHMD
OG0002866	HUMAN14626	SCHMD11278
OG0002868	HUMAN00784, HUMAN23304	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124
OG0002869	HUMAN21791, HUMAN00096	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626
OG0002870	HUMAN25356	SCHMD16201, SCHMD23491
OG0002872	HUMAN28405, HUMAN28404	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758	SCHMD10099
OG0002881	HUMAN00333, HUMAN00334	SCHMD10893, SCHMD01364
OG0002882	HUMAN07153	SCHMD19989, SCHMD13837
OG0002883	HUMAN03205	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473
OG0002884	HUMAN25023, HUMAN20289	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002888	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024	SCHMD09489
OG0002889	HUMAN30528, HUMAN07038	SCHMD01004
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	SCHMD13844
OG0002892	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426	SCHMD14032
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	SCHMD25475
OG0002895	HUMAN05785, HUMAN02351	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	HUMAN17455, HUMAN21544	SCHMD17000
OG0002897	HUMAN17714	SCHMD13842
OG0002899	HUMAN05885, HUMAN21832	SCHMD08092
OG0002900	HUMAN10028, HUMAN10029, HUMAN01530	SCHMD25381
OG0002901	HUMAN25701, HUMAN25704, HUMAN25703	SCHMD19466
OG0002904	HUMAN23670	SCHMD11509
OG0002906	HUMAN11397	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	HUMAN23627, HUMAN10077	SCHMD11864, SCHMD21839
OG0002909	HUMAN20938, HUMAN26836, HUMAN26837	SCHMD13692
OG0002911	HUMAN03713, HUMAN03712, HUMAN27704	SCHMD08308
OG0002912	HUMAN15219	SCHMD11036
OG0002913	HUMAN02967, HUMAN02966, HUMAN30354	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	SCHMD09665
OG0002916	HUMAN14289, HUMAN23418	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	HUMAN10838, HUMAN10837	SCHMD09397
OG0002926	HUMAN23488, HUMAN15077	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	HUMAN28958, HUMAN28957	SCHMD02868
OG0002944	HUMAN25196, HUMAN22813, HUMAN27905	SCHMD08008
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	SCHMD06278, SCHMD06277
OG0002949	HUMAN16285, HUMAN16286	SCHMD00986
OG0002950	HUMAN12147	SCHMD16450
OG0002952	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	HUMAN20503	SCHMD15127
OG0002955	HUMAN08814	SCHMD15457, SCHMD12505
OG0002956	HUMAN14225, HUMAN13975, HUMAN13973	SCHMD03331
OG0002957	HUMAN07640, HUMAN07639	SCHMD14494, SCHMD11703
OG0002959	HUMAN08717	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	HUMAN24799, HUMAN24800, HUMAN24798	SCHMD03221
OG0002961	HUMAN08641	SCHMD25347, SCHMD24832
OG0002962	HUMAN13396, HUMAN10441	SCHMD02732
OG0002964	HUMAN12170, HUMAN12171, HUMAN13401	SCHMD23539
OG0002964	HUMAN12172	SCHMD20676
OG0002966	HUMAN29424, HUMAN29425, HUMAN02172	SCHMD19835
OG0002967	HUMAN05610	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	HUMAN24820, HUMAN00733	SCHMD17924
OG0002969	HUMAN12534, HUMAN12532	SCHMD08827
OG0002973	HUMAN20383, HUMAN21067, HUMAN20382	SCHMD02061, SCHMD03023
OG0002973	HUMAN21068	SCHMD02060
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	SCHMD05224
OG0002976	HUMAN23538	SCHMD04973
OG0002977	HUMAN12250	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	HUMAN04799, HUMAN18676, HUMAN08410	SCHMD21481, SCHMD17387
OG0002979	HUMAN25788	SCHMD01771
OG0002979	HUMAN29730, HUMAN29729	SCHMD00206
OG0002979	HUMAN25789, HUMAN25790	SCHMD00263
OG0002982	HUMAN03720, HUMAN03721	SCHMD01104
OG0002983	HUMAN02094	SCHMD18805
OG0002985	HUMAN10424	SCHMD03398, SCHMD14369
OG0002987	HUMAN26273, HUMAN24326	SCHMD01543
OG0002989	HUMAN21053	SCHMD09813, SCHMD01483
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	HUMAN03582	SCHMD22608, SCHMD20729
OG0002992	HUMAN27319, HUMAN27320, HUMAN06343, HUMAN06339	SCHMD05236
OG0002994	HUMAN24550	SCHMD00361
OG0002998	HUMAN07028, HUMAN07029, HUMAN21010	SCHMD04878
OG0003001	HUMAN17854	SCHMD16355, SCHMD17156
OG0003004	HUMAN16853, HUMAN15812	SCHMD18300, SCHMD21092
OG0003005	HUMAN25078	SCHMD05203
OG0003006	HUMAN10234, HUMAN10235	SCHMD08276, SCHMD27162
OG0003007	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640	SCHMD03434
OG0003008	HUMAN02043, HUMAN02044	SCHMD18648, SCHMD23992
OG0003010	HUMAN03814	SCHMD10225
OG0003010	HUMAN03815	SCHMD10226
OG0003011	HUMAN27032, HUMAN10458	SCHMD06741
OG0003012	HUMAN21461	SCHMD08169, SCHMD01210
OG0003013	HUMAN17977	SCHMD06284
OG0003014	HUMAN27437	SCHMD10015, SCHMD02414
OG0003016	HUMAN22317	SCHMD10023
OG0003016	HUMAN22316, HUMAN05184	SCHMD10022
OG0003017	HUMAN14074	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	HUMAN16722	SCHMD22688
OG0003022	HUMAN21669, HUMAN30014	SCHMD11673
OG0003023	HUMAN20012	SCHMD00132
OG0003024	HUMAN02731	SCHMD09220
OG0003025	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190	SCHMD12824
OG0003026	HUMAN13454	SCHMD02853, SCHMD01047
OG0003027	HUMAN12410, HUMAN10065	SCHMD26555, SCHMD23346
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	SCHMD00803
OG0003029	HUMAN14110	SCHMD17380
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	SCHMD14026, SCHMD14334
OG0003031	HUMAN12704, HUMAN27203	SCHMD01560
OG0003033	HUMAN21249, HUMAN21248	SCHMD17975
OG0003034	HUMAN22892, HUMAN05432	SCHMD06420
OG0003036	HUMAN01346	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	HUMAN19517, HUMAN15534	SCHMD04323, SCHMD17801, SCHMD23638
OG0003043	HUMAN11992	SCHMD01921
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	SCHMD18036
OG0003046	HUMAN11214, HUMAN23145	SCHMD02191, SCHMD02192
OG0003048	HUMAN14031, HUMAN14032	SCHMD04259
OG0003049	HUMAN28913, HUMAN01126	SCHMD02944
OG0003050	HUMAN28519, HUMAN28518, HUMAN09970, HUMAN28520	SCHMD05940
OG0003052	HUMAN03629, HUMAN03628	SCHMD10563
OG0003054	HUMAN07888, HUMAN07887	SCHMD07639
OG0003055	HUMAN14798	SCHMD02492, SCHMD02453
OG0003056	HUMAN18715	SCHMD23280
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857	SCHMD03911
OG0003061	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886	SCHMD13185, SCHMD19875
OG0003063	HUMAN07039	SCHMD09452
OG0003065	HUMAN15663, HUMAN15662	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	SCHMD16401
OG0003067	HUMAN27679	SCHMD13476
OG0003072	HUMAN01387, HUMAN26957	SCHMD06901
OG0003073	HUMAN13091	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	HUMAN19155, HUMAN13753	SCHMD05044
OG0003077	HUMAN10152, HUMAN13195	SCHMD16605, SCHMD02690
OG0003077	HUMAN10153	SCHMD17616, SCHMD11351
OG0003078	HUMAN08671, HUMAN08670	SCHMD23203
OG0003079	HUMAN28617, HUMAN14136	SCHMD21039, SCHMD16217
OG0003086	HUMAN03320	SCHMD08828
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	SCHMD08248
OG0003106	HUMAN09821	SCHMD02719, SCHMD29463
OG0003107	HUMAN11467, HUMAN11466	SCHMD24066, SCHMD27003
OG0003108	HUMAN06805	SCHMD07978
OG0003109	HUMAN13399, HUMAN13398	SCHMD11746
OG0003110	HUMAN28424	SCHMD04241
OG0003111	HUMAN14710	SCHMD13595
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	SCHMD20838
OG0003113	HUMAN16709	SCHMD02832
OG0003113	HUMAN16708	SCHMD11799
OG0003114	HUMAN04985	SCHMD14023
OG0003116	HUMAN22981	SCHMD08507
OG0003119	HUMAN21319	SCHMD29008, SCHMD21161
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	HUMAN08549	SCHMD20810, SCHMD20273
OG0003123	HUMAN20628, HUMAN11101, HUMAN11102	SCHMD12638
OG0003124	HUMAN07397	SCHMD00285, SCHMD25581
OG0003125	HUMAN01967, HUMAN01966, HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	SCHMD07267
OG0003126	HUMAN28486	SCHMD01239
OG0003127	HUMAN08591, HUMAN08592	SCHMD11421
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	SCHMD19584
OG0003130	HUMAN13118, HUMAN13117	SCHMD04681
OG0003133	HUMAN11357	SCHMD01412
OG0003135	HUMAN15787	SCHMD19428, SCHMD16137
OG0003136	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	HUMAN15220, HUMAN15221, HUMAN15222	SCHMD07874
OG0003138	HUMAN18544	SCHMD28656, SCHMD17457
OG0003138	HUMAN18545, HUMAN18546	SCHMD23986, SCHMD17456
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	SCHMD00202
OG0003144	HUMAN17201, HUMAN19445	SCHMD02154
OG0003146	HUMAN16762	SCHMD08719, SCHMD06842
OG0003147	HUMAN17255	SCHMD17526
OG0003148	HUMAN05694, HUMAN05693	SCHMD04778
OG0003150	HUMAN07681, HUMAN30374, HUMAN07680	SCHMD20966
OG0003151	HUMAN27968, HUMAN18869, HUMAN08206	SCHMD12480, SCHMD14456
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	SCHMD15231, SCHMD19429
OG0003153	HUMAN19216, HUMAN19215	SCHMD06720, SCHMD06721
OG0003155	HUMAN10683	SCHMD26491
OG0003156	HUMAN19468, HUMAN19467	SCHMD09588
OG0003157	HUMAN05273, HUMAN05272	SCHMD06691
OG0003158	HUMAN18129	SCHMD18825, SCHMD11523, SCHMD13092
OG0003160	HUMAN03497	SCHMD15101, SCHMD28838
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	SCHMD03472
OG0003162	HUMAN08502, HUMAN18293	SCHMD16228, SCHMD15451
OG0003163	HUMAN09880	SCHMD00903, SCHMD00907
OG0003164	HUMAN30072, HUMAN27461	SCHMD01405
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	SCHMD04066
OG0003167	HUMAN10863, HUMAN13086	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	HUMAN17978	SCHMD10405
OG0003171	HUMAN02114	SCHMD06380, SCHMD06378
OG0003172	HUMAN01490	SCHMD01375
OG0003174	HUMAN23923	SCHMD28100, SCHMD04214, SCHMD15907
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	SCHMD14461
OG0003181	HUMAN12376	SCHMD00970
OG0003182	HUMAN08117, HUMAN08118	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003188	HUMAN09855, HUMAN23332	SCHMD17520
OG0003189	HUMAN19512, HUMAN19511	SCHMD02678
OG0003191	HUMAN06605	SCHMD03926
OG0003193	HUMAN07624	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	HUMAN13198	SCHMD01797
OG0003196	HUMAN10463, HUMAN10462	SCHMD11447
OG0003197	HUMAN17605, HUMAN17604	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003197	HUMAN17603	SCHMD11788
OG0003199	HUMAN30572	SCHMD20498, SCHMD26450
OG0003202	HUMAN05056, HUMAN05057, HUMAN22610	SCHMD03218, SCHMD21658
OG0003203	HUMAN20643, HUMAN12521	SCHMD02943, SCHMD25430
OG0003205	HUMAN14146	SCHMD16475
OG0003206	HUMAN10329, HUMAN10330	SCHMD29612
OG0003207	HUMAN26778, HUMAN20856, HUMAN20855, HUMAN26777	SCHMD06863, SCHMD04604
OG0003208	HUMAN27277, HUMAN27275, HUMAN18434	SCHMD02480
OG0003210	HUMAN29324, HUMAN02072	SCHMD23858, SCHMD23874
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	SCHMD20324, SCHMD18634
OG0003213	HUMAN14321, HUMAN14319, HUMAN14322	SCHMD10626, SCHMD25655
OG0003214	HUMAN06365, HUMAN17740	SCHMD18471
OG0003215	HUMAN02681, HUMAN08405	SCHMD06939
OG0003217	HUMAN14937, HUMAN29000	SCHMD03371, SCHMD00338
OG0003218	HUMAN30583	SCHMD20285
OG0003220	HUMAN29636, HUMAN00810	SCHMD14282
OG0003221	HUMAN24556, HUMAN00790	SCHMD16909, SCHMD22653
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	SCHMD08631
OG0003223	HUMAN19114	SCHMD08068
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	SCHMD02518, SCHMD13794
OG0003228	HUMAN08956	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	HUMAN03467, HUMAN07147	SCHMD00545
OG0003230	HUMAN03745	SCHMD09623
OG0003231	HUMAN19297, HUMAN19298	SCHMD04328
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	SCHMD15802
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	SCHMD09383
OG0003250	HUMAN26283	SCHMD02358
OG0003250	HUMAN26282, HUMAN18827, HUMAN18826	SCHMD02359
OG0003251	HUMAN23183, HUMAN11019	SCHMD10064, SCHMD14392
OG0003253	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814	SCHMD08495
OG0003254	HUMAN04752	SCHMD01611
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	SCHMD16797
OG0003257	HUMAN09013, HUMAN09014, HUMAN09015	SCHMD14887, SCHMD01601
OG0003258	HUMAN18355	SCHMD22229
OG0003260	HUMAN17383, HUMAN28859	SCHMD03972
OG0003262	HUMAN13063, HUMAN19967	SCHMD19208
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	SCHMD03771
OG0003265	HUMAN21031, HUMAN02854	SCHMD14800
OG0003267	HUMAN03394	SCHMD03991
OG0003268	HUMAN28147, HUMAN28146, HUMAN28145	SCHMD03636
OG0003269	HUMAN10676, HUMAN10677	SCHMD04531
OG0003273	HUMAN04928	SCHMD06523
OG0003275	HUMAN28409, HUMAN18996	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	SCHMD27731, SCHMD11904
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	SCHMD08045
OG0003283	HUMAN26779	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	HUMAN18141	SCHMD07514, SCHMD15662
OG0003286	HUMAN26600, HUMAN26601	SCHMD09721
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	SCHMD14605
OG0003288	HUMAN30308	SCHMD09311, SCHMD11762
OG0003289	HUMAN14064, HUMAN10999	SCHMD16616
OG0003291	HUMAN12326	SCHMD09949
OG0003293	HUMAN06629	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	HUMAN07526, HUMAN19789	SCHMD02838
OG0003297	HUMAN12989, HUMAN12992, HUMAN12990, HUMAN12991	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	HUMAN01143	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	HUMAN03223	SCHMD13976, SCHMD15564
OG0003302	HUMAN24407, HUMAN24404, HUMAN24408, HUMAN24406, HUMAN24405	SCHMD01831
OG0003303	HUMAN02696	SCHMD01441
OG0003305	HUMAN29475	SCHMD12414
OG0003306	HUMAN21480	SCHMD03757
OG0003306	HUMAN21481, HUMAN21483, HUMAN21482	SCHMD03756
OG0003308	HUMAN28975, HUMAN14165	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950
OG0003309	HUMAN26215, HUMAN17578, HUMAN17579	SCHMD01407
OG0003311	HUMAN30093, HUMAN29682	SCHMD07066, SCHMD10347
OG0003316	HUMAN17611	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	HUMAN20325, HUMAN29926	SCHMD12981
OG0003324	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	HUMAN03339	SCHMD09735
OG0003327	HUMAN29278	SCHMD05859
OG0003328	HUMAN08219	SCHMD28972
OG0003329	HUMAN23501	SCHMD18095, SCHMD22699
OG0003330	HUMAN09858	SCHMD28890, SCHMD16002
OG0003330	HUMAN09857	SCHMD16001, SCHMD27183
OG0003331	HUMAN13126	SCHMD19558, SCHMD09488
OG0003333	HUMAN20311, HUMAN20312	SCHMD20159, SCHMD28070
OG0003335	HUMAN09257	SCHMD19779
OG0003337	HUMAN00062	SCHMD01222
OG0003338	HUMAN01009, HUMAN28839	SCHMD07031
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	SCHMD08266
OG0003341	HUMAN17043	SCHMD00617
OG0003343	HUMAN12267	SCHMD22696
OG0003344	HUMAN16583	SCHMD12946, SCHMD01887
OG0003347	HUMAN17887	SCHMD05565, SCHMD05566
OG0003349	HUMAN22753, HUMAN03238	SCHMD04642, SCHMD00847
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	SCHMD00933
OG0003356	HUMAN10721, HUMAN13177, HUMAN13178	SCHMD07762
OG0003357	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003	SCHMD05234
OG0003358	HUMAN20527	SCHMD00069
OG0003359	HUMAN02577	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	HUMAN08804	SCHMD04932
OG0003361	HUMAN09313, HUMAN10724	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	HUMAN07540	SCHMD06272
OG0003366	HUMAN16863, HUMAN16862	SCHMD14890
OG0003369	HUMAN27685	SCHMD01240
OG0003370	HUMAN28060, HUMAN28061	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	SCHMD20234
OG0003373	HUMAN05820	SCHMD21509, SCHMD21699
OG0003374	HUMAN28112, HUMAN16615	SCHMD04840
OG0003375	HUMAN23698	SCHMD08102
OG0003378	HUMAN16348, HUMAN05047, HUMAN05045	SCHMD07045
OG0003379	HUMAN28288, HUMAN28286	SCHMD11579
OG0003380	HUMAN19717	SCHMD05800
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	SCHMD19752
OG0003382	HUMAN19968, HUMAN01608	SCHMD05894
OG0003384	HUMAN03513, HUMAN27736	SCHMD08925
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	SCHMD09120
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	SCHMD08232
OG0003388	HUMAN03392	SCHMD09453, SCHMD01066, SCHMD01067
OG0003391	HUMAN08974	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	HUMAN13559, HUMAN10151	SCHMD20046
OG0003410	HUMAN10729	SCHMD03286
OG0003419	HUMAN02012	SCHMD02792
OG0003421	HUMAN23071	SCHMD25644, SCHMD14414
OG0003422	HUMAN07007, HUMAN07008	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	HUMAN23668, HUMAN23669	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	HUMAN04822, HUMAN04821	SCHMD11714
OG0003430	HUMAN15764	SCHMD03690
OG0003431	HUMAN06475, HUMAN02186	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	HUMAN20686	SCHMD05639, SCHMD06055
OG0003435	HUMAN08411	SCHMD22101, SCHMD18693
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	SCHMD00949
OG0003443	HUMAN25588, HUMAN08555	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	HUMAN04199	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	HUMAN29343	SCHMD02071
OG0003449	HUMAN27781	SCHMD06404
OG0003450	HUMAN12088, HUMAN12087, HUMAN12089	SCHMD01589
OG0003451	HUMAN21236	SCHMD08838
OG0003453	HUMAN07082	SCHMD09929
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	SCHMD10872, SCHMD17895
OG0003455	HUMAN20526, HUMAN01754	SCHMD27744, SCHMD09301
OG0003456	HUMAN13016, HUMAN25940	SCHMD08769
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	SCHMD20564
OG0003462	HUMAN14650	SCHMD18652
OG0003462	HUMAN14649	SCHMD28411
OG0003463	HUMAN02584, HUMAN15575	SCHMD00720, SCHMD00721
OG0003464	HUMAN25957	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	HUMAN29422, HUMAN29421	SCHMD04832
OG0003466	HUMAN03596	SCHMD14345
OG0003467	HUMAN28399	SCHMD08398
OG0003468	HUMAN08265	SCHMD23347, SCHMD26554, SCHMD18382
OG0003468	HUMAN08264	SCHMD28745, SCHMD18984
OG0003471	HUMAN16950, HUMAN16951, HUMAN16953	SCHMD02073
OG0003475	HUMAN21366	SCHMD11005
OG0003476	HUMAN02837	SCHMD14696
OG0003477	HUMAN25241	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	HUMAN08716, HUMAN08715	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	HUMAN02334, HUMAN20427	SCHMD07504, SCHMD03144
OG0003484	HUMAN13982, HUMAN09522	SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	HUMAN25368	SCHMD07957
OG0003487	HUMAN01641, HUMAN01639	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	HUMAN27887	SCHMD09112, SCHMD22268
OG0003489	HUMAN00472, HUMAN25219	SCHMD27620
OG0003490	HUMAN07486	SCHMD10202
OG0003491	HUMAN18345, HUMAN07660	SCHMD07566
OG0003492	HUMAN17154, HUMAN03405	SCHMD17580
OG0003496	HUMAN05409	SCHMD27149, SCHMD21580, SCHMD24551
OG0003497	HUMAN05604	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	HUMAN22332, HUMAN22333	SCHMD19260
OG0003501	HUMAN14259, HUMAN14258	SCHMD02847, SCHMD02846
OG0003502	HUMAN26410, HUMAN26411	SCHMD05683
OG0003503	HUMAN13541	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003505	HUMAN11145	SCHMD08229, SCHMD08228
OG0003508	HUMAN20681, HUMAN17821	SCHMD00810
OG0003509	HUMAN11891	SCHMD12054
OG0003510	HUMAN24552, HUMAN11374	SCHMD06295
OG0003511	HUMAN23502	SCHMD10744
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	SCHMD25986, SCHMD27084
OG0003515	HUMAN07599, HUMAN22879	SCHMD16232, SCHMD28533
OG0003516	HUMAN03685	SCHMD28216
OG0003518	HUMAN14108	SCHMD05084
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	SCHMD04577
OG0003520	HUMAN21004, HUMAN08252	SCHMD04339
OG0003522	HUMAN25338	SCHMD02972
OG0003523	HUMAN21871	SCHMD11220, SCHMD11219
OG0003524	HUMAN00423, HUMAN00422	SCHMD06675
OG0003525	HUMAN07937	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	HUMAN05242	SCHMD19091, SCHMD14510
OG0003528	HUMAN07458	SCHMD21896, SCHMD26214
OG0003530	HUMAN18072	SCHMD08166
OG0003531	HUMAN09342, HUMAN04724	SCHMD02486
OG0003532	HUMAN17410	SCHMD04373
OG0003533	HUMAN21080, HUMAN21079	SCHMD29432, SCHMD23787
OG0003539	HUMAN27654	SCHMD18718, SCHMD20290
OG0003543	HUMAN15202, HUMAN28052	SCHMD01295, SCHMD04172
OG0003544	HUMAN00617, HUMAN00616	SCHMD22197, SCHMD21841
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	SCHMD18885, SCHMD15544
OG0003548	HUMAN22282	SCHMD25865, SCHMD23815
OG0003550	HUMAN26578, HUMAN17867	SCHMD01327
OG0003551	HUMAN29004, HUMAN14799, HUMAN29003	SCHMD07949
OG0003552	HUMAN01497	SCHMD10623, SCHMD08451
OG0003554	HUMAN03429	SCHMD11710, SCHMD08877
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	SCHMD03932
OG0003556	HUMAN19312	SCHMD03452
OG0003557	HUMAN27746, HUMAN27748, HUMAN03307	SCHMD08732
OG0003558	HUMAN09720	SCHMD04257
OG0003561	HUMAN25470, HUMAN07496	SCHMD07358
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	SCHMD00923
OG0003563	HUMAN10685	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	HUMAN17366, HUMAN24302	SCHMD19445, SCHMD14913
OG0003566	HUMAN04196, HUMAN24973	SCHMD26756, SCHMD15301
OG0003567	HUMAN10488	SCHMD15008, SCHMD04442
OG0003568	HUMAN07271, HUMAN07272	SCHMD15819
