Orthogroup	HUMAN	SCHMD
OG0003570	HUMAN02024, HUMAN02025, HUMAN02026	SCHMD08962
OG0003571	HUMAN28033, HUMAN11183	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775	SCHMD03521
OG0003576	HUMAN11578	SCHMD10669
OG0003577	HUMAN29012	SCHMD10649
OG0003579	HUMAN26278, HUMAN22725, HUMAN26279	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	HUMAN29836, HUMAN02330	SCHMD12451, SCHMD16671
OG0003585	HUMAN25564, HUMAN13697, HUMAN13696, HUMAN18958	SCHMD02146
OG0003597	HUMAN04460	SCHMD07116
OG0003598	HUMAN29147	SCHMD21244
OG0003599	HUMAN13888, HUMAN13887	SCHMD21154
OG0003600	HUMAN15217	SCHMD02224
OG0003603	HUMAN13251, HUMAN13246	SCHMD02011
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	SCHMD03287
OG0003607	HUMAN02686	SCHMD18996, SCHMD19067
OG0003610	HUMAN16758, HUMAN16759	SCHMD10025, SCHMD05007
OG0003611	HUMAN24173	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	HUMAN24816	SCHMD05840
OG0003613	HUMAN20927, HUMAN11439	SCHMD04176
OG0003615	HUMAN14433, HUMAN23272	SCHMD13214
OG0003617	HUMAN21414	SCHMD19266, SCHMD24604, SCHMD19682
OG0003618	HUMAN27890	SCHMD03820
OG0003619	HUMAN30124, HUMAN23959	SCHMD13518, SCHMD08597
OG0003620	HUMAN00039, HUMAN00038, HUMAN00040, HUMAN00037	SCHMD10079, SCHMD29362
OG0003621	HUMAN05310	SCHMD12479
OG0003622	HUMAN18690	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	HUMAN28864	SCHMD09571, SCHMD22651
OG0003626	HUMAN26164, HUMAN26165	SCHMD06623
OG0003627	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165	SCHMD19934, SCHMD24898
OG0003629	HUMAN21741, HUMAN21740	SCHMD03651
OG0003630	HUMAN10764, HUMAN10786	SCHMD00976, SCHMD01074, SCHMD00979
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	SCHMD28869
OG0003634	HUMAN00127	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	HUMAN30608, HUMAN30607	SCHMD09927
OG0003638	HUMAN08782	SCHMD08904, SCHMD12994
OG0003640	HUMAN13431, HUMAN17671	SCHMD17587, SCHMD23254, SCHMD22170
OG0003642	HUMAN09837	SCHMD17458, SCHMD26388
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	SCHMD03638
OG0003646	HUMAN09524	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	HUMAN23500	SCHMD03661, SCHMD03659
OG0003649	HUMAN14411	SCHMD11461
OG0003651	HUMAN18587, HUMAN27840	SCHMD19273, SCHMD24605
OG0003652	HUMAN05434, HUMAN25517	SCHMD11274
OG0003653	HUMAN28128, HUMAN15232, HUMAN08130	SCHMD17511, SCHMD11246
OG0003654	HUMAN27868	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	HUMAN25720, HUMAN07525	SCHMD09541
OG0003657	HUMAN17897	SCHMD25752, SCHMD28011
OG0003658	HUMAN26110, HUMAN26109	SCHMD29667
OG0003659	HUMAN12849, HUMAN12851	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	HUMAN06668	SCHMD11070
OG0003666	HUMAN29133, HUMAN02252	SCHMD02137
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	SCHMD16966
OG0003669	HUMAN29028	SCHMD19438
OG0003671	HUMAN03501, HUMAN24226	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	HUMAN12138	SCHMD06465, SCHMD13496
OG0003673	HUMAN19535	SCHMD04574
OG0003674	HUMAN12022	SCHMD19493, SCHMD21241
OG0003674	HUMAN12023	SCHMD21242
OG0003675	HUMAN20720	SCHMD10343
OG0003676	HUMAN29262, HUMAN20688	SCHMD09933
OG0003678	HUMAN01033, HUMAN14660	SCHMD18909
OG0003679	HUMAN21403, HUMAN02922	SCHMD14973
OG0003682	HUMAN02554	SCHMD00097
OG0003683	HUMAN04991	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791
OG0003685	HUMAN28658, HUMAN09512	SCHMD02813
OG0003687	HUMAN06582, HUMAN12545, HUMAN17984	SCHMD06543
OG0003688	HUMAN00391, HUMAN00390	SCHMD02218
OG0003692	HUMAN26245	SCHMD07452
OG0003694	HUMAN01597	SCHMD01774
OG0003695	HUMAN29320, HUMAN28471	SCHMD02002
OG0003696	HUMAN26795	SCHMD10456, SCHMD19979
OG0003698	HUMAN03524, HUMAN27578	SCHMD04070, SCHMD04069
OG0003701	HUMAN21420	SCHMD15850
OG0003703	HUMAN04604, HUMAN09417, HUMAN09419, HUMAN09418	SCHMD03850
OG0003705	HUMAN26525	SCHMD16984
OG0003706	HUMAN24793	SCHMD03464, SCHMD03465
OG0003707	HUMAN10025	SCHMD01318, SCHMD20493
OG0003708	HUMAN00455	SCHMD13127
OG0003710	HUMAN29654, HUMAN22687	SCHMD01072
OG0003712	HUMAN20248, HUMAN10482	SCHMD07204, SCHMD01556
OG0003713	HUMAN02247, HUMAN02248	SCHMD09387
OG0003716	HUMAN21975	SCHMD16362
OG0003717	HUMAN00711, HUMAN24583	SCHMD02266
OG0003718	HUMAN18082	SCHMD19427, SCHMD27978
OG0003720	HUMAN02239, HUMAN24894	SCHMD23149, SCHMD11812
OG0003721	HUMAN08875, HUMAN04841	SCHMD06738
OG0003722	HUMAN01183, HUMAN29299	SCHMD13809
OG0003724	HUMAN00259	SCHMD11616
OG0003724	HUMAN00260	SCHMD11615
OG0003725	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511	SCHMD27474, SCHMD20596
OG0003726	HUMAN00634, HUMAN25217	SCHMD25016
OG0003728	HUMAN01158	SCHMD02160
OG0003729	HUMAN17750	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	HUMAN03774	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	HUMAN14612, HUMAN14611	SCHMD22514
OG0003732	HUMAN17458	SCHMD03760
OG0003734	HUMAN29356, HUMAN29355	SCHMD00609
OG0003735	HUMAN05438	SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365
OG0003736	HUMAN11064	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	HUMAN29411, HUMAN02196	SCHMD26875, SCHMD23789
OG0003739	HUMAN17673	SCHMD03999
OG0003740	HUMAN04216, HUMAN04217	SCHMD13948, SCHMD17686
OG0003741	HUMAN15538	SCHMD28597, SCHMD28496
OG0003742	HUMAN26023, HUMAN06690, HUMAN06689	SCHMD03803
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	SCHMD05330, SCHMD03268
OG0003744	HUMAN29944, HUMAN20993, HUMAN20992	SCHMD04258
OG0003746	HUMAN18235, HUMAN12379	SCHMD20571
OG0003749	HUMAN06179	SCHMD12963
OG0003750	HUMAN18942, HUMAN18943	SCHMD10740, SCHMD21692
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	SCHMD29178, SCHMD29232
OG0003753	HUMAN10302	SCHMD05736
OG0003755	HUMAN13092	SCHMD24630
OG0003756	HUMAN11263	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	HUMAN15876	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	SCHMD10568
OG0003759	HUMAN11801, HUMAN24876	SCHMD02168
OG0003763	HUMAN25652	SCHMD15410
OG0003764	HUMAN13587, HUMAN13588	SCHMD03437
OG0003766	HUMAN19094, HUMAN19093	SCHMD22112, SCHMD16522
OG0003767	HUMAN28071, HUMAN28072	SCHMD06286
OG0003770	HUMAN05135	SCHMD10013
OG0003771	HUMAN13368, HUMAN13367, HUMAN20264	SCHMD05134
OG0003771	HUMAN13369	SCHMD18553
OG0003776	HUMAN19372, HUMAN19371	SCHMD01854
OG0003777	HUMAN18426, HUMAN12738, HUMAN26008	SCHMD09329, SCHMD03918
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	SCHMD06996
OG0003779	HUMAN11974	SCHMD15868, SCHMD25797
OG0003794	HUMAN19171, HUMAN14083, HUMAN15210	SCHMD05999
OG0003795	HUMAN29845	SCHMD22731
OG0003798	HUMAN17950, HUMAN06536	SCHMD13971, SCHMD04164
OG0003803	HUMAN02236	SCHMD27722, SCHMD27442
OG0003806	HUMAN10280	SCHMD21156
OG0003808	HUMAN00688, HUMAN00686	SCHMD27875, SCHMD11284
OG0003811	HUMAN22421, HUMAN22419	SCHMD22928, SCHMD13669
OG0003812	HUMAN29819	SCHMD04985
OG0003813	HUMAN22627, HUMAN18665	SCHMD01244
OG0003815	HUMAN25505, HUMAN15828	SCHMD27290
OG0003817	HUMAN21262	SCHMD04758
OG0003818	HUMAN07697	SCHMD10822, SCHMD17278
OG0003821	HUMAN01393, HUMAN20961	SCHMD10138
OG0003826	HUMAN11781	SCHMD20348
OG0003828	HUMAN29062	SCHMD01189, SCHMD27415
OG0003831	HUMAN22335	SCHMD17115
OG0003833	HUMAN27613	SCHMD28965
OG0003834	HUMAN14036, HUMAN11315	SCHMD01451
OG0003837	HUMAN13331	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	SCHMD05207
OG0003839	HUMAN02039	SCHMD05702, SCHMD10139
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	SCHMD12844, SCHMD26426
OG0003844	HUMAN28532	SCHMD09963
OG0003845	HUMAN13124	SCHMD00835
OG0003846	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116	SCHMD06517
OG0003849	HUMAN09691, HUMAN09692, HUMAN13933	SCHMD10843
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	SCHMD24952, SCHMD16801
OG0003851	HUMAN02980	SCHMD05218
OG0003852	HUMAN10036	SCHMD13486
OG0003853	HUMAN25110, HUMAN25109	SCHMD14514, SCHMD07343
OG0003855	HUMAN01644	SCHMD17767
OG0003856	HUMAN20705	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	HUMAN10555	SCHMD05301
OG0003860	HUMAN02817, HUMAN02816	SCHMD09480, SCHMD27052, SCHMD27051
OG0003863	HUMAN03803, HUMAN03804	SCHMD02612
OG0003865	HUMAN21906, HUMAN06498	SCHMD10111
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	SCHMD07937, SCHMD00211
OG0003868	HUMAN14809, HUMAN02201	SCHMD15677
OG0003869	HUMAN12692	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003872	HUMAN19735	SCHMD13742, SCHMD13511
OG0003875	HUMAN04342	SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	HUMAN28953, HUMAN28954	SCHMD06770
OG0003878	HUMAN01357	SCHMD04321
OG0003881	HUMAN00160	SCHMD06054, SCHMD03369
OG0003882	HUMAN27065	SCHMD13622
OG0003883	HUMAN22279, HUMAN22278	SCHMD24582
OG0003884	HUMAN09697	SCHMD04417
OG0003885	HUMAN25203	SCHMD09959
OG0003886	HUMAN12711, HUMAN02704	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	HUMAN01579	SCHMD20058, SCHMD18207
OG0003888	HUMAN19589, HUMAN19338	SCHMD05192
OG0003889	HUMAN10468, HUMAN10467	SCHMD21799
OG0003892	HUMAN02849, HUMAN02848	SCHMD07588
OG0003894	HUMAN29298	SCHMD11863
OG0003896	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	SCHMD28716
OG0003897	HUMAN18373, HUMAN18372	SCHMD20071
OG0003903	HUMAN22257	SCHMD29162
OG0003904	HUMAN09983, HUMAN09982, HUMAN09984	SCHMD00688
OG0003906	HUMAN14951	SCHMD03168
OG0003908	HUMAN22926	SCHMD10777, SCHMD26725
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	SCHMD03608
OG0003909	HUMAN16634	SCHMD13155, SCHMD19547, SCHMD15096
OG0003910	HUMAN00725	SCHMD16210, SCHMD14670
OG0003911	HUMAN18914	SCHMD17334
OG0003911	HUMAN18913	SCHMD20892
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	SCHMD04955
OG0003914	HUMAN09921, HUMAN09922	SCHMD00070
OG0003917	HUMAN17384	SCHMD02873
OG0003918	HUMAN24389, HUMAN22575	SCHMD00222
OG0003919	HUMAN18229	SCHMD24561
OG0003920	HUMAN00591, HUMAN00592	SCHMD03027
OG0003921	HUMAN27803	SCHMD06689
OG0003923	HUMAN18230	SCHMD25596, SCHMD09715
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	SCHMD25912, SCHMD09602
OG0003926	HUMAN00418	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	SCHMD28887
OG0003930	HUMAN06981, HUMAN06983	SCHMD03275
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	SCHMD03615
OG0003933	HUMAN21430, HUMAN07048	SCHMD23983
OG0003934	HUMAN16284	SCHMD00793
OG0003936	HUMAN11264	SCHMD01877
OG0003938	HUMAN16018	SCHMD19197
OG0003939	HUMAN02684	SCHMD05579
OG0003940	HUMAN04396	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003941	HUMAN07027	SCHMD07685
OG0003944	HUMAN21868	SCHMD10666
OG0003945	HUMAN05796, HUMAN24950	SCHMD04737
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	SCHMD19360, SCHMD00465
OG0003947	HUMAN22108, HUMAN27709	SCHMD06484
OG0003949	HUMAN25455, HUMAN25454	SCHMD24366, SCHMD04246
OG0003950	HUMAN03842, HUMAN03843	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	HUMAN20874	SCHMD04397
OG0003954	HUMAN28199, HUMAN16670	SCHMD06088
OG0003955	HUMAN23068	SCHMD06589
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	SCHMD13631, SCHMD28091
OG0003961	HUMAN00898	SCHMD04675
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	HUMAN01462, HUMAN01977	SCHMD20971, SCHMD24367
OG0003969	HUMAN08409	SCHMD08592
OG0003972	HUMAN19162	SCHMD13668
OG0003973	HUMAN08329, HUMAN18737	SCHMD06454
OG0003978	HUMAN26994, HUMAN30075, HUMAN03495, HUMAN26246	SCHMD29717, SCHMD28667, SCHMD05632
OG0003998	HUMAN17020	SCHMD17536, SCHMD17537
OG0004000	HUMAN20817	SCHMD05012
OG0004004	HUMAN11010	SCHMD03888
OG0004007	HUMAN28701	SCHMD15511
OG0004007	HUMAN01069, HUMAN23295	SCHMD27653
OG0004009	HUMAN22781, HUMAN03273	SCHMD12539
OG0004010	HUMAN23360	SCHMD11857
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	SCHMD08012, SCHMD16333
OG0004014	HUMAN18181	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	HUMAN01156	SCHMD06396
OG0004017	HUMAN10876	SCHMD27630
OG0004020	HUMAN18327, HUMAN18326	SCHMD29535, SCHMD26610
OG0004021	HUMAN11780, HUMAN11779	SCHMD12686
OG0004025	HUMAN22133	SCHMD25773
OG0004027	HUMAN06638, HUMAN12722	SCHMD07935
OG0004029	HUMAN20668, HUMAN20667	SCHMD25820
OG0004030	HUMAN10251	SCHMD13881
OG0004032	HUMAN30273, HUMAN30274, HUMAN07906	SCHMD08571
OG0004033	HUMAN02667	SCHMD06585
OG0004035	HUMAN18569	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	SCHMD07559, SCHMD09846
OG0004037	HUMAN18538, HUMAN18540	SCHMD06653
OG0004038	HUMAN14761	SCHMD08999, SCHMD03883
OG0004039	HUMAN25333	SCHMD22311
OG0004040	HUMAN22331	SCHMD09211
OG0004041	HUMAN18706	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	HUMAN04449	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	HUMAN25303	SCHMD00046
OG0004044	HUMAN20694	SCHMD16907
OG0004047	HUMAN13570	SCHMD07813
OG0004048	HUMAN22101, HUMAN22100	SCHMD05765
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	SCHMD05269, SCHMD18831
OG0004052	HUMAN15057, HUMAN15056	SCHMD01378
OG0004053	HUMAN04048, HUMAN29957, HUMAN28825, HUMAN01839	SCHMD09663
OG0004054	HUMAN08335, HUMAN15782	SCHMD03170
OG0004056	HUMAN23551, HUMAN21186	SCHMD06405
OG0004059	HUMAN15830, HUMAN15829	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	HUMAN25392	SCHMD16682, SCHMD21120, SCHMD16351
OG0004063	HUMAN07942	SCHMD09601
OG0004064	HUMAN18276, HUMAN18275	SCHMD03370
OG0004065	HUMAN00215, HUMAN00216	SCHMD04935
OG0004067	HUMAN18034	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004069	HUMAN28854	SCHMD07928
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079, HUMAN02290, HUMAN24780	SCHMD06667
OG0004072	HUMAN13160	SCHMD07982
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165	SCHMD19802
OG0004078	HUMAN03624	SCHMD08036
OG0004079	HUMAN22873	SCHMD22313, SCHMD19146
OG0004080	HUMAN18253, HUMAN27257	SCHMD18517
OG0004081	HUMAN18386	SCHMD03804
OG0004083	HUMAN08562	SCHMD05538
OG0004085	HUMAN07816	SCHMD20233
OG0004087	HUMAN20699	SCHMD13153
OG0004087	HUMAN20698	SCHMD13154
OG0004090	HUMAN06601	SCHMD19142
OG0004091	HUMAN28496	SCHMD20986, SCHMD10374
OG0004092	HUMAN26216, HUMAN12524	SCHMD01973
OG0004094	HUMAN29054	SCHMD10011
OG0004096	HUMAN02141	SCHMD01632
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	SCHMD00017
OG0004099	HUMAN16085, HUMAN20170	SCHMD07433
OG0004100	HUMAN06958	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	HUMAN12860	SCHMD01669
OG0004102	HUMAN03466	SCHMD16352, SCHMD13995
OG0004103	HUMAN19037	SCHMD06708, SCHMD03618
OG0004105	HUMAN28120	SCHMD08794, SCHMD16310
OG0004106	HUMAN00171, HUMAN00169	SCHMD07276
OG0004107	HUMAN01953, HUMAN01952	SCHMD01035
OG0004107	HUMAN01954	SCHMD18686, SCHMD18424, SCHMD04486
OG0004108	HUMAN03070, HUMAN03126	SCHMD06834
OG0004110	HUMAN23820, HUMAN03249	SCHMD03573
OG0004112	HUMAN01822, HUMAN01821	SCHMD04301
OG0004113	HUMAN20537	SCHMD09954, SCHMD11157
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	SCHMD11428
OG0004115	HUMAN21493	SCHMD08639
OG0004116	HUMAN05608, HUMAN05607	SCHMD22991, SCHMD19169
OG0004118	HUMAN26961	SCHMD14153
OG0004119	HUMAN15237, HUMAN15236	SCHMD24339, SCHMD11856
OG0004120	HUMAN03333	SCHMD02931
OG0004121	HUMAN00202, HUMAN21585	SCHMD00644
OG0004122	HUMAN29461, HUMAN29462	SCHMD09920
OG0004123	HUMAN05602, HUMAN05601, HUMAN05600	SCHMD24840
OG0004124	HUMAN19130, HUMAN27894	SCHMD09788
OG0004125	HUMAN13509, HUMAN13505, HUMAN13508	SCHMD03017
OG0004126	HUMAN05543, HUMAN19543	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	HUMAN27924, HUMAN27923	SCHMD14115
OG0004128	HUMAN20446, HUMAN16881, HUMAN16882	SCHMD29366
OG0004130	HUMAN01818	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	HUMAN18302, HUMAN07684	SCHMD08788
OG0004136	HUMAN02426, HUMAN02427	SCHMD21074, SCHMD14863
OG0004137	HUMAN28841	SCHMD09676
OG0004138	HUMAN29721, HUMAN29720	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004139	HUMAN28858, HUMAN14285	SCHMD27028, SCHMD23843
OG0004140	HUMAN11430, HUMAN11431, HUMAN11429, HUMAN11428	SCHMD01399
OG0004142	HUMAN14999	SCHMD08558
OG0004144	HUMAN20558, HUMAN21379	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	HUMAN08310, HUMAN18750	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	HUMAN21565	SCHMD09010
OG0004148	HUMAN12377	SCHMD06808
OG0004150	HUMAN20665	SCHMD25175
OG0004150	HUMAN20664	SCHMD13649
OG0004153	HUMAN24084, HUMAN24083	SCHMD07819, SCHMD03631
OG0004154	HUMAN16602	SCHMD06235
OG0004157	HUMAN29821	SCHMD05878
OG0004158	HUMAN17542, HUMAN27299	SCHMD07419
OG0004161	HUMAN17700	SCHMD08136
OG0004164	HUMAN23813	SCHMD24669, SCHMD09145
OG0004166	HUMAN27687	SCHMD16044
OG0004167	HUMAN04739	SCHMD10205
OG0004168	HUMAN11718	SCHMD09579
OG0004169	HUMAN13644, HUMAN13645	SCHMD20780
OG0004169	HUMAN13646	SCHMD18223
OG0004171	HUMAN15518	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	HUMAN22859, HUMAN22860	SCHMD15010
OG0004178	HUMAN30555, HUMAN30556	SCHMD09644, SCHMD15102
OG0004179	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169	SCHMD00790
OG0004181	HUMAN22409	SCHMD09842
OG0004186	HUMAN08997, HUMAN08995	SCHMD22129
OG0004188	HUMAN08423, HUMAN08422	SCHMD11027
OG0004190	HUMAN12136	SCHMD02151, SCHMD21121
OG0004190	HUMAN12137	SCHMD26044, SCHMD02152, SCHMD02153
OG0004198	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752	SCHMD18242
OG0004215	HUMAN12295, HUMAN12294, HUMAN12293	SCHMD23456, SCHMD09930
OG0004216	HUMAN20287	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004216	HUMAN20288	SCHMD29402
OG0004217	HUMAN22836	SCHMD15443
OG0004219	HUMAN17843, HUMAN17842	SCHMD02021
OG0004220	HUMAN28630	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	HUMAN08455	SCHMD02604
OG0004223	HUMAN05025, HUMAN05023	SCHMD04451
OG0004227	HUMAN00825	SCHMD11794, SCHMD14206
OG0004228	HUMAN27429	SCHMD22945
OG0004229	HUMAN03153	SCHMD20367, SCHMD19492
OG0004230	HUMAN05581	SCHMD12329, SCHMD13516
OG0004231	HUMAN13253	SCHMD18343, SCHMD20951
OG0004232	HUMAN22434	SCHMD02245
OG0004233	HUMAN00119	SCHMD23521
OG0004235	HUMAN12116, HUMAN12117	SCHMD00900
OG0004236	HUMAN16992	SCHMD13419, SCHMD19318
OG0004239	HUMAN18995	SCHMD04162
OG0004240	HUMAN18710	SCHMD15203, SCHMD12624
OG0004241	HUMAN07668	SCHMD20634, SCHMD15365
OG0004243	HUMAN12837	SCHMD02806
OG0004244	HUMAN21470, HUMAN21469	SCHMD04165
OG0004247	HUMAN05733	SCHMD10596
OG0004249	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	HUMAN08579, HUMAN08578	SCHMD12623
OG0004251	HUMAN01265	SCHMD08633
OG0004252	HUMAN25401, HUMAN25402, HUMAN25400	SCHMD02811
OG0004253	HUMAN26337	SCHMD09205
OG0004254	HUMAN27698	SCHMD07480
OG0004255	HUMAN20924	SCHMD00865
OG0004257	HUMAN17628	SCHMD08129
OG0004258	HUMAN19337	SCHMD13120, SCHMD23840
OG0004258	HUMAN19336, HUMAN19590	SCHMD13122
OG0004259	HUMAN09749	SCHMD18232
OG0004260	HUMAN09461, HUMAN09462	SCHMD23376
OG0004261	HUMAN13774	SCHMD16623
OG0004262	HUMAN08768, HUMAN08767, HUMAN08769	SCHMD16537
OG0004263	HUMAN17547	SCHMD09819, SCHMD22299, SCHMD18530
OG0004265	HUMAN01336	SCHMD14398
OG0004268	HUMAN15200, HUMAN15199, HUMAN15201	SCHMD24258, SCHMD19847
OG0004269	HUMAN03613	SCHMD06048
OG0004270	HUMAN01652	SCHMD06231
OG0004273	HUMAN12115, HUMAN12114	SCHMD15470
OG0004276	HUMAN28195	SCHMD07052
OG0004278	HUMAN28639	SCHMD07808
OG0004279	HUMAN28927	SCHMD09109
OG0004281	HUMAN21314	SCHMD15072
OG0004285	HUMAN24318, HUMAN24317, HUMAN24319	SCHMD08317, SCHMD00052
OG0004287	HUMAN08350	SCHMD02791
OG0004288	HUMAN23255	SCHMD04750
OG0004289	HUMAN08406	SCHMD10655
OG0004291	HUMAN02664	SCHMD11768, SCHMD11769
OG0004292	HUMAN18016, HUMAN18018, HUMAN18017, HUMAN18019	SCHMD02072
OG0004294	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310	SCHMD06402
OG0004295	HUMAN14256	SCHMD05169
OG0004296	HUMAN22583, HUMAN22582	SCHMD13298
OG0004297	HUMAN24896	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004297	HUMAN24895	SCHMD25856, SCHMD13808
OG0004299	HUMAN22962	SCHMD15087, SCHMD15086
OG0004301	HUMAN04644	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	HUMAN23334	SCHMD10637, SCHMD22462
OG0004303	HUMAN18308	SCHMD17944, SCHMD18972
OG0004304	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401	SCHMD17338
OG0004305	HUMAN14141	SCHMD05525
OG0004307	HUMAN13513	SCHMD20615
OG0004308	HUMAN30057	SCHMD08570
OG0004309	HUMAN03042	SCHMD11977, SCHMD17117
OG0004310	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095	SCHMD15088
OG0004312	HUMAN01959	SCHMD10505
OG0004316	HUMAN26704, HUMAN21828	SCHMD07217
OG0004317	HUMAN07353	SCHMD03544
OG0004318	HUMAN13522	SCHMD07900
OG0004319	HUMAN04164	SCHMD02039, SCHMD00640
OG0004321	HUMAN03148	SCHMD00773, SCHMD22413
OG0004322	HUMAN24558	SCHMD06269, SCHMD13954
OG0004324	HUMAN19248	SCHMD07700
OG0004327	HUMAN05117, HUMAN05116	SCHMD11268
OG0004328	HUMAN18966, HUMAN18965	SCHMD18966, SCHMD09751
OG0004330	HUMAN08424	SCHMD03763
OG0004331	HUMAN08295	SCHMD28298, SCHMD09132
OG0004332	HUMAN05580	SCHMD00454
OG0004334	HUMAN00978	SCHMD10101
OG0004335	HUMAN22919	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	HUMAN05208	SCHMD11859, SCHMD21650, SCHMD20028
OG0004341	HUMAN13186, HUMAN13190	SCHMD09660, SCHMD01095
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232	SCHMD12044
