Orthogroup	HUMAN	CAPO3
OG0002368	HUMAN08785, HUMAN08788, HUMAN16937, HUMAN08786, HUMAN08787	CAPO301447
OG0002369	HUMAN08931	CAPO301279
OG0002370	HUMAN16385	CAPO303015
OG0002371	HUMAN02548, HUMAN08900	CAPO304426
OG0002372	HUMAN10836, HUMAN10835	CAPO303540
OG0002373	HUMAN09022, HUMAN09023, HUMAN25099, HUMAN25100	CAPO306145
OG0002373	HUMAN09024	CAPO306206
OG0002374	HUMAN13712, HUMAN13711, HUMAN19212	CAPO302309
OG0002375	HUMAN26013	CAPO305178, CAPO300285
OG0002376	HUMAN08832, HUMAN04793, HUMAN04794	CAPO304863
OG0002377	HUMAN16997, HUMAN29697, HUMAN08799	CAPO301847
OG0002379	HUMAN21651, HUMAN11813, HUMAN11812	CAPO301214
OG0002379	HUMAN14399	CAPO307312
OG0002383	HUMAN05663	CAPO302731
OG0002384	HUMAN29809, HUMAN29808, HUMAN12433, HUMAN12383, HUMAN02993, HUMAN02999, HUMAN06786, HUMAN06787	CAPO305065
OG0002396	HUMAN04896, HUMAN17031	CAPO302410
OG0002398	HUMAN30259, HUMAN30258, HUMAN17416, HUMAN27452	CAPO306938
OG0002405	HUMAN27479, HUMAN07489, HUMAN29973	CAPO308161
OG0002406	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708, HUMAN11342, HUMAN11345, HUMAN11346	CAPO304138
OG0002407	HUMAN30305, HUMAN03387	CAPO301366
OG0002409	HUMAN30558, HUMAN02835	CAPO301533
OG0002410	HUMAN19269, HUMAN19268	CAPO305170
OG0002411	HUMAN01621, HUMAN09554, HUMAN01620	CAPO305052
OG0002413	HUMAN14693, HUMAN14692	CAPO307797
OG0002414	HUMAN13805, HUMAN19247	CAPO304631
OG0002415	HUMAN03247	CAPO304905
OG0002418	HUMAN07184, HUMAN05898	CAPO303802
OG0002419	HUMAN10282, HUMAN10283	CAPO303825
OG0002421	HUMAN11189, HUMAN11188	CAPO305365
OG0002422	HUMAN30114, HUMAN03138	CAPO302014
OG0002425	HUMAN00384, HUMAN00382, HUMAN00383	CAPO304491
OG0002426	HUMAN25972, HUMAN15924, HUMAN25971, HUMAN20163	CAPO303294
OG0002429	HUMAN11474, HUMAN19001	CAPO305260
OG0002433	HUMAN13299, HUMAN13300	CAPO302444
OG0002435	HUMAN28995, HUMAN28997, HUMAN28998	CAPO304613
OG0002436	HUMAN20017, HUMAN20016, HUMAN20015, HUMAN26419	CAPO307054
OG0002437	HUMAN29423	CAPO303352
OG0002439	HUMAN02864	CAPO302565
OG0002441	HUMAN30009	CAPO304429
OG0002442	HUMAN11990, HUMAN16430, HUMAN19185	CAPO300535
OG0002443	HUMAN06724, HUMAN06723	CAPO301424
OG0002445	HUMAN00497	CAPO304782
OG0002446	HUMAN20216, HUMAN20215	CAPO303707
OG0002448	HUMAN03308	CAPO308204
OG0002453	HUMAN05698, HUMAN05699	CAPO305834
OG0002454	HUMAN26457, HUMAN07300, HUMAN26455, HUMAN26456	CAPO305157
OG0002466	HUMAN15905, HUMAN15904, HUMAN15903, HUMAN09335, HUMAN02254, HUMAN09333, HUMAN09329, HUMAN09332, HUMAN09334	CAPO305593
OG0002467	HUMAN00486, HUMAN28100, HUMAN16607	CAPO302869
OG0002476	HUMAN25139, HUMAN11340, HUMAN11341	CAPO307617
OG0002484	HUMAN22078, HUMAN22079, HUMAN22077	CAPO305360
OG0002486	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599	CAPO303598
OG0002489	HUMAN03673, HUMAN03674, HUMAN03675, HUMAN18641	CAPO304231
OG0002490	HUMAN30506, HUMAN26817, HUMAN26816, HUMAN26815	CAPO307409, CAPO300849
OG0002492	HUMAN18352, HUMAN18351	CAPO305743
OG0002494	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785	CAPO307620
OG0002495	HUMAN17937	CAPO306559
OG0002496	HUMAN28683, HUMAN28684, HUMAN10156	CAPO300997
OG0002497	HUMAN12673, HUMAN20584	CAPO301629
OG0002499	HUMAN00044	CAPO308309
OG0002500	HUMAN10791	CAPO305159
OG0002501	HUMAN13100, HUMAN13102, HUMAN13101	CAPO305150
OG0002503	HUMAN24375, HUMAN24374	CAPO301024
OG0002505	HUMAN26605	CAPO302692
OG0002506	HUMAN08683, HUMAN08684, HUMAN02496	CAPO301029
OG0002507	HUMAN28896, HUMAN01305, HUMAN28924	CAPO303215
OG0002509	HUMAN03306	CAPO305905, CAPO306732
OG0002510	HUMAN05353	CAPO305793
OG0002511	HUMAN26058, HUMAN26057, HUMAN18058	CAPO303146
OG0002516	HUMAN05465, HUMAN05466, HUMAN05464	CAPO307569
OG0002518	HUMAN00380	CAPO304200
OG0002519	HUMAN24014, HUMAN07755	CAPO302874
OG0002523	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158	CAPO301008
OG0002525	HUMAN25695, HUMAN21372	CAPO300787
OG0002526	HUMAN16770, HUMAN16769	CAPO303145
OG0002527	HUMAN02229, HUMAN29157	CAPO306066
OG0002528	HUMAN23868	CAPO301891
OG0002529	HUMAN18399, HUMAN05153, HUMAN05156	CAPO301231, CAPO301232
OG0002531	HUMAN02680, HUMAN08403, HUMAN08404, HUMAN04814, HUMAN04815	CAPO304673
OG0002532	HUMAN13392	CAPO307265
OG0002533	HUMAN11744	CAPO302353
OG0002534	HUMAN09818, HUMAN28633	CAPO302248
OG0002539	HUMAN04359, HUMAN20308	CAPO305908
OG0002542	HUMAN02954, HUMAN12501, HUMAN06676	CAPO300062
OG0002543	HUMAN19881	CAPO306889, CAPO301493
OG0002548	HUMAN09003, HUMAN15556, HUMAN02706	CAPO303502
OG0002555	HUMAN08456, HUMAN02670, HUMAN02671	CAPO301095
OG0002556	HUMAN29549, HUMAN29548	CAPO306661
OG0002557	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143	CAPO302757
OG0002558	HUMAN02583, HUMAN08611, HUMAN08610	CAPO301820
OG0002559	HUMAN24273, HUMAN24274, HUMAN28697, HUMAN28696	CAPO306363
OG0002561	HUMAN04664, HUMAN04663	CAPO306761
OG0002562	HUMAN14234, HUMAN14233	CAPO305283
OG0002563	HUMAN05152, HUMAN05151, HUMAN05150, HUMAN05149	CAPO307417
OG0002564	HUMAN13229, HUMAN13228, HUMAN25943	CAPO307297
OG0002565	HUMAN00212, HUMAN21579	CAPO302611
OG0002566	HUMAN22073, HUMAN22074	CAPO303827
OG0002567	HUMAN20913	CAPO304319
OG0002569	HUMAN19564, HUMAN05641	CAPO306658
OG0002570	HUMAN18921, HUMAN18922, HUMAN18920, HUMAN18918	CAPO307215
OG0002574	HUMAN16956, HUMAN08751, HUMAN08750, HUMAN16955	CAPO307488
OG0002578	HUMAN00692, HUMAN29352, HUMAN29348	CAPO301504
OG0002587	HUMAN19157, HUMAN14124, HUMAN11248, HUMAN19158	CAPO300512
OG0002589	HUMAN22847, HUMAN22848	CAPO302447
OG0002592	HUMAN17364, HUMAN17363	CAPO300278
OG0002594	HUMAN11372, HUMAN08170, HUMAN11373	CAPO304177
OG0002598	HUMAN01102, HUMAN01103, HUMAN28755	CAPO300566
OG0002599	HUMAN02429	CAPO303706
OG0002600	HUMAN14759, HUMAN14758	CAPO305861
OG0002601	HUMAN18780	CAPO300675
OG0002602	HUMAN13365, HUMAN13362, HUMAN10244, HUMAN10241, HUMAN10243	CAPO303637
OG0002605	HUMAN01301	CAPO303522
OG0002608	HUMAN06843, HUMAN03969	CAPO303192
OG0002609	HUMAN01607, HUMAN23225, HUMAN23226	CAPO304999
OG0002610	HUMAN10997, HUMAN28410	CAPO307043
OG0002611	HUMAN02802, HUMAN02803, HUMAN02801, HUMAN06400, HUMAN06401	CAPO302425
OG0002617	HUMAN23924	CAPO307606
OG0002618	HUMAN13257, HUMAN13256	CAPO307902
OG0002620	HUMAN29212, HUMAN01335	CAPO300598
OG0002624	HUMAN23301, HUMAN18420, HUMAN28386, HUMAN28385	CAPO307642
OG0002630	HUMAN27917	CAPO300618
OG0002631	HUMAN07483	CAPO302228
OG0002632	HUMAN09952, HUMAN23528, HUMAN09954	CAPO301605
OG0002633	HUMAN16875, HUMAN08371	CAPO301845
OG0002633	HUMAN08372	CAPO305887, CAPO307352, CAPO300298, CAPO304676, CAPO305300, CAPO307166
OG0002634	HUMAN09415, HUMAN09416, HUMAN09414	CAPO303763
OG0002636	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275	CAPO302443
OG0002638	HUMAN01787, HUMAN01789, HUMAN01788	CAPO301720
OG0002642	HUMAN17220, HUMAN17221	CAPO302887
OG0002643	HUMAN20604	CAPO305403
OG0002644	HUMAN29591, HUMAN29590, HUMAN30338	CAPO300686
OG0002645	HUMAN29930, HUMAN29929	CAPO302012
OG0002646	HUMAN27004, HUMAN27005	CAPO300302
OG0002651	HUMAN02517	CAPO307502
OG0002652	HUMAN11375	CAPO305413
OG0002656	HUMAN13128, HUMAN26931, HUMAN26932, HUMAN26934, HUMAN17858	CAPO301386
OG0002657	HUMAN20563, HUMAN06618, HUMAN18022	CAPO301921
OG0002659	HUMAN16666, HUMAN16665	CAPO302308
OG0002661	HUMAN04404, HUMAN20052, HUMAN20051	CAPO300165
OG0002662	HUMAN10335, HUMAN13304, HUMAN20097, HUMAN10336	CAPO307949
OG0002663	HUMAN05387, HUMAN21645	CAPO308163
OG0002665	HUMAN07139, HUMAN04995	CAPO307055
OG0002666	HUMAN10480, HUMAN10479	CAPO308350
OG0002668	HUMAN11506, HUMAN21494	CAPO301754
OG0002669	HUMAN15599, HUMAN15608, HUMAN15609, HUMAN15610	CAPO301762
OG0002672	HUMAN28364, HUMAN16765	CAPO307527
OG0002677	HUMAN13550, HUMAN13549	CAPO303005
OG0002682	HUMAN01000	CAPO301064
OG0002682	HUMAN26025, HUMAN26027, HUMAN26026	CAPO300171
OG0002705	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292, HUMAN23419	CAPO303959
OG0002706	HUMAN10611, HUMAN10613, HUMAN10612	CAPO306125
OG0002708	HUMAN25380	CAPO306708
OG0002710	HUMAN14340, HUMAN14339, HUMAN09798, HUMAN14342	CAPO301641
OG0002713	HUMAN05228	CAPO306909
OG0002715	HUMAN21069	CAPO303783
OG0002716	HUMAN25959, HUMAN25960	CAPO302306
OG0002717	HUMAN23809, HUMAN30267, HUMAN23808, HUMAN30266	CAPO307873
OG0002718	HUMAN00242	CAPO306705
OG0002720	HUMAN18873	CAPO304077
OG0002722	HUMAN08443	CAPO300697
OG0002726	HUMAN22818, HUMAN03294	CAPO303092
OG0002728	HUMAN12474, HUMAN12475	CAPO304582
OG0002730	HUMAN25397, HUMAN19383	CAPO300185
OG0002731	HUMAN29258, HUMAN29259	CAPO304916
OG0002732	HUMAN03450, HUMAN22172, HUMAN22173	CAPO305751
OG0002736	HUMAN05454	CAPO302364
OG0002739	HUMAN22427	CAPO303462
OG0002740	HUMAN25260, HUMAN00797, HUMAN00798	CAPO303044
OG0002741	HUMAN09492, HUMAN23696, HUMAN14382, HUMAN01630	CAPO305001
OG0002743	HUMAN26086	CAPO305659
OG0002744	HUMAN02185, HUMAN29309	CAPO307532
OG0002745	HUMAN13551, HUMAN13554, HUMAN13552	CAPO302960
OG0002746	HUMAN15625, HUMAN15627, HUMAN15626	CAPO301404
OG0002747	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149	CAPO308121
OG0002749	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711	CAPO305516
OG0002750	HUMAN23774	CAPO305820
OG0002751	HUMAN19898	CAPO300590
OG0002752	HUMAN07518	CAPO306571
OG0002753	HUMAN20449, HUMAN26788	CAPO301419
OG0002755	HUMAN29043	CAPO303504
OG0002756	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473, HUMAN05711	CAPO302206
OG0002757	HUMAN19060, HUMAN22296	CAPO301022
OG0002758	HUMAN26372	CAPO302892, CAPO307678
OG0002760	HUMAN06968, HUMAN06969	CAPO306120
OG0002764	HUMAN00203, HUMAN21583, HUMAN21584	CAPO300451
OG0002765	HUMAN18571, HUMAN04184, HUMAN11132	CAPO307679
OG0002766	HUMAN08906, HUMAN08907	CAPO300475
OG0002767	HUMAN05408, HUMAN07551, HUMAN22340	CAPO302818
OG0002770	HUMAN27518, HUMAN24212, HUMAN27519, HUMAN24213	CAPO300723
OG0002771	HUMAN25873, HUMAN08432	CAPO307480
OG0002772	HUMAN14317, HUMAN14316	CAPO301657
OG0002773	HUMAN29570, HUMAN29569	CAPO300783
OG0002774	HUMAN14548, HUMAN09559	CAPO301900
OG0002776	HUMAN24086, HUMAN24085	CAPO300785
OG0002777	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249	CAPO303340
OG0002779	HUMAN00272	CAPO306710
OG0002780	HUMAN13335, HUMAN13336	CAPO306806
OG0002782	HUMAN04941, HUMAN17052	CAPO301842
OG0002785	HUMAN01002, HUMAN23487	CAPO300520
OG0002787	HUMAN11405, HUMAN11406, HUMAN26131	CAPO307667
OG0002788	HUMAN04344	CAPO304831
OG0002790	HUMAN05161, HUMAN05162	CAPO302263
OG0002793	HUMAN04912, HUMAN04911	CAPO305498
OG0002799	HUMAN10338	CAPO301814
OG0002814	HUMAN22724, HUMAN03269, HUMAN22722, HUMAN23887	CAPO300792
OG0002815	HUMAN00768, HUMAN25357	CAPO305247
OG0002816	HUMAN00890, HUMAN00892, HUMAN00891	CAPO300822
OG0002817	HUMAN08723, HUMAN08722	CAPO305631
OG0002818	HUMAN10886, HUMAN02885	CAPO300344
OG0002821	HUMAN15011	CAPO300805, CAPO300806
OG0002822	HUMAN25950, HUMAN13533	CAPO300505
OG0002824	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716	CAPO304804
OG0002825	HUMAN06784, HUMAN06785	CAPO303958
OG0002826	HUMAN18765, HUMAN15887	CAPO305161
OG0002827	HUMAN25478, HUMAN30650, HUMAN25479	CAPO302357
OG0002828	HUMAN05585	CAPO302033
OG0002831	HUMAN27007, HUMAN27006	CAPO303454
OG0002833	HUMAN10332	CAPO302961
OG0002835	HUMAN00763, HUMAN25369	CAPO306542
OG0002836	HUMAN00315, HUMAN18388, HUMAN00314	CAPO301463
OG0002837	HUMAN07500, HUMAN22403	CAPO304096
OG0002838	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773	CAPO305478
OG0002839	HUMAN20812	CAPO302420
OG0002841	HUMAN26964	CAPO302293
OG0002842	HUMAN27767, HUMAN27768	CAPO300353
OG0002843	HUMAN07115, HUMAN07114, HUMAN07116	CAPO300339
OG0002844	HUMAN20872, HUMAN20871	CAPO306381, CAPO305443
OG0002845	HUMAN09735	CAPO305717
OG0002847	HUMAN07253	CAPO307024
OG0002848	HUMAN24487	CAPO306888
OG0002850	HUMAN00049, HUMAN21706, HUMAN00050, HUMAN00051	CAPO305439
OG0002851	HUMAN19430, HUMAN25764	CAPO304239
OG0002858	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174	CAPO302020
OG0002860	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175	CAPO304305
OG0002864	HUMAN14277	CAPO303008
OG0002864	HUMAN14276, HUMAN12823, HUMAN09490	CAPO303007
OG0002865	HUMAN28403	CAPO302058
OG0002866	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626	CAPO307089
OG0002868	HUMAN00784, HUMAN23304	CAPO307730
OG0002870	HUMAN25356	CAPO303935
OG0002873	HUMAN10502	CAPO302439
OG0002875	HUMAN02510, HUMAN08692, HUMAN08694	CAPO302434
OG0002876	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758	CAPO302622
OG0002877	HUMAN14970	CAPO303139
OG0002878	HUMAN11292	CAPO304014
OG0002883	HUMAN03205	CAPO300600
OG0002884	HUMAN25023, HUMAN20289	CAPO306804
OG0002888	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024	CAPO302979
OG0002890	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547	CAPO307147
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	CAPO305115
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	CAPO307506
OG0002895	HUMAN05785, HUMAN02351	CAPO306767, CAPO303745
OG0002896	HUMAN17455, HUMAN21544	CAPO301218
OG0002897	HUMAN17714	CAPO306671
OG0002899	HUMAN05885, HUMAN21832	CAPO306014
OG0002900	HUMAN10029, HUMAN01530	CAPO303795
OG0002902	HUMAN10680, HUMAN10681, HUMAN10682	CAPO300125
OG0002907	HUMAN23627, HUMAN10077	CAPO303347
OG0002909	HUMAN20938, HUMAN26836, HUMAN26837	CAPO302801
OG0002911	HUMAN03713, HUMAN03712, HUMAN27704	CAPO306312
OG0002913	HUMAN02967, HUMAN02966, HUMAN30354	CAPO307505
OG0002914	HUMAN06127, HUMAN06128	CAPO304158
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	CAPO307623
OG0002916	HUMAN14289, HUMAN23418	CAPO307991
OG0002917	HUMAN18334	CAPO304597
OG0002921	HUMAN10838, HUMAN10837	CAPO307445
OG0002922	HUMAN03714, HUMAN27706, HUMAN27705	CAPO305731
OG0002923	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862	CAPO307207
OG0002926	HUMAN23488, HUMAN15077	CAPO301908
OG0002927	HUMAN28958, HUMAN28957	CAPO307647
OG0002931	HUMAN26901, HUMAN21062, HUMAN08829	CAPO300557
OG0002944	HUMAN25196, HUMAN22813, HUMAN27905	CAPO306630
OG0002945	HUMAN13182	CAPO307786
OG0002946	HUMAN13499	CAPO302209
OG0002947	HUMAN24582	CAPO306510
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	CAPO303072
OG0002949	HUMAN16285, HUMAN16286	CAPO305527, CAPO304499
OG0002950	HUMAN12148, HUMAN12147	CAPO302322
OG0002952	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129	CAPO304062, CAPO304063
OG0002953	HUMAN20502, HUMAN20503	CAPO305937
OG0002954	HUMAN04343, HUMAN07071	CAPO303510
OG0002955	HUMAN08814	CAPO305617
OG0002957	HUMAN07640, HUMAN07639	CAPO303846
OG0002959	HUMAN02575, HUMAN08717	CAPO305557
OG0002960	HUMAN24799, HUMAN24800, HUMAN24798	CAPO301301
OG0002961	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641	CAPO306313
OG0002962	HUMAN13396, HUMAN10441	CAPO302937
OG0002965	HUMAN03579	CAPO304902
OG0002968	HUMAN00733	CAPO306161
OG0002969	HUMAN12532	CAPO301408
OG0002973	HUMAN20383, HUMAN21067, HUMAN20382, HUMAN21068	CAPO301405
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	CAPO300358
OG0002976	HUMAN23538	CAPO304649
OG0002977	HUMAN12250	CAPO306762
OG0002979	HUMAN25788, HUMAN29730, HUMAN29729, HUMAN25789, HUMAN25790	CAPO300623
OG0002981	HUMAN02146	CAPO305421
OG0002982	HUMAN03720, HUMAN03721	CAPO306469
OG0002983	HUMAN25834, HUMAN02094	CAPO302346
OG0002985	HUMAN10424	CAPO300589
OG0002987	HUMAN26273, HUMAN24326	CAPO306603
OG0002988	HUMAN19631, HUMAN19632, HUMAN19630	CAPO300003
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	CAPO304869
OG0002991	HUMAN03582	CAPO300778
OG0002992	HUMAN27319, HUMAN27320, HUMAN06343, HUMAN06339	CAPO307180
OG0002994	HUMAN24550	CAPO307303
OG0002997	HUMAN00852	CAPO307685
OG0002998	HUMAN07028, HUMAN07029, HUMAN21010	CAPO302958
OG0003001	HUMAN17856, HUMAN17855, HUMAN20696, HUMAN20697, HUMAN20695, HUMAN17854	CAPO302423
OG0003002	HUMAN18280, HUMAN18279	CAPO304848
OG0003004	HUMAN16853, HUMAN15812	CAPO304489
OG0003005	HUMAN25078	CAPO302452, CAPO300516
OG0003006	HUMAN10234, HUMAN10235	CAPO302605
OG0003010	HUMAN03814	CAPO303642
OG0003012	HUMAN21461	CAPO302272
OG0003014	HUMAN27437	CAPO304419
OG0003016	HUMAN22317, HUMAN22316, HUMAN05184	CAPO301025
OG0003017	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074	CAPO303755
OG0003018	HUMAN03994	CAPO301697
OG0003019	HUMAN16722	CAPO302687
OG0003022	HUMAN21669, HUMAN30014	CAPO308155
OG0003024	HUMAN02731	CAPO300933
OG0003025	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190	CAPO306077
OG0003026	HUMAN13454	CAPO304742
OG0003027	HUMAN12410, HUMAN10065	CAPO302145
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	CAPO307794
OG0003029	HUMAN14110	CAPO301992
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	CAPO304737
OG0003033	HUMAN21249, HUMAN21248	CAPO300181
OG0003034	HUMAN22892, HUMAN05432	CAPO300214, CAPO307271
OG0003037	HUMAN07328	CAPO305626
OG0003038	HUMAN19517, HUMAN15534	CAPO300861
OG0003041	HUMAN28108	CAPO306033
OG0003042	HUMAN17848, HUMAN17847	CAPO301480
OG0003043	HUMAN11992	CAPO304921
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	CAPO300082
OG0003046	HUMAN11214, HUMAN23145	CAPO302851
OG0003048	HUMAN14031, HUMAN14032	CAPO300169
OG0003049	HUMAN28913, HUMAN01126	CAPO300501, CAPO307086, CAPO305726
OG0003053	HUMAN29024, HUMAN29025	CAPO305034
OG0003054	HUMAN07888, HUMAN07887	CAPO305605
OG0003055	HUMAN14798	CAPO307832
OG0003056	HUMAN19464, HUMAN19465, HUMAN18715	CAPO300334
OG0003058	HUMAN25573, HUMAN13691, HUMAN18992, HUMAN18993	CAPO305219
OG0003059	HUMAN17041	CAPO307928
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857	CAPO300265
OG0003063	HUMAN07039	CAPO306091
OG0003064	HUMAN14490	CAPO303600
OG0003065	HUMAN15663, HUMAN15662	CAPO305486
OG0003067	HUMAN18654, HUMAN27679	CAPO301062
OG0003071	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216	CAPO303765
OG0003072	HUMAN01387, HUMAN26957	CAPO300719
OG0003073	HUMAN13091	CAPO300571
OG0003074	HUMAN19155, HUMAN13753	CAPO305232
OG0003079	HUMAN28617, HUMAN14136	CAPO303732
OG0003103	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562	CAPO300058
OG0003104	HUMAN29466, HUMAN29467, HUMAN02051	CAPO300208
OG0003106	HUMAN09821	CAPO300222
OG0003107	HUMAN11467, HUMAN11466	CAPO305408
OG0003108	HUMAN06800, HUMAN06805	CAPO307100
OG0003110	HUMAN28424	CAPO302380
OG0003111	HUMAN14710	CAPO305398
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	CAPO305044
OG0003113	HUMAN16708	CAPO303380
OG0003114	HUMAN04985, HUMAN04984	CAPO305811
OG0003115	HUMAN09938, HUMAN13968, HUMAN09937, HUMAN13967, HUMAN01842, HUMAN14224	CAPO305328
OG0003116	HUMAN22981	CAPO304220
OG0003119	HUMAN21319	CAPO301756
OG0003120	HUMAN03127	CAPO301313
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	CAPO300078
OG0003122	HUMAN08549, HUMAN26906	CAPO305152
OG0003124	HUMAN07397	CAPO307110
OG0003125	HUMAN01967, HUMAN01966, HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	CAPO308199
OG0003126	HUMAN28486	CAPO302418
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	CAPO300639
OG0003130	HUMAN13118, HUMAN13117	CAPO308112
OG0003131	HUMAN07183	CAPO301104
OG0003135	HUMAN15787	CAPO304970
OG0003136	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835	CAPO303233
OG0003138	HUMAN18543, HUMAN18544, HUMAN18545, HUMAN18546	CAPO307798
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	CAPO300915
OG0003144	HUMAN17201, HUMAN19445	CAPO304802
OG0003145	HUMAN01270	CAPO301669
OG0003146	HUMAN16762, HUMAN28091, HUMAN16761	CAPO304953
OG0003147	HUMAN17255	CAPO305754
OG0003149	HUMAN01810	CAPO303321
OG0003150	HUMAN07682, HUMAN07681, HUMAN30374, HUMAN07680	CAPO304553
OG0003151	HUMAN27968, HUMAN18869, HUMAN08206	CAPO302311
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	CAPO306395
OG0003153	HUMAN19216, HUMAN19215	CAPO305242
OG0003154	HUMAN01026	CAPO308152
OG0003157	HUMAN05273, HUMAN05272	CAPO300659
OG0003158	HUMAN18128, HUMAN03028, HUMAN18129	CAPO304754
OG0003159	HUMAN27504, HUMAN03044	CAPO307514
OG0003160	HUMAN03497	CAPO305734
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	CAPO307952, CAPO307190, CAPO305141
OG0003162	HUMAN08502, HUMAN18293	CAPO303406
OG0003163	HUMAN09880	CAPO304744
OG0003163	HUMAN09879, HUMAN14441	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	HUMAN30072, HUMAN27461	CAPO302879
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	CAPO302597
OG0003166	HUMAN07796, HUMAN07794, HUMAN07795	CAPO306562
OG0003169	HUMAN17978	CAPO302137
OG0003172	HUMAN01490	CAPO306984
OG0003174	HUMAN23922, HUMAN23921, HUMAN23923	CAPO306817
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	CAPO306274
OG0003176	HUMAN11334	CAPO307890
OG0003177	HUMAN22137	CAPO305441
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	CAPO303283
OG0003179	HUMAN22541	CAPO300801
OG0003181	HUMAN12376	CAPO304354
OG0003182	HUMAN08117, HUMAN08118	CAPO308003
OG0003184	HUMAN24341, HUMAN22777	CAPO303123
OG0003185	HUMAN04155, HUMAN04154, HUMAN06198	CAPO301951
OG0003187	HUMAN14927	CAPO303479
OG0003189	HUMAN19512, HUMAN19511	CAPO303157
OG0003190	HUMAN23026	CAPO303910
OG0003191	HUMAN06605	CAPO306279
OG0003192	HUMAN18075, HUMAN20801	CAPO301014
OG0003193	HUMAN07624	CAPO301211
OG0003196	HUMAN10464	CAPO301946
OG0003196	HUMAN10463, HUMAN10462	CAPO306231
OG0003197	HUMAN17603	CAPO307855
OG0003199	HUMAN30572	CAPO305890
OG0003200	HUMAN27357	CAPO301026
OG0003202	HUMAN05056, HUMAN05057, HUMAN22610	CAPO307016
OG0003203	HUMAN20643, HUMAN12521	CAPO305085
OG0003206	HUMAN10329, HUMAN10330	CAPO306250
OG0003207	HUMAN20855, HUMAN26777	CAPO301521
OG0003210	HUMAN29324, HUMAN02072	CAPO303247
OG0003211	HUMAN20350, HUMAN20349	CAPO307771
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	CAPO300076
OG0003214	HUMAN06365, HUMAN17740	CAPO305438
OG0003215	HUMAN02681, HUMAN08405	CAPO305646
OG0003217	HUMAN14937, HUMAN29000	CAPO304366
OG0003218	HUMAN30583	CAPO308113
OG0003219	HUMAN22950, HUMAN22949	CAPO306660
OG0003220	HUMAN29636, HUMAN00810	CAPO304799
