Orthogroup	BRALA	XENTR
OG0000104	BRALA20458, BRALA20457	XENTR02594, XENTR10789, XENTR16122
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	XENTR16525, XENTR07760, XENTR12554, XENTR12553, XENTR12551, XENTR12552, XENTR12555
OG0000106	BRALA17617	XENTR07802
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	XENTR05910, XENTR12158, XENTR05297
OG0000107	BRALA29902	XENTR19238
OG0000107	BRALA06432	XENTR19248
OG0000107	BRALA06444	XENTR16492
OG0000107	BRALA25263	XENTR07772
OG0000108	BRALA10855	XENTR06931, XENTR12385, XENTR06227
OG0000110	BRALA16587	XENTR04384, XENTR09458
OG0000111	BRALA29475, BRALA06649, BRALA13382	XENTR01487, XENTR04814, XENTR07587
OG0000111	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341	XENTR06674, XENTR09084
OG0000111	BRALA16169, BRALA10270	XENTR13395
OG0000113	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149	XENTR00307
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055
OG0000116	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197	XENTR15162
OG0000117	BRALA32508, BRALA05492	XENTR11526
OG0000117	BRALA19489	XENTR09867
OG0000119	BRALA06707, BRALA09190	XENTR05393, XENTR05242, XENTR06871
OG0000119	BRALA09113, BRALA09057, BRALA09056	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933
OG0000119	BRALA14028, BRALA14029	XENTR01125, XENTR14071
OG0000120	BRALA18993	XENTR05369
OG0000121	BRALA03924, BRALA20434, BRALA03923	XENTR04902, XENTR18080
OG0000121	BRALA02169	XENTR08396, XENTR08397
OG0000122	BRALA04629	XENTR06907, XENTR17281
OG0000123	BRALA16281	XENTR09572, XENTR12457, XENTR17140
OG0000123	BRALA11475	XENTR02182
OG0000123	BRALA11471	XENTR06889, XENTR13577
OG0000123	BRALA22355	XENTR10906
OG0000124	BRALA05628	XENTR09248, XENTR09249
OG0000124	BRALA26268	XENTR12958, XENTR01638
OG0000124	BRALA23466	XENTR13084, XENTR11997
OG0000125	BRALA07049	XENTR14097, XENTR01739
OG0000125	BRALA11353	XENTR01735, XENTR14091, XENTR08560
OG0000125	BRALA11356	XENTR01738, XENTR14098
OG0000125	BRALA08896	XENTR07410
OG0000126	BRALA11509	XENTR03459, XENTR13788, XENTR00416
OG0000126	BRALA11885	XENTR14632, XENTR03466
OG0000126	BRALA21733	XENTR05061, XENTR11942, XENTR13975, XENTR08532
OG0000127	BRALA35668, BRALA34921	XENTR02720, XENTR03441, XENTR09025
OG0000127	BRALA06066	XENTR10923, XENTR12718
OG0000127	BRALA17083	XENTR18212
OG0000127	BRALA16654	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893
OG0000127	BRALA06242	XENTR04784, XENTR07585
OG0000128	BRALA21885, BRALA21891, BRALA03636	XENTR09496, XENTR10668
OG0000128	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136	XENTR08486, XENTR08487
OG0000128	BRALA31378	XENTR04418
OG0000129	BRALA27239	XENTR14286
OG0000129	BRALA31934, BRALA31933, BRALA13415, BRALA13416	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673
OG0000129	BRALA11658	XENTR14278, XENTR11921, XENTR18992, XENTR15519
OG0000129	BRALA27240	XENTR06232
OG0000130	BRALA07214	XENTR04860
OG0000130	BRALA03425	XENTR04495, XENTR07613
OG0000130	BRALA21438	XENTR03572
OG0000130	BRALA22517	XENTR09287, XENTR09286, XENTR18945, XENTR04945, XENTR12880, XENTR09655, XENTR07979
OG0000130	BRALA05250, BRALA05249, BRALA22519, BRALA22518	XENTR07151, XENTR03234, XENTR02051
OG0000130	BRALA06672, BRALA27303	XENTR08843, XENTR10120
OG0000131	BRALA24562	XENTR10944
OG0000131	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869	XENTR15258, XENTR16765, XENTR18163, XENTR17692, XENTR17693, XENTR17694, XENTR15254, XENTR03272
OG0000132	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255
OG0000132	BRALA11245	XENTR04795
OG0000136	BRALA07227	XENTR15528, XENTR11845
OG0000137	BRALA21689, BRALA16648	XENTR10738, XENTR07993, XENTR07994
OG0000137	BRALA28974, BRALA04537	XENTR04900
OG0000137	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017	XENTR11062, XENTR17418
OG0000137	BRALA25430, BRALA25424, BRALA35631, BRALA30028	XENTR10667
OG0000140	BRALA12985	XENTR07662
OG0000140	BRALA29786, BRALA10378, BRALA12987, BRALA12988	XENTR07666, XENTR07665, XENTR08332, XENTR14015, XENTR14016, XENTR07655, XENTR08331, XENTR14014, XENTR14012, XENTR07664, XENTR07661, XENTR07660, XENTR01360, XENTR07654, XENTR07659, XENTR16593, XENTR17086, XENTR14627, XENTR14631, XENTR14629, XENTR17001, XENTR18014, XENTR07667, XENTR14010, XENTR14008, XENTR07656, XENTR00385, XENTR18191
OG0000140	BRALA12989	XENTR11484
OG0000141	BRALA24485	XENTR03452, XENTR09008
OG0000141	BRALA23794, BRALA23795	XENTR08297, XENTR02739
OG0000141	BRALA03140, BRALA03139, BRALA03141	XENTR13160
OG0000147	BRALA19565	XENTR17574
OG0000147	BRALA33037	XENTR03268, XENTR13018
OG0000147	BRALA34645	XENTR12286
OG0000147	BRALA16538	XENTR01301, XENTR12003
OG0000147	BRALA30660	XENTR00602
OG0000148	BRALA09428	XENTR10464, XENTR17112, XENTR02369, XENTR07951
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	XENTR11222, XENTR06966, XENTR07952, XENTR02368
OG0000149	BRALA04476, BRALA12518, BRALA28887	XENTR01442, XENTR00579
OG0000149	BRALA24371	XENTR04855
OG0000151	BRALA00287	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142
OG0000151	BRALA21767	XENTR06824
OG0000153	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	XENTR04393, XENTR14583, XENTR14584, XENTR14230
OG0000155	BRALA16575	XENTR13673, XENTR05745, XENTR13672
OG0000157	BRALA27057	XENTR09579, XENTR08086
OG0000157	BRALA28027	XENTR07056, XENTR07057, XENTR02846, XENTR02558
OG0000159	BRALA09776	XENTR09320, XENTR09321
OG0000159	BRALA12258	XENTR09386
OG0000159	BRALA02682	XENTR07751
OG0000160	BRALA09740	XENTR02472
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	XENTR00861, XENTR00862
OG0000162	BRALA34897	XENTR19069
OG0000162	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178	XENTR08764
OG0000163	BRALA16731, BRALA16733, BRALA16732	XENTR03897, XENTR06574
OG0000164	BRALA23092	XENTR17370
OG0000164	BRALA01615	XENTR03117, XENTR11443, XENTR03405, XENTR11930
OG0000165	BRALA31579	XENTR15301, XENTR13043
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	XENTR16873, XENTR11658, XENTR00720
OG0000165	BRALA14596	XENTR14265, XENTR04481, XENTR04329, XENTR18883, XENTR08529, XENTR02768, XENTR13290, XENTR13289, XENTR02058, XENTR02059, XENTR19075, XENTR04395, XENTR09345
OG0000167	BRALA00255	XENTR16865, XENTR16863
OG0000167	BRALA14209, BRALA17893, BRALA33074, BRALA33075	XENTR18214, XENTR04642, XENTR04643, XENTR03633, XENTR12761, XENTR09151, XENTR05471, XENTR02446, XENTR12175
OG0000168	BRALA19184	XENTR11485, XENTR09871
OG0000168	BRALA01020	XENTR11542, XENTR17377, XENTR00071, XENTR05864
OG0000168	BRALA13286, BRALA13283	XENTR04725
OG0000169	BRALA12580, BRALA14929, BRALA34193	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885
OG0000171	BRALA35313	XENTR10513, XENTR07909
OG0000171	BRALA33750	XENTR12901
OG0000171	BRALA28419	XENTR11514
OG0000171	BRALA09972, BRALA09975, BRALA34620	XENTR09537
OG0000171	BRALA11421, BRALA23749, BRALA04631	XENTR13400, XENTR13399
OG0000171	BRALA06721	XENTR05662
OG0000172	BRALA23427, BRALA05075, BRALA09367, BRALA05284	XENTR05272
OG0000172	BRALA19981	XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551
OG0000173	BRALA05388	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902
OG0000174	BRALA01909	XENTR02208, XENTR05576
OG0000174	BRALA10706, BRALA03775	XENTR05232
OG0000174	BRALA26657, BRALA29586	XENTR06550, XENTR10386
OG0000175	BRALA24671	XENTR08289, XENTR15844
OG0000175	BRALA14699, BRALA14698	XENTR03000, XENTR09335
OG0000175	BRALA21252, BRALA16465	XENTR10033
OG0000179	BRALA13816	XENTR01942
OG0000179	BRALA03686	XENTR14437
OG0000179	BRALA28779	XENTR05649
OG0000180	BRALA18757	XENTR00269
OG0000181	BRALA20263	XENTR06217, XENTR12611, XENTR02755
OG0000181	BRALA09404	XENTR06005
OG0000181	BRALA25948	XENTR17190, XENTR17189, XENTR03816
OG0000181	BRALA11436	XENTR09033, XENTR12669
OG0000182	BRALA04970	XENTR14471
OG0000183	BRALA34386	XENTR02086, XENTR13524, XENTR16217
OG0000183	BRALA30657	XENTR02643
OG0000184	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929
OG0000185	BRALA17010	XENTR06208, XENTR17890
OG0000185	BRALA20218	XENTR09757, XENTR04609
OG0000185	BRALA09638	XENTR12734
OG0000188	BRALA03655	XENTR02204, XENTR07576, XENTR05663
OG0000190	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641	XENTR07782, XENTR06828, XENTR06827, XENTR07781, XENTR06829
OG0000191	BRALA07439	XENTR10870, XENTR05167, XENTR13007
OG0000192	BRALA05274	XENTR03994, XENTR04308
OG0000192	BRALA02780	XENTR16408
OG0000192	BRALA25029	XENTR01771
OG0000193	BRALA13336, BRALA13337	XENTR18808, XENTR10186, XENTR10185, XENTR18807
OG0000193	BRALA29049	XENTR02648
OG0000194	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297	XENTR14824, XENTR18660, XENTR00280, XENTR10034
OG0000195	BRALA27202, BRALA33299, BRALA21846	XENTR11322, XENTR09909, XENTR17326
OG0000195	BRALA01750, BRALA01749, BRALA08338, BRALA22184	XENTR19159
OG0000197	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648	XENTR05307, XENTR15908
OG0000197	BRALA20671	XENTR03218, XENTR03217, XENTR15281
OG0000197	BRALA10218	XENTR12861, XENTR09625, XENTR08202, XENTR08199, XENTR08201
OG0000198	BRALA09031, BRALA09030, BRALA09029	XENTR01193, XENTR17668, XENTR11605, XENTR06767, XENTR06766, XENTR18054
OG0000200	BRALA02802, BRALA02803, BRALA02804	XENTR00252
OG0000201	BRALA11221	XENTR16600, XENTR16601, XENTR04781
OG0000201	BRALA14937	XENTR04564
OG0000201	BRALA24651	XENTR12187, XENTR00868
OG0000202	BRALA14447	XENTR06926, XENTR12390, XENTR08208
OG0000202	BRALA31830, BRALA31826	XENTR10504, XENTR02700, XENTR02277, XENTR01975, XENTR01974, XENTR01976, XENTR01977, XENTR07918, XENTR13180, XENTR02012, XENTR17556
OG0000203	BRALA06689	XENTR04908
OG0000203	BRALA14737	XENTR08192, XENTR07634
OG0000203	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399	XENTR09015, XENTR08065
OG0000204	BRALA20764	XENTR01607, XENTR04482
OG0000204	BRALA02474	XENTR04113, XENTR02352
OG0000205	BRALA21195	XENTR12959, XENTR05519
OG0000205	BRALA20306, BRALA28681	XENTR16886, XENTR01752, XENTR14923
OG0000206	BRALA25642, BRALA25645, BRALA27739, BRALA21905, BRALA08313, BRALA25643	XENTR10880, XENTR04135
OG0000206	BRALA22100	XENTR10501, XENTR13106, XENTR12355
OG0000207	BRALA03383	XENTR04496, XENTR02974
OG0000208	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389	XENTR16926, XENTR03526, XENTR09459, XENTR16011, XENTR11826, XENTR05993
OG0000210	BRALA05034	XENTR12375
OG0000210	BRALA01074, BRALA01072	XENTR19252
OG0000210	BRALA05812	XENTR04415
OG0000211	BRALA12046	XENTR02626
OG0000211	BRALA35905	XENTR00605
OG0000211	BRALA33365	XENTR03419
OG0000213	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229	XENTR03518, XENTR08248
OG0000214	BRALA25153, BRALA35333, BRALA30932, BRALA21539, BRALA30563	XENTR12264
OG0000215	BRALA09164	XENTR01627, XENTR06477
OG0000215	BRALA14093	XENTR04188
OG0000216	BRALA02500, BRALA06821	XENTR15525
OG0000218	BRALA12469	XENTR06015
OG0000219	BRALA29433, BRALA01902, BRALA15743, BRALA06121, BRALA20304, BRALA15740, BRALA09282, BRALA31956	XENTR04422, XENTR04421
OG0000220	BRALA03898	XENTR07581
OG0000220	BRALA01840, BRALA01841	XENTR15742
OG0000221	BRALA04793, BRALA07381, BRALA07380	XENTR04171, XENTR10605, XENTR06942
OG0000221	BRALA10634	XENTR10392, XENTR01755, XENTR16885
OG0000222	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286	XENTR18094, XENTR09636, XENTR09635
OG0000225	BRALA20442, BRALA20435	XENTR02888, XENTR02887, XENTR02890, XENTR02882, XENTR02884, XENTR10481, XENTR16882, XENTR02814, XENTR02816, XENTR02864, XENTR03767, XENTR05141, XENTR06741, XENTR17843, XENTR17844
OG0000226	BRALA31446, BRALA01942	XENTR11864
OG0000227	BRALA04952, BRALA04966	XENTR06938
OG0000227	BRALA04957	XENTR00522, XENTR04987
OG0000228	BRALA34100	XENTR07707, XENTR15692
OG0000229	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949	XENTR07694
OG0000230	BRALA01549	XENTR08030, XENTR08029
OG0000230	BRALA16571, BRALA16569, BRALA16568	XENTR08028, XENTR03529, XENTR06314
OG0000231	BRALA20193	XENTR12600, XENTR00418, XENTR03456, XENTR16995
OG0000231	BRALA20465	XENTR00474, XENTR12545
OG0000233	BRALA10164, BRALA10197, BRALA18422, BRALA10165	XENTR14531
OG0000234	BRALA04116	XENTR08092, XENTR06076, XENTR18346
OG0000234	BRALA02072	XENTR00774, XENTR10873
OG0000235	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556	XENTR11258
OG0000235	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385	XENTR03491, XENTR04363, XENTR04213, XENTR04161
OG0000236	BRALA19030	XENTR08003
OG0000238	BRALA11216, BRALA11218, BRALA11219, BRALA11217	XENTR01828
OG0000238	BRALA22406	XENTR07222, XENTR07219, XENTR07220, XENTR07221, XENTR05205
OG0000238	BRALA02719	XENTR05204
OG0000239	BRALA04987	XENTR02896, XENTR08392
OG0000239	BRALA30155, BRALA34063	XENTR09596
OG0000242	BRALA02156, BRALA08925	XENTR11501
OG0000242	BRALA11080, BRALA10999	XENTR19139, XENTR02853
OG0000242	BRALA01207, BRALA09298	XENTR01304
OG0000243	BRALA15408	XENTR05310, XENTR05717
OG0000244	BRALA12481	XENTR03738, XENTR10413
OG0000245	BRALA33308	XENTR14120
OG0000245	BRALA34781	XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505
OG0000246	BRALA02252	XENTR05669
OG0000246	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836	XENTR12561
OG0000248	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868	XENTR05728, XENTR06749, XENTR18294, XENTR06755, XENTR06750, XENTR06752
OG0000250	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889	XENTR02681
OG0000250	BRALA11863	XENTR13730
OG0000250	BRALA06695	XENTR12693
OG0000250	BRALA09013, BRALA35677	XENTR18990
OG0000251	BRALA15838	XENTR06246, XENTR18095
OG0000251	BRALA05640	XENTR09634
OG0000251	BRALA09788, BRALA09787	XENTR11476, XENTR03109
OG0000253	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792	XENTR17616, XENTR17617, XENTR08301, XENTR12380
OG0000254	BRALA20103, BRALA23165	XENTR15668
OG0000255	BRALA00871, BRALA11731, BRALA31615	XENTR09255
OG0000255	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836	XENTR12056
OG0000256	BRALA10199	XENTR18908
OG0000256	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583	XENTR00544, XENTR12133, XENTR13229
OG0000257	BRALA18496	XENTR07148, XENTR11248
OG0000257	BRALA09564, BRALA08492	XENTR08520
OG0000257	BRALA15240	XENTR03052, XENTR13887
OG0000258	BRALA13021	XENTR05687, XENTR18554, XENTR18555, XENTR01829
OG0000258	BRALA20081	XENTR04830, XENTR00764
OG0000258	BRALA24991	XENTR12963, XENTR01640
OG0000259	BRALA16850	XENTR16812, XENTR10177, XENTR18181
OG0000260	BRALA15356	XENTR02375, XENTR07041
OG0000260	BRALA16338	XENTR01980, XENTR02010, XENTR10330
OG0000265	BRALA18329	XENTR04690
OG0000265	BRALA12823	XENTR16783
OG0000268	BRALA05849	XENTR02299, XENTR06273, XENTR06272
OG0000268	BRALA32039	XENTR08601, XENTR08600, XENTR12203
OG0000269	BRALA33280, BRALA06865, BRALA27748	XENTR03143, XENTR10754, XENTR12377
OG0000270	BRALA12009	XENTR01639, XENTR12962
OG0000270	BRALA33710	XENTR15949, XENTR01261
OG0000273	BRALA05275	XENTR05880
OG0000273	BRALA15018	XENTR04558
OG0000276	BRALA25431, BRALA03818	XENTR11774, XENTR09720
OG0000277	BRALA26639	XENTR14696, XENTR01190
OG0000277	BRALA25256	XENTR10121, XENTR08844, XENTR08749
OG0000278	BRALA11856, BRALA14630	XENTR19229
OG0000278	BRALA21572	XENTR09088
OG0000278	BRALA03801	XENTR12427
OG0000280	BRALA13468	XENTR03406, XENTR03118
OG0000280	BRALA15664	XENTR09398
OG0000280	BRALA13500	XENTR05286
OG0000281	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205	XENTR11395, XENTR11394, XENTR00724, XENTR17839, XENTR12423, XENTR05941, XENTR08165
OG0000281	BRALA00089, BRALA06078, BRALA03829	XENTR05001, XENTR04901
OG0000282	BRALA23685	XENTR02925, XENTR13973
OG0000282	BRALA29869	XENTR08646
OG0000282	BRALA11493	XENTR07444
OG0000284	BRALA18410	XENTR07786, XENTR15522, XENTR13217
OG0000284	BRALA01827, BRALA00852	XENTR04307
OG0000285	BRALA24652	XENTR13132
OG0000286	BRALA16073, BRALA31945	XENTR17252, XENTR17250, XENTR17251
OG0000286	BRALA14124, BRALA07447	XENTR14882, XENTR03100
OG0000286	BRALA09665, BRALA09666, BRALA30005, BRALA27890, BRALA16069, BRALA20229	XENTR16087
OG0000286	BRALA02345	XENTR08614, XENTR08615, XENTR17051
OG0000286	BRALA34399	XENTR08670
OG0000287	BRALA33320	XENTR00628, XENTR08815, XENTR09170
OG0000288	BRALA09698	XENTR07811
OG0000289	BRALA16624	XENTR02120, XENTR05756
OG0000290	BRALA03290	XENTR04155
OG0000295	BRALA05907, BRALA02617	XENTR03072
OG0000295	BRALA06482	XENTR01672
OG0000296	BRALA13278	XENTR15309
OG0000296	BRALA00684	XENTR04749, XENTR11549
OG0000296	BRALA26834	XENTR00542, XENTR12575
OG0000296	BRALA15062	XENTR17014, XENTR02673
OG0000296	BRALA03454	XENTR06270, XENTR06080
OG0000297	BRALA13304	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806
OG0000298	BRALA20144, BRALA02076, BRALA02063, BRALA02056, BRALA08888, BRALA02098	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556
OG0000300	BRALA13755	XENTR05754
OG0000300	BRALA06909	XENTR05964
OG0000300	BRALA23699, BRALA05216	XENTR06113
OG0000300	BRALA06943, BRALA06896, BRALA05903	XENTR14062
OG0000300	BRALA19054, BRALA19053	XENTR13392
OG0000301	BRALA17932	XENTR10255
OG0000301	BRALA03661	XENTR04265, XENTR08731, XENTR05595
OG0000301	BRALA23983	XENTR00731, XENTR05032
OG0000301	BRALA03664	XENTR12661
OG0000303	BRALA26900, BRALA12618, BRALA02898, BRALA31477, BRALA04099, BRALA35972, BRALA19345, BRALA19599, BRALA35981, BRALA10253, BRALA19359, BRALA02922, BRALA17220, BRALA00007, BRALA35893, BRALA02920, BRALA02928, BRALA35950, BRALA34819, BRALA02865, BRALA11962, BRALA33230, BRALA02921, BRALA04887, BRALA04876, BRALA04877, BRALA04878, BRALA04881, BRALA04880, BRALA04884, BRALA04885, BRALA17158, BRALA21390, BRALA04971, BRALA21111, BRALA31145, BRALA04126, BRALA30386, BRALA05589, BRALA34407, BRALA33033, BRALA02833, BRALA03956, BRALA16584, BRALA07652, BRALA10255, BRALA07257, BRALA12959, BRALA02383, BRALA08050, BRALA03936, BRALA02853, BRALA01531, BRALA22343, BRALA00064	XENTR17264
OG0000305	BRALA09424	XENTR15555
OG0000305	BRALA18598	XENTR05359
OG0000305	BRALA10626	XENTR04162, XENTR07218
OG0000307	BRALA28915	XENTR13525, XENTR02085
OG0000307	BRALA08461	XENTR01470
OG0000308	BRALA35067, BRALA07362	XENTR05341, XENTR03132
OG0000308	BRALA12881	XENTR11467
OG0000308	BRALA22416	XENTR06275
OG0000309	BRALA18980	XENTR18236, XENTR00768
OG0000309	BRALA26379	XENTR13169
OG0000310	BRALA13697, BRALA13599, BRALA23270, BRALA13590	XENTR02307, XENTR02306
OG0000312	BRALA14627	XENTR10281, XENTR10282, XENTR04736, XENTR00030
OG0000312	BRALA05942	XENTR12581
OG0000312	BRALA11891	XENTR16372, XENTR10558
OG0000313	BRALA06607	XENTR04895, XENTR02724
OG0000313	BRALA35023	XENTR08592
OG0000313	BRALA19728	XENTR05983, XENTR05982
OG0000314	BRALA11883, BRALA01413	XENTR04774, XENTR10527, XENTR11181
OG0000315	BRALA34362	XENTR03674
OG0000315	BRALA25721	XENTR02373
OG0000316	BRALA03950	XENTR07574, XENTR05658
OG0000316	BRALA15636	XENTR00550, XENTR11533
OG0000317	BRALA18337	XENTR07755
OG0000317	BRALA01067	XENTR13934, XENTR13686, XENTR00225
OG0000319	BRALA14575	XENTR04637
OG0000320	BRALA10660	XENTR14185, XENTR01732, XENTR08417, XENTR18779
OG0000320	BRALA04738, BRALA17494, BRALA04672, BRALA04669, BRALA04676, BRALA17492, BRALA04680	XENTR04771
OG0000321	BRALA01010	XENTR04726
OG0000321	BRALA31205	XENTR01810
OG0000321	BRALA14278	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907
OG0000322	BRALA07551, BRALA07552, BRALA08284	XENTR17956
OG0000323	BRALA07917	XENTR18280
OG0000323	BRALA00213	XENTR06278, XENTR08426
OG0000325	BRALA15301, BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751	XENTR07161
OG0000325	BRALA29149	XENTR03133, XENTR12265
OG0000326	BRALA08611	XENTR10133, XENTR03102, XENTR17122
