Orthogroup	BRALA	XENTR
OG0002562	BRALA34434, BRALA35820, BRALA34914	XENTR04290, XENTR11943
OG0002563	BRALA08063	XENTR05935, XENTR03654, XENTR17265
OG0002564	BRALA11148	XENTR18727
OG0002566	BRALA05143	XENTR07442
OG0002567	BRALA12645	XENTR08378
OG0002568	BRALA33337, BRALA26889, BRALA20544	XENTR12169
OG0002569	BRALA35173	XENTR14337
OG0002571	BRALA19436	XENTR01668, XENTR05634
OG0002572	BRALA22867	XENTR19003, XENTR00391, XENTR00390, XENTR05436
OG0002573	BRALA34673	XENTR01832, XENTR07377
OG0002574	BRALA26128	XENTR11279
OG0002576	BRALA13429	XENTR07867
OG0002576	BRALA15224	XENTR01659, XENTR07198
OG0002578	BRALA00374	XENTR14991, XENTR14992, XENTR14990, XENTR14993, XENTR14994, XENTR16428, XENTR16427, XENTR16426, XENTR16429, XENTR18940, XENTR09934
OG0002579	BRALA23750, BRALA23746, BRALA23748, BRALA23747, BRALA23745, BRALA23752	XENTR14799, XENTR06911, XENTR01081
OG0002587	BRALA16100	XENTR02962, XENTR08363
OG0002589	BRALA22758	XENTR15300
OG0002590	BRALA03125	XENTR02492, XENTR10729, XENTR17979
OG0002592	BRALA30866, BRALA32156	XENTR01914
OG0002594	BRALA17624	XENTR03750, XENTR15912
OG0002595	BRALA16770	XENTR00122
OG0002598	BRALA29808	XENTR00361, XENTR00360, XENTR06999
OG0002599	BRALA15351	XENTR14546
OG0002600	BRALA03639	XENTR14793
OG0002601	BRALA24114	XENTR09945
OG0002602	BRALA06258	XENTR13735, XENTR16270
OG0002607	BRALA15083	XENTR10431, XENTR10430
OG0002610	BRALA28100	XENTR00520, XENTR17304
OG0002611	BRALA33291, BRALA28677	XENTR06282, XENTR03811
OG0002612	BRALA17150	XENTR11127
OG0002614	BRALA35891, BRALA27217	XENTR09336, XENTR02999
OG0002616	BRALA24041	XENTR08667
OG0002617	BRALA30754	XENTR07545, XENTR07546
OG0002620	BRALA02672	XENTR13161, XENTR13162, XENTR01313
OG0002621	BRALA17095	XENTR11785
OG0002622	BRALA08223	XENTR05485, XENTR05484, XENTR05486
OG0002625	BRALA19033	XENTR00160
OG0002630	BRALA31372	XENTR09334
OG0002631	BRALA09723	XENTR10776, XENTR10774, XENTR10777
OG0002632	BRALA17599	XENTR17685
OG0002633	BRALA22300	XENTR04116, XENTR10955
OG0002634	BRALA13524	XENTR02674
OG0002635	BRALA16658	XENTR05475, XENTR06061, XENTR03497
OG0002636	BRALA11242	XENTR11187, XENTR11186
OG0002638	BRALA16832, BRALA30596	XENTR18642
OG0002639	BRALA24137, BRALA34628	XENTR12772
OG0002641	BRALA17675, BRALA17673, BRALA17674	XENTR00491, XENTR13077, XENTR02502
OG0002642	BRALA14128, BRALA24879, BRALA14126, BRALA23036	XENTR06919, XENTR01959
OG0002643	BRALA16947	XENTR01733
OG0002644	BRALA08196, BRALA08197	XENTR03973, XENTR14388
OG0002645	BRALA11042	XENTR13167
OG0002646	BRALA08873	XENTR16009
OG0002647	BRALA28886	XENTR08290, XENTR09550
OG0002648	BRALA27322	XENTR00459, XENTR12947
OG0002649	BRALA16332	XENTR01936, XENTR08644
OG0002651	BRALA10810, BRALA10806, BRALA10805, BRALA10803, BRALA10804, BRALA10808, BRALA10807, BRALA10809, BRALA10927, BRALA10926	XENTR07624
OG0002652	BRALA22384	XENTR03749, XENTR10217
OG0002653	BRALA07263	XENTR00846
OG0002655	BRALA03665	XENTR10045
OG0002657	BRALA14444	XENTR02298, XENTR05233
OG0002658	BRALA26410	XENTR06758, XENTR07235, XENTR07234
OG0002659	BRALA13850	XENTR05178
OG0002660	BRALA24788	XENTR17114, XENTR17113
OG0002662	BRALA13008	XENTR11336, XENTR13715, XENTR04816
OG0002663	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136	XENTR05765, XENTR09893
OG0002664	BRALA34776, BRALA34520	XENTR15818, XENTR11545
OG0002665	BRALA24257	XENTR10300, XENTR15988
OG0002666	BRALA06311, BRALA27382, BRALA10431	XENTR12989
OG0002667	BRALA20654	XENTR15408, XENTR07787
OG0002668	BRALA20571	XENTR05961, XENTR10409
OG0002669	BRALA29211	XENTR12334
OG0002670	BRALA25704	XENTR09001
OG0002671	BRALA19117	XENTR05883, XENTR02955, XENTR08346
OG0002672	BRALA01443	XENTR18644
OG0002673	BRALA16349	XENTR09520, XENTR08050, XENTR10904
OG0002674	BRALA17129	XENTR16980
OG0002679	BRALA24468	XENTR03087, XENTR03088, XENTR16063
OG0002682	BRALA01284	XENTR03178, XENTR03177, XENTR01090
OG0002683	BRALA00951	XENTR11456, XENTR00050
OG0002685	BRALA19253, BRALA34583, BRALA34257	XENTR17715, XENTR17714
OG0002688	BRALA18933, BRALA15398, BRALA08978, BRALA08979	XENTR14633, XENTR00693, XENTR00694, XENTR03467
OG0002705	BRALA29482	XENTR15379, XENTR04743
OG0002707	BRALA22125	XENTR12775, XENTR03852
OG0002708	BRALA30426	XENTR05903
OG0002710	BRALA09599	XENTR15727, XENTR10069
OG0002713	BRALA06165	XENTR14279
OG0002714	BRALA11702, BRALA12182	XENTR09377
OG0002715	BRALA31042	XENTR06007
OG0002716	BRALA21235	XENTR00957
OG0002717	BRALA28948	XENTR07538, XENTR14170
OG0002718	BRALA08661	XENTR12920, XENTR12921
OG0002720	BRALA18248	XENTR02479
OG0002721	BRALA06584	XENTR19220, XENTR13649
OG0002722	BRALA24693	XENTR03855
OG0002723	BRALA25715	XENTR14773, XENTR13082, XENTR14110, XENTR00199
OG0002724	BRALA25276	XENTR09789
OG0002726	BRALA03979	XENTR04881, XENTR07286
OG0002727	BRALA20100, BRALA21580, BRALA29712, BRALA28442, BRALA28452, BRALA28441	XENTR07447
OG0002728	BRALA01532	XENTR13307, XENTR13308
OG0002729	BRALA22734	XENTR10582
OG0002730	BRALA23709	XENTR01267, XENTR01266, XENTR12536
OG0002731	BRALA10111	XENTR09306
OG0002732	BRALA13852	XENTR09571, XENTR11093
OG0002734	BRALA26244	XENTR07485, XENTR18286
OG0002736	BRALA33082, BRALA34536	XENTR10767, XENTR10766
OG0002738	BRALA06227	XENTR09791, XENTR01391
OG0002740	BRALA01908	XENTR12910, XENTR11462
OG0002741	BRALA09574	XENTR08119, XENTR00571, XENTR09682
OG0002742	BRALA06748	XENTR06700, XENTR14219
OG0002743	BRALA13202	XENTR03347, XENTR05375
OG0002744	BRALA02758	XENTR09928, XENTR07749
OG0002745	BRALA14450	XENTR09799, XENTR09800
OG0002746	BRALA17638	XENTR12491
OG0002748	BRALA02744	XENTR06789
OG0002750	BRALA28702	XENTR13044, XENTR13045
OG0002751	BRALA27383	XENTR00851
OG0002752	BRALA16959	XENTR04386
OG0002753	BRALA28220	XENTR11296, XENTR02867
OG0002754	BRALA34875	XENTR03983
OG0002756	BRALA19758	XENTR02781
OG0002757	BRALA26966	XENTR12168
OG0002758	BRALA21942	XENTR04566, XENTR03532
OG0002759	BRALA12371, BRALA12372, BRALA12373, BRALA12370, BRALA12368	XENTR10768
OG0002760	BRALA12746	XENTR00378
OG0002761	BRALA33192, BRALA32473, BRALA30469	XENTR17764, XENTR17624
OG0002762	BRALA12786	XENTR11282, XENTR01231, XENTR14321
OG0002763	BRALA07435	XENTR10839
OG0002764	BRALA08679	XENTR15483
OG0002765	BRALA03391	XENTR17842, XENTR00480
OG0002766	BRALA29454, BRALA30303	XENTR08503
OG0002767	BRALA16931, BRALA16930	XENTR04364, XENTR04365, XENTR03484
OG0002768	BRALA29044	XENTR10109
OG0002769	BRALA22959	XENTR11590, XENTR07696
OG0002770	BRALA09976	XENTR02195
OG0002771	BRALA26146	XENTR00192, XENTR03850
OG0002772	BRALA00839	XENTR11948, XENTR11949
OG0002773	BRALA06118	XENTR12292, XENTR12291
OG0002774	BRALA17566	XENTR11548, XENTR10278
OG0002775	BRALA28982	XENTR10960, XENTR10961
OG0002776	BRALA20667	XENTR09728
OG0002778	BRALA30498, BRALA15044	XENTR12569, XENTR00539
OG0002779	BRALA18762	XENTR10031
OG0002780	BRALA06535	XENTR13725
OG0002781	BRALA09162	XENTR16799, XENTR05234
OG0002782	BRALA18872	XENTR00623
OG0002783	BRALA05339	XENTR12146
OG0002785	BRALA01196	XENTR00059, XENTR05827
OG0002786	BRALA09530	XENTR11442, XENTR03121, XENTR03426
OG0002788	BRALA02230	XENTR09878, XENTR09877, XENTR04431
OG0002791	BRALA10109	XENTR06517, XENTR03920, XENTR18740
OG0002792	BRALA24361	XENTR13697
OG0002793	BRALA24700	XENTR12803
OG0002795	BRALA07995	XENTR01455, XENTR06774
OG0002797	BRALA30213	XENTR09944, XENTR05899, XENTR09940, XENTR09941, XENTR09939
OG0002799	BRALA27234	XENTR17773, XENTR17772
OG0002811	BRALA00022	XENTR10804
OG0002813	BRALA21604	XENTR02963, XENTR08358, XENTR06637
OG0002814	BRALA03845	XENTR07560, XENTR05582
OG0002815	BRALA23897	XENTR11891, XENTR04234
OG0002816	BRALA01022	XENTR00002, XENTR00003
OG0002817	BRALA31906, BRALA35378	XENTR12101
OG0002818	BRALA22684	XENTR13155, XENTR06391
OG0002819	BRALA05559	XENTR03528, XENTR03527, XENTR07682, XENTR02780, XENTR12912
OG0002821	BRALA01093	XENTR05879
OG0002822	BRALA11175, BRALA11174	XENTR00124, XENTR13843
OG0002823	BRALA02904	XENTR18759
OG0002824	BRALA00377	XENTR13061, XENTR06524
OG0002825	BRALA22892	XENTR11515
OG0002826	BRALA20854	XENTR09079, XENTR12650
OG0002827	BRALA12317	XENTR09149
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251	XENTR06020
OG0002829	BRALA13088	XENTR01838
OG0002830	BRALA13356	XENTR03825, XENTR05528
OG0002831	BRALA08874	XENTR16010
OG0002832	BRALA23782, BRALA23785, BRALA23786	XENTR04640
OG0002833	BRALA11197	XENTR11335
OG0002834	BRALA07844	XENTR17541
OG0002835	BRALA12830	XENTR11887, XENTR14253
OG0002836	BRALA08680	XENTR03259, XENTR09231, XENTR09230
OG0002837	BRALA20192	XENTR15959, XENTR00684
OG0002839	BRALA04693	XENTR15634
OG0002840	BRALA03264	XENTR07275, XENTR17810
OG0002841	BRALA12737	XENTR00738
OG0002842	BRALA01212, BRALA01213	XENTR14759, XENTR00342
OG0002843	BRALA29412	XENTR01142
OG0002844	BRALA18936	XENTR02808, XENTR17210
OG0002848	BRALA18503	XENTR02131
OG0002849	BRALA04204	XENTR14137, XENTR18580
OG0002850	BRALA14368	XENTR03096, XENTR11615
OG0002851	BRALA08963	XENTR11403, XENTR00147
OG0002854	BRALA02880	XENTR04689
OG0002855	BRALA23875	XENTR05794
OG0002856	BRALA17115	XENTR08107, XENTR18618
OG0002857	BRALA01069	XENTR04246
OG0002858	BRALA22413	XENTR10468, XENTR10467, XENTR03717
OG0002860	BRALA13051	XENTR01789
OG0002861	BRALA22879, BRALA22878	XENTR09850
OG0002862	BRALA33455, BRALA33453, BRALA29689	XENTR15885, XENTR11393
OG0002863	BRALA00995	XENTR13703
OG0002865	BRALA26587	XENTR18512
OG0002866	BRALA08893	XENTR04723, XENTR13209
OG0002868	BRALA05217	XENTR02779
OG0002870	BRALA19055	XENTR04233
OG0002871	BRALA14106, BRALA23031	XENTR09869
OG0002873	BRALA19472	XENTR12525
OG0002874	BRALA19756	XENTR11119, XENTR06615
OG0002875	BRALA23432	XENTR07629
OG0002876	BRALA19475	XENTR10826, XENTR08160
OG0002877	BRALA08464	XENTR08111
OG0002878	BRALA32641, BRALA03534, BRALA03537	XENTR13568, XENTR15797
OG0002879	BRALA23711	XENTR07894, XENTR12756
OG0002881	BRALA29637	XENTR05556
OG0002884	BRALA02001	XENTR16780
OG0002887	BRALA00977	XENTR04718, XENTR04717
OG0002888	BRALA23052, BRALA35110	XENTR01004
OG0002889	BRALA20446	XENTR09659, XENTR10801
OG0002891	BRALA00908	XENTR06504, XENTR01216
OG0002892	BRALA27556	XENTR15871, XENTR11956, XENTR06173
OG0002893	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318	XENTR15094
OG0002894	BRALA23468	XENTR09951
OG0002895	BRALA28500	XENTR10722, XENTR13295
OG0002896	BRALA06147	XENTR18124, XENTR10924
OG0002897	BRALA00556	XENTR08807
OG0002898	BRALA04412	XENTR03296
OG0002899	BRALA32336	XENTR15290, XENTR00294
OG0002900	BRALA10711	XENTR01428, XENTR17889
OG0002901	BRALA19318	XENTR08149, XENTR08148
OG0002902	BRALA10476	XENTR00980, XENTR00979
OG0002903	BRALA03755	XENTR05644
OG0002904	BRALA04163	XENTR08257
OG0002906	BRALA03067	XENTR00496
OG0002907	BRALA09540	XENTR03427, XENTR03122
OG0002908	BRALA16572	XENTR07223
OG0002909	BRALA15331	XENTR07054, XENTR02377
OG0002910	BRALA02029	XENTR08951
OG0002911	BRALA27469	XENTR14212, XENTR02243, XENTR02244
OG0002912	BRALA05844, BRALA03226	XENTR05049
OG0002913	BRALA13297	XENTR02916, XENTR02037, XENTR02036
OG0002914	BRALA13809	XENTR18481
OG0002915	BRALA03120	XENTR15678
OG0002916	BRALA22098, BRALA00679	XENTR15380, XENTR04744
OG0002917	BRALA11721	XENTR03199
OG0002919	BRALA15082	XENTR01477, XENTR14061
OG0002921	BRALA17412, BRALA29375	XENTR14977
OG0002922	BRALA16350	XENTR10516, XENTR02242
OG0002923	BRALA05872	XENTR05145, XENTR02489
OG0002924	BRALA04128, BRALA04129	XENTR18508, XENTR11259, XENTR08327
OG0002925	BRALA28741, BRALA07171, BRALA31367	XENTR00245
OG0002926	BRALA30348	XENTR05828, XENTR08104
OG0002929	BRALA25658	XENTR05988, XENTR13159, XENTR05996, XENTR05998
OG0002931	BRALA25933	XENTR16292, XENTR06017
OG0002931	BRALA15246	XENTR03066
OG0002944	BRALA10241	XENTR03625, XENTR09325
OG0002945	BRALA30182, BRALA30183	XENTR16676
OG0002946	BRALA30086	XENTR15229
OG0002947	BRALA04382	XENTR10595
OG0002948	BRALA08604, BRALA08603	XENTR19009
OG0002949	BRALA34128	XENTR05420
OG0002950	BRALA35316	XENTR07333
OG0002952	BRALA16977	XENTR14461, XENTR01620
OG0002953	BRALA20438	XENTR17933, XENTR17932
OG0002954	BRALA18259, BRALA34258, BRALA35506	XENTR04437
OG0002955	BRALA20853	XENTR03055
OG0002956	BRALA33340	XENTR11938, XENTR05075
OG0002957	BRALA29901	XENTR06187
OG0002959	BRALA22499	XENTR15400, XENTR12100
OG0002961	BRALA32745	XENTR11693
OG0002964	BRALA06367	XENTR07402
OG0002965	BRALA06727	XENTR07283
OG0002966	BRALA23093	XENTR06174
OG0002967	BRALA24663	XENTR06032
OG0002968	BRALA10191	XENTR12928
OG0002968	BRALA16921, BRALA16922	XENTR17755
OG0002969	BRALA14067, BRALA14066	XENTR14194
OG0002971	BRALA17548	XENTR11852, XENTR11853, XENTR13592, XENTR13593, XENTR14345, XENTR14344
OG0002974	BRALA19094	XENTR15000, XENTR15123
OG0002975	BRALA28849	XENTR11363
OG0002976	BRALA18507	XENTR14081
OG0002977	BRALA29327	XENTR09457
OG0002978	BRALA24108	XENTR14104, XENTR12528, XENTR09037
OG0002979	BRALA29239	XENTR15507
OG0002981	BRALA00510	XENTR00095
OG0002982	BRALA31857	XENTR13101
OG0002983	BRALA15691	XENTR12350, XENTR13304
OG0002984	BRALA10452	XENTR11184
OG0002985	BRALA16955	XENTR01815
OG0002986	BRALA12799	XENTR01222, XENTR05978
OG0002987	BRALA16295	XENTR01945, XENTR08978
OG0002988	BRALA22520, BRALA22521, BRALA22525, BRALA15451	XENTR05343, XENTR08422, XENTR08423
OG0002989	BRALA25735, BRALA25734, BRALA24378	XENTR13471
OG0002990	BRALA27944	XENTR01994, XENTR12466, XENTR08715
OG0002991	BRALA24373	XENTR07281
OG0002992	BRALA10664	XENTR01895, XENTR06222
OG0002994	BRALA03071	XENTR02151
OG0002995	BRALA31288	XENTR03064
OG0002996	BRALA14606	XENTR16303, XENTR18314
OG0002997	BRALA22094	XENTR00325
OG0002998	BRALA06170	XENTR10809, XENTR17352, XENTR06372
OG0003000	BRALA11264	XENTR13228
OG0003001	BRALA11352	XENTR05403
OG0003002	BRALA07344	XENTR17080, XENTR05211
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	XENTR03623
OG0003004	BRALA28835	XENTR07513, XENTR02073
OG0003005	BRALA26150	XENTR18499
OG0003006	BRALA30180	XENTR11337
OG0003007	BRALA01148	XENTR04298, XENTR00049, XENTR13215
OG0003008	BRALA24826	XENTR15614, XENTR04677
OG0003009	BRALA20909	XENTR12308, XENTR17857, XENTR08238
OG0003010	BRALA02051	XENTR14276
OG0003011	BRALA12587, BRALA12588	XENTR05600, XENTR15172
OG0003012	BRALA17182	XENTR02824
OG0003013	BRALA14158, BRALA14160	XENTR00139, XENTR03367
OG0003014	BRALA21168	XENTR03629
OG0003016	BRALA08068	XENTR11776, XENTR18402
OG0003017	BRALA18273	XENTR16352, XENTR16351
OG0003018	BRALA31319	XENTR16972
OG0003019	BRALA14323	XENTR10695, XENTR10694
OG0003021	BRALA34522, BRALA34477	XENTR18288
OG0003023	BRALA22185	XENTR10199, XENTR10198, XENTR04561
OG0003024	BRALA29524	XENTR18532
OG0003025	BRALA03359	XENTR13995
OG0003025	BRALA17181	XENTR00407
OG0003026	BRALA10042	XENTR17420
OG0003027	BRALA09779	XENTR04043, XENTR01453
OG0003028	BRALA01708	XENTR11464
OG0003029	BRALA19961	XENTR08351, XENTR05958
OG0003030	BRALA31370	XENTR04003, XENTR18856, XENTR16201
OG0003031	BRALA32296	XENTR01678, XENTR11006
OG0003033	BRALA33535	XENTR01505
OG0003034	BRALA18733	XENTR01021
OG0003035	BRALA04093	XENTR08097, XENTR04242
OG0003036	BRALA23667	XENTR01299
OG0003037	BRALA22643	XENTR06327
OG0003038	BRALA21188	XENTR15955, XENTR17309
OG0003039	BRALA09562	XENTR02682, XENTR16962
OG0003040	BRALA06106	XENTR18563
OG0003041	BRALA13767	XENTR00227
OG0003042	BRALA14544	XENTR05407
OG0003043	BRALA15954	XENTR13370
OG0003044	BRALA14962	XENTR08887
OG0003045	BRALA14809	XENTR10613
OG0003046	BRALA09266	XENTR00458, XENTR06271
OG0003048	BRALA35916, BRALA12484	XENTR04971
OG0003049	BRALA00969	XENTR12371
OG0003050	BRALA09486, BRALA26101	XENTR07158, XENTR13871
OG0003051	BRALA00281, BRALA06030	XENTR15589, XENTR08838
OG0003053	BRALA01192	XENTR14155
OG0003054	BRALA14292	XENTR02710
OG0003055	BRALA01152	XENTR00054, XENTR12225
OG0003057	BRALA12384	XENTR06973, XENTR14619
OG0003058	BRALA10357	XENTR07986, XENTR10890, XENTR02463
OG0003059	BRALA24717	XENTR12777
OG0003060	BRALA01131	XENTR06510, XENTR13247, XENTR16776
OG0003061	BRALA22578	XENTR13047, XENTR13404
OG0003062	BRALA21245	XENTR15095, XENTR13329, XENTR07266
OG0003063	BRALA20041	XENTR10800
OG0003064	BRALA04357	XENTR18991
OG0003065	BRALA24672	XENTR08230
OG0003066	BRALA02294	XENTR17099, XENTR08960
OG0003070	BRALA11422	XENTR15262
OG0003071	BRALA04699, BRALA08113	XENTR03967
OG0003072	BRALA28497	XENTR02567, XENTR00734
OG0003073	BRALA07212	XENTR04061
OG0003074	BRALA20234, BRALA20235	XENTR02964, XENTR07675
OG0003077	BRALA32652, BRALA31414	XENTR07311, XENTR05693, XENTR17699
OG0003078	BRALA18799, BRALA33927, BRALA19273	XENTR09095
OG0003079	BRALA14566	XENTR14327, XENTR13284
OG0003084	BRALA11828, BRALA11850	XENTR11661, XENTR12082
OG0003089	BRALA13302	XENTR17194
OG0003090	BRALA26567, BRALA20690, BRALA06105	XENTR03237, XENTR10261
OG0003101	BRALA14766	XENTR05478, XENTR07812, XENTR18234
OG0003103	BRALA06974, BRALA04721	XENTR07478, XENTR07479, XENTR02297
OG0003105	BRALA29850	XENTR04336
OG0003106	BRALA09165	XENTR12128
OG0003107	BRALA03151	XENTR10986
OG0003108	BRALA23025	XENTR11504, XENTR11503
OG0003110	BRALA14243	XENTR02312
OG0003111	BRALA04538	XENTR12220
OG0003112	BRALA28665, BRALA34089, BRALA29578	XENTR07566
OG0003115	BRALA18488	XENTR01484, XENTR05078, XENTR17555
OG0003116	BRALA23274	XENTR03534
OG0003118	BRALA00197	XENTR06207, XENTR15713
OG0003119	BRALA29056	XENTR18505
OG0003120	BRALA18066	XENTR06695
OG0003121	BRALA15041	XENTR11254
OG0003122	BRALA30971	XENTR07201
OG0003122	BRALA12818	XENTR16285
OG0003123	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745	XENTR00502
OG0003124	BRALA34241, BRALA34239, BRALA34780	XENTR00783
OG0003125	BRALA22292	XENTR09690
OG0003127	BRALA22285	XENTR08996, XENTR08997
OG0003128	BRALA34098	XENTR14159
OG0003129	BRALA33727, BRALA34480	XENTR16781
OG0003130	BRALA33115	XENTR04051
OG0003131	BRALA24254	XENTR13920
OG0003134	BRALA32020	XENTR12257
OG0003135	BRALA34295	XENTR02084
OG0003136	BRALA26231	XENTR05090
OG0003137	BRALA19944	XENTR07279, XENTR05048
OG0003138	BRALA24387	XENTR08591
OG0003140	BRALA18516, BRALA18515	XENTR00556, XENTR12115
OG0003141	BRALA05474	XENTR16911
OG0003142	BRALA23203	XENTR11445, XENTR11444
OG0003144	BRALA30427	XENTR11410
OG0003145	BRALA23671	XENTR04007
OG0003146	BRALA09771	XENTR05117
OG0003147	BRALA16312	XENTR09759
OG0003148	BRALA31447	XENTR04123, XENTR10073
OG0003150	BRALA06073	XENTR02043, XENTR08836
OG0003151	BRALA28902	XENTR08206, XENTR02485, XENTR02484
OG0003152	BRALA06359	XENTR07384, XENTR12708
OG0003153	BRALA20237	XENTR18452
OG0003154	BRALA09778	XENTR00073
OG0003155	BRALA18620	XENTR00977
OG0003156	BRALA35029	XENTR12843
OG0003157	BRALA18717	XENTR16641
OG0003158	BRALA04756	XENTR09421, XENTR06360
OG0003159	BRALA03670	XENTR04322, XENTR04257
OG0003160	BRALA34327	XENTR13384
OG0003161	BRALA12062	XENTR09600
OG0003162	BRALA12042	XENTR03824, XENTR08572
OG0003163	BRALA09502	XENTR11544, XENTR05306
OG0003164	BRALA08232	XENTR00718, XENTR05518
OG0003165	BRALA34066	XENTR12396, XENTR12753
OG0003167	BRALA29422	XENTR18627, XENTR06313
OG0003168	BRALA14008	XENTR03888, XENTR07332
OG0003169	BRALA01179	XENTR00138
OG0003171	BRALA03031	XENTR03950
OG0003172	BRALA14091	XENTR14668
OG0003174	BRALA15910	XENTR07544, XENTR18836
OG0003175	BRALA07118, BRALA07114	XENTR01126, XENTR01743, XENTR01744
OG0003176	BRALA03068, BRALA03070	XENTR00495
OG0003177	BRALA23984	XENTR12635
OG0003178	BRALA30304	XENTR11667, XENTR09042
OG0003179	BRALA04006	XENTR11724
OG0003180	BRALA19366	XENTR17770, XENTR01186
OG0003181	BRALA13987	XENTR18277
OG0003183	BRALA00151	XENTR03790, XENTR17483, XENTR15104
OG0003184	BRALA03612	XENTR12742
OG0003185	BRALA08913	XENTR17498, XENTR15967
OG0003186	BRALA35925	XENTR16887
OG0003187	BRALA06679	XENTR16789
OG0003188	BRALA21755	XENTR05320, XENTR02763
OG0003189	BRALA28089, BRALA26188	XENTR15950
OG0003190	BRALA00193, BRALA00194	XENTR05661
OG0003191	BRALA04704	XENTR05225
OG0003193	BRALA06151	XENTR09215
OG0003195	BRALA29438	XENTR17698
OG0003196	BRALA03312, BRALA34284, BRALA03314	XENTR16724
OG0003197	BRALA14254	XENTR08587
OG0003198	BRALA11402, BRALA19414, BRALA19411, BRALA23398, BRALA23397	XENTR08036
OG0003199	BRALA17301	XENTR13157
OG0003200	BRALA17093	XENTR05762
OG0003201	BRALA28451, BRALA25207, BRALA25956, BRALA32075, BRALA35277, BRALA19671, BRALA23613, BRALA28776	XENTR08359
OG0003202	BRALA06604	XENTR06728
OG0003203	BRALA24870	XENTR15103
OG0003204	BRALA11882	XENTR15170, XENTR10528
OG0003205	BRALA14611	XENTR14834, XENTR15297
OG0003206	BRALA15924	XENTR01762
OG0003207	BRALA19743	XENTR02861
OG0003210	BRALA02658	XENTR07740, XENTR03933
OG0003211	BRALA15324	XENTR01345
OG0003212	BRALA21845	XENTR07956, XENTR01342
OG0003213	BRALA15054	XENTR15721
OG0003214	BRALA11877	XENTR06201
OG0003215	BRALA11919	XENTR07497, XENTR09047
OG0003216	BRALA06581	XENTR07375, XENTR07374, XENTR11202, XENTR04801
OG0003217	BRALA22390, BRALA22386	XENTR05031, XENTR04303
OG0003220	BRALA29359	XENTR11144, XENTR12866
OG0003221	BRALA13791	XENTR02159, XENTR04079
OG0003222	BRALA03438, BRALA03437	XENTR15911, XENTR10214, XENTR13202
OG0003223	BRALA03348	XENTR06905
OG0003224	BRALA24852, BRALA24853, BRALA24851	XENTR16031, XENTR13430
OG0003225	BRALA24705	XENTR02604
OG0003226	BRALA02281	XENTR18053
OG0003227	BRALA32464	XENTR01422
OG0003228	BRALA28908	XENTR13523
OG0003229	BRALA28965	XENTR16185, XENTR10298
OG0003230	BRALA16395	XENTR10511, XENTR10510
OG0003231	BRALA01823	XENTR18302
OG0003232	BRALA25974, BRALA25976, BRALA35757	XENTR15315, XENTR05526, XENTR17642
OG0003235	BRALA28961	XENTR17209
OG0003236	BRALA24360	XENTR08328
OG0003236	BRALA16741, BRALA34782	XENTR13718
OG0003237	BRALA26009, BRALA03776, BRALA01471, BRALA23973	XENTR17572, XENTR09382
OG0003238	BRALA07897	XENTR13238
OG0003239	BRALA23858	XENTR00722
OG0003240	BRALA00023	XENTR17311, XENTR17807
OG0003250	BRALA23787	XENTR15630, XENTR17841
OG0003251	BRALA03131	XENTR09756
OG0003252	BRALA29060	XENTR09598, XENTR09597
OG0003253	BRALA17125	XENTR18870, XENTR10063
OG0003254	BRALA10884	XENTR15784
OG0003257	BRALA10821	XENTR11651
OG0003258	BRALA26675	XENTR09647
OG0003260	BRALA01352	XENTR11550, XENTR09192
OG0003261	BRALA10363	XENTR03202
OG0003262	BRALA23941	XENTR06319, XENTR04546
OG0003263	BRALA27485	XENTR11183
OG0003264	BRALA16693	XENTR02125, XENTR05760
OG0003265	BRALA09391	XENTR04827, XENTR00765
OG0003266	BRALA25697	XENTR12815, XENTR10446
OG0003267	BRALA06736	XENTR06701
OG0003268	BRALA28894	XENTR11858
OG0003269	BRALA23035	XENTR00981
OG0003270	BRALA10980, BRALA10981	XENTR01357
OG0003272	BRALA20375	XENTR11923, XENTR13832
OG0003275	BRALA19113	XENTR18433, XENTR02465
OG0003276	BRALA28847	XENTR03833, XENTR16569
OG0003277	BRALA12741	XENTR01225, XENTR05973
OG0003278	BRALA29833	XENTR12702
OG0003279	BRALA19410	XENTR06409, XENTR03464
OG0003282	BRALA21917	XENTR08973
OG0003283	BRALA09386	XENTR02862
OG0003284	BRALA07080	XENTR09408, XENTR09407
OG0003286	BRALA11189	XENTR00938
OG0003287	BRALA23219	XENTR07598
OG0003288	BRALA18702	XENTR00671
OG0003289	BRALA20587	XENTR14484, XENTR00516, XENTR00515
OG0003290	BRALA03644	XENTR07784
OG0003294	BRALA20203	XENTR05508
OG0003295	BRALA35560, BRALA35974, BRALA29714	XENTR13148
OG0003296	BRALA07237	XENTR00824
OG0003297	BRALA11135	XENTR07372
OG0003298	BRALA08285	XENTR15553
OG0003299	BRALA05146	XENTR12358
OG0003301	BRALA12896	XENTR08929
OG0003302	BRALA03648	XENTR02111
OG0003304	BRALA01097	XENTR08010, XENTR06925
OG0003305	BRALA02228	XENTR11041
OG0003306	BRALA22690	XENTR07978
