Orthogroup	BRALA	HUMAN
OG0003899	BRALA08278	HUMAN28708, HUMAN28709
OG0003900	BRALA17436	HUMAN04893, HUMAN04894, HUMAN04892
OG0003901	BRALA14426, BRALA08560, BRALA08561	HUMAN25158, HUMAN00514
OG0003903	BRALA12337	HUMAN22257
OG0003904	BRALA04278	HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	BRALA18512	HUMAN14951
OG0003908	BRALA16606	HUMAN22926
OG0003908	BRALA17141	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	BRALA29427	HUMAN16634
OG0003910	BRALA23005	HUMAN00725
OG0003911	BRALA13724	HUMAN18913
OG0003912	BRALA26575	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	BRALA05130	HUMAN22057
OG0003915	BRALA12140	HUMAN07885, HUMAN30288
OG0003916	BRALA19092	HUMAN07943, HUMAN28011
OG0003917	BRALA18730	HUMAN17384
OG0003918	BRALA03733	HUMAN24389, HUMAN22575
OG0003920	BRALA23721	HUMAN00591, HUMAN00592
OG0003921	BRALA09641	HUMAN27803
OG0003922	BRALA25868, BRALA02161	HUMAN21903, HUMAN21904
OG0003923	BRALA14453	HUMAN18230
OG0003924	BRALA04026	HUMAN01820
OG0003925	BRALA05610	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	BRALA05443	HUMAN00418
OG0003930	BRALA02295	HUMAN06981, HUMAN06983
OG0003931	BRALA25275	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	BRALA28039	HUMAN21430, HUMAN07048
OG0003934	BRALA01058	HUMAN16284
OG0003935	BRALA13280, BRALA03846, BRALA20864	HUMAN08472, HUMAN08471
OG0003936	BRALA34488	HUMAN11264
OG0003937	BRALA25602	HUMAN03795, HUMAN27601
OG0003938	BRALA24502	HUMAN16018
OG0003939	BRALA05196	HUMAN02684
OG0003940	BRALA15373	HUMAN04396
OG0003941	BRALA20467	HUMAN07026
OG0003942	BRALA34122	HUMAN25725
OG0003943	BRALA01879, BRALA01880	HUMAN27634
OG0003944	BRALA12422	HUMAN21868
OG0003945	BRALA25345	HUMAN05796, HUMAN24950
OG0003946	BRALA21665	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	BRALA29298	HUMAN22108, HUMAN27709
OG0003948	BRALA14249	HUMAN17355
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	HUMAN25455, HUMAN25454
OG0003950	BRALA02049	HUMAN03842, HUMAN03843
OG0003951	BRALA15284	HUMAN20874
OG0003952	BRALA23419	HUMAN25061
OG0003953	BRALA23252	HUMAN24118, HUMAN23048
OG0003954	BRALA16702	HUMAN28199, HUMAN16670
OG0003955	BRALA20185	HUMAN23068
OG0003957	BRALA03349	HUMAN14055
OG0003958	BRALA33511	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	BRALA02632	HUMAN29359
OG0003960	BRALA02491	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274
OG0003961	BRALA09640	HUMAN00898
OG0003962	BRALA34272	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003964	BRALA23648	HUMAN29141, HUMAN02159
OG0003965	BRALA31971	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	BRALA24386	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	BRALA26387	HUMAN10627
OG0003968	BRALA12045	HUMAN01462, HUMAN01977
OG0003969	BRALA31035	HUMAN08409
OG0003970	BRALA04290	HUMAN07324
OG0003971	BRALA17785	HUMAN29506
OG0003972	BRALA03399	HUMAN19162
OG0003973	BRALA22301	HUMAN08329, HUMAN18737
OG0003974	BRALA02422	HUMAN06043, HUMAN06042, HUMAN03960
OG0003979	BRALA01550, BRALA33170, BRALA33805	HUMAN07462, HUMAN07461
OG0003979	BRALA19949	HUMAN24053
OG0003979	BRALA04551, BRALA02647	HUMAN11566
OG0003980	BRALA10372, BRALA18555	HUMAN00367, HUMAN00368, HUMAN00369, HUMAN00370, HUMAN00372, HUMAN00366
OG0003981	BRALA16165, BRALA16166, BRALA12076, BRALA01818, BRALA01817	HUMAN16155, HUMAN28192, HUMAN11304, HUMAN11303
OG0003997	BRALA16956	HUMAN23065
OG0003998	BRALA31907	HUMAN17020
OG0003999	BRALA00082	HUMAN27199, HUMAN27198
OG0004000	BRALA28671	HUMAN20817
OG0004002	BRALA24418	HUMAN02677
OG0004004	BRALA00327	HUMAN21663, HUMAN11010
OG0004005	BRALA14573	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004006	BRALA31286, BRALA35212, BRALA31287	HUMAN02087
OG0004007	BRALA01057	HUMAN01069, HUMAN23295
OG0004009	BRALA28666	HUMAN22781, HUMAN03273
OG0004010	BRALA00694, BRALA29812	HUMAN23360
OG0004011	BRALA06852	HUMAN03321, HUMAN27684
OG0004012	BRALA21712	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	BRALA12884	HUMAN18181
OG0004015	BRALA28855	HUMAN01156
OG0004016	BRALA07122	HUMAN06482
OG0004017	BRALA15067	HUMAN10876
OG0004019	BRALA02398	HUMAN16041, HUMAN16043, HUMAN16042
OG0004020	BRALA33134	HUMAN18327, HUMAN18326
OG0004021	BRALA27677, BRALA23566	HUMAN11780, HUMAN11779
OG0004022	BRALA09008, BRALA15698	HUMAN29670, HUMAN29669
OG0004024	BRALA19457	HUMAN21511, HUMAN21514, HUMAN21515
OG0004025	BRALA24484	HUMAN22133
OG0004027	BRALA35222	HUMAN06638, HUMAN12722
OG0004028	BRALA06730	HUMAN03299
OG0004029	BRALA09063	HUMAN20668
OG0004030	BRALA10430	HUMAN10252
OG0004031	BRALA30314	HUMAN15780
OG0004032	BRALA12147	HUMAN30274, HUMAN07906
OG0004033	BRALA13287	HUMAN02667
OG0004034	BRALA08468, BRALA08467	HUMAN09933
OG0004034	BRALA08469	HUMAN09932
OG0004035	BRALA20551	HUMAN18569
OG0004036	BRALA19286	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	BRALA29961	HUMAN18538, HUMAN18540
OG0004038	BRALA05335	HUMAN14761
OG0004039	BRALA14564, BRALA14563	HUMAN25332, HUMAN25333
OG0004041	BRALA26134	HUMAN18706
OG0004042	BRALA14677	HUMAN04449
OG0004043	BRALA19274	HUMAN25302, HUMAN25301, HUMAN25303
OG0004044	BRALA10276	HUMAN20694
OG0004045	BRALA11417, BRALA32867	HUMAN03490
OG0004046	BRALA07240, BRALA12739	HUMAN07172, HUMAN07174, HUMAN07173
OG0004047	BRALA04429, BRALA18670, BRALA08115	HUMAN13570
OG0004048	BRALA24410	HUMAN22101, HUMAN22100
OG0004049	BRALA27969	HUMAN05306, HUMAN25326
OG0004050	BRALA35170	HUMAN20375
OG0004051	BRALA10732	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	BRALA07966	HUMAN15057, HUMAN15056
OG0004053	BRALA15092	HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	BRALA28842	HUMAN08335, HUMAN15782
OG0004055	BRALA16890	HUMAN25842
OG0004056	BRALA04140	HUMAN23551, HUMAN21186
OG0004057	BRALA08841	HUMAN26949
OG0004058	BRALA14652	HUMAN16633, HUMAN16632
OG0004059	BRALA22286	HUMAN15829
OG0004060	BRALA22527	HUMAN25392
OG0004061	BRALA00733	HUMAN00893, HUMAN00894
OG0004062	BRALA16266	HUMAN17185, HUMAN03560, HUMAN24215
OG0004063	BRALA19295	HUMAN07941
OG0004064	BRALA01479	HUMAN18276
OG0004065	BRALA17282	HUMAN00215, HUMAN00216
OG0004066	BRALA27555	HUMAN14690
OG0004067	BRALA11637	HUMAN18034
OG0004068	BRALA34877	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	BRALA04243	HUMAN28854
OG0004070	BRALA10466	HUMAN25913, HUMAN25912
OG0004071	BRALA18327	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004073	BRALA24719	HUMAN25044, HUMAN06790, HUMAN25043
OG0004074	BRALA16650	HUMAN03471
OG0004075	BRALA26090	HUMAN10663
OG0004076	BRALA15154	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004077	BRALA18311	HUMAN29503, HUMAN29502
OG0004078	BRALA35758	HUMAN03624
OG0004079	BRALA08294	HUMAN22873
OG0004080	BRALA20296	HUMAN18253, HUMAN27257
OG0004081	BRALA31261	HUMAN18386
OG0004082	BRALA01474	HUMAN18511
OG0004083	BRALA25007	HUMAN08562
OG0004085	BRALA24215	HUMAN07816
OG0004086	BRALA17474	HUMAN18693
OG0004087	BRALA10704	HUMAN20699, HUMAN20698, HUMAN17812
OG0004088	BRALA35514, BRALA21666	HUMAN01139, HUMAN23388
OG0004089	BRALA08677, BRALA08678	HUMAN21587
OG0004090	BRALA11298	HUMAN06601
OG0004091	BRALA00652	HUMAN28496
OG0004092	BRALA07368	HUMAN26216, HUMAN12524
OG0004093	BRALA30875, BRALA33894	HUMAN27002
OG0004094	BRALA20617	HUMAN29054
OG0004095	BRALA07608	HUMAN04244, HUMAN04243
OG0004096	BRALA14331, BRALA21352	HUMAN02141
OG0004097	BRALA13028	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	BRALA00651, BRALA22068	HUMAN28862, HUMAN01104
OG0004099	BRALA10432	HUMAN20170
OG0004100	BRALA17153	HUMAN06958
OG0004101	BRALA04835	HUMAN12860
OG0004102	BRALA34474	HUMAN03466
OG0004103	BRALA12428, BRALA14730	HUMAN19037
OG0004104	BRALA01671	HUMAN14010
OG0004105	BRALA13768	HUMAN28120
OG0004106	BRALA18745	HUMAN00170, HUMAN00171, HUMAN00169
OG0004107	BRALA03118	HUMAN01952
OG0004108	BRALA18855	HUMAN03070, HUMAN03126
OG0004110	BRALA23943	HUMAN23820, HUMAN03249
OG0004111	BRALA01428	HUMAN28066, HUMAN16652
OG0004112	BRALA23194, BRALA23191	HUMAN01822, HUMAN01821
OG0004113	BRALA20061	HUMAN20537
OG0004114	BRALA25904, BRALA21514	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	BRALA19617	HUMAN21493
OG0004116	BRALA25003	HUMAN05608, HUMAN05607
OG0004117	BRALA17850	HUMAN27879
OG0004118	BRALA12736	HUMAN26960
OG0004119	BRALA11157, BRALA08493	HUMAN15237, HUMAN15236
OG0004120	BRALA23954	HUMAN03333
OG0004121	BRALA08686	HUMAN00202, HUMAN21585
OG0004123	BRALA14695	HUMAN05600
OG0004124	BRALA30068	HUMAN19130, HUMAN27894
OG0004125	BRALA04625	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004126	BRALA25788	HUMAN05543, HUMAN19543
OG0004127	BRALA16633	HUMAN27924, HUMAN27923
OG0004128	BRALA15362	HUMAN20446
OG0004129	BRALA09427	HUMAN02978
OG0004130	BRALA09545	HUMAN01818
OG0004132	BRALA03252, BRALA03249	HUMAN27969
OG0004133	BRALA12128	HUMAN18302, HUMAN07684
OG0004134	BRALA16353	HUMAN22443
OG0004135	BRALA06179	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	BRALA00698, BRALA29816	HUMAN02427
OG0004137	BRALA13495, BRALA13496, BRALA13493, BRALA13494	HUMAN28841
OG0004138	BRALA24513	HUMAN29721, HUMAN29720
OG0004139	BRALA00917, BRALA11936	HUMAN28858, HUMAN14285
OG0004140	BRALA19957	HUMAN11430, HUMAN11431, HUMAN11429
OG0004141	BRALA17214	HUMAN21479
OG0004142	BRALA19738	HUMAN14999
OG0004143	BRALA09465	HUMAN28620, HUMAN09650
OG0004144	BRALA07433	HUMAN20558, HUMAN21379
OG0004145	BRALA26159	HUMAN08310, HUMAN18750
OG0004146	BRALA17718, BRALA17719	HUMAN07308
OG0004147	BRALA00106	HUMAN21565
OG0004148	BRALA18127	HUMAN12377
OG0004149	BRALA12146	HUMAN07609, HUMAN30337
OG0004150	BRALA21716	HUMAN20664
OG0004151	BRALA19064	HUMAN11355, HUMAN11356
OG0004153	BRALA03854	HUMAN24083
OG0004154	BRALA10484, BRALA09813	HUMAN16602
OG0004156	BRALA26080	HUMAN21442
OG0004157	BRALA20324	HUMAN29821
OG0004158	BRALA04798	HUMAN17542, HUMAN27299
OG0004159	BRALA15234	HUMAN15832, HUMAN08705
OG0004160	BRALA00725	HUMAN00868
OG0004161	BRALA34496, BRALA03572	HUMAN17700
OG0004162	BRALA23043	HUMAN25916
OG0004163	BRALA18291	HUMAN24942, HUMAN24943, HUMAN04161, HUMAN04162, HUMAN04160
OG0004164	BRALA03976, BRALA31557	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	BRALA16339	HUMAN27687
OG0004167	BRALA26238	HUMAN04738, HUMAN04739
OG0004169	BRALA13050	HUMAN13644
OG0004171	BRALA08003	HUMAN15518
OG0004172	BRALA24076, BRALA26680, BRALA17241, BRALA32685	HUMAN04361
OG0004174	BRALA00787	HUMAN28907, HUMAN28908, HUMAN28909, HUMAN28911
OG0004175	BRALA16129	HUMAN23276, HUMAN23275
OG0004176	BRALA03590	HUMAN22859, HUMAN22860
OG0004178	BRALA20094	HUMAN30555, HUMAN30556
OG0004179	BRALA16718	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	BRALA17055	HUMAN27280, HUMAN18278
OG0004181	BRALA15876	HUMAN22409
OG0004182	BRALA19314	HUMAN19435
OG0004183	BRALA25934, BRALA25935	HUMAN07292, HUMAN07291
OG0004184	BRALA33857	HUMAN02697
OG0004185	BRALA11719	HUMAN01862, HUMAN20490
OG0004186	BRALA20859	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	BRALA03251	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	BRALA30311	HUMAN08423, HUMAN08422
OG0004189	BRALA28411	HUMAN12201, HUMAN07399
OG0004190	BRALA25028	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004197	BRALA05742	HUMAN26081, HUMAN17924, HUMAN26082, HUMAN26080, HUMAN26083
OG0004198	BRALA04321	HUMAN01753
OG0004214	BRALA01455, BRALA01456	HUMAN24477
OG0004215	BRALA22830	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	BRALA03093	HUMAN20287
OG0004217	BRALA11886	HUMAN22836
OG0004218	BRALA35691, BRALA11369, BRALA27082	HUMAN27915
OG0004219	BRALA29983, BRALA33234	HUMAN17843, HUMAN17842
OG0004220	BRALA17127	HUMAN28630
OG0004222	BRALA26148	HUMAN08455
OG0004223	BRALA09691	HUMAN05025, HUMAN05023
OG0004225	BRALA18596	HUMAN06624, HUMAN06623, HUMAN27310
OG0004226	BRALA09090	HUMAN08493
OG0004227	BRALA26674	HUMAN00825
OG0004228	BRALA15960	HUMAN27429
OG0004229	BRALA03705	HUMAN03153
OG0004230	BRALA25002	HUMAN05581
OG0004231	BRALA18489	HUMAN13253
OG0004232	BRALA34160	HUMAN22434
OG0004233	BRALA18749	HUMAN00119
OG0004234	BRALA15853	HUMAN18015, HUMAN18014
OG0004235	BRALA11235	HUMAN12116
OG0004236	BRALA21571	HUMAN16992
OG0004237	BRALA11898	HUMAN22943
OG0004239	BRALA02912	HUMAN18995
OG0004240	BRALA22623	HUMAN18709, HUMAN04795
OG0004241	BRALA14197	HUMAN07668
OG0004242	BRALA15050	HUMAN14962
OG0004243	BRALA11315	HUMAN12837
OG0004244	BRALA22724	HUMAN21470, HUMAN21469
OG0004245	BRALA35301	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	BRALA25785	HUMAN12879, HUMAN12881
OG0004247	BRALA24657	HUMAN05733
OG0004248	BRALA05741	HUMAN18975
OG0004249	BRALA08296	HUMAN22546
OG0004251	BRALA10118	HUMAN01265
OG0004252	BRALA02512	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	BRALA14983	HUMAN10905, HUMAN26337
OG0004254	BRALA03749	HUMAN27698
OG0004255	BRALA26683	HUMAN20924
OG0004257	BRALA10361	HUMAN17628
OG0004258	BRALA19445	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	BRALA09457	HUMAN09749
OG0004260	BRALA04444	HUMAN09461, HUMAN09462
OG0004261	BRALA19111	HUMAN13774
OG0004262	BRALA34766, BRALA21467	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	BRALA07416	HUMAN17547, HUMAN17546
OG0004264	BRALA03608	HUMAN03533, HUMAN27752, HUMAN27751, HUMAN27750
OG0004265	BRALA31423	HUMAN01336
OG0004267	BRALA01991	HUMAN06039, HUMAN03918
OG0004268	BRALA12493	HUMAN15199, HUMAN15201
OG0004269	BRALA05544	HUMAN03614, HUMAN03613
OG0004270	BRALA18525	HUMAN01652
OG0004271	BRALA09426	HUMAN26827
OG0004272	BRALA01934	HUMAN23571
OG0004273	BRALA06404	HUMAN12115, HUMAN12114
OG0004274	BRALA20006	HUMAN11120
OG0004275	BRALA29519	HUMAN06232, HUMAN21152, HUMAN21151
OG0004276	BRALA19990	HUMAN28195
OG0004277	BRALA30535	HUMAN29963
OG0004278	BRALA14565	HUMAN28639
OG0004279	BRALA20647	HUMAN28927
OG0004280	BRALA23682, BRALA18212	HUMAN13148
OG0004281	BRALA35548	HUMAN21313
OG0004282	BRALA14728	HUMAN00466
OG0004284	BRALA11418	HUMAN22289
OG0004285	BRALA29530	HUMAN24318, HUMAN24317, HUMAN24319
OG0004286	BRALA14966	HUMAN26392
OG0004288	BRALA03278	HUMAN23255
OG0004289	BRALA15160	HUMAN08406
OG0004290	BRALA03150	HUMAN11088, HUMAN11089, HUMAN26173
OG0004291	BRALA31457	HUMAN02664
OG0004292	BRALA05406	HUMAN18016, HUMAN18018, HUMAN18017
OG0004294	BRALA29283	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310
OG0004295	BRALA01000	HUMAN14256
OG0004296	BRALA03748	HUMAN22583, HUMAN22582
OG0004297	BRALA10358	HUMAN24896
OG0004298	BRALA08303	HUMAN05125, HUMAN05123, HUMAN05124
OG0004299	BRALA18722	HUMAN22961, HUMAN05108, HUMAN22962
OG0004300	BRALA32511	HUMAN28866, HUMAN28867
OG0004301	BRALA32145	HUMAN04644
OG0004303	BRALA05979	HUMAN18308, HUMAN18307
OG0004304	BRALA29843	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	BRALA14639	HUMAN14140
OG0004306	BRALA16636	HUMAN24566, HUMAN24565
OG0004307	BRALA11162	HUMAN13513
OG0004308	BRALA23893	HUMAN30057
OG0004310	BRALA07958	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095
OG0004311	BRALA18222	HUMAN15083, HUMAN09966
OG0004312	BRALA16894	HUMAN01959
OG0004314	BRALA02958	HUMAN02115, HUMAN29290, HUMAN29291
OG0004315	BRALA16278	HUMAN03740, HUMAN03739
OG0004316	BRALA27284	HUMAN21828
OG0004317	BRALA31136	HUMAN07353
OG0004318	BRALA11243	HUMAN13522
OG0004319	BRALA02487	HUMAN04163, HUMAN27066
OG0004321	BRALA03831	HUMAN03148
OG0004322	BRALA16694	HUMAN24558
OG0004323	BRALA34818	HUMAN25493
OG0004324	BRALA09811	HUMAN19248
OG0004326	BRALA05683, BRALA05687	HUMAN27157, HUMAN27158
OG0004327	BRALA28777	HUMAN05117, HUMAN05116
OG0004328	BRALA13776	HUMAN18966, HUMAN18965
OG0004330	BRALA10844	HUMAN08424
OG0004331	BRALA25017	HUMAN08295
OG0004332	BRALA05495	HUMAN05580
OG0004333	BRALA14711	HUMAN28274
OG0004334	BRALA05133	HUMAN00979, HUMAN00978
OG0004335	BRALA11786	HUMAN22919
OG0004336	BRALA08041, BRALA03225	HUMAN11187, HUMAN11186, HUMAN11185, HUMAN28035, HUMAN18807
OG0004337	BRALA11506	HUMAN01473
OG0004338	BRALA22739	HUMAN05208
OG0004341	BRALA18640	HUMAN13186, HUMAN13190
OG0004342	BRALA28668	HUMAN22854, HUMAN22853
OG0004343	BRALA34896, BRALA33692, BRALA34328	HUMAN03765, HUMAN03766
OG0004344	BRALA04177	HUMAN30235, HUMAN30231, HUMAN30232
OG0004345	BRALA10189	HUMAN29416
OG0004346	BRALA15506	HUMAN01204
OG0004347	BRALA23589	HUMAN26338
OG0004348	BRALA12127	HUMAN29749
OG0004349	BRALA26083	HUMAN08332, HUMAN08333
OG0004350	BRALA12360	HUMAN25142
OG0004351	BRALA18778	HUMAN05858
OG0004352	BRALA14329	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870
OG0004353	BRALA26681	HUMAN05861
OG0004354	BRALA33463, BRALA33588	HUMAN19964
OG0004355	BRALA02915	HUMAN20522, HUMAN06764
OG0004356	BRALA18746	HUMAN21882
OG0004357	BRALA09608	HUMAN17377
OG0004358	BRALA15298	HUMAN20549
OG0004359	BRALA22732	HUMAN29937
OG0004360	BRALA27825	HUMAN02590
OG0004361	BRALA19546, BRALA19547	HUMAN02280
OG0004362	BRALA01978	HUMAN12669, HUMAN20594
OG0004363	BRALA00616	HUMAN23093
OG0004364	BRALA23445	HUMAN16782, HUMAN16785
OG0004365	BRALA24172	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829
OG0004366	BRALA20010	HUMAN11404
OG0004367	BRALA15183	HUMAN25086, HUMAN25087, HUMAN25088
OG0004368	BRALA23102	HUMAN02041, HUMAN24846
OG0004369	BRALA02910	HUMAN29479
OG0004370	BRALA13645	HUMAN26663
OG0004371	BRALA14311	HUMAN00682, HUMAN00681, HUMAN16768
OG0004372	BRALA02065, BRALA02064	HUMAN00855
OG0004373	BRALA16557	HUMAN00854
OG0004374	BRALA29279	HUMAN13158
OG0004375	BRALA07819	HUMAN09491
OG0004376	BRALA26859	HUMAN26330, HUMAN19958
OG0004377	BRALA22650, BRALA22649	HUMAN28605
OG0004378	BRALA29460	HUMAN11677, HUMAN11679, HUMAN11678
OG0004380	BRALA31059	HUMAN06115
OG0004381	BRALA31166	HUMAN01741
OG0004382	BRALA01390	HUMAN23495
OG0004383	BRALA33094, BRALA23070	HUMAN08351
OG0004384	BRALA21477	HUMAN02637, HUMAN02638, HUMAN02636
OG0004385	BRALA02586	HUMAN29342
OG0004386	BRALA27106	HUMAN26743, HUMAN19947
OG0004389	BRALA01195	HUMAN00922
OG0004390	BRALA20609	HUMAN02225, HUMAN02224, HUMAN02227
OG0004391	BRALA06733	HUMAN22998, HUMAN23755, HUMAN22999
OG0004392	BRALA03731	HUMAN03189
OG0004393	BRALA25078	HUMAN03571
OG0004395	BRALA26081	HUMAN06742, HUMAN06741
OG0004396	BRALA05724	HUMAN00392
OG0004397	BRALA21225	HUMAN15239, HUMAN15240, HUMAN13820
OG0004398	BRALA33935	HUMAN25746
OG0004399	BRALA09277	HUMAN20481, HUMAN20480, HUMAN20364
OG0004400	BRALA09786	HUMAN13800
OG0004401	BRALA00557	HUMAN30275, HUMAN07787
OG0004402	BRALA35050	HUMAN22342
OG0004402	BRALA22916	HUMAN22341
OG0004403	BRALA04354	HUMAN09951, HUMAN09950, HUMAN09949
OG0004404	BRALA12217	HUMAN09714
OG0004405	BRALA31963, BRALA06302	HUMAN30602, HUMAN30601, HUMAN30590
OG0004406	BRALA29567	HUMAN04951, HUMAN04950, HUMAN08313
OG0004407	BRALA13375, BRALA13376	HUMAN08685
OG0004408	BRALA31060, BRALA13700	HUMAN05224, HUMAN05225
OG0004409	BRALA27206	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233
OG0004413	BRALA27203	HUMAN20485
OG0004414	BRALA13744	HUMAN05744, HUMAN05743
OG0004415	BRALA14040	HUMAN27786
OG0004417	BRALA00783	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004418	BRALA18257, BRALA17856	HUMAN23600
OG0004419	BRALA21691	HUMAN17223, HUMAN17224, HUMAN17222
OG0004420	BRALA05463	HUMAN00120, HUMAN21941, HUMAN21942
OG0004421	BRALA25716	HUMAN20973
OG0004422	BRALA01893	HUMAN09643, HUMAN23503
OG0004423	BRALA17096	HUMAN24585
OG0004424	BRALA12773	HUMAN20454, HUMAN20451
OG0004426	BRALA30364	HUMAN08417, HUMAN15503, HUMAN15502
OG0004427	BRALA35223, BRALA03413	HUMAN20530, HUMAN17506, HUMAN17507
OG0004433	BRALA00493, BRALA00492, BRALA17201, BRALA17204, BRALA16995, BRALA16939	HUMAN26519, HUMAN26524, HUMAN17553, HUMAN17552
OG0004459	BRALA29538, BRALA34073	HUMAN03665
OG0004460	BRALA12464	HUMAN02348
OG0004461	BRALA17151	HUMAN06949, HUMAN25050
OG0004462	BRALA14199	HUMAN07884
OG0004463	BRALA26858	HUMAN07198, HUMAN12013
OG0004465	BRALA01824	HUMAN25551
OG0004467	BRALA29326	HUMAN07304
OG0004468	BRALA29411	HUMAN04543
OG0004471	BRALA18574	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968
OG0004472	BRALA29153	HUMAN26987
OG0004473	BRALA31254	HUMAN20027
OG0004474	BRALA31316	HUMAN00075, HUMAN00078, HUMAN00076
OG0004475	BRALA11247	HUMAN06062
OG0004476	BRALA14581	HUMAN07423, HUMAN07424
OG0004477	BRALA01420	HUMAN09841
OG0004478	BRALA12451	HUMAN11200, HUMAN11199
OG0004479	BRALA28094, BRALA03563, BRALA28093	HUMAN13760
OG0004480	BRALA11435	HUMAN19565
OG0004482	BRALA00394	HUMAN20680
OG0004483	BRALA10746	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	BRALA08580	HUMAN00032
OG0004485	BRALA24714	HUMAN05734
OG0004486	BRALA03457	HUMAN28381
OG0004487	BRALA03392	HUMAN22433
OG0004488	BRALA13548	HUMAN09530, HUMAN01783
OG0004489	BRALA18946	HUMAN20466, HUMAN20464
OG0004490	BRALA08921	HUMAN16009, HUMAN16010, HUMAN16008
OG0004491	BRALA16481	HUMAN15224
OG0004493	BRALA19060	HUMAN00734
OG0004494	BRALA21955	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	BRALA13392	HUMAN01257
OG0004496	BRALA10106	HUMAN21326
OG0004497	BRALA03230	HUMAN11497
OG0004498	BRALA03323	HUMAN21502, HUMAN21503
OG0004499	BRALA31005	HUMAN02497, HUMAN08698, HUMAN08697
OG0004500	BRALA01903	HUMAN27616
OG0004501	BRALA34231	HUMAN00494
OG0004502	BRALA12219	HUMAN00324
OG0004503	BRALA08167, BRALA18736	HUMAN22764
OG0004505	BRALA04628	HUMAN17948
OG0004506	BRALA18627	HUMAN13338, HUMAN13340
OG0004507	BRALA21608	HUMAN23622, HUMAN23623, HUMAN23621
OG0004509	BRALA20619	HUMAN02069
OG0004510	BRALA22461	HUMAN29607
OG0004511	BRALA24832	HUMAN19795, HUMAN12268
OG0004512	BRALA22481	HUMAN09321
OG0004514	BRALA25503	HUMAN20024
OG0004515	BRALA24074	HUMAN03769, HUMAN03768, HUMAN03770
OG0004516	BRALA25445	HUMAN13123, HUMAN13122
OG0004517	BRALA13110	HUMAN13286, HUMAN13288, HUMAN13287
OG0004518	BRALA18338	HUMAN29301, HUMAN14475
OG0004519	BRALA09425	HUMAN21150
OG0004520	BRALA12190	HUMAN22045
OG0004522	BRALA01766	HUMAN24510, HUMAN25206
OG0004523	BRALA23188	HUMAN01827, HUMAN01829
OG0004524	BRALA06551	HUMAN20054
OG0004525	BRALA20597	HUMAN01279
OG0004526	BRALA21793	HUMAN29357
OG0004527	BRALA16772	HUMAN01091
OG0004528	BRALA23886	HUMAN11777
