Orthogroup	BRALA	HUMAN
OG0006398	BRALA00645, BRALA22061	HUMAN01047, HUMAN01046
OG0006399	BRALA34381	HUMAN07113, HUMAN07112, HUMAN07111
OG0006401	BRALA30659	HUMAN18158, HUMAN26324
OG0006402	BRALA16948	HUMAN22757, HUMAN22756
OG0006405	BRALA02502	HUMAN04667, HUMAN03885, HUMAN03882, HUMAN03883, HUMAN03884
OG0006406	BRALA16985	HUMAN13006, HUMAN15941, HUMAN13007
OG0006407	BRALA14528	HUMAN21252, HUMAN15339, HUMAN15338
OG0006408	BRALA30169, BRALA30167	HUMAN09012, HUMAN09011
OG0006410	BRALA28629	HUMAN21240, HUMAN25297, HUMAN25296
OG0006412	BRALA18539	HUMAN18577, HUMAN27836, HUMAN16552
OG0006414	BRALA21306	HUMAN03409
OG0006416	BRALA23596	HUMAN23194
OG0006442	BRALA26582	HUMAN24430, HUMAN24429
OG0006443	BRALA15942	HUMAN04869
OG0006446	BRALA02593	HUMAN29158
OG0006447	BRALA18461	HUMAN29322, HUMAN29323
OG0006448	BRALA14481	HUMAN23211
OG0006449	BRALA12969	HUMAN28069
OG0006452	BRALA18059	HUMAN02398, HUMAN20893
OG0006454	BRALA31920	HUMAN13113, HUMAN13112
OG0006456	BRALA07627	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	BRALA14722	HUMAN14767
OG0006458	BRALA35777, BRALA35074	HUMAN05481
OG0006459	BRALA21741	HUMAN09471
OG0006460	BRALA17443	HUMAN02631
OG0006461	BRALA17215	HUMAN20951
OG0006462	BRALA21972	HUMAN20252
OG0006463	BRALA15556	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875
OG0006464	BRALA11660	HUMAN30209, HUMAN22027
OG0006465	BRALA11934	HUMAN02673
OG0006467	BRALA25621	HUMAN17163, HUMAN17162
OG0006468	BRALA20024	HUMAN28005
OG0006469	BRALA13138	HUMAN12113
OG0006470	BRALA03878	HUMAN22261
OG0006471	BRALA01351	HUMAN18729
OG0006472	BRALA01349	HUMAN26665
OG0006474	BRALA29415	HUMAN19727
OG0006475	BRALA07446	HUMAN26136
OG0006476	BRALA08067	HUMAN07555, HUMAN07556
OG0006477	BRALA01024	HUMAN05076
OG0006478	BRALA20796	HUMAN14445
OG0006479	BRALA32335	HUMAN00009
OG0006480	BRALA00269	HUMAN03645
OG0006481	BRALA01853	HUMAN05570, HUMAN20279
OG0006482	BRALA23441	HUMAN08453
OG0006483	BRALA29449	HUMAN08362
OG0006485	BRALA20858	HUMAN04789
OG0006486	BRALA17155	HUMAN21434, HUMAN21433, HUMAN06954
OG0006487	BRALA09409	HUMAN20882
OG0006488	BRALA22110	HUMAN15844
OG0006490	BRALA09290	HUMAN07030
OG0006491	BRALA16671	HUMAN13791, HUMAN13790
OG0006492	BRALA28429	HUMAN11565
OG0006493	BRALA12232	HUMAN05189, HUMAN05188, HUMAN05190
OG0006494	BRALA12242	HUMAN21838, HUMAN21837
OG0006495	BRALA35340	HUMAN11902, HUMAN11903
OG0006496	BRALA20624	HUMAN02167
OG0006497	BRALA29776	HUMAN07721, HUMAN07722, HUMAN07720
OG0006498	BRALA29822	HUMAN29984
OG0006499	BRALA02653	HUMAN02242, HUMAN02243, HUMAN02244
OG0006500	BRALA23434	HUMAN08688
OG0006501	BRALA21471	HUMAN15460
OG0006502	BRALA33701	HUMAN12374, HUMAN12375
OG0006503	BRALA13583	HUMAN27658
OG0006505	BRALA14552	HUMAN02985, HUMAN02984
OG0006506	BRALA02261	HUMAN21266
OG0006507	BRALA24795	HUMAN17635, HUMAN17633, HUMAN17634
OG0006508	BRALA28414	HUMAN22149
OG0006509	BRALA11787	HUMAN22918, HUMAN22917
OG0006510	BRALA26585	HUMAN19222
OG0006511	BRALA26583	HUMAN18611, HUMAN09163
OG0006512	BRALA15201	HUMAN20060, HUMAN20059
OG0006513	BRALA03556, BRALA28101	HUMAN10996, HUMAN10995
OG0006514	BRALA16975	HUMAN22995
OG0006516	BRALA22526	HUMAN09318
OG0006517	BRALA05623	HUMAN13704
OG0006518	BRALA27980	HUMAN25430, HUMAN25432, HUMAN25431
OG0006519	BRALA30968	HUMAN02478, HUMAN02479
OG0006520	BRALA26806	HUMAN07570
OG0006522	BRALA19190	HUMAN12255, HUMAN12266
OG0006523	BRALA28068	HUMAN15810, HUMAN15811
OG0006524	BRALA09322	HUMAN26841
OG0006525	BRALA12796	HUMAN28845
OG0006526	BRALA03451	HUMAN28412
OG0006527	BRALA25277	HUMAN13585
OG0006528	BRALA07058	HUMAN18246
OG0006530	BRALA21307	HUMAN01857
OG0006531	BRALA02175	HUMAN05816, HUMAN05815
OG0006532	BRALA05058	HUMAN14164
OG0006534	BRALA16302	HUMAN03546, HUMAN03547
OG0006535	BRALA07744	HUMAN06136
OG0006536	BRALA24028	HUMAN14779
OG0006537	BRALA30762	HUMAN22896
OG0006538	BRALA05308	HUMAN17787
OG0006540	BRALA14264	HUMAN30223
OG0006541	BRALA24036	HUMAN23369
OG0006542	BRALA26807	HUMAN07571
OG0006543	BRALA21134	HUMAN25209
OG0006544	BRALA08406	HUMAN18899
OG0006545	BRALA23681	HUMAN29010, HUMAN29009
OG0006546	BRALA13326	HUMAN08888
OG0006547	BRALA21713	HUMAN06438
OG0006548	BRALA24297	HUMAN02142, HUMAN21298
OG0006549	BRALA12819	HUMAN06269
OG0006550	BRALA27195	HUMAN02858
OG0006551	BRALA18331	HUMAN01474
OG0006552	BRALA18527	HUMAN23496
OG0006553	BRALA06295	HUMAN25917
OG0006554	BRALA14992	HUMAN07135
OG0006555	BRALA00368	HUMAN18243, HUMAN18244
OG0006556	BRALA24801	HUMAN25766
OG0006557	BRALA24618	HUMAN19957
OG0006559	BRALA00767	HUMAN14395, HUMAN28495
OG0006560	BRALA24104, BRALA34102	HUMAN08721
OG0006561	BRALA12061	HUMAN08528, HUMAN08523
OG0006562	BRALA11584	HUMAN30594
OG0006563	BRALA17770	HUMAN03286
OG0006564	BRALA23592	HUMAN26384, HUMAN26375
OG0006565	BRALA12752	HUMAN26889, HUMAN21101
OG0006566	BRALA11134	HUMAN12988
OG0006568	BRALA01715	HUMAN25683
OG0006569	BRALA10919, BRALA10793	HUMAN17062
OG0006570	BRALA10044	HUMAN24735
OG0006571	BRALA01588	HUMAN23449
OG0006572	BRALA01125	HUMAN00888, HUMAN00887, HUMAN00889
OG0006573	BRALA25563	HUMAN12290, HUMAN12289
OG0006574	BRALA09517	HUMAN14370
OG0006575	BRALA03279	HUMAN29420, HUMAN29419
OG0006576	BRALA03868	HUMAN23000
OG0006577	BRALA10957	HUMAN05518, HUMAN05517
OG0006578	BRALA24046	HUMAN22134
OG0006579	BRALA01184	HUMAN28507
OG0006580	BRALA07037	HUMAN12502
OG0006581	BRALA07413	HUMAN09574
OG0006583	BRALA12341	HUMAN25717
OG0006584	BRALA19370	HUMAN20560
OG0006585	BRALA35859	HUMAN17035
OG0006586	BRALA34705	HUMAN11398
OG0006587	BRALA22287	HUMAN15554, HUMAN15555, HUMAN15553
OG0006588	BRALA25723	HUMAN29928
OG0006589	BRALA28041	HUMAN17150
OG0006590	BRALA22902	HUMAN05823
OG0006592	BRALA26584	HUMAN01445
OG0006593	BRALA00408, BRALA00407	HUMAN20736
OG0006594	BRALA24225	HUMAN10868, HUMAN10810
OG0006595	BRALA04703	HUMAN03332
OG0006596	BRALA26574	HUMAN19063, HUMAN19062
OG0006597	BRALA15919	HUMAN30289
OG0006598	BRALA18182	HUMAN28610
OG0006599	BRALA03707	HUMAN17165, HUMAN22523
OG0006600	BRALA25769, BRALA23296	HUMAN13359, HUMAN13358
OG0006601	BRALA24176	HUMAN18405, HUMAN18407, HUMAN18409, HUMAN18406
OG0006602	BRALA19036	HUMAN14818
OG0006603	BRALA03443	HUMAN11393
OG0006604	BRALA33757	HUMAN11730, HUMAN11731
OG0006605	BRALA02624	HUMAN28716, HUMAN28714, HUMAN28715
OG0006606	BRALA27981	HUMAN11489
OG0006607	BRALA15151	HUMAN00747, HUMAN00746
OG0006608	BRALA16177	HUMAN21771, HUMAN21770
OG0006609	BRALA07455	HUMAN27322
OG0006610	BRALA23008, BRALA25297	HUMAN10217
OG0006611	BRALA14061	HUMAN06625
OG0006612	BRALA01028	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	BRALA04025	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	BRALA01003	HUMAN06112, HUMAN06113
OG0006615	BRALA13677	HUMAN13872
OG0006617	BRALA14572	HUMAN16554, HUMAN16553
OG0006618	BRALA20589, BRALA12165, BRALA06279	HUMAN14073
OG0006619	BRALA16699	HUMAN24501
OG0006620	BRALA13727	HUMAN00655, HUMAN27431
OG0006621	BRALA28416	HUMAN26752
OG0006622	BRALA12099	HUMAN28527, HUMAN29955
OG0006623	BRALA32109	HUMAN04365, HUMAN04366
OG0006624	BRALA20284	HUMAN20606
OG0006625	BRALA20997	HUMAN18256
OG0006626	BRALA15000	HUMAN20006, HUMAN21273
OG0006627	BRALA28820	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	BRALA05802	HUMAN09710
OG0006630	BRALA04522	HUMAN09502
OG0006631	BRALA21370	HUMAN17541
OG0006632	BRALA11411	HUMAN24257, HUMAN22067
OG0006633	BRALA15776	HUMAN24475
OG0006635	BRALA08601	HUMAN27593, HUMAN20098
OG0006636	BRALA13097	HUMAN16299
OG0006637	BRALA26648	HUMAN13012
OG0006638	BRALA03532	HUMAN28340
OG0006638	BRALA03533	HUMAN28339
OG0006639	BRALA10260, BRALA10259	HUMAN28928
OG0006641	BRALA22281	HUMAN08764, HUMAN08760
OG0006642	BRALA23312	HUMAN03282
OG0006644	BRALA20583	HUMAN21498, HUMAN21497
OG0006645	BRALA06945, BRALA06894	HUMAN28961, HUMAN28960
OG0006646	BRALA13446	HUMAN10004
OG0006647	BRALA03119	HUMAN11131
OG0006648	BRALA24820	HUMAN25312
OG0006649	BRALA19902	HUMAN08947
OG0006650	BRALA28585, BRALA25692	HUMAN11219
OG0006651	BRALA18794	HUMAN19384
OG0006652	BRALA10835	HUMAN08636, HUMAN08637
OG0006653	BRALA16140	HUMAN13701
OG0006654	BRALA19298	HUMAN25444
OG0006655	BRALA00574	HUMAN23490
OG0006656	BRALA07528	HUMAN05804
OG0006657	BRALA07213	HUMAN07133
OG0006658	BRALA16629	HUMAN08547
OG0006660	BRALA10958	HUMAN20944, HUMAN20943
OG0006661	BRALA12233	HUMAN30226, HUMAN05192
OG0006662	BRALA14712	HUMAN05526
OG0006663	BRALA16974	HUMAN18303
OG0006664	BRALA24834	HUMAN23221
OG0006666	BRALA34133	HUMAN28875
OG0006668	BRALA08318	HUMAN17409
OG0006669	BRALA00985	HUMAN23253
OG0006670	BRALA02659	HUMAN02070, HUMAN02071
OG0006672	BRALA25892, BRALA25898, BRALA21521, BRALA25891	HUMAN00506
OG0006673	BRALA29976	HUMAN18662, HUMAN18663
OG0006675	BRALA09831	HUMAN27406, HUMAN27405
OG0006677	BRALA06236	HUMAN16360, HUMAN16361
OG0006678	BRALA06274	HUMAN13325, HUMAN13324
OG0006680	BRALA25853	HUMAN18867
OG0006681	BRALA20996	HUMAN27423, HUMAN27424
OG0006683	BRALA26678	HUMAN00125
OG0006684	BRALA12717	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	BRALA18231	HUMAN16707, HUMAN13839
OG0006685	BRALA33431, BRALA18230	HUMAN13838
OG0006686	BRALA03046	HUMAN29261
OG0006687	BRALA25407	HUMAN00731, HUMAN00732
OG0006688	BRALA20025	HUMAN07994
OG0006689	BRALA08372	HUMAN09931
OG0006690	BRALA17356	HUMAN01353
OG0006691	BRALA14546	HUMAN12920, HUMAN12921
OG0006692	BRALA17480	HUMAN12863, HUMAN12864
OG0006693	BRALA06823	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	BRALA16849	HUMAN25673
OG0006695	BRALA18862	HUMAN05347, HUMAN05346
OG0006697	BRALA31820	HUMAN03758
OG0006698	BRALA19125	HUMAN28004
OG0006699	BRALA22179	HUMAN07333
OG0006700	BRALA11720	HUMAN18335
OG0006702	BRALA01475	HUMAN00468
OG0006704	BRALA15008	HUMAN01256
OG0006705	BRALA15796	HUMAN21830, HUMAN21831
OG0006706	BRALA02737	HUMAN01180
OG0006707	BRALA23645	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	BRALA20874	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	BRALA09059	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	BRALA14570	HUMAN28677
OG0006711	BRALA08981	HUMAN21244
OG0006712	BRALA20215, BRALA20214	HUMAN19027
OG0006713	BRALA22528	HUMAN08608
OG0006715	BRALA12748	HUMAN28884, HUMAN28887, HUMAN29933
OG0006716	BRALA24459	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	BRALA26122	HUMAN04735
OG0006718	BRALA31418	HUMAN03526
OG0006719	BRALA13038	HUMAN12021
OG0006720	BRALA12683	HUMAN29778
OG0006721	BRALA21743	HUMAN15069, HUMAN15065
OG0006722	BRALA01042	HUMAN10116
OG0006723	BRALA05735	HUMAN01452
OG0006724	BRALA05734	HUMAN00251, HUMAN00252
OG0006725	BRALA28234	HUMAN20956
OG0006726	BRALA16670	HUMAN25679
OG0006727	BRALA01476	HUMAN25384
OG0006728	BRALA14826	HUMAN13864, HUMAN13865
OG0006729	BRALA01063	HUMAN23307
OG0006730	BRALA02164	HUMAN01413
OG0006731	BRALA20312	HUMAN15325
OG0006732	BRALA00142	HUMAN17586
OG0006733	BRALA26251	HUMAN04919
OG0006734	BRALA30882	HUMAN25074
OG0006735	BRALA27074	HUMAN06599
OG0006737	BRALA03436	HUMAN10669
OG0006738	BRALA14041	HUMAN17555, HUMAN17554
OG0006739	BRALA32679	HUMAN28943
OG0006739	BRALA32678	HUMAN28944
OG0006740	BRALA30973	HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	BRALA09365	HUMAN20918
OG0006742	BRALA11740	HUMAN30051, HUMAN22412
OG0006743	BRALA00242	HUMAN29392, HUMAN29393
OG0006743	BRALA12738	HUMAN09528
OG0006744	BRALA02757	HUMAN18493, HUMAN02331
OG0006745	BRALA15185	HUMAN21637
OG0006747	BRALA22644	HUMAN09322, HUMAN15592, HUMAN17504, HUMAN17503
OG0006748	BRALA01445	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505
OG0006749	BRALA22769	HUMAN10255, HUMAN10254
OG0006750	BRALA09668	HUMAN16679
OG0006751	BRALA31855	HUMAN04997, HUMAN04996
OG0006752	BRALA22950	HUMAN05470
OG0006753	BRALA24992	HUMAN08651
OG0006754	BRALA20552	HUMAN28391
OG0006755	BRALA22940	HUMAN17392
OG0006756	BRALA16752	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006758	BRALA00417	HUMAN20524
OG0006759	BRALA25850	HUMAN06777
OG0006760	BRALA17052	HUMAN23407
OG0006761	BRALA11904	HUMAN22866, HUMAN22865
OG0006762	BRALA22489	HUMAN16948
OG0006763	BRALA14476	HUMAN20641, HUMAN12652
OG0006764	BRALA12801, BRALA12802	HUMAN24101, HUMAN24102
OG0006765	BRALA03187	HUMAN11017
OG0006766	BRALA12385	HUMAN30336
OG0006768	BRALA24120	HUMAN15305
OG0006769	BRALA16226	HUMAN03966
OG0006770	BRALA34824	HUMAN09788
OG0006772	BRALA21416	HUMAN17212
OG0006774	BRALA19991	HUMAN22081, HUMAN22082, HUMAN22083
OG0006776	BRALA14483	HUMAN12695, HUMAN12694
OG0006777	BRALA21484	HUMAN15487
OG0006780	BRALA11976	HUMAN08729
OG0006784	BRALA09110	HUMAN29013
OG0006786	BRALA15945	HUMAN22933, HUMAN07752
OG0006787	BRALA00476	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890
OG0006791	BRALA16274	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
OG0006792	BRALA02590	HUMAN08508, HUMAN08509, HUMAN08510, HUMAN25745
OG0006796	BRALA13885	HUMAN04215
OG0006824	BRALA20052	HUMAN21478
OG0006826	BRALA11906	HUMAN23918
OG0006828	BRALA17108	HUMAN23672
OG0006829	BRALA28885	HUMAN17262
OG0006830	BRALA28939	HUMAN12476
OG0006831	BRALA20460	HUMAN03695, HUMAN03694
OG0006832	BRALA22293	HUMAN08383
OG0006833	BRALA25618	HUMAN11220
OG0006835	BRALA28202	HUMAN05300
OG0006837	BRALA35576	HUMAN05482
OG0006838	BRALA19458	HUMAN10291
OG0006842	BRALA01039	HUMAN14862
OG0006843	BRALA21641	HUMAN28655
OG0006844	BRALA09600	HUMAN09468
OG0006845	BRALA20898	HUMAN04886
OG0006846	BRALA29210	HUMAN08740, HUMAN08738
OG0006847	BRALA27665	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	BRALA20677	HUMAN03233, HUMAN23824
OG0006849	BRALA22479	HUMAN16918
OG0006850	BRALA31268	HUMAN22747
OG0006851	BRALA27931	HUMAN03180
OG0006852	BRALA03688	HUMAN26914
OG0006856	BRALA24695	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	BRALA06099	HUMAN29744
OG0006860	BRALA03297	HUMAN11386
OG0006862	BRALA29568	HUMAN08983
OG0006863	BRALA01163	HUMAN21315
OG0006864	BRALA31204	HUMAN10411
OG0006865	BRALA11659	HUMAN07621
OG0006866	BRALA05670, BRALA05672	HUMAN00414, HUMAN00412
OG0006867	BRALA30972	HUMAN16895
OG0006868	BRALA31290, BRALA34596	HUMAN20940
OG0006869	BRALA19766	HUMAN21448, HUMAN21447
OG0006870	BRALA20394	HUMAN17467, HUMAN17468
OG0006872	BRALA16487	HUMAN11636
OG0006873	BRALA26820	HUMAN07171
OG0006874	BRALA13013	HUMAN21129
OG0006875	BRALA22498	HUMAN05504
OG0006876	BRALA05364	HUMAN01056
OG0006877	BRALA07858	HUMAN09886
OG0006878	BRALA00734	HUMAN01136
OG0006880	BRALA05805	HUMAN21476
OG0006881	BRALA19408	HUMAN04095
OG0006882	BRALA03081	HUMAN11464
OG0006883	BRALA16909	HUMAN16684
OG0006884	BRALA16908	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	BRALA12873	HUMAN20135
OG0006886	BRALA19017	HUMAN29974
OG0006887	BRALA23687	HUMAN12500
OG0006888	BRALA29964	HUMAN25053
OG0006889	BRALA27317	HUMAN11509
OG0006890	BRALA31419	HUMAN03527
OG0006891	BRALA28938	HUMAN04608
OG0006893	BRALA13970	HUMAN13212, HUMAN13211
OG0006894	BRALA13030	HUMAN13291
OG0006895	BRALA08907	HUMAN03555
OG0006896	BRALA03671	HUMAN22142
OG0006897	BRALA01574	HUMAN23447
OG0006898	BRALA03096	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006899	BRALA07712	HUMAN07006
OG0006900	BRALA19706	HUMAN25793
OG0006901	BRALA09160	HUMAN18029, HUMAN18028
OG0006902	BRALA18408	HUMAN27525
OG0006903	BRALA05792, BRALA21365	HUMAN12933
OG0006904	BRALA11508	HUMAN22374
OG0006905	BRALA27319	HUMAN19217
OG0006906	BRALA07226	HUMAN11694
OG0006907	BRALA21911	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	BRALA30098	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	BRALA33942, BRALA33141, BRALA19160, BRALA12740	HUMAN29823
OG0006911	BRALA18398	HUMAN04725
OG0006913	BRALA23670	HUMAN01275
OG0006914	BRALA21731	HUMAN28656
OG0006915	BRALA03155, BRALA15756	HUMAN15921, HUMAN15920
OG0006916	BRALA16553	HUMAN11501
OG0006917	BRALA05537	HUMAN18466, HUMAN18467
OG0006918	BRALA16643	HUMAN28188
OG0006919	BRALA11547	HUMAN22288
OG0006920	BRALA32734	HUMAN07463
OG0006921	BRALA20896	HUMAN07563, HUMAN07564, HUMAN07562
OG0006922	BRALA13998, BRALA13997, BRALA24844	HUMAN10671
OG0006924	BRALA11900	HUMAN23650
OG0006925	BRALA18547	HUMAN09328
OG0006926	BRALA29464	HUMAN00625
OG0006927	BRALA05354, BRALA05352	HUMAN14265
OG0006928	BRALA14949	HUMAN16715
OG0006930	BRALA22987	HUMAN28830
OG0006931	BRALA02116	HUMAN27632, HUMAN27633
OG0006932	BRALA06550	HUMAN20250
OG0006934	BRALA05992	HUMAN07628
OG0006935	BRALA25077	HUMAN28718
OG0006936	BRALA23621	HUMAN03224
OG0006937	BRALA13456	HUMAN13657
OG0006938	BRALA12778	HUMAN20508, HUMAN20507
OG0006939	BRALA27730	HUMAN00665
OG0006940	BRALA00085	HUMAN12719
OG0006942	BRALA15259	HUMAN04879, HUMAN04878
OG0006943	BRALA21727	HUMAN03534
OG0006944	BRALA28146	HUMAN20962
OG0006945	BRALA23683	HUMAN18030
OG0006946	BRALA10185	HUMAN29372
OG0006947	BRALA10407	HUMAN13223, HUMAN13224
OG0006948	BRALA19464	HUMAN20132, HUMAN20131
OG0006949	BRALA07772	HUMAN09677
OG0006951	BRALA04665	HUMAN26563
OG0006952	BRALA19947, BRALA34472	HUMAN29995, HUMAN28013
OG0006953	BRALA06329	HUMAN11732
OG0006954	BRALA28843	HUMAN08336
OG0006955	BRALA12723	HUMAN26505, HUMAN26506
OG0006956	BRALA34054, BRALA34484	HUMAN03801
OG0006957	BRALA24483	HUMAN24327
OG0006958	BRALA17528, BRALA08208	HUMAN29194, HUMAN29193
OG0006959	BRALA24691	HUMAN02003
OG0006960	BRALA13465	HUMAN21367
OG0006962	BRALA15450	HUMAN00834
OG0006964	BRALA27971	HUMAN25417
OG0006965	BRALA31941	HUMAN22591, HUMAN22590
OG0006966	BRALA16205	HUMAN21659
OG0006967	BRALA23027	HUMAN20241
OG0006968	BRALA12502	HUMAN28378
OG0006969	BRALA29846	HUMAN22092, HUMAN22091
OG0006970	BRALA28927	HUMAN04563
OG0006971	BRALA23591	HUMAN07273
OG0006972	BRALA17677	HUMAN11350, HUMAN11349
OG0006973	BRALA33702	HUMAN25475
OG0006975	BRALA33934	HUMAN00754
OG0006976	BRALA27970	HUMAN25513, HUMAN25515
OG0006977	BRALA12753	HUMAN21112
OG0006978	BRALA30073	HUMAN23552
OG0006979	BRALA04203	HUMAN09404
OG0006980	BRALA19616	HUMAN21874
OG0006981	BRALA18263	HUMAN04430, HUMAN04429, HUMAN04428
OG0006983	BRALA05383	HUMAN00205, HUMAN00204
OG0006984	BRALA23391	HUMAN06255
OG0006985	BRALA17311	HUMAN20423
OG0006987	BRALA10147	HUMAN02240
OG0006988	BRALA32102	HUMAN15597, HUMAN15598
OG0006990	BRALA24376	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	BRALA01907	HUMAN19260
OG0006993	BRALA23797	HUMAN18314, HUMAN18313
OG0006994	BRALA04795	HUMAN17956
OG0006995	BRALA04611	HUMAN20603
OG0006996	BRALA13347	HUMAN16905, HUMAN16903, HUMAN16904
OG0006997	BRALA25727	HUMAN20333, HUMAN20332
OG0006998	BRALA22667	HUMAN13149
OG0006999	BRALA12897	HUMAN28121
OG0007000	BRALA07643	HUMAN17347, HUMAN17373
OG0007001	BRALA02208	HUMAN06080
OG0007002	BRALA10095	HUMAN29202
OG0007003	BRALA21239	HUMAN15197
OG0007004	BRALA03379	HUMAN14061
OG0007005	BRALA23593	HUMAN26374
OG0007006	BRALA02592	HUMAN21322
OG0007007	BRALA31860	HUMAN05696, HUMAN05695
OG0007009	BRALA30026	HUMAN28810
OG0007010	BRALA31317	HUMAN22418
OG0007011	BRALA15920	HUMAN05430
OG0007012	BRALA25249	HUMAN22710
OG0007013	BRALA13128	HUMAN12055
OG0007014	BRALA11522	HUMAN03563, HUMAN03564
OG0007015	BRALA34981	HUMAN19068
OG0007016	BRALA22412	HUMAN11135
OG0007017	BRALA06141	HUMAN26658
OG0007018	BRALA27379	HUMAN24153
OG0007019	BRALA06320	HUMAN13523
OG0007020	BRALA29840	HUMAN17277, HUMAN17276
OG0007021	BRALA06075	HUMAN07675, HUMAN07676
OG0007022	BRALA18137	HUMAN17994
OG0007023	BRALA17210	HUMAN21002
OG0007024	BRALA17168	HUMAN26989
OG0007025	BRALA11867	HUMAN13355, HUMAN13354
OG0007026	BRALA23387	HUMAN04469
OG0007027	BRALA34106	HUMAN20548, HUMAN20547
OG0007028	BRALA14732	HUMAN02161
OG0007029	BRALA02101	HUMAN02371
OG0007032	BRALA16865	HUMAN19463
OG0007033	BRALA15267	HUMAN18746
OG0007034	BRALA09189	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	BRALA23080	HUMAN05630
OG0007036	BRALA18395	HUMAN24835
OG0007037	BRALA14465	HUMAN17832, HUMAN17833
OG0007038	BRALA17300	HUMAN01446
OG0007040	BRALA10094	HUMAN30265
OG0007041	BRALA17597	HUMAN10016
OG0007042	BRALA06916	HUMAN26067
OG0007043	BRALA29990	HUMAN03790
OG0007044	BRALA08279	HUMAN05262, HUMAN22902
OG0007045	BRALA29234	HUMAN00605
OG0007046	BRALA28196	HUMAN25422, HUMAN25421
OG0007047	BRALA10122	HUMAN24736
OG0007048	BRALA18662	HUMAN26612
OG0007049	BRALA19591	HUMAN11321, HUMAN11320
OG0007050	BRALA21668, BRALA21669	HUMAN22442
OG0007053	BRALA19607	HUMAN12939, HUMAN12938, HUMAN12937
OG0007055	BRALA27573	HUMAN19997
OG0007056	BRALA28152	HUMAN11685, HUMAN11684
OG0007057	BRALA29582	HUMAN03899
OG0007058	BRALA23895	HUMAN05676
OG0007059	BRALA27465	HUMAN03647
OG0007060	BRALA15146	HUMAN28197
OG0007061	BRALA21466	HUMAN03639
OG0007062	BRALA05692	HUMAN21701
OG0007063	BRALA16766	HUMAN15926
OG0007064	BRALA08073	HUMAN22838
OG0007065	BRALA16383	HUMAN04174
OG0007066	BRALA06127	HUMAN05386
OG0007068	BRALA03721	HUMAN22802, HUMAN22803
OG0007069	BRALA31451, BRALA33696	HUMAN08305
OG0007070	BRALA05975	HUMAN18532, HUMAN18533
OG0007071	BRALA34937, BRALA13812	HUMAN01176
OG0007072	BRALA16137	HUMAN15242
OG0007073	BRALA15855	HUMAN18294
OG0007074	BRALA01990	HUMAN21855
OG0007075	BRALA06827	HUMAN27538
OG0007076	BRALA20649	HUMAN06733
OG0007077	BRALA11892	HUMAN22402
OG0007079	BRALA12975	HUMAN16618
OG0007080	BRALA09798	HUMAN16649, HUMAN16648
OG0007081	BRALA22949	HUMAN12784, HUMAN12785
OG0007082	BRALA23650	HUMAN06040
OG0007083	BRALA10123	HUMAN24737
OG0007085	BRALA17038	HUMAN11176
OG0007086	BRALA15363	HUMAN06730
OG0007087	BRALA01446	HUMAN25159
OG0007088	BRALA21736, BRALA20662	HUMAN28245, HUMAN28246
OG0007089	BRALA04691	HUMAN05187
OG0007090	BRALA00803	HUMAN01309
OG0007091	BRALA23753	HUMAN00782
OG0007092	BRALA10801, BRALA10923	HUMAN08546
OG0007093	BRALA16275	HUMAN11063
OG0007094	BRALA21518, BRALA25900	HUMAN08444
OG0007095	BRALA25279	HUMAN16273
OG0007096	BRALA32115	HUMAN24538
OG0007097	BRALA04240	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	BRALA19999	HUMAN11106
OG0007099	BRALA17437	HUMAN02624
OG0007100	BRALA17146	HUMAN25051
OG0007102	BRALA28967	HUMAN17403
OG0007103	BRALA06722	HUMAN03151, HUMAN03152
OG0007104	BRALA29967	HUMAN07585, HUMAN30241
OG0007105	BRALA14961	HUMAN17174
OG0007106	BRALA18050	HUMAN21445
OG0007107	BRALA11156	HUMAN24797
