Orthogroup	BRALA	OWEFU
OG0007946	BRALA22901	OFUSG08410.1.p1
OG0007947	BRALA21953	OFUSG17878.1.p1
OG0007948	BRALA23934	OFUSG22612.1.p1
OG0007949	BRALA21915	OFUSG20947.1.p1
OG0007951	BRALA27601	OFUSG05438.1.p1
OG0007952	BRALA04663	OFUSG15821.1.p1
OG0007953	BRALA00144	OFUSG02876.1.p1
OG0007954	BRALA29357	OFUSG00841.2.p1, OFUSG00841.1.p1
OG0007955	BRALA22277	OFUSG11680.1.p1
OG0007956	BRALA16558	OFUSG09627.1.p1
OG0007957	BRALA10642	OFUSG17042.1.p1
OG0007958	BRALA21738	OFUSG17138.1.p1
OG0007959	BRALA01197	OFUSG17298.1.p1
OG0007961	BRALA14330	OFUSG21435.1.p1
OG0007962	BRALA26967	OFUSG02608.1.p1
OG0007963	BRALA05382	OFUSG16928.1.p1
OG0007964	BRALA06725	OFUSG10554.1.p1
OG0007965	BRALA06401	OFUSG07497.1.p1
OG0007966	BRALA04442	OFUSG04273.1.p1
OG0007968	BRALA21749	OFUSG07892.1.p1
OG0007969	BRALA05303	OFUSG21474.1.p1
OG0007970	BRALA05659	OFUSG23680.1.p1
OG0007971	BRALA19533	OFUSG13159.1.p1
OG0007972	BRALA17622, BRALA17623	OFUSG05104.1.p1
OG0007973	BRALA18923	OFUSG18662.1.p1
OG0007974	BRALA05720	OFUSG24934.1.p1
OG0007975	BRALA26783	OFUSG26469.1.p1
OG0007976	BRALA06549	OFUSG11047.1.p1
OG0007977	BRALA13131	OFUSG10084.1.p1
OG0007978	BRALA01087	OFUSG23595.1.p1
OG0007979	BRALA15926	OFUSG02899.1.p1
OG0007980	BRALA10770, BRALA10935	OFUSG11702.1.p1
OG0007981	BRALA29458	OFUSG25033.1.p1
OG0007982	BRALA21295	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1
OG0007984	BRALA14202	OFUSG09870.1.p1
OG0007985	BRALA08299	OFUSG16831.1.p1
OG0007986	BRALA09512	OFUSG09300.1.p1
OG0007987	BRALA07239	OFUSG24174.1.p1
OG0007988	BRALA03214	OFUSG05086.1.p1
OG0007990	BRALA12460	OFUSG20268.1.p1
OG0007993	BRALA30161	OFUSG12464.1.p1
OG0007994	BRALA25978	OFUSG00061.1.p1
OG0007995	BRALA06067, BRALA11512, BRALA16489	OFUSG06540.1.p1
OG0007996	BRALA27572	OFUSG25545.1.p1
OG0007997	BRALA22191	OFUSG14866.1.p1
OG0007998	BRALA06927	OFUSG04732.1.p1
OG0007999	BRALA09129	OFUSG16655.1.p1
OG0008000	BRALA16665	OFUSG17338.1.p1
OG0008001	BRALA06623	OFUSG10860.1.p1
OG0008002	BRALA09632	OFUSG21031.1.p1
OG0008003	BRALA05438	OFUSG16902.1.p1
OG0008004	BRALA19538	OFUSG04859.1.p1
OG0008005	BRALA10917, BRALA10791	OFUSG12467.1.p1
OG0008006	BRALA06060	OFUSG13906.1.p1
OG0008007	BRALA05135	OFUSG12740.2.p1, OFUSG12740.1.p1
OG0008008	BRALA18635	OFUSG08327.1.p1
OG0008009	BRALA03592	OFUSG03862.1.p1
OG0008010	BRALA00904, BRALA29627, BRALA30189, BRALA09943, BRALA29628, BRALA35882, BRALA29405, BRALA32724, BRALA30190	OFUSG19440.1.p1, OFUSG10362.1.p1
OG0008011	BRALA20521	OFUSG11017.1.p1
OG0008012	BRALA14487, BRALA14488	OFUSG06735.1.p1
OG0008013	BRALA23684	OFUSG24335.1.p1
OG0008016	BRALA15634	OFUSG08993.1.p1
OG0008017	BRALA17211	OFUSG10257.1.p1
OG0008018	BRALA28380	OFUSG05742.1.p1
OG0008019	BRALA15822	OFUSG21945.1.p1
OG0008020	BRALA27130	OFUSG25021.1.p1
OG0008022	BRALA30758	OFUSG02172.1.p1
OG0008023	BRALA05506	OFUSG12743.1.p1
OG0008024	BRALA13577, BRALA23826	OFUSG06689.1.p1
OG0008025	BRALA06316	OFUSG08950.1.p1
OG0008026	BRALA01545	OFUSG12827.2.p1, OFUSG12827.1.p1
OG0008027	BRALA25111	OFUSG11871.1.p1
OG0008028	BRALA21166	OFUSG15376.1.p1
OG0008029	BRALA14999	OFUSG23880.1.p1
OG0008030	BRALA07301	OFUSG14835.1.p1
OG0008031	BRALA30757	OFUSG02167.1.p1
OG0008032	BRALA01503	OFUSG00997.1.p1
OG0008032	BRALA23431	OFUSG11850.1.p1
OG0008033	BRALA16320, BRALA16319	OFUSG06086.1.p1
OG0008034	BRALA34357, BRALA24556, BRALA25359	OFUSG09297.1.p1, OFUSG00830.1.p1, OFUSG08296.1.p1, OFUSG23738.1.p1, OFUSG19442.1.p1
OG0008036	BRALA11170	OFUSG10797.1.p1
OG0008037	BRALA13459	OFUSG09719.1.p1
OG0008038	BRALA00052	OFUSG19938.1.p1
OG0008039	BRALA25573, BRALA25574	OFUSG24199.1.p1
OG0008040	BRALA35286	OFUSG00411.1.p1
OG0008041	BRALA15327	OFUSG18812.1.p1
OG0008042	BRALA01614	OFUSG04696.1.p1, OFUSG04696.3.p1, OFUSG04696.2.p1
OG0008043	BRALA11778	OFUSG03226.1.p1
OG0008044	BRALA03153	OFUSG20351.1.p1
OG0008046	BRALA12449	OFUSG20235.1.p1
OG0008048	BRALA17625	OFUSG04949.1.p1
OG0008049	BRALA28424	OFUSG24140.1.p1
OG0008051	BRALA06514	OFUSG17855.1.p1
OG0008052	BRALA15223	OFUSG21851.1.p1
OG0008053	BRALA27848	OFUSG07380.1.p1
OG0008054	BRALA09180	OFUSG15807.1.p1
OG0008055	BRALA18953	OFUSG18746.1.p1
OG0008056	BRALA12095	OFUSG12830.1.p1
OG0008057	BRALA09187	OFUSG16700.1.p1
OG0008058	BRALA01759	OFUSG09245.1.p1
OG0008059	BRALA11716	OFUSG15154.1.p1
OG0008060	BRALA11739, BRALA11738	OFUSG00466.1.p1
OG0008061	BRALA13560, BRALA13559	OFUSG20983.1.p1
OG0008062	BRALA29465	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1
OG0008064	BRALA16954	OFUSG05201.1.p1, OFUSG12161.1.p1
OG0008065	BRALA26405	OFUSG07149.1.p1
OG0008066	BRALA22865	OFUSG09507.1.p1
OG0008067	BRALA15119	OFUSG23698.1.p1
OG0008069	BRALA05254	OFUSG21110.1.p1
OG0008070	BRALA21954	OFUSG13602.1.p1
OG0008071	BRALA07291	OFUSG23439.1.p1
OG0008073	BRALA18358	OFUSG07310.1.p1
OG0008074	BRALA28413	OFUSG23885.1.p1
OG0008075	BRALA16942	OFUSG03661.1.p1
OG0008076	BRALA15878	OFUSG16290.1.p1
OG0008077	BRALA25001	OFUSG12356.1.p1
OG0008078	BRALA13669	OFUSG25032.1.p1, OFUSG25032.2.p1
OG0008079	BRALA08589	OFUSG21485.1.p1
OG0008081	BRALA03257	OFUSG20771.1.p1
OG0008082	BRALA15693	OFUSG13504.2.p1, OFUSG13504.1.p1
OG0008083	BRALA28836	OFUSG17972.1.p1
OG0008084	BRALA24665	OFUSG12398.1.p1
OG0008085	BRALA16435, BRALA31770	OFUSG06913.1.p1
OG0008087	BRALA29708	OFUSG26337.1.p1
OG0008088	BRALA28845	OFUSG11489.1.p1
OG0008089	BRALA20320	OFUSG18780.1.p1
OG0008090	BRALA14829	OFUSG19720.1.p1, OFUSG09467.1.p1, OFUSG09467.2.p1
OG0008091	BRALA30103	OFUSG24010.1.p1
OG0008092	BRALA18265, BRALA18266	OFUSG07718.1.p1
OG0008094	BRALA15291	OFUSG05483.1.p1
OG0008097	BRALA27672, BRALA13033, BRALA30228	OFUSG24891.1.p1, OFUSG20699.1.p1
OG0008098	BRALA30312	OFUSG25108.1.p1
OG0008100	BRALA16672	OFUSG01562.1.p1
OG0008101	BRALA29223, BRALA09275, BRALA32755, BRALA16196, BRALA05162, BRALA04193, BRALA31662, BRALA09885, BRALA05970	OFUSG26244.1.p1, OFUSG02662.1.p1, OFUSG02202.1.p1, OFUSG04499.1.p1, OFUSG08368.1.p1
OG0008102	BRALA02796	OFUSG06272.1.p1
OG0008103	BRALA34312	OFUSG12555.1.p1
OG0008104	BRALA06606	OFUSG19032.1.p1
OG0008105	BRALA33680	OFUSG12576.1.p1
OG0008106	BRALA26078	OFUSG06436.1.p1
OG0008107	BRALA07036	OFUSG04089.1.p1
OG0008108	BRALA03352	OFUSG04761.1.p1
OG0008109	BRALA30499	OFUSG15368.1.p1
OG0008111	BRALA15647	OFUSG09040.1.p1
OG0008112	BRALA22113	OFUSG11684.1.p1
OG0008113	BRALA07943	OFUSG04242.1.p1
OG0008115	BRALA20867	OFUSG11236.1.p1
OG0008117	BRALA02820	OFUSG07978.1.p1
OG0008119	BRALA28937	OFUSG22463.1.p1
OG0008120	BRALA23874	OFUSG00079.1.p1
OG0008122	BRALA26542	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1
OG0008123	BRALA28917, BRALA28916	OFUSG11243.1.p1
OG0008124	BRALA13418	OFUSG07399.1.p1, OFUSG07398.1.p1, OFUSG25118.1.p1, OFUSG22332.1.p1, OFUSG07400.1.p1, OFUSG01212.1.p1, OFUSG01214.1.p1, OFUSG19851.1.p1, OFUSG07402.1.p1
OG0008125	BRALA35372, BRALA34832	OFUSG16587.1.p1
OG0008126	BRALA14557	OFUSG09108.1.p1
OG0008136	BRALA20212	OFUSG19526.1.p1
OG0008139	BRALA31566	OFUSG16915.1.p1
OG0008139	BRALA01243	OFUSG12848.1.p1
OG0008143	BRALA28781	OFUSG02811.1.p1
OG0008149	BRALA10323	OFUSG17501.1.p1
OG0008156	BRALA17414, BRALA35179	OFUSG19046.1.p1
OG0008161	BRALA20877	OFUSG08442.1.p1, OFUSG25102.1.p1
OG0008196	BRALA17122	OFUSG09768.1.p1
OG0008198	BRALA26773	OFUSG23150.1.p1, OFUSG23085.1.p1
OG0008200	BRALA20228, BRALA15149	OFUSG12801.1.p1
OG0008202	BRALA16861	OFUSG01243.1.p1
OG0008203	BRALA03991	OFUSG18312.1.p1
OG0008204	BRALA33352, BRALA19971	OFUSG22975.1.p1
OG0008205	BRALA21784	OFUSG07068.1.p1
OG0008206	BRALA17145	OFUSG08205.1.p1
OG0008211	BRALA18220	OFUSG08466.2.p1, OFUSG08466.1.p1
OG0008212	BRALA24855, BRALA00330	OFUSG12733.1.p1
OG0008213	BRALA28821	OFUSG01815.1.p1
OG0008214	BRALA05477	OFUSG12655.1.p1
OG0008216	BRALA22497	OFUSG12125.1.p1, OFUSG17191.1.p1
OG0008217	BRALA06238	OFUSG10908.1.p1
OG0008218	BRALA13067, BRALA13066	OFUSG10017.1.p1
OG0008219	BRALA06408	OFUSG10555.1.p1
OG0008220	BRALA11793	OFUSG11032.1.p1
OG0008221	BRALA03267	OFUSG22813.1.p1
OG0008222	BRALA16415	OFUSG19358.1.p1
OG0008223	BRALA22730	OFUSG14008.1.p1, OFUSG02822.1.p1
OG0008224	BRALA19108	OFUSG20468.1.p1
OG0008225	BRALA08069	OFUSG03680.1.p1
OG0008227	BRALA14669	OFUSG08560.1.p1
OG0008228	BRALA09327	OFUSG06885.1.p1
OG0008230	BRALA28895	OFUSG22790.1.p1
OG0008231	BRALA34426	OFUSG06642.4.p1, OFUSG06642.2.p1, OFUSG06642.1.p1, OFUSG06642.5.p1, OFUSG06642.3.p1
OG0008232	BRALA31720	OFUSG01401.1.p1
OG0008233	BRALA20248	OFUSG07227.2.p1, OFUSG07227.1.p1, OFUSG07227.3.p1
OG0008234	BRALA06578	OFUSG10395.1.p1
OG0008235	BRALA05497	OFUSG23626.1.p1
OG0008237	BRALA07954	OFUSG04433.1.p1
OG0008238	BRALA15105	OFUSG04754.1.p1
OG0008239	BRALA17929	OFUSG10345.1.p1
OG0008240	BRALA09089	OFUSG17137.1.p1
OG0008241	BRALA09191	OFUSG05556.2.p1, OFUSG05556.1.p1
OG0008242	BRALA28312	OFUSG02209.1.p1
OG0008243	BRALA28205	OFUSG01081.1.p1
OG0008244	BRALA10429	OFUSG17823.1.p1
OG0008245	BRALA23605	OFUSG14937.1.p1
OG0008246	BRALA04540	OFUSG24570.1.p1
OG0008247	BRALA34550	OFUSG24142.1.p1, OFUSG24142.2.p1
OG0008249	BRALA05292	OFUSG13252.1.p1
OG0008250	BRALA22870	OFUSG08787.1.p1
OG0008251	BRALA07938	OFUSG04432.1.p1
OG0008252	BRALA09548	OFUSG09419.1.p1, OFUSG09417.1.p1
OG0008253	BRALA16363	OFUSG18707.1.p1
OG0008254	BRALA18783	OFUSG09022.1.p1
OG0008256	BRALA25076	OFUSG06863.1.p1
OG0008258	BRALA22506	OFUSG16139.1.p1
OG0008259	BRALA13760	OFUSG21447.1.p1
OG0008260	BRALA22417	OFUSG04814.1.p1
OG0008261	BRALA08123	OFUSG02443.1.p1
OG0008262	BRALA02776	OFUSG08348.1.p1
OG0008263	BRALA30316	OFUSG11752.1.p1
OG0008264	BRALA08405	OFUSG19573.1.p1, OFUSG19573.2.p1
OG0008266	BRALA16480	OFUSG04753.1.p1
OG0008267	BRALA28040	OFUSG05618.1.p1
OG0008268	BRALA03654	OFUSG12661.1.p1
OG0008269	BRALA18372	OFUSG23254.1.p1
OG0008270	BRALA21257	OFUSG20693.1.p1
OG0008271	BRALA13152	OFUSG06332.1.p1
OG0008272	BRALA16559	OFUSG26020.1.p1, OFUSG26020.2.p1
OG0008273	BRALA05439	OFUSG16901.1.p2
OG0008274	BRALA17358	OFUSG05460.1.p1
OG0008275	BRALA28211	OFUSG00447.1.p1
OG0008277	BRALA23402	OFUSG00036.1.p1, OFUSG00036.2.p1
OG0008278	BRALA28148	OFUSG15033.1.p1
OG0008279	BRALA05426	OFUSG13248.1.p1
OG0008281	BRALA11926	OFUSG11718.1.p1
OG0008282	BRALA00732	OFUSG23558.1.p1
OG0008283	BRALA17761	OFUSG22210.1.p1
OG0008286	BRALA21994	OFUSG04755.1.p1
OG0008288	BRALA05446	OFUSG16930.1.p1
OG0008290	BRALA32558	OFUSG00598.1.p1
OG0008291	BRALA06389	OFUSG10968.1.p1
OG0008292	BRALA17573	OFUSG09803.1.p1
OG0008294	BRALA16279	OFUSG06865.1.p1
OG0008296	BRALA13383	OFUSG15696.1.p1
OG0008297	BRALA03422	OFUSG15155.1.p1
OG0008298	BRALA08665	OFUSG23318.1.p1
OG0008299	BRALA00329	OFUSG12957.1.p1, OFUSG12957.2.p1
OG0008300	BRALA03675	OFUSG17983.1.p1, OFUSG17983.2.p1
OG0008301	BRALA16291	OFUSG06711.2.p1, OFUSG06711.1.p1
OG0008303	BRALA20895	OFUSG25244.2.p1, OFUSG25244.1.p1
OG0008304	BRALA31258	OFUSG13858.1.p1
OG0008305	BRALA04867	OFUSG04370.1.p1
OG0008307	BRALA26874	OFUSG22258.1.p1
OG0008308	BRALA22670	OFUSG19152.2.p1, OFUSG19152.1.p1, OFUSG19152.3.p1
OG0008312	BRALA16716	OFUSG10887.1.p1
OG0008313	BRALA13109	OFUSG17817.1.p1
OG0008314	BRALA07442	OFUSG03887.1.p1
OG0008315	BRALA26641, BRALA26640	OFUSG22162.1.p1
OG0008316	BRALA31850, BRALA35094	OFUSG16757.1.p1
OG0008317	BRALA19545	OFUSG24646.1.p1
OG0008318	BRALA10037	OFUSG07330.1.p1
OG0008319	BRALA25887, BRALA25888	OFUSG12779.1.p1
OG0008320	BRALA29154	OFUSG19134.1.p1
OG0008321	BRALA05519	OFUSG23372.1.p1
OG0008322	BRALA02247	OFUSG12624.1.p1
OG0008322	BRALA34608, BRALA20463	OFUSG12619.1.p1
OG0008323	BRALA12203	OFUSG01139.1.p1
OG0008324	BRALA28417	OFUSG14931.1.p1
OG0008325	BRALA19943	OFUSG05287.2.p1, OFUSG05287.1.p1
OG0008326	BRALA10239	OFUSG21345.1.p1
OG0008327	BRALA18892	OFUSG25114.1.p1
OG0008328	BRALA28850	OFUSG03005.1.p1
OG0008329	BRALA14806	OFUSG16147.1.p1
OG0008330	BRALA12008	OFUSG25157.1.p1
OG0008331	BRALA15204	OFUSG12482.1.p1, OFUSG04136.1.p1
OG0008332	BRALA29844	OFUSG05493.1.p1
OG0008333	BRALA14313	OFUSG13105.1.p1
OG0008335	BRALA05150	OFUSG12985.1.p1
OG0008336	BRALA15357	OFUSG06945.1.p1
OG0008337	BRALA25417	OFUSG01902.1.p1
OG0008338	BRALA01559	OFUSG12826.1.p1
OG0008339	BRALA09633	OFUSG05573.1.p1
OG0008341	BRALA24420	OFUSG21961.1.p1
OG0008343	BRALA10295	OFUSG12909.1.p1
OG0008344	BRALA09206	OFUSG03931.1.p1
OG0008345	BRALA04347	OFUSG24454.1.p1
OG0008346	BRALA10836	OFUSG21846.1.p1
OG0008347	BRALA07053	OFUSG03582.1.p1
OG0008348	BRALA02881	OFUSG17668.1.p1
OG0008350	BRALA06366	OFUSG10074.1.p1
OG0008351	BRALA02173	OFUSG02204.1.p1
OG0008352	BRALA08491	OFUSG08757.2.p1, OFUSG08757.1.p1
OG0008353	BRALA20086	OFUSG06739.1.p1
OG0008354	BRALA31017, BRALA32314	OFUSG09737.1.p1
OG0008355	BRALA31283	OFUSG11463.1.p1
OG0008356	BRALA20022, BRALA20023	OFUSG17504.1.p1
OG0008357	BRALA18497	OFUSG08444.1.p1
OG0008359	BRALA15129	OFUSG13310.1.p1
OG0008360	BRALA21258	OFUSG20692.1.p1
OG0008361	BRALA16691	OFUSG26486.1.p1
OG0008365	BRALA14255	OFUSG24687.1.p1
OG0008368	BRALA11399	OFUSG16157.1.p1
OG0008370	BRALA30620	OFUSG11168.1.p1, OFUSG07855.1.p1, OFUSG06072.1.p1
OG0008371	BRALA24474	OFUSG19350.1.p1
OG0008373	BRALA02447	OFUSG00174.1.p1
OG0008374	BRALA09241	OFUSG05656.1.p1
OG0008376	BRALA00681, BRALA22097	OFUSG09275.1.p1
OG0008377	BRALA07328	OFUSG24359.1.p1
OG0008378	BRALA00143	OFUSG12613.1.p1
OG0008379	BRALA00924	OFUSG13239.1.p1
OG0008381	BRALA34490	OFUSG06073.1.p1
OG0008382	BRALA03358	OFUSG05285.1.p1
OG0008383	BRALA34425, BRALA34686	OFUSG07990.1.p1
OG0008384	BRALA13373, BRALA13374	OFUSG21555.1.p1
OG0008386	BRALA01056	OFUSG13130.1.p1
OG0008387	BRALA27580	OFUSG22265.1.p1
OG0008388	BRALA22482	OFUSG12444.1.p1
OG0008389	BRALA06574	OFUSG11411.1.p1, OFUSG18310.1.p1
OG0008390	BRALA05244	OFUSG13468.1.p1
OG0008391	BRALA02821	OFUSG07980.1.p1
OG0008392	BRALA06321	OFUSG18299.1.p1
OG0008395	BRALA06782	OFUSG18153.1.p1
OG0008396	BRALA22030	OFUSG23196.1.p1
OG0008398	BRALA15412	OFUSG20956.1.p1, OFUSG20942.1.p1
OG0008399	BRALA33684	OFUSG15405.1.p1
OG0008400	BRALA29815, BRALA00697	OFUSG23511.1.p1
OG0008401	BRALA17999	OFUSG06169.1.p1
OG0008402	BRALA09677	OFUSG23285.1.p1, OFUSG26294.1.p1
OG0008403	BRALA24505	OFUSG01568.1.p1
OG0008404	BRALA23651	OFUSG08101.1.p1
OG0008405	BRALA04805	OFUSG15985.1.p1
OG0008405	BRALA04782	OFUSG16679.1.p1
OG0008406	BRALA01198	OFUSG23529.1.p1
OG0008410	BRALA17049	OFUSG04256.1.p1
OG0008411	BRALA07369	OFUSG23788.1.p1, OFUSG23788.2.p1
OG0008412	BRALA13554	OFUSG09784.1.p1
OG0008413	BRALA05006, BRALA02152	OFUSG00987.1.p1, OFUSG00986.1.p1, OFUSG01159.1.p1, OFUSG01174.1.p1, OFUSG01172.1.p1, OFUSG01169.1.p1, OFUSG01164.2.p1, OFUSG01164.1.p1
OG0008413	BRALA08928	OFUSG01157.1.p1, OFUSG01170.1.p1, OFUSG01175.1.p1, OFUSG01163.1.p1, OFUSG01167.1.p1, OFUSG01160.2.p1, OFUSG01160.1.p1, OFUSG00985.1.p1
OG0008414	BRALA04459	OFUSG00221.1.p1, OFUSG00221.2.p1
OG0008415	BRALA11890	OFUSG03075.1.p1
OG0008416	BRALA17626	OFUSG20930.1.p1
OG0008417	BRALA18262	OFUSG01890.1.p1, OFUSG01890.2.p1
OG0008418	BRALA06091	OFUSG09885.1.p1
OG0008421	BRALA04900, BRALA19165	OFUSG15921.1.p1, OFUSG15920.1.p1
OG0008422	BRALA18880	OFUSG11407.1.p1
OG0008424	BRALA14612	OFUSG09806.1.p1
OG0008425	BRALA03330	OFUSG05264.1.p1
OG0008426	BRALA09432	OFUSG19401.1.p1
OG0008427	BRALA08333	OFUSG00470.1.p1
OG0008437	BRALA00511	OFUSG12540.1.p1
OG0008443	BRALA19003	OFUSG25088.1.p1
OG0008444	BRALA22302	OFUSG21949.1.p1
OG0008446	BRALA01630	OFUSG13061.1.p1
OG0008448	BRALA11933	OFUSG11767.1.p1
OG0008453	BRALA07678	OFUSG25496.1.p1
OG0008457	BRALA13320	OFUSG26832.1.p1
OG0008460	BRALA24281, BRALA24283	OFUSG07555.1.p1
OG0008462	BRALA14603	OFUSG08812.1.p1
OG0008468	BRALA17335	OFUSG18794.1.p1, OFUSG18963.1.p1
OG0008474	BRALA02772, BRALA02771, BRALA02272, BRALA09784, BRALA20645, BRALA32601, BRALA11560, BRALA22362, BRALA02770, BRALA11561, BRALA21935, BRALA32932, BRALA11635, BRALA32602, BRALA01607, BRALA26172, BRALA10170, BRALA07641, BRALA15595	OFUSG07950.1.p1
OG0008478	BRALA07281	OFUSG25531.1.p1, OFUSG10295.1.p1, OFUSG23990.2.p1, OFUSG03407.1.p1
OG0008507	BRALA15057	OFUSG19633.1.p1
OG0008512	BRALA02962, BRALA02961, BRALA02964	OFUSG07711.1.p1
OG0008513	BRALA15101	OFUSG11160.1.p1
OG0008514	BRALA15921	OFUSG02685.1.p1
OG0008515	BRALA11973	OFUSG11494.1.p1
OG0008519	BRALA31571	OFUSG00689.1.p1
OG0008521	BRALA14075, BRALA14076, BRALA09186	OFUSG12547.1.p1
OG0008524	BRALA34791, BRALA35810	OFUSG24099.1.p1
OG0008526	BRALA01004	OFUSG26519.1.p1, OFUSG26519.2.p1
OG0008528	BRALA01940	OFUSG03376.1.p1
OG0008529	BRALA09012	OFUSG00911.1.p1
OG0008530	BRALA03989	OFUSG10522.2.p1, OFUSG10522.3.p1, OFUSG10522.1.p1
OG0008532	BRALA28388	OFUSG19195.1.p1
OG0008533	BRALA28209	OFUSG00049.1.p1
OG0008534	BRALA27649	OFUSG26102.1.p1
OG0008535	BRALA22563	OFUSG25756.2.p1, OFUSG25756.1.p1
OG0008536	BRALA00357, BRALA00355, BRALA00356	OFUSG21391.1.p1
OG0008538	BRALA11832	OFUSG03338.1.p2
OG0008539	BRALA31052	OFUSG12177.1.p1
OG0008540	BRALA07940	OFUSG16024.1.p1
OG0008542	BRALA16597	OFUSG12183.1.p1
OG0008543	BRALA04550	OFUSG04712.3.p1, OFUSG04712.2.p1, OFUSG04712.1.p1
OG0008544	BRALA17943	OFUSG10671.1.p1
OG0008545	BRALA17948	OFUSG10673.1.p1, OFUSG10673.2.p1
OG0008546	BRALA20223	OFUSG05395.1.p1
OG0008547	BRALA05481	OFUSG17508.1.p1
OG0008550	BRALA03273	OFUSG25553.1.p1
OG0008551	BRALA15706	OFUSG01921.1.p1
OG0008554	BRALA03353	OFUSG05305.1.p1
OG0008555	BRALA16626	OFUSG21013.1.p1
OG0008557	BRALA03028	OFUSG26324.1.p1, OFUSG00009.1.p1
OG0008558	BRALA02508	OFUSG00266.1.p1, OFUSG00266.2.p1
OG0008559	BRALA00268	OFUSG12805.1.p1
OG0008560	BRALA01988	OFUSG00772.1.p1
OG0008561	BRALA28153	OFUSG24153.2.p1, OFUSG24153.1.p1
OG0008562	BRALA08959	OFUSG01030.1.p1
OG0008563	BRALA29273	OFUSG14860.1.p1
OG0008564	BRALA17330	OFUSG06884.1.p1
OG0008565	BRALA21746	OFUSG09048.2.p1, OFUSG09048.1.p1
OG0008569	BRALA12037	OFUSG25009.1.p1
OG0008570	BRALA21939	OFUSG26684.1.p1
OG0008572	BRALA19309	OFUSG01336.1.p1
OG0008573	BRALA09463	OFUSG09256.1.p1
OG0008574	BRALA11419	OFUSG07908.1.p1
OG0008575	BRALA18250	OFUSG24662.1.p1
OG0008576	BRALA11515, BRALA11513	OFUSG06713.1.p1
OG0008577	BRALA06350	OFUSG10479.1.p1
OG0008578	BRALA03455	OFUSG04767.1.p1
OG0008579	BRALA15115	OFUSG17327.1.p1
OG0008580	BRALA06915	OFUSG13566.1.p1, OFUSG17835.1.p1
OG0008582	BRALA03652	OFUSG03358.1.p1
OG0008583	BRALA10200	OFUSG13580.1.p1
OG0008587	BRALA17930	OFUSG04278.1.p1
OG0008588	BRALA10465	OFUSG18534.1.p1
OG0008589	BRALA12750	OFUSG18658.1.p1, OFUSG18658.2.p1
OG0008590	BRALA27378	OFUSG17975.1.p1
OG0008591	BRALA15014	OFUSG10821.1.p1
OG0008592	BRALA18436	OFUSG07473.1.p1
OG0008593	BRALA28147	OFUSG06308.1.p1
OG0008594	BRALA07379	OFUSG16693.1.p1, OFUSG24534.1.p1
OG0008595	BRALA19312	OFUSG01116.1.p1
OG0008596	BRALA09201	OFUSG03935.1.p1
OG0008597	BRALA28968	OFUSG02640.2.p1, OFUSG02640.1.p1
OG0008602	BRALA34147	OFUSG11976.1.p1
OG0008603	BRALA30099	OFUSG16427.1.p1, OFUSG16427.2.p1, OFUSG16427.3.p1
OG0008605	BRALA11490	OFUSG05768.1.p1
OG0008606	BRALA09692	OFUSG20253.1.p1
OG0008607	BRALA27393	OFUSG25699.1.p1
OG0008608	BRALA15840	OFUSG12929.1.p1
OG0008610	BRALA21675	OFUSG18875.1.p1, OFUSG18876.1.p1
OG0008611	BRALA10116	OFUSG20251.1.p1, OFUSG20251.2.p1
OG0008612	BRALA21312	OFUSG15215.1.p1
OG0008613	BRALA15326	OFUSG18811.1.p1
OG0008614	BRALA11854	OFUSG03370.1.p1
OG0008617	BRALA15315	OFUSG06744.1.p1
OG0008618	BRALA11013, BRALA11063, BRALA09335	OFUSG06622.1.p1
OG0008619	BRALA23442	OFUSG11788.1.p1
OG0008620	BRALA09482	OFUSG20037.1.p1
OG0008621	BRALA15922	OFUSG03559.2.p1, OFUSG03559.1.p1, OFUSG23309.1.p1
OG0008622	BRALA03092	OFUSG05639.1.p1
OG0008623	BRALA10665	OFUSG20180.1.p1
OG0008624	BRALA16482	OFUSG10175.1.p1
OG0008626	BRALA19975	OFUSG20255.1.p1
OG0008627	BRALA11795	OFUSG03819.1.p1
OG0008629	BRALA21752	OFUSG08674.1.p1
OG0008630	BRALA24237, BRALA28920	OFUSG15301.1.p1
OG0008632	BRALA09185	OFUSG04645.1.p1, OFUSG04645.2.p1
OG0008633	BRALA22271	OFUSG12270.1.p1
OG0008634	BRALA22279	OFUSG12050.1.p1
OG0008636	BRALA18519	OFUSG09631.1.p1
OG0008638	BRALA04155	OFUSG23488.1.p1
OG0008640	BRALA16491	OFUSG00237.1.p1
OG0008641	BRALA29471	OFUSG13148.1.p1, OFUSG13148.2.p1
OG0008642	BRALA28732	OFUSG05239.1.p1
OG0008643	BRALA19720	OFUSG03641.1.p1
OG0008645	BRALA27600	OFUSG20879.1.p1
OG0008646	BRALA18831, BRALA18832	OFUSG18703.1.p1
OG0008647	BRALA09658	OFUSG17087.1.p1
OG0008648	BRALA34884, BRALA30218	OFUSG25060.1.p1
OG0008649	BRALA22634	OFUSG25067.1.p1
OG0008651	BRALA00594	OFUSG20199.1.p1
OG0008653	BRALA29819	OFUSG04326.1.p1, OFUSG00614.1.p1
OG0008655	BRALA20532	OFUSG05614.1.p2
