Orthogroup	DANRE	BRAFL
OG0007491	DANRE29088	bflo_08894
OG0007492	DANRE30846	bflo_11532
OG0007493	DANRE06586, DANRE06508, DANRE06507	bflo_12341, bflo_12486, bflo_10771
OG0007494	DANRE29007	bflo_21044
OG0007495	DANRE35662	bflo_02160
OG0007496	DANRE02885	bflo_02927
OG0007497	DANRE35601, DANRE42448	bflo_21756
OG0007498	DANRE09394	bflo_05937
OG0007499	DANRE19954	bflo_23609
OG0007500	DANRE16100, DANRE41707	bflo_02362
OG0007501	DANRE31037	bflo_03458
OG0007503	DANRE04343	bflo_22154
OG0007504	DANRE15442	bflo_23410
OG0007506	DANRE04411, DANRE43326	bflo_07456
OG0007507	DANRE10948, DANRE10947	bflo_20339
OG0007508	DANRE35140	bflo_16429
OG0007509	DANRE33335	bflo_25337
OG0007510	DANRE05836	bflo_23353
OG0007513	DANRE31001, DANRE31000	bflo_12370
OG0007516	DANRE31183, DANRE41298	bflo_11093
OG0007517	DANRE25778, DANRE25779, DANRE25777	bflo_09839
OG0007518	DANRE31580	bflo_12220
OG0007519	DANRE13007	bflo_13950
OG0007520	DANRE00088, DANRE00090, DANRE00089, DANRE00087	bflo_25745
OG0007521	DANRE05735, DANRE05734, DANRE16880, DANRE16879	bflo_13860, bflo_19698, bflo_19701
OG0007522	DANRE11801	bflo_03362
OG0007524	DANRE06877, DANRE06876	bflo_21710
OG0007525	DANRE21489	bflo_25748
OG0007527	DANRE27156	bflo_12687
OG0007528	DANRE26651	bflo_15800
OG0007529	DANRE04034, DANRE04035	bflo_22763
OG0007531	DANRE19264	bflo_06234
OG0007533	DANRE16508, DANRE37545	bflo_05908
OG0007541	DANRE17621, DANRE17622, DANRE17624	bflo_23902, bflo_15686
OG0007543	DANRE35162	bflo_22019, bflo_04485, bflo_16718
OG0007546	DANRE16541	bflo_23694
OG0007550	DANRE39366, DANRE26260, DANRE39364, DANRE39365	bflo_12697
OG0007551	DANRE42253, DANRE42255, DANRE42254, DANRE42256, DANRE06869, DANRE06872, DANRE06871, DANRE06870, DANRE06873	bflo_21944
OG0007553	DANRE31331	bflo_13631, bflo_12555, bflo_14014, bflo_11573, bflo_13238, bflo_12956, bflo_26691, bflo_02744, bflo_01012
OG0007582	DANRE16130, DANRE16129	bflo_06722
OG0007583	DANRE22119, DANRE22120	bflo_10280, bflo_09617
OG0007584	DANRE29844	bflo_23456
OG0007588	DANRE31329	bflo_08932
OG0007589	DANRE15653	bflo_15014
OG0007591	DANRE28953	bflo_06991
OG0007592	DANRE41713, DANRE41714, DANRE35664, DANRE35663	bflo_02567
OG0007593	DANRE41033, DANRE41035, DANRE41034, DANRE41032	bflo_18115
OG0007594	DANRE33947	bflo_06134
OG0007595	DANRE25584	bflo_08716
OG0007596	DANRE37090	bflo_00217
OG0007597	DANRE41110, DANRE41109	bflo_20205
OG0007598	DANRE15966	bflo_14696
OG0007601	DANRE30199, DANRE30198	bflo_22835
OG0007602	DANRE17332	bflo_25731
OG0007603	DANRE12686	bflo_13403
OG0007604	DANRE12964	bflo_13109
OG0007605	DANRE05829	bflo_14084
OG0007606	DANRE04412, DANRE04413	bflo_09037
OG0007607	DANRE41103	bflo_24972
OG0007608	DANRE08975, DANRE08974, DANRE14619	bflo_00905, bflo_01074
OG0007609	DANRE39845	bflo_21985
OG0007610	DANRE15863	bflo_12438
OG0007612	DANRE25890, DANRE25889	bflo_03626
OG0007613	DANRE21468	bflo_05631
OG0007614	DANRE13006	bflo_13306
OG0007615	DANRE34001	bflo_11806
OG0007616	DANRE09001	bflo_05802
OG0007617	DANRE39217, DANRE39216	bflo_05912
OG0007619	DANRE36323	bflo_24408
OG0007621	DANRE40211	bflo_25877
OG0007622	DANRE36978, DANRE01804	bflo_12432, bflo_11562
OG0007624	DANRE10072, DANRE10071	bflo_03915
OG0007628	DANRE23638, DANRE23637	bflo_14113
OG0007629	DANRE00353	bflo_04302
OG0007630	DANRE00946, DANRE00945	bflo_22203
OG0007631	DANRE17269, DANRE41541	bflo_18020
OG0007632	DANRE11577, DANRE04527, DANRE04526	bflo_12731
OG0007634	DANRE04843	bflo_07145
OG0007635	DANRE22334	bflo_07343
OG0007637	DANRE05443	bflo_09449
OG0007638	DANRE09456	bflo_17731
OG0007639	DANRE04331	bflo_07577
OG0007642	DANRE24589, DANRE24590	bflo_00179
OG0007643	DANRE35807, DANRE35806	bflo_02155
OG0007645	DANRE35773	bflo_20312
OG0007646	DANRE42483	bflo_08412
OG0007647	DANRE39426	bflo_19093
OG0007648	DANRE33753	bflo_17312
OG0007649	DANRE24527, DANRE24526	bflo_10016
OG0007650	DANRE24724, DANRE24717	bflo_03304
OG0007652	DANRE40621, DANRE33376	bflo_16698
OG0007653	DANRE16807	bflo_06136
OG0007654	DANRE14880	bflo_26579, bflo_00334
OG0007655	DANRE25995, DANRE28273, DANRE21755	bflo_05609, bflo_06739
OG0007657	DANRE38249	bflo_03371
OG0007658	DANRE06949, DANRE06948	bflo_17413
OG0007659	DANRE20397	bflo_00447
OG0007660	DANRE26242, DANRE26241	bflo_16535
OG0007662	DANRE01198	bflo_24186
OG0007663	DANRE41864	bflo_17347
OG0007664	DANRE25031, DANRE43355	bflo_10773
OG0007665	DANRE01416, DANRE01414, DANRE43222, DANRE01415, DANRE01417	bflo_01695
OG0007666	DANRE28753, DANRE43046	bflo_23297
OG0007667	DANRE19703	bflo_12556
OG0007668	DANRE35347	bflo_20338
OG0007669	DANRE25051	bflo_11142
OG0007670	DANRE05713, DANRE05712	bflo_05622
OG0007671	DANRE42117, DANRE10499, DANRE10501, DANRE10500	bflo_02418
OG0007672	DANRE42449, DANRE42450, DANRE42451	bflo_17487
OG0007673	DANRE09062, DANRE09061	bflo_06491
OG0007674	DANRE10891	bflo_23563
OG0007675	DANRE03549	bflo_06363
OG0007676	DANRE41267	bflo_08407
OG0007677	DANRE00397	bflo_16920
OG0007679	DANRE06163	bflo_10208
OG0007680	DANRE35766	bflo_00308
OG0007681	DANRE37636, DANRE37638, DANRE37637	bflo_03450
OG0007684	DANRE19672, DANRE19671, DANRE19673	bflo_07569, bflo_08134
OG0007685	DANRE04773	bflo_18881
OG0007686	DANRE39133	bflo_13479
OG0007687	DANRE28499	bflo_22973
OG0007688	DANRE38781, DANRE38780	bflo_18763
OG0007689	DANRE33672	bflo_20780
OG0007690	DANRE40980, DANRE40981	bflo_18798
OG0007691	DANRE07949	bflo_20819
OG0007692	DANRE01628, DANRE01629, DANRE01627	bflo_23407
OG0007694	DANRE09163	bflo_13350
OG0007695	DANRE15123, DANRE15095, DANRE15096	bflo_01847
OG0007696	DANRE30938, DANRE25694	bflo_11039
OG0007697	DANRE19573	bflo_21039, bflo_21034
OG0007698	DANRE19150	bflo_25937
OG0007701	DANRE33601	bflo_20311
OG0007703	DANRE39178	bflo_08727
OG0007704	DANRE42203, DANRE42204	bflo_02614
OG0007705	DANRE04338	bflo_08400
OG0007706	DANRE29546, DANRE29547	bflo_22700
OG0007707	DANRE26456, DANRE08897, DANRE37976	bflo_10464
OG0007708	DANRE41337	bflo_19064
OG0007709	DANRE00175, DANRE10180	bflo_07606
OG0007711	DANRE18140	bflo_07586
OG0007712	DANRE03501	bflo_10106
OG0007713	DANRE39528, DANRE39529	bflo_18812
OG0007714	DANRE06420, DANRE06419	bflo_15303
OG0007715	DANRE34222, DANRE34223	bflo_20286
OG0007716	DANRE24766, DANRE24767	bflo_11425
OG0007717	DANRE03335, DANRE03333, DANRE03336, DANRE03334, DANRE03332	bflo_04203
OG0007718	DANRE24155	bflo_18866
OG0007719	DANRE26903	bflo_24402
OG0007721	DANRE05192, DANRE05193	bflo_08960
OG0007722	DANRE02829	bflo_23699
OG0007723	DANRE15072, DANRE15073	bflo_02387
OG0007724	DANRE38732, DANRE38734	bflo_05312, bflo_16516, bflo_01307, bflo_01302
OG0007725	DANRE19211	bflo_15815
OG0007726	DANRE12762, DANRE12761, DANRE12760	bflo_24372
OG0007727	DANRE09851, DANRE09852	bflo_19233
OG0007729	DANRE25403	bflo_12977
OG0007730	DANRE24583	bflo_12607, bflo_12998
OG0007732	DANRE20060, DANRE20061	bflo_08778
OG0007733	DANRE40356	bflo_11525
OG0007734	DANRE33248, DANRE40144	bflo_25678
OG0007736	DANRE08414, DANRE08413	bflo_20418
OG0007738	DANRE15281	bflo_06705, bflo_06706
OG0007739	DANRE22859	bflo_18458
OG0007740	DANRE34978	bflo_04368
OG0007741	DANRE11637, DANRE11636, DANRE06285, DANRE06284	bflo_11053
OG0007743	DANRE23141	bflo_02840
OG0007744	DANRE30723	bflo_26182
OG0007745	DANRE25726	bflo_12671
OG0007746	DANRE18835	bflo_06579
OG0007748	DANRE16835, DANRE16834, DANRE05160	bflo_21605
OG0007749	DANRE25829	bflo_05007
OG0007750	DANRE16845	bflo_25715
OG0007751	DANRE37539	bflo_10650, bflo_08743
OG0007752	DANRE33832	bflo_21959
OG0007753	DANRE33431, DANRE33430	bflo_22394
OG0007754	DANRE07572	bflo_26220
OG0007755	DANRE25512, DANRE02769	bflo_11338, bflo_10030
OG0007756	DANRE05776	bflo_16250
OG0007757	DANRE36374, DANRE36373	bflo_27501, bflo_25642
OG0007758	DANRE39766, DANRE39765	bflo_10877
OG0007759	DANRE36189	bflo_16310
OG0007760	DANRE22468	bflo_13020
OG0007761	DANRE01779, DANRE23485	bflo_24923
OG0007762	DANRE00030	bflo_10652, bflo_15443, bflo_22270
OG0007763	DANRE23619, DANRE23618	bflo_25707
OG0007766	DANRE03643	bflo_23712
OG0007767	DANRE26292	bflo_24566
OG0007768	DANRE35286	bflo_24479
OG0007769	DANRE24756	bflo_23531
OG0007770	DANRE33815, DANRE33814	bflo_20500
OG0007771	DANRE37851	bflo_11433
OG0007772	DANRE35600	bflo_22115
OG0007774	DANRE41452	bflo_19564
OG0007775	DANRE01021	bflo_21066
OG0007776	DANRE19172	bflo_06131
OG0007779	DANRE35838	bflo_18703
OG0007780	DANRE17571, DANRE17572	bflo_17991
OG0007781	DANRE25227	bflo_07603
OG0007782	DANRE29657, DANRE29656	bflo_06893
OG0007783	DANRE29889, DANRE29890	bflo_23885
OG0007784	DANRE24714	bflo_19072
OG0007785	DANRE30996	bflo_11218
OG0007786	DANRE16722	bflo_16999
OG0007787	DANRE39944	bflo_12215
OG0007788	DANRE03890, DANRE03889	bflo_03873
OG0007789	DANRE03223, DANRE03224	bflo_21102
OG0007790	DANRE15507, DANRE15506	bflo_11705
OG0007791	DANRE02817, DANRE02815, DANRE02816, DANRE02818	bflo_23951
OG0007793	DANRE36342, DANRE36341	bflo_25655
OG0007794	DANRE33634, DANRE33633	bflo_20585
OG0007795	DANRE27405, DANRE27404, DANRE27406	bflo_15425, bflo_14831
OG0007796	DANRE10639, DANRE10640	bflo_02054
OG0007797	DANRE03146	bflo_21105
OG0007798	DANRE15789	bflo_18226
OG0007799	DANRE09846, DANRE09847	bflo_00372
OG0007800	DANRE07803	bflo_14344
OG0007801	DANRE30539	bflo_23404
OG0007802	DANRE09355, DANRE09354	bflo_23831
OG0007803	DANRE16825	bflo_06509
OG0007804	DANRE04614	bflo_06653
OG0007806	DANRE14422, DANRE10197, DANRE36907, DANRE36906	bflo_06303
OG0007807	DANRE03231, DANRE03232	bflo_05294
OG0007808	DANRE36716	bflo_11247
OG0007809	DANRE43187	bflo_03965
OG0007810	DANRE02679	bflo_10987
OG0007811	DANRE22151	bflo_24096
OG0007812	DANRE23799, DANRE26904	bflo_00281
OG0007813	DANRE09038	bflo_21210
OG0007814	DANRE04379	bflo_06730
OG0007816	DANRE41106	bflo_24433
OG0007817	DANRE18041, DANRE18040	bflo_26806, bflo_01864
OG0007818	DANRE24277, DANRE24276	bflo_15495
OG0007820	DANRE34636, DANRE34637	bflo_20895
OG0007823	DANRE03242, DANRE03241	bflo_01549
OG0007826	DANRE01436	bflo_20018
OG0007827	DANRE03768	bflo_06413
OG0007828	DANRE19405, DANRE19406, DANRE19407	bflo_07281
OG0007830	DANRE12914, DANRE12915	bflo_08474
OG0007831	DANRE06160, DANRE06161, DANRE06159	bflo_08904
OG0007832	DANRE05608, DANRE05607	bflo_03510, bflo_19382
OG0007833	DANRE40826	bflo_21063
OG0007834	DANRE06456	bflo_09024
OG0007836	DANRE06757	bflo_00713
OG0007837	DANRE16053	bflo_19677
OG0007838	DANRE39665, DANRE39666, DANRE39664, DANRE39663	bflo_01372
OG0007841	DANRE03297, DANRE11199	bflo_07375
OG0007842	DANRE26364, DANRE26363	bflo_04890
OG0007843	DANRE20583	bflo_14088
OG0007845	DANRE22109, DANRE22110	bflo_27016, bflo_11683, bflo_14689
OG0007847	DANRE40577	bflo_00441
OG0007848	DANRE04583	bflo_17671
OG0007849	DANRE12087	bflo_11783
OG0007851	DANRE38882, DANRE38883	bflo_13474
OG0007854	DANRE10752, DANRE10753, DANRE10751	bflo_18378
OG0007858	DANRE40953	bflo_09176
OG0007859	DANRE42777	bflo_19258
OG0007860	DANRE02681, DANRE02680, DANRE36712, DANRE40413, DANRE40412	bflo_10535, bflo_10715
OG0007862	DANRE26361, DANRE26362, DANRE29931	bflo_02553
OG0007863	DANRE21281, DANRE22817, DANRE31261, DANRE31262, DANRE02316	bflo_13618
OG0007866	DANRE04141	bflo_22935
OG0007867	DANRE42272, DANRE42274, DANRE42273, DANRE42275, DANRE21991	bflo_23587, bflo_13371
OG0007871	DANRE41230, DANRE03292, DANRE03290, DANRE03288, DANRE11207, DANRE11208, DANRE03291	bflo_07333
OG0007876	DANRE39591, DANRE32470, DANRE14091	bflo_24228
OG0007908	DANRE39192	bflo_20499
OG0007911	DANRE10002	bflo_22860
OG0007913	DANRE12739	bflo_05599
OG0007915	DANRE18151	bflo_05663
OG0007916	DANRE41547, DANRE41546	bflo_17716
OG0007918	DANRE06819	bflo_15667
OG0007920	DANRE31168, DANRE31166, DANRE31167	bflo_06190
OG0007921	DANRE33937, DANRE33938	bflo_06108
OG0007925	DANRE35390, DANRE39562	bflo_10568
OG0007926	DANRE11595	bflo_23868
OG0007927	DANRE31434, DANRE31433, DANRE31435	bflo_11079
OG0007928	DANRE31629, DANRE31628	bflo_11687, bflo_01921
OG0007929	DANRE09742	bflo_13452
OG0007931	DANRE08886, DANRE15965, DANRE15964	bflo_14695
OG0007932	DANRE09754, DANRE14710	bflo_13897
OG0007934	DANRE42581, DANRE42582	bflo_26432
OG0007935	DANRE30643, DANRE05485, DANRE05486	bflo_17663
OG0007936	DANRE18507, DANRE18508	bflo_01563
OG0007937	DANRE10952	bflo_14531
OG0007938	DANRE30775, DANRE30776	bflo_12211
OG0007940	DANRE18079, DANRE18077, DANRE18076, DANRE18078	bflo_18637
OG0007941	DANRE30090, DANRE30089	bflo_04799
OG0007943	DANRE19851	bflo_17585
OG0007944	DANRE34868	bflo_08272
OG0007945	DANRE08217, DANRE08216	bflo_16266
OG0007946	DANRE23335, DANRE23334, DANRE23333	bflo_10287
OG0007947	DANRE30186, DANRE30187	bflo_22634
OG0007948	DANRE35016	bflo_21118
OG0007949	DANRE21500	bflo_01732
OG0007951	DANRE03577	bflo_13301
OG0007952	DANRE23982	bflo_02620
OG0007954	DANRE18360	bflo_17425
OG0007955	DANRE10662	bflo_10996
OG0007956	DANRE00513	bflo_06064
OG0007957	DANRE43440	bflo_00714
OG0007958	DANRE30163	bflo_06296
OG0007959	DANRE27159	bflo_26327
OG0007960	DANRE41738, DANRE41737, DANRE41739	bflo_03412
OG0007961	DANRE26537, DANRE26538, DANRE22150	bflo_24731
OG0007962	DANRE20515	bflo_15039
OG0007963	DANRE41290	bflo_24596
OG0007964	DANRE01563	bflo_01247, bflo_07079
OG0007965	DANRE03000, DANRE02999	bflo_23151
OG0007966	DANRE43416, DANRE43415	bflo_07594
OG0007967	DANRE30273	bflo_07105
OG0007968	DANRE05367	bflo_06274
OG0007969	DANRE01846	bflo_25712
OG0007970	DANRE05985, DANRE05984, DANRE23172	bflo_24089
OG0007971	DANRE01642	bflo_16346
OG0007972	DANRE27696, DANRE27695	bflo_13428
OG0007973	DANRE22704	bflo_05021
OG0007974	DANRE27091, DANRE27089, DANRE27090	bflo_24762
OG0007975	DANRE41055	bflo_24764
OG0007976	DANRE17213, DANRE17211, DANRE17212	bflo_23117
OG0007977	DANRE30080, DANRE30079, DANRE30078	bflo_22929
OG0007978	DANRE14537	bflo_25199, bflo_05322
OG0007979	DANRE06335, DANRE06336	bflo_14680
OG0007983	DANRE05917	bflo_04850
OG0007984	DANRE38168	bflo_21333, bflo_21994
OG0007985	DANRE06065	bflo_14993, bflo_27135
OG0007986	DANRE00518	bflo_06825
OG0007987	DANRE33524, DANRE29365, DANRE29364	bflo_21083
OG0007988	DANRE33287	bflo_12561
OG0007991	DANRE18046	bflo_12744
OG0007993	DANRE17625, DANRE17626	bflo_06048
OG0007994	DANRE04091	bflo_07557
OG0007996	DANRE09458, DANRE09457	bflo_20570
OG0007997	DANRE07075, DANRE07074	bflo_20061
OG0007999	DANRE29574	bflo_18850
OG0008001	DANRE35300	bflo_07295
OG0008002	DANRE43272	bflo_26652, bflo_02053
OG0008003	DANRE37946	bflo_24744
OG0008004	DANRE27703, DANRE27701, DANRE27702	bflo_15702
OG0008006	DANRE07161	bflo_22376, bflo_22210
OG0008007	DANRE39501, DANRE39500	bflo_26231
OG0008008	DANRE30055	bflo_23803
OG0008009	DANRE13906	bflo_07134
OG0008011	DANRE43318	bflo_12071
OG0008012	DANRE29944	bflo_19537
OG0008013	DANRE24152, DANRE24151	bflo_18671
OG0008014	DANRE07959	bflo_22732
OG0008016	DANRE38388, DANRE38387	bflo_06044
OG0008017	DANRE22791	bflo_11048
OG0008018	DANRE05741, DANRE05740	bflo_10614
OG0008019	DANRE18978	bflo_24197
OG0008020	DANRE05165	bflo_17017
OG0008021	DANRE42054, DANRE21369, DANRE29122	bflo_18650
OG0008022	DANRE10906	bflo_14440
OG0008023	DANRE20610	bflo_24601
OG0008025	DANRE15444, DANRE15445, DANRE30011	bflo_23461
OG0008026	DANRE31319, DANRE31320	bflo_05857
OG0008027	DANRE10672, DANRE10671	bflo_05641
OG0008028	DANRE24687	bflo_01481
OG0008029	DANRE35038	bflo_20622
OG0008030	DANRE00570	bflo_20783
OG0008031	DANRE07952	bflo_15505
OG0008033	DANRE06622	bflo_09244
OG0008035	DANRE02513, DANRE22923, DANRE17688, DANRE26351	bflo_25021
OG0008036	DANRE43279	bflo_23597
OG0008037	DANRE37630	bflo_05998
OG0008038	DANRE41284, DANRE41285	bflo_04254
OG0008039	DANRE33599, DANRE33600	bflo_21143
OG0008040	DANRE18236	bflo_18362
OG0008041	DANRE31092	bflo_12110
OG0008043	DANRE12128	bflo_19743, bflo_15192
OG0008046	DANRE18874, DANRE18872	bflo_12522
OG0008048	DANRE14758, DANRE14756	bflo_13158
OG0008049	DANRE35018	bflo_20285
OG0008050	DANRE01483, DANRE01482	bflo_25880
OG0008052	DANRE05521, DANRE05522	bflo_12650
OG0008053	DANRE13614, DANRE13613	bflo_10200
OG0008054	DANRE14366, DANRE14364, DANRE14365	bflo_19172
OG0008055	DANRE30653	bflo_11673
OG0008056	DANRE34362	bflo_22457
OG0008057	DANRE21382	bflo_14159, bflo_26941
OG0008058	DANRE08685	bflo_06146
OG0008059	DANRE10600, DANRE10601	bflo_22099
OG0008060	DANRE36845, DANRE36846	bflo_14419
OG0008061	DANRE24328	bflo_06829
OG0008062	DANRE12289	bflo_01328
OG0008065	DANRE30969, DANRE12348	bflo_09932
OG0008066	DANRE25010, DANRE25009	bflo_03563
OG0008067	DANRE23278	bflo_06241
OG0008068	DANRE16266	bflo_14995
OG0008069	DANRE21600	bflo_25318
OG0008070	DANRE39169, DANRE39168, DANRE39167	bflo_22630
OG0008071	DANRE27128	bflo_20776
OG0008073	DANRE34118	bflo_15996
OG0008074	DANRE34941	bflo_20249
OG0008075	DANRE40333, DANRE40332	bflo_14400
OG0008076	DANRE23122, DANRE23121, DANRE23120	bflo_19297, bflo_14887
OG0008077	DANRE00744	bflo_14852
OG0008078	DANRE23451	bflo_21633
OG0008079	DANRE24318	bflo_24655
OG0008081	DANRE10209, DANRE10210	bflo_13733
OG0008082	DANRE23942, DANRE23943	bflo_04484
OG0008083	DANRE11447	bflo_19745
OG0008084	DANRE18083	bflo_05884
OG0008085	DANRE30916	bflo_14047
OG0008086	DANRE03403, DANRE03404	bflo_04886
OG0008087	DANRE35823, DANRE35822, DANRE41735	bflo_00892
OG0008088	DANRE17946	bflo_17624
OG0008089	DANRE13493, DANRE13492	bflo_11402
OG0008090	DANRE14082, DANRE14081, DANRE14083	bflo_04469
OG0008091	DANRE35340	bflo_20178
OG0008094	DANRE40459	bflo_11003
OG0008098	DANRE05259	bflo_16350
OG0008099	DANRE30076	bflo_25711
OG0008100	DANRE11355	bflo_06252
OG0008102	DANRE34899	bflo_16606
OG0008103	DANRE06236, DANRE06237	bflo_23153
OG0008104	DANRE04052	bflo_07082
OG0008105	DANRE05576	bflo_24175
OG0008107	DANRE24308	bflo_02513
OG0008108	DANRE38276	bflo_12718
OG0008109	DANRE20116	bflo_20239
OG0008110	DANRE26439	bflo_09748
OG0008111	DANRE38509, DANRE38508	bflo_06012
OG0008112	DANRE11605	bflo_19831
OG0008113	DANRE19318	bflo_08464
OG0008115	DANRE11727	bflo_23862
OG0008116	DANRE03067, DANRE29056, DANRE17240	bflo_23115
OG0008117	DANRE14481	bflo_16568
OG0008119	DANRE34164	bflo_20529
OG0008120	DANRE12139	bflo_17432
OG0008123	DANRE19889, DANRE19890, DANRE06823	bflo_11111, bflo_27008
OG0008124	DANRE36543	bflo_21059
OG0008125	DANRE07128	bflo_11403
OG0008126	DANRE43381, DANRE09629	bflo_02173
OG0008127	DANRE06837, DANRE01181, DANRE01180	bflo_14260
OG0008136	DANRE01715	bflo_13975
OG0008138	DANRE34458, DANRE34455, DANRE34457	bflo_07905
OG0008143	DANRE20470	bflo_14244
OG0008149	DANRE14236, DANRE23565, DANRE14235	bflo_01301
OG0008151	DANRE00366, DANRE00365, DANRE05421, DANRE34541	bflo_08210
OG0008154	DANRE40550, DANRE40551, DANRE03413, DANRE03414, DANRE11431, DANRE11429	bflo_01934, bflo_01369, bflo_07428, bflo_21240
OG0008156	DANRE04904, DANRE04906, DANRE04907, DANRE04905	bflo_22234, bflo_09568
OG0008194	DANRE39488	bflo_14434
OG0008196	DANRE12924	bflo_06636
OG0008199	DANRE16267	bflo_14179
OG0008201	DANRE36656	bflo_11543
OG0008202	DANRE00001	bflo_17727
OG0008204	DANRE19232	bflo_13453
OG0008205	DANRE34114	bflo_15599
OG0008206	DANRE22435	bflo_11270
OG0008208	DANRE22091	bflo_12074
OG0008209	DANRE38195	bflo_21208, bflo_22352
OG0008211	DANRE34903	bflo_05922
OG0008213	DANRE16175, DANRE16174, DANRE16176	bflo_17603
OG0008215	DANRE00844	bflo_14211
OG0008217	DANRE35437	bflo_23434
OG0008218	DANRE03029, DANRE03030, DANRE03031	bflo_23816
OG0008219	DANRE24332	bflo_23179
OG0008220	DANRE27985	bflo_14162
OG0008222	DANRE04724, DANRE04725, DANRE05738, DANRE05739	bflo_10172
OG0008223	DANRE06940	bflo_15105
OG0008224	DANRE39132, DANRE39131	bflo_13074
OG0008225	DANRE06607	bflo_14433
OG0008227	DANRE41137, DANRE41138, DANRE41139	bflo_05785
OG0008228	DANRE22573, DANRE22572	bflo_12176
OG0008229	DANRE34897	bflo_16534
OG0008230	DANRE38056	bflo_13174
OG0008231	DANRE05034	bflo_10768
OG0008232	DANRE33295	bflo_15698, bflo_05139
OG0008234	DANRE03864	bflo_23788
OG0008235	DANRE40508	bflo_24467
OG0008236	DANRE09853	bflo_19397
OG0008237	DANRE34955, DANRE34956, DANRE34957	bflo_07399
OG0008238	DANRE10005	bflo_25853
OG0008239	DANRE05050	bflo_07315
OG0008240	DANRE30162	bflo_19120
OG0008241	DANRE19969, DANRE19970, DANRE38138	bflo_18846
OG0008242	DANRE40049, DANRE40050	bflo_14837
OG0008243	DANRE05481	bflo_17256
OG0008244	DANRE24754	bflo_23863
OG0008246	DANRE23325	bflo_02073
OG0008247	DANRE16623	bflo_18470
OG0008249	DANRE29808	bflo_25552
OG0008250	DANRE01830	bflo_03608
OG0008251	DANRE00160	bflo_08485
OG0008252	DANRE14625	bflo_05554
OG0008254	DANRE13562	bflo_25097
OG0008255	DANRE23775, DANRE23776	bflo_18633
OG0008256	DANRE18101, DANRE18100	bflo_10539
OG0008257	DANRE27092, DANRE24473	bflo_21434
OG0008258	DANRE21931	bflo_05172
OG0008259	DANRE11647, DANRE11646	bflo_00970
OG0008261	DANRE07806	bflo_14794
OG0008262	DANRE40610	bflo_15826
OG0008263	DANRE06277	bflo_16405
OG0008264	DANRE19001	bflo_05614
OG0008265	DANRE22829	bflo_11391
OG0008266	DANRE37136	bflo_13946
OG0008268	DANRE00378	bflo_06894
OG0008269	DANRE42531	bflo_15790
OG0008270	DANRE15140	bflo_13335
OG0008271	DANRE21764	bflo_14838
OG0008272	DANRE11348, DANRE11349	bflo_05825
OG0008273	DANRE34879	bflo_19759
OG0008275	DANRE10033	bflo_18433
OG0008277	DANRE38260, DANRE38259	bflo_03455
OG0008278	DANRE33588, DANRE33589, DANRE33590	bflo_20133
OG0008279	DANRE12272	bflo_24725
OG0008280	DANRE07625	bflo_21982
OG0008281	DANRE06733	bflo_19968
OG0008282	DANRE40074, DANRE40073, DANRE40072, DANRE40071	bflo_26284
OG0008283	DANRE33504, DANRE33505	bflo_20787
OG0008286	DANRE23611	bflo_13178
OG0008288	DANRE23483	bflo_24277
OG0008289	DANRE34245, DANRE34246	bflo_06353
OG0008290	DANRE12631	bflo_03393
OG0008291	DANRE29335	bflo_23157
OG0008292	DANRE38343	bflo_05696
OG0008293	DANRE25619	bflo_06831
OG0008294	DANRE06188	bflo_09498
OG0008295	DANRE16713, DANRE16712	bflo_12425
OG0008297	DANRE35409, DANRE35410	bflo_14052
OG0008298	DANRE41286	bflo_24555
OG0008299	DANRE28767	bflo_00726
OG0008300	DANRE15842	bflo_07056
OG0008301	DANRE05945	bflo_08740
OG0008304	DANRE42146	bflo_22092
OG0008305	DANRE42094	bflo_02959
OG0008306	DANRE13764, DANRE13763	bflo_00722
OG0008307	DANRE30680	bflo_20544
OG0008308	DANRE16045	bflo_12490
OG0008309	DANRE21775, DANRE21776	bflo_03373
OG0008311	DANRE11369	bflo_24993
OG0008312	DANRE29069	bflo_23264
OG0008313	DANRE04003, DANRE04002	bflo_23105
OG0008314	DANRE15558, DANRE15557	bflo_18751
OG0008315	DANRE29533, DANRE29532	bflo_20989
OG0008318	DANRE11606	bflo_15631
OG0008319	DANRE22912	bflo_25081
OG0008323	DANRE16787, DANRE16786	bflo_22601
OG0008324	DANRE01115	bflo_20274
OG0008325	DANRE26133	bflo_13382
OG0008326	DANRE23947	bflo_00982
OG0008327	DANRE37963, DANRE37964	bflo_21013
OG0008328	DANRE39274	bflo_17488
OG0008331	DANRE11899, DANRE11900	bflo_21529
OG0008333	DANRE08930, DANRE08929	bflo_24979
OG0008334	DANRE41256, DANRE41255, DANRE19275, DANRE19274	bflo_15581
OG0008335	DANRE41067	bflo_26321
OG0008336	DANRE25716	bflo_11246
OG0008337	DANRE42264	bflo_18382
OG0008338	DANRE01716, DANRE23279, DANRE23280	bflo_06496
OG0008339	DANRE18405, DANRE18404, DANRE18403	bflo_01195
OG0008341	DANRE11036	bflo_05713
OG0008342	DANRE10365, DANRE10364, DANRE12654, DANRE14176, DANRE14175, DANRE10363, DANRE10362	bflo_13270
OG0008343	DANRE14708	bflo_01028, bflo_26613
OG0008345	DANRE38973	bflo_06967
OG0008346	DANRE11370	bflo_16079
OG0008347	DANRE29708	bflo_02342
OG0008348	DANRE17655	bflo_16901
