Orthogroup	DANRE	CAPO3
OG0003421	DANRE07102, DANRE07103	CAPO300028
OG0003422	DANRE31337, DANRE31335, DANRE31336	CAPO300121
OG0003424	DANRE28909	CAPO307323
OG0003425	DANRE00220, DANRE00221	CAPO304371
OG0003426	DANRE06294	CAPO301532
OG0003428	DANRE23616	CAPO300586
OG0003429	DANRE40348, DANRE40349	CAPO307638
OG0003430	DANRE14092, DANRE09762, DANRE09764, DANRE09763	CAPO305848
OG0003431	DANRE37082, DANRE37083, DANRE39962	CAPO308284
OG0003434	DANRE24886, DANRE24887	CAPO303572
OG0003435	DANRE17574, DANRE17573, DANRE12047	CAPO300552
OG0003443	DANRE03345, DANRE05497	CAPO306901, CAPO306924
OG0003447	DANRE31018, DANRE31019	CAPO304621, CAPO305856
OG0003448	DANRE10237, DANRE38893, DANRE10238	CAPO305307
OG0003449	DANRE38813	CAPO304421
OG0003450	DANRE27355	CAPO304313
OG0003451	DANRE42271	CAPO302760
OG0003453	DANRE33702, DANRE33701	CAPO304718
OG0003454	DANRE29968, DANRE29967, DANRE09859, DANRE03480	CAPO305798
OG0003455	DANRE22409	CAPO300221
OG0003456	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025	CAPO305023
OG0003457	DANRE24648, DANRE24647, DANRE10726, DANRE10727	CAPO307022
OG0003458	DANRE13525, DANRE13524	CAPO301287
OG0003459	DANRE04665, DANRE04666, DANRE11726	CAPO304210
OG0003461	DANRE36985, DANRE36984	CAPO304469
OG0003462	DANRE30211	CAPO306452
OG0003464	DANRE03547, DANRE03548	CAPO306136
OG0003465	DANRE35168, DANRE35169	CAPO307530
OG0003467	DANRE14132, DANRE14134, DANRE14133, DANRE14135	CAPO306150
OG0003471	DANRE04396, DANRE04397	CAPO304216
OG0003475	DANRE24337, DANRE24338	CAPO307501
OG0003476	DANRE31061	CAPO306987
OG0003477	DANRE05139, DANRE05138	CAPO308122
OG0003478	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877	CAPO300139
OG0003479	DANRE20647, DANRE36733, DANRE02669	CAPO302288
OG0003480	DANRE43412, DANRE43414, DANRE43413, DANRE36860	CAPO303582
OG0003483	DANRE05923, DANRE05924, DANRE05925	CAPO305509
OG0003486	DANRE17309	CAPO304249
OG0003487	DANRE14100, DANRE09209, DANRE14099	CAPO300925
OG0003489	DANRE11374, DANRE04492, DANRE04493	CAPO305291
OG0003491	DANRE06868, DANRE08758, DANRE16579, DANRE16578	CAPO304911
OG0003492	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237	CAPO306303
OG0003493	DANRE26243	CAPO306533
OG0003497	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149	CAPO305660
OG0003498	DANRE15885, DANRE15884, DANRE15882, DANRE15883, DANRE15886	CAPO306898
OG0003499	DANRE25933	CAPO301160
OG0003500	DANRE17365, DANRE17364, DANRE10703	CAPO304927
OG0003501	DANRE21717, DANRE21718	CAPO303209
OG0003502	DANRE19909	CAPO306906
OG0003503	DANRE04139	CAPO307158
OG0003504	DANRE09341, DANRE09340, DANRE09339, DANRE09338	CAPO304351
OG0003505	DANRE25526, DANRE25525	CAPO305207
OG0003506	DANRE20226, DANRE07785, DANRE15693, DANRE15694	CAPO302826
OG0003507	DANRE26962, DANRE26963, DANRE40163, DANRE02096	CAPO303307
OG0003508	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008	CAPO307911
OG0003509	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372	CAPO305689
OG0003511	DANRE34748, DANRE34747	CAPO307348, CAPO308352
OG0003512	DANRE39649, DANRE33304	CAPO303631, CAPO302677, CAPO302168
OG0003515	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344	CAPO307211
OG0003518	DANRE14130	CAPO307641
OG0003519	DANRE10230	CAPO307608
OG0003522	DANRE17299, DANRE17298, DANRE17297	CAPO306659
OG0003523	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370, DANRE26581	CAPO304976
OG0003525	DANRE27714, DANRE27715	CAPO305089
OG0003528	DANRE41938, DANRE41935, DANRE41937, DANRE41936	CAPO306484
OG0003531	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248	CAPO300308
OG0003532	DANRE41953, DANRE41951, DANRE41952	CAPO303744
OG0003533	DANRE21269, DANRE21268	CAPO301327
OG0003537	DANRE00475, DANRE00474	CAPO301555
OG0003538	DANRE11317	CAPO301093
OG0003539	DANRE15875	CAPO300449
OG0003541	DANRE13009, DANRE13008	CAPO300603
OG0003543	DANRE38886, DANRE10232	CAPO301989
OG0003544	DANRE09057, DANRE09055, DANRE09056, DANRE17347	CAPO300418
OG0003546	DANRE35129, DANRE35130, DANRE35372, DANRE27446	CAPO303583
OG0003547	DANRE12351, DANRE13445, DANRE13444, DANRE13446, DANRE25756	CAPO308031
OG0003550	DANRE14900, DANRE35543, DANRE35542	CAPO300137
OG0003551	DANRE16754, DANRE19012, DANRE20957	CAPO308286
OG0003552	DANRE26596, DANRE40134, DANRE40135, DANRE40136	CAPO307114
OG0003554	DANRE01464, DANRE01465, DANRE01463, DANRE05784	CAPO301001
OG0003556	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295	CAPO302339
OG0003557	DANRE33572, DANRE05211, DANRE05210	CAPO306086
OG0003561	DANRE17387, DANRE24268	CAPO301198
OG0003562	DANRE41112, DANRE41113, DANRE15063, DANRE10483	CAPO303388
OG0003563	DANRE03372, DANRE03371	CAPO300808, CAPO301102
OG0003564	DANRE34009, DANRE35412, DANRE35411, DANRE06720	CAPO300720
OG0003566	DANRE25553, DANRE39313, DANRE25552	CAPO300164
OG0003567	DANRE29406, DANRE29405	CAPO307296
OG0003568	DANRE40875, DANRE40876	CAPO303992
OG0003569	DANRE22491, DANRE25140, DANRE31204, DANRE20629	CAPO306390
OG0003570	DANRE27969, DANRE27968, DANRE27970	CAPO305849
OG0003573	DANRE28941, DANRE28942, DANRE28940	CAPO300904
OG0003577	DANRE09775, DANRE09820, DANRE09819	CAPO306764
OG0003578	DANRE34970	CAPO307426
OG0003579	DANRE33558, DANRE01556, DANRE33559	CAPO300766
OG0003581	DANRE00804	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177
OG0003582	DANRE40963, DANRE02380, DANRE02379	CAPO302819
OG0003599	DANRE38092, DANRE38093, DANRE38091	CAPO301420
OG0003600	DANRE26177, DANRE26178	CAPO305414
OG0003607	DANRE04316, DANRE04314, DANRE04315	CAPO301867
OG0003610	DANRE17750, DANRE17749, DANRE17751	CAPO302401
OG0003611	DANRE07271, DANRE07270	CAPO306320
OG0003612	DANRE08753, DANRE08754	CAPO304993
OG0003613	DANRE02664, DANRE39801, DANRE39802, DANRE02439	CAPO305029
OG0003617	DANRE41693, DANRE41694	CAPO306844, CAPO301490
OG0003618	DANRE24326	CAPO302109
OG0003619	DANRE07157	CAPO304837
OG0003620	DANRE23470, DANRE23467, DANRE23468, DANRE23469	CAPO306673
OG0003621	DANRE00821	CAPO302199
OG0003622	DANRE18315, DANRE10975	CAPO305075
OG0003624	DANRE01669, DANRE01670	CAPO303633
OG0003630	DANRE03159, DANRE03160, DANRE03158	CAPO308012
OG0003631	DANRE20236	CAPO303610
OG0003633	DANRE00949, DANRE00948, DANRE00950, DANRE00947	CAPO300056
OG0003635	DANRE06305, DANRE06306, DANRE06304	CAPO308133
OG0003638	DANRE17696, DANRE17697, DANRE10884	CAPO305555
OG0003640	DANRE21358	CAPO301244
OG0003641	DANRE09735, DANRE37139	CAPO300746
OG0003644	DANRE34251, DANRE34253, DANRE34252	CAPO304835
OG0003645	DANRE28492, DANRE30536	CAPO307108
OG0003646	DANRE12206, DANRE12205	CAPO304914
OG0003648	DANRE11773, DANRE11774, DANRE11775	CAPO302617
OG0003649	DANRE20924, DANRE20925	CAPO301930
OG0003650	DANRE43429	CAPO306633
OG0003651	DANRE22669, DANRE22670, DANRE39196, DANRE39195	CAPO305370
OG0003652	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541	CAPO300427
OG0003655	DANRE17873, DANRE01135	CAPO303553
OG0003656	DANRE13213, DANRE13214, DANRE09925	CAPO301350
OG0003657	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442	CAPO305783
OG0003658	DANRE09535, DANRE14324, DANRE14323, DANRE14322	CAPO303162
OG0003661	DANRE37093, DANRE37094	CAPO300815
OG0003664	DANRE28770, DANRE28769	CAPO305504
OG0003666	DANRE10552, DANRE10553, DANRE18264, DANRE26861	CAPO300690
OG0003667	DANRE20304, DANRE20305, DANRE08259, DANRE08261, DANRE08260, DANRE33525	CAPO303859
OG0003668	DANRE12750	CAPO300260
OG0003669	DANRE15781, DANRE15782	CAPO305883
OG0003671	DANRE03115, DANRE05428, DANRE05429, DANRE20214	CAPO308173
OG0003672	DANRE03570, DANRE03571	CAPO300582
OG0003676	DANRE39857	CAPO304948
OG0003677	DANRE42049, DANRE38826, DANRE38825, DANRE28975	CAPO300011
OG0003679	DANRE42539, DANRE42541, DANRE42540, DANRE39212	CAPO304696
OG0003680	DANRE01725, DANRE35666, DANRE42127, DANRE42126	CAPO300884
OG0003682	DANRE08998, DANRE18739	CAPO301860
OG0003684	DANRE24181, DANRE24179, DANRE24178, DANRE24180	CAPO302734
OG0003685	DANRE33649, DANRE13195, DANRE13196	CAPO305996
OG0003686	DANRE12684, DANRE12685	CAPO302144
OG0003687	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624	CAPO301501
OG0003688	DANRE39820, DANRE39819, DANRE39818	CAPO307252
OG0003689	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448	CAPO301215
OG0003690	DANRE11515, DANRE11514	CAPO307478
OG0003693	DANRE31444, DANRE31443, DANRE41258	CAPO302269
OG0003694	DANRE09191, DANRE09192, DANRE09193	CAPO307654
OG0003695	DANRE35139, DANRE35387, DANRE17667, DANRE17668	CAPO303363
OG0003696	DANRE24940, DANRE24939, DANRE24937, DANRE24938, DANRE24941	CAPO304903
OG0003697	DANRE04036	CAPO307718
OG0003698	DANRE05742, DANRE41164	CAPO306302
OG0003700	DANRE36114, DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113	CAPO304411
OG0003703	DANRE16794, DANRE16793, DANRE03417	CAPO305764
OG0003704	DANRE16910, DANRE26809, DANRE26810	CAPO308213
OG0003710	DANRE33869, DANRE33868, DANRE24366, DANRE24365	CAPO301647
OG0003712	DANRE28597, DANRE15505	CAPO300556
OG0003713	DANRE18263, DANRE26856, DANRE26858, DANRE26857	CAPO306178
OG0003716	DANRE02645, DANRE02644	CAPO303976
OG0003717	DANRE15027, DANRE15028, DANRE10151, DANRE10150	CAPO306282
OG0003718	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698, DANRE19396	CAPO307310
OG0003719	DANRE09387	CAPO300227
OG0003720	DANRE26976, DANRE26975	CAPO300371
OG0003721	DANRE11800, DANRE06295, DANRE06296	CAPO300976, CAPO300975
OG0003722	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289	CAPO300031
OG0003724	DANRE41054	CAPO308007
OG0003729	DANRE35811	CAPO307394
OG0003730	DANRE04244	CAPO305074
OG0003731	DANRE01975, DANRE01973, DANRE01974	CAPO304053
OG0003732	DANRE41533, DANRE41532	CAPO306498
OG0003733	DANRE39268, DANRE39269	CAPO305671
OG0003734	DANRE34281	CAPO305564
OG0003735	DANRE01253, DANRE01252	CAPO308150
OG0003738	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373	CAPO304238
OG0003739	DANRE42065, DANRE42066, DANRE42068, DANRE42067	CAPO300467
OG0003740	DANRE38234, DANRE38233	CAPO307238
OG0003741	DANRE10272	CAPO305770
OG0003742	DANRE08596, DANRE14643, DANRE14644, DANRE23457	CAPO303080
OG0003743	DANRE33700	CAPO302360
OG0003744	DANRE40230, DANRE40231, DANRE01611	CAPO306491
OG0003745	DANRE33987	CAPO307585
OG0003749	DANRE25687, DANRE03932	CAPO306992
OG0003750	DANRE22388, DANRE22389	CAPO304840
OG0003752	DANRE06205, DANRE25811, DANRE25810	CAPO306304
OG0003754	DANRE25083, DANRE25084, DANRE32954	CAPO305643
OG0003755	DANRE07964, DANRE07965, DANRE07966	CAPO300113
OG0003756	DANRE14383, DANRE12824, DANRE12823	CAPO307901
OG0003758	DANRE29257, DANRE29256, DANRE23446	CAPO308214
OG0003759	DANRE23669, DANRE13867, DANRE13866	CAPO307476
OG0003760	DANRE26661, DANRE11544, DANRE11543	CAPO304944
OG0003761	DANRE25159, DANRE25158, DANRE39412	CAPO301690
OG0003762	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651	CAPO303010
OG0003764	DANRE03129, DANRE03130, DANRE03128	CAPO300879
OG0003767	DANRE14728, DANRE14727	CAPO301363
OG0003769	DANRE24053, DANRE24054	CAPO305668
OG0003770	DANRE08939, DANRE08938	CAPO300865, CAPO305387
OG0003771	DANRE04250, DANRE28509	CAPO300755
OG0003773	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699	CAPO301706
OG0003776	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287	CAPO306521
OG0003778	DANRE30803, DANRE25496	CAPO302558
OG0003779	DANRE23672, DANRE23671	CAPO304919
OG0003781	DANRE38748, DANRE16631, DANRE11186, DANRE11187, DANRE16630	CAPO307368
OG0003798	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602	CAPO300229
OG0003803	DANRE19445, DANRE40131, DANRE40132	CAPO307540
OG0003806	DANRE29065	CAPO304817
OG0003807	DANRE29385	CAPO308021
OG0003808	DANRE14806, DANRE14805	CAPO308095
OG0003809	DANRE39386, DANRE05049	CAPO306197
OG0003811	DANRE17816	CAPO302863
OG0003812	DANRE19662, DANRE19663	CAPO300349
OG0003813	DANRE34559, DANRE34558, DANRE33725	CAPO305053
OG0003818	DANRE00796, DANRE00795, DANRE00794	CAPO306945
OG0003820	DANRE37833	CAPO302724
OG0003823	DANRE02338, DANRE18651, DANRE14745	CAPO305304
OG0003824	DANRE41228	CAPO300109
OG0003826	DANRE34174, DANRE34175	CAPO303948
OG0003827	DANRE03015	CAPO302156
OG0003828	DANRE34896	CAPO304442
OG0003829	DANRE26628	CAPO304825
OG0003831	DANRE15888, DANRE15887	CAPO301320
OG0003833	DANRE10771, DANRE10770	CAPO305448
OG0003834	DANRE26683, DANRE26682, DANRE26041, DANRE26040	CAPO307203
OG0003835	DANRE10791, DANRE10790, DANRE10789, DANRE10788	CAPO300102
OG0003836	DANRE15750, DANRE15749, DANRE20258	CAPO301610
OG0003837	DANRE28859	CAPO304430
OG0003838	DANRE41969, DANRE41970, DANRE15858	CAPO304061, CAPO304064
OG0003839	DANRE26852, DANRE26851, DANRE26850, DANRE26849	CAPO300238, CAPO301543, CAPO307066
OG0003840	DANRE38305, DANRE00216	CAPO300299
OG0003843	DANRE16705, DANRE16707, DANRE16706, DANRE16708, DANRE11332	CAPO301582
OG0003844	DANRE16504	CAPO306235
OG0003845	DANRE00912, DANRE00910, DANRE00911	CAPO302000
OG0003846	DANRE11225, DANRE11224, DANRE00601, DANRE00602	CAPO300905
OG0003848	DANRE26505, DANRE39951	CAPO305229, CAPO305228
OG0003850	DANRE10537	CAPO306458
OG0003851	DANRE24600, DANRE24599, DANRE26396	CAPO301154
OG0003852	DANRE25290, DANRE25289, DANRE25291, DANRE25288	CAPO302241
OG0003853	DANRE05312, DANRE05311, DANRE05313	CAPO308238
OG0003854	DANRE28328, DANRE12790, DANRE12789	CAPO306385
OG0003855	DANRE10176, DANRE10174, DANRE10175	CAPO304198
OG0003856	DANRE35627, DANRE35628	CAPO308004
OG0003857	DANRE29893	CAPO302185
OG0003858	DANRE04452, DANRE04453	CAPO300728
OG0003859	DANRE18447, DANRE18446, DANRE18445	CAPO306990
OG0003860	DANRE28107	CAPO303899
OG0003863	DANRE40797	CAPO300200
OG0003864	DANRE13127	CAPO300087
OG0003865	DANRE42849, DANRE41340, DANRE41339, DANRE41338	CAPO304904
OG0003866	DANRE24133, DANRE24132, DANRE24134, DANRE24131	CAPO302683
OG0003867	DANRE31225	CAPO301767
OG0003868	DANRE02600, DANRE21503	CAPO306848
OG0003869	DANRE24691	CAPO307094
OG0003870	DANRE29501, DANRE29502	CAPO305132
OG0003872	DANRE33580	CAPO300319
OG0003873	DANRE10964, DANRE10965, DANRE10963	CAPO305775
OG0003875	DANRE13186	CAPO303382
OG0003876	DANRE09822, DANRE09823	CAPO307728
OG0003878	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689	CAPO308329
OG0003881	DANRE23015, DANRE23016	CAPO303685
OG0003886	DANRE03464, DANRE03465	CAPO304109
OG0003887	DANRE10423	CAPO307036
OG0003888	DANRE03003, DANRE03004, DANRE03002, DANRE03001	CAPO302764
OG0003890	DANRE00279, DANRE20425, DANRE20424	CAPO304707
OG0003892	DANRE31548, DANRE31549	CAPO307708
OG0003893	DANRE05885, DANRE05887, DANRE05886	CAPO300022
OG0003894	DANRE34284	CAPO302778
OG0003897	DANRE26467	CAPO303759
OG0003898	DANRE01941, DANRE01939, DANRE01940	CAPO307893, CAPO307749, CAPO306069
OG0003899	DANRE15788	CAPO300674
OG0003900	DANRE00881	CAPO301714
OG0003901	DANRE18344, DANRE18343	CAPO301256
OG0003903	DANRE15774	CAPO305736
OG0003904	DANRE12918	CAPO305947
OG0003906	DANRE21318, DANRE21317, DANRE21319	CAPO301369
OG0003908	DANRE16228	CAPO301425
OG0003908	DANRE37850	CAPO308216
OG0003909	DANRE18212, DANRE18213	CAPO301220
OG0003910	DANRE14816	CAPO302786
OG0003911	DANRE36887, DANRE36885, DANRE36886	CAPO305312
OG0003912	DANRE22780, DANRE24504, DANRE12988	CAPO307896
OG0003913	DANRE06162	CAPO306587
OG0003914	DANRE37573	CAPO301224
OG0003915	DANRE15235, DANRE06997, DANRE06996, DANRE15234	CAPO304633
OG0003917	DANRE36320, DANRE36318, DANRE36319	CAPO306797
OG0003920	DANRE13507, DANRE13508, DANRE13506	CAPO301554
OG0003921	DANRE27254, DANRE27256	CAPO300430
OG0003922	DANRE41706	CAPO304241
OG0003924	DANRE09379, DANRE09380, DANRE09378, DANRE09381, DANRE33656, DANRE33655	CAPO302790
OG0003925	DANRE14197, DANRE10649, DANRE10648	CAPO301662
OG0003926	DANRE01778, DANRE37929	CAPO303036
OG0003927	DANRE34037	CAPO304671
OG0003929	DANRE39127, DANRE39126	CAPO303872
OG0003930	DANRE25629	CAPO301599
OG0003931	DANRE03642, DANRE29896, DANRE29894, DANRE29895	CAPO304399
OG0003932	DANRE41855	CAPO300048, CAPO300047
OG0003934	DANRE13278	CAPO301204
OG0003936	DANRE12822, DANRE12821, DANRE12820	CAPO302163
OG0003938	DANRE11347	CAPO305166
OG0003939	DANRE03346	CAPO303853
OG0003942	DANRE17325, DANRE17324, DANRE17327, DANRE17326	CAPO300632
OG0003944	DANRE26350	CAPO300493
OG0003945	DANRE12335, DANRE12334, DANRE36681	CAPO300812
OG0003946	DANRE16868, DANRE15691	CAPO303843
OG0003947	DANRE04867, DANRE04866, DANRE04865, DANRE00638	CAPO306325
OG0003950	DANRE25270	CAPO307097
OG0003954	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647	CAPO304758
OG0003955	DANRE16285, DANRE16284, DANRE16283	CAPO304097
OG0003959	DANRE35120, DANRE43205	CAPO304028
OG0003961	DANRE27124, DANRE40065	CAPO303890
OG0003965	DANRE11346	CAPO302867
OG0003966	DANRE16607, DANRE16606	CAPO301181
OG0003969	DANRE11066, DANRE11065	CAPO304197
OG0003971	DANRE33922	CAPO301852
OG0003972	DANRE22865, DANRE22866	CAPO308018
OG0003973	DANRE10902, DANRE35576, DANRE35578, DANRE35577	CAPO307513
OG0003998	DANRE16820	CAPO305634
OG0003999	DANRE24171, DANRE24172	CAPO306327
OG0004000	DANRE14303, DANRE10250, DANRE10249	CAPO302913
OG0004002	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931, DANRE05929	CAPO305544
OG0004005	DANRE23393, DANRE23392	CAPO302213
OG0004007	DANRE17531, DANRE34274	CAPO307105
OG0004009	DANRE04572	CAPO305072
OG0004010	DANRE00257	CAPO303524
OG0004012	DANRE20086	CAPO308011
OG0004014	DANRE42841, DANRE42839, DANRE42840, DANRE42838	CAPO303473
OG0004015	DANRE36484, DANRE36483	CAPO305112
OG0004016	DANRE23411, DANRE23410, DANRE23409	CAPO303609
OG0004017	DANRE29671, DANRE29669, DANRE29670	CAPO308124
OG0004023	DANRE38567, DANRE38568	CAPO307204
OG0004027	DANRE22477, DANRE23101, DANRE03257	CAPO301145
OG0004031	DANRE11151, DANRE13424	CAPO306218
OG0004032	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489	CAPO300291
OG0004033	DANRE02951, DANRE02950, DANRE05920	CAPO304862
OG0004035	DANRE21263, DANRE13578	CAPO301995
OG0004037	DANRE36247, DANRE36246	CAPO306482
OG0004038	DANRE21930	CAPO307927
OG0004041	DANRE16723	CAPO306646
OG0004042	DANRE38657, DANRE38655	CAPO302696
OG0004044	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879	CAPO300275
OG0004047	DANRE21333, DANRE21332	CAPO304083
OG0004048	DANRE20080, DANRE06433, DANRE06434	CAPO304654
OG0004050	DANRE25137	CAPO308116
OG0004053	DANRE10451, DANRE10452, DANRE10453	CAPO301919
OG0004054	DANRE23307, DANRE07839, DANRE07837	CAPO308277
OG0004056	DANRE33963	CAPO306031
OG0004058	DANRE18210, DANRE18209, DANRE18208, DANRE18211	CAPO301904
OG0004059	DANRE35070, DANRE35069	CAPO301877
OG0004063	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818	CAPO300628
OG0004064	DANRE35866, DANRE41678, DANRE41677	CAPO304453
OG0004065	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199	CAPO304029
OG0004067	DANRE06632	CAPO301812
OG0004068	DANRE39005	CAPO301030
OG0004069	DANRE35213, DANRE35214	CAPO307785
OG0004070	DANRE15504, DANRE15501, DANRE15503, DANRE15502, DANRE15500	CAPO302894
OG0004071	DANRE34963	CAPO306388
OG0004072	DANRE03361	CAPO305194
OG0004075	DANRE03376, DANRE03377, DANRE03378	CAPO308024
OG0004076	DANRE15069	CAPO307967
OG0004079	DANRE07274, DANRE15648, DANRE15649, DANRE15650	CAPO300687
OG0004080	DANRE35778, DANRE24628, DANRE35780	CAPO305236
OG0004081	DANRE28019, DANRE23662	CAPO301069
OG0004082	DANRE27989, DANRE27991, DANRE27988	CAPO305459
OG0004083	DANRE05501, DANRE05502	CAPO304047
OG0004084	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732	CAPO300193
OG0004085	DANRE15264, DANRE15263	CAPO307782
OG0004090	DANRE36859, DANRE23136, DANRE23135	CAPO304280
OG0004091	DANRE35209, DANRE35210	CAPO307795
OG0004092	DANRE23794, DANRE13755	CAPO301516
OG0004093	DANRE19022, DANRE19023	CAPO303612
OG0004094	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238	CAPO306112
OG0004095	DANRE25028, DANRE43192, DANRE25029	CAPO302216
OG0004096	DANRE17669	CAPO306070
OG0004097	DANRE33765	CAPO300790
OG0004099	DANRE09350, DANRE03606	CAPO306437
OG0004100	DANRE25221, DANRE25220	CAPO306356
OG0004101	DANRE02022	CAPO303749, CAPO302702
OG0004103	DANRE23050	CAPO306700
OG0004104	DANRE21465	CAPO303861
OG0004104	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910	CAPO303684
OG0004105	DANRE14169, DANRE10477, DANRE14170	CAPO308098
OG0004106	DANRE02860, DANRE02861, DANRE23233	CAPO303386
OG0004108	DANRE04976, DANRE04975, DANRE04973, DANRE04974	CAPO307282
OG0004110	DANRE05249	CAPO300855
OG0004112	DANRE13978, DANRE13976, DANRE13977	CAPO304610
OG0004113	DANRE40461	CAPO305835
OG0004114	DANRE34872	CAPO301854
OG0004115	DANRE10141, DANRE10142	CAPO306386
OG0004116	DANRE34155	CAPO303186
OG0004118	DANRE31237	CAPO306139
OG0004119	DANRE12211	CAPO303741
OG0004120	DANRE05375, DANRE05376, DANRE05377	CAPO303757
OG0004123	DANRE00959	CAPO304624
OG0004124	DANRE22782, DANRE22783, DANRE24184, DANRE24185	CAPO302738
OG0004127	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222	CAPO306895
OG0004130	DANRE09375, DANRE09376, DANRE09377	CAPO307075
OG0004131	DANRE40593	CAPO301925
OG0004133	DANRE08845, DANRE42087	CAPO305598
OG0004134	DANRE07379, DANRE07380, DANRE07381, DANRE43376	CAPO304433
OG0004136	DANRE40774	CAPO307338
OG0004140	DANRE26029	CAPO307995
OG0004142	DANRE30629	CAPO300440
OG0004144	DANRE09126, DANRE09125, DANRE42052	CAPO302917
OG0004148	DANRE29829, DANRE03866, DANRE03865, DANRE29828	CAPO301152
OG0004150	DANRE05792	CAPO303497
OG0004151	DANRE25545, DANRE25544, DANRE25543	CAPO307015
OG0004153	DANRE20163	CAPO305022
OG0004154	DANRE11687	CAPO308154
OG0004156	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483	CAPO307556
OG0004158	DANRE42931, DANRE42938, DANRE23921, DANRE23922	CAPO302219
OG0004160	DANRE26485, DANRE18770	CAPO302118
OG0004164	DANRE20575, DANRE05368	CAPO306879
OG0004166	DANRE23367	CAPO300703
OG0004167	DANRE19957, DANRE19956, DANRE06196, DANRE06197	CAPO305574
OG0004168	DANRE08328, DANRE08330, DANRE08329	CAPO303881
OG0004169	DANRE30096	CAPO302967
OG0004170	DANRE34168	CAPO305320
OG0004171	DANRE08068, DANRE08069	CAPO305810
OG0004174	DANRE40570	CAPO303644
OG0004176	DANRE07215, DANRE07216	CAPO304072
OG0004179	DANRE30370, DANRE04292	CAPO304392
OG0004181	DANRE17827, DANRE17828, DANRE17829, DANRE15664	CAPO304353
OG0004182	DANRE07705, DANRE07706	CAPO305817
OG0004183	DANRE40848, DANRE40849	CAPO301817
OG0004184	DANRE05779	CAPO302251
OG0004186	DANRE10675, DANRE10674, DANRE19945, DANRE04804	CAPO307615
OG0004187	DANRE12987, DANRE12986, DANRE03435	CAPO301572
OG0004188	DANRE03766, DANRE11056, DANRE11057	CAPO308209
OG0004194	DANRE13561	CAPO301460, CAPO301973
OG0004198	DANRE43301, DANRE09641, DANRE13965, DANRE09640	CAPO302636
OG0004215	DANRE08211, DANRE01210	CAPO307025
OG0004216	DANRE31388, DANRE31392	CAPO304745
OG0004217	DANRE15764, DANRE15763, DANRE15762	CAPO300553
OG0004219	DANRE35534	CAPO302642
OG0004222	DANRE10943	CAPO307934
OG0004223	DANRE13990	CAPO308310
OG0004226	DANRE05686, DANRE17765, DANRE17766	CAPO301388
OG0004227	DANRE41048, DANRE41049, DANRE41047, DANRE41050	CAPO302252
OG0004228	DANRE11401, DANRE17731	CAPO303492
OG0004230	DANRE07988, DANRE07987, DANRE34148	CAPO305821
OG0004231	DANRE29877, DANRE29878	CAPO300312
OG0004232	DANRE06060	CAPO301443
OG0004235	DANRE03089	CAPO306795
