Orthogroup	DANRE	CAPO3
OG0006156	DANRE05993, DANRE05992	CAPO304652
OG0006158	DANRE18011, DANRE11810	CAPO307937
OG0006159	DANRE35670	CAPO307030
OG0006160	DANRE30910	CAPO304978
OG0006161	DANRE09532, DANRE14318	CAPO301615
OG0006162	DANRE01816, DANRE01817	CAPO300392
OG0006164	DANRE38641	CAPO307640
OG0006168	DANRE30290, DANRE30289	CAPO306154
OG0006169	DANRE19880, DANRE19879	CAPO305149
OG0006177	DANRE37713, DANRE37714	CAPO306017
OG0006178	DANRE20288	CAPO306742
OG0006179	DANRE07721	CAPO307840
OG0006180	DANRE26681, DANRE26680	CAPO308064
OG0006181	DANRE13257	CAPO308207
OG0006182	DANRE24692	CAPO300329
OG0006183	DANRE29713, DANRE29714	CAPO306749
OG0006185	DANRE27169, DANRE27168, DANRE27167	CAPO301640
OG0006186	DANRE40100, DANRE40101	CAPO304672
OG0006187	DANRE13904	CAPO303722
OG0006188	DANRE07386, DANRE43366	CAPO307979
OG0006190	DANRE06601	CAPO304791
OG0006191	DANRE39537	CAPO301907
OG0006192	DANRE05771, DANRE05775	CAPO308099
OG0006195	DANRE29880	CAPO308346, CAPO305489
OG0006196	DANRE07513	CAPO304854
OG0006198	DANRE04521, DANRE04520	CAPO306368
OG0006199	DANRE03649	CAPO307861
OG0006200	DANRE31009	CAPO306047
OG0006202	DANRE27776	CAPO307311
OG0006204	DANRE03153, DANRE03154	CAPO307074
OG0006205	DANRE33863	CAPO306928
OG0006206	DANRE11004, DANRE17600	CAPO308060
OG0006209	DANRE34587, DANRE00320	CAPO303208
OG0006210	DANRE14604, DANRE14603	CAPO301051
OG0006211	DANRE23001, DANRE23002, DANRE23000	CAPO305755
OG0006213	DANRE42202	CAPO301176
OG0006214	DANRE30688	CAPO305313
OG0006216	DANRE02603	CAPO304328
OG0006225	DANRE22204, DANRE22205	CAPO307529
OG0006226	DANRE00424	CAPO303955
OG0006227	DANRE34044	CAPO304192
OG0006229	DANRE15936	CAPO306729
OG0006230	DANRE41675, DANRE41674	CAPO303003
OG0006233	DANRE36490	CAPO307263
OG0006234	DANRE17683	CAPO305546
OG0006235	DANRE25558, DANRE25557	CAPO300217
OG0006237	DANRE23513, DANRE23512	CAPO302524
OG0006239	DANRE12665, DANRE12667, DANRE12666	CAPO305262
OG0006243	DANRE19390, DANRE19389	CAPO301646
OG0006244	DANRE00556, DANRE00555	CAPO306900
OG0006245	DANRE35696	CAPO307777
OG0006248	DANRE06880, DANRE06881	CAPO307601
OG0006249	DANRE03718, DANRE03719	CAPO304667
OG0006250	DANRE07127	CAPO301165
OG0006251	DANRE08349	CAPO302342
OG0006252	DANRE09470, DANRE09471	CAPO304131
OG0006253	DANRE36480, DANRE36479	CAPO307341
OG0006254	DANRE29341	CAPO305073
OG0006257	DANRE05553, DANRE05552	CAPO305440
OG0006258	DANRE19030	CAPO300398
OG0006260	DANRE22086	CAPO300587
OG0006261	DANRE13096, DANRE30739, DANRE02264	CAPO305676
OG0006262	DANRE25390, DANRE09162	CAPO307596
OG0006263	DANRE24117, DANRE24118	CAPO307994
OG0006264	DANRE33703	CAPO304943
OG0006267	DANRE00418	CAPO300629
OG0006268	DANRE40754	CAPO305663
OG0006271	DANRE35905	CAPO306714
OG0006272	DANRE34854, DANRE34853, DANRE38037	CAPO300074
OG0006275	DANRE11416	CAPO304219
OG0006276	DANRE05390, DANRE05391	CAPO306041
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	CAPO307602
OG0006278	DANRE28007, DANRE23479	CAPO305153
OG0006279	DANRE42307	CAPO307288
OG0006280	DANRE17962	CAPO308182
OG0006281	DANRE20618	CAPO302129
OG0006284	DANRE42627	CAPO301681
OG0006285	DANRE35155	CAPO301258
OG0006286	DANRE24625, DANRE24626	CAPO304212
OG0006287	DANRE10740, DANRE10741	CAPO302795
OG0006288	DANRE19521	CAPO300129
OG0006289	DANRE02205, DANRE02206	CAPO306652
OG0006291	DANRE39977	CAPO308081
OG0006293	DANRE00138, DANRE00137	CAPO307067
OG0006294	DANRE18822, DANRE18821	CAPO301151
OG0006295	DANRE19856	CAPO307143
OG0006297	DANRE36621	CAPO301937
OG0006298	DANRE01607, DANRE01606	CAPO306805
OG0006299	DANRE05858, DANRE14627, DANRE14628, DANRE17744, DANRE17743	CAPO305899
OG0006301	DANRE12054, DANRE12053, DANRE12051	CAPO306072
OG0006305	DANRE22040, DANRE22039, DANRE15982	CAPO303850
OG0006306	DANRE10076	CAPO303905
OG0006309	DANRE33045	CAPO304441
OG0006311	DANRE25002	CAPO300748
OG0006313	DANRE10086	CAPO306539
OG0006314	DANRE42304	CAPO308085, CAPO301326
OG0006317	DANRE09482, DANRE09481	CAPO301551
OG0006319	DANRE40452, DANRE40453	CAPO306239
OG0006320	DANRE25698, DANRE25697	CAPO303864
OG0006322	DANRE20598	CAPO305971
OG0006323	DANRE37133, DANRE37132, DANRE37131	CAPO300361
OG0006329	DANRE39682	CAPO306283
OG0006330	DANRE39085	CAPO301590
OG0006331	DANRE13138	CAPO301721
OG0006332	DANRE37684, DANRE37685, DANRE37686	CAPO306801
OG0006334	DANRE16756	CAPO302140
OG0006335	DANRE36579	CAPO305790
OG0006338	DANRE26304, DANRE26305, DANRE21841, DANRE21842	CAPO300367
OG0006339	DANRE19470, DANRE19472, DANRE19471	CAPO306751
OG0006340	DANRE05946	CAPO306725
OG0006341	DANRE16542	CAPO303256
OG0006344	DANRE39214, DANRE27258	CAPO307345
OG0006346	DANRE34134, DANRE08127, DANRE34135	CAPO305832
OG0006347	DANRE02099	CAPO305184
OG0006349	DANRE40582	CAPO304057
OG0006350	DANRE09366, DANRE09365	CAPO302433
OG0006352	DANRE16502, DANRE16503, DANRE06201	CAPO301346
OG0006353	DANRE07948	CAPO301517
OG0006355	DANRE02203	CAPO307129
OG0006356	DANRE35082, DANRE35081	CAPO305164
OG0006358	DANRE31437, DANRE31438	CAPO303299
OG0006359	DANRE26555, DANRE26554	CAPO300583
OG0006360	DANRE43226	CAPO304103
OG0006361	DANRE12700	CAPO308070
OG0006362	DANRE10073	CAPO308308
OG0006363	DANRE00890	CAPO301002
OG0006365	DANRE20484	CAPO300671
OG0006370	DANRE38769, DANRE38768	CAPO300348
OG0006372	DANRE15208	CAPO304608
OG0006375	DANRE03585, DANRE03583, DANRE03582, DANRE03584	CAPO306256
OG0006377	DANRE19336	CAPO307494
OG0006378	DANRE19595	CAPO304918
OG0006381	DANRE30686, DANRE12585	CAPO301472
OG0006382	DANRE05618	CAPO307026
OG0006383	DANRE00009	CAPO303174
OG0006384	DANRE29107	CAPO305941
OG0006385	DANRE19944, DANRE37812	CAPO301074
OG0006386	DANRE39443, DANRE39444	CAPO303165
OG0006387	DANRE05852, DANRE05851	CAPO306319
OG0006389	DANRE04415, DANRE04414	CAPO302170
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	CAPO308093
OG0006392	DANRE41904	CAPO305806
OG0006394	DANRE16905, DANRE16906	CAPO302470
OG0006395	DANRE22284, DANRE22283	CAPO300149
OG0006399	DANRE33665	CAPO307228
OG0006443	DANRE00893, DANRE00894	CAPO300234
OG0006447	DANRE34812	CAPO302283
OG0006448	DANRE27832	CAPO301094
OG0006449	DANRE14730, DANRE14731	CAPO305961
OG0006456	DANRE14385	CAPO300992
OG0006457	DANRE28856	CAPO306648
OG0006459	DANRE25979, DANRE25980	CAPO307843
OG0006460	DANRE05152	CAPO308313
OG0006461	DANRE40456	CAPO306350
OG0006462	DANRE03375, DANRE30415	CAPO300662
OG0006464	DANRE22250	CAPO307754
OG0006465	DANRE02945, DANRE02946, DANRE02944	CAPO307052
OG0006467	DANRE39297, DANRE39298	CAPO301292
OG0006468	DANRE10143	CAPO303390
OG0006469	DANRE16763	CAPO302486
OG0006470	DANRE15907	CAPO300984
OG0006471	DANRE21870, DANRE21871	CAPO303440
OG0006474	DANRE39677	CAPO300155
OG0006475	DANRE24226	CAPO301888
OG0006476	DANRE01065, DANRE01064	CAPO300216
OG0006478	DANRE29720	CAPO301079
OG0006479	DANRE22957, DANRE22955, DANRE22956	CAPO304002
OG0006480	DANRE22037	CAPO300197
OG0006481	DANRE34163	CAPO307580
OG0006482	DANRE18945, DANRE18946	CAPO305654
OG0006485	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127	CAPO307612
OG0006487	DANRE40466	CAPO300649
OG0006488	DANRE07587, DANRE07586	CAPO301772
OG0006490	DANRE30998, DANRE30997	CAPO301539
OG0006491	DANRE24615	CAPO300606
OG0006493	DANRE19720	CAPO306548
OG0006496	DANRE27447	CAPO304473
OG0006498	DANRE34352, DANRE34351	CAPO301440
OG0006501	DANRE08955	CAPO307734
OG0006502	DANRE29381, DANRE29382, DANRE29383	CAPO301087
OG0006503	DANRE07132, DANRE07133, DANRE07134	CAPO304660
OG0006504	DANRE20127, DANRE20128	CAPO302154
OG0006505	DANRE03734, DANRE26394	CAPO301510
OG0006507	DANRE22794	CAPO301032
OG0006508	DANRE05986, DANRE05987	CAPO301635
OG0006509	DANRE23625	CAPO304681
OG0006510	DANRE36871	CAPO300081
OG0006512	DANRE29342	CAPO301701
OG0006514	DANRE07332	CAPO304095
OG0006515	DANRE04926, DANRE04925, DANRE04924	CAPO306459
OG0006516	DANRE05513, DANRE05512	CAPO305607
OG0006517	DANRE28275, DANRE28276	CAPO300477
OG0006519	DANRE17603, DANRE17604	CAPO308006
OG0006520	DANRE01097, DANRE01098	CAPO300668
OG0006523	DANRE13254	CAPO302914
OG0006526	DANRE13639	CAPO303623
OG0006532	DANRE02116	CAPO304147
OG0006534	DANRE04754, DANRE04753	CAPO305714
OG0006536	DANRE16746, DANRE16747	CAPO305735
OG0006538	DANRE01948	CAPO305091
OG0006540	DANRE43223	CAPO304760
OG0006541	DANRE00195	CAPO302376, CAPO304688, CAPO300243
OG0006542	DANRE01099	CAPO305168
OG0006543	DANRE04511	CAPO305452
OG0006544	DANRE36922, DANRE36923, DANRE36921	CAPO306101
OG0006545	DANRE14779	CAPO307929
OG0006546	DANRE17452, DANRE17453, DANRE17454	CAPO305234
OG0006547	DANRE01017, DANRE01016	CAPO301259
OG0006549	DANRE30654	CAPO306040
OG0006550	DANRE31528, DANRE31529, DANRE31527	CAPO307487
OG0006552	DANRE19095	CAPO301957
OG0006553	DANRE15584, DANRE15585, DANRE30044	CAPO308128
OG0006554	DANRE19522	CAPO306525
OG0006555	DANRE35599, DANRE35598	CAPO305951
OG0006556	DANRE11973, DANRE11974, DANRE11975	CAPO304941
OG0006557	DANRE25073, DANRE25074, DANRE25072	CAPO300124
OG0006561	DANRE18058	CAPO300890
OG0006562	DANRE20523, DANRE20522	CAPO303607
OG0006566	DANRE29055	CAPO303944
OG0006568	DANRE16829	CAPO303043
OG0006569	DANRE04566	CAPO300856
OG0006570	DANRE14648	CAPO302571
OG0006571	DANRE33971	CAPO306740
OG0006573	DANRE34641	CAPO306413
OG0006575	DANRE34819, DANRE34820	CAPO304950
OG0006577	DANRE01281	CAPO300858
OG0006578	DANRE19007, DANRE19008	CAPO303393
OG0006580	DANRE26459	CAPO306179
OG0006581	DANRE26007	CAPO300223
OG0006583	DANRE17390	CAPO308147
OG0006584	DANRE09521	CAPO304380
OG0006586	DANRE26201, DANRE26199, DANRE26200	CAPO300241
OG0006590	DANRE25511	CAPO304634
OG0006591	DANRE10350	CAPO306654
OG0006592	DANRE22277	CAPO302105
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	CAPO305352
OG0006595	DANRE04332, DANRE04333	CAPO306726
OG0006596	DANRE36993	CAPO305496
OG0006597	DANRE06998	CAPO306143
OG0006598	DANRE34799, DANRE34800	CAPO303505
OG0006600	DANRE04050	CAPO300993
OG0006602	DANRE16908, DANRE16909	CAPO306545
OG0006603	DANRE39335	CAPO305246
OG0006604	DANRE08282, DANRE08283	CAPO301632
OG0006606	DANRE12518	CAPO300627, CAPO305047
OG0006607	DANRE10066, DANRE10065	CAPO302836
OG0006608	DANRE12270, DANRE27630	CAPO304829
OG0006609	DANRE38772, DANRE38771	CAPO304156
OG0006610	DANRE15476, DANRE15475	CAPO305635
OG0006611	DANRE23305	CAPO303370
OG0006612	DANRE01859	CAPO303674
OG0006613	DANRE43420	CAPO305926
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	CAPO307923
OG0006615	DANRE14777, DANRE14778	CAPO300892
OG0006616	DANRE26673	CAPO302496
OG0006617	DANRE11557, DANRE11556	CAPO304084
OG0006619	DANRE24678	CAPO305225
OG0006622	DANRE06401	CAPO307274
OG0006625	DANRE15350, DANRE15349	CAPO304287
OG0006627	DANRE03368, DANRE03369	CAPO300634
OG0006630	DANRE13211	CAPO301318
OG0006633	DANRE26873, DANRE26872, DANRE26871	CAPO306794
OG0006636	DANRE09302	CAPO304383
OG0006637	DANRE04008, DANRE04009	CAPO304312
OG0006638	DANRE36392, DANRE36393	CAPO302167
OG0006640	DANRE39218	CAPO308241
OG0006642	DANRE11176	CAPO303206
OG0006646	DANRE37654, DANRE37653	CAPO308061
OG0006648	DANRE09069, DANRE09068	CAPO300638
OG0006651	DANRE00823, DANRE00822	CAPO306376
OG0006655	DANRE12365	CAPO306982
OG0006657	DANRE39849, DANRE39850	CAPO304665
OG0006658	DANRE11677, DANRE18834	CAPO301723
OG0006662	DANRE00965	CAPO305585
OG0006663	DANRE08633, DANRE08634	CAPO301399
OG0006664	DANRE03439	CAPO302941
OG0006666	DANRE21287	CAPO301682
OG0006667	DANRE26598	CAPO305573
OG0006668	DANRE16558, DANRE16559	CAPO301053
OG0006669	DANRE19000, DANRE18999	CAPO301280
OG0006670	DANRE40208, DANRE40209	CAPO306366
OG0006673	DANRE00592, DANRE39690	CAPO302685
OG0006677	DANRE09349	CAPO304250
OG0006678	DANRE28792	CAPO300092
OG0006680	DANRE35503	CAPO301748
OG0006681	DANRE17737	CAPO305354
OG0006684	DANRE30786	CAPO305512
OG0006686	DANRE18994, DANRE18993, DANRE18992	CAPO307531
OG0006690	DANRE23373, DANRE23374, DANRE23375	CAPO302172
OG0006691	DANRE03684	CAPO305670
OG0006692	DANRE15155, DANRE15154	CAPO302647
OG0006693	DANRE16672	CAPO302616
OG0006694	DANRE18391	CAPO302438
OG0006695	DANRE07414	CAPO302533
OG0006696	DANRE04465, DANRE05504, DANRE04466	CAPO303681
OG0006698	DANRE09646, DANRE09648, DANRE09647	CAPO305852
OG0006702	DANRE15041	CAPO307269
OG0006703	DANRE39207	CAPO302601
OG0006704	DANRE26929, DANRE26930	CAPO305136
OG0006706	DANRE26557	CAPO303773
OG0006707	DANRE41014, DANRE41015	CAPO304129
OG0006708	DANRE09074, DANRE09073	CAPO304327
OG0006709	DANRE42754, DANRE42753	CAPO302993
OG0006710	DANRE38095	CAPO307958
OG0006712	DANRE23043	CAPO307469
OG0006714	DANRE20419, DANRE06658	CAPO301000
OG0006716	DANRE27259	CAPO302196
OG0006717	DANRE07244, DANRE07245, DANRE07243	CAPO305633
OG0006718	DANRE04447	CAPO306293
OG0006719	DANRE36176, DANRE36175	CAPO302454
OG0006721	DANRE28349	CAPO307315
OG0006722	DANRE37554, DANRE37553	CAPO304555
OG0006723	DANRE39823	CAPO300019
OG0006724	DANRE40260	CAPO300231
OG0006725	DANRE36705	CAPO301206
OG0006726	DANRE18406, DANRE18407	CAPO303375
OG0006727	DANRE17270	CAPO306447
OG0006728	DANRE09817	CAPO303411
OG0006729	DANRE40633	CAPO301544
OG0006729	DANRE40632	CAPO302448
OG0006730	DANRE40426	CAPO307696
OG0006732	DANRE42548, DANRE42549	CAPO301757
OG0006733	DANRE19895, DANRE19894, DANRE19893, DANRE06825	CAPO306420
OG0006735	DANRE01761	CAPO307764
OG0006736	DANRE15188	CAPO301670
OG0006737	DANRE03073, DANRE03074, DANRE03072	CAPO302977
OG0006738	DANRE41395	CAPO305285
OG0006740	DANRE17561, DANRE17560	CAPO304581
OG0006741	DANRE22261	CAPO306132
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	CAPO304913
OG0006750	DANRE18340	CAPO306076
OG0006751	DANRE16470	CAPO305160
OG0006752	DANRE34984	CAPO301753
OG0006753	DANRE11805, DANRE11806	CAPO304199
OG0006754	DANRE09950, DANRE13577	CAPO307231
OG0006755	DANRE35544	CAPO304099
OG0006757	DANRE13143, DANRE13144	CAPO308250
OG0006758	DANRE22084	CAPO303486
OG0006759	DANRE31502	CAPO301178
OG0006760	DANRE00421	CAPO300357
OG0006766	DANRE20282, DANRE20283	CAPO300327
OG0006769	DANRE38421, DANRE38420	CAPO304104
OG0006772	DANRE16400	CAPO306103
OG0006775	DANRE03588, DANRE03589, DANRE03590	CAPO303956
OG0006776	DANRE29920, DANRE29919, DANRE29918	CAPO307354, CAPO307229
OG0006777	DANRE19888	CAPO308320
OG0006791	DANRE22117, DANRE07395, DANRE22118	CAPO302265
OG0006796	DANRE12937, DANRE12939, DANRE12938, DANRE38236, DANRE38235	CAPO306698, CAPO305329
OG0006826	DANRE20199, DANRE20200	CAPO306575
OG0006827	DANRE27134	CAPO306579
OG0006830	DANRE20293	CAPO304885
OG0006833	DANRE39031	CAPO307011
OG0006838	DANRE29999, DANRE30000	CAPO304346
OG0006842	DANRE16946	CAPO303033
OG0006843	DANRE00575	CAPO301783
OG0006844	DANRE25978, DANRE25977	CAPO303858
OG0006845	DANRE00889	CAPO304222
OG0006846	DANRE11134	CAPO305985, CAPO301436
OG0006848	DANRE04636, DANRE20561	CAPO302750
OG0006849	DANRE04779	CAPO306709
OG0006850	DANRE16405, DANRE16404	CAPO300307
OG0006853	DANRE30632	CAPO305011
OG0006856	DANRE24719	CAPO306926
OG0006857	DANRE21322, DANRE21323, DANRE21320, DANRE21321	CAPO304592
OG0006860	DANRE39348	CAPO304880
OG0006862	DANRE05434, DANRE05435	CAPO306834
OG0006864	DANRE30356	CAPO300266
OG0006865	DANRE37107, DANRE37108	CAPO300579
OG0006867	DANRE04670, DANRE04669	CAPO304561
OG0006868	DANRE40480, DANRE40481	CAPO304824
OG0006869	DANRE39720, DANRE39721	CAPO303718
OG0006872	DANRE12533, DANRE12534, DANRE12532	CAPO305763, CAPO306267
OG0006874	DANRE02204	CAPO303002
OG0006875	DANRE19819	CAPO300245
OG0006876	DANRE36350	CAPO301384
OG0006877	DANRE25161	CAPO303758
OG0006880	DANRE02192, DANRE02193, DANRE02191	CAPO300637
OG0006881	DANRE07877	CAPO307302
OG0006886	DANRE33750	CAPO308008
OG0006887	DANRE35935	CAPO303330
OG0006888	DANRE20632	CAPO300481
OG0006889	DANRE12508	CAPO305411
OG0006890	DANRE04449	CAPO301774
OG0006892	DANRE42353	CAPO306271
OG0006893	DANRE35990, DANRE35991, DANRE35992	CAPO308281
OG0006894	DANRE04254, DANRE04253	CAPO305493
OG0006895	DANRE04051	CAPO305321
OG0006897	DANRE34848, DANRE34849, DANRE34850	CAPO305270
OG0006898	DANRE12640	CAPO307616
OG0006901	DANRE42359, DANRE42358	CAPO301222
OG0006904	DANRE04837, DANRE04838	CAPO301235
OG0006906	DANRE35097	CAPO307116
OG0006912	DANRE18257	CAPO306387
OG0006914	DANRE00540, DANRE00539	CAPO302212
OG0006916	DANRE19207, DANRE19208, DANRE19209	CAPO306266
OG0006918	DANRE09402	CAPO303362
OG0006920	DANRE41930	CAPO306461
OG0006923	DANRE14202	CAPO302381
OG0006923	DANRE14203	CAPO303076
OG0006924	DANRE34932	CAPO304320
OG0006925	DANRE10925, DANRE10926	CAPO306734
OG0006926	DANRE14985	CAPO303493
OG0006927	DANRE28369	CAPO303700
OG0006930	DANRE41147	CAPO301522
OG0006931	DANRE18816	CAPO300460
OG0006932	DANRE03602, DANRE03603, DANRE29298	CAPO305813
OG0006934	DANRE42873	CAPO304656
OG0006935	DANRE04751	CAPO305404
OG0006936	DANRE05124	CAPO301255
OG0006937	DANRE39416	CAPO300724
OG0006938	DANRE01654	CAPO307064
OG0006939	DANRE05866, DANRE05865	CAPO300423
OG0006940	DANRE03264, DANRE03263	CAPO308295
OG0006942	DANRE40029	CAPO305131
OG0006943	DANRE31332	CAPO300653
OG0006945	DANRE42360	CAPO304257
OG0006947	DANRE03673	CAPO303778
OG0006948	DANRE05810	CAPO307507
OG0006949	DANRE12732	CAPO300866
OG0006951	DANRE14887, DANRE14889, DANRE14888	CAPO302915
OG0006952	DANRE14759	CAPO308002
OG0006953	DANRE01132	CAPO302825
OG0006957	DANRE06715, DANRE06716	CAPO304410
OG0006959	DANRE37495	CAPO305847
OG0006960	DANRE42368, DANRE42367	CAPO306688
OG0006962	DANRE02782	CAPO307572
OG0006964	DANRE09142	CAPO306352
OG0006966	DANRE12258	CAPO304695
OG0006967	DANRE03623, DANRE03622	CAPO303820
OG0006968	DANRE26323	CAPO301435
OG0006969	DANRE06563	CAPO306618
OG0006970	DANRE16466, DANRE16465, DANRE06600	CAPO304851
OG0006971	DANRE40878, DANRE40877	CAPO303658
OG0006973	DANRE17252	CAPO306305
OG0006975	DANRE09037	CAPO306893
OG0006977	DANRE02258	CAPO305268
OG0006978	DANRE34823, DANRE34824	CAPO304336
OG0006979	DANRE38972	CAPO300168
OG0006980	DANRE26295	CAPO305562
OG0006982	DANRE33288	CAPO305716
OG0006983	DANRE23215	CAPO300916
OG0006989	DANRE21381	CAPO302679
OG0006990	DANRE17525, DANRE17526, DANRE17527	CAPO300763
OG0006991	DANRE22662, DANRE22663, DANRE22661	CAPO303392
OG0006992	DANRE03940	CAPO305740
OG0006993	DANRE08645	CAPO305954
OG0006994	DANRE41698	CAPO306564
OG0006995	DANRE14381, DANRE14382	CAPO306435
OG0006997	DANRE31374, DANRE31375	CAPO304873
OG0006998	DANRE03324, DANRE43324	CAPO301390
OG0006999	DANRE10373, DANRE10372	CAPO303913
OG0007001	DANRE31299	CAPO305444
OG0007002	DANRE19224, DANRE19223	CAPO304225
OG0007003	DANRE38881	CAPO302304
OG0007005	DANRE07555, DANRE07554	CAPO303654
OG0007007	DANRE01269, DANRE01270	CAPO302408
OG0007009	DANRE35325	CAPO305960
OG0007010	DANRE17817	CAPO301780
OG0007011	DANRE08885, DANRE08884, DANRE08883	CAPO301128
OG0007012	DANRE37825, DANRE37827, DANRE37828, DANRE37826	CAPO304946
OG0007013	DANRE04152	CAPO303300
OG0007015	DANRE22599, DANRE22598	CAPO305278
OG0007016	DANRE25387, DANRE25386	CAPO304972
OG0007018	DANRE07063	CAPO300889
OG0007019	DANRE04085	CAPO304408
OG0007020	DANRE35391, DANRE35392	CAPO303562, CAPO308296
OG0007021	DANRE42260, DANRE42259	CAPO306622
OG0007022	DANRE01733	CAPO303253
OG0007024	DANRE25046	CAPO302054
OG0007025	DANRE39883	CAPO302785
OG0007026	DANRE25877	CAPO304159
OG0007029	DANRE02752, DANRE02753, DANRE02754	CAPO302104
OG0007030	DANRE15794	CAPO303845
OG0007032	DANRE42519	CAPO304830
OG0007033	DANRE18803, DANRE18804	CAPO305180
OG0007034	DANRE21262	CAPO306932
OG0007038	DANRE40365	CAPO302068
OG0007040	DANRE34356	CAPO306537
OG0007042	DANRE10636	CAPO307996
OG0007043	DANRE04197	CAPO305780
OG0007044	DANRE16211, DANRE16212	CAPO307221
OG0007045	DANRE10111	CAPO305958
OG0007046	DANRE11415	CAPO305591
OG0007047	DANRE14646	CAPO305693
OG0007048	DANRE30007, DANRE03630	CAPO302164
OG0007049	DANRE12279, DANRE12278	CAPO305031
OG0007050	DANRE07383, DANRE07382	CAPO307898
OG0007055	DANRE33530	CAPO304778
OG0007057	DANRE37617	CAPO304630
OG0007058	DANRE13123	CAPO301734, CAPO304572
OG0007059	DANRE03981	CAPO303590, CAPO303318
OG0007061	DANRE22042, DANRE22041	CAPO305340
OG0007062	DANRE13114, DANRE13113	CAPO302545
OG0007063	DANRE09361	CAPO308261
OG0007065	DANRE12615, DANRE12616	CAPO301537
OG0007068	DANRE39233, DANRE39232	CAPO307887
OG0007069	DANRE11002	CAPO307200
OG0007071	DANRE11841, DANRE11842, DANRE11840	CAPO301761
OG0007072	DANRE12173, DANRE12174, DANRE12175	CAPO306160
OG0007073	DANRE08821	CAPO302936
OG0007074	DANRE27996, DANRE27997, DANRE27999, DANRE27998	CAPO306910
OG0007076	DANRE30964, DANRE30963	CAPO300474
OG0007081	DANRE29557, DANRE29558, DANRE29559	CAPO305760
OG0007084	DANRE36884, DANRE36883	CAPO307673
OG0007086	DANRE12497	CAPO306079
OG0007089	DANRE07652, DANRE07651	CAPO300706
OG0007090	DANRE21490	CAPO300368
OG0007091	DANRE11390, DANRE11389	CAPO304945
OG0007092	DANRE18833	CAPO304498, CAPO305528
OG0007093	DANRE38295	CAPO308175
OG0007094	DANRE11853, DANRE11852	CAPO301835
OG0007095	DANRE10009, DANRE10008	CAPO304293
OG0007097	DANRE39435	CAPO302515
OG0007098	DANRE25426, DANRE25425	CAPO301993
OG0007099	DANRE16832	CAPO304218
OG0007100	DANRE20633, DANRE20634	CAPO302645
OG0007105	DANRE37505	CAPO303780
OG0007106	DANRE21012, DANRE21013, DANRE21015, DANRE21014	CAPO302226
OG0007112	DANRE25814	CAPO303793
OG0007114	DANRE10602, DANRE14572	CAPO305243
OG0007118	DANRE10021, DANRE10022	CAPO306502
OG0007119	DANRE36376, DANRE36377	CAPO303656
OG0007121	DANRE21444	CAPO305337
OG0007122	DANRE23206	CAPO302728
OG0007124	DANRE41957	CAPO307876
OG0007127	DANRE14792, DANRE14793, DANRE14791, DANRE10353	CAPO305077
OG0007128	DANRE19019	CAPO303539
OG0007130	DANRE30904	CAPO302224
OG0007131	DANRE40030, DANRE40031	CAPO304315
OG0007132	DANRE15088, DANRE15087	CAPO301608
OG0007133	DANRE01479	CAPO305338
OG0007134	DANRE22130, DANRE22129	CAPO302517
OG0007137	DANRE27979	CAPO303287
OG0007138	DANRE26666, DANRE26667	CAPO307436
OG0007139	DANRE39772, DANRE39771	CAPO302325
OG0007141	DANRE29345	CAPO306130
