Orthogroup	APOSJ_ok	SCHMD
OG0006595	APOSJ_22937	SCHMD08252
OG0006596	APOSJ_25382	SCHMD05657
OG0006597	APOSJ_18430, APOSJ_13338, APOSJ_13339	SCHMD04098
OG0006598	APOSJ_65035, APOSJ_42262, APOSJ_65039	SCHMD23134
OG0006600	APOSJ_23108, APOSJ_23116, APOSJ_22282, APOSJ_22278	SCHMD12543, SCHMD20580
OG0006603	APOSJ_06735, APOSJ_06734	SCHMD13311, SCHMD24906
OG0006604	APOSJ_33094	SCHMD12610
OG0006606	APOSJ_32174, APOSJ_32173	SCHMD11990
OG0006607	APOSJ_27410	SCHMD00025
OG0006608	APOSJ_28770	SCHMD21063
OG0006610	APOSJ_40165	SCHMD10412
OG0006614	APOSJ_01742, APOSJ_10850	SCHMD05476
OG0006615	APOSJ_56224	SCHMD02189
OG0006616	APOSJ_64772, APOSJ_42215, APOSJ_42213, APOSJ_42214	SCHMD12397
OG0006619	APOSJ_54958, APOSJ_54959	SCHMD14686
OG0006621	APOSJ_45349, APOSJ_45347, APOSJ_45348	SCHMD06932
OG0006622	APOSJ_58078, APOSJ_58079	SCHMD16418, SCHMD16456
OG0006623	APOSJ_47572, APOSJ_15793	SCHMD00154
OG0006624	APOSJ_28095	SCHMD28658, SCHMD27359
OG0006626	APOSJ_16287, APOSJ_16288	SCHMD05850
OG0006628	APOSJ_45946, APOSJ_45972	SCHMD10378
OG0006630	APOSJ_17512	SCHMD02436
OG0006631	APOSJ_08387	SCHMD24627, SCHMD24745
OG0006632	APOSJ_34209, APOSJ_34208	SCHMD11914, SCHMD18633
OG0006633	APOSJ_49882	SCHMD06460
OG0006636	APOSJ_44189, APOSJ_44188	SCHMD09363
OG0006637	APOSJ_28692, APOSJ_28691	SCHMD17064, SCHMD26047
OG0006640	APOSJ_35122, APOSJ_35120, APOSJ_35123	SCHMD09877
OG0006646	APOSJ_63820	SCHMD10329
OG0006647	APOSJ_62958, APOSJ_20143	SCHMD12770, SCHMD12371
OG0006648	APOSJ_52505	SCHMD13489, SCHMD23341
OG0006651	APOSJ_08235	SCHMD07289, SCHMD06082
OG0006653	APOSJ_47622, APOSJ_47621	SCHMD04276, SCHMD04275
OG0006655	APOSJ_00356, APOSJ_00357, APOSJ_00358, APOSJ_00359	SCHMD00645
OG0006656	APOSJ_48875, APOSJ_01910, APOSJ_01907, APOSJ_09479, APOSJ_01909, APOSJ_01908, APOSJ_15337, APOSJ_60949, APOSJ_09480, APOSJ_09478	SCHMD15425
OG0006658	APOSJ_49113	SCHMD07703, SCHMD19832
OG0006659	APOSJ_27938, APOSJ_53801	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915
OG0006662	APOSJ_31084	SCHMD11088, SCHMD02344
OG0006663	APOSJ_47812, APOSJ_47813	SCHMD05461
OG0006664	APOSJ_14184	SCHMD01212
OG0006666	APOSJ_01542, APOSJ_01541	SCHMD00843
OG0006667	APOSJ_64701, APOSJ_60811, APOSJ_64702	SCHMD02023
OG0006668	APOSJ_62152, APOSJ_37718	SCHMD00035
OG0006669	APOSJ_03766, APOSJ_03764	SCHMD15456
OG0006670	APOSJ_35675, APOSJ_35674	SCHMD06283
OG0006671	APOSJ_56149, APOSJ_18092, APOSJ_48480, APOSJ_18093	SCHMD02649
OG0006673	APOSJ_60495, APOSJ_60496	SCHMD11139, SCHMD01947
OG0006675	APOSJ_43347	SCHMD10065, SCHMD21124
OG0006677	APOSJ_52813	SCHMD28844
OG0006678	APOSJ_17723, APOSJ_17724	SCHMD02351
OG0006680	APOSJ_03116, APOSJ_25124, APOSJ_25122, APOSJ_14403, APOSJ_28172, APOSJ_25121	SCHMD07321, SCHMD04365
OG0006682	APOSJ_13366, APOSJ_13367, APOSJ_13368	SCHMD13232
OG0006683	APOSJ_24537, APOSJ_24535	SCHMD12055
OG0006684	APOSJ_36174	SCHMD03196
OG0006686	APOSJ_02283, APOSJ_06897	SCHMD05511
OG0006688	APOSJ_27808	SCHMD02782
OG0006689	APOSJ_40284, APOSJ_40285	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	APOSJ_25656	SCHMD02600
OG0006691	APOSJ_19044	SCHMD14621
OG0006692	APOSJ_65340, APOSJ_52416	SCHMD15336
OG0006693	APOSJ_21569	SCHMD00589
OG0006694	APOSJ_03363, APOSJ_10796	SCHMD05629
OG0006695	APOSJ_12815, APOSJ_12814	SCHMD06025
OG0006697	APOSJ_03981	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	APOSJ_09512, APOSJ_09513	SCHMD12118
OG0006700	APOSJ_61813, APOSJ_43358, APOSJ_61812, APOSJ_61814	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	APOSJ_21810, APOSJ_22353, APOSJ_22355, APOSJ_22220, APOSJ_65345, APOSJ_22354	SCHMD29672
OG0006703	APOSJ_14770, APOSJ_14769	SCHMD00739
OG0006705	APOSJ_29983	SCHMD14770, SCHMD13114
OG0006706	APOSJ_36222, APOSJ_36223	SCHMD12854
OG0006707	APOSJ_27464	SCHMD19389
OG0006708	APOSJ_09750, APOSJ_56261, APOSJ_28589, APOSJ_56263	SCHMD01518
OG0006709	APOSJ_62330	SCHMD06005
OG0006712	APOSJ_45419, APOSJ_28195	SCHMD13757
OG0006713	APOSJ_53457	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	APOSJ_52799, APOSJ_52798	SCHMD09869
OG0006718	APOSJ_31874	SCHMD28286
OG0006720	APOSJ_54139, APOSJ_54138	SCHMD15330, SCHMD18737
OG0006721	APOSJ_04692, APOSJ_29255, APOSJ_04695, APOSJ_04694	SCHMD06116
OG0006722	APOSJ_00145, APOSJ_00146	SCHMD18971, SCHMD24284
OG0006723	APOSJ_05687, APOSJ_60009, APOSJ_60010, APOSJ_36475	SCHMD12671
OG0006725	APOSJ_30326, APOSJ_38927	SCHMD15226
OG0006727	APOSJ_64986, APOSJ_65348	SCHMD01781
OG0006728	APOSJ_21456	SCHMD09693
OG0006729	APOSJ_47511, APOSJ_04884, APOSJ_47509, APOSJ_47512, APOSJ_47510, APOSJ_28841	SCHMD09997, SCHMD07849
OG0006730	APOSJ_01719	SCHMD15242
OG0006733	APOSJ_52800	SCHMD02938
OG0006734	APOSJ_60384, APOSJ_60387	SCHMD13149, SCHMD15306
OG0006735	APOSJ_00157, APOSJ_00156	SCHMD23549, SCHMD18150, SCHMD22619
OG0006737	APOSJ_30527, APOSJ_30528, APOSJ_13799	SCHMD05655
OG0006741	APOSJ_38664	SCHMD21104, SCHMD16448
OG0006742	APOSJ_24626	SCHMD14364
OG0006743	APOSJ_63261, APOSJ_63262, APOSJ_63260	SCHMD06609
OG0006749	APOSJ_27759, APOSJ_27758	SCHMD17570, SCHMD17569
OG0006750	APOSJ_49152, APOSJ_49153	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	APOSJ_17882, APOSJ_17881	SCHMD12442
OG0006753	APOSJ_38998	SCHMD08285
OG0006754	APOSJ_05837	SCHMD13342
OG0006755	APOSJ_44274, APOSJ_64561, APOSJ_64563, APOSJ_64564	SCHMD10228
OG0006757	APOSJ_42820	SCHMD08426
OG0006758	APOSJ_41069, APOSJ_28300	SCHMD05008, SCHMD10024
OG0006761	APOSJ_52356	SCHMD13526
OG0006764	APOSJ_54919	SCHMD22289
OG0006766	APOSJ_06534, APOSJ_41319, APOSJ_06535	SCHMD07248
OG0006768	APOSJ_06020, APOSJ_34792, APOSJ_06024	SCHMD03977
OG0006772	APOSJ_31036	SCHMD01476
OG0006776	APOSJ_12966, APOSJ_12967	SCHMD10792
OG0006777	APOSJ_19246, APOSJ_19247, APOSJ_19248	SCHMD08214
OG0006780	APOSJ_26931, APOSJ_26932	SCHMD13525, SCHMD14457
OG0006826	APOSJ_17237	SCHMD05426
OG0006829	APOSJ_20261, APOSJ_63729, APOSJ_20262, APOSJ_20263, APOSJ_20257	SCHMD18846
OG0006830	APOSJ_62499, APOSJ_07449, APOSJ_01198, APOSJ_01199	SCHMD01740
OG0006833	APOSJ_23443, APOSJ_23442	SCHMD25705, SCHMD22029
OG0006842	APOSJ_07986, APOSJ_07987, APOSJ_07984, APOSJ_07985	SCHMD07853
OG0006843	APOSJ_33620	SCHMD10166
OG0006844	APOSJ_05634	SCHMD10998
OG0006846	APOSJ_25724	SCHMD24471
OG0006847	APOSJ_54843	SCHMD10920
OG0006848	APOSJ_03150	SCHMD15273, SCHMD24879
OG0006851	APOSJ_32920, APOSJ_32921	SCHMD13891, SCHMD10310
OG0006853	APOSJ_44043	SCHMD21179
OG0006856	APOSJ_27949, APOSJ_27947, APOSJ_27950	SCHMD03115
OG0006858	APOSJ_39886, APOSJ_39884, APOSJ_18784, APOSJ_53859, APOSJ_39885, APOSJ_18786, APOSJ_53858, APOSJ_18783, APOSJ_18788	SCHMD17672
OG0006860	APOSJ_56395	SCHMD14888, SCHMD01768
OG0006862	APOSJ_48347, APOSJ_48348	SCHMD08954
OG0006864	APOSJ_32877	SCHMD09900
OG0006867	APOSJ_33171, APOSJ_44359, APOSJ_44361	SCHMD19722
OG0006871	APOSJ_42328	SCHMD19715, SCHMD07906
OG0006874	APOSJ_64944, APOSJ_64943	SCHMD00242
OG0006875	APOSJ_11128	SCHMD14340
OG0006876	APOSJ_24646	SCHMD01180
OG0006877	APOSJ_59586, APOSJ_59585, APOSJ_59587	SCHMD28894, SCHMD14652
OG0006878	APOSJ_49223, APOSJ_05734, APOSJ_49224, APOSJ_49221	SCHMD07673
OG0006881	APOSJ_26247, APOSJ_26246	SCHMD13107
OG0006882	APOSJ_01809, APOSJ_01807, APOSJ_01806, APOSJ_01810, APOSJ_01808, APOSJ_18571, APOSJ_01811	SCHMD08215
OG0006883	APOSJ_07729, APOSJ_48479, APOSJ_57269, APOSJ_57270, APOSJ_62790, APOSJ_07727, APOSJ_07728, APOSJ_19028	SCHMD04789
OG0006886	APOSJ_49253, APOSJ_49252	SCHMD04628
OG0006887	APOSJ_27115	SCHMD02004
OG0006889	APOSJ_15610, APOSJ_15612, APOSJ_15611	SCHMD19490
OG0006890	APOSJ_60946, APOSJ_59956	SCHMD09977
OG0006890	APOSJ_59957	SCHMD20846
OG0006891	APOSJ_65427, APOSJ_65426, APOSJ_65425, APOSJ_65370	SCHMD16311
OG0006892	APOSJ_20019	SCHMD06736, SCHMD03941
OG0006894	APOSJ_09632	SCHMD08244
OG0006895	APOSJ_49994, APOSJ_28846	SCHMD25533, SCHMD25532
OG0006897	APOSJ_01491, APOSJ_01490	SCHMD14554
OG0006900	APOSJ_18531	SCHMD12706, SCHMD20696, SCHMD15238
OG0006901	APOSJ_17690	SCHMD00150
OG0006902	APOSJ_25544, APOSJ_25546, APOSJ_36073, APOSJ_36069, APOSJ_43144	SCHMD09576
OG0006906	APOSJ_05156	SCHMD01345
OG0006908	APOSJ_40264	SCHMD13404
OG0006909	APOSJ_53856	SCHMD08896, SCHMD03475
OG0006914	APOSJ_03410	SCHMD02005
OG0006915	APOSJ_62444, APOSJ_10752, APOSJ_03157	SCHMD17740
OG0006917	APOSJ_37702, APOSJ_37701	SCHMD15444, SCHMD23496
OG0006919	APOSJ_09226, APOSJ_09225, APOSJ_09223, APOSJ_09224	SCHMD04163
OG0006920	APOSJ_50381, APOSJ_50380, APOSJ_50384, APOSJ_50382, APOSJ_50379, APOSJ_45653, APOSJ_50377, APOSJ_50378, APOSJ_61750, APOSJ_61751	SCHMD07640
OG0006921	APOSJ_43906	SCHMD00179
OG0006923	APOSJ_14174	SCHMD18989, SCHMD10987
OG0006924	APOSJ_62477, APOSJ_09705	SCHMD07270
OG0006926	APOSJ_22826	SCHMD18025, SCHMD24077
OG0006927	APOSJ_51313, APOSJ_34133, APOSJ_63788	SCHMD05483
OG0006928	APOSJ_28420, APOSJ_28421, APOSJ_28422	SCHMD24085
OG0006931	APOSJ_01177	SCHMD09823
OG0006934	APOSJ_56368	SCHMD02940
OG0006937	APOSJ_63843, APOSJ_10217	SCHMD07394
OG0006938	APOSJ_18988, APOSJ_18985	SCHMD13105
OG0006939	APOSJ_61018	SCHMD19736, SCHMD17847
OG0006941	APOSJ_56429, APOSJ_64562, APOSJ_12058	SCHMD11956, SCHMD22092
OG0006942	APOSJ_23645, APOSJ_23646	SCHMD05106
OG0006945	APOSJ_03559	SCHMD20350, SCHMD21540
OG0006946	APOSJ_08475	SCHMD03034
OG0006948	APOSJ_22618, APOSJ_13524	SCHMD10039
OG0006949	APOSJ_13101, APOSJ_26893	SCHMD04433
OG0006951	APOSJ_28100, APOSJ_28099	SCHMD04285
OG0006952	APOSJ_40243, APOSJ_51453	SCHMD00571
OG0006954	APOSJ_24055, APOSJ_24056, APOSJ_61168, APOSJ_24057, APOSJ_20339	SCHMD05444
OG0006955	APOSJ_47404	SCHMD01359
OG0006956	APOSJ_02475	SCHMD03205
OG0006957	APOSJ_20028	SCHMD21016, SCHMD16664
OG0006958	APOSJ_26116, APOSJ_26120, APOSJ_26119, APOSJ_26118	SCHMD10483
OG0006959	APOSJ_61981, APOSJ_61980	SCHMD14675, SCHMD12735
OG0006962	APOSJ_34230, APOSJ_34231	SCHMD02602
OG0006964	APOSJ_09573, APOSJ_09572	SCHMD05582, SCHMD05580
OG0006965	APOSJ_32449	SCHMD16583, SCHMD28209
OG0006966	APOSJ_53307	SCHMD17179
OG0006967	APOSJ_22231	SCHMD06876
OG0006968	APOSJ_23282	SCHMD05918
OG0006973	APOSJ_26316	SCHMD01554
OG0006975	APOSJ_42307, APOSJ_16860, APOSJ_42306	SCHMD29017
OG0006977	APOSJ_05269, APOSJ_26690	SCHMD21617, SCHMD19289
OG0006979	APOSJ_06778	SCHMD02713
OG0006980	APOSJ_61662, APOSJ_61663	SCHMD03927
OG0006985	APOSJ_32747, APOSJ_63924, APOSJ_63920	SCHMD00305
OG0006987	APOSJ_39258, APOSJ_39253, APOSJ_25762, APOSJ_25779, APOSJ_25769	SCHMD04010
OG0006989	APOSJ_24754, APOSJ_24755	SCHMD08387
OG0006990	APOSJ_03032	SCHMD14019
OG0006991	APOSJ_46537	SCHMD09527
OG0006993	APOSJ_36192, APOSJ_36191	SCHMD16078, SCHMD15851
OG0006995	APOSJ_22637	SCHMD08291
OG0006999	APOSJ_46842	SCHMD09727, SCHMD09154
OG0007001	APOSJ_19177, APOSJ_12423, APOSJ_40320	SCHMD11191
OG0007002	APOSJ_45658, APOSJ_45659	SCHMD00096
OG0007003	APOSJ_61780, APOSJ_17005	SCHMD03229
OG0007005	APOSJ_48701, APOSJ_28138	SCHMD03780
OG0007009	APOSJ_10045	SCHMD28218, SCHMD00500
OG0007012	APOSJ_00889	SCHMD16864
OG0007013	APOSJ_58627	SCHMD20292, SCHMD25075
OG0007015	APOSJ_58087	SCHMD09946
OG0007017	APOSJ_30791, APOSJ_30792	SCHMD24290, SCHMD13895
OG0007020	APOSJ_09751	SCHMD29169
OG0007022	APOSJ_13494, APOSJ_13493	SCHMD06207
OG0007023	APOSJ_42692, APOSJ_42691, APOSJ_63783	SCHMD13414
OG0007024	APOSJ_58666	SCHMD18147
OG0007025	APOSJ_61019	SCHMD00852
OG0007027	APOSJ_25183, APOSJ_00515	SCHMD11009, SCHMD20294, SCHMD17664
OG0007028	APOSJ_53149, APOSJ_53150, APOSJ_61675, APOSJ_53152, APOSJ_59905	SCHMD16323
OG0007030	APOSJ_19471, APOSJ_19472, APOSJ_19474, APOSJ_19473, APOSJ_58282, APOSJ_19470	SCHMD11171
OG0007033	APOSJ_12615	SCHMD17177, SCHMD07596
OG0007037	APOSJ_10367, APOSJ_01290	SCHMD08275
OG0007039	APOSJ_10092, APOSJ_10091	SCHMD24759
OG0007040	APOSJ_36613, APOSJ_36612	SCHMD17930
OG0007043	APOSJ_42024, APOSJ_42025	SCHMD05387
OG0007045	APOSJ_01927	SCHMD01524
OG0007046	APOSJ_06037	SCHMD16357, SCHMD12630
OG0007047	APOSJ_64279, APOSJ_64277, APOSJ_64276, APOSJ_64278	SCHMD10322
OG0007050	APOSJ_15289, APOSJ_30393	SCHMD12036
OG0007051	APOSJ_01111, APOSJ_51832, APOSJ_51831	SCHMD19339, SCHMD22527, SCHMD23294
OG0007053	APOSJ_16019	SCHMD05149
OG0007054	APOSJ_11125, APOSJ_11127	SCHMD03628
OG0007055	APOSJ_31312	SCHMD11222
OG0007057	APOSJ_28684, APOSJ_28683, APOSJ_28685, APOSJ_28686	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575
OG0007061	APOSJ_46459	SCHMD27956
OG0007062	APOSJ_13575, APOSJ_13576	SCHMD05231
OG0007063	APOSJ_04903, APOSJ_04902	SCHMD04487
OG0007064	APOSJ_61161	SCHMD12728
OG0007066	APOSJ_38563, APOSJ_38564	SCHMD15229, SCHMD16841
OG0007068	APOSJ_56223, APOSJ_63966	SCHMD10943
OG0007073	APOSJ_28284, APOSJ_64545	SCHMD06841
OG0007077	APOSJ_62170	SCHMD03291, SCHMD23670
OG0007078	APOSJ_64254, APOSJ_57932, APOSJ_64253, APOSJ_45552	SCHMD12751, SCHMD12753
OG0007084	APOSJ_54010	SCHMD10181, SCHMD10179
OG0007088	APOSJ_57703, APOSJ_57705, APOSJ_57706	SCHMD06882, SCHMD06881
OG0007089	APOSJ_25775, APOSJ_25776	SCHMD15126
OG0007090	APOSJ_64568, APOSJ_64569, APOSJ_64567	SCHMD24995
OG0007091	APOSJ_07966, APOSJ_49928	SCHMD00684
OG0007092	APOSJ_25956, APOSJ_25955	SCHMD04952
OG0007093	APOSJ_62680	SCHMD00633
OG0007095	APOSJ_17446	SCHMD28386
OG0007096	APOSJ_14066	SCHMD14480
OG0007097	APOSJ_33669	SCHMD00498
OG0007098	APOSJ_25086	SCHMD12814
OG0007102	APOSJ_45496	SCHMD00303
OG0007104	APOSJ_48249, APOSJ_48250, APOSJ_48248	SCHMD14802
OG0007105	APOSJ_54392, APOSJ_02858, APOSJ_54391, APOSJ_36522	SCHMD08588
OG0007106	APOSJ_46368	SCHMD14679
OG0007107	APOSJ_11584	SCHMD10627
OG0007108	APOSJ_00180	SCHMD03383
OG0007112	APOSJ_25298	SCHMD09113
OG0007113	APOSJ_52477	SCHMD27023, SCHMD20834
OG0007114	APOSJ_18015	SCHMD05373
OG0007118	APOSJ_38787, APOSJ_43062, APOSJ_46166	SCHMD01480
OG0007119	APOSJ_35224	SCHMD02099
OG0007122	APOSJ_08797, APOSJ_08799, APOSJ_08798	SCHMD04636
OG0007124	APOSJ_37108	SCHMD20734
OG0007125	APOSJ_12549	SCHMD04115
OG0007128	APOSJ_35088, APOSJ_35087, APOSJ_20305	SCHMD15975
OG0007130	APOSJ_06883	SCHMD02010
OG0007133	APOSJ_10127	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102
OG0007135	APOSJ_51226, APOSJ_51224, APOSJ_51223, APOSJ_51221, APOSJ_51227, APOSJ_51225	SCHMD14628
OG0007136	APOSJ_32112, APOSJ_32113, APOSJ_32114, APOSJ_43274, APOSJ_32116	SCHMD04055
OG0007140	APOSJ_23753	SCHMD14726, SCHMD14725
OG0007143	APOSJ_34275, APOSJ_34276	SCHMD11402, SCHMD13435
OG0007144	APOSJ_07260	SCHMD09084, SCHMD13536
OG0007145	APOSJ_25174, APOSJ_25173	SCHMD07094
OG0007148	APOSJ_45173	SCHMD23637, SCHMD07923, SCHMD00889
OG0007151	APOSJ_11618, APOSJ_17738	SCHMD20465, SCHMD17498
OG0007152	APOSJ_35457, APOSJ_35456	SCHMD23531
OG0007154	APOSJ_00713	SCHMD03260
OG0007158	APOSJ_00808, APOSJ_05058	SCHMD27790, SCHMD22647
OG0007163	APOSJ_22276, APOSJ_22275	SCHMD19963, SCHMD15559
OG0007164	APOSJ_28942, APOSJ_28941	SCHMD21149
OG0007165	APOSJ_27299	SCHMD00948
OG0007166	APOSJ_43197	SCHMD23433, SCHMD23432
OG0007170	APOSJ_16357, APOSJ_40065, APOSJ_40166, APOSJ_07552, APOSJ_38337, APOSJ_07551, APOSJ_07550, APOSJ_07553, APOSJ_47536, APOSJ_40062, APOSJ_47539	SCHMD12398
OG0007173	APOSJ_27821, APOSJ_27823	SCHMD27706, SCHMD26151
OG0007174	APOSJ_36565, APOSJ_36566	SCHMD00679
OG0007175	APOSJ_40886, APOSJ_40887	SCHMD13246, SCHMD11875
OG0007176	APOSJ_26959, APOSJ_47176, APOSJ_26964	SCHMD18255, SCHMD19246
OG0007179	APOSJ_11484, APOSJ_11483	SCHMD02087
OG0007180	APOSJ_37209, APOSJ_37215, APOSJ_37213, APOSJ_37210, APOSJ_32845, APOSJ_37212	SCHMD13286
OG0007181	APOSJ_43146	SCHMD07932
OG0007183	APOSJ_63497	SCHMD09362
OG0007184	APOSJ_45651	SCHMD06567
OG0007186	APOSJ_46996, APOSJ_07485, APOSJ_07483, APOSJ_15652	SCHMD00266
OG0007189	APOSJ_20244	SCHMD17188, SCHMD14347, SCHMD08340, SCHMD09748, SCHMD18398
OG0007190	APOSJ_20102, APOSJ_62590, APOSJ_20101, APOSJ_20100, APOSJ_13662, APOSJ_20099, APOSJ_20098, APOSJ_20096	SCHMD00716
OG0007191	APOSJ_60651, APOSJ_22859	SCHMD11992
OG0007192	APOSJ_11345	SCHMD00342
OG0007252	APOSJ_24749, APOSJ_24750, APOSJ_24748, APOSJ_24746, APOSJ_24747, APOSJ_04171	SCHMD26416, SCHMD26417
OG0007254	APOSJ_13177	SCHMD29104
OG0007255	APOSJ_61034, APOSJ_61032	SCHMD08512, SCHMD09706
OG0007258	APOSJ_39371	SCHMD01759
OG0007264	APOSJ_04142	SCHMD06288
OG0007266	APOSJ_02456	SCHMD05229
OG0007267	APOSJ_39161	SCHMD15621
OG0007270	APOSJ_18070, APOSJ_18072	SCHMD29771, SCHMD26891
OG0007271	APOSJ_21579, APOSJ_57446	SCHMD08508
OG0007274	APOSJ_58383	SCHMD10184
OG0007276	APOSJ_56899	SCHMD01128
OG0007279	APOSJ_45405	SCHMD14169, SCHMD22097
OG0007280	APOSJ_17538, APOSJ_33154	SCHMD26191
OG0007282	APOSJ_52740, APOSJ_52741	SCHMD08071
OG0007288	APOSJ_62431	SCHMD11562
OG0007291	APOSJ_64281	SCHMD01954
OG0007297	APOSJ_51760	SCHMD08767
OG0007300	APOSJ_53629	SCHMD08715, SCHMD12954
OG0007301	APOSJ_17343	SCHMD04999
OG0007304	APOSJ_41899, APOSJ_41898	SCHMD06782
OG0007305	APOSJ_27411, APOSJ_55468	SCHMD00236
OG0007306	APOSJ_59763	SCHMD03194
OG0007314	APOSJ_03599, APOSJ_03598	SCHMD20349, SCHMD17621
OG0007317	APOSJ_35307, APOSJ_48501	SCHMD05271
OG0007318	APOSJ_59454, APOSJ_59453, APOSJ_59457, APOSJ_59451, APOSJ_59452, APOSJ_59456, APOSJ_59455, APOSJ_59449	SCHMD14311
OG0007319	APOSJ_37533, APOSJ_37534	SCHMD07451
OG0007320	APOSJ_00620, APOSJ_00621	SCHMD04201, SCHMD04200
OG0007321	APOSJ_00773, APOSJ_42511, APOSJ_42509	SCHMD14656
OG0007323	APOSJ_59727	SCHMD28323
OG0007325	APOSJ_29140, APOSJ_58466	SCHMD13424
OG0007326	APOSJ_24271, APOSJ_24272, APOSJ_22766	SCHMD26648, SCHMD13997
OG0007327	APOSJ_08286, APOSJ_31519	SCHMD03183
OG0007328	APOSJ_26838	SCHMD07822
OG0007330	APOSJ_06174, APOSJ_38790	SCHMD01349
OG0007332	APOSJ_52532, APOSJ_52527, APOSJ_52530, APOSJ_52528, APOSJ_14624	SCHMD29643
OG0007333	APOSJ_61834	SCHMD02278
OG0007334	APOSJ_04860, APOSJ_30222	SCHMD01190
OG0007335	APOSJ_39648	SCHMD00787
OG0007337	APOSJ_23155	SCHMD25665, SCHMD21266, SCHMD23177
OG0007339	APOSJ_11897	SCHMD14813, SCHMD09117
OG0007341	APOSJ_50200, APOSJ_44552, APOSJ_50199	SCHMD01365
OG0007342	APOSJ_29822	SCHMD12266
OG0007343	APOSJ_45945	SCHMD12161
OG0007347	APOSJ_12120	SCHMD06807
OG0007349	APOSJ_21746, APOSJ_21745	SCHMD22105
OG0007353	APOSJ_25868	SCHMD22439
OG0007354	APOSJ_26923	SCHMD09176
OG0007356	APOSJ_59004, APOSJ_59003	SCHMD16766, SCHMD16762, SCHMD17068
OG0007357	APOSJ_00354, APOSJ_00355	SCHMD05385
OG0007358	APOSJ_12024, APOSJ_12023, APOSJ_12025	SCHMD10648
OG0007360	APOSJ_42239, APOSJ_42238, APOSJ_64886, APOSJ_42236, APOSJ_16938	SCHMD01042
OG0007361	APOSJ_34784	SCHMD02642
OG0007363	APOSJ_32242	SCHMD02234
OG0007367	APOSJ_31799, APOSJ_15504, APOSJ_15505, APOSJ_31802	SCHMD09749
OG0007372	APOSJ_47949, APOSJ_47951, APOSJ_47950	SCHMD02515
OG0007373	APOSJ_54463, APOSJ_29602	SCHMD11208, SCHMD11207
OG0007380	APOSJ_43045	SCHMD16057
OG0007382	APOSJ_56678, APOSJ_14341	SCHMD06011
OG0007385	APOSJ_46590	SCHMD04159
OG0007386	APOSJ_01169	SCHMD00784
OG0007387	APOSJ_21483	SCHMD01904, SCHMD01903
OG0007389	APOSJ_64566	SCHMD07528
OG0007391	APOSJ_04251	SCHMD01653
OG0007393	APOSJ_53832	SCHMD00157
OG0007395	APOSJ_54612	SCHMD09491
OG0007396	APOSJ_39335	SCHMD01151
OG0007397	APOSJ_50479	SCHMD03095
OG0007399	APOSJ_42198	SCHMD13118
OG0007402	APOSJ_49925, APOSJ_49926	SCHMD10585, SCHMD06444
OG0007405	APOSJ_42742	SCHMD18973, SCHMD27327
OG0007407	APOSJ_09861, APOSJ_09860, APOSJ_50238	SCHMD14070
OG0007408	APOSJ_47695	SCHMD03954
OG0007412	APOSJ_42010	SCHMD14910, SCHMD20394
OG0007414	APOSJ_29005	SCHMD03104, SCHMD03103
OG0007415	APOSJ_31789	SCHMD29702, SCHMD13340
OG0007417	APOSJ_04996	SCHMD04581
OG0007419	APOSJ_55294, APOSJ_55296, APOSJ_55295	SCHMD12003, SCHMD14523
OG0007421	APOSJ_20549, APOSJ_20548	SCHMD09236
OG0007422	APOSJ_20335	SCHMD15449
OG0007425	APOSJ_14859, APOSJ_14860	SCHMD18256
OG0007429	APOSJ_08623, APOSJ_08624, APOSJ_55001	SCHMD03140
OG0007431	APOSJ_12963, APOSJ_16258, APOSJ_12962, APOSJ_12964	SCHMD02074
OG0007432	APOSJ_34332	SCHMD13608
OG0007434	APOSJ_07079, APOSJ_07077, APOSJ_07078	SCHMD00824, SCHMD24377, SCHMD14110
OG0007437	APOSJ_26282, APOSJ_26283	SCHMD26347
OG0007439	APOSJ_10207	SCHMD01098
OG0007442	APOSJ_24971	SCHMD10535
OG0007445	APOSJ_28035, APOSJ_28034	SCHMD10725
OG0007446	APOSJ_30397	SCHMD06891
OG0007447	APOSJ_00394, APOSJ_35376	SCHMD07199
OG0007452	APOSJ_37963	SCHMD06690
OG0007453	APOSJ_53697, APOSJ_53696	SCHMD22069
OG0007454	APOSJ_05135, APOSJ_05134	SCHMD02249
OG0007455	APOSJ_19769, APOSJ_19771	SCHMD17462
OG0007456	APOSJ_44072, APOSJ_44071	SCHMD11658
OG0007457	APOSJ_55749	SCHMD13308, SCHMD05942, SCHMD22483
OG0007458	APOSJ_17630	SCHMD11828
OG0007459	APOSJ_47522, APOSJ_11138	SCHMD04395
OG0007460	APOSJ_52023	SCHMD07322
OG0007463	APOSJ_18618	SCHMD17150, SCHMD29377
OG0007464	APOSJ_39129, APOSJ_39130, APOSJ_39131, APOSJ_46382	SCHMD03973
