Orthogroup	YEAST	DANRE
OG0001325	YEAST00793	DANRE07084, DANRE07085, DANRE07086, DANRE04852, DANRE04851, DANRE04853, DANRE07195, DANRE07194
OG0001326	YEAST05395	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141
OG0001327	YEAST03176	DANRE25508, DANRE25510, DANRE25509, DANRE31148, DANRE31147, DANRE02284
OG0001332	YEAST03929, YEAST02705, YEAST00687	DANRE16331, DANRE38071
OG0001333	YEAST00728	DANRE00100, DANRE03587
OG0001341	YEAST06006	DANRE39753, DANRE02429
OG0001345	YEAST03613	DANRE40478, DANRE40477
OG0001353	YEAST00020, YEAST04041	DANRE11425, DANRE22526, DANRE22525, DANRE28302, DANRE28301, DANRE22523, DANRE22524
OG0001363	YEAST06180	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465
OG0001364	YEAST06038, YEAST00402	DANRE00727, DANRE00728, DANRE37949, DANRE28112
OG0001367	YEAST04688	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547
OG0001368	YEAST01821	DANRE11214, DANRE18968, DANRE11869, DANRE11868
OG0001370	YEAST04067, YEAST05195, YEAST00897	DANRE12902, DANRE12901, DANRE42207, DANRE42206
OG0001371	YEAST00532, YEAST03976	DANRE21328
OG0001372	YEAST00070	DANRE36486, DANRE36487, DANRE36488, DANRE36489
OG0001375	YEAST05499, YEAST05567	DANRE10157, DANRE18696, DANRE09144, DANRE14191
OG0001378	YEAST02300	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566
OG0001379	YEAST04155	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200
OG0001386	YEAST05114	DANRE03392, DANRE03393, DANRE03394, DANRE03391, DANRE14264
OG0001397	YEAST05731	DANRE07349, DANRE05010, DANRE04061, DANRE04062
OG0001400	YEAST02931	DANRE14343, DANRE03875, DANRE03874, DANRE03873, DANRE41416, DANRE41417, DANRE14344, DANRE09550
OG0001409	YEAST00885, YEAST04659	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819, DANRE16638, DANRE41648
OG0001410	YEAST05046	DANRE30066, DANRE30065, DANRE24024
OG0001411	YEAST04834	DANRE17922, DANRE17923, DANRE17924
OG0001412	YEAST04490	DANRE34214, DANRE35250, DANRE35249, DANRE35251
OG0001413	YEAST04294	DANRE35337, DANRE38970
OG0001414	YEAST06070, YEAST01920	DANRE16711, DANRE04939
OG0001415	YEAST04230	DANRE33647, DANRE33648
OG0001415	YEAST00964	DANRE41471
OG0001421	YEAST05252	DANRE00035, DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327
OG0001422	YEAST05588, YEAST01363	DANRE09528, DANRE09527, DANRE41453
OG0001424	YEAST01127	DANRE22605, DANRE22606, DANRE42572, DANRE42573
OG0001427	YEAST01885	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704
OG0001428	YEAST04862, YEAST05862, YEAST02749, YEAST03037	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768
OG0001430	YEAST01712	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076
OG0001434	YEAST03991	DANRE17875, DANRE17874
OG0001437	YEAST01264, YEAST02900	DANRE23774, DANRE23773, DANRE27147, DANRE27146
OG0001437	YEAST05391	DANRE27148
OG0001445	YEAST01715	DANRE16745, DANRE13125, DANRE13126
OG0001449	YEAST03188	DANRE18461, DANRE18463, DANRE18462, DANRE18464
OG0001449	YEAST05764	DANRE42606, DANRE42607
OG0001452	YEAST05900	DANRE34754, DANRE34755, DANRE38979, DANRE10641
OG0001454	YEAST01495, YEAST00573	DANRE20582, DANRE11448, DANRE11449, DANRE11450
OG0001456	YEAST00365	DANRE26746, DANRE26745
OG0001459	YEAST03073, YEAST03464	DANRE31312, DANRE29490, DANRE29489, DANRE29488, DANRE31314, DANRE31313
OG0001461	YEAST05255	DANRE25864, DANRE25863, DANRE25865
OG0001468	YEAST03875, YEAST03904	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890, DANRE23005
OG0001469	YEAST02070	DANRE40614
OG0001469	YEAST02765	DANRE08993
OG0001470	YEAST00369, YEAST05375	DANRE08434, DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433
OG0001472	YEAST03031	DANRE09652, DANRE22287
OG0001473	YEAST05711	DANRE29311
OG0001474	YEAST01416, YEAST05312	DANRE42186, DANRE42187, DANRE03668
OG0001478	YEAST01984	DANRE18721, DANRE18720, DANRE18719
OG0001478	YEAST02078	DANRE03641
OG0001479	YEAST01132	DANRE22330, DANRE22329, DANRE30265, DANRE34077, DANRE19450, DANRE19449
OG0001503	YEAST03032	DANRE01872
OG0001503	YEAST02920	DANRE28515, DANRE28514
OG0001504	YEAST05406	DANRE22645, DANRE22646
OG0001505	YEAST03361	DANRE24459, DANRE24460, DANRE24458, DANRE27105, DANRE27106
OG0001508	YEAST04143	DANRE38231, DANRE38230, DANRE38232, DANRE13183, DANRE29484, DANRE29485
OG0001515	YEAST03320	DANRE35061, DANRE35063, DANRE33905
OG0001515	YEAST03569	DANRE35062, DANRE33906
OG0001520	YEAST03872	DANRE14989, DANRE14988, DANRE17477, DANRE17478, DANRE17480, DANRE17479
OG0001524	YEAST03912	DANRE05747, DANRE39017, DANRE12804
OG0001525	YEAST00757	DANRE38707
OG0001527	YEAST01395	DANRE40605, DANRE35014, DANRE09760, DANRE09759
OG0001529	YEAST01143	DANRE36607, DANRE36723, DANRE22259, DANRE22260
OG0001530	YEAST00643	DANRE05399, DANRE05398, DANRE05400, DANRE05401, DANRE34560, DANRE34561, DANRE34562
OG0001546	YEAST03111	DANRE11500, DANRE11502, DANRE11501, DANRE11499, DANRE04439, DANRE04438
OG0001550	YEAST02405, YEAST05953	DANRE26888, DANRE26887, DANRE26889, DANRE24227, DANRE11424
OG0001551	YEAST04817	DANRE12100, DANRE12099, DANRE18422, DANRE18424, DANRE18421, DANRE18423
OG0001553	YEAST05147, YEAST01586	DANRE39596, DANRE39595, DANRE00133, DANRE04965, DANRE20535
OG0001557	YEAST04671	DANRE37687, DANRE37688
OG0001557	YEAST04551	DANRE25710, DANRE25711
OG0001558	YEAST04449	DANRE19439, DANRE19440, DANRE19438, DANRE33921, DANRE33920, DANRE16554, DANRE16556
OG0001559	YEAST00445, YEAST02434	DANRE08997, DANRE05634, DANRE05635, DANRE18362, DANRE18361, DANRE00902
OG0001561	YEAST06176	DANRE41304, DANRE41305, DANRE39816, DANRE02440, DANRE25915, DANRE31611
OG0001564	YEAST05390	DANRE36281, DANRE36280, DANRE08942, DANRE08944, DANRE08941, DANRE08945, DANRE08943, DANRE06929, DANRE06930
OG0001570	YEAST04678	DANRE07850, DANRE07849
OG0001573	YEAST03285	DANRE24556, DANRE24557, DANRE24555, DANRE00159, DANRE00158
OG0001578	YEAST01872	DANRE41163
OG0001580	YEAST06270	DANRE22288, DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170, DANRE26126
OG0001590	YEAST03476, YEAST00717, YEAST03955	DANRE38393, DANRE38392
OG0001594	YEAST03418	DANRE00835
OG0001597	YEAST01702	DANRE14881, DANRE25200, DANRE25198, DANRE25199, DANRE25197, DANRE25201
OG0001603	YEAST02584	DANRE14582, DANRE09232
OG0001604	YEAST01428	DANRE38746, DANRE07901, DANRE07902
OG0001605	YEAST04101	DANRE37473, DANRE28391, DANRE12806, DANRE02340, DANRE10148, DANRE10146, DANRE10145, DANRE10147
OG0001609	YEAST02739	DANRE35730, DANRE02201
OG0001610	YEAST00596, YEAST02062	DANRE11392, DANRE11391, DANRE40973, DANRE40974, DANRE10644, DANRE14143, DANRE14144
OG0001612	YEAST01109	DANRE42404, DANRE42402, DANRE42403, DANRE10050
OG0001628	YEAST04790	DANRE04668, DANRE04667, DANRE33716
OG0001653	YEAST01151	DANRE33414, DANRE01185, DANRE01184
OG0001655	YEAST03354	DANRE37499, DANRE37500, DANRE37498, DANRE37497, DANRE02917, DANRE38012, DANRE20101, DANRE20102, DANRE20103
OG0001657	YEAST00101, YEAST00944	DANRE33903, DANRE16790, DANRE00304, DANRE00303, DANRE33902, DANRE16788, DANRE16789
OG0001663	YEAST05642	DANRE25847, DANRE25848, DANRE30753, DANRE30752, DANRE40330, DANRE40329, DANRE40440, DANRE36598
OG0001676	YEAST02848	DANRE04978
OG0001676	YEAST06155	DANRE28348, DANRE28347
OG0001680	YEAST01119, YEAST04022	DANRE03778, DANRE17562, DANRE11725, DANRE07835, DANRE13441, DANRE37802
OG0001685	YEAST01147	DANRE15894, DANRE15893, DANRE06018
OG0001687	YEAST05279	DANRE04622
OG0001691	YEAST01315	DANRE03833, DANRE40915, DANRE40918, DANRE40919, DANRE40916, DANRE40917
OG0001704	YEAST01293	DANRE36568, DANRE36566, DANRE36565, DANRE36567
OG0001706	YEAST03424	DANRE20185, DANRE20183, DANRE20182, DANRE38154, DANRE38156, DANRE38153, DANRE38155, DANRE33839, DANRE38152, DANRE38151
OG0001707	YEAST06049, YEAST00407, YEAST04739	DANRE26662
OG0001708	YEAST05744, YEAST05745	DANRE10037, DANRE24243, DANRE33359, DANRE06779
OG0001709	YEAST04440	DANRE20434, DANRE20433, DANRE07634, DANRE07630, DANRE07631, DANRE07635, DANRE07633
OG0001713	YEAST04039	DANRE07425, DANRE26203
OG0001718	YEAST01537	DANRE17811, DANRE17810, DANRE11023, DANRE11024, DANRE11025, DANRE11962, DANRE11963
OG0001721	YEAST04881, YEAST05253, YEAST00698	DANRE42265, DANRE17694, DANRE17693, DANRE12002, DANRE11490, DANRE11491
OG0001723	YEAST01435	DANRE06882, DANRE06883, DANRE00862, DANRE00863, DANRE36498, DANRE36499, DANRE36500
OG0001727	YEAST04543	DANRE07810, DANRE11511, DANRE02954, DANRE02955
OG0001728	YEAST03347	DANRE13221, DANRE13224, DANRE13222, DANRE13223, DANRE43129
OG0001730	YEAST00177	DANRE40001, DANRE40000, DANRE28316, DANRE21475, DANRE21473, DANRE21474
OG0001739	YEAST03760	DANRE38417, DANRE30661, DANRE30662, DANRE38419, DANRE38418, DANRE38416, DANRE25764, DANRE25763
OG0001745	YEAST01431	DANRE09058, DANRE18517, DANRE18516
OG0001750	YEAST03628	DANRE04183, DANRE27947, DANRE27946, DANRE27945, DANRE41344, DANRE41343, DANRE41345, DANRE37085, DANRE37084, DANRE42061, DANRE42060
OG0001754	YEAST03682	DANRE43123, DANRE43122, DANRE10044, DANRE10045, DANRE10043, DANRE10042, DANRE42456, DANRE33390
OG0001755	YEAST05131	DANRE19818
OG0001756	YEAST00620	DANRE16138, DANRE39599, DANRE39598
OG0001769	YEAST04726	DANRE03973, DANRE03974, DANRE05499, DANRE05498
OG0001770	YEAST02590	DANRE42924, DANRE33844, DANRE06066, DANRE16806, DANRE16805
OG0001774	YEAST05166	DANRE19499, DANRE23023, DANRE23024, DANRE23025
OG0001775	YEAST05594	DANRE21680, DANRE21679, DANRE21681, DANRE21683, DANRE21684, DANRE28352, DANRE28351, DANRE34596
OG0001780	YEAST03768	DANRE33899, DANRE05361, DANRE05360
OG0001781	YEAST01882	DANRE03858, DANRE03859, DANRE08607
OG0001782	YEAST02421	DANRE43084, DANRE43085, DANRE03341
OG0001785	YEAST02713	DANRE42337, DANRE42334, DANRE42335, DANRE42336
OG0001787	YEAST03546	DANRE42517, DANRE42516, DANRE43271, DANRE18470, DANRE18471, DANRE11456, DANRE11455
OG0001792	YEAST04331	DANRE19107, DANRE19106
OG0001792	YEAST04595	DANRE28329, DANRE28330
OG0001793	YEAST02466	DANRE10214, DANRE01272, DANRE01271
OG0001805	YEAST05496, YEAST01242	DANRE30715, DANRE30716, DANRE37701, DANRE37700, DANRE37699
OG0001807	YEAST05464	DANRE29039, DANRE29040, DANRE29041, DANRE29038
OG0001808	YEAST01298	DANRE33470, DANRE33469, DANRE36362
OG0001818	YEAST05902, YEAST04712	DANRE18933, DANRE18932, DANRE18934, DANRE18839
OG0001822	YEAST04378, YEAST01659	DANRE31080, DANRE31079, DANRE31081, DANRE02365, DANRE25468
OG0001826	YEAST04777, YEAST01697, YEAST05781	DANRE08839, DANRE28074, DANRE28073, DANRE06753, DANRE33831
OG0001828	YEAST04676	DANRE10135, DANRE10134
OG0001829	YEAST01613, YEAST00136, YEAST02008	DANRE39018, DANRE38303, DANRE38304, DANRE12813, DANRE12812
OG0001831	YEAST00024	DANRE24742, DANRE36143, DANRE36142, DANRE29377, DANRE29378, DANRE29379
OG0001832	YEAST05376	DANRE19216, DANRE09900, DANRE25603
OG0001846	YEAST05067	DANRE18641, DANRE22671, DANRE41115
OG0001850	YEAST01913	DANRE18469, DANRE11472, DANRE11471, DANRE18468
OG0001852	YEAST03121	DANRE39778, DANRE39777, DANRE39776, DANRE36720, DANRE43025
OG0001853	YEAST05176	DANRE13586, DANRE09954, DANRE40540
OG0001857	YEAST04741	DANRE18584, DANRE11645, DANRE11644, DANRE27912, DANRE27913
OG0001860	YEAST00188	DANRE29619, DANRE29620, DANRE29621, DANRE29618, DANRE29617
OG0001861	YEAST05779, YEAST04773	DANRE05974, DANRE11713, DANRE17627
OG0001863	YEAST03017	DANRE27200, DANRE27198, DANRE27199, DANRE09225, DANRE09224
OG0001866	YEAST05095, YEAST05570	DANRE00861, DANRE00860
OG0001867	YEAST01669	DANRE28844, DANRE28845, DANRE29867, DANRE03121
OG0001873	YEAST00981, YEAST00267	DANRE05973
OG0001875	YEAST04137	DANRE16114, DANRE16113, DANRE04849, DANRE04848, DANRE04850
OG0001877	YEAST04134	DANRE11860, DANRE11861, DANRE05877, DANRE30847
OG0001886	YEAST03260	DANRE34276, DANRE36220, DANRE36219, DANRE36221, DANRE36213, DANRE36208, DANRE36223, DANRE36214, DANRE36222, DANRE36211, DANRE36218, DANRE36209, DANRE36216, DANRE36224, DANRE36210, DANRE36212, DANRE36217
OG0001888	YEAST05749, YEAST01573	DANRE35420, DANRE29103, DANRE34736, DANRE34735
OG0001893	YEAST01023	DANRE08624, DANRE08626, DANRE08623, DANRE08622, DANRE08625, DANRE08612, DANRE08614, DANRE08613, DANRE08610, DANRE08611, DANRE08609, DANRE08608, DANRE14293, DANRE14292, DANRE08621
OG0001894	YEAST00433	DANRE20451, DANRE20449, DANRE20450, DANRE16625, DANRE16624, DANRE11189
OG0001899	YEAST01210, YEAST04466	DANRE18959, DANRE18958, DANRE07246, DANRE07247
OG0001900	YEAST00581	DANRE13176
OG0001903	YEAST06020	DANRE08071, DANRE08070, DANRE04770, DANRE04771
OG0001913	YEAST05520	DANRE38969, DANRE19628, DANRE25181, DANRE25180, DANRE38968
OG0001915	YEAST04791	DANRE33865, DANRE24359, DANRE24360
OG0001917	YEAST01859	DANRE17670, DANRE28708, DANRE16749, DANRE16750, DANRE33250, DANRE28327
OG0001923	YEAST05881	DANRE36429, DANRE35425, DANRE35424, DANRE14251
OG0001926	YEAST02948	DANRE02186, DANRE02185, DANRE02184
OG0001932	YEAST03770, YEAST03179	DANRE23835, DANRE27081, DANRE27080, DANRE16160, DANRE16159
OG0001934	YEAST00877	DANRE24835, DANRE24838, DANRE24834, DANRE24837, DANRE16907
OG0001935	YEAST00431	DANRE16831, DANRE16639
OG0001938	YEAST03931	DANRE25410, DANRE25409, DANRE25408, DANRE25407
OG0001940	YEAST04188, YEAST05646	DANRE06578
OG0001943	YEAST02393, YEAST05966	DANRE23971, DANRE23969, DANRE23970
OG0001945	YEAST01671	DANRE42282, DANRE42281, DANRE21983, DANRE17286, DANRE17285, DANRE11703, DANRE42283
OG0001947	YEAST02570	DANRE02211, DANRE02212, DANRE36701, DANRE36700, DANRE43409, DANRE31200
OG0001951	YEAST00941, YEAST05396	DANRE39716, DANRE39717, DANRE21110, DANRE13500, DANRE10211
OG0001952	YEAST04673, YEAST01990, YEAST00155	DANRE11414, DANRE11413
OG0001965	YEAST04582	DANRE02932, DANRE43361, DANRE43360
OG0001968	YEAST04910	DANRE03920, DANRE03918, DANRE03921, DANRE03919, DANRE36674
OG0001969	YEAST06173	DANRE00222, DANRE27645, DANRE27644, DANRE01900, DANRE01899, DANRE01898
OG0001972	YEAST01822, YEAST03363	DANRE27665, DANRE27664, DANRE27663, DANRE41264, DANRE41265, DANRE41266
OG0001985	YEAST04959	DANRE07941, DANRE01529, DANRE35223, DANRE35224, DANRE07938, DANRE07940, DANRE07939
OG0001992	YEAST02679	DANRE11762, DANRE04530, DANRE04529, DANRE11763
OG0001998	YEAST00890	DANRE06555, DANRE03893, DANRE03894, DANRE03896, DANRE03895, DANRE03892, DANRE03891
OG0002001	YEAST00502, YEAST03944	DANRE37098, DANRE37097, DANRE30004, DANRE30006, DANRE30005
OG0002003	YEAST02826, YEAST03671	DANRE08375, DANRE08376, DANRE08373, DANRE08374
OG0002008	YEAST00768	DANRE04354, DANRE04353, DANRE04352, DANRE00171, DANRE00170
OG0002010	YEAST00609	DANRE29433, DANRE16540, DANRE29817, DANRE29814, DANRE29816, DANRE29813, DANRE29815, DANRE36154, DANRE36155, DANRE36156
OG0002013	YEAST03040	DANRE38189, DANRE38190, DANRE38191, DANRE00753
OG0002014	YEAST02422	DANRE40407, DANRE02695, DANRE02696, DANRE02259, DANRE30741, DANRE30742, DANRE02260
OG0002015	YEAST05525	DANRE29469, DANRE29470
OG0002025	YEAST03650	DANRE01978, DANRE01981, DANRE02045, DANRE02039, DANRE02043, DANRE02041, DANRE01984, DANRE02050, DANRE02061, DANRE42193, DANRE42198, DANRE42200, DANRE02058, DANRE02031, DANRE02042, DANRE01987, DANRE01986, DANRE01989, DANRE02048, DANRE02052, DANRE29840, DANRE29838
OG0002026	YEAST01247	DANRE06615, DANRE06616, DANRE35735, DANRE35734, DANRE35733
OG0002029	YEAST02646	DANRE16054, DANRE41634
OG0002031	YEAST02752	DANRE29471, DANRE29473, DANRE29472, DANRE10345, DANRE10346
OG0002032	YEAST01221	DANRE07784, DANRE07783
OG0002042	YEAST02880	DANRE05112, DANRE05113, DANRE05110
OG0002043	YEAST04003	DANRE15042, DANRE15043, DANRE15044, DANRE39208, DANRE39209
OG0002048	YEAST02273	DANRE07469, DANRE28513, DANRE17075, DANRE17076, DANRE10824, DANRE10823, DANRE10821, DANRE10822, DANRE10852, DANRE10851, DANRE10850, DANRE10825, DANRE10746, DANRE10747, DANRE10745, DANRE10744, DANRE39705
OG0002059	YEAST05893, YEAST04718	DANRE26625, DANRE26626, DANRE16517, DANRE16518, DANRE36305, DANRE36306
OG0002062	YEAST05454	DANRE25165, DANRE38918, DANRE38919, DANRE39950
OG0002063	YEAST00838	DANRE26693, DANRE34874, DANRE00278
OG0002067	YEAST03444	DANRE29442
OG0002069	YEAST05962	DANRE02387, DANRE02386, DANRE22653, DANRE22652, DANRE09973, DANRE09971, DANRE09972
OG0002073	YEAST04552	DANRE16867, DANRE04897, DANRE04896, DANRE04895
OG0002076	YEAST02206	DANRE36584, DANRE14308, DANRE14307, DANRE10308
OG0002078	YEAST06232	DANRE30342, DANRE30343, DANRE03576, DANRE03575
OG0002079	YEAST05765, YEAST00483	DANRE16795, DANRE33739, DANRE33738, DANRE33737
OG0002080	YEAST05220, YEAST04736	DANRE33657, DANRE33658, DANRE34948, DANRE34947
OG0002084	YEAST04529	DANRE03314, DANRE03315, DANRE11161, DANRE38145
OG0002087	YEAST05702	DANRE19222
OG0002090	YEAST02246	DANRE30480
OG0002093	YEAST02255	DANRE40403, DANRE40402, DANRE40401, DANRE02687, DANRE02684, DANRE02685, DANRE02686, DANRE02683
OG0002097	YEAST02697	DANRE13376, DANRE13374, DANRE13375, DANRE26577, DANRE20395, DANRE24383, DANRE24384
OG0002101	YEAST03902	DANRE15987
OG0002103	YEAST05974	DANRE06299, DANRE19955, DANRE06300
OG0002106	YEAST03654	DANRE17857, DANRE13872
OG0002108	YEAST03715	DANRE05256, DANRE17432, DANRE17433, DANRE17434, DANRE17435, DANRE17437
OG0002123	YEAST03709	DANRE10083, DANRE10080, DANRE10082, DANRE10081, DANRE27250, DANRE22514
OG0002125	YEAST05183	DANRE39735, DANRE25120, DANRE25119, DANRE25121, DANRE39736
OG0002131	YEAST04275	DANRE34723, DANRE34719, DANRE34341, DANRE34342
OG0002137	YEAST04320	DANRE04650, DANRE13016, DANRE13015
OG0002138	YEAST02406	DANRE31593, DANRE31594
OG0002144	YEAST02673	DANRE28933, DANRE28934, DANRE34604
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	DANRE31398, DANRE31399, DANRE31396, DANRE12431, DANRE40465, DANRE40464
OG0002147	YEAST04532, YEAST01219	DANRE09292, DANRE09293, DANRE09294, DANRE26428, DANRE36327, DANRE36326
OG0002148	YEAST02060	DANRE18045, DANRE03752
OG0002152	YEAST05624	DANRE30684, DANRE12589, DANRE12588, DANRE12587, DANRE22375, DANRE36983, DANRE12586, DANRE30685
OG0002156	YEAST03007	DANRE16294
OG0002160	YEAST03960	DANRE22821, DANRE22820
OG0002165	YEAST04504	DANRE43103, DANRE06070, DANRE06069
OG0002168	YEAST00516	DANRE14915, DANRE14916, DANRE01851, DANRE01853, DANRE01850, DANRE01852
OG0002169	YEAST02258	DANRE38142, DANRE38141, DANRE03316, DANRE38144, DANRE03317, DANRE38143
OG0002175	YEAST04956	DANRE19425, DANRE39612, DANRE40442
OG0002184	YEAST00242	DANRE34335, DANRE16850, DANRE29092
OG0002185	YEAST05212	DANRE25404, DANRE25405
OG0002188	YEAST04638, YEAST03913	DANRE15351
OG0002189	YEAST02882, YEAST04447	DANRE26778
OG0002213	YEAST01241, YEAST05495	DANRE11267, DANRE11268, DANRE11266
OG0002216	YEAST06040	DANRE31447
OG0002217	YEAST06033	DANRE18658, DANRE18656, DANRE18657
OG0002222	YEAST03240	DANRE03714, DANRE03713, DANRE36238, DANRE36237
OG0002224	YEAST01574	DANRE05330, DANRE40991, DANRE40989, DANRE40990, DANRE01568
OG0002225	YEAST04939	DANRE13436, DANRE13437, DANRE13435, DANRE06828, DANRE06829
OG0002226	YEAST00948	DANRE16944, DANRE16945, DANRE16942, DANRE30127, DANRE30126, DANRE26719, DANRE26718, DANRE24520, DANRE16943
OG0002228	YEAST04154, YEAST05632	DANRE43090, DANRE10014, DANRE10015
OG0002233	YEAST00277	DANRE35671
OG0002239	YEAST03509	DANRE12168, DANRE08987
OG0002239	YEAST01621	DANRE34713, DANRE34712, DANRE34714, DANRE34715
OG0002241	YEAST02005	DANRE33267, DANRE13580, DANRE33268
OG0002243	YEAST04599, YEAST03601, YEAST04600	DANRE20144, DANRE41158
OG0002244	YEAST02768	DANRE34365, DANRE34366, DANRE34364
OG0002252	YEAST00826	DANRE30454, DANRE30455, DANRE29416, DANRE29414, DANRE29415
OG0002261	YEAST00472	DANRE30021, DANRE29869, DANRE29868, DANRE30020
OG0002264	YEAST01705	DANRE07009, DANRE07008, DANRE09035
OG0002279	YEAST05800	DANRE42242, DANRE27826
OG0002282	YEAST00881	DANRE16515, DANRE16514, DANRE28648, DANRE14580, DANRE16516
OG0002288	YEAST01591, YEAST05154	DANRE06055, DANRE20574, DANRE20573
OG0002292	YEAST00152	DANRE35908
OG0002297	YEAST01217	DANRE35527, DANRE35528
OG0002312	YEAST06295	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388
OG0002316	YEAST01805	DANRE14670, DANRE02069, DANRE02071, DANRE02072, DANRE02070
OG0002318	YEAST02923	DANRE28853, DANRE28854
OG0002319	YEAST00329	DANRE42909, DANRE01930, DANRE01931, DANRE01932, DANRE26532
OG0002321	YEAST02461	DANRE16380
OG0002324	YEAST02615, YEAST06287	DANRE14539
OG0002326	YEAST00310, YEAST02699	DANRE11982, DANRE11981, DANRE18035, DANRE17969
OG0002327	YEAST00346, YEAST06217	DANRE22842, DANRE22841, DANRE02715
OG0002331	YEAST01653	DANRE14402, DANRE14401
OG0002332	YEAST01606, YEAST05184, YEAST00285	DANRE34536, DANRE34537, DANRE41108, DANRE41107, DANRE01408, DANRE01409
OG0002341	YEAST03640, YEAST04562	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376
OG0002344	YEAST02312, YEAST02019	DANRE07882, DANRE34183, DANRE34182, DANRE19431
OG0002346	YEAST02012	DANRE33236, DANRE33235, DANRE13335, DANRE13334
OG0002348	YEAST01845	DANRE10939, DANRE00806
OG0002355	YEAST00016	DANRE06303, DANRE16341, DANRE16342, DANRE06475
OG0002356	YEAST00259	DANRE31051, DANRE12469, DANRE12468, DANRE29615, DANRE29616
OG0002361	YEAST01027	DANRE05566, DANRE17466, DANRE11141
OG0002367	YEAST01179	DANRE21483, DANRE34909
OG0002369	YEAST03766	DANRE10691, DANRE10692
OG0002374	YEAST02010, YEAST00133	DANRE24917, DANRE28397, DANRE36862
OG0002377	YEAST05000	DANRE18217, DANRE18218, DANRE18216, DANRE04390, DANRE04389
OG0002385	YEAST03974	DANRE29842, DANRE29841, DANRE28561, DANRE28560, DANRE28554, DANRE28555, DANRE03634, DANRE36152, DANRE36153, DANRE29812
OG0002406	YEAST05509	DANRE23476, DANRE01772, DANRE23473, DANRE23475, DANRE23474, DANRE01770
OG0002407	YEAST00012	DANRE05096, DANRE05097, DANRE03785
OG0002409	YEAST02027	DANRE23061, DANRE31062, DANRE43320, DANRE43319
OG0002411	YEAST05950, YEAST02407	DANRE38371, DANRE13902
OG0002412	YEAST06171	DANRE25099
OG0002413	YEAST01196	DANRE30178, DANRE30179, DANRE30177, DANRE30180
OG0002415	YEAST01271	DANRE05251, DANRE05250
OG0002421	YEAST02982	DANRE24979, DANRE24978, DANRE38877, DANRE38875, DANRE38878, DANRE38876
OG0002422	YEAST05026	DANRE07168, DANRE07169, DANRE07170, DANRE07166
OG0002426	YEAST00184	DANRE03071, DANRE29062, DANRE28444, DANRE28456
OG0002441	YEAST00068, YEAST02278, YEAST05821	DANRE18192, DANRE18191, DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090, DANRE18193
OG0002442	YEAST05932	DANRE05982, DANRE37141, DANRE37140, DANRE05983
OG0002443	YEAST04906	DANRE24994, DANRE24993, DANRE24992
OG0002446	YEAST04254	DANRE29262, DANRE29263
OG0002448	YEAST00626	DANRE05209
OG0002450	YEAST04575	DANRE10330, DANRE14502, DANRE34843
OG0002453	YEAST00512	DANRE19771, DANRE19770
OG0002476	YEAST05799	DANRE12706, DANRE21895, DANRE12704, DANRE12705
OG0002486	YEAST01433	DANRE40075, DANRE40078, DANRE40077, DANRE40076, DANRE26356
OG0002492	YEAST01624	DANRE22193, DANRE22192, DANRE22194
OG0002494	YEAST02402	DANRE24650, DANRE01719
OG0002495	YEAST02772	DANRE42688
OG0002497	YEAST02747	DANRE29032, DANRE29031, DANRE14380
OG0002500	YEAST05648	DANRE28865
OG0002505	YEAST02959	DANRE03563, DANRE03564
OG0002510	YEAST04753	DANRE07592, DANRE07591
OG0002516	YEAST00066	DANRE08131, DANRE34987
OG0002518	YEAST02890	DANRE02842, DANRE02843
OG0002520	YEAST05256	DANRE06700, DANRE06697, DANRE06696, DANRE06699, DANRE06698, DANRE23643, DANRE23644, DANRE23642, DANRE23645, DANRE15997
OG0002523	YEAST06234	DANRE01637, DANRE01636, DANRE01639, DANRE01635, DANRE01638, DANRE31095, DANRE31097
