Orthogroup	YEAST	DANRE
OG0006975	YEAST02322	DANRE09037
OG0006977	YEAST06248	DANRE02258
OG0006978	YEAST00696	DANRE34823, DANRE34824
OG0006980	YEAST02173	DANRE26295
OG0006985	YEAST03215	DANRE02673
OG0006989	YEAST04914	DANRE21381
OG0006991	YEAST05066	DANRE22662, DANRE22663, DANRE22661
OG0006992	YEAST04657	DANRE03940
OG0006994	YEAST05554	DANRE41698
OG0006995	YEAST06048	DANRE14381, DANRE14382
OG0006997	YEAST00664	DANRE31374, DANRE31375
OG0006998	YEAST02509	DANRE03324, DANRE43324
OG0006999	YEAST03874	DANRE10373, DANRE10372
OG0007003	YEAST01840	DANRE38881
OG0007005	YEAST03907	DANRE07555, DANRE07554
OG0007009	YEAST05645	DANRE35325
OG0007010	YEAST01652	DANRE17817
OG0007012	YEAST05361	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	YEAST05971	DANRE04152
OG0007015	YEAST03053	DANRE22599, DANRE22598
OG0007016	YEAST05307	DANRE25387, DANRE25386
OG0007020	YEAST00663	DANRE35391, DANRE35392
OG0007024	YEAST01864	DANRE25046
OG0007028	YEAST06312	DANRE27455
OG0007029	YEAST05619	DANRE02752, DANRE02753, DANRE02754
OG0007030	YEAST05712	DANRE15794
OG0007033	YEAST04002	DANRE18803, DANRE18804
OG0007036	YEAST04799	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007043	YEAST02072, YEAST01064	DANRE04197
OG0007045	YEAST01113	DANRE10111
OG0007046	YEAST04826	DANRE11415
OG0007049	YEAST05930	DANRE12279, DANRE12278
OG0007050	YEAST05668	DANRE07383, DANRE07382
OG0007053	YEAST05898	DANRE29142
OG0007055	YEAST02593	DANRE33530
OG0007057	YEAST05673	DANRE37617
OG0007061	YEAST03247	DANRE22042, DANRE22041
OG0007063	YEAST04650	DANRE09361
OG0007065	YEAST01111	DANRE12615, DANRE12616
OG0007071	YEAST02162	DANRE11841, DANRE11842, DANRE11840
OG0007073	YEAST03946	DANRE08821
OG0007075	YEAST00811	DANRE03285, DANRE43299
OG0007084	YEAST05527	DANRE36884, DANRE36883
OG0007089	YEAST04132	DANRE07652, DANRE07651
OG0007092	YEAST01811	DANRE18833
OG0007093	YEAST01923	DANRE38295
OG0007095	YEAST02581	DANRE10009, DANRE10008
OG0007097	YEAST01699	DANRE39435
OG0007098	YEAST03783	DANRE25426, DANRE25425
OG0007106	YEAST00202	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007112	YEAST05597	DANRE25814
OG0007114	YEAST03493	DANRE10602, DANRE14572
OG0007118	YEAST01120	DANRE10021, DANRE10022
OG0007119	YEAST05459	DANRE36376, DANRE36377
OG0007120	YEAST04248	DANRE19755, DANRE19754
OG0007121	YEAST05746	DANRE21444
OG0007124	YEAST04818	DANRE41957
OG0007127	YEAST04415	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007130	YEAST05158	DANRE30904
OG0007131	YEAST05874	DANRE40030, DANRE40031
OG0007132	YEAST06078	DANRE15088, DANRE15087
OG0007137	YEAST00797	DANRE27979
OG0007138	YEAST04319	DANRE26666, DANRE26667
OG0007139	YEAST05259	DANRE39772, DANRE39771
OG0007143	YEAST02636	DANRE12075
OG0007144	YEAST04135	DANRE17418
OG0007150	YEAST00900	DANRE38611, DANRE38612
OG0007154	YEAST01439	DANRE05456
OG0007164	YEAST05557	DANRE16181
OG0007165	YEAST04228, YEAST02514	DANRE01262, DANRE01263
OG0007166	YEAST05384	DANRE37616
OG0007168	YEAST02929	DANRE42575, DANRE42574
OG0007182	YEAST00042	DANRE35013
OG0007184	YEAST01512	DANRE15058, DANRE15059
OG0007185	YEAST01036	DANRE30304, DANRE36004, DANRE36003
OG0007186	YEAST00761	DANRE03876
OG0007192	YEAST00860	DANRE42628
OG0007201	YEAST01721	DANRE21446
OG0007254	YEAST00328	DANRE17415
OG0007258	YEAST02867	DANRE19018
OG0007264	YEAST04093	DANRE25424
OG0007269	YEAST04522	DANRE12063
OG0007274	YEAST04165, YEAST05634	DANRE01276
OG0007276	YEAST02007	DANRE33385, DANRE33386
OG0007279	YEAST02363	DANRE20338
OG0007282	YEAST04912	DANRE33520
OG0007288	YEAST02949	DANRE07196, DANRE07197
OG0007292	YEAST05159	DANRE09241, DANRE09240
OG0007303	YEAST05207	DANRE21868
OG0007307	YEAST05606	DANRE04470
OG0007317	YEAST04084	DANRE11318
OG0007321	YEAST05016	DANRE06820
OG0007322	YEAST01090	DANRE34262
OG0007325	YEAST03249	DANRE12985
OG0007330	YEAST00633	DANRE07790, DANRE07791
OG0007335	YEAST06084	DANRE17585
OG0007336	YEAST03606	DANRE10061
OG0007341	YEAST00183	DANRE04473
OG0007342	YEAST03859	DANRE35323
OG0007343	YEAST00383	DANRE21557, DANRE28341
OG0007347	YEAST02066	DANRE36745
OG0007349	YEAST01492	DANRE39606
OG0007354	YEAST03378	DANRE24128
OG0007355	YEAST02682	DANRE13636
OG0007361	YEAST02394	DANRE14944
OG0007363	YEAST05519	DANRE16032, DANRE16033
OG0007364	YEAST01959	DANRE29303
OG0007367	YEAST01013	DANRE27165
OG0007371	YEAST04970	DANRE16865
OG0007376	YEAST02976	DANRE39201
OG0007379	YEAST00967	DANRE17790, DANRE17791
OG0007380	YEAST00785, YEAST00666	DANRE20920, DANRE20919
OG0007382	YEAST01108	DANRE15296
OG0007387	YEAST06326	DANRE34966
OG0007393	YEAST01116	DANRE12093
OG0007394	YEAST05998	DANRE07734, DANRE07733
OG0007395	YEAST00603	DANRE04069
OG0007397	YEAST03512	DANRE38807, DANRE38808
OG0007399	YEAST02279	DANRE39639, DANRE39640
OG0007401	YEAST03451	DANRE34136, DANRE07139
OG0007408	YEAST03401	DANRE10196
OG0007409	YEAST05329	DANRE10224, DANRE10225
OG0007411	YEAST04399	DANRE39541
OG0007412	YEAST04822	DANRE42558
OG0007414	YEAST01970	DANRE36351
OG0007415	YEAST01948	DANRE29208
OG0007417	YEAST04175	DANRE35348, DANRE35349
OG0007419	YEAST02667	DANRE29996
OG0007421	YEAST00762	DANRE01616, DANRE01615
OG0007424	YEAST05463	DANRE24729, DANRE24728
OG0007425	YEAST06135	DANRE12333
OG0007427	YEAST00763	DANRE11179, DANRE11178
OG0007428	YEAST01536	DANRE24212
OG0007431	YEAST00610	DANRE10354
OG0007439	YEAST01063	DANRE05901
OG0007442	YEAST03687	DANRE26604, DANRE26605, DANRE26603
OG0007446	YEAST04647	DANRE39669, DANRE39668
OG0007451	YEAST02017	DANRE24091
OG0007454	YEAST01359	DANRE42564, DANRE42563
OG0007456	YEAST00931	DANRE35403
OG0007458	YEAST02196	DANRE15779
OG0007460	YEAST04891	DANRE11272
OG0007463	YEAST00394	DANRE30867
OG0007466	YEAST00806	DANRE38355, DANRE38356
OG0007473	YEAST03408	DANRE02983
OG0007478	YEAST02470	DANRE33485
OG0007482	YEAST05783	DANRE13898
OG0007483	YEAST01187	DANRE22340
OG0007484	YEAST00517	DANRE08931
OG0007488	YEAST04193	DANRE36992
OG0007491	YEAST05032	DANRE29088
OG0007495	YEAST04536	DANRE35662
OG0007498	YEAST00593	DANRE09394
OG0007499	YEAST03994	DANRE19954
OG0007504	YEAST02642	DANRE15442
OG0007508	YEAST05759	DANRE35140
OG0007509	YEAST03229	DANRE33335
OG0007519	YEAST04589	DANRE13007
OG0007528	YEAST02438	DANRE26651
OG0007531	YEAST05725	DANRE19264
OG0007550	YEAST03311	DANRE39366, DANRE26260, DANRE39364, DANRE39365
OG0007552	YEAST04097	DANRE29343, DANRE21966, DANRE21967, DANRE28808, DANRE28807
OG0007591	YEAST02623	DANRE28953
OG0007597	YEAST05244	DANRE41110, DANRE41109
OG0007605	YEAST04509	DANRE05829
OG0007615	YEAST05127	DANRE34001
OG0007619	YEAST04342	DANRE36323
OG0007622	YEAST01282	DANRE36978, DANRE01804
OG0007624	YEAST03901	DANRE10072, DANRE10071
OG0007645	YEAST05586	DANRE35773
OG0007646	YEAST05572	DANRE42483
OG0007648	YEAST03775	DANRE33753
OG0007657	YEAST01213	DANRE38249
OG0007663	YEAST01133	DANRE41864
OG0007673	YEAST04892	DANRE09062, DANRE09061
OG0007676	YEAST01965	DANRE41267
OG0007685	YEAST00976	DANRE04773
OG0007690	YEAST00054	DANRE40980, DANRE40981
OG0007692	YEAST05386	DANRE01628, DANRE01629, DANRE01627
OG0007698	YEAST04526	DANRE19150
OG0007701	YEAST04394	DANRE33601
OG0007703	YEAST03290	DANRE39178
OG0007704	YEAST01687	DANRE42203, DANRE42204
OG0007712	YEAST02916	DANRE03501
OG0007722	YEAST06130	DANRE02829
OG0007727	YEAST01129	DANRE09851, DANRE09852
OG0007739	YEAST04408	DANRE22859
OG0007744	YEAST04303	DANRE30723
OG0007749	YEAST02144	DANRE25829
OG0007751	YEAST03046	DANRE37539
OG0007754	YEAST03550	DANRE07572
OG0007758	YEAST04336	DANRE39766, DANRE39765
OG0007760	YEAST02821	DANRE22468
OG0007766	YEAST03772, YEAST02908	DANRE03643
OG0007767	YEAST03177	DANRE26292
OG0007769	YEAST02589	DANRE24756
OG0007772	YEAST05211	DANRE35600
OG0007783	YEAST03579	DANRE29889, DANRE29890
OG0007784	YEAST01170	DANRE24714
OG0007786	YEAST01347	DANRE16722
OG0007787	YEAST03458	DANRE39944
OG0007801	YEAST02556, YEAST00332	DANRE30539
OG0007803	YEAST00818	DANRE16825
OG0007810	YEAST06278	DANRE02679
OG0007811	YEAST05686	DANRE22151
OG0007816	YEAST00605	DANRE41106
OG0007823	YEAST03887	DANRE03242, DANRE03241
OG0007825	YEAST05054	DANRE21307
OG0007827	YEAST01279	DANRE03768
OG0007829	YEAST02649	DANRE38302
OG0007830	YEAST03594	DANRE12914, DANRE12915
OG0007831	YEAST03693	DANRE06160, DANRE06161, DANRE06159
OG0007838	YEAST04312	DANRE39665, DANRE39666, DANRE39664, DANRE39663
OG0007843	YEAST04794	DANRE20583
OG0007848	YEAST03711	DANRE04583
OG0007849	YEAST01915	DANRE12087
OG0007850	YEAST01418	DANRE00014, DANRE00013
OG0007852	YEAST02199	DANRE01671
OG0007854	YEAST01377	DANRE10752, DANRE10753, DANRE10751
OG0007858	YEAST03196	DANRE40953
OG0007866	YEAST06036	DANRE04141
OG0007918	YEAST04092	DANRE06819
OG0007941	YEAST03892	DANRE30090, DANRE30089
OG0007942	YEAST03545	DANRE28892
OG0007943	YEAST03288	DANRE19851
OG0007947	YEAST02420	DANRE30186, DANRE30187
OG0007958	YEAST01011	DANRE30163
OG0007971	YEAST03990	DANRE01642
OG0007975	YEAST01243	DANRE41055
OG0007976	YEAST02259	DANRE17213, DANRE17211, DANRE17212
OG0007978	YEAST01491	DANRE14537
OG0007986	YEAST01263	DANRE00518
OG0007991	YEAST02341	DANRE18046
OG0007993	YEAST00089	DANRE17625, DANRE17626
OG0007996	YEAST04079	DANRE09458, DANRE09457
OG0008008	YEAST02355	DANRE30055
OG0008020	YEAST05433	DANRE05165
OG0008030	YEAST00039	DANRE00570
OG0008031	YEAST04719	DANRE07952
OG0008038	YEAST05601	DANRE41284, DANRE41285
OG0008045	YEAST01345	DANRE14902, DANRE14904, DANRE14903
OG0008053	YEAST05804	DANRE13614, DANRE13613
OG0008055	YEAST05224	DANRE30653
OG0008056	YEAST04542	DANRE34362
OG0008069	YEAST00959	DANRE21600
OG0008072	YEAST00552	DANRE23515
OG0008074	YEAST05664	DANRE34941
OG0008079	YEAST03108	DANRE24318
OG0008085	YEAST04107	DANRE30916
OG0008091	YEAST06200	DANRE35340
OG0008100	YEAST03959	DANRE11355
OG0008103	YEAST05352	DANRE06236, DANRE06237
OG0008104	YEAST06240	DANRE04052
OG0008105	YEAST03324	DANRE05576
OG0008110	YEAST00121	DANRE26439
OG0008111	YEAST06004, YEAST05693	DANRE38509, DANRE38508
OG0008115	YEAST05684, YEAST06009	DANRE11727
OG0008127	YEAST05342	DANRE06837, DANRE01181, DANRE01180
OG0008136	YEAST02756	DANRE01715
OG0008196	YEAST03623	DANRE12926, DANRE12925, DANRE12924
OG0008201	YEAST01163	DANRE36656
OG0008202	YEAST06186	DANRE00001
OG0008208	YEAST04341	DANRE22091
OG0008219	YEAST05754	DANRE24332
OG0008244	YEAST04999	DANRE24754
OG0008251	YEAST01472	DANRE00160
OG0008254	YEAST04740	DANRE13562
OG0008267	YEAST02722	DANRE31631
OG0008273	YEAST00628	DANRE34879
OG0008275	YEAST05358	DANRE10033
OG0008281	YEAST01387	DANRE06733
OG0008307	YEAST01285	DANRE30680
OG0008323	YEAST05718	DANRE16787, DANRE16786
OG0008339	YEAST03286	DANRE18405, DANRE18404, DANRE18403
OG0008346	YEAST01382	DANRE11370
OG0008348	YEAST03383	DANRE17655
OG0008351	YEAST01276	DANRE34946, DANRE34944
OG0008401	YEAST02115	DANRE02750
OG0008403	YEAST01318	DANRE10132
OG0008404	YEAST02842	DANRE19259
OG0008416	YEAST05168	DANRE05682
OG0008432	YEAST01317	DANRE42164
OG0008533	YEAST00770	DANRE18543, DANRE18542
OG0008540	YEAST02219	DANRE14947
OG0008542	YEAST00506	DANRE21467
OG0008546	YEAST03499	DANRE14151
OG0008582	YEAST04883	DANRE25587, DANRE31232
OG0008601	YEAST03150	DANRE07138
OG0008602	YEAST04166	DANRE05943
OG0008620	YEAST00843	DANRE39841
OG0008626	YEAST03306	DANRE28396
OG0008645	YEAST05803	DANRE37027
OG0008654	YEAST03590	DANRE03633
OG0008664	YEAST05851	DANRE24208
OG0008677	YEAST03567	DANRE10643
OG0008680	YEAST02511	DANRE06212
OG0008681	YEAST04884	DANRE41523
OG0008685	YEAST00164	DANRE12963
OG0008689	YEAST05237	DANRE43435
OG0008705	YEAST06239	DANRE28894, DANRE17512, DANRE17511, DANRE28893
OG0008799	YEAST03377	DANRE14578, DANRE14579
OG0008816	YEAST01954	DANRE00451
OG0008823	YEAST03936	DANRE08198
OG0008824	YEAST01698	DANRE00389, DANRE00390
OG0008861	YEAST04983	DANRE26272
OG0008872	YEAST03799	DANRE17540
OG0008913	YEAST03181, YEAST03769	DANRE22522
OG0008923	YEAST01739	DANRE18121, DANRE18122
OG0008946	YEAST00403	DANRE20400
OG0008990	YEAST02040	DANRE03437, DANRE03438
OG0009056	YEAST00322	DANRE04937, DANRE04938
OG0009078	YEAST02676	DANRE21310
OG0009115	YEAST05628, YEAST04158	DANRE27058, DANRE27057
OG0009165	YEAST05085, YEAST01742	DANRE07285, DANRE07284
OG0009166	YEAST03055	DANRE18905, DANRE18906
OG0009172	YEAST02854	DANRE13550
OG0009182	YEAST03621	DANRE40541
OG0009225	YEAST01052	DANRE24173
OG0009232	YEAST04731	DANRE00448
OG0009315	YEAST04722	DANRE20524, DANRE37938
OG0009344	YEAST03868	DANRE24052
OG0009472	YEAST01737	DANRE36249
OG0009483	YEAST05877	DANRE25333, DANRE25334
OG0009486	YEAST00324	DANRE28215, DANRE28214, DANRE28213
OG0009590	YEAST02138	DANRE39781, DANRE39780
OG0009604	YEAST04803	DANRE25395, DANRE25396
OG0009614	YEAST00622	DANRE24753
OG0009630	YEAST02852	DANRE16454
OG0009649	YEAST01825	DANRE00166
OG0009651	YEAST04775	DANRE30781
OG0009654	YEAST04221	DANRE04164
OG0009676	YEAST05959	DANRE14614
OG0009737	YEAST02025	DANRE23542
OG0009892	YEAST01082	DANRE27039, DANRE27040
OG0009911	YEAST03388	DANRE34885
OG0009926	YEAST03054	DANRE35175, DANRE35174
OG0009994	YEAST06045	DANRE36888
OG0010139	YEAST01045	DANRE17953, DANRE17952
OG0010271	YEAST03656	DANRE00076
OG0010284	YEAST01922	DANRE23820, DANRE26866, DANRE23819
OG0010323	YEAST04943	DANRE06705
OG0010346	YEAST00902, YEAST04286	DANRE18943
OG0010372	YEAST02145	DANRE23366
OG0010570	YEAST03006	DANRE14139
OG0010643	YEAST00800	DANRE30400, DANRE30399
OG0010876	YEAST02678	DANRE19213
OG0011004	YEAST05869	DANRE36875
OG0011216	YEAST02293	DANRE02612, DANRE02613
OG0011258	YEAST02930	DANRE37187
OG0011334	YEAST01779	DANRE42943
OG0011371	YEAST01766	DANRE42945
OG0011375	YEAST03348	DANRE41556
OG0011414	YEAST04503	DANRE11771
OG0011464	YEAST01096	DANRE36753
OG0011869	YEAST04156	DANRE21017
OG0011920	YEAST05132	DANRE13632, DANRE13631
OG0012364	YEAST01364	DANRE19679
OG0012438	YEAST03374	DANRE24258, DANRE24259
OG0012449	YEAST06083, YEAST05798	DANRE09220
OG0012498	YEAST04109	DANRE01143
OG0014188	YEAST01781	DANRE42946
OG0014945	YEAST05837	DANRE01226, DANRE08435
OG0022490	YEAST05729	DANRE16006
OG0030219	YEAST00110	DANRE12432
OG0030316	YEAST06105	DANRE27790, DANRE27791
