Orthogroup	YEAST	AENJA_ok
OG0003461	YEAST05752, YEAST04759	AENJA_05624
OG0003463	YEAST02371	AENJA_05770
OG0003464	YEAST05120	AENJA_10817, AENJA_05778
OG0003465	YEAST02874	AENJA_06069
OG0003467	YEAST01278	AENJA_06433
OG0003477	YEAST03665	AENJA_08292
OG0003483	YEAST06074	AENJA_09252
OG0003487	YEAST03066	AENJA_10277
OG0003491	YEAST03514	AENJA_11118
OG0003493	YEAST01076	AENJA_20319, AENJA_11275
OG0003497	YEAST00758	AENJA_12369
OG0003498	YEAST05680	AENJA_12653
OG0003500	YEAST03303, YEAST02683	AENJA_12709
OG0003501	YEAST01421	AENJA_13025
OG0003502	YEAST02519	AENJA_13200
OG0003503	YEAST00400	AENJA_13216
OG0003505	YEAST00697	AENJA_13629
OG0003509	YEAST02850	AENJA_14027
OG0003515	YEAST00923	AENJA_16192
OG0003518	YEAST04809	AENJA_16797
OG0003523	YEAST05393	AENJA_17997
OG0003531	YEAST00465	AENJA_19107
OG0003532	YEAST05810	AENJA_19405
OG0003539	YEAST03774	AENJA_20975
OG0003541	YEAST01314	AENJA_21308
OG0003543	YEAST01290	AENJA_21659
OG0003544	YEAST00251	AENJA_21703
OG0003550	YEAST06166	AENJA_22695
OG0003551	YEAST01826	AENJA_22715
OG0003552	YEAST04163	AENJA_22940
OG0003556	YEAST05216	AENJA_23329
OG0003560	YEAST02357, YEAST05925	AENJA_24076
OG0003561	YEAST06100	AENJA_24294
OG0003562	YEAST00960	AENJA_24391
OG0003565	YEAST03392	AENJA_24872
OG0003567	YEAST04838	AENJA_25441
OG0003568	YEAST04328	AENJA_25542
OG0003570	YEAST03562, YEAST04635	AENJA_26158
OG0003571	YEAST05553	AENJA_26245
OG0003573	YEAST00597	AENJA_26698
OG0003598	YEAST00803	AENJA_00099
OG0003599	YEAST04133	AENJA_00129, AENJA_06205
OG0003603	YEAST03529	AENJA_00222
OG0003610	YEAST02573	AENJA_00983
OG0003611	YEAST01054	AENJA_01033, AENJA_04941
OG0003612	YEAST00808	AENJA_01169
OG0003613	YEAST02366	AENJA_01172
OG0003615	YEAST01638	AENJA_01282, AENJA_22435, AENJA_06537
OG0003617	YEAST04802, YEAST04398	AENJA_01515, AENJA_11306
OG0003618	YEAST00747	AENJA_01642
OG0003619	YEAST04756	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003624	YEAST00147	AENJA_02868
OG0003630	YEAST04845	AENJA_03435
OG0003632	YEAST02125	AENJA_03584
OG0003638	YEAST00956	AENJA_04417
OG0003641	YEAST04061, YEAST01158	AENJA_05255
OG0003643	YEAST03144	AENJA_05513, AENJA_24494
OG0003644	YEAST01545	AENJA_06076
OG0003645	YEAST05809, YEAST05493	AENJA_06128
OG0003646	YEAST02349	AENJA_06203
OG0003647	YEAST04352, YEAST04433	AENJA_06206
OG0003649	YEAST00203	AENJA_06343
OG0003650	YEAST00737, YEAST04997	AENJA_06545
OG0003659	YEAST00140	AENJA_08800
OG0003661	YEAST02758	AENJA_09036
OG0003664	YEAST03791	AENJA_09805
OG0003668	YEAST06168	AENJA_10387
OG0003669	YEAST02813	AENJA_10658
OG0003672	YEAST03137	AENJA_11161, AENJA_24103
OG0003676	YEAST03110	AENJA_11880
OG0003678	YEAST02330	AENJA_12097
OG0003679	YEAST03223	AENJA_12320
OG0003682	YEAST00571	AENJA_12915
OG0003687	YEAST02527, YEAST04246	AENJA_13636
OG0003688	YEAST01333, YEAST05362, YEAST00376	AENJA_13670
OG0003689	YEAST04232	AENJA_14017
OG0003690	YEAST01162	AENJA_20908, AENJA_14230
OG0003692	YEAST00692	AENJA_18360, AENJA_14437
OG0003693	YEAST05304	AENJA_14583
OG0003694	YEAST01453	AENJA_14806
OG0003696	YEAST05704	AENJA_15025
OG0003697	YEAST04962	AENJA_15049
OG0003698	YEAST03764, YEAST03185	AENJA_15085
OG0003703	YEAST00683	AENJA_15505, AENJA_15513
OG0003710	YEAST02077	AENJA_17579
OG0003712	YEAST02114	AENJA_17842
OG0003713	YEAST01549, YEAST03807	AENJA_17988
OG0003716	YEAST02390	AENJA_18178
OG0003718	YEAST05772	AENJA_18593, AENJA_23619
OG0003719	YEAST06338	AENJA_18681
OG0003721	YEAST04960	AENJA_19137
OG0003724	YEAST02365, YEAST06120	AENJA_19400
OG0003729	YEAST01543	AENJA_19798
OG0003731	YEAST04486	AENJA_19989
OG0003733	YEAST03492	AENJA_20334
OG0003734	YEAST02809, YEAST03842	AENJA_20690
OG0003735	YEAST06115	AENJA_20826
OG0003738	YEAST05605	AENJA_21039
OG0003740	YEAST01029	AENJA_21680
OG0003741	YEAST01379	AENJA_21770
OG0003743	YEAST06008, YEAST05688	AENJA_22572
OG0003744	YEAST01207	AENJA_22829
OG0003745	YEAST02618	AENJA_23235, AENJA_23237, AENJA_23234
OG0003749	YEAST04441	AENJA_23639
OG0003750	YEAST00149	AENJA_23963
OG0003756	YEAST01878	AENJA_25172
OG0003758	YEAST06133	AENJA_25591
OG0003759	YEAST03315	AENJA_25619
OG0003806	YEAST02367	AENJA_00944
OG0003807	YEAST04265, YEAST03128	AENJA_00967
OG0003808	YEAST01201	AENJA_00978
OG0003811	YEAST00417	AENJA_01571
OG0003812	YEAST00287	AENJA_01871
OG0003813	YEAST00254	AENJA_02053
OG0003818	YEAST04318	AENJA_02472, AENJA_02475
OG0003824	YEAST01468	AENJA_02975
OG0003828	YEAST02448	AENJA_03700
OG0003829	YEAST02032, YEAST01031	AENJA_03792
OG0003831	YEAST03010, YEAST05137, YEAST02344	AENJA_03886
OG0003834	YEAST06322	AENJA_04549, AENJA_04550
OG0003837	YEAST02586	AENJA_04856
OG0003838	YEAST03413	AENJA_04967
OG0003839	YEAST01736	AENJA_05236, AENJA_06897
OG0003844	YEAST06054	AENJA_06372
OG0003846	YEAST00356	AENJA_06476
OG0003848	YEAST01654	AENJA_06904
OG0003850	YEAST00228	AENJA_07117, AENJA_21595
OG0003851	YEAST06169	AENJA_07129
OG0003852	YEAST03296	AENJA_07216
OG0003853	YEAST06251	AENJA_07482, AENJA_19998
OG0003855	YEAST04936	AENJA_07705
OG0003856	YEAST03934, YEAST02710	AENJA_08084
OG0003858	YEAST01401	AENJA_08566
OG0003860	YEAST01412	AENJA_08805, AENJA_11742
OG0003866	YEAST01895	AENJA_09527
OG0003867	YEAST03558	AENJA_09761
OG0003868	YEAST01448	AENJA_09827
OG0003869	YEAST02771	AENJA_17460, AENJA_09977
OG0003875	YEAST05070	AENJA_10875
OG0003876	YEAST02423	AENJA_10876
OG0003877	YEAST04860, YEAST05867, YEAST03825	AENJA_11020
OG0003879	YEAST00463	AENJA_11207
OG0003881	YEAST03851	AENJA_11372
OG0003882	YEAST03663	AENJA_11663
OG0003886	YEAST06023	AENJA_12066
OG0003887	YEAST00028	AENJA_12157
OG0003893	YEAST05028	AENJA_13141
OG0003897	YEAST01270	AENJA_14064
OG0003899	YEAST04954	AENJA_14656
OG0003904	YEAST01732	AENJA_16228
OG0003907	YEAST02999, YEAST02288	AENJA_25978, AENJA_17207
OG0003908	YEAST01362	AENJA_22677
OG0003908	YEAST06330	AENJA_17280
OG0003910	YEAST03780	AENJA_17611
OG0003911	YEAST00032	AENJA_17893
OG0003913	YEAST03258	AENJA_18124
OG0003918	YEAST00058	AENJA_19068
OG0003921	YEAST06181	AENJA_19828
OG0003926	YEAST04138	AENJA_20056
OG0003929	YEAST04489, YEAST01422	AENJA_20627
OG0003930	YEAST03969	AENJA_20961
OG0003931	YEAST01142	AENJA_21038
OG0003934	YEAST00084	AENJA_21817
OG0003938	YEAST01566, YEAST05133	AENJA_22573
OG0003939	YEAST03211	AENJA_22721
OG0003944	YEAST01186	AENJA_23555
OG0003946	YEAST03220	AENJA_24350
OG0003947	YEAST06266, YEAST05428	AENJA_24809
OG0003949	YEAST01888	AENJA_25294
OG0003950	YEAST01409	AENJA_25298
OG0003954	YEAST02764	AENJA_26001
OG0003955	YEAST03951	AENJA_26253
OG0003959	YEAST02778	AENJA_26551
OG0003961	YEAST01991	AENJA_26616
OG0003999	YEAST05604	AENJA_00953
OG0004000	YEAST06060	AENJA_01025
OG0004005	YEAST06216	AENJA_01410, AENJA_01411
OG0004007	YEAST01456	AENJA_01716
OG0004012	YEAST00755	AENJA_02300
OG0004017	YEAST03019	AENJA_03846
OG0004023	YEAST04349	AENJA_04821
OG0004027	YEAST03587	AENJA_05469
OG0004032	YEAST02562	AENJA_06151
OG0004033	YEAST02572	AENJA_07800, AENJA_06467
OG0004035	YEAST02134	AENJA_07045
OG0004037	YEAST03371	AENJA_07206
OG0004042	YEAST05578	AENJA_07854
OG0004044	YEAST05367	AENJA_07917
OG0004047	YEAST02496	AENJA_08079
OG0004051	YEAST01772	AENJA_08973
OG0004052	YEAST03705	AENJA_09045, AENJA_09047
OG0004054	YEAST05576	AENJA_09386
OG0004056	YEAST05698	AENJA_09747
OG0004057	YEAST05620	AENJA_09847
OG0004059	YEAST00030	AENJA_10120
OG0004065	YEAST00772	AENJA_10916, AENJA_10915
OG0004067	YEAST02665	AENJA_11072, AENJA_11073
OG0004068	YEAST03461	AENJA_11291
OG0004071	YEAST02893	AENJA_11569
OG0004072	YEAST02440	AENJA_11674
OG0004075	YEAST02332	AENJA_25225, AENJA_11909, AENJA_25684
OG0004076	YEAST05461	AENJA_11962
OG0004079	YEAST04385	AENJA_12149
OG0004080	YEAST00812	AENJA_12559, AENJA_12560
OG0004082	YEAST00063, YEAST05409	AENJA_12648
OG0004090	YEAST02301, YEAST02021	AENJA_14113
OG0004091	YEAST04715	AENJA_14497, AENJA_14498
OG0004092	YEAST03564, YEAST06307	AENJA_14629
OG0004096	YEAST00160	AENJA_14942
OG0004097	YEAST05039	AENJA_15032
OG0004101	YEAST03547, YEAST02901	AENJA_16349
OG0004102	YEAST05787	AENJA_16425
OG0004103	YEAST05061	AENJA_16652, AENJA_16649
OG0004105	YEAST01700, YEAST01565	AENJA_17274
OG0004110	YEAST02825	AENJA_17972
OG0004113	YEAST02059	AENJA_18290
OG0004115	YEAST00325	AENJA_18384
OG0004116	YEAST00481	AENJA_18624
OG0004118	YEAST01855	AENJA_19037
OG0004119	YEAST02170	AENJA_19319
OG0004120	YEAST01953	AENJA_19470
OG0004123	YEAST04761	AENJA_19882
OG0004124	YEAST01139	AENJA_20051
OG0004127	YEAST06097	AENJA_20390
OG0004130	YEAST03149	AENJA_20514
OG0004134	YEAST05611	AENJA_20800
OG0004136	YEAST01084	AENJA_21121
OG0004142	YEAST05774	AENJA_22247
OG0004148	YEAST00867	AENJA_23349
OG0004150	YEAST04690	AENJA_23752
OG0004151	YEAST04284	AENJA_23954
OG0004153	YEAST05958, YEAST04386, YEAST00290	AENJA_24217, AENJA_24230
OG0004154	YEAST05587	AENJA_24263
OG0004158	YEAST03379	AENJA_24429
OG0004161	YEAST04124	AENJA_25182
OG0004162	YEAST04517	AENJA_25282
OG0004164	YEAST05923	AENJA_25479
OG0004166	YEAST00189	AENJA_25748
OG0004168	YEAST03028	AENJA_26286
OG0004169	YEAST05813	AENJA_26454
OG0004170	YEAST05906	AENJA_26593
OG0004171	YEAST04501	AENJA_26685
OG0004215	YEAST04590	AENJA_00310
OG0004217	YEAST01257	AENJA_00550
OG0004219	YEAST00912	AENJA_01020
OG0004222	YEAST05826	AENJA_01486
OG0004230	YEAST02220	AENJA_24753, AENJA_02152
OG0004232	YEAST05931	AENJA_02302
OG0004236	YEAST05432	AENJA_02429
OG0004237	YEAST04445, YEAST04344	AENJA_02572, AENJA_07147
OG0004239	YEAST05144	AENJA_02668
OG0004243	YEAST00306	AENJA_03297
OG0004245	YEAST00859	AENJA_03416, AENJA_09928, AENJA_21565
OG0004248	YEAST03678	AENJA_03763
OG0004249	YEAST02740	AENJA_03888
OG0004250	YEAST05543	AENJA_04014
OG0004252	YEAST05178	AENJA_04057
OG0004254	YEAST03900	AENJA_04427, AENJA_09254
OG0004258	YEAST00665	AENJA_15676, AENJA_04921, AENJA_24630
OG0004259	YEAST03730	AENJA_05091
OG0004261	YEAST02564	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	YEAST02368	AENJA_05767
OG0004268	YEAST00496	AENJA_06438
OG0004269	YEAST04758	AENJA_06472
OG0004273	YEAST02547	AENJA_07053
OG0004278	YEAST00243	AENJA_07644, AENJA_08435
OG0004280	YEAST05895	AENJA_07853
OG0004282	YEAST02575, YEAST06242	AENJA_07918
OG0004283	YEAST04184	AENJA_07931, AENJA_19675
OG0004287	YEAST01708	AENJA_10688, AENJA_10695, AENJA_08479
OG0004289	YEAST05719	AENJA_08571
OG0004291	YEAST00852	AENJA_08666
OG0004292	YEAST02537	AENJA_08709, AENJA_21597
OG0004295	YEAST05946	AENJA_08995
OG0004297	YEAST01463	AENJA_09281
OG0004300	YEAST05309	AENJA_09414
OG0004301	YEAST03850	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	YEAST05203	AENJA_09951, AENJA_11814
OG0004303	YEAST02492	AENJA_10102
OG0004304	YEAST02425, YEAST05929	AENJA_10126
OG0004305	YEAST02123	AENJA_10671
OG0004307	YEAST04592	AENJA_10811
OG0004308	YEAST04835	AENJA_10896
OG0004309	YEAST05924	AENJA_10914
OG0004310	YEAST05001	AENJA_11180, AENJA_23448
OG0004312	YEAST03330	AENJA_11219
OG0004314	YEAST00500	AENJA_11558
OG0004324	YEAST04322	AENJA_12557
OG0004330	YEAST06277	AENJA_13252
OG0004331	YEAST06230	AENJA_13331
OG0004333	YEAST01391	AENJA_13634
OG0004335	YEAST01057	AENJA_13686
OG0004337	YEAST05652	AENJA_13913
OG0004338	YEAST05023	AENJA_14330
OG0004344	YEAST02441	AENJA_15963
OG0004345	YEAST04894	AENJA_16155
OG0004347	YEAST04515	AENJA_16598
OG0004348	YEAST03956	AENJA_16800
OG0004350	YEAST04742	AENJA_16841
OG0004351	YEAST04167	AENJA_16867
OG0004353	YEAST05143	AENJA_17017
OG0004356	YEAST02877	AENJA_17320
OG0004357	YEAST02304	AENJA_17547
OG0004358	YEAST01304	AENJA_18672, AENJA_18047, AENJA_18673
OG0004359	YEAST01873	AENJA_18134
OG0004364	YEAST00647	AENJA_19146
OG0004366	YEAST01097	AENJA_19317
OG0004369	YEAST04013	AENJA_19753
OG0004370	YEAST02378	AENJA_24515, AENJA_19903
OG0004374	YEAST00556	AENJA_20422
OG0004377	YEAST05181	AENJA_21485
OG0004378	YEAST03291	AENJA_21608
OG0004379	YEAST02180, YEAST04152	AENJA_21681
OG0004380	YEAST04825	AENJA_21685
OG0004382	YEAST03218	AENJA_22037
OG0004394	YEAST00619	AENJA_23929
OG0004396	YEAST01668	AENJA_24530
OG0004400	YEAST03238, YEAST03731	AENJA_25584
OG0004401	YEAST04219	AENJA_25597
OG0004402	YEAST05942, YEAST03617	AENJA_25980
OG0004404	YEAST00833, YEAST00883	AENJA_26407
OG0004460	YEAST06162	AENJA_10602, AENJA_00174
OG0004462	YEAST03397	AENJA_03119, AENJA_00195
OG0004468	YEAST04439	AENJA_00461
OG0004472	YEAST06199	AENJA_00868
OG0004479	YEAST00474	AENJA_02206
OG0004484	YEAST01989	AENJA_02375
OG0004486	YEAST00968	AENJA_02721
OG0004489	YEAST03700	AENJA_03089
OG0004490	YEAST02887	AENJA_03148
OG0004492	YEAST05415, YEAST01368	AENJA_03264
OG0004494	YEAST03738	AENJA_03427
OG0004495	YEAST00946	AENJA_03794
OG0004498	YEAST02716	AENJA_04040
OG0004500	YEAST04651	AENJA_04178
OG0004503	YEAST02385	AENJA_04529, AENJA_23467
OG0004505	YEAST01701	AENJA_08695, AENJA_04733, AENJA_22550
OG0004506	YEAST06061	AENJA_04842
OG0004507	YEAST04994	AENJA_04865
OG0004512	YEAST01510	AENJA_05863
OG0004513	YEAST04235	AENJA_06212
OG0004515	YEAST05737	AENJA_06345
OG0004519	YEAST01596	AENJA_06969
OG0004520	YEAST06001, YEAST05696	AENJA_07201
OG0004525	YEAST03937	AENJA_07831
OG0004526	YEAST02603	AENJA_23914, AENJA_07835
OG0004529	YEAST03981	AENJA_07939, AENJA_07944
OG0004535	YEAST02221	AENJA_08570
OG0004538	YEAST02750	AENJA_08665
OG0004541	YEAST02645, YEAST03788, YEAST04781	AENJA_08939
OG0004542	YEAST04816, YEAST04623	AENJA_09105
OG0004545	YEAST02071	AENJA_19665, AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	YEAST04485	AENJA_09271
OG0004551	YEAST05315	AENJA_11055
OG0004551	YEAST00426	AENJA_14630
OG0004554	YEAST05640, YEAST04172	AENJA_11434
OG0004559	YEAST04428	AENJA_11902
OG0004563	YEAST04325	AENJA_12215
OG0004566	YEAST02192	AENJA_12676
OG0004567	YEAST05747	AENJA_12797
OG0004571	YEAST02127	AENJA_13264
OG0004573	YEAST00677	AENJA_13416
OG0004577	YEAST02283	AENJA_13927
OG0004579	YEAST00134	AENJA_14039
OG0004581	YEAST03583, YEAST04618	AENJA_14240
OG0004582	YEAST04377	AENJA_14257
OG0004583	YEAST05833	AENJA_14685
OG0004584	YEAST03457	AENJA_14870
OG0004585	YEAST01153	AENJA_14884
OG0004590	YEAST03622, YEAST00886	AENJA_15587
OG0004593	YEAST01231	AENJA_16066
OG0004606	YEAST05926	AENJA_17079
OG0004609	YEAST05326	AENJA_17443
OG0004610	YEAST04487, YEAST01427	AENJA_17485
OG0004611	YEAST04613	AENJA_17567
OG0004612	YEAST02359	AENJA_17697
OG0004616	YEAST00250, YEAST02830	AENJA_17897
OG0004619	YEAST03531	AENJA_18030
OG0004621	YEAST00178	AENJA_18130
OG0004623	YEAST04421	AENJA_18259
OG0004626	YEAST00427	AENJA_18829
OG0004630	YEAST01322, YEAST02951	AENJA_19296
OG0004633	YEAST03510	AENJA_19396
OG0004634	YEAST00262, YEAST00249	AENJA_19399
OG0004635	YEAST02703	AENJA_19421
OG0004639	YEAST02924	AENJA_19701
OG0004648	YEAST04721, YEAST05892	AENJA_21464
OG0004649	YEAST02284	AENJA_21530
OG0004651	YEAST01146	AENJA_21665
OG0004654	YEAST00988	AENJA_21881
OG0004655	YEAST01640	AENJA_21945
OG0004656	YEAST04281	AENJA_22399
OG0004657	YEAST00473	AENJA_22627
OG0004658	YEAST04140	AENJA_22666
OG0004659	YEAST02251	AENJA_22731
OG0004660	YEAST06221, YEAST00721	AENJA_22903
OG0004663	YEAST01161	AENJA_23128
OG0004664	YEAST05162	AENJA_23247
OG0004668	YEAST01610	AENJA_23876
OG0004669	YEAST00949	AENJA_23970
OG0004670	YEAST03416	AENJA_23983
OG0004671	YEAST02606	AENJA_24032
OG0004674	YEAST05448	AENJA_24465
OG0004675	YEAST05072, YEAST02983	AENJA_24642
OG0004676	YEAST05785, YEAST00056, YEAST02694	AENJA_24878
OG0004678	YEAST02777, YEAST04846	AENJA_25081
OG0004682	YEAST02876	AENJA_25603
OG0004683	YEAST00676	AENJA_25906
OG0004684	YEAST05643	AENJA_25907
OG0004685	YEAST04200	AENJA_26252
OG0004687	YEAST00982	AENJA_26633
OG0004691	YEAST00819	AENJA_26781
OG0004728	YEAST04662, YEAST00882	AENJA_00010
OG0004733	YEAST06337	AENJA_00482
OG0004735	YEAST04508	AENJA_00527
OG0004739	YEAST01817	AENJA_00833
OG0004740	YEAST04029	AENJA_00889
OG0004743	YEAST04299	AENJA_00975
OG0004747	YEAST01134	AENJA_02204
OG0004748	YEAST03942	AENJA_09307, AENJA_25929, AENJA_25930, AENJA_02212, AENJA_02211
OG0004749	YEAST05904	AENJA_02213
OG0004753	YEAST04746	AENJA_02412
OG0004755	YEAST03690	AENJA_02461
OG0004756	YEAST03704	AENJA_02560
OG0004759	YEAST02912	AENJA_02782
OG0004760	YEAST01847	AENJA_02947
OG0004764	YEAST04443, YEAST04345	AENJA_03553
OG0004765	YEAST02487	AENJA_03642
OG0004766	YEAST01053	AENJA_03824
OG0004767	YEAST03559	AENJA_03880
OG0004768	YEAST02666	AENJA_03887
OG0004769	YEAST06228	AENJA_04019
OG0004770	YEAST03432	AENJA_04020
OG0004774	YEAST06062	AENJA_04499
OG0004785	YEAST04153	AENJA_05817
OG0004786	YEAST01015	AENJA_05823, AENJA_22606
OG0004787	YEAST02164	AENJA_05829
OG0004792	YEAST02299	AENJA_06378
OG0004795	YEAST02163	AENJA_06563
OG0004797	YEAST00371	AENJA_06655
OG0004805	YEAST03570	AENJA_07591
OG0004808	YEAST02354	AENJA_07815
OG0004811	YEAST01683	AENJA_07997
OG0004814	YEAST05710	AENJA_08117
OG0004816	YEAST04664	AENJA_08251
OG0004819	YEAST00279	AENJA_08530, AENJA_08531
OG0004820	YEAST05404	AENJA_08911, AENJA_08918
OG0004822	YEAST03199	AENJA_09116
OG0004833	YEAST01309	AENJA_09996
OG0004836	YEAST00658	AENJA_10309
OG0004840	YEAST01399	AENJA_10771
OG0004841	YEAST01375	AENJA_10828
OG0004842	YEAST05083	AENJA_10831
OG0004843	YEAST03163	AENJA_10860
OG0004844	YEAST01571	AENJA_11067
OG0004848	YEAST02387	AENJA_11309
OG0004849	YEAST06335	AENJA_11321
OG0004850	YEAST05082, YEAST02977	AENJA_11412
OG0004851	YEAST02907	AENJA_11448
OG0004852	YEAST00825	AENJA_11559
OG0004854	YEAST00889, YEAST04304	AENJA_11701
OG0004855	YEAST03252	AENJA_11702
OG0004856	YEAST05973	AENJA_11708
OG0004858	YEAST04268	AENJA_12040
OG0004863	YEAST00862	AENJA_12291
OG0004864	YEAST00264	AENJA_12322
OG0004874	YEAST04564	AENJA_13351
OG0004875	YEAST02491	AENJA_13517
OG0004877	YEAST05247	AENJA_13821
OG0004879	YEAST01311	AENJA_13901, AENJA_13900
OG0004880	YEAST06046	AENJA_14006
OG0004881	YEAST00141	AENJA_14067
OG0004886	YEAST05077	AENJA_14557
OG0004887	YEAST05734	AENJA_14679
OG0004893	YEAST04667	AENJA_15519
OG0004896	YEAST06193	AENJA_15696
OG0004897	YEAST03127, YEAST00642	AENJA_15708
OG0004898	YEAST01269	AENJA_15713, AENJA_15712
OG0004902	YEAST00933	AENJA_16316
OG0004903	YEAST03539	AENJA_16438
OG0004906	YEAST02770	AENJA_16690, AENJA_26441
OG0004911	YEAST04765	AENJA_16946
OG0004913	YEAST01636	AENJA_17248
OG0004914	YEAST03369	AENJA_17388
OG0004917	YEAST00244	AENJA_17545
OG0004922	YEAST03302	AENJA_18036, AENJA_18037
OG0004924	YEAST03555, YEAST03277	AENJA_18232
OG0004928	YEAST00311	AENJA_18869
OG0004932	YEAST04654	AENJA_19433
OG0004935	YEAST02167	AENJA_19714
OG0004940	YEAST05107, YEAST05559	AENJA_20384
OG0004941	YEAST03194	AENJA_20437
OG0004947	YEAST05164	AENJA_22271
OG0004948	YEAST02275	AENJA_22467
OG0004949	YEAST04201	AENJA_22471
OG0004952	YEAST02477	AENJA_23013
OG0004954	YEAST06058	AENJA_23328
OG0004962	YEAST04400	AENJA_23749
OG0004963	YEAST04940	AENJA_23812
OG0004964	YEAST04104	AENJA_24147
OG0004968	YEAST03489	AENJA_24458
OG0004969	YEAST02591	AENJA_24520
OG0004970	YEAST04414	AENJA_24573
OG0004971	YEAST05364	AENJA_24578
OG0004972	YEAST03511	AENJA_24749
OG0004975	YEAST00144, YEAST01994	AENJA_25050
OG0004976	YEAST05983	AENJA_25080
OG0004977	YEAST06017	AENJA_25085
OG0004979	YEAST06027	AENJA_25410
OG0004980	YEAST05221	AENJA_25419
OG0004981	YEAST03914, YEAST04639	AENJA_25504
OG0004982	YEAST03625	AENJA_25668
OG0004985	YEAST03498	AENJA_26124
OG0004988	YEAST05990	AENJA_26346
OG0004989	YEAST04576	AENJA_26564
OG0004990	YEAST04419	AENJA_26628
OG0004992	YEAST05627	AENJA_26724
OG0005038	YEAST02861	AENJA_00045
OG0005040	YEAST04778	AENJA_00082
OG0005047	YEAST01837	AENJA_00552
OG0005053	YEAST00680	AENJA_01012
OG0005055	YEAST02159	AENJA_01142
OG0005059	YEAST03737	AENJA_01536
OG0005067	YEAST06051	AENJA_02335
OG0005069	YEAST03130	AENJA_02390
OG0005073	YEAST00873	AENJA_02563
OG0005076	YEAST04563	AENJA_02930
OG0005081	YEAST03124	AENJA_03161
OG0005083	YEAST00678, YEAST05235	AENJA_03370
OG0005084	YEAST03782	AENJA_03378
OG0005085	YEAST06159	AENJA_03391
OG0005086	YEAST00205	AENJA_03514
OG0005087	YEAST00816	AENJA_03523
OG0005088	YEAST05769, YEAST03125	AENJA_03643
OG0005089	YEAST04644	AENJA_09868, AENJA_03710
OG0005090	YEAST00338	AENJA_03754
OG0005091	YEAST05089	AENJA_03934
OG0005093	YEAST01810	AENJA_03996
OG0005095	YEAST04437	AENJA_04110
OG0005096	YEAST00667	AENJA_04204
OG0005097	YEAST05071	AENJA_04431
OG0005099	YEAST01396	AENJA_04491
OG0005100	YEAST02389	AENJA_04820
OG0005104	YEAST05248	AENJA_05405
OG0005106	YEAST06065, YEAST00421	AENJA_05457
OG0005107	YEAST06099	AENJA_11332, AENJA_16150, AENJA_05759
OG0005109	YEAST05204, YEAST00612	AENJA_05821
OG0005111	YEAST06212, YEAST04032	AENJA_05942
OG0005114	YEAST02131	AENJA_16137, AENJA_06756
OG0005117	YEAST06050	AENJA_07237
OG0005121	YEAST02052	AENJA_07745
OG0005124	YEAST04099	AENJA_07802
OG0005130	YEAST03863	AENJA_08397
OG0005139	YEAST04015	AENJA_09924, AENJA_15622
OG0005142	YEAST03890	AENJA_10009
OG0005143	YEAST00443	AENJA_10049
OG0005144	YEAST04065	AENJA_22343, AENJA_10084
OG0005146	YEAST02971	AENJA_10342
OG0005149	YEAST03025, YEAST02738	AENJA_10565
OG0005151	YEAST03382	AENJA_11027, AENJA_18836
OG0005152	YEAST00847	AENJA_11080, AENJA_11081
OG0005157	YEAST02981	AENJA_11597
OG0005160	YEAST06113	AENJA_11799
OG0005164	YEAST06283	AENJA_12166
OG0005167	YEAST03924	AENJA_12659
OG0005168	YEAST06272	AENJA_12811
OG0005169	YEAST00459	AENJA_12818
OG0005175	YEAST05445	AENJA_13376
OG0005176	YEAST00218	AENJA_13525
OG0005178	YEAST04497	AENJA_13682
OG0005179	YEAST05659	AENJA_13683
OG0005183	YEAST05308	AENJA_14222
OG0005184	YEAST00492	AENJA_14397
OG0005187	YEAST05234	AENJA_14581
OG0005188	YEAST01554	AENJA_14606
OG0005191	YEAST00993	AENJA_14708
OG0005192	YEAST05720	AENJA_14714, AENJA_14713
OG0005194	YEAST04086	AENJA_15083
OG0005196	YEAST01388	AENJA_15512
OG0005198	YEAST00327	AENJA_15753
OG0005200	YEAST01016	AENJA_15889
OG0005201	YEAST00082	AENJA_15944
OG0005203	YEAST02207	AENJA_16058
OG0005204	YEAST01178	AENJA_16162
OG0005205	YEAST01046	AENJA_16290
OG0005208	YEAST01429	AENJA_16681
OG0005212	YEAST06147	AENJA_16938
OG0005220	YEAST04357	AENJA_18013
OG0005221	YEAST03209	AENJA_18089, AENJA_18087
OG0005222	YEAST05518	AENJA_18251
OG0005224	YEAST06324	AENJA_18467
OG0005225	YEAST05094	AENJA_18857
OG0005227	YEAST05529	AENJA_19102, AENJA_26640
OG0005228	YEAST05916	AENJA_23120, AENJA_19277
OG0005229	YEAST04766	AENJA_19358
OG0005231	YEAST02681	AENJA_19506
OG0005233	YEAST00564	AENJA_19580
OG0005237	YEAST05398	AENJA_19710
OG0005238	YEAST00351	AENJA_19721
OG0005239	YEAST04499	AENJA_19990
OG0005240	YEAST03058	AENJA_20005
OG0005244	YEAST06021	AENJA_20092
OG0005247	YEAST06314	AENJA_20373
OG0005249	YEAST03446	AENJA_20420
