Orthogroup	YEAST	MOUSE
OG0006127	YEAST04711	MOUSE49454, MOUSE49455
OG0006134	YEAST00416	MOUSE10022, MOUSE10020
OG0006135	YEAST00161	MOUSE20960
OG0006136	YEAST05740	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942
OG0006140	YEAST05182	MOUSE38190, MOUSE38192, MOUSE38191
OG0006141	YEAST02626	MOUSE51343, MOUSE51342, MOUSE51341
OG0006144	YEAST04770	MOUSE20124
OG0006145	YEAST01394	MOUSE34972
OG0006147	YEAST05179	MOUSE10202, MOUSE10203, MOUSE10204, MOUSE31232
OG0006149	YEAST05979	MOUSE07677, MOUSE07678, MOUSE07679
OG0006152	YEAST03796	MOUSE00260, MOUSE00257
OG0006155	YEAST04800	MOUSE30193, MOUSE30194
OG0006156	YEAST00437	MOUSE38431, MOUSE38430
OG0006159	YEAST06098	MOUSE27864, MOUSE27865
OG0006160	YEAST01548	MOUSE24920
OG0006161	YEAST04301	MOUSE39829
OG0006168	YEAST01411	MOUSE50314
OG0006169	YEAST02933	MOUSE45226, MOUSE45225
OG0006176	YEAST03164	MOUSE48486
OG0006177	YEAST01871, YEAST01295	MOUSE44442, MOUSE44441
OG0006180	YEAST00504	MOUSE23209
OG0006181	YEAST02419	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441
OG0006185	YEAST05986	MOUSE31989
OG0006186	YEAST01010	MOUSE16055
OG0006188	YEAST05311	MOUSE32525, MOUSE32524
OG0006189	YEAST00844, YEAST06269	MOUSE53256, MOUSE53259
OG0006191	YEAST02336	MOUSE19452
OG0006192	YEAST06153	MOUSE27820, MOUSE27819
OG0006196	YEAST03954	MOUSE29966
OG0006199	YEAST06121	MOUSE15121, MOUSE15120, MOUSE15119
OG0006200	YEAST05079	MOUSE48340, MOUSE48339
OG0006202	YEAST00362	MOUSE12269, MOUSE12268
OG0006204	YEAST02271	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198
OG0006209	YEAST04555	MOUSE13266
OG0006210	YEAST00201	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962
OG0006213	YEAST03554	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343
OG0006214	YEAST04089	MOUSE01795, MOUSE01797, MOUSE01796
OG0006216	YEAST01089	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855
OG0006217	YEAST00809	MOUSE36677
OG0006224	YEAST02751, YEAST03048	MOUSE34843
OG0006225	YEAST04875	MOUSE18228
OG0006227	YEAST00128	MOUSE27758
OG0006229	YEAST00143	MOUSE30115, MOUSE30114, MOUSE30116
OG0006230	YEAST03869	MOUSE23377
OG0006233	YEAST04247	MOUSE16038
OG0006237	YEAST02126	MOUSE34509, MOUSE34508
OG0006240	YEAST04649	MOUSE32816
OG0006245	YEAST05732	MOUSE22264, MOUSE22265
OG0006247	YEAST04977	MOUSE10299
OG0006249	YEAST00821	MOUSE04079, MOUSE04078
OG0006250	YEAST05424	MOUSE19187
OG0006251	YEAST04963	MOUSE04588, MOUSE04587
OG0006255	YEAST03350	MOUSE20934, MOUSE20935, MOUSE20936, MOUSE20937, MOUSE20938
OG0006258	YEAST05637	MOUSE19643
OG0006259	YEAST05672	MOUSE13823
OG0006260	YEAST04100	MOUSE41017
OG0006263	YEAST02521	MOUSE19929
OG0006269	YEAST03069	MOUSE40907, MOUSE40906
OG0006271	YEAST00375	MOUSE21994, MOUSE21993
OG0006275	YEAST06102	MOUSE24704, MOUSE24705, MOUSE24706
OG0006277	YEAST02811	MOUSE04582
OG0006279	YEAST04402	MOUSE16388, MOUSE16387, MOUSE16386
OG0006280	YEAST04541	MOUSE00019
OG0006281	YEAST04979	MOUSE35102, MOUSE35103
OG0006282	YEAST01445	MOUSE01452, MOUSE01451
OG0006283	YEAST00229	MOUSE25149, MOUSE25148, MOUSE25150, MOUSE25147
OG0006284	YEAST04213	MOUSE01517, MOUSE01515, MOUSE01516
OG0006288	YEAST02860	MOUSE37722, MOUSE37718, MOUSE37719, MOUSE37720, MOUSE37723
OG0006289	YEAST06209	MOUSE40814, MOUSE40816
OG0006293	YEAST05380	MOUSE37627, MOUSE37625
OG0006294	YEAST04000	MOUSE07913
OG0006295	YEAST05360	MOUSE38121
OG0006302	YEAST01852	MOUSE51462, MOUSE51463, MOUSE51464
OG0006306	YEAST00230	MOUSE34252, MOUSE34251
OG0006311	YEAST01145	MOUSE42035, MOUSE42034
OG0006313	YEAST02392	MOUSE34183, MOUSE34185, MOUSE34184
OG0006315	YEAST00489	MOUSE27789, MOUSE27788
OG0006317	YEAST02082	MOUSE30611, MOUSE30613, MOUSE30612
OG0006319	YEAST01135	MOUSE45688
OG0006320	YEAST04478	MOUSE41214, MOUSE41212, MOUSE41213
OG0006322	YEAST00815	MOUSE52872
OG0006329	YEAST01245	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764
OG0006332	YEAST06042	MOUSE27257, MOUSE27256
OG0006334	YEAST00864	MOUSE48911, MOUSE48912
OG0006335	YEAST02588	MOUSE14829
OG0006339	YEAST06286	MOUSE37259
OG0006340	YEAST00922, YEAST05387	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902
OG0006341	YEAST01452	MOUSE47414
OG0006344	YEAST01465	MOUSE32264
OG0006347	YEAST03436	MOUSE02467
OG0006349	YEAST05233	MOUSE20753
OG0006350	YEAST00452	MOUSE19460
OG0006357	YEAST02650	MOUSE22850
OG0006360	YEAST01556	MOUSE02221
OG0006362	YEAST05722	MOUSE34247, MOUSE34248
OG0006370	YEAST02350	MOUSE35591, MOUSE35592
OG0006372	YEAST05423	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011
OG0006375	YEAST05198	MOUSE16929
OG0006377	YEAST04974	MOUSE13243
OG0006378	YEAST01924	MOUSE36964, MOUSE36966, MOUSE36963, MOUSE36965
OG0006381	YEAST01058	MOUSE02021, MOUSE02020
OG0006382	YEAST03313	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503
OG0006385	YEAST04806	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068
OG0006387	YEAST05324	MOUSE16306, MOUSE34335
OG0006389	YEAST02409	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583
OG0006390	YEAST00339	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927
OG0006392	YEAST01246	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925
OG0006395	YEAST03605	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235
OG0006396	YEAST02453	MOUSE09804, MOUSE09803
OG0006398	YEAST04420, YEAST03553	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321, MOUSE33325
OG0006407	YEAST02250	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473
OG0006416	YEAST00023	MOUSE13356, MOUSE13354, MOUSE13355, MOUSE13357
OG0006447	YEAST03459	MOUSE25747
OG0006448	YEAST00505, YEAST04285	MOUSE13317, MOUSE13318
OG0006449	YEAST02458	MOUSE13387, MOUSE13386
OG0006456	YEAST06224	MOUSE19867, MOUSE19868
OG0006459	YEAST00972, YEAST00245	MOUSE27714, MOUSE27717
OG0006461	YEAST05346	MOUSE52644
OG0006462	YEAST01838	MOUSE14254, MOUSE14253
OG0006464	YEAST05965	MOUSE15625, MOUSE15624
OG0006465	YEAST01875	MOUSE08682, MOUSE08683, MOUSE08684
OG0006470	YEAST01306	MOUSE36168
OG0006474	YEAST03988	MOUSE15358, MOUSE15357, MOUSE15356
OG0006475	YEAST06223, YEAST00349	MOUSE39872
OG0006476	YEAST00315	MOUSE38897
OG0006479	YEAST05669	MOUSE35163, MOUSE35164
OG0006481	YEAST06165	MOUSE02030, MOUSE51052
OG0006488	YEAST02614	MOUSE42690, MOUSE42689
OG0006498	YEAST02291	MOUSE54569, MOUSE54568, MOUSE54567
OG0006503	YEAST06053	MOUSE47999
OG0006504	YEAST02866	MOUSE38033, MOUSE38032, MOUSE38034
OG0006507	YEAST02914	MOUSE21775
OG0006509	YEAST02252	MOUSE48743
OG0006511	YEAST01899	MOUSE27841, MOUSE27840, MOUSE44519
OG0006512	YEAST04169	MOUSE48697
OG0006514	YEAST05820	MOUSE30039, MOUSE30040
OG0006515	YEAST03195	MOUSE08195, MOUSE08193, MOUSE08194
OG0006516	YEAST02248	MOUSE27482
OG0006520	YEAST05914	MOUSE29790, MOUSE29789
OG0006523	YEAST04170	MOUSE42761
OG0006528	YEAST02276	MOUSE22560, MOUSE22559, MOUSE22558
OG0006532	YEAST05019	MOUSE01404
OG0006536	YEAST05130	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898
OG0006538	YEAST02168	MOUSE26266
OG0006543	YEAST03219	MOUSE52038
OG0006544	YEAST06160	MOUSE28396, MOUSE28393
OG0006550	YEAST05541	MOUSE24976
OG0006552	YEAST02016	MOUSE10340, MOUSE10339
OG0006553	YEAST05825	MOUSE38559, MOUSE38560
OG0006554	YEAST04136	MOUSE37728, MOUSE37726, MOUSE37727
OG0006561	YEAST00874	MOUSE07407, MOUSE07406
OG0006564	YEAST05934	MOUSE38057
OG0006568	YEAST03560	MOUSE00150
OG0006569	YEAST02940	MOUSE02949, MOUSE02948
OG0006571	YEAST00795	MOUSE10425, MOUSE10423
OG0006574	YEAST06163	MOUSE18407
OG0006577	YEAST03945	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173
OG0006578	YEAST00813	MOUSE35928, MOUSE35927
OG0006580	YEAST04957	MOUSE05305, MOUSE05304, MOUSE05303
OG0006584	YEAST01846	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006589	YEAST04474	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524
OG0006594	YEAST00464	MOUSE46304, MOUSE46303
OG0006595	YEAST05577	MOUSE11155, MOUSE11154
OG0006596	YEAST03312	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679
OG0006597	YEAST01876	MOUSE28239, MOUSE53941
OG0006598	YEAST02580	MOUSE32270
OG0006602	YEAST06259	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	YEAST05721	MOUSE49497
OG0006604	YEAST01597	MOUSE04487, MOUSE04486
OG0006607	YEAST05258	MOUSE33913, MOUSE33912
OG0006609	YEAST04231	MOUSE35588
OG0006610	YEAST04593	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	YEAST02395	MOUSE02492, MOUSE02494, MOUSE02493
OG0006613	YEAST00490	MOUSE27701, MOUSE27702
OG0006615	YEAST02695	MOUSE19081
OG0006617	YEAST02864, YEAST02189	MOUSE06872, MOUSE06873
OG0006619	YEAST03691	MOUSE09213
OG0006622	YEAST04382	MOUSE33010, MOUSE55184
OG0006625	YEAST05905	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590
OG0006627	YEAST01553	MOUSE18618
OG0006630	YEAST05584	MOUSE51996
OG0006631	YEAST01419, YEAST04493	MOUSE23336, MOUSE23337, MOUSE23338
OG0006633	YEAST05580	MOUSE09178, MOUSE09174
OG0006636	YEAST06190	MOUSE42187, MOUSE42189
OG0006637	YEAST06011	MOUSE05078, MOUSE05077
OG0006651	YEAST03308	MOUSE16196, MOUSE16198
OG0006655	YEAST04609	MOUSE10356
OG0006658	YEAST03323	MOUSE07435
OG0006662	YEAST02707	MOUSE51152, MOUSE51153, MOUSE51154
OG0006663	YEAST04538	MOUSE22698
OG0006664	YEAST04769	MOUSE13287
OG0006667	YEAST03011	MOUSE51392
OG0006668	YEAST00040	MOUSE21920
OG0006669	YEAST05379	MOUSE13244
OG0006678	YEAST03428	MOUSE06118
OG0006681	YEAST02774	MOUSE12651
OG0006688	YEAST02298	MOUSE12003, MOUSE12002, MOUSE12007, MOUSE12001, MOUSE12000
OG0006690	YEAST00986	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223
OG0006691	YEAST06141	MOUSE05202, MOUSE05203
OG0006692	YEAST04243	MOUSE05269
OG0006694	YEAST04074	MOUSE00171, MOUSE00170, MOUSE00172
OG0006703	YEAST04919	MOUSE21490, MOUSE21491, MOUSE21488, MOUSE21489
OG0006704	YEAST02241	MOUSE37070, MOUSE37071, MOUSE37068, MOUSE37069
OG0006706	YEAST01312	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892
OG0006707	YEAST04448	MOUSE40954
OG0006712	YEAST01297	MOUSE28628
OG0006716	YEAST01688	MOUSE32261, MOUSE32263, MOUSE32262
OG0006717	YEAST03273, YEAST00511	MOUSE20433
OG0006722	YEAST05928	MOUSE44584, MOUSE44583
OG0006725	YEAST05141	MOUSE52635, MOUSE52636
OG0006726	YEAST01310	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158
OG0006728	YEAST01819	MOUSE19069, MOUSE19071, MOUSE19070, MOUSE19068
OG0006730	YEAST06066	MOUSE31098, MOUSE31099, MOUSE31097
OG0006732	YEAST05092	MOUSE23249, MOUSE23247, MOUSE23248
OG0006736	YEAST03708, YEAST02845	MOUSE53272, MOUSE53273
OG0006738	YEAST03786	MOUSE23304, MOUSE23306, MOUSE23305
OG0006741	YEAST00908	MOUSE52752
OG0006752	YEAST01605	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251
OG0006753	YEAST06210	MOUSE07645, MOUSE07647, MOUSE07646, MOUSE07644
OG0006754	YEAST05223, YEAST00660	MOUSE13935, MOUSE13936
OG0006755	YEAST03743	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888
OG0006757	YEAST02585	MOUSE43120, MOUSE43121, MOUSE43119
OG0006758	YEAST00132	MOUSE41066
OG0006766	YEAST01711	MOUSE54011
OG0006769	YEAST04955	MOUSE47279, MOUSE47278, MOUSE47276
OG0006772	YEAST05602	MOUSE40319
OG0006775	YEAST01095	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638
OG0006776	YEAST02455	MOUSE05553, MOUSE05552
OG0006777	YEAST05242	MOUSE43306, MOUSE43305
OG0006826	YEAST03748	MOUSE19257
OG0006830	YEAST02320	MOUSE04883
OG0006838	YEAST01244	MOUSE16969
OG0006843	YEAST03855	MOUSE32360, MOUSE32362, MOUSE32361
OG0006846	YEAST04146	MOUSE07807
OG0006853	YEAST03500	MOUSE02312, MOUSE02313, MOUSE02310, MOUSE02311
OG0006860	YEAST03798	MOUSE49501
OG0006867	YEAST03341	MOUSE18748
OG0006869	YEAST01706	MOUSE40651
OG0006874	YEAST03449	MOUSE40813, MOUSE40812
OG0006876	YEAST00384	MOUSE33297, MOUSE33298, MOUSE33299
OG0006880	YEAST04631	MOUSE40621, MOUSE40622
OG0006881	YEAST01049	MOUSE45680, MOUSE45679
OG0006887	YEAST01983	MOUSE19492, MOUSE05301
OG0006888	YEAST00485	MOUSE18268
OG0006890	YEAST02034	MOUSE21126
OG0006891	YEAST00187	MOUSE20564
OG0006892	YEAST04820	MOUSE22133
OG0006894	YEAST01360	MOUSE06080
OG0006897	YEAST00856	MOUSE10431, MOUSE10432
OG0006901	YEAST05480	MOUSE22140
OG0006906	YEAST00746	MOUSE04566, MOUSE04569, MOUSE04568, MOUSE04567
OG0006918	YEAST05610	MOUSE13577, MOUSE13576, MOUSE13578
OG0006920	YEAST02490	MOUSE12512
OG0006924	YEAST04308	MOUSE19139, MOUSE19140
OG0006927	YEAST00921	MOUSE01549, MOUSE01548, MOUSE01547
OG0006934	YEAST02053	MOUSE12905, MOUSE12906
OG0006935	YEAST02014	MOUSE32527, MOUSE32526
OG0006936	YEAST06114	MOUSE00847, MOUSE00846
OG0006937	YEAST05537	MOUSE35606
OG0006938	YEAST02536	MOUSE41043, MOUSE41042, MOUSE41040, MOUSE41041
OG0006939	YEAST01033	MOUSE34061, MOUSE34060
OG0006940	YEAST05163	MOUSE05605, MOUSE05603, MOUSE05604
OG0006942	YEAST00190	MOUSE20201, MOUSE20202
OG0006943	YEAST02583	MOUSE21146
OG0006949	YEAST00975, YEAST00256	MOUSE51685
OG0006952	YEAST02831	MOUSE54586, MOUSE32099, MOUSE32100
OG0006953	YEAST02903, YEAST04751, YEAST05739	MOUSE04485
OG0006959	YEAST01865	MOUSE24311, MOUSE24310
OG0006964	YEAST05995	MOUSE00609
OG0006966	YEAST02544	MOUSE29849, MOUSE29852
OG0006967	YEAST06235	MOUSE14234
OG0006968	YEAST03972	MOUSE13904, MOUSE13899, MOUSE13901
OG0006969	YEAST01604	MOUSE35832, MOUSE35830, MOUSE35829
OG0006971	YEAST00044	MOUSE37465
OG0006973	YEAST03793	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506
OG0006975	YEAST02322	MOUSE33904, MOUSE33903
OG0006977	YEAST06248	MOUSE10916, MOUSE10917
OG0006978	YEAST00696	MOUSE10225, MOUSE10227
OG0006980	YEAST02173	MOUSE15424
OG0006985	YEAST03215	MOUSE40889, MOUSE40890
OG0006989	YEAST04914	MOUSE22512
OG0006991	YEAST05066	MOUSE29125
OG0006992	YEAST04657	MOUSE21388
OG0006994	YEAST05554	MOUSE26596
OG0006995	YEAST06048	MOUSE10952, MOUSE10951, MOUSE10949
OG0006997	YEAST00664	MOUSE14368
OG0006998	YEAST02509	MOUSE05846
OG0006999	YEAST03874	MOUSE13476
OG0007003	YEAST01840	MOUSE09049
OG0007005	YEAST03907	MOUSE38053, MOUSE38054, MOUSE38052
OG0007009	YEAST05645	MOUSE20677, MOUSE20678, MOUSE20679
OG0007010	YEAST01652	MOUSE36520, MOUSE36523, MOUSE36522
OG0007012	YEAST05361	MOUSE31649
OG0007013	YEAST05971	MOUSE03906
OG0007015	YEAST03053	MOUSE28687, MOUSE28688, MOUSE28686
OG0007016	YEAST05307	MOUSE49206, MOUSE49205
OG0007020	YEAST00663	MOUSE40200, MOUSE40201
OG0007024	YEAST01864	MOUSE39327
OG0007028	YEAST06312	MOUSE23985, MOUSE23984
OG0007029	YEAST05619	MOUSE23539, MOUSE23537, MOUSE23536, MOUSE23540
OG0007030	YEAST05712	MOUSE48335, MOUSE48334
OG0007033	YEAST04002	MOUSE28089
OG0007036	YEAST04799	MOUSE17668, MOUSE17669
OG0007043	YEAST02072, YEAST01064	MOUSE46823, MOUSE46824
OG0007045	YEAST01113	MOUSE34173, MOUSE34174
OG0007046	YEAST04826	MOUSE00604
OG0007049	YEAST05930	MOUSE49472, MOUSE49471
OG0007050	YEAST05668	MOUSE36566
OG0007053	YEAST05898	MOUSE05180, MOUSE05179, MOUSE05181
OG0007055	YEAST02593	MOUSE02729, MOUSE02728
OG0007057	YEAST05673	MOUSE47096
OG0007061	YEAST03247	MOUSE21327
OG0007063	YEAST04650	MOUSE44304
OG0007065	YEAST01111	MOUSE45868, MOUSE45863, MOUSE45865, MOUSE45867, MOUSE45864, MOUSE45869, MOUSE45870, MOUSE45866
OG0007071	YEAST02162	MOUSE31902, MOUSE31903, MOUSE31904
OG0007073	YEAST03946	MOUSE22670, MOUSE22668
OG0007075	YEAST00811	MOUSE12810
OG0007084	YEAST05527	MOUSE13905
OG0007089	YEAST04132	MOUSE45218, MOUSE45217
OG0007092	YEAST01811	MOUSE07434
OG0007093	YEAST01923	MOUSE49068, MOUSE49069, MOUSE49070
OG0007095	YEAST02581	MOUSE42126, MOUSE42125
OG0007097	YEAST01699	MOUSE37800, MOUSE37799, MOUSE37801
OG0007098	YEAST03783	MOUSE49126, MOUSE49129, MOUSE49127
OG0007106	YEAST00202	MOUSE40661
OG0007112	YEAST05597	MOUSE51325, MOUSE51323
OG0007114	YEAST03493	MOUSE53414
OG0007118	YEAST01120	MOUSE00453
OG0007119	YEAST05459	MOUSE33186
OG0007120	YEAST04248	MOUSE13216, MOUSE13214, MOUSE13215
OG0007121	YEAST05746	MOUSE18224
OG0007124	YEAST04818	MOUSE21912, MOUSE21910
OG0007127	YEAST04415	MOUSE08708, MOUSE08709
OG0007130	YEAST05158	MOUSE01970
OG0007131	YEAST05874	MOUSE10506, MOUSE10507
OG0007132	YEAST06078	MOUSE13945
OG0007137	YEAST00797	MOUSE42561
OG0007138	YEAST04319	MOUSE23725
OG0007139	YEAST05259	MOUSE08897
OG0007143	YEAST02636	MOUSE06767
OG0007144	YEAST04135	MOUSE49923, MOUSE49924, MOUSE49922
OG0007150	YEAST00900	MOUSE48982, MOUSE48981
OG0007154	YEAST01439	MOUSE07324, MOUSE07323, MOUSE07325
OG0007164	YEAST05557	MOUSE16101, MOUSE16102, MOUSE16100
OG0007165	YEAST04228, YEAST02514	MOUSE50996, MOUSE50995
OG0007166	YEAST05384	MOUSE20485
OG0007168	YEAST02929	MOUSE01155
OG0007182	YEAST00042	MOUSE04320, MOUSE04317
OG0007184	YEAST01512	MOUSE09858
OG0007185	YEAST01036	MOUSE06224, MOUSE06225, MOUSE06226
OG0007186	YEAST00761	MOUSE05260, MOUSE05261
OG0007192	YEAST00860	MOUSE22113, MOUSE22112, MOUSE22111
OG0007201	YEAST01721	MOUSE17913, MOUSE17912, MOUSE17911
OG0007254	YEAST00328	MOUSE49930
OG0007258	YEAST02867	MOUSE19644
OG0007264	YEAST04093	MOUSE49132, MOUSE49130, MOUSE49131
OG0007269	YEAST04522	MOUSE06847
OG0007274	YEAST04165, YEAST05634	MOUSE50595, MOUSE50596, MOUSE50594
OG0007276	YEAST02007	MOUSE20695
OG0007279	YEAST02363	MOUSE04341
OG0007282	YEAST04912	MOUSE37535
OG0007288	YEAST02949	MOUSE31526, MOUSE31527, MOUSE31525
OG0007292	YEAST05159	MOUSE43053, MOUSE43052
OG0007303	YEAST05207	MOUSE28066, MOUSE28065
OG0007307	YEAST05606	MOUSE02947
OG0007317	YEAST04084	MOUSE03033
OG0007321	YEAST05016	MOUSE20101
OG0007322	YEAST01090	MOUSE32819, MOUSE32818
OG0007325	YEAST03249	MOUSE49722
OG0007330	YEAST00633	MOUSE45076, MOUSE45075
OG0007335	YEAST06084	MOUSE08020, MOUSE08021
OG0007336	YEAST03606	MOUSE33887
OG0007341	YEAST00183	MOUSE16696
OG0007342	YEAST03859	MOUSE09679, MOUSE09680, MOUSE08805
OG0007343	YEAST00383	MOUSE01417
OG0007347	YEAST02066	MOUSE40881, MOUSE40884, MOUSE40882
OG0007349	YEAST01492	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366
OG0007354	YEAST03378	MOUSE13358
OG0007355	YEAST02682	MOUSE13914
OG0007361	YEAST02394	MOUSE30812
OG0007363	YEAST05519	MOUSE12968
OG0007364	YEAST01959	MOUSE14210, MOUSE14209
OG0007367	YEAST01013	MOUSE33622
OG0007371	YEAST04970	MOUSE21071, MOUSE21072
OG0007376	YEAST02976	MOUSE32001, MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996
OG0007379	YEAST00967	MOUSE08208, MOUSE08209
OG0007380	YEAST00785, YEAST00666	MOUSE18994
OG0007382	YEAST01108	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186
OG0007387	YEAST06326	MOUSE32806
OG0007393	YEAST01116	MOUSE07668
OG0007394	YEAST05998	MOUSE42619
OG0007395	YEAST00603	MOUSE06300, MOUSE06302, MOUSE06301
OG0007397	YEAST03512	MOUSE33684
OG0007399	YEAST02279	MOUSE43864
OG0007401	YEAST03451	MOUSE51222, MOUSE13110, MOUSE54883
OG0007408	YEAST03401	MOUSE13504
OG0007409	YEAST05329	MOUSE00404, MOUSE00402
OG0007411	YEAST04399	MOUSE19156, MOUSE19154, MOUSE19155
OG0007412	YEAST04822	MOUSE23326, MOUSE23325
OG0007414	YEAST01970	MOUSE33295, MOUSE33294, MOUSE33296
OG0007415	YEAST01948	MOUSE05666
OG0007417	YEAST04175	MOUSE37895, MOUSE37894
OG0007419	YEAST02667	MOUSE03772
OG0007421	YEAST00762	MOUSE02352
OG0007424	YEAST05463	MOUSE17046
OG0007425	YEAST06135	MOUSE18550, MOUSE18548
OG0007427	YEAST00763	MOUSE46815
OG0007428	YEAST01536	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209
OG0007431	YEAST00610	MOUSE08705
OG0007439	YEAST01063	MOUSE18803
OG0007442	YEAST03687	MOUSE33512
OG0007446	YEAST04647	MOUSE37963, MOUSE37961
OG0007451	YEAST02017	MOUSE12346
OG0007454	YEAST01359	MOUSE22524
OG0007456	YEAST00931	MOUSE37583
OG0007458	YEAST02196	MOUSE32631, MOUSE32630
OG0007460	YEAST04891	MOUSE18660
OG0007463	YEAST00394	MOUSE01879, MOUSE01878
OG0007466	YEAST00806	MOUSE27626, MOUSE27627, MOUSE27628
OG0007473	YEAST03408	MOUSE22462, MOUSE22461
OG0007478	YEAST02470	MOUSE37279, MOUSE37280, MOUSE37278
OG0007482	YEAST05783	MOUSE29719, MOUSE30818
OG0007483	YEAST01187	MOUSE16635, MOUSE16636
OG0007484	YEAST00517	MOUSE43277
OG0007488	YEAST04193	MOUSE17251
OG0007491	YEAST05032	MOUSE16994
OG0007495	YEAST04536	MOUSE01209, MOUSE01208
OG0007498	YEAST00593	MOUSE13566, MOUSE13567
OG0007499	YEAST03994	MOUSE20297, MOUSE20299, MOUSE20298
OG0007504	YEAST02642	MOUSE38711, MOUSE38710
OG0007508	YEAST05759	MOUSE25338
OG0007509	YEAST03229	MOUSE04914
OG0007519	YEAST04589	MOUSE43742, MOUSE43741
OG0007528	YEAST02438	MOUSE31925, MOUSE31924, MOUSE31923
OG0007531	YEAST05725	MOUSE10278, MOUSE10279, MOUSE10277
OG0007550	YEAST03311	MOUSE23206, MOUSE49522, MOUSE49523
OG0007552	YEAST04097	MOUSE14994, MOUSE14997, MOUSE14996, MOUSE14995, MOUSE48696
OG0007591	YEAST02623	MOUSE05188, MOUSE05187
OG0007597	YEAST05244	MOUSE37260
OG0007605	YEAST04509	MOUSE17359
OG0007615	YEAST05127	MOUSE21778, MOUSE21777, MOUSE21776
OG0007619	YEAST04342	MOUSE29534
OG0007622	YEAST01282	MOUSE10876, MOUSE10875, MOUSE10877, MOUSE10878, MOUSE10879
OG0007624	YEAST03901	MOUSE33915
OG0007645	YEAST05586	MOUSE46004, MOUSE46005, MOUSE46003
OG0007648	YEAST03775	MOUSE54552, MOUSE54551
OG0007656	YEAST02935	MOUSE24937, MOUSE24938
OG0007657	YEAST01213	MOUSE45927
OG0007663	YEAST01133	MOUSE17385, MOUSE17387
OG0007673	YEAST04892	MOUSE34212, MOUSE34213
OG0007676	YEAST01965	MOUSE17543
OG0007685	YEAST00976	MOUSE28172
OG0007690	YEAST00054	MOUSE47971
OG0007692	YEAST05386	MOUSE24203, MOUSE24204, MOUSE24205
OG0007698	YEAST04526	MOUSE25625
OG0007701	YEAST04394	MOUSE37470, MOUSE37471
OG0007703	YEAST03290	MOUSE40016
OG0007704	YEAST01687	MOUSE52340, MOUSE52342, MOUSE52341
OG0007712	YEAST02916	MOUSE20927
OG0007722	YEAST06130	MOUSE11015
OG0007739	YEAST04408	MOUSE31233
OG0007744	YEAST04303	MOUSE06890
OG0007749	YEAST02144	MOUSE06879
OG0007751	YEAST03046	MOUSE40456
OG0007754	YEAST03550	MOUSE52415, MOUSE52414
OG0007758	YEAST04336	MOUSE55140, MOUSE55138, MOUSE55139
OG0007760	YEAST02821	MOUSE28922, MOUSE28920, MOUSE28921
OG0007766	YEAST03772, YEAST02908	MOUSE15102
OG0007767	YEAST03177	MOUSE19111
OG0007769	YEAST02589	MOUSE17026
OG0007772	YEAST05211	MOUSE15924
OG0007773	YEAST05609	MOUSE15622
OG0007783	YEAST03579	MOUSE15132
OG0007784	YEAST01170	MOUSE05739, MOUSE05738
OG0007786	YEAST01347	MOUSE28028
