Orthogroup	YEAST	SCHMD
OG0002332	YEAST01606, YEAST05184, YEAST00285	SCHMD01464, SCHMD15875, SCHMD15876
OG0002341	YEAST03640, YEAST04562	SCHMD26460, SCHMD08087, SCHMD22683
OG0002344	YEAST02312, YEAST02019	SCHMD18349, SCHMD14958
OG0002346	YEAST02012	SCHMD25172, SCHMD25995
OG0002348	YEAST01845	SCHMD29339
OG0002355	YEAST00016	SCHMD15013, SCHMD13322, SCHMD15012, SCHMD08893
OG0002356	YEAST00259	SCHMD07966, SCHMD06573, SCHMD14519
OG0002361	YEAST01027	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103
OG0002367	YEAST01179	SCHMD07520
OG0002369	YEAST03766	SCHMD06129, SCHMD13069, SCHMD06131, SCHMD13068, SCHMD06130, SCHMD14247
OG0002374	YEAST02010, YEAST00133	SCHMD10513, SCHMD09821, SCHMD16742, SCHMD13764
OG0002377	YEAST05000	SCHMD20961
OG0002406	YEAST05509	SCHMD19891
OG0002407	YEAST00012	SCHMD07151, SCHMD07149
OG0002409	YEAST02027	SCHMD06262
OG0002411	YEAST05950, YEAST02407	SCHMD25076, SCHMD25353
OG0002412	YEAST06171	SCHMD16316, SCHMD05052
OG0002413	YEAST01196	SCHMD06075
OG0002415	YEAST01271	SCHMD12484
OG0002421	YEAST02982	SCHMD10399
OG0002422	YEAST05026	SCHMD10713, SCHMD26768, SCHMD24971
OG0002426	YEAST00184	SCHMD06890, SCHMD12164, SCHMD06626
OG0002441	YEAST00068, YEAST02278, YEAST05821	SCHMD16958, SCHMD27293, SCHMD09124
OG0002442	YEAST05932	SCHMD18162, SCHMD16393, SCHMD18149, SCHMD16392
OG0002443	YEAST04906	SCHMD01789
OG0002446	YEAST04254	SCHMD14541, SCHMD28630
OG0002448	YEAST03419	SCHMD00905
OG0002450	YEAST04575	SCHMD23688, SCHMD13865
OG0002453	YEAST00512	SCHMD08660, SCHMD06735
OG0002476	YEAST05799	SCHMD03267
OG0002486	YEAST01433	SCHMD04008, SCHMD04005, SCHMD04006, SCHMD29822, SCHMD18567, SCHMD19075, SCHMD27163
OG0002492	YEAST01624	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714
OG0002494	YEAST02402	SCHMD11104
OG0002495	YEAST02772	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789
OG0002497	YEAST02747	SCHMD08306, SCHMD08307
OG0002500	YEAST05648	SCHMD17842, SCHMD27186, SCHMD17843, SCHMD20787, SCHMD09150
OG0002505	YEAST02959	SCHMD23168, SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410, SCHMD16407
OG0002510	YEAST04753	SCHMD16402, SCHMD22142
OG0002516	YEAST00066	SCHMD13475, SCHMD03180, SCHMD03058
OG0002518	YEAST02890	SCHMD04695
OG0002520	YEAST05256	SCHMD21493, SCHMD24580
OG0002527	YEAST01639	SCHMD25894, SCHMD01775
OG0002528	YEAST00372	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131
OG0002530	YEAST05530, YEAST03790	SCHMD06656, SCHMD16184
OG0002532	YEAST03235	SCHMD05611
OG0002533	YEAST04525	SCHMD23477, SCHMD24807, SCHMD23978
OG0002543	YEAST00527	SCHMD13140, SCHMD07926
OG0002557	YEAST06243	SCHMD13169, SCHMD21727
OG0002561	YEAST04438, YEAST02106	SCHMD12128, SCHMD12125, SCHMD22644
OG0002564	YEAST02186	SCHMD26255, SCHMD23486
OG0002565	YEAST04224, YEAST02499	SCHMD17677
OG0002570	YEAST00592	SCHMD28455, SCHMD10841, SCHMD28456
OG0002574	YEAST05657	SCHMD02805
OG0002594	YEAST06174	SCHMD01957, SCHMD01956, SCHMD08766
OG0002598	YEAST04621, YEAST03577	SCHMD12969, SCHMD12968, SCHMD12920
OG0002605	YEAST06332	SCHMD16204, SCHMD16205
OG0002609	YEAST01355	SCHMD03135
OG0002610	YEAST01078, YEAST03973	SCHMD10931, SCHMD09597, SCHMD07650
OG0002617	YEAST00866	SCHMD08533, SCHMD12441
OG0002618	YEAST06247	SCHMD14270, SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269
OG0002629	YEAST05919	SCHMD20313, SCHMD29554
OG0002630	YEAST05202	SCHMD02514
OG0002630	YEAST05943, YEAST02413	SCHMD08090
OG0002632	YEAST02755	SCHMD24299, SCHMD11524, SCHMD24298, SCHMD12144
OG0002633	YEAST04206	SCHMD04220
OG0002636	YEAST01664, YEAST06215	SCHMD17100, SCHMD17101
OG0002638	YEAST00919	SCHMD17623
OG0002643	YEAST01938	SCHMD10125, SCHMD29396
OG0002645	YEAST01436	SCHMD14719
OG0002646	YEAST01946	SCHMD02368, SCHMD02370
OG0002652	YEAST04937	SCHMD02206
OG0002656	YEAST05701	SCHMD02018
OG0002659	YEAST06290	SCHMD16521
OG0002666	YEAST02507	SCHMD26535, SCHMD26571, SCHMD26311
OG0002668	YEAST02324	SCHMD11689
OG0002677	YEAST05210	SCHMD15461, SCHMD08746
OG0002683	YEAST03676	SCHMD20027, SCHMD25713, SCHMD01061, SCHMD21344, SCHMD17534
OG0002705	YEAST00553	SCHMD28463, SCHMD20331, SCHMD14987
OG0002713	YEAST00413, YEAST06057	SCHMD21320
OG0002715	YEAST01174, YEAST04131	SCHMD04683
OG0002717	YEAST02430	SCHMD04660, SCHMD19761
OG0002718	YEAST03380, YEAST03502	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002720	YEAST01914	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002726	YEAST02958	SCHMD05011, SCHMD29542
OG0002729	YEAST01155	SCHMD13495, SCHMD04166
OG0002737	YEAST02827	SCHMD03957
OG0002739	YEAST01877	SCHMD21270, SCHMD28406, SCHMD26219, SCHMD21267
OG0002740	YEAST01658	SCHMD27419, SCHMD03938, SCHMD03830
OG0002743	YEAST01824, YEAST03362	SCHMD05725, SCHMD09090
OG0002745	YEAST04244	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002746	YEAST04902, YEAST05332	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505
OG0002747	YEAST05617	SCHMD01124, SCHMD01122, SCHMD01123
OG0002749	YEAST02810	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271
OG0002750	YEAST04952	SCHMD18505, SCHMD23730, SCHMD19269, SCHMD20288
OG0002754	YEAST03620	SCHMD15826, SCHMD13198, SCHMD11733, SCHMD20272
OG0002756	YEAST04058	SCHMD07641, SCHMD08625
OG0002758	YEAST04409	SCHMD01248, SCHMD01249
OG0002760	YEAST01927	SCHMD04520
OG0002761	YEAST03261	SCHMD02431, SCHMD02430
OG0002763	YEAST00260	SCHMD28353, SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776
OG0002764	YEAST00423	SCHMD03065
OG0002765	YEAST01667, YEAST05523	SCHMD03101, SCHMD01507
OG0002766	YEAST05357	SCHMD07474
OG0002771	YEAST02043	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	YEAST03384	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	YEAST03677	SCHMD12006, SCHMD03314, SCHMD03038, SCHMD29335, SCHMD29658
OG0002774	YEAST03575	SCHMD21194, SCHMD14518
OG0002775	YEAST03021	SCHMD12139, SCHMD09183
OG0002781	YEAST05450	SCHMD04051, SCHMD00686
OG0002782	YEAST02121	SCHMD04095, SCHMD10801, SCHMD12067, SCHMD08222
OG0002785	YEAST06106, YEAST01228	SCHMD03564, SCHMD02646
OG0002788	YEAST02578, YEAST01232	SCHMD13555, SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002789	YEAST05269	SCHMD29648
OG0002793	YEAST01371	SCHMD23816, SCHMD22461
OG0002799	YEAST01461	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002817	YEAST01189, YEAST04922	SCHMD08770
OG0002824	YEAST02137	SCHMD22484, SCHMD22922
OG0002826	YEAST00174	SCHMD04456, SCHMD04455
OG0002827	YEAST05976	SCHMD08734, SCHMD08735, SCHMD08733
OG0002831	YEAST03282	SCHMD14362, SCHMD15514, SCHMD14363, SCHMD15513
OG0002837	YEAST01987, YEAST00157	SCHMD08534
OG0002839	YEAST03148	SCHMD02377
OG0002843	YEAST04737	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	YEAST05563	SCHMD03897
OG0002847	YEAST02294	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169
OG0002851	YEAST04951	SCHMD04077, SCHMD04076
OG0002855	YEAST00137	SCHMD09244, SCHMD09245
OG0002860	YEAST02712	SCHMD07308, SCHMD18915
OG0002866	YEAST01136	SCHMD11278
OG0002876	YEAST02348	SCHMD29634, SCHMD10099
OG0002883	YEAST03027	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473, SCHMD00474
OG0002891	YEAST03205	SCHMD13844
OG0002893	YEAST03653	SCHMD11607, SCHMD19499, SCHMD11608, SCHMD25224, SCHMD26062
OG0002894	YEAST00906	SCHMD25475, SCHMD29272
OG0002895	YEAST01471, YEAST05353, YEAST05456	SCHMD19751, SCHMD11439, SCHMD07104
OG0002897	YEAST06308	SCHMD13842
OG0002899	YEAST00283	SCHMD08092
OG0002900	YEAST05306	SCHMD25381
OG0002907	YEAST02061	SCHMD11864, SCHMD21839
OG0002910	YEAST00223	SCHMD15737, SCHMD13782, SCHMD29217
OG0002915	YEAST02264	SCHMD09665
OG0002917	YEAST03703	SCHMD01851, SCHMD01850
OG0002920	YEAST04043, YEAST04055	SCHMD27472, SCHMD00048, SCHMD14640
OG0002921	YEAST06254	SCHMD09397
OG0002922	YEAST01482	SCHMD15284
OG0002947	YEAST00232	SCHMD01791, SCHMD28979
OG0002948	YEAST03584	SCHMD06278, SCHMD06277
OG0002949	YEAST00419, YEAST06063	SCHMD00986
OG0002952	YEAST05257	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	YEAST03034	SCHMD15127
OG0002957	YEAST03253	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703
OG0002960	YEAST05502	SCHMD03221
OG0002965	YEAST03804	SCHMD08707
OG0002966	YEAST06059	SCHMD19835
OG0002968	YEAST00199	SCHMD17924
OG0002969	YEAST00655	SCHMD08827
OG0002982	YEAST02471	SCHMD01104
OG0002985	YEAST02147	SCHMD03398, SCHMD14369
OG0002987	YEAST02970, YEAST00081, YEAST02488	SCHMD01543, SCHMD13405
OG0002991	YEAST03345, YEAST01842	SCHMD22608, SCHMD20729, SCHMD16740
OG0002997	YEAST02374	SCHMD16711
OG0003001	YEAST01497	SCHMD16355, SCHMD17156
OG0003004	YEAST02183	SCHMD18300, SCHMD21092
OG0003006	YEAST00899	SCHMD08276, SCHMD27162
OG0003010	YEAST03035	SCHMD10225, SCHMD10226
OG0003012	YEAST04512	SCHMD08169, SCHMD01210, SCHMD05862
OG0003016	YEAST04810	SCHMD10023, SCHMD10022
OG0003017	YEAST02213	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003018	YEAST01635, YEAST01949	SCHMD28328, SCHMD16219
OG0003020	YEAST04851	SCHMD01885, SCHMD16858
OG0003027	YEAST05498	SCHMD26555, SCHMD23346
OG0003028	YEAST05822	SCHMD00803
OG0003029	YEAST04523	SCHMD17380
OG0003033	YEAST02457, YEAST02640	SCHMD17975
OG0003039	YEAST00055	SCHMD25112, SCHMD24951, SCHMD14763
OG0003043	YEAST02551	SCHMD29558, SCHMD01920, SCHMD01921, SCHMD29559
OG0003046	YEAST01632	SCHMD02191, SCHMD02192
OG0003054	YEAST04909, YEAST05341	SCHMD07639, SCHMD26066, SCHMD14205
OG0003056	YEAST02257	SCHMD17116, SCHMD23427, SCHMD16470, SCHMD23280
OG0003059	YEAST02832, YEAST03675	SCHMD06641, SCHMD00780, SCHMD00957
OG0003063	YEAST00204	SCHMD09452
OG0003066	YEAST00969	SCHMD16401
OG0003067	YEAST03159	SCHMD13476
OG0003072	YEAST05076	SCHMD06897, SCHMD06898, SCHMD06899, SCHMD06901, SCHMD06900
OG0003073	YEAST00167	SCHMD17057, SCHMD08456, SCHMD10911
OG0003079	YEAST01019	SCHMD21039, SCHMD16217
OG0003101	YEAST01357	SCHMD08248
OG0003104	YEAST00861	SCHMD24752, SCHMD28727
OG0003105	YEAST04282	SCHMD11115, SCHMD11114
OG0003106	YEAST03619	SCHMD02719, SCHMD29463
OG0003107	YEAST00029	SCHMD24066, SCHMD27003
OG0003108	YEAST00796	SCHMD07978
OG0003110	YEAST02197	SCHMD04241
OG0003114	YEAST00453, YEAST02426	SCHMD14023, SCHMD11723, SCHMD15288
OG0003119	YEAST00778, YEAST00736	SCHMD29008, SCHMD21161
OG0003121	YEAST03190	SCHMD12838, SCHMD29810, SCHMD26257
OG0003126	YEAST00300	SCHMD01239
OG0003131	YEAST04435, YEAST04350	SCHMD00499, SCHMD13849, SCHMD12187
OG0003135	YEAST02069	SCHMD18912, SCHMD19428, SCHMD16137
OG0003138	YEAST01790, YEAST00784	SCHMD28656, SCHMD17457, SCHMD23986, SCHMD17456
OG0003145	YEAST06012	SCHMD14673, SCHMD15337, SCHMD09407
OG0003147	YEAST03729	SCHMD17526
OG0003151	YEAST03910	SCHMD12480, SCHMD14456
OG0003153	YEAST05438	SCHMD06720, SCHMD06721
OG0003157	YEAST01203	SCHMD06691
OG0003164	YEAST05549, YEAST04492	SCHMD01405
OG0003169	YEAST04410	SCHMD10405
OG0003172	YEAST01964, YEAST01625	SCHMD29691
OG0003172	YEAST06030	SCHMD01375
OG0003174	YEAST06178	SCHMD28100, SCHMD04214, SCHMD15907
OG0003178	YEAST05823	SCHMD14461
OG0003182	YEAST05565	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003189	YEAST00820	SCHMD02678
OG0003191	YEAST01068	SCHMD03926
OG0003193	YEAST02494	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003197	YEAST06274	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656, SCHMD11788
OG0003199	YEAST04961	SCHMD21965, SCHMD20498, SCHMD26450
OG0003207	YEAST04056	SCHMD06863, SCHMD04604
OG0003212	YEAST05531	SCHMD20324, SCHMD18634, SCHMD18389
OG0003214	YEAST03701	SCHMD18471
OG0003215	YEAST04373	SCHMD06939
OG0003218	YEAST04068	SCHMD20285
OG0003219	YEAST01943, YEAST02157	SCHMD23356
OG0003220	YEAST03417, YEAST00186	SCHMD29061, SCHMD14282
OG0003221	YEAST05064	SCHMD16909, SCHMD22653
OG0003223	YEAST04472	SCHMD23089, SCHMD08068, SCHMD22959, SCHMD16759
OG0003228	YEAST06187	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003230	YEAST05487	SCHMD09623
OG0003235	YEAST06282	SCHMD15802
OG0003251	YEAST05338, YEAST04904	SCHMD10064, SCHMD14392
OG0003254	YEAST03911	SCHMD01611
OG0003257	YEAST02741	SCHMD14887, SCHMD01601
OG0003263	YEAST05333	SCHMD17464
OG0003264	YEAST03398	SCHMD03771
OG0003267	YEAST02516	SCHMD03991
OG0003270	YEAST01372, YEAST05351, YEAST01476	SCHMD29657
OG0003277	YEAST03706	SCHMD27731, SCHMD11904
OG0003283	YEAST02779	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	YEAST02184	SCHMD07514, SCHMD15662
OG0003287	YEAST00166	SCHMD14605
OG0003288	YEAST05062	SCHMD09311, SCHMD11762
OG0003290	YEAST06325	SCHMD28476, SCHMD05994
OG0003293	YEAST04930	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003301	YEAST03267	SCHMD13976, SCHMD15564
OG0003302	YEAST04633	SCHMD01831
OG0003303	YEAST05878	SCHMD01441
OG0003316	YEAST04887	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003317	YEAST03051	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905
OG0003318	YEAST02158	SCHMD12979, SCHMD12981, SCHMD18691
OG0003335	YEAST01260	SCHMD19779
OG0003340	YEAST04972	SCHMD08266
OG0003341	YEAST00990	SCHMD00620, SCHMD00619, SCHMD00618, SCHMD00617
OG0003343	YEAST04356, YEAST06258	SCHMD22696, SCHMD22695
OG0003344	YEAST04764	SCHMD12946, SCHMD01887
OG0003345	YEAST02133	SCHMD29406, SCHMD28866, SCHMD29662, SCHMD03933
OG0003348	YEAST02844	SCHMD11779
OG0003349	YEAST00235, YEAST04798	SCHMD04642, SCHMD00847
OG0003356	YEAST02937	SCHMD07762
OG0003357	YEAST04240, YEAST02522	SCHMD05234
OG0003364	YEAST00730	SCHMD15632, SCHMD28905, SCHMD18353
OG0003366	YEAST05276, YEAST03075	SCHMD14890
OG0003373	YEAST03755	SCHMD21509, SCHMD21699
OG0003374	YEAST03627	SCHMD04840
OG0003375	YEAST03722	SCHMD17434, SCHMD08102
OG0003380	YEAST00529	SCHMD05800
OG0003381	YEAST03447, YEAST01380	SCHMD19752
OG0003382	YEAST01627	SCHMD05894
OG0003386	YEAST02725	SCHMD08232
OG0003425	YEAST05084	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	YEAST05251	SCHMD11714
OG0003429	YEAST05921	SCHMD06630, SCHMD03609
OG0003430	YEAST04732	SCHMD03690
OG0003434	YEAST02689	SCHMD05639, SCHMD06055
OG0003435	YEAST05483	SCHMD22101, SCHMD18693, SCHMD16836, SCHMD13593
OG0003443	YEAST06032	SCHMD25759, SCHMD22118, SCHMD05361
OG0003454	YEAST04088	SCHMD10872, SCHMD17895
OG0003458	YEAST00169	SCHMD20564
OG0003463	YEAST02371	SCHMD00720, SCHMD00721
OG0003464	YEAST05120	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	YEAST02874	SCHMD04832
OG0003467	YEAST01278	SCHMD08397, SCHMD08398
OG0003476	YEAST01588	SCHMD15068
OG0003476	YEAST02726	SCHMD15972
OG0003477	YEAST03665	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003483	YEAST06074	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003487	YEAST03066	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003491	YEAST03514	SCHMD07566
OG0003497	YEAST00758	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	YEAST05680	SCHMD19260, SCHMD19261, SCHMD16893
OG0003501	YEAST01421	SCHMD02847, SCHMD02846
OG0003502	YEAST02519	SCHMD05683
OG0003503	YEAST00400	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003505	YEAST00697	SCHMD08229, SCHMD08228
OG0003509	YEAST02850	SCHMD12054
OG0003515	YEAST00923	SCHMD16232, SCHMD28533
OG0003518	YEAST04809	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856, SCHMD05084
OG0003523	YEAST05393	SCHMD11220, SCHMD11219
OG0003531	YEAST00465	SCHMD02486
OG0003532	YEAST05810	SCHMD04373
OG0003539	YEAST03774	SCHMD18718, SCHMD20290
OG0003543	YEAST01290	SCHMD25625, SCHMD07979, SCHMD01295, SCHMD04172
OG0003544	YEAST00251	SCHMD22197, SCHMD21841
OG0003550	YEAST06166	SCHMD01327
OG0003551	YEAST01826	SCHMD07949
OG0003552	YEAST04163	SCHMD10623, SCHMD08451
OG0003556	YEAST05216	SCHMD03452
OG0003561	YEAST06100	SCHMD07358
OG0003562	YEAST00960	SCHMD00923
OG0003567	YEAST04838	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442
OG0003568	YEAST04328	SCHMD15819
OG0003570	YEAST03562, YEAST04635	SCHMD08962
OG0003571	YEAST05553	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	YEAST00597	SCHMD03521
OG0003578	YEAST05031	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	YEAST05446	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	YEAST03174	SCHMD12451, SCHMD16671
OG0003598	YEAST00803	SCHMD24246, SCHMD21244
OG0003599	YEAST04133	SCHMD22763, SCHMD21154
OG0003603	YEAST03529	SCHMD02011
OG0003610	YEAST02573	SCHMD10025, SCHMD05007
OG0003611	YEAST01054	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	YEAST00808	SCHMD05843, SCHMD05841, SCHMD05840
OG0003613	YEAST02366	SCHMD04176
OG0003615	YEAST01638	SCHMD13214
OG0003617	YEAST01843	SCHMD19266, SCHMD24604
OG0003617	YEAST04802, YEAST04398	SCHMD19682
OG0003618	YEAST00747	SCHMD03818, SCHMD03820
OG0003619	YEAST04756	SCHMD13518, SCHMD08597
OG0003624	YEAST00147	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569
OG0003630	YEAST04845	SCHMD00976, SCHMD01074, SCHMD00979
OG0003632	YEAST02125	SCHMD28869
OG0003638	YEAST00956	SCHMD02138, SCHMD02139, SCHMD21637, SCHMD08901, SCHMD15804, SCHMD21079, SCHMD06281, SCHMD19603, SCHMD08904, SCHMD12994
OG0003641	YEAST04061, YEAST01158	SCHMD00104
OG0003644	YEAST01545	SCHMD03638
OG0003646	YEAST02349	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	YEAST04352, YEAST04433	SCHMD03661, SCHMD03659
OG0003649	YEAST00203	SCHMD11461, SCHMD11460
OG0003659	YEAST00140	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715, SCHMD11909, SCHMD17602, SCHMD12731
OG0003661	YEAST02758	SCHMD05074, SCHMD11069, SCHMD11070
OG0003664	YEAST03791	SCHMD12084, SCHMD21392
OG0003668	YEAST06168	SCHMD16966
OG0003669	YEAST02813	SCHMD19438
OG0003672	YEAST03137	SCHMD06465, SCHMD13496
OG0003676	YEAST03110	SCHMD09933
OG0003678	YEAST02330	SCHMD18909
OG0003679	YEAST03223	SCHMD14973
OG0003682	YEAST00571	SCHMD00097, SCHMD00098
OG0003687	YEAST02527, YEAST04246	SCHMD06543
OG0003688	YEAST01333, YEAST05362, YEAST00376	SCHMD02218
OG0003690	YEAST01162	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	YEAST00692	SCHMD07452
OG0003694	YEAST01453	SCHMD01774
OG0003696	YEAST05704	SCHMD10456, SCHMD19979
OG0003698	YEAST03764, YEAST03185	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069
OG0003703	YEAST00683	SCHMD03850
OG0003710	YEAST02077	SCHMD01072
OG0003712	YEAST02114	SCHMD07204, SCHMD01556
OG0003713	YEAST01549, YEAST03807	SCHMD09387, SCHMD09388
OG0003716	YEAST02390	SCHMD17891, SCHMD16361, SCHMD16362
OG0003718	YEAST05772	SCHMD19427, SCHMD27978
OG0003721	YEAST04960	SCHMD06738
OG0003724	YEAST02365, YEAST06120	SCHMD11616, SCHMD11615, SCHMD27298
OG0003729	YEAST01543	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003731	YEAST04486	SCHMD22514
OG0003733	YEAST03492	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189
OG0003734	YEAST02809, YEAST03842	SCHMD00609
OG0003735	YEAST06115	SCHMD00315, SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365
OG0003740	YEAST01029	SCHMD13948, SCHMD17686
OG0003741	YEAST01379	SCHMD06385, SCHMD07194, SCHMD06474, SCHMD20583, SCHMD09441, SCHMD07941, SCHMD28597, SCHMD28496
OG0003743	YEAST06008, YEAST05688	SCHMD05330, SCHMD03268
OG0003744	YEAST01207	SCHMD04258
OG0003749	YEAST04441	SCHMD12963, SCHMD26791
OG0003750	YEAST00149	SCHMD10740, SCHMD21692
OG0003756	YEAST01878	SCHMD16272, SCHMD09193, SCHMD09560
OG0003758	YEAST06133	SCHMD10568
OG0003759	YEAST03315	SCHMD02168
OG0003766	YEAST03336	SCHMD22112, SCHMD16522
OG0003767	YEAST01933, YEAST01650	SCHMD06286
OG0003770	YEAST01234, YEAST03860	SCHMD25951, SCHMD27241, SCHMD10013, SCHMD29711, SCHMD28417
OG0003778	YEAST05796	SCHMD06996
OG0003779	YEAST04431	SCHMD15868, SCHMD25797
OG0003806	YEAST02367	SCHMD21156
OG0003807	YEAST04265, YEAST03128	SCHMD00742
OG0003808	YEAST01201	SCHMD27875, SCHMD11284, SCHMD25011
OG0003811	YEAST00417	SCHMD22928, SCHMD13669
OG0003812	YEAST00287	SCHMD04985
OG0003813	YEAST00254	SCHMD01244
OG0003818	YEAST04318	SCHMD10822, SCHMD17278
OG0003828	YEAST02448	SCHMD01189, SCHMD27415
OG0003831	YEAST05137, YEAST02344	SCHMD17115
OG0003834	YEAST06322	SCHMD03227, SCHMD01451
OG0003837	YEAST02586	SCHMD10162, SCHMD25130, SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	YEAST03413	SCHMD05207
OG0003839	YEAST01736	SCHMD05702, SCHMD10139
OG0003844	YEAST06054	SCHMD09963
OG0003846	YEAST00356	SCHMD06517
OG0003850	YEAST00228	SCHMD24952, SCHMD16801
OG0003851	YEAST06169	SCHMD05218
OG0003852	YEAST03296	SCHMD08202, SCHMD13486
OG0003853	YEAST06251	SCHMD14514, SCHMD07343
OG0003855	YEAST04936	SCHMD17554, SCHMD17555, SCHMD17767
OG0003856	YEAST03934, YEAST02710	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003858	YEAST01401	SCHMD28559, SCHMD03749, SCHMD17127
OG0003860	YEAST01412	SCHMD07832, SCHMD07831, SCHMD09480, SCHMD27052, SCHMD27051
OG0003866	YEAST01895	SCHMD07937, SCHMD00211
OG0003867	YEAST03558	SCHMD06888, SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199
OG0003868	YEAST01448	SCHMD15677
OG0003869	YEAST02771	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003875	YEAST05070	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	YEAST02423	SCHMD06770
OG0003877	YEAST04860, YEAST05867, YEAST03825	SCHMD08239
OG0003879	YEAST00463	SCHMD21707, SCHMD18365, SCHMD18366
OG0003881	YEAST03851	SCHMD06054, SCHMD03369
OG0003882	YEAST03663	SCHMD13622
