Orthogroup	YEAST	APOSC_ok
OG0002758	YEAST04409	APOSC_28557
OG0002760	YEAST01927	APOSC_17017, APOSC_22654
OG0002763	YEAST00260	APOSC_25811
OG0002764	YEAST00423	APOSC_23722
OG0002765	YEAST01667, YEAST05523	APOSC_10719
OG0002766	YEAST05357	APOSC_18534, APOSC_18533, APOSC_13710
OG0002767	YEAST04591	APOSC_01558
OG0002771	YEAST02043	APOSC_12088
OG0002772	YEAST03384	APOSC_11776
OG0002773	YEAST03677	APOSC_24444, APOSC_24443
OG0002774	YEAST03575	APOSC_16611
OG0002775	YEAST03021	APOSC_06303
OG0002781	YEAST05450	APOSC_25228
OG0002782	YEAST02121	APOSC_25249
OG0002785	YEAST06106, YEAST01228	APOSC_21543, APOSC_16317, APOSC_23539, APOSC_09069
OG0002788	YEAST02578, YEAST01232	APOSC_24414, APOSC_23286
OG0002789	YEAST05269	APOSC_22221, APOSC_04682, APOSC_23595
OG0002793	YEAST01371	APOSC_11852
OG0002799	YEAST01461	APOSC_29104
OG0002817	YEAST01189, YEAST04922	APOSC_24528, APOSC_12557
OG0002824	YEAST02137	APOSC_02684
OG0002826	YEAST00174	APOSC_04412
OG0002827	YEAST05976	APOSC_15572, APOSC_15573
OG0002828	YEAST00227, YEAST00963	APOSC_15533
OG0002831	YEAST03282	APOSC_07320, APOSC_07319
OG0002835	YEAST02656	APOSC_05721
OG0002837	YEAST01987, YEAST00157	APOSC_16955
OG0002839	YEAST03148	APOSC_10256, APOSC_10257
OG0002843	YEAST04737	APOSC_02228
OG0002844	YEAST05563	APOSC_05859
OG0002847	YEAST02294	APOSC_09996
OG0002851	YEAST04951	APOSC_09073
OG0002855	YEAST00137	APOSC_00431, APOSC_00429, APOSC_00430
OG0002860	YEAST02712	APOSC_00796
OG0002866	YEAST01136	APOSC_13836, APOSC_13835
OG0002876	YEAST02348	APOSC_27500
OG0002877	YEAST04537	APOSC_07709, APOSC_07710
OG0002883	YEAST03027	APOSC_06370
OG0002891	YEAST03205	APOSC_00377
OG0002893	YEAST03653	APOSC_00192, APOSC_14877, APOSC_03975, APOSC_03565
OG0002894	YEAST00906	APOSC_28201
OG0002895	YEAST01471, YEAST05353, YEAST05456	APOSC_12290
OG0002897	YEAST06308	APOSC_09117
OG0002899	YEAST00283	APOSC_05842, APOSC_05841
OG0002900	YEAST05306	APOSC_06089, APOSC_23969
OG0002907	YEAST02061	APOSC_22192, APOSC_12383
OG0002910	YEAST00223	APOSC_20846
OG0002915	YEAST02264	APOSC_11969
OG0002917	YEAST03703	APOSC_07469
OG0002920	YEAST04043, YEAST04055	APOSC_16197
OG0002921	YEAST06254	APOSC_23354, APOSC_22673, APOSC_22672
OG0002922	YEAST01261	APOSC_16651
OG0002947	YEAST00232	APOSC_02093, APOSC_21267
OG0002948	YEAST03584	APOSC_23040
OG0002949	YEAST00419, YEAST06063	APOSC_17385, APOSC_05632, APOSC_26810, APOSC_01185, APOSC_05631
OG0002952	YEAST05257	APOSC_22189
OG0002953	YEAST03034	APOSC_27639
OG0002957	YEAST03253	APOSC_03768
OG0002960	YEAST05502	APOSC_22624
OG0002965	YEAST03804	APOSC_13679, APOSC_12121
OG0002966	YEAST06059	APOSC_00318
OG0002968	YEAST00199	APOSC_04978, APOSC_16857
OG0002969	YEAST00655	APOSC_17593
OG0002982	YEAST02471	APOSC_22057, APOSC_11183
OG0002984	YEAST00961, YEAST01144	APOSC_09757
OG0002985	YEAST02147	APOSC_16485, APOSC_25787
OG0002987	YEAST02970, YEAST00081, YEAST02488	APOSC_00262
OG0002991	YEAST03345, YEAST01842	APOSC_00644
OG0002997	YEAST02374	APOSC_05385, APOSC_28117
OG0003001	YEAST01497	APOSC_00996
OG0003004	YEAST02183	APOSC_08593
OG0003006	YEAST00899	APOSC_16110, APOSC_03888
OG0003010	YEAST03035	APOSC_20924
OG0003012	YEAST04512	APOSC_18752
OG0003016	YEAST04810	APOSC_28670
OG0003017	YEAST02213	APOSC_03453
OG0003018	YEAST01635, YEAST01949	APOSC_05905, APOSC_13408
OG0003020	YEAST04851	APOSC_22069, APOSC_20556, APOSC_09981, APOSC_09980
OG0003027	YEAST05498	APOSC_07655
OG0003028	YEAST05822	APOSC_06065
OG0003029	YEAST04523	APOSC_14789, APOSC_14788
OG0003033	YEAST02457, YEAST02640	APOSC_04771, APOSC_11904, APOSC_27595, APOSC_07949, APOSC_07950, APOSC_07581
OG0003039	YEAST00055	APOSC_28297
OG0003043	YEAST02551	APOSC_03354, APOSC_08111
OG0003046	YEAST01632	APOSC_17607, APOSC_17609, APOSC_17608
OG0003054	YEAST04909, YEAST05341	APOSC_08597
OG0003056	YEAST02257	APOSC_11755, APOSC_11440
OG0003059	YEAST02832, YEAST03675	APOSC_15210, APOSC_10780
OG0003063	YEAST00204	APOSC_15552
OG0003066	YEAST00969	APOSC_22132
OG0003067	YEAST03159	APOSC_04561
OG0003072	YEAST05076	APOSC_18527
OG0003073	YEAST00167	APOSC_10886, APOSC_10467
OG0003079	YEAST01019	APOSC_22913
OG0003101	YEAST01357	APOSC_03962
OG0003104	YEAST00861	APOSC_18853
OG0003105	YEAST04282	APOSC_14568
OG0003106	YEAST03619	APOSC_22756
OG0003107	YEAST00029	APOSC_19938, APOSC_13572, APOSC_13571, APOSC_24099
OG0003108	YEAST00796	APOSC_20208
OG0003110	YEAST02197	APOSC_05797, APOSC_07102, APOSC_08763, APOSC_23414, APOSC_10505, APOSC_11675, APOSC_19204, APOSC_00185, APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379
OG0003114	YEAST00453, YEAST02426	APOSC_08728, APOSC_12830
OG0003119	YEAST00778	APOSC_27843
OG0003121	YEAST03190	APOSC_14507
OG0003131	YEAST04435, YEAST04350	APOSC_22048, APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973, APOSC_03813, APOSC_10577
OG0003135	YEAST02069	APOSC_10627, APOSC_19629
OG0003138	YEAST01790, YEAST00784	APOSC_19584, APOSC_11696, APOSC_20418
OG0003145	YEAST06012	APOSC_08126, APOSC_10484, APOSC_10319, APOSC_20874
OG0003147	YEAST03729	APOSC_18397
OG0003151	YEAST03910	APOSC_16617
OG0003153	YEAST05438	APOSC_26183
OG0003154	YEAST00694	APOSC_06994
OG0003157	YEAST01203	APOSC_12815
OG0003164	YEAST05549, YEAST04492	APOSC_27781
OG0003169	YEAST04410	APOSC_20189
OG0003172	YEAST06030	APOSC_05273
OG0003174	YEAST06178	APOSC_05372
OG0003178	YEAST05823	APOSC_23982
OG0003179	YEAST00905	APOSC_10676
OG0003182	YEAST05565	APOSC_25417
OG0003189	YEAST00820	APOSC_13962, APOSC_14718
OG0003190	YEAST02550	APOSC_09818
OG0003191	YEAST01068	APOSC_21528, APOSC_28691, APOSC_28692
OG0003193	YEAST02494	APOSC_05846
OG0003197	YEAST06274	APOSC_23003, APOSC_23004, APOSC_07667
OG0003199	YEAST04961	APOSC_20188
OG0003207	YEAST04056	APOSC_24531, APOSC_20290
OG0003212	YEAST05531	APOSC_29099
OG0003214	YEAST03701	APOSC_18366
OG0003215	YEAST04373	APOSC_16838, APOSC_16839
OG0003218	YEAST04068	APOSC_15489
OG0003220	YEAST03417, YEAST00186	APOSC_10137
OG0003221	YEAST05064	APOSC_10483, APOSC_21165
OG0003223	YEAST04472	APOSC_03309
OG0003228	YEAST06187	APOSC_12201
OG0003230	YEAST05487	APOSC_16300
OG0003234	YEAST00760	APOSC_16222
OG0003235	YEAST06282	APOSC_02018, APOSC_02019
OG0003251	YEAST05338, YEAST04904	APOSC_01087, APOSC_20351
OG0003254	YEAST03911	APOSC_25008
OG0003257	YEAST02741	APOSC_01324
OG0003263	YEAST05333	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065, APOSC_13158, APOSC_00448, APOSC_10954, APOSC_09315
OG0003264	YEAST03398	APOSC_10052
OG0003266	YEAST05585	APOSC_02901
OG0003267	YEAST02516	APOSC_05198, APOSC_15562
OG0003270	YEAST01372, YEAST05351, YEAST01476	APOSC_23736
OG0003277	YEAST03706	APOSC_07098, APOSC_19318
OG0003283	YEAST02779	APOSC_05350
OG0003284	YEAST02184	APOSC_08125
OG0003287	YEAST00166	APOSC_11817, APOSC_11816
OG0003288	YEAST05062	APOSC_08027, APOSC_08028
OG0003290	YEAST06325	APOSC_22357
OG0003293	YEAST04930	APOSC_18462
OG0003295	YEAST06127	APOSC_13157
OG0003300	YEAST03316	APOSC_17961, APOSC_10134, APOSC_10022, APOSC_12616
OG0003301	YEAST03267	APOSC_20684
OG0003302	YEAST04633	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566
OG0003303	YEAST05878	APOSC_18665, APOSC_00584, APOSC_00585
OG0003304	YEAST01018	APOSC_15762
OG0003316	YEAST04887	APOSC_24704, APOSC_12147
OG0003317	YEAST03051	APOSC_27860, APOSC_27859
OG0003318	YEAST02158	APOSC_06088
OG0003332	YEAST02945, YEAST00447	APOSC_06501, APOSC_11037
OG0003335	YEAST01260	APOSC_22973, APOSC_26808, APOSC_25100
OG0003340	YEAST04972	APOSC_00595
OG0003341	YEAST00990	APOSC_08089
OG0003343	YEAST04356, YEAST06258	APOSC_10154
OG0003344	YEAST04764	APOSC_02014, APOSC_02015
OG0003345	YEAST02133	APOSC_05069, APOSC_10463
OG0003348	YEAST02844	APOSC_25980
OG0003349	YEAST00235, YEAST04798	APOSC_12458
OG0003356	YEAST02937	APOSC_06969
OG0003357	YEAST04240, YEAST02522	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800, APOSC_17048
OG0003364	YEAST00730	APOSC_20943, APOSC_20944
OG0003366	YEAST05276, YEAST03075	APOSC_22846
OG0003373	YEAST03755	APOSC_10165, APOSC_15730, APOSC_15709
OG0003374	YEAST03627	APOSC_04421
OG0003375	YEAST03722	APOSC_12301, APOSC_12302, APOSC_16084
OG0003377	YEAST03340	APOSC_20950, APOSC_06534
OG0003380	YEAST00529	APOSC_06475
OG0003381	YEAST03447, YEAST01380	APOSC_25031
OG0003382	YEAST01627	APOSC_14019
OG0003386	YEAST02725	APOSC_08475, APOSC_04892
OG0003425	YEAST05084	APOSC_20861
OG0003426	YEAST05251	APOSC_14543, APOSC_14542
OG0003428	YEAST04550, YEAST01154	APOSC_11400
OG0003429	YEAST05921	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	YEAST04732	APOSC_02277
OG0003434	YEAST02689	APOSC_08572
OG0003435	YEAST05483	APOSC_16233
OG0003441	YEAST05981	APOSC_05349
OG0003443	YEAST06032	APOSC_21858
OG0003454	YEAST04088	APOSC_03485
OG0003458	YEAST00169	APOSC_17177
OG0003461	YEAST05752, YEAST04759	APOSC_01453, APOSC_09700, APOSC_12570, APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003463	YEAST02371	APOSC_18574, APOSC_13277
OG0003464	YEAST05120	APOSC_02590
OG0003465	YEAST02874	APOSC_17657
OG0003467	YEAST01278	APOSC_08484, APOSC_08485
OG0003477	YEAST03665	APOSC_28136, APOSC_28137
OG0003483	YEAST06074	APOSC_24644
OG0003487	YEAST03066	APOSC_24508
OG0003491	YEAST03514	APOSC_27592
OG0003493	YEAST01076	APOSC_07930
OG0003497	YEAST00758	APOSC_06959
OG0003498	YEAST05680	APOSC_07920
OG0003500	YEAST03303, YEAST02683	APOSC_22294, APOSC_22295
OG0003501	YEAST01421	APOSC_23234
OG0003502	YEAST02519	APOSC_18703
OG0003503	YEAST00400	APOSC_02298
OG0003505	YEAST00697	APOSC_27791
OG0003509	YEAST02850	APOSC_01600
OG0003515	YEAST00923	APOSC_28363
OG0003518	YEAST04809	APOSC_13189
OG0003523	YEAST05393	APOSC_24946, APOSC_24945
OG0003531	YEAST00465	APOSC_06749
OG0003532	YEAST05810	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003539	YEAST03774	APOSC_28124, APOSC_28123
OG0003541	YEAST01314	APOSC_12528, APOSC_12526, APOSC_12527
OG0003543	YEAST01290	APOSC_20594
OG0003544	YEAST00251	APOSC_15667
OG0003550	YEAST06166	APOSC_23937
OG0003551	YEAST01826	APOSC_24999
OG0003552	YEAST04163	APOSC_13079
OG0003556	YEAST05216	APOSC_16589
OG0003560	YEAST00307	APOSC_23804
OG0003560	YEAST02357, YEAST05925	APOSC_23803
OG0003561	YEAST06100	APOSC_05634, APOSC_05633
OG0003562	YEAST00960	APOSC_04504
OG0003565	YEAST03392	APOSC_05654
OG0003567	YEAST04838	APOSC_27651
OG0003568	YEAST04328	APOSC_24669
OG0003570	YEAST03562, YEAST04635	APOSC_11684
OG0003571	YEAST05553	APOSC_19334
OG0003573	YEAST00597	APOSC_22721
OG0003578	YEAST05031	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	YEAST05446	APOSC_20893
OG0003582	YEAST03174	APOSC_10258
OG0003598	YEAST00803	APOSC_04757
OG0003599	YEAST04133	APOSC_02977
OG0003603	YEAST03529	APOSC_26660
OG0003610	YEAST02573	APOSC_06489
OG0003611	YEAST01054	APOSC_27392
OG0003612	YEAST00808	APOSC_26359
OG0003613	YEAST02366	APOSC_02881
OG0003615	YEAST01638	APOSC_11360
OG0003617	YEAST01843	APOSC_11452
OG0003618	YEAST00747	APOSC_27107
OG0003619	YEAST04756	APOSC_04035, APOSC_04036
OG0003624	YEAST00147	APOSC_08169
OG0003630	YEAST04845	APOSC_17756, APOSC_17755, APOSC_17757
OG0003632	YEAST02125	APOSC_29018, APOSC_16472, APOSC_27508
OG0003638	YEAST00956	APOSC_04672
OG0003641	YEAST04061, YEAST01158	APOSC_28507
OG0003643	YEAST03144	APOSC_14666, APOSC_10990, APOSC_10989
OG0003644	YEAST01545	APOSC_13766
OG0003645	YEAST05809, YEAST05493	APOSC_17297
OG0003647	YEAST04352, YEAST04433	APOSC_23544, APOSC_13796
OG0003649	YEAST00203	APOSC_04280, APOSC_04281
OG0003650	YEAST00737, YEAST04997	APOSC_01121, APOSC_01120
OG0003659	YEAST00140	APOSC_18860
OG0003661	YEAST02758	APOSC_25047, APOSC_25048
OG0003664	YEAST03791	APOSC_08966
OG0003668	YEAST06168	APOSC_25254
OG0003669	YEAST02813	APOSC_15477
OG0003672	YEAST03137	APOSC_19065
OG0003676	YEAST03110	APOSC_19440
OG0003678	YEAST02330	APOSC_24849
OG0003679	YEAST03223	APOSC_05717
OG0003682	YEAST00571	APOSC_08734, APOSC_08733
OG0003687	YEAST02527, YEAST04246	APOSC_02961
OG0003688	YEAST01333, YEAST05362, YEAST00376	APOSC_12988, APOSC_12989
OG0003689	YEAST04232	APOSC_14402
OG0003690	YEAST01162	APOSC_12760
OG0003692	YEAST00692	APOSC_29035
OG0003693	YEAST05304	APOSC_02780
OG0003694	YEAST01453	APOSC_22584, APOSC_22583
OG0003696	YEAST05704	APOSC_01727
OG0003697	YEAST04962	APOSC_19087
OG0003698	YEAST03764, YEAST03185	APOSC_02793, APOSC_02794
OG0003703	YEAST00683	APOSC_27805
OG0003710	YEAST02077	APOSC_14492, APOSC_14493
OG0003712	YEAST02114	APOSC_02385
OG0003713	YEAST01549, YEAST03807	APOSC_27942
OG0003716	YEAST02390	APOSC_21311
OG0003718	YEAST05772	APOSC_00053, APOSC_06836
OG0003719	YEAST06338	APOSC_22019
OG0003721	YEAST04960	APOSC_17333
OG0003724	YEAST02365, YEAST06120	APOSC_21114, APOSC_21113
OG0003729	YEAST01543	APOSC_17222
OG0003731	YEAST04486	APOSC_22671
OG0003733	YEAST03492	APOSC_16729
OG0003734	YEAST02809, YEAST03842	APOSC_06802, APOSC_03895, APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	YEAST06115	APOSC_09644, APOSC_04977, APOSC_04976, APOSC_04975
OG0003738	YEAST05605	APOSC_26676
OG0003740	YEAST01029	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112
OG0003741	YEAST01379	APOSC_01091, APOSC_01092
OG0003743	YEAST06008, YEAST05688	APOSC_27109
OG0003744	YEAST01207	APOSC_22292, APOSC_22293
OG0003745	YEAST02618	APOSC_14669, APOSC_14668
OG0003749	YEAST04441	APOSC_00198
OG0003750	YEAST00149	APOSC_11143
OG0003756	YEAST01878	APOSC_12890, APOSC_14136, APOSC_14135
OG0003758	YEAST06133	APOSC_02734
OG0003759	YEAST03315	APOSC_17081
OG0003766	YEAST03336	APOSC_09732, APOSC_21164
OG0003767	YEAST01933, YEAST01650	APOSC_23704, APOSC_02560
OG0003769	YEAST01999	APOSC_02783, APOSC_02782
OG0003770	YEAST01234, YEAST03860	APOSC_13841
OG0003778	YEAST05796	APOSC_25204
OG0003779	YEAST04431	APOSC_23333, APOSC_23332, APOSC_23334
OG0003806	YEAST02367	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759
OG0003807	YEAST04265, YEAST03128	APOSC_20177, APOSC_11279, APOSC_05758, APOSC_00861, APOSC_00860, APOSC_00859
OG0003808	YEAST01201	APOSC_06171, APOSC_06172
OG0003811	YEAST00417	APOSC_28788, APOSC_28789
OG0003812	YEAST00287	APOSC_18903
OG0003813	YEAST00254	APOSC_14390
OG0003818	YEAST04318	APOSC_12257
OG0003824	YEAST01468	APOSC_04795, APOSC_04794
OG0003828	YEAST02448	APOSC_14010
OG0003829	YEAST02032, YEAST01031	APOSC_19129
OG0003831	YEAST03010, YEAST05137, YEAST02344	APOSC_18338, APOSC_25951, APOSC_17003
OG0003834	YEAST06322	APOSC_25052
OG0003837	YEAST02586	APOSC_12128
OG0003838	YEAST03413	APOSC_00842
OG0003839	YEAST01736	APOSC_26720
OG0003844	YEAST06054	APOSC_16163, APOSC_16164, APOSC_06586, APOSC_27111, APOSC_16165, APOSC_06080, APOSC_18320, APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003846	YEAST00356	APOSC_01229
OG0003848	YEAST01654	APOSC_12433
OG0003850	YEAST00228	APOSC_06463
OG0003851	YEAST06169	APOSC_27756
OG0003852	YEAST03296	APOSC_27352
OG0003853	YEAST06251	APOSC_04073
OG0003855	YEAST04936	APOSC_03654
OG0003856	YEAST03934, YEAST02710	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472
OG0003858	YEAST01401	APOSC_25588
OG0003860	YEAST01412	APOSC_03734, APOSC_20475, APOSC_24245
OG0003866	YEAST01895	APOSC_22466
OG0003867	YEAST03558	APOSC_04424
OG0003868	YEAST01448	APOSC_27663
OG0003869	YEAST02771	APOSC_00347, APOSC_00348
OG0003875	YEAST05070	APOSC_05969
OG0003876	YEAST02423	APOSC_09137
OG0003877	YEAST04860, YEAST05867, YEAST03825	APOSC_00794, APOSC_00795, APOSC_00278
OG0003879	YEAST00463	APOSC_27983, APOSC_26925
OG0003881	YEAST03851	APOSC_23136
OG0003882	YEAST03663	APOSC_23637
OG0003886	YEAST06023	APOSC_23174
OG0003887	YEAST00028	APOSC_03357
OG0003893	YEAST05028	APOSC_23559
OG0003897	YEAST01270	APOSC_21763, APOSC_21762
OG0003899	YEAST04954	APOSC_22343
OG0003904	YEAST01732	APOSC_15257
OG0003907	YEAST02999, YEAST02288	APOSC_17622
OG0003910	YEAST03780	APOSC_21565
OG0003911	YEAST00032	APOSC_27900, APOSC_05120
OG0003913	YEAST03258	APOSC_05119
OG0003918	YEAST00058	APOSC_02265
OG0003921	YEAST06181	APOSC_12515, APOSC_12516
OG0003926	YEAST04138	APOSC_26826
OG0003929	YEAST04489, YEAST01422	APOSC_06476
OG0003930	YEAST03969	APOSC_13770, APOSC_13771
OG0003931	YEAST01142	APOSC_13164, APOSC_13163, APOSC_13162
OG0003934	YEAST00084	APOSC_16202
OG0003938	YEAST01566, YEAST05133	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799
OG0003939	YEAST03211	APOSC_20627
OG0003944	YEAST01186	APOSC_04799, APOSC_03774, APOSC_25388, APOSC_28777
OG0003946	YEAST03220	APOSC_04056
OG0003947	YEAST06266, YEAST05428	APOSC_09900
OG0003949	YEAST01888	APOSC_07284
OG0003950	YEAST01409	APOSC_26777, APOSC_26776
OG0003954	YEAST02764	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	YEAST03951	APOSC_20455
OG0003959	YEAST02778	APOSC_17473
OG0003961	YEAST01991	APOSC_20360, APOSC_21264, APOSC_06551, APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003967	YEAST05935	APOSC_26278, APOSC_00755
OG0003969	YEAST02146	APOSC_28380
OG0003971	YEAST00520	APOSC_13871, APOSC_13872
OG0003972	YEAST06331	APOSC_12719
OG0003973	YEAST06329	APOSC_26122
OG0003999	YEAST05604	APOSC_26670, APOSC_28991
OG0004000	YEAST06060	APOSC_16851, APOSC_16850
OG0004005	YEAST06216	APOSC_22073
OG0004007	YEAST01456	APOSC_15413
OG0004012	YEAST00755	APOSC_16235
OG0004017	YEAST03019	APOSC_19336
OG0004023	YEAST04349	APOSC_09668
OG0004027	YEAST03587	APOSC_22364, APOSC_17364
OG0004032	YEAST02562	APOSC_10005
OG0004033	YEAST02572	APOSC_11152
OG0004035	YEAST02134	APOSC_20229
OG0004037	YEAST03371	APOSC_28831
OG0004042	YEAST05578	APOSC_19825
OG0004044	YEAST05367	APOSC_05770
OG0004047	YEAST02496	APOSC_21433
OG0004051	YEAST01772	APOSC_25343
OG0004052	YEAST03705	APOSC_23309
OG0004054	YEAST05576	APOSC_22506
OG0004056	YEAST05698	APOSC_26145, APOSC_12387
OG0004057	YEAST05620	APOSC_25009
OG0004059	YEAST00030	APOSC_17749
OG0004065	YEAST00772	APOSC_27712
OG0004067	YEAST02665	APOSC_24467
OG0004068	YEAST03461	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542
OG0004071	YEAST02893	APOSC_26899
OG0004072	YEAST02440	APOSC_16871
OG0004075	YEAST02332	APOSC_15061, APOSC_07499
OG0004076	YEAST05461	APOSC_17521
OG0004079	YEAST04385	APOSC_18093
OG0004080	YEAST00812	APOSC_26211, APOSC_26210
OG0004082	YEAST00063, YEAST05409	APOSC_04843
OG0004090	YEAST02301, YEAST02021	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223
OG0004091	YEAST04715	APOSC_20232, APOSC_12845
OG0004092	YEAST03564, YEAST06307	APOSC_18299
OG0004096	YEAST00160	APOSC_13674
OG0004097	YEAST05039	APOSC_02415, APOSC_15719
OG0004101	YEAST03547, YEAST02901	APOSC_13319
OG0004102	YEAST05787	APOSC_25199
OG0004105	YEAST01700, YEAST01565	APOSC_20157, APOSC_20158
OG0004110	YEAST02825	APOSC_06208, APOSC_11200
OG0004113	YEAST02059	APOSC_14445
OG0004115	YEAST00325	APOSC_10833
OG0004116	YEAST00481	APOSC_01511, APOSC_01512
OG0004118	YEAST01855	APOSC_06300
OG0004119	YEAST02170	APOSC_04401, APOSC_04402
OG0004120	YEAST01953	APOSC_26476, APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568
OG0004123	YEAST04761	APOSC_21789, APOSC_21790
OG0004124	YEAST01139	APOSC_08825
OG0004127	YEAST06097	APOSC_07047
OG0004130	YEAST03149	APOSC_15010
OG0004134	YEAST05611	APOSC_03000
OG0004136	YEAST01084	APOSC_21530
OG0004142	YEAST05774	APOSC_18291, APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004148	YEAST00867	APOSC_15043, APOSC_15044
OG0004150	YEAST04690	APOSC_13759
OG0004151	YEAST04284	APOSC_00107
OG0004153	YEAST05958, YEAST04386, YEAST00290	APOSC_08022
OG0004154	YEAST05587	APOSC_22416
OG0004158	YEAST03379	APOSC_10209
OG0004161	YEAST04124	APOSC_20917
OG0004162	YEAST04517	APOSC_12130
OG0004164	YEAST05923	APOSC_18496
OG0004166	YEAST00189	APOSC_13131
OG0004168	YEAST03028	APOSC_04235
OG0004169	YEAST05813	APOSC_25303
OG0004170	YEAST05906	APOSC_18036, APOSC_03003
OG0004171	YEAST04501	APOSC_27996, APOSC_27995
OG0004179	YEAST01050	APOSC_26029
OG0004181	YEAST03406	APOSC_19298, APOSC_19299
OG0004182	YEAST03699	APOSC_22372, APOSC_24923
OG0004184	YEAST00127	APOSC_01611
OG0004186	YEAST04981	APOSC_12750
OG0004188	YEAST02761	APOSC_19051
OG0004215	YEAST04590	APOSC_16447
OG0004217	YEAST01257	APOSC_15366, APOSC_15365
OG0004219	YEAST00912	APOSC_25433, APOSC_25434
OG0004222	YEAST05826	APOSC_24192
OG0004230	YEAST02220	APOSC_11830
OG0004232	YEAST05931	APOSC_20829, APOSC_20830
OG0004236	YEAST05432	APOSC_00824, APOSC_09759
OG0004237	YEAST04445, YEAST04344	APOSC_13691, APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201, APOSC_08707, APOSC_07559
OG0004239	YEAST05144	APOSC_00833
OG0004243	YEAST00306	APOSC_21071
OG0004245	YEAST00859	APOSC_10499, APOSC_10498, APOSC_10497
OG0004248	YEAST03678	APOSC_02729
OG0004249	YEAST02740	APOSC_05383
OG0004250	YEAST05543	APOSC_22267
OG0004252	YEAST05178	APOSC_15635
OG0004254	YEAST03900	APOSC_08300
OG0004258	YEAST00665	APOSC_15994
OG0004259	YEAST03730	APOSC_13815, APOSC_13814
OG0004261	YEAST02564	APOSC_10630
OG0004262	YEAST02368	APOSC_02898
OG0004268	YEAST00496	APOSC_02867
OG0004269	YEAST04758	APOSC_26344
OG0004273	YEAST02547	APOSC_19429
OG0004278	YEAST00243	APOSC_20389
OG0004280	YEAST05895	APOSC_04874, APOSC_04875, APOSC_04873
OG0004282	YEAST02575, YEAST06242	APOSC_02424, APOSC_24952, APOSC_03662, APOSC_17904, APOSC_02423
OG0004283	YEAST04184	APOSC_10311, APOSC_16308
OG0004287	YEAST01708	APOSC_23356, APOSC_26057
OG0004289	YEAST05719	APOSC_21362
OG0004291	YEAST00852	APOSC_10038, APOSC_10039
OG0004292	YEAST02537	APOSC_09946
OG0004295	YEAST05946	APOSC_09213
OG0004297	YEAST01463	APOSC_02921
OG0004300	YEAST05309	APOSC_16240
OG0004301	YEAST03850	APOSC_06274
OG0004302	YEAST05203	APOSC_19513
OG0004303	YEAST02492	APOSC_24805
OG0004304	YEAST02425, YEAST05929	APOSC_08537
OG0004305	YEAST02123	APOSC_13535
OG0004307	YEAST04592	APOSC_13498
OG0004308	YEAST04835	APOSC_21945
OG0004309	YEAST05924	APOSC_21721
OG0004310	YEAST05001	APOSC_02803
OG0004312	YEAST03330	APOSC_18207
OG0004314	YEAST00500	APOSC_20468
OG0004324	YEAST04322	APOSC_00330
OG0004330	YEAST06277	APOSC_23881, APOSC_16360
OG0004331	YEAST06230	APOSC_03020
OG0004333	YEAST01391	APOSC_28574
OG0004335	YEAST01057	APOSC_08465, APOSC_08464
OG0004337	YEAST05652	APOSC_04062, APOSC_04059, APOSC_04060
OG0004338	YEAST05023	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738, APOSC_24204, APOSC_07093
OG0004344	YEAST02441	APOSC_16644
OG0004345	YEAST04894	APOSC_22925
OG0004347	YEAST04515	APOSC_08065, APOSC_11892
OG0004348	YEAST03956	APOSC_28686, APOSC_28688, APOSC_28687
OG0004350	YEAST04742	APOSC_22010
