Orthogroup	PFLAV	BRAFL
OG0007026	TCONS_00025829.p1, TCONS_00024459.p1	bflo_09805
OG0007027	TCONS_00047558.p1	bflo_20536
OG0007031	TCONS_00046498.p1	bflo_01870
OG0007032	TCONS_00000637.p1	bflo_18346
OG0007033	TCONS_00011250.p1	bflo_16162
OG0007034	TCONS_00054961.p1	bflo_19304
OG0007035	TCONS_00034953.p1	bflo_11817
OG0007036	TCONS_00014868.p1	bflo_15936
OG0007037	TCONS_00055622.p1	bflo_18791
OG0007038	TCONS_00048491.p1	bflo_11762, bflo_11636
OG0007039	TCONS_00011868.p1	bflo_06475
OG0007040	TCONS_00015577.p1	bflo_15748
OG0007041	TCONS_00033170.p1	bflo_06211
OG0007042	TCONS_00003604.p1	bflo_02915
OG0007043	TCONS_00027745.p1	bflo_10682
OG0007044	TCONS_00043439.p1	bflo_04989, bflo_15125
OG0007045	TCONS_00054903.p1	bflo_18005
OG0007046	TCONS_00001135.p1	bflo_17255
OG0007047	TCONS_00015352.p1	bflo_15778
OG0007048	TCONS_00013693.p1	bflo_23058
OG0007049	TCONS_00051136.p1	bflo_24438
OG0007050	TCONS_00027092.p1	bflo_09428
OG0007053	TCONS_00033075.p1	bflo_24401
OG0007054	TCONS_00006174.p1	bflo_20473
OG0007055	TCONS_00006739.p1	bflo_21171
OG0007056	TCONS_00003503.p1	bflo_20134
OG0007058	TCONS_00040470.p1	bflo_17608
OG0007059	TCONS_00027327.p1	bflo_10444
OG0007060	TCONS_00055756.p1	bflo_06320
OG0007061	TCONS_00026381.p1	bflo_10696
OG0007062	TCONS_00051560.p1	bflo_24989
OG0007063	TCONS_00013713.p1	bflo_23792
OG0007064	TCONS_00042533.p1	bflo_14926
OG0007065	TCONS_00023245.p1	bflo_10221
OG0007066	TCONS_00022269.p1	bflo_21816
OG0007067	TCONS_00008009.p1	bflo_12779
OG0007068	TCONS_00030207.p1	bflo_07102
OG0007069	TCONS_00009852.p1	bflo_06573
OG0007070	TCONS_00022825.p1, TCONS_00021624.p1	bflo_22328
OG0007071	TCONS_00054222.p1	bflo_09008
OG0007072	TCONS_00007191.p1	bflo_12921
OG0007073	TCONS_00051978.p1	bflo_24056
OG0007074	TCONS_00036890.p1	bflo_04122
OG0007075	TCONS_00031214.p1, TCONS_00031191.p1	bflo_07697
OG0007076	TCONS_00016847.p1	bflo_15859
OG0007077	TCONS_00042859.p1	bflo_14982
OG0007078	TCONS_00003826.p1, TCONS_00003804.p1	bflo_02464
OG0007079	TCONS_00018783.p1	bflo_01999
OG0007080	TCONS_00017745.p1	bflo_01418
OG0007081	TCONS_00016796.p1	bflo_14270
OG0007082	TCONS_00017347.p1, TCONS_00017363.p1	bflo_16401
OG0007083	TCONS_00016430.p1	bflo_15779
OG0007084	TCONS_00007233.p1	bflo_12638
OG0007086	TCONS_00049476.p1	bflo_11245
OG0007087	TCONS_00045677.p2, TCONS_00046754.p1	bflo_06824
OG0007088	TCONS_00044974.p1	bflo_06292
OG0007089	TCONS_00022106.p1	bflo_02444
OG0007090	TCONS_00054332.p1	bflo_25747
OG0007091	TCONS_00046618.p1	bflo_05854
OG0007092	TCONS_00009665.p1	bflo_15232
OG0007093	TCONS_00053768.p1	bflo_10575
OG0007094	TCONS_00009578.p1	bflo_18319
OG0007095	TCONS_00012814.p1	bflo_23010
OG0007096	TCONS_00003040.p1	bflo_12760
OG0007097	TCONS_00052445.p1, TCONS_00040903.p1	bflo_07989
OG0007098	TCONS_00033201.p1, TCONS_00008826.p1	bflo_13800
OG0007099	TCONS_00009517.p1	bflo_21945
OG0007100	TCONS_00049528.p1	bflo_11271
OG0007101	TCONS_00054810.p1	bflo_04304, bflo_27268, bflo_27230, bflo_22472, bflo_04425, bflo_21131, bflo_21657, bflo_03082, bflo_20756, bflo_18298, bflo_15750, bflo_18783, bflo_22994, bflo_08466, bflo_02023, bflo_25123, bflo_15923, bflo_22232, bflo_17479, bflo_16662, bflo_26625
OG0007102	TCONS_00042851.p1	bflo_14184
OG0007103	TCONS_00030082.p1	bflo_08091
OG0007105	TCONS_00006169.p1	bflo_21094
OG0007106	TCONS_00047227.p1	bflo_11280
OG0007107	TCONS_00014572.p1	bflo_23422
OG0007108	TCONS_00006170.p1	bflo_20348
OG0007109	TCONS_00037031.p1	bflo_04042
OG0007111	TCONS_00007529.p1	bflo_13861
OG0007112	TCONS_00029738.p1	bflo_06337
OG0007113	TCONS_00047530.p1	bflo_11442
OG0007114	TCONS_00008157.p1	bflo_14043
OG0007115	TCONS_00008987.p1	bflo_13514
OG0007116	TCONS_00013947.p1	bflo_23512
OG0007118	TCONS_00001877.p1	bflo_17782
OG0007119	TCONS_00052985.p1, TCONS_00052977.p1	bflo_26455
OG0007120	TCONS_00053428.p1	bflo_26318
OG0007121	TCONS_00011260.p1	bflo_21082
OG0007122	TCONS_00050924.p1	bflo_24072
OG0007123	TCONS_00026911.p1	bflo_09914
OG0007124	TCONS_00043163.p1	bflo_15170
OG0007125	TCONS_00034395.p1, TCONS_00034463.p1	bflo_14785
OG0007126	TCONS_00010845.p1	bflo_22266
OG0007127	TCONS_00019274.p1	bflo_00577
OG0007129	TCONS_00026026.p1	bflo_10446
OG0007130	TCONS_00047510.p1	bflo_11677
OG0007131	TCONS_00053264.p1	bflo_25611
OG0007132	TCONS_00046363.p1	bflo_05661
OG0007133	TCONS_00029153.p1	bflo_02382
OG0007134	TCONS_00041920.p1	bflo_10408
OG0007135	TCONS_00018971.p1	bflo_08465
OG0007136	TCONS_00028952.p1	bflo_06450
OG0007137	TCONS_00014362.p1	bflo_22784
OG0007138	TCONS_00015362.p1	bflo_15711
OG0007139	TCONS_00016896.p1	bflo_05619
OG0007140	TCONS_00053561.p1	bflo_25840
OG0007142	TCONS_00044220.p1, TCONS_00042910.p1	bflo_15000
OG0007143	TCONS_00045330.p1	bflo_01199
OG0007144	TCONS_00011322.p1	bflo_20069
OG0007145	TCONS_00046303.p1	bflo_05366
OG0007146	TCONS_00017342.p1, TCONS_00017359.p1	bflo_21226
OG0007147	TCONS_00050872.p1	bflo_24598
OG0007148	TCONS_00048638.p1	bflo_12090
OG0007149	TCONS_00051414.p1, TCONS_00051411.p1	bflo_17134
OG0007150	TCONS_00008146.p1	bflo_12859, bflo_09705
OG0007151	TCONS_00042529.p1	bflo_14436
OG0007152	TCONS_00019894.p1	bflo_08459, bflo_12446
OG0007153	TCONS_00011695.p1	bflo_14060
OG0007154	TCONS_00009690.p1	bflo_11488
OG0007155	TCONS_00018235.p1	bflo_16518, bflo_16186, bflo_16189, bflo_19396, bflo_22032
OG0007156	TCONS_00027558.p1, TCONS_00027542.p1	bflo_00834, bflo_00835
OG0007158	TCONS_00007848.p1	bflo_12648
OG0007159	TCONS_00015808.p1	bflo_17008, bflo_17009
OG0007160	TCONS_00009021.p1	bflo_13912
OG0007161	TCONS_00007008.p1	bflo_12808
OG0007162	TCONS_00033875.p1	bflo_12051
OG0007163	TCONS_00029121.p1	bflo_05600
OG0007164	TCONS_00002256.p1	bflo_18316
OG0007165	TCONS_00017776.p1	bflo_08764
OG0007166	TCONS_00024144.p1	bflo_09971
OG0007168	TCONS_00055660.p1	bflo_18756
OG0007170	TCONS_00025934.p1	bflo_02728
OG0007171	TCONS_00010138.p1	bflo_19822
OG0007172	TCONS_00043013.p1, TCONS_00043012.p1	bflo_11286
OG0007173	TCONS_00051896.p1	bflo_24164
OG0007174	TCONS_00007979.p1	bflo_13932
OG0007175	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1	bflo_10755
OG0007176	TCONS_00040411.p1	bflo_11713
OG0007177	TCONS_00010636.p1	bflo_23830, bflo_10937
OG0007178	TCONS_00016052.p1	bflo_16205
OG0007179	TCONS_00019736.p1, TCONS_00019726.p1	bflo_00319
OG0007181	TCONS_00038911.p1, TCONS_00041145.p1	bflo_12101
OG0007182	TCONS_00022331.p1	bflo_21896
OG0007184	TCONS_00018313.p1	bflo_21975
OG0007185	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1	bflo_22465, bflo_10063, bflo_10064
OG0007186	TCONS_00003055.p1	bflo_15420
OG0007187	TCONS_00019991.p1	bflo_00521
OG0007188	TCONS_00056408.p1	bflo_00784
OG0007189	TCONS_00012994.p1	bflo_23124
OG0007191	TCONS_00054320.p1	bflo_25319
OG0007192	TCONS_00056981.p1	bflo_19273
OG0007194	TCONS_00009638.p1, TCONS_00009636.p1, TCONS_00009637.p1	bflo_21637
OG0007195	TCONS_00003009.p1, TCONS_00003555.p1	bflo_09759
OG0007198	TCONS_00029381.p1, TCONS_00023717.p1	bflo_10249
OG0007200	TCONS_00031248.p1	bflo_21570
OG0007201	TCONS_00012488.p1	bflo_22933
OG0007204	TCONS_00053739.p1	bflo_25247
OG0007209	TCONS_00005099.p1	bflo_15890
OG0007213	TCONS_00012239.p1	bflo_23133
OG0007248	TCONS_00008889.p1	bflo_12581
OG0007249	TCONS_00044027.p1, TCONS_00044026.p1	bflo_09901
OG0007250	TCONS_00022493.p1	bflo_21684
OG0007251	TCONS_00029700.p1	bflo_02716
OG0007252	TCONS_00030064.p1	bflo_07592
OG0007253	TCONS_00007438.p1	bflo_13719
OG0007254	TCONS_00050275.p1	bflo_25142
OG0007255	TCONS_00056623.p1	bflo_18944
OG0007256	TCONS_00013533.p1	bflo_25720
OG0007257	TCONS_00018213.p1	bflo_17315, bflo_17314, bflo_17316, bflo_20023, bflo_00159
OG0007258	TCONS_00029836.p1	bflo_05313
OG0007260	TCONS_00010130.p1	bflo_15073, bflo_20515
OG0007261	TCONS_00054521.p1	bflo_26189
OG0007264	TCONS_00009451.p1	bflo_13280
OG0007266	TCONS_00049668.p1	bflo_11544
OG0007267	TCONS_00053410.p1	bflo_25645
OG0007268	TCONS_00021568.p1	bflo_21784
OG0007269	TCONS_00017528.p1, TCONS_00018132.p1	bflo_11589
OG0007270	TCONS_00042829.p1	bflo_14763
OG0007271	TCONS_00013933.p1	bflo_23418
OG0007272	TCONS_00052083.p1	bflo_24550, bflo_24548
OG0007273	TCONS_00038194.p1	bflo_03291
OG0007274	TCONS_00004667.p1	bflo_16336
OG0007275	TCONS_00005999.p1	bflo_10957
OG0007276	TCONS_00028742.p1	bflo_02810
OG0007278	TCONS_00043998.p1	bflo_14356
OG0007279	TCONS_00005992.p1	bflo_20332
OG0007280	TCONS_00045995.p1	bflo_01423
OG0007281	TCONS_00012551.p1	bflo_23827
OG0007282	TCONS_00006842.p1	bflo_20472
OG0007283	TCONS_00002100.p1	bflo_04526
OG0007284	TCONS_00002347.p1	bflo_06381
OG0007285	TCONS_00002156.p1	bflo_17673
OG0007286	TCONS_00028996.p1	bflo_05934, bflo_06644, bflo_06645, bflo_06646
OG0007288	TCONS_00031264.p1	bflo_08435
OG0007289	TCONS_00054996.p1	bflo_22229
OG0007290	TCONS_00007187.p1	bflo_13377
OG0007291	TCONS_00008947.p1	bflo_13121, bflo_27070
OG0007292	TCONS_00035530.p1, TCONS_00035602.p1	bflo_16155
OG0007293	TCONS_00045187.p1	bflo_05427
OG0007294	TCONS_00019618.p1	bflo_00403
OG0007295	TCONS_00030149.p1	bflo_07534
OG0007296	TCONS_00004477.p1	bflo_16995
OG0007297	TCONS_00013759.p1	bflo_23790
OG0007299	TCONS_00026956.p1	bflo_10653
OG0007300	TCONS_00055881.p1	bflo_19110
OG0007302	TCONS_00042008.p1	bflo_14759
OG0007303	TCONS_00021677.p1	bflo_13169
OG0007304	TCONS_00017068.p1	bflo_24595
OG0007305	TCONS_00039824.p1	bflo_22443
OG0007306	TCONS_00002187.p1	bflo_17424
OG0007307	TCONS_00003884.p1	bflo_10777
OG0007308	TCONS_00004027.p1	bflo_02394
OG0007309	TCONS_00010691.p1	bflo_23700
OG0007310	TCONS_00055647.p1	bflo_19137
OG0007312	TCONS_00012482.p1	bflo_23752
OG0007313	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1	bflo_15745
OG0007314	TCONS_00010379.p1	bflo_08559
OG0007315	TCONS_00026635.p1	bflo_05903
OG0007316	TCONS_00006026.p1	bflo_21079
OG0007317	TCONS_00046686.p1	bflo_06371
OG0007318	TCONS_00049203.p1	bflo_11011
OG0007319	TCONS_00045987.p1	bflo_09858
OG0007320	TCONS_00029160.p1	bflo_05418
OG0007322	TCONS_00015457.p1	bflo_21299
OG0007323	TCONS_00018010.p1	bflo_01172
OG0007325	TCONS_00007263.p1	bflo_13977
OG0007326	TCONS_00019324.p1	bflo_22978
OG0007327	TCONS_00020899.p1	bflo_21825
OG0007328	TCONS_00025891.p1	bflo_10144
OG0007330	TCONS_00042612.p1	bflo_14343
OG0007331	TCONS_00017202.p1	bflo_01457, bflo_19764
OG0007332	TCONS_00041617.p1	bflo_00043
OG0007333	TCONS_00022881.p1	bflo_21322
OG0007334	TCONS_00020764.p1	bflo_08019
OG0007335	TCONS_00012140.p1	bflo_08747
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	bflo_18139
OG0007337	TCONS_00018627.p1	bflo_14621
OG0007338	TCONS_00050471.p1	bflo_03890
OG0007339	TCONS_00055656.p1	bflo_18665, bflo_27270
OG0007340	TCONS_00016057.p1	bflo_16530
OG0007341	TCONS_00016545.p1	bflo_16524
OG0007342	TCONS_00014969.p1, TCONS_00052712.p1	bflo_18915
OG0007343	TCONS_00052916.p1	bflo_07918
OG0007344	TCONS_00010788.p1	bflo_07595
OG0007345	TCONS_00030892.p1	bflo_08389
OG0007347	TCONS_00027454.p1	bflo_02081
OG0007348	TCONS_00021307.p1	bflo_22199
OG0007350	TCONS_00033487.p1	bflo_23018
OG0007351	TCONS_00019320.p1	bflo_26476
OG0007352	TCONS_00006024.p1	bflo_22987
OG0007353	TCONS_00008823.p1	bflo_13799
OG0007354	TCONS_00019461.p1	bflo_00249
OG0007356	TCONS_00049071.p1	bflo_12334
OG0007357	TCONS_00011016.p1	bflo_22058
OG0007358	TCONS_00029301.p1	bflo_05818
OG0007359	TCONS_00009375.p1	bflo_12738
OG0007360	TCONS_00016357.p1	bflo_16171
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	bflo_06202
OG0007363	TCONS_00042576.p1	bflo_15450
OG0007364	TCONS_00043040.p1	bflo_14577
OG0007365	TCONS_00054495.p1	bflo_25863
OG0007366	TCONS_00027860.p1	bflo_05679
OG0007367	TCONS_00054210.p1	bflo_25660
OG0007368	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1	bflo_10256
OG0007370	TCONS_00006543.p1	bflo_20740
OG0007371	TCONS_00026558.p1	bflo_05288
OG0007372	TCONS_00002920.p1	bflo_12199
OG0007373	TCONS_00056390.p1, TCONS_00041425.p1	bflo_21841
OG0007374	TCONS_00027657.p1	bflo_10884
OG0007375	TCONS_00002388.p1	bflo_18381
OG0007376	TCONS_00046614.p1	bflo_06403
OG0007377	TCONS_00015260.p1	bflo_17036
OG0007378	TCONS_00021076.p1	bflo_21755
OG0007379	TCONS_00003495.p1	bflo_05815
OG0007380	TCONS_00019634.p1	bflo_12695
OG0007381	TCONS_00013896.p1	bflo_22930
OG0007382	TCONS_00018463.p1	bflo_12647
OG0007383	TCONS_00002090.p1, TCONS_00002089.p1	bflo_27218, bflo_17600
OG0007384	TCONS_00000901.p1	bflo_13468
OG0007385	TCONS_00025457.p1	bflo_09851
OG0007386	TCONS_00045807.p1	bflo_06795
OG0007387	TCONS_00015964.p1	bflo_16313
OG0007388	TCONS_00053201.p1, TCONS_00053202.p1	bflo_25933
OG0007389	TCONS_00000201.p1	bflo_15838
OG0007390	TCONS_00013719.p1, TCONS_00013718.p1	bflo_04356
OG0007391	TCONS_00006040.p1	bflo_10127
OG0007392	TCONS_00052672.p1	bflo_26122
OG0007393	TCONS_00011541.p1	bflo_19723
OG0007394	TCONS_00010962.p1	bflo_24326
OG0007395	TCONS_00013162.p1	bflo_23165
OG0007396	TCONS_00007368.p1	bflo_12995
OG0007397	TCONS_00053178.p1	bflo_26218
OG0007398	TCONS_00016548.p1	bflo_17370, bflo_01502, bflo_17308, bflo_16004
OG0007399	TCONS_00002016.p1	bflo_24010
OG0007400	TCONS_00021504.p1	bflo_22433
OG0007402	TCONS_00013464.p1	bflo_23426
OG0007403	TCONS_00010423.p1	bflo_10174
OG0007404	TCONS_00037182.p1	bflo_14331
OG0007405	TCONS_00006553.p1	bflo_20962
OG0007406	TCONS_00004889.p1	bflo_20357
OG0007407	TCONS_00030604.p1	bflo_08514
OG0007408	TCONS_00017153.p1	bflo_02032
OG0007409	TCONS_00018206.p1	bflo_02035
OG0007411	TCONS_00020743.p1	bflo_07704
OG0007412	TCONS_00000425.p1	bflo_17518
OG0007413	TCONS_00055344.p1	bflo_18831, bflo_19664
OG0007414	TCONS_00053253.p1	bflo_25464
OG0007415	TCONS_00003678.p1	bflo_02381
OG0007416	TCONS_00044268.p1, TCONS_00042872.p1	bflo_14951
OG0007417	TCONS_00004580.p1	bflo_20677
OG0007418	TCONS_00004974.p1	bflo_20034
OG0007419	TCONS_00012322.p1	bflo_22990
OG0007420	TCONS_00050553.p1	bflo_24886
OG0007421	TCONS_00056604.p1, TCONS_00056597.p1	bflo_12217
OG0007422	TCONS_00011395.p1	bflo_19655
OG0007423	TCONS_00013868.p1	bflo_23596
OG0007424	TCONS_00013473.p1	bflo_23127
OG0007425	TCONS_00043934.p1	bflo_14507
OG0007426	TCONS_00035289.p1	bflo_18604
OG0007427	TCONS_00027248.p1	bflo_09574
OG0007428	TCONS_00041450.p1, TCONS_00055214.p1	bflo_19134
OG0007429	TCONS_00049271.p1	bflo_11389
OG0007430	TCONS_00000591.p1	bflo_17946
OG0007431	TCONS_00020262.p1	bflo_00171
OG0007432	TCONS_00051328.p1, TCONS_00051420.p3	bflo_24342
OG0007433	TCONS_00019250.p1	bflo_03234
OG0007434	TCONS_00012512.p1, TCONS_00012515.p1	bflo_23083
OG0007435	TCONS_00003827.p1, TCONS_00003805.p1	bflo_02346
OG0007436	TCONS_00004148.p1	bflo_02613
OG0007438	TCONS_00025516.p1	bflo_09397
OG0007439	TCONS_00016765.p1	bflo_01560
OG0007440	TCONS_00048153.p1	bflo_12274
OG0007441	TCONS_00018310.p1	bflo_20302, bflo_15083
OG0007442	TCONS_00053552.p1	bflo_25641
OG0007443	TCONS_00006361.p1, TCONS_00006360.p1	bflo_20276
OG0007444	TCONS_00028927.p1	bflo_00595
OG0007445	TCONS_00001021.p1	bflo_17572
OG0007446	TCONS_00005993.p1	bflo_07107
OG0007447	TCONS_00042554.p1	bflo_15402
OG0007448	TCONS_00028344.p1	bflo_05489, bflo_06846
OG0007449	TCONS_00032753.p1, TCONS_00007607.p1	bflo_12540
OG0007450	TCONS_00012170.p1	bflo_10846
OG0007451	TCONS_00020489.p1	bflo_13811
OG0007452	TCONS_00043752.p1	bflo_14825, bflo_14722
OG0007453	TCONS_00015079.p1	bflo_16585
OG0007454	TCONS_00022466.p1	bflo_22118
OG0007455	TCONS_00001304.p1	bflo_17706
OG0007456	TCONS_00017386.p1	bflo_01583
OG0007457	TCONS_00027985.p1	bflo_26814, bflo_06127
OG0007458	TCONS_00054268.p1	bflo_25670
OG0007459	TCONS_00011184.p1	bflo_20243
OG0007460	TCONS_00011173.p1	bflo_10847
OG0007461	TCONS_00011136.p1	bflo_09747
OG0007462	TCONS_00004455.p1	bflo_18941
OG0007463	TCONS_00023049.p1	bflo_10590
OG0007465	TCONS_00005089.p1	bflo_21112
OG0007466	TCONS_00015307.p1	bflo_08000
OG0007467	TCONS_00029316.p1	bflo_05624
OG0007468	TCONS_00027148.p1	bflo_08789
OG0007469	TCONS_00047565.p1	bflo_12194, bflo_20864
OG0007471	TCONS_00008793.p1	bflo_13019
OG0007472	TCONS_00027881.p1	bflo_05935
OG0007474	TCONS_00034975.p1	bflo_01427
OG0007475	TCONS_00034482.p1, TCONS_00034483.p1	bflo_08869
OG0007476	TCONS_00053493.p1	bflo_25779
OG0007477	TCONS_00055325.p1	bflo_19128, bflo_19228
OG0007478	TCONS_00006303.p1	bflo_20152
OG0007479	TCONS_00014340.p1	bflo_23681
OG0007481	TCONS_00006126.p1	bflo_20525, bflo_20940
OG0007482	TCONS_00050546.p1	bflo_24643
OG0007483	TCONS_00017917.p1	bflo_05915
OG0007484	TCONS_00011058.p1	bflo_15769
OG0007485	TCONS_00029182.p1	bflo_22291
OG0007487	TCONS_00006042.p1, TCONS_00004732.p1	bflo_21834
OG0007488	TCONS_00056102.p1	bflo_09156
OG0007489	TCONS_00011180.p1	bflo_01354
OG0007491	TCONS_00026008.p1, TCONS_00026018.p1	bflo_08894
OG0007492	TCONS_00010188.p1	bflo_11532
OG0007494	TCONS_00005244.p1	bflo_21044
OG0007495	TCONS_00003309.p1	bflo_02160
OG0007496	TCONS_00003618.p1	bflo_02927
OG0007497	TCONS_00021497.p1	bflo_21756
OG0007498	TCONS_00046777.p1	bflo_05937
OG0007499	TCONS_00011333.p1	bflo_23609
OG0007500	TCONS_00002909.p1	bflo_02362
OG0007501	TCONS_00037490.p1	bflo_03458
OG0007503	TCONS_00021620.p1	bflo_22154
OG0007504	TCONS_00013281.p1, TCONS_00013301.p1	bflo_23410
OG0007505	TCONS_00020983.p1, TCONS_00046313.p2, TCONS_00002693.p1, TCONS_00016151.p1, TCONS_00023567.p1, TCONS_00001871.p1, TCONS_00032399.p1, TCONS_00010940.p1, TCONS_00039772.p1, TCONS_00038466.p1	bflo_11317
OG0007506	TCONS_00011706.p1	bflo_07456
OG0007507	TCONS_00011576.p1	bflo_20339
OG0007508	TCONS_00015471.p1	bflo_16429
OG0007509	TCONS_00054447.p1	bflo_25337
OG0007510	TCONS_00018393.p1	bflo_23353
OG0007513	TCONS_00015244.p1, TCONS_00048348.p1	bflo_12370
OG0007516	TCONS_00047818.p1	bflo_11093
OG0007517	TCONS_00024868.p1, TCONS_00024847.p1, TCONS_00024869.p1	bflo_09839
OG0007518	TCONS_00049603.p1	bflo_12220
OG0007519	TCONS_00045536.p1	bflo_13950
OG0007520	TCONS_00054334.p1	bflo_25745
OG0007521	TCONS_00005602.p1, TCONS_00005599.p1, TCONS_00005598.p1	bflo_13860
OG0007521	TCONS_00005594.p1	bflo_19698, bflo_19701
OG0007522	TCONS_00037019.p1	bflo_03362
OG0007524	TCONS_00021553.p1	bflo_21710
OG0007525	TCONS_00053226.p1	bflo_25748
OG0007527	TCONS_00020697.p1	bflo_12687
OG0007528	TCONS_00016340.p1	bflo_15800
OG0007529	TCONS_00013712.p1	bflo_22763
OG0007531	TCONS_00028954.p1	bflo_06234
OG0007533	TCONS_00027040.p1	bflo_05908
OG0007539	TCONS_00005577.p1, TCONS_00021897.p1	bflo_03346
OG0007541	TCONS_00011720.p1	bflo_23902, bflo_15686
OG0007551	TCONS_00019238.p1	bflo_21944
OG0007553	TCONS_00028137.p1	bflo_13631, bflo_12555, bflo_14014, bflo_11573, bflo_13238, bflo_12956, bflo_26691, bflo_02744, bflo_01012
OG0007555	TCONS_00035273.p1	bflo_23183, bflo_04321, bflo_14822, bflo_13404, bflo_25403, bflo_25994, bflo_25998, bflo_23669, bflo_24941
OG0007556	TCONS_00042880.p1, TCONS_00025788.p1, TCONS_00024478.p1, TCONS_00034457.p1, TCONS_00002495.p1	bflo_04785
OG0007582	TCONS_00047301.p1	bflo_06722
OG0007583	TCONS_00025889.p1	bflo_10280, bflo_09617
OG0007584	TCONS_00014181.p1	bflo_23456
OG0007587	TCONS_00045363.p1	bflo_05425
OG0007588	TCONS_00024021.p1	bflo_08932
OG0007589	TCONS_00041793.p1	bflo_15014
OG0007590	TCONS_00026992.p1, TCONS_00025959.p1, TCONS_00026995.p1	bflo_09633, bflo_20745, bflo_20854, bflo_08790, bflo_10527
OG0007591	TCONS_00002544.p1	bflo_06991
OG0007592	TCONS_00021740.p1, TCONS_00011070.p1, TCONS_00054888.p1, TCONS_00049407.p1	bflo_02567
OG0007593	TCONS_00051391.p1	bflo_18115
OG0007595	TCONS_00049633.p1	bflo_08716
OG0007596	TCONS_00019598.p1	bflo_00217
OG0007597	TCONS_00056560.p1	bflo_20205
OG0007600	TCONS_00021823.p1	bflo_22319, bflo_22546
OG0007601	TCONS_00012592.p1	bflo_22835
OG0007602	TCONS_00053897.p1	bflo_25731
OG0007603	TCONS_00007849.p1	bflo_13403
OG0007604	TCONS_00008215.p1	bflo_13109
OG0007605	TCONS_00010403.p1	bflo_14084
OG0007606	TCONS_00010402.p1	bflo_09037
OG0007607	TCONS_00051718.p1	bflo_24972
OG0007609	TCONS_00022589.p1	bflo_21985
OG0007610	TCONS_00049691.p1	bflo_12438
OG0007612	TCONS_00038095.p1	bflo_03626
OG0007613	TCONS_00053626.p1	bflo_05631
OG0007614	TCONS_00007077.p1	bflo_13306
OG0007615	TCONS_00049219.p1	bflo_11806
OG0007616	TCONS_00045337.p1	bflo_05802
OG0007617	TCONS_00028755.p1	bflo_05912
OG0007618	TCONS_00002351.p1	bflo_17677
OG0007619	TCONS_00051121.p1	bflo_24408
OG0007621	TCONS_00042782.p1	bflo_25877
OG0007622	TCONS_00048817.p1	bflo_12432, bflo_11562
OG0007623	TCONS_00022489.p1, TCONS_00009662.p1	bflo_09081
OG0007624	TCONS_00000852.p1	bflo_03915
OG0007625	TCONS_00002138.p1	bflo_17208
OG0007628	TCONS_00044142.p1	bflo_14113
OG0007630	TCONS_00022042.p1	bflo_22203
OG0007632	TCONS_00003461.p1	bflo_12731
OG0007633	TCONS_00019502.p1	bflo_00693
OG0007634	TCONS_00031483.p1	bflo_07145
OG0007635	TCONS_00030629.p1	bflo_07343
OG0007637	TCONS_00011139.p1	bflo_09449
OG0007638	TCONS_00048910.p1	bflo_17731
OG0007639	TCONS_00030093.p1	bflo_07577
OG0007643	TCONS_00002995.p1	bflo_02155
OG0007645	TCONS_00013025.p1	bflo_20312
OG0007646	TCONS_00044005.p1	bflo_08412
OG0007647	TCONS_00056859.p1	bflo_19093
OG0007648	TCONS_00001270.p1	bflo_17312
OG0007649	TCONS_00026433.p1	bflo_10016
OG0007650	TCONS_00015610.p1	bflo_03304
OG0007651	TCONS_00009716.p1	bflo_21344
OG0007652	TCONS_00016043.p1	bflo_16698
OG0007653	TCONS_00011069.p1	bflo_06136
OG0007654	TCONS_00038692.p1, TCONS_00032279.p1	bflo_26579, bflo_00334
OG0007655	TCONS_00028825.p1	bflo_05609, bflo_06739
OG0007656	TCONS_00048545.p1	bflo_11407
OG0007657	TCONS_00036175.p1	bflo_03371
OG0007658	TCONS_00007816.p1, TCONS_00007835.p1, TCONS_00007815.p1	bflo_17413
OG0007659	TCONS_00020526.p1	bflo_00447
OG0007660	TCONS_00015904.p1	bflo_16535
OG0007661	TCONS_00050251.p1	bflo_24538
OG0007661	TCONS_00015425.p1	bflo_08201
OG0007661	TCONS_00050990.p1	bflo_19308
OG0007662	TCONS_00010765.p1	bflo_24186
OG0007663	TCONS_00054988.p1	bflo_17347
OG0007665	TCONS_00025915.p1	bflo_01695
OG0007666	TCONS_00014134.p1	bflo_23297
OG0007667	TCONS_00004476.p1	bflo_12556
OG0007668	TCONS_00005532.p1	bflo_20338
OG0007669	TCONS_00048639.p1	bflo_11142
OG0007670	TCONS_00018865.p1	bflo_05622
OG0007671	TCONS_00044650.p1	bflo_02418
OG0007672	TCONS_00000495.p1	bflo_17487
OG0007673	TCONS_00045388.p1	bflo_06491
OG0007674	TCONS_00010380.p1	bflo_23563
OG0007675	TCONS_00045118.p1	bflo_06363
OG0007676	TCONS_00016320.p1	bflo_08407
OG0007677	TCONS_00016523.p1	bflo_16920
OG0007678	TCONS_00010000.p1	bflo_23967
OG0007679	TCONS_00027063.p1	bflo_10208
OG0007680	TCONS_00027847.p1	bflo_17990, bflo_00308
