Orthogroup	Duplications (all)	Duplications (50% support)
OG0012283	2	1
OG0012284	7	7
OG0012285	4	4
OG0012286	2	1
OG0012287	4	3
OG0012288	7	7
OG0012289	4	2
OG0012290	4	4
OG0012291	1	1
OG0012292	8	8
OG0012293	4	4
OG0012294	4	4
OG0012295	3	2
OG0012296	5	3
OG0012297	3	3
OG0012298	1	1
OG0012299	6	6
OG0012300	7	7
OG0012301	2	1
OG0012302	2	2
OG0012303	8	8
OG0012304	4	4
OG0012305	4	4
OG0012306	7	7
OG0012307	4	4
OG0012308	4	4
OG0012309	7	7
OG0012310	9	9
OG0012311	7	7
OG0012312	9	9
OG0012313	9	9
OG0012314	7	7
OG0012315	8	8
OG0012316	7	7
OG0012317	5	5
OG0012318	10	10
OG0012319	9	9
OG0012320	6	6
OG0012321	8	8
OG0012322	7	7
OG0012323	1	1
OG0012324	4	4
OG0012325	7	7
OG0012326	7	7
OG0012327	6	6
OG0012328	5	5
OG0012329	7	7
OG0012330	4	3
OG0012331	7	7
OG0012332	9	9
OG0012333	3	3
OG0012334	7	7
OG0012335	6	5
OG0012336	1	1
OG0012337	3	3
OG0012338	9	9
OG0012339	6	4
OG0012340	2	2
OG0012341	7	7
OG0012342	9	9
OG0012343	9	9
OG0012344	8	8
OG0012345	3	3
OG0012346	9	9
OG0012347	9	9
OG0012348	9	9
OG0012349	7	7
OG0012350	3	2
OG0012351	6	6
OG0012352	8	8
OG0012353	9	9
OG0012354	4	4
OG0012355	9	9
OG0012356	5	5
OG0012357	9	9
OG0012358	6	6
OG0012359	8	8
OG0012360	4	4
OG0012361	7	7
OG0012362	9	9
OG0012363	7	7
OG0012364	1	1
OG0012365	9	9
OG0012366	4	4
OG0012367	9	9
OG0012368	6	4
OG0012369	5	5
OG0012370	9	9
OG0012371	3	2
OG0012372	10	10
OG0012373	10	10
OG0012374	5	3
OG0012375	10	10
OG0012376	10	10
OG0012377	10	10
OG0012378	10	10
OG0012379	10	10
OG0012380	10	10
OG0012381	9	9
OG0012382	10	10
OG0012383	7	7
OG0012384	10	10
OG0012385	10	10
OG0012386	10	10
OG0012387	10	10
OG0012388	10	10
OG0012389	10	10
OG0012390	10	10
OG0012391	9	9
OG0012392	10	10
OG0012393	6	6
OG0012394	3	3
OG0012395	5	4
OG0012396	4	4
OG0012397	4	4
OG0012398	4	4
OG0012399	8	8
OG0012400	3	3
OG0012401	5	4
OG0012402	4	4
OG0012403	5	5
OG0012404	1	1
OG0012405	4	4
OG0012406	3	3
OG0012407	5	5
OG0012408	8	8
OG0012409	2	2
OG0012410	5	5
OG0012411	5	5
OG0012412	5	5
OG0012413	4	3
OG0012414	4	4
OG0012415	6	6
OG0012416	5	4
OG0012417	5	5
OG0012418	5	4
OG0012419	2	2
OG0012420	4	4
OG0012421	4	4
OG0012422	5	5
OG0012423	5	5
OG0012424	3	2
OG0012425	3	3
OG0012426	3	3
OG0012427	5	5
OG0012428	2	2
OG0012429	5	5
OG0012430	3	3
OG0012431	2	2
OG0012432	5	5
OG0012433	2	1
OG0012434	3	3
OG0012435	5	5
OG0012436	4	4
OG0012437	3	2
OG0012438	2	2
OG0012439	5	5
OG0012440	5	5
OG0012441	4	4
OG0012442	3	3
OG0012443	4	4
OG0012444	3	3
OG0012445	4	4
OG0012446	4	4
OG0012447	3	3
OG0012448	4	4
OG0012449	1	1
OG0012450	5	5
OG0012451	7	7
OG0012452	2	2
OG0012453	2	2
OG0012454	5	5
OG0012455	3	3
OG0012456	4	4
OG0012457	4	4
OG0012458	2	2
OG0012459	4	4
OG0012460	6	6
OG0012461	5	5
OG0012462	8	8
OG0012463	3	2
OG0012464	4	4
OG0012465	3	3
OG0012466	5	5
OG0012467	5	5
OG0012468	5	5
OG0012469	4	4
OG0012470	5	5
OG0012471	5	5
OG0012472	6	6
OG0012473	4	4
OG0012474	3	3
OG0012475	4	4
OG0012476	4	4
OG0012477	5	5
OG0012478	3	3
OG0012479	4	3
OG0012480	3	3
OG0012481	1	1
OG0012482	2	2
OG0012483	5	5
OG0012484	4	4
OG0012485	5	2
OG0012486	4	4
OG0012487	3	3
OG0012488	4	4
OG0012489	5	5
OG0012490	4	4
OG0012491	5	5
OG0012492	4	4
OG0012493	2	2
OG0012494	6	6
OG0012495	3	3
OG0012496	5	5
OG0012497	5	5
OG0012498	0	0
OG0012499	3	3
OG0012500	5	5
OG0012501	5	5
OG0012502	5	5
OG0012503	3	3
OG0012504	4	4
OG0012505	3	2
OG0012506	4	4
OG0012507	2	1
OG0012508	3	3
OG0012509	4	4
OG0012510	5	5
OG0012511	4	3
OG0012512	1	1
OG0012513	7	7
OG0012514	4	4
OG0012515	7	7
OG0012516	6	6
OG0012517	6	6
OG0012518	6	4
OG0012519	7	7
OG0012520	7	7
OG0012521	6	6
OG0012522	7	7
OG0012523	7	7
OG0012524	7	7
OG0012525	8	8
OG0012526	8	8
OG0012527	7	7
OG0012528	9	9
OG0012529	8	8
OG0012530	6	5
OG0012531	7	7
OG0012532	6	6
OG0012533	6	6
OG0012534	8	8
OG0012535	10	10
OG0012536	4	4
OG0012537	5	5
OG0012538	8	8
OG0012539	9	9
OG0012540	6	5
OG0012541	9	9
OG0012542	6	6
OG0012543	6	6
OG0012544	9	9
OG0012545	5	5
OG0012546	10	10
OG0012547	10	10
OG0012548	10	10
OG0012549	9	9
OG0012550	10	10
OG0012551	10	10
OG0012552	9	9
OG0012553	10	10
OG0012554	10	10
OG0012555	10	10
OG0012556	5	5
OG0012557	10	10
OG0012558	10	10
OG0012559	10	10
OG0012560	6	6
OG0012561	10	10
OG0012562	10	10
OG0012563	10	10
OG0012564	10	10
OG0012565	10	10
OG0012566	10	10
OG0012567	10	10
OG0012568	10	10
OG0012569	10	10
OG0012570	7	7
OG0012571	8	8
OG0012572	4	4
OG0012573	6	5
OG0012574	10	10
OG0012575	10	10
OG0012576	7	7
OG0012577	9	9
OG0012578	6	6
OG0012579	9	9
OG0012580	10	10
OG0012581	10	10
OG0012582	6	6
OG0012583	5	4
OG0012584	10	10
OG0012585	10	10
OG0012586	10	10
OG0012587	9	9
OG0012588	6	5
OG0012589	7	7
OG0012590	10	10
OG0012591	4	3
OG0012592	10	10
OG0012593	10	10
OG0012594	9	9
OG0012595	9	9
OG0012596	9	9
OG0012597	8	8
OG0012598	10	10
OG0012599	10	10
OG0012600	10	10
OG0012601	10	10
OG0012602	10	10
OG0012603	10	10
OG0012604	10	10
OG0012605	10	10
OG0012606	9	9
OG0012607	7	7
OG0012608	10	10
OG0012609	10	10
OG0012610	8	8
OG0012611	9	9
OG0012612	7	5
OG0012613	5	4
OG0012614	6	5
OG0012615	8	8
OG0012616	8	8
OG0012617	7	7
OG0012618	8	8
OG0012619	8	8
OG0012620	7	7
OG0012621	9	9
OG0012622	10	10
OG0012623	7	7
OG0012624	8	8
OG0012625	8	8
OG0012626	10	10
OG0012627	7	7
OG0012628	8	8
OG0012629	6	6
OG0012630	8	8
OG0012631	8	8
OG0012632	9	9
OG0012633	10	10
OG0012634	10	10
OG0012635	10	10
OG0012636	10	10
OG0012637	10	10
OG0012638	10	10
OG0012639	10	10
OG0012640	10	10
OG0012641	10	10
OG0012642	10	10
OG0012643	10	10
OG0012644	10	10
OG0012645	10	10
OG0012646	10	10
OG0012647	10	10
OG0012648	10	10
OG0012649	10	10
OG0012650	10	10
OG0012651	10	10
OG0012652	10	10
OG0012653	10	10
OG0012654	10	10
OG0012655	10	10
OG0012656	10	10
OG0012657	10	10
OG0012658	8	8
OG0012659	9	9
OG0012660	6	6
OG0012661	9	9
OG0012662	9	9
OG0012663	9	9
OG0012664	10	10
OG0012665	10	10
OG0012666	10	10
OG0012667	10	10
OG0012668	10	10
OG0012669	10	10
OG0012670	10	10
OG0012671	9	9
OG0012672	10	10
OG0012673	10	10
OG0012674	10	10
OG0012675	10	10
OG0012676	10	10
OG0012677	10	10
OG0012678	10	10
OG0012679	10	10
OG0012680	9	9
OG0012681	9	9
OG0012682	9	9
OG0012683	9	9
OG0012684	10	10
OG0012685	10	10
OG0012686	8	8
OG0012687	9	9
OG0012688	10	10
OG0012689	10	10
OG0012690	10	10
OG0012691	10	10
OG0012692	10	10
OG0012693	10	10
OG0012694	9	9
OG0012695	10	10
OG0012696	10	10
OG0012697	10	10
OG0012698	10	10
OG0012699	10	10
OG0012700	10	10
OG0012701	10	10
OG0012702	10	10
OG0012703	10	10
OG0012704	9	9
OG0012705	10	10
OG0012706	10	10
OG0012707	10	10
OG0012708	10	10
OG0012709	10	10
OG0012710	10	10
OG0012711	7	6
OG0012712	10	10
OG0012713	7	7
OG0012714	10	10
OG0012715	9	9
OG0012716	9	9
OG0012717	8	8
OG0012718	10	10
OG0012719	10	10
OG0012720	10	10
OG0012721	8	8
OG0012722	10	10
OG0012723	10	10
OG0012724	8	8
OG0012725	9	9
OG0012726	8	8
OG0012727	10	10
OG0012728	10	10
OG0012729	9	9
OG0012730	9	9
OG0012731	9	9
OG0012732	10	10
OG0012733	10	10
OG0012734	10	10
OG0012735	10	10
OG0012736	10	10
OG0012737	10	10
OG0012738	10	10
OG0012739	10	10
OG0012740	10	10
OG0012741	10	10
OG0012742	10	10
OG0012743	10	10
OG0012744	10	10
OG0012745	10	10
OG0012746	10	10
OG0012747	10	10
OG0012748	10	10
OG0012749	10	10
OG0012750	10	10
OG0012751	10	10
OG0012752	10	10
OG0012753	10	10
OG0012754	10	10
OG0012755	10	10
OG0012756	10	10
OG0012757	10	10
OG0012758	10	10
OG0012759	10	10
OG0012760	9	9
OG0012761	5	4
OG0012762	1	0
OG0012763	1	0
OG0012764	1	1
OG0012765	8	8
OG0012766	2	2
OG0012767	6	4
OG0012768	6	6
OG0012769	6	6
OG0012770	9	9
OG0012771	7	7
OG0012772	6	5
OG0012773	1	0
OG0012774	1	1
OG0012775	3	3
OG0012776	2	2
OG0012777	4	4
OG0012778	5	5
OG0012779	0	0
OG0012780	9	9
OG0012781	7	7
OG0012782	9	9
OG0012783	1	1
OG0012784	1	1
OG0012785	1	1
OG0012786	1	1
OG0012787	0	0
OG0012788	5	4
OG0012789	1	1
OG0012790	8	8
OG0012791	1	1
OG0012792	4	4
OG0012793	7	7
OG0012794	9	9
OG0012795	4	4
OG0012796	0	0
OG0012797	9	9
OG0012798	6	6
OG0012799	6	6
OG0012800	2	1
OG0012801	2	2
OG0012802	0	0
OG0012803	6	6
OG0012804	5	5
OG0012805	0	0
OG0012806	3	3
OG0012807	2	2
OG0012808	1	1
OG0012809	9	9
OG0012810	0	0
OG0012811	1	0
OG0012812	1	1
OG0012813	7	7
OG0012814	8	8
OG0012815	7	7
OG0012816	6	6
OG0012817	6	6
OG0012818	1	0
OG0012819	5	5
OG0012820	5	5
OG0012821	5	2
OG0012822	2	1
OG0012823	5	4
OG0012824	3	2
OG0012825	2	1
OG0012826	3	3
OG0012827	1	1
OG0012828	0	0
OG0012829	3	3
OG0012830	7	7
OG0012831	3	3
OG0012832	1	1
OG0012833	8	8
OG0012834	6	6
OG0012835	3	3
OG0012836	3	3
OG0012837	2	1
OG0012838	1	1
OG0012839	2	2
OG0012840	1	1
OG0012841	1	1
OG0012842	1	1
OG0012843	2	1
OG0012844	0	0
OG0012845	3	3
OG0012846	3	2
OG0012847	7	7
OG0012848	2	1
OG0012849	1	0
OG0012850	1	1
OG0012851	7	7
OG0012852	5	5
OG0012853	0	0
OG0012854	1	1
OG0012855	1	1
OG0012856	4	4
OG0012857	3	2
OG0012858	7	7
OG0012859	2	1
OG0012860	1	1
OG0012861	0	0
OG0012862	6	6
OG0012863	4	4
OG0012864	7	7
OG0012865	3	3
OG0012866	9	9
OG0012867	9	9
OG0012868	7	7
OG0012869	7	7
OG0012870	5	2
OG0012871	5	5
OG0012872	5	5
OG0012873	9	9
OG0012874	6	6
OG0012875	9	9
OG0012876	8	8
OG0012877	7	7
OG0012878	9	9
OG0012879	4	4
OG0012880	6	6
OG0012881	6	6
OG0012882	4	4
OG0012883	9	9
OG0012884	1	0
OG0012885	7	7
OG0012886	5	4
OG0012887	9	9
OG0012888	1	1
OG0012889	5	5
OG0012890	6	6
OG0012891	0	0
OG0012892	3	3
OG0012893	1	0
OG0012894	7	7
OG0012895	5	5
OG0012896	3	3
OG0012897	7	7
OG0012898	2	1
OG0012899	3	3
OG0012900	2	2
OG0012901	4	4
OG0012902	0	0
OG0012903	1	0
OG0012904	1	1
OG0012905	6	6
OG0012906	6	6
OG0012907	5	5
OG0012908	4	4
OG0012909	8	8
OG0012910	6	6
OG0012911	5	5
OG0012912	7	7
OG0012913	3	3
OG0012914	7	7
OG0012915	1	1
OG0012916	4	4
OG0012917	2	1
OG0012918	5	5
OG0012919	4	3
OG0012920	6	5
OG0012921	1	1
OG0012922	2	2
OG0012923	7	7
OG0012924	4	4
OG0012925	4	3
OG0012926	8	8
OG0012927	5	5
OG0012928	4	3
OG0012929	3	3
OG0012930	8	8
OG0012931	8	8
OG0012932	7	7
OG0012933	6	6
OG0012934	3	3
OG0012935	6	6
OG0012936	7	7
OG0012937	5	5
OG0012938	4	4
OG0012939	7	7
OG0012940	8	8
OG0012941	8	8
OG0012942	6	5
OG0012943	8	8
OG0012944	7	7
OG0012945	6	6
OG0012946	6	6
OG0012947	8	8
OG0012948	7	7
OG0012949	6	6
OG0012950	3	3
OG0012951	5	4
OG0012952	7	7
OG0012953	5	5
OG0012954	8	8
OG0012955	6	6
OG0012956	8	8
OG0012957	4	4
OG0012958	5	5
OG0012959	8	8
OG0012960	8	8
OG0012961	8	8
OG0012962	6	6
OG0012963	8	8
OG0012964	7	7
OG0012965	7	7
OG0012966	4	4
OG0012967	8	8
OG0012968	6	6
OG0012969	7	7
OG0012970	8	8
OG0012971	8	8
OG0012972	5	5
OG0012973	7	7
OG0012974	8	8
OG0012975	7	7
OG0012976	8	8
OG0012977	3	3
OG0012978	8	8
OG0012979	6	6
OG0012980	1	1
OG0012981	5	5
OG0012982	7	7
OG0012983	8	8
OG0012984	4	4
OG0012985	6	6
OG0012986	8	8
OG0012987	7	7
OG0012988	7	7
OG0012989	8	8
OG0012990	8	8
OG0012991	2	2
OG0012992	8	8
OG0012993	8	8
OG0012994	6	6
OG0012995	5	5
OG0012996	5	5
OG0012997	0	0
OG0012998	5	5
OG0012999	6	6
OG0013000	7	7
OG0013001	8	8
OG0013002	5	5
OG0013003	8	8
OG0013004	8	8
OG0013005	7	7
OG0013006	8	8
OG0013007	7	7
OG0013008	8	8
OG0013009	7	7
OG0013010	8	8
OG0013011	8	8
OG0013012	5	5
OG0013013	8	8
OG0013014	8	8
OG0013015	8	8
OG0013016	7	7
OG0013017	1	1
OG0013018	8	8
OG0013019	5	5
OG0013020	8	8
OG0013021	2	2
OG0013022	8	8
OG0013023	5	5
OG0013024	8	8
OG0013025	7	7
OG0013026	8	8
OG0013027	5	5
OG0013028	8	8
OG0013029	4	4
OG0013030	8	8
OG0013031	5	5
OG0013032	8	8
OG0013033	9	9
OG0013034	9	9
OG0013035	9	9
OG0013036	9	9
OG0013037	9	9
OG0013038	9	9
OG0013039	9	9
OG0013040	9	9
OG0013041	9	9
OG0013042	9	9
OG0013043	9	9
OG0013044	9	9
OG0013045	7	7
OG0013046	9	9
OG0013047	9	9
OG0013048	9	9
OG0013049	9	9
OG0013050	9	9
OG0013051	5	5
OG0013052	9	9
OG0013053	9	9
OG0013054	4	4
OG0013055	9	9
OG0013056	9	9
OG0013057	9	9
OG0013058	9	9
OG0013059	3	3
OG0013060	9	9
OG0013061	8	8
OG0013062	7	7
OG0013063	9	9
OG0013064	9	9
OG0013065	8	8
OG0013066	9	9
OG0013067	9	9
OG0013068	3	3
OG0013069	4	3
OG0013070	2	2
OG0013071	4	3
OG0013072	3	2
OG0013073	5	5
OG0013074	5	5
OG0013075	3	1
OG0013076	8	8
OG0013077	6	6
OG0013078	2	2
OG0013079	4	4
OG0013080	2	2
OG0013081	3	3
OG0013082	2	2
OG0013083	5	5
OG0013084	4	4
OG0013085	3	3
OG0013086	4	4
OG0013087	2	2
OG0013088	2	2
OG0013089	3	3
OG0013090	2	2
OG0013091	2	1
OG0013092	3	3
OG0013093	4	4
OG0013094	4	4
OG0013095	7	7
OG0013096	4	4
OG0013097	2	2
OG0013098	3	3
OG0013099	5	5
OG0013100	1	1
OG0013101	2	2
OG0013102	2	2
OG0013103	2	2
OG0013104	3	3
OG0013105	3	3
OG0013106	2	2
OG0013107	4	4
OG0013108	5	5
OG0013109	4	4
OG0013110	4	4
OG0013111	3	3
OG0013112	4	4
OG0013113	2	2
OG0013114	1	1
OG0013115	2	2
OG0013116	4	4
OG0013117	5	5
OG0013118	5	5
OG0013119	4	3
OG0013120	3	3
OG0013121	2	1
OG0013122	2	2
OG0013123	3	3
OG0013124	2	2
OG0013125	4	4
OG0013126	2	2
OG0013127	4	4
OG0013128	3	3
OG0013129	4	4
OG0013130	2	2
OG0013131	2	2
OG0013132	4	4
OG0013133	3	3
OG0013134	4	4
OG0013135	0	0
OG0013136	2	2
OG0013137	2	2
OG0013138	3	3
OG0013139	1	1
OG0013140	2	2
OG0013141	3	3
OG0013142	4	4
OG0013143	2	2
OG0013144	3	3
OG0013145	5	5
OG0013146	3	3
OG0013147	5	5
OG0013148	2	2
OG0013149	3	3
OG0013150	3	3
OG0013151	3	2
OG0013152	3	1
OG0013153	8	8
OG0013154	5	5
OG0013155	4	4
OG0013156	4	4
OG0013157	2	2
OG0013158	6	6
OG0013159	4	4
OG0013160	2	2
OG0013161	1	1
OG0013162	4	4
OG0013163	3	2
OG0013164	4	4
OG0013165	2	2
OG0013166	6	6
OG0013167	3	3
OG0013168	2	2
OG0013169	4	4
OG0013170	5	5
OG0013171	5	5
OG0013172	3	3
OG0013173	3	3
OG0013174	8	8
OG0013175	4	4
OG0013176	3	2
OG0013177	5	5
OG0013178	3	3
OG0013179	3	3
OG0013180	4	4
OG0013181	4	4
OG0013182	3	3
OG0013183	2	2
OG0013184	2	2
OG0013185	5	5
OG0013186	3	3
OG0013187	1	1
OG0013188	4	4
OG0013189	7	7
OG0013190	2	2
OG0013191	4	4
OG0013192	4	4
OG0013193	7	7
OG0013194	5	5
OG0013195	3	3
OG0013196	4	4
OG0013197	4	4
OG0013198	5	5
OG0013199	3	3
OG0013200	6	6
OG0013201	5	5
OG0013202	8	8
OG0013203	3	3
OG0013204	2	2
OG0013205	2	1
OG0013206	3	3
OG0013207	3	2
OG0013208	5	5
OG0013209	9	9
OG0013210	8	8
OG0013211	8	8
OG0013212	9	9
OG0013213	6	6
OG0013214	5	5
OG0013215	8	8
OG0013216	7	7
OG0013217	6	6
OG0013218	8	8
OG0013219	7	7
OG0013220	6	6
OG0013221	8	8
OG0013222	4	4
OG0013223	4	3
OG0013224	4	3
OG0013225	5	5
OG0013226	4	2
OG0013227	3	3
OG0013228	6	6
OG0013229	3	3
OG0013230	8	8
OG0013231	8	8
OG0013232	5	5
OG0013233	3	2
OG0013234	7	6
OG0013235	8	8
OG0013236	7	7
OG0013237	2	2
OG0013238	4	4
OG0013239	1	1
OG0013240	8	8
OG0013241	6	6
OG0013242	9	9
OG0013243	5	1
OG0013244	9	9
OG0013245	9	9
OG0013246	8	8
OG0013247	8	8
OG0013248	8	8
OG0013249	6	6
OG0013250	7	7
OG0013251	4	4
OG0013252	4	4
OG0013253	6	6
OG0013254	9	9
OG0013255	9	9
OG0013256	7	7
OG0013257	7	7
OG0013258	2	2
OG0013259	5	4
OG0013260	9	9
OG0013261	7	7
OG0013262	9	9
OG0013263	9	9
OG0013264	9	9
OG0013265	7	7
OG0013266	9	9
OG0013267	9	9
OG0013268	9	9
OG0013269	8	8
OG0013270	9	9
OG0013271	7	7
OG0013272	9	9
OG0013273	9	9
OG0013274	9	9
OG0013275	9	9
OG0013276	9	9
OG0013277	9	9
OG0013278	9	9
OG0013279	9	9
OG0013280	9	9
OG0013281	1	1
OG0013282	9	9
OG0013283	9	9
OG0013284	9	9
OG0013285	6	6
OG0013286	9	9
OG0013287	6	3
OG0013288	8	8
OG0013289	9	9
OG0013290	8	8
OG0013291	9	9
OG0013292	8	8
OG0013293	8	8
OG0013294	9	9
OG0013295	6	4
OG0013296	9	9
OG0013297	4	2
OG0013298	9	9
OG0013299	5	5
OG0013300	4	4
OG0013301	4	2
OG0013302	5	5
OG0013303	8	8
OG0013304	4	4
OG0013305	9	9
OG0013306	6	6
OG0013307	6	6
OG0013308	9	9
OG0013309	7	7
OG0013310	9	9
OG0013311	7	7
OG0013312	6	5
OG0013313	9	9
OG0013314	9	9
OG0013315	9	9
OG0013316	7	7
OG0013317	8	8
OG0013318	9	9
OG0013319	9	9
OG0013320	9	9
OG0013321	9	9
OG0013322	9	9
OG0013323	9	9
OG0013324	9	9
OG0013325	9	9
OG0013326	7	7
OG0013327	8	8
OG0013328	7	7
OG0013329	3	3
OG0013330	7	7
OG0013331	6	6
OG0013332	5	5
OG0013333	5	5
OG0013334	6	5
OG0013335	7	7
OG0013336	5	5
OG0013337	7	7
OG0013338	7	7
OG0013339	7	7
OG0013340	9	9
OG0013341	8	8
OG0013342	5	4
OG0013343	7	7
OG0013344	6	6
OG0013345	6	6
OG0013346	6	6
OG0013347	7	7
OG0013348	8	8
OG0013349	7	7
OG0013350	8	8
OG0013351	8	8
OG0013352	8	8
OG0013353	8	8
OG0013354	8	8
OG0013355	7	7
OG0013356	6	6
OG0013357	8	8
OG0013358	8	8
OG0013359	7	7
OG0013360	6	6
OG0013361	8	8
OG0013362	8	8
OG0013363	8	8
OG0013364	6	6
OG0013365	7	7
OG0013366	6	6
OG0013367	6	6
OG0013368	8	8
OG0013369	8	8
OG0013370	9	9
OG0013371	9	9
OG0013372	8	8
OG0013373	9	9
OG0013374	9	9
OG0013375	8	8
OG0013376	9	9
OG0013377	7	7
OG0013378	9	9
OG0013379	9	9
OG0013380	9	9
OG0013381	9	9
OG0013382	9	9
OG0013383	9	9
OG0013384	9	9
OG0013385	8	8
OG0013386	9	9
OG0013387	9	9
OG0013388	9	9
OG0013389	9	9
OG0013390	8	8
OG0013391	9	9
OG0013392	9	9
OG0013393	9	9
OG0013394	9	9
OG0013395	8	8
OG0013396	8	8
OG0013397	6	6
OG0013398	8	8
OG0013399	8	8
OG0013400	6	4
OG0013401	8	8
OG0013402	5	5
OG0013403	7	7
OG0013404	9	9
OG0013405	9	9
OG0013406	9	9
OG0013407	9	9
OG0013408	8	8
OG0013409	9	9
OG0013410	9	9
OG0013411	9	9
OG0013412	9	9
OG0013413	9	9
OG0013414	9	9
OG0013415	9	9
OG0013416	9	9
OG0013417	9	9
OG0013418	9	9
OG0013419	9	9
OG0013420	9	9
OG0013421	9	9
OG0013422	8	8
OG0013423	9	9
OG0013424	9	9
OG0013425	9	9
OG0013426	9	9
OG0013427	9	9
OG0013428	9	9
OG0013429	6	5
OG0013430	8	8
OG0013431	8	8
OG0013432	8	8
OG0013433	7	7
OG0013434	9	9
OG0013435	9	9
OG0013436	6	6
OG0013437	9	9
OG0013438	9	9
OG0013439	8	8
OG0013440	9	9
OG0013441	9	9
OG0013442	8	8
OG0013443	9	9
OG0013444	9	9
OG0013445	9	9
OG0013446	9	9
OG0013447	9	9
OG0013448	9	9
OG0013449	9	9
OG0013450	9	9
OG0013451	9	9
OG0013452	9	9
OG0013453	9	9
OG0013454	9	9
OG0013455	9	9
OG0013456	9	9
OG0013457	9	9
OG0013458	9	9
OG0013459	9	9
OG0013460	9	9
OG0013461	9	9
OG0013462	9	9
OG0013463	8	8
OG0013464	8	8
OG0013465	9	9
OG0013466	8	8
OG0013467	8	8
OG0013468	9	9
OG0013469	8	8
OG0013470	9	9
OG0013471	8	8
OG0013472	8	8
OG0013473	8	8
OG0013474	8	8
OG0013475	8	8
OG0013476	9	9
OG0013477	8	8
OG0013478	8	8
OG0013479	8	8
OG0013480	9	9
OG0013481	9	9
OG0013482	9	9
OG0013483	7	7
OG0013484	9	9
OG0013485	9	9
OG0013486	8	8
OG0013487	8	8
OG0013488	7	7
OG0013489	6	6
OG0013490	9	9
OG0013491	9	9
OG0013492	9	9
OG0013493	9	9
OG0013494	7	7
OG0013495	9	9
OG0013496	8	8
OG0013497	9	9
OG0013498	8	8
OG0013499	9	9
OG0013500	9	9
OG0013501	9	9
OG0013502	9	9
OG0013503	9	9
OG0013504	9	9
OG0013505	9	9
OG0013506	9	9
OG0013507	9	9
OG0013508	9	9
OG0013509	9	9
OG0013510	9	9
OG0013511	9	9
OG0013512	9	9
OG0013513	9	9
OG0013514	9	9
OG0013515	9	9
OG0013516	9	9
OG0013517	9	9
OG0013518	9	9
OG0013519	9	9
OG0013520	9	9
OG0013521	9	9
OG0013522	9	9
OG0013523	9	9
OG0013524	9	9
OG0013525	9	9
OG0013526	9	9
OG0013527	9	9
OG0013528	9	9
OG0013529	9	9
OG0013530	9	9
OG0013531	9	9
OG0013532	9	9
OG0013533	9	9
OG0013534	9	9
OG0013535	9	9
OG0013536	9	9
OG0013537	9	9
OG0013538	9	9
OG0013539	9	9
OG0013540	9	9
OG0013541	9	9
OG0013542	8	8
OG0013543	7	7
OG0013544	6	5
OG0013545	1	0
OG0013546	8	8
OG0013547	3	0
OG0013548	3	2
OG0013549	3	1
OG0013550	8	8
OG0013551	7	7
OG0013552	6	6
OG0013553	8	8
OG0013554	5	5
OG0013555	7	7
OG0013556	7	7
OG0013557	5	5
OG0013558	0	0
OG0013559	4	4
OG0013560	3	2
OG0013561	3	3
OG0013562	0	0
OG0013563	6	6
OG0013564	2	1
OG0013565	4	4
OG0013566	5	5
OG0013567	8	8
OG0013568	3	3
OG0013569	8	8
OG0013570	3	3
OG0013571	5	5
OG0013572	4	3
OG0013573	8	8
OG0013574	6	6
OG0013575	4	4
OG0013576	3	3
OG0013577	3	3
OG0013578	4	3
OG0013579	6	6
OG0013580	1	1
OG0013581	3	3
OG0013582	7	7
OG0013583	6	6
OG0013584	1	1
OG0013585	0	0
OG0013586	0	0
OG0013587	8	8
OG0013588	5	5
OG0013589	3	3
OG0013590	5	5
OG0013591	4	4
OG0013592	2	2
OG0013593	1	0
OG0013594	0	0
OG0013595	8	8
OG0013596	3	3
OG0013597	2	2
OG0013598	0	0
OG0013599	6	6
OG0013600	4	4
OG0013601	1	1
OG0013602	2	2
OG0013603	1	1
OG0013604	2	1
OG0013605	4	3
OG0013606	5	5
OG0013607	2	2
OG0013608	7	7
OG0013609	3	3
OG0013610	2	2
OG0013611	4	3
OG0013612	1	1
OG0013613	2	0
OG0013614	1	1
OG0013615	2	1
OG0013616	4	3
OG0013617	3	2
OG0013618	0	0
OG0013619	1	1
OG0013620	2	2
OG0013621	5	5
OG0013622	5	3
OG0013623	2	2
OG0013624	8	8
OG0013625	2	2
OG0013626	3	3
OG0013627	1	1
OG0013628	1	1
OG0013629	5	4
OG0013630	6	6
OG0013631	1	1
OG0013632	4	4
OG0013633	2	2
OG0013634	1	1
OG0013635	3	2
OG0013636	3	0
OG0013637	4	4
OG0013638	3	3
OG0013639	0	0
OG0013640	0	0
OG0013641	1	0
OG0013642	2	2
OG0013643	1	1
OG0013644	2	2
OG0013645	2	1
OG0013646	0	0
OG0013647	2	2
OG0013648	1	1
OG0013649	4	4
OG0013650	3	2
OG0013651	1	1
OG0013652	3	1
OG0013653	2	2
OG0013654	7	7
OG0013655	4	4
OG0013656	1	1
OG0013657	2	2
OG0013658	5	5
OG0013659	1	1
OG0013660	1	0
OG0013661	2	2
OG0013662	1	1
OG0013663	3	3
OG0013664	1	1
OG0013665	1	1
OG0013666	5	5
OG0013667	1	1
OG0013668	3	2
OG0013669	8	8
OG0013670	2	2
OG0013671	8	8
OG0013672	7	7
OG0013673	0	0
OG0013674	2	2
OG0013675	5	4
OG0013676	1	1
OG0013677	3	3
OG0013678	2	2
OG0013679	6	5
