Orthogroup	Duplications (all)	Duplications (50% support)
OG0010886	6	3
OG0010887	5	5
OG0010888	6	4
OG0010889	1	1
OG0010890	1	1
OG0010891	2	1
OG0010892	2	2
OG0010893	3	2
OG0010894	2	2
OG0010895	2	1
OG0010896	2	2
OG0010897	3	3
OG0010898	3	3
OG0010899	1	1
OG0010900	11	11
OG0010901	2	1
OG0010902	1	1
OG0010903	4	4
OG0010904	3	2
OG0010905	3	2
OG0010906	11	11
OG0010907	4	2
OG0010908	2	2
OG0010909	5	5
OG0010910	3	2
OG0010911	3	3
OG0010912	5	4
OG0010913	2	2
OG0010914	2	2
OG0010915	2	2
OG0010916	1	1
OG0010917	5	5
OG0010918	1	1
OG0010919	9	9
OG0010920	6	5
OG0010921	2	0
OG0010922	2	2
OG0010923	3	3
OG0010924	7	7
OG0010925	13	13
OG0010926	3	2
OG0010927	6	6
OG0010928	12	12
OG0010929	3	3
OG0010930	3	3
OG0010931	11	11
OG0010932	6	5
OG0010933	8	8
OG0010934	2	1
OG0010935	2	2
OG0010936	12	12
OG0010937	6	6
OG0010938	0	0
OG0010939	5	2
OG0010940	9	9
OG0010941	2	2
OG0010942	5	5
OG0010943	6	6
OG0010944	9	9
OG0010945	5	5
OG0010946	9	7
OG0010947	6	6
OG0010948	9	9
OG0010949	9	9
OG0010950	8	8
OG0010951	1	1
OG0010952	11	11
OG0010953	2	2
OG0010954	5	5
OG0010955	9	9
OG0010956	2	2
OG0010957	9	9
OG0010958	2	1
OG0010959	7	5
OG0010960	12	12
OG0010961	10	10
OG0010962	1	1
OG0010963	10	10
OG0010964	11	11
OG0010965	9	9
OG0010966	11	11
OG0010967	13	13
OG0010968	8	8
OG0010969	10	10
OG0010970	8	8
OG0010971	12	12
OG0010972	11	11
OG0010973	12	12
OG0010974	0	0
OG0010975	11	11
OG0010976	10	10
OG0010977	1	1
OG0010978	11	11
OG0010979	10	10
OG0010980	2	2
OG0010981	12	12
OG0010982	11	11
OG0010983	12	12
OG0010984	11	11
OG0010985	0	0
OG0010986	10	10
OG0010987	1	1
OG0010988	5	4
OG0010989	3	1
OG0010990	4	2
OG0010991	7	7
OG0010992	10	10
OG0010993	11	11
OG0010994	2	2
OG0010995	7	7
OG0010996	12	12
OG0010997	12	12
OG0010998	5	4
OG0010999	11	11
OG0011000	4	3
OG0011001	8	8
OG0011002	5	3
OG0011003	1	1
OG0011004	5	5
OG0011005	12	12
OG0011006	11	11
OG0011007	13	13
OG0011008	13	13
OG0011009	13	13
OG0011010	13	13
OG0011011	13	13
OG0011012	13	13
OG0011013	12	12
OG0011014	13	13
OG0011015	12	12
OG0011016	13	13
OG0011017	13	13
OG0011018	12	12
OG0011019	12	12
OG0011020	9	9
OG0011021	13	13
OG0011022	9	7
OG0011023	12	12
OG0011024	6	5
OG0011025	8	8
OG0011026	7	7
OG0011027	1	1
OG0011028	5	5
OG0011029	3	2
OG0011030	4	4
OG0011031	7	7
OG0011032	4	3
OG0011033	6	6
OG0011034	6	6
OG0011035	11	11
OG0011036	6	6
OG0011037	7	7
OG0011038	5	4
OG0011039	2	2
OG0011040	6	6
OG0011041	4	4
OG0011042	4	4
OG0011043	8	8
OG0011044	7	7
OG0011045	7	7
OG0011046	10	10
OG0011047	5	4
OG0011048	5	5
OG0011049	5	5
OG0011050	6	1
OG0011051	5	5
OG0011052	5	5
OG0011053	2	1
OG0011054	7	6
OG0011055	3	3
OG0011056	8	8
OG0011057	3	3
OG0011058	4	3
OG0011059	5	5
OG0011060	7	7
OG0011061	3	2
OG0011062	7	6
OG0011063	5	4
OG0011064	8	8
OG0011065	4	3
OG0011066	9	9
OG0011067	4	3
OG0011068	6	6
OG0011069	5	4
OG0011070	8	8
OG0011071	2	2
OG0011072	7	7
OG0011073	3	3
OG0011074	5	5
OG0011075	7	7
OG0011076	4	2
OG0011077	8	7
OG0011078	8	8
OG0011079	8	8
OG0011080	7	7
OG0011081	11	11
OG0011082	10	10
OG0011083	10	10
OG0011084	11	11
OG0011085	12	12
OG0011086	11	11
OG0011087	8	8
OG0011088	9	9
OG0011089	12	12
OG0011090	5	5
OG0011091	11	11
OG0011092	9	9
OG0011093	10	10
OG0011094	6	6
OG0011095	12	12
OG0011096	5	5
OG0011097	13	13
OG0011098	11	11
OG0011099	6	6
OG0011100	13	13
OG0011101	5	2
OG0011102	13	13
OG0011103	13	13
OG0011104	12	12
OG0011105	13	13
OG0011106	7	5
OG0011107	13	13
OG0011108	13	13
OG0011109	13	13
OG0011110	13	13
OG0011111	5	2
OG0011112	13	13
OG0011113	13	13
OG0011114	13	13
OG0011115	13	13
OG0011116	13	13
OG0011117	13	13
OG0011118	13	13
OG0011119	12	12
OG0011120	13	13
OG0011121	11	11
OG0011122	12	12
OG0011123	12	12
OG0011124	13	13
OG0011125	11	11
OG0011126	11	11
OG0011127	9	9
OG0011128	13	13
OG0011129	12	12
OG0011130	13	13
OG0011131	13	13
OG0011132	13	13
OG0011133	13	13
OG0011134	13	13
OG0011135	12	12
OG0011136	12	12
OG0011137	13	13
OG0011138	11	11
OG0011139	13	13
OG0011140	10	10
OG0011141	12	12
OG0011142	13	13
OG0011143	13	13
OG0011144	13	13
OG0011145	13	13
OG0011146	13	13
OG0011147	13	13
OG0011148	13	13
OG0011149	13	13
OG0011150	13	13
OG0011151	13	13
OG0011152	11	10
OG0011153	13	13
OG0011154	13	13
OG0011155	13	13
OG0011156	13	13
OG0011157	12	12
OG0011158	13	13
OG0011159	13	13
OG0011160	13	13
OG0011161	13	13
OG0011162	13	13
OG0011163	13	13
OG0011164	13	13
OG0011165	13	13
OG0011166	13	13
OG0011167	13	13
OG0011168	13	13
OG0011169	13	13
OG0011170	12	12
OG0011171	13	13
OG0011172	13	13
OG0011173	12	12
OG0011174	13	13
OG0011175	13	13
OG0011176	13	13
OG0011177	12	12
OG0011178	13	13
OG0011179	13	13
OG0011180	13	13
OG0011181	13	13
OG0011182	13	13
OG0011183	13	13
OG0011184	13	13
OG0011185	13	13
OG0011186	13	13
OG0011187	13	13
OG0011188	13	13
OG0011189	13	13
OG0011190	13	13
OG0011191	13	13
OG0011192	13	13
OG0011193	13	13
OG0011194	5	5
OG0011195	7	6
OG0011196	2	2
OG0011197	2	2
OG0011198	6	5
OG0011199	4	3
OG0011200	0	0
OG0011201	12	12
OG0011202	0	0
OG0011203	3	3
OG0011204	12	12
OG0011205	1	1
OG0011206	4	3
OG0011207	1	1
OG0011208	2	2
OG0011209	10	10
OG0011210	8	7
OG0011211	8	8
OG0011212	2	1
OG0011213	4	4
OG0011214	7	6
OG0011215	2	2
OG0011216	2	2
OG0011217	2	2
OG0011218	4	2
OG0011219	4	4
OG0011220	9	9
OG0011221	6	6
OG0011222	10	10
OG0011223	5	3
OG0011224	1	0
OG0011225	2	2
OG0011226	3	3
OG0011227	2	1
OG0011228	2	2
OG0011229	1	1
OG0011230	0	0
OG0011231	2	2
OG0011232	1	1
OG0011233	4	4
OG0011234	2	2
OG0011235	7	6
OG0011236	3	1
OG0011237	8	6
OG0011238	3	1
OG0011239	0	0
OG0011240	10	10
OG0011241	1	1
OG0011242	2	1
OG0011243	3	2
OG0011244	3	3
OG0011245	1	0
OG0011246	1	1
OG0011247	1	1
OG0011248	3	3
OG0011249	5	5
OG0011250	2	1
OG0011251	1	1
OG0011252	5	5
OG0011253	4	2
OG0011254	8	8
OG0011255	2	2
OG0011256	1	0
OG0011257	11	11
OG0011258	0	0
OG0011259	3	2
OG0011260	1	1
OG0011261	3	3
OG0011262	4	4
OG0011263	9	9
OG0011264	1	1
OG0011265	1	1
OG0011266	1	1
OG0011267	9	9
OG0011268	6	6
OG0011269	2	1
OG0011270	7	7
OG0011271	3	2
OG0011272	3	2
OG0011273	9	6
OG0011274	4	2
OG0011275	4	1
OG0011276	10	10
OG0011277	6	3
OG0011278	9	9
OG0011279	10	10
OG0011280	5	4
OG0011281	12	12
OG0011282	10	10
OG0011283	10	8
OG0011284	8	8
OG0011285	7	7
OG0011286	1	1
OG0011287	7	7
OG0011288	8	8
OG0011289	1	1
OG0011290	9	7
OG0011291	5	5
OG0011292	7	6
OG0011293	0	0
OG0011294	5	4
OG0011295	6	5
OG0011296	5	3
OG0011297	10	10
OG0011298	3	3
OG0011299	11	11
OG0011300	11	11
OG0011301	4	4
OG0011302	11	11
OG0011303	5	4
OG0011304	1	1
OG0011305	1	1
OG0011306	4	4
OG0011307	7	7
OG0011308	7	6
OG0011309	4	3
OG0011310	10	10
OG0011311	1	1
OG0011312	3	3
OG0011313	2	0
OG0011314	4	3
OG0011315	3	2
OG0011316	7	7
OG0011317	1	1
OG0011318	2	1
OG0011319	3	3
OG0011320	5	5
OG0011321	10	10
OG0011322	0	0
OG0011323	9	9
OG0011324	9	9
OG0011325	2	1
OG0011326	9	9
OG0011327	11	11
OG0011328	9	9
OG0011329	6	6
OG0011330	11	11
OG0011331	11	11
OG0011332	10	10
OG0011333	7	7
OG0011334	2	0
OG0011335	12	12
OG0011336	8	8
OG0011337	6	6
OG0011338	8	8
OG0011339	11	11
OG0011340	11	11
OG0011341	10	10
OG0011342	11	11
OG0011343	8	8
OG0011344	11	11
OG0011345	6	6
OG0011346	2	2
OG0011347	9	9
OG0011348	11	11
OG0011349	11	11
OG0011350	10	10
OG0011351	9	9
OG0011352	7	7
OG0011353	11	11
OG0011354	11	11
OG0011355	10	10
OG0011356	11	11
OG0011357	11	11
OG0011358	8	8
OG0011359	8	8
OG0011360	11	11
OG0011361	10	10
OG0011362	11	11
OG0011363	10	10
OG0011364	11	11
OG0011365	5	5
OG0011366	9	9
OG0011367	5	5
OG0011368	10	10
OG0011369	11	11
OG0011370	11	11
OG0011371	2	2
OG0011372	9	9
OG0011373	1	1
OG0011374	11	11
OG0011375	1	1
OG0011376	11	11
OG0011377	12	12
OG0011378	12	12
OG0011379	12	12
OG0011380	12	12
OG0011381	12	12
OG0011382	12	12
OG0011383	11	11
OG0011384	8	7
OG0011385	11	11
OG0011386	12	12
OG0011387	11	11
OG0011388	12	12
OG0011389	12	12
OG0011390	10	10
OG0011391	5	4
OG0011392	5	4
OG0011393	4	1
OG0011394	9	9
OG0011395	4	4
OG0011396	6	6
OG0011397	6	6
OG0011398	10	10
OG0011399	5	5
OG0011400	5	5
OG0011401	5	5
OG0011402	5	5
OG0011403	5	5
OG0011404	5	5
OG0011405	10	10
OG0011406	3	1
OG0011407	6	5
OG0011408	3	3
OG0011409	6	6
OG0011410	6	6
OG0011411	6	6
OG0011412	7	7
OG0011413	4	4
OG0011414	1	1
OG0011415	2	2
OG0011416	6	4
OG0011417	4	1
OG0011418	3	3
OG0011419	3	3
OG0011420	5	5
OG0011421	2	2
OG0011422	4	4
OG0011423	3	3
OG0011424	4	4
OG0011425	3	3
OG0011426	7	7
OG0011427	4	4
OG0011428	5	4
OG0011429	1	0
OG0011430	7	7
OG0011431	4	4
OG0011432	4	4
OG0011433	4	4
OG0011434	5	5
OG0011435	2	2
OG0011436	3	3
OG0011437	3	3
OG0011438	4	4
OG0011439	6	6
OG0011440	6	6
OG0011441	8	7
OG0011442	4	3
OG0011443	7	7
OG0011444	3	3
OG0011445	3	3
OG0011446	7	7
OG0011447	7	7
OG0011448	7	5
OG0011449	5	5
OG0011450	6	5
OG0011451	7	7
OG0011452	6	6
OG0011453	5	5
OG0011454	9	9
OG0011455	12	12
OG0011456	4	4
OG0011457	8	8
OG0011458	4	4
OG0011459	6	6
OG0011460	7	6
OG0011461	2	1
OG0011462	8	8
OG0011463	4	4
OG0011464	3	1
OG0011465	8	8
OG0011466	5	4
OG0011467	10	10
OG0011468	11	11
OG0011469	7	7
OG0011470	11	11
OG0011471	11	11
OG0011472	9	9
OG0011473	9	9
OG0011474	11	11
OG0011475	8	8
OG0011476	7	7
OG0011477	9	9
OG0011478	9	9
OG0011479	9	9
OG0011480	7	7
OG0011481	7	7
OG0011482	10	10
OG0011483	9	9
OG0011484	7	7
OG0011485	12	12
OG0011486	2	2
OG0011487	9	9
OG0011488	12	12
OG0011489	11	11
OG0011490	12	12
OG0011491	9	9
OG0011492	8	8
OG0011493	11	11
OG0011494	11	11
OG0011495	11	11
OG0011496	8	8
OG0011497	12	12
OG0011498	12	12
OG0011499	12	12
OG0011500	12	12
OG0011501	8	7
OG0011502	12	12
OG0011503	6	5
OG0011504	12	12
OG0011505	11	11
OG0011506	11	11
OG0011507	11	11
OG0011508	11	11
OG0011509	9	9
OG0011510	12	12
OG0011511	9	9
OG0011512	12	12
OG0011513	11	11
OG0011514	8	8
OG0011515	12	12
OG0011516	11	11
OG0011517	8	8
OG0011518	12	12
OG0011519	11	11
OG0011520	12	12
OG0011521	12	12
OG0011522	12	12
OG0011523	12	12
OG0011524	12	12
OG0011525	12	12
OG0011526	9	8
OG0011527	8	8
OG0011528	11	11
OG0011529	10	10
OG0011530	9	9
OG0011531	10	10
OG0011532	9	9
OG0011533	12	12
OG0011534	11	11
OG0011535	11	11
OG0011536	10	10
OG0011537	12	12
OG0011538	11	11
OG0011539	9	9
OG0011540	11	11
OG0011541	11	11
OG0011542	10	10
OG0011543	9	9
OG0011544	10	10
OG0011545	11	11
OG0011546	11	11
OG0011547	12	12
OG0011548	11	11
OG0011549	12	12
OG0011550	12	12
OG0011551	12	12
OG0011552	9	9
OG0011553	12	12
OG0011554	12	12
OG0011555	12	12
OG0011556	12	12
OG0011557	11	11
OG0011558	11	11
OG0011559	11	11
OG0011560	12	12
OG0011561	12	12
OG0011562	9	8
OG0011563	12	12
OG0011564	12	12
OG0011565	12	12
OG0011566	12	12
OG0011567	12	12
OG0011568	12	12
OG0011569	12	12
OG0011570	12	12
OG0011571	10	9
OG0011572	12	12
OG0011573	12	12
OG0011574	12	12
OG0011575	12	12
OG0011576	12	12
OG0011577	12	12
OG0011578	10	9
OG0011579	12	12
OG0011580	12	12
OG0011581	12	12
OG0011582	12	12
OG0011583	12	12
OG0011584	12	12
OG0011585	12	12
OG0011586	12	12
OG0011587	12	12
OG0011588	12	12
OG0011589	11	11
OG0011590	12	12
OG0011591	11	11
OG0011592	11	11
OG0011593	11	11
OG0011594	12	12
OG0011595	12	12
OG0011596	11	11
OG0011597	11	11
OG0011598	9	9
OG0011599	12	12
OG0011600	12	12
OG0011601	12	12
OG0011602	11	11
OG0011603	12	12
OG0011604	12	12
OG0011605	12	12
OG0011606	12	12
OG0011607	12	12
OG0011608	12	12
OG0011609	12	12
OG0011610	12	12
OG0011611	12	12
OG0011612	12	12
OG0011613	12	12
OG0011614	12	12
OG0011615	12	12
OG0011616	12	12
OG0011617	10	10
OG0011618	3	3
OG0011619	8	8
OG0011620	0	0
OG0011621	11	11
OG0011622	2	2
OG0011623	11	11
OG0011624	1	0
OG0011625	8	8
OG0011626	11	11
OG0011627	2	1
OG0011628	0	0
OG0011629	11	11
OG0011630	2	2
OG0011631	2	1
OG0011632	1	1
OG0011633	7	5
OG0011634	1	1
OG0011635	2	2
OG0011636	4	2
OG0011637	0	0
OG0011638	1	1
OG0011639	6	5
OG0011640	5	3
OG0011641	3	3
OG0011642	11	11
OG0011643	4	4
OG0011644	6	3
OG0011645	6	6
OG0011646	7	7
OG0011647	11	11
OG0011648	1	0
OG0011649	4	4
OG0011650	1	1
OG0011651	8	8
OG0011652	4	4
OG0011653	1	0
OG0011654	3	3
OG0011655	4	4
OG0011656	4	4
OG0011657	6	4
OG0011658	1	1
OG0011659	2	1
OG0011660	1	1
OG0011661	2	2
OG0011662	3	3
OG0011663	1	1
OG0011664	5	4
OG0011665	3	3
OG0011666	0	0
OG0011667	8	8
OG0011668	2	2
OG0011669	8	8
OG0011670	3	2
OG0011671	5	3
OG0011672	4	3
OG0011673	1	0
OG0011674	2	2
OG0011675	1	0
OG0011676	1	1
OG0011677	0	0
OG0011678	10	10
OG0011679	3	2
OG0011680	11	11
OG0011681	4	3
OG0011682	11	11
OG0011683	2	2
OG0011684	7	7
OG0011685	7	7
OG0011686	3	1
OG0011687	3	3
OG0011688	2	2
OG0011689	0	0
OG0011690	8	8
OG0011691	4	2
OG0011692	1	1
OG0011693	8	8
OG0011694	1	1
OG0011695	0	0
OG0011696	1	1
OG0011697	1	0
OG0011698	3	2
OG0011699	1	0
OG0011700	4	3
OG0011701	4	4
OG0011702	2	2
OG0011703	1	1
OG0011704	2	1
OG0011705	1	1
OG0011706	3	3
OG0011707	3	3
OG0011708	2	2
OG0011709	2	0
OG0011710	2	1
OG0011711	2	2
OG0011712	4	2
OG0011713	6	5
OG0011714	3	3
OG0011715	3	3
OG0011716	4	3
OG0011717	8	7
OG0011718	0	0
OG0011719	1	1
OG0011720	10	10
OG0011721	1	1
OG0011722	0	0
OG0011723	4	3
OG0011724	2	2
OG0011725	1	1
OG0011726	0	0
OG0011727	7	7
OG0011728	1	0
OG0011729	2	2
OG0011730	2	1
OG0011731	1	1
OG0011732	1	1
OG0011733	5	3
OG0011734	0	0
OG0011735	6	6
OG0011736	2	1
OG0011737	2	2
OG0011738	1	1
OG0011739	6	6
OG0011740	10	10
OG0011741	4	4
OG0011742	10	10
OG0011743	11	11
OG0011744	11	11
OG0011745	2	2
OG0011746	0	0
OG0011747	1	1
OG0011748	4	4
OG0011749	6	5
OG0011750	6	6
OG0011751	7	7
OG0011752	9	9
OG0011753	9	9
OG0011754	5	4
OG0011755	7	7
OG0011756	4	4
OG0011757	3	3
OG0011758	8	8
OG0011759	1	1
OG0011760	1	1
OG0011761	2	2
OG0011762	4	3
OG0011763	8	8
OG0011764	1	1
OG0011765	2	2
OG0011766	7	6
OG0011767	1	1
OG0011768	1	1
OG0011769	7	6
OG0011770	7	7
OG0011771	9	9
OG0011772	6	6
OG0011773	0	0
OG0011774	7	7
OG0011775	9	9
OG0011776	6	6
OG0011777	5	4
OG0011778	5	5
OG0011779	8	8
OG0011780	0	0
OG0011781	7	7
OG0011782	10	10
OG0011783	5	5
OG0011784	1	1
OG0011785	9	9
OG0011786	5	5
OG0011787	8	8
OG0011788	8	8
OG0011789	6	6
OG0011790	6	6
OG0011791	10	10
OG0011792	8	8
OG0011793	9	9
OG0011794	3	3
OG0011795	7	7
OG0011796	8	8
OG0011797	9	9
OG0011798	10	10
OG0011799	1	1
OG0011800	9	9
OG0011801	7	7
OG0011802	3	2
OG0011803	7	7
OG0011804	10	10
OG0011805	5	5
OG0011806	7	6
OG0011807	6	6
OG0011808	6	3
OG0011809	10	10
OG0011810	2	2
OG0011811	4	4
OG0011812	10	10
OG0011813	8	8
OG0011814	8	8
OG0011815	8	8
OG0011816	8	8
OG0011817	8	8
OG0011818	10	10
OG0011819	9	9
OG0011820	2	2
OG0011821	1	0
OG0011822	5	5
OG0011823	7	7
OG0011824	9	9
OG0011825	5	4
OG0011826	2	2
OG0011827	9	9
OG0011828	10	10
OG0011829	6	6
OG0011830	2	1
OG0011831	10	10
OG0011832	10	10
OG0011833	8	8
OG0011834	2	2
OG0011835	10	10
OG0011836	6	6
OG0011837	10	10
OG0011838	6	6
OG0011839	5	4
OG0011840	10	10
OG0011841	10	10
OG0011842	11	11
OG0011843	11	11
OG0011844	11	11
OG0011845	5	5
OG0011846	11	11
OG0011847	11	11
OG0011848	11	11
OG0011849	11	11
OG0011850	11	11
OG0011851	11	11
OG0011852	11	11
OG0011853	11	11
OG0011854	11	11
OG0011855	11	11
OG0011856	11	11
OG0011857	11	11
OG0011858	11	11
OG0011859	11	11
OG0011860	4	3
OG0011861	11	11
OG0011862	11	11
OG0011863	11	11
OG0011864	4	4
OG0011865	6	6
OG0011866	9	9
OG0011867	6	5
OG0011868	2	2
OG0011869	1	1
OG0011870	6	6
OG0011871	10	10
OG0011872	5	2
OG0011873	3	3
OG0011874	4	4
OG0011875	6	6
OG0011876	8	8
OG0011877	5	4
OG0011878	1	1
OG0011879	5	5
OG0011880	4	2
OG0011881	6	6
OG0011882	5	5
OG0011883	8	8
OG0011884	6	6
OG0011885	2	2
OG0011886	5	5
OG0011887	5	5
OG0011888	2	1
OG0011889	5	5
OG0011890	5	5
OG0011891	4	3
OG0011892	5	4
OG0011893	2	2
OG0011894	1	1
OG0011895	6	6
OG0011896	9	9
OG0011897	4	4
OG0011898	2	2
OG0011899	2	2
OG0011900	3	3
OG0011901	3	3
OG0011902	6	6
OG0011903	5	5
OG0011904	5	5
OG0011905	5	5
OG0011906	4	4
OG0011907	6	6
OG0011908	2	2
OG0011909	5	5
OG0011910	7	7
OG0011911	4	3
OG0011912	3	2
OG0011913	5	4
OG0011914	7	7
OG0011915	6	6
OG0011916	10	10
OG0011917	5	5
OG0011918	4	4
OG0011919	7	7
OG0011920	2	1
OG0011921	5	5
OG0011922	3	3
OG0011923	1	0
OG0011924	3	3
OG0011925	3	3
OG0011926	4	4
OG0011927	4	3
OG0011928	5	5
OG0011929	6	6
OG0011930	4	4
OG0011931	6	6
OG0011932	3	3
OG0011933	6	6
OG0011934	9	9
OG0011935	6	6
OG0011936	5	5
OG0011937	6	6
OG0011938	4	3
OG0011939	2	2
OG0011940	6	4
OG0011941	6	6
OG0011942	6	6
OG0011943	1	1
OG0011944	4	4
OG0011945	2	1
OG0011946	5	5
OG0011947	2	2
OG0011948	6	6
OG0011949	4	4
OG0011950	8	8
OG0011951	6	6
OG0011952	4	4
OG0011953	3	3
OG0011954	10	10
OG0011955	8	8
OG0011956	8	8
OG0011957	10	10
OG0011958	8	8
OG0011959	7	7
OG0011960	5	4
OG0011961	10	10
OG0011962	8	8
OG0011963	7	7
OG0011964	10	10
OG0011965	3	3
OG0011966	3	1
OG0011967	10	10
OG0011968	4	3
OG0011969	8	8
OG0011970	7	7
OG0011971	9	9
OG0011972	7	7
OG0011973	3	3
OG0011974	10	10
OG0011975	5	5
OG0011976	5	5
OG0011977	0	0
OG0011978	7	6
OG0011979	11	11
OG0011980	9	9
OG0011981	7	5
OG0011982	10	10
OG0011983	8	8
OG0011984	11	11
OG0011985	9	9
OG0011986	10	10
OG0011987	11	11
OG0011988	11	11
OG0011989	8	8
OG0011990	11	11
OG0011991	11	11
OG0011992	11	11
OG0011993	10	10
OG0011994	11	11
OG0011995	11	11
OG0011996	11	11
OG0011997	11	11
OG0011998	11	11
OG0011999	11	11
OG0012000	11	11
OG0012001	11	11
OG0012002	11	11
OG0012003	10	10
OG0012004	10	10
OG0012005	11	11
OG0012006	11	11
OG0012007	11	11
OG0012008	8	8
OG0012009	8	8
OG0012010	5	3
OG0012011	11	11
OG0012012	11	11
OG0012013	9	9
OG0012014	11	11
OG0012015	10	10
OG0012016	11	11
OG0012017	11	11
OG0012018	11	11
OG0012019	11	11
OG0012020	11	11
OG0012021	11	11
OG0012022	11	11
OG0012023	11	11
OG0012024	11	11
OG0012025	9	9
OG0012026	7	7
OG0012027	9	9
OG0012028	8	8
OG0012029	8	8
OG0012030	9	9
OG0012031	9	9
OG0012032	9	9
OG0012033	9	9
OG0012034	10	10
OG0012035	11	11
OG0012036	9	9
OG0012037	11	11
OG0012038	10	10
OG0012039	9	9
OG0012040	10	10
OG0012041	11	11
OG0012042	10	10
OG0012043	9	9
OG0012044	11	11
OG0012045	11	11
OG0012046	11	11
OG0012047	11	11
OG0012048	8	7
OG0012049	11	11
OG0012050	10	10
OG0012051	11	11
OG0012052	11	11
OG0012053	10	10
OG0012054	10	10
OG0012055	11	11
OG0012056	10	10
OG0012057	11	11
OG0012058	11	11
OG0012059	11	11
OG0012060	10	10
OG0012061	10	10
OG0012062	10	10
OG0012063	10	10
OG0012064	10	10
OG0012065	11	11
OG0012066	11	11
OG0012067	11	11
OG0012068	10	10
OG0012069	11	11
OG0012070	11	11
OG0012071	11	11
OG0012072	11	11
OG0012073	11	11
OG0012074	11	11
OG0012075	10	10
OG0012076	8	8
OG0012077	11	11
OG0012078	11	11
OG0012079	11	11
OG0012080	11	11
OG0012081	11	11
OG0012082	11	11
OG0012083	11	11
OG0012084	11	11
OG0012085	11	11
OG0012086	11	11
OG0012087	11	11
OG0012088	11	11
OG0012089	9	8
OG0012090	11	11
OG0012091	11	11
OG0012092	11	11
OG0012093	10	10
OG0012094	10	10
OG0012095	10	10
OG0012096	11	11
OG0012097	10	10
OG0012098	11	11
OG0012099	10	10
OG0012100	11	11
OG0012101	8	8
OG0012102	9	9
OG0012103	10	10
OG0012104	9	9
OG0012105	11	11
OG0012106	10	10
OG0012107	10	10
OG0012108	11	11
OG0012109	11	11
OG0012110	11	11
OG0012111	11	11
OG0012112	10	10
OG0012113	9	9
OG0012114	8	8
OG0012115	11	11
OG0012116	11	11
OG0012117	10	10
OG0012118	11	11
OG0012119	10	10
OG0012120	11	11
OG0012121	11	11
OG0012122	11	11
OG0012123	11	11
OG0012124	11	11
OG0012125	11	11
OG0012126	11	11
OG0012127	11	11
OG0012128	11	11
OG0012129	11	11
OG0012130	11	11
OG0012131	11	11
OG0012132	11	11
OG0012133	11	11
OG0012134	11	11
OG0012135	11	11
OG0012136	11	11
OG0012137	11	11
OG0012138	11	11
OG0012139	11	11
OG0012140	11	11
OG0012141	11	11
OG0012142	11	11
OG0012143	11	11
OG0012144	11	11
OG0012145	11	11
OG0012146	11	11
OG0012147	11	11
OG0012148	11	11
OG0012149	11	11
OG0012150	11	11
OG0012151	11	11
OG0012152	11	11
OG0012153	11	11
OG0012154	10	10
OG0012155	5	5
OG0012156	6	5
OG0012157	2	2
OG0012158	8	8
OG0012159	10	10
OG0012160	2	2
OG0012161	2	2
OG0012162	3	3
OG0012163	10	10
OG0012164	5	4
OG0012165	5	4
OG0012166	1	1
OG0012167	3	3
OG0012168	5	4
OG0012169	8	8
OG0012170	3	2
OG0012171	10	10
OG0012172	3	3
OG0012173	8	8
OG0012174	1	1
OG0012175	3	3
OG0012176	10	10
OG0012177	5	5
OG0012178	1	1
OG0012179	5	4
OG0012180	6	6
OG0012181	7	7
OG0012182	8	8
OG0012183	10	10
OG0012184	2	2
OG0012185	8	8
OG0012186	6	6
OG0012187	10	10
OG0012188	2	2
OG0012189	5	3
OG0012190	8	8
OG0012191	1	1
OG0012192	6	6
OG0012193	3	3
OG0012194	7	6
OG0012195	4	4
OG0012196	2	1
OG0012197	6	6
OG0012198	2	2
OG0012199	1	1
OG0012200	2	2
OG0012201	2	2
OG0012202	6	6
OG0012203	5	5
OG0012204	1	0
OG0012205	4	4
OG0012206	0	0
OG0012207	4	4
OG0012208	4	4
OG0012209	4	3
OG0012210	4	4
OG0012211	7	7
OG0012212	0	0
OG0012213	8	8
OG0012214	0	0
OG0012215	5	5
OG0012216	3	3
OG0012217	3	2
OG0012218	3	3
OG0012219	0	0
OG0012220	3	3
OG0012221	1	1
OG0012222	0	0
OG0012223	6	6
OG0012224	8	8
OG0012225	3	3
OG0012226	7	7
OG0012227	3	2
OG0012228	4	4
OG0012229	7	7
OG0012230	1	1
OG0012231	8	8
OG0012232	1	1
OG0012233	1	1
OG0012234	4	4
OG0012235	5	5
OG0012236	4	2
OG0012237	4	4
OG0012238	1	1
OG0012239	1	0
OG0012240	1	1
OG0012241	3	2
OG0012242	2	2
OG0012243	0	0
OG0012244	3	3
OG0012245	1	1
OG0012246	2	2
OG0012247	0	0
OG0012248	8	8
OG0012249	2	1
OG0012250	2	2
OG0012251	6	6
OG0012252	1	1
OG0012253	5	5
OG0012254	0	0
OG0012255	1	1
OG0012256	3	3
OG0012257	1	1
OG0012258	1	0
OG0012259	3	3
OG0012260	2	1
OG0012261	2	2
OG0012262	9	9
OG0012263	1	0
OG0012264	5	5
OG0012265	6	4
OG0012266	10	10
OG0012267	7	6
OG0012268	9	9
OG0012269	6	3
OG0012270	10	10
OG0012271	3	2
OG0012272	4	4
OG0012273	7	7
OG0012274	1	1
OG0012275	10	10
OG0012276	6	6
OG0012277	10	10
OG0012278	7	7
OG0012279	2	2
OG0012280	1	1
OG0012281	3	3
OG0012282	8	8
