Orthogroup	BRAFL	XENTR
OG0007012	bflo_08408	XENTR03267
OG0007013	bflo_22925	XENTR09137
OG0007014	bflo_09903	XENTR08855
OG0007015	bflo_27330, bflo_20402	XENTR02491
OG0007016	bflo_14032	XENTR00478
OG0007017	bflo_21913	XENTR16539
OG0007018	bflo_23908	XENTR13179
OG0007019	bflo_23063	XENTR13839
OG0007020	bflo_10034	XENTR09770
OG0007021	bflo_21680	XENTR08839
OG0007022	bflo_18552	XENTR16029
OG0007023	bflo_11047	XENTR07024
OG0007025	bflo_14744	XENTR13731
OG0007026	bflo_09805	XENTR18056
OG0007027	bflo_20536	XENTR19169, XENTR11118
OG0007028	bflo_01442	XENTR00104
OG0007031	bflo_01870	XENTR07790
OG0007032	bflo_18346	XENTR17468
OG0007033	bflo_16162	XENTR16190
OG0007034	bflo_19304	XENTR05241
OG0007035	bflo_11817	XENTR06046
OG0007036	bflo_15936	XENTR17676, XENTR17677
OG0007037	bflo_18791	XENTR05417
OG0007038	bflo_11762, bflo_11636	XENTR01237
OG0007039	bflo_06475	XENTR03063
OG0007040	bflo_15748	XENTR16157
OG0007041	bflo_06211	XENTR01415
OG0007042	bflo_02915	XENTR03360
OG0007043	bflo_10682	XENTR02003
OG0007044	bflo_04989, bflo_15125	XENTR08465, XENTR13827
OG0007045	bflo_18005	XENTR05481
OG0007046	bflo_17255	XENTR09390
OG0007047	bflo_15778	XENTR12940
OG0007048	bflo_23058	XENTR12714
OG0007049	bflo_24438	XENTR10205
OG0007050	bflo_09428	XENTR10229
OG0007053	bflo_24401	XENTR06867
OG0007054	bflo_20473	XENTR17771
OG0007055	bflo_21171	XENTR04557
OG0007056	bflo_20134	XENTR04936
OG0007057	bflo_09203	XENTR14128, XENTR07649
OG0007058	bflo_17608	XENTR13895
OG0007059	bflo_10444	XENTR01903
OG0007060	bflo_06320	XENTR06697
OG0007061	bflo_10696	XENTR12828
OG0007062	bflo_24989	XENTR03101
OG0007063	bflo_23792	XENTR05680
OG0007064	bflo_14926	XENTR16371
OG0007065	bflo_10221	XENTR04111
OG0007066	bflo_21816	XENTR18528, XENTR05764
OG0007068	bflo_07102	XENTR04871
OG0007069	bflo_06573	XENTR06666
OG0007070	bflo_22328	XENTR08595
OG0007071	bflo_09008	XENTR07783
OG0007072	bflo_12921	XENTR07265
OG0007073	bflo_24056	XENTR08573
OG0007074	bflo_04122	XENTR03247
OG0007075	bflo_07697	XENTR02206
OG0007076	bflo_15859	XENTR15551
OG0007077	bflo_14982	XENTR02860, XENTR01951
OG0007079	bflo_01999	XENTR16725
OG0007080	bflo_01418	XENTR05164
OG0007081	bflo_14270	XENTR06924
OG0007082	bflo_16401	XENTR16647
OG0007083	bflo_15779	XENTR12941
OG0007086	bflo_11245	XENTR15548
OG0007087	bflo_06824	XENTR10659
OG0007088	bflo_06292	XENTR13069
OG0007090	bflo_25747	XENTR04663
OG0007091	bflo_05854	XENTR16106
OG0007092	bflo_15232	XENTR09595
OG0007093	bflo_10575	XENTR09556
OG0007094	bflo_18319	XENTR03856
OG0007095	bflo_23010	XENTR11185
OG0007096	bflo_12760	XENTR15677
OG0007097	bflo_07989	XENTR10319
OG0007098	bflo_13800	XENTR00462
OG0007099	bflo_21945	XENTR01909
OG0007100	bflo_11271	XENTR02538
OG0007102	bflo_14184	XENTR10584
OG0007103	bflo_08091	XENTR09292
OG0007104	bflo_21832	XENTR08818, XENTR11925
OG0007105	bflo_21094	XENTR17989, XENTR17988
OG0007106	bflo_11280	XENTR02834
OG0007107	bflo_23422	XENTR15605
OG0007108	bflo_20348	XENTR11156
OG0007109	bflo_04042	XENTR17008
OG0007111	bflo_13861	XENTR16348
OG0007112	bflo_06337	XENTR05305
OG0007113	bflo_11442	XENTR07047
OG0007114	bflo_14043	XENTR17139
OG0007115	bflo_13514	XENTR10736
OG0007116	bflo_23512	XENTR07013
OG0007118	bflo_17782	XENTR11167
OG0007119	bflo_26455	XENTR00359
OG0007120	bflo_26318	XENTR11017
OG0007122	bflo_24072	XENTR13022
OG0007123	bflo_09914	XENTR09569
OG0007124	bflo_15170	XENTR10585
OG0007125	bflo_14785	XENTR13558
OG0007126	bflo_22266	XENTR05105
OG0007127	bflo_00577	XENTR03372
OG0007129	bflo_10446	XENTR12454, XENTR12453
OG0007130	bflo_11677	XENTR10790
OG0007131	bflo_25611	XENTR04760
OG0007132	bflo_05661	XENTR18457
OG0007133	bflo_02382	XENTR06849
OG0007134	bflo_10408	XENTR14638
OG0007135	bflo_08465	XENTR14139
OG0007136	bflo_06450	XENTR11242
OG0007137	bflo_22784	XENTR16364
OG0007138	bflo_15711	XENTR01287
OG0007139	bflo_05619	XENTR18713
OG0007140	bflo_25840	XENTR14828, XENTR13212
OG0007143	bflo_01199	XENTR13932
OG0007144	bflo_20069	XENTR05104
OG0007145	bflo_05366	XENTR04506
OG0007147	bflo_24598	XENTR17348
OG0007148	bflo_12090	XENTR15137
OG0007150	bflo_12859, bflo_09705	XENTR09755
OG0007151	bflo_14436	XENTR05788
OG0007153	bflo_14060	XENTR08905
OG0007154	bflo_11488	XENTR03882
OG0007158	bflo_12648	XENTR08364
OG0007159	bflo_17008, bflo_17009	XENTR09164
OG0007160	bflo_13912	XENTR00523
OG0007161	bflo_12808	XENTR12550, XENTR15126
OG0007164	bflo_18316	XENTR00655
OG0007165	bflo_08764	XENTR02602
OG0007166	bflo_09971	XENTR10142
OG0007168	bflo_18756	XENTR01098
OG0007171	bflo_19822	XENTR07480
OG0007173	bflo_24164	XENTR13485
OG0007174	bflo_13932	XENTR18531, XENTR02471
OG0007175	bflo_10755	XENTR08705, XENTR08706
OG0007176	bflo_11713	XENTR14504
OG0007177	bflo_23830, bflo_10937	XENTR13081
OG0007178	bflo_16205	XENTR03949
OG0007179	bflo_00319	XENTR10416
OG0007181	bflo_12101	XENTR10462
OG0007182	bflo_21896	XENTR01510
OG0007185	bflo_22465, bflo_10063, bflo_10064	XENTR07399
OG0007186	bflo_15420	XENTR13974
OG0007187	bflo_00521	XENTR07115
OG0007188	bflo_00784	XENTR08812
OG0007189	bflo_23124	XENTR03901
OG0007190	bflo_07553	XENTR01938
OG0007191	bflo_25319	XENTR04764
OG0007192	bflo_19273	XENTR00135
OG0007193	bflo_22716	XENTR04773, XENTR15321
OG0007195	bflo_09759	XENTR00526, XENTR16177
OG0007200	bflo_21570	XENTR08147
OG0007201	bflo_22933	XENTR08891
OG0007204	bflo_25247	XENTR00365, XENTR13207
OG0007205	bflo_16687	XENTR04932, XENTR09932, XENTR16486
OG0007209	bflo_15890	XENTR06157, XENTR18958, XENTR11763
OG0007248	bflo_12581	XENTR09965, XENTR09966
OG0007250	bflo_21684	XENTR15090, XENTR15089
OG0007251	bflo_02716	XENTR16778
OG0007253	bflo_13719	XENTR15675, XENTR06641
OG0007254	bflo_25142	XENTR16036
OG0007255	bflo_18944	XENTR03356, XENTR03355
OG0007256	bflo_25720	XENTR05599
OG0007258	bflo_05313	XENTR05062
OG0007261	bflo_26189	XENTR14144
OG0007264	bflo_13280	XENTR00464, XENTR00463
OG0007266	bflo_11544	XENTR14040
OG0007267	bflo_25645	XENTR00329
OG0007268	bflo_21784	XENTR07436
OG0007269	bflo_11589	XENTR08034, XENTR06073
OG0007270	bflo_14763	XENTR00919
OG0007271	bflo_23418	XENTR06576
OG0007272	bflo_24550, bflo_24548	XENTR18622
OG0007273	bflo_03291	XENTR11486
OG0007274	bflo_16336	XENTR14808
OG0007275	bflo_10957	XENTR10112
OG0007276	bflo_02810	XENTR17394
OG0007279	bflo_20332	XENTR03525
OG0007280	bflo_01423	XENTR04651
OG0007281	bflo_23827	XENTR00958
OG0007282	bflo_20472	XENTR10935
OG0007283	bflo_04526	XENTR07330
OG0007284	bflo_06381	XENTR07884, XENTR03693
OG0007285	bflo_17673	XENTR05890
OG0007286	bflo_05934, bflo_06644, bflo_06645, bflo_06646	XENTR12572
OG0007288	bflo_08435	XENTR04861
OG0007289	bflo_22229	XENTR01683
OG0007290	bflo_13377	XENTR07276
OG0007291	bflo_13121, bflo_27070	XENTR02444
OG0007292	bflo_16155	XENTR16459
OG0007293	bflo_05427	XENTR15743
OG0007294	bflo_00403	XENTR14997
OG0007295	bflo_07534	XENTR04865
OG0007296	bflo_16995	XENTR00485
OG0007297	bflo_23790	XENTR19091
OG0007299	bflo_10653	XENTR02278
OG0007300	bflo_19110	XENTR05357
OG0007301	bflo_25038	XENTR16260
OG0007302	bflo_14759	XENTR00417
OG0007303	bflo_13169	XENTR14363
OG0007304	bflo_24595	XENTR08025
OG0007305	bflo_22443	XENTR16934
OG0007306	bflo_17424	XENTR11408
OG0007307	bflo_10777	XENTR00613
OG0007308	bflo_02394	XENTR02295
OG0007309	bflo_23700	XENTR13050
OG0007310	bflo_19137	XENTR13427
OG0007312	bflo_23752	XENTR01859
OG0007314	bflo_08559	XENTR14853
OG0007316	bflo_21079	XENTR04896
OG0007317	bflo_06371	XENTR13051
OG0007318	bflo_11011	XENTR08377
OG0007319	bflo_09858	XENTR16805
OG0007320	bflo_05418	XENTR11235
OG0007321	bflo_21088	XENTR12796
OG0007323	bflo_01172	XENTR08193, XENTR08194
OG0007325	bflo_13977	XENTR07774
OG0007326	bflo_22978	XENTR05294
OG0007329	bflo_16943	XENTR12936
OG0007330	bflo_14343	XENTR08463
OG0007331	bflo_19013, bflo_01457, bflo_19764	XENTR00732
OG0007333	bflo_21322	XENTR12288
OG0007334	bflo_08019	XENTR18884
OG0007335	bflo_08747	XENTR07715
OG0007336	bflo_18139	XENTR19188, XENTR12086
OG0007337	bflo_14621	XENTR18440, XENTR09152
OG0007338	bflo_03890	XENTR13663
OG0007339	bflo_18665, bflo_27270	XENTR03376
OG0007340	bflo_16530	XENTR11750
OG0007341	bflo_16524	XENTR00193
OG0007342	bflo_18915	XENTR05724
OG0007343	bflo_07918	XENTR09826
OG0007344	bflo_07595	XENTR15343
OG0007345	bflo_08389	XENTR05583, XENTR13476
OG0007347	bflo_02081	XENTR11224
OG0007348	bflo_22199	XENTR09214
OG0007351	bflo_26476	XENTR03181
OG0007353	bflo_13799	XENTR09557
OG0007354	bflo_00249	XENTR00406
OG0007356	bflo_12334	XENTR01249
OG0007357	bflo_22058	XENTR15128
OG0007358	bflo_05818	XENTR00577, XENTR00576
OG0007359	bflo_12738	XENTR02146
OG0007360	bflo_16171	XENTR00103
OG0007361	bflo_06202	XENTR11435
OG0007363	bflo_15450	XENTR10822
OG0007364	bflo_14577	XENTR05632
OG0007365	bflo_25863	XENTR00063
OG0007366	bflo_05679	XENTR08103
OG0007367	bflo_25660	XENTR00303
OG0007368	bflo_10256	XENTR04464
OG0007370	bflo_20740	XENTR06534
OG0007371	bflo_05288	XENTR13383
OG0007372	bflo_12199	XENTR12651
OG0007373	bflo_21841	XENTR03573
OG0007374	bflo_10884	XENTR06461
OG0007376	bflo_06403	XENTR04648
OG0007377	bflo_17036	XENTR03953
OG0007378	bflo_21755	XENTR11537
OG0007379	bflo_05815	XENTR13530
OG0007380	bflo_12695	XENTR17613
OG0007381	bflo_22930	XENTR10253
OG0007384	bflo_13468	XENTR07600
OG0007385	bflo_09851	XENTR11824
OG0007386	bflo_06795	XENTR18391
OG0007387	bflo_16313	XENTR14518
OG0007388	bflo_25933	XENTR17197
OG0007389	bflo_15838	XENTR06158
OG0007390	bflo_04356	XENTR18596
OG0007391	bflo_10127	XENTR01526
OG0007392	bflo_26122	XENTR04287
OG0007393	bflo_19723	XENTR11702
OG0007394	bflo_24326	XENTR12646
OG0007395	bflo_23165	XENTR07594
OG0007396	bflo_12995	XENTR00514
OG0007397	bflo_26218	XENTR00313
OG0007399	bflo_24010	XENTR04879
OG0007400	bflo_22433	XENTR06104, XENTR06105
OG0007401	bflo_14612	XENTR17065
OG0007402	bflo_23426	XENTR11340
OG0007403	bflo_10174	XENTR09758
OG0007405	bflo_20962	XENTR12887
OG0007406	bflo_20357	XENTR00832
OG0007407	bflo_08514	XENTR07577
OG0007408	bflo_02032	XENTR11855
OG0007409	bflo_02035	XENTR03019
OG0007411	bflo_07704	XENTR19232
OG0007412	bflo_17518	XENTR19082
OG0007413	bflo_18831, bflo_19664	XENTR16851
OG0007415	bflo_02381	XENTR06922
OG0007418	bflo_20034	XENTR04049
OG0007419	bflo_22990	XENTR11330
OG0007420	bflo_24886	XENTR09238
OG0007421	bflo_12217	XENTR03781
OG0007422	bflo_19655	XENTR03872
OG0007423	bflo_23596	XENTR12993
OG0007424	bflo_23127	XENTR11339
OG0007425	bflo_14507	XENTR16373
OG0007426	bflo_18604	XENTR12568
OG0007427	bflo_09574	XENTR02005
OG0007428	bflo_19134	XENTR10603
OG0007429	bflo_11389	XENTR06612
OG0007430	bflo_17946	XENTR02841
OG0007431	bflo_00171	XENTR03371
OG0007432	bflo_24342	XENTR06026
OG0007433	bflo_03234	XENTR13706
OG0007436	bflo_02613	XENTR01096
OG0007438	bflo_09397	XENTR02922
OG0007439	bflo_01560	XENTR06565
OG0007440	bflo_12274	XENTR16878
OG0007441	bflo_20302, bflo_15083	XENTR04516
OG0007442	bflo_25641	XENTR00039
OG0007443	bflo_20276	XENTR10297
OG0007444	bflo_00595	XENTR02677, XENTR05722
OG0007445	bflo_17572	XENTR12978, XENTR12979
OG0007446	bflo_07107	XENTR06442
OG0007447	bflo_15402	XENTR12201
OG0007448	bflo_05489, bflo_06846	XENTR15377, XENTR01461
OG0007449	bflo_12540	XENTR18679
OG0007450	bflo_10846	XENTR06660
OG0007451	bflo_13811	XENTR12405
OG0007452	bflo_14825, bflo_14722	XENTR17957
OG0007453	bflo_16585	XENTR01387
OG0007454	bflo_22118	XENTR04173
OG0007455	bflo_17706	XENTR07691
OG0007456	bflo_01583	XENTR04528
OG0007457	bflo_26814, bflo_06127	XENTR10055
OG0007458	bflo_25670	XENTR08684
OG0007459	bflo_20243	XENTR11371
OG0007460	bflo_10847	XENTR05094
OG0007461	bflo_09747	XENTR08489
OG0007462	bflo_18941	XENTR08425
OG0007463	bflo_10590	XENTR08950
OG0007465	bflo_21112	XENTR04059
OG0007466	bflo_08000	XENTR02679
OG0007467	bflo_05624	XENTR07159
OG0007468	bflo_08789	XENTR15060
OG0007471	bflo_13019	XENTR04599
OG0007472	bflo_05935	XENTR00553
OG0007474	bflo_01427	XENTR06036
OG0007475	bflo_08869	XENTR01800
OG0007476	bflo_25779	XENTR14782
OG0007477	bflo_19128	XENTR17920
OG0007478	bflo_20152	XENTR01177
OG0007479	bflo_23681	XENTR01389
OG0007480	bflo_09770	XENTR14211
OG0007481	bflo_20525, bflo_20940	XENTR08890
OG0007482	bflo_24643	XENTR11438
OG0007484	bflo_15769	XENTR11668
OG0007485	bflo_22291	XENTR09035
OG0007486	bflo_08093	XENTR19088, XENTR02236, XENTR02237, XENTR02284, XENTR02283, XENTR08138
OG0007488	bflo_09156	XENTR12274
OG0007489	bflo_01354	XENTR06667
OG0007490	bflo_01534	XENTR18724
OG0007491	bflo_08894	XENTR07351
OG0007492	bflo_11532	XENTR18957
OG0007493	bflo_12341, bflo_12486, bflo_10771	XENTR09779
OG0007495	bflo_02160	XENTR08419
OG0007496	bflo_02927	XENTR06004
OG0007497	bflo_21756	XENTR07427
OG0007498	bflo_05937	XENTR10735
OG0007499	bflo_23609	XENTR11617
OG0007500	bflo_02362	XENTR08411
OG0007501	bflo_03458	XENTR00395
OG0007503	bflo_22154	XENTR07556, XENTR07557
OG0007504	bflo_23410	XENTR00131
OG0007506	bflo_07456	XENTR09086
OG0007507	bflo_20339	XENTR00172
OG0007508	bflo_16429	XENTR16412
OG0007509	bflo_25337	XENTR02576
OG0007510	bflo_23353	XENTR13679
OG0007513	bflo_12370	XENTR00761
OG0007516	bflo_11093	XENTR02363
OG0007517	bflo_09839	XENTR19247
OG0007518	bflo_12220	XENTR06614
OG0007519	bflo_13950	XENTR05051
OG0007520	bflo_25745	XENTR14762, XENTR14763
OG0007521	bflo_13860, bflo_19698, bflo_19701	XENTR08269
OG0007522	bflo_03362	XENTR07712
OG0007524	bflo_21710	XENTR17573, XENTR02042
OG0007525	bflo_25748	XENTR04661, XENTR04662
OG0007527	bflo_12687	XENTR13242
OG0007528	bflo_15800	XENTR07788
OG0007529	bflo_22763	XENTR07378
OG0007531	bflo_06234	XENTR15044, XENTR15045
OG0007533	bflo_05908	XENTR07903
OG0007541	bflo_23902, bflo_15686	XENTR05534
OG0007543	bflo_22019, bflo_04485, bflo_16718	XENTR15412
OG0007546	bflo_23694	XENTR05607, XENTR05605
OG0007550	bflo_12697	XENTR04972, XENTR03751
OG0007551	bflo_21944	XENTR02035, XENTR07237, XENTR07236
OG0007553	bflo_13631, bflo_12555, bflo_14014, bflo_11573, bflo_13238, bflo_12956, bflo_26691, bflo_02744, bflo_01012	XENTR15699
OG0007582	bflo_06722	XENTR04748
OG0007583	bflo_10280, bflo_09617	XENTR13389
OG0007584	bflo_23456	XENTR07343
OG0007587	bflo_05425	XENTR05116
OG0007588	bflo_08932	XENTR18417
OG0007589	bflo_15014	XENTR03301
OG0007591	bflo_06991	XENTR06862
OG0007592	bflo_02567	XENTR08418
OG0007593	bflo_18115	XENTR04066
OG0007594	bflo_06134	XENTR06984
OG0007597	bflo_20205	XENTR00847
OG0007598	bflo_14696	XENTR03536
OG0007601	bflo_22835	XENTR13138
OG0007602	bflo_25731	XENTR00305
OG0007603	bflo_13403	XENTR05886
OG0007604	bflo_13109	XENTR10989
OG0007605	bflo_14084	XENTR15345, XENTR15344
OG0007606	bflo_09037	XENTR04118
OG0007607	bflo_24972	XENTR04097
OG0007608	bflo_00905, bflo_01074	XENTR10599
OG0007609	bflo_21985	XENTR10306
OG0007610	bflo_12438	XENTR07048
OG0007612	bflo_03626	XENTR15965
OG0007613	bflo_05631	XENTR05874
OG0007614	bflo_13306	XENTR16527
OG0007615	bflo_11806	XENTR19198
OG0007617	bflo_05912	XENTR07154
OG0007618	bflo_17677	XENTR18042, XENTR16912, XENTR15241, XENTR15242, XENTR18722, XENTR07716
OG0007619	bflo_24408	XENTR00292
OG0007621	bflo_25877	XENTR00074
OG0007622	bflo_12432, bflo_11562	XENTR05630
OG0007624	bflo_03915	XENTR17757
OG0007628	bflo_14113	XENTR03457
OG0007629	bflo_04302	XENTR02760
OG0007630	bflo_22203	XENTR09707
OG0007631	bflo_18020	XENTR05896, XENTR15419
OG0007632	bflo_12731	XENTR08511, XENTR01662
OG0007634	bflo_07145	XENTR03275
OG0007635	bflo_07343	XENTR09729, XENTR14244
OG0007637	bflo_09449	XENTR03876
OG0007638	bflo_17731	XENTR09880
OG0007639	bflo_07577	XENTR04262
OG0007642	bflo_00179	XENTR12383
OG0007643	bflo_02155	XENTR03392
OG0007645	bflo_20312	XENTR01371
OG0007646	bflo_08412	XENTR03696
OG0007647	bflo_19093	XENTR17284
OG0007648	bflo_17312	XENTR00698
OG0007649	bflo_10016	XENTR12079
OG0007650	bflo_03304	XENTR11198
OG0007651	bflo_21344	XENTR05156, XENTR05155
OG0007652	bflo_16698	XENTR14511
OG0007653	bflo_06136	XENTR13057
OG0007654	bflo_26579, bflo_00334	XENTR05371
OG0007655	bflo_05609, bflo_06739	XENTR05289, XENTR05288, XENTR18635, XENTR13279
OG0007656	bflo_11407	XENTR00778
OG0007657	bflo_03371	XENTR16019
OG0007658	bflo_17413	XENTR05907
OG0007660	bflo_16535	XENTR04694
OG0007662	bflo_24186	XENTR18077
OG0007664	bflo_10773	XENTR01452
OG0007665	bflo_01695	XENTR02691
OG0007666	bflo_23297	XENTR01765
OG0007667	bflo_12556	XENTR12332
OG0007668	bflo_20338	XENTR06339
OG0007669	bflo_11142	XENTR02878
OG0007670	bflo_05622	XENTR08084
OG0007671	bflo_02418	XENTR10389
OG0007672	bflo_17487	XENTR02586
OG0007673	bflo_06491	XENTR12090
OG0007674	bflo_23563	XENTR06686
OG0007675	bflo_06363	XENTR00956, XENTR00955
OG0007676	bflo_08407	XENTR11756
OG0007677	bflo_16920	XENTR15136
OG0007679	bflo_10208	XENTR04914
OG0007680	bflo_00308	XENTR07166
OG0007684	bflo_07569, bflo_08134	XENTR02092
OG0007685	bflo_18881	XENTR09953
OG0007686	bflo_13479	XENTR03729
OG0007687	bflo_22973	XENTR05620
OG0007688	bflo_18763	XENTR01892
OG0007689	bflo_20780	XENTR01147
OG0007690	bflo_18798	XENTR02183
OG0007691	bflo_20819	XENTR04646
OG0007692	bflo_23407	XENTR04674
OG0007694	bflo_13350	XENTR10479
OG0007695	bflo_01847	XENTR13772
OG0007696	bflo_11039	XENTR10724
OG0007698	bflo_25937	XENTR06794
OG0007700	bflo_20560	XENTR10324
OG0007701	bflo_20311	XENTR01199
OG0007703	bflo_08727	XENTR14246
OG0007704	bflo_02614	XENTR14924
OG0007705	bflo_08400	XENTR13475
OG0007706	bflo_22700	XENTR01370
OG0007707	bflo_10464	XENTR04394
OG0007708	bflo_19064	XENTR08554
OG0007709	bflo_07606	XENTR09197, XENTR13235, XENTR09692
OG0007712	bflo_10106	XENTR13584
OG0007713	bflo_18812	XENTR05208
OG0007715	bflo_20286	XENTR04543
OG0007716	bflo_11425	XENTR13996
OG0007717	bflo_04203	XENTR07567
OG0007718	bflo_18866	XENTR02924
OG0007719	bflo_24402	XENTR03373
OG0007721	bflo_08960	XENTR08661
OG0007722	bflo_23699	XENTR10029
OG0007723	bflo_02387	XENTR05353
OG0007725	bflo_15815	XENTR16101
OG0007726	bflo_24372	XENTR04430
OG0007728	bflo_05034	XENTR07809
OG0007729	bflo_12977	XENTR00460
OG0007734	bflo_25678	XENTR08115
OG0007735	bflo_03867, bflo_03872	XENTR12905, XENTR12904
OG0007736	bflo_20418	XENTR01490
OG0007738	bflo_06705, bflo_06706	XENTR07139
OG0007739	bflo_18458	XENTR17717
OG0007741	bflo_11053	XENTR05551
OG0007743	bflo_02840	XENTR06228
OG0007744	bflo_26182	XENTR02881
OG0007745	bflo_12671	XENTR07768
OG0007746	bflo_06579	XENTR16570
OG0007749	bflo_05007	XENTR02891
OG0007750	bflo_25715	XENTR14778
OG0007751	bflo_10650, bflo_08743	XENTR11316
OG0007752	bflo_21959	XENTR06969
OG0007755	bflo_11338, bflo_10030	XENTR14264, XENTR02596
OG0007756	bflo_16250	XENTR14356
OG0007758	bflo_10877	XENTR13164
OG0007759	bflo_16310	XENTR04000
OG0007760	bflo_13020	XENTR15814, XENTR15813
OG0007761	bflo_24923	XENTR17401
OG0007762	bflo_10652, bflo_15443, bflo_22270	XENTR08817
OG0007763	bflo_25707	XENTR00440
OG0007766	bflo_23712	XENTR10400
OG0007767	bflo_24566	XENTR08581
OG0007768	bflo_24479	XENTR17576
OG0007769	bflo_23531	XENTR01777
OG0007771	bflo_11433	XENTR15546
OG0007772	bflo_22115	XENTR07435
OG0007774	bflo_19564	XENTR05383
OG0007775	bflo_21066	XENTR04949
OG0007776	bflo_06131	XENTR08306, XENTR08307
OG0007779	bflo_18703	XENTR04164
OG0007780	bflo_17991	XENTR09041
OG0007781	bflo_07603	XENTR00779
OG0007782	bflo_06893	XENTR14902
OG0007783	bflo_23885	XENTR10399
OG0007784	bflo_19072	XENTR06932
OG0007785	bflo_11218	XENTR10810
OG0007786	bflo_16999	XENTR00598
OG0007788	bflo_03873	XENTR14683
OG0007789	bflo_21102	XENTR18266
OG0007790	bflo_11705	XENTR01818
OG0007791	bflo_23951	XENTR11475
OG0007793	bflo_25655	XENTR12360, XENTR12359
OG0007794	bflo_20585	XENTR06444
OG0007795	bflo_15425, bflo_14831	XENTR00008
OG0007797	bflo_21105	XENTR18265
OG0007798	bflo_18226	XENTR05659
OG0007799	bflo_00372	XENTR15628
OG0007800	bflo_14344	XENTR16640
OG0007801	bflo_23404	XENTR07313
OG0007802	bflo_23831	XENTR11495
OG0007803	bflo_06509	XENTR13056
OG0007804	bflo_06653	XENTR05761
OG0007806	bflo_06303	XENTR11856, XENTR18725
OG0007807	bflo_05294	XENTR09529
OG0007808	bflo_11247	XENTR07032
OG0007809	bflo_03965	XENTR07698
OG0007810	bflo_10987	XENTR07030
OG0007811	bflo_24096	XENTR06252
OG0007812	bflo_00281	XENTR02941
OG0007813	bflo_21210	XENTR07628
OG0007814	bflo_06730	XENTR04268
OG0007816	bflo_24433	XENTR08437
OG0007818	bflo_15495	XENTR04391
OG0007820	bflo_20895	XENTR11150
OG0007823	bflo_01549	XENTR09570
OG0007826	bflo_20018	XENTR10314
OG0007827	bflo_06413	XENTR01637
OG0007828	bflo_07281	XENTR14322
OG0007829	bflo_01959	XENTR00492
OG0007830	bflo_08474	XENTR05313
OG0007831	bflo_08904	XENTR04325
OG0007832	bflo_03510, bflo_19382	XENTR03054
OG0007833	bflo_21063	XENTR01163, XENTR01162
OG0007834	bflo_09024	XENTR17143
OG0007835	bflo_25222	XENTR11023
OG0007836	bflo_00713	XENTR11928
OG0007837	bflo_19677	XENTR03959
OG0007838	bflo_01372	XENTR01164
OG0007840	bflo_06242	XENTR04645
OG0007841	bflo_07375	XENTR09299
OG0007842	bflo_04890	XENTR12876
OG0007843	bflo_14088	XENTR03294, XENTR01615
OG0007845	bflo_27016, bflo_11683, bflo_14689	XENTR12248
OG0007847	bflo_00441	XENTR05732
OG0007848	bflo_17671	XENTR16347
OG0007849	bflo_11783	XENTR11713
OG0007851	bflo_13474	XENTR14859
OG0007854	bflo_18378	XENTR10673
OG0007858	bflo_09176	XENTR02288
OG0007859	bflo_19258	XENTR03062
OG0007860	bflo_10535, bflo_10715	XENTR02345
OG0007862	bflo_02553	XENTR19141, XENTR02758
OG0007863	bflo_13618	XENTR04839, XENTR09282, XENTR02527
OG0007867	bflo_23587, bflo_13371	XENTR03957
OG0007871	bflo_07333	XENTR02205, XENTR09294
OG0007908	bflo_20499	XENTR07798
OG0007911	bflo_22860	XENTR11190
OG0007913	bflo_05599	XENTR02655
OG0007915	bflo_05663	XENTR10693
OG0007916	bflo_17716	XENTR05182
OG0007918	bflo_15667	XENTR11754
OG0007920	bflo_06190	XENTR08961
OG0007925	bflo_10568	XENTR08045, XENTR08046
OG0007926	bflo_23868	XENTR03828
OG0007927	bflo_11079	XENTR02854
OG0007929	bflo_13452	XENTR08354
OG0007930	bflo_12616	XENTR17018
OG0007931	bflo_14695	XENTR05786, XENTR03537
OG0007932	bflo_13897	XENTR02158
OG0007934	bflo_26432	XENTR17047
OG0007935	bflo_17663	XENTR09394
OG0007936	bflo_01563	XENTR07631
OG0007937	bflo_14531	XENTR00174, XENTR00175
OG0007940	bflo_18637	XENTR09589
OG0007941	bflo_04799	XENTR11333
OG0007943	bflo_17585	XENTR05797
OG0007944	bflo_08272	XENTR08298
OG0007945	bflo_16266	XENTR04935
OG0007946	bflo_10287	XENTR02534
OG0007947	bflo_22634	XENTR09798
OG0007948	bflo_21118	XENTR08888
OG0007949	bflo_01732	XENTR04521
OG0007951	bflo_13301	XENTR01715
OG0007952	bflo_02620	XENTR10420
OG0007953	bflo_00434	XENTR03972, XENTR18628
OG0007955	bflo_10996	XENTR10965
OG0007956	bflo_06064	XENTR00552
OG0007957	bflo_00714	XENTR13036
OG0007958	bflo_06296	XENTR11070
OG0007959	bflo_26327	XENTR00298
OG0007960	bflo_03412	XENTR10383
OG0007961	bflo_24731	XENTR06254
OG0007962	bflo_15039	XENTR13797
OG0007964	bflo_01247, bflo_07079	XENTR01940
OG0007965	bflo_23151	XENTR01384
OG0007966	bflo_07594	XENTR00581
OG0007967	bflo_07105	XENTR04931
OG0007968	bflo_06274	XENTR07552
OG0007969	bflo_25712	XENTR11152
OG0007971	bflo_16346	XENTR17300, XENTR17301
OG0007972	bflo_13428	XENTR04607
OG0007973	bflo_05021	XENTR18672
OG0007974	bflo_24762	XENTR13640
OG0007975	bflo_24764	XENTR08436
