Orthogroup	BRAFL	ASTMX
OG0005566	bflo_20293	ASTMX05096, ASTMX12856
OG0005567	bflo_19614	ASTMX15001, ASTMX15002
OG0005568	bflo_11069	ASTMX08532, ASTMX08326
OG0005569	bflo_10284	ASTMX02226
OG0005570	bflo_14639	ASTMX04162
OG0005572	bflo_21740	ASTMX21476
OG0005573	bflo_09211	ASTMX02220
OG0005574	bflo_06281	ASTMX11029
OG0005575	bflo_04742	ASTMX17507
OG0005576	bflo_17252	ASTMX09543
OG0005577	bflo_22454	ASTMX20188, ASTMX07173, ASTMX20654
OG0005578	bflo_24558	ASTMX01842
OG0005579	bflo_03212	ASTMX12942, ASTMX10663
OG0005580	bflo_03436	ASTMX11943
OG0005581	bflo_20327	ASTMX10963
OG0005582	bflo_12804	ASTMX12271
OG0005583	bflo_06522	ASTMX12841, ASTMX02169
OG0005584	bflo_01948	ASTMX17478
OG0005587	bflo_05613	ASTMX08305
OG0005588	bflo_00280	ASTMX07390
OG0005589	bflo_00684	ASTMX08668
OG0005590	bflo_02564	ASTMX13325
OG0005591	bflo_12660	ASTMX01207
OG0005592	bflo_13207	ASTMX14187
OG0005593	bflo_04492	ASTMX09809
OG0005594	bflo_12060	ASTMX16856
OG0005595	bflo_10007	ASTMX10283
OG0005596	bflo_20512	ASTMX03471
OG0005597	bflo_21265	ASTMX19498
OG0005598	bflo_00844, bflo_22474	ASTMX02232
OG0005599	bflo_13081	ASTMX00948
OG0005600	bflo_12389	ASTMX01740
OG0005601	bflo_06299	ASTMX07076
OG0005602	bflo_13348, bflo_06621	ASTMX21933
OG0005603	bflo_08774	ASTMX10081
OG0005604	bflo_09192, bflo_09193	ASTMX08556
OG0005605	bflo_07122, bflo_07125	ASTMX19759
OG0005607	bflo_25026, bflo_24823	ASTMX16802, ASTMX21659, ASTMX04203
OG0005608	bflo_22655	ASTMX15644
OG0005609	bflo_13316, bflo_13299, bflo_13317	ASTMX02236
OG0005610	bflo_14383	ASTMX01166, ASTMX10712
OG0005611	bflo_23695	ASTMX10215
OG0005612	bflo_13234	ASTMX11581, ASTMX16550
OG0005613	bflo_23778, bflo_27436	ASTMX20883, ASTMX11580
OG0005614	bflo_21901	ASTMX02759
OG0005615	bflo_03024	ASTMX12601
OG0005616	bflo_12767	ASTMX11088
OG0005617	bflo_25723	ASTMX05490
OG0005618	bflo_25211	ASTMX10588
OG0005619	bflo_05010	ASTMX07174
OG0005620	bflo_10989	ASTMX10869
OG0005621	bflo_08929	ASTMX07576
OG0005622	bflo_17496	ASTMX14101
OG0005623	bflo_21024	ASTMX02813
OG0005624	bflo_03489	ASTMX19320
OG0005625	bflo_10576	ASTMX20872
OG0005626	bflo_20808	ASTMX11685
OG0005627	bflo_05683	ASTMX11436
OG0005628	bflo_07357	ASTMX03353, ASTMX19814
OG0005629	bflo_24570	ASTMX09236
OG0005630	bflo_05757	ASTMX17310, ASTMX17568
OG0005632	bflo_08955	ASTMX01250
OG0005633	bflo_11568	ASTMX04544
OG0005634	bflo_16168	ASTMX09730, ASTMX05728
OG0005636	bflo_03318	ASTMX06340
OG0005637	bflo_21429	ASTMX15689, ASTMX15690
OG0005638	bflo_17728, bflo_17907, bflo_27254, bflo_17297	ASTMX12600
OG0005639	bflo_10156	ASTMX11008, ASTMX17549
OG0005640	bflo_04847	ASTMX04853
OG0005641	bflo_08392	ASTMX04888
OG0005642	bflo_11440	ASTMX16842, ASTMX08363
OG0005643	bflo_24139	ASTMX01034
OG0005644	bflo_21176	ASTMX13040, ASTMX04395
OG0005646	bflo_19324	ASTMX14598
OG0005648	bflo_27463, bflo_24514	ASTMX00728, ASTMX04810, ASTMX02403
OG0005649	bflo_17804	ASTMX12988
OG0005650	bflo_00719	ASTMX11791, ASTMX06045
OG0005651	bflo_22851	ASTMX04913
OG0005652	bflo_04118	ASTMX08365
OG0005654	bflo_04043	ASTMX14424, ASTMX12745
OG0005655	bflo_05654	ASTMX04329, ASTMX13730, ASTMX01751
OG0005656	bflo_09124	ASTMX14794
OG0005659	bflo_12011	ASTMX03095
OG0005660	bflo_20191	ASTMX16002
OG0005661	bflo_23933, bflo_23934	ASTMX00745, ASTMX05281
OG0005663	bflo_09220	ASTMX15431, ASTMX03610, ASTMX08456
OG0005664	bflo_02144	ASTMX09396, ASTMX04769, ASTMX11742, ASTMX07928
OG0005665	bflo_06605	ASTMX04945, ASTMX18198, ASTMX20774
OG0005681	bflo_21686	ASTMX13692
OG0005685	bflo_01186	ASTMX04568
OG0005690	bflo_21962	ASTMX01862
OG0005691	bflo_12034	ASTMX00602
OG0005692	bflo_18368	ASTMX10520, ASTMX00048
OG0005694	bflo_11257	ASTMX07072
OG0005696	bflo_14504	ASTMX01686
OG0005698	bflo_18517, bflo_19484, bflo_04470, bflo_04471	ASTMX17236
OG0005699	bflo_20957	ASTMX10465
OG0005700	bflo_14810	ASTMX19163, ASTMX19162
OG0005701	bflo_23250	ASTMX06643
OG0005702	bflo_14318	ASTMX05847
OG0005703	bflo_22631	ASTMX13705
OG0005704	bflo_18154	ASTMX09806
OG0005707	bflo_05258	ASTMX18190, ASTMX04931
OG0005709	bflo_15955, bflo_21626	ASTMX13521
OG0005711	bflo_01578	ASTMX17370
OG0005712	bflo_21653	ASTMX18784
OG0005713	bflo_03693	ASTMX08999
OG0005714	bflo_16283	ASTMX13095
OG0005715	bflo_06959	ASTMX18983
OG0005717	bflo_18408	ASTMX11427
OG0005718	bflo_08117	ASTMX12361
OG0005719	bflo_24656	ASTMX05228
OG0005720	bflo_10236	ASTMX14797
OG0005721	bflo_15921	ASTMX03523
OG0005722	bflo_08280, bflo_06458, bflo_22591, bflo_22045, bflo_21737	ASTMX09696
OG0005723	bflo_11579	ASTMX05710
OG0005724	bflo_24093	ASTMX19819
OG0005725	bflo_22672	ASTMX07676
OG0005726	bflo_13024	ASTMX11743
OG0005727	bflo_20317	ASTMX20411
OG0005728	bflo_13939	ASTMX07467
OG0005729	bflo_17597	ASTMX18666
OG0005730	bflo_23180	ASTMX15497
OG0005731	bflo_23152	ASTMX04986
OG0005732	bflo_23024	ASTMX13145
OG0005733	bflo_06910	ASTMX01508
OG0005734	bflo_24420	ASTMX09235
OG0005735	bflo_16580	ASTMX15760
OG0005736	bflo_11619	ASTMX01768, ASTMX15945, ASTMX08533
OG0005737	bflo_24576	ASTMX11419
OG0005738	bflo_22321	ASTMX10341
OG0005739	bflo_01068	ASTMX12626
OG0005740	bflo_20273	ASTMX20580, ASTMX11366
OG0005741	bflo_19674	ASTMX10456
OG0005742	bflo_19173, bflo_26828, bflo_06481, bflo_06480, bflo_19710	ASTMX01912
OG0005743	bflo_26239	ASTMX09311, ASTMX09046, ASTMX09752, ASTMX21084, ASTMX16822
OG0005744	bflo_02870	ASTMX14609
OG0005745	bflo_08106	ASTMX04503
OG0005746	bflo_14800	ASTMX17304
OG0005747	bflo_24337	ASTMX04789
OG0005748	bflo_24711	ASTMX20681
OG0005749	bflo_10012	ASTMX19269
OG0005750	bflo_14613	ASTMX08835
OG0005751	bflo_07294	ASTMX01382
OG0005752	bflo_05287	ASTMX06902
OG0005753	bflo_11586	ASTMX12351
OG0005754	bflo_09984	ASTMX13032
OG0005755	bflo_12541	ASTMX22796, ASTMX07457
OG0005756	bflo_08479	ASTMX06815, ASTMX09863
OG0005757	bflo_12725	ASTMX16833
OG0005758	bflo_21716	ASTMX11709
OG0005759	bflo_23779	ASTMX01450
OG0005761	bflo_04800	ASTMX22199, ASTMX11984
OG0005762	bflo_21722	ASTMX16116
OG0005763	bflo_05350	ASTMX13628
OG0005764	bflo_18818	ASTMX16221
OG0005765	bflo_09190	ASTMX18105
OG0005766	bflo_24662	ASTMX15164
OG0005767	bflo_02963	ASTMX21666
OG0005768	bflo_02273	ASTMX05458
OG0005769	bflo_15855	ASTMX20051, ASTMX19409
OG0005770	bflo_13846	ASTMX06264
OG0005771	bflo_06517	ASTMX18560
OG0005772	bflo_17632	ASTMX17944
OG0005773	bflo_13283	ASTMX00511, ASTMX18360, ASTMX21310
OG0005774	bflo_27276, bflo_18752	ASTMX13739
OG0005775	bflo_23334	ASTMX14322, ASTMX07738
OG0005776	bflo_11729	ASTMX05832
OG0005777	bflo_17641, bflo_16819	ASTMX04242
OG0005778	bflo_08204	ASTMX16487
OG0005779	bflo_23901	ASTMX05027
OG0005781	bflo_21690, bflo_21691	ASTMX00100
OG0005782	bflo_10056	ASTMX20740
OG0005783	bflo_08771	ASTMX03385
OG0005784	bflo_09766	ASTMX06658
OG0005785	bflo_23805	ASTMX18716
OG0005787	bflo_07600	ASTMX21620
OG0005788	bflo_16369	ASTMX02885
OG0005790	bflo_23345	ASTMX01629
OG0005791	bflo_26361	ASTMX13552
OG0005792	bflo_18546	ASTMX21053
OG0005793	bflo_03585	ASTMX15045
OG0005794	bflo_19296	ASTMX22973
OG0005795	bflo_21923	ASTMX19722
OG0005796	bflo_07896, bflo_07580	ASTMX17980
OG0005797	bflo_09997	ASTMX18725, ASTMX04724
OG0005798	bflo_11643	ASTMX19366
OG0005799	bflo_21046	ASTMX04694
OG0005800	bflo_00199	ASTMX19939
OG0005801	bflo_13115	ASTMX09055
OG0005802	bflo_00311	ASTMX07877
OG0005803	bflo_03908	ASTMX00035
OG0005804	bflo_06626	ASTMX04182
OG0005805	bflo_20164	ASTMX19263
OG0005806	bflo_19883	ASTMX20802, ASTMX20800
OG0005807	bflo_17670	ASTMX00062
OG0005808	bflo_17697	ASTMX09423
OG0005811	bflo_05842	ASTMX20920
OG0005812	bflo_05810	ASTMX04748, ASTMX06754
OG0005813	bflo_21199	ASTMX20803
OG0005814	bflo_25361	ASTMX10027
OG0005815	bflo_20179	ASTMX19022
OG0005816	bflo_21032	ASTMX10623, ASTMX05188
OG0005817	bflo_21052	ASTMX04424
OG0005818	bflo_11299	ASTMX05192
OG0005819	bflo_25366	ASTMX17354
OG0005820	bflo_12509	ASTMX18399
OG0005821	bflo_16275	ASTMX06716
OG0005822	bflo_14005	ASTMX09677
OG0005823	bflo_19986	ASTMX12224
OG0005824	bflo_01580	ASTMX22745, ASTMX19708
OG0005825	bflo_04859	ASTMX04132
OG0005827	bflo_22531	ASTMX10593
OG0005828	bflo_19965	ASTMX19688
OG0005829	bflo_04456	ASTMX03865
OG0005830	bflo_05129	ASTMX16026, ASTMX20899
OG0005831	bflo_22635	ASTMX11648
OG0005832	bflo_13968	ASTMX10891
OG0005835	bflo_02871	ASTMX06426
OG0005836	bflo_09610	ASTMX10318
OG0005837	bflo_08105	ASTMX21697
OG0005838	bflo_20528	ASTMX05195
OG0005839	bflo_08194	ASTMX15613, ASTMX02791, ASTMX17306
OG0005840	bflo_01503	ASTMX12287
OG0005841	bflo_10004	ASTMX22790
OG0005842	bflo_02495	ASTMX11260
OG0005843	bflo_01029	ASTMX18756
OG0005844	bflo_07348	ASTMX04238
OG0005845	bflo_12286	ASTMX04382
OG0005846	bflo_18215	ASTMX01580
OG0005847	bflo_08147	ASTMX08949
OG0005848	bflo_19264	ASTMX19733
OG0005849	bflo_26582, bflo_00395	ASTMX07876
OG0005850	bflo_26458	ASTMX15848
OG0005851	bflo_25343	ASTMX14047
OG0005852	bflo_11415	ASTMX08843
OG0005853	bflo_24047	ASTMX16546
OG0005854	bflo_13986	ASTMX21173
OG0005855	bflo_00657, bflo_26587	ASTMX17050
OG0005856	bflo_25005	ASTMX11310
OG0005857	bflo_19983	ASTMX16007, ASTMX04410
OG0005859	bflo_08018	ASTMX13468, ASTMX13466
OG0005860	bflo_08367	ASTMX12500
OG0005861	bflo_16811	ASTMX00506
OG0005864	bflo_10798	ASTMX05926
OG0005865	bflo_23982	ASTMX09430
OG0005866	bflo_17429	ASTMX18464
OG0005867	bflo_12028	ASTMX02025
OG0005869	bflo_12796, bflo_12797, bflo_12795	ASTMX11468
OG0005871	bflo_14936	ASTMX17242
OG0005872	bflo_19557	ASTMX01886
OG0005874	bflo_19403	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	bflo_22258	ASTMX03020, ASTMX09190
OG0005876	bflo_11263	ASTMX09416
OG0005877	bflo_25487	ASTMX02902
OG0005878	bflo_09022	ASTMX01268
OG0005879	bflo_13062	ASTMX13909
OG0005880	bflo_11136	ASTMX14254
OG0005881	bflo_05833, bflo_25206	ASTMX12383
OG0005883	bflo_09148	ASTMX13202
OG0005884	bflo_10784	ASTMX01288
OG0005885	bflo_24247	ASTMX17564
OG0005886	bflo_16494	ASTMX01343
OG0005887	bflo_20064	ASTMX03529
OG0005889	bflo_18198	ASTMX07012
OG0005890	bflo_08222	ASTMX17642
OG0005893	bflo_14799	ASTMX04147, ASTMX20266, ASTMX04146
OG0005894	bflo_14185	ASTMX14500, ASTMX04093, ASTMX11487
OG0005895	bflo_06563	ASTMX13988
OG0005896	bflo_26437, bflo_06697, bflo_06515	ASTMX11038, ASTMX12748
OG0005897	bflo_05904	ASTMX21129
OG0005898	bflo_23647	ASTMX00076
OG0005899	bflo_15965	ASTMX14192
OG0005900	bflo_25634	ASTMX03171
OG0005901	bflo_12585	ASTMX06245
OG0005902	bflo_13997	ASTMX00896
OG0005903	bflo_21818	ASTMX09187
OG0005904	bflo_17457	ASTMX08292
OG0005906	bflo_04779	ASTMX12059
OG0005907	bflo_11284	ASTMX19447
OG0005908	bflo_01541	ASTMX06222
OG0005909	bflo_06026	ASTMX06496
OG0005911	bflo_27290, bflo_19146	ASTMX15345
OG0005912	bflo_24840	ASTMX17616, ASTMX15553
OG0005914	bflo_10970	ASTMX13941
OG0005915	bflo_04747	ASTMX00008
OG0005916	bflo_02386	ASTMX12727
OG0005918	bflo_17063	ASTMX03112
OG0005919	bflo_15821	ASTMX17322
OG0005920	bflo_00547	ASTMX21809, ASTMX21810, ASTMX22494, ASTMX01935
OG0005921	bflo_08095	ASTMX02238
OG0005922	bflo_12327	ASTMX14273
OG0005923	bflo_07750	ASTMX06971
OG0005924	bflo_13048	ASTMX04587
OG0005926	bflo_12937	ASTMX16056
OG0005927	bflo_20188	ASTMX12991
OG0005928	bflo_24579	ASTMX02357
OG0005929	bflo_26225	ASTMX21522
OG0005931	bflo_12193	ASTMX04907
OG0005932	bflo_11200	ASTMX16557
OG0005933	bflo_17753, bflo_13146	ASTMX09736
OG0005936	bflo_12730	ASTMX12418
OG0005937	bflo_11517	ASTMX07248
OG0005938	bflo_25181	ASTMX06092
OG0005939	bflo_26914, bflo_09179, bflo_10495	ASTMX02141
OG0005940	bflo_14798	ASTMX15640
OG0005941	bflo_05690	ASTMX01249
OG0005942	bflo_20128	ASTMX12161
OG0005943	bflo_19800, bflo_19799	ASTMX17665
OG0005944	bflo_05962	ASTMX17388
OG0005946	bflo_11046	ASTMX17105
OG0005947	bflo_22452	ASTMX04158
OG0005948	bflo_09534	ASTMX18689, ASTMX19504
OG0005949	bflo_20580	ASTMX01038
OG0005951	bflo_25186	ASTMX02936
OG0005952	bflo_10378	ASTMX15940, ASTMX05925
OG0005953	bflo_05405, bflo_05438	ASTMX12080
OG0005954	bflo_26976, bflo_10839	ASTMX01107
OG0005955	bflo_26910, bflo_08892	ASTMX17769
OG0005956	bflo_15899	ASTMX15076
OG0005957	bflo_06099	ASTMX16955
OG0005958	bflo_17859	ASTMX16538
OG0005959	bflo_06675	ASTMX22073
OG0005960	bflo_10445	ASTMX11608
OG0005961	bflo_10941	ASTMX09478
OG0005962	bflo_21946	ASTMX01779
OG0005964	bflo_10949	ASTMX16095
OG0005966	bflo_23330	ASTMX21448
OG0005967	bflo_23299	ASTMX15403
OG0005968	bflo_13397	ASTMX16410
OG0005969	bflo_10882, bflo_26978	ASTMX05797, ASTMX16905
OG0005970	bflo_26194	ASTMX02839
OG0005971	bflo_03963	ASTMX07870
OG0005972	bflo_07795	ASTMX21731
OG0005974	bflo_16420	ASTMX20049
OG0005975	bflo_22505	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	bflo_14274	ASTMX19859
OG0005977	bflo_03367	ASTMX03076
OG0005978	bflo_00918	ASTMX15362
OG0005979	bflo_00392	ASTMX22917
OG0005980	bflo_03759	ASTMX11783
OG0005981	bflo_15755	ASTMX18672
OG0005982	bflo_25805	ASTMX10015
OG0005983	bflo_06853	ASTMX06029
OG0005984	bflo_26161	ASTMX10388
OG0005986	bflo_22207	ASTMX08502, ASTMX01602
OG0005987	bflo_21283	ASTMX04120
OG0005988	bflo_14586	ASTMX05836
OG0005989	bflo_04801	ASTMX20821
OG0005993	bflo_19203	ASTMX19846
OG0005995	bflo_11807	ASTMX04613
OG0005996	bflo_06368	ASTMX01828
OG0005997	bflo_14437	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	bflo_04868	ASTMX16012
OG0006000	bflo_10974	ASTMX10236
OG0006001	bflo_03771	ASTMX00461
OG0006003	bflo_26268	ASTMX15486
OG0006004	bflo_02623	ASTMX05388, ASTMX08408, ASTMX17736
OG0006005	bflo_14125	ASTMX03888
OG0006006	bflo_07426, bflo_26854	ASTMX06953
OG0006007	bflo_05673	ASTMX09016, ASTMX02907
OG0006008	bflo_22991	ASTMX04872
OG0006010	bflo_10215	ASTMX17586, ASTMX10955
OG0006011	bflo_20391	ASTMX09627
OG0006012	bflo_06228	ASTMX05158, ASTMX03554
OG0006013	bflo_15984	ASTMX00899
OG0006014	bflo_14336	ASTMX18686, ASTMX11839
OG0006021	bflo_18773, bflo_10780	ASTMX14826, ASTMX08091, ASTMX09739, ASTMX04698, ASTMX02475
OG0006022	bflo_13088, bflo_27072	ASTMX11899, ASTMX00065, ASTMX15280, ASTMX10042
OG0006023	bflo_02423	ASTMX18066, ASTMX00573, ASTMX14777, ASTMX17171
OG0006024	bflo_22522, bflo_22088, bflo_21297	ASTMX00863, ASTMX08496, ASTMX08068
OG0006025	bflo_12705	ASTMX14978, ASTMX06741, ASTMX01817, ASTMX15802
OG0006026	bflo_06879, bflo_01596, bflo_22562, bflo_01701, bflo_01700, bflo_15524, bflo_18459, bflo_09855	ASTMX05652, ASTMX05651, ASTMX05650
OG0006027	bflo_16595	ASTMX17833, ASTMX17325, ASTMX06008, ASTMX06007, ASTMX06539
OG0006028	bflo_01165	ASTMX06432, ASTMX06144, ASTMX18754, ASTMX11447
OG0006029	bflo_16635	ASTMX06927, ASTMX06925, ASTMX06924, ASTMX20591, ASTMX17326, ASTMX06928
OG0006032	bflo_01966, bflo_22717, bflo_22948, bflo_20649, bflo_07798, bflo_03737, bflo_23469, bflo_23470	ASTMX12682, ASTMX17007
OG0006061	bflo_02769	ASTMX18424
OG0006062	bflo_14204	ASTMX21362
OG0006063	bflo_08433	ASTMX19817
OG0006064	bflo_01207	ASTMX09308
OG0006065	bflo_06194	ASTMX05085
OG0006066	bflo_15149, bflo_15301	ASTMX16436, ASTMX07300
OG0006067	bflo_24916, bflo_24914, bflo_24915	ASTMX09142
OG0006068	bflo_07621	ASTMX16575, ASTMX16576, ASTMX06625
OG0006069	bflo_23059	ASTMX04982
OG0006070	bflo_22741	ASTMX07840
OG0006071	bflo_15983	ASTMX06918
OG0006072	bflo_05952	ASTMX14707
OG0006073	bflo_13041	ASTMX04426
OG0006074	bflo_04848	ASTMX21669
OG0006075	bflo_14335	ASTMX04237
OG0006076	bflo_12613, bflo_13303	ASTMX00330
OG0006077	bflo_18537	ASTMX12045
OG0006078	bflo_08720	ASTMX03321, ASTMX15383
OG0006079	bflo_06843	ASTMX00383
OG0006081	bflo_09993	ASTMX03064
OG0006083	bflo_11428	ASTMX16624
OG0006084	bflo_11203	ASTMX19893
OG0006085	bflo_10467	ASTMX01099
OG0006087	bflo_13279	ASTMX01650
OG0006088	bflo_23627, bflo_23071	ASTMX21983
OG0006090	bflo_08182	ASTMX08457
OG0006092	bflo_23254	ASTMX16137
OG0006095	bflo_05909	ASTMX19132
OG0006096	bflo_20073	ASTMX05943
OG0006097	bflo_01181	ASTMX09114
OG0006098	bflo_13460	ASTMX02650
OG0006099	bflo_23680	ASTMX07739, ASTMX14324
OG0006100	bflo_13879, bflo_05233	ASTMX21678
OG0006101	bflo_11020	ASTMX11023
OG0006102	bflo_05928	ASTMX04950, ASTMX03409
OG0006103	bflo_17529	ASTMX01227
OG0006104	bflo_23037	ASTMX08557, ASTMX17341
OG0006106	bflo_03662, bflo_26297	ASTMX07404
OG0006107	bflo_03883, bflo_03886, bflo_03884, bflo_03885	ASTMX22003, ASTMX22002
OG0006108	bflo_16412	ASTMX06756
OG0006110	bflo_14760	ASTMX05269, ASTMX13689
OG0006111	bflo_14276	ASTMX03721
OG0006112	bflo_12940	ASTMX06240
OG0006113	bflo_13176	ASTMX17162
OG0006114	bflo_09437	ASTMX17743
OG0006115	bflo_18472	ASTMX10240
OG0006116	bflo_08257	ASTMX03933
OG0006117	bflo_02390	ASTMX07833
OG0006118	bflo_13945	ASTMX07434, ASTMX12555
OG0006119	bflo_14075	ASTMX17889
OG0006120	bflo_05359	ASTMX22300
OG0006121	bflo_25317	ASTMX03893
OG0006122	bflo_23070	ASTMX13828
OG0006123	bflo_10167	ASTMX03174
OG0006124	bflo_17542	ASTMX13027
OG0006125	bflo_12138	ASTMX10686
OG0006127	bflo_10573	ASTMX06270
OG0006128	bflo_14557	ASTMX01066
OG0006130	bflo_20918	ASTMX15707, ASTMX16989
OG0006131	bflo_19826	ASTMX17497, ASTMX07320
OG0006132	bflo_10299	ASTMX02797
OG0006133	bflo_01121	ASTMX02903
OG0006134	bflo_13339	ASTMX16827
OG0006135	bflo_10168	ASTMX03245
OG0006136	bflo_01637	ASTMX16704
OG0006137	bflo_18124	ASTMX16809
OG0006138	bflo_12753	ASTMX04230
OG0006139	bflo_11965	ASTMX02011, ASTMX17239, ASTMX09428
OG0006140	bflo_18342	ASTMX13985
OG0006141	bflo_00269	ASTMX02157
OG0006144	bflo_21040	ASTMX17865
OG0006145	bflo_25040	ASTMX05270
OG0006146	bflo_07212	ASTMX02740
OG0006148	bflo_15811	ASTMX10011
OG0006149	bflo_13184	ASTMX17620
OG0006151	bflo_21632	ASTMX13690
OG0006152	bflo_04414	ASTMX11033
OG0006153	bflo_14168, bflo_15221, bflo_14170	ASTMX03761
OG0006154	bflo_07611	ASTMX00230
OG0006155	bflo_07610	ASTMX06842
OG0006156	bflo_21660	ASTMX21711
OG0006158	bflo_09174, bflo_01127	ASTMX11131, ASTMX08488
OG0006159	bflo_22205	ASTMX05463
OG0006160	bflo_11696	ASTMX16077
OG0006161	bflo_00825	ASTMX01910
OG0006163	bflo_07347	ASTMX05146, ASTMX03552
OG0006164	bflo_13904	ASTMX03574
OG0006165	bflo_12914	ASTMX15294
OG0006167	bflo_10402	ASTMX19188, ASTMX19828
OG0006169	bflo_15504	ASTMX09379
OG0006170	bflo_00265	ASTMX12052
OG0006171	bflo_05603	ASTMX05008
OG0006172	bflo_13275	ASTMX01366
OG0006174	bflo_05689	ASTMX07778
OG0006175	bflo_03397	ASTMX09118
OG0006176	bflo_10375	ASTMX21334
OG0006177	bflo_02434, bflo_02433, bflo_02197	ASTMX17757
OG0006178	bflo_09792	ASTMX03903
OG0006179	bflo_04520	ASTMX20678
OG0006180	bflo_13527	ASTMX13102
OG0006181	bflo_20856	ASTMX06332
OG0006182	bflo_25676	ASTMX17800
OG0006183	bflo_23251	ASTMX21206
OG0006184	bflo_23887	ASTMX15502
OG0006185	bflo_05702	ASTMX16064
OG0006186	bflo_06017	ASTMX16800
OG0006187	bflo_05860	ASTMX15380
OG0006188	bflo_26244	ASTMX15568
OG0006189	bflo_22949	ASTMX14317, ASTMX11398
OG0006190	bflo_05580	ASTMX17587
OG0006191	bflo_06643	ASTMX13647
OG0006192	bflo_18864	ASTMX12101
OG0006193	bflo_02320	ASTMX16796
OG0006194	bflo_23358	ASTMX19230
OG0006195	bflo_20785	ASTMX16392
OG0006196	bflo_21380	ASTMX11702
OG0006197	bflo_02457	ASTMX06586, ASTMX15912, ASTMX15911
OG0006198	bflo_09515	ASTMX18414
OG0006199	bflo_18618	ASTMX07716
OG0006200	bflo_08595	ASTMX07126
OG0006201	bflo_23027	ASTMX05058, ASTMX17080
OG0006202	bflo_12935	ASTMX10060
OG0006203	bflo_09204	ASTMX04233
OG0006204	bflo_21015	ASTMX04464
OG0006205	bflo_22797	ASTMX20252
OG0006206	bflo_08971	ASTMX08099
OG0006207	bflo_01371	ASTMX09894
OG0006207	bflo_01642	ASTMX22141
OG0006208	bflo_06603	ASTMX02052
OG0006209	bflo_06181	ASTMX06935, ASTMX12864
OG0006210	bflo_13106	ASTMX15807
OG0006211	bflo_00270	ASTMX17619
OG0006212	bflo_03802	ASTMX03615
OG0006213	bflo_02502	ASTMX12993
OG0006214	bflo_13485	ASTMX14394
OG0006215	bflo_25728	ASTMX13559
OG0006216	bflo_23257	ASTMX14522
OG0006217	bflo_25027	ASTMX15849
OG0006219	bflo_21739	ASTMX07894
OG0006220	bflo_00341	ASTMX06670
OG0006223	bflo_00645	ASTMX09676
OG0006224	bflo_24773	ASTMX04794
OG0006225	bflo_05658	ASTMX16115
OG0006226	bflo_25780	ASTMX10013
OG0006227	bflo_08958	ASTMX18928
OG0006228	bflo_03255	ASTMX21289, ASTMX02196
OG0006229	bflo_15353	ASTMX01633
OG0006230	bflo_00871	ASTMX15185
OG0006231	bflo_01955	ASTMX15248, ASTMX22936
OG0006232	bflo_19510	ASTMX12958
OG0006233	bflo_00407	ASTMX06021
OG0006234	bflo_26145	ASTMX12448
OG0006235	bflo_04738	ASTMX16631
OG0006237	bflo_24562	ASTMX05214
OG0006238	bflo_09797	ASTMX01095
OG0006239	bflo_12516	ASTMX06263
OG0006240	bflo_11621, bflo_11462	ASTMX09461
OG0006241	bflo_15767	ASTMX02817
OG0006243	bflo_01150	ASTMX03387
OG0006244	bflo_20049	ASTMX15329
OG0006245	bflo_08102, bflo_07454	ASTMX05448
OG0006246	bflo_25653	ASTMX13362
OG0006248	bflo_10873	ASTMX11835
OG0006249	bflo_21979	ASTMX13840
OG0006250	bflo_10622	ASTMX17884
OG0006251	bflo_20251	ASTMX02311
OG0006252	bflo_24544	ASTMX06888
OG0006253	bflo_18151	ASTMX06015
OG0006254	bflo_23376	ASTMX17345
OG0006255	bflo_09248	ASTMX07647
OG0006256	bflo_12433	ASTMX06197
OG0006257	bflo_23181	ASTMX02479
OG0006258	bflo_08012	ASTMX07763
OG0006259	bflo_01572	ASTMX10232
OG0006260	bflo_11688	ASTMX00800
OG0006261	bflo_11759	ASTMX20674, ASTMX13944
OG0006262	bflo_13775	ASTMX07419
OG0006263	bflo_13999	ASTMX09582
OG0006264	bflo_20207	ASTMX18801
OG0006266	bflo_16785	ASTMX11103
OG0006267	bflo_09297	ASTMX10007
OG0006268	bflo_24468	ASTMX22171
OG0006269	bflo_11642	ASTMX19370
OG0006270	bflo_05040	ASTMX17198
OG0006271	bflo_04493	ASTMX19101
OG0006272	bflo_18786	ASTMX03363, ASTMX07014
OG0006273	bflo_13704	ASTMX11927, ASTMX18357
OG0006274	bflo_03315	ASTMX00599
OG0006275	bflo_16471	ASTMX11336
OG0006277	bflo_20538, bflo_20530	ASTMX04405
OG0006278	bflo_20053	ASTMX15116, ASTMX20655
OG0006279	bflo_17537	ASTMX00059
OG0006280	bflo_04839	ASTMX08931
OG0006281	bflo_24466	ASTMX09240
OG0006282	bflo_02122, bflo_02747, bflo_08061	ASTMX02944
OG0006283	bflo_00422	ASTMX21521
OG0006285	bflo_16122	ASTMX03323
OG0006286	bflo_18971	ASTMX19660
OG0006288	bflo_20374	ASTMX07795
OG0006289	bflo_11685	ASTMX06413
OG0006290	bflo_24409	ASTMX17617
OG0006291	bflo_14924	ASTMX17063
OG0006292	bflo_13894	ASTMX00426, ASTMX17287
OG0006293	bflo_20003	ASTMX05974
OG0006294	bflo_16221	ASTMX01270
