Orthogroup	BRAFL	HUMAN
OG0002537	bflo_14378	HUMAN16696
OG0002538	bflo_18555	HUMAN18085, HUMAN25993, HUMAN12941, HUMAN12940
OG0002539	bflo_13364	HUMAN04359, HUMAN20308
OG0002540	bflo_01311	HUMAN27625, HUMAN27954, HUMAN19306
OG0002541	bflo_20840	HUMAN06032, HUMAN06031, HUMAN24971
OG0002542	bflo_18845	HUMAN02954, HUMAN12501, HUMAN06676
OG0002543	bflo_20301	HUMAN19881
OG0002547	bflo_04652, bflo_04971	HUMAN19251, HUMAN13692, HUMAN25572
OG0002548	bflo_23945	HUMAN09003, HUMAN15556, HUMAN02706
OG0002549	bflo_22197	HUMAN21736, HUMAN21737
OG0002550	bflo_08738	HUMAN22140, HUMAN24303
OG0002551	bflo_15193, bflo_14552, bflo_14554	HUMAN23810, HUMAN23080
OG0002552	bflo_06677	HUMAN01605, HUMAN01606, HUMAN01603, HUMAN01604, HUMAN09511
OG0002553	bflo_08458	HUMAN13965
OG0002556	bflo_03204, bflo_03836	HUMAN29549, HUMAN29548
OG0002557	bflo_14058	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143
OG0002558	bflo_14250	HUMAN02583, HUMAN08611, HUMAN08610
OG0002559	bflo_14842	HUMAN24273, HUMAN24274, HUMAN28697, HUMAN28696
OG0002560	bflo_15907	HUMAN29078, HUMAN29077
OG0002561	bflo_23744, bflo_23953	HUMAN04664, HUMAN04663
OG0002562	bflo_25771	HUMAN14234, HUMAN14233
OG0002563	bflo_14809	HUMAN05150, HUMAN05149
OG0002564	bflo_22944	HUMAN13228, HUMAN25943
OG0002565	bflo_10050, bflo_03463, bflo_03428	HUMAN21579
OG0002566	bflo_25702	HUMAN22073, HUMAN22074
OG0002567	bflo_14496	HUMAN20913
OG0002568	bflo_11043	HUMAN22292, HUMAN22291, HUMAN22293
OG0002569	bflo_15249	HUMAN19564, HUMAN05641
OG0002570	bflo_12783	HUMAN18918
OG0002571	bflo_14934	HUMAN13000, HUMAN20234
OG0002572	bflo_03604	HUMAN06866, HUMAN15984, HUMAN15985, HUMAN06867, HUMAN06868, HUMAN04290, HUMAN15983
OG0002573	bflo_22782	HUMAN13624, HUMAN13625, HUMAN13621
OG0002576	bflo_10971	HUMAN25289, HUMAN25288, HUMAN25287, HUMAN25290, HUMAN15358
OG0002576	bflo_15281	HUMAN16890, HUMAN16887, HUMAN16888
OG0002578	bflo_00731	HUMAN00692, HUMAN29352, HUMAN29348
OG0002579	bflo_00452, bflo_03051, bflo_03065	HUMAN26574, HUMAN12767, HUMAN27273, HUMAN27274, HUMAN27272, HUMAN18433, HUMAN18432
OG0002587	bflo_12820	HUMAN19157, HUMAN14124, HUMAN11248
OG0002589	bflo_14445	HUMAN22848
OG0002590	bflo_12781	HUMAN18859, HUMAN28191, HUMAN11314
OG0002592	bflo_10812	HUMAN17364
OG0002594	bflo_12802	HUMAN11372, HUMAN08170
OG0002595	bflo_22762	HUMAN25945
OG0002598	bflo_25193	HUMAN01102, HUMAN01103, HUMAN28755
OG0002599	bflo_12467	HUMAN02429
OG0002600	bflo_07193, bflo_08088	HUMAN14758
OG0002601	bflo_07808	HUMAN18780
OG0002602	bflo_23158	HUMAN13365, HUMAN13362, HUMAN10244, HUMAN10241, HUMAN10243
OG0002607	bflo_02072	HUMAN09427, HUMAN09429
OG0002609	bflo_02437	HUMAN23225, HUMAN23226
OG0002610	bflo_12575	HUMAN10997, HUMAN28410
OG0002611	bflo_02905	HUMAN02802, HUMAN02803, HUMAN02801, HUMAN06400, HUMAN06401
OG0002612	bflo_11272	HUMAN20533
OG0002614	bflo_01454	HUMAN27919, HUMAN27920, HUMAN19133, HUMAN19132
OG0002616	bflo_09530	HUMAN03807, HUMAN03806
OG0002617	bflo_15506	HUMAN23924
OG0002618	bflo_23718	HUMAN13257, HUMAN13256, HUMAN26619, HUMAN26618, HUMAN26621, HUMAN26620
OG0002620	bflo_16451	HUMAN29212, HUMAN01335
OG0002622	bflo_15159	HUMAN22389, HUMAN22390
OG0002623	bflo_17364	HUMAN25824
OG0002625	bflo_17657	HUMAN25787
OG0002628	bflo_16795, bflo_18631	HUMAN02282, HUMAN29144
OG0002629	bflo_00304	HUMAN20374
OG0002630	bflo_01551	HUMAN27917
OG0002631	bflo_01445	HUMAN07483
OG0002633	bflo_19216	HUMAN16875, HUMAN08371
OG0002634	bflo_06198	HUMAN09415
OG0002634	bflo_06187	HUMAN09414
OG0002635	bflo_06392	HUMAN00464, HUMAN16594, HUMAN18811, HUMAN24568
OG0002636	bflo_23328	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275
OG0002638	bflo_05077	HUMAN01787, HUMAN01789, HUMAN01788
OG0002639	bflo_04770	HUMAN17047
OG0002640	bflo_07998	HUMAN06963
OG0002641	bflo_12990, bflo_12991	HUMAN11348, HUMAN28262
OG0002642	bflo_19142, bflo_19292, bflo_19141, bflo_23610	HUMAN17220, HUMAN17221
OG0002643	bflo_14725	HUMAN20604
OG0002644	bflo_14285	HUMAN29591, HUMAN29590, HUMAN30338
OG0002645	bflo_12036	HUMAN29930, HUMAN29929
OG0002646	bflo_03490	HUMAN27004
OG0002647	bflo_09885	HUMAN22616, HUMAN03520
OG0002648	bflo_13965	HUMAN11213, HUMAN26177, HUMAN26179, HUMAN26178
OG0002649	bflo_08970	HUMAN17518, HUMAN03604
OG0002651	bflo_15103	HUMAN02517
OG0002652	bflo_13789	HUMAN11375
OG0002653	bflo_20984	HUMAN19891
OG0002654	bflo_24358	HUMAN00311, HUMAN00313, HUMAN00312
OG0002655	bflo_07059	HUMAN09771
OG0002656	bflo_18782	HUMAN26934, HUMAN17858
OG0002657	bflo_18748	HUMAN20563, HUMAN06618, HUMAN18022
OG0002658	bflo_09919	HUMAN01616, HUMAN07661
OG0002659	bflo_01178, bflo_10421	HUMAN16666, HUMAN16665
OG0002660	bflo_12235	HUMAN21008, HUMAN21007
OG0002661	bflo_09214	HUMAN20051
OG0002662	bflo_22699	HUMAN10335, HUMAN13304, HUMAN20097
OG0002663	bflo_21270	HUMAN05387, HUMAN21645
OG0002664	bflo_06851	HUMAN28536, HUMAN14442
OG0002665	bflo_20372	HUMAN07139, HUMAN04995
OG0002666	bflo_23259, bflo_23089, bflo_23310	HUMAN10480, HUMAN10479
OG0002667	bflo_16601	HUMAN29114, HUMAN01171
OG0002668	bflo_12729	HUMAN11506, HUMAN21494
OG0002669	bflo_05435	HUMAN15599, HUMAN15608, HUMAN15609, HUMAN15610
OG0002670	bflo_08314	HUMAN08586, HUMAN25861, HUMAN25863
OG0002671	bflo_12957, bflo_05514	HUMAN11031, HUMAN19167, HUMAN14098
OG0002672	bflo_05756	HUMAN28364, HUMAN16765
OG0002673	bflo_10300	HUMAN03417, HUMAN18653, HUMAN24195
OG0002674	bflo_05423	HUMAN23586
OG0002675	bflo_12999	HUMAN18818, HUMAN18817, HUMAN24412, HUMAN24411
OG0002677	bflo_23067	HUMAN13550
OG0002679	bflo_23944	HUMAN21722, HUMAN21724, HUMAN05873
OG0002681	bflo_16596	HUMAN10827, HUMAN10831, HUMAN10830, HUMAN13043, HUMAN10829, HUMAN10826, HUMAN10828
OG0002682	bflo_25626	HUMAN01000, HUMAN26025, HUMAN26027, HUMAN26026
OG0002683	bflo_25654	HUMAN00986
OG0002685	bflo_14120, bflo_17574	HUMAN25508, HUMAN21388, HUMAN21387
OG0002688	bflo_05004, bflo_12311, bflo_17833	HUMAN07494, HUMAN22358
OG0002703	bflo_08696	HUMAN05535, HUMAN05534, HUMAN15653, HUMAN05536
OG0002705	bflo_20563	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292, HUMAN23419
OG0002706	bflo_05236	HUMAN10612
OG0002707	bflo_13762	HUMAN17045, HUMAN04958, HUMAN04957, HUMAN08438
OG0002708	bflo_18080	HUMAN25380
OG0002710	bflo_06409	HUMAN14340, HUMAN14339, HUMAN09798
OG0002711	bflo_10863, bflo_11626	HUMAN18170, HUMAN26305
OG0002713	bflo_21837, bflo_21840, bflo_21838	HUMAN05228
OG0002715	bflo_05173, bflo_10995	HUMAN21069
OG0002716	bflo_13388	HUMAN25959
OG0002717	bflo_10829	HUMAN23809, HUMAN30267, HUMAN23808, HUMAN30266
OG0002718	bflo_24551	HUMAN00242
OG0002720	bflo_09843	HUMAN18873
OG0002721	bflo_23370	HUMAN15946, HUMAN25938
OG0002723	bflo_08757	HUMAN15437, HUMAN15436, HUMAN15438, HUMAN04808, HUMAN04809, HUMAN25737
OG0002724	bflo_23009	HUMAN13495
OG0002726	bflo_07500	HUMAN22818, HUMAN03294
OG0002728	bflo_05657	HUMAN12474
OG0002729	bflo_15106	HUMAN17408, HUMAN17407, HUMAN17406
OG0002730	bflo_17548	HUMAN25397, HUMAN19383
OG0002731	bflo_17066	HUMAN29258, HUMAN29259
OG0002732	bflo_10407	HUMAN03450, HUMAN22172, HUMAN22173
OG0002734	bflo_06201	HUMAN02707, HUMAN09002
OG0002736	bflo_17740	HUMAN05454
OG0002738	bflo_23112	HUMAN13589, HUMAN20111, HUMAN25920, HUMAN25921, HUMAN20112
OG0002739	bflo_14092	HUMAN22427
OG0002740	bflo_06004	HUMAN25260, HUMAN00797, HUMAN00798
OG0002741	bflo_06261	HUMAN09492, HUMAN23696, HUMAN14382, HUMAN01630
OG0002742	bflo_08107	HUMAN03393, HUMAN22768
OG0002743	bflo_19089, bflo_19090	HUMAN26086
OG0002744	bflo_15548	HUMAN02185, HUMAN29309
OG0002745	bflo_18797	HUMAN13551, HUMAN13554, HUMAN13552
OG0002746	bflo_13125	HUMAN15625
OG0002747	bflo_16801	HUMAN29148, HUMAN29149
OG0002748	bflo_16957	HUMAN29245, HUMAN29246, HUMAN29247
OG0002749	bflo_06000	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711
OG0002750	bflo_09572	HUMAN23774
OG0002751	bflo_22793	HUMAN19898
OG0002752	bflo_14176	HUMAN07518
OG0002753	bflo_11820	HUMAN20449, HUMAN26788
OG0002754	bflo_25157	HUMAN29589
OG0002755	bflo_25180	HUMAN29043
OG0002756	bflo_11674, bflo_27015	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473
OG0002756	bflo_20777	HUMAN05711
OG0002757	bflo_15038	HUMAN22296
OG0002758	bflo_23311	HUMAN26372
OG0002759	bflo_17880	HUMAN07485
OG0002760	bflo_11137	HUMAN06968, HUMAN06969
OG0002761	bflo_26340, bflo_11129	HUMAN10768, HUMAN10770, HUMAN10765
OG0002762	bflo_11565	HUMAN21120, HUMAN01437, HUMAN06711
OG0002763	bflo_18799	HUMAN12877
OG0002764	bflo_24413	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	bflo_12629	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	bflo_19451, bflo_07699	HUMAN08906, HUMAN08907
OG0002767	bflo_14969	HUMAN07551, HUMAN22340
OG0002768	bflo_21072, bflo_27362	HUMAN06740
OG0002769	bflo_15441	HUMAN22542, HUMAN29651
OG0002770	bflo_09082	HUMAN27518, HUMAN24212, HUMAN27519
OG0002771	bflo_11925	HUMAN25873, HUMAN08432
OG0002772	bflo_25744	HUMAN14317, HUMAN14316
OG0002773	bflo_22561, bflo_22594	HUMAN29570, HUMAN29569
OG0002774	bflo_03686	HUMAN14548, HUMAN09559
OG0002775	bflo_17204	HUMAN08367, HUMAN08366
OG0002776	bflo_07637	HUMAN24085
OG0002778	bflo_20641, bflo_05829	HUMAN10113, HUMAN23744
OG0002779	bflo_24147	HUMAN00272
OG0002780	bflo_22863	HUMAN13335, HUMAN13336
OG0002781	bflo_19213	HUMAN06619, HUMAN06620, HUMAN18025
OG0002782	bflo_14421	HUMAN04941, HUMAN17052
OG0002783	bflo_25872	HUMAN23293
OG0002785	bflo_26328	HUMAN01002, HUMAN23487
OG0002786	bflo_05969	HUMAN01536, HUMAN10083, HUMAN23625
OG0002787	bflo_13919	HUMAN26131
OG0002788	bflo_03434	HUMAN04344
OG0002790	bflo_14079	HUMAN05161, HUMAN05162
OG0002791	bflo_15958	HUMAN14986, HUMAN02232, HUMAN29243
OG0002792	bflo_16681	HUMAN10096, HUMAN10094, HUMAN23250
OG0002795	bflo_08440	HUMAN10061, HUMAN23644
OG0002797	bflo_08866, bflo_11443	HUMAN04929, HUMAN18779, HUMAN18769, HUMAN18772, HUMAN18774, HUMAN18773, HUMAN18775, HUMAN18776
OG0002799	bflo_20975	HUMAN10338
OG0002811	bflo_00373	HUMAN07035
OG0002812	bflo_25657	HUMAN23546, HUMAN23547, HUMAN01004
OG0002813	bflo_06583	HUMAN19156, HUMAN24589, HUMAN11244
OG0002814	bflo_07071	HUMAN03269, HUMAN22722, HUMAN23887
OG0002815	bflo_17407	HUMAN00768, HUMAN25357
OG0002816	bflo_25325	HUMAN00890, HUMAN00892, HUMAN00891
OG0002817	bflo_19433	HUMAN17019, HUMAN17018, HUMAN08723, HUMAN08722
OG0002818	bflo_11439	HUMAN10886, HUMAN02885
OG0002819	bflo_24340	HUMAN08221, HUMAN13735, HUMAN20474, HUMAN00225
OG0002822	bflo_23044	HUMAN25950, HUMAN13533
OG0002823	bflo_16083	HUMAN28662
OG0002823	bflo_10219	HUMAN03682
OG0002824	bflo_00260	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002825	bflo_09064	HUMAN06784, HUMAN06785
OG0002826	bflo_10373	HUMAN18765, HUMAN15887
OG0002827	bflo_17660	HUMAN25478
OG0002828	bflo_13605, bflo_26191	HUMAN05585
OG0002829	bflo_23391	HUMAN25974
OG0002830	bflo_18123	HUMAN08623, HUMAN25064, HUMAN15889
OG0002831	bflo_03754	HUMAN27007, HUMAN27006
OG0002832	bflo_04706, bflo_01707, bflo_26639, bflo_01716	HUMAN27816, HUMAN27817, HUMAN27815
OG0002833	bflo_23101	HUMAN10332
OG0002834	bflo_07632	HUMAN01804, HUMAN23676, HUMAN23675
OG0002835	bflo_01169	HUMAN00763, HUMAN25369
OG0002836	bflo_24436	HUMAN00315, HUMAN18388, HUMAN00314
OG0002837	bflo_14396	HUMAN07500, HUMAN22403
OG0002838	bflo_18418, bflo_04823, bflo_06896	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773
OG0002839	bflo_02442	HUMAN20812
OG0002840	bflo_13049	HUMAN15229, HUMAN28337
OG0002841	bflo_12441	HUMAN26964
OG0002842	bflo_26034, bflo_26300, bflo_27525	HUMAN27767, HUMAN27768
OG0002843	bflo_20383	HUMAN07115, HUMAN07114
OG0002844	bflo_05002	HUMAN20871
OG0002845	bflo_11712, bflo_27024	HUMAN09735
OG0002848	bflo_05738	HUMAN24487
OG0002849	bflo_07787	HUMAN09535, HUMAN01645
OG0002850	bflo_24019	HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	bflo_17584	HUMAN19430, HUMAN25764
OG0002854	bflo_16139	HUMAN02130
OG0002855	bflo_17685	HUMAN05441
OG0002856	bflo_01557	HUMAN15088, HUMAN01744, HUMAN01745
OG0002857	bflo_26339	HUMAN14588, HUMAN14584
OG0002858	bflo_14031	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002859	bflo_06107	HUMAN27797
OG0002860	bflo_23715	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002861	bflo_09268	HUMAN04368, HUMAN04367
OG0002862	bflo_18185	HUMAN05203, HUMAN25316
OG0002863	bflo_25239	HUMAN23260, HUMAN23259, HUMAN23258
OG0002864	bflo_08165	HUMAN14276, HUMAN12823, HUMAN09490
OG0002865	bflo_13072	HUMAN28403
OG0002866	bflo_03313	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002868	bflo_25215	HUMAN00784, HUMAN23304
OG0002869	bflo_23949	HUMAN21791, HUMAN00096
OG0002870	bflo_17468	HUMAN25356
OG0002871	bflo_19678, bflo_22789	HUMAN04354
OG0002872	bflo_12757	HUMAN28405, HUMAN28404
OG0002873	bflo_04366	HUMAN10502
OG0002874	bflo_12477	HUMAN20545, HUMAN06940, HUMAN20546
OG0002875	bflo_20718	HUMAN02510
OG0002876	bflo_04355	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	bflo_00643	HUMAN14970
OG0002878	bflo_12799, bflo_27059, bflo_12792	HUMAN11292
OG0002879	bflo_17132	HUMAN21345, HUMAN00643
OG0002880	bflo_05881	HUMAN25485
OG0002883	bflo_07979, bflo_07556	HUMAN03205
OG0002884	bflo_04037	HUMAN25023, HUMAN20289
OG0002887	bflo_26793, bflo_05390	HUMAN28482
OG0002888	bflo_22791	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024
OG0002889	bflo_11465	HUMAN30528, HUMAN07038
OG0002890	bflo_02459	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547
OG0002892	bflo_16138	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426
OG0002893	bflo_22235, bflo_22577, bflo_02586, bflo_11659	HUMAN07626
OG0002894	bflo_18873	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	bflo_12378	HUMAN05785, HUMAN02351
OG0002896	bflo_21624	HUMAN17455, HUMAN21544
OG0002897	bflo_00347	HUMAN17714
OG0002898	bflo_04282	HUMAN23051, HUMAN23050, HUMAN23049
OG0002899	bflo_24003	HUMAN05885, HUMAN21832
OG0002901	bflo_17271	HUMAN25701, HUMAN25704, HUMAN25703
OG0002902	bflo_05131	HUMAN10680, HUMAN10681
OG0002903	bflo_08729	HUMAN22988, HUMAN22990, HUMAN22989
OG0002904	bflo_08371	HUMAN23670
OG0002905	bflo_22132	HUMAN00007
OG0002906	bflo_12537	HUMAN11397
OG0002907	bflo_25401	HUMAN23627, HUMAN10077
OG0002909	bflo_10956	HUMAN20938, HUMAN26836, HUMAN26837
OG0002910	bflo_04018, bflo_04040, bflo_04045	HUMAN06997
OG0002911	bflo_09390	HUMAN03713, HUMAN03712, HUMAN27704
OG0002912	bflo_22216, bflo_13816	HUMAN15219
OG0002913	bflo_12845	HUMAN02967, HUMAN02966, HUMAN30354
OG0002914	bflo_08995	HUMAN06127, HUMAN06128
OG0002915	bflo_13226	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	bflo_25687	HUMAN14289, HUMAN23418
OG0002917	bflo_21482	HUMAN18334
OG0002919	bflo_06738, bflo_06629	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052
OG0002921	bflo_20845	HUMAN10838, HUMAN10837
OG0002922	bflo_10302	HUMAN03714, HUMAN27706, HUMAN27705
OG0002923	bflo_22160	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862
OG0002924	bflo_07438	HUMAN09680, HUMAN13938, HUMAN09681
OG0002925	bflo_02541	HUMAN28134
OG0002926	bflo_06182	HUMAN23488, HUMAN15077
OG0002927	bflo_02244	HUMAN28957
OG0002931	bflo_08344	HUMAN26901, HUMAN21062
OG0002931	bflo_16193	HUMAN08829
OG0002934	bflo_22854	HUMAN07883, HUMAN07882, HUMAN30405, HUMAN07881
OG0002944	bflo_01745	HUMAN25196, HUMAN22813, HUMAN27905
OG0002945	bflo_22945	HUMAN13182
OG0002946	bflo_22798, bflo_11274, bflo_21428	HUMAN13499
OG0002947	bflo_08384	HUMAN24582
OG0002948	bflo_24612	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	bflo_22993	HUMAN16285, HUMAN16286
OG0002950	bflo_22911	HUMAN12148
OG0002952	bflo_14626	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	bflo_11098	HUMAN20502, HUMAN20503
OG0002954	bflo_09804	HUMAN04343
OG0002955	bflo_10404	HUMAN08814
OG0002956	bflo_03036	HUMAN14225, HUMAN13975, HUMAN13973
OG0002957	bflo_21819, bflo_21211	HUMAN07640, HUMAN07639
OG0002959	bflo_24974	HUMAN02575, HUMAN08717
OG0002960	bflo_16007	HUMAN24799, HUMAN24800
OG0002962	bflo_23844	HUMAN10441
OG0002964	bflo_23022	HUMAN12170, HUMAN12171, HUMAN13401
OG0002965	bflo_01675, bflo_07078	HUMAN03579
OG0002966	bflo_16916	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	bflo_05869	HUMAN05610
OG0002968	bflo_16573	HUMAN24820
OG0002968	bflo_17865	HUMAN00733
OG0002969	bflo_19693, bflo_19691, bflo_19692	HUMAN12532
OG0002971	bflo_06655	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555
OG0002974	bflo_12717	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002975	bflo_17392	HUMAN16798, HUMAN08345
OG0002976	bflo_06168	HUMAN23538
OG0002977	bflo_20350	HUMAN12250
OG0002978	bflo_20000	HUMAN04799, HUMAN18676, HUMAN08410
OG0002979	bflo_18017	HUMAN25790
OG0002981	bflo_26562	HUMAN02146
OG0002982	bflo_17282	HUMAN03720, HUMAN03721
OG0002983	bflo_04491	HUMAN25834, HUMAN02094
OG0002984	bflo_23742	HUMAN16272
OG0002985	bflo_14855	HUMAN10424
OG0002986	bflo_11732	HUMAN01423, HUMAN26871
OG0002987	bflo_08736	HUMAN26273, HUMAN24326
OG0002988	bflo_14375, bflo_14313, bflo_06455, bflo_18734	HUMAN19631, HUMAN19632, HUMAN19630
OG0002989	bflo_12281, bflo_07369	HUMAN21053
OG0002990	bflo_09319	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	bflo_07835	HUMAN03582
OG0002992	bflo_00388	HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	bflo_12787	HUMAN24550
OG0002995	bflo_22637, bflo_05323	HUMAN08825
OG0002996	bflo_04215	HUMAN28890
OG0002997	bflo_25686	HUMAN00852
OG0002998	bflo_21850	HUMAN07028, HUMAN07029, HUMAN21010
OG0003000	bflo_08062	HUMAN09437
OG0003002	bflo_19016	HUMAN18280, HUMAN18279
OG0003003	bflo_06732, bflo_22035, bflo_21500, bflo_22036, bflo_08718, bflo_09063	HUMAN00511, HUMAN25192
OG0003004	bflo_10517	HUMAN16853, HUMAN15812
OG0003005	bflo_25044	HUMAN25078
OG0003006	bflo_23446	HUMAN10234, HUMAN10235
OG0003007	bflo_25623	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640
OG0003008	bflo_15918	HUMAN02043, HUMAN02044
OG0003009	bflo_06877	HUMAN01904, HUMAN01903, HUMAN15651
OG0003010	bflo_04794	HUMAN03814
OG0003011	bflo_14700	HUMAN27032, HUMAN10458
OG0003012	bflo_05326	HUMAN21461
OG0003013	bflo_19393, bflo_19612	HUMAN17977
OG0003014	bflo_01493	HUMAN27437
OG0003016	bflo_14974	HUMAN22316, HUMAN05184
OG0003017	bflo_09191, bflo_09195	HUMAN14074
OG0003018	bflo_14657, bflo_17790	HUMAN03994
OG0003019	bflo_24520	HUMAN16722
OG0003021	bflo_25104	HUMAN11904, HUMAN11905
OG0003023	bflo_20853	HUMAN20012
OG0003024	bflo_10487	HUMAN02731
OG0003025	bflo_13188	HUMAN10201, HUMAN10200
OG0003025	bflo_12224	HUMAN23191, HUMAN23190
OG0003026	bflo_15640	HUMAN13454
OG0003027	bflo_01434	HUMAN12410, HUMAN10065
OG0003028	bflo_02463	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	bflo_13998	HUMAN14110
OG0003030	bflo_01465	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	bflo_20430	HUMAN12704, HUMAN27203
OG0003032	bflo_10314	HUMAN22162, HUMAN24026, HUMAN03796
OG0003033	bflo_17532	HUMAN21249, HUMAN21248
OG0003034	bflo_14512	HUMAN22892
OG0003035	bflo_08294	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	bflo_16842	HUMAN01346
OG0003037	bflo_09575	HUMAN07328
OG0003038	bflo_13256	HUMAN19517, HUMAN15534
OG0003041	bflo_05283	HUMAN28108
OG0003042	bflo_19071	HUMAN17848
OG0003043	bflo_14220	HUMAN11992
OG0003044	bflo_20099	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003045	bflo_18957	HUMAN26142
OG0003046	bflo_11903	HUMAN11214, HUMAN23145
OG0003048	bflo_12696	HUMAN14031, HUMAN14032
OG0003049	bflo_25818	HUMAN28913, HUMAN01126
OG0003050	bflo_05626	HUMAN28519, HUMAN28518, HUMAN09970
OG0003051	bflo_22450	HUMAN18305, HUMAN18306, HUMAN07678
OG0003052	bflo_09325, bflo_26918	HUMAN03629, HUMAN03628
OG0003053	bflo_25336	HUMAN29024, HUMAN29025
OG0003054	bflo_22442	HUMAN07888, HUMAN07887
OG0003055	bflo_25637	HUMAN14798
OG0003057	bflo_17866	HUMAN05372, HUMAN05370
OG0003058	bflo_01459	HUMAN25573, HUMAN13691, HUMAN18992
OG0003059	bflo_08502	HUMAN17041
OG0003060	bflo_26348	HUMAN14856, HUMAN01188, HUMAN14329
OG0003061	bflo_10461	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	bflo_13079	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731
OG0003063	bflo_11663	HUMAN07039
OG0003064	bflo_06964	HUMAN14490
OG0003065	bflo_19457	HUMAN15663, HUMAN15662
OG0003066	bflo_03016	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	bflo_10237	HUMAN27679
OG0003069	bflo_06497	HUMAN01858
OG0003070	bflo_09990	HUMAN22283, HUMAN22284, HUMAN27530
OG0003071	bflo_14796	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216
OG0003072	bflo_12228	HUMAN01387, HUMAN26957
OG0003073	bflo_04952	HUMAN13091
OG0003074	bflo_12708	HUMAN19155, HUMAN13753
OG0003075	bflo_12501, bflo_19989, bflo_14228	HUMAN07516
OG0003077	bflo_23487	HUMAN10152, HUMAN13195
OG0003078	bflo_17438	HUMAN16981, HUMAN16979
OG0003078	bflo_17436, bflo_17435	HUMAN16980, HUMAN16977, HUMAN16982
OG0003079	bflo_06301	HUMAN28617, HUMAN14136
OG0003080	bflo_14328, bflo_24116	HUMAN30423, HUMAN07759, HUMAN07760, HUMAN30427, HUMAN21757
OG0003084	bflo_14074, bflo_15209	HUMAN07477, HUMAN29981
OG0003086	bflo_18801, bflo_19341	HUMAN03320
OG0003089	bflo_01856, bflo_20367	HUMAN19546, HUMAN19547
OG0003090	bflo_13883, bflo_22430	HUMAN21929, HUMAN21928, HUMAN17460
OG0003101	bflo_01542	HUMAN00608, HUMAN27861, HUMAN19271
OG0003103	bflo_02914, bflo_02855	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	bflo_16005	HUMAN02051
OG0003105	bflo_07269	HUMAN29008
OG0003106	bflo_19114	HUMAN09821
OG0003107	bflo_12594	HUMAN11467, HUMAN11466
OG0003108	bflo_23281	HUMAN06800
OG0003110	bflo_22448	HUMAN28424
OG0003111	bflo_02071	HUMAN14710
OG0003112	bflo_08398, bflo_09454	HUMAN03270, HUMAN03271, HUMAN03272
OG0003113	bflo_01744	HUMAN16709
OG0003114	bflo_20937	HUMAN04985, HUMAN04984
OG0003115	bflo_02956	HUMAN09937, HUMAN13967, HUMAN01842
OG0003116	bflo_14734	HUMAN22981
OG0003118	bflo_00599	HUMAN06305, HUMAN17674, HUMAN17675
OG0003120	bflo_08097	HUMAN03127
OG0003121	bflo_05128	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	bflo_17079	HUMAN08549
