Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0101072																				SACKO_13150				
OG0101073																				SACKO_13152				
OG0101074																				SACKO_13154				
OG0101075																				SACKO_13160				
OG0101076																				SACKO_13162				
OG0101077																				SACKO_13163				
OG0101078																				SACKO_13164				
OG0101079																				SACKO_13165				
OG0101080																				SACKO_13166				
OG0101081																				SACKO_13167				
OG0101082																				SACKO_13181				
OG0101083																				SACKO_13192				
OG0101084																				SACKO_13200				
OG0101085																				SACKO_13206				
OG0101086																				SACKO_13209				
OG0101087																				SACKO_13217				
OG0101088																				SACKO_13218				
OG0101089																				SACKO_13221				
OG0101090																				SACKO_13224				
OG0101091																				SACKO_13225				
OG0101092																				SACKO_13228				
OG0101093																				SACKO_13233				
OG0101094																				SACKO_13238				
OG0101095																				SACKO_13240				
OG0101096																				SACKO_13243				
OG0101097																				SACKO_13254				
OG0101098																				SACKO_13256				
OG0101099																				SACKO_13257				
OG0101100																				SACKO_13263				
OG0101101																				SACKO_13266				
OG0101102																				SACKO_13267				
OG0101103																				SACKO_13268				
OG0101104																				SACKO_13301				
OG0101105																				SACKO_13303				
OG0101106																				SACKO_13306				
OG0101107																				SACKO_13309				
OG0101108																				SACKO_13312				
OG0101109																				SACKO_13313				
OG0101110																				SACKO_13314				
OG0101111																				SACKO_13328				
OG0101112																				SACKO_13329				
OG0101113																				SACKO_13330				
OG0101114																				SACKO_13332				
OG0101115																				SACKO_13335				
OG0101116																				SACKO_13338				
OG0101117																				SACKO_13339				
OG0101118																				SACKO_13343				
OG0101119																				SACKO_13347				
OG0101120																				SACKO_13350				
OG0101121																				SACKO_13351				
OG0101122																				SACKO_13354				
OG0101123																				SACKO_13355				
OG0101124																				SACKO_13356				
OG0101125																				SACKO_13359				
OG0101126																				SACKO_13360				
OG0101127																				SACKO_13363				
OG0101128																				SACKO_13368				
OG0101129																				SACKO_13370				
OG0101130																				SACKO_13377				
OG0101131																				SACKO_13386				
OG0101132																				SACKO_13391				
OG0101133																				SACKO_13398				
OG0101134																				SACKO_13401				
OG0101135																				SACKO_13404				
OG0101136																				SACKO_13405				
OG0101137																				SACKO_13409				
OG0101138																				SACKO_13411				
OG0101139																				SACKO_13424				
OG0101140																				SACKO_13427				
OG0101141																				SACKO_13431				
OG0101142																				SACKO_13433				
OG0101143																				SACKO_13434				
OG0101144																				SACKO_13444				
OG0101145																				SACKO_13445				
OG0101146																				SACKO_13447				
OG0101147																				SACKO_13451				
OG0101148																				SACKO_13460				
OG0101149																				SACKO_13462				
OG0101150																				SACKO_13464				
OG0101151																				SACKO_13467				
OG0101152																				SACKO_13468				
OG0101153																				SACKO_13474				
OG0101154																				SACKO_13475				
OG0101155																				SACKO_13476				
OG0101156																				SACKO_13480				
OG0101157																				SACKO_13494				
OG0101158																				SACKO_13497				
OG0101159																				SACKO_13498				
OG0101160																				SACKO_13503				
OG0101161																				SACKO_13510				
OG0101162																				SACKO_13516				
OG0101163																				SACKO_13533				
OG0101164																				SACKO_13539				
OG0101165																				SACKO_13540				
OG0101166																				SACKO_13542				
OG0101167																				SACKO_13543				
OG0101168																				SACKO_13544				
OG0101169																				SACKO_13550				
OG0101170																				SACKO_13555				
OG0101171																				SACKO_13558				
OG0101172																				SACKO_13559				
OG0101173																				SACKO_13562				
OG0101174																				SACKO_13563				
OG0101175																				SACKO_13564				
OG0101176																				SACKO_13568				
OG0101177																				SACKO_13570				
OG0101178																				SACKO_13571				
OG0101179																				SACKO_13572				
OG0101180																				SACKO_13574				
OG0101181																				SACKO_13575				
OG0101182																				SACKO_13576				
OG0101183																				SACKO_13577				
OG0101184																				SACKO_13578				
OG0101185																				SACKO_13580				
OG0101186																				SACKO_13583				
