Orthogroup	SACKO_ok	DANRE
OG0007036	SACKO_26758	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007037	SACKO_15416	DANRE42762
OG0007038	SACKO_13342	DANRE40365
OG0007039	SACKO_22213	DANRE18016
OG0007040	SACKO_25776	DANRE34356
OG0007041	SACKO_13275	DANRE37642, DANRE25606
OG0007042	SACKO_29304	DANRE10636
OG0007043	SACKO_16636	DANRE04197
OG0007044	SACKO_11609	DANRE16211, DANRE16212
OG0007045	SACKO_06007	DANRE10111
OG0007046	SACKO_31329	DANRE11415
OG0007047	SACKO_28516	DANRE14646
OG0007048	SACKO_28782	DANRE30007, DANRE03630
OG0007049	SACKO_12577	DANRE12279
OG0007050	SACKO_00112	DANRE07382
OG0007053	SACKO_13932	DANRE29142
OG0007054	SACKO_18200	DANRE29653, DANRE29652
OG0007055	SACKO_25420, SACKO_30832	DANRE33530
OG0007056	SACKO_00713	DANRE07920
OG0007057	SACKO_13231	DANRE37617
OG0007058	SACKO_19922	DANRE13123
OG0007059	SACKO_11009	DANRE03981
OG0007060	SACKO_27290	DANRE10375, DANRE10374
OG0007061	SACKO_33581	DANRE22042, DANRE22041
OG0007062	SACKO_09547	DANRE13114, DANRE13113
OG0007063	SACKO_33318	DANRE09361
OG0007064	SACKO_21433	DANRE07304
OG0007065	SACKO_12649	DANRE12615, DANRE12616
OG0007066	SACKO_33465	DANRE19801
OG0007067	SACKO_01934	DANRE39351
OG0007068	SACKO_05837	DANRE39233, DANRE39232
OG0007069	SACKO_17925	DANRE11002
OG0007072	SACKO_32079, SACKO_32085	DANRE12173, DANRE12174, DANRE12175
OG0007073	SACKO_04610	DANRE08821
OG0007074	SACKO_29343	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007075	SACKO_02014	DANRE03285, DANRE43299
OG0007076	SACKO_08115	DANRE30964, DANRE30963
OG0007077	SACKO_10592	DANRE17836, DANRE17837
OG0007078	SACKO_30890	DANRE10502
OG0007079	SACKO_29667	DANRE05491
OG0007080	SACKO_23229	DANRE18620
OG0007081	SACKO_11465	DANRE29557, DANRE29558, DANRE29559
OG0007082	SACKO_33313	DANRE30592
OG0007083	SACKO_28525	DANRE14647
OG0007084	SACKO_17427	DANRE36884, DANRE36883
OG0007085	SACKO_22838	DANRE12395, DANRE12396
OG0007086	SACKO_10845	DANRE12497
OG0007087	SACKO_31985	DANRE10796
OG0007087	SACKO_06491	DANRE10797, DANRE10795, DANRE10794
OG0007089	SACKO_08418	DANRE07652, DANRE07651
OG0007090	SACKO_33532	DANRE21490
OG0007091	SACKO_20838	DANRE11390, DANRE11389
OG0007092	SACKO_03845	DANRE18833
OG0007093	SACKO_22444	DANRE38295
OG0007094	SACKO_20466	DANRE11853, DANRE11852
OG0007095	SACKO_23495	DANRE10009, DANRE10008
OG0007096	SACKO_07898	DANRE17506
OG0007097	SACKO_29405	DANRE39435
OG0007098	SACKO_16364	DANRE25426, DANRE25425
OG0007099	SACKO_06122	DANRE16832
OG0007100	SACKO_14090	DANRE20633, DANRE20634
OG0007102	SACKO_25084	DANRE41563, DANRE41565, DANRE41564
OG0007103	SACKO_14137	DANRE03284
OG0007104	SACKO_19248	DANRE00996
OG0007106	SACKO_10813	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007107	SACKO_33356	DANRE15981, DANRE15980, DANRE15979
OG0007108	SACKO_31265, SACKO_29706	DANRE01033, DANRE01034
OG0007111	SACKO_25764	DANRE24115, DANRE24114, DANRE26940
OG0007112	SACKO_08725	DANRE25814
OG0007113	SACKO_02848	DANRE21296
OG0007114	SACKO_26820	DANRE10602, DANRE14572
OG0007115	SACKO_32108	DANRE09404, DANRE09403, DANRE09405
OG0007116	SACKO_02239	DANRE28502, DANRE28501, DANRE43398
OG0007117	SACKO_02391	DANRE31482
OG0007118	SACKO_25201	DANRE10021, DANRE10022
OG0007119	SACKO_25634	DANRE36376, DANRE36377
OG0007120	SACKO_14961	DANRE19755, DANRE19754
OG0007121	SACKO_15333	DANRE21444
OG0007122	SACKO_19303	DANRE23206
OG0007124	SACKO_01895	DANRE41957
OG0007125	SACKO_07204	DANRE36299, DANRE36298
OG0007126	SACKO_06089	DANRE17417, DANRE00882
OG0007127	SACKO_10394	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007128	SACKO_24044	DANRE19019
OG0007129	SACKO_30192	DANRE20067, DANRE20068, DANRE05951
OG0007130	SACKO_32058	DANRE30904
OG0007131	SACKO_20356	DANRE40030, DANRE40031
OG0007132	SACKO_28911	DANRE15088, DANRE15087
OG0007133	SACKO_04847	DANRE01479
OG0007134	SACKO_04090, SACKO_04099	DANRE22130, DANRE22129
OG0007135	SACKO_15516	DANRE38477
OG0007136	SACKO_32443	DANRE25959
OG0007137	SACKO_25595	DANRE27979
OG0007138	SACKO_09225	DANRE26666, DANRE26667
OG0007139	SACKO_05472	DANRE39772, DANRE39771
OG0007140	SACKO_27577	DANRE27837, DANRE35428
OG0007141	SACKO_27200	DANRE29345
OG0007142	SACKO_04323	DANRE33554
OG0007143	SACKO_00838	DANRE12075
OG0007144	SACKO_09057	DANRE17418
OG0007145	SACKO_30883	DANRE26346
OG0007146	SACKO_33294	DANRE06482, DANRE06480, DANRE06481
OG0007147	SACKO_04639	DANRE01796
OG0007149	SACKO_09858	DANRE15852, DANRE35764
OG0007150	SACKO_30213	DANRE38611, DANRE38612
OG0007151	SACKO_10702, SACKO_10705	DANRE10301
OG0007152	SACKO_17769	DANRE13979, DANRE13981, DANRE13980
OG0007153	SACKO_33991	DANRE04392, DANRE04391
OG0007154	SACKO_12031	DANRE05456
OG0007158	SACKO_10668	DANRE14540
OG0007159	SACKO_27603	DANRE39955, DANRE39956
OG0007160	SACKO_19931	DANRE38832, DANRE38833, DANRE38831
OG0007161	SACKO_07985	DANRE04179, DANRE04180, DANRE12817
OG0007163	SACKO_09049	DANRE09124
OG0007164	SACKO_06008	DANRE16181
OG0007165	SACKO_23160	DANRE01262, DANRE01263
OG0007166	SACKO_00991	DANRE37616
OG0007168	SACKO_22974	DANRE42575, DANRE42574
OG0007171	SACKO_14599	DANRE05910, DANRE05911
OG0007173	SACKO_33101	DANRE07590
OG0007174	SACKO_28329	DANRE22362
OG0007175	SACKO_33520	DANRE39288
OG0007176	SACKO_13690	DANRE08683
OG0007177	SACKO_16283	DANRE10701, DANRE10700, DANRE10702
OG0007178	SACKO_09618	DANRE18259, DANRE18258
OG0007179	SACKO_19710	DANRE23985
OG0007180	SACKO_16530	DANRE21576, DANRE21577
OG0007181	SACKO_31454	DANRE22763, DANRE22762
OG0007182	SACKO_28417	DANRE35013
OG0007183	SACKO_20614	DANRE09025, DANRE09026
OG0007184	SACKO_14227	DANRE15058, DANRE15059
OG0007186	SACKO_09431	DANRE03876
OG0007187	SACKO_18535	DANRE01702
OG0007188	SACKO_08000	DANRE42159, DANRE42158
OG0007189	SACKO_10644	DANRE29276, DANRE21865
OG0007190	SACKO_21385	DANRE01561, DANRE01562
OG0007191	SACKO_04254	DANRE40013
OG0007192	SACKO_32927	DANRE42628
OG0007195	SACKO_26980	DANRE33602, DANRE33603
OG0007198	SACKO_16848	DANRE20648
OG0007199	SACKO_11812	DANRE14796, DANRE14795, DANRE14148
OG0007200	SACKO_18551	DANRE04259
OG0007201	SACKO_28668	DANRE21446
OG0007204	SACKO_25673	DANRE36365, DANRE30170, DANRE30172, DANRE30169, DANRE30171, DANRE30173
OG0007209	SACKO_30174	DANRE34309, DANRE35451
OG0007213	SACKO_28190	DANRE30188, DANRE30189, DANRE29054, DANRE29053
OG0007214	SACKO_22679	DANRE30732, DANRE30733, DANRE30735, DANRE30734, DANRE30736
OG0007228	SACKO_17628	DANRE33030, DANRE32983, DANRE32982, DANRE32981, DANRE32984, DANRE32985, DANRE32995, DANRE32996, DANRE32994, DANRE33004, DANRE32997, DANRE33002, DANRE32998, DANRE32993, DANRE32992, DANRE32999, DANRE33001, DANRE32989, DANRE32991, DANRE32988, DANRE32987, DANRE32986, DANRE33003, DANRE33000, DANRE32990
OG0007248	SACKO_27874	DANRE28303
OG0007250	SACKO_33899	DANRE16084, DANRE16083, DANRE16082
OG0007251	SACKO_12297	DANRE28156
OG0007252	SACKO_05958	DANRE33397, DANRE33396
OG0007253	SACKO_26804	DANRE24848, DANRE38288
OG0007254	SACKO_20296	DANRE17415
OG0007255	SACKO_06656	DANRE14351
OG0007256	SACKO_27202	DANRE35626
OG0007258	SACKO_02451	DANRE19018
OG0007260	SACKO_10789	DANRE38136
OG0007261	SACKO_25008	DANRE15986, DANRE15985, DANRE43125
OG0007264	SACKO_19011	DANRE25424
OG0007266	SACKO_05789	DANRE30633
OG0007267	SACKO_19715	DANRE26686, DANRE26687
OG0007268	SACKO_21120	DANRE42444, DANRE42443
OG0007269	SACKO_20712	DANRE12063
OG0007270	SACKO_20380	DANRE16191, DANRE16192
OG0007271	SACKO_18099	DANRE04167, DANRE04136, DANRE04135
OG0007272	SACKO_14207	DANRE22978
OG0007273	SACKO_19181, SACKO_24711	DANRE29589
OG0007274	SACKO_28207	DANRE01276
OG0007275	SACKO_02847	DANRE31136, DANRE31135
OG0007276	SACKO_16517	DANRE33385, DANRE33386
OG0007277	SACKO_20437	DANRE05579, DANRE05577, DANRE05578
OG0007279	SACKO_11089	DANRE20338
OG0007280	SACKO_25255	DANRE26658
OG0007281	SACKO_22381	DANRE30501, DANRE30500
OG0007282	SACKO_29535	DANRE33520
OG0007283	SACKO_27350	DANRE30003, DANRE15438
OG0007284	SACKO_31572	DANRE10645, DANRE14201, DANRE02530
OG0007285	SACKO_29524	DANRE10034, DANRE10035
OG0007286	SACKO_29279	DANRE37560
OG0007288	SACKO_06459	DANRE07196, DANRE07197
OG0007289	SACKO_32879	DANRE38284
OG0007290	SACKO_06597	DANRE26147, DANRE26146
OG0007291	SACKO_04875	DANRE28295, DANRE28294
OG0007292	SACKO_32636	DANRE09241, DANRE09240
OG0007293	SACKO_21270	DANRE14743
OG0007294	SACKO_04291	DANRE24046, DANRE24044, DANRE24045
OG0007295	SACKO_05858	DANRE06178, DANRE06177
OG0007296	SACKO_28513	DANRE38101
OG0007297	SACKO_13440	DANRE39713, DANRE39710, DANRE39712, DANRE39711
OG0007298	SACKO_20404	DANRE16677
OG0007299	SACKO_21476	DANRE34012, DANRE34011
OG0007300	SACKO_30319	DANRE14858
OG0007301	SACKO_17413	DANRE14613, DANRE14612
OG0007302	SACKO_14579	DANRE36522
OG0007303	SACKO_09372	DANRE21868
OG0007304	SACKO_08660	DANRE23396
OG0007305	SACKO_26897	DANRE34982
OG0007306	SACKO_18914	DANRE01049
OG0007307	SACKO_04769	DANRE04470
OG0007308	SACKO_18620	DANRE09523, DANRE14313
OG0007309	SACKO_11958	DANRE16826
OG0007310	SACKO_06175, SACKO_06181	DANRE42767, DANRE42766
OG0007312	SACKO_16657	DANRE29986, DANRE29987
OG0007314	SACKO_09098	DANRE18859
OG0007316	SACKO_07774	DANRE39257, DANRE39258, DANRE39255, DANRE39256
OG0007317	SACKO_26981	DANRE11318
OG0007318	SACKO_08716	DANRE22103
OG0007319	SACKO_25268	DANRE37045, DANRE37047, DANRE37046
OG0007320	SACKO_12083	DANRE37628, DANRE37627
OG0007321	SACKO_15330	DANRE06820
OG0007322	SACKO_21358	DANRE34262
OG0007323	SACKO_32999	DANRE21933, DANRE21932
OG0007325	SACKO_13504	DANRE12985
OG0007326	SACKO_01111	DANRE26003
OG0007328	SACKO_24054	DANRE04726
OG0007329	SACKO_22780	DANRE09561, DANRE09562
OG0007330	SACKO_30586	DANRE07790, DANRE07791
OG0007331	SACKO_27716	DANRE31231
OG0007333	SACKO_32006	DANRE22246, DANRE22247, DANRE16144
OG0007334	SACKO_00762, SACKO_00753	DANRE14827
OG0007335	SACKO_12354	DANRE17585
OG0007336	SACKO_09463	DANRE10061
OG0007337	SACKO_18361	DANRE17263, DANRE17262
OG0007338	SACKO_04618, SACKO_09256	DANRE12380, DANRE12381
OG0007339	SACKO_24568	DANRE23834
OG0007340	SACKO_03946	DANRE13852, DANRE13850, DANRE13851
OG0007341	SACKO_17570	DANRE04473
OG0007342	SACKO_14494	DANRE35323
OG0007343	SACKO_25659	DANRE21557, DANRE28341
OG0007344	SACKO_07280	DANRE05827, DANRE05828
OG0007345	SACKO_31848	DANRE15610, DANRE15612, DANRE15613, DANRE15611
OG0007347	SACKO_30253	DANRE36745
OG0007348	SACKO_03593	DANRE16193, DANRE16195
OG0007349	SACKO_10188	DANRE39606
OG0007351	SACKO_11196	DANRE14677, DANRE14676, DANRE14675, DANRE08595
OG0007352	SACKO_07748	DANRE16773
OG0007353	SACKO_16413	DANRE38574, DANRE26140
OG0007354	SACKO_06474	DANRE24128
OG0007355	SACKO_03780	DANRE13636
OG0007356	SACKO_16209	DANRE36634
OG0007357	SACKO_11982	DANRE38560
OG0007359	SACKO_13450	DANRE23813, DANRE23812, DANRE26870, DANRE26868
OG0007360	SACKO_02884	DANRE27456
OG0007361	SACKO_22476	DANRE14944
OG0007363	SACKO_14533	DANRE16032
OG0007364	SACKO_04078	DANRE29303
OG0007365	SACKO_20999	DANRE36420
OG0007366	SACKO_15845	DANRE21573, DANRE21572
OG0007367	SACKO_27045	DANRE27165
OG0007368	SACKO_03601	DANRE13338
OG0007369	SACKO_30325	DANRE42613, DANRE42614
OG0007370	SACKO_19093	DANRE08197
OG0007371	SACKO_13724	DANRE16865
OG0007372	SACKO_04765	DANRE34402, DANRE34400, DANRE34401
OG0007373	SACKO_01409	DANRE18640
OG0007374	SACKO_12783	DANRE00280
OG0007375	SACKO_13685	DANRE11069
OG0007376	SACKO_30158	DANRE39201
OG0007377	SACKO_03931	DANRE18290, DANRE18289
OG0007378	SACKO_28900	DANRE00748
OG0007379	SACKO_02167	DANRE17790, DANRE17791
OG0007381	SACKO_28784	DANRE28840
OG0007382	SACKO_05172	DANRE15296
OG0007384	SACKO_27376	DANRE18642, DANRE18643
OG0007385	SACKO_04570	DANRE13349
OG0007386	SACKO_01652	DANRE18467
OG0007387	SACKO_09468	DANRE34966
OG0007388	SACKO_14877	DANRE38076, DANRE38075
OG0007389	SACKO_26727	DANRE19186, DANRE19187, DANRE19185
OG0007390	SACKO_33338, SACKO_33332	DANRE30054
OG0007391	SACKO_21964	DANRE35086
OG0007392	SACKO_27481	DANRE04860, DANRE04858, DANRE04859
OG0007393	SACKO_14611	DANRE12093
OG0007394	SACKO_03844	DANRE07734, DANRE07733
OG0007395	SACKO_31545	DANRE04069
OG0007396	SACKO_26791	DANRE38842, DANRE38841, DANRE38843
OG0007397	SACKO_15113	DANRE38807, DANRE38808
OG0007399	SACKO_31407	DANRE39639, DANRE39640
OG0007400	SACKO_33808	DANRE24512
OG0007401	SACKO_08238	DANRE07139
OG0007402	SACKO_04236	DANRE24730
OG0007403	SACKO_01258	DANRE06465
OG0007405	SACKO_04392	DANRE12349
OG0007406	SACKO_00715	DANRE01446
OG0007407	SACKO_29878	DANRE04761
OG0007408	SACKO_14246	DANRE10196
OG0007409	SACKO_14248	DANRE10224, DANRE10225
OG0007410	SACKO_23508	DANRE28511, DANRE30430, DANRE03053
OG0007411	SACKO_17084	DANRE39541
OG0007412	SACKO_32563	DANRE42558
OG0007413	SACKO_07464	DANRE10248
OG0007414	SACKO_27621	DANRE36351
OG0007415	SACKO_12609	DANRE29208
OG0007416	SACKO_12977	DANRE07209, DANRE07210
OG0007417	SACKO_18265	DANRE35348, DANRE35349
OG0007418	SACKO_04419	DANRE08205, DANRE08204
OG0007419	SACKO_18390	DANRE29996
OG0007420	SACKO_00553, SACKO_33060, SACKO_20917	DANRE22876
OG0007421	SACKO_24530	DANRE01616, DANRE01615
OG0007422	SACKO_18085	DANRE11021, DANRE11020
OG0007423	SACKO_05691	DANRE15453, DANRE29404
OG0007424	SACKO_04235	DANRE24729, DANRE24728
OG0007425	SACKO_04075	DANRE12333
OG0007427	SACKO_06540	DANRE11179, DANRE11178
OG0007428	SACKO_01408	DANRE24212
OG0007429	SACKO_06357	DANRE31428, DANRE31429
OG0007430	SACKO_33825	DANRE00002, DANRE00003
OG0007431	SACKO_10373	DANRE10354
OG0007432	SACKO_30749	DANRE13294
OG0007433	SACKO_22715	DANRE37715, DANRE37716
OG0007436	SACKO_26218	DANRE41656, DANRE41655
OG0007437	SACKO_25222	DANRE04900, DANRE07235
OG0007438	SACKO_00922	DANRE24144
OG0007439	SACKO_29991	DANRE05901
OG0007440	SACKO_10814	DANRE02292, DANRE02291
OG0007441	SACKO_14251	DANRE24681
OG0007442	SACKO_27570	DANRE26604, DANRE26605, DANRE26603
OG0007443	SACKO_05431	DANRE00331
OG0007444	SACKO_22410	DANRE38408, DANRE38407, DANRE41111
OG0007445	SACKO_00305	DANRE24240
OG0007446	SACKO_21720	DANRE39669, DANRE39668
OG0007447	SACKO_20393	DANRE16222, DANRE16223
OG0007448	SACKO_14073	DANRE38975
OG0007450	SACKO_02178	DANRE05621, DANRE05622
OG0007451	SACKO_11696	DANRE24091
OG0007452	SACKO_14474	DANRE18998
OG0007453	SACKO_27404	DANRE30091, DANRE30092
OG0007454	SACKO_17444	DANRE42564, DANRE42563
OG0007455	SACKO_20785	DANRE24416
OG0007456	SACKO_29043	DANRE35403
OG0007457	SACKO_15961	DANRE25169
OG0007458	SACKO_15110	DANRE15779
OG0007459	SACKO_17963	DANRE11769
OG0007460	SACKO_17949	DANRE11272
OG0007461	SACKO_11988	DANRE11529, DANRE11530
OG0007462	SACKO_05918	DANRE21378
OG0007463	SACKO_30515	DANRE30867
OG0007465	SACKO_29080, SACKO_32543	DANRE07967, DANRE07968
OG0007466	SACKO_24925	DANRE38355, DANRE38356
OG0007467	SACKO_15531	DANRE23717, DANRE23718, DANRE23716, DANRE23710
OG0007468	SACKO_33602	DANRE16250, DANRE16251
OG0007470	SACKO_27006	DANRE35526, DANRE35524, DANRE35525
OG0007471	SACKO_29617	DANRE37864
OG0007472	SACKO_03865	DANRE00512
OG0007473	SACKO_32479	DANRE02983
OG0007474	SACKO_11041	DANRE08159
OG0007476	SACKO_28051, SACKO_29210	DANRE29800, DANRE29801
OG0007477	SACKO_32955	DANRE29475
OG0007479	SACKO_22023	DANRE15593, DANRE15594
OG0007480	SACKO_24951, SACKO_07055	DANRE05240, DANRE05239, DANRE05238
OG0007481	SACKO_31380	DANRE33331, DANRE33330
OG0007482	SACKO_14127	DANRE13898
OG0007483	SACKO_08109	DANRE22340
OG0007484	SACKO_15258	DANRE08931
OG0007485	SACKO_05144	DANRE11067
OG0007487	SACKO_21985	DANRE08241, DANRE08242
OG0007488	SACKO_30038	DANRE36992
OG0007489	SACKO_17921	DANRE11003
OG0007490	SACKO_14226	DANRE36909, DANRE36908
OG0007491	SACKO_28499, SACKO_28496	DANRE29088
OG0007492	SACKO_12362	DANRE30846
OG0007494	SACKO_33017	DANRE29007
OG0007495	SACKO_02132	DANRE35662
OG0007496	SACKO_31428	DANRE02885
OG0007497	SACKO_06621, SACKO_06624	DANRE35601, DANRE42448
OG0007498	SACKO_12831	DANRE09394
OG0007499	SACKO_02321	DANRE19954
OG0007500	SACKO_06865	DANRE16100, DANRE41707
OG0007501	SACKO_28161	DANRE31037
OG0007503	SACKO_18498	DANRE04343
OG0007504	SACKO_24887	DANRE15442
OG0007506	SACKO_17615, SACKO_09084	DANRE04411, DANRE43326
OG0007507	SACKO_12372	DANRE10948, DANRE10947
OG0007508	SACKO_33462, SACKO_17595	DANRE35140
OG0007509	SACKO_09775	DANRE33335
OG0007510	SACKO_33713	DANRE05836
OG0007512	SACKO_24845, SACKO_27328, SACKO_01460, SACKO_24846	DANRE42979
OG0007513	SACKO_26100	DANRE31001, DANRE31000
OG0007514	SACKO_14729	DANRE36408
OG0007516	SACKO_00310	DANRE31183, DANRE41298
OG0007517	SACKO_15428	DANRE25778, DANRE25779, DANRE25777
OG0007518	SACKO_23420	DANRE31580
OG0007520	SACKO_33530	DANRE00088, DANRE00090, DANRE00089, DANRE00087
OG0007522	SACKO_01536	DANRE11801
OG0007524	SACKO_31649	DANRE06877, DANRE06876
OG0007525	SACKO_33529	DANRE21489
OG0007527	SACKO_19027	DANRE27156
OG0007528	SACKO_03947	DANRE26651
OG0007529	SACKO_33380	DANRE04034, DANRE04035
OG0007531	SACKO_32475	DANRE19264
OG0007533	SACKO_09857	DANRE16508, DANRE37545
OG0007540	SACKO_17273	DANRE24597, DANRE24596, DANRE36808, DANRE42695, DANRE42696
OG0007541	SACKO_04013	DANRE17621, DANRE17622, DANRE17624
OG0007547	SACKO_03022, SACKO_05673, SACKO_31679	DANRE09010, DANRE09009, DANRE39300, DANRE13634
OG0007548	SACKO_10526	DANRE12233, DANRE12232
OG0007551	SACKO_27093	DANRE42253, DANRE42255, DANRE42254, DANRE42256, DANRE06869, DANRE06872, DANRE06871, DANRE06870, DANRE06873
OG0007561	SACKO_33852, SACKO_32924	DANRE31893, DANRE29957, DANRE02599, DANRE17568, DANRE32637, DANRE32857, DANRE42398, DANRE32060, DANRE24469, DANRE31711, DANRE32061, DANRE17567, DANRE22687, DANRE02598, DANRE31892, DANRE29956, DANRE31891, DANRE32636, DANRE32856, DANRE32858, DANRE32638
OG0007582	SACKO_07951	DANRE16130, DANRE16129
OG0007583	SACKO_06128	DANRE22119, DANRE22120
OG0007584	SACKO_06741	DANRE29844
OG0007586	SACKO_00312	DANRE41141, DANRE41142
OG0007589	SACKO_11244	DANRE15653
OG0007591	SACKO_03097	DANRE28953
OG0007592	SACKO_33691, SACKO_22355, SACKO_16990	DANRE41713, DANRE41714, DANRE35664, DANRE35663
OG0007593	SACKO_24740	DANRE41033, DANRE41035, DANRE41034, DANRE41032
OG0007595	SACKO_30826	DANRE25584
OG0007596	SACKO_27730	DANRE37090
OG0007597	SACKO_27307	DANRE41110, DANRE41109
OG0007601	SACKO_28761	DANRE30199, DANRE30198
OG0007602	SACKO_07011	DANRE17332
OG0007603	SACKO_10669	DANRE12686
OG0007604	SACKO_25768	DANRE12964
OG0007605	SACKO_03702	DANRE05829
OG0007606	SACKO_04022	DANRE04412, DANRE04413
OG0007607	SACKO_00869	DANRE41103
OG0007608	SACKO_13781	DANRE08975, DANRE08974, DANRE14619
OG0007609	SACKO_26161	DANRE39845
OG0007610	SACKO_13184, SACKO_06041, SACKO_06046	DANRE15863
OG0007611	SACKO_09113	DANRE11952, DANRE11954, DANRE11953
OG0007612	SACKO_01553, SACKO_01534	DANRE25890, DANRE25889
OG0007613	SACKO_06224	DANRE21468
OG0007614	SACKO_24609	DANRE13006
OG0007615	SACKO_01232	DANRE34001
OG0007616	SACKO_21264	DANRE09001
OG0007617	SACKO_21291	DANRE39217, DANRE39216
OG0007619	SACKO_22280	DANRE36323
OG0007621	SACKO_14513	DANRE40211
OG0007622	SACKO_30364	DANRE36978, DANRE01804
OG0007624	SACKO_14810	DANRE10072, DANRE10071
OG0007626	SACKO_03616	DANRE06752
OG0007628	SACKO_14537	DANRE23638, DANRE23637
OG0007629	SACKO_09383	DANRE00353
OG0007630	SACKO_28371	DANRE00946, DANRE00945
OG0007631	SACKO_18917	DANRE17269, DANRE41541
OG0007632	SACKO_09374	DANRE11577, DANRE04527, DANRE04526
OG0007634	SACKO_20090	DANRE04843
OG0007635	SACKO_20074	DANRE22334
OG0007637	SACKO_12029	DANRE05443
OG0007638	SACKO_07783	DANRE09456
OG0007640	SACKO_12075	DANRE28291, DANRE28290, DANRE01829
OG0007641	SACKO_28283	DANRE43086
OG0007642	SACKO_32075, SACKO_29099	DANRE24589, DANRE24590
OG0007643	SACKO_28502	DANRE35807, DANRE35806
OG0007645	SACKO_00394	DANRE35773
OG0007646	SACKO_25081	DANRE42483
OG0007647	SACKO_02077	DANRE39426
OG0007648	SACKO_14781	DANRE33753
OG0007649	SACKO_03387	DANRE24527, DANRE24526
OG0007650	SACKO_27113	DANRE24724, DANRE24717
OG0007652	SACKO_14558	DANRE40621, DANRE33376
OG0007653	SACKO_09123	DANRE16807
OG0007654	SACKO_29392	DANRE14880
OG0007655	SACKO_11857	DANRE25995, DANRE28273, DANRE21755
OG0007657	SACKO_17563	DANRE38249
OG0007658	SACKO_19832	DANRE06949, DANRE06948
OG0007659	SACKO_15000	DANRE20397
OG0007660	SACKO_27436	DANRE26242, DANRE26241
OG0007662	SACKO_22201	DANRE01198
OG0007663	SACKO_10239	DANRE41864
OG0007664	SACKO_25907	DANRE25031, DANRE43355
OG0007665	SACKO_30285	DANRE01416, DANRE01414, DANRE43222, DANRE01415, DANRE01417
OG0007666	SACKO_13425	DANRE28753, DANRE43046
OG0007667	SACKO_23245	DANRE19703
OG0007668	SACKO_05429	DANRE35347
OG0007669	SACKO_07965	DANRE25051
OG0007670	SACKO_01689	DANRE05713, DANRE05712
OG0007671	SACKO_21333	DANRE42117, DANRE10499, DANRE10501, DANRE10500
OG0007673	SACKO_05611	DANRE09062, DANRE09061
OG0007674	SACKO_04017	DANRE10891
OG0007675	SACKO_07485	DANRE03549
OG0007676	SACKO_09344	DANRE41267
OG0007677	SACKO_22757	DANRE00397
OG0007679	SACKO_03418	DANRE06163
OG0007680	SACKO_19963	DANRE35766
OG0007681	SACKO_23100	DANRE37636, DANRE37638, DANRE37637
OG0007684	SACKO_31399	DANRE19672, DANRE19671, DANRE19673
OG0007685	SACKO_02336	DANRE04773
OG0007686	SACKO_21044	DANRE39133
OG0007687	SACKO_22730	DANRE28499
OG0007688	SACKO_31215	DANRE38781, DANRE38780
OG0007689	SACKO_20190	DANRE33672
OG0007690	SACKO_21477	DANRE40980, DANRE40981
OG0007691	SACKO_17993	DANRE07949
OG0007692	SACKO_21757	DANRE01628, DANRE01629, DANRE01627
OG0007694	SACKO_16387	DANRE09163
OG0007695	SACKO_08133	DANRE15123, DANRE15095, DANRE15096
OG0007696	SACKO_23616	DANRE30938, DANRE25694
OG0007697	SACKO_07583	DANRE19573
OG0007698	SACKO_16983	DANRE19150
OG0007701	SACKO_05449	DANRE33601
OG0007702	SACKO_22135	DANRE33057
OG0007703	SACKO_05214	DANRE39178
OG0007704	SACKO_21329	DANRE42203, DANRE42204
OG0007705	SACKO_31826	DANRE04338
OG0007706	SACKO_15584	DANRE29546, DANRE29547
OG0007707	SACKO_31111, SACKO_31070, SACKO_32555	DANRE26456, DANRE08897, DANRE37976
OG0007708	SACKO_32858	DANRE41337
OG0007709	SACKO_19206	DANRE00175, DANRE10180
OG0007711	SACKO_12258, SACKO_12263	DANRE18140
OG0007712	SACKO_17853	DANRE03501
OG0007713	SACKO_13553	DANRE39528, DANRE39529
OG0007714	SACKO_09495	DANRE06420, DANRE06419
OG0007715	SACKO_03292	DANRE34222, DANRE34223
OG0007716	SACKO_29379	DANRE24766, DANRE24767
OG0007717	SACKO_27159	DANRE03335, DANRE03333, DANRE03336, DANRE03334, DANRE03332
OG0007718	SACKO_27314	DANRE24155
OG0007719	SACKO_05504	DANRE26903
OG0007721	SACKO_00359	DANRE05192, DANRE05193
OG0007722	SACKO_21315	DANRE02829
OG0007723	SACKO_22375	DANRE15072, DANRE15073
OG0007725	SACKO_22785	DANRE19211
OG0007726	SACKO_31067, SACKO_31072	DANRE12762, DANRE12761, DANRE12760
OG0007727	SACKO_08785	DANRE09851, DANRE09852
OG0007729	SACKO_12242	DANRE25403
OG0007730	SACKO_33885	DANRE24583
OG0007732	SACKO_25242	DANRE20060, DANRE20061
OG0007733	SACKO_01172	DANRE40356
OG0007734	SACKO_22438	DANRE33248, DANRE40144
OG0007736	SACKO_05397	DANRE08414, DANRE08413
OG0007738	SACKO_13809	DANRE15281
OG0007739	SACKO_24318	DANRE22859
OG0007740	SACKO_09899, SACKO_09916	DANRE34978
OG0007741	SACKO_31482	DANRE11637, DANRE11636, DANRE06285, DANRE06284
