Orthogroup	CAEEL	PFLAV
OG0003877	CAEEL18175	TCONS_00022731.p1, TCONS_00021597.p1
OG0003879	CAEEL00338, CAEEL01399	TCONS_00028211.p1
OG0003881	CAEEL12169	TCONS_00047720.p1, TCONS_00047725.p1
OG0003884	CAEEL01060	TCONS_00019247.p1
OG0003885	CAEEL01791	TCONS_00046675.p1
OG0003886	CAEEL10383	TCONS_00003927.p1
OG0003887	CAEEL09446	TCONS_00030695.p1
OG0003892	CAEEL11760	TCONS_00048438.p1
OG0003893	CAEEL05797	TCONS_00011425.p1
OG0003894	CAEEL01425	TCONS_00014845.p1
OG0003895	CAEEL15379	TCONS_00013387.p1
OG0003897	CAEEL07613	TCONS_00050998.p1
OG0003898	CAEEL05728	TCONS_00021035.p1
OG0003900	CAEEL08813	TCONS_00010847.p1
OG0003901	CAEEL00786, CAEEL18671	TCONS_00041073.p1, TCONS_00034799.p1
OG0003902	CAEEL07968, CAEEL07686	TCONS_00007173.p1, TCONS_00007172.p1, TCONS_00008474.p1
OG0003904	CAEEL00419	TCONS_00033299.p1
OG0003906	CAEEL00814	TCONS_00029119.p1
OG0003910	CAEEL08553	TCONS_00001878.p1
OG0003911	CAEEL20590	TCONS_00016777.p1
OG0003912	CAEEL02731	TCONS_00009015.p1
OG0003913	CAEEL05199	TCONS_00053946.p1
OG0003914	CAEEL19029	TCONS_00041215.p1, TCONS_00041198.p1
OG0003915	CAEEL04887	TCONS_00021210.p1
OG0003916	CAEEL07068	TCONS_00008484.p1
OG0003917	CAEEL07507	TCONS_00042943.p1
OG0003918	CAEEL11925, CAEEL11924	TCONS_00030934.p1
OG0003920	CAEEL00358	TCONS_00000854.p1
OG0003921	CAEEL14832, CAEEL18358	TCONS_00017320.p1
OG0003922	CAEEL11421, CAEEL11420	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1
OG0003923	CAEEL08718	TCONS_00056321.p1, TCONS_00056382.p1
OG0003925	CAEEL04108	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1
OG0003926	CAEEL10754, CAEEL19332	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1
OG0003929	CAEEL00949	TCONS_00008562.p1, TCONS_00008560.p1
OG0003930	CAEEL05047	TCONS_00036253.p1
OG0003931	CAEEL15548	TCONS_00012638.p1
OG0003932	CAEEL12182, CAEEL12183	TCONS_00024837.p1
OG0003933	CAEEL11609	TCONS_00047268.p1
OG0003937	CAEEL19289	TCONS_00026626.p1
OG0003938	CAEEL07167	TCONS_00000187.p1
OG0003939	CAEEL04128	TCONS_00053724.p1
OG0003943	CAEEL00131	TCONS_00045502.p1
OG0003944	CAEEL05219	TCONS_00029066.p1
OG0003945	CAEEL17988	TCONS_00025621.p1
OG0003946	CAEEL18782	TCONS_00027376.p1
OG0003947	CAEEL16177	TCONS_00027772.p1
OG0003949	CAEEL02494	TCONS_00036172.p1
OG0003950	CAEEL05823	TCONS_00036173.p1
OG0003951	CAEEL10367	TCONS_00049176.p1, TCONS_00049155.p1
OG0003954	CAEEL11860	TCONS_00045854.p1
OG0003955	CAEEL08204	TCONS_00044096.p1
OG0003959	CAEEL18903	TCONS_00014849.p1
OG0003961	CAEEL10706	TCONS_00018472.p1
OG0003965	CAEEL09858, CAEEL18478	TCONS_00017720.p1
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	TCONS_00014234.p1, TCONS_00014232.p1
OG0003968	CAEEL18441	TCONS_00017762.p1
OG0003969	CAEEL01428, CAEEL15342	TCONS_00011049.p1
OG0003970	CAEEL00141, CAEEL08636	TCONS_00006276.p1
OG0003971	CAEEL03035	TCONS_00040867.p1
OG0003972	CAEEL09414	TCONS_00007106.p1, TCONS_00007105.p1
OG0003973	CAEEL17822	TCONS_00009676.p1
OG0003999	CAEEL08414	TCONS_00020030.p1
OG0004000	CAEEL02254	TCONS_00002973.p1
OG0004004	CAEEL09931	TCONS_00054890.p1
OG0004005	CAEEL09757	TCONS_00055013.p1, TCONS_00055012.p1
OG0004007	CAEEL08380, CAEEL20738	TCONS_00054345.p1
OG0004009	CAEEL10425	TCONS_00030825.p1
OG0004010	CAEEL11606	TCONS_00053896.p1, TCONS_00052851.p1
OG0004012	CAEEL08889	TCONS_00027244.p1
OG0004014	CAEEL07353	TCONS_00018248.p1
OG0004015	CAEEL03765	TCONS_00053661.p1
OG0004016	CAEEL09802	TCONS_00047337.p1
OG0004017	CAEEL08935	TCONS_00005125.p1
OG0004021	CAEEL07321	TCONS_00006438.p1
OG0004023	CAEEL00807	TCONS_00009288.p1
OG0004025	CAEEL20824	TCONS_00026270.p1
OG0004027	CAEEL07583	TCONS_00054882.p1
OG0004028	CAEEL11434	TCONS_00030295.p1
OG0004031	CAEEL15887	TCONS_00011023.p1
OG0004032	CAEEL15185	TCONS_00021570.p1
OG0004033	CAEEL15848	TCONS_00011608.p1
OG0004035	CAEEL06509	TCONS_00009453.p1
OG0004036	CAEEL05364	TCONS_00000983.p1
OG0004037	CAEEL05545	TCONS_00021625.p1
OG0004038	CAEEL04280	TCONS_00021437.p1
OG0004041	CAEEL06388	TCONS_00010859.p1
OG0004042	CAEEL00958	TCONS_00056008.p1
OG0004044	CAEEL07379	TCONS_00018088.p1
OG0004047	CAEEL19277, CAEEL00270	TCONS_00014227.p1
OG0004048	CAEEL05729	TCONS_00027634.p1
OG0004051	CAEEL06861	TCONS_00031884.p1
OG0004052	CAEEL02741	TCONS_00031689.p1, TCONS_00031687.p1
OG0004053	CAEEL01273	TCONS_00029652.p1
OG0004054	CAEEL15244	TCONS_00011874.p1
OG0004056	CAEEL01652	TCONS_00019098.p1
OG0004057	CAEEL03603	TCONS_00036725.p1
OG0004058	CAEEL01468	TCONS_00028770.p1
OG0004059	CAEEL14867	TCONS_00011709.p1
OG0004063	CAEEL02350	TCONS_00010646.p1
OG0004064	CAEEL00654	TCONS_00003929.p1
OG0004065	CAEEL05056	TCONS_00051172.p1
OG0004067	CAEEL02869	TCONS_00022596.p1
OG0004068	CAEEL10640	TCONS_00001314.p1
OG0004071	CAEEL00928	TCONS_00015780.p1
OG0004072	CAEEL09095, CAEEL07075	TCONS_00056622.p1
OG0004076	CAEEL07566	TCONS_00045999.p1
OG0004080	CAEEL12810	TCONS_00057069.p1
OG0004081	CAEEL18163	TCONS_00021321.p1
OG0004084	CAEEL14072	TCONS_00046143.p1
OG0004085	CAEEL04587	TCONS_00022909.p1
OG0004087	CAEEL07761	TCONS_00033020.p1
OG0004089	CAEEL11769, CAEEL11770	TCONS_00052009.p1
OG0004090	CAEEL02918	TCONS_00003003.p1
OG0004091	CAEEL04573	TCONS_00053676.p1
OG0004092	CAEEL07326	TCONS_00056687.p1
OG0004093	CAEEL18523	TCONS_00025996.p1
OG0004095	CAEEL02755	TCONS_00030160.p1, TCONS_00030161.p1
OG0004096	CAEEL09363	TCONS_00015008.p1
OG0004097	CAEEL05789	TCONS_00055161.p1
OG0004098	CAEEL05361	TCONS_00053174.p1
OG0004099	CAEEL07071	TCONS_00014574.p1
OG0004100	CAEEL19773	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1
OG0004101	CAEEL10753	TCONS_00002991.p1, TCONS_00003971.p1
OG0004102	CAEEL20123	TCONS_00027001.p1
OG0004103	CAEEL10626	TCONS_00017398.p1, TCONS_00016551.p1
OG0004104	CAEEL04801	TCONS_00029688.p1
OG0004105	CAEEL05115	TCONS_00017260.p1
OG0004106	CAEEL04225	TCONS_00051399.p1
OG0004110	CAEEL01260	TCONS_00034163.p1
OG0004112	CAEEL00522	TCONS_00028015.p1
OG0004113	CAEEL09663	TCONS_00048317.p1
OG0004114	CAEEL13365	TCONS_00010503.p1
OG0004115	CAEEL05975	TCONS_00052002.p1
OG0004116	CAEEL17798	TCONS_00040373.p1
OG0004118	CAEEL09754	TCONS_00047218.p1
OG0004119	CAEEL00177	TCONS_00007586.p1
OG0004120	CAEEL09396	TCONS_00031456.p1
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	TCONS_00052021.p1
OG0004122	CAEEL20018	TCONS_00014777.p1
OG0004123	CAEEL05731	TCONS_00016895.p1
OG0004124	CAEEL02724, CAEEL02723	TCONS_00045725.p1
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	TCONS_00046753.p1, TCONS_00045678.p1
OG0004128	CAEEL11738	TCONS_00047559.p1, TCONS_00010534.p1
OG0004133	CAEEL05363	TCONS_00022682.p1
OG0004134	CAEEL07495	TCONS_00027849.p1
OG0004135	CAEEL19516	TCONS_00012853.p1
OG0004136	CAEEL04479	TCONS_00054339.p1
OG0004137	CAEEL00169, CAEEL00170	TCONS_00028614.p1, TCONS_00028615.p1
OG0004142	CAEEL10168	TCONS_00047653.p1
OG0004144	CAEEL00709	TCONS_00056033.p1
OG0004145	CAEEL14333	TCONS_00011650.p1
OG0004147	CAEEL07109	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1
OG0004148	CAEEL07951	TCONS_00055720.p1, TCONS_00055711.p1
OG0004151	CAEEL01499	TCONS_00009331.p1
OG0004153	CAEEL11562	TCONS_00030135.p1
OG0004156	CAEEL05393	TCONS_00047632.p1
OG0004157	CAEEL18994	TCONS_00054767.p1
OG0004158	CAEEL00394	TCONS_00004246.p1
OG0004159	CAEEL16103	TCONS_00011596.p1
OG0004160	CAEEL08700	TCONS_00052968.p1
OG0004161	CAEEL18958	TCONS_00017748.p1
OG0004164	CAEEL10119	TCONS_00030925.p1
OG0004166	CAEEL04359	TCONS_00027695.p1
OG0004167	CAEEL14218	TCONS_00003611.p1
OG0004168	CAEEL08233	TCONS_00006436.p1, TCONS_00006437.p1
OG0004169	CAEEL01556	TCONS_00014455.p1
OG0004170	CAEEL10605	TCONS_00023955.p1
OG0004171	CAEEL11852	TCONS_00056085.p1
OG0004176	CAEEL01489	TCONS_00042674.p1
OG0004178	CAEEL09854	TCONS_00049594.p1
OG0004179	CAEEL10656	TCONS_00014009.p1
OG0004180	CAEEL08381	TCONS_00055453.p1
OG0004181	CAEEL13830	TCONS_00042164.p1
OG0004182	CAEEL14269	TCONS_00002134.p1
OG0004184	CAEEL15780, CAEEL15781	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1
OG0004185	CAEEL19854	TCONS_00056970.p1
OG0004186	CAEEL13926	TCONS_00010700.p1
OG0004187	CAEEL02068	TCONS_00007370.p1
OG0004188	CAEEL15410	TCONS_00012181.p1
OG0004189	CAEEL17811	TCONS_00006565.p1
OG0004215	CAEEL08870	TCONS_00006088.p1
OG0004216	CAEEL02995	TCONS_00008492.p1
OG0004217	CAEEL08020	TCONS_00044057.p1
OG0004218	CAEEL20381, CAEEL08860	TCONS_00005905.p1
OG0004219	CAEEL00713	TCONS_00003548.p1
OG0004222	CAEEL05571	TCONS_00011581.p1
OG0004223	CAEEL05790	TCONS_00017775.p1
OG0004227	CAEEL05233	TCONS_00050548.p1
OG0004228	CAEEL13669	TCONS_00018265.p1
OG0004229	CAEEL11625	TCONS_00030138.p1
OG0004230	CAEEL07897	TCONS_00034979.p1
OG0004231	CAEEL00452	TCONS_00028285.p1
OG0004232	CAEEL03690	TCONS_00026176.p1
OG0004233	CAEEL12306	TCONS_00003431.p1, TCONS_00051973.p1
OG0004236	CAEEL15188	TCONS_00011164.p1
OG0004238	CAEEL19751	TCONS_00017533.p1
OG0004240	CAEEL11686	TCONS_00010412.p1
OG0004241	CAEEL20251	TCONS_00021571.p1
OG0004242	CAEEL01841, CAEEL05945, CAEEL04061	TCONS_00028156.p1
OG0004243	CAEEL01439	TCONS_00003869.p1
OG0004244	CAEEL12157	TCONS_00049222.p1
OG0004245	CAEEL11730	TCONS_00027399.p1
OG0004246	CAEEL17853	TCONS_00038726.p1
OG0004248	CAEEL11465	TCONS_00051504.p1
OG0004249	CAEEL17634	TCONS_00042977.p1
OG0004250	CAEEL16187	TCONS_00011396.p1
OG0004252	CAEEL07003	TCONS_00014324.p1
OG0004253	CAEEL06637	TCONS_00004772.p1
OG0004254	CAEEL05989	TCONS_00031008.p1
OG0004255	CAEEL03031	TCONS_00050637.p1
OG0004257	CAEEL01608	TCONS_00006703.p1
OG0004258	CAEEL00939	TCONS_00033470.p1
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	TCONS_00029720.p1
OG0004261	CAEEL04677	TCONS_00008123.p1
OG0004262	CAEEL13871	TCONS_00010239.p1
OG0004263	CAEEL04092, CAEEL20329	TCONS_00009010.p1
OG0004265	CAEEL08248	TCONS_00016664.p1
OG0004267	CAEEL04354, CAEEL04355	TCONS_00038037.p1
OG0004268	CAEEL02406	TCONS_00007056.p1
OG0004270	CAEEL02066	TCONS_00028204.p1
OG0004271	CAEEL10494	TCONS_00049721.p1
OG0004273	CAEEL04799	TCONS_00014095.p1
OG0004274	CAEEL05009	TCONS_00007037.p1
OG0004277	CAEEL06545	TCONS_00000888.p1
OG0004278	CAEEL07238	TCONS_00029791.p1
OG0004280	CAEEL16211, CAEEL16212	TCONS_00054869.p1, TCONS_00054870.p1
OG0004282	CAEEL18359, CAEEL13638	TCONS_00018461.p1
OG0004283	CAEEL08314	TCONS_00041873.p1
OG0004284	CAEEL08527	TCONS_00026190.p1
OG0004285	CAEEL01238	TCONS_00027256.p1
OG0004287	CAEEL00835	TCONS_00003481.p1
OG0004288	CAEEL01059	TCONS_00008002.p1, TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1
OG0004289	CAEEL02984	TCONS_00016007.p1, TCONS_00010551.p1
OG0004290	CAEEL02030	TCONS_00008678.p1
OG0004291	CAEEL04748	TCONS_00003534.p1
OG0004292	CAEEL15301	TCONS_00053583.p1
OG0004294	CAEEL04571	TCONS_00036435.p1
OG0004295	CAEEL03919	TCONS_00052529.p1
OG0004297	CAEEL19228	TCONS_00014818.p1
OG0004299	CAEEL07283	TCONS_00042365.p1
OG0004301	CAEEL07551	TCONS_00006202.p1
OG0004302	CAEEL07295	TCONS_00005132.p1
OG0004303	CAEEL12783	TCONS_00021470.p1
OG0004304	CAEEL17137	TCONS_00027443.p1
OG0004305	CAEEL02874	TCONS_00050049.p1
OG0004307	CAEEL00090	TCONS_00013730.p1
OG0004308	CAEEL00320	TCONS_00000991.p1
OG0004309	CAEEL13877	TCONS_00050069.p1
OG0004310	CAEEL02565	TCONS_00020243.p1
OG0004312	CAEEL05846	TCONS_00007473.p1
OG0004314	CAEEL00001	TCONS_00036594.p1
OG0004316	CAEEL10340	TCONS_00056268.p1
OG0004317	CAEEL07185	TCONS_00006086.p1
OG0004321	CAEEL11975	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1
OG0004324	CAEEL07830	TCONS_00018780.p1, TCONS_00045901.p1
OG0004326	CAEEL05465, CAEEL10687	TCONS_00050977.p1, TCONS_00050965.p1, TCONS_00050975.p1, TCONS_00050964.p1, TCONS_00050963.p1, TCONS_00050974.p1
OG0004328	CAEEL00916	TCONS_00018012.p1
OG0004329	CAEEL16040	TCONS_00027303.p1, TCONS_00049136.p1, TCONS_00049140.p1, TCONS_00027302.p1
OG0004330	CAEEL15513	TCONS_00003506.p1
OG0004331	CAEEL11038	TCONS_00009918.p1
OG0004332	CAEEL19699	TCONS_00035313.p1
OG0004333	CAEEL19900	TCONS_00018561.p1
OG0004334	CAEEL04372	TCONS_00053191.p1
OG0004335	CAEEL09206	TCONS_00043984.p1
OG0004337	CAEEL11698, CAEEL01133	TCONS_00027011.p1
OG0004338	CAEEL07793	TCONS_00043688.p1
OG0004344	CAEEL16267	TCONS_00019121.p1
OG0004345	CAEEL06934	TCONS_00015773.p1
OG0004348	CAEEL08518	TCONS_00021863.p1
OG0004349	CAEEL06923, CAEEL06922	TCONS_00048999.p1
OG0004350	CAEEL01588	TCONS_00002092.p1
OG0004351	CAEEL08854	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1
OG0004353	CAEEL03078	TCONS_00050632.p1, TCONS_00050634.p1
OG0004355	CAEEL17139	TCONS_00017323.p1
OG0004356	CAEEL10602	TCONS_00015524.p1
OG0004358	CAEEL10874	TCONS_00048777.p1, TCONS_00048787.p1
OG0004359	CAEEL05118	TCONS_00048643.p1
OG0004360	CAEEL08760	TCONS_00004058.p1
OG0004361	CAEEL01764	TCONS_00015708.p1
OG0004362	CAEEL01360	TCONS_00027451.p1
OG0004364	CAEEL05913	TCONS_00009654.p1
OG0004365	CAEEL00507	TCONS_00033008.p1, TCONS_00033521.p1
OG0004368	CAEEL20084	TCONS_00015256.p1
OG0004369	CAEEL08210	TCONS_00015110.p1
OG0004370	CAEEL03244, CAEEL09918	TCONS_00021476.p1
OG0004373	CAEEL05891	TCONS_00053379.p1
OG0004374	CAEEL07100	TCONS_00005113.p1
OG0004376	CAEEL08383	TCONS_00006571.p1
OG0004377	CAEEL07838	TCONS_00056907.p1
OG0004378	CAEEL08612	TCONS_00004662.p1
OG0004379	CAEEL06174	TCONS_00025463.p1
OG0004380	CAEEL04195	TCONS_00025855.p1
OG0004381	CAEEL00194	TCONS_00028923.p1
OG0004382	CAEEL06795	TCONS_00028412.p1
OG0004388	CAEEL02922	TCONS_00046496.p1
OG0004390	CAEEL10569	TCONS_00016442.p1
OG0004391	CAEEL09690	TCONS_00030455.p1, TCONS_00030456.p1
OG0004392	CAEEL11311, CAEEL11312	TCONS_00030935.p1
OG0004393	CAEEL19535	TCONS_00026831.p1
OG0004394	CAEEL00556	TCONS_00043317.p1
OG0004396	CAEEL05746	TCONS_00050867.p1
OG0004398	CAEEL09179	TCONS_00006820.p1
OG0004399	CAEEL12106	TCONS_00049722.p1
OG0004401	CAEEL08851	TCONS_00019458.p1
OG0004402	CAEEL07455	TCONS_00041903.p1, TCONS_00041899.p1
OG0004404	CAEEL00266	TCONS_00041072.p1
OG0004407	CAEEL15656	TCONS_00012002.p1
OG0004409	CAEEL18900	TCONS_00047261.p1
OG0004417	CAEEL04605	TCONS_00053504.p1
OG0004419	CAEEL07142	TCONS_00027069.p1
OG0004423	CAEEL08323, CAEEL04481, CAEEL04480	TCONS_00046506.p1
OG0004425	CAEEL04267	TCONS_00004067.p1
OG0004426	CAEEL06644	TCONS_00009724.p1
OG0004459	CAEEL09113	TCONS_00027136.p1, TCONS_00027137.p1
OG0004460	CAEEL05618, CAEEL12160	TCONS_00007375.p1
OG0004462	CAEEL07505	TCONS_00022714.p1
OG0004465	CAEEL14659	TCONS_00046667.p1
OG0004467	CAEEL08802	TCONS_00006668.p1
OG0004468	CAEEL08068, CAEEL00974	TCONS_00006107.p1
OG0004471	CAEEL07653	TCONS_00019281.p1
OG0004472	CAEEL02040	TCONS_00026713.p1
OG0004474	CAEEL04978, CAEEL19704	TCONS_00029614.p1
OG0004476	CAEEL09485	TCONS_00043597.p1
OG0004477	CAEEL01083	TCONS_00029444.p1
OG0004479	CAEEL01982	TCONS_00008588.p1
OG0004481	CAEEL01863	TCONS_00028182.p1, TCONS_00028181.p1
OG0004484	CAEEL03718, CAEEL03716	TCONS_00051027.p1
OG0004486	CAEEL02086	TCONS_00020381.p1
OG0004487	CAEEL04119	TCONS_00043037.p1
OG0004489	CAEEL07471	TCONS_00047757.p1
OG0004490	CAEEL15483	TCONS_00036947.p1
OG0004492	CAEEL12152, CAEEL01223	TCONS_00005030.p1
OG0004493	CAEEL07084	TCONS_00000774.p1
OG0004494	CAEEL06691	TCONS_00012910.p1
OG0004495	CAEEL00990	TCONS_00015235.p1
OG0004496	CAEEL17616	TCONS_00016709.p1
OG0004498	CAEEL07493	TCONS_00007014.p1
OG0004500	CAEEL07302, CAEEL06408	TCONS_00046162.p1
OG0004501	CAEEL02204	TCONS_00000515.p1
OG0004505	CAEEL02342, CAEEL10487	TCONS_00003157.p1
OG0004506	CAEEL09652	TCONS_00013852.p1
OG0004507	CAEEL02892	TCONS_00028129.p1
OG0004509	CAEEL08073, CAEEL06714	TCONS_00015343.p1
OG0004511	CAEEL00625	TCONS_00017401.p1
OG0004513	CAEEL02074	TCONS_00018643.p1
OG0004514	CAEEL07361	TCONS_00006071.p1
OG0004516	CAEEL09798	TCONS_00005617.p1
OG0004517	CAEEL19843	TCONS_00012658.p1
OG0004518	CAEEL18955	TCONS_00016457.p1
OG0004519	CAEEL09657	TCONS_00048430.p1
OG0004520	CAEEL04837	TCONS_00022496.p1
OG0004523	CAEEL05687	TCONS_00029039.p1
OG0004525	CAEEL03911	TCONS_00014763.p1
OG0004526	CAEEL07101	TCONS_00014769.p1
OG0004532	CAEEL10922	TCONS_00013260.p1
OG0004533	CAEEL01233	TCONS_00018934.p1
OG0004535	CAEEL05920	TCONS_00009599.p1
OG0004538	CAEEL15076	TCONS_00009730.p1
OG0004539	CAEEL15237	TCONS_00011785.p1
OG0004542	CAEEL08914	TCONS_00024746.p1, TCONS_00024656.p1
OG0004543	CAEEL06797	TCONS_00020247.p1
OG0004544	CAEEL10954	TCONS_00048345.p1
OG0004545	CAEEL06229	TCONS_00052810.p1, TCONS_00052771.p1
OG0004546	CAEEL12390	TCONS_00015879.p1
OG0004548	CAEEL05049	TCONS_00016063.p1
OG0004551	CAEEL07605	TCONS_00055491.p1
OG0004552	CAEEL14818	TCONS_00021990.p1, TCONS_00021991.p1
OG0004553	CAEEL01890	TCONS_00001383.p1
OG0004554	CAEEL12132	TCONS_00055911.p1, TCONS_00055917.p1
OG0004555	CAEEL01286	TCONS_00009333.p1
OG0004557	CAEEL19316	TCONS_00055840.p1
OG0004559	CAEEL01667	TCONS_00014585.p1
OG0004563	CAEEL05628	TCONS_00037672.p1
OG0004564	CAEEL15096	TCONS_00011681.p1
OG0004566	CAEEL08060	TCONS_00046163.p1
OG0004567	CAEEL19136, CAEEL09098	TCONS_00017890.p1
OG0004569	CAEEL05747	TCONS_00005851.p1, TCONS_00005820.p1
OG0004572	CAEEL15485	TCONS_00017777.p1, TCONS_00041779.p1
OG0004573	CAEEL03080	TCONS_00005131.p1
OG0004574	CAEEL05144	TCONS_00038016.p1
OG0004577	CAEEL02135, CAEEL02134	TCONS_00008589.p1
OG0004579	CAEEL12615	TCONS_00048911.p1
OG0004581	CAEEL20357	TCONS_00021685.p1
OG0004582	CAEEL14132	TCONS_00053389.p1
OG0004583	CAEEL07667	TCONS_00044907.p1
OG0004584	CAEEL07066	TCONS_00001238.p1
OG0004585	CAEEL02092	TCONS_00007144.p1
OG0004587	CAEEL08366	TCONS_00043848.p1
OG0004588	CAEEL08586	TCONS_00004944.p1
OG0004589	CAEEL09315	TCONS_00006431.p1
OG0004590	CAEEL07891	TCONS_00006432.p1
OG0004592	CAEEL05824	TCONS_00052896.p1
OG0004595	CAEEL08365	TCONS_00000092.p1, TCONS_00038644.p1
OG0004596	CAEEL00832	TCONS_00055757.p1
OG0004597	CAEEL15344	TCONS_00011685.p1
OG0004598	CAEEL03169, CAEEL03477, CAEEL03470, CAEEL03471, CAEEL03624	TCONS_00030734.p1, TCONS_00026358.p1, TCONS_00044869.p1
OG0004598	CAEEL02939	TCONS_00025239.p1
OG0004598	CAEEL06555, CAEEL06534, CAEEL20764	TCONS_00034258.p1
OG0004599	CAEEL18962	TCONS_00020749.p1
OG0004602	CAEEL17403	TCONS_00012527.p1
OG0004603	CAEEL01453	TCONS_00013912.p1
OG0004606	CAEEL07463	TCONS_00018261.p1
OG0004609	CAEEL01549, CAEEL18748	TCONS_00004643.p1, TCONS_00004631.p1
OG0004610	CAEEL01077	TCONS_00029447.p1
OG0004611	CAEEL06872	TCONS_00052705.p1
OG0004612	CAEEL17404	TCONS_00033238.p1
OG0004613	CAEEL11219	TCONS_00040469.p1
OG0004614	CAEEL14871	TCONS_00020291.p1, TCONS_00020281.p1
OG0004616	CAEEL02677	TCONS_00002936.p1
OG0004618	CAEEL11221	TCONS_00042873.p1, TCONS_00044267.p1
OG0004619	CAEEL07756	TCONS_00056372.p1, TCONS_00056314.p1
OG0004621	CAEEL01185	TCONS_00049466.p1
OG0004622	CAEEL00340, CAEEL00339	TCONS_00003051.p1
OG0004626	CAEEL02718	TCONS_00008495.p1
OG0004628	CAEEL08879	TCONS_00020659.p1
OG0004630	CAEEL04593	TCONS_00001942.p1
OG0004631	CAEEL04543, CAEEL20866, CAEEL16837	TCONS_00053607.p1, TCONS_00053515.p1
OG0004633	CAEEL05017, CAEEL04995, CAEEL07556	TCONS_00051133.p1
OG0004634	CAEEL04100	TCONS_00050813.p1
OG0004635	CAEEL00310	TCONS_00034976.p1
OG0004638	CAEEL15951	TCONS_00016690.p1
OG0004639	CAEEL10507	TCONS_00016339.p1
OG0004640	CAEEL00547	TCONS_00046290.p1, TCONS_00045201.p1, TCONS_00045200.p1, TCONS_00045197.p1, TCONS_00045196.p1, TCONS_00045199.p1, TCONS_00045202.p1
OG0004641	CAEEL19853	TCONS_00015486.p1
OG0004642	CAEEL00483	TCONS_00007807.p1, TCONS_00007817.p1
OG0004643	CAEEL14114	TCONS_00022104.p1
OG0004644	CAEEL03030	TCONS_00010502.p1
OG0004648	CAEEL08010	TCONS_00029834.p1
OG0004649	CAEEL08731	TCONS_00005889.p1
OG0004652	CAEEL00605	TCONS_00022442.p1
OG0004654	CAEEL11750	TCONS_00055330.p1
OG0004655	CAEEL08002	TCONS_00025856.p1, TCONS_00024425.p1
OG0004656	CAEEL20024, CAEEL05907	TCONS_00021484.p1
OG0004657	CAEEL03111	TCONS_00022494.p1
OG0004658	CAEEL10598, CAEEL10597	TCONS_00000981.p1
OG0004662	CAEEL07384, CAEEL15414	TCONS_00010042.p1
OG0004663	CAEEL07711	TCONS_00005907.p1
OG0004664	CAEEL14781	TCONS_00020847.p1
OG0004668	CAEEL08996	TCONS_00011476.p1
OG0004669	CAEEL16538	TCONS_00039826.p1
OG0004670	CAEEL02555	TCONS_00003641.p1
OG0004671	CAEEL07417	TCONS_00006316.p1
OG0004672	CAEEL13478, CAEEL04196	TCONS_00008720.p1
OG0004674	CAEEL04819	TCONS_00054555.p1
OG0004675	CAEEL00752	TCONS_00046779.p1
OG0004677	CAEEL15841	TCONS_00011689.p1
OG0004678	CAEEL08038	TCONS_00015474.p1
OG0004681	CAEEL07293	TCONS_00005144.p1
OG0004682	CAEEL05023	TCONS_00052713.p1
OG0004683	CAEEL15952	TCONS_00010745.p1
OG0004684	CAEEL14663	TCONS_00012132.p1
OG0004685	CAEEL09080	TCONS_00006441.p1
OG0004687	CAEEL14139	TCONS_00048164.p1
OG0004689	CAEEL04374	TCONS_00005729.p1
OG0004690	CAEEL19211, CAEEL07164, CAEEL19526	TCONS_00019248.p1
OG0004691	CAEEL06746	TCONS_00009715.p1
OG0004694	CAEEL10169	TCONS_00013362.p1
OG0004697	CAEEL08756	TCONS_00044103.p1
OG0004699	CAEEL06377	TCONS_00005201.p1
OG0004700	CAEEL14721	TCONS_00013200.p1
OG0004703	CAEEL06877	TCONS_00005135.p1
OG0004705	CAEEL07549	TCONS_00043362.p1
OG0004708	CAEEL19872	TCONS_00006281.p1
OG0004711	CAEEL00544	TCONS_00045738.p1
OG0004728	CAEEL00538	TCONS_00020679.p1
OG0004730	CAEEL07318	TCONS_00028616.p1
OG0004731	CAEEL07767	TCONS_00045549.p1, TCONS_00046899.p1, TCONS_00045575.p1
OG0004733	CAEEL14033	TCONS_00029723.p1
OG0004735	CAEEL15164	TCONS_00055782.p1
OG0004738	CAEEL01347	TCONS_00014337.p1, TCONS_00014326.p1
OG0004739	CAEEL11525, CAEEL11526	TCONS_00012937.p1, TCONS_00012934.p1
OG0004740	CAEEL00607	TCONS_00010514.p1
OG0004743	CAEEL09903	TCONS_00057249.p1
OG0004744	CAEEL01018	TCONS_00013331.p1
