Orthogroup	CAEEL	PFLAV
OG0003025	CAEEL08836	TCONS_00044903.p1
OG0003026	CAEEL10688, CAEEL12186	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	CAEEL06663	TCONS_00018446.p1
OG0003028	CAEEL02985	TCONS_00044915.p1
OG0003029	CAEEL01558	TCONS_00008363.p1
OG0003030	CAEEL11859	TCONS_00055499.p1
OG0003031	CAEEL06431	TCONS_00004052.p1
OG0003033	CAEEL00703	TCONS_00000889.p1
OG0003035	CAEEL02722	TCONS_00019341.p1
OG0003036	CAEEL01143	TCONS_00014973.p1
OG0003038	CAEEL20474	TCONS_00039831.p1
OG0003040	CAEEL02041	TCONS_00021633.p1, TCONS_00021160.p1
OG0003041	CAEEL01678	TCONS_00017726.p1
OG0003042	CAEEL04188	TCONS_00054889.p1
OG0003043	CAEEL07390	TCONS_00042430.p1
OG0003044	CAEEL07715	TCONS_00004867.p1
OG0003046	CAEEL04364	TCONS_00018079.p1
OG0003049	CAEEL04812	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	CAEEL15836	TCONS_00029314.p1
OG0003054	CAEEL04777	TCONS_00021522.p1
OG0003055	CAEEL14225	TCONS_00054282.p1
OG0003056	CAEEL19070	TCONS_00000638.p1
OG0003059	CAEEL09323	TCONS_00010866.p1
OG0003060	CAEEL07468, CAEEL11354	TCONS_00053579.p1, TCONS_00053576.p1
OG0003061	CAEEL14261	TCONS_00010070.p1
OG0003062	CAEEL00660	TCONS_00009277.p1
OG0003063	CAEEL03076	TCONS_00047299.p1
OG0003064	CAEEL02598	TCONS_00032013.p2
OG0003065	CAEEL18732	TCONS_00040405.p1
OG0003066	CAEEL05161	TCONS_00037980.p1
OG0003072	CAEEL04836	TCONS_00048899.p1
OG0003079	CAEEL00217	TCONS_00029793.p1
OG0003085	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836	TCONS_00055899.p1
OG0003085	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918	TCONS_00034701.p1, TCONS_00034698.p1, TCONS_00056482.p1, TCONS_00056499.p1, TCONS_00056497.p1, TCONS_00056481.p1
OG0003086	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1
OG0003104	CAEEL07227	TCONS_00055183.p1, TCONS_00055155.p1
OG0003107	CAEEL20421, CAEEL01359	TCONS_00007437.p1
OG0003108	CAEEL04120	TCONS_00035993.p1
OG0003110	CAEEL17888	TCONS_00021811.p1
OG0003111	CAEEL01566	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	CAEEL12136	TCONS_00030053.p1, TCONS_00030052.p1
OG0003113	CAEEL16673, CAEEL01071	TCONS_00045447.p1, TCONS_00045473.p1
OG0003114	CAEEL15726	TCONS_00011587.p1
OG0003115	CAEEL00022	TCONS_00028290.p1
OG0003116	CAEEL07734	TCONS_00043730.p1
OG0003118	CAEEL08193, CAEEL08192	TCONS_00020273.p1
OG0003119	CAEEL16382	TCONS_00041056.p1
OG0003121	CAEEL00414	TCONS_00028552.p1
OG0003124	CAEEL07676	TCONS_00005423.p1
OG0003128	CAEEL04713	TCONS_00006238.p1
OG0003130	CAEEL08052	TCONS_00006397.p1
OG0003132	CAEEL15119	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1
OG0003135	CAEEL06638	TCONS_00011843.p1
OG0003136	CAEEL10810	TCONS_00010930.p1
OG0003141	CAEEL03719, CAEEL03720	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1, TCONS_00050306.p1
OG0003142	CAEEL00482	TCONS_00029198.p1
OG0003144	CAEEL01625	TCONS_00000595.p1
OG0003145	CAEEL05190	TCONS_00014971.p1
OG0003146	CAEEL20170	TCONS_00018409.p1, TCONS_00018423.p1
OG0003147	CAEEL17136, CAEEL18421	TCONS_00026561.p1
OG0003148	CAEEL16560	TCONS_00011185.p1
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	TCONS_00029158.p1
OG0003150	CAEEL11024	TCONS_00021955.p1
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	TCONS_00020486.p1
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	TCONS_00013455.p1
OG0003153	CAEEL07561	TCONS_00007590.p1
OG0003154	CAEEL15184	TCONS_00052774.p1, TCONS_00052813.p1
OG0003156	CAEEL00516	TCONS_00002246.p1
OG0003158	CAEEL08310	TCONS_00002576.p1
OG0003160	CAEEL18381, CAEEL02061	TCONS_00026054.p1
OG0003161	CAEEL15582, CAEEL20219	TCONS_00011327.p1
OG0003164	CAEEL08130	TCONS_00044053.p1
OG0003169	CAEEL11868	TCONS_00053814.p1
OG0003172	CAEEL06299	TCONS_00004769.p1, TCONS_00057202.p1
OG0003173	CAEEL09228	TCONS_00005896.p1
OG0003174	CAEEL11561	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003176	CAEEL02038	TCONS_00030621.p1, TCONS_00030620.p1
OG0003178	CAEEL14891	TCONS_00012175.p1
OG0003179	CAEEL12173	TCONS_00031402.p1
OG0003181	CAEEL11684	TCONS_00012251.p1
OG0003182	CAEEL01167	TCONS_00007597.p1
OG0003184	CAEEL10967	TCONS_00031430.p1
OG0003185	CAEEL04813	TCONS_00036463.p1
OG0003187	CAEEL16181	TCONS_00054634.p1
OG0003188	CAEEL00953	TCONS_00027939.p1
OG0003189	CAEEL04624	TCONS_00001707.p1
OG0003191	CAEEL09839	TCONS_00003984.p1
OG0003193	CAEEL17615	TCONS_00022403.p1
OG0003197	CAEEL11467	TCONS_00021731.p1
OG0003198	CAEEL05062	TCONS_00052157.p1, TCONS_00052173.p1
OG0003199	CAEEL11688	TCONS_00054864.p1, TCONS_00054865.p1
OG0003202	CAEEL12123	TCONS_00030468.p1
OG0003203	CAEEL08247	TCONS_00033348.p1
OG0003206	CAEEL08436	TCONS_00042722.p1
OG0003207	CAEEL11116	TCONS_00043267.p1, TCONS_00030185.p1
OG0003210	CAEEL11876	TCONS_00014945.p1
OG0003212	CAEEL11323	TCONS_00038921.p1, TCONS_00005698.p1
OG0003213	CAEEL18737	TCONS_00029459.p1
OG0003214	CAEEL08551	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	CAEEL02895	TCONS_00004511.p1, TCONS_00004510.p1
OG0003217	CAEEL06035, CAEEL06032	TCONS_00053417.p1
OG0003218	CAEEL08847	TCONS_00022948.p1
OG0003221	CAEEL20740, CAEEL00629	TCONS_00018636.p1
OG0003221	CAEEL00088	TCONS_00018637.p1
OG0003222	CAEEL00115	TCONS_00008423.p1
OG0003223	CAEEL00485	TCONS_00008858.p1
OG0003224	CAEEL05675	TCONS_00019205.p1
OG0003225	CAEEL04615, CAEEL20133	TCONS_00034983.p1
OG0003226	CAEEL04904, CAEEL04903	TCONS_00037381.p1
OG0003228	CAEEL14683	TCONS_00010782.p1
OG0003229	CAEEL10166	TCONS_00054940.p1
OG0003230	CAEEL06311	TCONS_00027696.p1
OG0003232	CAEEL04540	TCONS_00011416.p1
OG0003235	CAEEL11765	TCONS_00049408.p1
OG0003236	CAEEL15067	TCONS_00013892.p1
OG0003251	CAEEL01743	TCONS_00007188.p1, TCONS_00007189.p1
OG0003252	CAEEL19657, CAEEL14287	TCONS_00003543.p1
OG0003254	CAEEL15715	TCONS_00010837.p1
OG0003255	CAEEL01327	TCONS_00020100.p1
OG0003257	CAEEL04888	TCONS_00010798.p1, TCONS_00010797.p1
OG0003258	CAEEL04539	TCONS_00051629.p1
OG0003259	CAEEL11844	TCONS_00030717.p1
OG0003263	CAEEL12235	TCONS_00013622.p1
OG0003266	CAEEL05061	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1
OG0003267	CAEEL11406	TCONS_00031423.p1
OG0003268	CAEEL00711	TCONS_00008149.p1
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	TCONS_00013521.p1
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	TCONS_00049298.p1, TCONS_00049296.p1
OG0003273	CAEEL08538	TCONS_00009692.p1
OG0003275	CAEEL01894	TCONS_00020755.p1
OG0003276	CAEEL05343	TCONS_00016002.p1, TCONS_00010557.p1
OG0003277	CAEEL10684	TCONS_00049210.p1
OG0003279	CAEEL09246	TCONS_00041744.p1
OG0003280	CAEEL20448	TCONS_00039790.p1, TCONS_00039792.p1
OG0003281	CAEEL19540	TCONS_00021791.p1
OG0003282	CAEEL04466	TCONS_00027650.p1
OG0003283	CAEEL10540	TCONS_00049262.p1
OG0003284	CAEEL20144	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	CAEEL11061	TCONS_00013948.p1
OG0003287	CAEEL09759	TCONS_00057175.p1
OG0003288	CAEEL07836	TCONS_00043817.p1
OG0003289	CAEEL00474	TCONS_00044248.p1
OG0003290	CAEEL07995, CAEEL07996	TCONS_00015060.p1
OG0003291	CAEEL07282	TCONS_00005261.p1
OG0003293	CAEEL09078	TCONS_00019456.p1
OG0003296	CAEEL07972	TCONS_00006223.p1
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	TCONS_00013842.p1
OG0003298	CAEEL00404	TCONS_00043866.p1
OG0003301	CAEEL11183	TCONS_00056136.p1
OG0003303	CAEEL08080	TCONS_00010442.p1
OG0003305	CAEEL04396	TCONS_00045454.p1, TCONS_00045430.p1
OG0003306	CAEEL11131	TCONS_00048857.p1
OG0003307	CAEEL09527	TCONS_00031062.p1
OG0003309	CAEEL07134	TCONS_00018873.p1
OG0003311	CAEEL06729	TCONS_00018844.p1
OG0003316	CAEEL06426	TCONS_00051522.p1
OG0003317	CAEEL11191	TCONS_00014439.p1
OG0003318	CAEEL00777	TCONS_00048242.p1
OG0003320	CAEEL05307	TCONS_00026069.p1
OG0003323	CAEEL08557, CAEEL08556	TCONS_00015010.p1
OG0003325	CAEEL11598	TCONS_00031296.p1
OG0003327	CAEEL15863	TCONS_00016375.p1
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	TCONS_00008822.p1, TCONS_00008820.p1
OG0003330	CAEEL02745	TCONS_00028960.p1
OG0003331	CAEEL07758	TCONS_00006506.p1
OG0003332	CAEEL15994, CAEEL15100	TCONS_00046195.p1, TCONS_00046192.p1
OG0003333	CAEEL05869	TCONS_00036252.p1
OG0003335	CAEEL06219	TCONS_00011485.p1
OG0003336	CAEEL18158	TCONS_00014647.p1
OG0003337	CAEEL05608	TCONS_00051325.p1, TCONS_00051418.p1
OG0003340	CAEEL05767	TCONS_00017094.p1
OG0003341	CAEEL15411	TCONS_00003609.p1
OG0003343	CAEEL02966	TCONS_00006521.p1
OG0003344	CAEEL04271	TCONS_00046687.p1
OG0003348	CAEEL00995	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	CAEEL11343	TCONS_00030123.p1
OG0003350	CAEEL18859	TCONS_00022739.p1
OG0003354	CAEEL07057	TCONS_00033398.p1, TCONS_00032835.p1
OG0003356	CAEEL05068	TCONS_00012899.p1
OG0003357	CAEEL05202	TCONS_00026252.p1
OG0003358	CAEEL15398	TCONS_00048237.p1
OG0003359	CAEEL08412	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	CAEEL09119	TCONS_00011165.p1
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	TCONS_00011047.p1
OG0003363	CAEEL04399	TCONS_00055673.p1
OG0003364	CAEEL06262	TCONS_00037083.p1
OG0003366	CAEEL13316, CAEEL13290	TCONS_00011117.p1
OG0003368	CAEEL04652	TCONS_00027072.p1
OG0003369	CAEEL11911	TCONS_00030861.p1
OG0003370	CAEEL19630, CAEEL09274	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1, TCONS_00044504.p1
OG0003372	CAEEL04956	TCONS_00053297.p1
OG0003374	CAEEL09698	TCONS_00054992.p1
OG0003375	CAEEL19093	TCONS_00027996.p1
OG0003375	CAEEL04860	TCONS_00029030.p1
OG0003377	CAEEL19646	TCONS_00023122.p1
OG0003378	CAEEL04638	TCONS_00023058.p1, TCONS_00023089.p1
OG0003380	CAEEL07698, CAEEL08643	TCONS_00006819.p1
OG0003384	CAEEL12353	TCONS_00027067.p1
OG0003386	CAEEL04616	TCONS_00052234.p1
OG0003387	CAEEL12649, CAEEL12648	TCONS_00005038.p1
OG0003392	CAEEL18713	TCONS_00014589.p1
OG0003394	CAEEL09212	TCONS_00019998.p1
OG0003401	CAEEL18173, CAEEL19529	TCONS_00015311.p1
OG0003419	CAEEL20583, CAEEL07865	TCONS_00040540.p1
OG0003421	CAEEL18393	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1
OG0003425	CAEEL12188	TCONS_00029551.p1
OG0003426	CAEEL06462	TCONS_00028995.p1
OG0003429	CAEEL00390	TCONS_00036739.p1
OG0003430	CAEEL05290	TCONS_00035290.p1
OG0003431	CAEEL20649	TCONS_00057200.p1
OG0003433	CAEEL17744	TCONS_00021164.p1
OG0003434	CAEEL08434	TCONS_00031599.p1
OG0003435	CAEEL04157	TCONS_00010051.p1
OG0003439	CAEEL10524	TCONS_00022916.p1
OG0003443	CAEEL18884	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003444	CAEEL04842	TCONS_00037790.p1
OG0003448	CAEEL01220	TCONS_00007006.p1, TCONS_00007007.p1
OG0003450	CAEEL06420	TCONS_00043348.p1, TCONS_00043337.p1
OG0003451	CAEEL02776, CAEEL02805	TCONS_00002411.p1
OG0003452	CAEEL02730	TCONS_00026077.p1
OG0003453	CAEEL11697	TCONS_00005573.p1
OG0003454	CAEEL07771	TCONS_00057051.p1
OG0003455	CAEEL01134	TCONS_00055264.p1
OG0003456	CAEEL00212, CAEEL00213	TCONS_00013273.p1
OG0003457	CAEEL19244	TCONS_00018135.p1
OG0003458	CAEEL14113	TCONS_00034693.p1, TCONS_00034755.p1
OG0003459	CAEEL16050	TCONS_00011141.p1
OG0003460	CAEEL19133	TCONS_00009899.p1
OG0003462	CAEEL11837	TCONS_00015415.p1
OG0003463	CAEEL07464	TCONS_00010682.p1, TCONS_00010685.p1
OG0003464	CAEEL15673	TCONS_00012311.p1
OG0003465	CAEEL00222	TCONS_00016466.p1
OG0003466	CAEEL06482	TCONS_00026627.p1
OG0003467	CAEEL09664	TCONS_00007054.p1
OG0003468	CAEEL10655	TCONS_00010320.p1
OG0003469	CAEEL09108	TCONS_00008558.p1
OG0003472	CAEEL07680, CAEEL07681	TCONS_00043524.p1
OG0003473	CAEEL09171	TCONS_00018879.p1
OG0003475	CAEEL01731	TCONS_00001181.p1, TCONS_00001191.p1
OG0003477	CAEEL02502	TCONS_00046338.p1
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	TCONS_00009936.p1, TCONS_00009948.p1
OG0003479	CAEEL12384	TCONS_00047360.p1
OG0003480	CAEEL01792	TCONS_00007841.p1
OG0003486	CAEEL04926	TCONS_00001225.p1
OG0003487	CAEEL02123	TCONS_00026217.p1
OG0003489	CAEEL00223	TCONS_00017830.p1
OG0003491	CAEEL18627, CAEEL05479	TCONS_00022792.p1, TCONS_00022795.p1
OG0003496	CAEEL01506	TCONS_00042095.p1
OG0003498	CAEEL16452	TCONS_00018101.p1
OG0003500	CAEEL01125	TCONS_00016487.p1
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	TCONS_00052580.p1
OG0003502	CAEEL02400, CAEEL02281	TCONS_00004748.p1
OG0003503	CAEEL04457, CAEEL04454	TCONS_00012915.p1
OG0003505	CAEEL07950	TCONS_00008629.p1
OG0003506	CAEEL05248	TCONS_00042743.p1
OG0003507	CAEEL05679	TCONS_00052832.p1
OG0003508	CAEEL17418	TCONS_00056773.p1
OG0003509	CAEEL04891	TCONS_00051123.p1
OG0003511	CAEEL08351	TCONS_00027853.p1
OG0003513	CAEEL07182	TCONS_00055574.p1
OG0003514	CAEEL12733, CAEEL12734	TCONS_00048015.p1, TCONS_00047997.p1
OG0003515	CAEEL06636	TCONS_00042609.p1
OG0003517	CAEEL05196	TCONS_00037571.p1, TCONS_00037565.p1
OG0003518	CAEEL01719	TCONS_00007976.p1
OG0003519	CAEEL07239	TCONS_00057255.p1
OG0003522	CAEEL06276	TCONS_00013623.p1
OG0003523	CAEEL18694	TCONS_00050093.p1, TCONS_00051275.p1
OG0003524	CAEEL04264, CAEEL04265	TCONS_00050096.p1
OG0003526	CAEEL16001	TCONS_00011200.p1
OG0003528	CAEEL00365	TCONS_00000892.p1, TCONS_00000893.p1
OG0003531	CAEEL15168, CAEEL18062	TCONS_00010091.p1
OG0003532	CAEEL05027	TCONS_00051905.p1
OG0003538	CAEEL11099	TCONS_00044141.p1
OG0003539	CAEEL05895	TCONS_00019206.p1
OG0003541	CAEEL01632	TCONS_00018913.p1
OG0003542	CAEEL01115	TCONS_00012622.p1, TCONS_00012623.p1
OG0003543	CAEEL08637	TCONS_00055790.p1
OG0003544	CAEEL06236, CAEEL08896	TCONS_00046341.p1
OG0003545	CAEEL12984	TCONS_00013272.p1
OG0003548	CAEEL19888	TCONS_00027368.p1
OG0003550	CAEEL06728	TCONS_00019051.p1
OG0003551	CAEEL05919	TCONS_00052907.p1
OG0003552	CAEEL18151	TCONS_00015339.p1
OG0003554	CAEEL05099	TCONS_00026112.p1
OG0003556	CAEEL11919	TCONS_00046619.p1
OG0003560	CAEEL04113	TCONS_00010190.p1
OG0003561	CAEEL01643	TCONS_00000395.p1
OG0003562	CAEEL19208, CAEEL04183	TCONS_00018209.p1
OG0003563	CAEEL07782	TCONS_00012912.p1
OG0003564	CAEEL18104	TCONS_00026983.p1
OG0003566	CAEEL04245	TCONS_00036670.p1, TCONS_00036691.p1
OG0003567	CAEEL15549	TCONS_00013825.p1
OG0003569	CAEEL10722	TCONS_00049703.p1
OG0003570	CAEEL08761	TCONS_00038273.p1, TCONS_00038298.p1
OG0003571	CAEEL00659	TCONS_00008075.p1
OG0003573	CAEEL10174, CAEEL18886	TCONS_00006509.p1
OG0003577	CAEEL07169	TCONS_00019459.p1
OG0003578	CAEEL08037	TCONS_00005625.p1
OG0003579	CAEEL10103	TCONS_00030567.p1
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	TCONS_00017960.p1, TCONS_00016901.p1
OG0003582	CAEEL10165, CAEEL10958	TCONS_00049811.p1
OG0003597	CAEEL05204	TCONS_00037741.p1
OG0003598	CAEEL20069	TCONS_00016130.p1
OG0003599	CAEEL01022	TCONS_00029425.p1
OG0003604	CAEEL08873	TCONS_00006087.p1
OG0003606	CAEEL01180	TCONS_00001243.p1
OG0003607	CAEEL05764	TCONS_00009514.p1
OG0003611	CAEEL15351	TCONS_00026984.p1
OG0003612	CAEEL12107	TCONS_00054661.p1
OG0003613	CAEEL10330	TCONS_00037548.p1
OG0003615	CAEEL04572	TCONS_00054640.p1
OG0003618	CAEEL10379	TCONS_00044972.p1
OG0003619	CAEEL19948, CAEEL09130	TCONS_00043918.p1
OG0003620	CAEEL05074	TCONS_00027300.p1
OG0003621	CAEEL18738	TCONS_00001275.p1
OG0003623	CAEEL11847	TCONS_00050642.p1
OG0003624	CAEEL11456	TCONS_00047934.p1, TCONS_00047920.p1
OG0003629	CAEEL18064	TCONS_00021339.p1
OG0003630	CAEEL01945	TCONS_00006358.p1
OG0003632	CAEEL04287	TCONS_00051362.p1
OG0003638	CAEEL14206	TCONS_00003511.p1
OG0003640	CAEEL01151	TCONS_00004132.p1
OG0003641	CAEEL02290	TCONS_00009159.p1
OG0003644	CAEEL07060	TCONS_00016060.p1
OG0003645	CAEEL08952	TCONS_00042488.p1
OG0003646	CAEEL04268	TCONS_00029784.p1
OG0003647	CAEEL08061	TCONS_00027854.p1
OG0003649	CAEEL02106	TCONS_00027915.p1
OG0003650	CAEEL01596	TCONS_00045964.p1
OG0003652	CAEEL00198, CAEEL00197	TCONS_00002146.p1
OG0003655	CAEEL01543	TCONS_00000200.p1
OG0003656	CAEEL00717	TCONS_00020357.p1
OG0003657	CAEEL18724	TCONS_00032983.p1
OG0003658	CAEEL17892	TCONS_00032273.p1
OG0003659	CAEEL00820	TCONS_00003686.p1
OG0003661	CAEEL11758	TCONS_00032274.p1
OG0003664	CAEEL10164	TCONS_00024736.p1, TCONS_00024643.p1
OG0003666	CAEEL12155	TCONS_00047692.p1
OG0003667	CAEEL14775	TCONS_00005804.p1, TCONS_00005788.p1
OG0003668	CAEEL09161, CAEEL09163	TCONS_00029645.p1
OG0003669	CAEEL08786, CAEEL08784	TCONS_00053763.p1
OG0003672	CAEEL12653	TCONS_00014351.p1
OG0003677	CAEEL08632	TCONS_00056120.p1
OG0003678	CAEEL03764	TCONS_00054343.p1
OG0003679	CAEEL14380	TCONS_00017789.p1
OG0003680	CAEEL10627	TCONS_00002910.p1
OG0003681	CAEEL03276	TCONS_00030595.p1
OG0003686	CAEEL01983	TCONS_00008641.p1
OG0003688	CAEEL03025	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1
OG0003689	CAEEL07514	TCONS_00056117.p1
OG0003690	CAEEL08798	TCONS_00010756.p1
OG0003692	CAEEL09322	TCONS_00026517.p1
OG0003693	CAEEL09517	TCONS_00048357.p1
OG0003694	CAEEL08779	TCONS_00019312.p1
OG0003695	CAEEL18980	TCONS_00015112.p1, TCONS_00014508.p1
OG0003697	CAEEL07546	TCONS_00012511.p1
OG0003698	CAEEL05872	TCONS_00026609.p1
OG0003700	CAEEL08489	TCONS_00012360.p1
OG0003701	CAEEL04838	TCONS_00045362.p1
OG0003702	CAEEL19917	TCONS_00004464.p1
OG0003704	CAEEL02747	TCONS_00046090.p1
OG0003708	CAEEL02697, CAEEL19979	TCONS_00000585.p1
OG0003710	CAEEL05057	TCONS_00001097.p1
OG0003712	CAEEL12274	TCONS_00012419.p1
OG0003716	CAEEL00239	TCONS_00050423.p1
OG0003718	CAEEL00456	TCONS_00003037.p1
OG0003719	CAEEL01088	TCONS_00028257.p1
OG0003720	CAEEL18727	TCONS_00014920.p1
OG0003721	CAEEL19092	TCONS_00009979.p1
OG0003724	CAEEL04996	TCONS_00051898.p1
OG0003725	CAEEL04639	TCONS_00052910.p1
OG0003727	CAEEL20128	TCONS_00039380.p1, TCONS_00040220.p1
OG0003729	CAEEL16477	TCONS_00003109.p1
OG0003731	CAEEL14842	TCONS_00011687.p1
OG0003732	CAEEL10948	TCONS_00021737.p1
OG0003733	CAEEL05542	TCONS_00052651.p1
OG0003734	CAEEL18003	TCONS_00015817.p1
OG0003735	CAEEL04830, CAEEL04829	TCONS_00002106.p1, TCONS_00002105.p1, TCONS_00002113.p1
OG0003736	CAEEL10845	TCONS_00056575.p1
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	TCONS_00016153.p1
OG0003739	CAEEL06789	TCONS_00055464.p1
OG0003740	CAEEL07837	TCONS_00024141.p1
OG0003741	CAEEL07870	TCONS_00034776.p1
OG0003743	CAEEL12238	TCONS_00000185.p1
OG0003745	CAEEL16018, CAEEL17606	TCONS_00006756.p1
OG0003746	CAEEL07398	TCONS_00055721.p1
OG0003747	CAEEL02767	TCONS_00046166.p1
OG0003748	CAEEL00242	TCONS_00049131.p1
OG0003749	CAEEL20507	TCONS_00025714.p1, TCONS_00025707.p1
OG0003750	CAEEL05076	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1
OG0003752	CAEEL04520	TCONS_00057226.p1
OG0003753	CAEEL18657	TCONS_00012646.p1
OG0003754	CAEEL19668, CAEEL05669	TCONS_00025033.p1, TCONS_00023166.p1
OG0003755	CAEEL09173	TCONS_00005695.p1, TCONS_00038918.p1, TCONS_00005696.p1
OG0003756	CAEEL01606	TCONS_00009191.p1
OG0003758	CAEEL05748	TCONS_00038650.p1
OG0003759	CAEEL09625	TCONS_00050120.p1
OG0003761	CAEEL19863	TCONS_00033664.p1
OG0003764	CAEEL15954	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	TCONS_00009338.p1
OG0003767	CAEEL07794	TCONS_00046050.p2
OG0003768	CAEEL07458	TCONS_00024314.p1, TCONS_00024317.p1, TCONS_00024305.p1, TCONS_00024316.p1
OG0003771	CAEEL18560, CAEEL05367	TCONS_00014140.p1
OG0003775	CAEEL06672	TCONS_00012497.p1
OG0003776	CAEEL14271	TCONS_00032725.p1, TCONS_00032743.p1
OG0003778	CAEEL10576	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1
OG0003779	CAEEL12785	TCONS_00021938.p1
OG0003780	CAEEL20711	TCONS_00022119.p1, TCONS_00022118.p1
OG0003795	CAEEL09855	TCONS_00049781.p1
OG0003798	CAEEL11938	TCONS_00016653.p1
OG0003803	CAEEL19629	TCONS_00015861.p1
OG0003806	CAEEL10842	TCONS_00014048.p1
OG0003807	CAEEL06933	TCONS_00012280.p1
OG0003808	CAEEL08177	TCONS_00017543.p1
OG0003811	CAEEL07020	TCONS_00043382.p1
OG0003812	CAEEL07296	TCONS_00050555.p1
OG0003813	CAEEL10820	TCONS_00030409.p1
OG0003818	CAEEL15512	TCONS_00043595.p1
OG0003821	CAEEL09346	TCONS_00048803.p1
OG0003824	CAEEL17849	TCONS_00041559.p1, TCONS_00027662.p1
OG0003825	CAEEL18577	TCONS_00027692.p1, TCONS_00027691.p1
OG0003826	CAEEL02634	TCONS_00006654.p1
OG0003827	CAEEL04098	TCONS_00053570.p1, TCONS_00053571.p1
OG0003829	CAEEL08428	TCONS_00041768.p1
OG0003831	CAEEL08097	TCONS_00041986.p1, TCONS_00041979.p1
OG0003832	CAEEL11899	TCONS_00047965.p1
OG0003833	CAEEL05813, CAEEL14180	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1
OG0003834	CAEEL00145	TCONS_00008744.p1
OG0003837	CAEEL11909, CAEEL11910	TCONS_00013327.p1
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	TCONS_00042726.p1
OG0003839	CAEEL11415	TCONS_00015241.p1
OG0003840	CAEEL01767	TCONS_00056576.p1
OG0003841	CAEEL10859, CAEEL18915	TCONS_00015618.p1
OG0003843	CAEEL14293	TCONS_00009505.p1, TCONS_00010868.p1
OG0003846	CAEEL00811, CAEEL18648	TCONS_00027628.p1
OG0003847	CAEEL07371	TCONS_00055246.p1
OG0003847	CAEEL06874	TCONS_00001462.p1
OG0003848	CAEEL08837	TCONS_00014970.p1
OG0003850	CAEEL11705	TCONS_00000960.p1
OG0003851	CAEEL08777	TCONS_00032794.p1
OG0003852	CAEEL00155	TCONS_00020658.p1
OG0003853	CAEEL13793	TCONS_00011922.p1
OG0003854	CAEEL01789	TCONS_00029018.p1
OG0003856	CAEEL07428	TCONS_00013066.p1
OG0003857	CAEEL19675	TCONS_00013404.p1
OG0003858	CAEEL06932	TCONS_00011927.p1
OG0003863	CAEEL18943	TCONS_00026709.p1
OG0003864	CAEEL01846	TCONS_00011878.p1
OG0003865	CAEEL02514	TCONS_00003872.p1
OG0003866	CAEEL00295	TCONS_00001305.p1
OG0003867	CAEEL15761	TCONS_00050625.p1
OG0003868	CAEEL18485	TCONS_00014972.p1
OG0003869	CAEEL00094	TCONS_00055343.p1
OG0003870	CAEEL17745	TCONS_00025664.p1
OG0003872	CAEEL14869	TCONS_00006031.p1
OG0003873	CAEEL07437	TCONS_00024533.p1, TCONS_00052093.p1
OG0003875	CAEEL00868	TCONS_00023388.p1, TCONS_00023352.p1
OG0003876	CAEEL04369	TCONS_00053735.p1
