Orthogroup	CAEEL	ORYLA
OG0002782	CAEEL13024	ORYLA03021, ORYLA04664, ORYLA18620
OG0002785	CAEEL04710	ORYLA06284, ORYLA17343, ORYLA02417
OG0002786	CAEEL00215	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650
OG0002787	CAEEL00388	ORYLA20316
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	ORYLA14654
OG0002790	CAEEL07625	ORYLA03569
OG0002791	CAEEL08790	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124
OG0002793	CAEEL00646	ORYLA07270
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	ORYLA12451, ORYLA19180
OG0002799	CAEEL06026	ORYLA16295
OG0002813	CAEEL12256	ORYLA13821, ORYLA02183, ORYLA20283
OG0002814	CAEEL11682	ORYLA04993, ORYLA08092, ORYLA04148
OG0002817	CAEEL16563	ORYLA10713, ORYLA11993
OG0002818	CAEEL12185	ORYLA15484, ORYLA15048
OG0002821	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031	ORYLA13169, ORYLA06382
OG0002824	CAEEL09125	ORYLA09339, ORYLA06204
OG0002825	CAEEL11091	ORYLA11065, ORYLA12342
OG0002826	CAEEL14759	ORYLA11355, ORYLA03113
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595	ORYLA03128
OG0002830	CAEEL15477	ORYLA11471, ORYLA10187
OG0002833	CAEEL18192	ORYLA08022
OG0002835	CAEEL11751	ORYLA05983, ORYLA02044
OG0002836	CAEEL06399	ORYLA19854, ORYLA03764
OG0002837	CAEEL08616	ORYLA09113, ORYLA07584, ORYLA12792
OG0002839	CAEEL19253, CAEEL00645	ORYLA05647
OG0002841	CAEEL12135, CAEEL12134	ORYLA15081, ORYLA11075
OG0002842	CAEEL06196	ORYLA02771, ORYLA13461
OG0002843	CAEEL07774, CAEEL07773	ORYLA17609
OG0002844	CAEEL10756	ORYLA20136
OG0002845	CAEEL09656	ORYLA12140
OG0002847	CAEEL06961	ORYLA19257, ORYLA19258
OG0002848	CAEEL07668	ORYLA08986
OG0002850	CAEEL15763	ORYLA03637
OG0002851	CAEEL00708	ORYLA04060, ORYLA10594, ORYLA03173
OG0002854	CAEEL18825	ORYLA12873
OG0002858	CAEEL12093	ORYLA01755, ORYLA12296
OG0002860	CAEEL11643	ORYLA16257
OG0002866	CAEEL03096	ORYLA02748, ORYLA00604, ORYLA16564
OG0002868	CAEEL05539	ORYLA17446
OG0002873	CAEEL07574	ORYLA19407
OG0002876	CAEEL10277	ORYLA08640, ORYLA04839
OG0002877	CAEEL02920	ORYLA13198
OG0002880	CAEEL11517	ORYLA06975, ORYLA20238, ORYLA11943
OG0002883	CAEEL05948	ORYLA12507
OG0002884	CAEEL01828	ORYLA20174
OG0002889	CAEEL10804	ORYLA14307, ORYLA10855
OG0002891	CAEEL04184, CAEEL01874	ORYLA16619, ORYLA00864
OG0002893	CAEEL02075	ORYLA09714
OG0002894	CAEEL14713	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	CAEEL07602, CAEEL10533	ORYLA11053, ORYLA14341
OG0002896	CAEEL18643	ORYLA09565, ORYLA09164
OG0002898	CAEEL13137	ORYLA00671, ORYLA00670
OG0002899	CAEEL01046	ORYLA05880, ORYLA13052
OG0002906	CAEEL05147	ORYLA19340, ORYLA14581
OG0002907	CAEEL01271	ORYLA02959, ORYLA14978
OG0002909	CAEEL11759	ORYLA15541, ORYLA10906
OG0002910	CAEEL04697	ORYLA10834
OG0002912	CAEEL00640	ORYLA12570
OG0002913	CAEEL02893	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057
OG0002914	CAEEL18409	ORYLA15001
OG0002915	CAEEL02902	ORYLA15159, ORYLA06424
OG0002916	CAEEL04244	ORYLA12904, ORYLA02397
OG0002919	CAEEL00259	ORYLA19627, ORYLA12045, ORYLA13148
OG0002921	CAEEL06148	ORYLA16247
OG0002925	CAEEL01723, CAEEL07404	ORYLA05522, ORYLA14140, ORYLA01643
OG0002927	CAEEL01626	ORYLA05678
OG0002944	CAEEL11414	ORYLA11503, ORYLA15960, ORYLA09073
OG0002947	CAEEL06268	ORYLA18625
OG0002949	CAEEL05799	ORYLA05800
OG0002952	CAEEL09036	ORYLA04612
OG0002953	CAEEL11622	ORYLA13902
OG0002955	CAEEL01420	ORYLA10112
OG0002957	CAEEL02702	ORYLA09640
OG0002959	CAEEL12413, CAEEL12412	ORYLA11532, ORYLA10475
OG0002960	CAEEL01541	ORYLA01661, ORYLA05586
OG0002961	CAEEL16453, CAEEL14328	ORYLA11825
OG0002962	CAEEL20383	ORYLA19692, ORYLA16540
OG0002964	CAEEL19811	ORYLA17126, ORYLA00048, ORYLA16902
OG0002965	CAEEL01992	ORYLA05185, ORYLA05184
OG0002966	CAEEL08468, CAEEL19347	ORYLA02492
OG0002967	CAEEL20418, CAEEL02925	ORYLA03303
OG0002968	CAEEL01853	ORYLA02038
OG0002969	CAEEL14216	ORYLA07908
OG0002973	CAEEL09565	ORYLA14521, ORYLA18854
OG0002974	CAEEL01320	ORYLA05639, ORYLA12657
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	ORYLA17659
OG0002977	CAEEL07234, CAEEL07233	ORYLA03469
OG0002978	CAEEL16463	ORYLA01067, ORYLA11348, ORYLA10261
OG0002982	CAEEL01855	ORYLA05260
OG0002985	CAEEL08353	ORYLA16699, ORYLA00625
OG0002986	CAEEL10835	ORYLA15829, ORYLA13959, ORYLA20331
OG0002987	CAEEL17800, CAEEL18018	ORYLA15486, ORYLA01526
OG0002990	CAEEL08773	ORYLA04627
OG0002991	CAEEL09004	ORYLA04672
OG0002996	CAEEL10716	ORYLA15037, ORYLA15923, ORYLA14260
OG0003001	CAEEL10876	ORYLA09162, ORYLA09863, ORYLA06603
OG0003003	CAEEL14387	ORYLA19741, ORYLA02206, ORYLA11693
OG0003004	CAEEL15423	ORYLA10597, ORYLA03379
OG0003005	CAEEL16758	ORYLA05246
OG0003006	CAEEL10145	ORYLA16962
OG0003008	CAEEL20335	ORYLA06672, ORYLA13325
OG0003012	CAEEL05983	ORYLA13725, ORYLA14487
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	ORYLA11816, ORYLA12535
OG0003016	CAEEL09225	ORYLA00344, ORYLA19566
OG0003017	CAEEL07049, CAEEL16441	ORYLA05397, ORYLA19080
OG0003018	CAEEL08487	ORYLA04241, ORYLA03378
OG0003019	CAEEL04592	ORYLA11447
OG0003024	CAEEL13204, CAEEL13203	ORYLA12540
OG0003025	CAEEL08836	ORYLA16836, ORYLA06771
OG0003026	CAEEL10688, CAEEL12186	ORYLA00734
OG0003027	CAEEL06663	ORYLA17665, ORYLA15116
OG0003028	CAEEL02985	ORYLA02137
OG0003029	CAEEL01558	ORYLA02221, ORYLA15312
OG0003030	CAEEL11859	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	CAEEL06431	ORYLA16489, ORYLA08839
OG0003033	CAEEL00703	ORYLA09580
OG0003035	CAEEL02722	ORYLA12815, ORYLA17690
OG0003036	CAEEL01143	ORYLA06888, ORYLA13097
OG0003038	CAEEL20474	ORYLA03300, ORYLA05385
OG0003040	CAEEL02041	ORYLA07281, ORYLA07280
OG0003042	CAEEL04188	ORYLA09859
OG0003043	CAEEL07390	ORYLA13460
OG0003044	CAEEL07715	ORYLA04573
OG0003046	CAEEL04364	ORYLA15260, ORYLA06310
OG0003049	CAEEL04812	ORYLA17432, ORYLA12852, ORYLA06667
OG0003050	CAEEL15836	ORYLA00454, ORYLA19968
OG0003054	CAEEL04777	ORYLA12266, ORYLA09573
OG0003055	CAEEL14225	ORYLA07154, ORYLA12922, ORYLA13644
OG0003059	CAEEL09323	ORYLA00217, ORYLA04759
OG0003060	CAEEL07468, CAEEL11354	ORYLA16613, ORYLA06282, ORYLA13094
OG0003061	CAEEL14261	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382
OG0003062	CAEEL00660	ORYLA06980, ORYLA15949, ORYLA12667
OG0003063	CAEEL03076	ORYLA10950
OG0003064	CAEEL02598	ORYLA13156
OG0003065	CAEEL18732	ORYLA05920, ORYLA02018
OG0003066	CAEEL05161	ORYLA15142, ORYLA14035, ORYLA11126
OG0003072	CAEEL04836	ORYLA13683, ORYLA10914
OG0003073	CAEEL14099	ORYLA14154
OG0003079	CAEEL00217	ORYLA14096, ORYLA06851, ORYLA13613
OG0003086	CAEEL18437	ORYLA13810
OG0003086	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183	ORYLA08071
OG0003104	CAEEL07227	ORYLA02871, ORYLA13475
OG0003106	CAEEL16128	ORYLA14898
OG0003107	CAEEL20421, CAEEL01359	ORYLA15014, ORYLA12389
OG0003108	CAEEL04120	ORYLA11282, ORYLA15369
OG0003110	CAEEL17888	ORYLA09478
OG0003111	CAEEL01566	ORYLA00857
OG0003112	CAEEL12136	ORYLA05183
OG0003113	CAEEL16673, CAEEL01071	ORYLA10064, ORYLA10065
OG0003114	CAEEL15726	ORYLA07363
OG0003115	CAEEL00022	ORYLA06857, ORYLA17487
OG0003116	CAEEL07734	ORYLA20434
OG0003118	CAEEL08193, CAEEL08192	ORYLA16184, ORYLA10022, ORYLA08702
OG0003119	CAEEL16382	ORYLA04168, ORYLA20444
OG0003121	CAEEL00414	ORYLA14892, ORYLA13008
OG0003124	CAEEL07676	ORYLA02774
OG0003126	CAEEL04789, CAEEL04979	ORYLA02613
OG0003128	CAEEL04713	ORYLA00377
OG0003129	CAEEL06414, CAEEL06415	ORYLA15338
OG0003130	CAEEL08052	ORYLA03739
OG0003132	CAEEL15119	ORYLA02170
OG0003135	CAEEL06638	ORYLA03082
OG0003136	CAEEL10810	ORYLA03448, ORYLA10254
OG0003141	CAEEL03719, CAEEL03720	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	CAEEL00482	ORYLA17712
OG0003143	CAEEL11409	ORYLA18757
OG0003144	CAEEL01625	ORYLA12539, ORYLA04082
OG0003145	CAEEL05190	ORYLA13404, ORYLA06360
OG0003146	CAEEL20170	ORYLA11707
OG0003147	CAEEL17136, CAEEL18421	ORYLA20499
OG0003148	CAEEL16560	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	ORYLA05759
OG0003150	CAEEL11024	ORYLA01440, ORYLA09448
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	ORYLA09212, ORYLA15558, ORYLA14255
OG0003153	CAEEL07561	ORYLA18339
OG0003154	CAEEL15184	ORYLA06654
OG0003157	CAEEL07518, CAEEL07519	ORYLA04495
OG0003158	CAEEL08310	ORYLA08610, ORYLA09460, ORYLA08913
OG0003160	CAEEL18381, CAEEL02061	ORYLA05070, ORYLA19915
OG0003161	CAEEL15582, CAEEL20219	ORYLA18915, ORYLA10523, ORYLA18916
OG0003164	CAEEL08130	ORYLA20487, ORYLA00816
OG0003169	CAEEL11868	ORYLA09698
OG0003172	CAEEL06299	ORYLA09854
OG0003174	CAEEL11561	ORYLA20481
OG0003176	CAEEL02038	ORYLA12690
OG0003178	CAEEL14891	ORYLA03270
OG0003179	CAEEL12173	ORYLA00445
OG0003181	CAEEL11684	ORYLA00243
OG0003182	CAEEL01167	ORYLA06751
OG0003184	CAEEL10967	ORYLA01211, ORYLA07345
OG0003185	CAEEL04813	ORYLA12363, ORYLA15072
OG0003187	CAEEL16181	ORYLA12776
OG0003189	CAEEL04624	ORYLA04108
OG0003191	CAEEL09839	ORYLA18538, ORYLA15754
OG0003193	CAEEL17615	ORYLA12245, ORYLA09712
OG0003197	CAEEL11467	ORYLA18639
OG0003199	CAEEL11688	ORYLA15973, ORYLA15714
OG0003202	CAEEL12123	ORYLA02354
OG0003203	CAEEL08247	ORYLA02126, ORYLA16448
OG0003206	CAEEL08436	ORYLA16318
OG0003207	CAEEL11116	ORYLA14484, ORYLA19094
OG0003210	CAEEL11876	ORYLA02461, ORYLA06655
OG0003212	CAEEL11323	ORYLA15489, ORYLA10940
OG0003214	CAEEL08551	ORYLA09799
OG0003215	CAEEL02895	ORYLA00108, ORYLA19619
OG0003217	CAEEL06035, CAEEL06032	ORYLA13146, ORYLA02509
OG0003218	CAEEL08847	ORYLA19022
OG0003219	CAEEL16215	ORYLA07225, ORYLA00485
OG0003221	CAEEL20740, CAEEL00629, CAEEL00088	ORYLA02164, ORYLA02047
OG0003222	CAEEL00115	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	CAEEL00485	ORYLA15511
OG0003224	CAEEL05675	ORYLA08420
OG0003225	CAEEL04615, CAEEL20133	ORYLA19236, ORYLA19235
OG0003226	CAEEL04904, CAEEL04903	ORYLA12048
OG0003228	CAEEL14683	ORYLA10708
OG0003229	CAEEL10166	ORYLA07923, ORYLA01487
OG0003230	CAEEL06311	ORYLA08114
OG0003231	CAEEL02077	ORYLA20228
OG0003232	CAEEL04540	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070
OG0003235	CAEEL11765	ORYLA20268
OG0003236	CAEEL15067	ORYLA16788
OG0003251	CAEEL01743	ORYLA05486, ORYLA12659
OG0003252	CAEEL19657	ORYLA11431, ORYLA10758
OG0003254	CAEEL15715	ORYLA01055
OG0003255	CAEEL01327	ORYLA01639
OG0003257	CAEEL04888	ORYLA11994, ORYLA10700
OG0003258	CAEEL04539	ORYLA13111
OG0003259	CAEEL11844	ORYLA17769
OG0003263	CAEEL12235	ORYLA05786
OG0003266	CAEEL05061	ORYLA03848, ORYLA04542
OG0003267	CAEEL11406	ORYLA17915, ORYLA19756
OG0003268	CAEEL00711	ORYLA01958, ORYLA01959
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	ORYLA07800, ORYLA16726
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	ORYLA14592
OG0003273	CAEEL08538	ORYLA04340
OG0003275	CAEEL01894	ORYLA09029, ORYLA13943
OG0003276	CAEEL05343	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	CAEEL10684	ORYLA20336, ORYLA15828, ORYLA13998
OG0003279	CAEEL09246	ORYLA01238
OG0003280	CAEEL20448	ORYLA05574
OG0003283	CAEEL10540	ORYLA19093
OG0003284	CAEEL20144	ORYLA18705
OG0003286	CAEEL11061	ORYLA16774
OG0003287	CAEEL09759	ORYLA15508, ORYLA11362
OG0003288	CAEEL07836	ORYLA04254
OG0003289	CAEEL00474	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003291	CAEEL07282	ORYLA04004
OG0003293	CAEEL09078	ORYLA14350
OG0003296	CAEEL07972	ORYLA18095, ORYLA02301
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	ORYLA16817
OG0003298	CAEEL00404	ORYLA01355
OG0003301	CAEEL11183	ORYLA12501
OG0003303	CAEEL08080	ORYLA13616
OG0003305	CAEEL04396	ORYLA02939, ORYLA18010
OG0003306	CAEEL11131	ORYLA15915
OG0003307	CAEEL09527	ORYLA00404, ORYLA01512
OG0003309	CAEEL07134	ORYLA09280, ORYLA20068, ORYLA08534
OG0003311	CAEEL06729	ORYLA01367, ORYLA08826, ORYLA06226
OG0003316	CAEEL06426	ORYLA06489
OG0003317	CAEEL11191	ORYLA00142
OG0003318	CAEEL00777	ORYLA14596, ORYLA15728
OG0003320	CAEEL05307	ORYLA17866
OG0003323	CAEEL08557, CAEEL08556	ORYLA02747
OG0003325	CAEEL11598	ORYLA08076, ORYLA04984
OG0003327	CAEEL15863	ORYLA02456, ORYLA06278
OG0003329	CAEEL02070	ORYLA17667, ORYLA02366
OG0003330	CAEEL02745	ORYLA14948
OG0003331	CAEEL07758	ORYLA03745
OG0003332	CAEEL15994, CAEEL15100	ORYLA06788, ORYLA02078
OG0003333	CAEEL05869	ORYLA19135
OG0003335	CAEEL06219	ORYLA10536
OG0003336	CAEEL18158	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	CAEEL05608	ORYLA20124
OG0003340	CAEEL05767	ORYLA05123, ORYLA01941
OG0003341	CAEEL15411	ORYLA00218
OG0003343	CAEEL02966	ORYLA03249
OG0003344	CAEEL04271	ORYLA11978
OG0003348	CAEEL00995	ORYLA07117, ORYLA09434
OG0003349	CAEEL11343	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	CAEEL18859	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003354	CAEEL07057	ORYLA19460, ORYLA19459, ORYLA00204
OG0003356	CAEEL05068	ORYLA00555, ORYLA16745
OG0003357	CAEEL05202	ORYLA01325
OG0003358	CAEEL15398	ORYLA14258
OG0003359	CAEEL08412	ORYLA11531
OG0003360	CAEEL09119	ORYLA10113
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	ORYLA10105, ORYLA03006
OG0003364	CAEEL06262	ORYLA14543, ORYLA16352
OG0003366	CAEEL13316, CAEEL13290	ORYLA19482
OG0003368	CAEEL04652	ORYLA01157
OG0003369	CAEEL11911	ORYLA17954, ORYLA05099
OG0003370	CAEEL19630, CAEEL09274	ORYLA02169, ORYLA05635
OG0003372	CAEEL04956	ORYLA13263, ORYLA19929
OG0003374	CAEEL09698	ORYLA05369
OG0003375	CAEEL04860	ORYLA17409
OG0003377	CAEEL19646	ORYLA12102
OG0003378	CAEEL04638	ORYLA16361, ORYLA12071
OG0003380	CAEEL07698, CAEEL08643	ORYLA02294, ORYLA17353
OG0003384	CAEEL12353	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003386	CAEEL04616	ORYLA06516, ORYLA12917
OG0003387	CAEEL12649, CAEEL12648	ORYLA16634
OG0003392	CAEEL18713	ORYLA00140, ORYLA00535
OG0003394	CAEEL09212	ORYLA09650
OG0003401	CAEEL18173, CAEEL19529	ORYLA18469
OG0003402	CAEEL10926	ORYLA00699, ORYLA16718, ORYLA16656, ORYLA08313
OG0003419	CAEEL20583, CAEEL07865	ORYLA07674
OG0003421	CAEEL18393	ORYLA20432
OG0003425	CAEEL12188	ORYLA19551, ORYLA19552
OG0003426	CAEEL06462	ORYLA01060
OG0003429	CAEEL00390	ORYLA15696
OG0003430	CAEEL05290	ORYLA04134, ORYLA05926
OG0003433	CAEEL17744	ORYLA04481
OG0003434	CAEEL08434	ORYLA08873
OG0003435	CAEEL04157	ORYLA11612, ORYLA10262
OG0003443	CAEEL18884	ORYLA08295, ORYLA10121
OG0003444	CAEEL04842	ORYLA12477, ORYLA15139
OG0003448	CAEEL01220	ORYLA06020, ORYLA12750
OG0003450	CAEEL06420	ORYLA06472
OG0003451	CAEEL02776, CAEEL02805	ORYLA09529
OG0003452	CAEEL02730	ORYLA05284
OG0003454	CAEEL07771	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	CAEEL01134	ORYLA15928
OG0003456	CAEEL00212, CAEEL00213	ORYLA16281
OG0003457	CAEEL19244	ORYLA07032, ORYLA10641
OG0003459	CAEEL16050	ORYLA04696, ORYLA10058
OG0003462	CAEEL11837	ORYLA16610
OG0003463	CAEEL07464	ORYLA18517, ORYLA11792, ORYLA03505
OG0003464	CAEEL15673	ORYLA07795
OG0003465	CAEEL00222	ORYLA17241
OG0003466	CAEEL06482	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	CAEEL09664	ORYLA02217
OG0003469	CAEEL09108	ORYLA15259
OG0003472	CAEEL07680, CAEEL07681	ORYLA09943
OG0003474	CAEEL03909, CAEEL19331	ORYLA11709
OG0003475	CAEEL01731	ORYLA09037
OG0003477	CAEEL02502	ORYLA05136
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	ORYLA10473
OG0003479	CAEEL12384	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003484	CAEEL02712	ORYLA02978, ORYLA12427
OG0003486	CAEEL04926	ORYLA11922
OG0003487	CAEEL02123	ORYLA01531
OG0003489	CAEEL00223	ORYLA10608, ORYLA05128
OG0003491	CAEEL18627, CAEEL05479	ORYLA01435, ORYLA03786, ORYLA08768
OG0003496	CAEEL01506	ORYLA03579
OG0003498	CAEEL16452	ORYLA00351
OG0003500	CAEEL01330	ORYLA11323
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	ORYLA13017
OG0003502	CAEEL02400, CAEEL02281	ORYLA03987
OG0003503	CAEEL04457, CAEEL04454	ORYLA08311
OG0003505	CAEEL07950	ORYLA15188
OG0003506	CAEEL05248	ORYLA03663, ORYLA07315
OG0003507	CAEEL05679	ORYLA13206, ORYLA13567
OG0003508	CAEEL17418	ORYLA09159, ORYLA06715, ORYLA09838
OG0003509	CAEEL04891	ORYLA07419
OG0003510	CAEEL01116	ORYLA05653, ORYLA02192, ORYLA12402
OG0003511	CAEEL08351	ORYLA17668
OG0003513	CAEEL07182	ORYLA19681, ORYLA05692
OG0003514	CAEEL12733, CAEEL12734	ORYLA14323, ORYLA13834, ORYLA20337
OG0003515	CAEEL06636	ORYLA00165
OG0003517	CAEEL05196	ORYLA14850, ORYLA11261
OG0003518	CAEEL01719	ORYLA02219
OG0003519	CAEEL07239	ORYLA06032
OG0003522	CAEEL06276	ORYLA11321, ORYLA10376
OG0003523	CAEEL18694	ORYLA06822
OG0003524	CAEEL04264, CAEEL04265	ORYLA14492
OG0003526	CAEEL16001	ORYLA05238, ORYLA00105, ORYLA08676
OG0003528	CAEEL00365	ORYLA09598
OG0003530	CAEEL19423	ORYLA08384, ORYLA09655
OG0003531	CAEEL15168, CAEEL18062	ORYLA10765, ORYLA01076
OG0003532	CAEEL05027	ORYLA09550
OG0003538	CAEEL11099	ORYLA04723
OG0003539	CAEEL05895	ORYLA00317
OG0003541	CAEEL01632	ORYLA12459
OG0003542	CAEEL01115	ORYLA08039, ORYLA08040
OG0003543	CAEEL08637	ORYLA17038, ORYLA06025
OG0003544	CAEEL06236, CAEEL08896	ORYLA05956
OG0003545	CAEEL12984	ORYLA16290, ORYLA00780, ORYLA16888
OG0003548	CAEEL19888	ORYLA07339, ORYLA19601
OG0003550	CAEEL06728	ORYLA06826, ORYLA09869
OG0003551	CAEEL05919	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	CAEEL18151	ORYLA06559, ORYLA12973
OG0003554	CAEEL05099	ORYLA02272, ORYLA04649
OG0003556	CAEEL11919	ORYLA11308, ORYLA15858, ORYLA16060
OG0003561	CAEEL01643	ORYLA11603, ORYLA09116
OG0003562	CAEEL19208, CAEEL04183	ORYLA16057, ORYLA05508
OG0003563	CAEEL07782	ORYLA08166
OG0003564	CAEEL18104	ORYLA02602, ORYLA17999, ORYLA01509
OG0003566	CAEEL04245	ORYLA12377
OG0003567	CAEEL15549	ORYLA16922
OG0003569	CAEEL10722	ORYLA14706, ORYLA13674
OG0003570	CAEEL08761	ORYLA06235, ORYLA06236
OG0003571	CAEEL00659	ORYLA05684, ORYLA15032
OG0003573	CAEEL10174, CAEEL18886	ORYLA18884
OG0003577	CAEEL07169	ORYLA05673
OG0003578	CAEEL08037	ORYLA19177
OG0003579	CAEEL10103	ORYLA07706
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	ORYLA04075
OG0003582	CAEEL10165, CAEEL10958	ORYLA13955
OG0003585	CAEEL19947	ORYLA11777, ORYLA05515, ORYLA06296, ORYLA15519, ORYLA16072
OG0003587	CAEEL01025	ORYLA19429
OG0003598	CAEEL20069	ORYLA13193, ORYLA02886
OG0003599	CAEEL01022	ORYLA07506
OG0003604	CAEEL08873	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003607	CAEEL05764	ORYLA08341
OG0003611	CAEEL15351	ORYLA01222
OG0003612	CAEEL12107	ORYLA05697
OG0003613	CAEEL10330	ORYLA14322, ORYLA13861
OG0003615	CAEEL04572	ORYLA07166
OG0003617	CAEEL08768, CAEEL00622	ORYLA20096
OG0003618	CAEEL10379	ORYLA09085
OG0003619	CAEEL19948, CAEEL09130	ORYLA00995
OG0003620	CAEEL05074	ORYLA16131
OG0003621	CAEEL18738	ORYLA04086
OG0003623	CAEEL11847	ORYLA05862
OG0003624	CAEEL11456	ORYLA13908
OG0003626	CAEEL01251	ORYLA06029
OG0003629	CAEEL18064	ORYLA03343
OG0003630	CAEEL01945	ORYLA07936
OG0003632	CAEEL04287	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003638	CAEEL14206	ORYLA11662
OG0003640	CAEEL01151	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	CAEEL02290	ORYLA05514, ORYLA13948, ORYLA15562
OG0003644	CAEEL07060	ORYLA19217, ORYLA19218
OG0003645	CAEEL08952	ORYLA17019, ORYLA16769
OG0003646	CAEEL04268	ORYLA12425
OG0003647	CAEEL08061	ORYLA18090, ORYLA02365
OG0003649	CAEEL02106	ORYLA12909
OG0003650	CAEEL01596	ORYLA14386
OG0003652	CAEEL00198, CAEEL00197	ORYLA04563, ORYLA03095
OG0003655	CAEEL01543	ORYLA11608, ORYLA09516
OG0003656	CAEEL00717	ORYLA12194, ORYLA06060
OG0003657	CAEEL18724	ORYLA04683, ORYLA09891
OG0003658	CAEEL17892	ORYLA05614, ORYLA01831
OG0003659	CAEEL00820	ORYLA19260, ORYLA13374
OG0003660	CAEEL11348	ORYLA04982, ORYLA08074
OG0003661	CAEEL11758	ORYLA13934
OG0003664	CAEEL10164	ORYLA16286
OG0003667	CAEEL14775	ORYLA03973, ORYLA03463, ORYLA17623
OG0003668	CAEEL09161, CAEEL09163	ORYLA12159
OG0003669	CAEEL08786, CAEEL08784	ORYLA00310
OG0003672	CAEEL12653	ORYLA07781
OG0003676	CAEEL00672	ORYLA18000
OG0003677	CAEEL08632	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	CAEEL03764	ORYLA19111, ORYLA18850
OG0003679	CAEEL14380	ORYLA09435, ORYLA09221
OG0003680	CAEEL10627	ORYLA09399
OG0003681	CAEEL03276	ORYLA15043, ORYLA12095
OG0003686	CAEEL01983	ORYLA15174, ORYLA15175
OG0003688	CAEEL03025	ORYLA15391
OG0003689	CAEEL07514	ORYLA00037
OG0003690	CAEEL08798	ORYLA10151
OG0003692	CAEEL09322	ORYLA17765, ORYLA17766
OG0003693	CAEEL09517	ORYLA11068, ORYLA15548
OG0003694	CAEEL08779	ORYLA05766
OG0003695	CAEEL18980	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	CAEEL15341	ORYLA14696
OG0003697	CAEEL07546	ORYLA16755, ORYLA18863
OG0003698	CAEEL05872	ORYLA05043, ORYLA17728
OG0003700	CAEEL08489	ORYLA00145, ORYLA16899
OG0003701	CAEEL04838	ORYLA09740
OG0003702	CAEEL19917	ORYLA04776, ORYLA10080
OG0003704	CAEEL02747	ORYLA00715, ORYLA06286
OG0003708	CAEEL02697, CAEEL19979	ORYLA10235
OG0003710	CAEEL05057	ORYLA04163, ORYLA08822
OG0003712	CAEEL12274	ORYLA16996, ORYLA19025
OG0003716	CAEEL00239	ORYLA13136
OG0003718	CAEEL00456	ORYLA08634
OG0003719	CAEEL01088	ORYLA05761
OG0003721	CAEEL19092	ORYLA10476, ORYLA01061
OG0003724	CAEEL04996	ORYLA20221
OG0003725	CAEEL04639	ORYLA13642, ORYLA17118
OG0003727	CAEEL20128	ORYLA01928, ORYLA05903
OG0003729	CAEEL01397	ORYLA08395
OG0003731	CAEEL14842	ORYLA00028
OG0003732	CAEEL10948	ORYLA09566
OG0003733	CAEEL05542	ORYLA07355
