Orthogroup	CAEEL	ORYLA
OG0000251	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	ORYLA09347, ORYLA13883, ORYLA03324
OG0000255	CAEEL05168	ORYLA04331
OG0000255	CAEEL05715	ORYLA12113
OG0000256	CAEEL11937, CAEEL19468	ORYLA02742, ORYLA16602, ORYLA00877
OG0000257	CAEEL01910, CAEEL15386	ORYLA07342, ORYLA19508, ORYLA14895
OG0000258	CAEEL19537	ORYLA05816, ORYLA16736, ORYLA00803, ORYLA19450, ORYLA00543
OG0000258	CAEEL09342	ORYLA13731, ORYLA14055, ORYLA11238
OG0000258	CAEEL15770	ORYLA10418, ORYLA04818, ORYLA08148
OG0000260	CAEEL11482	ORYLA10907, ORYLA18428, ORYLA15874, ORYLA17877, ORYLA08131, ORYLA01145
OG0000265	CAEEL20581	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583
OG0000265	CAEEL10364	ORYLA17739, ORYLA10912, ORYLA14726
OG0000266	CAEEL02705, CAEEL19379, CAEEL09158	ORYLA16539
OG0000266	CAEEL19596	ORYLA00700
OG0000268	CAEEL08164	ORYLA05672, ORYLA09801, ORYLA05671
OG0000272	CAEEL11804, CAEEL19905	ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158
OG0000273	CAEEL18644	ORYLA13171
OG0000273	CAEEL20077	ORYLA11307
OG0000275	CAEEL14783	ORYLA10602
OG0000275	CAEEL11381, CAEEL10050	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599
OG0000277	CAEEL07730, CAEEL07729	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	CAEEL11066	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000278	CAEEL07740	ORYLA04407
OG0000278	CAEEL09180	ORYLA13179
OG0000278	CAEEL07099	ORYLA04766
OG0000282	CAEEL11864	ORYLA00210, ORYLA09022, ORYLA18951, ORYLA04706, ORYLA01496, ORYLA04826
OG0000284	CAEEL18846	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256
OG0000285	CAEEL00191	ORYLA18449
OG0000287	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156	ORYLA02857, ORYLA04080, ORYLA03158
OG0000295	CAEEL04248, CAEEL10950	ORYLA03631
OG0000301	CAEEL11399	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696
OG0000301	CAEEL18767	ORYLA11071, ORYLA15337, ORYLA12907
OG0000302	CAEEL08099	ORYLA08419
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	ORYLA05505, ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000306	CAEEL11447, CAEEL11444, CAEEL11445	ORYLA17215
OG0000308	CAEEL00748	ORYLA08644, ORYLA03830, ORYLA03011, ORYLA01851, ORYLA08982
OG0000312	CAEEL16684	ORYLA07558
OG0000312	CAEEL08464	ORYLA20410, ORYLA04032
OG0000315	CAEEL07409	ORYLA10390, ORYLA03355
OG0000315	CAEEL07609	ORYLA09757, ORYLA06311, ORYLA09200
OG0000315	CAEEL07292	ORYLA14332, ORYLA10891
OG0000316	CAEEL01799	ORYLA06812, ORYLA13482
OG0000319	CAEEL10346	ORYLA07102
OG0000321	CAEEL19255	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000322	CAEEL18855, CAEEL09291, CAEEL09109	ORYLA02330, ORYLA02329
OG0000323	CAEEL08030	ORYLA08920, ORYLA03927, ORYLA19746, ORYLA05750, ORYLA06414, ORYLA19842, ORYLA10008
OG0000327	CAEEL18527	ORYLA14175, ORYLA16012, ORYLA16011, ORYLA14173, ORYLA14174
OG0000329	CAEEL05342	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907
OG0000332	CAEEL10794	ORYLA02409
OG0000333	CAEEL20574	ORYLA02740
OG0000338	CAEEL02726	ORYLA03979, ORYLA03456, ORYLA02319, ORYLA17367, ORYLA06348
OG0000343	CAEEL00542	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
OG0000345	CAEEL09288	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221
OG0000346	CAEEL10353	ORYLA18917
OG0000346	CAEEL04767	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973
OG0000350	CAEEL13904	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930
OG0000352	CAEEL05587	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709
OG0000353	CAEEL10430	ORYLA17564, ORYLA02784
OG0000356	CAEEL10812	ORYLA20188, ORYLA13681
OG0000357	CAEEL07861	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822
OG0000357	CAEEL10151, CAEEL05953	ORYLA11167, ORYLA14261, ORYLA15724
OG0000358	CAEEL13826	ORYLA20349, ORYLA11098, ORYLA15332
OG0000358	CAEEL19072	ORYLA11009, ORYLA09492
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	ORYLA12664, ORYLA16724
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904
OG0000364	CAEEL18153, CAEEL18154	ORYLA19293
OG0000365	CAEEL03052	ORYLA03808, ORYLA04263, ORYLA09099
OG0000367	CAEEL11241	ORYLA11251, ORYLA13727, ORYLA14050, ORYLA14306, ORYLA15500, ORYLA07069, ORYLA11818
OG0000371	CAEEL18802	ORYLA07825, ORYLA07827
OG0000372	CAEEL09938	ORYLA14491
OG0000372	CAEEL06634	ORYLA16999, ORYLA12426
OG0000372	CAEEL11042	ORYLA15492, ORYLA11861
OG0000373	CAEEL08053	ORYLA07919, ORYLA16362
OG0000373	CAEEL15439	ORYLA10269, ORYLA07659
OG0000374	CAEEL04637	ORYLA15743, ORYLA10304, ORYLA09808
OG0000375	CAEEL04597	ORYLA04642
OG0000378	CAEEL01589	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469
OG0000378	CAEEL18606	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901
OG0000382	CAEEL10275	ORYLA15461, ORYLA14549, ORYLA11229
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	ORYLA09843, ORYLA08652, ORYLA05706
OG0000389	CAEEL08944, CAEEL11888	ORYLA19978, ORYLA08372, ORYLA04896
OG0000391	CAEEL07480, CAEEL01186	ORYLA04923, ORYLA08111, ORYLA00206, ORYLA00207, ORYLA13746, ORYLA13745, ORYLA15749, ORYLA18973, ORYLA09748
OG0000392	CAEEL03273	ORYLA02414, ORYLA13216, ORYLA06665, ORYLA13229
OG0000393	CAEEL14690	ORYLA17272
OG0000393	CAEEL00138	ORYLA18186
OG0000399	CAEEL18399	ORYLA11402, ORYLA10522
OG0000399	CAEEL01136	ORYLA11860
OG0000399	CAEEL00515	ORYLA14927, ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626
OG0000400	CAEEL09043	ORYLA06502
OG0000400	CAEEL01024	ORYLA02904
OG0000401	CAEEL07254	ORYLA08217, ORYLA07125, ORYLA09210
OG0000402	CAEEL20859	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928
OG0000402	CAEEL09914, CAEEL09915	ORYLA12469
OG0000403	CAEEL13991	ORYLA04119
OG0000404	CAEEL04503	ORYLA07320
OG0000405	CAEEL01740	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691
OG0000411	CAEEL02373	ORYLA01687, ORYLA10375, ORYLA11322, ORYLA07194, ORYLA08291, ORYLA20482, ORYLA00372
OG0000412	CAEEL11655	ORYLA13397
OG0000412	CAEEL09909	ORYLA08106, ORYLA05004
OG0000412	CAEEL20650	ORYLA17848, ORYLA01673
OG0000413	CAEEL15525	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075
OG0000413	CAEEL18945	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188
OG0000419	CAEEL19090	ORYLA12033, ORYLA16958, ORYLA15894, ORYLA11288
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	ORYLA19753
OG0000425	CAEEL13865, CAEEL13864	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610, ORYLA19674
OG0000426	CAEEL19943	ORYLA01331, ORYLA03961
OG0000426	CAEEL20473	ORYLA16632, ORYLA05829, ORYLA16908
OG0000427	CAEEL05100	ORYLA19867, ORYLA12374, ORYLA14494, ORYLA06953, ORYLA03526
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	ORYLA00070
OG0000431	CAEEL07320	ORYLA08041, ORYLA12780, ORYLA03106, ORYLA06581, ORYLA12268, ORYLA09572
OG0000432	CAEEL05840, CAEEL08239	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822
OG0000433	CAEEL18122	ORYLA20053, ORYLA16936
OG0000433	CAEEL00915, CAEEL00914	ORYLA11555, ORYLA11554, ORYLA20072
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	ORYLA08530, ORYLA02125
OG0000442	CAEEL10760	ORYLA03345, ORYLA09542
OG0000443	CAEEL07750	ORYLA05691, ORYLA19682
OG0000444	CAEEL18555	ORYLA10830, ORYLA14231, ORYLA14616
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	ORYLA15046
OG0000446	CAEEL08845	ORYLA11424
OG0000446	CAEEL11745	ORYLA02066
OG0000447	CAEEL07754, CAEEL07753	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913
OG0000450	CAEEL09221	ORYLA09724, ORYLA18516, ORYLA11564, ORYLA02780, ORYLA02779, ORYLA08258, ORYLA00676, ORYLA01113, ORYLA17859, ORYLA18902, ORYLA03353
OG0000452	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373	ORYLA19279, ORYLA11266, ORYLA14382
OG0000454	CAEEL02888, CAEEL02886	ORYLA12583, ORYLA19101, ORYLA19102
OG0000454	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882	ORYLA02884, ORYLA13625, ORYLA02103
OG0000458	CAEEL19373	ORYLA02033, ORYLA02032, ORYLA09072
OG0000461	CAEEL06628	ORYLA16495
OG0000461	CAEEL08066	ORYLA04397, ORYLA17538
OG0000463	CAEEL00961	ORYLA15373, ORYLA17503
OG0000467	CAEEL10426, CAEEL00823	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863
OG0000468	CAEEL05744	ORYLA07498, ORYLA06150, ORYLA10188
OG0000469	CAEEL09645	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640
OG0000470	CAEEL01892	ORYLA06621, ORYLA17202
OG0000470	CAEEL15886	ORYLA10519, ORYLA11404, ORYLA04902
OG0000472	CAEEL04041, CAEEL06168	ORYLA08544, ORYLA08994
OG0000475	CAEEL00594, CAEEL00593	ORYLA15741
OG0000476	CAEEL20693, CAEEL00887	ORYLA19318
OG0000478	CAEEL16147, CAEEL11281	ORYLA13825
OG0000479	CAEEL02339	ORYLA05427, ORYLA02241, ORYLA00980, ORYLA10578
OG0000479	CAEEL09202	ORYLA01123, ORYLA17925, ORYLA02622
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	ORYLA13134, ORYLA06337, ORYLA15386
OG0000481	CAEEL09089, CAEEL09097	ORYLA17197
OG0000481	CAEEL07158	ORYLA02862, ORYLA19409
OG0000481	CAEEL11815	ORYLA03884, ORYLA19808
OG0000482	CAEEL12763	ORYLA07371, ORYLA11346
OG0000482	CAEEL16609	ORYLA11345
OG0000484	CAEEL04965, CAEEL04966	ORYLA00605, ORYLA16560, ORYLA06643, ORYLA13228, ORYLA17466, ORYLA13170
OG0000485	CAEEL19088, CAEEL15576	ORYLA09796, ORYLA18526
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475
OG0000487	CAEEL16728, CAEEL12342	ORYLA00064, ORYLA16901
OG0000488	CAEEL05865, CAEEL05866	ORYLA15556
OG0000490	CAEEL00687, CAEEL19730	ORYLA02845, ORYLA13410, ORYLA00621, ORYLA16590, ORYLA01902, ORYLA06098, ORYLA18025
OG0000491	CAEEL07820	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196
OG0000496	CAEEL01836	ORYLA06615
OG0000497	CAEEL11475, CAEEL02002	ORYLA02363, ORYLA03738, ORYLA04309
OG0000497	CAEEL19219	ORYLA02565, ORYLA13651
OG0000503	CAEEL18781, CAEEL18780	ORYLA17193, ORYLA12487, ORYLA15009
OG0000503	CAEEL01216	ORYLA14950
OG0000504	CAEEL11210	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629
OG0000508	CAEEL07260	ORYLA08233, ORYLA02029
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174
OG0000514	CAEEL07294, CAEEL18391	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274
OG0000514	CAEEL14359	ORYLA00293
OG0000519	CAEEL01270	ORYLA19812, ORYLA02303
OG0000520	CAEEL07490	ORYLA17824, ORYLA02661, ORYLA16383, ORYLA05565, ORYLA01527, ORYLA03445
OG0000521	CAEEL14050	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372
OG0000524	CAEEL17529	ORYLA04981, ORYLA08073
OG0000525	CAEEL19149	ORYLA06511, ORYLA02439
OG0000525	CAEEL19113	ORYLA07450, ORYLA07984, ORYLA17059
OG0000527	CAEEL20771	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618
OG0000528	CAEEL17966	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813
OG0000529	CAEEL14327	ORYLA05863, ORYLA01890, ORYLA04329
OG0000530	CAEEL05713, CAEEL05714	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799
OG0000534	CAEEL06960	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496
OG0000535	CAEEL18521	ORYLA01196, ORYLA00300, ORYLA13542
OG0000537	CAEEL20692	ORYLA07579, ORYLA09989
OG0000537	CAEEL08509	ORYLA07580, ORYLA09988
OG0000538	CAEEL07439	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	ORYLA08050
OG0000542	CAEEL09055	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191
OG0000542	CAEEL15478	ORYLA02120
OG0000545	CAEEL14386	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088
OG0000548	CAEEL10591, CAEEL10590	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893, ORYLA11445, ORYLA04341, ORYLA13910, ORYLA20346, ORYLA15938
OG0000551	CAEEL05226	ORYLA15546
OG0000554	CAEEL09891	ORYLA11866, ORYLA02853
OG0000560	CAEEL00689	ORYLA04875
OG0000561	CAEEL15785	ORYLA11841, ORYLA01515
OG0000562	CAEEL12354	ORYLA06574, ORYLA13197
OG0000563	CAEEL07864	ORYLA04101, ORYLA03246, ORYLA17360
OG0000566	CAEEL15091	ORYLA13005, ORYLA20281, ORYLA14818, ORYLA12608, ORYLA14819, ORYLA04369
OG0000567	CAEEL02967	ORYLA12167
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	ORYLA12905
OG0000572	CAEEL13663	ORYLA08145, ORYLA10185, ORYLA07690
OG0000572	CAEEL04776	ORYLA13763, ORYLA15650
OG0000573	CAEEL05940	ORYLA13057, ORYLA13843, ORYLA04228
OG0000573	CAEEL01355	ORYLA12607, ORYLA14820
OG0000574	CAEEL19269	ORYLA08316, ORYLA16658
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	ORYLA16287, ORYLA08280
OG0000574	CAEEL19209, CAEEL18848	ORYLA00058
OG0000576	CAEEL06802	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	ORYLA07686, ORYLA04727, ORYLA10429
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480
OG0000580	CAEEL06306	ORYLA12110, ORYLA14690
OG0000581	CAEEL15703	ORYLA10424, ORYLA04861, ORYLA08147, ORYLA07531
OG0000581	CAEEL14055, CAEEL14054	ORYLA03380, ORYLA04860, ORYLA10423, ORYLA10422, ORYLA03381
OG0000582	CAEEL19553, CAEEL19552	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132
OG0000583	CAEEL01762, CAEEL01763	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980
OG0000585	CAEEL11782, CAEEL11783	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043
OG0000587	CAEEL14207	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215
OG0000587	CAEEL18702	ORYLA03397
OG0000588	CAEEL05897	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646, ORYLA04266
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731
OG0000590	CAEEL01780	ORYLA06142, ORYLA02148, ORYLA16465
OG0000591	CAEEL19878	ORYLA16935, ORYLA00569
OG0000591	CAEEL18367	ORYLA04567, ORYLA03099
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	ORYLA17452, ORYLA11854, ORYLA14631, ORYLA12104, ORYLA04227
OG0000593	CAEEL02027	ORYLA16513, ORYLA16679, ORYLA00726, ORYLA12884, ORYLA15051, ORYLA12474, ORYLA13360, ORYLA15847, ORYLA14301
OG0000594	CAEEL11331	ORYLA04212, ORYLA03767, ORYLA08739, ORYLA03768, ORYLA08738, ORYLA14067, ORYLA14715
OG0000597	CAEEL08741	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653
OG0000602	CAEEL20599	ORYLA01432, ORYLA06917, ORYLA13271, ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431
OG0000603	CAEEL15474	ORYLA07668, ORYLA10164, ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667
OG0000604	CAEEL14390	ORYLA04898, ORYLA10532, ORYLA11916, ORYLA20052, ORYLA04152, ORYLA03047
OG0000608	CAEEL06882, CAEEL09299	ORYLA16986
OG0000609	CAEEL11904	ORYLA10455, ORYLA12278, ORYLA12277, ORYLA08612, ORYLA08611, ORYLA14376
OG0000611	CAEEL08225	ORYLA12216, ORYLA07591
OG0000611	CAEEL09831	ORYLA12728
OG0000612	CAEEL07651	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604
OG0000612	CAEEL06875	ORYLA15846
OG0000613	CAEEL14429, CAEEL16442	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989
OG0000614	CAEEL16724	ORYLA10528
OG0000615	CAEEL19705	ORYLA08744, ORYLA09427, ORYLA04229, ORYLA08832, ORYLA10204, ORYLA12415, ORYLA01393
OG0000616	CAEEL19744	ORYLA05919
OG0000619	CAEEL02635	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419
OG0000623	CAEEL16178, CAEEL06411	ORYLA04745
OG0000623	CAEEL16276	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008
OG0000624	CAEEL08547	ORYLA17149, ORYLA17995, ORYLA09867
OG0000625	CAEEL18539	ORYLA03290, ORYLA03289, ORYLA19775, ORYLA03209, ORYLA04314, ORYLA04313, ORYLA03210, ORYLA03288
OG0000626	CAEEL19740	ORYLA02187, ORYLA11781, ORYLA19853, ORYLA16067
OG0000627	CAEEL01126	ORYLA12142, ORYLA12141, ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443
OG0000636	CAEEL19659	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991
OG0000637	CAEEL18181	ORYLA02746, ORYLA16896, ORYLA00139
OG0000639	CAEEL00195	ORYLA02529
OG0000639	CAEEL00077	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421
OG0000642	CAEEL04693	ORYLA04869
OG0000645	CAEEL14093	ORYLA12725, ORYLA15007
OG0000645	CAEEL02916	ORYLA00407, ORYLA14925
OG0000646	CAEEL06213, CAEEL06212	ORYLA05850, ORYLA13497, ORYLA07440
OG0000647	CAEEL14095, CAEEL17996	ORYLA00414, ORYLA05088, ORYLA05089
OG0000648	CAEEL05737	ORYLA08869
OG0000649	CAEEL08770	ORYLA13751, ORYLA15737, ORYLA02071
OG0000650	CAEEL15107	ORYLA14345, ORYLA09152, ORYLA02856, ORYLA18133, ORYLA06365, ORYLA07427
OG0000651	CAEEL08479	ORYLA16106, ORYLA14377, ORYLA06160
OG0000652	CAEEL09392, CAEEL09393	ORYLA19493, ORYLA14519, ORYLA14763, ORYLA15474
OG0000653	CAEEL20136	ORYLA06368, ORYLA10074, ORYLA00719
OG0000654	CAEEL00509	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809
OG0000657	CAEEL01693	ORYLA17525, ORYLA17523, ORYLA17524, ORYLA12065
OG0000660	CAEEL06994	ORYLA09622, ORYLA19737
OG0000660	CAEEL01886	ORYLA06492, ORYLA17770, ORYLA03243
OG0000660	CAEEL01416	ORYLA06455
OG0000662	CAEEL07265	ORYLA20494
OG0000662	CAEEL20546	ORYLA17182, ORYLA07752, ORYLA17006
OG0000663	CAEEL07269	ORYLA02202, ORYLA18943
OG0000664	CAEEL10897, CAEEL10896	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102
OG0000666	CAEEL11143	ORYLA11061, ORYLA08199, ORYLA15920, ORYLA15723
OG0000670	CAEEL01804, CAEEL20294	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503
OG0000671	CAEEL20492, CAEEL02522	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680
OG0000672	CAEEL07948, CAEEL07943	ORYLA06583, ORYLA07641
OG0000672	CAEEL00089, CAEEL00988	ORYLA19020
OG0000674	CAEEL01995	ORYLA05775, ORYLA18358
OG0000676	CAEEL18677, CAEEL18678	ORYLA19352, ORYLA18665
OG0000678	CAEEL19275	ORYLA16910, ORYLA00540, ORYLA16818
OG0000680	CAEEL01896	ORYLA18896
OG0000681	CAEEL06701, CAEEL06700	ORYLA00168, ORYLA00958
OG0000681	CAEEL20557	ORYLA15125
OG0000682	CAEEL18765, CAEEL15769	ORYLA04948, ORYLA00891, ORYLA02515
OG0000683	CAEEL18608	ORYLA19477
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074
OG0000684	CAEEL11185	ORYLA15561, ORYLA06293, ORYLA04619
OG0000685	CAEEL19728	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185
OG0000690	CAEEL02355, CAEEL16430	ORYLA02247, ORYLA10616, ORYLA11941
OG0000690	CAEEL05043	ORYLA07589
OG0000691	CAEEL17188	ORYLA12446, ORYLA07129, ORYLA15301
OG0000692	CAEEL05111, CAEEL03292	ORYLA04625
OG0000693	CAEEL03253, CAEEL03254	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000696	CAEEL19612	ORYLA20017
OG0000697	CAEEL10883	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196
OG0000699	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285	ORYLA04436, ORYLA04234
OG0000701	CAEEL01775, CAEEL09588, CAEEL02242	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000702	CAEEL01313	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416
OG0000703	CAEEL12761	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497
OG0000705	CAEEL00513	ORYLA15019, ORYLA15542, ORYLA11105, ORYLA15020, ORYLA15021, ORYLA15543, ORYLA15525, ORYLA11175, ORYLA14325, ORYLA16036, ORYLA13797, ORYLA14968, ORYLA12600, ORYLA13479, ORYLA06849, ORYLA02516
OG0000708	CAEEL04786, CAEEL04785	ORYLA08879
OG0000708	CAEEL12722	ORYLA10826, ORYLA20261, ORYLA20260
OG0000710	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975	ORYLA02017, ORYLA19955
OG0000711	CAEEL04946	ORYLA14841, ORYLA12753, ORYLA14544
OG0000711	CAEEL03027	ORYLA18961, ORYLA11207
OG0000712	CAEEL07921	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433
OG0000713	CAEEL15727	ORYLA07467, ORYLA04219, ORYLA08824
OG0000715	CAEEL07310, CAEEL07309	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000717	CAEEL20044, CAEEL07958	ORYLA13429, ORYLA06965, ORYLA17839, ORYLA16592, ORYLA06101, ORYLA06102
OG0000718	CAEEL16052	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000720	CAEEL02341	ORYLA02961, ORYLA19803, ORYLA14893
OG0000721	CAEEL07780	ORYLA03998, ORYLA17258
OG0000722	CAEEL16439	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	ORYLA00225, ORYLA11470, ORYLA10190
OG0000725	CAEEL01386	ORYLA12897
