Orthogroup	CAEEL	DROME
OG0002652	CAEEL15940	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761
OG0002656	CAEEL06531	DROME08799, DROME08800
OG0002658	CAEEL08300	DROME08362
OG0002659	CAEEL20147, CAEEL01412	DROME08718
OG0002660	CAEEL11563	DROME06190
OG0002662	CAEEL18190	DROME18671
OG0002663	CAEEL19742	DROME08198, DROME08197
OG0002665	CAEEL08820	DROME12021, DROME12020
OG0002666	CAEEL11407	DROME12244
OG0002667	CAEEL18607	DROME09263, DROME09260, DROME09262, DROME09261
OG0002668	CAEEL02604	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755
OG0002669	CAEEL09214, CAEEL09178	DROME13927
OG0002670	CAEEL15710	DROME05013, DROME05014
OG0002671	CAEEL01274	DROME02224, DROME02226, DROME02225
OG0002675	CAEEL07843	DROME11118, DROME11117, DROME11116, DROME11115
OG0002677	CAEEL10901	DROME00471, DROME00470
OG0002678	CAEEL06946, CAEEL06945, CAEEL01197	DROME21558, DROME21553
OG0002679	CAEEL06006	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354
OG0002683	CAEEL05356	DROME18274, DROME18275
OG0002706	CAEEL01248	DROME19506
OG0002707	CAEEL14138	DROME16643
OG0002708	CAEEL01926, CAEEL12503	DROME21871, DROME21870
OG0002710	CAEEL00009	DROME14357, DROME14358, DROME14359
OG0002712	CAEEL06583, CAEEL15212	DROME21972
OG0002715	CAEEL09830	DROME03868
OG0002717	CAEEL10017	DROME13040
OG0002718	CAEEL00842	DROME02454, DROME02455
OG0002719	CAEEL07694	DROME00203, DROME00202, DROME00201
OG0002720	CAEEL01232	DROME20862, DROME20861
OG0002722	CAEEL10808	DROME16722
OG0002723	CAEEL15616	DROME02104
OG0002726	CAEEL11743	DROME00393, DROME00394
OG0002729	CAEEL07853	DROME14219
OG0002739	CAEEL18472	DROME11838
OG0002740	CAEEL08842	DROME04703
OG0002742	CAEEL11403	DROME12202, DROME12204, DROME12203
OG0002743	CAEEL15922, CAEEL10167	DROME02953, DROME02954
OG0002744	CAEEL19735	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	CAEEL19081	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	CAEEL01862	DROME16661, DROME21181
OG0002747	CAEEL02596	DROME11308, DROME19315, DROME13062
OG0002749	CAEEL04068	DROME05439
OG0002750	CAEEL15826	DROME07760, DROME07759
OG0002752	CAEEL08631	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002754	CAEEL05821	DROME16293
OG0002757	CAEEL10443, CAEEL10442	DROME02757
OG0002758	CAEEL08816	DROME08710
OG0002759	CAEEL05573	DROME15659
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	DROME11244, DROME07304
OG0002761	CAEEL15590, CAEEL14895, CAEEL00850	DROME11909
OG0002762	CAEEL09378	DROME06423
OG0002763	CAEEL07952	DROME13568, DROME13567
OG0002764	CAEEL05636	DROME00298, DROME00297, DROME00296
OG0002765	CAEEL02125	DROME12796
OG0002766	CAEEL17597	DROME13857
OG0002767	CAEEL07319	DROME05447
OG0002769	CAEEL06751	DROME12294, DROME12293
OG0002770	CAEEL15397	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986
OG0002771	CAEEL08070	DROME01521, DROME07621
OG0002772	CAEEL05686	DROME18154
OG0002773	CAEEL08029	DROME00793, DROME00794, DROME00257
OG0002776	CAEEL10866	DROME04390
OG0002777	CAEEL05935	DROME09718
OG0002778	CAEEL01937	DROME20892
OG0002779	CAEEL04475	DROME10992
OG0002780	CAEEL00693	DROME00776, DROME00775
OG0002781	CAEEL07517	DROME04079, DROME04080
OG0002782	CAEEL13024	DROME16136
OG0002785	CAEEL04710	DROME00137, DROME05688
OG0002787	CAEEL00388	DROME19508
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	DROME12013, DROME01698
OG0002790	CAEEL07625	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002791	CAEEL08790	DROME01009
OG0002793	CAEEL00646	DROME18578
OG0002794	CAEEL08878	DROME11641
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875
OG0002799	CAEEL06026	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002812	CAEEL04925	DROME07562
OG0002814	CAEEL11682	DROME14819
OG0002815	CAEEL00608	DROME03122
OG0002817	CAEEL16563	DROME03807
OG0002818	CAEEL12185	DROME06002, DROME01992
OG0002821	CAEEL04059, CAEEL05816	DROME13953, DROME13952
OG0002821	CAEEL08337, CAEEL05031	DROME14725, DROME03921, DROME03922, DROME03919, DROME03920
OG0002824	CAEEL09125	DROME05371, DROME05370, DROME05372
OG0002825	CAEEL11091	DROME10105, DROME10106
OG0002826	CAEEL14759	DROME12304
OG0002827	CAEEL07697	DROME04425
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595	DROME07466, DROME07465, DROME07464
OG0002828	CAEEL20242	DROME06484, DROME06483
OG0002832	CAEEL09361, CAEEL09362	DROME20194
OG0002833	CAEEL18192	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	CAEEL11751	DROME04546
OG0002836	CAEEL06399	DROME03263
OG0002837	CAEEL08616	DROME16455
OG0002839	CAEEL19253, CAEEL00645	DROME20539, DROME20540
OG0002841	CAEEL12135, CAEEL12134	DROME06956
OG0002843	CAEEL07774, CAEEL07773	DROME05626
OG0002844	CAEEL10756	DROME01327, DROME00485
OG0002845	CAEEL09656	DROME21934, DROME05525, DROME05526
OG0002847	CAEEL06961	DROME12859, DROME12860
OG0002848	CAEEL07668	DROME11797
OG0002850	CAEEL15763	DROME18798
OG0002851	CAEEL00708	DROME07485, DROME07488, DROME07486, DROME07487
OG0002854	CAEEL10560	DROME03526, DROME03527
OG0002855	CAEEL00030	DROME15007
OG0002856	CAEEL01393	DROME10602, DROME10600, DROME10603, DROME10601
OG0002858	CAEEL12093	DROME20172, DROME20171
OG0002859	CAEEL19186	DROME13204
OG0002860	CAEEL11643	DROME21067
OG0002861	CAEEL14969	DROME19141
OG0002866	CAEEL03096	DROME08853
OG0002868	CAEEL05539	DROME08895, DROME08893, DROME08894
OG0002873	CAEEL07574	DROME15273, DROME15275, DROME15274
OG0002874	CAEEL09572	DROME12552, DROME12551
OG0002876	CAEEL10277	DROME02491
OG0002877	CAEEL02920	DROME16795
OG0002879	CAEEL00701	DROME05962
OG0002880	CAEEL11517	DROME09708
OG0002883	CAEEL05948	DROME19983, DROME19982
OG0002884	CAEEL01828	DROME00136
OG0002887	CAEEL06082, CAEEL06083	DROME20699
OG0002889	CAEEL10804	DROME18283, DROME18285, DROME18284
OG0002891	CAEEL04184, CAEEL01874	DROME12152
OG0002893	CAEEL02075	DROME14268
OG0002894	CAEEL14713	DROME07096, DROME07097
OG0002895	CAEEL07602, CAEEL10533	DROME16391, DROME16390
OG0002896	CAEEL18643	DROME00179, DROME00180
OG0002898	CAEEL13137	DROME21521
OG0002899	CAEEL01046	DROME09113
OG0002906	CAEEL05147	DROME12553, DROME12554
OG0002907	CAEEL01271	DROME00536, DROME00537, DROME00535
OG0002909	CAEEL11759	DROME00512
OG0002910	CAEEL04697	DROME07768
OG0002912	CAEEL00640	DROME03365, DROME03361, DROME03364
OG0002915	CAEEL02902	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	CAEEL04244	DROME03083
OG0002921	CAEEL06148	DROME20904, DROME20903
OG0002925	CAEEL01723, CAEEL07404	DROME09078, DROME09077, DROME18817, DROME18816
OG0002927	CAEEL01626	DROME09412, DROME09413
OG0002944	CAEEL11414	DROME18576
OG0002947	CAEEL06268	DROME17107
OG0002949	CAEEL05799	DROME10410, DROME10411
OG0002950	CAEEL08362	DROME21968
OG0002952	CAEEL09036	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	CAEEL11622	DROME06983, DROME06984
OG0002955	CAEEL01420	DROME16794
OG0002957	CAEEL02702	DROME15903, DROME15902
OG0002959	CAEEL12413, CAEEL12412	DROME21736
OG0002960	CAEEL01541	DROME08289, DROME07308, DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	CAEEL20383	DROME20600
OG0002964	CAEEL19811	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002965	CAEEL01992	DROME12643, DROME12645, DROME12642, DROME12644
OG0002966	CAEEL08468, CAEEL19347	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	CAEEL20418, CAEEL02925	DROME18521, DROME18520
OG0002968	CAEEL16136	DROME10921
OG0002968	CAEEL01853	DROME05214
OG0002969	CAEEL14216	DROME04084, DROME04085
OG0002973	CAEEL09565	DROME19229, DROME19228
OG0002974	CAEEL01320	DROME01465
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	DROME16320, DROME20322, DROME20323
OG0002977	CAEEL07234, CAEEL07233	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	CAEEL16463	DROME09324, DROME11790
OG0002979	CAEEL01344, CAEEL05089	DROME15607
OG0002982	CAEEL01855	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	CAEEL01433	DROME12376
OG0002985	CAEEL08353	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063, DROME10078
OG0002986	CAEEL10835	DROME06888
OG0002987	CAEEL17800, CAEEL18018	DROME13970, DROME13977
OG0002990	CAEEL08773	DROME12949, DROME12950
OG0002991	CAEEL09004	DROME05520, DROME05522, DROME05521
OG0002992	CAEEL08299	DROME16899, DROME16900
OG0003001	CAEEL10876	DROME12222
OG0003004	CAEEL15423	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	CAEEL16758	DROME19774
OG0003006	CAEEL10145	DROME00129
OG0003008	CAEEL20335	DROME10417, DROME10419, DROME10418
OG0003012	CAEEL05983	DROME16686
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	DROME20620
OG0003016	CAEEL09225	DROME06109, DROME04760
OG0003017	CAEEL07049, CAEEL16441	DROME03993, DROME03994
OG0003018	CAEEL08487	DROME01985
OG0003019	CAEEL04592	DROME14436
OG0003024	CAEEL13204, CAEEL13203	DROME14540, DROME13066
OG0003025	CAEEL08836	DROME16128
OG0003026	CAEEL10688, CAEEL12186	DROME01191
OG0003027	CAEEL06663	DROME13632
OG0003028	CAEEL02985	DROME19503
OG0003029	CAEEL01558	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	CAEEL11859	DROME20783, DROME03164
OG0003031	CAEEL06431	DROME10589, DROME10590
OG0003033	CAEEL00703	DROME02552
OG0003035	CAEEL02722	DROME10664
OG0003036	CAEEL01143	DROME08134
OG0003037	CAEEL10736	DROME18126
OG0003038	CAEEL20474	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003040	CAEEL02041	DROME15852, DROME19924
OG0003042	CAEEL04188	DROME19648, DROME19650, DROME19649
OG0003043	CAEEL07390	DROME01115
OG0003044	CAEEL07715	DROME07467
OG0003046	CAEEL04364	DROME06986
OG0003049	CAEEL04812	DROME11842
OG0003050	CAEEL15836	DROME21024, DROME21025
OG0003054	CAEEL04777	DROME15214
OG0003055	CAEEL14225	DROME13955
OG0003059	CAEEL09323	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	CAEEL07468, CAEEL11354	DROME04543
OG0003062	CAEEL00660	DROME19727
OG0003063	CAEEL03076	DROME03416
OG0003064	CAEEL02598	DROME05139, DROME16537, DROME16536
OG0003065	CAEEL18732	DROME07296
OG0003066	CAEEL05161	DROME19326
OG0003072	CAEEL04836	DROME09180, DROME09181
OG0003073	CAEEL14099	DROME13385, DROME14642
OG0003079	CAEEL00217	DROME11418, DROME11417
OG0003085	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836	DROME18955
OG0003085	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918	DROME11671
OG0003104	CAEEL07227	DROME01186, DROME01187
OG0003105	CAEEL00818	DROME14362, DROME14361, DROME14360
OG0003106	CAEEL16128	DROME07627
OG0003107	CAEEL20421, CAEEL01359	DROME12506
OG0003108	CAEEL04120	DROME13177, DROME13178
OG0003110	CAEEL17888	DROME09020
OG0003112	CAEEL12136	DROME16468, DROME01349, DROME01348
OG0003113	CAEEL16673, CAEEL01071	DROME01816, DROME01817
OG0003114	CAEEL15726	DROME04951, DROME04952
OG0003115	CAEEL00022	DROME18331
OG0003116	CAEEL07734	DROME20130
OG0003118	CAEEL08193, CAEEL08192	DROME11873, DROME11872
OG0003119	CAEEL16382	DROME02450, DROME02453, DROME02451
OG0003121	CAEEL00414	DROME19886, DROME19887
OG0003124	CAEEL07676	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585
OG0003126	CAEEL04789, CAEEL04979	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	CAEEL04713	DROME20310, DROME20309
OG0003130	CAEEL08052	DROME20301, DROME20300
OG0003131	CAEEL08023	DROME18130, DROME18131
OG0003132	CAEEL15119	DROME12375
OG0003135	CAEEL06638	DROME07491
OG0003136	CAEEL10810	DROME17171
OG0003141	CAEEL03719, CAEEL03720	DROME21226, DROME21227
OG0003142	CAEEL00482	DROME11840
OG0003143	CAEEL11409	DROME06605, DROME06604
OG0003144	CAEEL01625	DROME13433
OG0003145	CAEEL05190	DROME03862
OG0003146	CAEEL20170	DROME01929
OG0003147	CAEEL17136, CAEEL18421	DROME16290, DROME16289
OG0003148	CAEEL16560	DROME18800, DROME18799
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	DROME16606, DROME16608
OG0003150	CAEEL11024	DROME19300
OG0003151	CAEEL14681, CAEEL04711	DROME04792
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	DROME17760
OG0003153	CAEEL07561	DROME21845
OG0003154	CAEEL15184	DROME05761
OG0003156	CAEEL00516	DROME13943
OG0003157	CAEEL07518, CAEEL07519	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	CAEEL08310	DROME02271
OG0003160	CAEEL18381, CAEEL02061	DROME17382
OG0003161	CAEEL15582, CAEEL20219	DROME12081
OG0003164	CAEEL08130	DROME01606
OG0003169	CAEEL11868	DROME03939
OG0003171	CAEEL08054	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193
OG0003172	CAEEL06299	DROME02195
OG0003173	CAEEL09228	DROME03095, DROME15988
OG0003174	CAEEL11561	DROME21527, DROME21526, DROME21528
OG0003176	CAEEL02038	DROME19128
OG0003177	CAEEL19619	DROME17587
OG0003178	CAEEL14891	DROME10286, DROME10285
OG0003179	CAEEL12173	DROME19635
OG0003181	CAEEL11684	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	CAEEL01167	DROME01632
OG0003184	CAEEL10967	DROME11152
OG0003185	CAEEL04813	DROME08767, DROME08766
OG0003187	CAEEL16181	DROME11796, DROME11795, DROME11794
OG0003188	CAEEL00953	DROME03250, DROME03249
OG0003189	CAEEL04624	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	CAEEL09839	DROME09590
OG0003193	CAEEL17615	DROME14192
OG0003197	CAEEL11467	DROME21048
OG0003198	CAEEL05062	DROME07357
OG0003199	CAEEL11688	DROME12668, DROME21725, DROME21726
OG0003202	CAEEL12123	DROME05838, DROME05839
OG0003203	CAEEL08247	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003206	CAEEL08436	DROME21836, DROME21837
OG0003207	CAEEL11116	DROME14952
OG0003210	CAEEL11876	DROME16773, DROME16774
OG0003212	CAEEL11323	DROME16100
OG0003214	CAEEL08551	DROME00548
OG0003215	CAEEL02895	DROME09352
OG0003217	CAEEL06035, CAEEL06032	DROME21077
OG0003218	CAEEL08847	DROME08231, DROME08230
OG0003219	CAEEL16215	DROME09373
OG0003221	CAEEL00088	DROME00225, DROME00224
OG0003222	CAEEL00115	DROME18303, DROME18302, DROME18304
OG0003223	CAEEL00485	DROME09209
OG0003224	CAEEL05675	DROME09348, DROME09349, DROME09347
OG0003225	CAEEL04615, CAEEL20133	DROME18849
OG0003226	CAEEL04904, CAEEL04903	DROME19617, DROME08490
OG0003228	CAEEL14683	DROME21008
OG0003229	CAEEL10166	DROME01144
OG0003230	CAEEL06311	DROME17741
OG0003231	CAEEL02077	DROME19301
OG0003235	CAEEL11765	DROME05661, DROME05663, DROME05662
OG0003251	CAEEL01743	DROME19769, DROME19768, DROME16949
OG0003252	CAEEL19657, CAEEL14287	DROME18445
OG0003254	CAEEL15715	DROME02901
OG0003255	CAEEL01327	DROME06336
OG0003257	CAEEL04888	DROME15418
OG0003263	CAEEL12235	DROME09851
OG0003267	CAEEL11406	DROME01973, DROME01974, DROME02727
OG0003268	CAEEL00711	DROME20306
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	DROME11682
OG0003272	CAEEL19188, CAEEL20088	DROME19754, DROME19755, DROME00829
OG0003273	CAEEL08538	DROME01509
OG0003275	CAEEL01894	DROME11988, DROME11987
OG0003277	CAEEL10684	DROME07456
OG0003279	CAEEL09246	DROME01016, DROME01017, DROME01018
OG0003280	CAEEL20448	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003281	CAEEL19540	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003283	CAEEL10540	DROME12472
OG0003284	CAEEL20144	DROME06818
OG0003286	CAEEL11061	DROME09199, DROME09198
OG0003287	CAEEL09759	DROME04328, DROME08276
OG0003288	CAEEL07836	DROME00366, DROME00364, DROME00365
OG0003289	CAEEL00474	DROME20541, DROME20542
OG0003290	CAEEL07995, CAEEL07996	DROME00517
OG0003291	CAEEL07282	DROME20523
OG0003293	CAEEL09078	DROME14676
OG0003294	CAEEL08966, CAEEL08900	DROME01659, DROME01660
OG0003296	CAEEL07972	DROME06822, DROME13531
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	DROME19465
OG0003298	CAEEL00404	DROME08089, DROME08088
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	DROME16959
OG0003301	CAEEL11183	DROME18741
OG0003303	CAEEL08080	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003305	CAEEL04396	DROME13149
OG0003306	CAEEL11131	DROME10136
OG0003307	CAEEL09527	DROME17313
OG0003309	CAEEL07134	DROME19043, DROME19042
OG0003311	CAEEL06729	DROME15213
OG0003316	CAEEL06426	DROME13200
OG0003317	CAEEL11191	DROME19362
OG0003318	CAEEL00777	DROME16706
OG0003320	CAEEL05307	DROME12326
OG0003323	CAEEL08557, CAEEL08556	DROME03630
OG0003327	CAEEL15863	DROME19734
OG0003329	CAEEL02070	DROME10094, DROME10095
OG0003330	CAEEL02745	DROME03252, DROME03251
OG0003331	CAEEL07758	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	CAEEL15994, CAEEL15100	DROME00791
OG0003333	CAEEL05869	DROME10886, DROME10885, DROME10884
OG0003335	CAEEL06219	DROME18113, DROME18112
OG0003336	CAEEL18158	DROME10919, DROME10920, DROME10917
OG0003337	CAEEL05608	DROME15232
OG0003340	CAEEL05767	DROME16534, DROME16533
OG0003341	CAEEL15411	DROME01797
OG0003343	CAEEL02966	DROME09151
OG0003344	CAEEL04271	DROME04462, DROME04461
OG0003348	CAEEL00995	DROME02128
OG0003349	CAEEL11343	DROME08306, DROME08305, DROME08304
OG0003350	CAEEL18859	DROME00177, DROME00176
OG0003353	CAEEL08536	DROME11820, DROME11822, DROME11821
OG0003354	CAEEL07057	DROME19858
OG0003356	CAEEL05068	DROME15849
OG0003357	CAEEL05202	DROME12029
OG0003358	CAEEL15398	DROME16921
OG0003359	CAEEL08412	DROME18758
OG0003360	CAEEL09119	DROME20878, DROME20879
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	DROME13197
OG0003364	CAEEL06262	DROME00064
OG0003366	CAEEL13316, CAEEL13290	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003368	CAEEL04652	DROME16106, DROME16107
OG0003370	CAEEL19630, CAEEL09274	DROME12377, DROME12378
OG0003372	CAEEL04956	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	CAEEL09698	DROME06476, DROME06475, DROME06474
OG0003375	CAEEL19093, CAEEL04860	DROME21029
OG0003377	CAEEL19646	DROME20606
OG0003378	CAEEL04638	DROME18533
OG0003380	CAEEL07698, CAEEL08643	DROME14333
OG0003384	CAEEL12353	DROME17249, DROME17250
OG0003386	CAEEL04616	DROME07039, DROME07040, DROME07041
OG0003392	CAEEL18713	DROME11355
OG0003394	CAEEL09212	DROME14094
OG0003401	CAEEL18173, CAEEL19529	DROME10424
OG0003402	CAEEL10926	DROME17185
OG0003408	CAEEL09203	DROME19639, DROME08637, DROME21015, DROME14479, DROME14475, DROME14476, DROME13053, DROME13052, DROME13364, DROME06851, DROME06850, DROME02005, DROME20706, DROME03924, DROME14964, DROME10547, DROME10548, DROME10540, DROME10539, DROME10538, DROME10537, DROME10541, DROME04009, DROME04008, DROME04010, DROME14328, DROME14329, DROME14330, DROME18259, DROME18258, DROME02134, DROME00359, DROME07383
OG0003419	CAEEL20583, CAEEL07865	DROME18310, DROME17074
OG0003421	CAEEL18393	DROME04908, DROME07137, DROME07651
OG0003425	CAEEL12188	DROME11464, DROME11465, DROME11463
OG0003426	CAEEL06462	DROME12495
OG0003429	CAEEL00390	DROME10811, DROME14963, DROME10812
OG0003430	CAEEL05290	DROME19610, DROME04057
OG0003431	CAEEL20649	DROME13747
OG0003433	CAEEL17744	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	CAEEL08434	DROME00166, DROME15353
OG0003439	CAEEL10524	DROME16821
OG0003443	CAEEL18884	DROME18500
OG0003444	CAEEL04842	DROME05516, DROME05517, DROME05515, DROME06639
OG0003448	CAEEL01220	DROME02828, DROME02829, DROME02830
OG0003450	CAEEL06420	DROME03280
OG0003452	CAEEL02730	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003453	CAEEL11697	DROME19225
OG0003454	CAEEL07771	DROME10067
OG0003455	CAEEL01134	DROME04003
OG0003456	CAEEL00212, CAEEL00213	DROME19556
OG0003457	CAEEL19244	DROME06510, DROME06508, DROME06509
OG0003458	CAEEL14113	DROME16139
OG0003459	CAEEL16050	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	CAEEL19133	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003462	CAEEL11837	DROME00239
OG0003463	CAEEL07464	DROME20444
OG0003464	CAEEL15673	DROME06231
OG0003465	CAEEL00222	DROME04464
OG0003467	CAEEL09664	DROME06043, DROME06042
OG0003468	CAEEL10655	DROME01968
OG0003469	CAEEL09108	DROME04366, DROME04367, DROME04365
OG0003472	CAEEL07680, CAEEL07681	DROME09631, DROME09633
OG0003475	CAEEL01731	DROME02190
OG0003477	CAEEL02502	DROME12317
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	CAEEL12384	DROME13645
OG0003484	CAEEL02712	DROME18666, DROME18665
OG0003487	CAEEL02123	DROME12571
OG0003489	CAEEL00223	DROME01312
OG0003491	CAEEL18627, CAEEL05479	DROME11698
OG0003496	CAEEL01506	DROME03124
OG0003498	CAEEL16452	DROME13034, DROME13035
OG0003500	CAEEL01330	DROME04015, DROME00982
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	DROME13347, DROME13346, DROME13348
OG0003502	CAEEL02400, CAEEL02281	DROME19567, DROME14375
OG0003503	CAEEL04457, CAEEL04454	DROME17101, DROME17102
OG0003505	CAEEL07950	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	CAEEL05248	DROME18707
OG0003507	CAEEL05679	DROME14387, DROME14388
OG0003508	CAEEL17418	DROME15658
OG0003509	CAEEL04891	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003513	CAEEL07182	DROME08556
OG0003515	CAEEL06636	DROME21652
OG0003518	CAEEL01719	DROME08309
OG0003519	CAEEL07239	DROME06802
OG0003523	CAEEL18694	DROME16368
OG0003524	CAEEL04264, CAEEL04265	DROME09643, DROME09639, DROME09640
OG0003526	CAEEL16001	DROME05107
OG0003528	CAEEL00365	DROME21047, DROME06070
OG0003530	CAEEL19423	DROME12252
OG0003531	CAEEL15168, CAEEL18062	DROME21993
OG0003532	CAEEL05027	DROME08605
OG0003538	CAEEL11099	DROME20330
OG0003539	CAEEL05895	DROME09387, DROME09386
OG0003541	CAEEL01632	DROME10049, DROME10048
OG0003543	CAEEL08637	DROME18669
OG0003544	CAEEL06236, CAEEL08896	DROME05896
OG0003545	CAEEL12984	DROME08949
OG0003548	CAEEL19888	DROME15072
OG0003550	CAEEL06728	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	CAEEL05919	DROME18271, DROME18270, DROME16713
OG0003552	CAEEL18151	DROME18554, DROME18555
OG0003554	CAEEL05099	DROME19011, DROME19012, DROME17407, DROME12945, DROME19695
OG0003556	CAEEL11919	DROME06703, DROME06702
OG0003557	CAEEL18139	DROME19532
OG0003560	CAEEL04113	DROME18173
OG0003561	CAEEL01643	DROME10510
OG0003562	CAEEL19208, CAEEL04183	DROME12847, DROME12848
OG0003564	CAEEL18104	DROME16736
OG0003566	CAEEL04245	DROME08493, DROME08492
OG0003567	CAEEL15549	DROME20360, DROME20359
OG0003569	CAEEL10722	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	CAEEL08761	DROME14267, DROME14246
OG0003571	CAEEL00659	DROME19608
OG0003573	CAEEL10174, CAEEL18886	DROME07521
OG0003577	CAEEL07169	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	CAEEL08037	DROME16703
OG0003579	CAEEL10103	DROME17312
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934
OG0003582	CAEEL10165, CAEEL10958	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003597	CAEEL05204	DROME16622, DROME16621
OG0003599	CAEEL01022	DROME08018
OG0003604	CAEEL08873	DROME19568
OG0003606	CAEEL01180	DROME07484, DROME07483, DROME07482
OG0003610	CAEEL15111	DROME07982, DROME07983
OG0003611	CAEEL15351	DROME17638
OG0003613	CAEEL10330	DROME00856
OG0003615	CAEEL04572	DROME16618, DROME16617
OG0003617	CAEEL08768, CAEEL00622	DROME16095
OG0003618	CAEEL10379	DROME15284, DROME15283
OG0003619	CAEEL19948, CAEEL09130	DROME13589, DROME13590
OG0003620	CAEEL05074	DROME17770
OG0003621	CAEEL18738	DROME13714, DROME13715, DROME13713
OG0003623	CAEEL11847	DROME01675
OG0003624	CAEEL11456	DROME12696
OG0003626	CAEEL01251	DROME07546
OG0003629	CAEEL18064	DROME03564
OG0003630	CAEEL01945	DROME06784
OG0003632	CAEEL04287	DROME18545
