Orthogroup	CAEEL	DROME
OG0007017	CAEEL12138	DROME16395
OG0007021	CAEEL11037	DROME20584
OG0007024	CAEEL10553, CAEEL11101	DROME17667, DROME19376
OG0007025	CAEEL06876	DROME04842
OG0007027	CAEEL09519	DROME20714
OG0007028	CAEEL05606	DROME21651
OG0007029	CAEEL09103	DROME01489
OG0007033	CAEEL14194	DROME18841
OG0007034	CAEEL08733	DROME06058
OG0007037	CAEEL08744	DROME13026
OG0007039	CAEEL13025	DROME20966, DROME20965
OG0007040	CAEEL08972	DROME02611
OG0007042	CAEEL08206	DROME08739
OG0007043	CAEEL13822	DROME02534
OG0007045	CAEEL09024	DROME00832
OG0007046	CAEEL09633	DROME15728
OG0007049	CAEEL00647	DROME16917
OG0007050	CAEEL06277	DROME06887
OG0007053	CAEEL09135	DROME16115
OG0007055	CAEEL08098	DROME01836
OG0007056	CAEEL07277	DROME21912
OG0007057	CAEEL00263	DROME16884
OG0007059	CAEEL14078	DROME17512, DROME17511, DROME17513
OG0007061	CAEEL08933	DROME21168
OG0007062	CAEEL09707	DROME01875
OG0007063	CAEEL07545	DROME04000
OG0007073	CAEEL05159	DROME16763
OG0007083	CAEEL05178	DROME03474
OG0007084	CAEEL01491	DROME17683, DROME09532
OG0007090	CAEEL05033	DROME20794
OG0007091	CAEEL12658	DROME06753
OG0007092	CAEEL08546	DROME18902, DROME06271
OG0007093	CAEEL04448	DROME16944
OG0007095	CAEEL00821	DROME11360
OG0007097	CAEEL04791	DROME14761
OG0007098	CAEEL08067	DROME02756
OG0007100	CAEEL09539	DROME01519, DROME01520
OG0007102	CAEEL08970	DROME07635, DROME09291, DROME09290
OG0007103	CAEEL10775	DROME15968, DROME15969
OG0007106	CAEEL05993	DROME13665
OG0007107	CAEEL05472	DROME06221
OG0007112	CAEEL01614	DROME21664, DROME21665
OG0007113	CAEEL11083	DROME08212
OG0007114	CAEEL01821	DROME08700
OG0007116	CAEEL05589	DROME18939
OG0007117	CAEEL10841	DROME09414
OG0007118	CAEEL02534	DROME16742
OG0007119	CAEEL05050	DROME02006
OG0007120	CAEEL07430, CAEEL07614	DROME12932
OG0007121	CAEEL12811	DROME14887
OG0007124	CAEEL07005	DROME19157
OG0007125	CAEEL20499	DROME00216
OG0007127	CAEEL15458	DROME14552
OG0007128	CAEEL00451	DROME09591
OG0007130	CAEEL11905, CAEEL11906, CAEEL09908	DROME03247
OG0007131	CAEEL05443	DROME17642
OG0007132	CAEEL02720	DROME04510
OG0007137	CAEEL15473	DROME08116
OG0007138	CAEEL09999	DROME05874, DROME13828
OG0007139	CAEEL01164	DROME20628, DROME22010, DROME22009, DROME19837
OG0007143	CAEEL10767	DROME02690
OG0007144	CAEEL05598	DROME12565, DROME12567, DROME12566
OG0007145	CAEEL03134	DROME13245
OG0007147	CAEEL02107	DROME17710
OG0007151	CAEEL07199	DROME07790
OG0007153	CAEEL12781	DROME14766
OG0007154	CAEEL03604	DROME05203
OG0007163	CAEEL15486	DROME03396
OG0007164	CAEEL07443	DROME07185, DROME07184
OG0007165	CAEEL10428	DROME14270
OG0007166	CAEEL06036	DROME05148, DROME04552
OG0007173	CAEEL07482	DROME02748
OG0007174	CAEEL14161	DROME04393
OG0007175	CAEEL05365	DROME21360
OG0007176	CAEEL08939	DROME06904
OG0007177	CAEEL15953	DROME20944
OG0007180	CAEEL02927	DROME20745
OG0007181	CAEEL09037	DROME05345
OG0007183	CAEEL02179	DROME07166
OG0007184	CAEEL03133	DROME21036, DROME17546
OG0007186	CAEEL05116	DROME00062
OG0007190	CAEEL10785	DROME16734
OG0007191	CAEEL12656	DROME03633
OG0007192	CAEEL16561	DROME21735
OG0007199	CAEEL11122	DROME11470, DROME11469
OG0007209	CAEEL07382	DROME20678
OG0007213	CAEEL20311	DROME01745, DROME01746
OG0007248	CAEEL16171	DROME21365
OG0007251	CAEEL06390	DROME21854
OG0007254	CAEEL02889	DROME17212, DROME17211
OG0007256	CAEEL04854	DROME15121
OG0007258	CAEEL01284	DROME03306
OG0007260	CAEEL15754	DROME22107
OG0007266	CAEEL01793	DROME03348
OG0007267	CAEEL20518	DROME07785
OG0007269	CAEEL20059	DROME10599
OG0007274	CAEEL17821	DROME13219
OG0007275	CAEEL06379	DROME08181
OG0007279	CAEEL01707	DROME12978, DROME12980, DROME12979
OG0007280	CAEEL02744	DROME20512
OG0007282	CAEEL08198	DROME02027
OG0007288	CAEEL09410	DROME07470
OG0007291	CAEEL00922	DROME13803
OG0007293	CAEEL02960	DROME10696
OG0007296	CAEEL07895	DROME06821
OG0007299	CAEEL08257	DROME20621
OG0007301	CAEEL01285	DROME00949
OG0007303	CAEEL00729	DROME16338
OG0007305	CAEEL08507	DROME06380
OG0007307	CAEEL05489	DROME21844
OG0007309	CAEEL06253	DROME00052
OG0007312	CAEEL18157	DROME15097
OG0007317	CAEEL04877	DROME05767
OG0007319	CAEEL02684	DROME02096
OG0007321	CAEEL08372	DROME14886
OG0007322	CAEEL07863	DROME01656
OG0007323	CAEEL17746	DROME06979
OG0007325	CAEEL02968	DROME00772
OG0007330	CAEEL08957	DROME06616
OG0007332	CAEEL12399, CAEEL09356	DROME15822
OG0007333	CAEEL02810	DROME16724
OG0007334	CAEEL16445	DROME14550
OG0007335	CAEEL09096	DROME20744
OG0007336	CAEEL07287	DROME19792
OG0007341	CAEEL08254	DROME11695
OG0007342	CAEEL17647	DROME20920, DROME20921
OG0007343	CAEEL01237	DROME05240
OG0007344	CAEEL14479	DROME20098
OG0007347	CAEEL16216	DROME13215
OG0007348	CAEEL01419	DROME14950
OG0007351	CAEEL00046	DROME10598
OG0007352	CAEEL02694	DROME21703
OG0007354	CAEEL07366	DROME05477, DROME05476
OG0007355	CAEEL07543	DROME17231
OG0007356	CAEEL10653	DROME08592
OG0007361	CAEEL18143	DROME13934
OG0007363	CAEEL15459	DROME13676
OG0007364	CAEEL00051	DROME21809
OG0007365	CAEEL15469	DROME04793
OG0007370	CAEEL00810	DROME03968
OG0007371	CAEEL08890	DROME02186
OG0007374	CAEEL08407	DROME19817, DROME06981, DROME06980
OG0007378	CAEEL07515	DROME12005
OG0007382	CAEEL03532	DROME00478
OG0007383	CAEEL02159	DROME15992, DROME15994, DROME15993
OG0007385	CAEEL10159	DROME05965
OG0007386	CAEEL20708	DROME08936
OG0007387	CAEEL01651	DROME11857
OG0007391	CAEEL15047	DROME08685, DROME08686
OG0007393	CAEEL14340	DROME14294
OG0007394	CAEEL17618	DROME19789
OG0007395	CAEEL00007	DROME15690
OG0007396	CAEEL08409	DROME11407
OG0007397	CAEEL05717	DROME14953
OG0007399	CAEEL09345	DROME04756
OG0007400	CAEEL07494	DROME05763
OG0007403	CAEEL00829	DROME05771
OG0007405	CAEEL09683	DROME10897, DROME10896
OG0007407	CAEEL09634	DROME09567
OG0007408	CAEEL03271	DROME15350, DROME15352
OG0007409	CAEEL00402	DROME12956
OG0007411	CAEEL00187	DROME09875
OG0007412	CAEEL02088	DROME16298
OG0007413	CAEEL05369	DROME04023
OG0007414	CAEEL02493	DROME09035, DROME09036
OG0007416	CAEEL06905	DROME19013, DROME13286
OG0007417	CAEEL11994	DROME06465
OG0007419	CAEEL08256	DROME15814
OG0007421	CAEEL05873	DROME18796
OG0007422	CAEEL14217	DROME18166, DROME18165
OG0007424	CAEEL09653	DROME15021
OG0007425	CAEEL08774	DROME18621
OG0007427	CAEEL12151	DROME13387
OG0007431	CAEEL08321	DROME18094
OG0007432	CAEEL05561	DROME11099
OG0007439	CAEEL00478	DROME11359
OG0007442	CAEEL05801, CAEEL20230	DROME17214
OG0007446	CAEEL08347	DROME18838
OG0007450	CAEEL15942	DROME18174
OG0007451	CAEEL01087	DROME01044
OG0007452	CAEEL11309, CAEEL11308	DROME05562
OG0007453	CAEEL15555	DROME08632, DROME08631
OG0007454	CAEEL05191	DROME01936
OG0007455	CAEEL09023	DROME05407
OG0007456	CAEEL09752	DROME08553
OG0007457	CAEEL02978	DROME09037
OG0007458	CAEEL05739	DROME06115
OG0007459	CAEEL08625	DROME15675
OG0007460	CAEEL08071	DROME11931
OG0007463	CAEEL05195	DROME11508
OG0007470	CAEEL09270	DROME12837, DROME12836, DROME04638
OG0007472	CAEEL07712	DROME12085
OG0007473	CAEEL06395	DROME00942
OG0007476	CAEEL05614	DROME01998
OG0007477	CAEEL18090	DROME18579
OG0007478	CAEEL10045	DROME11578
OG0007481	CAEEL07144	DROME06787
OG0007482	CAEEL05046	DROME19386
OG0007483	CAEEL05091	DROME16379
OG0007484	CAEEL15663	DROME13008
OG0007488	CAEEL11022	DROME15720
OG0007491	CAEEL08156	DROME16108
OG0007495	CAEEL02719	DROME21169
OG0007496	CAEEL08861	DROME02361
OG0007498	CAEEL00436	DROME07302
OG0007503	CAEEL02990	DROME05006
OG0007508	CAEEL11729	DROME11676, DROME11677
OG0007509	CAEEL03713	DROME00425, DROME08833
OG0007510	CAEEL02087	DROME16224
OG0007518	CAEEL09758	DROME00450
OG0007519	CAEEL01445	DROME11576
OG0007522	CAEEL17731, CAEEL17730, CAEEL12726, CAEEL04614	DROME12681, DROME06917
OG0007527	CAEEL00663	DROME11575
OG0007531	CAEEL00294	DROME20802, DROME18150
OG0007550	CAEEL07298	DROME03286
OG0007586	CAEEL10449	DROME07523
OG0007589	CAEEL12126	DROME13237
OG0007591	CAEEL00268	DROME03303
OG0007597	CAEEL08128	DROME11734
OG0007613	CAEEL08843	DROME00786
OG0007615	CAEEL11977	DROME16992
OG0007616	CAEEL01590	DROME01134
OG0007619	CAEEL00841	DROME13917
OG0007621	CAEEL02354	DROME07475
OG0007624	CAEEL00535	DROME22076
OG0007626	CAEEL06256	DROME17034
OG0007629	CAEEL01044	DROME17004
OG0007633	CAEEL20565	DROME21858
OG0007634	CAEEL15553	DROME03086
OG0007638	CAEEL00644	DROME04531
OG0007642	CAEEL15921	DROME19922, DROME10802
OG0007645	CAEEL07585	DROME19485
OG0007646	CAEEL01490	DROME01727
OG0007648	CAEEL02742	DROME10644
OG0007651	CAEEL07805	DROME09521
OG0007656	CAEEL10499	DROME19669
OG0007657	CAEEL03766	DROME21498
OG0007662	CAEEL14112	DROME00293
OG0007663	CAEEL07909	DROME19396
OG0007664	CAEEL02497	DROME16279
OG0007666	CAEEL06730	DROME13925
OG0007667	CAEEL09697	DROME01143
OG0007676	CAEEL11928	DROME19677
OG0007680	CAEEL08127	DROME12223, DROME20813
OG0007685	CAEEL05547	DROME08698, DROME08699
OG0007686	CAEEL07547	DROME05296
OG0007687	CAEEL12382	DROME05239
OG0007690	CAEEL07839	DROME19805
OG0007698	CAEEL09040	DROME06524
OG0007701	CAEEL08144	DROME20491
OG0007702	CAEEL09034	DROME04524
OG0007703	CAEEL09743	DROME09613
OG0007712	CAEEL10394	DROME00072
OG0007713	CAEEL08732	DROME08102
OG0007714	CAEEL07755	DROME18732, DROME18731
OG0007717	CAEEL05318	DROME14273
OG0007719	CAEEL04281	DROME08626
OG0007722	CAEEL04401	DROME05973
OG0007732	CAEEL02105	DROME15276
OG0007736	CAEEL08552	DROME02622
OG0007738	CAEEL13138	DROME11307
OG0007739	CAEEL05697	DROME03472
OG0007743	CAEEL01748	DROME21252
OG0007744	CAEEL07533	DROME03287
OG0007746	CAEEL14195	DROME15467
OG0007749	CAEEL12327	DROME11919
OG0007752	CAEEL16888	DROME19902
OG0007754	CAEEL16020	DROME10213
OG0007758	CAEEL12592	DROME17216
OG0007759	CAEEL09235	DROME02749
OG0007760	CAEEL11638	DROME07190
OG0007761	CAEEL04714	DROME12840
OG0007766	CAEEL16170	DROME01672
OG0007767	CAEEL04905	DROME15596
OG0007772	CAEEL09510	DROME12007
OG0007774	CAEEL00940	DROME12031
OG0007781	CAEEL15819	DROME18077
OG0007782	CAEEL02809	DROME19324
OG0007783	CAEEL07253	DROME03858
OG0007784	CAEEL08610	DROME13437
OG0007786	CAEEL11757	DROME18638
OG0007800	CAEEL08807	DROME01328
OG0007803	CAEEL05119	DROME02406
OG0007807	CAEEL05530	DROME02602, DROME02603
OG0007810	CAEEL03135	DROME06120
OG0007811	CAEEL07487	DROME12619
OG0007813	CAEEL13344	DROME14956
OG0007814	CAEEL09448	DROME20150, DROME13529
OG0007816	CAEEL05256	DROME17032
OG0007817	CAEEL15491	DROME20286
OG0007823	CAEEL13928	DROME13489
OG0007825	CAEEL11587	DROME02964
OG0007829	CAEEL06733	DROME12217
OG0007830	CAEEL12370	DROME18766
OG0007831	CAEEL09366	DROME00843
OG0007835	CAEEL14273	DROME08087
OG0007840	CAEEL02866	DROME16035
OG0007846	CAEEL07657	DROME18574
OG0007848	CAEEL00623	DROME09406
OG0007852	CAEEL12251	DROME07522
OG0007858	CAEEL05800	DROME07490
OG0007866	CAEEL10453	DROME17318
OG0007911	CAEEL19720	DROME01183
OG0007918	CAEEL01338	DROME12221
OG0007929	CAEEL11949	DROME20970
OG0007932	CAEEL18348	DROME04704
OG0007942	CAEEL06424	DROME12844, DROME12845, DROME12846, DROME11457
OG0007943	CAEEL00323	DROME21368
OG0007947	CAEEL08838	DROME10269
OG0007952	CAEEL00559	DROME20239
OG0007955	CAEEL04282	DROME02061
OG0007956	CAEEL07040	DROME04763, DROME04764
OG0007957	CAEEL07410	DROME16988
OG0007958	CAEEL09574	DROME07369
OG0007962	CAEEL03907	DROME13835
OG0007966	CAEEL18121	DROME06982
OG0007969	CAEEL07525	DROME08603
OG0007971	CAEEL09028	DROME02958
OG0007975	CAEEL07570	DROME08774
OG0007976	CAEEL13363	DROME09395
OG0007978	CAEEL16129	DROME15288
OG0007980	CAEEL04889	DROME18856
OG0007990	CAEEL07840	DROME02537
OG0007994	CAEEL07063	DROME00744
OG0007996	CAEEL08828	DROME19142
OG0007997	CAEEL08226	DROME05664
OG0007999	CAEEL07190	DROME10618
OG0008000	CAEEL08364	DROME08107
OG0008007	CAEEL06239	DROME11844
OG0008008	CAEEL09265	DROME15850
OG0008009	CAEEL02124	DROME15050
OG0008011	CAEEL11657	DROME08106
OG0008020	CAEEL07350	DROME08219
OG0008023	CAEEL06642	DROME07714
OG0008028	CAEEL08626	DROME00865
OG0008030	CAEEL08937	DROME05451
OG0008031	CAEEL03012	DROME00893
OG0008041	CAEEL11036	DROME15272
OG0008042	CAEEL08018	DROME14442, DROME14443, DROME14441
OG0008045	CAEEL06796	DROME01340
OG0008046	CAEEL02060	DROME04953
OG0008047	CAEEL11814	DROME06653
OG0008049	CAEEL07907	DROME06428
OG0008050	CAEEL05217	DROME04442
OG0008051	CAEEL00393	DROME02747
OG0008056	CAEEL07039	DROME02535
OG0008062	CAEEL05480	DROME17709
OG0008067	CAEEL01642	DROME19730, DROME19732, DROME19731
OG0008069	CAEEL04653	DROME20009
OG0008071	CAEEL15707	DROME09459, DROME16653
OG0008072	CAEEL03539	DROME20664, DROME12867, DROME08206
OG0008075	CAEEL18761	DROME11758
OG0008079	CAEEL11763	DROME10112
OG0008080	CAEEL05079	DROME01083
OG0008081	CAEEL01394	DROME09031
OG0008082	CAEEL14725	DROME14554
OG0008091	CAEEL08716	DROME00222
OG0008094	CAEEL09901	DROME08591
OG0008100	CAEEL09035	DROME19462
OG0008104	CAEEL01994	DROME08058
OG0008105	CAEEL14680	DROME14648
OG0008108	CAEEL00549	DROME01195, DROME01194
OG0008110	CAEEL05284	DROME00054
OG0008113	CAEEL01854	DROME10166
OG0008115	CAEEL20667	DROME18541, DROME18542, DROME01751
OG0008117	CAEEL10260	DROME00477
OG0008122	CAEEL11778	DROME05443, DROME05446, DROME05444, DROME05445
OG0008123	CAEEL15956	DROME17222, DROME17223, DROME17224
OG0008127	CAEEL07191	DROME20959
OG0008136	CAEEL09654	DROME09512
OG0008151	CAEEL11030	DROME09619, DROME09620
OG0008161	CAEEL19217	DROME22046, DROME02963, DROME12171, DROME12170, DROME12169, DROME12168
OG0008201	CAEEL15238	DROME14121
OG0008202	CAEEL08153	DROME21810
OG0008203	CAEEL11108	DROME06351
OG0008208	CAEEL12161	DROME16689
OG0008215	CAEEL08145	DROME06606
OG0008219	CAEEL16399	DROME09623
OG0008224	CAEEL00450	DROME06232
OG0008229	CAEEL09406	DROME21747
OG0008232	CAEEL00894	DROME01932
OG0008238	CAEEL00102	DROME14135
OG0008239	CAEEL10269	DROME08355
OG0008243	CAEEL02601	DROME17525
OG0008249	CAEEL15845	DROME19019
OG0008258	CAEEL16173	DROME16701
OG0008261	CAEEL07062	DROME00578
OG0008262	CAEEL11455	DROME11696
OG0008263	CAEEL15298	DROME00718
OG0008267	CAEEL01941	DROME10683
OG0008268	CAEEL07024	DROME08337
OG0008271	CAEEL10188	DROME06996
OG0008273	CAEEL00012	DROME00516
OG0008275	CAEEL12381	DROME03628, DROME03627
OG0008281	CAEEL00420	DROME14998
OG0008288	CAEEL04376	DROME19471
OG0008293	CAEEL01276	DROME09142
OG0008295	CAEEL15817	DROME02099, DROME09306
OG0008297	CAEEL18979	DROME21432
OG0008304	CAEEL04256	DROME09856
OG0008307	CAEEL09006	DROME12835
OG0008312	CAEEL18921	DROME02035
OG0008313	CAEEL06873	DROME18135
OG0008317	CAEEL18369	DROME08354
OG0008325	CAEEL03674	DROME03626
OG0008327	CAEEL12153	DROME21746
OG0008335	CAEEL06270	DROME12715, DROME18818
OG0008336	CAEEL15189	DROME07914
OG0008339	CAEEL12124	DROME15405
OG0008341	CAEEL05446	DROME15491
OG0008343	CAEEL05448	DROME05923
OG0008346	CAEEL13144	DROME04695
OG0008348	CAEEL07578	DROME00896
OG0008349	CAEEL07351	DROME12360, DROME16513
OG0008351	CAEEL00200	DROME01247
OG0008361	CAEEL02090	DROME06617
OG0008363	CAEEL02853	DROME09820
OG0008369	CAEEL07070	DROME01004, DROME18984
OG0008373	CAEEL04900	DROME07396
OG0008381	CAEEL18769	DROME07899
OG0008383	CAEEL10575	DROME00341
OG0008392	CAEEL05546	DROME08319
OG0008400	CAEEL04648	DROME09510
OG0008403	CAEEL01637	DROME07792
OG0008404	CAEEL14841	DROME00855
OG0008412	CAEEL12090	DROME08805
OG0008415	CAEEL03050	DROME14546
OG0008422	CAEEL05153	DROME13691
OG0008424	CAEEL00661	DROME21655
OG0008427	CAEEL05373	DROME09186
OG0008444	CAEEL04821	DROME06774
OG0008516	CAEEL14865	DROME15972
OG0008528	CAEEL06234, CAEEL06230	DROME04176
OG0008533	CAEEL05305	DROME00226
OG0008538	CAEEL02807	DROME00792
OG0008540	CAEEL01640	DROME13108
OG0008542	CAEEL01755	DROME07458
OG0008555	CAEEL14965	DROME11395, DROME11394
OG0008563	CAEEL08399	DROME03604
OG0008569	CAEEL15353	DROME14211
OG0008571	CAEEL11979	DROME01378
OG0008573	CAEEL02749	DROME01886
OG0008588	CAEEL20463	DROME12637
OG0008591	CAEEL07370	DROME11628
OG0008601	CAEEL06269, CAEEL18930	DROME11849
OG0008602	CAEEL15827	DROME13490
OG0008606	CAEEL07852	DROME08229
OG0008609	CAEEL01661	DROME03665
OG0008620	CAEEL04544	DROME19856, DROME19857
OG0008626	CAEEL11775	DROME04318
OG0008637	CAEEL04856	DROME01692
OG0008639	CAEEL07741	DROME14156
OG0008644	CAEEL07170	DROME16291
OG0008656	CAEEL01648	DROME01865
OG0008658	CAEEL09756	DROME15306
OG0008659	CAEEL01279	DROME06094
OG0008662	CAEEL06591	DROME14303
OG0008672	CAEEL02695	DROME21006, DROME03145
OG0008673	CAEEL14469	DROME17016
OG0008676	CAEEL07159	DROME08298
OG0008685	CAEEL07465	DROME14794
OG0008689	CAEEL00927	DROME04121
OG0008703	CAEEL13393	DROME08908, DROME08907, DROME08911, DROME08906, DROME08915, DROME08914, DROME08909, DROME08910, DROME08912, DROME08913, DROME08905, DROME08916, DROME08917
OG0008760	CAEEL09413	DROME15736
OG0008792	CAEEL01181	DROME16975, DROME16976, DROME16974
OG0008794	CAEEL07396	DROME08595, DROME09157
OG0008799	CAEEL16398	DROME16243
OG0008816	CAEEL02754	DROME10643
OG0008824	CAEEL08796	DROME09947
OG0008826	CAEEL01857	DROME12581
OG0008828	CAEEL05455	DROME00117
OG0008837	CAEEL04362	DROME16336
OG0008859	CAEEL07569	DROME11945
OG0008870	CAEEL08973	DROME02619
OG0008877	CAEEL12677	DROME16950
OG0008879	CAEEL06910	DROME01892, DROME01893
OG0008900	CAEEL08282	DROME13719
OG0008903	CAEEL10152	DROME00534
OG0008911	CAEEL05712	DROME13742
OG0008913	CAEEL08017	DROME00509, DROME00510
OG0008916	CAEEL07184	DROME11514
OG0008933	CAEEL12753	DROME18427
OG0008938	CAEEL01611	DROME08097
OG0008943	CAEEL12756	DROME18417
OG0008953	CAEEL11173	DROME07710
OG0008953	CAEEL10434	DROME03933
OG0008959	CAEEL10488	DROME08488
OG0008962	CAEEL11608	DROME06752, DROME17394, DROME10394
OG0008969	CAEEL05802	DROME11989
OG0008990	CAEEL16731	DROME09658
OG0009010	CAEEL13169, CAEEL19288, CAEEL19287, CAEEL19431, CAEEL19019	DROME20567, DROME20564, DROME20563, DROME20557, DROME20568, DROME20565, DROME20555, DROME20556, DROME20560, DROME20566, DROME20559, DROME20569, DROME20561, DROME20562, DROME20558
OG0009043	CAEEL02926	DROME08112
OG0009044	CAEEL02093	DROME20940
OG0009067	CAEEL08173	DROME13879
OG0009078	CAEEL01659	DROME10793, DROME01490, DROME21555
OG0009083	CAEEL11653	DROME13205
OG0009094	CAEEL18708, CAEEL18709	DROME05666
OG0009108	CAEEL09989	DROME01319, DROME01320
OG0009115	CAEEL09619	DROME19920, DROME17853
OG0009127	CAEEL10881	DROME15729
OG0009152	CAEEL11985	DROME20327, DROME20329, DROME20328
OG0009153	CAEEL05278	DROME09853
OG0009158	CAEEL08633	DROME19303
OG0009175	CAEEL09576	DROME08856
OG0009190	CAEEL09360	DROME01051, DROME07457
OG0009196	CAEEL09706	DROME06068
OG0009203	CAEEL10490	DROME08846
OG0009217	CAEEL08995	DROME09051
OG0009225	CAEEL15487	DROME05479, DROME21718
OG0009312	CAEEL05370	DROME04430
OG0009323	CAEEL20602, CAEEL19737, CAEEL10786, CAEEL11266	DROME16963
OG0009339	CAEEL06541	DROME06771
OG0009344	CAEEL02026	DROME07626
OG0009370	CAEEL11569	DROME09859
OG0009382	CAEEL09660	DROME11888
OG0009392	CAEEL20501	DROME01321, DROME06882
OG0009402	CAEEL12655, CAEEL18978	DROME13806, DROME13805
OG0009415	CAEEL10784	DROME16962
OG0009451	CAEEL07612	DROME09049
OG0009452	CAEEL03075	DROME00415
OG0009500	CAEEL15396, CAEEL00325, CAEEL15633, CAEEL14070, CAEEL06442, CAEEL03055, CAEEL08887, CAEEL18925	DROME08958, DROME08957, DROME08960, DROME08959, DROME05253
OG0009590	CAEEL10923	DROME02782
OG0009604	CAEEL01986	DROME04323
OG0009617	CAEEL05286	DROME07605
OG0009621	CAEEL18059	DROME07731, DROME07730
OG0009629	CAEEL15547	DROME03016
OG0009630	CAEEL08959	DROME07625
OG0009636	CAEEL18918	DROME17891
OG0009639	CAEEL15932	DROME04801
OG0009645	CAEEL00376	DROME09461, DROME09462, DROME09465, DROME09464, DROME09463
OG0009649	CAEEL15752	DROME13078
OG0009651	CAEEL02019	DROME18444
OG0009654	CAEEL16720	DROME03936
OG0009673	CAEEL07317	DROME02945
OG0009676	CAEEL08642	DROME10054
OG0009703	CAEEL05296	DROME12832, DROME12833
OG0009765	CAEEL13943, CAEEL15977, CAEEL15363, CAEEL15364, CAEEL15975, CAEEL15974, CAEEL15976, CAEEL13979, CAEEL13953, CAEEL13945, CAEEL13952, CAEEL13950, CAEEL13948, CAEEL13947, CAEEL13951, CAEEL13949	DROME12060
OG0009898	CAEEL19746	DROME16284, DROME16286, DROME16285
OG0009906	CAEEL08474	DROME10023
OG0009925	CAEEL10149	DROME14719
OG0009976	CAEEL14430	DROME11750
OG0009994	CAEEL17392, CAEEL06241	DROME11362
OG0010044	CAEEL18566	DROME07112, DROME07113, DROME07109, DROME07103, DROME07107, DROME07105, DROME07106, DROME07114, DROME07115, DROME07110, DROME07108, DROME07104, DROME07111
OG0010139	CAEEL06671	DROME00910
OG0010184	CAEEL19250	DROME15519, DROME15518
OG0010218	CAEEL01903	DROME05011, DROME05010
OG0010236	CAEEL04159	DROME19514, DROME19513
OG0010271	CAEEL05014	DROME06786, DROME06785
OG0010286	CAEEL00201	DROME09557
OG0010323	CAEEL08147	DROME12605, DROME12604
OG0010346	CAEEL06718	DROME14017
OG0010372	CAEEL00360	DROME21182
OG0010379	CAEEL09750	DROME06197
OG0010387	CAEEL07000	DROME19773, DROME19772
OG0010522	CAEEL00787	DROME00875
OG0010570	CAEEL11133	DROME06181
OG0010574	CAEEL11936	DROME14726
OG0010587	CAEEL07340	DROME17865, DROME17866
OG0010617	CAEEL12759	DROME18423
OG0010875	CAEEL12383	DROME08176
OG0010880	CAEEL08581	DROME19739
OG0010989	CAEEL12750	DROME18428
OG0011004	CAEEL08293, CAEEL08288, CAEEL13824	DROME20958, DROME20957, DROME14087
OG0011111	CAEEL05475, CAEEL04787	DROME17849
OG0011227	CAEEL14784, CAEEL17894	DROME13884
OG0011258	CAEEL01988	DROME05208
OG0011284	CAEEL08444, CAEEL05552, CAEEL18717, CAEEL08344, CAEEL16854, CAEEL08968, CAEEL13191, CAEEL17286, CAEEL17340	DROME15665
OG0011318	CAEEL04158	DROME10783
OG0011333	CAEEL03980	DROME14271
OG0011334	CAEEL12757	DROME18418
OG0011371	CAEEL12751	DROME18420
OG0011375	CAEEL02578	DROME05961
OG0011414	CAEEL16021	DROME19124
OG0011429	CAEEL06630	DROME20792
OG0011461	CAEEL04492	DROME15328
OG0011463	CAEEL01215	DROME01776, DROME01777, DROME01778
OG0011486	CAEEL08864	DROME03502, DROME03503
OG0011503	CAEEL09912	DROME04076, DROME04077, DROME04075, DROME03500, DROME10386, DROME10159
