Orthogroup	CAEEL	NEMVE
OG0005815	CAEEL08558	NEMVE25274
OG0005816	CAEEL07974	NEMVE08245
OG0005817	CAEEL09003	NEMVE20440, NEMVE15052
OG0005818	CAEEL06548	NEMVE14563
OG0005819	CAEEL05194	NEMVE21808
OG0005821	CAEEL06500	NEMVE23456
OG0005822	CAEEL08544	NEMVE25935
OG0005823	CAEEL11398	NEMVE05430, NEMVE20888
OG0005824	CAEEL01511	NEMVE14153
OG0005826	CAEEL11564	NEMVE18969, NEMVE25456, NEMVE16439
OG0005827	CAEEL15915	NEMVE04802
OG0005829	CAEEL01850, CAEEL14048	NEMVE24686
OG0005831	CAEEL07627	NEMVE05152
OG0005832	CAEEL01641	NEMVE22892
OG0005833	CAEEL14838	NEMVE13165
OG0005834	CAEEL18574	NEMVE23957, NEMVE10656
OG0005835	CAEEL06739, CAEEL08580	NEMVE13878
OG0005836	CAEEL15554	NEMVE20851, NEMVE02149
OG0005837	CAEEL01073	NEMVE14056
OG0005840	CAEEL06791	NEMVE13747
OG0005843	CAEEL06200	NEMVE21067, NEMVE02036, NEMVE22320
OG0005845	CAEEL04187	NEMVE13891
OG0005846	CAEEL06779	NEMVE01954, NEMVE02816
OG0005847	CAEEL00400	NEMVE05655
OG0005848	CAEEL00240	NEMVE22369
OG0005849	CAEEL07640	NEMVE13138
OG0005850	CAEEL07059	NEMVE13460
OG0005851	CAEEL19454, CAEEL03023	NEMVE09355
OG0005853	CAEEL05937	NEMVE14317
OG0005854	CAEEL10962	NEMVE14480
OG0005857	CAEEL08143	NEMVE24466, NEMVE14208
OG0005858	CAEEL08865	NEMVE13228
OG0005859	CAEEL09237	NEMVE14832
OG0005860	CAEEL11464	NEMVE13210
OG0005861	CAEEL07847	NEMVE14447, NEMVE11854
OG0005863	CAEEL02059	NEMVE22266
OG0005864	CAEEL03066	NEMVE04848
OG0005865	CAEEL10526	NEMVE07679
OG0005866	CAEEL03116	NEMVE05461
OG0005869	CAEEL01472	NEMVE13626
OG0005870	CAEEL18863	NEMVE14905
OG0005871	CAEEL07046	NEMVE17336
OG0005874	CAEEL06734	NEMVE23891
OG0005875	CAEEL11121	NEMVE23453
OG0005876	CAEEL12583	NEMVE23289
OG0005877	CAEEL03535	NEMVE02516, NEMVE05591
OG0005878	CAEEL00506	NEMVE02339, NEMVE14777
OG0005879	CAEEL05884	NEMVE09579
OG0005880	CAEEL09863	NEMVE22612
OG0005883	CAEEL06255	NEMVE14549
OG0005884	CAEEL16531	NEMVE00229, NEMVE06571
OG0005886	CAEEL01824	NEMVE17658
OG0005888	CAEEL00435	NEMVE03064
OG0005889	CAEEL02553	NEMVE14237
OG0005890	CAEEL06540	NEMVE01492
OG0005892	CAEEL01618	NEMVE05482
OG0005893	CAEEL11380	NEMVE00948
OG0005895	CAEEL06441	NEMVE17527, NEMVE20886
OG0005897	CAEEL01303	NEMVE18801
OG0005898	CAEEL01957	NEMVE02011
OG0005899	CAEEL11728	NEMVE06363, NEMVE06372, NEMVE16370
OG0005901	CAEEL01230	NEMVE22895
OG0005903	CAEEL02733	NEMVE20145, NEMVE14098
OG0005904	CAEEL18351	NEMVE14991
OG0005909	CAEEL09260	NEMVE21723
OG0005914	CAEEL12252	NEMVE13472
OG0005918	CAEEL07911	NEMVE23931
OG0005921	CAEEL07408	NEMVE13582
OG0005922	CAEEL15520	NEMVE13384
OG0005924	CAEEL10631	NEMVE05757
OG0005928	CAEEL04878	NEMVE21804
OG0005929	CAEEL05898	NEMVE13193
OG0005930	CAEEL00275	NEMVE24441
OG0005931	CAEEL09476	NEMVE24077
OG0005932	CAEEL11316	NEMVE21824
OG0005933	CAEEL14434	NEMVE09740
OG0005936	CAEEL07303	NEMVE20278, NEMVE22195
OG0005937	CAEEL10539	NEMVE03020
OG0005940	CAEEL04134	NEMVE05329
OG0005941	CAEEL08713	NEMVE18224
OG0005943	CAEEL02014	NEMVE14522
OG0005946	CAEEL11452, CAEEL11968	NEMVE23066
OG0005947	CAEEL19240	NEMVE14005
OG0005949	CAEEL12005	NEMVE05450
OG0005950	CAEEL02721	NEMVE14694
OG0005952	CAEEL08042	NEMVE22482
OG0005957	CAEEL13678, CAEEL02860	NEMVE15091
OG0005960	CAEEL18529, CAEEL16584	NEMVE13523
OG0005963	CAEEL02429, CAEEL11102	NEMVE25861
OG0005965	CAEEL17925	NEMVE06899
OG0005966	CAEEL05490	NEMVE19178, NEMVE00025
OG0005967	CAEEL08429	NEMVE22443
OG0005968	CAEEL01646	NEMVE14434
OG0005969	CAEEL01577	NEMVE13532
OG0005970	CAEEL16383	NEMVE05887
OG0005973	CAEEL13364	NEMVE11820, NEMVE14031
OG0005974	CAEEL11184	NEMVE14137
OG0005975	CAEEL05822	NEMVE25600
OG0005976	CAEEL15581	NEMVE13353
OG0005977	CAEEL04186	NEMVE14569
OG0005978	CAEEL08320	NEMVE22252
OG0005980	CAEEL05471	NEMVE23640
OG0005982	CAEEL04709	NEMVE13477
OG0005984	CAEEL06514, CAEEL07173	NEMVE24779
OG0005985	CAEEL11206	NEMVE20199
OG0005987	CAEEL05677	NEMVE21795
OG0005989	CAEEL14108	NEMVE00971
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	NEMVE11171
OG0005995	CAEEL09469	NEMVE02185
OG0005998	CAEEL12651	NEMVE05440
OG0006000	CAEEL06731	NEMVE18781
OG0006003	CAEEL12475	NEMVE06610
OG0006004	CAEEL01451	NEMVE24131
OG0006005	CAEEL08818	NEMVE08968, NEMVE00870
OG0006008	CAEEL11432	NEMVE24474, NEMVE00275
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	NEMVE06073
OG0006010	CAEEL07462	NEMVE22570
OG0006011	CAEEL06588	NEMVE14656
OG0006022	CAEEL20451	NEMVE19560
OG0006031	CAEEL00264	NEMVE14413
OG0006059	CAEEL09710	NEMVE05469
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	NEMVE21182, NEMVE04302, NEMVE06902, NEMVE04018, NEMVE04019
OG0006062	CAEEL08027	NEMVE13363
OG0006063	CAEEL09563	NEMVE13540
OG0006064	CAEEL11646	NEMVE05721
OG0006066	CAEEL07776	NEMVE25661
OG0006069	CAEEL08597	NEMVE24988
OG0006072	CAEEL09063	NEMVE01149
OG0006073	CAEEL15279	NEMVE04741
OG0006074	CAEEL15694	NEMVE24416
OG0006075	CAEEL05481	NEMVE05322
OG0006079	CAEEL06022	NEMVE00907
OG0006080	CAEEL00753, CAEEL15093	NEMVE16967
OG0006083	CAEEL10880	NEMVE09309
OG0006085	CAEEL07121	NEMVE25339
OG0006086	CAEEL05357	NEMVE16210
OG0006087	CAEEL10339	NEMVE15939
OG0006090	CAEEL06249	NEMVE19748, NEMVE13984
OG0006095	CAEEL03714	NEMVE13885
OG0006096	CAEEL08930	NEMVE14691
OG0006098	CAEEL17792	NEMVE06004
OG0006101	CAEEL04363	NEMVE15100
OG0006102	CAEEL01860	NEMVE14968
OG0006104	CAEEL15552	NEMVE14961
OG0006106	CAEEL09939	NEMVE19009
OG0006108	CAEEL07908	NEMVE08391
OG0006111	CAEEL06592	NEMVE02016
OG0006113	CAEEL00297	NEMVE09892
OG0006115	CAEEL02174, CAEEL09766	NEMVE14785, NEMVE17721
OG0006116	CAEEL14600	NEMVE24918
OG0006117	CAEEL15839	NEMVE10567
OG0006118	CAEEL05175	NEMVE10454
OG0006119	CAEEL19837	NEMVE11800
OG0006120	CAEEL19875	NEMVE22945
OG0006121	CAEEL01535	NEMVE22058
OG0006122	CAEEL06423	NEMVE25204
OG0006124	CAEEL00683	NEMVE24761
OG0006125	CAEEL12098	NEMVE09196
OG0006126	CAEEL09062	NEMVE00064
OG0006127	CAEEL08699	NEMVE07015, NEMVE07020
OG0006128	CAEEL01734	NEMVE20876, NEMVE00022
OG0006129	CAEEL15436	NEMVE14942
OG0006130	CAEEL19047	NEMVE04868
OG0006131	CAEEL08997	NEMVE08917
OG0006134	CAEEL05080	NEMVE11232
OG0006135	CAEEL16406	NEMVE22868
OG0006137	CAEEL01021	NEMVE03361
OG0006140	CAEEL06530	NEMVE12679, NEMVE23573, NEMVE12694
OG0006141	CAEEL00813	NEMVE16961, NEMVE12186
OG0006144	CAEEL12775	NEMVE14741
OG0006145	CAEEL00765, CAEEL00923	NEMVE22056
OG0006147	CAEEL11314	NEMVE04643
OG0006152	CAEEL01636	NEMVE05428
OG0006156	CAEEL13825	NEMVE22637
OG0006160	CAEEL08936	NEMVE19207, NEMVE10555
OG0006163	CAEEL00653	NEMVE21775
OG0006164	CAEEL01158	NEMVE10175
OG0006165	CAEEL15774	NEMVE00991
OG0006168	CAEEL05152	NEMVE13971, NEMVE20353
OG0006169	CAEEL08537	NEMVE14671
OG0006172	CAEEL14351	NEMVE05065
OG0006176	CAEEL05930	NEMVE21887
OG0006177	CAEEL04212	NEMVE24866
OG0006180	CAEEL09925	NEMVE18458
OG0006181	CAEEL14722	NEMVE25734
OG0006182	CAEEL06387	NEMVE05762
OG0006183	CAEEL19366	NEMVE14948, NEMVE03107
OG0006185	CAEEL01692	NEMVE24611
OG0006187	CAEEL00902	NEMVE05382
OG0006188	CAEEL02058	NEMVE09360
OG0006191	CAEEL06280, CAEEL06279	NEMVE14192
OG0006194	CAEEL20600	NEMVE17786
OG0006196	CAEEL06224, CAEEL06189	NEMVE22533
OG0006198	CAEEL00819	NEMVE13914
OG0006200	CAEEL11329	NEMVE24742
OG0006202	CAEEL07568	NEMVE13627
OG0006208	CAEEL00204	NEMVE00290, NEMVE16123
OG0006210	CAEEL00160	NEMVE01490
OG0006213	CAEEL01145	NEMVE01050
OG0006214	CAEEL12120	NEMVE08088
OG0006215	CAEEL04734	NEMVE22459
OG0006216	CAEEL16326	NEMVE22955
OG0006217	CAEEL05235	NEMVE07259
OG0006220	CAEEL08309	NEMVE07122
OG0006224	CAEEL11548	NEMVE12014, NEMVE21951
OG0006225	CAEEL13901	NEMVE14367
OG0006226	CAEEL02716	NEMVE09907, NEMVE06472
OG0006230	CAEEL08542	NEMVE16928
OG0006231	CAEEL20582	NEMVE14090
OG0006232	CAEEL07512, CAEEL07511	NEMVE15602, NEMVE23130
OG0006234	CAEEL05918	NEMVE25467
OG0006235	CAEEL04462	NEMVE24526
OG0006237	CAEEL04160	NEMVE06237, NEMVE00882
OG0006239	CAEEL01539	NEMVE18923
OG0006240	CAEEL08852	NEMVE05672
OG0006245	CAEEL00941	NEMVE04926, NEMVE04589
OG0006247	CAEEL11988	NEMVE13374
OG0006248	CAEEL05883	NEMVE22580
OG0006249	CAEEL10060	NEMVE21889
OG0006254	CAEEL11539	NEMVE08534, NEMVE22025
OG0006257	CAEEL15240	NEMVE06919, NEMVE09259
OG0006259	CAEEL09792	NEMVE05775
OG0006260	CAEEL09587	NEMVE24580
OG0006262	CAEEL01377	NEMVE09180
OG0006263	CAEEL09474	NEMVE25155
OG0006264	CAEEL11589	NEMVE15072
OG0006265	CAEEL01463	NEMVE00668
OG0006267	CAEEL09521	NEMVE00987
OG0006268	CAEEL09373, CAEEL09395	NEMVE19453, NEMVE00515
OG0006269	CAEEL11344	NEMVE15813
OG0006270	CAEEL01876	NEMVE20878, NEMVE00161
OG0006271	CAEEL08264	NEMVE12840
OG0006275	CAEEL01989	NEMVE12634
OG0006277	CAEEL08057	NEMVE22696
OG0006279	CAEEL00237	NEMVE08460, NEMVE03244
OG0006280	CAEEL17987	NEMVE13464
OG0006281	CAEEL04765	NEMVE17531
OG0006283	CAEEL00881	NEMVE22907
OG0006284	CAEEL08923	NEMVE09500
OG0006285	CAEEL04794	NEMVE22191
OG0006288	CAEEL08712	NEMVE14534
OG0006289	CAEEL07964	NEMVE07416
OG0006290	CAEEL04712	NEMVE07329
OG0006291	CAEEL00609	NEMVE06491
OG0006293	CAEEL07928	NEMVE01946
OG0006294	CAEEL14462	NEMVE05761
OG0006295	CAEEL09568	NEMVE17572
OG0006297	CAEEL11872	NEMVE12058
OG0006301	CAEEL17598	NEMVE14030, NEMVE10171
OG0006306	CAEEL01065	NEMVE07331
OG0006307	CAEEL06264	NEMVE23833
OG0006309	CAEEL05232	NEMVE14028
OG0006311	CAEEL17612	NEMVE19440, NEMVE17820, NEMVE19918
OG0006313	CAEEL05123	NEMVE22686
OG0006315	CAEEL15905	NEMVE15833
OG0006319	CAEEL13894	NEMVE06270
OG0006322	CAEEL09507	NEMVE11564, NEMVE20664
OG0006323	CAEEL02251	NEMVE24425
OG0006326	CAEEL15323	NEMVE15759
OG0006329	CAEEL02571	NEMVE21689, NEMVE02772
OG0006331	CAEEL13794	NEMVE13643
OG0006332	CAEEL10865	NEMVE08037
OG0006334	CAEEL08411, CAEEL18378	NEMVE13329
OG0006339	CAEEL08069	NEMVE23824
OG0006340	CAEEL11454	NEMVE10948
OG0006341	CAEEL06023	NEMVE12553, NEMVE14094
OG0006343	CAEEL05583, CAEEL02498	NEMVE25328
OG0006344	CAEEL14876	NEMVE22317
OG0006345	CAEEL06549	NEMVE21962
OG0006346	CAEEL05783	NEMVE05891
OG0006347	CAEEL07567	NEMVE21968
OG0006350	CAEEL07674	NEMVE14391
OG0006352	CAEEL02603	NEMVE14684
OG0006353	CAEEL19140, CAEEL05676	NEMVE13981, NEMVE21258
OG0006354	CAEEL18116	NEMVE13631
OG0006355	CAEEL16514	NEMVE11281
OG0006356	CAEEL07675	NEMVE09654
OG0006360	CAEEL05277	NEMVE11945, NEMVE14950, NEMVE09722
OG0006361	CAEEL09060	NEMVE01570, NEMVE24246
OG0006362	CAEEL00998	NEMVE15117
OG0006363	CAEEL00971	NEMVE09625
OG0006365	CAEEL12631	NEMVE21950
OG0006370	CAEEL05220	NEMVE05218
OG0006372	CAEEL09848	NEMVE09290
OG0006375	CAEEL00741	NEMVE11513
OG0006376	CAEEL15051	NEMVE23782
OG0006377	CAEEL09247	NEMVE16226
OG0006378	CAEEL04747	NEMVE15636
OG0006381	CAEEL09800	NEMVE22611
OG0006385	CAEEL17878	NEMVE19329
OG0006386	CAEEL02065	NEMVE01150, NEMVE00239
OG0006387	CAEEL00319	NEMVE24021
OG0006389	CAEEL07348	NEMVE21903
OG0006391	CAEEL16380, CAEEL11908	NEMVE13206
OG0006392	CAEEL07571	NEMVE14704, NEMVE12102
OG0006393	CAEEL14337	NEMVE22326
OG0006395	CAEEL11636	NEMVE21779
OG0006399	CAEEL07489	NEMVE21124, NEMVE12570
OG0006402	CAEEL14843	NEMVE11176
OG0006405	CAEEL04608	NEMVE14193
OG0006408	CAEEL15120	NEMVE13922
OG0006442	CAEEL03041	NEMVE04542, NEMVE04555
OG0006443	CAEEL07304	NEMVE24139
OG0006448	CAEEL07841	NEMVE14631
OG0006449	CAEEL02036	NEMVE14465
OG0006454	CAEEL06995	NEMVE01525
OG0006456	CAEEL09794	NEMVE14689
OG0006457	CAEEL05605	NEMVE02219
OG0006459	CAEEL00244	NEMVE15405
OG0006460	CAEEL10630	NEMVE05063
OG0006461	CAEEL11863	NEMVE25171
OG0006462	CAEEL05709	NEMVE13915
OG0006464	CAEEL01413	NEMVE13731
OG0006467	CAEEL02861	NEMVE22709
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	NEMVE22441, NEMVE22470
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	NEMVE04638
OG0006474	CAEEL07206	NEMVE04607
OG0006475	CAEEL07548	NEMVE13355
OG0006476	CAEEL12092	NEMVE13672
OG0006478	CAEEL06158	NEMVE08604
OG0006479	CAEEL05626	NEMVE25506
OG0006480	CAEEL10265, CAEEL10266	NEMVE14859
OG0006481	CAEEL19099, CAEEL01638	NEMVE14750
OG0006482	CAEEL10834	NEMVE04768, NEMVE03006
OG0006485	CAEEL14223	NEMVE22268
OG0006488	CAEEL17648	NEMVE02068
OG0006490	CAEEL11637	NEMVE14501
OG0006491	CAEEL13015	NEMVE05407
OG0006496	CAEEL08493	NEMVE00019
OG0006497	CAEEL06461	NEMVE24844
OG0006498	CAEEL02503	NEMVE14543
OG0006501	CAEEL16016	NEMVE11638, NEMVE12339, NEMVE13908
OG0006503	CAEEL07188	NEMVE13506
OG0006505	CAEEL06783	NEMVE14629
OG0006506	CAEEL03029	NEMVE14719
OG0006509	CAEEL00006, CAEEL15373	NEMVE24726
OG0006511	CAEEL02676	NEMVE14251
OG0006512	CAEEL07313	NEMVE22978
OG0006514	CAEEL07858	NEMVE21783, NEMVE13023
OG0006515	CAEEL02554	NEMVE04937
OG0006516	CAEEL15132	NEMVE06592
OG0006517	CAEEL01423	NEMVE18893, NEMVE20520
OG0006520	CAEEL13792	NEMVE22333
OG0006522	CAEEL07957	NEMVE06557, NEMVE20051
OG0006523	CAEEL15760	NEMVE25529
OG0006525	CAEEL11800	NEMVE22491
OG0006528	CAEEL14466	NEMVE22210
OG0006532	CAEEL05678	NEMVE08321
OG0006533	CAEEL19649	NEMVE13804, NEMVE21453, NEMVE20690, NEMVE04409
OG0006535	CAEEL19419	NEMVE20581
OG0006536	CAEEL05174	NEMVE17923
OG0006538	CAEEL07903, CAEEL04060	NEMVE23417
OG0006540	CAEEL19898	NEMVE14709
OG0006542	CAEEL04749	NEMVE14992, NEMVE10018
OG0006543	CAEEL05304	NEMVE14466, NEMVE04354
OG0006544	CAEEL02597	NEMVE14328
OG0006545	CAEEL08394	NEMVE18966
OG0006546	CAEEL16446	NEMVE05077
OG0006547	CAEEL09736	NEMVE14179
OG0006550	CAEEL02186	NEMVE08614
OG0006552	CAEEL02725	NEMVE14982
OG0006553	CAEEL06508	NEMVE08520
OG0006554	CAEEL09071	NEMVE11077
OG0006556	CAEEL00553	NEMVE14156
OG0006557	CAEEL07597	NEMVE13737
OG0006560	CAEEL14360	NEMVE18516
OG0006561	CAEEL16404	NEMVE13352
OG0006565	CAEEL12176	NEMVE11088
OG0006567	CAEEL15749	NEMVE23190
OG0006568	CAEEL01944	NEMVE19392, NEMVE19291
OG0006569	CAEEL03290	NEMVE17890
OG0006570	CAEEL15966	NEMVE14036
OG0006571	CAEEL05447	NEMVE19259
OG0006572	CAEEL09940, CAEEL09371	NEMVE16268
OG0006573	CAEEL05442	NEMVE24473
OG0006574	CAEEL01738	NEMVE24947, NEMVE18114
OG0006577	CAEEL15281	NEMVE17589
OG0006578	CAEEL00045	NEMVE14360
OG0006583	CAEEL01627	NEMVE06578
OG0006584	CAEEL05880	NEMVE13873
OG0006587	CAEEL17957	NEMVE23322
OG0006588	CAEEL11640	NEMVE02714
OG0006589	CAEEL10276	NEMVE08161
OG0006590	CAEEL15655	NEMVE05361
OG0006591	CAEEL01066	NEMVE14253
OG0006594	CAEEL00833	NEMVE14133
OG0006595	CAEEL10661	NEMVE14900
OG0006596	CAEEL00560	NEMVE21882
OG0006597	CAEEL10448	NEMVE08474, NEMVE00517
OG0006598	CAEEL03295	NEMVE20869, NEMVE13702
OG0006602	CAEEL16562	NEMVE22737
OG0006603	CAEEL00624	NEMVE13346
OG0006604	CAEEL07198	NEMVE25234
OG0006606	CAEEL07376	NEMVE08978
OG0006607	CAEEL01560	NEMVE07507
OG0006608	CAEEL05698	NEMVE25300, NEMVE11908
OG0006609	CAEEL02187	NEMVE01863, NEMVE08901
OG0006610	CAEEL11386	NEMVE05164
OG0006611	CAEEL07953	NEMVE03049, NEMVE05376, NEMVE20908
OG0006613	CAEEL01845	NEMVE23363, NEMVE12419
OG0006614	CAEEL05124	NEMVE04847
OG0006615	CAEEL09131	NEMVE08793
OG0006618	CAEEL00041	NEMVE09184
OG0006621	CAEEL07639	NEMVE02138
OG0006622	CAEEL05834	NEMVE14827
OG0006624	CAEEL07631	NEMVE05837, NEMVE05866, NEMVE02389
OG0006625	CAEEL08791	NEMVE16423
OG0006626	CAEEL07560	NEMVE13430
OG0006627	CAEEL11375	NEMVE24706, NEMVE17757
OG0006628	CAEEL07329	NEMVE05340
OG0006630	CAEEL11696	NEMVE14529
OG0006631	CAEEL00720	NEMVE21598, NEMVE22840
OG0006633	CAEEL00427	NEMVE10562
OG0006636	CAEEL07724	NEMVE02023
OG0006637	CAEEL12125	NEMVE09116
OG0006642	CAEEL19634	NEMVE24819, NEMVE00921
OG0006645	CAEEL17855	NEMVE09395
OG0006646	CAEEL15891	NEMVE12960
OG0006647	CAEEL07174	NEMVE14917
OG0006648	CAEEL01435	NEMVE20212
OG0006649	CAEEL13032	NEMVE20949
OG0006651	CAEEL09522	NEMVE24687
OG0006655	CAEEL00324	NEMVE21990
OG0006658	CAEEL00269	NEMVE08447, NEMVE14700
OG0006660	CAEEL09560, CAEEL09561	NEMVE24206
OG0006662	CAEEL12773	NEMVE14723
OG0006663	CAEEL08458	NEMVE25118
OG0006664	CAEEL01906	NEMVE00897
OG0006666	CAEEL05999	NEMVE15097
OG0006667	CAEEL01250	NEMVE14509
OG0006668	CAEEL06992	NEMVE13784
OG0006669	CAEEL08205	NEMVE01621, NEMVE12149
OG0006670	CAEEL05160	NEMVE14438
OG0006673	CAEEL00769	NEMVE13899
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	NEMVE04979
OG0006678	CAEEL12368	NEMVE15058
OG0006681	CAEEL05335	NEMVE24851
OG0006683	CAEEL00441	NEMVE16605
OG0006684	CAEEL11224	NEMVE17767
OG0006686	CAEEL20085	NEMVE25052
OG0006690	CAEEL11346	NEMVE23260
OG0006691	CAEEL07500	NEMVE14331
OG0006692	CAEEL00770	NEMVE14555
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	NEMVE15971
OG0006694	CAEEL01422	NEMVE06376
OG0006695	CAEEL17851	NEMVE19387
OG0006702	CAEEL08311	NEMVE14025
OG0006703	CAEEL00186	NEMVE06399
OG0006706	CAEEL11633	NEMVE08399
OG0006709	CAEEL07440	NEMVE06920
OG0006710	CAEEL07165	NEMVE10954
OG0006712	CAEEL01534	NEMVE05787
OG0006714	CAEEL06631	NEMVE13528
OG0006716	CAEEL01171	NEMVE16253
OG0006717	CAEEL00315	NEMVE17875
OG0006720	CAEEL09628	NEMVE13949
OG0006722	CAEEL04109	NEMVE03981, NEMVE22551
OG0006723	CAEEL07804	NEMVE13754
OG0006726	CAEEL18959	NEMVE06858
OG0006727	CAEEL10628	NEMVE14653
OG0006730	CAEEL07386, CAEEL18705	NEMVE16598
OG0006732	CAEEL07406	NEMVE14487
OG0006735	CAEEL20573	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	CAEEL01882	NEMVE24623
OG0006737	CAEEL18816	NEMVE09025
OG0006741	CAEEL11903	NEMVE13385
OG0006742	CAEEL06688, CAEEL06689	NEMVE25399
OG0006749	CAEEL08028	NEMVE24563
OG0006750	CAEEL02998	NEMVE25037
OG0006752	CAEEL12417	NEMVE20853, NEMVE23516
OG0006753	CAEEL06421	NEMVE10471
OG0006754	CAEEL15551	NEMVE23232
OG0006755	CAEEL08754	NEMVE22112
OG0006757	CAEEL05691	NEMVE06921
OG0006758	CAEEL05308	NEMVE23646
OG0006760	CAEEL14472	NEMVE21302, NEMVE15995
OG0006762	CAEEL06780, CAEEL14299	NEMVE08950
OG0006765	CAEEL01561	NEMVE11490
OG0006766	CAEEL04604	NEMVE03175
OG0006768	CAEEL07976	NEMVE18868, NEMVE25762
OG0006769	CAEEL00344	NEMVE01196, NEMVE13150
OG0006772	CAEEL06744, CAEEL20464	NEMVE25240
OG0006774	CAEEL01597, CAEEL17633, CAEEL01586	NEMVE16002
OG0006777	CAEEL17985	NEMVE10884
OG0006780	CAEEL03293	NEMVE06625
OG0006791	CAEEL11174	NEMVE14989
OG0006826	CAEEL07305	NEMVE13284
OG0006828	CAEEL01547	NEMVE07879
OG0006830	CAEEL01610	NEMVE08915
OG0006832	CAEEL18365	NEMVE22982
OG0006833	CAEEL01607	NEMVE24233
OG0006835	CAEEL10984	NEMVE16968
OG0006838	CAEEL04815	NEMVE13721
OG0006842	CAEEL01401	NEMVE22104, NEMVE04435
OG0006843	CAEEL01030	NEMVE13226
OG0006844	CAEEL01019	NEMVE13224
OG0006845	CAEEL16127	NEMVE17371
OG0006846	CAEEL15729	NEMVE24794
OG0006849	CAEEL06259	NEMVE22050
OG0006851	CAEEL12983	NEMVE25124
OG0006853	CAEEL10839	NEMVE23764
OG0006860	CAEEL08670	NEMVE18531, NEMVE21944
OG0006864	CAEEL08583	NEMVE08355
OG0006867	CAEEL15109	NEMVE14363
OG0006875	CAEEL10848	NEMVE25510
OG0006876	CAEEL04447	NEMVE02088
OG0006878	CAEEL06314	NEMVE07083
OG0006881	CAEEL09403	NEMVE07356
OG0006882	CAEEL09595	NEMVE15924
OG0006886	CAEEL05972, CAEEL05973	NEMVE21731
OG0006887	CAEEL04262	NEMVE06955
OG0006888	CAEEL07944	NEMVE13701, NEMVE21293
OG0006890	CAEEL05820	NEMVE05014
OG0006891	CAEEL07412	NEMVE04359
OG0006892	CAEEL07307	NEMVE24012, NEMVE20580
OG0006894	CAEEL12154	NEMVE06286, NEMVE11857
OG0006895	CAEEL18907	NEMVE06846, NEMVE12809
OG0006897	CAEEL00287	NEMVE10415
OG0006898	CAEEL01473	NEMVE19257
OG0006901	CAEEL06883	NEMVE14333
OG0006902	CAEEL02536	NEMVE18593, NEMVE20461
OG0006905	CAEEL08307	NEMVE07398
OG0006906	CAEEL05830	NEMVE13236
OG0006908	CAEEL07115	NEMVE26000
OG0006914	CAEEL01820	NEMVE06049
OG0006917	CAEEL05784	NEMVE08132
OG0006918	CAEEL01349	NEMVE15078
OG0006923	CAEEL09234	NEMVE13295
OG0006924	CAEEL12241	NEMVE01464
OG0006926	CAEEL19851, CAEEL00630	NEMVE23407
OG0006927	CAEEL11861	NEMVE24367
OG0006930	CAEEL15225	NEMVE25703, NEMVE25702
OG0006931	CAEEL14601	NEMVE13787
OG0006934	CAEEL00405	NEMVE24344
OG0006936	CAEEL11645	NEMVE03459, NEMVE10607
OG0006937	CAEEL00825	NEMVE21757
OG0006938	CAEEL00362	NEMVE06983
OG0006942	CAEEL08740	NEMVE13642
OG0006943	CAEEL14228	NEMVE05334
OG0006944	CAEEL11263	NEMVE06196
OG0006945	CAEEL08245	NEMVE08899
OG0006948	CAEEL04453	NEMVE13841, NEMVE20539
OG0006949	CAEEL00718	NEMVE22705
OG0006952	CAEEL11032	NEMVE05912
OG0006953	CAEEL11948	NEMVE17873
OG0006954	CAEEL16023	NEMVE22116
OG0006957	CAEEL08617	NEMVE04985
OG0006959	CAEEL04110	NEMVE12151
OG0006960	CAEEL12630	NEMVE13244
OG0006962	CAEEL05048	NEMVE14216
OG0006964	CAEEL00220	NEMVE09836
OG0006966	CAEEL05641	NEMVE24481
OG0006967	CAEEL06996	NEMVE19421
OG0006969	CAEEL02753	NEMVE15089
OG0006970	CAEEL07035	NEMVE23188
OG0006971	CAEEL08956	NEMVE23702, NEMVE20470
OG0006972	CAEEL05127	NEMVE12009
OG0006973	CAEEL00443	NEMVE21823
OG0006975	CAEEL06258	NEMVE13294
OG0006976	CAEEL02822	NEMVE05707
OG0006977	CAEEL11170	NEMVE15122
OG0006979	CAEEL01624	NEMVE07666
OG0006980	CAEEL07784	NEMVE14898
OG0006982	CAEEL08318	NEMVE06872
OG0006983	CAEEL05835	NEMVE25267
OG0006985	CAEEL09608	NEMVE04709
OG0006988	CAEEL16268	NEMVE05095
OG0006989	CAEEL07496	NEMVE14102
OG0006990	CAEEL10497, CAEEL10492	NEMVE23992
OG0006991	CAEEL04823	NEMVE25869
OG0006994	CAEEL01434	NEMVE06963
OG0006995	CAEEL02252	NEMVE10340
OG0006996	CAEEL16529	NEMVE23296
OG0006998	CAEEL06640	NEMVE21505
OG0006999	CAEEL04127	NEMVE22370, NEMVE03933
OG0007002	CAEEL02243	NEMVE25316
