Orthogroup	CAEEL	SCHMD
OG0002839	CAEEL19253, CAEEL00645	SCHMD02377
OG0002841	CAEEL12135, CAEEL12134	SCHMD26941, SCHMD29004
OG0002842	CAEEL06196	SCHMD00997, SCHMD05266
OG0002843	CAEEL07774, CAEEL07773	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	CAEEL10756	SCHMD03897
OG0002845	CAEEL09656	SCHMD02505
OG0002847	CAEEL06961	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169
OG0002848	CAEEL07668	SCHMD05152
OG0002850	CAEEL15763	SCHMD05521
OG0002851	CAEEL00708	SCHMD04077, SCHMD04076
OG0002855	CAEEL00030	SCHMD09245
OG0002858	CAEEL12093	SCHMD18586, SCHMD18130, SCHMD16715
OG0002859	CAEEL19186	SCHMD26190
OG0002861	CAEEL14969	SCHMD11034
OG0002866	CAEEL03096	SCHMD11278
OG0002868	CAEEL05539	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124
OG0002876	CAEEL10277	SCHMD10099
OG0002879	CAEEL00701	SCHMD07881
OG0002883	CAEEL05948	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473
OG0002884	CAEEL01828	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002889	CAEEL10804	SCHMD01004
OG0002891	CAEEL04184, CAEEL01874	SCHMD13844
OG0002894	CAEEL14713	SCHMD25475
OG0002895	CAEEL07602, CAEEL10533	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	CAEEL18643	SCHMD17000
OG0002899	CAEEL01046	SCHMD08092
OG0002906	CAEEL05147	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	CAEEL01271	SCHMD11864, SCHMD21839
OG0002909	CAEEL11759	SCHMD13692
OG0002910	CAEEL04695	SCHMD15737, SCHMD13782, SCHMD29217
OG0002912	CAEEL00640	SCHMD11036
OG0002913	CAEEL02893	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002914	CAEEL18409	SCHMD23681
OG0002915	CAEEL02902	SCHMD09665
OG0002916	CAEEL04244	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	CAEEL06148	SCHMD09397
OG0002927	CAEEL01626	SCHMD02868
OG0002944	CAEEL11414	SCHMD08008
OG0002947	CAEEL06268	SCHMD01791, SCHMD28979
OG0002949	CAEEL05799	SCHMD00986
OG0002952	CAEEL09036	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	CAEEL11622	SCHMD15127
OG0002955	CAEEL01420	SCHMD15457, SCHMD12505
OG0002957	CAEEL02702	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703
OG0002959	CAEEL12413, CAEEL12412	SCHMD04680, SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	CAEEL01541	SCHMD03221
OG0002961	CAEEL16453, CAEEL14328	SCHMD25347, SCHMD24832
OG0002962	CAEEL20383	SCHMD02732
OG0002964	CAEEL19811	SCHMD23539
OG0002965	CAEEL01992	SCHMD08707
OG0002966	CAEEL08468, CAEEL19347	SCHMD19835
OG0002967	CAEEL20418, CAEEL02925	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	CAEEL16136, CAEEL01853	SCHMD17924
OG0002969	CAEEL14216	SCHMD08827
OG0002973	CAEEL09565	SCHMD02061, SCHMD03023
OG0002974	CAEEL01320	SCHMD05224
OG0002976	CAEEL02964, CAEEL01113, CAEEL02910, CAEEL00912	SCHMD01019
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	SCHMD04973
OG0002977	CAEEL07234, CAEEL07233	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	CAEEL16463	SCHMD21481, SCHMD17387
OG0002979	CAEEL01344, CAEEL05089	SCHMD01771
OG0002982	CAEEL01855	SCHMD01104
OG0002983	CAEEL01433	SCHMD13929, SCHMD10593
OG0002985	CAEEL08353	SCHMD03398, SCHMD14369
OG0002987	CAEEL17800, CAEEL18018	SCHMD01543
OG0002990	CAEEL08773	SCHMD04639, SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	CAEEL09004	SCHMD22608, SCHMD20729
OG0002992	CAEEL08299	SCHMD05236
OG0003001	CAEEL10876	SCHMD16355, SCHMD17156
OG0003004	CAEEL15423	SCHMD18300, SCHMD21092
OG0003005	CAEEL16758	SCHMD05203
OG0003006	CAEEL10145	SCHMD08276, SCHMD27162
OG0003008	CAEEL20335	SCHMD18648, SCHMD23992
OG0003012	CAEEL05983	SCHMD08169, SCHMD01210
OG0003013	CAEEL00274, CAEEL13050, CAEEL13680	SCHMD06285, SCHMD12483
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	SCHMD10015, SCHMD02414
OG0003016	CAEEL09225	SCHMD10023, SCHMD10022
OG0003017	CAEEL07049, CAEEL16441	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003018	CAEEL08487	SCHMD28328, SCHMD16219
OG0003019	CAEEL04592	SCHMD22688
OG0003024	CAEEL13204, CAEEL13203	SCHMD09220
OG0003025	CAEEL08836	SCHMD12824
OG0003026	CAEEL10688, CAEEL12186	SCHMD02853, SCHMD01047
OG0003027	CAEEL06663	SCHMD26555, SCHMD23346
OG0003028	CAEEL02985	SCHMD00803
OG0003029	CAEEL01558	SCHMD17380
OG0003030	CAEEL11859	SCHMD14026, SCHMD14334
OG0003031	CAEEL06431	SCHMD01560
OG0003033	CAEEL00703	SCHMD17975
OG0003036	CAEEL01143	SCHMD00746, SCHMD00745
OG0003038	CAEEL20474	SCHMD04323, SCHMD17801, SCHMD23638
OG0003041	CAEEL01678	SCHMD13548
OG0003043	CAEEL07390	SCHMD01921
OG0003044	CAEEL07715	SCHMD18036
OG0003046	CAEEL04364	SCHMD02192
OG0003049	CAEEL04812	SCHMD02944
OG0003050	CAEEL15836	SCHMD05940
OG0003054	CAEEL04777	SCHMD07639
OG0003055	CAEEL14225	SCHMD02492, SCHMD02453
OG0003056	CAEEL19070	SCHMD23427, SCHMD16470
OG0003060	CAEEL07468, CAEEL11354	SCHMD03911
OG0003061	CAEEL14261	SCHMD13185, SCHMD19875
OG0003063	CAEEL03076	SCHMD09452
OG0003065	CAEEL18732	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	CAEEL05161	SCHMD16401
OG0003072	CAEEL04836	SCHMD06901
OG0003073	CAEEL14099	SCHMD17057, SCHMD08456, SCHMD10911
OG0003079	CAEEL00217	SCHMD21039, SCHMD16217
OG0003085	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836	SCHMD12956
OG0003085	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918	SCHMD16331, SCHMD28163, SCHMD28179
OG0003086	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183	SCHMD08828
OG0003104	CAEEL07227	SCHMD24752, SCHMD28727
OG0003105	CAEEL00818	SCHMD11114
OG0003106	CAEEL16128	SCHMD02719, SCHMD29463
OG0003107	CAEEL20421, CAEEL01359	SCHMD24066, SCHMD27003
OG0003110	CAEEL17888	SCHMD04241
OG0003111	CAEEL01566	SCHMD13595
OG0003112	CAEEL12136	SCHMD21475, SCHMD20475, SCHMD20838
OG0003113	CAEEL16673, CAEEL01071	SCHMD11799
OG0003114	CAEEL15726	SCHMD14023, SCHMD11723, SCHMD15288
OG0003116	CAEEL07734	SCHMD08507
OG0003119	CAEEL16382	SCHMD29008, SCHMD21161
OG0003121	CAEEL00414	SCHMD12838, SCHMD29810, SCHMD26257
OG0003124	CAEEL07676	SCHMD00285, SCHMD25581
OG0003127	CAEEL15413	SCHMD22360
OG0003128	CAEEL04713	SCHMD19584
OG0003130	CAEEL08052	SCHMD04681
OG0003131	CAEEL08023	SCHMD00499, SCHMD13849, SCHMD12187
OG0003135	CAEEL06639	SCHMD18912
OG0003135	CAEEL06638	SCHMD19428, SCHMD16137
OG0003136	CAEEL10810	SCHMD12621, SCHMD24106, SCHMD11040
OG0003138	CAEEL05894	SCHMD28656, SCHMD17457, SCHMD23986, SCHMD17456
OG0003141	CAEEL03719, CAEEL03720	SCHMD00202
OG0003144	CAEEL01625	SCHMD02154
OG0003145	CAEEL05190	SCHMD14673, SCHMD15337, SCHMD09407
OG0003146	CAEEL20170	SCHMD08719, SCHMD06842
OG0003147	CAEEL17136, CAEEL18421	SCHMD17526
OG0003148	CAEEL16560	SCHMD04778
OG0003150	CAEEL11024	SCHMD20966
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	SCHMD12480, SCHMD14456
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	SCHMD15231, SCHMD19429
OG0003153	CAEEL07561	SCHMD06720, SCHMD06721
OG0003160	CAEEL18381, CAEEL02061	SCHMD15101, SCHMD28838
OG0003161	CAEEL15582, CAEEL20219	SCHMD03472
OG0003164	CAEEL08130	SCHMD01405
OG0003169	CAEEL11868	SCHMD10405
OG0003171	CAEEL08054	SCHMD06380
OG0003172	CAEEL06299	SCHMD01375
OG0003173	CAEEL09228	SCHMD04311
OG0003174	CAEEL11561	SCHMD28100, SCHMD04214, SCHMD15907
OG0003177	CAEEL19619	SCHMD16728, SCHMD07591
OG0003178	CAEEL14891	SCHMD14461
OG0003181	CAEEL11684	SCHMD00970
OG0003182	CAEEL01167	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003184	CAEEL10967	SCHMD28841, SCHMD26100
OG0003187	CAEEL16181	SCHMD06732
OG0003188	CAEEL00953	SCHMD17519
OG0003189	CAEEL04624	SCHMD02678
OG0003191	CAEEL09839	SCHMD03926
OG0003193	CAEEL17615	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003197	CAEEL11467	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	CAEEL05062	SCHMD14276
OG0003199	CAEEL11688	SCHMD21965, SCHMD20498, SCHMD26450
OG0003202	CAEEL12123	SCHMD27153, SCHMD23952, SCHMD12079, SCHMD14092, SCHMD16619, SCHMD25749, SCHMD03218, SCHMD21658
OG0003203	CAEEL08247	SCHMD02943, SCHMD25430
OG0003206	CAEEL08436	SCHMD29612
OG0003207	CAEEL11116	SCHMD06863, SCHMD04604
OG0003210	CAEEL11876	SCHMD23858, SCHMD23874
OG0003212	CAEEL11323	SCHMD20324, SCHMD18634
OG0003214	CAEEL08551	SCHMD18471
OG0003215	CAEEL02895	SCHMD06939
OG0003217	CAEEL06035, CAEEL06032	SCHMD03371, SCHMD00338
OG0003218	CAEEL08847	SCHMD20285
OG0003220	CAEEL17138	SCHMD29061
OG0003221	CAEEL00088	SCHMD16909, SCHMD22653
OG0003222	CAEEL00115	SCHMD08631
OG0003223	CAEEL00485	SCHMD08068
OG0003226	CAEEL04904, CAEEL04903	SCHMD02518, SCHMD13794
OG0003228	CAEEL14683	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	CAEEL10166	SCHMD00545
OG0003230	CAEEL06311	SCHMD09623
OG0003231	CAEEL02077	SCHMD04328
OG0003235	CAEEL11765	SCHMD15802
OG0003251	CAEEL01743	SCHMD10064, SCHMD14392
OG0003252	CAEEL14287	SCHMD29319
OG0003254	CAEEL15715	SCHMD01611
OG0003255	CAEEL01327	SCHMD16797
OG0003257	CAEEL04888	SCHMD14887, SCHMD01601
OG0003258	CAEEL04539	SCHMD22229
OG0003263	CAEEL12235	SCHMD17464
OG0003267	CAEEL11406	SCHMD03991
OG0003268	CAEEL00711	SCHMD03635, SCHMD03636
OG0003269	CAEEL07652	SCHMD04531
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	SCHMD29657
OG0003273	CAEEL08538	SCHMD06523
OG0003275	CAEEL01894	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	CAEEL10684	SCHMD27731, SCHMD11904
OG0003279	CAEEL09246	SCHMD08045
OG0003281	CAEEL19540	SCHMD10092
OG0003283	CAEEL10540	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	CAEEL20144	SCHMD07514, SCHMD15662
OG0003286	CAEEL11061	SCHMD09721
OG0003287	CAEEL09759	SCHMD14605
OG0003288	CAEEL07836	SCHMD09311, SCHMD11762
OG0003289	CAEEL00474	SCHMD16616
OG0003290	CAEEL07995, CAEEL07996	SCHMD28476, SCHMD05994
OG0003291	CAEEL07282	SCHMD09949
OG0003293	CAEEL09078	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003294	CAEEL08966	SCHMD27898
OG0003296	CAEEL07972	SCHMD02838
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003301	CAEEL11183	SCHMD13976, SCHMD15564
OG0003302	CAEEL11405	SCHMD01831
OG0003303	CAEEL08080	SCHMD01441
OG0003305	CAEEL04396	SCHMD12414
OG0003306	CAEEL11131	SCHMD03757
OG0003307	CAEEL09527	SCHMD16433
OG0003309	CAEEL07134	SCHMD01407
OG0003311	CAEEL06729	SCHMD07066, SCHMD10347
OG0003316	CAEEL06426	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003317	CAEEL11191	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905
OG0003318	CAEEL00777	SCHMD12981, SCHMD18691
OG0003321	CAEEL01977	SCHMD06763
OG0003325	CAEEL11598	SCHMD09735
OG0003327	CAEEL15863	SCHMD05859
OG0003329	CAEEL02070	SCHMD22699
OG0003330	CAEEL02745	SCHMD28890, SCHMD16002
OG0003331	CAEEL07758	SCHMD09487, SCHMD19558, SCHMD09488
OG0003333	CAEEL05869	SCHMD20159, SCHMD28070
OG0003335	CAEEL06219	SCHMD19779
OG0003337	CAEEL05608	SCHMD01222
OG0003338	CAEEL07554	SCHMD07031
OG0003340	CAEEL19254, CAEEL05767	SCHMD08266
OG0003341	CAEEL15411	SCHMD00617
OG0003343	CAEEL02966	SCHMD22696
OG0003344	CAEEL04271	SCHMD12946, SCHMD01887
OG0003348	CAEEL00995	SCHMD11779
OG0003349	CAEEL11343	SCHMD04642, SCHMD00847
OG0003353	CAEEL08536	SCHMD09639
OG0003354	CAEEL07057	SCHMD00933
OG0003356	CAEEL05068	SCHMD07762
OG0003357	CAEEL05202	SCHMD05234
OG0003358	CAEEL15398	SCHMD00069
OG0003359	CAEEL08412	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	CAEEL09119	SCHMD04932
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	SCHMD21246, SCHMD23595, SCHMD19820
OG0003363	CAEEL04399	SCHMD14405, SCHMD03321
OG0003364	CAEEL06263	SCHMD15632, SCHMD28905, SCHMD18353
OG0003366	CAEEL13316, CAEEL13290	SCHMD14890
OG0003369	CAEEL11911	SCHMD01240
OG0003370	CAEEL19630, CAEEL09274	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876
OG0003372	CAEEL04956	SCHMD20234
OG0003374	CAEEL09698	SCHMD04840
OG0003375	CAEEL04860	SCHMD08102
OG0003378	CAEEL04638	SCHMD07045
OG0003380	CAEEL07698, CAEEL08643	SCHMD05800
OG0003384	CAEEL12353	SCHMD08925
OG0003386	CAEEL04616	SCHMD08232
OG0003392	CAEEL18713	SCHMD20046
OG0003419	CAEEL20583, CAEEL07865	SCHMD02792, SCHMD29735
OG0003421	CAEEL18393	SCHMD25644, SCHMD14414
OG0003425	CAEEL12188	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	CAEEL06462	SCHMD11714
OG0003429	CAEEL00390	SCHMD06630, SCHMD03609
OG0003430	CAEEL05290	SCHMD03690
OG0003431	CAEEL20649	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	CAEEL08434	SCHMD05639, SCHMD06055
OG0003435	CAEEL04157	SCHMD22101, SCHMD18693
OG0003439	CAEEL10524	SCHMD00949
OG0003443	CAEEL18884	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	CAEEL04842	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003450	CAEEL06420	SCHMD01589
OG0003451	CAEEL02776, CAEEL02805	SCHMD08838
OG0003453	CAEEL11697	SCHMD09929
OG0003454	CAEEL07771	SCHMD10872, SCHMD17895
OG0003455	CAEEL01134	SCHMD27744, SCHMD09301
OG0003456	CAEEL00212, CAEEL00213	SCHMD08769
OG0003458	CAEEL14113	SCHMD20564
OG0003460	CAEEL19133	SCHMD01967
OG0003462	CAEEL11837	SCHMD18652, SCHMD28411
OG0003463	CAEEL07464	SCHMD00721
OG0003464	CAEEL15673	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	CAEEL00222	SCHMD04832
OG0003466	CAEEL06482	SCHMD14345
OG0003467	CAEEL09664	SCHMD08397, SCHMD08398
OG0003468	CAEEL10655	SCHMD23347, SCHMD26554, SCHMD18382
OG0003471	CAEEL12804	SCHMD02073
OG0003473	CAEEL09171	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003474	CAEEL03909, CAEEL19331	SCHMD18226
OG0003475	CAEEL01731	SCHMD11005
OG0003476	CAEEL11774	SCHMD15972
OG0003477	CAEEL02502	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	CAEEL12384	SCHMD07504, SCHMD03144
OG0003484	CAEEL02712	SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	CAEEL04926	SCHMD07957
OG0003487	CAEEL02123	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003489	CAEEL00223	SCHMD27620
OG0003491	CAEEL18627, CAEEL05479	SCHMD07566
OG0003496	CAEEL01506	SCHMD27149, SCHMD21580, SCHMD24551
OG0003498	CAEEL16452	SCHMD19260
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	SCHMD02847, SCHMD02846
OG0003502	CAEEL02400, CAEEL02281	SCHMD05683
OG0003503	CAEEL04457, CAEEL04454	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003505	CAEEL07950	SCHMD08229, SCHMD08228
OG0003508	CAEEL17418	SCHMD11739, SCHMD00810
OG0003509	CAEEL04891	SCHMD12054
OG0003510	CAEEL01116	SCHMD06295
OG0003511	CAEEL08351	SCHMD10744
OG0003513	CAEEL07182	SCHMD25986, SCHMD27084
OG0003515	CAEEL06636	SCHMD16232, SCHMD28533
OG0003518	CAEEL01719	SCHMD05084
OG0003519	CAEEL07239	SCHMD04577
OG0003522	CAEEL06276	SCHMD02972
OG0003523	CAEEL18694	SCHMD11220, SCHMD11219
OG0003524	CAEEL04264, CAEEL04265	SCHMD06675
OG0003528	CAEEL00365	SCHMD21896, SCHMD26214
OG0003530	CAEEL19423	SCHMD08166
OG0003531	CAEEL15168, CAEEL18062	SCHMD02486
OG0003532	CAEEL05027	SCHMD04373
OG0003539	CAEEL05895	SCHMD18718, SCHMD20290
OG0003543	CAEEL08637	SCHMD01295, SCHMD04172
OG0003544	CAEEL06236, CAEEL08896	SCHMD22197, SCHMD21841
OG0003545	CAEEL12984	SCHMD18885, SCHMD15544
OG0003548	CAEEL19888	SCHMD25865, SCHMD23815
OG0003550	CAEEL06728	SCHMD01327
OG0003551	CAEEL05919	SCHMD07949
OG0003552	CAEEL18151	SCHMD10623, SCHMD08451
OG0003554	CAEEL05099	SCHMD11710, SCHMD08877
OG0003556	CAEEL11919	SCHMD03452
OG0003557	CAEEL18139	SCHMD04421
OG0003561	CAEEL01643	SCHMD07358
OG0003562	CAEEL19208, CAEEL04183	SCHMD00923
OG0003563	CAEEL07782	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	CAEEL18104	SCHMD19445, SCHMD14913
OG0003566	CAEEL04246, CAEEL04245	SCHMD26756, SCHMD15301
OG0003567	CAEEL15549	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442
OG0003570	CAEEL08761	SCHMD08962
OG0003571	CAEEL00659	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	CAEEL10174, CAEEL18886	SCHMD03521
OG0003576	CAEEL08492	SCHMD10669
OG0003577	CAEEL07169	SCHMD10649
OG0003578	CAEEL08037	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	CAEEL10103	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	CAEEL10165, CAEEL10958	SCHMD12451, SCHMD16671
OG0003585	CAEEL19947	SCHMD02146
OG0003587	CAEEL01025	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719
OG0003592	CAEEL04911	SCHMD03350, SCHMD16639, SCHMD04167, SCHMD07608, SCHMD15081, SCHMD14391, SCHMD13580, SCHMD20023, SCHMD25035, SCHMD00943, SCHMD13851, SCHMD06122, SCHMD25823, SCHMD09829, SCHMD04570, SCHMD21081, SCHMD03351, SCHMD11098, SCHMD11103, SCHMD02195, SCHMD10715, SCHMD20985, SCHMD24736, SCHMD04116, SCHMD05336, SCHMD02875, SCHMD22404, SCHMD06661, SCHMD04188, SCHMD09165, SCHMD26227, SCHMD23005, SCHMD27540, SCHMD24924, SCHMD00710, SCHMD04507, SCHMD24927, SCHMD03561
OG0003597	CAEEL05204	SCHMD07116
OG0003598	CAEEL20069	SCHMD21244
OG0003599	CAEEL01022	SCHMD21154
OG0003603	CAEEL00903	SCHMD02011
OG0003604	CAEEL08873	SCHMD03287
OG0003606	CAEEL01180	SCHMD17964, SCHMD15106
OG0003607	CAEEL05764	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541
OG0003610	CAEEL15111	SCHMD10025, SCHMD05007
OG0003611	CAEEL15351	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	CAEEL12107	SCHMD05843, SCHMD05841, SCHMD05840
OG0003613	CAEEL10330	SCHMD04176
OG0003615	CAEEL04572	SCHMD13214
OG0003617	CAEEL08768, CAEEL00622	SCHMD19682
OG0003618	CAEEL10379	SCHMD03818, SCHMD03820
OG0003619	CAEEL19948, CAEEL09130	SCHMD13518, SCHMD08597
OG0003620	CAEEL05074	SCHMD10079, SCHMD29362
OG0003621	CAEEL18738	SCHMD12479
OG0003624	CAEEL11456	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569
OG0003626	CAEEL01251	SCHMD06623
OG0003629	CAEEL18064	SCHMD03651
OG0003630	CAEEL01945	SCHMD00976, SCHMD01074, SCHMD00979
OG0003632	CAEEL04287	SCHMD28869
OG0003634	CAEEL05819	SCHMD27043
OG0003634	CAEEL05206, CAEEL08505	SCHMD27044
OG0003638	CAEEL01092	SCHMD02138, SCHMD02139, SCHMD21637, SCHMD08901, SCHMD15804, SCHMD21079, SCHMD06281, SCHMD19603
OG0003638	CAEEL14206	SCHMD08904, SCHMD12994
OG0003639	CAEEL07019	SCHMD20935, SCHMD20934
OG0003640	CAEEL01151	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	CAEEL07060	SCHMD03638
OG0003646	CAEEL04268	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	CAEEL08061	SCHMD03661, SCHMD03659
OG0003649	CAEEL02106	SCHMD11461, SCHMD11460
OG0003652	CAEEL00198, CAEEL00197	SCHMD11274
OG0003655	CAEEL01543	SCHMD09541
OG0003657	CAEEL18724	SCHMD25752, SCHMD28011
OG0003658	CAEEL17892	SCHMD16613, SCHMD29667
OG0003659	CAEEL00820	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715, SCHMD11909, SCHMD17602, SCHMD12731
OG0003661	CAEEL11758	SCHMD05074, SCHMD11069, SCHMD11070
OG0003664	CAEEL10164	SCHMD12084, SCHMD21392
OG0003668	CAEEL09161, CAEEL09163	SCHMD16966
OG0003669	CAEEL08786, CAEEL08784	SCHMD19438
OG0003672	CAEEL12653	SCHMD06465, SCHMD13496
OG0003676	CAEEL00672	SCHMD09933
OG0003678	CAEEL03764	SCHMD18909
OG0003679	CAEEL14380	SCHMD14973
OG0003682	CAEEL13670	SCHMD00098
OG0003688	CAEEL03025	SCHMD02218
OG0003690	CAEEL08798	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	CAEEL09322	SCHMD07452
OG0003694	CAEEL08779	SCHMD01774
OG0003695	CAEEL18980	SCHMD02002
OG0003696	CAEEL15341	SCHMD10456, SCHMD19979
OG0003698	CAEEL05872	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069
OG0003701	CAEEL04838	SCHMD15850
OG0003703	CAEEL05947	SCHMD03850
OG0003708	CAEEL02697, CAEEL19979	SCHMD13128, SCHMD13127
OG0003710	CAEEL05057	SCHMD01072
OG0003712	CAEEL12274	SCHMD07204, SCHMD01556
OG0003716	CAEEL00239	SCHMD17891, SCHMD16361, SCHMD16362
OG0003718	CAEEL00456	SCHMD19427, SCHMD27978
OG0003720	CAEEL18727	SCHMD18858
OG0003721	CAEEL19092	SCHMD06738
OG0003724	CAEEL04996	SCHMD11616
OG0003725	CAEEL04639	SCHMD27474, SCHMD20596
OG0003729	CAEEL01397, CAEEL16477	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003731	CAEEL14842	SCHMD22514
OG0003732	CAEEL10948	SCHMD03758, SCHMD03760, SCHMD03759
OG0003733	CAEEL05542	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189
OG0003734	CAEEL18003, CAEEL10089	SCHMD00609
OG0003735	CAEEL04830, CAEEL04829	SCHMD00315, SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365
OG0003736	CAEEL10845	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	SCHMD26875, SCHMD23789
OG0003739	CAEEL06789	SCHMD03999
OG0003740	CAEEL07837	SCHMD13948, SCHMD17686
OG0003741	CAEEL07870	SCHMD06385, SCHMD07194, SCHMD06474, SCHMD20583, SCHMD09441, SCHMD07941, SCHMD28597, SCHMD28496
OG0003743	CAEEL12238	SCHMD05330, SCHMD03268
OG0003746	CAEEL07398	SCHMD20571
OG0003747	CAEEL02767	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	CAEEL20507	SCHMD12963, SCHMD26791
OG0003750	CAEEL05076	SCHMD10740, SCHMD21692
OG0003753	CAEEL18657	SCHMD05736
OG0003755	CAEEL09173	SCHMD24630
OG0003756	CAEEL01606	SCHMD16272, SCHMD09193, SCHMD09560
OG0003758	CAEEL05748	SCHMD10568
OG0003759	CAEEL09625	SCHMD02168
