Orthogroup	CAEEL	SCHMD
OG0003763	CAEEL02007	SCHMD15410
OG0003764	CAEEL15954	SCHMD03437
OG0003766	CAEEL04438, CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439, CAEEL02710	SCHMD22112, SCHMD16522
OG0003767	CAEEL07794	SCHMD06286
OG0003771	CAEEL18560, CAEEL05367	SCHMD05134
OG0003776	CAEEL14271	SCHMD01854
OG0003778	CAEEL10576	SCHMD06996
OG0003779	CAEEL12785	SCHMD15868, SCHMD25797
OG0003780	CAEEL20711	SCHMD20733
OG0003795	CAEEL09855	SCHMD22731
OG0003798	CAEEL11938	SCHMD13971, SCHMD04164
OG0003803	CAEEL19629	SCHMD14080, SCHMD27722, SCHMD27442
OG0003806	CAEEL10842	SCHMD21156
OG0003808	CAEEL08177	SCHMD27875, SCHMD11284, SCHMD25011
OG0003811	CAEEL07020	SCHMD22928, SCHMD13669
OG0003812	CAEEL07296	SCHMD04985
OG0003813	CAEEL10820	SCHMD01244
OG0003817	CAEEL02053	SCHMD04758
OG0003818	CAEEL15512	SCHMD10822, SCHMD17278
OG0003821	CAEEL09346	SCHMD10138
OG0003825	CAEEL18577	SCHMD05990
OG0003827	CAEEL04098	SCHMD03936
OG0003831	CAEEL08097	SCHMD17115
OG0003833	CAEEL05813, CAEEL14180	SCHMD28965
OG0003834	CAEEL00145	SCHMD03227, SCHMD01451
OG0003837	CAEEL11909, CAEEL11910	SCHMD10162, SCHMD25130, SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	SCHMD05207
OG0003839	CAEEL11415	SCHMD05702, SCHMD10139
OG0003840	CAEEL01767	SCHMD12844, SCHMD26426
OG0003841	CAEEL10859, CAEEL18915	SCHMD14946
OG0003843	CAEEL14293	SCHMD16158, SCHMD03988, SCHMD16160
OG0003845	CAEEL16327	SCHMD00834
OG0003846	CAEEL00811, CAEEL18648	SCHMD06517
OG0003850	CAEEL11705	SCHMD24952, SCHMD16801
OG0003851	CAEEL08777	SCHMD05218
OG0003853	CAEEL13793	SCHMD14514, SCHMD07343
OG0003855	CAEEL18132	SCHMD17767
OG0003856	CAEEL07428	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	CAEEL19675	SCHMD05301
OG0003863	CAEEL18943	SCHMD02612
OG0003865	CAEEL02514	SCHMD10111
OG0003866	CAEEL00295	SCHMD07937, SCHMD00211
OG0003867	CAEEL15761	SCHMD06888, SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199
OG0003868	CAEEL18485	SCHMD15677
OG0003869	CAEEL00094	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	CAEEL20153	SCHMD01262
OG0003872	CAEEL14869	SCHMD13742, SCHMD13511
OG0003875	CAEEL00868	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	CAEEL04369	SCHMD06770
OG0003877	CAEEL18175	SCHMD08239
OG0003879	CAEEL00338, CAEEL01399	SCHMD21707, SCHMD18365, SCHMD18366
OG0003881	CAEEL12169	SCHMD06054, SCHMD03369
OG0003884	CAEEL01060	SCHMD04417
OG0003885	CAEEL01791	SCHMD09959
OG0003886	CAEEL10383	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	CAEEL09446	SCHMD20058, SCHMD18207
OG0003888	CAEEL00249	SCHMD05192
OG0003892	CAEEL11760	SCHMD07588
OG0003893	CAEEL05797	SCHMD00056, SCHMD00057
OG0003894	CAEEL01425	SCHMD11863
OG0003897	CAEEL07613	SCHMD20071
OG0003904	CAEEL00419	SCHMD00688
OG0003905	CAEEL00484	SCHMD06967, SCHMD06965
OG0003906	CAEEL00814	SCHMD03168
OG0003908	CAEEL00218	SCHMD10777, SCHMD26725
OG0003908	CAEEL08148	SCHMD03608
OG0003909	CAEEL14422	SCHMD19547, SCHMD15096
OG0003910	CAEEL08553	SCHMD16210, SCHMD14670
OG0003911	CAEEL20590	SCHMD17334, SCHMD20892
OG0003912	CAEEL02731	SCHMD04955
OG0003914	CAEEL19029	SCHMD00070
OG0003915	CAEEL04887	SCHMD16264, SCHMD14615
OG0003916	CAEEL07068	SCHMD05573
OG0003917	CAEEL07507	SCHMD02873
OG0003918	CAEEL11925, CAEEL11924	SCHMD00222
OG0003920	CAEEL00358	SCHMD03027
OG0003921	CAEEL14832, CAEEL18358	SCHMD06689
OG0003923	CAEEL08718	SCHMD25596, SCHMD09715
OG0003925	CAEEL04108	SCHMD25912, SCHMD09602
OG0003926	CAEEL10754, CAEEL19332	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	CAEEL00949	SCHMD28887
OG0003930	CAEEL05047	SCHMD03275
OG0003931	CAEEL15548	SCHMD03615
OG0003933	CAEEL11609	SCHMD23983
OG0003934	CAEEL10046	SCHMD00793
OG0003936	CAEEL00465	SCHMD01877
OG0003938	CAEEL07167	SCHMD19197
OG0003939	CAEEL04128	SCHMD05579
OG0003940	CAEEL15126, CAEEL19780	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003942	CAEEL11070	SCHMD04134
OG0003944	CAEEL05219	SCHMD10666
OG0003945	CAEEL17988	SCHMD04737
OG0003946	CAEEL18782	SCHMD19360, SCHMD00465
OG0003947	CAEEL16177	SCHMD06484
OG0003950	CAEEL05823	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	CAEEL10367	SCHMD04397
OG0003953	CAEEL12236	SCHMD16924
OG0003954	CAEEL11860	SCHMD06088
OG0003955	CAEEL08204	SCHMD06589
OG0003959	CAEEL01523	SCHMD19233, SCHMD05380, SCHMD05022, SCHMD26878, SCHMD21243, SCHMD05379
OG0003961	CAEEL10706	SCHMD04675
OG0003965	CAEEL09858, CAEEL18478	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	CAEEL18441	SCHMD20971, SCHMD24367
OG0003969	CAEEL01428, CAEEL15342	SCHMD08592
OG0003970	CAEEL00141, CAEEL08636	SCHMD00447, SCHMD26048, SCHMD24404, SCHMD05455
OG0003972	CAEEL09414	SCHMD13668
OG0003973	CAEEL17822	SCHMD06454
OG0004000	CAEEL02254	SCHMD05012
OG0004004	CAEEL09931	SCHMD03888
OG0004007	CAEEL08380, CAEEL20738	SCHMD27653
OG0004009	CAEEL10425	SCHMD12539
OG0004010	CAEEL11606	SCHMD11857
OG0004012	CAEEL08889	SCHMD08012, SCHMD16333
OG0004014	CAEEL07353	SCHMD17730, SCHMD16988
OG0004015	CAEEL03765	SCHMD06396
OG0004016	CAEEL09802	SCHMD25202, SCHMD17931, SCHMD26981
OG0004017	CAEEL08935	SCHMD27630
OG0004021	CAEEL07321	SCHMD12686
OG0004023	CAEEL00807	SCHMD07791
OG0004025	CAEEL20824	SCHMD25773
OG0004027	CAEEL07583	SCHMD07935
OG0004028	CAEEL11434	SCHMD03770
OG0004029	CAEEL07149	SCHMD25820
OG0004030	CAEEL15803	SCHMD13881
OG0004032	CAEEL15185	SCHMD08571
OG0004033	CAEEL15848	SCHMD06585
OG0004035	CAEEL06509	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	CAEEL05364	SCHMD07559, SCHMD09846
OG0004037	CAEEL05545	SCHMD06653
OG0004038	CAEEL04280	SCHMD08999, SCHMD03883
OG0004040	CAEEL09311	SCHMD09213, SCHMD09209, SCHMD09210, SCHMD09211
OG0004041	CAEEL06388	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	CAEEL00958	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004044	CAEEL07379	SCHMD16906, SCHMD16907
OG0004047	CAEEL19277, CAEEL00270	SCHMD07813
OG0004048	CAEEL05729	SCHMD05765
OG0004051	CAEEL06861	SCHMD05269, SCHMD18831
OG0004052	CAEEL02741	SCHMD01378
OG0004053	CAEEL01273	SCHMD09663
OG0004054	CAEEL15244	SCHMD03170
OG0004056	CAEEL01652	SCHMD06405
OG0004059	CAEEL14867	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004063	CAEEL02350	SCHMD09601
OG0004064	CAEEL00654	SCHMD03370
OG0004065	CAEEL05056	SCHMD04935
OG0004067	CAEEL02869	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	CAEEL10640	SCHMD04738
OG0004071	CAEEL00928	SCHMD06667
OG0004072	CAEEL09095, CAEEL07075	SCHMD28606, SCHMD25449, SCHMD13434, SCHMD25827, SCHMD12247, SCHMD11403, SCHMD21547, SCHMD24542, SCHMD07982
OG0004073	CAEEL03280	SCHMD18804
OG0004076	CAEEL07566	SCHMD19802
OG0004080	CAEEL12810	SCHMD18517
OG0004081	CAEEL18163	SCHMD03804
OG0004084	CAEEL14072	SCHMD13360
OG0004085	CAEEL04587	SCHMD20233
OG0004087	CAEEL07761	SCHMD13153
OG0004090	CAEEL02918	SCHMD19142
OG0004091	CAEEL04573	SCHMD10376, SCHMD19027, SCHMD20986, SCHMD10374
OG0004092	CAEEL07326	SCHMD01973
OG0004096	CAEEL09363	SCHMD01632
OG0004097	CAEEL05789	SCHMD00017
OG0004099	CAEEL07071	SCHMD07433
OG0004100	CAEEL19773	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	CAEEL10753	SCHMD01669
OG0004102	CAEEL20123	SCHMD28926, SCHMD16352, SCHMD13995
OG0004103	CAEEL10626	SCHMD06708, SCHMD03618
OG0004105	CAEEL05115	SCHMD08794, SCHMD16310
OG0004106	CAEEL04225	SCHMD07276
OG0004110	CAEEL01260	SCHMD03573
OG0004112	CAEEL00522	SCHMD04301
OG0004113	CAEEL09663	SCHMD09954, SCHMD11157
OG0004114	CAEEL13365	SCHMD11428
OG0004115	CAEEL05975	SCHMD08641, SCHMD08639
OG0004116	CAEEL17798	SCHMD22991, SCHMD19169
OG0004118	CAEEL09754	SCHMD14153, SCHMD16717
OG0004119	CAEEL00177	SCHMD24339, SCHMD11856
OG0004120	CAEEL09396	SCHMD02931
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	SCHMD00644
OG0004122	CAEEL20018	SCHMD09920
OG0004123	CAEEL05731	SCHMD24840
OG0004124	CAEEL02724, CAEEL02723	SCHMD09789, SCHMD09788
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	SCHMD14115
OG0004128	CAEEL11738	SCHMD29366
OG0004130	CAEEL02356	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	CAEEL05363	SCHMD08788
OG0004134	CAEEL07495	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	CAEEL04479	SCHMD21074, SCHMD14863
OG0004137	CAEEL00169, CAEEL00170	SCHMD09676
OG0004139	CAEEL04347	SCHMD27028, SCHMD23843
OG0004142	CAEEL10168	SCHMD08558
OG0004144	CAEEL00709	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	CAEEL14333	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	CAEEL07109	SCHMD09010
OG0004148	CAEEL07951	SCHMD06808
OG0004150	CAEEL09285	SCHMD13651, SCHMD25175
OG0004151	CAEEL01499	SCHMD05147, SCHMD20113
OG0004153	CAEEL11562	SCHMD07819, SCHMD03631
OG0004157	CAEEL18994	SCHMD05878
OG0004158	CAEEL00394	SCHMD07419
OG0004161	CAEEL18958	SCHMD08136
OG0004164	CAEEL10119	SCHMD24669, SCHMD09145
OG0004166	CAEEL04359	SCHMD28458, SCHMD16044
OG0004167	CAEEL14218	SCHMD10205
OG0004168	CAEEL08233	SCHMD09579, SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665
OG0004169	CAEEL01556	SCHMD20780
OG0004170	CAEEL10605	SCHMD11411, SCHMD12172
OG0004171	CAEEL11852	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	CAEEL01489	SCHMD15010, SCHMD14784, SCHMD00585
OG0004178	CAEEL09854	SCHMD09644, SCHMD15102
OG0004179	CAEEL10656	SCHMD00790
OG0004181	CAEEL13830	SCHMD09842
OG0004184	CAEEL15780, CAEEL15781	SCHMD23226, SCHMD21910
OG0004186	CAEEL13926	SCHMD22129
OG0004188	CAEEL15410	SCHMD11027
OG0004198	CAEEL12770	SCHMD18242
OG0004203	CAEEL14263, CAEEL11026	SCHMD13632, SCHMD17872, SCHMD19711, SCHMD12672
OG0004203	CAEEL10854, CAEEL19422, CAEEL20854, CAEEL09640, CAEEL15518, CAEEL15937, CAEEL14660	SCHMD23579, SCHMD22669, SCHMD15715, SCHMD19454, SCHMD22555
OG0004215	CAEEL08870	SCHMD23456, SCHMD09930
OG0004216	CAEEL02995	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	CAEEL08020	SCHMD15443
OG0004218	CAEEL20381	SCHMD25832
OG0004219	CAEEL00713	SCHMD02021
OG0004222	CAEEL05571	SCHMD02604
OG0004223	CAEEL05790	SCHMD04451
OG0004227	CAEEL05233	SCHMD11794, SCHMD14206
OG0004228	CAEEL13669	SCHMD15455, SCHMD22945
OG0004229	CAEEL11625	SCHMD20367, SCHMD19492
OG0004230	CAEEL07897	SCHMD12329, SCHMD13516
OG0004231	CAEEL00452	SCHMD18343, SCHMD20951, SCHMD27099
OG0004232	CAEEL03690	SCHMD02245
OG0004233	CAEEL12306	SCHMD23521
OG0004235	CAEEL09358	SCHMD00900
OG0004236	CAEEL15188	SCHMD13419, SCHMD19318
OG0004237	CAEEL07362	SCHMD09091, SCHMD09093
OG0004241	CAEEL20251	SCHMD20634, SCHMD15365
OG0004243	CAEEL01439	SCHMD02806
OG0004244	CAEEL12157	SCHMD04165
OG0004246	CAEEL17853	SCHMD25240, SCHMD27704
OG0004249	CAEEL17634	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	CAEEL16187	SCHMD12623
OG0004252	CAEEL07003	SCHMD02811
OG0004253	CAEEL06637	SCHMD09205
OG0004254	CAEEL05989	SCHMD07480
OG0004255	CAEEL03031	SCHMD00865
OG0004257	CAEEL01608	SCHMD08129
OG0004258	CAEEL00939	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	SCHMD18232
OG0004261	CAEEL04677	SCHMD16623
OG0004262	CAEEL13871	SCHMD16537
OG0004263	CAEEL04092, CAEEL20329	SCHMD09819, SCHMD22299, SCHMD18530
OG0004265	CAEEL08248	SCHMD14398
OG0004267	CAEEL04354, CAEEL04355	SCHMD14468
OG0004268	CAEEL02406	SCHMD24258, SCHMD19847
OG0004269	CAEEL07842	SCHMD06048
OG0004270	CAEEL02066	SCHMD06231
OG0004273	CAEEL04799	SCHMD15470
OG0004278	CAEEL07238	SCHMD07808
OG0004280	CAEEL16211, CAEEL16212	SCHMD24977
OG0004282	CAEEL18359, CAEEL13638	SCHMD15574, SCHMD20334
OG0004285	CAEEL01238	SCHMD08317, SCHMD00052
OG0004287	CAEEL00835	SCHMD02791
OG0004288	CAEEL01059	SCHMD04750
OG0004289	CAEEL02984	SCHMD10655
OG0004291	CAEEL04748	SCHMD11768, SCHMD11769
OG0004292	CAEEL15301	SCHMD02072
OG0004294	CAEEL04571	SCHMD06402
OG0004295	CAEEL03919	SCHMD05170, SCHMD05171, SCHMD05169
OG0004296	CAEEL12316	SCHMD12859
OG0004297	CAEEL19228	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	CAEEL07283	SCHMD15087, SCHMD15086
OG0004301	CAEEL07551	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	CAEEL07295	SCHMD10637, SCHMD22462
OG0004303	CAEEL12783	SCHMD17944, SCHMD18972
OG0004304	CAEEL17137	SCHMD17338
OG0004305	CAEEL02874	SCHMD05524, SCHMD05525
OG0004307	CAEEL00090	SCHMD20615
OG0004308	CAEEL00320	SCHMD08570
OG0004309	CAEEL13877	SCHMD11977, SCHMD17117
OG0004310	CAEEL02565	SCHMD15088
OG0004312	CAEEL05846	SCHMD10505
OG0004316	CAEEL10340	SCHMD07217
OG0004317	CAEEL07185	SCHMD03544
OG0004321	CAEEL11975	SCHMD00773, SCHMD22413
OG0004324	CAEEL07830	SCHMD07700
OG0004328	CAEEL00916	SCHMD18966, SCHMD09751
OG0004329	CAEEL16040	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	CAEEL15513	SCHMD03763
OG0004331	CAEEL11038	SCHMD28298, SCHMD09132
OG0004332	CAEEL19699	SCHMD00454
OG0004334	CAEEL04372	SCHMD10101
OG0004335	CAEEL09206	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	CAEEL07793	SCHMD11859, SCHMD21650, SCHMD20028
OG0004344	CAEEL16267	SCHMD12044
OG0004347	CAEEL07276	SCHMD25637, SCHMD11463
OG0004348	CAEEL08518	SCHMD00729
OG0004350	CAEEL01588	SCHMD16920, SCHMD07665
OG0004351	CAEEL08854	SCHMD12829, SCHMD12828
OG0004353	CAEEL03078	SCHMD21824, SCHMD16507
OG0004355	CAEEL17139	SCHMD12078, SCHMD12076
OG0004356	CAEEL10602	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	CAEEL10874	SCHMD26102, SCHMD07557
OG0004359	CAEEL05118	SCHMD05503
OG0004360	CAEEL08760	SCHMD05210
OG0004362	CAEEL01360	SCHMD14598, SCHMD12685
OG0004364	CAEEL05913	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	CAEEL00507	SCHMD14299
OG0004368	CAEEL20084	SCHMD06787, SCHMD28933
OG0004369	CAEEL08210	SCHMD13900
OG0004370	CAEEL03244, CAEEL09918	SCHMD05486
OG0004373	CAEEL05891	SCHMD15692
OG0004374	CAEEL07100	SCHMD08648, SCHMD08647
OG0004376	CAEEL08383	SCHMD24005, SCHMD12717, SCHMD26494
OG0004377	CAEEL07838	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289
OG0004378	CAEEL08612	SCHMD13186, SCHMD15248
OG0004379	CAEEL06174	SCHMD09241
OG0004380	CAEEL04195	SCHMD09830
OG0004381	CAEEL00194	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	CAEEL06795	SCHMD20602, SCHMD02352
OG0004389	CAEEL16085, CAEEL05794	SCHMD12486
OG0004390	CAEEL10569	SCHMD22900
OG0004392	CAEEL11311, CAEEL11312	SCHMD01600
OG0004393	CAEEL19535	SCHMD23967, SCHMD19706
OG0004394	CAEEL00556	SCHMD15505, SCHMD12711, SCHMD15506
OG0004396	CAEEL05746	SCHMD06052
OG0004398	CAEEL09179	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	CAEEL12106	SCHMD04230
OG0004401	CAEEL08851	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004403	CAEEL00967	SCHMD15173, SCHMD28843
OG0004404	CAEEL00266	SCHMD02644, SCHMD04995
OG0004407	CAEEL15656	SCHMD00293
OG0004409	CAEEL18900	SCHMD04463
OG0004413	CAEEL12414	SCHMD09094
OG0004417	CAEEL04605	SCHMD11303
OG0004423	CAEEL08323, CAEEL04481, CAEEL04480	SCHMD06625, SCHMD29397
OG0004425	CAEEL04267	SCHMD11792, SCHMD05073, SCHMD12434
OG0004426	CAEEL06644	SCHMD14134, SCHMD13488
OG0004459	CAEEL09113	SCHMD11611, SCHMD15720, SCHMD11612
OG0004460	CAEEL05618, CAEEL12160	SCHMD02836
OG0004462	CAEEL07505	SCHMD02862, SCHMD02861, SCHMD02863
OG0004465	CAEEL14659	SCHMD05636
OG0004467	CAEEL18811	SCHMD15402
OG0004467	CAEEL08802	SCHMD25583
OG0004472	CAEEL02040	SCHMD10150
OG0004474	CAEEL04978, CAEEL19704	SCHMD16777, SCHMD12470, SCHMD12214
OG0004479	CAEEL01982	SCHMD18395, SCHMD16681, SCHMD28653
OG0004484	CAEEL03718, CAEEL03716	SCHMD05719, SCHMD12798
OG0004486	CAEEL02086	SCHMD01167
OG0004487	CAEEL04119	SCHMD27932, SCHMD25838, SCHMD24442, SCHMD16447
OG0004489	CAEEL07471	SCHMD27568, SCHMD15864, SCHMD13491
OG0004490	CAEEL15483	SCHMD17389, SCHMD11597
OG0004492	CAEEL12152, CAEEL01223	SCHMD04733
OG0004493	CAEEL07084	SCHMD17846, SCHMD13358
OG0004495	CAEEL00990	SCHMD01719
OG0004496	CAEEL17616	SCHMD26140, SCHMD14189
OG0004498	CAEEL07493	SCHMD04342
OG0004500	CAEEL07302, CAEEL06408	SCHMD11617
OG0004501	CAEEL02204	SCHMD07977
OG0004505	CAEEL02342, CAEEL10487	SCHMD09314
OG0004507	CAEEL02892	SCHMD04748
OG0004509	CAEEL08073, CAEEL06714	SCHMD17345, SCHMD26727
OG0004511	CAEEL00625	SCHMD28314
OG0004513	CAEEL02074	SCHMD00064, SCHMD04110
OG0004514	CAEEL07361	SCHMD05036
OG0004516	CAEEL02959, CAEEL09798	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539
OG0004517	CAEEL19843	SCHMD24464
OG0004518	CAEEL18955	SCHMD04926
OG0004520	CAEEL04837	SCHMD11457
OG0004523	CAEEL05687	SCHMD00984
OG0004526	CAEEL07101	SCHMD13090
OG0004532	CAEEL10922	SCHMD21409, SCHMD24151
OG0004533	CAEEL01233	SCHMD21800, SCHMD21855, SCHMD10489
OG0004535	CAEEL05920	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230
OG0004538	CAEEL15076	SCHMD11149, SCHMD11150
OG0004539	CAEEL15237	SCHMD09009
OG0004542	CAEEL08914	SCHMD08621
OG0004543	CAEEL06797	SCHMD00021
OG0004546	CAEEL12390	SCHMD10690, SCHMD06743, SCHMD14412
OG0004548	CAEEL05049	SCHMD01586
OG0004551	CAEEL07605	SCHMD02465, SCHMD02466
OG0004552	CAEEL14818	SCHMD05280
OG0004553	CAEEL01890	SCHMD05077
OG0004554	CAEEL12132	SCHMD01446, SCHMD22543
OG0004555	CAEEL01286	SCHMD01126
OG0004557	CAEEL19316	SCHMD10112
OG0004558	CAEEL01825	SCHMD23563
OG0004559	CAEEL01667	SCHMD09021, SCHMD09022
OG0004564	CAEEL15096	SCHMD06864, SCHMD16273
OG0004565	CAEEL01480	SCHMD06237
OG0004567	CAEEL19136, CAEEL09098	SCHMD08103
OG0004568	CAEEL14278	SCHMD00415
OG0004569	CAEEL05747	SCHMD07227
OG0004572	CAEEL15485	SCHMD00027
OG0004573	CAEEL03080	SCHMD24195, SCHMD13279
OG0004577	CAEEL02135, CAEEL02134	SCHMD27308, SCHMD07121, SCHMD07120
OG0004578	CAEEL20390, CAEEL07197, CAEEL15445	SCHMD13522, SCHMD10265
OG0004579	CAEEL12615	SCHMD05858
OG0004581	CAEEL20357	SCHMD06969
OG0004582	CAEEL14132	SCHMD11081, SCHMD11080
OG0004583	CAEEL07667	SCHMD18243, SCHMD12573
OG0004589	CAEEL09315	SCHMD07310
OG0004590	CAEEL07891	SCHMD11543, SCHMD02645, SCHMD02084
OG0004592	CAEEL05824	SCHMD21981, SCHMD24746
OG0004595	CAEEL08365	SCHMD23529, SCHMD18234
OG0004596	CAEEL00832	SCHMD22207
OG0004599	CAEEL18962	SCHMD16295, SCHMD15643, SCHMD19967, SCHMD19964
OG0004602	CAEEL17403	SCHMD00904
OG0004603	CAEEL01453	SCHMD09121, SCHMD04362
OG0004606	CAEEL07463	SCHMD04125, SCHMD12842
OG0004609	CAEEL01549, CAEEL18748	SCHMD12031, SCHMD13204
OG0004610	CAEEL01077	SCHMD04931
OG0004612	CAEEL17404	SCHMD00077, SCHMD00078, SCHMD00076
OG0004613	CAEEL11219	SCHMD02078
OG0004614	CAEEL14871	SCHMD21793, SCHMD24411
OG0004616	CAEEL02677	SCHMD28217
OG0004619	CAEEL07756	SCHMD07738, SCHMD07737
OG0004621	CAEEL01185	SCHMD02131
OG0004622	CAEEL00340, CAEEL00339	SCHMD07163
OG0004626	CAEEL02718	SCHMD11167, SCHMD21056, SCHMD25126
OG0004629	CAEEL06027	SCHMD28937, SCHMD22436
OG0004630	CAEEL04593	SCHMD19924, SCHMD19158
OG0004631	CAEEL16838, CAEEL04543, CAEEL20866, CAEEL16837	SCHMD23492
OG0004633	CAEEL05017, CAEEL04995, CAEEL07556	SCHMD08375
OG0004634	CAEEL04100	SCHMD05432, SCHMD09190, SCHMD28674
OG0004635	CAEEL00310	SCHMD03118
OG0004638	CAEEL15951	SCHMD03884
OG0004639	CAEEL10507	SCHMD11835
OG0004642	CAEEL00483	SCHMD04791
OG0004643	CAEEL14114	SCHMD12179
OG0004648	CAEEL08010	SCHMD22597, SCHMD14009
OG0004649	CAEEL08731	SCHMD11982
OG0004652	CAEEL00605	SCHMD09910, SCHMD14465
OG0004654	CAEEL11750	SCHMD11590
OG0004655	CAEEL08002	SCHMD10685
OG0004657	CAEEL03111	SCHMD24002, SCHMD24003, SCHMD14727
OG0004662	CAEEL07384, CAEEL15414	SCHMD23223, SCHMD01585
OG0004663	CAEEL07711	SCHMD03596
OG0004664	CAEEL14781	SCHMD07541, SCHMD07542, SCHMD10324
OG0004668	CAEEL08996	SCHMD00802
OG0004669	CAEEL16538	SCHMD05517
OG0004670	CAEEL02555	SCHMD20695, SCHMD17163
OG0004671	CAEEL07417	SCHMD02955, SCHMD02956, SCHMD04859
OG0004674	CAEEL04819	SCHMD03223
OG0004675	CAEEL00752	SCHMD07033
OG0004678	CAEEL08038	SCHMD09572, SCHMD22384
OG0004681	CAEEL07293	SCHMD05397
OG0004682	CAEEL05023	SCHMD08178
OG0004683	CAEEL15952	SCHMD10878
OG0004684	CAEEL14663	SCHMD04346
OG0004685	CAEEL09080	SCHMD09955
OG0004687	CAEEL14139	SCHMD23153, SCHMD15300
OG0004689	CAEEL04374	SCHMD04465
OG0004690	CAEEL19211	SCHMD05174, SCHMD08403
OG0004690	CAEEL07164, CAEEL19526	SCHMD10045, SCHMD24330, SCHMD08404
OG0004691	CAEEL06746	SCHMD29540, SCHMD09521, SCHMD09522
OG0004694	CAEEL10169	SCHMD19141, SCHMD23931
OG0004697	CAEEL08756	SCHMD17021
OG0004699	CAEEL06377	SCHMD06447
OG0004700	CAEEL14721	SCHMD16439
OG0004703	CAEEL06877	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474
OG0004704	CAEEL18407	SCHMD02723
OG0004705	CAEEL07549	SCHMD06298
OG0004708	CAEEL19872	SCHMD08019
OG0004711	CAEEL00544	SCHMD14637
OG0004728	CAEEL00538	SCHMD02271
OG0004730	CAEEL07318	SCHMD19530
OG0004731	CAEEL07767	SCHMD03298
OG0004738	CAEEL01347	SCHMD29258
OG0004740	CAEEL00607	SCHMD00456
OG0004743	CAEEL09903	SCHMD01142
OG0004744	CAEEL01018	SCHMD15430, SCHMD15429
OG0004747	CAEEL05338	SCHMD15119, SCHMD10662
OG0004749	CAEEL01493	SCHMD27524, SCHMD05320, SCHMD13141
OG0004752	CAEEL01146	SCHMD13187, SCHMD26487
OG0004753	CAEEL05745	SCHMD28685, SCHMD01257, SCHMD09681
OG0004754	CAEEL09862	SCHMD12657
OG0004755	CAEEL05081	SCHMD28318, SCHMD26750, SCHMD14595
OG0004756	CAEEL04839	SCHMD15431
OG0004761	CAEEL04717	SCHMD06309
