Orthogroup	CAEEL	BRALA
OG0000269	CAEEL10894	BRALA08334, BRALA31955
OG0000271	CAEEL07236	BRALA09068, BRALA17558, BRALA18501, BRALA17563
OG0000273	CAEEL18644	BRALA05275
OG0000273	CAEEL20077	BRALA14731
OG0000274	CAEEL11033	BRALA17202, BRALA01582, BRALA01584, BRALA01583, BRALA11404, BRALA04535, BRALA17912, BRALA10566, BRALA24527, BRALA28188
OG0000277	CAEEL07730, CAEEL07729	BRALA26639
OG0000277	CAEEL11066	BRALA25256
OG0000277	CAEEL00092, CAEEL02855	BRALA06081
OG0000278	CAEEL07740	BRALA11856, BRALA14630
OG0000278	CAEEL07099	BRALA21572
OG0000278	CAEEL02024	BRALA03801
OG0000282	CAEEL11864	BRALA23685, BRALA27475, BRALA29869, BRALA11493
OG0000284	CAEEL18846	BRALA18410
OG0000285	CAEEL14297, CAEEL16730	BRALA11771, BRALA17774
OG0000287	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156	BRALA33320
OG0000287	CAEEL18837	BRALA10176
OG0000295	CAEEL04248, CAEEL10950	BRALA26979, BRALA26980, BRALA22435, BRALA05907, BRALA02617, BRALA05908, BRALA05913, BRALA05912
OG0000296	CAEEL14675	BRALA13278
OG0000301	CAEEL11399	BRALA03661
OG0000301	CAEEL18767	BRALA23983
OG0000305	CAEEL19499	BRALA09424
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	BRALA18598, BRALA10626
OG0000306	CAEEL11447, CAEEL11444, CAEEL11445	BRALA03883
OG0000308	CAEEL00748	BRALA29440, BRALA35067, BRALA07362, BRALA29439, BRALA12881, BRALA22416
OG0000311	CAEEL19230	BRALA28501, BRALA17717, BRALA33007, BRALA05545, BRALA05548, BRALA28774
OG0000312	CAEEL19323	BRALA11332, BRALA11333, BRALA11331
OG0000312	CAEEL16684	BRALA05942
OG0000312	CAEEL08464	BRALA11891
OG0000314	CAEEL14227, CAEEL02951	BRALA21481
OG0000315	CAEEL07409	BRALA34362
OG0000315	CAEEL07292	BRALA25721
OG0000316	CAEEL01799	BRALA15636
OG0000316	CAEEL00039, CAEEL06052	BRALA17328, BRALA14665
OG0000317	CAEEL18155	BRALA02907
OG0000319	CAEEL10346	BRALA14575
OG0000321	CAEEL19255	BRALA14278
OG0000323	CAEEL08030	BRALA25493, BRALA07917, BRALA00213
OG0000325	CAEEL01448, CAEEL10554	BRALA15301, BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751
OG0000327	CAEEL18527	BRALA13826, BRALA13825, BRALA19890, BRALA19891, BRALA11391
OG0000327	CAEEL06891	BRALA07661, BRALA19889
OG0000328	CAEEL20663	BRALA34956
OG0000329	CAEEL05342	BRALA11297
OG0000332	CAEEL10794	BRALA30995, BRALA30996, BRALA23233, BRALA23237, BRALA03701, BRALA03817, BRALA03703, BRALA30106, BRALA06650, BRALA06646, BRALA06647, BRALA06703, BRALA06704, BRALA06814, BRALA06653, BRALA06652, BRALA06831, BRALA03782, BRALA06687, BRALA19105, BRALA17963, BRALA15005, BRALA06817, BRALA06818, BRALA06815, BRALA06648, BRALA31223, BRALA19595, BRALA04018, BRALA04019
OG0000333	CAEEL20574	BRALA02535, BRALA34057, BRALA07272, BRALA19158, BRALA34892, BRALA30751
OG0000338	CAEEL02726	BRALA15013, BRALA15015
OG0000339	CAEEL05344	BRALA24760
OG0000341	CAEEL02829	BRALA17089
OG0000343	CAEEL00542	BRALA09005
OG0000345	CAEEL09288	BRALA06622, BRALA06843, BRALA09664
OG0000346	CAEEL04767	BRALA01343
OG0000350	CAEEL13904	BRALA05212, BRALA26265
OG0000350	CAEEL14349	BRALA19245
OG0000352	CAEEL05587	BRALA01009
OG0000353	CAEEL10431, CAEEL10430	BRALA03683
OG0000357	CAEEL07861	BRALA33235, BRALA34828, BRALA34317, BRALA33215
OG0000357	CAEEL10151, CAEEL05953	BRALA26089
OG0000358	CAEEL13826	BRALA02274, BRALA35872, BRALA29935
OG0000358	CAEEL19072	BRALA06031
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	BRALA13099
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	BRALA25491, BRALA34908, BRALA34889, BRALA25489, BRALA25484, BRALA25486, BRALA29911
OG0000363	CAEEL12357, CAEEL16480	BRALA29271, BRALA25487
OG0000364	CAEEL18153, CAEEL18154	BRALA19406, BRALA19407, BRALA32552, BRALA11746, BRALA11744, BRALA11743, BRALA11742, BRALA23996, BRALA12924
OG0000367	CAEEL11241	BRALA31361, BRALA12833
OG0000371	CAEEL18802	BRALA08456
OG0000372	CAEEL09938	BRALA15783
OG0000372	CAEEL06634	BRALA08267
OG0000372	CAEEL11042	BRALA23771
OG0000373	CAEEL15439	BRALA23435
OG0000373	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659	BRALA23054
OG0000377	CAEEL00576	BRALA25351, BRALA07777, BRALA00680, BRALA29809, BRALA26121, BRALA14724, BRALA11259, BRALA02937, BRALA00851, BRALA02938
OG0000378	CAEEL01589	BRALA33943
OG0000378	CAEEL18606	BRALA34778
OG0000389	CAEEL08944, CAEEL11888	BRALA06714
OG0000391	CAEEL07480, CAEEL01186	BRALA04832
OG0000392	CAEEL03273	BRALA01209
OG0000393	CAEEL14690	BRALA15381, BRALA24472
OG0000393	CAEEL11594	BRALA27929
OG0000393	CAEEL00138	BRALA03160
OG0000399	CAEEL01136	BRALA23772
OG0000399	CAEEL00515	BRALA04322
OG0000400	CAEEL01024	BRALA08119, BRALA02722
OG0000401	CAEEL07254	BRALA15440, BRALA03200, BRALA15436, BRALA15435
OG0000402	CAEEL20859	BRALA21413
OG0000402	CAEEL09914, CAEEL09915	BRALA17661, BRALA17660
OG0000404	CAEEL16075, CAEEL12808	BRALA32209
OG0000404	CAEEL20480	BRALA30787, BRALA33638
OG0000405	CAEEL01740	BRALA21721
OG0000409	CAEEL09896	BRALA28218
OG0000409	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710	BRALA16408
OG0000411	CAEEL02373	BRALA33932, BRALA34958, BRALA18710, BRALA18709, BRALA34203
OG0000412	CAEEL11655	BRALA00561
OG0000412	CAEEL09909	BRALA06660
OG0000412	CAEEL20650	BRALA01758, BRALA10138
OG0000413	CAEEL15525	BRALA21468
OG0000413	CAEEL18945, CAEEL06206, CAEEL06205	BRALA06166
OG0000419	CAEEL19090	BRALA03697
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	BRALA03834, BRALA03844, BRALA29651, BRALA08803
OG0000425	CAEEL13865, CAEEL13864	BRALA25795, BRALA31608, BRALA24699
OG0000427	CAEEL05100	BRALA09830, BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	BRALA31849, BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307
OG0000430	CAEEL14592, CAEEL00514	BRALA23824
OG0000431	CAEEL07320	BRALA06237, BRALA13675
OG0000432	CAEEL05840, CAEEL08239	BRALA18991
OG0000433	CAEEL18122	BRALA23044, BRALA22158
OG0000433	CAEEL00915, CAEEL00914	BRALA19035
OG0000442	CAEEL10760	BRALA23798
OG0000443	CAEEL07750	BRALA14524
OG0000444	CAEEL18555	BRALA29773
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	BRALA07745
OG0000446	CAEEL11745	BRALA15987
OG0000447	CAEEL07754, CAEEL07753	BRALA30761
OG0000449	CAEEL19368, CAEEL19369	BRALA16453
OG0000450	CAEEL09221	BRALA29697
OG0000452	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768
OG0000454	CAEEL02888, CAEEL02886	BRALA16593
OG0000456	CAEEL11325	BRALA31739, BRALA14485, BRALA19382, BRALA30394, BRALA28489, BRALA27951
OG0000461	CAEEL06628	BRALA10740
OG0000461	CAEEL08066	BRALA25433
OG0000463	CAEEL00961	BRALA09887, BRALA09634, BRALA16614, BRALA34631
OG0000467	CAEEL10426, CAEEL00823	BRALA17998
OG0000468	CAEEL05744	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300, BRALA11917
OG0000469	CAEEL09645	BRALA35215, BRALA33439
OG0000470	CAEEL01892, CAEEL15886	BRALA24698
OG0000474	CAEEL07643, CAEEL07642	BRALA10583
OG0000476	CAEEL20693, CAEEL00887	BRALA20616, BRALA20613, BRALA20614, BRALA20612
OG0000476	CAEEL13996, CAEEL04770	BRALA14616, BRALA14614, BRALA14617
OG0000477	CAEEL19743	BRALA32650, BRALA33142
OG0000478	CAEEL16147, CAEEL11281	BRALA14184
OG0000479	CAEEL00963	BRALA33610
OG0000479	CAEEL02339	BRALA33937, BRALA19002
OG0000479	CAEEL09202	BRALA33783
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	BRALA30132, BRALA35901, BRALA28328, BRALA28329
OG0000481	CAEEL09089, CAEEL09097	BRALA27659
OG0000481	CAEEL07158	BRALA10023
OG0000481	CAEEL11815	BRALA03647
OG0000482	CAEEL12763	BRALA22257, BRALA35197
OG0000482	CAEEL16609	BRALA29577
OG0000484	CAEEL04965, CAEEL04966	BRALA34077
OG0000485	CAEEL19088, CAEEL15576	BRALA07325, BRALA23674
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977
OG0000487	CAEEL16728, CAEEL12342	BRALA28599, BRALA25400, BRALA25401, BRALA28602
OG0000488	CAEEL05865, CAEEL05866	BRALA07851
OG0000489	CAEEL19170	BRALA13762
OG0000491	CAEEL07820	BRALA11888
OG0000495	CAEEL07186	BRALA16913, BRALA16912, BRALA16952, BRALA22436, BRALA11572, BRALA07929, BRALA07931, BRALA16951, BRALA22144, BRALA16911
OG0000496	CAEEL01836	BRALA07013
OG0000497	CAEEL11475, CAEEL02002	BRALA07740
OG0000497	CAEEL19219	BRALA17523
OG0000499	CAEEL06675	BRALA05444
OG0000499	CAEEL05553, CAEEL05559, CAEEL06237, CAEEL04527, CAEEL11111, CAEEL12787	BRALA08863
OG0000503	CAEEL18781, CAEEL18780	BRALA07482, BRALA23827
OG0000503	CAEEL01216	BRALA20618
OG0000506	CAEEL18864	BRALA05807
OG0000508	CAEEL07260	BRALA17016
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	BRALA00432
OG0000513	CAEEL00380	BRALA06842
OG0000514	CAEEL07294, CAEEL18391	BRALA19477
OG0000519	CAEEL01270	BRALA25441, BRALA22160
OG0000520	CAEEL07490	BRALA19385, BRALA19387, BRALA23459, BRALA35783
OG0000521	CAEEL11532	BRALA18650
OG0000525	CAEEL19149	BRALA20630
OG0000525	CAEEL19113	BRALA13036, BRALA13035
OG0000528	CAEEL17966	BRALA13353
OG0000529	CAEEL09737, CAEEL12247	BRALA34553, BRALA03729
OG0000529	CAEEL14327	BRALA17267
OG0000530	CAEEL05713, CAEEL05714	BRALA27713
OG0000531	CAEEL07670	BRALA10663
OG0000532	CAEEL05864, CAEEL10521, CAEEL00080, CAEEL20665, CAEEL04618	BRALA23832
OG0000534	CAEEL06960	BRALA17057, BRALA15529
OG0000535	CAEEL18521	BRALA25267
OG0000537	CAEEL20692	BRALA13679
OG0000537	CAEEL08509	BRALA13681
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	BRALA05969, BRALA20475, BRALA16574, BRALA30262, BRALA04389, BRALA27236, BRALA29022, BRALA32330, BRALA23555, BRALA04388, BRALA29728, BRALA18944, BRALA06806, BRALA06805
OG0000542	CAEEL09055	BRALA22764
OG0000542	CAEEL15478	BRALA00596
OG0000545	CAEEL15746	BRALA24399
OG0000545	CAEEL14386	BRALA22583
OG0000546	CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408	BRALA05876, BRALA05877
OG0000548	CAEEL10591, CAEEL10590	BRALA31695, BRALA21474, BRALA22718
OG0000549	CAEEL05133, CAEEL12072	BRALA01654
OG0000549	CAEEL18719, CAEEL18720	BRALA19896, BRALA24295, BRALA03880
OG0000550	CAEEL14232	BRALA04948
OG0000550	CAEEL11841	BRALA04930, BRALA04919
OG0000551	CAEEL05226	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089
OG0000552	CAEEL08432	BRALA11014, BRALA19431, BRALA19430, BRALA12172
OG0000554	CAEEL09891	BRALA32452
OG0000560	CAEEL00689	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574
OG0000561	CAEEL15785	BRALA17424
OG0000562	CAEEL12354	BRALA15030
OG0000563	CAEEL10514	BRALA08933, BRALA08932
OG0000563	CAEEL07864	BRALA24155
OG0000566	CAEEL15091	BRALA07910, BRALA26624
OG0000567	CAEEL02967	BRALA12434, BRALA10631
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	BRALA01129, BRALA24836
OG0000569	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656
OG0000572	CAEEL13663	BRALA30970
OG0000572	CAEEL04776	BRALA24438
OG0000573	CAEEL05940	BRALA33118
OG0000573	CAEEL01355	BRALA01402
OG0000574	CAEEL19269	BRALA35830, BRALA06426
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	BRALA10469
OG0000574	CAEEL19209, CAEEL18848	BRALA02629
OG0000575	CAEEL12522	BRALA17689
OG0000576	CAEEL06802	BRALA00312
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	BRALA30383
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	BRALA34451
OG0000580	CAEEL19061	BRALA26260
OG0000580	CAEEL06306	BRALA02419
OG0000581	CAEEL15703	BRALA25966
OG0000581	CAEEL14055, CAEEL14054	BRALA25968, BRALA25970
OG0000582	CAEEL19553, CAEEL19552	BRALA24843
OG0000585	CAEEL11782, CAEEL11783	BRALA20335
OG0000587	CAEEL14207	BRALA05810
OG0000587	CAEEL18702	BRALA15179
OG0000588	CAEEL05897	BRALA00972, BRALA24520
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	BRALA33101, BRALA29679
OG0000590	CAEEL01780	BRALA07082
OG0000591	CAEEL19878	BRALA25344
OG0000591	CAEEL18367	BRALA23791, BRALA13642
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	BRALA22980, BRALA12293, BRALA12292, BRALA25533
OG0000593	CAEEL02027	BRALA10467, BRALA03529
OG0000594	CAEEL11331	BRALA10983, BRALA02053
OG0000597	CAEEL08741	BRALA07224
OG0000600	CAEEL02285, CAEEL02284	BRALA00923, BRALA16891
OG0000602	CAEEL20599	BRALA13634, BRALA13638, BRALA13637
OG0000603	CAEEL15474	BRALA11986
OG0000604	CAEEL14390	BRALA23058
OG0000607	CAEEL05374	BRALA02171
OG0000608	CAEEL06882, CAEEL09299	BRALA08057
OG0000609	CAEEL11904	BRALA13529, BRALA13853, BRALA18964, BRALA18966, BRALA18965, BRALA13849, BRALA04542, BRALA05170, BRALA01190, BRALA05174
OG0000611	CAEEL08225	BRALA20389
OG0000611	CAEEL09831	BRALA27313
OG0000612	CAEEL07651	BRALA24052, BRALA24582
OG0000612	CAEEL06875	BRALA35398, BRALA20021
OG0000613	CAEEL14429, CAEEL16442	BRALA12977
OG0000614	CAEEL16724	BRALA26253, BRALA24121
OG0000615	CAEEL19705	BRALA14242
OG0000616	CAEEL19744	BRALA23460
OG0000617	CAEEL12168	BRALA18939
OG0000618	CAEEL00836	BRALA17090
OG0000623	CAEEL16178, CAEEL06411	BRALA01906
OG0000623	CAEEL16276	BRALA33185
OG0000624	CAEEL08547	BRALA09192
OG0000625	CAEEL18539	BRALA19634
OG0000626	CAEEL19740	BRALA09669
OG0000627	CAEEL01126	BRALA29835
OG0000637	CAEEL18181	BRALA22258, BRALA04773, BRALA05959, BRALA07030, BRALA35665, BRALA25973, BRALA35619
OG0000639	CAEEL00195	BRALA16533
OG0000639	CAEEL00077	BRALA20016
OG0000645	CAEEL14093	BRALA20003
OG0000645	CAEEL02916	BRALA04294
OG0000646	CAEEL06213, CAEEL06212	BRALA05656
OG0000647	CAEEL14095, CAEEL17996	BRALA16420, BRALA19497, BRALA16419
OG0000648	CAEEL05737	BRALA03156
OG0000649	CAEEL08770	BRALA09182, BRALA11364, BRALA20887
OG0000650	CAEEL15107	BRALA06632, BRALA04575
OG0000651	CAEEL08479	BRALA29558, BRALA33518
OG0000652	CAEEL09392, CAEEL09393	BRALA20078, BRALA20077
OG0000653	CAEEL20136	BRALA33623, BRALA16963, BRALA22618
OG0000654	CAEEL00509	BRALA04554
OG0000657	CAEEL01693	BRALA10474, BRALA04158
OG0000660	CAEEL01886	BRALA15697
OG0000660	CAEEL01416	BRALA10420
OG0000662	CAEEL07265	BRALA23622
OG0000662	CAEEL20546	BRALA06276
OG0000663	CAEEL07269	BRALA17888, BRALA25579, BRALA03574
OG0000664	CAEEL10897, CAEEL10896	BRALA17169
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	BRALA23202
OG0000666	CAEEL11143	BRALA33241, BRALA33926, BRALA28214
OG0000670	CAEEL01804, CAEEL20294	BRALA11703
OG0000671	CAEEL20492, CAEEL02522	BRALA04719, BRALA04720, BRALA07010, BRALA11273
OG0000672	CAEEL07948, CAEEL07943	BRALA06149
OG0000672	CAEEL00089, CAEEL00988	BRALA24117
OG0000674	CAEEL01995	BRALA23211
OG0000676	CAEEL18677, CAEEL18678	BRALA13759
OG0000678	CAEEL19275	BRALA35612, BRALA27486, BRALA27487, BRALA27488
OG0000680	CAEEL01896	BRALA01527, BRALA18950
OG0000681	CAEEL06701, CAEEL06700	BRALA08295
OG0000681	CAEEL20557	BRALA33161
OG0000682	CAEEL18765	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676
OG0000682	CAEEL15769	BRALA30874
OG0000683	CAEEL18608	BRALA33661
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	BRALA00898
OG0000684	CAEEL11185	BRALA33966, BRALA35184, BRALA35989, BRALA33798
OG0000685	CAEEL19728	BRALA13886
OG0000690	CAEEL05043	BRALA29358
OG0000691	CAEEL17188	BRALA03301
OG0000692	CAEEL05111, CAEEL03292	BRALA01186
OG0000693	CAEEL03253, CAEEL03254	BRALA18789
OG0000694	CAEEL05732	BRALA19978, BRALA13586, BRALA30136, BRALA03299
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	BRALA10162
OG0000696	CAEEL19612	BRALA15238, BRALA19739
OG0000697	CAEEL10883	BRALA30467
OG0000701	CAEEL01775, CAEEL09588, CAEEL02242	BRALA21677
OG0000702	CAEEL01313	BRALA28498
OG0000703	CAEEL12761	BRALA03871
OG0000708	CAEEL04786, CAEEL04785	BRALA05296
OG0000708	CAEEL12722	BRALA10976
OG0000710	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975	BRALA16518
OG0000711	CAEEL04946	BRALA02434
OG0000711	CAEEL03027	BRALA02091
OG0000712	CAEEL07921	BRALA19423
OG0000713	CAEEL15727	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690
OG0000715	CAEEL07310, CAEEL07309	BRALA17045
OG0000716	CAEEL00463	BRALA34911
OG0000717	CAEEL20044, CAEEL07958	BRALA10082
OG0000718	CAEEL16052	BRALA29518
OG0000720	CAEEL02341	BRALA08022
OG0000721	CAEEL07780	BRALA14964
OG0000722	CAEEL16439	BRALA24668, BRALA24667
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	BRALA28984, BRALA28985
OG0000725	CAEEL01386	BRALA28873, BRALA33948
OG0000726	CAEEL08988, CAEEL08987	BRALA09055
OG0000730	CAEEL06720	BRALA23680
OG0000730	CAEEL06574	BRALA23679
OG0000731	CAEEL18982	BRALA12194
OG0000732	CAEEL02711	BRALA05974
OG0000732	CAEEL11771	BRALA01121
OG0000733	CAEEL17006	BRALA13293
OG0000733	CAEEL15524	BRALA13301
OG0000734	CAEEL18835	BRALA10056
OG0000735	CAEEL14834, CAEEL14835	BRALA12877
OG0000737	CAEEL06154, CAEEL04487, CAEEL04486	BRALA24490
OG0000740	CAEEL18076	BRALA07389
OG0000744	CAEEL01254	BRALA03822, BRALA06789, BRALA03324
OG0000749	CAEEL11624, CAEEL14107	BRALA28914
OG0000751	CAEEL09020	BRALA07411
OG0000752	CAEEL07346	BRALA11552
OG0000752	CAEEL04370	BRALA28831
OG0000753	CAEEL17415	BRALA27046, BRALA21594
OG0000755	CAEEL01302	BRALA12515
OG0000756	CAEEL17951	BRALA05619, BRALA10089, BRALA00887, BRALA14420, BRALA14421, BRALA05618, BRALA08548
OG0000757	CAEEL20030	BRALA34310
OG0000757	CAEEL00176	BRALA14460
OG0000759	CAEEL20475, CAEEL16710	BRALA30577, BRALA11347
OG0000760	CAEEL09851	BRALA20314
OG0000761	CAEEL19698	BRALA23656
OG0000762	CAEEL02671	BRALA04595, BRALA07093
OG0000763	CAEEL01521, CAEEL01520, CAEEL01519	BRALA13502
OG0000764	CAEEL19739	BRALA10953, BRALA10954
OG0000765	CAEEL08924, CAEEL20292	BRALA25961
OG0000765	CAEEL19163	BRALA10305
OG0000766	CAEEL01660	BRALA15635
OG0000766	CAEEL18773, CAEEL19845, CAEEL20678, CAEEL20679, CAEEL04502	BRALA32820, BRALA18201
OG0000767	CAEEL15327, CAEEL15326	BRALA12056, BRALA12057
OG0000774	CAEEL03062	BRALA01367
OG0000774	CAEEL12020, CAEEL14163, CAEEL12021	BRALA12795
OG0000775	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287
OG0000776	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206	BRALA29299, BRALA14518, BRALA14519, BRALA14092, BRALA29300
OG0000777	CAEEL19291	BRALA06536
OG0000778	CAEEL04054	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259
OG0000779	CAEEL01706	BRALA02587
OG0000780	CAEEL00305	BRALA21364
OG0000780	CAEEL01193	BRALA00744
OG0000782	CAEEL01741	BRALA18203
OG0000784	CAEEL19472	BRALA06052, BRALA25550, BRALA17554, BRALA16289, BRALA22376, BRALA25588
OG0000787	CAEEL10362	BRALA03891
OG0000788	CAEEL04328, CAEEL04329, CAEEL04327	BRALA02413
OG0000788	CAEEL01175	BRALA32315
OG0000791	CAEEL09121	BRALA14451
OG0000792	CAEEL06858, CAEEL06859	BRALA32297
OG0000793	CAEEL00246	BRALA17595
OG0000794	CAEEL14272, CAEEL13170	BRALA27101, BRALA27102
OG0000796	CAEEL18138	BRALA13626
OG0000797	CAEEL11404	BRALA03774
OG0000798	CAEEL08562, CAEEL08561	BRALA22751
OG0000803	CAEEL18447	BRALA32963, BRALA35065, BRALA07561, BRALA35038, BRALA35572, BRALA32962, BRALA09870
OG0000809	CAEEL06250	BRALA05348
OG0000809	CAEEL06532	BRALA05349
OG0000810	CAEEL00977	BRALA00801
OG0000813	CAEEL10975, CAEEL10973, CAEEL01084	BRALA03695
OG0000814	CAEEL07659, CAEEL07658	BRALA13770, BRALA03045
OG0000817	CAEEL08608	BRALA00540, BRALA03663
OG0000817	CAEEL09272	BRALA17018
OG0000818	CAEEL08212	BRALA13068
OG0000819	CAEEL09262	BRALA14959
OG0000820	CAEEL08726	BRALA14102
OG0000826	CAEEL04414	BRALA03389, BRALA10374, BRALA19087
OG0000828	CAEEL01170	BRALA04441
OG0000828	CAEEL14806	BRALA31135, BRALA34346
OG0000833	CAEEL05439	BRALA05134
OG0000834	CAEEL00925, CAEEL00924	BRALA06902
OG0000836	CAEEL01665	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000837	CAEEL19270, CAEEL07955	BRALA14733
OG0000838	CAEEL12737	BRALA27651, BRALA27650, BRALA29963, BRALA29962
OG0000842	CAEEL11884	BRALA00081
OG0000844	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848	BRALA18784
OG0000847	CAEEL07299	BRALA19376
OG0000849	CAEEL04333	BRALA35105, BRALA28673, BRALA24673
OG0000850	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935	BRALA22071, BRALA00654, BRALA25841
OG0000851	CAEEL08745	BRALA11776
OG0000852	CAEEL08255	BRALA26844, BRALA03113
OG0000854	CAEEL01395	BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948
OG0000856	CAEEL00189, CAEEL08452, CAEEL13523	BRALA04525
OG0000857	CAEEL04547	BRALA08900
OG0000858	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558	BRALA12759
OG0000860	CAEEL09321, CAEEL18240	BRALA18427
OG0000863	CAEEL04473, CAEEL06248	BRALA26155
OG0000867	CAEEL18894, CAEEL20247	BRALA24411, BRALA11145
OG0000869	CAEEL04762	BRALA33856
OG0000869	CAEEL04725	BRALA00814, BRALA00815
OG0000870	CAEEL05330	BRALA21184, BRALA21180, BRALA21179, BRALA18901, BRALA21177
OG0000871	CAEEL00780	BRALA08980
OG0000871	CAEEL00781, CAEEL13789	BRALA16416
OG0000874	CAEEL03105	BRALA11822
OG0000875	CAEEL08184, CAEEL12416	BRALA10301, BRALA09033
OG0000876	CAEEL00773, CAEEL00774	BRALA11284
OG0000877	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717	BRALA03177, BRALA03178
OG0000879	CAEEL07550	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000880	CAEEL10369	BRALA09318
OG0000887	CAEEL20268, CAEEL06748	BRALA20178
OG0000888	CAEEL00418	BRALA15051
OG0000889	CAEEL09857, CAEEL09856	BRALA25124
OG0000889	CAEEL07245	BRALA07192
OG0000893	CAEEL05208	BRALA25869, BRALA17380, BRALA24437
OG0000894	CAEEL20455	BRALA06371
OG0000896	CAEEL17889	BRALA17653
OG0000904	CAEEL10501	BRALA03360
OG0000905	CAEEL09890	BRALA02403
OG0000908	CAEEL18895	BRALA30688
OG0000909	CAEEL00966	BRALA24516
OG0000911	CAEEL15173	BRALA35518
OG0000912	CAEEL19084	BRALA21702
OG0000913	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435	BRALA19448
OG0000914	CAEEL08534, CAEEL08535	BRALA20034
OG0000915	CAEEL11744	BRALA15366
OG0000921	CAEEL05986	BRALA21805
OG0000923	CAEEL01410	BRALA04563
OG0000923	CAEEL00580	BRALA07148
