Orthogroup	CAEEL	BRALA
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	BRALA06359
OG0003153	CAEEL07561	BRALA20237
OG0003154	CAEEL15184	BRALA09778
OG0003156	CAEEL00516	BRALA35029
OG0003158	CAEEL08310	BRALA04756
OG0003160	CAEEL18381, CAEEL02061	BRALA34327
OG0003161	CAEEL15582, CAEEL20219	BRALA12062
OG0003164	CAEEL08130	BRALA08232
OG0003169	CAEEL11868	BRALA01179
OG0003171	CAEEL08054	BRALA03031
OG0003172	CAEEL06299	BRALA14091
OG0003173	CAEEL09228	BRALA28684
OG0003174	CAEEL11561	BRALA15910
OG0003176	CAEEL02038	BRALA03068, BRALA03070
OG0003178	CAEEL14891	BRALA30304
OG0003179	CAEEL12173	BRALA04006
OG0003181	CAEEL11684	BRALA13987
OG0003182	CAEEL01167	BRALA19997
OG0003184	CAEEL10967	BRALA03612
OG0003185	CAEEL04813	BRALA08913
OG0003187	CAEEL16181	BRALA06679
OG0003188	CAEEL00953	BRALA21755
OG0003189	CAEEL04624	BRALA28089, BRALA26188
OG0003191	CAEEL09839	BRALA04704
OG0003193	CAEEL17615	BRALA06151
OG0003197	CAEEL11467	BRALA14254
OG0003198	CAEEL05062	BRALA19414, BRALA19411, BRALA23398
OG0003199	CAEEL11688	BRALA17301
OG0003202	CAEEL12123	BRALA06604
OG0003203	CAEEL08247	BRALA24870
OG0003206	CAEEL08436	BRALA15924
OG0003207	CAEEL11116	BRALA19743
OG0003210	CAEEL11876	BRALA02658
OG0003211	CAEEL09585	BRALA15324
OG0003212	CAEEL11323	BRALA21845
OG0003213	CAEEL18737	BRALA15054
OG0003214	CAEEL08551	BRALA11877
OG0003215	CAEEL02895	BRALA11919
OG0003217	CAEEL06035, CAEEL06032	BRALA22390, BRALA22386
OG0003218	CAEEL08847	BRALA27140
OG0003220	CAEEL17138	BRALA35865
OG0003221	CAEEL00088	BRALA13791
OG0003222	CAEEL00115	BRALA03438, BRALA03437
OG0003223	CAEEL00485	BRALA03348
OG0003224	CAEEL05675	BRALA24852, BRALA24853, BRALA24851
OG0003225	CAEEL04615, CAEEL20133	BRALA24705
OG0003226	CAEEL04904, CAEEL04903	BRALA02281
OG0003227	CAEEL01213	BRALA34201
OG0003228	CAEEL14683	BRALA28908
OG0003229	CAEEL10166	BRALA28965
OG0003230	CAEEL06311	BRALA16395
OG0003232	CAEEL04540	BRALA25974, BRALA25976, BRALA35757
OG0003235	CAEEL11765	BRALA28961
OG0003236	CAEEL15067	BRALA16741, BRALA34782
OG0003236	CAEEL07719	BRALA16742
OG0003251	CAEEL01743	BRALA03131
OG0003252	CAEEL19657	BRALA29060
OG0003254	CAEEL15715	BRALA10884
OG0003255	CAEEL01327	BRALA04178
OG0003257	CAEEL04888	BRALA10821
OG0003258	CAEEL04539	BRALA26675
OG0003259	CAEEL11844	BRALA03751
OG0003263	CAEEL12235	BRALA27485
OG0003266	CAEEL05061	BRALA25697
OG0003267	CAEEL11406	BRALA06736
OG0003268	CAEEL00711	BRALA28894
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	BRALA23035
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	BRALA10979, BRALA10980, BRALA10981
OG0003275	CAEEL01894	BRALA19113
OG0003276	CAEEL05343	BRALA28847
OG0003277	CAEEL10684	BRALA12741
OG0003279	CAEEL09246	BRALA19410
OG0003281	CAEEL19540	BRALA16219, BRALA16218, BRALA06040, BRALA16220, BRALA12224, BRALA06039, BRALA06038, BRALA16221
OG0003282	CAEEL04466	BRALA21917
OG0003283	CAEEL10540	BRALA09386
OG0003284	CAEEL20144	BRALA07080
OG0003286	CAEEL11061	BRALA11189
OG0003287	CAEEL09759	BRALA23219
OG0003288	CAEEL07836	BRALA18702
OG0003289	CAEEL00474	BRALA20587
OG0003290	CAEEL07995, CAEEL07996	BRALA03644
OG0003291	CAEEL07282	BRALA23985
OG0003296	CAEEL07972	BRALA07237
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	BRALA11135
OG0003298	CAEEL00404	BRALA08285
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472
OG0003301	CAEEL11183	BRALA12896
OG0003303	CAEEL08080	BRALA31282
OG0003305	CAEEL04396	BRALA02228
OG0003306	CAEEL11131	BRALA22690
OG0003309	CAEEL07134	BRALA07365
OG0003311	CAEEL06729	BRALA16041
OG0003316	CAEEL06426	BRALA05665
OG0003317	CAEEL11191	BRALA25346, BRALA25347
OG0003318	CAEEL00777	BRALA25729
OG0003320	CAEEL05307	BRALA16362
OG0003323	CAEEL08557, CAEEL08556	BRALA02545
OG0003325	CAEEL11598	BRALA25251
OG0003327	CAEEL15863	BRALA18397
OG0003329	CAEEL02070	BRALA16528
OG0003330	CAEEL02745	BRALA21753
OG0003331	CAEEL07758	BRALA23588
OG0003332	CAEEL15994, CAEEL15100	BRALA16700
OG0003333	CAEEL05869	BRALA20739
OG0003335	CAEEL06219	BRALA18893
OG0003336	CAEEL18158	BRALA19535
OG0003337	CAEEL05608	BRALA05428
OG0003338	CAEEL07554	BRALA35117, BRALA34391
OG0003340	CAEEL05767	BRALA13754
OG0003341	CAEEL15411	BRALA22123
OG0003343	CAEEL02966	BRALA14934
OG0003344	CAEEL04271	BRALA16634
OG0003348	CAEEL00995	BRALA15993
OG0003349	CAEEL11343	BRALA03624
OG0003350	CAEEL18859	BRALA14237
OG0003354	CAEEL07057	BRALA00361
OG0003356	CAEEL05068	BRALA20221
OG0003357	CAEEL05202	BRALA28370
OG0003358	CAEEL15398	BRALA20313
OG0003359	CAEEL08412	BRALA22885
OG0003360	CAEEL09119	BRALA24694
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	BRALA15184
OG0003363	CAEEL04399	BRALA14133
OG0003364	CAEEL06262	BRALA19189
OG0003366	CAEEL13316, CAEEL13290	BRALA13308
OG0003368	CAEEL04652	BRALA11408
OG0003369	CAEEL11911	BRALA06641
OG0003370	CAEEL19630, CAEEL09274	BRALA13625
OG0003372	CAEEL04956	BRALA01258, BRALA01257
OG0003374	CAEEL09698	BRALA32765
OG0003375	CAEEL04860	BRALA16607
OG0003377	CAEEL19646	BRALA30976
OG0003378	CAEEL04638	BRALA18244
OG0003380	CAEEL07698, CAEEL08643	BRALA19352
OG0003384	CAEEL12353	BRALA21417
OG0003386	CAEEL04616	BRALA30819
OG0003387	CAEEL12649, CAEEL12648	BRALA24624, BRALA24625
OG0003392	CAEEL18713	BRALA06298
OG0003394	CAEEL09212	BRALA00627
OG0003401	CAEEL18173, CAEEL19529	BRALA10099
OG0003419	CAEEL20583, CAEEL07865	BRALA33995, BRALA24123
OG0003421	CAEEL18393	BRALA22933
OG0003425	CAEEL12188	BRALA13514, BRALA13513
OG0003426	CAEEL06462	BRALA28983
OG0003429	CAEEL00390	BRALA02516
OG0003430	CAEEL05290	BRALA25695
OG0003431	CAEEL20649	BRALA07409
OG0003433	CAEEL17744	BRALA12225
OG0003434	CAEEL08434	BRALA00541
OG0003435	CAEEL04157	BRALA26136, BRALA30163
OG0003439	CAEEL10524	BRALA11592
OG0003443	CAEEL18884	BRALA15200
OG0003444	CAEEL04842	BRALA23414, BRALA16370
OG0003448	CAEEL01220	BRALA03321
OG0003450	CAEEL06420	BRALA18866
OG0003451	CAEEL02776, CAEEL02805	BRALA12366
OG0003453	CAEEL11697	BRALA22884
OG0003454	CAEEL07771	BRALA14039
OG0003455	CAEEL01134	BRALA02242
OG0003456	CAEEL00212, CAEEL00213	BRALA13939, BRALA06592
OG0003457	CAEEL19244	BRALA14725
OG0003458	CAEEL14113	BRALA09460
OG0003459	CAEEL16050	BRALA35733, BRALA30363
OG0003460	CAEEL19133	BRALA22272
OG0003462	CAEEL11837	BRALA10146
OG0003463	CAEEL07464	BRALA13330
OG0003464	CAEEL15673	BRALA27365, BRALA23056
OG0003465	CAEEL00222	BRALA21319
OG0003466	CAEEL06482	BRALA09926
OG0003467	CAEEL09664	BRALA12491
OG0003468	CAEEL10655	BRALA29135
OG0003472	CAEEL07680, CAEEL07681	BRALA15949
OG0003473	CAEEL09171	BRALA25278
OG0003475	CAEEL01731	BRALA12280, BRALA35136, BRALA12279
OG0003477	CAEEL02502	BRALA21273
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	BRALA22512
OG0003479	CAEEL12384	BRALA30670
OG0003480	CAEEL01792	BRALA03258
OG0003486	CAEEL04926	BRALA31683
OG0003487	CAEEL02123	BRALA16372
OG0003489	CAEEL00223	BRALA14772
OG0003491	CAEEL18627, CAEEL05479	BRALA06006
OG0003498	CAEEL16452	BRALA09693
OG0003500	CAEEL01330	BRALA15207
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	BRALA01350
OG0003502	CAEEL02400, CAEEL02281	BRALA34217, BRALA32822
OG0003503	CAEEL04457, CAEEL04454	BRALA35054, BRALA35912
OG0003505	CAEEL07950	BRALA03121
OG0003506	CAEEL05248	BRALA08237
OG0003507	CAEEL05679	BRALA01241
OG0003508	CAEEL17418	BRALA21200, BRALA21199
OG0003509	CAEEL04891	BRALA05520
OG0003510	CAEEL01116	BRALA03112
OG0003511	CAEEL08351	BRALA16529
OG0003513	CAEEL07182	BRALA14520
OG0003515	CAEEL06636	BRALA18725
OG0003517	CAEEL05196	BRALA23417
OG0003518	CAEEL01719	BRALA01597
OG0003519	CAEEL07239	BRALA07432
OG0003522	CAEEL06276	BRALA06407
OG0003523	CAEEL18694	BRALA15819
OG0003524	CAEEL04264, CAEEL04265	BRALA19610
OG0003526	CAEEL16001	BRALA24423
OG0003528	CAEEL00365	BRALA28828
OG0003531	CAEEL15168, CAEEL18062	BRALA34155
OG0003532	CAEEL05027	BRALA28381
OG0003538	CAEEL11099	BRALA11760
OG0003539	CAEEL05895	BRALA09265
OG0003541	CAEEL01632	BRALA19973
OG0003542	CAEEL01115	BRALA18626
OG0003543	CAEEL08637	BRALA02287
OG0003544	CAEEL06236, CAEEL08896	BRALA04094
OG0003545	CAEEL12984	BRALA25349
OG0003548	CAEEL19888	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697
OG0003550	CAEEL06728	BRALA18608
OG0003551	CAEEL05919	BRALA01030
OG0003552	CAEEL18151	BRALA23094
OG0003554	CAEEL05099	BRALA24475, BRALA26628, BRALA26630, BRALA26629
OG0003556	CAEEL11919	BRALA01809
OG0003560	CAEEL04113	BRALA26145
OG0003561	CAEEL01643	BRALA28633
OG0003562	CAEEL19208, CAEEL04183	BRALA14777
OG0003563	CAEEL07782	BRALA18624
OG0003564	CAEEL18104	BRALA27591
OG0003566	CAEEL04245	BRALA19185
OG0003567	CAEEL15549	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003569	CAEEL10722	BRALA15282
OG0003570	CAEEL08761	BRALA00798
OG0003571	CAEEL00659	BRALA31602, BRALA34916
OG0003573	CAEEL10174, CAEEL18886	BRALA14969
OG0003577	CAEEL07169	BRALA00402
OG0003578	CAEEL08037	BRALA29478, BRALA23275
OG0003579	CAEEL10103	BRALA03835
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	BRALA20305, BRALA20292
OG0003582	CAEEL10165, CAEEL10958	BRALA19721
OG0003585	CAEEL19947	BRALA12934
OG0003587	CAEEL01025	BRALA28396, BRALA33433, BRALA18324, BRALA02550, BRALA10068
OG0003597	CAEEL05204	BRALA34091
OG0003598	CAEEL20069	BRALA18340
OG0003599	CAEEL01022	BRALA30350, BRALA33877
OG0003604	CAEEL08873	BRALA31536
OG0003607	CAEEL05764	BRALA10883
OG0003611	CAEEL15351	BRALA24495
OG0003612	CAEEL12107	BRALA00833
OG0003613	CAEEL10330	BRALA11000, BRALA11079
OG0003615	CAEEL04572	BRALA05371
OG0003617	CAEEL00622	BRALA23865
OG0003618	CAEEL10379	BRALA30067
OG0003619	CAEEL19948, CAEEL09130	BRALA28306
OG0003620	CAEEL05074	BRALA15834
OG0003621	CAEEL18738	BRALA15694
OG0003623	CAEEL11847	BRALA13875
OG0003624	CAEEL11456	BRALA32206, BRALA34546, BRALA32644, BRALA32425
OG0003629	CAEEL18064	BRALA05892
OG0003630	CAEEL01945	BRALA29277
OG0003632	CAEEL04287	BRALA35240, BRALA22349
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	BRALA14363
OG0003638	CAEEL14206	BRALA12059
OG0003639	CAEEL07019	BRALA34621, BRALA34483, BRALA34678
OG0003640	CAEEL01151	BRALA04598
OG0003641	CAEEL02290	BRALA22029
OG0003644	CAEEL07060	BRALA10140
OG0003645	CAEEL08952	BRALA13185
OG0003646	CAEEL04268	BRALA22868
OG0003647	CAEEL08061	BRALA16527
OG0003649	CAEEL02106	BRALA01612
OG0003650	CAEEL01596	BRALA13666
OG0003652	CAEEL00198, CAEEL00197	BRALA34260
OG0003655	CAEEL01543	BRALA33353
OG0003656	CAEEL00717	BRALA04460
OG0003657	CAEEL18724	BRALA00140
OG0003658	CAEEL17892	BRALA00325
OG0003659	CAEEL00820	BRALA07055
OG0003661	CAEEL11758	BRALA00518, BRALA23938
OG0003664	CAEEL10164	BRALA25355
OG0003666	CAEEL12155	BRALA25648
OG0003667	CAEEL14775	BRALA23581, BRALA23583, BRALA23582
OG0003668	CAEEL09161, CAEEL09163	BRALA16595
OG0003669	CAEEL08786, CAEEL08784	BRALA01156
OG0003672	CAEEL12653	BRALA18633
OG0003676	CAEEL00672	BRALA10096
OG0003677	CAEEL08632	BRALA09088
OG0003678	CAEEL03764	BRALA05291
OG0003679	CAEEL14380	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	CAEEL10627	BRALA09741
OG0003681	CAEEL03276	BRALA02162
OG0003686	CAEEL01983	BRALA12463
OG0003688	CAEEL03025	BRALA26787, BRALA05434
OG0003689	CAEEL07514	BRALA09157
OG0003690	CAEEL08798	BRALA33355, BRALA34982
OG0003692	CAEEL09322	BRALA28877
OG0003693	CAEEL09517	BRALA09225
OG0003694	CAEEL08779	BRALA07902
OG0003695	CAEEL18980	BRALA21829
OG0003696	CAEEL15341	BRALA20035
OG0003697	CAEEL07546	BRALA16767
OG0003698	CAEEL05872	BRALA21409
OG0003700	CAEEL08489	BRALA23022
OG0003701	CAEEL04838	BRALA16004
OG0003702	CAEEL19917	BRALA28909
OG0003704	CAEEL02747	BRALA17852
OG0003708	CAEEL02697, CAEEL19979	BRALA19031
OG0003710	CAEEL05057	BRALA29789
OG0003712	CAEEL12274	BRALA11231
OG0003716	CAEEL00239	BRALA32334
OG0003718	CAEEL00456	BRALA07126
OG0003719	CAEEL01088	BRALA14607
OG0003721	CAEEL19092	BRALA12038
OG0003724	CAEEL04996	BRALA05473
OG0003725	CAEEL04639	BRALA29814, BRALA00696
OG0003727	CAEEL20128	BRALA25125
OG0003729	CAEEL01397	BRALA06888, BRALA06951
OG0003731	CAEEL14842	BRALA21198
OG0003732	CAEEL10948	BRALA11685
OG0003733	CAEEL05542	BRALA01134, BRALA01135
OG0003734	CAEEL18003	BRALA21794
OG0003735	CAEEL04830, CAEEL04829	BRALA34167
OG0003736	CAEEL10845	BRALA33666, BRALA33744, BRALA33746
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	BRALA17522
OG0003739	CAEEL06789	BRALA14467
OG0003741	CAEEL07870	BRALA29769
OG0003743	CAEEL12238	BRALA23724
OG0003745	CAEEL16018, CAEEL17606	BRALA06719, BRALA03263, BRALA30410
OG0003746	CAEEL07398	BRALA17015
OG0003747	CAEEL02767	BRALA30716
OG0003748	CAEEL00242	BRALA12755
OG0003749	CAEEL20507	BRALA26426, BRALA26425
OG0003750	CAEEL05076	BRALA18863
OG0003752	CAEEL04520	BRALA25856
OG0003753	CAEEL18657	BRALA16740
OG0003754	CAEEL19668, CAEEL05669	BRALA29308
OG0003755	CAEEL09173	BRALA35253, BRALA35547, BRALA34607
OG0003756	CAEEL01606	BRALA19970
OG0003758	CAEEL05748	BRALA00093
OG0003759	CAEEL09625	BRALA05624
OG0003761	CAEEL19863	BRALA04263
OG0003764	CAEEL15954	BRALA25043
OG0003767	CAEEL07794	BRALA03143
OG0003768	CAEEL07458	BRALA11897
OG0003771	CAEEL18560, CAEEL05367	BRALA16711
OG0003775	CAEEL06672	BRALA35914
OG0003776	CAEEL14271	BRALA09052
OG0003778	CAEEL10576	BRALA19187
OG0003779	CAEEL12785	BRALA31824
OG0003795	CAEEL09855	BRALA19714
OG0003798	CAEEL11938	BRALA18800
OG0003803	CAEEL19629	BRALA01090
OG0003806	CAEEL10842	BRALA06429
OG0003807	CAEEL06933	BRALA25353
OG0003808	CAEEL08177	BRALA10356
OG0003811	CAEEL07020	BRALA19420
OG0003812	CAEEL07296	BRALA05555
OG0003813	CAEEL10820	BRALA03804
OG0003817	CAEEL02053	BRALA10868
OG0003818	CAEEL15512	BRALA21446
OG0003821	CAEEL09346	BRALA15354, BRALA15353
OG0003824	CAEEL17849	BRALA21415
OG0003825	CAEEL18577	BRALA17596
OG0003826	CAEEL02634	BRALA34230
OG0003827	CAEEL04098	BRALA00778, BRALA00768
OG0003829	CAEEL08428	BRALA02842
OG0003831	CAEEL08097	BRALA11875
OG0003832	CAEEL11899	BRALA17319
OG0003833	CAEEL05813, CAEEL14180	BRALA19235
OG0003834	CAEEL00145	BRALA27607
OG0003837	CAEEL11909, CAEEL11910	BRALA19478
OG0003839	CAEEL11415	BRALA02789
OG0003840	CAEEL01767	BRALA04449
OG0003843	CAEEL14293	BRALA33818, BRALA34158
OG0003845	CAEEL16327	BRALA35309
OG0003846	CAEEL00811, CAEEL18648	BRALA21704
OG0003847	CAEEL07371	BRALA07349
OG0003847	CAEEL06874	BRALA03050
OG0003848	CAEEL08837	BRALA21811
OG0003850	CAEEL11705	BRALA19297
OG0003851	CAEEL08777	BRALA10650, BRALA10712
OG0003852	CAEEL00155	BRALA04443
OG0003853	CAEEL13793	BRALA15182
OG0003854	CAEEL01789	BRALA15033
OG0003856	CAEEL07428	BRALA06378
OG0003857	CAEEL19675	BRALA06379
OG0003858	CAEEL06932	BRALA15163
OG0003863	CAEEL18943	BRALA16261
OG0003864	CAEEL01846	BRALA28844
OG0003865	CAEEL02514	BRALA11341
OG0003866	CAEEL00295	BRALA23698
OG0003867	CAEEL15761	BRALA19611
OG0003868	CAEEL18485	BRALA21807
OG0003869	CAEEL00094	BRALA14443
OG0003870	CAEEL17745	BRALA07708
OG0003872	CAEEL14869	BRALA30315
OG0003873	CAEEL07437	BRALA05760, BRALA05761, BRALA05762, BRALA05757
OG0003875	CAEEL00868	BRALA35166, BRALA34606, BRALA35940, BRALA34443
OG0003876	CAEEL04369	BRALA00896
OG0003877	CAEEL18175	BRALA23816
OG0003879	CAEEL00338, CAEEL01399	BRALA15031
OG0003881	CAEEL12169	BRALA24783
OG0003884	CAEEL01060	BRALA08005
OG0003885	CAEEL01791	BRALA23768
OG0003886	CAEEL10383	BRALA04852
OG0003887	CAEEL09306	BRALA26855
OG0003887	CAEEL09446	BRALA20668
OG0003892	CAEEL11760	BRALA22723
OG0003893	CAEEL05797	BRALA24429
OG0003894	CAEEL01425	BRALA10135, BRALA10136
OG0003895	CAEEL15379	BRALA13986
OG0003897	CAEEL07613	BRALA24446
OG0003898	CAEEL05728	BRALA06113
OG0003900	CAEEL08813	BRALA17436
OG0003901	CAEEL00786, CAEEL18671	BRALA14426, BRALA08560, BRALA08561
OG0003902	CAEEL07968, CAEEL07686	BRALA28272, BRALA09979, BRALA18180, BRALA17740
OG0003904	CAEEL00419	BRALA04276, BRALA04277, BRALA04278
OG0003906	CAEEL00814	BRALA18512
OG0003908	CAEEL00218	BRALA16606
OG0003908	CAEEL08148	BRALA17141
OG0003909	CAEEL09488, CAEEL14422	BRALA29427
OG0003910	CAEEL08553	BRALA23005
OG0003911	CAEEL20590	BRALA13724
OG0003912	CAEEL02731	BRALA26575
OG0003913	CAEEL05199	BRALA05130
OG0003915	CAEEL04887	BRALA12140
OG0003916	CAEEL07068	BRALA19092
OG0003917	CAEEL07507	BRALA18730
OG0003918	CAEEL11925, CAEEL11924	BRALA03733
OG0003920	CAEEL00358	BRALA23721
OG0003921	CAEEL14832, CAEEL18358	BRALA09641
OG0003922	CAEEL11421, CAEEL11420	BRALA25868, BRALA02161
OG0003923	CAEEL08718	BRALA14453
OG0003925	CAEEL04108	BRALA05610
OG0003926	CAEEL10754, CAEEL19332	BRALA05443
OG0003930	CAEEL05047	BRALA02295
OG0003931	CAEEL15548	BRALA25275
OG0003932	CAEEL12182, CAEEL12183	BRALA01444
OG0003933	CAEEL11609	BRALA28039
OG0003934	CAEEL10046	BRALA01058
OG0003936	CAEEL00465	BRALA34821
OG0003937	CAEEL19289	BRALA25602
OG0003938	CAEEL07167	BRALA24502
OG0003939	CAEEL04128	BRALA05196
OG0003940	CAEEL15126, CAEEL19780	BRALA15373
OG0003942	CAEEL11070	BRALA01293
OG0003943	CAEEL00131	BRALA01879, BRALA01880
OG0003944	CAEEL05219	BRALA12422
OG0003945	CAEEL17988	BRALA25345
OG0003946	CAEEL18782	BRALA21665
OG0003947	CAEEL16177	BRALA29298
OG0003949	CAEEL02494	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	CAEEL05823	BRALA02049
OG0003951	CAEEL10367	BRALA15284
OG0003953	CAEEL12236	BRALA30111
OG0003954	CAEEL11860	BRALA16702
OG0003955	CAEEL08204	BRALA20185
OG0003959	CAEEL18903	BRALA02632
OG0003959	CAEEL01523	BRALA23661
OG0003961	CAEEL10706	BRALA09640
OG0003964	CAEEL20597	BRALA12174, BRALA12173, BRALA12175
OG0003965	CAEEL09858, CAEEL18478	BRALA31971
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	BRALA26387
OG0003968	CAEEL18441	BRALA12045
OG0003969	CAEEL01428, CAEEL15342	BRALA31035
OG0003970	CAEEL00141, CAEEL08636	BRALA04290
OG0003971	CAEEL03035	BRALA17785
OG0003972	CAEEL09414	BRALA03399
OG0003973	CAEEL17822	BRALA22301
OG0003999	CAEEL08414	BRALA00082
OG0004000	CAEEL02254	BRALA28671
OG0004004	CAEEL09931	BRALA00327
OG0004005	CAEEL09757	BRALA14573
OG0004007	CAEEL08380, CAEEL20738	BRALA01057
OG0004009	CAEEL10425	BRALA28666
OG0004010	CAEEL11606	BRALA00694, BRALA29812
OG0004012	CAEEL08889	BRALA21712
OG0004014	CAEEL07353	BRALA12884
OG0004015	CAEEL03765	BRALA28855
OG0004016	CAEEL09802	BRALA09309
OG0004017	CAEEL08935	BRALA15067
OG0004021	CAEEL07321	BRALA27677, BRALA23566
OG0004023	CAEEL00807	BRALA27308
OG0004025	CAEEL20824	BRALA24484
OG0004027	CAEEL07583	BRALA35222
OG0004028	CAEEL11434	BRALA06730
OG0004029	CAEEL07149	BRALA09061
OG0004031	CAEEL15887	BRALA30314
OG0004032	CAEEL15185	BRALA12147
OG0004033	CAEEL15848	BRALA13287
OG0004035	CAEEL06509	BRALA20551
OG0004036	CAEEL05364	BRALA19286
OG0004037	CAEEL05545	BRALA29961
OG0004038	CAEEL04280	BRALA05335
OG0004041	CAEEL06388	BRALA26134
OG0004042	CAEEL00958	BRALA14677
OG0004044	CAEEL07379	BRALA10276
OG0004047	CAEEL19277, CAEEL00270	BRALA04429, BRALA18670, BRALA08115
OG0004048	CAEEL05729	BRALA24410
OG0004051	CAEEL06861	BRALA10732
OG0004052	CAEEL02741	BRALA07966
OG0004053	CAEEL01273	BRALA15092
OG0004054	CAEEL15244	BRALA28842
OG0004056	CAEEL01652	BRALA04140
OG0004057	CAEEL03603	BRALA08841
OG0004059	CAEEL14867	BRALA22286
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	BRALA00733
OG0004063	CAEEL02350	BRALA19295
OG0004064	CAEEL00654	BRALA01479
OG0004065	CAEEL05056	BRALA17282
OG0004067	CAEEL02869	BRALA11637
OG0004068	CAEEL10640	BRALA34877, BRALA19301
OG0004071	CAEEL00928	BRALA18327
OG0004072	CAEEL09095, CAEEL07075	BRALA17054
OG0004073	CAEEL03280	BRALA29860
OG0004074	CAEEL01304	BRALA16650
OG0004076	CAEEL07566	BRALA15154
OG0004080	CAEEL12810	BRALA20296
OG0004081	CAEEL18163	BRALA31261
OG0004084	CAEEL14072	BRALA28518, BRALA08330
OG0004085	CAEEL04587	BRALA24215
OG0004087	CAEEL07761	BRALA10704
OG0004089	CAEEL11769, CAEEL11770	BRALA08677, BRALA08678
OG0004090	CAEEL02918	BRALA11298
OG0004091	CAEEL04573	BRALA00652
OG0004092	CAEEL07326	BRALA07368
OG0004093	CAEEL18523	BRALA33199
OG0004095	CAEEL02755	BRALA07608
OG0004096	CAEEL09363	BRALA14331, BRALA21352, BRALA21353
OG0004097	CAEEL05789	BRALA13028
OG0004098	CAEEL05361	BRALA00651, BRALA22068
OG0004099	CAEEL07071	BRALA10432
OG0004100	CAEEL19773	BRALA17153
OG0004101	CAEEL10753	BRALA04835
OG0004102	CAEEL20123	BRALA35263, BRALA34474
OG0004103	CAEEL10626	BRALA12428, BRALA14730
OG0004104	CAEEL04801	BRALA01671
OG0004105	CAEEL05115	BRALA13768
OG0004106	CAEEL04225	BRALA18745
OG0004110	CAEEL01260	BRALA23943
OG0004112	CAEEL00522	BRALA23191
OG0004113	CAEEL09663	BRALA20061
OG0004114	CAEEL13365	BRALA25904, BRALA21514
OG0004115	CAEEL05975	BRALA19617
OG0004116	CAEEL17798	BRALA25003
OG0004118	CAEEL09754	BRALA12736
OG0004119	CAEEL00177	BRALA11157, BRALA08493
OG0004120	CAEEL09396	BRALA23954
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	BRALA08686
OG0004123	CAEEL05731	BRALA14695
OG0004124	CAEEL02724, CAEEL02723	BRALA30068
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	BRALA16633
OG0004128	CAEEL11738	BRALA15362
OG0004130	CAEEL02356	BRALA09545
OG0004133	CAEEL05363	BRALA12128
OG0004134	CAEEL07495	BRALA16353
OG0004135	CAEEL19516	BRALA06179
OG0004136	CAEEL04479	BRALA00698, BRALA29816
OG0004137	CAEEL00169, CAEEL00170	BRALA13495, BRALA13496, BRALA13493, BRALA13494
OG0004139	CAEEL04347	BRALA11936
OG0004142	CAEEL10168	BRALA19738
OG0004144	CAEEL00709	BRALA07433
OG0004145	CAEEL14333	BRALA26159
OG0004147	CAEEL07109	BRALA00106
OG0004148	CAEEL07951	BRALA18127
OG0004151	CAEEL01499	BRALA19064
OG0004153	CAEEL11562	BRALA03854
OG0004156	CAEEL05393	BRALA26080
OG0004157	CAEEL18994	BRALA20324
OG0004158	CAEEL00394	BRALA04798
OG0004159	CAEEL16103	BRALA15233, BRALA15234
OG0004160	CAEEL08700	BRALA00725
OG0004161	CAEEL18958	BRALA34496, BRALA03572
OG0004164	CAEEL10119	BRALA03976, BRALA31557, BRALA03977
OG0004166	CAEEL04359	BRALA16339
OG0004167	CAEEL14218	BRALA26238
OG0004168	CAEEL08233	BRALA19364
OG0004169	CAEEL01556	BRALA13050
OG0004170	CAEEL10605	BRALA34920, BRALA22914
OG0004171	CAEEL11852	BRALA08003
OG0004176	CAEEL01489	BRALA03590
OG0004178	CAEEL09854	BRALA20094
OG0004179	CAEEL10656	BRALA16718
OG0004180	CAEEL08381	BRALA17055
OG0004181	CAEEL13830	BRALA15876
OG0004182	CAEEL14269	BRALA19314
OG0004184	CAEEL15780, CAEEL15781	BRALA33857, BRALA35027
OG0004185	CAEEL19854	BRALA11719
