Orthogroup	CAEEL	APOSC_ok
OG0005537	CAEEL05177	APOSC_00609
OG0005538	CAEEL02674	APOSC_28954
OG0005539	CAEEL00571	APOSC_07113
OG0005543	CAEEL01669	APOSC_24847
OG0005545	CAEEL11935	APOSC_10001, APOSC_28880, APOSC_17488, APOSC_17873, APOSC_03692
OG0005548	CAEEL11105	APOSC_16873
OG0005550	CAEEL01408	APOSC_01954
OG0005553	CAEEL00572	APOSC_28171
OG0005554	CAEEL04828	APOSC_24518
OG0005556	CAEEL12122	APOSC_10450, APOSC_11770, APOSC_14425, APOSC_04868
OG0005558	CAEEL01488	APOSC_22802
OG0005559	CAEEL02868	APOSC_11473
OG0005560	CAEEL01956	APOSC_17985
OG0005561	CAEEL11687	APOSC_16153, APOSC_16154
OG0005562	CAEEL08427	APOSC_08357, APOSC_08358
OG0005563	CAEEL08448	APOSC_28144
OG0005566	CAEEL08840	APOSC_19603
OG0005569	CAEEL09364	APOSC_20016
OG0005570	CAEEL08043	APOSC_06764
OG0005572	CAEEL00043	APOSC_17569
OG0005574	CAEEL01999	APOSC_08231
OG0005575	CAEEL05562	APOSC_09207, APOSC_24505
OG0005576	CAEEL13925	APOSC_03163
OG0005577	CAEEL19904	APOSC_26521
OG0005578	CAEEL07544	APOSC_24175
OG0005580	CAEEL08013	APOSC_22347
OG0005581	CAEEL08031	APOSC_01266
OG0005582	CAEEL06866	APOSC_18669
OG0005584	CAEEL00156	APOSC_11834, APOSC_03363
OG0005586	CAEEL10986	APOSC_22411
OG0005587	CAEEL04788	APOSC_17320
OG0005588	CAEEL07160	APOSC_09400, APOSC_09401
OG0005589	CAEEL08776	APOSC_03104
OG0005592	CAEEL12369	APOSC_23739
OG0005593	CAEEL09723	APOSC_14995
OG0005594	CAEEL07851	APOSC_05460
OG0005595	CAEEL11031	APOSC_18442
OG0005597	CAEEL01169	APOSC_10722
OG0005598	CAEEL08627, CAEEL14483	APOSC_21335
OG0005599	CAEEL10759	APOSC_10884
OG0005604	CAEEL01765	APOSC_28715
OG0005605	CAEEL10783	APOSC_26356
OG0005607	CAEEL05214	APOSC_00434
OG0005608	CAEEL07825	APOSC_07942
OG0005609	CAEEL08579	APOSC_07013
OG0005610	CAEEL00725	APOSC_18623
OG0005612	CAEEL17906	APOSC_08907
OG0005613	CAEEL14670	APOSC_22849
OG0005614	CAEEL17617	APOSC_17688
OG0005615	CAEEL04368	APOSC_22875
OG0005617	CAEEL05647	APOSC_28064
OG0005618	CAEEL02988	APOSC_13510, APOSC_13509
OG0005620	CAEEL11400	APOSC_13245
OG0005622	CAEEL01750	APOSC_25982, APOSC_25983
OG0005623	CAEEL07150, CAEEL08358	APOSC_10313
OG0005625	CAEEL14326	APOSC_26327
OG0005626	CAEEL07559	APOSC_18946
OG0005627	CAEEL12992	APOSC_22205
OG0005629	CAEEL06251	APOSC_23153
OG0005631	CAEEL09720	APOSC_14983
OG0005632	CAEEL16405	APOSC_03653, APOSC_03652
OG0005633	CAEEL16151	APOSC_09079
OG0005634	CAEEL10824	APOSC_25657
OG0005636	CAEEL10088	APOSC_16065
OG0005637	CAEEL05733	APOSC_04197
OG0005639	CAEEL07472	APOSC_04226, APOSC_29003
OG0005640	CAEEL16150	APOSC_28133
OG0005641	CAEEL11862	APOSC_09084
OG0005644	CAEEL09242	APOSC_15900
OG0005645	CAEEL07575	APOSC_21057, APOSC_21058, APOSC_00031
OG0005646	CAEEL08001	APOSC_16215
OG0005648	CAEEL04930	APOSC_17174, APOSC_17173, APOSC_17175
OG0005649	CAEEL12678	APOSC_24376
OG0005650	CAEEL18626	APOSC_11309
OG0005652	CAEEL02073	APOSC_07517
OG0005655	CAEEL06868	APOSC_00469
OG0005656	CAEEL07991	APOSC_01197
OG0005660	CAEEL02202	APOSC_15651
OG0005685	CAEEL18876	APOSC_21208
OG0005690	CAEEL07345	APOSC_14449
OG0005692	CAEEL02905	APOSC_19561
OG0005696	CAEEL12982	APOSC_09323
OG0005697	CAEEL02949	APOSC_20324
OG0005698	CAEEL01389	APOSC_19673
OG0005701	CAEEL20630, CAEEL20628	APOSC_01491
OG0005702	CAEEL15894, CAEEL18106	APOSC_24974
OG0005703	CAEEL09229	APOSC_08960
OG0005704	CAEEL18454	APOSC_07076
OG0005707	CAEEL01062	APOSC_28310
OG0005712	CAEEL10147	APOSC_23304
OG0005715	CAEEL06260	APOSC_14522
OG0005719	CAEEL05019	APOSC_28924
OG0005721	CAEEL02751	APOSC_05124
OG0005723	CAEEL12411	APOSC_21586
OG0005724	CAEEL06660	APOSC_25400
OG0005726	CAEEL02137	APOSC_03386
OG0005728	CAEEL00225	APOSC_04529, APOSC_04530
OG0005729	CAEEL01552	APOSC_20673
OG0005730	CAEEL20471	APOSC_20292
OG0005731	CAEEL09042	APOSC_26549
OG0005732	CAEEL07314	APOSC_25969
OG0005733	CAEEL11874	APOSC_22245
OG0005734	CAEEL05372	APOSC_05153
OG0005737	CAEEL00178	APOSC_09432
OG0005738	CAEEL19157	APOSC_15849
OG0005744	CAEEL10825, CAEEL00882	APOSC_13513
OG0005746	CAEEL04218	APOSC_07740
OG0005747	CAEEL11656	APOSC_22399, APOSC_22397, APOSC_22398, APOSC_22400
OG0005748	CAEEL05688	APOSC_27133
OG0005749	CAEEL14477	APOSC_24856
OG0005750	CAEEL02930	APOSC_14361
OG0005758	CAEEL07383, CAEEL07219	APOSC_26035
OG0005759	CAEEL04976	APOSC_09093, APOSC_09094, APOSC_09092
OG0005760	CAEEL11990	APOSC_18040
OG0005761	CAEEL02084	APOSC_23921
OG0005764	CAEEL00440	APOSC_01694
OG0005766	CAEEL03004	APOSC_20156
OG0005771	CAEEL18103	APOSC_25613
OG0005774	CAEEL07710	APOSC_02770, APOSC_02769, APOSC_02768
OG0005775	CAEEL08185	APOSC_10449
OG0005776	CAEEL08611, CAEEL02852	APOSC_17509
OG0005779	CAEEL11742	APOSC_01313, APOSC_01314
OG0005781	CAEEL16564	APOSC_22013
OG0005783	CAEEL15350	APOSC_28920
OG0005784	CAEEL06573	APOSC_12819
OG0005786	CAEEL10727	APOSC_08673
OG0005787	CAEEL09127, CAEEL07672	APOSC_26671
OG0005788	CAEEL10819	APOSC_09747, APOSC_20820
OG0005789	CAEEL03291	APOSC_27439
OG0005790	CAEEL02850	APOSC_00830
OG0005792	CAEEL16683	APOSC_18422
OG0005793	CAEEL01631	APOSC_16953, APOSC_01413
OG0005794	CAEEL07859	APOSC_03548
OG0005796	CAEEL03619	APOSC_04697, APOSC_04696
OG0005797	CAEEL01710	APOSC_22130
OG0005798	CAEEL07896	APOSC_08893
OG0005799	CAEEL16039	APOSC_09897
OG0005800	CAEEL07429	APOSC_19568
OG0005802	CAEEL08747	APOSC_14088
OG0005803	CAEEL05218	APOSC_02519
OG0005804	CAEEL00293	APOSC_19822
OG0005805	CAEEL07935	APOSC_13123, APOSC_13122
OG0005807	CAEEL00886	APOSC_05357, APOSC_26421, APOSC_02941
OG0005811	CAEEL09170	APOSC_08624
OG0005812	CAEEL15514	APOSC_05502, APOSC_05503, APOSC_07480
OG0005813	CAEEL04957	APOSC_25713
OG0005814	CAEEL05572	APOSC_00259
OG0005815	CAEEL08558	APOSC_24616
OG0005816	CAEEL07974	APOSC_06539
OG0005817	CAEEL09003	APOSC_01250
OG0005818	CAEEL06548	APOSC_20410
OG0005819	CAEEL05194	APOSC_11104, APOSC_11105
OG0005821	CAEEL06500	APOSC_01529, APOSC_01531, APOSC_01530
OG0005822	CAEEL08544	APOSC_13151
OG0005823	CAEEL11398	APOSC_08122
OG0005824	CAEEL01511	APOSC_18418
OG0005826	CAEEL11564	APOSC_18421, APOSC_14975, APOSC_19348
OG0005827	CAEEL15915	APOSC_16635
OG0005829	CAEEL01850, CAEEL14048	APOSC_10617
OG0005831	CAEEL07627	APOSC_06668
OG0005832	CAEEL01641	APOSC_09479
OG0005833	CAEEL14838	APOSC_11987, APOSC_11988
OG0005834	CAEEL18574	APOSC_25411
OG0005835	CAEEL06739, CAEEL08580	APOSC_24228
OG0005836	CAEEL15554	APOSC_21075
OG0005837	CAEEL01073	APOSC_10247
OG0005838	CAEEL01222	APOSC_07612
OG0005840	CAEEL06791	APOSC_14345
OG0005843	CAEEL06200	APOSC_09769
OG0005845	CAEEL04187	APOSC_23422
OG0005846	CAEEL06779	APOSC_22781, APOSC_04895, APOSC_03511
OG0005847	CAEEL00400	APOSC_18012, APOSC_18011
OG0005848	CAEEL00240	APOSC_01932, APOSC_12632, APOSC_01931
OG0005849	CAEEL07640	APOSC_08086
OG0005850	CAEEL07059	APOSC_23071
OG0005851	CAEEL19454, CAEEL03023	APOSC_09575, APOSC_09574
OG0005853	CAEEL05937	APOSC_03228
OG0005854	CAEEL10962	APOSC_22934
OG0005857	CAEEL08143	APOSC_07313
OG0005858	CAEEL08865	APOSC_24348
OG0005859	CAEEL09237	APOSC_22884
OG0005860	CAEEL11464	APOSC_08867
OG0005861	CAEEL07847	APOSC_19100
OG0005863	CAEEL02059	APOSC_27616, APOSC_14006
OG0005864	CAEEL03066	APOSC_18321
OG0005865	CAEEL10526	APOSC_08539
OG0005866	CAEEL03116	APOSC_21893
OG0005867	CAEEL20688	APOSC_15005
OG0005869	CAEEL01472	APOSC_16070
OG0005870	CAEEL18863	APOSC_07229
OG0005871	CAEEL07046	APOSC_00511
OG0005874	CAEEL06734	APOSC_08988
OG0005875	CAEEL11121	APOSC_02723
OG0005876	CAEEL12583	APOSC_28176
OG0005877	CAEEL03535	APOSC_01448
OG0005878	CAEEL00506	APOSC_15744
OG0005879	CAEEL05884	APOSC_17887, APOSC_17886
OG0005880	CAEEL09863	APOSC_00093
OG0005883	CAEEL06255	APOSC_18377
OG0005884	CAEEL16531	APOSC_15015
OG0005886	CAEEL01824	APOSC_21774
OG0005888	CAEEL00435	APOSC_07345
OG0005889	CAEEL02553	APOSC_01805
OG0005890	CAEEL06540	APOSC_19743
OG0005892	CAEEL01618	APOSC_05235
OG0005893	CAEEL11380	APOSC_05798, APOSC_05799
OG0005895	CAEEL06441	APOSC_06307
OG0005896	CAEEL15064	APOSC_25068
OG0005897	CAEEL01303	APOSC_27162
OG0005898	CAEEL01957	APOSC_20862
OG0005899	CAEEL11728	APOSC_03217
OG0005903	CAEEL02733	APOSC_11136, APOSC_11137
OG0005904	CAEEL18351	APOSC_23496, APOSC_23497
OG0005909	CAEEL09260	APOSC_04657
OG0005914	CAEEL12252	APOSC_24621
OG0005918	CAEEL07911	APOSC_11569
OG0005919	CAEEL15775	APOSC_22101
OG0005921	CAEEL07408	APOSC_28876, APOSC_28877
OG0005922	CAEEL15520	APOSC_21484
OG0005924	CAEEL10631	APOSC_21618
OG0005925	CAEEL18159	APOSC_11363, APOSC_06879, APOSC_10713, APOSC_10712
OG0005928	CAEEL04878	APOSC_09087
OG0005929	CAEEL05898	APOSC_04039
OG0005930	CAEEL00275	APOSC_11297
OG0005931	CAEEL09476	APOSC_25624
OG0005932	CAEEL11316	APOSC_11918
OG0005933	CAEEL14434	APOSC_05031
OG0005936	CAEEL07303	APOSC_03027, APOSC_16898
OG0005937	CAEEL10539	APOSC_28255
OG0005938	CAEEL06000, CAEEL09583	APOSC_22222
OG0005940	CAEEL04134	APOSC_18203
OG0005941	CAEEL08713	APOSC_23440
OG0005943	CAEEL02014	APOSC_12411
OG0005946	CAEEL11452, CAEEL11968	APOSC_07072
OG0005947	CAEEL19240	APOSC_24373, APOSC_24956
OG0005949	CAEEL12005	APOSC_10473
OG0005950	CAEEL02721	APOSC_24602
OG0005952	CAEEL08042	APOSC_12678
OG0005953	CAEEL01826	APOSC_21471
OG0005957	CAEEL13678, CAEEL02860	APOSC_24812
OG0005960	CAEEL18529, CAEEL16584	APOSC_12544
OG0005963	CAEEL02429, CAEEL11102	APOSC_15197
OG0005965	CAEEL17925	APOSC_24080
OG0005966	CAEEL05490	APOSC_06823
OG0005967	CAEEL08429	APOSC_28428
OG0005968	CAEEL01646	APOSC_11947
OG0005969	CAEEL01577	APOSC_23668
OG0005970	CAEEL16383	APOSC_16656
OG0005973	CAEEL13364	APOSC_15072
OG0005974	CAEEL11184	APOSC_03829
OG0005975	CAEEL05822	APOSC_19763
OG0005976	CAEEL15581	APOSC_07723
OG0005977	CAEEL04186	APOSC_21684
OG0005978	CAEEL08320	APOSC_08116, APOSC_08115
OG0005980	CAEEL05471	APOSC_09705
OG0005982	CAEEL04709	APOSC_12060
OG0005984	CAEEL06514, CAEEL07173	APOSC_26001, APOSC_26002
OG0005986	CAEEL15169	APOSC_22794
OG0005987	CAEEL05677	APOSC_01066
OG0005989	CAEEL14108	APOSC_14635
OG0005991	CAEEL07604	APOSC_06633
OG0005992	CAEEL01122	APOSC_26332, APOSC_09383, APOSC_17264, APOSC_17260, APOSC_17262, APOSC_17261, APOSC_17263, APOSC_17259
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	APOSC_18888
OG0005995	CAEEL09469	APOSC_13878
OG0005998	CAEEL12651	APOSC_10776
OG0005999	CAEEL06284	APOSC_25093, APOSC_27137
OG0006000	CAEEL06731	APOSC_12077
OG0006003	CAEEL12475	APOSC_25976
OG0006004	CAEEL01451	APOSC_09562
OG0006005	CAEEL08818	APOSC_12391
OG0006008	CAEEL11432	APOSC_18804, APOSC_18805
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	APOSC_00850, APOSC_00851
OG0006010	CAEEL07462	APOSC_17125
OG0006011	CAEEL06588	APOSC_06335
OG0006059	CAEEL09710	APOSC_20657
OG0006062	CAEEL08027	APOSC_01581, APOSC_08657
OG0006063	CAEEL09563	APOSC_25055
OG0006064	CAEEL11646	APOSC_16645
OG0006066	CAEEL07776	APOSC_00456
OG0006069	CAEEL08597	APOSC_10043
OG0006072	CAEEL09063	APOSC_27063, APOSC_27064
OG0006073	CAEEL15279	APOSC_13294
OG0006074	CAEEL15694	APOSC_26778
OG0006075	CAEEL05481	APOSC_28510
OG0006079	CAEEL06022	APOSC_12851
OG0006083	CAEEL10880	APOSC_17176
OG0006085	CAEEL07121	APOSC_28275
OG0006087	CAEEL10339	APOSC_27471, APOSC_15292
OG0006090	CAEEL06249	APOSC_28758
OG0006095	CAEEL03714	APOSC_06175, APOSC_05048
OG0006096	CAEEL08930	APOSC_23249
OG0006098	CAEEL17792	APOSC_25956
OG0006101	CAEEL04363	APOSC_22145
OG0006102	CAEEL01860	APOSC_22067
OG0006104	CAEEL15552	APOSC_09268, APOSC_06210, APOSC_19494
OG0006106	CAEEL09939	APOSC_06595
OG0006108	CAEEL07908	APOSC_15898
OG0006111	CAEEL06592	APOSC_03391
OG0006113	CAEEL00297	APOSC_26235
OG0006116	CAEEL14600	APOSC_26592
OG0006117	CAEEL15839	APOSC_07439
OG0006118	CAEEL05175	APOSC_07828
OG0006120	CAEEL19875	APOSC_20718
OG0006121	CAEEL01535	APOSC_27870
OG0006122	CAEEL06423	APOSC_16541
OG0006124	CAEEL00683	APOSC_22257
OG0006125	CAEEL12098	APOSC_04763
OG0006127	CAEEL08699	APOSC_15621
OG0006128	CAEEL01734	APOSC_06200
OG0006129	CAEEL15436	APOSC_02978
OG0006130	CAEEL19047	APOSC_06548, APOSC_13669
OG0006131	CAEEL08997	APOSC_09740
OG0006134	CAEEL05080	APOSC_24225
OG0006135	CAEEL16406	APOSC_10242
OG0006137	CAEEL01021	APOSC_12184
OG0006140	CAEEL06530	APOSC_23359
OG0006141	CAEEL00813	APOSC_21752, APOSC_05712
OG0006144	CAEEL12775	APOSC_11441
OG0006145	CAEEL00765, CAEEL00923	APOSC_09691
OG0006148	CAEEL05997	APOSC_19000
OG0006152	CAEEL01636	APOSC_28211
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	APOSC_25551
OG0006156	CAEEL13825	APOSC_24618
OG0006160	CAEEL08936	APOSC_05551
OG0006163	CAEEL00653	APOSC_12748
OG0006164	CAEEL01158	APOSC_18639
OG0006165	CAEEL15774	APOSC_18182
OG0006168	CAEEL05152	APOSC_24765
OG0006169	CAEEL08537	APOSC_09033
OG0006176	CAEEL05930	APOSC_15825
OG0006177	CAEEL04212	APOSC_12821
OG0006180	CAEEL09925	APOSC_03152
OG0006181	CAEEL14722	APOSC_03481
OG0006182	CAEEL06387	APOSC_28042
OG0006183	CAEEL19366	APOSC_19486
OG0006185	CAEEL01692	APOSC_09138
OG0006187	CAEEL00902	APOSC_02281
OG0006188	CAEEL02058	APOSC_16452
OG0006191	CAEEL06280, CAEEL06279	APOSC_13840
OG0006192	CAEEL01776	APOSC_15421
OG0006195	CAEEL08079	APOSC_15441
OG0006200	CAEEL11329	APOSC_15844
OG0006202	CAEEL07568	APOSC_24490
OG0006208	CAEEL00204	APOSC_00172
OG0006209	CAEEL11287	APOSC_02034
OG0006210	CAEEL00160	APOSC_24919
OG0006213	CAEEL01145	APOSC_21384
OG0006214	CAEEL12120	APOSC_01407
OG0006216	CAEEL16326	APOSC_06952
OG0006217	CAEEL05235	APOSC_18136, APOSC_18135, APOSC_27262
OG0006220	CAEEL08309	APOSC_19990
OG0006224	CAEEL11548	APOSC_19657, APOSC_26870
OG0006226	CAEEL02716	APOSC_17729
OG0006229	CAEEL06963	APOSC_01024, APOSC_01023
OG0006230	CAEEL08542	APOSC_07027, APOSC_19352
OG0006231	CAEEL20582	APOSC_21161
OG0006232	CAEEL07512, CAEEL07511	APOSC_24357
OG0006234	CAEEL05918	APOSC_21894
OG0006235	CAEEL04462	APOSC_24879
OG0006237	CAEEL04160	APOSC_24918
OG0006239	CAEEL01539	APOSC_06762
OG0006240	CAEEL08852	APOSC_04652
OG0006245	CAEEL00941	APOSC_00921
OG0006247	CAEEL11988	APOSC_13444, APOSC_13445, APOSC_13443
OG0006248	CAEEL05883	APOSC_05903
OG0006249	CAEEL10060	APOSC_25692
OG0006254	CAEEL11539	APOSC_09754
OG0006257	CAEEL15240	APOSC_22535
OG0006259	CAEEL09792	APOSC_27968, APOSC_27967
OG0006260	CAEEL09587	APOSC_09774
OG0006262	CAEEL01377	APOSC_16097
OG0006263	CAEEL09474	APOSC_28291
OG0006264	CAEEL11589	APOSC_09598
OG0006265	CAEEL01463	APOSC_06482
OG0006267	CAEEL09521	APOSC_20000
OG0006268	CAEEL09373, CAEEL09395	APOSC_23154
OG0006269	CAEEL11344	APOSC_18341, APOSC_18340
OG0006270	CAEEL01876	APOSC_24411
OG0006271	CAEEL08264	APOSC_01767
OG0006275	CAEEL01989	APOSC_03010
OG0006277	CAEEL08057	APOSC_18887
OG0006279	CAEEL00237	APOSC_21488
OG0006280	CAEEL17987	APOSC_05701
OG0006281	CAEEL04765	APOSC_16932
OG0006283	CAEEL00881	APOSC_21898
OG0006284	CAEEL08923	APOSC_17077
OG0006285	CAEEL04794	APOSC_26526
OG0006286	CAEEL00158	APOSC_10357
OG0006288	CAEEL08712	APOSC_09696
OG0006289	CAEEL07964	APOSC_23398
OG0006290	CAEEL04712	APOSC_09719, APOSC_09720
OG0006291	CAEEL00609	APOSC_15695
OG0006293	CAEEL07928	APOSC_21478
OG0006294	CAEEL14462	APOSC_25798
OG0006295	CAEEL09568	APOSC_27816
OG0006297	CAEEL11872	APOSC_06137
OG0006301	CAEEL17598	APOSC_14170
OG0006306	CAEEL01065	APOSC_16571
OG0006307	CAEEL06264	APOSC_10245
OG0006309	CAEEL05232	APOSC_08275
OG0006311	CAEEL17612	APOSC_19031, APOSC_19032
OG0006313	CAEEL05123	APOSC_11157
OG0006315	CAEEL15905	APOSC_16530
OG0006319	CAEEL13894	APOSC_13656
OG0006322	CAEEL09507	APOSC_03517
OG0006323	CAEEL02251	APOSC_18189
OG0006326	CAEEL15323	APOSC_20354
OG0006329	CAEEL02571	APOSC_06676
OG0006331	CAEEL13794	APOSC_22141
OG0006332	CAEEL10865	APOSC_06680
OG0006334	CAEEL08411, CAEEL18378	APOSC_14348
OG0006339	CAEEL08069	APOSC_27213, APOSC_03533
OG0006340	CAEEL11454	APOSC_01676
OG0006341	CAEEL06023	APOSC_00352
OG0006343	CAEEL05583, CAEEL02498	APOSC_19586
OG0006344	CAEEL14876	APOSC_26452
OG0006345	CAEEL06549	APOSC_20819
OG0006346	CAEEL05783	APOSC_01817
OG0006347	CAEEL07567	APOSC_17743
OG0006350	CAEEL07674	APOSC_11362
OG0006352	CAEEL02603	APOSC_28135
OG0006353	CAEEL19140, CAEEL05676	APOSC_03902
OG0006354	CAEEL18116	APOSC_19593
OG0006355	CAEEL16514	APOSC_09992
OG0006356	CAEEL07675	APOSC_01236
OG0006360	CAEEL05277	APOSC_03655
OG0006361	CAEEL09060	APOSC_06699
OG0006362	CAEEL00998	APOSC_25966
OG0006363	CAEEL00971	APOSC_11350
OG0006365	CAEEL12631	APOSC_17335
OG0006370	CAEEL05220	APOSC_08924, APOSC_08925
OG0006372	CAEEL09848	APOSC_14360
OG0006375	CAEEL00741	APOSC_05177
OG0006376	CAEEL15051	APOSC_08625
OG0006377	CAEEL09247	APOSC_05358
OG0006378	CAEEL04747	APOSC_20942
OG0006381	CAEEL09800	APOSC_07173
OG0006385	CAEEL17878	APOSC_27944
OG0006386	CAEEL02065	APOSC_07212
OG0006389	CAEEL07348	APOSC_03797
OG0006390	CAEEL13360	APOSC_03325
OG0006391	CAEEL16380, CAEEL11908	APOSC_09539
OG0006392	CAEEL07571	APOSC_00974
OG0006393	CAEEL14337	APOSC_04034
OG0006395	CAEEL11636	APOSC_21447
OG0006402	CAEEL14843	APOSC_15840
OG0006405	CAEEL04608	APOSC_00520
OG0006406	CAEEL04927, CAEEL07538	APOSC_05139
OG0006407	CAEEL20555	APOSC_09135
OG0006408	CAEEL15120	APOSC_19771
OG0006443	CAEEL07304	APOSC_25767
OG0006448	CAEEL07841	APOSC_02936
OG0006449	CAEEL02036	APOSC_19909, APOSC_19908
OG0006454	CAEEL06995	APOSC_28104
OG0006456	CAEEL09794	APOSC_07276
OG0006457	CAEEL05605	APOSC_22597
OG0006459	CAEEL00244	APOSC_25637
OG0006461	CAEEL11863	APOSC_16902, APOSC_16903
OG0006464	CAEEL01413	APOSC_09006
OG0006465	CAEEL10921	APOSC_06897
OG0006467	CAEEL02861	APOSC_24310, APOSC_24309
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	APOSC_24678
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	APOSC_14649
OG0006474	CAEEL07206	APOSC_26113
OG0006475	CAEEL07548	APOSC_05034
OG0006476	CAEEL12092	APOSC_08315
OG0006479	CAEEL05626	APOSC_10681
OG0006480	CAEEL10265, CAEEL10266	APOSC_03945
OG0006481	CAEEL19099, CAEEL01638	APOSC_03150
OG0006482	CAEEL10834	APOSC_21043
OG0006485	CAEEL14223	APOSC_08620
OG0006488	CAEEL17648	APOSC_12358
OG0006490	CAEEL11637	APOSC_24017
OG0006491	CAEEL13015	APOSC_25623, APOSC_01687, APOSC_01688
OG0006496	CAEEL08493	APOSC_20816
OG0006497	CAEEL06461	APOSC_08623
OG0006498	CAEEL02503	APOSC_19797, APOSC_19796
OG0006499	CAEEL20101	APOSC_10389
OG0006501	CAEEL16016	APOSC_00765
OG0006503	CAEEL07188	APOSC_27770
OG0006505	CAEEL06783	APOSC_20445
OG0006506	CAEEL03029	APOSC_03691
OG0006509	CAEEL00006, CAEEL15373	APOSC_22187
OG0006511	CAEEL02676	APOSC_10649, APOSC_18848
OG0006512	CAEEL07313	APOSC_27881
OG0006514	CAEEL07858	APOSC_05533
OG0006515	CAEEL02554	APOSC_16228, APOSC_16229
OG0006516	CAEEL15132	APOSC_03896
OG0006517	CAEEL01423	APOSC_09680
OG0006520	CAEEL13792	APOSC_12169
OG0006522	CAEEL07957	APOSC_11508
OG0006523	CAEEL15760	APOSC_06060, APOSC_05538
OG0006525	CAEEL11800	APOSC_25884
OG0006528	CAEEL14466	APOSC_05534
OG0006532	CAEEL05678	APOSC_03775
OG0006533	CAEEL19649	APOSC_27947
OG0006536	CAEEL05174	APOSC_01707
OG0006538	CAEEL07903, CAEEL04060	APOSC_00849
OG0006540	CAEEL19898	APOSC_23072
OG0006542	CAEEL04749	APOSC_24422
OG0006543	CAEEL05304	APOSC_13261
OG0006544	CAEEL02597	APOSC_04216
OG0006545	CAEEL08394	APOSC_13229
OG0006546	CAEEL16446	APOSC_11101, APOSC_11100
OG0006547	CAEEL09736	APOSC_22551, APOSC_12567, APOSC_12568, APOSC_12569
OG0006550	CAEEL02186	APOSC_07594
OG0006552	CAEEL02725	APOSC_20548, APOSC_11862
OG0006553	CAEEL06508	APOSC_01403
OG0006554	CAEEL09071	APOSC_03164
OG0006556	CAEEL00553	APOSC_06362
OG0006557	CAEEL07597	APOSC_21049
OG0006560	CAEEL14360	APOSC_28832
OG0006561	CAEEL16404	APOSC_07744
OG0006565	CAEEL12176	APOSC_10866
OG0006567	CAEEL15749	APOSC_28410
OG0006568	CAEEL01944	APOSC_00682
OG0006569	CAEEL03290	APOSC_17737
OG0006570	CAEEL15966	APOSC_11820
OG0006571	CAEEL05447	APOSC_10825
OG0006572	CAEEL09940, CAEEL09371	APOSC_05321
OG0006573	CAEEL05442	APOSC_11659
OG0006574	CAEEL01738	APOSC_04366
OG0006577	CAEEL15281	APOSC_18358
OG0006578	CAEEL00045	APOSC_17434, APOSC_17435
OG0006579	CAEEL07922	APOSC_03156
OG0006583	CAEEL01627	APOSC_16840
OG0006584	CAEEL05880	APOSC_01906
OG0006587	CAEEL17957	APOSC_03008
OG0006588	CAEEL11640	APOSC_13782
OG0006589	CAEEL10276	APOSC_12803, APOSC_12804
OG0006590	CAEEL15655	APOSC_02109
OG0006591	CAEEL01066	APOSC_10735, APOSC_10736
OG0006594	CAEEL00833	APOSC_06372
OG0006595	CAEEL10661	APOSC_28606, APOSC_03725
OG0006596	CAEEL00560	APOSC_02900
OG0006597	CAEEL10448	APOSC_00355
OG0006598	CAEEL03295	APOSC_24420
OG0006602	CAEEL16562	APOSC_03273
OG0006603	CAEEL00624	APOSC_23879, APOSC_23880
OG0006604	CAEEL07198	APOSC_04100
OG0006606	CAEEL07376	APOSC_24910
OG0006607	CAEEL01560	APOSC_27888
OG0006608	CAEEL05698	APOSC_19691
OG0006609	CAEEL02187	APOSC_21438
OG0006610	CAEEL11386	APOSC_01833
OG0006611	CAEEL07953	APOSC_10966
OG0006613	CAEEL01845	APOSC_04709
OG0006614	CAEEL05124	APOSC_05907
OG0006615	CAEEL09131	APOSC_14961
OG0006621	CAEEL07639	APOSC_06277
OG0006622	CAEEL05834	APOSC_23407
OG0006624	CAEEL07631	APOSC_20035
OG0006625	CAEEL08791	APOSC_05965
OG0006626	CAEEL07560	APOSC_22608
OG0006627	CAEEL11375	APOSC_03480
OG0006628	CAEEL07329	APOSC_24051
OG0006630	CAEEL11696	APOSC_23460, APOSC_21363
OG0006631	CAEEL00720	APOSC_15797
OG0006632	CAEEL20160, CAEEL00199	APOSC_25276
OG0006633	CAEEL00427	APOSC_11289
OG0006634	CAEEL07770	APOSC_18770
OG0006636	CAEEL07724	APOSC_04041, APOSC_04040
OG0006637	CAEEL12125	APOSC_20385
OG0006645	CAEEL17855	APOSC_27655
OG0006646	CAEEL15891	APOSC_04284, APOSC_27020
OG0006647	CAEEL07174	APOSC_00971
OG0006648	CAEEL01435	APOSC_16882
OG0006649	CAEEL13032	APOSC_22574, APOSC_22573
OG0006651	CAEEL09522	APOSC_19150
OG0006655	CAEEL00324	APOSC_27832, APOSC_27831
OG0006658	CAEEL00269	APOSC_17811
OG0006660	CAEEL09560, CAEEL09561	APOSC_08166
OG0006662	CAEEL12773	APOSC_06587
OG0006663	CAEEL08458	APOSC_04731
OG0006664	CAEEL01906	APOSC_16959
OG0006666	CAEEL05999	APOSC_28091
