source	target	weight
TCONS_00028953	TCONS_00035665	0.88896364
TCONS_00001951	TCONS_00003003	0.8889637
TCONS_00045275	TCONS_00027098	0.888964
TCONS_00007046	TCONS_00053138	0.8889641
TCONS_00012754	TCONS_00049468	0.8889642
TCONS_00041695	TCONS_00022015	0.88896435
TCONS_00020167	TCONS_00028162	0.0039173000000000124
TCONS_00053431	TCONS_00019119	0.8889654
TCONS_00008734	TCONS_00010700	0.8889658
TCONS_00020167	TCONS_00014877	0.88896656
TCONS_00027108	TCONS_00030188	0.88896656
TCONS_00056455	TCONS_00028417	0.8889668
TCONS_00042488	TCONS_00031622	0.8889669
TCONS_00021202	TCONS_00042985	0.888967
TCONS_00029574	TCONS_00027226	0.8889674
TCONS_00003964	TCONS_00017979	0.88896817
TCONS_00041694	TCONS_00015174	0.88896835
TCONS_00011491	TCONS_00018357	0.88896865
TCONS_00027932	TCONS_00052866	0.8889692
TCONS_00019617	TCONS_00015717	0.8889699
TCONS_00027931	TCONS_00011733	0.8889705
TCONS_00042488	TCONS_00030971	0.8889711
TCONS_00003964	TCONS_00022851	0.88897115
TCONS_00045275	TCONS_00036205	0.88897145
TCONS_00029143	TCONS_00042749	0.8889715
TCONS_00031049	TCONS_00046122	0.8889723
TCONS_00018547	TCONS_00053376	0.8889723
TCONS_00045354	TCONS_00056930	0.88897234
TCONS_00008966	TCONS_00046501	0.8889726
TCONS_00018547	TCONS_00037322	0.88897276
TCONS_00001049	TCONS_00023662	0.8889728
TCONS_00045354	TCONS_00007569	0.8889731
TCONS_00010310	TCONS_00007127	0.8889733
TCONS_00037097	TCONS_00049739	0.8889733
TCONS_00027931	TCONS_00051894	0.8889739
TCONS_00009611	TCONS_00054537	0.8889744
TCONS_00018547	TCONS_00026316	0.8889744
TCONS_00018209	TCONS_00055784	0.88897485
TCONS_00052518	TCONS_00014672	0.8889753
TCONS_00021998	TCONS_00026984	0.88897544
TCONS_00029574	TCONS_00051236	0.8889757
TCONS_00053708	TCONS_00021998	0.8889759
TCONS_00002937	TCONS_00026063	0.8889759
TCONS_00014249	TCONS_00052957	0.0014397400000000227
TCONS_00057143	TCONS_00013225	0.8889785
TCONS_00054588	TCONS_00055227	0.88897884
TCONS_00028502	TCONS_00024001	0.8889791
TCONS_00045275	TCONS_00042476	0.88897943
TCONS_00014249	TCONS_00011698	0.88897973
TCONS_00011491	TCONS_00057047	0.8889798
TCONS_00028953	TCONS_00015564	0.8889804
TCONS_00021994	TCONS_00003116	0.8889808
TCONS_00027931	TCONS_00028213	0.8889818
TCONS_00017780	TCONS_00030629	0.88898194
TCONS_00041694	TCONS_00019071	0.8889821
TCONS_00013726	TCONS_00014718	0.8889828
TCONS_00019617	TCONS_00019805	0.8889842
TCONS_00009611	TCONS_00022853	0.8889852
TCONS_00029830	TCONS_00027932	0.8889853
TCONS_00006235	TCONS_00011626	0.8889859
TCONS_00008967	TCONS_00009840	0.888986
TCONS_00018209	TCONS_00027920	0.8889866
TCONS_00002699	TCONS_00026420	0.88898665
TCONS_00031046	TCONS_00049104	0.8889869
TCONS_00007046	TCONS_00003133	0.8889871
TCONS_00045354	TCONS_00024912	0.8889871
TCONS_00005144	TCONS_00009340	0.88898736
TCONS_00054588	TCONS_00050381	0.88898873
TCONS_00020216	TCONS_00045404	0.8889893
TCONS_00005618	TCONS_00049440	0.88899016
TCONS_00020216	TCONS_00042417	0.8889905
TCONS_00021202	TCONS_00018195	0.88899064
TCONS_00038647	TCONS_00019578	0.8889907
TCONS_00018547	TCONS_00016604	0.88899076
TCONS_00023551	TCONS_00042105	0.88899094
TCONS_00030912	TCONS_00000219	0.8889913
TCONS_00021581	TCONS_00049453	0.8889915
TCONS_00021202	TCONS_00010185	0.8889916
TCONS_00014206	TCONS_00042205	0.88899165
TCONS_00045354	TCONS_00022654	0.88899165
TCONS_00037097	TCONS_00048042	0.88899183
TCONS_00041694	TCONS_00011309	0.8889921
TCONS_00017529	TCONS_00039474	0.888993
TCONS_00020805	TCONS_00049778	0.888993
TCONS_00046367	TCONS_00046000	0.8889938
TCONS_00011491	TCONS_00001310	0.88899404
TCONS_00011491	TCONS_00022749	0.8889945
TCONS_00053574	TCONS_00057010	0.88899475
TCONS_00041694	TCONS_00027250	0.8889949
TCONS_00018209	TCONS_00039490	0.8889949
TCONS_00014249	TCONS_00011983	0.8889953
TCONS_00041694	TCONS_00011975	0.8889961
TCONS_00008966	TCONS_00027795	0.8889962
TCONS_00009611	TCONS_00000524	0.8889966
TCONS_00024002	TCONS_00028315	0.8889967
TCONS_00045275	TCONS_00014747	0.004905099999999996
TCONS_00019617	TCONS_00056864	0.8889971
TCONS_00009689	TCONS_00052461	0.88899726
TCONS_00009611	TCONS_00052832	0.8889974
TCONS_00029143	TCONS_00005654	0.8889982
TCONS_00011491	TCONS_00005764	0.8889985
TCONS_00055417	TCONS_00034978	0.88899857
TCONS_00028953	TCONS_00034975	0.88899887
TCONS_00041694	TCONS_00042422	0.888999
TCONS_00037097	TCONS_00021868	0.88899946
TCONS_00011478	TCONS_00028086	0.0028655999999999127
TCONS_00055417	TCONS_00055572	0.8889999
TCONS_00021202	TCONS_00006841	0.88900125
TCONS_00014206	TCONS_00027413	0.8890016
TCONS_00008734	TCONS_00020995	0.8890017
TCONS_00027932	TCONS_00012637	0.8890018
TCONS_00041694	TCONS_00000594	0.88900185
TCONS_00011489	TCONS_00009120	0.88900214
TCONS_00018547	TCONS_00007247	0.88900214
TCONS_00045354	TCONS_00044986	0.88900226
TCONS_00027931	TCONS_00014704	0.8890023
TCONS_00009611	TCONS_00000532	0.88900256
TCONS_00041695	TCONS_00022507	0.8890028
TCONS_00014206	TCONS_00049740	0.8890032
TCONS_00027108	TCONS_00026648	0.8890033
TCONS_00045354	TCONS_00026487	0.88900346
TCONS_00053431	TCONS_00016811	0.8890037
TCONS_00027932	TCONS_00054330	0.88900423
TCONS_00037097	TCONS_00031456	0.88900524
TCONS_00017529	TCONS_00042619	0.8890053
TCONS_00006235	TCONS_00020620	0.8890058
TCONS_00013726	TCONS_00024047	0.8890061
TCONS_00053431	TCONS_00025891	0.88900626
TCONS_00002699	TCONS_00042715	0.88900656
TCONS_00018209	TCONS_00045377	0.889007
TCONS_00020167	TCONS_00009626	0.88900745
TCONS_00019620	TCONS_00026833	0.88900757
TCONS_00013726	TCONS_00001885	0.88900876
TCONS_00057143	TCONS_00017402	0.88900894
TCONS_00041695	TCONS_00038298	0.8890102
TCONS_00014206	TCONS_00055129	0.8890103
TCONS_00029830	TCONS_00010212	0.8890108
TCONS_00010310	TCONS_00041854	0.88901085
TCONS_00027108	TCONS_00049711	0.8890115
TCONS_00001951	TCONS_00007412	0.009218660000000045
TCONS_00028953	TCONS_00051707	0.8890123
TCONS_00021202	TCONS_00051078	0.88901234
TCONS_00053431	TCONS_00014773	0.8890125
TCONS_00021202	TCONS_00022753	0.8890128
TCONS_00009611	TCONS_00036947	0.8890136
TCONS_00006235	TCONS_00008963	0.8890141
TCONS_00028953	TCONS_00028960	0.8890147
TCONS_00025066	TCONS_00031453	0.88901603
TCONS_00009611	TCONS_00020364	0.88901615
TCONS_00009611	TCONS_00000523	0.88901645
TCONS_00008734	TCONS_00053391	0.8890179
TCONS_00002699	TCONS_00032031	0.88901824
TCONS_00041694	TCONS_00020364	0.8890183
TCONS_00008966	TCONS_00003109	0.8890192
TCONS_00011478	TCONS_00026088	0.002779250000000011
TCONS_00055417	TCONS_00022339	0.8890199
TCONS_00011491	TCONS_00022555	0.8890203
TCONS_00005144	TCONS_00057010	0.8890208
TCONS_00021994	TCONS_00045612	0.8890211
TCONS_00017948	TCONS_00008906	0.88902134
TCONS_00029143	TCONS_00015892	0.88902146
TCONS_00031049	TCONS_00026063	0.8890216
TCONS_00056455	TCONS_00014976	0.88902265
TCONS_00053431	TCONS_00014282	0.88902277
TCONS_00001141	TCONS_00019229	0.8890232
TCONS_00031049	TCONS_00021994	0.8890234
TCONS_00027932	TCONS_00003483	0.8890236
TCONS_00014206	TCONS_00009864	0.8890237
TCONS_00027932	TCONS_00042552	0.8890237
TCONS_00011491	TCONS_00029271	0.8890239
TCONS_00018823	TCONS_00010948	0.88902414
TCONS_00054588	TCONS_00007069	0.88902444
TCONS_00009689	TCONS_00009127	0.8890247
TCONS_00053431	TCONS_00014809	0.8890248
TCONS_00011489	TCONS_00030817	0.889025
TCONS_00044915	TCONS_00057120	0.88902515
TCONS_00045354	TCONS_00029120	0.88902515
TCONS_00020216	TCONS_00026219	0.88902533
TCONS_00021202	TCONS_00047036	0.8890264
TCONS_00053431	TCONS_00018159	0.8890265
TCONS_00027932	TCONS_00047537	0.8890267
TCONS_00010310	TCONS_00042356	0.8890268
TCONS_00008967	TCONS_00053291	0.88902694
TCONS_00009611	TCONS_00055283	0.8890271
TCONS_00053431	TCONS_00021480	0.8890273
TCONS_00014206	TCONS_00016980	0.88902736
TCONS_00027932	TCONS_00043665	0.88902736
TCONS_00020167	TCONS_00045388	0.8890274
TCONS_00031046	TCONS_00036511	0.88902825
TCONS_00053431	TCONS_00011149	0.8890287
TCONS_00045354	TCONS_00027522	0.8890301
TCONS_00012754	TCONS_00036202	0.88903034
TCONS_00052518	TCONS_00005719	0.8890306
TCONS_00027932	TCONS_00040533	0.88903075
TCONS_00018823	TCONS_00027634	0.88903123
TCONS_00028163	TCONS_00033299	0.8890315
TCONS_00057143	TCONS_00007095	0.8890319
TCONS_00025066	TCONS_00020541	0.8890321
TCONS_00027108	TCONS_00056120	0.88903314
TCONS_00047299	TCONS_00009382	0.88903326
TCONS_00012881	TCONS_00050792	0.8890333
TCONS_00028953	TCONS_00047036	0.88903475
TCONS_00013726	TCONS_00000638	0.88903534
TCONS_00056455	TCONS_00056029	0.8890357
TCONS_00011489	TCONS_00047986	0.889036
TCONS_00013726	TCONS_00011194	0.889036
TCONS_00027932	TCONS_00026669	0.8890366
TCONS_00045354	TCONS_00002954	0.8890366
TCONS_00053431	TCONS_00015443	0.889037
TCONS_00021202	TCONS_00014097	0.8890386
TCONS_00020216	TCONS_00037584	0.88903934
TCONS_00018547	TCONS_00043725	0.8890396
TCONS_00006235	TCONS_00052177	0.88904065
TCONS_00045354	TCONS_00053007	0.88904095
TCONS_00045354	TCONS_00048415	0.88904196
TCONS_00056455	TCONS_00030157	0.88904536
TCONS_00011491	TCONS_00040339	0.8890455
TCONS_00045354	TCONS_00056907	0.88904554
TCONS_00017948	TCONS_00021407	0.88904727
TCONS_00008734	TCONS_00033865	0.8890478
TCONS_00008464	TCONS_00049697	0.8890481
TCONS_00037097	TCONS_00056903	0.88904834
TCONS_00037097	TCONS_00021598	0.88904935
TCONS_00045354	TCONS_00021900	0.88904953
TCONS_00037097	TCONS_00022401	0.8890502
TCONS_00018209	TCONS_00008398	0.88905114
TCONS_00008967	TCONS_00003628	0.8890516
TCONS_00019620	TCONS_00031270	0.8890518
TCONS_00042488	TCONS_00015495	0.01227480999999997
TCONS_00012754	TCONS_00004437	0.88905334
TCONS_00014249	TCONS_00020245	0.88905364
TCONS_00053431	TCONS_00045806	0.88905376
TCONS_00008967	TCONS_00017334	0.8890539
TCONS_00027108	TCONS_00022799	0.8890543
TCONS_00019617	TCONS_00003478	0.8890547
TCONS_00019620	TCONS_00033865	0.889055
TCONS_00028953	TCONS_00015247	0.8890551
TCONS_00033865	TCONS_00052266	0.88905525
TCONS_00008968	TCONS_00029935	0.8890555
TCONS_00037097	TCONS_00055129	0.8890559
TCONS_00009689	TCONS_00001141	0.8890562
TCONS_00006235	TCONS_00028179	0.88905656
TCONS_00028163	TCONS_00005144	0.8890568
TCONS_00021998	TCONS_00032413	0.006981100000000073
TCONS_00011489	TCONS_00007849	0.88905734
TCONS_00006235	TCONS_00014971	0.88905746
TCONS_00006235	TCONS_00017793	0.88905776
TCONS_00021202	TCONS_00042080	0.88905823
TCONS_00009611	TCONS_00011065	0.88905853
TCONS_00013726	TCONS_00011198	0.8890587
TCONS_00012754	TCONS_00000742	0.8890588
TCONS_00041694	TCONS_00021657	0.8890593
TCONS_00041695	TCONS_00015971	0.8890595
TCONS_00020216	TCONS_00012670	0.8890604
TCONS_00044915	TCONS_00030978	0.8890608
TCONS_00011478	TCONS_00031062	0.8890609
TCONS_00028502	TCONS_00038524	0.8890626
TCONS_00057143	TCONS_00015706	0.8890627
TCONS_00003964	TCONS_00027134	0.88906294
TCONS_00055417	TCONS_00022286	0.8890631
TCONS_00057143	TCONS_00015278	0.8890632
TCONS_00019620	TCONS_00024598	0.8890636
TCONS_00010310	TCONS_00043269	0.8890647
TCONS_00025066	TCONS_00022575	0.8890648
TCONS_00053708	TCONS_00004922	0.8890652
TCONS_00028502	TCONS_00035937	0.88906556
TCONS_00029143	TCONS_00026419	0.8890672
TCONS_00029143	TCONS_00032791	0.8890677
TCONS_00045275	TCONS_00028328	0.88906795
TCONS_00011489	TCONS_00030524	0.8890681
TCONS_00053431	TCONS_00021686	0.8890683
TCONS_00021998	TCONS_00026786	0.8890684
TCONS_00025375	TCONS_00014637	0.8890685
TCONS_00019617	TCONS_00056018	0.8890686
TCONS_00011580	TCONS_00030971	0.8890689
TCONS_00009611	TCONS_00055959	0.8890693
TCONS_00037097	TCONS_00011408	0.8890695
TCONS_00027932	TCONS_00036367	0.8890701
TCONS_00021202	TCONS_00049559	0.8890703
TCONS_00014249	TCONS_00048300	0.003907229999999928
TCONS_00056455	TCONS_00031428	0.8890711
TCONS_00011489	TCONS_00039468	0.8890716
TCONS_00027932	TCONS_00049099	0.88907295
TCONS_00020805	TCONS_00049340	0.88907343
TCONS_00025066	TCONS_00051741	0.88907367
TCONS_00014206	TCONS_00022825	0.8890747
TCONS_00041695	TCONS_00014454	0.8890748
TCONS_00018547	TCONS_00003995	0.8890748
TCONS_00014249	TCONS_00008291	0.88907593
TCONS_00014249	TCONS_00053895	0.88907605
TCONS_00008833	TCONS_00022899	0.8890775
TCONS_00003964	TCONS_00024074	0.88907796
TCONS_00029574	TCONS_00009887	0.8890781
TCONS_00056455	TCONS_00002762	0.8890782
TCONS_00041694	TCONS_00007967	0.8890785
TCONS_00029143	TCONS_00017533	0.88907856
TCONS_00052518	TCONS_00031070	0.88907915
TCONS_00013726	TCONS_00044907	0.88907963
TCONS_00010310	TCONS_00005309	0.8890801
TCONS_00008464	TCONS_00029548	0.88908017
TCONS_00019620	TCONS_00001573	0.8890808
TCONS_00001141	TCONS_00033299	0.88908106
TCONS_00002699	TCONS_00045503	0.8890813
TCONS_00011489	TCONS_00021581	0.88908136
TCONS_00021202	TCONS_00055769	0.88908136
TCONS_00037097	TCONS_00040416	0.8890815
TCONS_00021998	TCONS_00024372	0.88908154
TCONS_00030624	TCONS_00046262	0.88908416
TCONS_00041695	TCONS_00020764	0.88908523
TCONS_00042488	TCONS_00005905	0.88908523
TCONS_00021998	TCONS_00050890	0.8890854
TCONS_00053533	TCONS_00053434	0.8890854
TCONS_00029574	TCONS_00026030	0.8890856
TCONS_00045354	TCONS_00022331	0.8890862
TCONS_00018547	TCONS_00009627	0.8890866
TCONS_00009611	TCONS_00043984	0.88908714
TCONS_00053431	TCONS_00048615	0.8890878
TCONS_00013726	TCONS_00044061	0.8890881
TCONS_00045354	TCONS_00015326	0.88908815
TCONS_00025375	TCONS_00026648	0.8890883
TCONS_00057143	TCONS_00007176	0.88908863
TCONS_00030624	TCONS_00009046	0.88908905
TCONS_00012754	TCONS_00003133	0.88908976
TCONS_00044915	TCONS_00000128	0.88909
TCONS_00014206	TCONS_00047383	0.88909054
TCONS_00054588	TCONS_00017193	0.88909155
TCONS_00029574	TCONS_00048949	0.8890919
TCONS_00045354	TCONS_00040381	0.889093
TCONS_00008967	TCONS_00056620	0.8890935
TCONS_00008464	TCONS_00038769	0.8890937
TCONS_00054588	TCONS_00018018	0.8890943
TCONS_00028502	TCONS_00054346	0.8890943
TCONS_00029830	TCONS_00020624	0.8890953
TCONS_00027931	TCONS_00009657	0.8890956
TCONS_00027931	TCONS_00049711	0.88909566
TCONS_00012754	TCONS_00053878	0.88909566
TCONS_00008833	TCONS_00021814	0.8890959
TCONS_00011489	TCONS_00046649	0.8890962
TCONS_00049440	TCONS_00052265	0.8890962
TCONS_00029143	TCONS_00044175	0.8890963
TCONS_00054588	TCONS_00044257	0.8890965
TCONS_00009689	TCONS_00041649	0.8890972
TCONS_00027932	TCONS_00052745	0.88909775
TCONS_00019617	TCONS_00031843	0.8890982
TCONS_00052518	TCONS_00015778	0.88909876
TCONS_00037097	TCONS_00042618	0.88909936
TCONS_00056455	TCONS_00056291	0.8891004
TCONS_00001141	TCONS_00029762	0.88910043
TCONS_00008967	TCONS_00015193	0.8891005
TCONS_00025375	TCONS_00030604	0.8891013
TCONS_00009689	TCONS_00008968	0.88910156
TCONS_00053431	TCONS_00048795	0.88910156
TCONS_00019620	TCONS_00049697	0.8891024
TCONS_00017948	TCONS_00022583	0.889103
TCONS_00025066	TCONS_00039493	0.88910484
TCONS_00020167	TCONS_00030940	0.8891049
TCONS_00010310	TCONS_00030123	0.8891049
TCONS_00011489	TCONS_00019601	0.8891049
TCONS_00019617	TCONS_00016246	0.88910496
TCONS_00008966	TCONS_00025424	0.88910496
TCONS_00009611	TCONS_00042080	0.8891056
TCONS_00045275	TCONS_00006668	0.8891059
TCONS_00018547	TCONS_00022814	0.88910645
TCONS_00018823	TCONS_00006431	0.8891067
TCONS_00027823	TCONS_00021994	0.88910687
TCONS_00046367	TCONS_00039795	0.011577729999999953
TCONS_00019578	TCONS_00024598	0.8891079
TCONS_00019620	TCONS_00042743	0.8891079
TCONS_00008734	TCONS_00046533	0.88910854
TCONS_00056455	TCONS_00017238	0.88910943
TCONS_00019811	TCONS_00002051	0.8891096
TCONS_00030624	TCONS_00027119	0.8891108
TCONS_00017948	TCONS_00035180	0.88911134
TCONS_00031046	TCONS_00003441	0.8891119
TCONS_00013726	TCONS_00027854	0.8891122
TCONS_00018547	TCONS_00034274	0.8891128
TCONS_00024002	TCONS_00017320	0.0007173600000000002
TCONS_00009611	TCONS_00027829	0.8891142
TCONS_00046367	TCONS_00021998	0.88911444
TCONS_00027932	TCONS_00030386	0.8891145
TCONS_00055417	TCONS_00010531	0.8891146
TCONS_00021202	TCONS_00000127	0.8891147
TCONS_00012754	TCONS_00054346	0.8891155
TCONS_00008966	TCONS_00041854	0.88911563
TCONS_00038647	TCONS_00021998	0.88911575
TCONS_00021998	TCONS_00048307	0.8891158
TCONS_00010310	TCONS_00045549	0.88911617
TCONS_00045354	TCONS_00000585	0.8891169
TCONS_00007046	TCONS_00048863	0.889117
TCONS_00008966	TCONS_00014269	0.88911813
TCONS_00057143	TCONS_00022403	0.8891182
TCONS_00021202	TCONS_00038037	0.8891186
TCONS_00021998	TCONS_00027729	0.88911915
TCONS_00011489	TCONS_00007935	0.88911927
TCONS_00021994	TCONS_00052992	0.0015100599999999798
TCONS_00011491	TCONS_00016502	0.8891194
TCONS_00018547	TCONS_00055012	0.88911957
TCONS_00045354	TCONS_00028222	0.88912004
TCONS_00007046	TCONS_00003740	0.8891201
TCONS_00006235	TCONS_00055415	0.8891202
TCONS_00011489	TCONS_00026578	0.8891204
TCONS_00014206	TCONS_00027604	0.88912153
TCONS_00006235	TCONS_00015566	0.8891223
TCONS_00041695	TCONS_00030456	0.8891227
TCONS_00029830	TCONS_00048864	0.8891228
TCONS_00011489	TCONS_00048184	0.8891228
TCONS_00053708	TCONS_00002876	0.88912296
TCONS_00018823	TCONS_00030893	0.88912296
TCONS_00018823	TCONS_00005719	0.8891241
TCONS_00009611	TCONS_00023242	0.8891242
TCONS_00029143	TCONS_00053285	0.88912463
TCONS_00041695	TCONS_00028129	0.8891249
TCONS_00057143	TCONS_00005461	0.8891252
TCONS_00011478	TCONS_00043944	0.008298000000000028
TCONS_00021994	TCONS_00021935	0.010123899999999963
TCONS_00028502	TCONS_00015778	0.8891263
TCONS_00021202	TCONS_00004907	0.8891266
TCONS_00011491	TCONS_00054061	0.8891268
TCONS_00041695	TCONS_00027346	0.88912725
TCONS_00031046	TCONS_00056170	0.88912755
TCONS_00046367	TCONS_00048336	9.660000000000224e-05
TCONS_00028953	TCONS_00003252	0.8891278
TCONS_00028953	TCONS_00042093	0.8891285
TCONS_00021994	TCONS_00010333	0.8891297
TCONS_00006235	TCONS_00001551	0.88913023
TCONS_00052518	TCONS_00035589	0.88913095
TCONS_00008966	TCONS_00009396	0.8891315
TCONS_00018547	TCONS_00050118	0.88913184
TCONS_00027932	TCONS_00043163	0.88913196
TCONS_00030624	TCONS_00056543	0.88913244
TCONS_00028502	TCONS_00005147	0.88913244
TCONS_00041695	TCONS_00028322	0.8891325
TCONS_00010310	TCONS_00049504	0.8891328
TCONS_00011336	TCONS_00052540	0.008171959999999978
TCONS_00014206	TCONS_00039490	0.88913375
TCONS_00029143	TCONS_00024115	0.88913435
TCONS_00009689	TCONS_00017778	0.889135
TCONS_00009611	TCONS_00020893	0.8891356
TCONS_00020167	TCONS_00009586	0.8891356
TCONS_00028953	TCONS_00016604	0.88913566
TCONS_00031046	TCONS_00015711	0.889136
TCONS_00014249	TCONS_00007247	0.8891366
TCONS_00052518	TCONS_00051894	0.8891368
TCONS_00047299	TCONS_00017196	0.0020435300000000156
TCONS_00052518	TCONS_00054358	0.8891372
TCONS_00018547	TCONS_00007900	0.8891374
TCONS_00028953	TCONS_00053376	0.88913757
TCONS_00025375	TCONS_00016056	0.8891377
TCONS_00009689	TCONS_00002952	0.8891383
TCONS_00002937	TCONS_00022583	0.8891404
TCONS_00055417	TCONS_00007149	0.8891409
TCONS_00053431	TCONS_00052056	0.88914114
TCONS_00012754	TCONS_00012750	0.8891412
TCONS_00037097	TCONS_00053895	0.8891418
TCONS_00056455	TCONS_00045956	0.8891419
TCONS_00056455	TCONS_00027327	0.88914216
TCONS_00019617	TCONS_00034780	0.88914335
TCONS_00027931	TCONS_00002547	0.8891438
TCONS_00008968	TCONS_00000172	0.8891441
TCONS_00020167	TCONS_00019766	0.8891442
TCONS_00009689	TCONS_00037980	0.8891445
TCONS_00012754	TCONS_00021887	0.8891455
TCONS_00008734	TCONS_00029689	0.88914555
TCONS_00041694	TCONS_00049391	0.88914615
TCONS_00008833	TCONS_00011567	0.8891472
TCONS_00027108	TCONS_00003548	0.8891472
TCONS_00017948	TCONS_00051594	0.8891498
TCONS_00057143	TCONS_00006660	0.8891505
TCONS_00021202	TCONS_00008401	0.8891508
TCONS_00023551	TCONS_00047376	0.88915133
TCONS_00021994	TCONS_00023953	0.012075179999999963
TCONS_00057143	TCONS_00005259	0.88915265
TCONS_00053431	TCONS_00009287	0.8891533
TCONS_00012881	TCONS_00014032	0.88915366
TCONS_00031046	TCONS_00010667	0.88915455
TCONS_00053533	TCONS_00012104	0.889155
TCONS_00054588	TCONS_00011397	0.8891554
TCONS_00020167	TCONS_00040830	0.8891558
TCONS_00012754	TCONS_00048445	0.8891564
TCONS_00053533	TCONS_00024066	0.8891566
TCONS_00029574	TCONS_00045051	0.8891568
TCONS_00018547	TCONS_00051206	0.88915694
TCONS_00019578	TCONS_00045354	0.8891571
TCONS_00053708	TCONS_00029082	0.8891572
TCONS_00057143	TCONS_00013395	0.88915735
TCONS_00037097	TCONS_00036204	0.88915765
TCONS_00013726	TCONS_00009195	0.88915825
TCONS_00009689	TCONS_00005635	0.88915855
TCONS_00057143	TCONS_00030056	0.8891588
TCONS_00023551	TCONS_00053091	0.8891598
TCONS_00003964	TCONS_00030958	0.8891602
TCONS_00038647	TCONS_00005618	0.88916105
TCONS_00029830	TCONS_00001026	0.88916194
TCONS_00027932	TCONS_00022768	0.8891634
TCONS_00019617	TCONS_00013499	0.8891635
TCONS_00001141	TCONS_00022414	0.88916415
TCONS_00020805	TCONS_00018638	0.88916457
TCONS_00013726	TCONS_00023794	0.8891662
TCONS_00056455	TCONS_00056428	0.8891663
TCONS_00047299	TCONS_00006399	0.001565229999999973
TCONS_00046850	TCONS_00010212	0.88916713
TCONS_00029574	TCONS_00055221	0.88916767
TCONS_00037097	TCONS_00010637	0.8891677
TCONS_00031049	TCONS_00013765	0.8891682
TCONS_00007046	TCONS_00011685	0.8891689
TCONS_00009689	TCONS_00007927	0.88916904
TCONS_00055417	TCONS_00005433	0.88916904
TCONS_00041694	TCONS_00048892	0.8891694
TCONS_00056455	TCONS_00039490	0.88916945
TCONS_00012881	TCONS_00055898	0.88916963
TCONS_00052518	TCONS_00044061	0.8891699
TCONS_00028953	TCONS_00030961	0.8891702
TCONS_00009611	TCONS_00021688	0.8891704
TCONS_00019617	TCONS_00021580	0.8891704
TCONS_00019620	TCONS_00025702	0.8891718
TCONS_00009689	TCONS_00022520	0.8891718
TCONS_00029574	TCONS_00042217	0.8891723
TCONS_00053708	TCONS_00045275	0.88917255
TCONS_00041694	TCONS_00027930	0.88917315
TCONS_00028163	TCONS_00007992	0.889174
TCONS_00033865	TCONS_00026063	0.88917416
TCONS_00018547	TCONS_00014654	0.8891742
TCONS_00025066	TCONS_00046062	0.003916139999999957
TCONS_00027108	TCONS_00026649	0.8891745
