source	target	weight
TCONS_00011580	TCONS_00027505	0.90509266
TCONS_00009689	TCONS_00050115	0.9050935
TCONS_00011491	TCONS_00052569	0.90509427
TCONS_00025375	TCONS_00036127	0.013936660000000045
TCONS_00021994	TCONS_00049435	0.9050955
TCONS_00041695	TCONS_00034979	0.90509784
TCONS_00008967	TCONS_00024697	0.90509844
TCONS_00047299	TCONS_00030513	0.90509886
TCONS_00018547	TCONS_00009341	0.9050992
TCONS_00029143	TCONS_00052043	0.9051007
TCONS_00014206	TCONS_00017935	0.9051019
TCONS_00041694	TCONS_00041326	0.90510243
TCONS_00025375	TCONS_00037094	0.00786268999999995
TCONS_00041695	TCONS_00015595	0.90510356
TCONS_00018547	TCONS_00049717	0.90510446
TCONS_00019617	TCONS_00010440	0.9051054
TCONS_00010310	TCONS_00000577	0.90510577
TCONS_00008967	TCONS_00050691	0.9051067
TCONS_00051631	TCONS_00029935	0.9051083
TCONS_00018547	TCONS_00056959	0.90510833
TCONS_00021998	TCONS_00020893	0.90510935
TCONS_00014206	TCONS_00051894	0.9051095
TCONS_00030624	TCONS_00046501	0.9051097
TCONS_00041694	TCONS_00030813	0.90511125
TCONS_00051631	TCONS_00019326	0.9051125
TCONS_00021202	TCONS_00027562	0.9051127
TCONS_00014206	TCONS_00027823	0.9051139
TCONS_00025066	TCONS_00028481	0.90511423
TCONS_00003964	TCONS_00005536	0.90511614
TCONS_00029574	TCONS_00055755	0.90511644
TCONS_00028953	TCONS_00048579	0.9051167
TCONS_00019617	TCONS_00010541	0.9051173
TCONS_00056455	TCONS_00009657	0.9051177
TCONS_00042488	TCONS_00048205	0.9051177
TCONS_00030912	TCONS_00057143	0.9051177
TCONS_00011491	TCONS_00025908	0.9051182
TCONS_00011336	TCONS_00053189	0.002046199999999998
TCONS_00021202	TCONS_00000635	0.90511906
TCONS_00008966	TCONS_00016669	0.9051192
TCONS_00041694	TCONS_00045568	0.9051193
TCONS_00028163	TCONS_00028144	0.9051206
TCONS_00021998	TCONS_00030455	0.90512186
TCONS_00028502	TCONS_00053093	0.90512234
TCONS_00013726	TCONS_00014245	0.9051226
TCONS_00009689	TCONS_00043960	0.905123
TCONS_00028502	TCONS_00045190	0.9051234
TCONS_00006235	TCONS_00048184	0.9051235
TCONS_00011489	TCONS_00005641	0.9051237
TCONS_00020167	TCONS_00028210	0.90512425
TCONS_00041695	TCONS_00012644	0.90512437
TCONS_00011336	TCONS_00029628	0.9051245
TCONS_00053533	TCONS_00019326	0.90512544
TCONS_00041694	TCONS_00014675	0.9051261
TCONS_00021998	TCONS_00041956	0.9051269
TCONS_00030912	TCONS_00046802	0.9051273
TCONS_00024115	TCONS_00046404	0.9051278
TCONS_00029143	TCONS_00010986	0.9051286
TCONS_00009611	TCONS_00048089	0.9051286
TCONS_00030624	TCONS_00028284	0.0050263600000000075
TCONS_00027108	TCONS_00017291	0.9051295
TCONS_00005618	TCONS_00045251	0.021239700000000084
TCONS_00021998	TCONS_00008860	0.90513176
TCONS_00020167	TCONS_00037979	0.009847880000000031
TCONS_00019617	TCONS_00005752	0.90513265
TCONS_00011491	TCONS_00017543	0.90513295
TCONS_00027932	TCONS_00005190	0.90513295
TCONS_00028502	TCONS_00010700	0.9051333
TCONS_00021998	TCONS_00042889	0.9051337
TCONS_00010310	TCONS_00003441	0.9051341
TCONS_00037097	TCONS_00026684	0.9051342
TCONS_00053431	TCONS_00030946	0.905135
TCONS_00019617	TCONS_00015836	0.9051352
TCONS_00045354	TCONS_00022836	0.9051353
TCONS_00014206	TCONS_00056851	0.9051353
TCONS_00021998	TCONS_00047290	0.90513533
TCONS_00018547	TCONS_00037709	0.90513563
TCONS_00028953	TCONS_00044235	0.9051357
TCONS_00054588	TCONS_00053878	0.9051358
TCONS_00014249	TCONS_00047885	0.017200859999999984
TCONS_00001141	TCONS_00004922	0.9051377
TCONS_00011489	TCONS_00015162	0.9051381
TCONS_00018209	TCONS_00037671	0.90513825
TCONS_00021998	TCONS_00012652	0.9051388
TCONS_00041694	TCONS_00015495	0.9051404
TCONS_00041694	TCONS_00013713	0.90514064
TCONS_00021202	TCONS_00015524	0.9051409
TCONS_00047299	TCONS_00042083	0.005879129999999955
TCONS_00006235	TCONS_00023533	0.90514463
TCONS_00028163	TCONS_00042087	0.90514493
TCONS_00029574	TCONS_00019326	0.9051451
TCONS_00021998	TCONS_00019286	0.9051452
TCONS_00018209	TCONS_00051526	0.90514535
TCONS_00055417	TCONS_00019704	0.90514565
TCONS_00045354	TCONS_00026249	0.9051471
TCONS_00057143	TCONS_00013878	0.90514886
TCONS_00037097	TCONS_00008062	0.9051495
TCONS_00030912	TCONS_00011122	0.9051495
TCONS_00027931	TCONS_00037714	0.9051497
TCONS_00027931	TCONS_00018355	0.90514994
TCONS_00011491	TCONS_00044773	0.9051505
TCONS_00011491	TCONS_00034601	0.90515053
TCONS_00028163	TCONS_00011491	0.9051506
TCONS_00020167	TCONS_00014716	0.9051506
TCONS_00006235	TCONS_00032861	0.90515083
TCONS_00045354	TCONS_00017535	0.9051511
TCONS_00011478	TCONS_00051741	0.90515137
TCONS_00021998	TCONS_00006395	0.9051514
TCONS_00012881	TCONS_00048617	0.9051515
TCONS_00041695	TCONS_00030543	0.9051524
TCONS_00008464	TCONS_00037487	0.90515304
TCONS_00020167	TCONS_00017320	0.90515316
TCONS_00018823	TCONS_00037714	0.9051538
TCONS_00042488	TCONS_00046501	0.011485999999999996
TCONS_00055417	TCONS_00003013	0.90515476
TCONS_00054588	TCONS_00008068	0.9051574
TCONS_00001951	TCONS_00054221	0.9051579
TCONS_00047299	TCONS_00026365	0.9051585
TCONS_00006235	TCONS_00044151	0.9051597
TCONS_00054588	TCONS_00051320	0.90515983
TCONS_00006235	TCONS_00048796	0.9051604
TCONS_00029143	TCONS_00015424	0.9051625
TCONS_00020167	TCONS_00055571	0.9051637
TCONS_00021998	TCONS_00029041	0.90516555
TCONS_00045354	TCONS_00011830	0.9051656
TCONS_00041694	TCONS_00033793	0.9051666
TCONS_00047299	TCONS_00046404	0.90516686
TCONS_00047299	TCONS_00020805	0.9051671
TCONS_00010310	TCONS_00026219	0.9051671
TCONS_00020167	TCONS_00053138	0.9051674
TCONS_00018547	TCONS_00030570	0.90516824
TCONS_00028502	TCONS_00015012	0.9051684
TCONS_00011489	TCONS_00028996	0.9051689
TCONS_00031046	TCONS_00051437	0.9051699
TCONS_00009689	TCONS_00013802	0.9051705
TCONS_00041694	TCONS_00045363	0.90517056
TCONS_00003964	TCONS_00020995	0.9051708
TCONS_00009611	TCONS_00016708	0.90517104
TCONS_00010310	TCONS_00028126	0.9051722
TCONS_00011336	TCONS_00054563	0.019050699999999976
TCONS_00037097	TCONS_00030947	0.90517354
TCONS_00014206	TCONS_00043269	0.90517354
TCONS_00057143	TCONS_00047232	0.90517503
TCONS_00011491	TCONS_00010237	0.9051753
TCONS_00011491	TCONS_00055917	0.9051755
TCONS_00011336	TCONS_00021701	0.9051756
TCONS_00041695	TCONS_00001128	0.90517724
TCONS_00028953	TCONS_00046619	0.9051773
TCONS_00019617	TCONS_00030832	0.9051773
TCONS_00011478	TCONS_00051236	0.90517765
TCONS_00045354	TCONS_00049257	0.9051777
TCONS_00042488	TCONS_00011327	0.02654970000000001
TCONS_00006235	TCONS_00007841	0.90517867
TCONS_00003964	TCONS_00017201	0.02625670000000002
TCONS_00056455	TCONS_00046062	0.9051799
TCONS_00008966	TCONS_00015591	0.9051816
TCONS_00009689	TCONS_00043669	0.90518177
TCONS_00001951	TCONS_00053783	0.00501739999999995
TCONS_00027932	TCONS_00042472	0.90518206
TCONS_00045354	TCONS_00013496	0.90518266
TCONS_00006235	TCONS_00017402	0.90518343
TCONS_00010310	TCONS_00010948	0.9051838
TCONS_00010310	TCONS_00022107	0.9051842
TCONS_00019617	TCONS_00052918	0.90518457
TCONS_00027931	TCONS_00054563	0.90518516
TCONS_00042488	TCONS_00019691	0.9051854
TCONS_00008967	TCONS_00028126	0.9051859
TCONS_00041694	TCONS_00015451	0.90518624
TCONS_00054588	TCONS_00044148	0.9051875
TCONS_00012881	TCONS_00010667	0.9051883
TCONS_00045354	TCONS_00005281	0.90518844
TCONS_00029574	TCONS_00020737	0.90518975
TCONS_00019617	TCONS_00008014	0.90519047
TCONS_00008464	TCONS_00028290	0.90519106
TCONS_00056455	TCONS_00029227	0.90519226
TCONS_00018547	TCONS_00004419	0.9051936
TCONS_00011336	TCONS_00047595	0.008556200000000014
TCONS_00003964	TCONS_00020436	0.90519404
TCONS_00028163	TCONS_00001576	0.90519446
TCONS_00045354	TCONS_00009015	0.9051948
TCONS_00057143	TCONS_00008916	0.9051957
TCONS_00003964	TCONS_00023129	0.9051968
TCONS_00047299	TCONS_00028312	0.90519696
TCONS_00025375	TCONS_00022803	0.021783160000000024
TCONS_00021202	TCONS_00012409	0.90519744
TCONS_00041695	TCONS_00017296	0.9052011
TCONS_00010310	TCONS_00003105	0.90520155
TCONS_00025375	TCONS_00006106	0.9052027
TCONS_00041694	TCONS_00030297	0.90520275
TCONS_00011478	TCONS_00006362	0.006047599999999931
TCONS_00011491	TCONS_00010744	0.9052029
TCONS_00007046	TCONS_00045190	0.9052035
TCONS_00020216	TCONS_00037485	0.9052036
TCONS_00027108	TCONS_00050927	0.9052054
TCONS_00045275	TCONS_00042985	0.026952600000000104
TCONS_00053431	TCONS_00014032	0.90520614
TCONS_00009689	TCONS_00034983	0.90520644
TCONS_00009611	TCONS_00006660	0.90520686
TCONS_00028953	TCONS_00011827	0.9052088
TCONS_00014206	TCONS_00011198	0.9052089
TCONS_00018209	TCONS_00039826	0.008588199999999935
TCONS_00021202	TCONS_00019945	0.90520924
TCONS_00037097	TCONS_00051396	0.9052094
TCONS_00045354	TCONS_00050269	0.9052094
TCONS_00021998	TCONS_00012946	0.90521055
TCONS_00021581	TCONS_00028683	0.90521127
TCONS_00014206	TCONS_00045856	0.9052136
TCONS_00028953	TCONS_00024224	0.905214
TCONS_00056455	TCONS_00014473	0.90521413
TCONS_00006235	TCONS_00055680	0.02370859999999997
TCONS_00012881	TCONS_00007666	0.9052149
TCONS_00057143	TCONS_00029005	0.90521497
TCONS_00028953	TCONS_00008724	0.905215
TCONS_00008967	TCONS_00042417	0.90521514
TCONS_00027108	TCONS_00039481	0.90521544
TCONS_00019617	TCONS_00032857	0.9052156
TCONS_00029143	TCONS_00015711	0.9052178
TCONS_00028502	TCONS_00017392	0.9052179
TCONS_00021994	TCONS_00018800	0.0028606999999999383
TCONS_00008966	TCONS_00049104	0.9052183
TCONS_00003964	TCONS_00009195	0.016631300000000016
TCONS_00027931	TCONS_00053708	0.90521884
TCONS_00006235	TCONS_00046496	0.9052189
TCONS_00025066	TCONS_00057120	0.9052191
TCONS_00045354	TCONS_00010503	0.9052191
TCONS_00009611	TCONS_00016640	0.90521955
TCONS_00053431	TCONS_00026088	0.02548921000000004
TCONS_00011491	TCONS_00009201	0.9052208
TCONS_00042488	TCONS_00053174	0.003122669999999994
TCONS_00005618	TCONS_00057012	0.90522087
TCONS_00029143	TCONS_00020044	0.90522367
TCONS_00018547	TCONS_00031058	0.90522385
TCONS_00045354	TCONS_00056322	0.9052239
TCONS_00011580	TCONS_00017385	0.90522414
TCONS_00008833	TCONS_00052265	0.90522414
TCONS_00024115	TCONS_00051526	0.90522486
TCONS_00011489	TCONS_00012749	0.90522546
TCONS_00029143	TCONS_00017186	0.9052256
TCONS_00006235	TCONS_00038650	0.9052265
TCONS_00011491	TCONS_00024264	0.9052268
TCONS_00014249	TCONS_00019100	0.90522695
TCONS_00010310	TCONS_00001078	0.90522736
TCONS_00027932	TCONS_00015891	0.90522754
TCONS_00012881	TCONS_00051747	0.905228
TCONS_00011478	TCONS_00007666	0.9052283
TCONS_00001951	TCONS_00006818	0.005991340000000012
TCONS_00045275	TCONS_00029247	0.9052293
TCONS_00014206	TCONS_00037890	0.90523076
TCONS_00037097	TCONS_00053533	0.90523154
TCONS_00045275	TCONS_00047224	0.9052317
TCONS_00027932	TCONS_00040348	0.9052319
TCONS_00009689	TCONS_00047441	0.90523225
TCONS_00054588	TCONS_00043407	0.9052323
TCONS_00019617	TCONS_00049505	0.905233
TCONS_00017780	TCONS_00016167	0.018749000000000016
TCONS_00012754	TCONS_00005594	0.90523326
TCONS_00041694	TCONS_00054534	0.90523326
TCONS_00011489	TCONS_00055493	0.90523374
TCONS_00031046	TCONS_00052761	0.90523434
TCONS_00028953	TCONS_00056291	0.90523434
TCONS_00046850	TCONS_00006251	0.9052344
TCONS_00057143	TCONS_00015707	0.90523523
TCONS_00017780	TCONS_00036984	0.90523535
TCONS_00027931	TCONS_00029827	0.90523535
TCONS_00041695	TCONS_00011013	0.90523624
TCONS_00018209	TCONS_00052910	0.90523624
TCONS_00041695	TCONS_00025510	0.90523666
TCONS_00018547	TCONS_00036247	0.9052367
TCONS_00010310	TCONS_00055858	0.9052371
TCONS_00009689	TCONS_00001241	0.9052375
TCONS_00028502	TCONS_00045499	0.90523803
TCONS_00006235	TCONS_00022723	0.90523833
TCONS_00041695	TCONS_00030837	0.9052396
TCONS_00041694	TCONS_00003890	0.9052415
TCONS_00029143	TCONS_00056526	0.9052417
TCONS_00020167	TCONS_00007514	0.90524244
TCONS_00014206	TCONS_00028957	0.9052427
TCONS_00021998	TCONS_00012553	0.905243
TCONS_00029574	TCONS_00028542	0.90524316
TCONS_00018547	TCONS_00049328	0.9052433
TCONS_00045275	TCONS_00021203	0.021622600000000047
TCONS_00053431	TCONS_00006002	0.00613510000000006
TCONS_00021202	TCONS_00026672	0.9052449
TCONS_00029143	TCONS_00007087	0.9052452
TCONS_00021998	TCONS_00010072	0.9052452
TCONS_00009611	TCONS_00042685	0.90524524
TCONS_00021202	TCONS_00006566	0.9052459
TCONS_00052518	TCONS_00011432	0.90524626
TCONS_00021202	TCONS_00014283	0.9052463
TCONS_00041695	TCONS_00034305	0.90524685
TCONS_00030624	TCONS_00054317	0.016490400000000016
TCONS_00021998	TCONS_00029652	0.9052469
TCONS_00045354	TCONS_00014355	0.90524817
TCONS_00014249	TCONS_00008157	0.012288929999999976
TCONS_00030624	TCONS_00054468	0.905249
TCONS_00021202	TCONS_00036592	0.90525013
TCONS_00025375	TCONS_00051204	0.01936345000000006
TCONS_00055417	TCONS_00030104	0.9052512
TCONS_00028953	TCONS_00003493	0.90525156
TCONS_00017529	TCONS_00029935	0.9052519
TCONS_00030624	TCONS_00038769	0.9052523
TCONS_00021202	TCONS_00042788	0.9052539
TCONS_00027932	TCONS_00051112	0.9052547
TCONS_00045354	TCONS_00029838	0.905255
TCONS_00056455	TCONS_00030467	0.9052551
TCONS_00018823	TCONS_00009689	0.90525544
TCONS_00027108	TCONS_00054329	0.90525705
TCONS_00003964	TCONS_00052043	0.90525705
TCONS_00006235	TCONS_00021581	0.90525806
TCONS_00013726	TCONS_00009348	0.9052584
TCONS_00008966	TCONS_00016588	0.90525866
TCONS_00028953	TCONS_00046849	0.9052597
TCONS_00021202	TCONS_00057067	0.9052603
TCONS_00021202	TCONS_00004577	0.9052616
TCONS_00013726	TCONS_00045275	0.90526175
TCONS_00019617	TCONS_00049680	0.9052619
TCONS_00057143	TCONS_00028970	0.9052622
TCONS_00007046	TCONS_00031453	0.9052625
TCONS_00029143	TCONS_00020436	0.90526253
TCONS_00027932	TCONS_00003478	0.90526265
TCONS_00037097	TCONS_00026364	0.90526354
TCONS_00055417	TCONS_00049680	0.9052639
TCONS_00006235	TCONS_00006284	0.905264
TCONS_00011478	TCONS_00015124	0.006602699999999961
TCONS_00008967	TCONS_00037584	0.90526515
TCONS_00019617	TCONS_00024325	0.9052655
TCONS_00021998	TCONS_00014471	0.9052659
TCONS_00009611	TCONS_00007984	0.9052662
TCONS_00020167	TCONS_00027604	0.90526634
TCONS_00019617	TCONS_00013940	0.9052667
TCONS_00028502	TCONS_00029000	0.9052678
TCONS_00030912	TCONS_00013518	0.90526855
TCONS_00045354	TCONS_00016022	0.90526897
TCONS_00041694	TCONS_00019272	0.9052699
TCONS_00053533	TCONS_00014245	0.90527016
TCONS_00052518	TCONS_00021610	0.90527344
TCONS_00047299	TCONS_00039490	0.011858999999999953
TCONS_00025375	TCONS_00045407	0.9052747
TCONS_00018209	TCONS_00051254	0.025533560000000066
TCONS_00009689	TCONS_00026489	0.90527576
TCONS_00005618	TCONS_00006106	0.9052774
TCONS_00012754	TCONS_00015012	0.9052782
TCONS_00021994	TCONS_00007071	0.02044570000000001
TCONS_00010310	TCONS_00037714	0.9052794
TCONS_00056455	TCONS_00050798	0.9052799
TCONS_00001141	TCONS_00045354	0.9052802
TCONS_00041695	TCONS_00031688	0.90528023
TCONS_00012754	TCONS_00003577	0.9052812
TCONS_00054588	TCONS_00029913	0.90528136
TCONS_00041695	TCONS_00021917	0.9052815
TCONS_00011336	TCONS_00030978	0.9052818
TCONS_00006235	TCONS_00026672	0.9052818
TCONS_00011491	TCONS_00028797	0.90528196
TCONS_00045275	TCONS_00019461	0.016017100000000006
TCONS_00018547	TCONS_00025548	0.90528274
TCONS_00027932	TCONS_00046498	0.9052836
TCONS_00010310	TCONS_00015571	0.90528363
TCONS_00027932	TCONS_00024067	0.9052838
TCONS_00008966	TCONS_00001078	0.9052839
TCONS_00029574	TCONS_00018228	0.9052846
TCONS_00010310	TCONS_00027411	0.90528506
TCONS_00019617	TCONS_00053625	0.9052851
TCONS_00025375	TCONS_00012670	0.014377540000000022
TCONS_00009689	TCONS_00052918	0.9052857
TCONS_00056455	TCONS_00027001	0.905286
TCONS_00025375	TCONS_00053785	0.008809600000000084
TCONS_00014249	TCONS_00017224	0.028264159999999983
TCONS_00019617	TCONS_00027189	0.90528727
TCONS_00054588	TCONS_00057045	0.9052884
TCONS_00019617	TCONS_00030172	0.9052884
TCONS_00014206	TCONS_00014704	0.9052895
TCONS_00011478	TCONS_00038769	0.9052896
TCONS_00028502	TCONS_00049724	0.9052906
TCONS_00053533	TCONS_00007186	0.9052926
TCONS_00024002	TCONS_00039493	0.0007758199999999826
TCONS_00027931	TCONS_00021829	0.90529484
TCONS_00042488	TCONS_00011489	0.90529484
TCONS_00011491	TCONS_00025516	0.90529543
TCONS_00018547	TCONS_00014951	0.90529555
TCONS_00037097	TCONS_00051943	0.9052966
TCONS_00006235	TCONS_00030460	0.9052971
TCONS_00008967	TCONS_00046680	0.9052975
TCONS_00008967	TCONS_00045615	0.90529865
TCONS_00025066	TCONS_00049778	0.0015727900000001016
TCONS_00008966	TCONS_00025702	0.905299
TCONS_00008967	TCONS_00051973	0.9052996
TCONS_00021994	TCONS_00000410	0.90529984
TCONS_00029143	TCONS_00015571	0.9053005
TCONS_00054588	TCONS_00014244	0.9053015
TCONS_00012881	TCONS_00024001	0.90530163
TCONS_00011478	TCONS_00000219	0.9053017
TCONS_00012881	TCONS_00053091	0.905302
TCONS_00014206	TCONS_00055128	0.90530235
TCONS_00021994	TCONS_00044099	0.014786049999999995
TCONS_00021998	TCONS_00025516	0.9053043
TCONS_00041695	TCONS_00040128	0.90530527
TCONS_00041694	TCONS_00055899	0.90530586
TCONS_00037097	TCONS_00028970	0.90530604
TCONS_00057143	TCONS_00029491	0.90530694
TCONS_00011489	TCONS_00050034	0.9053074
TCONS_00056455	TCONS_00019894	0.9053085
TCONS_00030624	TCONS_00027413	0.90530884
TCONS_00021202	TCONS_00051033	0.90531
TCONS_00046850	TCONS_00015131	0.90531
TCONS_00029574	TCONS_00044164	0.9053105
TCONS_00009611	TCONS_00000105	0.905311
TCONS_00008967	TCONS_00042105	0.90531105
TCONS_00029143	TCONS_00014978	0.90531164
TCONS_00013726	TCONS_00044164	0.90531176
TCONS_00009689	TCONS_00051137	0.90531206
TCONS_00011489	TCONS_00019864	0.9053123
TCONS_00031046	TCONS_00042715	0.9053124
TCONS_00012754	TCONS_00009329	0.90531284
TCONS_00021202	TCONS_00030536	0.9053132
TCONS_00021998	TCONS_00056947	0.90531325
TCONS_00053431	TCONS_00007069	0.018023239999999996
TCONS_00027932	TCONS_00055126	0.9053135
TCONS_00021202	TCONS_00039477	0.905314
TCONS_00021581	TCONS_00025700	0.9053143
TCONS_00054588	TCONS_00025522	0.9053146
TCONS_00020167	TCONS_00000425	0.9053147
TCONS_00031046	TCONS_00001951	0.9053152
TCONS_00012881	TCONS_00043700	0.9053155
TCONS_00047299	TCONS_00049328	0.008284239999999943
TCONS_00029143	TCONS_00052835	0.9053159
TCONS_00009611	TCONS_00021695	0.90531594
TCONS_00009689	TCONS_00039153	0.905316
TCONS_00027932	TCONS_00013743	0.9053162
TCONS_00021202	TCONS_00056642	0.9053164
TCONS_00012881	TCONS_00045051	0.9053166
TCONS_00003964	TCONS_00006803	0.02383683999999997
TCONS_00006235	TCONS_00014401	0.9053184
TCONS_00021998	TCONS_00016640	0.9053187
TCONS_00029830	TCONS_00010068	0.90531886
TCONS_00056455	TCONS_00039831	0.9053192
TCONS_00020167	TCONS_00005147	0.9053196
TCONS_00009689	TCONS_00021686	0.90531987
TCONS_00052518	TCONS_00010351	0.90532005
TCONS_00021994	TCONS_00015238	0.905321
TCONS_00028953	TCONS_00027303	0.90532154
TCONS_00054588	TCONS_00027566	0.9053227
TCONS_00012754	TCONS_00040352	0.90532285
TCONS_00010310	TCONS_00010986	0.90532386
TCONS_00025375	TCONS_00017392	0.0068782400000000354
TCONS_00028163	TCONS_00022209	0.90532464
TCONS_00053533	TCONS_00005118	0.90532464
TCONS_00027108	TCONS_00029827	0.9053247
TCONS_00027932	TCONS_00018195	0.90532476
TCONS_00008966	TCONS_00021406	0.90532523
TCONS_00055417	TCONS_00004483	0.9053253
TCONS_00020167	TCONS_00029281	0.90532565
TCONS_00019617	TCONS_00019416	0.9053261
TCONS_00021994	TCONS_00041453	0.009161149999999951
TCONS_00045354	TCONS_00019274	0.9053287
TCONS_00037097	TCONS_00026389	0.90532887
TCONS_00025375	TCONS_00017834	0.010012210000000077
TCONS_00037097	TCONS_00004131	0.9053304
TCONS_00057143	TCONS_00012135	0.90533113
TCONS_00020167	TCONS_00009605	0.9053319
TCONS_00006235	TCONS_00031081	0.9053321
TCONS_00045354	TCONS_00055126	0.9053324
TCONS_00047299	TCONS_00030717	0.008848760000000011
TCONS_00041695	TCONS_00021848	0.90533406
TCONS_00042488	TCONS_00042557	0.02630507000000004
TCONS_00053431	TCONS_00046489	0.90533596
TCONS_00024002	TCONS_00016102	0.90533674
TCONS_00057143	TCONS_00019685	0.90533704
TCONS_00029143	TCONS_00006803	0.9053372
TCONS_00009689	TCONS_00030297	0.9053385
TCONS_00011491	TCONS_00010091	0.9053388
TCONS_00009689	TCONS_00046496	0.9053394
TCONS_00021998	TCONS_00009201	0.9053398
TCONS_00052518	TCONS_00042542	0.90533984
TCONS_00041694	TCONS_00000579	0.9053411
TCONS_00013726	TCONS_00018638	0.9053421
TCONS_00045275	TCONS_00015689	0.90534264
TCONS_00045275	TCONS_00042862	0.01691240000000005
TCONS_00008967	TCONS_00046367	0.9053454
TCONS_00020216	TCONS_00052265	0.9053457
TCONS_00021998	TCONS_00015458	0.90534574
TCONS_00041694	TCONS_00031059	0.90534717
TCONS_00055417	TCONS_00037718	0.004260750000000035
TCONS_00010310	TCONS_00050566	0.905348
TCONS_00041694	TCONS_00027515	0.90534943
TCONS_00006235	TCONS_00055460	0.01366023999999999
TCONS_00005618	TCONS_00030309	0.90534973
TCONS_00008967	TCONS_00011565	0.9053498
TCONS_00029574	TCONS_00049241	0.9053501
TCONS_00053533	TCONS_00029935	0.90535086
TCONS_00041695	TCONS_00023955	0.9053533
TCONS_00041695	TCONS_00010046	0.9053535
TCONS_00009689	TCONS_00009513	0.9053541
TCONS_00012881	TCONS_00057267	0.9053551
TCONS_00006235	TCONS_00041317	0.90535545
TCONS_00027931	TCONS_00012101	0.9053564
TCONS_00046850	TCONS_00029610	0.9053566
TCONS_00009689	TCONS_00055897	0.905357
TCONS_00012754	TCONS_00003105	0.90536004
TCONS_00008966	TCONS_00055405	0.9053616
TCONS_00029574	TCONS_00003400	0.905362
TCONS_00024115	TCONS_00007666	0.9053638
TCONS_00027932	TCONS_00014471	0.9053647
TCONS_00028502	TCONS_00028055	0.90536577
TCONS_00011478	TCONS_00027025	0.905366
TCONS_00001141	TCONS_00021701	0.9053666
TCONS_00057143	TCONS_00024189	0.90536684
TCONS_00037097	TCONS_00031434	0.9053673
TCONS_00009611	TCONS_00052461	0.9053673
TCONS_00027932	TCONS_00046617	0.9053677
TCONS_00014206	TCONS_00046404	0.9053679
TCONS_00011491	TCONS_00001205	0.9053689
TCONS_00053431	TCONS_00050868	0.9053695
TCONS_00021202	TCONS_00021913	0.9053696
TCONS_00009689	TCONS_00006897	0.90537024
TCONS_00011580	TCONS_00030629	0.90537083
TCONS_00018823	TCONS_00050566	0.905371
TCONS_00025375	TCONS_00019581	0.90537167
TCONS_00011489	TCONS_00036891	0.905372
TCONS_00037097	TCONS_00016131	0.9053726
TCONS_00028163	TCONS_00044164	0.9053731
TCONS_00011478	TCONS_00044694	0.9053732
TCONS_00027931	TCONS_00049697	0.9053733
TCONS_00028502	TCONS_00053925	0.90537435
TCONS_00029830	TCONS_00012353	0.90537536
TCONS_00017780	TCONS_00052754	0.015944499999999917
TCONS_00019617	TCONS_00056105	0.9053771
TCONS_00042488	TCONS_00028396	0.9053772
TCONS_00053431	TCONS_00030629	0.90537775
TCONS_00008966	TCONS_00002698	0.90537816
TCONS_00025066	TCONS_00021411	0.004199210000000009
TCONS_00041695	TCONS_00021129	0.9053786
TCONS_00008966	TCONS_00009689	0.9053791
TCONS_00041694	TCONS_00042486	0.90537935
TCONS_00011478	TCONS_00027384	0.005549200000000032
TCONS_00011336	TCONS_00008119	0.017764960000000052
TCONS_00011336	TCONS_00046533	0.013917500000000027
TCONS_00027932	TCONS_00043450	0.9053803
TCONS_00041695	TCONS_00012520	0.9053803
TCONS_00014206	TCONS_00015357	0.90538114
TCONS_00030624	TCONS_00053186	0.90538114
TCONS_00009689	TCONS_00030290	0.9053814
TCONS_00009689	TCONS_00047444	0.905382
TCONS_00029143	TCONS_00036511	0.9053826
TCONS_00006235	TCONS_00029794	0.02487223999999999
TCONS_00029143	TCONS_00004451	0.9053858
TCONS_00041694	TCONS_00015366	0.9053861
TCONS_00041694	TCONS_00012415	0.9053865
TCONS_00021581	TCONS_00012458	0.90538806
TCONS_00011491	TCONS_00037810	0.018037560000000008
TCONS_00027932	TCONS_00007967	0.9053888
TCONS_00057143	TCONS_00020206	0.9053888
TCONS_00011491	TCONS_00048191	0.014208250000000033
TCONS_00025375	TCONS_00029492	0.90538913
TCONS_00045354	TCONS_00004282	0.90538985
TCONS_00056455	TCONS_00038524	0.9053902
TCONS_00027932	TCONS_00047290	0.90539086
TCONS_00008967	TCONS_00021349	0.90539235
TCONS_00053431	TCONS_00038519	0.90539294
TCONS_00028953	TCONS_00011478	0.9053939
TCONS_00027932	TCONS_00030150	0.90539396
TCONS_00009611	TCONS_00009127	0.9053948
TCONS_00052518	TCONS_00054929	0.90539485
TCONS_00028163	TCONS_00001339	0.9053951
TCONS_00057143	TCONS_00000855	0.90539515
TCONS_00010310	TCONS_00013876	0.90539664
TCONS_00008464	TCONS_00019326	0.90539676
TCONS_00031046	TCONS_00035180	0.9053969
TCONS_00011489	TCONS_00020160	0.9053974
TCONS_00021994	TCONS_00025963	0.00391045000000001
TCONS_00025066	TCONS_00053250	0.007308199999999987
TCONS_00053431	TCONS_00043703	0.90539867
TCONS_00011489	TCONS_00032840	0.90539885
TCONS_00027932	TCONS_00011772	0.9053993
TCONS_00021202	TCONS_00052856	0.9053996
TCONS_00045275	TCONS_00001410	0.008195290000000077
TCONS_00045275	TCONS_00006518	0.90540177
TCONS_00018547	TCONS_00007057	0.90540296
