Orthogroup	DROME	OWEFU
OG0005755	DROME09852	OFUSG05141.1.p1, OFUSG05141.2.p1
OG0005758	DROME02962	OFUSG24779.1.p1
OG0005759	DROME06016	OFUSG11098.1.p1
OG0005760	DROME05727, DROME05728, DROME05730, DROME05729	OFUSG17310.1.p1
OG0005761	DROME18137, DROME18138	OFUSG14829.1.p1
OG0005762	DROME15581	OFUSG21909.1.p1
OG0005764	DROME08532	OFUSG20153.1.p1
OG0005765	DROME14596	OFUSG06503.1.p1
OG0005766	DROME09826, DROME09825, DROME09827	OFUSG23322.1.p1
OG0005769	DROME03529, DROME03528	OFUSG08073.1.p1
OG0005770	DROME01271, DROME01270	OFUSG20356.1.p1
OG0005771	DROME11559	OFUSG09411.1.p1
OG0005772	DROME11383	OFUSG16894.1.p1, OFUSG16894.2.p1
OG0005774	DROME03197	OFUSG15936.1.p1
OG0005775	DROME14248, DROME03634	OFUSG17839.1.p1
OG0005776	DROME05892	OFUSG10855.1.p1
OG0005777	DROME12481	OFUSG00897.1.p1
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	OFUSG12005.1.p1
OG0005779	DROME08845	OFUSG10893.1.p1
OG0005783	DROME16358	OFUSG18976.1.p1
OG0005784	DROME20576	OFUSG19490.1.p1
OG0005787	DROME16644, DROME18583	OFUSG04634.1.p1
OG0005788	DROME01890	OFUSG07622.1.p1
OG0005789	DROME02052	OFUSG04945.1.p1
OG0005790	DROME02319	OFUSG11378.1.p1
OG0005791	DROME09196, DROME09195	OFUSG16958.2.p1, OFUSG16958.1.p1
OG0005792	DROME04031	OFUSG26966.2.p1, OFUSG26966.1.p1
OG0005793	DROME13741	OFUSG00069.2.p1, OFUSG00069.1.p1
OG0005794	DROME20570	OFUSG15800.1.p1, OFUSG15800.2.p1
OG0005795	DROME00921	OFUSG02404.1.p1
OG0005796	DROME21579	OFUSG09979.1.p1
OG0005797	DROME13677	OFUSG12084.1.p1
OG0005798	DROME00436	OFUSG06068.2.p1, OFUSG06068.1.p1
OG0005799	DROME17772	OFUSG21840.1.p1
OG0005800	DROME14692	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	DROME20251, DROME13442	OFUSG20252.1.p1
OG0005802	DROME18658	OFUSG01814.1.p1
OG0005803	DROME06804	OFUSG12897.1.p1
OG0005804	DROME00221	OFUSG00462.1.p1
OG0005805	DROME18523	OFUSG23874.1.p1
OG0005807	DROME15016	OFUSG00900.1.p1
OG0005808	DROME15577	OFUSG00527.1.p1
OG0005811	DROME15005, DROME15004	OFUSG11247.1.p1
OG0005812	DROME17684	OFUSG11647.1.p1
OG0005813	DROME18740, DROME18739, DROME08278	OFUSG22619.1.p1
OG0005815	DROME17829	OFUSG24013.1.p1
OG0005817	DROME00446	OFUSG14857.1.p1
OG0005818	DROME21049	OFUSG06441.1.p1, OFUSG06441.2.p1
OG0005819	DROME10881	OFUSG17295.1.p1
OG0005820	DROME07974	OFUSG05031.1.p1
OG0005821	DROME18765	OFUSG09342.1.p1, OFUSG09343.1.p1
OG0005822	DROME00384	OFUSG12585.1.p1
OG0005823	DROME16943	OFUSG25743.1.p1
OG0005824	DROME14993	OFUSG09743.1.p1
OG0005827	DROME03179	OFUSG25115.1.p1
OG0005830	DROME09394	OFUSG10185.1.p1
OG0005831	DROME02056	OFUSG20334.1.p1
OG0005832	DROME03903	OFUSG20421.1.p1
OG0005833	DROME14025	OFUSG11209.1.p1
OG0005834	DROME09861, DROME09860	OFUSG25449.1.p1, OFUSG25449.2.p1
OG0005835	DROME10113	OFUSG24596.1.p1
OG0005836	DROME02540	OFUSG06015.1.p1
OG0005837	DROME19685	OFUSG26386.1.p1
OG0005840	DROME12810, DROME12811	OFUSG17218.1.p1
OG0005842	DROME03001	OFUSG17014.1.p1
OG0005843	DROME07738	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005845	DROME12524	OFUSG18858.1.p1, OFUSG18853.1.p1
OG0005846	DROME18114	OFUSG12015.1.p1
OG0005847	DROME12864	OFUSG21573.1.p1
OG0005849	DROME15063, DROME15062	OFUSG13675.1.p1
OG0005850	DROME15741, DROME15742	OFUSG13683.1.p1
OG0005851	DROME06389, DROME06388	OFUSG17159.1.p1
OG0005853	DROME18489, DROME18488	OFUSG12469.1.p1
OG0005857	DROME13133, DROME13132	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1
OG0005858	DROME10288, DROME10287	OFUSG23890.1.p1
OG0005859	DROME01874	OFUSG25456.1.p1
OG0005860	DROME13592	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005861	DROME20036	OFUSG12753.1.p1
OG0005863	DROME00631	OFUSG11072.1.p1
OG0005864	DROME21983	OFUSG19504.1.p1
OG0005869	DROME01674	OFUSG03581.1.p1
OG0005870	DROME19873	OFUSG23370.1.p1
OG0005871	DROME05632, DROME05631	OFUSG02901.1.p1
OG0005872	DROME00389	OFUSG04199.1.p1
OG0005874	DROME03501	OFUSG03952.1.p1
OG0005875	DROME06773	OFUSG14727.1.p1
OG0005877	DROME06392	OFUSG21409.1.p1
OG0005878	DROME19123	OFUSG25068.1.p1
OG0005879	DROME20321	OFUSG20758.1.p1
OG0005880	DROME17652, DROME17653	OFUSG19008.1.p1
OG0005883	DROME19395	OFUSG07782.1.p1
OG0005884	DROME08061	OFUSG11294.1.p1
OG0005886	DROME01867	OFUSG12295.1.p1
OG0005888	DROME16104	OFUSG10914.1.p1
OG0005889	DROME14304, DROME07617	OFUSG00364.1.p1
OG0005890	DROME19088	OFUSG21628.1.p1
OG0005891	DROME11287	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1
OG0005892	DROME10375, DROME10374	OFUSG04898.1.p1
OG0005893	DROME16783	OFUSG03818.1.p1
OG0005894	DROME11886	OFUSG03001.1.p1
OG0005895	DROME02103	OFUSG17312.1.p1
OG0005896	DROME06811	OFUSG13776.1.p1
OG0005897	DROME19090	OFUSG08962.1.p1
OG0005898	DROME06116	OFUSG11992.1.p1
OG0005899	DROME02184	OFUSG07835.1.p1
OG0005901	DROME08625, DROME08624	OFUSG04944.1.p1
OG0005902	DROME12748	OFUSG23218.1.p1, OFUSG23218.2.p1
OG0005903	DROME19765	OFUSG19287.1.p1
OG0005904	DROME00138	OFUSG26578.1.p1
OG0005905	DROME08071	OFUSG04574.1.p1
OG0005906	DROME04737, DROME04735, DROME04736	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1
OG0005907	DROME03221	OFUSG05842.1.p1, OFUSG05842.2.p1
OG0005909	DROME01192	OFUSG09455.1.p1
OG0005914	DROME08503, DROME08502	OFUSG05820.1.p1
OG0005919	DROME03002	OFUSG08279.1.p1
OG0005921	DROME05740	OFUSG07760.1.p1
OG0005922	DROME13644, DROME13643	OFUSG06033.1.p1
OG0005923	DROME01141, DROME01142	OFUSG14662.1.p1
OG0005925	DROME01094	OFUSG24758.1.p1, OFUSG17015.1.p1, OFUSG17016.1.p1
OG0005926	DROME12066, DROME12065	OFUSG20254.1.p1
OG0005929	DROME01196	OFUSG17666.1.p1
OG0005931	DROME08847	OFUSG05791.1.p1
OG0005932	DROME15731	OFUSG06461.1.p1
OG0005933	DROME19096, DROME19097	OFUSG11758.1.p1
OG0005936	DROME12077	OFUSG01618.1.p1
OG0005937	DROME14657	OFUSG19124.1.p1
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	OFUSG13529.1.p1
OG0005940	DROME18687	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005941	DROME14278	OFUSG12577.1.p1
OG0005942	DROME17395	OFUSG15333.1.p1, OFUSG15333.2.p1
OG0005943	DROME01109	OFUSG10771.1.p1
OG0005944	DROME21720	OFUSG11270.1.p1
OG0005946	DROME15326	OFUSG06828.1.p1
OG0005949	DROME10426	OFUSG22404.1.p1
OG0005950	DROME10950	OFUSG13388.1.p1
OG0005952	DROME19643	OFUSG05541.1.p1
OG0005953	DROME11680	OFUSG08521.1.p1
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	OFUSG09500.1.p1
OG0005960	DROME11094, DROME11095	OFUSG15605.1.p1
OG0005963	DROME00894	OFUSG20536.1.p1
OG0005965	DROME15552	OFUSG06524.1.p1
OG0005966	DROME04950	OFUSG10960.1.p1
OG0005967	DROME16596, DROME14482	OFUSG11067.1.p1
OG0005968	DROME21030, DROME16013, DROME08290	OFUSG22986.1.p1
OG0005969	DROME08256, DROME08257	OFUSG11541.1.p1
OG0005970	DROME13325	OFUSG26446.1.p1
OG0005972	DROME16733	OFUSG26008.1.p1
OG0005973	DROME03261	OFUSG12086.1.p1
OG0005974	DROME09177	OFUSG07735.1.p1
OG0005975	DROME01949	OFUSG02665.1.p1
OG0005976	DROME19287	OFUSG10552.1.p1
OG0005977	DROME08531	OFUSG00577.1.p1
OG0005978	DROME03284	OFUSG23255.1.p1
OG0005980	DROME21461	OFUSG07813.1.p1
OG0005981	DROME05700	OFUSG05221.1.p1
OG0005982	DROME01959	OFUSG21165.2.p1, OFUSG21165.1.p1
OG0005984	DROME20805	OFUSG13326.1.p2
OG0005985	DROME12892	OFUSG15946.1.p1, OFUSG15946.2.p1
OG0005986	DROME07616	OFUSG11573.1.p1
OG0005987	DROME16681	OFUSG25797.1.p1
OG0005988	DROME04858	OFUSG21810.1.p1
OG0005989	DROME01935, DROME02497	OFUSG01513.1.p1
OG0005993	DROME01845	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005995	DROME10672	OFUSG06297.2.p1, OFUSG06297.1.p1
OG0005997	DROME05226	OFUSG03882.1.p1
OG0005998	DROME05475	OFUSG22178.1.p1
OG0006002	DROME16784	OFUSG25385.2.p1, OFUSG25385.1.p1
OG0006003	DROME10360	OFUSG13243.1.p1
OG0006004	DROME09659	OFUSG04708.1.p1
OG0006005	DROME21221	OFUSG03031.1.p1
OG0006009	DROME04529, DROME04530	OFUSG08905.1.p1
OG0006010	DROME07208	OFUSG15378.1.p1
OG0006011	DROME05625	OFUSG14917.1.p1
OG0006012	DROME04986	OFUSG08437.1.p1
OG0006013	DROME08145	OFUSG06984.1.p1
OG0006015	DROME04440, DROME04441	OFUSG14070.1.p1
OG0006059	DROME07767	OFUSG23068.1.p1
OG0006061	DROME04698	OFUSG19640.1.p1
OG0006062	DROME04067	OFUSG01991.1.p1
OG0006064	DROME01128	OFUSG11055.1.p1
OG0006065	DROME06304	OFUSG08860.1.p1
OG0006066	DROME20062	OFUSG20129.1.p1
OG0006069	DROME20187	OFUSG17874.1.p1
OG0006070	DROME16601, DROME16602	OFUSG18465.2.p1, OFUSG18465.1.p1
OG0006072	DROME01673	OFUSG08554.1.p1
OG0006073	DROME14553	OFUSG12465.1.p1
OG0006074	DROME19848	OFUSG21967.1.p1
OG0006077	DROME09385	OFUSG04314.2.p1, OFUSG04314.1.p1
OG0006078	DROME02001	OFUSG08226.1.p1
OG0006079	DROME02616	OFUSG09712.1.p1
OG0006081	DROME14279	OFUSG12054.1.p1
OG0006085	DROME12364	OFUSG07767.1.p1
OG0006087	DROME12774	OFUSG04846.1.p1
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	OFUSG11763.1.p1
OG0006094	DROME09863, DROME00849, DROME00848	OFUSG14093.1.p1
OG0006095	DROME21969	OFUSG07940.1.p1
OG0006096	DROME21245	OFUSG24017.1.p1
OG0006098	DROME05931	OFUSG23100.1.p1
OG0006099	DROME11739	OFUSG10373.1.p1
OG0006100	DROME05018	OFUSG20683.1.p1, OFUSG20683.2.p1
OG0006101	DROME04360	OFUSG03991.1.p1
OG0006102	DROME01980	OFUSG19676.1.p1
OG0006103	DROME10210	OFUSG01720.1.p1
OG0006104	DROME15737	OFUSG17815.1.p1
OG0006106	DROME20870	OFUSG21364.1.p1
OG0006108	DROME09376	OFUSG07116.2.p1, OFUSG07116.1.p1
OG0006111	DROME12496	OFUSG02888.1.p1, OFUSG02888.2.p1
OG0006113	DROME04342	OFUSG23106.1.p1
OG0006114	DROME20935	OFUSG19163.1.p1, OFUSG19163.2.p1
OG0006115	DROME16296	OFUSG00714.1.p1
OG0006116	DROME02301, DROME02300	OFUSG25222.1.p1
OG0006117	DROME10279	OFUSG18117.1.p1
OG0006118	DROME20483	OFUSG20873.1.p1
OG0006119	DROME12941	OFUSG06087.1.p1
OG0006120	DROME13128, DROME13130, DROME13129	OFUSG09857.1.p1
OG0006121	DROME18148	OFUSG19387.1.p1
OG0006122	DROME00796	OFUSG09987.1.p1
OG0006123	DROME16430	OFUSG06720.1.p1, OFUSG06720.2.p1
OG0006124	DROME13739	OFUSG00285.1.p1
OG0006125	DROME02053	OFUSG11859.1.p1
OG0006127	DROME03260	OFUSG20864.1.p1
OG0006128	DROME07922	OFUSG20481.1.p1
OG0006129	DROME09781	OFUSG03702.1.p1
OG0006130	DROME17498, DROME17499	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1
OG0006132	DROME06118	OFUSG05598.1.p1
OG0006133	DROME07717	OFUSG02487.2.p1, OFUSG02487.1.p1
OG0006134	DROME13718	OFUSG20774.1.p1
OG0006135	DROME08697	OFUSG06396.1.p1
OG0006136	DROME10851	OFUSG23390.1.p1
OG0006137	DROME09569	OFUSG00472.1.p1
OG0006140	DROME15748	OFUSG21427.1.p1
OG0006141	DROME18067, DROME07431	OFUSG08472.1.p1
OG0006144	DROME00549	OFUSG11476.1.p1
OG0006145	DROME11050	OFUSG26431.1.p1
OG0006148	DROME10799	OFUSG12608.2.p1, OFUSG12608.1.p1
OG0006151	DROME20478	OFUSG26365.1.p1
OG0006152	DROME08871	OFUSG17669.1.p1
OG0006155	DROME18085	OFUSG16111.1.p1
OG0006156	DROME10247	OFUSG25901.1.p1
OG0006159	DROME13858	OFUSG17578.1.p1
OG0006160	DROME03637	OFUSG06311.1.p1
OG0006161	DROME18089, DROME18090, DROME18088	OFUSG26464.1.p1
OG0006164	DROME09119	OFUSG20681.1.p1
OG0006168	DROME15944, DROME18911	OFUSG09932.1.p1
OG0006169	DROME10283	OFUSG03654.1.p1
OG0006170	DROME14914	OFUSG12803.1.p1
OG0006171	DROME09393	OFUSG12299.1.p1
OG0006172	DROME00114	OFUSG12254.1.p1
OG0006179	DROME10214	OFUSG00965.1.p1
OG0006180	DROME17033	OFUSG20562.1.p1
OG0006181	DROME14871	OFUSG12429.1.p1
OG0006182	DROME01649	OFUSG13754.1.p1
OG0006183	DROME14997	OFUSG10917.1.p1
OG0006184	DROME06994, DROME06993	OFUSG10581.1.p1, OFUSG10581.2.p1
OG0006185	DROME15598	OFUSG20989.1.p1
OG0006186	DROME01316	OFUSG01099.1.p1
OG0006187	DROME00876	OFUSG08513.1.p1, OFUSG08513.2.p1
OG0006188	DROME00301	OFUSG21112.1.p1
OG0006191	DROME00877, DROME00878	OFUSG08997.1.p1
OG0006192	DROME00106	OFUSG16119.2.p1, OFUSG16119.1.p1
OG0006193	DROME02189	OFUSG04368.1.p1
OG0006195	DROME11802, DROME11801	OFUSG22190.1.p1
OG0006196	DROME01357	OFUSG14687.1.p1
OG0006199	DROME19122	OFUSG26580.1.p1
OG0006200	DROME03216, DROME03215	OFUSG10180.1.p1
OG0006202	DROME06452, DROME06451	OFUSG23082.1.p1
OG0006204	DROME02906	OFUSG22319.1.p1
OG0006206	DROME19558	OFUSG12324.1.p1
OG0006208	DROME15732	OFUSG09617.1.p1
OG0006210	DROME19094	OFUSG23024.1.p1, OFUSG23007.1.p1
OG0006211	DROME17799, DROME17798, DROME17797	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1
OG0006212	DROME12458	OFUSG02207.1.p1, OFUSG02207.2.p1
OG0006213	DROME10052	OFUSG04619.1.p1
OG0006214	DROME05227	OFUSG00232.1.p1
OG0006216	DROME02380	OFUSG08899.1.p1
OG0006217	DROME19224	OFUSG21430.1.p1
OG0006220	DROME10027	OFUSG13524.1.p1
OG0006224	DROME18810	OFUSG21235.1.p1
OG0006226	DROME08310	OFUSG17713.2.p1, OFUSG17713.1.p1
OG0006227	DROME03457	OFUSG06764.1.p1
OG0006228	DROME12195, DROME12196, DROME12194, DROME12193	OFUSG00684.1.p1
OG0006229	DROME16720	OFUSG03312.1.p1, OFUSG03312.2.p1
OG0006230	DROME05693	OFUSG13630.1.p1
OG0006231	DROME06401, DROME06402, DROME06407	OFUSG13273.1.p1, OFUSG13275.1.p1
OG0006232	DROME06119	OFUSG16492.2.p1, OFUSG16492.1.p1
OG0006233	DROME13881	OFUSG09219.1.p1
OG0006234	DROME22062, DROME22061	OFUSG13071.1.p1
OG0006235	DROME20311	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1
OG0006238	DROME09754	OFUSG26669.1.p1
OG0006239	DROME10114	OFUSG20238.1.p1
OG0006240	DROME19140, DROME08600	OFUSG07675.1.p1
OG0006242	DROME07675, DROME07676	OFUSG10779.1.p1
OG0006243	DROME14457	OFUSG08426.1.p1
OG0006244	DROME17166, DROME17165	OFUSG15035.1.p1, OFUSG15035.2.p1
OG0006245	DROME02108, DROME02107	OFUSG15791.1.p1
OG0006246	DROME19004	OFUSG08845.1.p1
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	OFUSG08877.1.p1, OFUSG08877.2.p1
OG0006248	DROME03264	OFUSG14183.1.p1
OG0006249	DROME20245	OFUSG24697.1.p1
OG0006250	DROME17023	OFUSG20233.1.p1
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	OFUSG24167.1.p1
OG0006254	DROME10801	OFUSG09915.1.p1, OFUSG26243.1.p1
OG0006258	DROME18180, DROME18181, DROME18179	OFUSG03856.1.p1
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	OFUSG23380.2.p1, OFUSG23380.1.p1
OG0006260	DROME16552	OFUSG05929.1.p1
OG0006262	DROME05994	OFUSG05390.1.p1
OG0006263	DROME01003	OFUSG20709.1.p1
OG0006264	DROME01178	OFUSG07824.1.p1
OG0006267	DROME04482	OFUSG10940.1.p1
OG0006268	DROME16986	OFUSG14220.1.p1
OG0006270	DROME07884	OFUSG08585.1.p1
OG0006271	DROME13584	OFUSG01027.1.p1
OG0006273	DROME19288, DROME09384, DROME20348	OFUSG20420.2.p1, OFUSG20420.1.p1
OG0006275	DROME11545	OFUSG01454.1.p1
OG0006276	DROME12088	OFUSG12127.1.p1
OG0006277	DROME15668	OFUSG15168.1.p1
OG0006278	DROME09293	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1
OG0006279	DROME05154	OFUSG00790.1.p1
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	OFUSG25094.1.p1
OG0006281	DROME21723, DROME21724	OFUSG00050.2.p1, OFUSG00050.1.p1
OG0006283	DROME18093	OFUSG26352.1.p1
OG0006284	DROME06978	OFUSG23445.1.p1
OG0006285	DROME05155	OFUSG08177.1.p1, OFUSG08179.1.p1
OG0006286	DROME20409	OFUSG08272.1.p1
OG0006288	DROME00223	OFUSG15550.1.p1
OG0006289	DROME05895	OFUSG05692.1.p1
OG0006290	DROME15754	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1
OG0006291	DROME16421	OFUSG08297.1.p1
OG0006292	DROME00480, DROME00481	OFUSG15723.1.p1
OG0006293	DROME15892	OFUSG15450.1.p1
OG0006294	DROME17637	OFUSG11961.1.p1
OG0006295	DROME09339	OFUSG15765.2.p1, OFUSG15765.1.p1
OG0006296	DROME18450, DROME18451, DROME18457, DROME01938	OFUSG06121.1.p1, OFUSG06121.2.p1
OG0006297	DROME14064	OFUSG06255.1.p1
OG0006298	DROME10104, DROME10103	OFUSG04372.1.p1
OG0006301	DROME14417, DROME14418	OFUSG12150.1.p1
OG0006302	DROME11859	OFUSG08996.1.p1, OFUSG08996.2.p1
OG0006305	DROME20608	OFUSG06132.1.p1, OFUSG06132.2.p1
OG0006306	DROME06607	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1
OG0006308	DROME01926	OFUSG22095.1.p1
OG0006309	DROME22059, DROME22060	OFUSG01691.1.p1
OG0006311	DROME09053	OFUSG00976.1.p1
OG0006313	DROME09638	OFUSG13104.1.p1
OG0006315	DROME12826	OFUSG11578.1.p1
OG0006318	DROME09391	OFUSG00349.1.p1
OG0006319	DROME00483, DROME00484	OFUSG21159.1.p1
OG0006321	DROME00074	OFUSG22961.1.p1
OG0006322	DROME19674	OFUSG06165.1.p1
OG0006323	DROME00186	OFUSG03585.1.p1
OG0006329	DROME06117	OFUSG06525.1.p1
OG0006330	DROME21856, DROME21857	OFUSG09632.1.p1
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	OFUSG21663.1.p1
OG0006332	DROME01006	OFUSG07284.1.p1
OG0006333	DROME05697	OFUSG00350.1.p1
OG0006334	DROME04357	OFUSG16855.1.p1
OG0006339	DROME19031, DROME19030	OFUSG15007.2.p1, OFUSG15007.1.p1
OG0006340	DROME02471	OFUSG17804.1.p1
OG0006341	DROME06095	OFUSG13525.1.p1
OG0006344	DROME11878	OFUSG17196.1.p1
OG0006345	DROME01528	OFUSG21050.1.p1
OG0006346	DROME16623	OFUSG19567.1.p1
OG0006347	DROME18372, DROME18373	OFUSG04201.1.p1
OG0006350	DROME10882	OFUSG10010.1.p1
OG0006351	DROME17575	OFUSG02528.1.p1
OG0006352	DROME15718	OFUSG16779.1.p1
OG0006353	DROME00751	OFUSG21707.1.p1
OG0006356	DROME02890	OFUSG15113.1.p1
OG0006358	DROME03318, DROME03317	OFUSG05609.1.p1
OG0006359	DROME01311	OFUSG26138.1.p1
OG0006360	DROME19840	OFUSG01922.1.p1
OG0006362	DROME11093	OFUSG09542.1.p1
OG0006363	DROME07012	OFUSG19547.2.p1, OFUSG19547.1.p1
OG0006364	DROME14912	OFUSG04672.1.p1
OG0006365	DROME21616, DROME21617	OFUSG03344.1.p1
OG0006367	DROME09374	OFUSG13408.1.p1
OG0006370	DROME08234	OFUSG21077.1.p1
OG0006372	DROME08788	OFUSG07198.1.p1
OG0006375	DROME19928	OFUSG10211.1.p1
OG0006376	DROME13198	OFUSG26673.1.p1
OG0006377	DROME08417	OFUSG13142.1.p1
OG0006378	DROME17931	OFUSG06139.1.p1
OG0006379	DROME02858, DROME04856	OFUSG11248.2.p1, OFUSG11248.1.p1
OG0006382	DROME15024	OFUSG11579.1.p1
OG0006383	DROME12394	OFUSG19592.1.p1
OG0006385	DROME09556	OFUSG11265.1.p1
OG0006387	DROME09390	OFUSG00913.1.p1
OG0006388	DROME20388, DROME20387	OFUSG18462.1.p1
OG0006389	DROME15710	OFUSG01920.1.p1
OG0006392	DROME11920	OFUSG00142.1.p1
OG0006393	DROME03463, DROME03462	OFUSG08709.1.p1
OG0006395	DROME00130	OFUSG13284.1.p1
OG0006398	DROME21615	OFUSG13200.1.p1
OG0006402	DROME17310	OFUSG07589.2.p1, OFUSG07589.1.p1
OG0006405	DROME13750, DROME13751	OFUSG10162.1.p1
OG0006406	DROME19952, DROME19616	OFUSG01942.1.p1
OG0006408	DROME17398, DROME17397	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1
OG0006442	DROME16371	OFUSG05106.1.p1
OG0006443	DROME16038	OFUSG25627.1.p1
OG0006447	DROME10748	OFUSG07863.2.p1, OFUSG07863.1.p1
OG0006448	DROME21414	OFUSG04041.1.p1
OG0006449	DROME03272	OFUSG16963.1.p1
OG0006454	DROME19164	OFUSG15262.1.p1
OG0006456	DROME00779	OFUSG07766.1.p1
OG0006458	DROME10373	OFUSG09602.1.p1
OG0006459	DROME10282	OFUSG19921.1.p1
OG0006460	DROME15064	OFUSG12314.1.p1
OG0006461	DROME01188	OFUSG19155.1.p1
OG0006462	DROME01832	OFUSG17891.1.p1
OG0006463	DROME10850	OFUSG19852.1.p1
OG0006464	DROME15553	OFUSG14585.1.p1
OG0006465	DROME04025	OFUSG25347.1.p1
OG0006469	DROME02304	OFUSG10425.1.p1
OG0006470	DROME05726, DROME05725	OFUSG06000.1.p1
OG0006471	DROME03198	OFUSG26571.1.p1
OG0006472	DROME01113	OFUSG24781.1.p1
OG0006474	DROME18594	OFUSG22247.1.p1
OG0006475	DROME11340, DROME11339	OFUSG04046.1.p1
OG0006476	DROME02188	OFUSG03550.1.p1
OG0006477	DROME16299	OFUSG10191.1.p1
OG0006478	DROME10803	OFUSG17348.1.p1
OG0006479	DROME03631	OFUSG13673.1.p1
OG0006480	DROME15425, DROME15426	OFUSG25523.1.p1
OG0006481	DROME02142, DROME01455	OFUSG08691.1.p1
OG0006482	DROME21719	OFUSG12549.1.p1
OG0006483	DROME04426	OFUSG12008.1.p1
OG0006485	DROME17756	OFUSG21874.1.p1
OG0006487	DROME20891	OFUSG05608.1.p1
OG0006488	DROME14000	OFUSG12523.1.p1
OG0006490	DROME17521	OFUSG06326.1.p1
OG0006491	DROME09727	OFUSG23711.2.p1, OFUSG23711.1.p1
OG0006492	DROME19565, DROME19566	OFUSG20574.1.p1
OG0006494	DROME13014	OFUSG14669.1.p1
OG0006497	DROME11986	OFUSG26162.2.p1, OFUSG26162.1.p1
OG0006498	DROME00774	OFUSG02085.1.p1
OG0006500	DROME02408	OFUSG25266.2.p1, OFUSG25266.4.p1, OFUSG25266.1.p1, OFUSG25266.3.p1
OG0006501	DROME07620	OFUSG11467.1.p1
OG0006504	DROME01726	OFUSG15072.1.p1
OG0006505	DROME19279	OFUSG16553.1.p1
OG0006507	DROME11241, DROME13160	OFUSG12744.1.p1
OG0006509	DROME06735	OFUSG03651.1.p1
OG0006510	DROME21078	OFUSG20796.1.p1
OG0006511	DROME02030	OFUSG05200.1.p1
OG0006512	DROME14203	OFUSG21542.1.p1
OG0006514	DROME04973	OFUSG02146.1.p1
OG0006515	DROME17220	OFUSG21785.1.p1
OG0006516	DROME07746	OFUSG12180.1.p1
OG0006517	DROME16077, DROME16076	OFUSG04272.1.p1, OFUSG04272.2.p1
OG0006518	DROME12457	OFUSG00809.1.p1
OG0006519	DROME10463	OFUSG12108.1.p1
OG0006520	DROME01601	OFUSG02676.1.p1, OFUSG02676.2.p1
OG0006522	DROME21565, DROME21563, DROME21564	OFUSG23837.1.p1
OG0006523	DROME13324	OFUSG25098.1.p1
OG0006524	DROME08322	OFUSG06601.1.p1
OG0006525	DROME16242	OFUSG05605.1.p1, OFUSG05605.2.p1
OG0006528	DROME03901, DROME03902, DROME03900	OFUSG16333.1.p1
OG0006530	DROME02632	OFUSG08937.1.p1, OFUSG08937.2.p1, OFUSG08940.1.p1
OG0006532	DROME18743	OFUSG21209.1.p1, OFUSG21209.2.p1
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	OFUSG00400.1.p1
OG0006536	DROME00110	OFUSG18668.1.p1, OFUSG18668.2.p1
OG0006537	DROME17569	OFUSG03143.1.p1
OG0006538	DROME00930	OFUSG13745.1.p1
OG0006540	DROME04024	OFUSG14726.1.p1
OG0006543	DROME19675	OFUSG21011.1.p1
OG0006544	DROME08098	OFUSG18629.1.p1
OG0006545	DROME14793	OFUSG15934.2.p1, OFUSG15934.1.p1
OG0006546	DROME03836	OFUSG21871.1.p1
OG0006547	DROME21566	OFUSG18962.1.p1
OG0006549	DROME08226	OFUSG05487.1.p1
OG0006550	DROME12314	OFUSG06119.1.p1
OG0006552	DROME02022	OFUSG08440.1.p1
OG0006553	DROME06750	OFUSG11130.1.p1
OG0006554	DROME13465	OFUSG24021.1.p1
OG0006556	DROME10784	OFUSG03445.1.p1
OG0006557	DROME08144	OFUSG14941.1.p1
