Orthogroup	DROME	ASTMX
OG0000168	DROME01783	ASTMX02932, ASTMX22163, ASTMX22493, ASTMX15962, ASTMX06474, ASTMX02912, ASTMX16677, ASTMX20444, ASTMX05829, ASTMX22396, ASTMX20795
OG0000171	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199	ASTMX02030
OG0000171	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495	ASTMX01513, ASTMX18079, ASTMX09651
OG0000172	DROME14415	ASTMX00454
OG0000173	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920
OG0000175	DROME03593, DROME00840	ASTMX12743, ASTMX08029, ASTMX21016, ASTMX15252
OG0000179	DROME11221, DROME21050	ASTMX05937, ASTMX14451
OG0000179	DROME07796	ASTMX13630, ASTMX02170
OG0000179	DROME10428	ASTMX14866
OG0000180	DROME12336	ASTMX05023
OG0000180	DROME21739, DROME21740	ASTMX03181, ASTMX16660
OG0000180	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327
OG0000181	DROME12775	ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806
OG0000181	DROME18397	ASTMX02628, ASTMX03065
OG0000181	DROME06226	ASTMX09488
OG0000183	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109
OG0000183	DROME07008	ASTMX12358, ASTMX03484, ASTMX13317, ASTMX07857, ASTMX16504, ASTMX16505
OG0000185	DROME08939, DROME08940	ASTMX22814
OG0000185	DROME11667, DROME11668	ASTMX22322
OG0000185	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735	ASTMX03777, ASTMX11765
OG0000185	DROME12225, DROME12226	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652
OG0000185	DROME03791, DROME03792	ASTMX12894, ASTMX07504
OG0000186	DROME18591	ASTMX18771
OG0000188	DROME16886, DROME16887	ASTMX17563, ASTMX09974, ASTMX22080
OG0000193	DROME08054	ASTMX03473
OG0000195	DROME10558, DROME10557, DROME10559, DROME09087	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669
OG0000197	DROME14335, DROME14334, DROME14336	ASTMX04274, ASTMX00851, ASTMX10141
OG0000198	DROME17687	ASTMX21468, ASTMX05049, ASTMX19231, ASTMX14686
OG0000200	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144	ASTMX02850, ASTMX06297
OG0000201	DROME11047	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505
OG0000201	DROME19450	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848
OG0000201	DROME18513, DROME18512, DROME18511, DROME18514	ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075
OG0000202	DROME14920, DROME14921	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807
OG0000203	DROME04489	ASTMX00845, ASTMX01226, ASTMX00857
OG0000203	DROME17201, DROME17204, DROME17194, DROME17195, DROME17203, DROME17199, DROME17193, DROME21480	ASTMX05697, ASTMX05660, ASTMX08043
OG0000204	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808	ASTMX08546, ASTMX02616, ASTMX01734
OG0000204	DROME10849, DROME10848	ASTMX00447, ASTMX00221
OG0000205	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625
OG0000205	DROME06842, DROME06843	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995
OG0000205	DROME08187	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679
OG0000207	DROME06000	ASTMX11086, ASTMX18027, ASTMX11639, ASTMX13861, ASTMX20482, ASTMX19782, ASTMX06362
OG0000208	DROME02132	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181
OG0000210	DROME14047, DROME11376	ASTMX16896
OG0000211	DROME17290	ASTMX02506
OG0000220	DROME16094, DROME16093, DROME16092, DROME21087, DROME21089, DROME21088	ASTMX14009, ASTMX14010, ASTMX09978, ASTMX02750, ASTMX13093, ASTMX15732
OG0000222	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059	ASTMX04358, ASTMX14568, ASTMX11163
OG0000223	DROME10256	ASTMX17097, ASTMX19956, ASTMX01390, ASTMX13426
OG0000225	DROME11929	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717
OG0000226	DROME14660	ASTMX03292
OG0000226	DROME15107, DROME15108, DROME15106, DROME15105	ASTMX10407
OG0000227	DROME20242	ASTMX19343, ASTMX10190, ASTMX21887
OG0000227	DROME06362, DROME06368, DROME06369, DROME06365	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655
OG0000227	DROME04927, DROME04926	ASTMX14981, ASTMX11122, ASTMX17731
OG0000229	DROME04047	ASTMX14119, ASTMX05743, ASTMX07950
OG0000231	DROME06449, DROME06448	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067
OG0000231	DROME07628, DROME07629	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396
OG0000234	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217
OG0000234	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365	ASTMX02028, ASTMX03572
OG0000235	DROME11735	ASTMX10074
OG0000236	DROME03355	ASTMX08747, ASTMX03149
OG0000238	DROME01901, DROME01902	ASTMX07705, ASTMX20450, ASTMX07704
OG0000238	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298, ASTMX08927, ASTMX16413
OG0000239	DROME05270, DROME05269, DROME05271, DROME05268	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441
OG0000239	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708	ASTMX01276, ASTMX03280
OG0000239	DROME03549, DROME03548, DROME03550, DROME03551	ASTMX14116, ASTMX21438, ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895
OG0000240	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862	ASTMX10617
OG0000242	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993
OG0000246	DROME13185, DROME13186, DROME13188, DROME13187	ASTMX03325
OG0000248	DROME01997, DROME05927, DROME05926, DROME05929, DROME05928	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134
OG0000249	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685	ASTMX21591, ASTMX22691, ASTMX16793, ASTMX20743, ASTMX13638, ASTMX06866, ASTMX22940
OG0000249	DROME06506, DROME06505, DROME06488, DROME06489, DROME06490	ASTMX20082
OG0000250	DROME14382	ASTMX18265
OG0000250	DROME11256, DROME11255, DROME11257	ASTMX22935, ASTMX21081
OG0000251	DROME21783	ASTMX02278, ASTMX14567
OG0000251	DROME12998, DROME12997	ASTMX07951, ASTMX20026, ASTMX00737, ASTMX14618
OG0000254	DROME08462	ASTMX06322
OG0000255	DROME15943	ASTMX15208
OG0000255	DROME20722, DROME05791, DROME18596	ASTMX00265
OG0000256	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058	ASTMX14236, ASTMX14182, ASTMX17896
OG0000257	DROME01840, DROME01838, DROME01839, DROME01837	ASTMX01595, ASTMX20351, ASTMX06234
OG0000258	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594	ASTMX10103, ASTMX07818, ASTMX21558, ASTMX12307
OG0000258	DROME20383	ASTMX13949, ASTMX09429, ASTMX02019
OG0000258	DROME17641, DROME17639, DROME17640	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862
OG0000260	DROME17607, DROME17608, DROME17606	ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088
OG0000260	DROME16635, DROME16636	ASTMX20570, ASTMX18863, ASTMX00302, ASTMX12581
OG0000265	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975	ASTMX20048, ASTMX19410, ASTMX06906, ASTMX17905, ASTMX03304
OG0000265	DROME00452	ASTMX17774, ASTMX08300
OG0000268	DROME00943, DROME00944	ASTMX14616
OG0000270	DROME17877, DROME17878, DROME17879	ASTMX10601, ASTMX16861, ASTMX10821, ASTMX04574, ASTMX04388
OG0000270	DROME14671, DROME14672, DROME14673, DROME14674	ASTMX03738, ASTMX05747
OG0000270	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575	ASTMX09479, ASTMX13817
OG0000271	DROME03592	ASTMX08643, ASTMX19899, ASTMX11074, ASTMX18872, ASTMX12570, ASTMX12732, ASTMX04753, ASTMX09407, ASTMX13766, ASTMX13768, ASTMX02664, ASTMX13767
OG0000272	DROME15587, DROME15589, DROME15586, DROME15588	ASTMX13541, ASTMX04407
OG0000272	DROME05031, DROME05029, DROME05030	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154
OG0000273	DROME09248, DROME09247, DROME10822, DROME20533	ASTMX02360
OG0000273	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047	ASTMX06870, ASTMX17812, ASTMX15476
OG0000273	DROME08809, DROME08810	ASTMX16340
OG0000273	DROME18369	ASTMX21300
OG0000275	DROME13685	ASTMX01252, ASTMX09512, ASTMX08521
OG0000277	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342	ASTMX17498, ASTMX03998, ASTMX13452
OG0000277	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664
OG0000278	DROME09269, DROME19393	ASTMX06005
OG0000278	DROME02023	ASTMX01574
OG0000278	DROME03254	ASTMX16975, ASTMX10057
OG0000280	DROME06229	ASTMX00452
OG0000282	DROME05714	ASTMX18342, ASTMX09599
OG0000282	DROME11686	ASTMX00322
OG0000284	DROME17657	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126
OG0000284	DROME09381, DROME09382	ASTMX00328, ASTMX15433
OG0000285	DROME00993	ASTMX01560
OG0000287	DROME21610, DROME21611, DROME21612, DROME21613	ASTMX06158, ASTMX08976, ASTMX08226, ASTMX02242
OG0000288	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393	ASTMX03159
OG0000289	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955
OG0000289	DROME10658, DROME10659	ASTMX11422, ASTMX16415
OG0000296	DROME17565, DROME17564, DROME17562, DROME17563	ASTMX01322
OG0000296	DROME19290, DROME19291	ASTMX18420, ASTMX18419, ASTMX01720
OG0000299	DROME07127, DROME07124, DROME07123	ASTMX18363, ASTMX17281, ASTMX00682
OG0000300	DROME21869	ASTMX14470
OG0000301	DROME01100, DROME01102, DROME01101	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442
OG0000301	DROME18912, DROME14231, DROME14230	ASTMX20705, ASTMX07228, ASTMX02917
OG0000302	DROME06085	ASTMX07861, ASTMX13265
OG0000305	DROME04466	ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365
OG0000306	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376	ASTMX18000, ASTMX12121, ASTMX01553, ASTMX05933, ASTMX13715, ASTMX14016, ASTMX15243
OG0000308	DROME05159	ASTMX00819
OG0000308	DROME12865	ASTMX09110
OG0000310	DROME16770	ASTMX00126
OG0000312	DROME07843, DROME07844, DROME07846, DROME07845	ASTMX14300, ASTMX18372
OG0000312	DROME16932	ASTMX04117, ASTMX04116, ASTMX07002
OG0000312	DROME10814, DROME10815	ASTMX19559, ASTMX13976
OG0000313	DROME15510	ASTMX20598, ASTMX13321, ASTMX07858
OG0000313	DROME02549, DROME02550	ASTMX04915, ASTMX16687, ASTMX11511
OG0000313	DROME21546	ASTMX07132
OG0000314	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994	ASTMX07736, ASTMX14320, ASTMX01567, ASTMX21999, ASTMX10109, ASTMX11499
OG0000315	DROME13631	ASTMX11724
OG0000315	DROME06438, DROME06439, DROME06437	ASTMX22299, ASTMX08025, ASTMX19001
OG0000316	DROME10369	ASTMX02741, ASTMX22462
OG0000316	DROME07384	ASTMX08202, ASTMX07921, ASTMX11016
OG0000317	DROME12241	ASTMX13428, ASTMX01336, ASTMX00862, ASTMX07441, ASTMX09832
OG0000321	DROME16482	ASTMX18074, ASTMX03167, ASTMX05895
OG0000321	DROME05701, DROME05702	ASTMX14845
OG0000321	DROME13031	ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419
OG0000322	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429	ASTMX06004
OG0000323	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713	ASTMX02635, ASTMX13255, ASTMX10841
OG0000324	DROME20725	ASTMX12614, ASTMX20270, ASTMX21627, ASTMX20432, ASTMX22901, ASTMX22326, ASTMX03592
OG0000326	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024	ASTMX00747, ASTMX05282, ASTMX15670, ASTMX15158, ASTMX20792
OG0000327	DROME19988, DROME19987, DROME19986, DROME19989, DROME19990, DROME19985, DROME19984	ASTMX06420
OG0000327	DROME19510	ASTMX06415
OG0000332	DROME16141	ASTMX11275, ASTMX11192, ASTMX09975, ASTMX05899, ASTMX11997, ASTMX14907
OG0000333	DROME19659	ASTMX14239
OG0000333	DROME12678, DROME11540	ASTMX16298
OG0000338	DROME21194, DROME21193	ASTMX13042, ASTMX20131, ASTMX05102
OG0000338	DROME21975	ASTMX05103, ASTMX03140
OG0000338	DROME04558	ASTMX09866, ASTMX01891
OG0000339	DROME16744	ASTMX07466
OG0000341	DROME01201, DROME01199, DROME01200	ASTMX12749, ASTMX11039, ASTMX07461, ASTMX09870
OG0000343	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973
OG0000344	DROME19431	ASTMX03514, ASTMX09657, ASTMX05816, ASTMX17941, ASTMX22658, ASTMX05361, ASTMX05360, ASTMX20278, ASTMX06942, ASTMX11054, ASTMX07391
OG0000346	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029
OG0000350	DROME03410, DROME08099	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247
OG0000350	DROME00438	ASTMX08191, ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099
OG0000352	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140
OG0000353	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221	ASTMX09282, ASTMX22996, ASTMX17983, ASTMX09283, ASTMX12295, ASTMX10436, ASTMX14017, ASTMX15244
OG0000356	DROME01295, DROME01294	ASTMX12514, ASTMX01697
OG0000356	DROME01953	ASTMX09465, ASTMX09256
OG0000357	DROME13834	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356
OG0000358	DROME07474	ASTMX16628
OG0000358	DROME00466, DROME00200, DROME00199	ASTMX07152, ASTMX07224
OG0000359	DROME11803	ASTMX09819, ASTMX07326
OG0000363	DROME18487	ASTMX05820, ASTMX15773, ASTMX01558, ASTMX08726, ASTMX19424
OG0000367	DROME13648, DROME13646, DROME13647	ASTMX09449, ASTMX02026, ASTMX13956
OG0000367	DROME15189, DROME15190, DROME15188	ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667
OG0000371	DROME01678, DROME02633, DROME02636	ASTMX11842, ASTMX16154
OG0000372	DROME09531	ASTMX11491
OG0000373	DROME20049, DROME20050	ASTMX11338, ASTMX01301, ASTMX01605
OG0000374	DROME04717, DROME04718, DROME04716	ASTMX01921, ASTMX08407, ASTMX04767, ASTMX00978
OG0000374	DROME00970, DROME00969, DROME00968, DROME00971	ASTMX20213, ASTMX12128, ASTMX03034
OG0000374	DROME04429, DROME04427, DROME04428	ASTMX04768, ASTMX06554, ASTMX08406
OG0000375	DROME21630	ASTMX17658, ASTMX18679, ASTMX11890, ASTMX11667, ASTMX04506, ASTMX04504
OG0000375	DROME07013	ASTMX18856, ASTMX13500
OG0000378	DROME09766, DROME09767	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130
OG0000378	DROME02404, DROME02403, DROME02400, DROME02401	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762
OG0000379	DROME09607	ASTMX13728
OG0000379	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998	ASTMX04508
OG0000379	DROME02844	ASTMX13150
OG0000379	DROME07921	ASTMX22205
OG0000382	DROME01475	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354
OG0000384	DROME14888, DROME14889	ASTMX19452, ASTMX14011
OG0000384	DROME03187, DROME03190, DROME03189, DROME03188	ASTMX01899, ASTMX12044
OG0000385	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707	ASTMX12707, ASTMX02895, ASTMX01809, ASTMX18429, ASTMX18427, ASTMX18428
OG0000389	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949	ASTMX18045
OG0000389	DROME17945	ASTMX12665, ASTMX03229
OG0000392	DROME13919, DROME13921, DROME13920	ASTMX06463, ASTMX05494
OG0000393	DROME13321, DROME05811, DROME00250, DROME16370, DROME16369, DROME13323, DROME02418, DROME13322	ASTMX19684, ASTMX19683
OG0000393	DROME20684	ASTMX20759
OG0000395	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278	ASTMX16181, ASTMX02977, ASTMX22442, ASTMX18916
OG0000395	DROME04228	ASTMX22343
OG0000397	DROME14885	ASTMX18504
OG0000399	DROME21835	ASTMX07577, ASTMX13014
OG0000399	DROME12205, DROME12206	ASTMX14554
OG0000400	DROME09694	ASTMX08052
OG0000401	DROME20041	ASTMX17054, ASTMX15521, ASTMX14025
OG0000402	DROME11245, DROME11246	ASTMX15651, ASTMX21467, ASTMX17950, ASTMX07646, ASTMX19109
OG0000402	DROME12090	ASTMX00692, ASTMX17284, ASTMX02556
OG0000403	DROME11523	ASTMX04627
OG0000403	DROME06350	ASTMX04628
OG0000404	DROME17748	ASTMX17035, ASTMX14046
OG0000404	DROME20525	ASTMX11552, ASTMX11278
OG0000411	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028	ASTMX20008, ASTMX01392, ASTMX12902
OG0000412	DROME09076	ASTMX08855
OG0000412	DROME15681, DROME15682	ASTMX13390, ASTMX06615
OG0000412	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399	ASTMX11203, ASTMX12505
OG0000413	DROME21174	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390
OG0000413	DROME13327, DROME13328	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930
OG0000415	DROME01505, DROME01506	ASTMX01956, ASTMX21705, ASTMX02652, ASTMX19313, ASTMX01972, ASTMX00955, ASTMX01971, ASTMX00515
OG0000417	DROME01308, DROME01309	ASTMX22859, ASTMX22984, ASTMX18815, ASTMX13376, ASTMX13063, ASTMX12137
OG0000419	DROME06034, DROME04433	ASTMX19880
OG0000419	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270	ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797
OG0000420	DROME02672	ASTMX03701, ASTMX11233, ASTMX04743
OG0000424	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235	ASTMX07663
OG0000425	DROME14160, DROME14161, DROME14159, DROME14158	ASTMX16190, ASTMX11596, ASTMX04218, ASTMX01381, ASTMX08082
OG0000426	DROME16357, DROME16356	ASTMX14958
OG0000427	DROME05699, DROME05698	ASTMX06287, ASTMX09008
OG0000427	DROME18355, DROME18356	ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338, ASTMX00106, ASTMX00224
OG0000429	DROME19525, DROME07553, DROME07552, DROME06812	ASTMX07836
OG0000430	DROME20475	ASTMX20525, ASTMX18883, ASTMX07370, ASTMX07368, ASTMX07365, ASTMX07367, ASTMX07366, ASTMX22456
OG0000431	DROME05704	ASTMX19915
OG0000431	DROME12301, DROME12300	ASTMX11097, ASTMX09197, ASTMX22566
OG0000431	DROME11410, DROME11409, DROME11408	ASTMX06516, ASTMX00145, ASTMX09571
OG0000432	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398
OG0000433	DROME00007, DROME00005, DROME00004, DROME00006	ASTMX01496, ASTMX04993
OG0000433	DROME20425, DROME20423, DROME20424	ASTMX10245, ASTMX08139, ASTMX12987
OG0000435	DROME03996, DROME03995	ASTMX17180, ASTMX22596, ASTMX08016, ASTMX00822, ASTMX11321, ASTMX01296, ASTMX01968, ASTMX00957
OG0000442	DROME13942	ASTMX11711, ASTMX07283, ASTMX12980
OG0000442	DROME12188	ASTMX06201, ASTMX00907, ASTMX14474
OG0000442	DROME01916	ASTMX03715, ASTMX07828, ASTMX20141
OG0000443	DROME14734, DROME14735, DROME14732, DROME14733	ASTMX18401, ASTMX18402, ASTMX12956
OG0000444	DROME21032	ASTMX14380, ASTMX00703, ASTMX21179
OG0000444	DROME03786, DROME03789, DROME03788, DROME03787	ASTMX10912, ASTMX16562
OG0000445	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152	ASTMX09933
OG0000446	DROME07092	ASTMX01267
OG0000446	DROME06421	ASTMX15320
OG0000446	DROME06051, DROME06050	ASTMX14081, ASTMX05013, ASTMX14082, ASTMX04327, ASTMX15770
OG0000447	DROME20929, DROME20928	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473
OG0000449	DROME13412, DROME13411, DROME05575	ASTMX18026, ASTMX10844, ASTMX10845, ASTMX10843, ASTMX13513, ASTMX06017
