Orthogroup	DROME	ASTMX
OG0002225	DROME17292, DROME17293, DROME17294	ASTMX13928, ASTMX11814
OG0002226	DROME09270	ASTMX18469, ASTMX14158
OG0002227	DROME08754, DROME08753	ASTMX11747, ASTMX21122
OG0002228	DROME20233, DROME09088	ASTMX19431, ASTMX07841, ASTMX09065
OG0002229	DROME19744	ASTMX09988
OG0002231	DROME05022, DROME05021	ASTMX01116, ASTMX18153
OG0002233	DROME20355, DROME20354, DROME14932, DROME14933	ASTMX05462
OG0002235	DROME19571	ASTMX13892, ASTMX02706, ASTMX03660, ASTMX09950, ASTMX05042
OG0002236	DROME15247	ASTMX05372, ASTMX06679, ASTMX08686, ASTMX22829, ASTMX22654
OG0002237	DROME08069, DROME08068	ASTMX04281, ASTMX11821, ASTMX10251
OG0002239	DROME02338, DROME02339	ASTMX07073, ASTMX12092
OG0002240	DROME05992, DROME05991, DROME05989, DROME05990, DROME05993	ASTMX06011
OG0002241	DROME11351, DROME20942, DROME20943	ASTMX06900, ASTMX17127
OG0002243	DROME12880, DROME12875, DROME12879, DROME12878, DROME12873, DROME12874, DROME12877, DROME12876, DROME17551	ASTMX03972, ASTMX17560
OG0002244	DROME13379, DROME13383, DROME13382, DROME13384, DROME13380, DROME13381	ASTMX18150
OG0002246	DROME20742	ASTMX06937, ASTMX20890, ASTMX01865, ASTMX06938
OG0002249	DROME04220	ASTMX08282, ASTMX16893, ASTMX09298, ASTMX09297, ASTMX05071, ASTMX02921, ASTMX16681
OG0002251	DROME08201, DROME08200, DROME08199, DROME08202	ASTMX20073, ASTMX09983, ASTMX19261, ASTMX12496
OG0002252	DROME12224	ASTMX21582, ASTMX03620
OG0002253	DROME20279	ASTMX03282, ASTMX01274
OG0002255	DROME08255	ASTMX03543, ASTMX03542, ASTMX10677
OG0002257	DROME06529	ASTMX01315, ASTMX09672, ASTMX09671, ASTMX09670
OG0002258	DROME01179, DROME01180, DROME03335	ASTMX05578
OG0002259	DROME06618, DROME06619, DROME21171, DROME21170	ASTMX13729, ASTMX08234, ASTMX17977, ASTMX12847
OG0002260	DROME14297, DROME14296, DROME14298, DROME14300, DROME14299, DROME14295	ASTMX14069, ASTMX03279, ASTMX01351, ASTMX05599
OG0002261	DROME02617	ASTMX04970, ASTMX16399, ASTMX04971
OG0002262	DROME20107, DROME20103, DROME20106, DROME20105, DROME20104	ASTMX15694, ASTMX20517, ASTMX16042, ASTMX19944, ASTMX04153, ASTMX15695
OG0002263	DROME07437	ASTMX17855, ASTMX03160
OG0002264	DROME18761	ASTMX08822, ASTMX05769
OG0002265	DROME10782	ASTMX22273, ASTMX06735
OG0002266	DROME16417, DROME16419, DROME16420, DROME16416, DROME16418	ASTMX01568, ASTMX19605, ASTMX23028
OG0002267	DROME18443, DROME18442	ASTMX03423
OG0002268	DROME04571, DROME04570, DROME04569, DROME04572	ASTMX11961
OG0002270	DROME13109	ASTMX17608, ASTMX01977, ASTMX22333
OG0002271	DROME08491	ASTMX06025, ASTMX21725, ASTMX20337, ASTMX21274
OG0002272	DROME16098	ASTMX10230, ASTMX06090, ASTMX06680, ASTMX05371
OG0002274	DROME06566	ASTMX04475
OG0002275	DROME07558, DROME07557, DROME07561, DROME07559, DROME07555, DROME07554, DROME07560, DROME07556	ASTMX01337, ASTMX04279, ASTMX19957, ASTMX05016, ASTMX07432
OG0002278	DROME01800, DROME01801	ASTMX17219, ASTMX09498
OG0002279	DROME12023	ASTMX12963, ASTMX16291
OG0002280	DROME09572	ASTMX13020, ASTMX05752, ASTMX05765, ASTMX19673
OG0002281	DROME19826, DROME19827	ASTMX05045, ASTMX19503, ASTMX20301, ASTMX09043, ASTMX22360
OG0002283	DROME12467	ASTMX02731, ASTMX07984, ASTMX20597
OG0002284	DROME05630	ASTMX10585, ASTMX12450
OG0002286	DROME21403	ASTMX03863
OG0002287	DROME11553, DROME11555, DROME11551, DROME11552, DROME11554	ASTMX17142, ASTMX11263, ASTMX16411, ASTMX07081, ASTMX08302
OG0002288	DROME04961, DROME04960	ASTMX11634, ASTMX21727
OG0002289	DROME18311	ASTMX17010, ASTMX06660, ASTMX06661, ASTMX01117, ASTMX09109, ASTMX17781, ASTMX06970
OG0002292	DROME14281	ASTMX22948
OG0002293	DROME17161	ASTMX08163, ASTMX02883, ASTMX00908, ASTMX03866
OG0002294	DROME20817, DROME17002, DROME17003, DROME22093, DROME02763	ASTMX20773, ASTMX11558, ASTMX15048
OG0002296	DROME17890	ASTMX13497
OG0002299	DROME05082, DROME05083	ASTMX05723
OG0002311	DROME01828	ASTMX06522
OG0002312	DROME13329, DROME13331, DROME13332, DROME13330	ASTMX12587, ASTMX21965, ASTMX04630
OG0002316	DROME15000, DROME15001	ASTMX00832, ASTMX02882
OG0002317	DROME19699, DROME19700	ASTMX04598, ASTMX17295, ASTMX10942, ASTMX01601
OG0002318	DROME10080	ASTMX22370
OG0002319	DROME00109	ASTMX00007, ASTMX18446, ASTMX06513
OG0002320	DROME00593, DROME00595, DROME00594, DROME01888, DROME00596, DROME00468, DROME00469, DROME10767, DROME00038, DROME00304, DROME00765, DROME00764, DROME00042, DROME00043	ASTMX12807, ASTMX02338, ASTMX02287
OG0002321	DROME20195	ASTMX21752
OG0002322	DROME02003	ASTMX07710
OG0002323	DROME04035, DROME04036, DROME04037, DROME04034	ASTMX21120
OG0002325	DROME00088	ASTMX07855
OG0002326	DROME14169, DROME14168, DROME14170	ASTMX13675, ASTMX11144, ASTMX08928
OG0002327	DROME11958, DROME13738, DROME13737	ASTMX06358, ASTMX08394, ASTMX02108
OG0002328	DROME14618, DROME14619, DROME14616	ASTMX17839
OG0002329	DROME08481, DROME08482, DROME08483, DROME08484	ASTMX20340, ASTMX10889
OG0002331	DROME02521, DROME02520, DROME02522, DROME02523	ASTMX11774, ASTMX13590, ASTMX22577
OG0002332	DROME03257, DROME03259, DROME03258	ASTMX06962, ASTMX17558, ASTMX09977
OG0002334	DROME10869, DROME10870	ASTMX09584, ASTMX00481, ASTMX00170
OG0002335	DROME21269, DROME21268, DROME21267, DROME21270, DROME21271	ASTMX12637, ASTMX14115
OG0002336	DROME15876	ASTMX12962, ASTMX00535, ASTMX19655, ASTMX16290, ASTMX16787, ASTMX11826
OG0002337	DROME12455, DROME12454, DROME12456	ASTMX09761, ASTMX19037, ASTMX11864, ASTMX19039, ASTMX19038
OG0002340	DROME04094	ASTMX03155
OG0002341	DROME16633, DROME16634	ASTMX12201
OG0002343	DROME14435, DROME14437, DROME14438	ASTMX02191, ASTMX12430, ASTMX19851, ASTMX00990, ASTMX01094
OG0002344	DROME12813, DROME12814, DROME12816, DROME12815	ASTMX05861, ASTMX13295, ASTMX16011
OG0002346	DROME12738, DROME12737, DROME12739, DROME12741, DROME12740	ASTMX14427, ASTMX21524
OG0002347	DROME05828	ASTMX10301, ASTMX21001
OG0002348	DROME20530	ASTMX08116
OG0002348	DROME21704	ASTMX03720
OG0002349	DROME00071	ASTMX18242, ASTMX20037
OG0002352	DROME11967, DROME11966, DROME11968	ASTMX12558, ASTMX22595
OG0002354	DROME22022	ASTMX09837, ASTMX06838
OG0002354	DROME00577	ASTMX00522
OG0002355	DROME17701, DROME17700, DROME20376, DROME21160	ASTMX01148, ASTMX08242, ASTMX20849
OG0002356	DROME14202	ASTMX07148, ASTMX07355
OG0002357	DROME13155, DROME13156	ASTMX16294, ASTMX18465
OG0002359	DROME10172	ASTMX09668
OG0002360	DROME01602, DROME01603, DROME01604	ASTMX12013
OG0002361	DROME02804	ASTMX04855
OG0002362	DROME16995	ASTMX19719, ASTMX02033, ASTMX11025, ASTMX22283, ASTMX22580
OG0002363	DROME06162, DROME06161, DROME06163	ASTMX18219, ASTMX18218, ASTMX21167, ASTMX18786, ASTMX19618
OG0002366	DROME01813, DROME01814	ASTMX17624, ASTMX12737, ASTMX08031, ASTMX01714, ASTMX18594
OG0002367	DROME14269	ASTMX02846
OG0002368	DROME04055, DROME04054	ASTMX21883, ASTMX10606
OG0002369	DROME09488, DROME09483, DROME09484, DROME09482, DROME09487, DROME09485, DROME09481, DROME09486	ASTMX12274
OG0002370	DROME07944, DROME21065, DROME21066, DROME21064	ASTMX10099, ASTMX11503
OG0002371	DROME01097	ASTMX08458, ASTMX18459
OG0002373	DROME16503	ASTMX07573
OG0002374	DROME19078, DROME19077	ASTMX21311, ASTMX18359, ASTMX00512
OG0002376	DROME01976	ASTMX01373, ASTMX13052, ASTMX05618
OG0002379	DROME13342	ASTMX16904
OG0002384	DROME08688, DROME08689, DROME08687, DROME08690, DROME08692, DROME08679, DROME08691, DROME05824, DROME06440	ASTMX06160, ASTMX10578, ASTMX10580, ASTMX10579
OG0002384	DROME07374, DROME19250, DROME07373	ASTMX10581
OG0002385	DROME18327, DROME18325, DROME18326	ASTMX19888, ASTMX21398, ASTMX19889, ASTMX07728, ASTMX18962, ASTMX11375, ASTMX18961
OG0002396	DROME06620, DROME06622, DROME06623, DROME06621	ASTMX10463, ASTMX18535, ASTMX03266
OG0002398	DROME09990	ASTMX21846, ASTMX11892, ASTMX08836, ASTMX02058
OG0002400	DROME08881	ASTMX04030, ASTMX00974, ASTMX22321, ASTMX15885, ASTMX05534, ASTMX01788
OG0002402	DROME07877	ASTMX18742, ASTMX18741, ASTMX10229, ASTMX22445
OG0002403	DROME01478, DROME01477, DROME01476	ASTMX11713, ASTMX06486
OG0002405	DROME07984, DROME07985, DROME07986	ASTMX15902, ASTMX11799, ASTMX07938, ASTMX09093
OG0002407	DROME16665, DROME16666, DROME16663, DROME16664	ASTMX12131, ASTMX20210
OG0002408	DROME06297, DROME06296, DROME06298, DROME06295, DROME06300, DROME06299	ASTMX18400
OG0002409	DROME01803	ASTMX07143, ASTMX19595, ASTMX16991, ASTMX09222
OG0002410	DROME00789	ASTMX06429, ASTMX01757
OG0002412	DROME02298	ASTMX02195
OG0002413	DROME03087	ASTMX20536
OG0002414	DROME08162, DROME08163	ASTMX08921, ASTMX02838, ASTMX10763, ASTMX05209
OG0002415	DROME06652	ASTMX07615
OG0002416	DROME17460, DROME17458, DROME17459	ASTMX08126
OG0002418	DROME18804, DROME18803, DROME18801, DROME18802	ASTMX05969, ASTMX05236, ASTMX10643, ASTMX05971
OG0002420	DROME06099, DROME06098, DROME06100	ASTMX11294, ASTMX01380, ASTMX11595, ASTMX04219
OG0002421	DROME07380, DROME07379	ASTMX15153
OG0002421	DROME10621	ASTMX14700
OG0002422	DROME15666	ASTMX04519
OG0002424	DROME16265	ASTMX16372, ASTMX19121
OG0002425	DROME01518	ASTMX22156, ASTMX05277, ASTMX05276
OG0002426	DROME02031	ASTMX11681, ASTMX21194, ASTMX19607
OG0002428	DROME06522	ASTMX12003, ASTMX05342
OG0002429	DROME21063	ASTMX15801
OG0002432	DROME06764	ASTMX16700
OG0002433	DROME05519	ASTMX21961
OG0002434	DROME13503, DROME13502, DROME05894	ASTMX15466
OG0002436	DROME20408, DROME20406, DROME20405, DROME20407	ASTMX13710, ASTMX03924, ASTMX16203
OG0002437	DROME10916	ASTMX08613
OG0002438	DROME02545, DROME02547, DROME02544, DROME02546, DROME02543, DROME02548	ASTMX01020, ASTMX12047
OG0002439	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937	ASTMX02029, ASTMX00348, ASTMX14494
OG0002441	DROME14577	ASTMX09326
OG0002442	DROME02127	ASTMX11614, ASTMX03388
OG0002443	DROME01526	ASTMX15145
OG0002445	DROME05216	ASTMX02528
OG0002446	DROME15360	ASTMX21226
OG0002447	DROME21846	ASTMX06035
OG0002448	DROME11052, DROME11051, DROME14484	ASTMX21408, ASTMX07638, ASTMX07637
OG0002449	DROME15585, DROME15584	ASTMX05600, ASTMX14070
OG0002450	DROME13933, DROME13932	ASTMX06804, ASTMX09847, ASTMX03358
OG0002451	DROME11090, DROME11091	ASTMX05346
OG0002452	DROME10865, DROME10861, DROME10859, DROME10860, DROME10862, DROME10864, DROME10863	ASTMX14667, ASTMX05391, ASTMX13228, ASTMX20191, ASTMX13227
OG0002453	DROME02946, DROME02947	ASTMX06099
OG0002454	DROME18954	ASTMX13991, ASTMX09992, ASTMX05893
OG0002456	DROME18750, DROME18749	ASTMX07428, ASTMX03657, ASTMX21273, ASTMX02870
OG0002457	DROME06769, DROME06768, DROME16441	ASTMX14828
OG0002458	DROME07378	ASTMX02231
OG0002461	DROME19347, DROME19346	ASTMX11228
OG0002462	DROME10223	ASTMX21941
OG0002464	DROME16496, DROME16497	ASTMX06575, ASTMX06630, ASTMX21830, ASTMX15579, ASTMX00273
OG0002467	DROME06832, DROME06831, DROME06829, DROME06827, DROME06828, DROME06826, DROME06830	ASTMX20832, ASTMX09831, ASTMX07442, ASTMX22359, ASTMX09694
OG0002476	DROME01629	ASTMX06243
OG0002477	DROME15747, DROME15746	ASTMX13178
OG0002478	DROME13923, DROME13924	ASTMX03668
OG0002481	DROME19199	ASTMX08218, ASTMX05592, ASTMX09370
OG0002484	DROME02182	ASTMX22016
OG0002486	DROME10604	ASTMX18070, ASTMX15061
OG0002487	DROME02067, DROME02068	ASTMX05808, ASTMX14078
OG0002489	DROME17457	ASTMX01485, ASTMX14792
OG0002490	DROME08630, DROME08629	ASTMX04045, ASTMX19318
OG0002491	DROME17605, DROME16735	ASTMX05910, ASTMX02919
OG0002492	DROME17673, DROME17672	ASTMX11151
OG0002494	DROME09533, DROME09534	ASTMX05312
OG0002495	DROME03178	ASTMX00658
OG0002496	DROME17015, DROME17014	ASTMX12090, ASTMX20618
OG0002497	DROME10964	ASTMX10180, ASTMX20439
OG0002499	DROME07520	ASTMX11347, ASTMX19185
OG0002500	DROME05840	ASTMX22152
OG0002501	DROME18550	ASTMX12227
OG0002502	DROME12487, DROME12489, DROME12488, DROME15913, DROME09480	ASTMX02139
OG0002503	DROME03384	ASTMX16607
OG0002504	DROME20552, DROME20554, DROME20553	ASTMX06003, ASTMX09344, ASTMX04447
OG0002505	DROME03960	ASTMX07686
OG0002506	DROME04368	ASTMX12882, ASTMX01358, ASTMX03882
OG0002508	DROME08818	ASTMX15331, ASTMX09350, ASTMX05869
OG0002509	DROME18834	ASTMX07635, ASTMX21407
OG0002510	DROME02221	ASTMX08039
OG0002511	DROME06803	ASTMX12574, ASTMX14781, ASTMX07165
OG0002512	DROME02927, DROME02923, DROME02926, DROME02924, DROME02925, DROME02928	ASTMX00104, ASTMX04149
OG0002516	DROME01623, DROME01624, DROME01622	ASTMX03483
OG0002517	DROME00497	ASTMX15620, ASTMX17277, ASTMX15619, ASTMX20192
OG0002518	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188	ASTMX00752
OG0002519	DROME03368, DROME03367	ASTMX04083, ASTMX04082, ASTMX00475
OG0002520	DROME14751	ASTMX04728, ASTMX19586
OG0002522	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264	ASTMX17445, ASTMX21599, ASTMX06873
OG0002523	DROME12003, DROME12568, DROME20728, DROME20729	ASTMX14276, ASTMX12607, ASTMX01778
OG0002524	DROME19913	ASTMX19017, ASTMX05941, ASTMX17686, ASTMX12154
OG0002527	DROME00451	ASTMX20817, ASTMX03116, ASTMX14442, ASTMX15761
OG0002528	DROME12310, DROME12311, DROME12309	ASTMX18959, ASTMX00274
OG0002529	DROME17791, DROME17789, DROME17792, DROME17790	ASTMX20200, ASTMX20199, ASTMX02302
OG0002530	DROME00625, DROME00624	ASTMX13631, ASTMX03600, ASTMX02168
OG0002532	DROME10137	ASTMX21406
OG0002533	DROME06429, DROME06430	ASTMX04394, ASTMX13039, ASTMX05099
OG0002534	DROME04087	ASTMX21738, ASTMX20367
OG0002535	DROME13820	ASTMX15739
OG0002536	DROME20513	ASTMX01477, ASTMX13503, ASTMX10073, ASTMX12489
OG0002537	DROME20881, DROME20880	ASTMX21847
OG0002541	DROME00373	ASTMX19637, ASTMX21295
OG0002542	DROME18406	ASTMX09595, ASTMX18343, ASTMX05316
OG0002543	DROME13135	ASTMX07787
OG0002547	DROME02677, DROME02676, DROME02678	ASTMX08915, ASTMX15896, ASTMX12376
OG0002548	DROME03632, DROME03629	ASTMX13664, ASTMX06315, ASTMX04740, ASTMX01600
OG0002549	DROME01986	ASTMX06491, ASTMX11705
OG0002551	DROME15056	ASTMX08789, ASTMX21275, ASTMX20547
OG0002552	DROME11186	ASTMX06859, ASTMX16646, ASTMX02204
OG0002553	DROME18133, DROME18134	ASTMX06814, ASTMX09861, ASTMX22208, ASTMX22207
OG0002557	DROME07954, DROME03130, DROME05213	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948
OG0002558	DROME12342, DROME12343, DROME12344	ASTMX11569, ASTMX01324
OG0002559	DROME12291	ASTMX21285, ASTMX03665
OG0002562	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497	ASTMX14920, ASTMX03986
OG0002564	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643	ASTMX16398, ASTMX04969
OG0002565	DROME16956, DROME16958, DROME16957	ASTMX12769
OG0002566	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676	ASTMX03673
OG0002569	DROME16682, DROME16684, DROME16683, DROME16685	ASTMX14893, ASTMX11172
OG0002571	DROME02473, DROME02472, DROME02474	ASTMX06567, ASTMX15352, ASTMX22347
OG0002572	DROME16985, DROME16984	ASTMX16129, ASTMX00237, ASTMX07373
OG0002573	DROME15574	ASTMX01555
OG0002574	DROME17413, DROME17412, DROME17411	ASTMX01572, ASTMX08092
OG0002576	DROME13693, DROME00378	ASTMX09504, ASTMX04441, ASTMX14413, ASTMX17189
OG0002587	DROME21383	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896
OG0002589	DROME20900	ASTMX11622
OG0002590	DROME12629, DROME12628, DROME12630	ASTMX07472, ASTMX16287, ASTMX18576
OG0002592	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956	ASTMX17562
OG0002593	DROME07692	ASTMX12997, ASTMX04493, ASTMX04494
OG0002595	DROME16432, DROME16433, DROME16434, DROME16435	ASTMX04978
OG0002598	DROME11558	ASTMX05485, ASTMX06467, ASTMX21419
OG0002599	DROME19306	ASTMX21157, ASTMX05551
OG0002600	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044	ASTMX14521
OG0002601	DROME17429, DROME17635	ASTMX04225
OG0002602	DROME16510, DROME16509, DROME16511	ASTMX20043
OG0002605	DROME07537, DROME07538, DROME07535, DROME07536	ASTMX03103, ASTMX22634, ASTMX15597
OG0002608	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923	ASTMX00356, ASTMX19264
OG0002609	DROME00392	ASTMX21088, ASTMX06939, ASTMX12865
OG0002610	DROME20526, DROME20527	ASTMX14985, ASTMX10225, ASTMX12835
OG0002611	DROME09156, DROME09155	ASTMX16649, ASTMX09404, ASTMX04752
OG0002612	DROME17875	ASTMX08359
OG0002614	DROME06871, DROME06873, DROME06872	ASTMX12742, ASTMX01026
OG0002615	DROME17847, DROME17846	ASTMX12485, ASTMX14819, ASTMX04651
OG0002617	DROME09377	ASTMX09319
OG0002618	DROME00175	ASTMX04981
OG0002620	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048
OG0002622	DROME07875, DROME07876	ASTMX11095, ASTMX11096
OG0002624	DROME19899	ASTMX06829, ASTMX06830
OG0002625	DROME16295	ASTMX18581
OG0002628	DROME16778, DROME16779, DROME16776, DROME16777	ASTMX02392, ASTMX13110, ASTMX13456, ASTMX04075
OG0002630	DROME02325	ASTMX03861
OG0002633	DROME02613	ASTMX01695, ASTMX01694, ASTMX04611
OG0002635	DROME08622	ASTMX19544, ASTMX17532, ASTMX07598, ASTMX17636, ASTMX05514, ASTMX07440
OG0002636	DROME03989	ASTMX11502, ASTMX09064
OG0002637	DROME14609	ASTMX06116
OG0002643	DROME13189	ASTMX21893
OG0002644	DROME18263, DROME18261, DROME18260, DROME18262	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303
OG0002645	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913	ASTMX04781
OG0002646	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014	ASTMX12608, ASTMX08291
OG0002647	DROME15627	ASTMX20077
OG0002649	DROME21501, DROME21503, DROME21500, DROME21502	ASTMX15328, ASTMX06600, ASTMX08580
OG0002651	DROME16668, DROME16669	ASTMX08506
OG0002652	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761	ASTMX01699
OG0002656	DROME08799, DROME08800	ASTMX19898, ASTMX08662
OG0002658	DROME08362	ASTMX14228, ASTMX09147, ASTMX09559
OG0002659	DROME08718	ASTMX18454
OG0002660	DROME06190	ASTMX14258
OG0002662	DROME18671	ASTMX15979, ASTMX01556, ASTMX07741
OG0002663	DROME08198, DROME08197	ASTMX17302, ASTMX16117
OG0002664	DROME15045, DROME15046	ASTMX09662, ASTMX03129, ASTMX03993
OG0002665	DROME12021, DROME12020	ASTMX05097, ASTMX17594
OG0002666	DROME12244	ASTMX03616
OG0002667	DROME09263, DROME09260, DROME09262, DROME09261	ASTMX20248, ASTMX13096, ASTMX03327, ASTMX20923
OG0002668	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755	ASTMX20371
OG0002669	DROME13927	ASTMX13936
OG0002670	DROME05013, DROME05014	ASTMX01319, ASTMX02464, ASTMX22380
OG0002671	DROME02224, DROME02226, DROME02225	ASTMX03533, ASTMX00427, ASTMX11773, ASTMX13591, ASTMX20297
OG0002672	DROME13218	ASTMX21123, ASTMX08938
OG0002673	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328	ASTMX07655, ASTMX03212, ASTMX18507, ASTMX18506
OG0002675	DROME11118, DROME11117, DROME11116, DROME11115	ASTMX20640, ASTMX20639, ASTMX02562
OG0002677	DROME00471, DROME00470	ASTMX14169
OG0002678	DROME21558, DROME21553	ASTMX05571, ASTMX00185, ASTMX13328
OG0002679	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354	ASTMX11701, ASTMX10639
OG0002681	DROME20482, DROME09726	ASTMX03003, ASTMX02328, ASTMX17073, ASTMX04461
OG0002683	DROME18274, DROME18275	ASTMX11605, ASTMX08909, ASTMX14049
OG0002685	DROME12137	ASTMX06202
OG0002703	DROME20939	ASTMX16506, ASTMX12528, ASTMX06772
OG0002708	DROME21871, DROME21870	ASTMX09919
OG0002712	DROME21972	ASTMX22507
OG0002715	DROME03868	ASTMX00765, ASTMX00764
OG0002717	DROME13040	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859
OG0002718	DROME02454, DROME02455	ASTMX05708
OG0002719	DROME00203, DROME00202, DROME00201	ASTMX18231, ASTMX13763, ASTMX15447, ASTMX19002, ASTMX17148, ASTMX12689
OG0002720	DROME20862, DROME20861	ASTMX21032
OG0002722	DROME16722	ASTMX08478
OG0002723	DROME02104	ASTMX10682, ASTMX04436, ASTMX03941, ASTMX02713
OG0002724	DROME15707	ASTMX10539
OG0002726	DROME00393, DROME00394	ASTMX10071, ASTMX01554
OG0002729	DROME14219	ASTMX09796
OG0002730	DROME19249	ASTMX08055, ASTMX08056, ASTMX19087
OG0002738	DROME12437	ASTMX16448, ASTMX14529, ASTMX04956
OG0002739	DROME11838	ASTMX12477
OG0002740	DROME04703	ASTMX06589, ASTMX06588, ASTMX00890
OG0002741	DROME08059, DROME08060	ASTMX22280, ASTMX04948, ASTMX06865
OG0002742	DROME12202, DROME12204, DROME12203	ASTMX03216, ASTMX07668, ASTMX17307
OG0002743	DROME02954	ASTMX05411
OG0002744	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701	ASTMX19754, ASTMX09756
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	ASTMX14166, ASTMX21096
OG0002746	DROME16661, DROME21181	ASTMX14540
OG0002747	DROME11308, DROME19315, DROME13062	ASTMX08727, ASTMX04072
OG0002749	DROME05439	ASTMX11896, ASTMX21829
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	ASTMX06175
OG0002753	DROME11184	ASTMX00975, ASTMX15886
OG0002754	DROME16293	ASTMX19457, ASTMX07407
OG0002755	DROME17482	ASTMX17386, ASTMX17385
OG0002757	DROME02757	ASTMX05572, ASTMX20356
OG0002758	DROME08710	ASTMX12158, ASTMX11719, ASTMX19020
OG0002760	DROME11244, DROME07304	ASTMX14383, ASTMX00411, ASTMX00410
OG0002761	DROME11909	ASTMX17257
OG0002762	DROME06423	ASTMX10750, ASTMX01007, ASTMX13291
OG0002763	DROME13568, DROME13567	ASTMX01463
OG0002764	DROME00298, DROME00297, DROME00296	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	DROME12796	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	DROME13857	ASTMX12280
OG0002767	DROME05447	ASTMX11219, ASTMX01625
OG0002768	DROME05798, DROME05796	ASTMX05930, ASTMX08549
OG0002769	DROME12294, DROME12293	ASTMX03376, ASTMX07759, ASTMX11837
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	ASTMX09951
OG0002771	DROME01521, DROME07621	ASTMX05826, ASTMX08109
OG0002772	DROME18154	ASTMX03981
OG0002773	DROME00793, DROME00794, DROME00257	ASTMX08591
OG0002776	DROME04390	ASTMX10166
OG0002777	DROME09718	ASTMX00412, ASTMX14384, ASTMX00339
OG0002778	DROME20892	ASTMX12403, ASTMX08214
OG0002779	DROME10992	ASTMX05264
OG0002780	DROME00776, DROME00775	ASTMX06565
OG0002781	DROME04079, DROME04080	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089
OG0002782	DROME16136	ASTMX02326, ASTMX10461, ASTMX13170, ASTMX05823
OG0002785	DROME05688	ASTMX02888, ASTMX12391
OG0002787	DROME19508	ASTMX12559
OG0002788	DROME12013, DROME01698	ASTMX02137
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	ASTMX09182
OG0002791	DROME01009	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241
OG0002793	DROME18578	ASTMX05593
OG0002794	DROME11641	ASTMX14245, ASTMX02851, ASTMX06528
OG0002795	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875	ASTMX07886, ASTMX15750
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	ASTMX09633, ASTMX07335
OG0002811	DROME18305	ASTMX08335, ASTMX08336
OG0002812	DROME07562	ASTMX05990, ASTMX05989, ASTMX10334, ASTMX10333, ASTMX02889
OG0002814	DROME14819	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	DROME09886	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	DROME16437	ASTMX18069, ASTMX13866
OG0002817	DROME03807	ASTMX08503, ASTMX11127
OG0002818	DROME06002	ASTMX06407, ASTMX16559
OG0002819	DROME05457, DROME05454, DROME05453	ASTMX07024, ASTMX02644, ASTMX00940
OG0002821	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	ASTMX02361, ASTMX03188
OG0002822	DROME19658	ASTMX04976, ASTMX12314, ASTMX01536
OG0002823	DROME05302	ASTMX15336
OG0002824	DROME05371, DROME05370, DROME05372	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	DROME10105, DROME10106	ASTMX17360
OG0002826	DROME12304	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255
OG0002827	DROME04425	ASTMX12910
OG0002828	DROME07466, DROME07465, DROME07464	ASTMX11283
