Orthogroup	DROME	CAEEL
OG0002965	DROME12643, DROME12645, DROME12642, DROME12644	CAEEL01992
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	CAEEL08468, CAEEL19347
OG0002967	DROME18521, DROME18520	CAEEL20418, CAEEL02925
OG0002968	DROME10921	CAEEL16136
OG0002968	DROME05214	CAEEL01853
OG0002969	DROME04084, DROME04085	CAEEL14216
OG0002973	DROME19229, DROME19228	CAEEL09565
OG0002974	DROME01465	CAEEL01320
OG0002976	DROME16320, DROME20322, DROME20323	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	CAEEL07234, CAEEL07233
OG0002978	DROME09324, DROME11790	CAEEL16463
OG0002979	DROME15607	CAEEL01344, CAEEL05089
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	CAEEL01855
OG0002983	DROME12376	CAEEL01433
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063, DROME10078	CAEEL08353
OG0002986	DROME06888	CAEEL10835
OG0002987	DROME13970, DROME13977	CAEEL17800, CAEEL18018
OG0002990	DROME12949, DROME12950	CAEEL08773
OG0002991	DROME05520, DROME05522, DROME05521	CAEEL09004
OG0002992	DROME16899, DROME16900	CAEEL08299
OG0003001	DROME12222	CAEEL10876
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	CAEEL15423
OG0003005	DROME19774	CAEEL16758
OG0003006	DROME00129	CAEEL10145
OG0003008	DROME10417, DROME10419, DROME10418	CAEEL20335
OG0003012	DROME16686	CAEEL05983
OG0003014	DROME20620	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	DROME06109, DROME04760	CAEEL09225
OG0003017	DROME03993, DROME03994	CAEEL07049, CAEEL16441
OG0003018	DROME01985	CAEEL08487
OG0003019	DROME14436	CAEEL04592
OG0003024	DROME14540, DROME13066	CAEEL13204, CAEEL13203
OG0003025	DROME16128	CAEEL08836
OG0003026	DROME01191	CAEEL10688, CAEEL12186
OG0003027	DROME13632	CAEEL06663
OG0003028	DROME19503	CAEEL02985
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	CAEEL01558
OG0003030	DROME20783, DROME03164	CAEEL11859
OG0003031	DROME10589, DROME10590	CAEEL06431
OG0003033	DROME02552	CAEEL00703
OG0003035	DROME10664	CAEEL02722
OG0003036	DROME08134	CAEEL01143
OG0003037	DROME18126	CAEEL10736
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	CAEEL20474
OG0003040	DROME15852, DROME19924	CAEEL02041
OG0003042	DROME19648, DROME19650, DROME19649	CAEEL04188
OG0003043	DROME01115	CAEEL07390
OG0003044	DROME07467	CAEEL07715
OG0003046	DROME06986	CAEEL04364
OG0003049	DROME11842	CAEEL04812
OG0003050	DROME21024, DROME21025	CAEEL15836
OG0003054	DROME15214	CAEEL04777
OG0003055	DROME13955	CAEEL14225
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	CAEEL09323
OG0003060	DROME04543	CAEEL07468, CAEEL11354
OG0003062	DROME19727	CAEEL00660
OG0003063	DROME03416	CAEEL03076
OG0003064	DROME05139, DROME16537, DROME16536	CAEEL02598
OG0003065	DROME07296	CAEEL18732
OG0003066	DROME19326	CAEEL05161
OG0003072	DROME09180, DROME09181	CAEEL04836
OG0003073	DROME13385, DROME14642	CAEEL14099
OG0003079	DROME11418, DROME11417	CAEEL00217
OG0003085	DROME18955	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836
OG0003085	DROME11671	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918
OG0003104	DROME01186, DROME01187	CAEEL07227
OG0003105	DROME14362, DROME14361, DROME14360	CAEEL00818
OG0003106	DROME07627	CAEEL16128
OG0003107	DROME12506	CAEEL20421, CAEEL01359
OG0003108	DROME13177, DROME13178	CAEEL04120
OG0003110	DROME09020	CAEEL17888
OG0003112	DROME16468, DROME01349, DROME01348	CAEEL12136
OG0003113	DROME01816, DROME01817	CAEEL16673, CAEEL01071
OG0003114	DROME04951, DROME04952	CAEEL15726
OG0003115	DROME18331	CAEEL00022
OG0003116	DROME20130	CAEEL07734
OG0003118	DROME11873, DROME11872	CAEEL08193, CAEEL08192
OG0003119	DROME02450, DROME02453, DROME02451	CAEEL16382
OG0003121	DROME19886, DROME19887	CAEEL00414
OG0003124	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585	CAEEL07676
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	CAEEL04789, CAEEL04979
OG0003128	DROME20310, DROME20309	CAEEL04713
OG0003130	DROME20301, DROME20300	CAEEL08052
OG0003131	DROME18130, DROME18131	CAEEL08023
OG0003132	DROME12375	CAEEL15119
OG0003135	DROME07491	CAEEL06638
OG0003136	DROME17171	CAEEL10810
OG0003141	DROME21226, DROME21227	CAEEL03719, CAEEL03720
OG0003142	DROME11840	CAEEL00482
OG0003143	DROME06605, DROME06604	CAEEL11409
OG0003144	DROME13433	CAEEL01625
OG0003145	DROME03862	CAEEL05190
OG0003146	DROME01929	CAEEL20170
OG0003147	DROME16290, DROME16289	CAEEL17136, CAEEL18421
OG0003148	DROME18800, DROME18799	CAEEL16560
OG0003149	DROME16606, DROME16608	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	DROME19300	CAEEL11024
OG0003151	DROME04792	CAEEL14681, CAEEL04711
OG0003152	DROME17760	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	DROME21845	CAEEL07561
OG0003154	DROME05761	CAEEL15184
OG0003156	DROME13943	CAEEL00516
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	CAEEL07518, CAEEL07519
OG0003158	DROME02271	CAEEL08310
OG0003160	DROME17382	CAEEL18381, CAEEL02061
OG0003161	DROME12081	CAEEL15582, CAEEL20219
OG0003164	DROME01606	CAEEL08130
OG0003169	DROME03939	CAEEL11868
OG0003171	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193	CAEEL08054
OG0003172	DROME02195	CAEEL06299
OG0003173	DROME03095, DROME15988	CAEEL09228
OG0003174	DROME21527, DROME21526, DROME21528	CAEEL11561
OG0003176	DROME19128	CAEEL02038
OG0003177	DROME17587	CAEEL19619
OG0003178	DROME10286, DROME10285	CAEEL14891
OG0003179	DROME19635	CAEEL12173
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	CAEEL11684
OG0003182	DROME01632	CAEEL01167
OG0003184	DROME11152	CAEEL10967
OG0003185	DROME08767, DROME08766	CAEEL04813
OG0003187	DROME11796, DROME11795, DROME11794	CAEEL16181
OG0003188	DROME03250, DROME03249	CAEEL00953
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	CAEEL04624
OG0003191	DROME09590	CAEEL09839
OG0003193	DROME14192	CAEEL17615
OG0003197	DROME21048	CAEEL11467
OG0003198	DROME07357	CAEEL05062
OG0003199	DROME12668, DROME21725, DROME21726	CAEEL11688
OG0003202	DROME05838, DROME05839	CAEEL12123
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	CAEEL08247
OG0003206	DROME21836, DROME21837	CAEEL08436
OG0003207	DROME14952	CAEEL11116
OG0003210	DROME16773, DROME16774	CAEEL11876
OG0003212	DROME16100	CAEEL11323
OG0003214	DROME00548	CAEEL08551
OG0003215	DROME09352	CAEEL02895
OG0003217	DROME21077	CAEEL06035, CAEEL06032
OG0003218	DROME08231, DROME08230	CAEEL08847
OG0003219	DROME09373	CAEEL16215
OG0003221	DROME00225, DROME00224	CAEEL00088
OG0003222	DROME18303, DROME18302, DROME18304	CAEEL00115
OG0003223	DROME09209	CAEEL00485
OG0003224	DROME09348, DROME09349, DROME09347	CAEEL05675
OG0003225	DROME18849	CAEEL04615, CAEEL20133
OG0003226	DROME19617, DROME08490	CAEEL04904, CAEEL04903
OG0003228	DROME21008	CAEEL14683
OG0003229	DROME01144	CAEEL10166
OG0003230	DROME17741	CAEEL06311
OG0003231	DROME19301	CAEEL02077
OG0003235	DROME05661, DROME05663, DROME05662	CAEEL11765
OG0003251	DROME19769, DROME19768, DROME16949	CAEEL01743
OG0003252	DROME18445	CAEEL19657, CAEEL14287
OG0003254	DROME02901	CAEEL15715
OG0003255	DROME06336	CAEEL01327
OG0003257	DROME15418	CAEEL04888
OG0003263	DROME09851	CAEEL12235
OG0003267	DROME01973, DROME01974, DROME02727	CAEEL11406
OG0003268	DROME20306	CAEEL00711
OG0003269	DROME11682	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003272	DROME19754, DROME19755, DROME00829	CAEEL19188, CAEEL20088
OG0003273	DROME01509	CAEEL08538
OG0003275	DROME11988, DROME11987	CAEEL01894
OG0003277	DROME07456	CAEEL10684
OG0003279	DROME01016, DROME01017, DROME01018	CAEEL09246
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	CAEEL20448
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	CAEEL19540
OG0003283	DROME12472	CAEEL10540
OG0003284	DROME06818	CAEEL20144
OG0003286	DROME09199, DROME09198	CAEEL11061
OG0003287	DROME04328, DROME08276	CAEEL09759
OG0003288	DROME00366, DROME00364, DROME00365	CAEEL07836
OG0003289	DROME20541, DROME20542	CAEEL00474
OG0003290	DROME00517	CAEEL07995, CAEEL07996
OG0003291	DROME20523	CAEEL07282
OG0003293	DROME14676	CAEEL09078
OG0003294	DROME01659, DROME01660	CAEEL08966, CAEEL08900
OG0003296	DROME06822, DROME13531	CAEEL07972
OG0003297	DROME19465	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	DROME08089, DROME08088	CAEEL00404
OG0003300	DROME16959	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	DROME18741	CAEEL11183
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	CAEEL08080
OG0003305	DROME13149	CAEEL04396
OG0003306	DROME10136	CAEEL11131
OG0003307	DROME17313	CAEEL09527
OG0003309	DROME19043, DROME19042	CAEEL07134
OG0003311	DROME15213	CAEEL06729
OG0003316	DROME13200	CAEEL06426
OG0003317	DROME19362	CAEEL11191
OG0003318	DROME16706	CAEEL00777
OG0003320	DROME12326	CAEEL05307
OG0003323	DROME03630	CAEEL08557, CAEEL08556
OG0003327	DROME19734	CAEEL15863
OG0003329	DROME10094, DROME10095	CAEEL02070
OG0003330	DROME03252, DROME03251	CAEEL02745
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	CAEEL07758
OG0003332	DROME00791	CAEEL15994, CAEEL15100
OG0003333	DROME10886, DROME10885, DROME10884	CAEEL05869
OG0003335	DROME18113, DROME18112	CAEEL06219
OG0003336	DROME10919, DROME10920, DROME10917	CAEEL18158
OG0003337	DROME15232	CAEEL05608
OG0003340	DROME16534, DROME16533	CAEEL05767
OG0003341	DROME01797	CAEEL15411
OG0003343	DROME09151	CAEEL02966
OG0003344	DROME04462, DROME04461	CAEEL04271
OG0003348	DROME02128	CAEEL00995
OG0003349	DROME08306, DROME08305, DROME08304	CAEEL11343
OG0003350	DROME00177, DROME00176	CAEEL18859
OG0003353	DROME11820, DROME11822, DROME11821	CAEEL08536
OG0003354	DROME19858	CAEEL07057
OG0003356	DROME15849	CAEEL05068
OG0003357	DROME12029	CAEEL05202
OG0003358	DROME16921	CAEEL15398
OG0003359	DROME18758	CAEEL08412
OG0003360	DROME20878, DROME20879	CAEEL09119
OG0003361	DROME13197	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	DROME00064	CAEEL06262
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	CAEEL13316, CAEEL13290
OG0003368	DROME16106, DROME16107	CAEEL04652
OG0003370	DROME12377, DROME12378	CAEEL19630, CAEEL09274
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	CAEEL04956
OG0003374	DROME06476, DROME06475, DROME06474	CAEEL09698
OG0003375	DROME21029	CAEEL19093, CAEEL04860
OG0003377	DROME20606	CAEEL19646
OG0003378	DROME18533	CAEEL04638
OG0003380	DROME14333	CAEEL07698, CAEEL08643
OG0003384	DROME17249, DROME17250	CAEEL12353
OG0003386	DROME07039, DROME07040, DROME07041	CAEEL04616
OG0003392	DROME11355	CAEEL18713
OG0003394	DROME14094	CAEEL09212
OG0003401	DROME10424	CAEEL18173, CAEEL19529
OG0003402	DROME17185	CAEEL10926
OG0003408	DROME19639, DROME08637, DROME21015, DROME14479, DROME14475, DROME14476, DROME13053, DROME13052, DROME13364, DROME06851, DROME06850, DROME02005, DROME20706, DROME03924, DROME14964, DROME10547, DROME10548, DROME10540, DROME10539, DROME10538, DROME10537, DROME10541, DROME04009, DROME04008, DROME04010, DROME14328, DROME14329, DROME14330, DROME18259, DROME18258, DROME02134, DROME00359, DROME07383	CAEEL09203
OG0003419	DROME18310, DROME17074	CAEEL20583, CAEEL07865
OG0003421	DROME04908, DROME07137, DROME07651	CAEEL18393
OG0003425	DROME11464, DROME11465, DROME11463	CAEEL12188
OG0003426	DROME12495	CAEEL06462
OG0003429	DROME10811, DROME14963, DROME10812	CAEEL00390
OG0003430	DROME19610, DROME04057	CAEEL05290
OG0003431	DROME13747	CAEEL20649
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	CAEEL17744
OG0003434	DROME00166, DROME15353	CAEEL08434
OG0003439	DROME16821	CAEEL10524
OG0003443	DROME18500	CAEEL18884
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	CAEEL04842
OG0003448	DROME02828, DROME02829, DROME02830	CAEEL01220
OG0003450	DROME03280	CAEEL06420
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	CAEEL02730
OG0003453	DROME19225	CAEEL11697
OG0003454	DROME10067	CAEEL07771
OG0003455	DROME04003	CAEEL01134
OG0003456	DROME19556	CAEEL00212, CAEEL00213
OG0003457	DROME06510, DROME06508, DROME06509	CAEEL19244
OG0003458	DROME16139	CAEEL14113
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	CAEEL16050
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	CAEEL19133
OG0003462	DROME00239	CAEEL11837
OG0003463	DROME20444	CAEEL07464
OG0003464	DROME06231	CAEEL15673
OG0003465	DROME04464	CAEEL00222
OG0003467	DROME06043, DROME06042	CAEEL09664
OG0003468	DROME01968	CAEEL10655
OG0003469	DROME04366, DROME04367, DROME04365	CAEEL09108
OG0003472	DROME09631, DROME09633	CAEEL07680, CAEEL07681
OG0003475	DROME02190	CAEEL01731
OG0003477	DROME12317	CAEEL02502
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	DROME13645	CAEEL12384
OG0003484	DROME18666, DROME18665	CAEEL02712
OG0003487	DROME12571	CAEEL02123
OG0003489	DROME01312	CAEEL00223
OG0003491	DROME11698	CAEEL18627, CAEEL05479
OG0003496	DROME03124	CAEEL01506
OG0003498	DROME13034, DROME13035	CAEEL16452
OG0003500	DROME04015, DROME00982	CAEEL01330
OG0003501	DROME13347, DROME13346, DROME13348	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	DROME19567, DROME14375	CAEEL02400, CAEEL02281
OG0003503	DROME17101, DROME17102	CAEEL04457, CAEEL04454
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	CAEEL07950
OG0003506	DROME18707	CAEEL05248
OG0003507	DROME14387, DROME14388	CAEEL05679
OG0003508	DROME15658	CAEEL17418
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	CAEEL04891
OG0003513	DROME08556	CAEEL07182
OG0003515	DROME21652	CAEEL06636
OG0003518	DROME08309	CAEEL01719
OG0003519	DROME06802	CAEEL07239
OG0003523	DROME16368	CAEEL18694
OG0003524	DROME09643, DROME09639, DROME09640	CAEEL04264, CAEEL04265
OG0003526	DROME05107	CAEEL16001
OG0003528	DROME21047, DROME06070	CAEEL00365
OG0003530	DROME12252	CAEEL19423
OG0003531	DROME21993	CAEEL15168, CAEEL18062
OG0003532	DROME08605	CAEEL05027
OG0003538	DROME20330	CAEEL11099
OG0003539	DROME09387, DROME09386	CAEEL05895
OG0003541	DROME10049, DROME10048	CAEEL01632
OG0003543	DROME18669	CAEEL08637
OG0003544	DROME05896	CAEEL06236, CAEEL08896
OG0003545	DROME08949	CAEEL12984
OG0003548	DROME15072	CAEEL19888
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	CAEEL06728
OG0003551	DROME18271, DROME18270, DROME16713	CAEEL05919
OG0003552	DROME18554, DROME18555	CAEEL18151
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945, DROME19695	CAEEL05099
OG0003556	DROME06703, DROME06702	CAEEL11919
OG0003557	DROME19532	CAEEL18139
OG0003560	DROME18173	CAEEL04113
OG0003561	DROME10510	CAEEL01643
OG0003562	DROME12847, DROME12848	CAEEL19208, CAEEL04183
OG0003564	DROME16736	CAEEL18104
OG0003566	DROME08493, DROME08492	CAEEL04245
OG0003567	DROME20360, DROME20359	CAEEL15549
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	CAEEL10722
OG0003570	DROME14267, DROME14246	CAEEL08761
OG0003571	DROME19608	CAEEL00659
OG0003573	DROME07521	CAEEL10174, CAEEL18886
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	CAEEL07169
OG0003578	DROME16703	CAEEL08037
OG0003579	DROME17312	CAEEL10103
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	CAEEL10165, CAEEL10958
OG0003597	DROME16622, DROME16621	CAEEL05204
OG0003599	DROME08018	CAEEL01022
OG0003604	DROME19568	CAEEL08873
OG0003606	DROME07484, DROME07483, DROME07482	CAEEL01180
OG0003610	DROME07982, DROME07983	CAEEL15111
OG0003611	DROME17638	CAEEL15351
OG0003613	DROME00856	CAEEL10330
OG0003615	DROME16618, DROME16617	CAEEL04572
OG0003617	DROME16095	CAEEL08768, CAEEL00622
OG0003618	DROME15284, DROME15283	CAEEL10379
OG0003619	DROME13589, DROME13590	CAEEL19948, CAEEL09130
OG0003620	DROME17770	CAEEL05074
OG0003621	DROME13714, DROME13715, DROME13713	CAEEL18738
OG0003623	DROME01675	CAEEL11847
OG0003624	DROME12696	CAEEL11456
OG0003626	DROME07546	CAEEL01251
OG0003629	DROME03564	CAEEL18064
OG0003630	DROME06784	CAEEL01945
OG0003632	DROME18545	CAEEL04287
OG0003634	DROME03378	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	DROME16659	CAEEL14206
OG0003639	DROME16964	CAEEL07019
OG0003641	DROME01116	CAEEL02290
OG0003644	DROME00616	CAEEL07060
OG0003645	DROME12178	CAEEL08952
OG0003646	DROME09249, DROME09250	CAEEL04268
OG0003647	DROME16616	CAEEL08061
OG0003649	DROME12148, DROME12149	CAEEL02106
OG0003650	DROME10934, DROME10933	CAEEL01596
OG0003655	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070	CAEEL01543
OG0003656	DROME19174	CAEEL00717
OG0003657	DROME04619	CAEEL18724
OG0003658	DROME07032	CAEEL17892
OG0003659	DROME09855	CAEEL00820
OG0003660	DROME02231, DROME02233, DROME02232	CAEEL11348
OG0003661	DROME07051	CAEEL11758
OG0003664	DROME05104	CAEEL10164
OG0003667	DROME18793, DROME18792, DROME03291	CAEEL14775
OG0003668	DROME15022, DROME15023	CAEEL09161, CAEEL09163
OG0003669	DROME05487	CAEEL08786, CAEEL08784
OG0003672	DROME03649	CAEEL12653
OG0003676	DROME05478	CAEEL00672
OG0003677	DROME10098	CAEEL08632
OG0003678	DROME20450	CAEEL03764
OG0003679	DROME02313	CAEEL14380
OG0003680	DROME01384	CAEEL10627
OG0003681	DROME08680, DROME08681	CAEEL03276
OG0003683	DROME03935	CAEEL06697
OG0003686	DROME06762	CAEEL01983
OG0003690	DROME00439	CAEEL08798
OG0003692	DROME11124	CAEEL09322
OG0003693	DROME08115	CAEEL09517
OG0003694	DROME12215, DROME12216	CAEEL08779
OG0003695	DROME01947	CAEEL18980
OG0003696	DROME10156	CAEEL15341
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	CAEEL07546
OG0003698	DROME17520	CAEEL05872
OG0003700	DROME01181, DROME01182	CAEEL08489
OG0003701	DROME18636, DROME18637	CAEEL04838
OG0003704	DROME02181, DROME02180	CAEEL02747
OG0003708	DROME12282, DROME12281	CAEEL02697, CAEEL19979
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	CAEEL05057
OG0003712	DROME10970	CAEEL12274
OG0003716	DROME18657	CAEEL00239
OG0003718	DROME01297	CAEEL00456
OG0003719	DROME14563	CAEEL01088
OG0003721	DROME09052	CAEEL19092
OG0003729	DROME04356, DROME06341	CAEEL01397
OG0003729	DROME02593, DROME02592	CAEEL16477
OG0003731	DROME02907	CAEEL14842
OG0003732	DROME10070	CAEEL10948
OG0003733	DROME00230	CAEEL05542
OG0003734	DROME19430	CAEEL18003, CAEEL10089
OG0003735	DROME19631	CAEEL04830, CAEEL04829
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	CAEEL18594, CAEEL11885, CAEEL18366
OG0003740	DROME01620	CAEEL07837
OG0003741	DROME14002, DROME20156	CAEEL07870
OG0003743	DROME13785	CAEEL12238
OG0003745	DROME20574, DROME20575	CAEEL16018, CAEEL17606
OG0003746	DROME01977	CAEEL07398
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	CAEEL02767
OG0003748	DROME01784	CAEEL00242
OG0003749	DROME18502, DROME18501	CAEEL20507
OG0003750	DROME15590	CAEEL05076
OG0003753	DROME12522, DROME12521, DROME12523	CAEEL18657
OG0003754	DROME08228, DROME08227	CAEEL19668, CAEEL05669
OG0003755	DROME10789, DROME20093, DROME20094	CAEEL09173
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	CAEEL01606
OG0003758	DROME11710, DROME11712, DROME11711	CAEEL05748
OG0003759	DROME06383	CAEEL09625
OG0003761	DROME14154, DROME16436	CAEEL19863
OG0003763	DROME19350	CAEEL02008, CAEEL02007, CAEEL02011
OG0003764	DROME21578	CAEEL15954
OG0003767	DROME02791	CAEEL07794
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	CAEEL18560, CAEEL05367
OG0003775	DROME10059	CAEEL06672
OG0003776	DROME09504, DROME16551	CAEEL14271
OG0003778	DROME13171	CAEEL10576
OG0003779	DROME17898	CAEEL12785
OG0003795	DROME10754, DROME10753, DROME10755	CAEEL09855
OG0003798	DROME12695	CAEEL11938
OG0003803	DROME02481, DROME02482	CAEEL19629
OG0003806	DROME01868	CAEEL10842
OG0003807	DROME20522, DROME05215	CAEEL06933
OG0003808	DROME08174	CAEEL08177
OG0003811	DROME14988, DROME14990, DROME14989	CAEEL07020
OG0003812	DROME16112, DROME15368	CAEEL07296
OG0003813	DROME10056	CAEEL10820
OG0003817	DROME00653	CAEEL02053
OG0003818	DROME11129	CAEEL15512
OG0003821	DROME04477	CAEEL09346
OG0003824	DROME17215	CAEEL17849
OG0003826	DROME12869, DROME12870, DROME12868	CAEEL02634
OG0003827	DROME06883, DROME06884	CAEEL04098
OG0003829	DROME01864	CAEEL08428
OG0003831	DROME02158	CAEEL08097
OG0003832	DROME22043	CAEEL11899
OG0003834	DROME21433	CAEEL00145
OG0003837	DROME14236, DROME08398	CAEEL11909, CAEEL11910
OG0003838	DROME00382, DROME00383	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	DROME21710	CAEEL11415
OG0003840	DROME00482	CAEEL01767
OG0003841	DROME10377, DROME10376, DROME21784	CAEEL10859, CAEEL18915
OG0003843	DROME02011	CAEEL14293
OG0003846	DROME14576	CAEEL00811, CAEEL18648
OG0003847	DROME04113	CAEEL07371
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	CAEEL08837
OG0003850	DROME19645	CAEEL11705
OG0003851	DROME07873, DROME07872, DROME07874	CAEEL08777
OG0003852	DROME08152	CAEEL00155
OG0003853	DROME00889	CAEEL13793
OG0003854	DROME11356	CAEEL01789
OG0003855	DROME08550, DROME08549	CAEEL18132
OG0003856	DROME18670	CAEEL07428
OG0003857	DROME21963	CAEEL19675
OG0003858	DROME12659	CAEEL06932
OG0003863	DROME16970, DROME16972, DROME16971	CAEEL18943
OG0003864	DROME16687, DROME16688	CAEEL01846
OG0003865	DROME12154, DROME12155	CAEEL02514
OG0003866	DROME15012, DROME15013	CAEEL00295
OG0003867	DROME04382	CAEEL15761
OG0003868	DROME05264, DROME05265, DROME05263	CAEEL18485
OG0003869	DROME09592	CAEEL00094
OG0003870	DROME12586, DROME12587	CAEEL17745
OG0003872	DROME05404	CAEEL14869
OG0003873	DROME21721	CAEEL07437
OG0003875	DROME19790, DROME19791	CAEEL00868
OG0003876	DROME09112	CAEEL04369
OG0003877	DROME03255, DROME03256	CAEEL18175
OG0003879	DROME15863, DROME15864	CAEEL00338, CAEEL01399
OG0003881	DROME06398	CAEEL12169
OG0003884	DROME16036	CAEEL01060
OG0003885	DROME01881, DROME01880	CAEEL01791
OG0003886	DROME16702	CAEEL10383
OG0003887	DROME05627	CAEEL09306
OG0003887	DROME16856	CAEEL09446
OG0003892	DROME03882, DROME03883, DROME03881	CAEEL11760
OG0003893	DROME20864	CAEEL05797
OG0003894	DROME08816	CAEEL01425
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	CAEEL15379
OG0003897	DROME08504, DROME08505	CAEEL07613
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	CAEEL05728
OG0003904	DROME13386	CAEEL00419
OG0003906	DROME10315	CAEEL00814
OG0003908	DROME07423	CAEEL00218
OG0003908	DROME05483	CAEEL08148
OG0003909	DROME12680	CAEEL09488, CAEEL14422
OG0003910	DROME10387	CAEEL08553
OG0003911	DROME11361	CAEEL20590
OG0003912	DROME03970, DROME03969, DROME03443	CAEEL02731
OG0003913	DROME04350	CAEEL05199
OG0003914	DROME09312	CAEEL19029
OG0003915	DROME04519	CAEEL04887
OG0003916	DROME10524, DROME10523	CAEEL07068
OG0003917	DROME06379	CAEEL07507
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	CAEEL11925, CAEEL11924
OG0003920	DROME16629, DROME16630	CAEEL00358
OG0003921	DROME02956, DROME02955, DROME02957	CAEEL14832, CAEEL18358
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	CAEEL08718
OG0003925	DROME01564, DROME01563	CAEEL04108
OG0003926	DROME01565, DROME01567, DROME01566	CAEEL10754, CAEEL19332
OG0003929	DROME08880	CAEEL00949
OG0003930	DROME20922	CAEEL05047
OG0003931	DROME02384, DROME02385	CAEEL15548
OG0003933	DROME03669	CAEEL11609
OG0003934	DROME11280	CAEEL10046
OG0003938	DROME13183	CAEEL07167
OG0003939	DROME01287	CAEEL04128
OG0003940	DROME13675	CAEEL15126, CAEEL19780
OG0003944	DROME18760	CAEEL05219
