Orthogroup	DROME	SCHMD
OG0001590	DROME14234, DROME13421	SCHMD09240
OG0001593	DROME06841, DROME06840	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	DROME05350, DROME05351, DROME05349	SCHMD14548, SCHMD07059
OG0001596	DROME03082, DROME03081, DROME03080	SCHMD09207
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	SCHMD00024, SCHMD05345, SCHMD00022
OG0001603	DROME10271	SCHMD10551
OG0001603	DROME05748, DROME05749	SCHMD29329
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	SCHMD02109
OG0001605	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001	SCHMD09782
OG0001609	DROME13801, DROME13802, DROME13800	SCHMD16467
OG0001609	DROME09555	SCHMD16231, SCHMD10959, SCHMD10960
OG0001610	DROME06881	SCHMD03213
OG0001611	DROME07510, DROME07509, DROME07511	SCHMD04102, SCHMD12631
OG0001612	DROME07050, DROME07049	SCHMD14255, SCHMD22594
OG0001614	DROME14120	SCHMD04001
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	SCHMD11889, SCHMD13066, SCHMD14018
OG0001617	DROME13150, DROME13151	SCHMD05140, SCHMD05141
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	SCHMD22740, SCHMD18214
OG0001621	DROME19943, DROME19942, DROME19944	SCHMD26761, SCHMD18496
OG0001623	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251	SCHMD12998, SCHMD29690, SCHMD08483
OG0001625	DROME08855	SCHMD22149
OG0001627	DROME17716, DROME17715	SCHMD06117
OG0001629	DROME03998, DROME03999, DROME03997	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524
OG0001630	DROME10692	SCHMD04044, SCHMD04169, SCHMD01052
OG0001632	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193	SCHMD12105, SCHMD26476
OG0001634	DROME02691, DROME02692	SCHMD24659
OG0001634	DROME06767	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	SCHMD28110
OG0001636	DROME21027, DROME21028	SCHMD19517
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	SCHMD00159, SCHMD00160
OG0001639	DROME01523, DROME01525, DROME01524	SCHMD07144
OG0001641	DROME08987, DROME08990, DROME08991	SCHMD03047
OG0001642	DROME09872	SCHMD20801, SCHMD12647
OG0001644	DROME05204	SCHMD20924
OG0001646	DROME17895	SCHMD00577
OG0001651	DROME01946	SCHMD15448
OG0001653	DROME03945, DROME03944, DROME03946	SCHMD11720, SCHMD13944, SCHMD11719, SCHMD13945, SCHMD13946
OG0001655	DROME11541, DROME11542	SCHMD06776
OG0001656	DROME12672	SCHMD22556
OG0001657	DROME16951	SCHMD07705, SCHMD10000, SCHMD12957
OG0001659	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494	SCHMD19168
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	SCHMD01572, SCHMD29332
OG0001664	DROME03276	SCHMD13680, SCHMD17585
OG0001665	DROME21335, DROME21336, DROME03860, DROME03861, DROME03859	SCHMD19795
OG0001666	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001668	DROME13057, DROME13061, DROME13059, DROME13058, DROME13056, DROME13060, DROME13055	SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845
OG0001670	DROME15734, DROME15735	SCHMD00224
OG0001671	DROME06393, DROME06394, DROME06396, DROME06395	SCHMD21324
OG0001672	DROME04869, DROME04868, DROME04867	SCHMD11260, SCHMD13294, SCHMD11259
OG0001677	DROME14874	SCHMD13425
OG0001682	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477	SCHMD04768
OG0001683	DROME04416, DROME04417, DROME04415	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	DROME10450	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	DROME20991, DROME20989	SCHMD12122, SCHMD25973, SCHMD11868
OG0001689	DROME21861, DROME21859	SCHMD23267, SCHMD11416, SCHMD11417
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	SCHMD00990, SCHMD08142
OG0001692	DROME00090, DROME00091	SCHMD15230, SCHMD05750
OG0001707	DROME04786, DROME04787	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	DROME10362, DROME14608, DROME16704	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570
OG0001711	DROME16692, DROME16691, DROME16690	SCHMD04571
OG0001718	DROME18626, DROME18625, DROME18627	SCHMD15790
OG0001720	DROME07093, DROME07094, DROME07095	SCHMD15757
OG0001721	DROME21093, DROME21094	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	SCHMD24845, SCHMD14505, SCHMD24846, SCHMD23137
OG0001726	DROME01038, DROME01035, DROME01037, DROME01036	SCHMD06142, SCHMD13209
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	DROME19385	SCHMD17375
OG0001729	DROME04994, DROME04995, DROME04996	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	DROME08359, DROME08358, DROME08360, DROME08361	SCHMD11237, SCHMD15709
OG0001732	DROME05765, DROME05764, DROME05766	SCHMD09964
OG0001733	DROME12129, DROME11165	SCHMD11879, SCHMD11880
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	SCHMD04334
OG0001736	DROME04354, DROME04355	SCHMD13051
OG0001737	DROME03102	SCHMD04897
OG0001738	DROME19892	SCHMD28176
OG0001739	DROME17504, DROME18573, DROME08124	SCHMD04721
OG0001745	DROME10489	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001746	DROME21748	SCHMD12575, SCHMD10847, SCHMD14382, SCHMD12574
OG0001750	DROME06453	SCHMD22591
OG0001751	DROME13918	SCHMD05355
OG0001752	DROME16905, DROME16904, DROME16907, DROME16906	SCHMD04217
OG0001754	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389	SCHMD16498
OG0001754	DROME06493, DROME06492, DROME06491	SCHMD12272, SCHMD04555, SCHMD01477
OG0001755	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392	SCHMD00304
OG0001769	DROME08613	SCHMD03951
OG0001770	DROME12526, DROME12525	SCHMD22893, SCHMD22374
OG0001774	DROME16288	SCHMD06607
OG0001776	DROME13827, DROME13826, DROME13825, DROME13824	SCHMD01301
OG0001780	DROME12052	SCHMD19255, SCHMD20118
OG0001781	DROME05960	SCHMD14650, SCHMD07439, SCHMD28287
OG0001781	DROME03304	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578	SCHMD15033, SCHMD26133
OG0001785	DROME20701, DROME20700	SCHMD16368
OG0001786	DROME14974, DROME14975	SCHMD28589
OG0001787	DROME15226	SCHMD15982
OG0001798	DROME07480	SCHMD06352, SCHMD07989
OG0001799	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613	SCHMD21455, SCHMD20789, SCHMD20788, SCHMD24089, SCHMD21456
OG0001805	DROME11510, DROME11511	SCHMD01576
OG0001807	DROME02930, DROME02931, DROME02932	SCHMD01495
OG0001808	DROME12890, DROME12888, DROME12889	SCHMD04780
OG0001809	DROME10117, DROME10116	SCHMD03279
OG0001810	DROME12471	SCHMD28471, SCHMD25400
OG0001813	DROME18651	SCHMD18416, SCHMD08786
OG0001816	DROME01873	SCHMD07209
OG0001818	DROME09141	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	DROME00545	SCHMD06459
OG0001820	DROME08719, DROME08720	SCHMD14228, SCHMD02398
OG0001821	DROME10515, DROME10514	SCHMD28800, SCHMD18321
OG0001822	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806	SCHMD21605, SCHMD12240
OG0001824	DROME07762, DROME07761, DROME05770	SCHMD01899
OG0001825	DROME08707, DROME08708, DROME08709	SCHMD06748
OG0001826	DROME04636, DROME04635, DROME04634, DROME04637	SCHMD25796, SCHMD02997
OG0001827	DROME14163	SCHMD17765, SCHMD19189
OG0001831	DROME16694, DROME16695, DROME16696	SCHMD08523, SCHMD08524, SCHMD08522, SCHMD09304, SCHMD16172
OG0001832	DROME11192	SCHMD09061
OG0001834	DROME21762, DROME21761, DROME21760	SCHMD04020, SCHMD20048
OG0001846	DROME07140	SCHMD09924
OG0001849	DROME13912	SCHMD05416
OG0001850	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387	SCHMD14974, SCHMD17053
OG0001853	DROME08596, DROME09289, DROME09287, DROME09286	SCHMD00353
OG0001857	DROME04659, DROME04661, DROME04660, DROME04662	SCHMD00486
OG0001860	DROME00108, DROME00107	SCHMD14532, SCHMD14531, SCHMD12432
OG0001862	DROME03288, DROME14961	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785
OG0001863	DROME11185	SCHMD26126
OG0001865	DROME11190, DROME11189	SCHMD16071
OG0001866	DROME07682	SCHMD17047
OG0001867	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416	SCHMD06149
OG0001868	DROME01267, DROME01268, DROME01269, DROME01264, DROME01265, DROME01263, DROME01266	SCHMD21478, SCHMD10606, SCHMD18490
OG0001869	DROME13212, DROME13213	SCHMD19852
OG0001870	DROME02885	SCHMD08001, SCHMD03109
OG0001872	DROME15862, DROME15861	SCHMD23480, SCHMD05297
OG0001874	DROME06960	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032
OG0001875	DROME02032	SCHMD29147, SCHMD28237
OG0001875	DROME16885	SCHMD11568
OG0001877	DROME04518	SCHMD14827
OG0001878	DROME14881, DROME14882	SCHMD18520
OG0001879	DROME09530	SCHMD08156
OG0001881	DROME18345, DROME18344	SCHMD18117
OG0001882	DROME21717, DROME21711	SCHMD17052, SCHMD22970
OG0001883	DROME19927	SCHMD08058, SCHMD14396, SCHMD14395
OG0001884	DROME01695, DROME01697, DROME01694, DROME01696	SCHMD09575
OG0001886	DROME14413	SCHMD00538
OG0001887	DROME16050	SCHMD22103, SCHMD03399, SCHMD24336
OG0001888	DROME11501, DROME11500, DROME11503, DROME11502	SCHMD15696, SCHMD08492, SCHMD15698
OG0001889	DROME06696	SCHMD03474
OG0001890	DROME08594, DROME08593	SCHMD07009
OG0001897	DROME10380	SCHMD10904
OG0001898	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330	SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284
OG0001900	DROME07202	SCHMD02044
OG0001901	DROME14282	SCHMD02622
OG0001903	DROME10026	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001913	DROME20114, DROME20115	SCHMD08198, SCHMD01162
OG0001915	DROME15601	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	DROME06422	SCHMD17658
OG0001916	DROME12396	SCHMD10605
OG0001917	DROME05027, DROME05026	SCHMD07933
OG0001918	DROME00884	SCHMD11138, SCHMD23731
OG0001919	DROME15351, DROME15349	SCHMD06373
OG0001919	DROME17341	SCHMD23775, SCHMD20085
OG0001920	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140	SCHMD25326
OG0001923	DROME13928	SCHMD05921
OG0001925	DROME18212, DROME18210, DROME18211	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	DROME02334	SCHMD20309, SCHMD16846
OG0001927	DROME06807	SCHMD08910
OG0001929	DROME20439, DROME20440	SCHMD19346, SCHMD06936
OG0001932	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501	SCHMD17903
OG0001935	DROME16535	SCHMD23048
OG0001938	DROME15196, DROME15195, DROME15198, DROME15197	SCHMD19401, SCHMD25673, SCHMD23826, SCHMD24292
OG0001939	DROME03831, DROME00411, DROME06715, DROME07275, DROME03273, DROME08285	SCHMD05179, SCHMD23463, SCHMD03085
OG0001939	DROME06716	SCHMD10030, SCHMD02230
OG0001940	DROME11372	SCHMD06251
OG0001941	DROME09362, DROME09360, DROME09361	SCHMD25386, SCHMD14273, SCHMD26622
OG0001942	DROME12925, DROME12924	SCHMD16279, SCHMD09808
OG0001943	DROME05587, DROME05589, DROME05586, DROME05588	SCHMD03979
OG0001945	DROME09755, DROME09756, DROME22094, DROME20436	SCHMD07577
OG0001946	DROME09729	SCHMD08506
OG0001947	DROME14837	SCHMD00740
OG0001949	DROME05190	SCHMD16576
OG0001951	DROME01080, DROME01079, DROME01078, DROME07934	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	DROME00559, DROME00560	SCHMD08803, SCHMD19932
OG0001953	DROME10526, DROME10527, DROME10525, DROME10528	SCHMD03889
OG0001956	DROME18759	SCHMD16218
OG0001957	DROME16952, DROME16955, DROME16953, DROME16954	SCHMD03964
OG0001958	DROME01945	SCHMD10594
OG0001960	DROME07743, DROME07742, DROME07741, DROME07744	SCHMD05932
OG0001961	DROME02025, DROME02026	SCHMD03837
OG0001963	DROME19777, DROME19776	SCHMD24660
OG0001964	DROME13701, DROME13700, DROME13699	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356
OG0001965	DROME13659	SCHMD15198
OG0001968	DROME04032	SCHMD12918
OG0001969	DROME05971, DROME05972, DROME17147, DROME05970	SCHMD08414, SCHMD09063
OG0001970	DROME01570, DROME01569	SCHMD03645
OG0001971	DROME18313	SCHMD02201
OG0001972	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849	SCHMD07972, SCHMD26110
OG0001974	DROME13436, DROME02402	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001985	DROME10994, DROME10993	SCHMD04899
OG0001987	DROME14340	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	DROME11741	SCHMD17373
OG0001989	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901	SCHMD11266
OG0001991	DROME05985	SCHMD08363
OG0001992	DROME21257	SCHMD10680
OG0001993	DROME12806	SCHMD04073
OG0001993	DROME12805	SCHMD04075
OG0001994	DROME13142	SCHMD12538
OG0001996	DROME14824, DROME00344	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576
OG0001998	DROME09606	SCHMD19391
OG0001999	DROME20622, DROME20625, DROME20626, DROME20624, DROME20623, DROME20627	SCHMD10953
OG0002000	DROME04109	SCHMD06620, SCHMD28948, SCHMD09206
OG0002001	DROME19332, DROME19331	SCHMD04245
OG0002003	DROME00292	SCHMD25539
OG0002006	DROME06376, DROME06377, DROME06378	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	DROME04686, DROME04688, DROME04687, DROME04685	SCHMD06021
OG0002011	DROME06968, DROME06969, DROME06970	SCHMD23984, SCHMD22698, SCHMD03836, SCHMD03600, SCHMD03470
OG0002013	DROME04069, DROME08149	SCHMD05928, SCHMD05926
OG0002015	DROME14275	SCHMD07213, SCHMD12123
OG0002017	DROME18396, DROME18395	SCHMD02967
OG0002018	DROME20847, DROME20850, DROME20840, DROME20843, DROME20851, DROME20841, DROME20842, DROME20848, DROME20846, DROME20844, DROME20849, DROME20839, DROME20845	SCHMD24155, SCHMD22495
OG0002023	DROME06991, DROME06989, DROME06990	SCHMD13758
OG0002024	DROME06569, DROME06570	SCHMD06250
OG0002026	DROME20307	SCHMD11077, SCHMD01664
OG0002027	DROME02939, DROME02938, DROME02937, DROME02936	SCHMD07869
OG0002029	DROME21921	SCHMD29754, SCHMD28570, SCHMD15250, SCHMD18190, SCHMD17283
OG0002031	DROME21699, DROME13546	SCHMD17673, SCHMD21628, SCHMD14088
OG0002032	DROME01693	SCHMD15998, SCHMD17430
OG0002035	DROME04340, DROME04341	SCHMD19062, SCHMD21913
OG0002036	DROME13894, DROME13900, DROME13895, DROME13898, DROME13892, DROME13893, DROME13899, DROME13891, DROME13890, DROME13896, DROME13897, DROME13901	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002043	DROME10764, DROME10766, DROME10765	SCHMD03148
OG0002057	DROME04633	SCHMD14251, SCHMD14250
OG0002059	DROME20230, DROME20232, DROME20229, DROME20231	SCHMD13857
OG0002062	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002065	DROME13540	SCHMD04658
OG0002066	DROME10594	SCHMD20021, SCHMD24048, SCHMD12034
OG0002068	DROME17295	SCHMD20105
OG0002070	DROME01105, DROME01106	SCHMD04912
OG0002073	DROME02887, DROME17696	SCHMD20304, SCHMD22775, SCHMD03169
OG0002076	DROME15179, DROME15178	SCHMD28301, SCHMD28436, SCHMD10610, SCHMD08813, SCHMD28435, SCHMD28300
OG0002077	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444	SCHMD01377
OG0002078	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265	SCHMD24733, SCHMD25810
OG0002079	DROME05628	SCHMD04817, SCHMD07771, SCHMD11302, SCHMD04787
OG0002080	DROME04483, DROME04484, DROME04485	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760
OG0002081	DROME20778	SCHMD20577, SCHMD12884, SCHMD21807
OG0002085	DROME18248	SCHMD24654
OG0002087	DROME20417, DROME20418	SCHMD07766
OG0002088	DROME13167, DROME13168	SCHMD01447
OG0002091	DROME17168, DROME17169, DROME17167, DROME17170	SCHMD18712, SCHMD22802
OG0002093	DROME10388	SCHMD12873, SCHMD16751, SCHMD14180
OG0002094	DROME16500, DROME16501, DROME16502, DROME16498, DROME16499, DROME14162	SCHMD17092, SCHMD14979
OG0002095	DROME02416, DROME02415	SCHMD10706, SCHMD04399
OG0002097	DROME08772, DROME08771	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013	SCHMD02814
OG0002101	DROME06706, DROME06705, DROME16968	SCHMD15902
OG0002103	DROME11171, DROME20108	SCHMD03652
OG0002105	DROME17111	SCHMD04684
OG0002106	DROME18977	SCHMD29823, SCHMD29437
OG0002107	DROME12159	SCHMD17132, SCHMD27313
OG0002108	DROME07243, DROME07242	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	DROME15052	SCHMD02290, SCHMD07268, SCHMD07269, SCHMD02288
OG0002123	DROME20895, DROME02760	SCHMD07146
OG0002127	DROME04070, DROME05393	SCHMD08650
OG0002131	DROME03421, DROME03420	SCHMD13328, SCHMD15542
OG0002134	DROME02377	SCHMD15178
OG0002138	DROME17634	SCHMD05603, SCHMD05605
OG0002138	DROME10530, DROME10529	SCHMD13986, SCHMD23985
OG0002139	DROME01483	SCHMD09027
OG0002141	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206	SCHMD13856
OG0002142	DROME05472, DROME05474, DROME05473	SCHMD02227
OG0002143	DROME03802, DROME03800, DROME03799, DROME03803, DROME03804, DROME03801	SCHMD19800, SCHMD07450, SCHMD01063, SCHMD04627, SCHMD01498, SCHMD10512
OG0002144	DROME15087, DROME15088, DROME15089	SCHMD08032
OG0002146	DROME20089	SCHMD03633, SCHMD03634
OG0002147	DROME18735, DROME18736	SCHMD20896, SCHMD24159
OG0002148	DROME16614	SCHMD13024, SCHMD06006
OG0002149	DROME00514	SCHMD00788
OG0002150	DROME15137	SCHMD23343, SCHMD23344, SCHMD22805
OG0002152	DROME10626	SCHMD18533, SCHMD18027, SCHMD20477
OG0002155	DROME08485	SCHMD08600
OG0002156	DROME12292	SCHMD11093
OG0002158	DROME08010	SCHMD07812
OG0002159	DROME17743, DROME17744	SCHMD10603, SCHMD12359
OG0002160	DROME12795	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002163	DROME16612, DROME16611	SCHMD00119
OG0002166	DROME06834, DROME06833	SCHMD22548
OG0002167	DROME18309, DROME18308, DROME18307, DROME18306	SCHMD06677
OG0002168	DROME20356, DROME07753	SCHMD00757
OG0002169	DROME16101	SCHMD19182, SCHMD07925
OG0002170	DROME18118, DROME08334	SCHMD16963
OG0002171	DROME01331	SCHMD05133, SCHMD13789
OG0002172	DROME16091	SCHMD03159, SCHMD03160, SCHMD03161
OG0002175	DROME15015	SCHMD09343, SCHMD14948
OG0002177	DROME06974, DROME06976, DROME06975	SCHMD05408
OG0002179	DROME10648, DROME10649	SCHMD03680
OG0002182	DROME12410	SCHMD00111
OG0002184	DROME09706, DROME09707	SCHMD08543, SCHMD08541, SCHMD08545
OG0002185	DROME03508, DROME03506	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002188	DROME16936	SCHMD07090
OG0002189	DROME00632	SCHMD03295
OG0002190	DROME10141, DROME10140	SCHMD06253, SCHMD20396
OG0002191	DROME00418	SCHMD16045
OG0002192	DROME20256	SCHMD09378, SCHMD11311
OG0002196	DROME00892	SCHMD04892, SCHMD04891
OG0002211	DROME05354, DROME10929, DROME05463	SCHMD29435
OG0002213	DROME03210	SCHMD01017
OG0002221	DROME10875, DROME10876	SCHMD20199, SCHMD06522, SCHMD25783, SCHMD06372, SCHMD03308, SCHMD03309, SCHMD11277, SCHMD18557, SCHMD20936
OG0002222	DROME06941	SCHMD17607, SCHMD07921
OG0002223	DROME03530	SCHMD11701
OG0002224	DROME11780, DROME11781, DROME11779, DROME08782, DROME08783, DROME08784	SCHMD07940, SCHMD07939
OG0002225	DROME17292, DROME17293, DROME17294	SCHMD03290
OG0002226	DROME09270	SCHMD00937
OG0002227	DROME08754, DROME08753	SCHMD09350, SCHMD09896
OG0002229	DROME19744	SCHMD09620, SCHMD21635
OG0002233	DROME20355, DROME20354, DROME14932, DROME14933	SCHMD13734
OG0002235	DROME19571	SCHMD15174, SCHMD00911
OG0002239	DROME02338, DROME02339	SCHMD00548
OG0002240	DROME05992, DROME05991, DROME05989, DROME05990, DROME05993	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639
OG0002241	DROME11351, DROME20942, DROME20943	SCHMD14786, SCHMD19113
OG0002241	DROME14677	SCHMD04776
OG0002243	DROME12880, DROME12875, DROME12879, DROME12878, DROME12873, DROME12874, DROME12877, DROME12876, DROME17551	SCHMD06353
OG0002244	DROME13379, DROME13383, DROME13382, DROME13384, DROME13380, DROME13381	SCHMD25722
OG0002251	DROME21900	SCHMD01711, SCHMD01710
OG0002252	DROME12224	SCHMD16344
OG0002253	DROME20279	SCHMD17818, SCHMD17980, SCHMD00707, SCHMD00706
OG0002257	DROME06529	SCHMD26955
OG0002259	DROME06618, DROME06619, DROME21171, DROME21170	SCHMD08992
OG0002260	DROME14297, DROME14296, DROME14298, DROME14300, DROME14299, DROME14295	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670
OG0002261	DROME02617	SCHMD28964, SCHMD15654, SCHMD22485
OG0002263	DROME07437	SCHMD05522
OG0002264	DROME18761	SCHMD24103
OG0002265	DROME10782	SCHMD27098, SCHMD25159, SCHMD22941
