Orthogroup	DROME	SCHMD
OG0002668	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755	SCHMD11689
OG0002669	DROME13927	SCHMD09611, SCHMD23333
OG0002675	DROME11118, DROME11117, DROME11116, DROME11115	SCHMD07706, SCHMD00894
OG0002677	DROME00471, DROME00470	SCHMD08746
OG0002678	DROME21558, DROME21553	SCHMD08882, SCHMD10608
OG0002679	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354	SCHMD04423
OG0002683	DROME18274, DROME18275	SCHMD01061, SCHMD21344
OG0002703	DROME20939	SCHMD02598
OG0002706	DROME19506	SCHMD18329
OG0002707	DROME16643	SCHMD15585
OG0002708	DROME21871, DROME21870	SCHMD07512
OG0002710	DROME14357, DROME14358, DROME14359	SCHMD13597
OG0002712	DROME21972	SCHMD14746, SCHMD26852
OG0002715	DROME03868	SCHMD04683
OG0002717	DROME13040	SCHMD04660, SCHMD19761
OG0002718	DROME02454, DROME02455	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002719	DROME00203, DROME00202, DROME00201	SCHMD16509
OG0002720	DROME20862, DROME20861	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002726	DROME00393, DROME00394	SCHMD29542
OG0002729	DROME14219	SCHMD13495, SCHMD04166
OG0002739	DROME11838	SCHMD21270, SCHMD28406
OG0002740	DROME04703	SCHMD03830
OG0002743	DROME02953, DROME02954	SCHMD05725, SCHMD09090
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002747	DROME11308, DROME19315, DROME13062	SCHMD01124, SCHMD01122, SCHMD01123
OG0002749	DROME05439	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504
OG0002749	DROME08834	SCHMD26271
OG0002750	DROME07760, DROME07759	SCHMD19269, SCHMD20288
OG0002754	DROME16293	SCHMD11733, SCHMD20272
OG0002755	DROME17482	SCHMD05796
OG0002757	DROME02757	SCHMD00910
OG0002758	DROME08710	SCHMD01248, SCHMD01249
OG0002760	DROME11244, DROME07304	SCHMD04520
OG0002761	DROME11909	SCHMD02431
OG0002762	DROME06423	SCHMD20467, SCHMD24092
OG0002763	DROME13568, DROME13567	SCHMD28353, SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776
OG0002764	DROME00298, DROME00297, DROME00296	SCHMD03065
OG0002765	DROME12796	SCHMD01507
OG0002766	DROME13857	SCHMD07474
OG0002769	DROME12294, DROME12293	SCHMD19784, SCHMD21720, SCHMD25230, SCHMD21377, SCHMD14997
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	SCHMD03395
OG0002771	DROME01521	SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	DROME18154	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	DROME00793, DROME00794, DROME00257	SCHMD12006, SCHMD03314, SCHMD03038
OG0002773	DROME00258	SCHMD29335, SCHMD29658
OG0002776	DROME04390	SCHMD19737, SCHMD20919
OG0002777	DROME09718	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
OG0002779	DROME10992	SCHMD06581
OG0002781	DROME04079, DROME04080	SCHMD04051, SCHMD00686
OG0002782	DROME16136	SCHMD04095, SCHMD10801, SCHMD12067, SCHMD08222
OG0002785	DROME00137, DROME05688	SCHMD03564, SCHMD02646
OG0002787	DROME19508	SCHMD04800
OG0002788	DROME12013, DROME01698	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	SCHMD24450
OG0002791	DROME01009	SCHMD13195, SCHMD14197, SCHMD04469
OG0002793	DROME18578	SCHMD23816, SCHMD22461
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002811	DROME18305	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190
OG0002812	DROME07562	SCHMD21779
OG0002814	DROME14819	SCHMD14700
OG0002815	DROME03122	SCHMD25079, SCHMD14403
OG0002815	DROME09886	SCHMD12858
OG0002817	DROME03807	SCHMD08770
OG0002818	DROME06002, DROME01992	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002821	DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	SCHMD04704
OG0002822	DROME19658	SCHMD08888, SCHMD21214, SCHMD14939
OG0002823	DROME05305	SCHMD07226, SCHMD20525, SCHMD20323
OG0002824	DROME05371, DROME05370, DROME05372	SCHMD22484, SCHMD22922
OG0002825	DROME10105, DROME10106	SCHMD04002
OG0002826	DROME12304	SCHMD04456
OG0002827	DROME04425	SCHMD08734, SCHMD08735, SCHMD08733
OG0002831	DROME21764, DROME21763	SCHMD14362, SCHMD15514
OG0002832	DROME20194	SCHMD26812, SCHMD06953, SCHMD06954
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	SCHMD16770
OG0002836	DROME03263	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	DROME16455	SCHMD08534
OG0002838	DROME19188	SCHMD00590
OG0002839	DROME20539, DROME20540	SCHMD02377
OG0002840	DROME20941	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521
OG0002841	DROME06956	SCHMD26941, SCHMD29004
OG0002843	DROME05626	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	DROME01327, DROME00485	SCHMD03897
OG0002845	DROME21934, DROME05525, DROME05526	SCHMD02505
OG0002847	DROME12860	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169
OG0002848	DROME11797	SCHMD05152
OG0002850	DROME18798	SCHMD05521
OG0002851	DROME07485, DROME07488, DROME07486, DROME07487	SCHMD04076
OG0002855	DROME15007	SCHMD09245
OG0002858	DROME20172, DROME20171	SCHMD18586, SCHMD18130, SCHMD16715
OG0002859	DROME13204	SCHMD26190
OG0002861	DROME19141	SCHMD05292, SCHMD11034
OG0002866	DROME08853	SCHMD11278
OG0002868	DROME08895, DROME08893, DROME08894	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124
OG0002869	DROME01493	SCHMD20711, SCHMD17627, SCHMD26969, SCHMD17626
OG0002870	DROME05751	SCHMD16201, SCHMD23491
OG0002871	DROME06902	SCHMD23000
OG0002872	DROME09095	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	DROME02491	SCHMD10099
OG0002879	DROME05962	SCHMD19925, SCHMD07881
OG0002881	DROME00057, DROME00061, DROME00058, DROME00055, DROME00060, DROME00056, DROME00059	SCHMD10892
OG0002882	DROME15316	SCHMD13837
OG0002883	DROME19983, DROME19982	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473
OG0002884	DROME00136	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002885	DROME10516	SCHMD09734, SCHMD10047
OG0002888	DROME08352, DROME08351	SCHMD09489
OG0002889	DROME18283, DROME18285, DROME18284	SCHMD01004
OG0002891	DROME12152	SCHMD13844
OG0002892	DROME18981	SCHMD14032
OG0002894	DROME07096, DROME07097	SCHMD25475
OG0002895	DROME16391, DROME16390	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	DROME00179, DROME00180	SCHMD17000
OG0002897	DROME08372	SCHMD13842
OG0002899	DROME09113	SCHMD08092
OG0002900	DROME06374	SCHMD25381
OG0002906	DROME12553, DROME12554	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	DROME00536, DROME00537, DROME00535	SCHMD11864, SCHMD21839
OG0002909	DROME00512	SCHMD13692
OG0002911	DROME01531, DROME01532, DROME01530	SCHMD08308
OG0002912	DROME03365, DROME03361, DROME03364	SCHMD11036
OG0002914	DROME16791, DROME16792, DROME16793	SCHMD27140
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	SCHMD09665
OG0002916	DROME03083	SCHMD27668, SCHMD21453, SCHMD23088
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	SCHMD01850
OG0002921	DROME20904, DROME20903	SCHMD09397
OG0002926	DROME01891	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	DROME09412, DROME09413	SCHMD02868
OG0002944	DROME18576	SCHMD08008
OG0002947	DROME17107	SCHMD28979
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	SCHMD06278, SCHMD06277
OG0002949	DROME10410, DROME10411	SCHMD00986
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	DROME06983, DROME06984	SCHMD15127
OG0002955	DROME16794	SCHMD15457, SCHMD12505
OG0002956	DROME13931, DROME13930, DROME13929	SCHMD03331
OG0002957	DROME15903, DROME15902	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703
OG0002959	DROME21736	SCHMD04680, SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	SCHMD03221
OG0002962	DROME20600	SCHMD02732
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	SCHMD23539
OG0002965	DROME12643, DROME12645, DROME12642, DROME12644	SCHMD08707
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	SCHMD19835
OG0002967	DROME18521, DROME18520	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	DROME10921, DROME05214	SCHMD17924
OG0002969	DROME04084, DROME04085	SCHMD08827
OG0002973	DROME19229, DROME19228	SCHMD02061, SCHMD03023, SCHMD02060
OG0002974	DROME01465	SCHMD05224
OG0002975	DROME00051, DROME00050	SCHMD22681
OG0002976	DROME16320, DROME20322, DROME20323	SCHMD04973
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	DROME09324, DROME11790	SCHMD21481, SCHMD17387
OG0002979	DROME15607	SCHMD01771, SCHMD00206, SCHMD00263
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	SCHMD01104
OG0002983	DROME12376	SCHMD13929, SCHMD10593, SCHMD18805
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063, DROME10078	SCHMD03398, SCHMD14369
OG0002987	DROME13970, DROME13977	SCHMD01543
OG0002990	DROME12949, DROME12950	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	DROME05520, DROME05522, DROME05521	SCHMD22608, SCHMD20729
OG0002992	DROME16899, DROME16900	SCHMD05236
OG0002994	DROME07777, DROME07776	SCHMD00361
OG0002998	DROME04901, DROME04900, DROME04899	SCHMD04878
OG0003001	DROME12222	SCHMD16355, SCHMD17156
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	SCHMD18300, SCHMD21092
OG0003005	DROME19774	SCHMD05203
OG0003006	DROME00129	SCHMD08276, SCHMD27162
OG0003008	DROME10417, DROME10419, DROME10418	SCHMD18648, SCHMD23992
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	SCHMD10225
OG0003011	DROME17655, DROME17656	SCHMD06741
OG0003012	DROME16686	SCHMD08169, SCHMD01210
OG0003014	DROME20620	SCHMD10015, SCHMD02414
OG0003016	DROME06109, DROME04760	SCHMD10023, SCHMD10022
OG0003017	DROME03993, DROME03994	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	DROME14436	SCHMD22688
OG0003021	DROME11191	SCHMD16391
OG0003022	DROME12200	SCHMD11673
OG0003023	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476	SCHMD00132
OG0003024	DROME14540, DROME13066	SCHMD09220
OG0003025	DROME16128	SCHMD12824
OG0003026	DROME01191	SCHMD02853, SCHMD01047
OG0003027	DROME13632	SCHMD26555, SCHMD23346
OG0003028	DROME19503	SCHMD00803
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	SCHMD17380
OG0003030	DROME20783, DROME03164	SCHMD14026, SCHMD14334
OG0003031	DROME10589, DROME10590	SCHMD01560
OG0003033	DROME02552	SCHMD17975
OG0003034	DROME13458	SCHMD06420
OG0003036	DROME08134	SCHMD00745
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	SCHMD04323, SCHMD17801, SCHMD23638
OG0003041	DROME13990, DROME13989	SCHMD13550, SCHMD13552, SCHMD05248
OG0003043	DROME01115	SCHMD01921
OG0003044	DROME07467	SCHMD18036
OG0003046	DROME06986	SCHMD02192
OG0003048	DROME03285	SCHMD04259
OG0003049	DROME11842	SCHMD02944
OG0003050	DROME21024, DROME21025	SCHMD05940
OG0003052	DROME17384, DROME22105, DROME17383	SCHMD10563
OG0003054	DROME15214	SCHMD07639
OG0003055	DROME13955	SCHMD02492, SCHMD02453
OG0003056	DROME01323, DROME01324	SCHMD23280
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	SCHMD06641, SCHMD00780, SCHMD00957
OG0003060	DROME04543	SCHMD03911
OG0003063	DROME03416	SCHMD09452
OG0003065	DROME07296	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	DROME19326	SCHMD16401
OG0003072	DROME09180, DROME09181	SCHMD06901
OG0003073	DROME13385, DROME14642	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	SCHMD05044
OG0003078	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619	SCHMD23203
OG0003079	DROME11418, DROME11417	SCHMD21039, SCHMD16217
OG0003085	DROME18955	SCHMD12956
OG0003085	DROME11671	SCHMD16331, SCHMD28163, SCHMD28179
OG0003101	DROME16966, DROME16965, DROME16967	SCHMD08248
OG0003104	DROME01186, DROME01187	SCHMD24752, SCHMD28727
OG0003105	DROME14362, DROME14361, DROME14360	SCHMD11115, SCHMD11114
OG0003106	DROME07627	SCHMD02719, SCHMD29463
OG0003107	DROME12506	SCHMD24066, SCHMD27003
OG0003108	DROME02795, DROME10233	SCHMD07978
OG0003109	DROME00284	SCHMD11746
OG0003110	DROME09020	SCHMD04241
OG0003112	DROME16468, DROME01349, DROME01348	SCHMD21475, SCHMD20475, SCHMD20838
OG0003113	DROME01816, DROME01817	SCHMD11799
OG0003114	DROME04951, DROME04952	SCHMD14023, SCHMD11723, SCHMD15288
OG0003116	DROME20130	SCHMD08507
OG0003119	DROME02450, DROME02453, DROME02451	SCHMD29008, SCHMD21161
OG0003121	DROME19886, DROME19887	SCHMD12838, SCHMD29810, SCHMD26257
OG0003123	DROME20099	SCHMD12638
OG0003124	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585	SCHMD00285, SCHMD25581
OG0003125	DROME08841, DROME08840	SCHMD07267
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	SCHMD01239
OG0003128	DROME20310, DROME20309	SCHMD19584
OG0003130	DROME20301, DROME20300	SCHMD04681
OG0003131	DROME18130, DROME18131	SCHMD00499, SCHMD13849, SCHMD12187
OG0003135	DROME07491	SCHMD19428, SCHMD16137
OG0003136	DROME17171	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	DROME01904, DROME12782	SCHMD07874
OG0003141	DROME21226, DROME21227	SCHMD00202
OG0003144	DROME13433	SCHMD02154
OG0003145	DROME03862	SCHMD14673, SCHMD15337, SCHMD09407
OG0003146	DROME01929	SCHMD08719, SCHMD06842
OG0003147	DROME16290, DROME16289	SCHMD17526
OG0003148	DROME18800, DROME18799	SCHMD04778
OG0003150	DROME19300	SCHMD20966
OG0003151	DROME04792	SCHMD12480, SCHMD14456
OG0003152	DROME17760	SCHMD15231, SCHMD19429
OG0003153	DROME21845	SCHMD06720, SCHMD06721
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	SCHMD06691
OG0003160	DROME17382	SCHMD15101, SCHMD28838
OG0003161	DROME12081	SCHMD03472
OG0003163	DROME02661, DROME02659	SCHMD00903, SCHMD00907
OG0003164	DROME01606	SCHMD01405
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	SCHMD04066
OG0003169	DROME03939	SCHMD10405
OG0003171	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193	SCHMD06380
OG0003172	DROME02195	SCHMD01375
OG0003173	DROME03095, DROME15988	SCHMD04311
OG0003177	DROME17587	SCHMD07591
OG0003178	DROME10286, DROME10285	SCHMD14461
OG0003180	DROME11167, DROME11166	SCHMD22560
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	SCHMD00970
OG0003182	DROME01632	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003184	DROME11152	SCHMD28841, SCHMD26100
OG0003187	DROME11796, DROME11795, DROME11794	SCHMD06732
OG0003188	DROME03250, DROME03249	SCHMD17519, SCHMD17520
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	SCHMD02678
OG0003191	DROME09590	SCHMD03926
OG0003193	DROME14192	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003197	DROME21048	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	DROME07357	SCHMD14276
OG0003199	DROME12668, DROME21725, DROME21726	SCHMD21965, SCHMD20498, SCHMD26450
OG0003202	DROME05838, DROME05839	SCHMD27153, SCHMD23952, SCHMD12079, SCHMD14092, SCHMD16619, SCHMD25749, SCHMD03218, SCHMD21658
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	SCHMD02943, SCHMD25430
OG0003205	DROME06205, DROME06206	SCHMD16475
OG0003206	DROME21836, DROME21837	SCHMD29612
OG0003207	DROME14952	SCHMD06863, SCHMD04604
OG0003208	DROME13935, DROME13936, DROME12249	SCHMD02480
OG0003210	DROME16773, DROME16774	SCHMD23858, SCHMD23874
OG0003212	DROME16100	SCHMD20324, SCHMD18634
OG0003214	DROME00548	SCHMD18471
OG0003215	DROME09352	SCHMD06939
OG0003217	DROME21077	SCHMD03371, SCHMD00338
OG0003218	DROME08231, DROME08230	SCHMD20285
OG0003220	DROME11342, DROME11341	SCHMD14282
OG0003221	DROME00225, DROME00224	SCHMD16909, SCHMD22653
OG0003222	DROME18303, DROME18302, DROME18304	SCHMD11046, SCHMD08631
OG0003223	DROME09209	SCHMD08068
OG0003226	DROME19617, DROME08490	SCHMD02518, SCHMD13794
OG0003228	DROME21008	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	DROME01144	SCHMD00545
OG0003230	DROME17741	SCHMD09623
OG0003231	DROME19301	SCHMD04327, SCHMD04326, SCHMD04328
OG0003235	DROME05661, DROME05663, DROME05662	SCHMD15802
OG0003238	DROME10776	SCHMD09383
OG0003251	DROME19769, DROME19768, DROME16949	SCHMD10064, SCHMD14392
OG0003252	DROME18445	SCHMD29319
OG0003254	DROME02901	SCHMD01611
OG0003255	DROME06336	SCHMD16797
OG0003257	DROME15418	SCHMD14887, SCHMD01601
OG0003262	DROME21043, DROME21045, DROME21044	SCHMD19208
OG0003263	DROME09851	SCHMD17464
OG0003264	DROME08076	SCHMD03771
OG0003267	DROME01973, DROME01974, DROME02727	SCHMD03991
OG0003268	DROME20306	SCHMD03636
OG0003269	DROME11682	SCHMD04531
OG0003273	DROME01509	SCHMD06523
OG0003275	DROME11988, DROME11987	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	DROME07456	SCHMD27731, SCHMD11904
OG0003279	DROME01016, DROME01017, DROME01018	SCHMD08045
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	SCHMD10092
OG0003283	DROME12472	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	DROME06818	SCHMD07514, SCHMD15662
OG0003286	DROME09199, DROME09198	SCHMD09721
OG0003287	DROME04328, DROME08276	SCHMD14605
OG0003288	DROME00366, DROME00364, DROME00365	SCHMD09311, SCHMD11762
OG0003289	DROME20541, DROME20542	SCHMD16616
OG0003290	DROME00517	SCHMD28476, SCHMD05994
OG0003291	DROME20523	SCHMD09949
OG0003293	DROME14676	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003294	DROME01659, DROME01660	SCHMD27898
OG0003296	DROME06822, DROME13531	SCHMD02838
OG0003297	DROME19465	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	DROME18741	SCHMD13976, SCHMD15564
OG0003302	DROME01479, DROME01480	SCHMD01831
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	SCHMD01441
OG0003305	DROME13149	SCHMD12414
OG0003306	DROME10136	SCHMD03757
OG0003307	DROME17313	SCHMD16433
OG0003309	DROME19043, DROME19042	SCHMD01407
OG0003311	DROME15213	SCHMD10347
OG0003315	DROME17830, DROME17831	SCHMD08661
OG0003316	DROME13200	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	DROME16706	SCHMD12981, SCHMD18691
OG0003327	DROME19734	SCHMD05859
OG0003329	DROME10094, DROME10095	SCHMD22699
OG0003330	DROME03252, DROME03251	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003333	DROME10886, DROME10885, DROME10884	SCHMD20159, SCHMD28070
OG0003335	DROME18113, DROME18112	SCHMD19779
OG0003337	DROME15232	SCHMD01222
OG0003340	DROME16534, DROME16533	SCHMD08266
OG0003341	DROME01797	SCHMD00617
OG0003343	DROME09151	SCHMD22696
OG0003344	DROME04462, DROME04461	SCHMD12946, SCHMD01887
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	SCHMD29662
OG0003347	DROME11879, DROME11880	SCHMD05564, SCHMD05565, SCHMD05566
OG0003348	DROME02128	SCHMD11779
OG0003349	DROME08306, DROME08305, DROME08304	SCHMD04642, SCHMD00847
OG0003353	DROME11820, DROME11822, DROME11821	SCHMD09639
OG0003354	DROME19858	SCHMD00933
OG0003356	DROME15849	SCHMD07762
OG0003357	DROME12029	SCHMD05234
OG0003358	DROME16921	SCHMD00069
OG0003359	DROME18758	SCHMD28721, SCHMD10516, SCHMD28861
OG0003359	DROME09082	SCHMD11426
OG0003360	DROME20878, DROME20879	SCHMD04932
OG0003361	DROME13197	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	DROME08296	SCHMD06272
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	SCHMD14890
OG0003370	DROME12377, DROME12378	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	SCHMD20234
OG0003374	DROME06476, DROME06475, DROME06474	SCHMD04840
OG0003375	DROME21029	SCHMD17434, SCHMD08102
OG0003378	DROME18533	SCHMD07045
OG0003380	DROME14333	SCHMD05800
OG0003381	DROME10051	SCHMD19752
OG0003384	DROME17249, DROME17250	SCHMD08925
OG0003386	DROME07039, DROME07040, DROME07041	SCHMD08232
OG0003388	DROME11674, DROME19363	SCHMD09453, SCHMD01066, SCHMD01067
OG0003392	DROME11355	SCHMD20046
OG0003419	DROME18310	SCHMD02792
OG0003419	DROME17074	SCHMD29735
OG0003421	DROME04908, DROME07137, DROME07651	SCHMD25644, SCHMD14414
OG0003422	DROME04814	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	DROME11464, DROME11465, DROME11463	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	DROME12495	SCHMD11714
OG0003430	DROME19610, DROME04057	SCHMD03690
OG0003431	DROME13747	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	DROME00166, DROME15353	SCHMD05639, SCHMD06055
OG0003439	DROME16821	SCHMD00949
OG0003443	DROME18500	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	DROME01285	SCHMD02071
OG0003450	DROME03280	SCHMD01589
OG0003453	DROME19225	SCHMD09929
OG0003454	DROME10067	SCHMD10872, SCHMD17895
OG0003455	DROME04003	SCHMD27744, SCHMD09301
OG0003456	DROME19556	SCHMD08769
OG0003458	DROME04148, DROME16139	SCHMD20564
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	SCHMD01967
OG0003462	DROME00239	SCHMD18652, SCHMD28411
OG0003463	DROME20444	SCHMD00720, SCHMD00721
OG0003464	DROME06231	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	DROME04464	SCHMD04832
OG0003466	DROME16278	SCHMD14345
OG0003467	DROME06043, DROME06042	SCHMD08397, SCHMD08398
OG0003468	DROME01968	SCHMD23347, SCHMD26554, SCHMD18382
OG0003471	DROME16825	SCHMD02073
OG0003475	DROME02190	SCHMD11005
OG0003477	DROME12317	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	DROME13645	SCHMD07504, SCHMD03144
OG0003483	DROME09876, DROME09877	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	DROME18666, DROME18665	SCHMD18619, SCHMD27864, SCHMD25667
OG0003487	DROME12571	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003489	DROME01312	SCHMD27620
OG0003490	DROME13468	SCHMD10202
OG0003491	DROME11698	SCHMD07566
OG0003492	DROME17943	SCHMD17580
OG0003496	DROME03124	SCHMD27149, SCHMD21580, SCHMD24551
OG0003497	DROME08732	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	DROME13034, DROME13035	SCHMD19260
OG0003501	DROME13347, DROME13346, DROME13348	SCHMD02846
OG0003502	DROME19567, DROME14375	SCHMD05683
OG0003503	DROME17101, DROME17102	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	DROME06794	SCHMD16696, SCHMD18314
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	SCHMD08229, SCHMD08228
