Orthogroup	MOUSE	BRAFL
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	bflo_08217
OG0003258	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841	bflo_24354
OG0003259	MOUSE40307	bflo_06895
OG0003260	MOUSE21863, MOUSE21862, MOUSE09414, MOUSE09413	bflo_25696
OG0003261	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736	bflo_01512, bflo_00495
OG0003262	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751	bflo_20031
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	bflo_23703
OG0003264	MOUSE09214, MOUSE21677, MOUSE21676	bflo_04822
OG0003265	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981	bflo_11145
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	bflo_10178
OG0003267	MOUSE20876	bflo_26847, bflo_07095
OG0003268	MOUSE13509, MOUSE13508	bflo_13173
OG0003269	MOUSE46096, MOUSE46097	bflo_23123
OG0003270	MOUSE14493	bflo_12004
OG0003272	MOUSE48741, MOUSE48740	bflo_14266
OG0003273	MOUSE28052	bflo_14432
OG0003275	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576	bflo_13276
OG0003276	MOUSE20116, MOUSE18116	bflo_17428
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	bflo_11010
OG0003278	MOUSE24735	bflo_11050, bflo_18953
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	bflo_14292
OG0003280	MOUSE43480	bflo_01791, bflo_01241, bflo_01239
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165	bflo_05872
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	bflo_27041, bflo_12474
OG0003284	MOUSE22376, MOUSE22374	bflo_02462
OG0003286	MOUSE38677, MOUSE38679	bflo_23054
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	bflo_03086
OG0003288	MOUSE37027, MOUSE53951	bflo_14155
OG0003289	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949	bflo_13357
OG0003290	MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	bflo_07091
OG0003291	MOUSE04595, MOUSE04594	bflo_04904
OG0003292	MOUSE54609	bflo_22007
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	bflo_00129
OG0003294	MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	bflo_14576
OG0003296	MOUSE15223, MOUSE15224	bflo_21081
OG0003297	MOUSE05112, MOUSE05115, MOUSE05114	bflo_22943, bflo_27414
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	bflo_15165
OG0003299	MOUSE31972, MOUSE31969, MOUSE31970, MOUSE31971, MOUSE31968, MOUSE31967	bflo_25833
OG0003301	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851	bflo_01141
OG0003302	MOUSE03287	bflo_07345
OG0003303	MOUSE24464	bflo_15649
OG0003304	MOUSE35277, MOUSE35276, MOUSE35275	bflo_25914
OG0003305	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301	bflo_03407
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	bflo_11444, bflo_26999
OG0003307	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016	bflo_07093
OG0003308	MOUSE01407, MOUSE32626, MOUSE32625, MOUSE01406, MOUSE01405	bflo_25159, bflo_25333
OG0003309	MOUSE08725, MOUSE08726, MOUSE23277	bflo_18723
OG0003311	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518	bflo_01504
OG0003313	MOUSE12333	bflo_06556
OG0003314	MOUSE21944, MOUSE36526, MOUSE36527, MOUSE21943	bflo_14212
OG0003315	MOUSE13402	bflo_26618, bflo_01077
OG0003316	MOUSE19113	bflo_24864
OG0003317	MOUSE06372, MOUSE06369	bflo_23280
OG0003317	MOUSE06371	bflo_23472
OG0003318	MOUSE14363, MOUSE55163	bflo_11452
OG0003319	MOUSE29268, MOUSE29270, MOUSE29269, MOUSE29271, MOUSE21530, MOUSE21529	bflo_06319
OG0003320	MOUSE12779	bflo_10097
OG0003321	MOUSE28461	bflo_13090
OG0003324	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492	bflo_05150
OG0003325	MOUSE11163	bflo_08410
OG0003326	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969	bflo_09789
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640	bflo_15914
OG0003328	MOUSE12441	bflo_00597, bflo_00596
OG0003329	MOUSE10324, MOUSE10323	bflo_06538
OG0003330	MOUSE51368, MOUSE51369, MOUSE51367	bflo_05318
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922	bflo_20334
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	bflo_06531
OG0003333	MOUSE27043, MOUSE27042, MOUSE14353	bflo_03278
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	bflo_16036
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	bflo_16347
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	bflo_24672
OG0003338	MOUSE33403	bflo_25768
OG0003340	MOUSE34383	bflo_00966
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	bflo_13784
OG0003342	MOUSE30329, MOUSE30331, MOUSE30334, MOUSE30333, MOUSE30330, MOUSE30332, MOUSE44562, MOUSE44561, MOUSE44560, MOUSE20742	bflo_08333
OG0003343	MOUSE04680	bflo_21197
OG0003344	MOUSE06845, MOUSE06846	bflo_06379
OG0003346	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	MOUSE26452, MOUSE26454, MOUSE26453	bflo_18875
OG0003348	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	bflo_01497
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	bflo_08162
OG0003350	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870	bflo_21636
OG0003351	MOUSE06923	bflo_11662
OG0003351	MOUSE15844	bflo_18448
OG0003352	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950	bflo_26474, bflo_26477, bflo_08957
OG0003353	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	bflo_11091
OG0003354	MOUSE05407	bflo_00257
OG0003355	MOUSE11469, MOUSE36993, MOUSE11468	bflo_07915
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	bflo_13961
OG0003357	MOUSE03986, MOUSE03984, MOUSE03985	bflo_10674
OG0003358	MOUSE40734, MOUSE40733	bflo_11374
OG0003359	MOUSE24590, MOUSE24589	bflo_09270
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903	bflo_08028
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	bflo_21492
OG0003362	MOUSE38875, MOUSE38874	bflo_15047
OG0003363	MOUSE22150	bflo_19412, bflo_19416
OG0003363	MOUSE22155, MOUSE22154, MOUSE22152, MOUSE22153, MOUSE22151	bflo_19624
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	bflo_03561
OG0003366	MOUSE18707, MOUSE18706	bflo_23663
OG0003367	MOUSE41943	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181	bflo_08973
OG0003369	MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923	bflo_08608
OG0003370	MOUSE09868	bflo_05182
OG0003371	MOUSE49355, MOUSE49356, MOUSE49358, MOUSE49357	bflo_14039
OG0003372	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292	bflo_25213
OG0003373	MOUSE41533	bflo_04729
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	bflo_01562
OG0003375	MOUSE19488	bflo_05681
OG0003376	MOUSE35876	bflo_05753
OG0003377	MOUSE27183	bflo_09240, bflo_09241
OG0003378	MOUSE42256, MOUSE42255, MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	bflo_09811
OG0003379	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739	bflo_01579
OG0003380	MOUSE15298, MOUSE15297	bflo_20421
OG0003381	MOUSE42057, MOUSE42059, MOUSE45841	bflo_09923
OG0003382	MOUSE02747, MOUSE30743, MOUSE30744	bflo_03233
OG0003383	MOUSE05798, MOUSE05796, MOUSE05797	bflo_00169
OG0003384	MOUSE21104, MOUSE47803	bflo_10672
OG0003385	MOUSE14742	bflo_20288
OG0003386	MOUSE41396, MOUSE41394	bflo_24755
OG0003387	MOUSE06531, MOUSE06530	bflo_20271, bflo_20266
OG0003388	MOUSE20874	bflo_08160
OG0003391	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212	bflo_11495
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	bflo_04347
OG0003393	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209	bflo_04808
OG0003394	MOUSE15699	bflo_00632
OG0003396	MOUSE41750, MOUSE19964	bflo_03372
OG0003397	MOUSE35995, MOUSE35994, MOUSE35993, MOUSE21399, MOUSE21400, MOUSE21398, MOUSE21396, MOUSE21397, MOUSE19614, MOUSE19613	bflo_25073
OG0003399	MOUSE46384, MOUSE46383, MOUSE46382, MOUSE46379, MOUSE46380, MOUSE46381, MOUSE37315, MOUSE37316, MOUSE37317, MOUSE37312, MOUSE37313, MOUSE37314, MOUSE04640, MOUSE04641, MOUSE04643, MOUSE04642	bflo_20125
OG0003401	MOUSE27842, MOUSE20710	bflo_15561, bflo_16225
OG0003401	MOUSE44909, MOUSE44910	bflo_04587
OG0003419	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282	bflo_19082
OG0003420	MOUSE32878	bflo_16820
OG0003420	MOUSE30898	bflo_16824
OG0003421	MOUSE48228, MOUSE48226, MOUSE48227	bflo_14823
OG0003422	MOUSE01858, MOUSE01856, MOUSE01855	bflo_15120
OG0003424	MOUSE46224, MOUSE46223	bflo_22975
OG0003425	MOUSE19442	bflo_06597
OG0003426	MOUSE20301, MOUSE20300	bflo_17220
OG0003428	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723	bflo_15063
OG0003429	MOUSE17278, MOUSE17279	bflo_03695
OG0003430	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838	bflo_10656
OG0003431	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917	bflo_18771
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	bflo_22519
OG0003434	MOUSE53227	bflo_00872
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	bflo_21768
OG0003437	MOUSE03746, MOUSE48698	bflo_23416
OG0003439	MOUSE13082, MOUSE52350, MOUSE52351, MOUSE52352	bflo_21650
OG0003440	MOUSE47527, MOUSE47524, MOUSE47525, MOUSE47526	bflo_14213
OG0003441	MOUSE11283	bflo_12321
OG0003443	MOUSE00337, MOUSE07443	bflo_23995
OG0003444	MOUSE45924	bflo_03457
OG0003445	MOUSE37109, MOUSE37108, MOUSE37107	bflo_16302
OG0003447	MOUSE39104, MOUSE39107	bflo_11633
OG0003448	MOUSE43761, MOUSE43760	bflo_13876
OG0003450	MOUSE03860, MOUSE03859, MOUSE03861	bflo_14312
OG0003451	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027	bflo_17722
OG0003452	MOUSE46624, MOUSE46622, MOUSE46621	bflo_09208
OG0003453	MOUSE37347, MOUSE37348	bflo_09284
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	bflo_18619
OG0003455	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462	bflo_03202, bflo_03230
OG0003456	MOUSE05067, MOUSE05068, MOUSE38598	bflo_23918
OG0003457	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864	bflo_01506
OG0003458	MOUSE13623, MOUSE13621, MOUSE13619	bflo_05669
OG0003459	MOUSE18751, MOUSE07439	bflo_13470
OG0003460	MOUSE18659, MOUSE18653, MOUSE18649, MOUSE18656, MOUSE18657, MOUSE18654, MOUSE18651, MOUSE18650, MOUSE18652, MOUSE18655	bflo_16240
OG0003461	MOUSE17244, MOUSE17243	bflo_10235
OG0003462	MOUSE50373	bflo_15758
OG0003463	MOUSE24565, MOUSE24563	bflo_24804
OG0003464	MOUSE38664, MOUSE38666	bflo_22976
OG0003465	MOUSE25414, MOUSE25415	bflo_16970
OG0003466	MOUSE21260	bflo_09344
OG0003467	MOUSE13943	bflo_12624
OG0003469	MOUSE50469, MOUSE50470, MOUSE50468	bflo_12756
OG0003470	MOUSE19772, MOUSE19770, MOUSE19769, MOUSE19771	bflo_06693
OG0003471	MOUSE18810	bflo_23271
OG0003472	MOUSE55353, MOUSE55352, MOUSE55354	bflo_14735
OG0003473	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177	bflo_23011
OG0003474	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028	bflo_01167
OG0003475	MOUSE15813	bflo_17402
OG0003476	MOUSE25013, MOUSE25015, MOUSE25014	bflo_10013
OG0003477	MOUSE21747	bflo_05188
OG0003478	MOUSE07743, MOUSE07745, MOUSE07744	bflo_05169
OG0003479	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905	bflo_11660
OG0003480	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533	bflo_13731
OG0003481	MOUSE26365, MOUSE26364	bflo_15888
OG0003482	MOUSE02093, MOUSE02094, MOUSE45909	bflo_09842
OG0003483	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685	bflo_15095
OG0003486	MOUSE32199, MOUSE32197, MOUSE32198	bflo_20523
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	bflo_10772
OG0003488	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563	bflo_05906
OG0003489	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011	bflo_02309
OG0003490	MOUSE12490	bflo_20489
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	bflo_22547
OG0003492	MOUSE40447, MOUSE20897, MOUSE20898	bflo_06984
OG0003493	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112	bflo_25210
OG0003495	MOUSE16500, MOUSE16499, MOUSE16498, MOUSE16497, MOUSE16496	bflo_14132
OG0003495	MOUSE28273, MOUSE31994	bflo_06400
OG0003496	MOUSE50055, MOUSE50054	bflo_14755
OG0003497	MOUSE50976, MOUSE50975, MOUSE50974	bflo_06218
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	bflo_01724
OG0003499	MOUSE43680, MOUSE43679	bflo_23661
OG0003500	MOUSE27796	bflo_07514
OG0003500	MOUSE27416	bflo_20102
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	bflo_25164
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	bflo_20275
OG0003503	MOUSE06408, MOUSE06409	bflo_23296
OG0003504	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931	bflo_23302
OG0003505	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	bflo_12682
OG0003506	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046	bflo_15168
OG0003507	MOUSE01525, MOUSE01524, MOUSE33553	bflo_26224
OG0003508	MOUSE53216, MOUSE26338	bflo_14628
OG0003509	MOUSE04147	bflo_24353
OG0003510	MOUSE09300, MOUSE09301, MOUSE49518, MOUSE49517	bflo_13265
OG0003511	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313	bflo_06537
OG0003512	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509	bflo_21139, bflo_21138
OG0003513	MOUSE23286, MOUSE23284, MOUSE32687	bflo_18565
OG0003514	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055	bflo_10920
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	bflo_14188
OG0003516	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435	bflo_10550
OG0003517	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215	bflo_03023
OG0003518	MOUSE19878, MOUSE19877	bflo_25746
OG0003519	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370	bflo_18795
OG0003520	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035	bflo_10704
OG0003521	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227	bflo_17952
OG0003522	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170	bflo_23156
OG0003523	MOUSE15422, MOUSE15423	bflo_24396
OG0003524	MOUSE34476, MOUSE34477	bflo_24392
OG0003525	MOUSE11868, MOUSE11869, MOUSE11867	bflo_07077, bflo_07153, bflo_07154
OG0003526	MOUSE08673, MOUSE10988, MOUSE10987	bflo_05929
OG0003527	MOUSE45106	bflo_21741
OG0003528	MOUSE12507	bflo_17528
OG0003529	MOUSE22567, MOUSE22566, MOUSE22564, MOUSE22561, MOUSE22565, MOUSE22562, MOUSE22563, MOUSE05554, MOUSE05555	bflo_18877
OG0003530	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231	bflo_14037, bflo_14178, bflo_14631
OG0003531	MOUSE27520, MOUSE20441	bflo_24099
OG0003532	MOUSE21921	bflo_09668
OG0003533	MOUSE10863, MOUSE10865, MOUSE10864	bflo_12390
OG0003534	MOUSE03093, MOUSE03092, MOUSE07854, MOUSE07853	bflo_18361
OG0003535	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943	bflo_09980
OG0003536	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550	bflo_06440
OG0003537	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902	bflo_09395
OG0003538	MOUSE21443	bflo_15185
OG0003539	MOUSE48000, MOUSE48003	bflo_11094
OG0003541	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871	bflo_13586
OG0003542	MOUSE46221, MOUSE46219, MOUSE46218, MOUSE46220	bflo_23060
OG0003543	MOUSE32048, MOUSE32047	bflo_03236
OG0003544	MOUSE34150, MOUSE34151	bflo_07217
OG0003545	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145	bflo_23382
OG0003546	MOUSE32868, MOUSE23969, MOUSE23968	bflo_16201
OG0003547	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145	bflo_10227
OG0003548	MOUSE36205, MOUSE36206, MOUSE36204	bflo_09354
OG0003549	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469	bflo_18405
OG0003550	MOUSE38958, MOUSE26420	bflo_00232
OG0003551	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666	bflo_25362
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	bflo_16108
OG0003553	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556	bflo_08891
OG0003554	MOUSE20958, MOUSE20957, MOUSE20956	bflo_10753
OG0003555	MOUSE05997, MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991, MOUSE05998, MOUSE05999, MOUSE06000	bflo_24243, bflo_23498
OG0003556	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224	bflo_06642
OG0003557	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073	bflo_15889
OG0003558	MOUSE51603	bflo_04064
OG0003560	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076	bflo_11890
OG0003561	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761	bflo_04334
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	bflo_01200
OG0003563	MOUSE46114, MOUSE46115, MOUSE46111	bflo_23836
OG0003564	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522	bflo_09292
OG0003565	MOUSE47811, MOUSE47813, MOUSE47812	bflo_25721
OG0003566	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314	bflo_03002
OG0003567	MOUSE15052, MOUSE15050	bflo_04792
OG0003568	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466	bflo_20229
OG0003569	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483	bflo_11253
OG0003570	MOUSE24262, MOUSE24261, MOUSE24263	bflo_26249
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	bflo_05241
OG0003572	MOUSE43129, MOUSE24716, MOUSE24717, MOUSE07709	bflo_24403
OG0003573	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	bflo_20068
OG0003576	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792	bflo_13166
OG0003577	MOUSE32680, MOUSE32679, MOUSE32681	bflo_00343
OG0003578	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793	bflo_20566, bflo_14712
OG0003579	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637	bflo_07074
OG0003581	MOUSE45635	bflo_18883, bflo_18884
OG0003582	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611	bflo_10944
OG0003584	MOUSE04010, MOUSE04009, MOUSE04012, MOUSE04008, MOUSE04011, MOUSE23030, MOUSE34924, MOUSE34923	bflo_24324
OG0003585	MOUSE00388, MOUSE00386, MOUSE18554, MOUSE18553, MOUSE18552, MOUSE18551, MOUSE28515, MOUSE00387	bflo_01255
OG0003598	MOUSE26068, MOUSE26067	bflo_16711
OG0003600	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739	bflo_13340
OG0003601	MOUSE35209, MOUSE35208, MOUSE35210	bflo_19194, bflo_18911
OG0003603	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010	bflo_23649
OG0003604	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459	bflo_20404
OG0003606	MOUSE34331	bflo_17517
OG0003607	MOUSE08645, MOUSE08646	bflo_05933
OG0003608	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910	bflo_15932
OG0003610	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717	bflo_01164
OG0003611	MOUSE03230, MOUSE03228, MOUSE03229	bflo_09170
OG0003612	MOUSE17712, MOUSE17715, MOUSE17714	bflo_25558
OG0003613	MOUSE52720, MOUSE52719, MOUSE49624	bflo_12262
OG0003615	MOUSE18457, MOUSE13209, MOUSE13208	bflo_26275
OG0003616	MOUSE41038, MOUSE41039, MOUSE41037	bflo_11097
OG0003618	MOUSE21564	bflo_01473
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	bflo_14248
OG0003620	MOUSE35127, MOUSE35128	bflo_25025
OG0003621	MOUSE44993, MOUSE44994	bflo_04483, bflo_26752
OG0003622	MOUSE28010, MOUSE28008, MOUSE28009	bflo_11800
OG0003623	MOUSE41485	bflo_10738
OG0003624	MOUSE09386, MOUSE09387	bflo_11072
OG0003625	MOUSE53422	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671
OG0003627	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257	bflo_21960
OG0003629	MOUSE29983, MOUSE29984, MOUSE29981, MOUSE29982	bflo_22183
OG0003630	MOUSE46274	bflo_20004
OG0003632	MOUSE34977, MOUSE29457, MOUSE29458	bflo_03937
OG0003633	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036	bflo_00307
OG0003634	MOUSE34995, MOUSE34996	bflo_24973
OG0003635	MOUSE55664	bflo_14711
OG0003638	MOUSE07871	bflo_17869
OG0003640	MOUSE06258, MOUSE06259, MOUSE23351	bflo_26670, bflo_02410
OG0003641	MOUSE19690, MOUSE28969, MOUSE28970	bflo_13272
OG0003642	MOUSE51394	bflo_04341
OG0003643	MOUSE23455, MOUSE23454	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	bflo_16458
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	bflo_14727
OG0003646	MOUSE51957	bflo_03551
OG0003647	MOUSE10325, MOUSE10328, MOUSE10330	bflo_06536
OG0003648	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778	bflo_22126
OG0003649	MOUSE18455	bflo_06468
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	bflo_21715
OG0003651	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013	bflo_01723
OG0003652	MOUSE51309, MOUSE00670	bflo_17868
OG0003653	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492	bflo_13101
OG0003654	MOUSE29385, MOUSE29384	bflo_05910
