Orthogroup	MOUSE	CAEEL
OG0003027	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805	CAEEL06663
OG0003028	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815	CAEEL02985
OG0003029	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870	CAEEL01558
OG0003030	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388	CAEEL11859
OG0003031	MOUSE05565, MOUSE05566, MOUSE05567, MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658, MOUSE39649	CAEEL06431
OG0003033	MOUSE18942, MOUSE16005	CAEEL00703
OG0003035	MOUSE48428, MOUSE48431, MOUSE48427, MOUSE48429, MOUSE10173, MOUSE10170, MOUSE10171, MOUSE10175, MOUSE10172	CAEEL02722
OG0003036	MOUSE31234	CAEEL01143
OG0003037	MOUSE37859	CAEEL10736
OG0003038	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254	CAEEL20474
OG0003040	MOUSE04097, MOUSE04096	CAEEL02041
OG0003042	MOUSE26381	CAEEL04188
OG0003043	MOUSE03995, MOUSE03996	CAEEL07390
OG0003044	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287	CAEEL07715
OG0003046	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040	CAEEL04364
OG0003049	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263	CAEEL04812
OG0003050	MOUSE32977, MOUSE32978, MOUSE32983, MOUSE32982, MOUSE32985, MOUSE32984, MOUSE32979, MOUSE32980, MOUSE32981, MOUSE44894, MOUSE32989, MOUSE32991, MOUSE32988, MOUSE32986, MOUSE32987, MOUSE32992, MOUSE32993	CAEEL15836
OG0003054	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595	CAEEL04777
OG0003055	MOUSE33434, MOUSE33435, MOUSE48879	CAEEL14225
OG0003059	MOUSE02981, MOUSE02982	CAEEL09323
OG0003060	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639, MOUSE48789	CAEEL07468, CAEEL11354
OG0003061	MOUSE03045, MOUSE03043, MOUSE03044, MOUSE03042, MOUSE08064, MOUSE08065, MOUSE08066	CAEEL14261
OG0003062	MOUSE18998, MOUSE19000, MOUSE18999, MOUSE29106, MOUSE53315, MOUSE53312, MOUSE53313, MOUSE53314	CAEEL00660
OG0003063	MOUSE01749, MOUSE01748	CAEEL03076
OG0003064	MOUSE47362, MOUSE47361	CAEEL02598
OG0003065	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093	CAEEL18732
OG0003066	MOUSE54914, MOUSE17257, MOUSE17260, MOUSE17259, MOUSE17258, MOUSE27228, MOUSE01775	CAEEL05161
OG0003072	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250	CAEEL04836
OG0003079	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335	CAEEL00217
OG0003086	MOUSE11105, MOUSE11104	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217	CAEEL07227
OG0003106	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434	CAEEL16128
OG0003107	MOUSE49658	CAEEL20421, CAEEL01359
OG0003108	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207	CAEEL04120
OG0003110	MOUSE13977	CAEEL17888
OG0003111	MOUSE50456	CAEEL01566
OG0003112	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751	CAEEL12136
OG0003113	MOUSE35613	CAEEL16673, CAEEL01071
OG0003114	MOUSE20064, MOUSE20062, MOUSE20063	CAEEL15726
OG0003115	MOUSE44908, MOUSE19778, MOUSE30249	CAEEL00022
OG0003116	MOUSE30061, MOUSE30062	CAEEL07734
OG0003118	MOUSE14611, MOUSE14610, MOUSE23354, MOUSE23355	CAEEL08193, CAEEL08192
OG0003119	MOUSE15879	CAEEL16382
OG0003121	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594	CAEEL00414
OG0003124	MOUSE37999, MOUSE37996, MOUSE37997	CAEEL07676
OG0003126	MOUSE20843, MOUSE20841	CAEEL04789, CAEEL04979
OG0003127	MOUSE04166, MOUSE07500	CAEEL15413
OG0003128	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017	CAEEL04713
OG0003129	MOUSE14377	CAEEL06414, CAEEL06415
OG0003130	MOUSE04940, MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936	CAEEL08052
OG0003131	MOUSE37613	CAEEL08023
OG0003132	MOUSE09860, MOUSE09861	CAEEL15119
OG0003135	MOUSE42794	CAEEL06639
OG0003135	MOUSE42796, MOUSE42793, MOUSE42795	CAEEL06638
OG0003136	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666	CAEEL10810
OG0003138	MOUSE23149, MOUSE23146	CAEEL05894
OG0003141	MOUSE34574, MOUSE34575, MOUSE41342	CAEEL03719, CAEEL03720
OG0003142	MOUSE10135, MOUSE10134, MOUSE30841, MOUSE30840	CAEEL00482
OG0003144	MOUSE40351, MOUSE40349, MOUSE40350, MOUSE16285, MOUSE16284	CAEEL01625
OG0003145	MOUSE37117, MOUSE37116	CAEEL05190
OG0003146	MOUSE35722, MOUSE35721, MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720	CAEEL20170
OG0003147	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234	CAEEL17136, CAEEL18421
OG0003147	MOUSE40238	CAEEL15097
OG0003148	MOUSE18668, MOUSE18669, MOUSE50666, MOUSE50662, MOUSE50667	CAEEL16560
OG0003149	MOUSE30335, MOUSE30336	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618	CAEEL11024
OG0003151	MOUSE29325, MOUSE29324, MOUSE28343	CAEEL04570, CAEEL14681, CAEEL04711
OG0003153	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948	CAEEL07561
OG0003154	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366	CAEEL15184
OG0003156	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319	CAEEL00516
OG0003157	MOUSE45059, MOUSE45058, MOUSE45057	CAEEL07518, CAEEL07519
OG0003158	MOUSE22347, MOUSE22346, MOUSE18939	CAEEL08310
OG0003160	MOUSE21079, MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077	CAEEL18381, CAEEL02061
OG0003161	MOUSE07415, MOUSE07416, MOUSE07414	CAEEL15582, CAEEL20219
OG0003164	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048	CAEEL08130
OG0003169	MOUSE22118, MOUSE22116, MOUSE22114, MOUSE22115	CAEEL11868
OG0003171	MOUSE24077, MOUSE24078	CAEEL08054
OG0003172	MOUSE30909, MOUSE30908	CAEEL06299
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	CAEEL11561
OG0003176	MOUSE49578, MOUSE49579	CAEEL02038
OG0003178	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733	CAEEL14891
OG0003179	MOUSE36753, MOUSE36752	CAEEL12173
OG0003181	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771	CAEEL11684
OG0003182	MOUSE12237	CAEEL01167
OG0003184	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546	CAEEL10967
OG0003185	MOUSE45835, MOUSE45834, MOUSE42070	CAEEL04813
OG0003187	MOUSE48664, MOUSE48665	CAEEL16181
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	CAEEL04624
OG0003191	MOUSE02537	CAEEL09839
OG0003193	MOUSE12911	CAEEL17615
OG0003197	MOUSE19127, MOUSE19123, MOUSE19124	CAEEL11467
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	CAEEL11688
OG0003202	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941	CAEEL12123
OG0003203	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339	CAEEL08247
OG0003206	MOUSE16900, MOUSE16898, MOUSE16899	CAEEL08436
OG0003207	MOUSE35419, MOUSE52889, MOUSE52887, MOUSE52886, MOUSE35418	CAEEL11116
OG0003210	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185, MOUSE24190, MOUSE24186	CAEEL11876
OG0003212	MOUSE17337, MOUSE14391	CAEEL11323
OG0003213	MOUSE01645	CAEEL18737
OG0003214	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	CAEEL08551
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683	CAEEL02895
OG0003217	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661	CAEEL06035, CAEEL06032
OG0003218	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409	CAEEL08847
OG0003219	MOUSE30112, MOUSE30113, MOUSE30111	CAEEL16215
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837	CAEEL20740, CAEEL00629, CAEEL00088
OG0003222	MOUSE12347, MOUSE49498, MOUSE29276, MOUSE29277	CAEEL00115
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	CAEEL00485
OG0003224	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437	CAEEL05675
OG0003225	MOUSE50984	CAEEL04615, CAEEL20133
OG0003226	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972	CAEEL04904, CAEEL04903
OG0003227	MOUSE44728, MOUSE44730, MOUSE44727	CAEEL01213
OG0003228	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183	CAEEL14683
OG0003229	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710	CAEEL10166
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	CAEEL06311
OG0003231	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190	CAEEL02077
OG0003232	MOUSE18238, MOUSE20443	CAEEL04540
OG0003235	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	CAEEL11765
OG0003236	MOUSE06121, MOUSE06120, MOUSE06119	CAEEL15067
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	CAEEL01743
OG0003252	MOUSE07423, MOUSE07422	CAEEL19657
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	CAEEL15715
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	CAEEL01327
OG0003257	MOUSE08268	CAEEL04888
OG0003258	MOUSE22847	CAEEL04539
OG0003259	MOUSE40307	CAEEL11844
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	CAEEL12235
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	CAEEL05061
OG0003267	MOUSE20876	CAEEL11406
OG0003268	MOUSE13510, MOUSE13509, MOUSE13508	CAEEL00711
OG0003269	MOUSE46096, MOUSE46097	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	MOUSE14493	CAEEL17531, CAEEL17532, CAEEL07171
OG0003273	MOUSE20128	CAEEL08538
OG0003275	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576	CAEEL01894
OG0003276	MOUSE20116, MOUSE18116	CAEEL05343
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	CAEEL10684
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	CAEEL09246
OG0003280	MOUSE43478, MOUSE43479	CAEEL20448
OG0003282	MOUSE19164, MOUSE19165	CAEEL04466
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	CAEEL10540
OG0003284	MOUSE22376, MOUSE22374	CAEEL20144
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	CAEEL09759
OG0003288	MOUSE37027, MOUSE53951	CAEEL07836
OG0003289	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949	CAEEL00474
OG0003290	MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	CAEEL07995, CAEEL07996
OG0003291	MOUSE04595, MOUSE04594	CAEEL07282
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	CAEEL09078
OG0003294	MOUSE36549	CAEEL08966
OG0003294	MOUSE36548	CAEEL08900
OG0003296	MOUSE15223, MOUSE15224	CAEEL07972
OG0003297	MOUSE05117, MOUSE05112, MOUSE05115, MOUSE05114	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	CAEEL00404
OG0003301	MOUSE00852, MOUSE00849, MOUSE00851	CAEEL11183
OG0003303	MOUSE24464, MOUSE24465, MOUSE24466	CAEEL08080
OG0003305	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301	CAEEL04396
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	CAEEL11131
OG0003307	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016	CAEEL09527
OG0003309	MOUSE08725, MOUSE08726, MOUSE23277	CAEEL07134
OG0003311	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518	CAEEL06729
OG0003316	MOUSE19113	CAEEL06426
OG0003317	MOUSE06370, MOUSE06372, MOUSE06369, MOUSE06371	CAEEL11191
OG0003318	MOUSE14363, MOUSE55163	CAEEL00777
OG0003319	MOUSE21531	CAEEL00055
OG0003320	MOUSE12779	CAEEL05307
OG0003321	MOUSE28456	CAEEL01977
OG0003325	MOUSE11163	CAEEL11598
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640	CAEEL15863
OG0003329	MOUSE10324, MOUSE10323	CAEEL02070
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922, MOUSE04925	CAEEL07758
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	CAEEL15994, CAEEL15100
OG0003333	MOUSE27043, MOUSE27042, MOUSE14353	CAEEL05869
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	CAEEL06219
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	CAEEL18158
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	CAEEL05608
OG0003338	MOUSE33403	CAEEL07554
OG0003340	MOUSE34383	CAEEL05767
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	CAEEL15411
OG0003343	MOUSE04680	CAEEL02966
OG0003344	MOUSE06845, MOUSE06846	CAEEL04271
OG0003348	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	CAEEL00995
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	CAEEL11343
OG0003350	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870	CAEEL18859
OG0003353	MOUSE39281	CAEEL08536
OG0003354	MOUSE05407	CAEEL07057
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	CAEEL05068
OG0003357	MOUSE03986, MOUSE03984, MOUSE03985	CAEEL05202
OG0003358	MOUSE40734, MOUSE40733	CAEEL15398
OG0003359	MOUSE24592, MOUSE24591, MOUSE24590, MOUSE24589	CAEEL08412
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903, MOUSE07905	CAEEL09119
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	MOUSE22150	CAEEL04399
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	CAEEL06262
OG0003366	MOUSE18707, MOUSE18706	CAEEL13316, CAEEL13290
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181	CAEEL04652
OG0003369	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923	CAEEL11911
OG0003370	MOUSE09868	CAEEL19630, CAEEL09274
OG0003372	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292	CAEEL04956
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	CAEEL09698
OG0003375	MOUSE19488	CAEEL04860
OG0003377	MOUSE27183	CAEEL19646
OG0003378	MOUSE42256, MOUSE42255, MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	CAEEL04638
OG0003380	MOUSE15298, MOUSE15297	CAEEL07698, CAEEL08643
OG0003384	MOUSE21104, MOUSE47803	CAEEL12353
OG0003386	MOUSE41396, MOUSE41394	CAEEL04616
OG0003387	MOUSE06531, MOUSE06530	CAEEL12649, CAEEL12648
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	CAEEL18713
OG0003394	MOUSE15699	CAEEL09212
OG0003401	MOUSE44909, MOUSE44910	CAEEL18173, CAEEL19529
OG0003402	MOUSE06049, MOUSE06053, MOUSE06052, MOUSE41781, MOUSE41780, MOUSE41779, MOUSE46033, MOUSE46034, MOUSE06051, MOUSE06050, MOUSE06054, MOUSE06048	CAEEL10926
OG0003419	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282	CAEEL20583, CAEEL07865
OG0003421	MOUSE48228, MOUSE48226, MOUSE48227	CAEEL18393
OG0003425	MOUSE19441, MOUSE19442	CAEEL12188
OG0003426	MOUSE20301, MOUSE20300	CAEEL06462
OG0003429	MOUSE17278, MOUSE17279	CAEEL00390
OG0003430	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838	CAEEL05290
OG0003431	MOUSE23917	CAEEL20649
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	CAEEL17744
OG0003434	MOUSE53227	CAEEL08434
OG0003435	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709	CAEEL04157
OG0003443	MOUSE00337, MOUSE07443	CAEEL18884
OG0003444	MOUSE45924, MOUSE45923	CAEEL04842
OG0003448	MOUSE32051, MOUSE32052, MOUSE43761, MOUSE43760, MOUSE43762	CAEEL01220
OG0003450	MOUSE03860, MOUSE03859, MOUSE03861	CAEEL06420
OG0003451	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027	CAEEL02776, CAEEL02805
OG0003452	MOUSE46624, MOUSE46622, MOUSE46621	CAEEL02730
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	CAEEL07771
OG0003455	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462	CAEEL01134
OG0003456	MOUSE05067, MOUSE05068, MOUSE38598	CAEEL00212, CAEEL00213
OG0003457	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864	CAEEL19244
OG0003459	MOUSE18751, MOUSE07439	CAEEL16050
OG0003462	MOUSE50378, MOUSE50373	CAEEL11837
OG0003463	MOUSE24565, MOUSE24563, MOUSE43184, MOUSE43185	CAEEL07464
OG0003464	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666	CAEEL15673
OG0003465	MOUSE25414, MOUSE25415	CAEEL00222
OG0003466	MOUSE21260	CAEEL06482
OG0003467	MOUSE13943	CAEEL09664
OG0003475	MOUSE15813	CAEEL01731
OG0003476	MOUSE25017	CAEEL11774
OG0003477	MOUSE21747	CAEEL02502
OG0003478	MOUSE07743, MOUSE07745, MOUSE07744	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905	CAEEL12384
OG0003480	MOUSE18530	CAEEL01792
OG0003484	MOUSE19757, MOUSE51960	CAEEL02712
OG0003486	MOUSE32199, MOUSE32197, MOUSE32198	CAEEL04926
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	CAEEL02123
OG0003489	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011	CAEEL00223
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	CAEEL18627, CAEEL05479
OG0003496	MOUSE50055, MOUSE50054	CAEEL01506
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	CAEEL16452
OG0003500	MOUSE27796	CAEEL01330
OG0003500	MOUSE27416	CAEEL01125
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	CAEEL02400, CAEEL02281
OG0003503	MOUSE06408, MOUSE06409	CAEEL04457, CAEEL04454
OG0003505	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	CAEEL07950
OG0003506	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046	CAEEL05248
OG0003507	MOUSE01525, MOUSE01524, MOUSE33553	CAEEL05679
OG0003508	MOUSE53216, MOUSE26338	CAEEL17418
OG0003509	MOUSE04147, MOUSE04148	CAEEL04891
OG0003510	MOUSE09300, MOUSE09301, MOUSE49518, MOUSE49517	CAEEL01116
OG0003511	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313	CAEEL08351
OG0003513	MOUSE23286, MOUSE23284, MOUSE32687	CAEEL07182
OG0003514	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055	CAEEL12733, CAEEL12734
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	CAEEL06636
OG0003517	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215	CAEEL05196
OG0003518	MOUSE19878, MOUSE19877	CAEEL01719
OG0003519	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370	CAEEL07239
OG0003522	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170	CAEEL06276
OG0003523	MOUSE15422, MOUSE15423	CAEEL18694
OG0003524	MOUSE34476, MOUSE34477	CAEEL04264, CAEEL04265
OG0003526	MOUSE08673, MOUSE10988, MOUSE10987	CAEEL16001
OG0003528	MOUSE12507	CAEEL00365
OG0003530	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231	CAEEL19423
OG0003531	MOUSE27520, MOUSE20441	CAEEL15168, CAEEL18062
OG0003532	MOUSE21921	CAEEL05027
OG0003538	MOUSE21443	CAEEL11099
OG0003539	MOUSE48000, MOUSE48003	CAEEL05895
OG0003541	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871	CAEEL01632
OG0003542	MOUSE46221, MOUSE46219, MOUSE46218, MOUSE46220	CAEEL01115
OG0003543	MOUSE43766, MOUSE32048, MOUSE32047	CAEEL08637
OG0003544	MOUSE34150, MOUSE34151	CAEEL06236, CAEEL08896
OG0003545	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145	CAEEL12984
OG0003548	MOUSE36205, MOUSE36206, MOUSE36204	CAEEL19888
OG0003550	MOUSE38958, MOUSE26420	CAEEL06728
OG0003551	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666	CAEEL05919
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	CAEEL18151
OG0003554	MOUSE20958, MOUSE20957, MOUSE20956	CAEEL05099
OG0003556	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224	CAEEL11919
OG0003560	MOUSE07078, MOUSE07079, MOUSE07080	CAEEL04113
OG0003561	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761	CAEEL01643
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	CAEEL19208, CAEEL04183
OG0003563	MOUSE46114, MOUSE46115, MOUSE46111	CAEEL07782
OG0003564	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522	CAEEL18104
OG0003566	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314	CAEEL04245
OG0003567	MOUSE15053, MOUSE15052, MOUSE15050	CAEEL15549
OG0003569	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483	CAEEL10722
OG0003570	MOUSE24262, MOUSE24261, MOUSE24263	CAEEL08761
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	CAEEL00659
OG0003573	MOUSE46295, MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	CAEEL10174, CAEEL18886
OG0003577	MOUSE32680, MOUSE32679, MOUSE32681	CAEEL07169
OG0003578	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793	CAEEL08037
OG0003579	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637	CAEEL10103
OG0003581	MOUSE45635	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611	CAEEL10165, CAEEL10958
OG0003585	MOUSE00388, MOUSE00386, MOUSE18554, MOUSE18553, MOUSE18552, MOUSE18551, MOUSE28515, MOUSE00387, MOUSE00389	CAEEL19947
OG0003598	MOUSE26068, MOUSE26067	CAEEL20069
OG0003599	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098	CAEEL01022
