Orthogroup	MOUSE	DROME
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	DROME21527, DROME21526, DROME21528
OG0003175	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975	DROME02106
OG0003176	MOUSE49578, MOUSE49579	DROME19128
OG0003178	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733	DROME10286, DROME10285
OG0003179	MOUSE36753, MOUSE36752	DROME19635
OG0003181	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	MOUSE12237	DROME01632
OG0003183	MOUSE14736, MOUSE53126, MOUSE53125, MOUSE23268	DROME05040, DROME05042, DROME05041
OG0003184	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546	DROME11152
OG0003185	MOUSE45835, MOUSE45834, MOUSE42070	DROME08767, DROME08766
OG0003188	MOUSE51365, MOUSE10624, MOUSE10623, MOUSE51364, MOUSE51366	DROME03250, DROME03249
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	MOUSE02537	DROME09590
OG0003192	MOUSE22239, MOUSE22238, MOUSE53061	DROME12610
OG0003193	MOUSE12911	DROME14192
OG0003197	MOUSE19127, MOUSE19123, MOUSE19124	DROME21048
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	DROME12668, DROME21725, DROME21726
OG0003202	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941	DROME05838, DROME05839
OG0003203	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	MOUSE01356, MOUSE10612, MOUSE10611, MOUSE10610	DROME06205, DROME06206
OG0003206	MOUSE16900, MOUSE16898, MOUSE16899	DROME21836, DROME21837
OG0003207	MOUSE52887, MOUSE52886, MOUSE35418	DROME14952
OG0003208	MOUSE35505, MOUSE35503, MOUSE35504	DROME13935, DROME13936, DROME12249
OG0003210	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185, MOUSE24190, MOUSE24186	DROME16773, DROME16774
OG0003212	MOUSE17337, MOUSE14391	DROME16100
OG0003214	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	DROME00548
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683	DROME09352
OG0003217	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661	DROME21077
OG0003218	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413	DROME08231
OG0003218	MOUSE54409	DROME08230
OG0003219	MOUSE30112, MOUSE30113, MOUSE30111	DROME09373
OG0003220	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318	DROME11342, DROME11341
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837	DROME00225, DROME00224
OG0003222	MOUSE29278, MOUSE12347, MOUSE49498, MOUSE29276, MOUSE29277	DROME18303, DROME18302, DROME18304
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	DROME09209
OG0003224	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437	DROME09348, DROME09349, DROME09347
OG0003225	MOUSE50984	DROME18849
OG0003226	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972	DROME19617, DROME08490
OG0003227	MOUSE44732	DROME04709
OG0003228	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183	DROME21008
OG0003229	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710	DROME01144
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	DROME17741
OG0003231	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190	DROME19301
OG0003235	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	DROME05661, DROME05663, DROME05662
OG0003238	MOUSE27678	DROME10776
OG0003240	MOUSE02424, MOUSE39000, MOUSE38999	DROME12807
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	DROME19769, DROME19768, DROME16949
OG0003252	MOUSE07423, MOUSE07422	DROME18445
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	DROME02901
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	DROME06336
OG0003257	MOUSE08268	DROME15418
OG0003261	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736	DROME07634, DROME07633
OG0003262	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751	DROME21043, DROME21045, DROME21044
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	DROME09851
OG0003264	MOUSE09214, MOUSE21677, MOUSE21676	DROME08076
OG0003267	MOUSE20876	DROME01973, DROME01974, DROME02727
OG0003268	MOUSE13509, MOUSE13508	DROME20306
OG0003269	MOUSE46096, MOUSE46097	DROME11682
OG0003272	MOUSE48741, MOUSE48740	DROME19754, DROME19755, DROME00829
OG0003273	MOUSE20128	DROME01509
OG0003275	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576	DROME11988, DROME11987
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	DROME07456
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	DROME01016, DROME01017, DROME01018
OG0003280	MOUSE43478, MOUSE43479	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169	DROME17686
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	DROME12472
OG0003284	MOUSE22376, MOUSE22374	DROME06818
OG0003286	MOUSE38677, MOUSE38679	DROME09199, DROME09198
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	DROME04328, DROME08276
OG0003288	MOUSE37027, MOUSE53951	DROME00366, DROME00364, DROME00365
OG0003289	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949	DROME20541, DROME20542
OG0003290	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	DROME00517
OG0003291	MOUSE04595, MOUSE04594	DROME20523
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	DROME14676
OG0003294	MOUSE36549, MOUSE36546, MOUSE36548, MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	DROME01659, DROME01660
OG0003296	MOUSE15223, MOUSE15224	DROME06822, DROME13531
OG0003296	MOUSE26658, MOUSE26659	DROME09502
OG0003297	MOUSE05117, MOUSE05112, MOUSE05115, MOUSE05114	DROME19465
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	DROME08089
OG0003299	MOUSE31972, MOUSE31969, MOUSE31970, MOUSE31971, MOUSE31968, MOUSE31967	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	MOUSE00852, MOUSE00849, MOUSE00851	DROME18741
OG0003302	MOUSE03287	DROME01480
OG0003303	MOUSE24464, MOUSE24465, MOUSE24466	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	MOUSE35278, MOUSE35277, MOUSE35276, MOUSE35275	DROME02914, DROME02913
OG0003305	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301	DROME13149
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075	DROME10136
OG0003307	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016	DROME17313
OG0003309	MOUSE08725, MOUSE08726, MOUSE23277	DROME19043, DROME19042
OG0003311	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518	DROME15213
OG0003314	MOUSE21944, MOUSE36526, MOUSE36527, MOUSE21943	DROME09986, DROME09988, DROME09987, DROME09985
OG0003315	MOUSE13403	DROME17830, DROME17831
OG0003316	MOUSE19113	DROME13200
OG0003317	MOUSE06372, MOUSE06369	DROME19362
OG0003318	MOUSE14363, MOUSE55163	DROME16706
OG0003320	MOUSE12779	DROME12326
OG0003321	MOUSE28455	DROME08775
OG0003327	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640	DROME19734
OG0003329	MOUSE10324, MOUSE10323	DROME10094, DROME10095
OG0003330	MOUSE51368, MOUSE51369, MOUSE51367	DROME03252, DROME03251
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	DROME00791
OG0003333	MOUSE27043, MOUSE27042, MOUSE14353	DROME10886, DROME10885, DROME10884
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	DROME18113, DROME18112
OG0003336	MOUSE24199, MOUSE25894, MOUSE25893	DROME10919, DROME10920, DROME10917
OG0003337	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109	DROME15232
OG0003340	MOUSE34383	DROME16534, DROME16533
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	DROME01797
OG0003343	MOUSE04680	DROME09151
OG0003344	MOUSE06845, MOUSE06846	DROME04462, DROME04461
OG0003345	MOUSE05995	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003346	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034	DROME13869
OG0003347	MOUSE26452, MOUSE26454, MOUSE26453	DROME11879, DROME11880
OG0003348	MOUSE26187	DROME02128
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	DROME08306, DROME08305, DROME08304
OG0003350	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870	DROME00177, DROME00176
OG0003352	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950	DROME13172
OG0003353	MOUSE39281, MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	DROME11820, DROME11822, DROME11821
OG0003354	MOUSE05407	DROME19858
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	DROME15849
OG0003357	MOUSE03986, MOUSE03984, MOUSE03985	DROME12029
OG0003358	MOUSE40734, MOUSE40733	DROME16921
OG0003359	MOUSE24592, MOUSE24591, MOUSE24590, MOUSE24589	DROME18758
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903	DROME20878, DROME20879
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	DROME13197
OG0003363	MOUSE22155, MOUSE22154, MOUSE22152, MOUSE22153, MOUSE22151	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	DROME00064
OG0003365	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043, MOUSE35392	DROME04108
OG0003366	MOUSE18707, MOUSE18706	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	MOUSE41943	DROME12239
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181	DROME16106, DROME16107
OG0003370	MOUSE09868	DROME12377, DROME12378
OG0003371	MOUSE49355, MOUSE49356, MOUSE49358, MOUSE49357	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	DROME06476, DROME06475, DROME06474
OG0003375	MOUSE19488	DROME21029
OG0003376	MOUSE35876	DROME16130, DROME16131, DROME16129
OG0003377	MOUSE27183	DROME20606
OG0003378	MOUSE42256, MOUSE42255, MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	DROME18533
OG0003380	MOUSE15298, MOUSE15297	DROME14333
OG0003381	MOUSE42057, MOUSE42059, MOUSE45841	DROME10051
OG0003384	MOUSE21104, MOUSE47803	DROME17249, DROME17250
OG0003386	MOUSE41396, MOUSE41394	DROME07039, DROME07040, DROME07041
OG0003388	MOUSE20874	DROME11674, DROME19363
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	DROME11355
OG0003394	MOUSE15699	DROME14094
OG0003396	MOUSE41750, MOUSE19964	DROME21609
OG0003401	MOUSE27842, MOUSE20710, MOUSE44909, MOUSE44910	DROME10424
OG0003402	MOUSE06049, MOUSE06053, MOUSE06052, MOUSE41781, MOUSE41780, MOUSE41779, MOUSE46033, MOUSE46034, MOUSE06051, MOUSE06050, MOUSE06054, MOUSE06048	DROME17185
OG0003419	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282	DROME18310
OG0003421	MOUSE48228, MOUSE48226, MOUSE48227	DROME04908, DROME07137, DROME07651
OG0003422	MOUSE01858, MOUSE01856, MOUSE01855	DROME04814
OG0003424	MOUSE46233	DROME18480, DROME18479, DROME18478
OG0003425	MOUSE19441, MOUSE19442	DROME11464, DROME11465, DROME11463
OG0003426	MOUSE20301, MOUSE20300	DROME12495
OG0003429	MOUSE17278	DROME10812
OG0003430	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838	DROME19610, DROME04057
OG0003431	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917	DROME13747
OG0003433	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	MOUSE53227	DROME00166, DROME15353
OG0003437	MOUSE03746, MOUSE48698	DROME09807
OG0003442	MOUSE53489, MOUSE53488, MOUSE53490, MOUSE55179, MOUSE55178	DROME06015, DROME06013, DROME06014
OG0003443	MOUSE00337, MOUSE07443	DROME18500
OG0003444	MOUSE45924, MOUSE45923	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	MOUSE25522, MOUSE25521	DROME01285
OG0003448	MOUSE32051, MOUSE32052, MOUSE43761, MOUSE43760, MOUSE43762	DROME02828, DROME02829, DROME02830
OG0003450	MOUSE03860, MOUSE03859, MOUSE03861	DROME03280
OG0003452	MOUSE46624, MOUSE46622, MOUSE46621	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003454	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873	DROME10067
OG0003456	MOUSE05067, MOUSE05068, MOUSE38598	DROME19556
OG0003457	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864	DROME06510, DROME06508, DROME06509
OG0003458	MOUSE13623, MOUSE13621, MOUSE13619	DROME04148
OG0003459	MOUSE18751, MOUSE07439	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003461	MOUSE17244, MOUSE17243	DROME17474, DROME21694
OG0003462	MOUSE50378, MOUSE50373	DROME00239
OG0003463	MOUSE24565, MOUSE24563, MOUSE43184, MOUSE43185	DROME20444
OG0003464	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666	DROME06231
OG0003465	MOUSE25414, MOUSE25415	DROME04464
OG0003466	MOUSE21260	DROME16278
OG0003467	MOUSE13943	DROME06043, DROME06042
OG0003470	MOUSE19772, MOUSE19770, MOUSE19769, MOUSE19771	DROME13653
OG0003473	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177	DROME00049
OG0003475	MOUSE15813	DROME02190
OG0003477	MOUSE21747	DROME12317
OG0003478	MOUSE07743, MOUSE07745, MOUSE07744	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905	DROME13645
OG0003481	MOUSE26365, MOUSE26364	DROME01114
OG0003482	MOUSE02093, MOUSE02094, MOUSE45909	DROME08487
OG0003483	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685	DROME09876, DROME09877
OG0003484	MOUSE19757, MOUSE51960	DROME18666, DROME18665
OG0003485	MOUSE02297, MOUSE02298	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692	DROME12571
OG0003489	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011	DROME01312
OG0003490	MOUSE12490	DROME13468
OG0003491	MOUSE22818, MOUSE12558, MOUSE12559	DROME11698
OG0003492	MOUSE40447, MOUSE20897, MOUSE20898	DROME17943
OG0003493	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112	DROME09294
OG0003496	MOUSE50055, MOUSE50054	DROME03124
OG0003497	MOUSE50976, MOUSE50975, MOUSE50974	DROME08732
OG0003498	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294	DROME13034, DROME13035
OG0003499	MOUSE43680, MOUSE43679	DROME14561
OG0003500	MOUSE27796	DROME04015, DROME00982
OG0003501	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538	DROME13347, DROME13346, DROME13348
OG0003502	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149	DROME19567, DROME14375
OG0003503	MOUSE06408, MOUSE06409	DROME17101, DROME17102
OG0003504	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931	DROME06794
OG0003505	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046	DROME18707
OG0003507	MOUSE01525, MOUSE01524, MOUSE33553	DROME14387, DROME14388
OG0003508	MOUSE53216, MOUSE26338	DROME15658
OG0003509	MOUSE04147	DROME21960, DROME21962, DROME21961
OG0003513	MOUSE23286, MOUSE23284, MOUSE32687	DROME08556
OG0003515	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745	DROME21652
OG0003518	MOUSE19878, MOUSE19877	DROME08309
OG0003519	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370	DROME06802
OG0003520	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035	DROME21807, DROME02028
OG0003523	MOUSE15422, MOUSE15423	DROME16368
OG0003524	MOUSE34476, MOUSE34477	DROME09643, DROME09639, DROME09640
OG0003526	MOUSE08673, MOUSE10988, MOUSE10987	DROME05107
OG0003527	MOUSE45106	DROME03645
OG0003528	MOUSE12507	DROME21047, DROME06070
OG0003530	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231	DROME12252
OG0003531	MOUSE27520, MOUSE20441	DROME21993
OG0003532	MOUSE21921	DROME08605
OG0003533	MOUSE10863, MOUSE10865, MOUSE10864	DROME04480, DROME04479, DROME04481
OG0003535	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943	DROME12323, DROME12324, DROME12325
OG0003536	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	MOUSE21443	DROME20330
OG0003539	MOUSE48000, MOUSE48003	DROME09387, DROME09386
OG0003541	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871	DROME10049, DROME10048
OG0003543	MOUSE32048, MOUSE32047	DROME18669
OG0003544	MOUSE34150, MOUSE34151	DROME05896
OG0003545	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145	DROME08949
OG0003547	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	MOUSE36205, MOUSE36206, MOUSE36204	DROME15072
OG0003550	MOUSE38958, MOUSE26420	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666	DROME18271, DROME18270, DROME16713
OG0003552	MOUSE30902, MOUSE30901, MOUSE30899	DROME18554, DROME18555
OG0003553	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556	DROME17708
OG0003554	MOUSE20958, MOUSE20957, MOUSE20956	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224	DROME06703, DROME06702
OG0003558	MOUSE51603	DROME06037
OG0003560	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076	DROME18173
OG0003561	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761	DROME10510
OG0003562	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545	DROME12847, DROME12848
OG0003564	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522	DROME16736
OG0003566	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314	DROME08493, DROME08492
OG0003567	MOUSE15053, MOUSE15052, MOUSE15050	DROME20360, DROME20359
OG0003568	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466	DROME08773
OG0003569	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	MOUSE24262, MOUSE24261, MOUSE24263	DROME14267, DROME14246
OG0003571	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279	DROME19608
OG0003573	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294	DROME07521
OG0003577	MOUSE32680, MOUSE32679, MOUSE32681	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	MOUSE35793	DROME16703
OG0003579	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637	DROME17312
OG0003581	MOUSE45635	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934
OG0003582	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003584	MOUSE04010, MOUSE04009, MOUSE04012, MOUSE04008, MOUSE04011, MOUSE23030, MOUSE34924, MOUSE34923	DROME18930
OG0003599	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098	DROME08018
OG0003603	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010	DROME05424
OG0003604	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459	DROME19568
OG0003606	MOUSE34332, MOUSE34333	DROME07484, DROME07483, DROME07482
OG0003610	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717, MOUSE35718, MOUSE35719	DROME07982, DROME07983
OG0003611	MOUSE03230, MOUSE03228, MOUSE03229	DROME17638
OG0003613	MOUSE52720, MOUSE52719, MOUSE49624	DROME00856
OG0003615	MOUSE18457, MOUSE13209, MOUSE13208, MOUSE13207	DROME16618, DROME16617
OG0003617	MOUSE15713	DROME16095
OG0003618	MOUSE21564	DROME15284, DROME15283
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	DROME13589, DROME13590
OG0003620	MOUSE35127, MOUSE35128	DROME17770
OG0003621	MOUSE44995, MOUSE44993, MOUSE44994	DROME13714, DROME13715, DROME13713
OG0003623	MOUSE41485	DROME01675
OG0003624	MOUSE09386, MOUSE09387	DROME12696
OG0003626	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481	DROME07546
OG0003629	MOUSE29983, MOUSE29984, MOUSE29981, MOUSE29982	DROME03564
OG0003630	MOUSE46274	DROME06784
OG0003632	MOUSE34977, MOUSE29457, MOUSE29458	DROME18545
OG0003634	MOUSE34995, MOUSE34996	DROME03378
OG0003635	MOUSE55664	DROME04946
OG0003638	MOUSE07871	DROME16659
OG0003641	MOUSE19690, MOUSE28969, MOUSE28970	DROME01116
OG0003642	MOUSE51394	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	DROME00616
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	DROME12178
OG0003646	MOUSE51957	DROME09249, DROME09250
OG0003647	MOUSE10325, MOUSE10328, MOUSE10330	DROME16616
OG0003649	MOUSE18455	DROME12148, DROME12149
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	DROME10934, DROME10933
OG0003655	MOUSE00092, MOUSE00091, MOUSE38828	DROME13069, DROME13070
OG0003656	MOUSE52004, MOUSE52005, MOUSE30702	DROME14867, DROME14868, DROME19174
OG0003657	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478	DROME04619
OG0003658	MOUSE39824	DROME07032
OG0003659	MOUSE05800, MOUSE05799, MOUSE05801	DROME09855
OG0003660	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146	DROME02231, DROME02233, DROME02232
OG0003661	MOUSE02399, MOUSE02398	DROME07051
OG0003664	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910	DROME05104
OG0003666	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758	DROME11426
OG0003667	MOUSE15239, MOUSE15238	DROME18793, DROME18792, DROME03291
OG0003668	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217	DROME15022, DROME15023
OG0003669	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718	DROME05487
OG0003671	MOUSE21089, MOUSE03153	DROME13120
OG0003672	MOUSE03769, MOUSE03770	DROME03649
OG0003673	MOUSE16463, MOUSE16464	DROME11788
OG0003676	MOUSE25609	DROME05478
OG0003677	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328	DROME10098
OG0003678	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400	DROME20450
