Orthogroup	MOUSE	DROME
OG0000120	MOUSE28693	DROME00676
OG0000121	MOUSE48188, MOUSE48187, MOUSE21383	DROME17781, DROME08015
OG0000122	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476
OG0000122	MOUSE40424, MOUSE40425, MOUSE40423, MOUSE36694, MOUSE36691, MOUSE36690, MOUSE36692, MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926, MOUSE26270, MOUSE26269, MOUSE26271, MOUSE14751, MOUSE14753	DROME01359, DROME01363, DROME01361, DROME01366, DROME01365, DROME01360, DROME01358, DROME01362, DROME01367, DROME01364
OG0000124	MOUSE45402, MOUSE45403	DROME17463
OG0000124	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045	DROME08713, DROME09900
OG0000124	MOUSE34424, MOUSE34425	DROME21734
OG0000125	MOUSE05385, MOUSE10968, MOUSE10967	DROME11932, DROME11934, DROME11935, DROME11936, DROME11933
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	DROME04039, DROME04040, DROME04038
OG0000126	MOUSE36415, MOUSE36417, MOUSE03223, MOUSE44505	DROME01805, DROME01804
OG0000126	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556	DROME21081, DROME21082, DROME21083, DROME21080
OG0000126	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804
OG0000126	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471
OG0000127	MOUSE52357, MOUSE52358, MOUSE13075	DROME11205, DROME11204
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	DROME08158
OG0000127	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487	DROME05986
OG0000127	MOUSE17076, MOUSE17077, MOUSE17078, MOUSE14094, MOUSE06008	DROME18062
OG0000129	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	DROME07177, DROME07176, DROME07178, DROME10520, DROME21055
OG0000130	MOUSE11517, MOUSE11516	DROME11753, DROME15905, DROME02314, DROME10893, DROME15098, DROME15702, DROME15860
OG0000131	MOUSE01093, MOUSE01094	DROME18073, DROME18075, DROME18074
OG0000132	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774
OG0000141	MOUSE07490	DROME20863, DROME21161
OG0000142	MOUSE49876, MOUSE19688	DROME08254, DROME08253
OG0000142	MOUSE09112, MOUSE09113	DROME07187
OG0000142	MOUSE28967	DROME17530, DROME17531
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	DROME03466
OG0000147	MOUSE28041, MOUSE28040, MOUSE27544	DROME17452, DROME17451
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503	DROME19762, DROME19761, DROME19763
OG0000148	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503	DROME12939
OG0000149	MOUSE44762, MOUSE19464	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236
OG0000149	MOUSE31508, MOUSE31509	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699
OG0000154	MOUSE16271, MOUSE16267, MOUSE16269, MOUSE16270	DROME12872, DROME12871
OG0000155	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899
OG0000157	MOUSE20681, MOUSE01676	DROME05618, DROME05617, DROME05616
OG0000157	MOUSE31198, MOUSE31196, MOUSE52693, MOUSE35378, MOUSE01045, MOUSE52683, MOUSE35379, MOUSE31200, MOUSE52684	DROME09786
OG0000157	MOUSE49056, MOUSE49057, MOUSE49058	DROME05150, DROME05149
OG0000158	MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504	DROME06825, DROME06824
OG0000159	MOUSE00612, MOUSE00610, MOUSE00611	DROME09571, DROME09570
OG0000160	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353
OG0000162	MOUSE26309, MOUSE26310, MOUSE26320, MOUSE26322, MOUSE26321, MOUSE26323, MOUSE26306, MOUSE26305	DROME21138, DROME21116
OG0000163	MOUSE14894	DROME02805
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142, MOUSE06339	DROME12520
OG0000163	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160	DROME07955
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	DROME19834, DROME00819
OG0000164	MOUSE48534	DROME13554, DROME13556, DROME13557, DROME13558, DROME13555, DROME13562, DROME13560, DROME14237, DROME13430, DROME13559, DROME14238, DROME13561
OG0000164	MOUSE25231, MOUSE25232, MOUSE25235	DROME08486
OG0000165	MOUSE12536	DROME15840, DROME15841
OG0000167	MOUSE00471	DROME09457, DROME09458
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806, MOUSE27171, MOUSE02968, MOUSE02969, MOUSE42668	DROME01783
OG0000171	MOUSE02239	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199
OG0000171	MOUSE21136, MOUSE35961, MOUSE35960, MOUSE48309	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495
OG0000172	MOUSE02356, MOUSE51487, MOUSE51486, MOUSE51488	DROME14415
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315
OG0000174	MOUSE25059, MOUSE19080	DROME11306
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	DROME19671, DROME02329, DROME16486, DROME16483
OG0000175	MOUSE21629, MOUSE32004, MOUSE32003	DROME03593, DROME00840
OG0000179	MOUSE19509, MOUSE51773	DROME07796
OG0000179	MOUSE30037	DROME10428
OG0000180	MOUSE15253, MOUSE15255, MOUSE15254, MOUSE15252, MOUSE15251	DROME12336
OG0000180	MOUSE29509, MOUSE29508	DROME21739, DROME21740
OG0000180	MOUSE48072, MOUSE48074, MOUSE48071, MOUSE38825, MOUSE38824, MOUSE38823, MOUSE42096, MOUSE42097, MOUSE54603	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367
OG0000181	MOUSE14627, MOUSE03706, MOUSE05783	DROME12775
OG0000181	MOUSE39163, MOUSE11210, MOUSE11208	DROME18397
OG0000181	MOUSE07217	DROME06226
OG0000183	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266, MOUSE17403, MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139	DROME07008
OG0000185	MOUSE02881	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735
OG0000185	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959	DROME12225, DROME12226
OG0000185	MOUSE06590, MOUSE06589	DROME03791, DROME03792
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	DROME16886, DROME16887
OG0000193	MOUSE51240	DROME08054
OG0000195	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244	DROME10558, DROME10557, DROME10559, DROME09087
OG0000195	MOUSE52240	DROME14260
OG0000197	MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312	DROME14335, DROME14334, DROME14336
OG0000198	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484, MOUSE34504, MOUSE34500, MOUSE34499, MOUSE34498, MOUSE34502, MOUSE34501, MOUSE34496, MOUSE34497, MOUSE15130, MOUSE15131	DROME17687
OG0000200	MOUSE23999, MOUSE30022, MOUSE30021	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144
OG0000201	MOUSE38533, MOUSE38534, MOUSE14083	DROME11047
OG0000201	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660	DROME19450
OG0000201	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052	DROME18513, DROME18512, DROME18511, DROME18514
OG0000202	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374	DROME14920, DROME14921
OG0000203	MOUSE29289, MOUSE00419, MOUSE33851	DROME04489
OG0000204	MOUSE41512, MOUSE47328, MOUSE47326, MOUSE47327	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808
OG0000204	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527	DROME10849, DROME10848
OG0000205	MOUSE07349, MOUSE24811, MOUSE24810	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776
OG0000205	MOUSE05525, MOUSE18370, MOUSE14654	DROME06842, DROME06843
OG0000205	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284	DROME08187
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833, MOUSE32259, MOUSE32258, MOUSE33675, MOUSE33676, MOUSE33674, MOUSE15842, MOUSE15840, MOUSE15841, MOUSE24286, MOUSE24289	DROME06000
OG0000208	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136	DROME02132
OG0000210	MOUSE33245	DROME04199
OG0000210	MOUSE15655, MOUSE15654	DROME14047, DROME11376
OG0000211	MOUSE28046	DROME17290
OG0000211	MOUSE44578	DROME21074, DROME21072, DROME21073, DROME21071
OG0000220	MOUSE11484, MOUSE11485	DROME21812, DROME21811
OG0000220	MOUSE29601, MOUSE29602, MOUSE40568, MOUSE40569, MOUSE40573, MOUSE40572, MOUSE40571, MOUSE40570, MOUSE11165, MOUSE11164, MOUSE36880	DROME16094, DROME16093, DROME16092, DROME21087, DROME21089, DROME21088
OG0000222	MOUSE34451, MOUSE34452, MOUSE34453, MOUSE34454, MOUSE22872, MOUSE22873, MOUSE22874	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625	DROME10256
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	DROME11929
OG0000226	MOUSE18638	DROME14660
OG0000227	MOUSE22120	DROME20242
OG0000227	MOUSE15731	DROME06362, DROME06368, DROME06369, DROME06365
OG0000227	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	DROME04927, DROME04926
OG0000229	MOUSE06543, MOUSE55219	DROME04047
OG0000231	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630	DROME06449, DROME06448
OG0000231	MOUSE49173, MOUSE32117	DROME07628, DROME07629
OG0000231	MOUSE21874	DROME20858
OG0000232	MOUSE19430, MOUSE19625, MOUSE19431, MOUSE19432, MOUSE19623, MOUSE19434, MOUSE19435, MOUSE32260, MOUSE36564, MOUSE36563, MOUSE19424	DROME02286, DROME02285, DROME02281, DROME02282
OG0000232	MOUSE19624	DROME17197
OG0000234	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143
OG0000234	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000236	MOUSE31733	DROME03355
OG0000236	MOUSE31734	DROME12102, DROME12101, DROME12103, DROME12096, DROME12097, DROME12095, DROME12094, DROME12092, DROME12100, DROME12099, DROME12098, DROME12093
OG0000238	MOUSE46195, MOUSE46196	DROME01901, DROME01902
OG0000238	MOUSE39882, MOUSE14681, MOUSE14680, MOUSE14679, MOUSE02481, MOUSE19005	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000239	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236	DROME05270, DROME05269, DROME05271, DROME05268
OG0000239	MOUSE07433	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708
OG0000239	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	MOUSE01114, MOUSE01115, MOUSE01113	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862
OG0000242	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000243	MOUSE09637, MOUSE09639	DROME04743, DROME04742, DROME04744
OG0000249	MOUSE27685, MOUSE27686, MOUSE27684, MOUSE27687, MOUSE27689, MOUSE27688, MOUSE18417, MOUSE19472, MOUSE19470, MOUSE19471, MOUSE19469, MOUSE19467, MOUSE19468	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	DROME11256, DROME11255, DROME11257
OG0000251	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440, MOUSE34455	DROME21783
OG0000251	MOUSE55223, MOUSE55224, MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035, MOUSE29909	DROME12998, DROME12997
OG0000255	MOUSE55667	DROME15943
OG0000255	MOUSE27280, MOUSE27279	DROME20722, DROME05791, DROME18596
OG0000256	MOUSE25569, MOUSE48599	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	MOUSE33024, MOUSE33022, MOUSE33026, MOUSE33023, MOUSE33025, MOUSE51708	DROME01840, DROME01838, DROME01839, DROME01837
OG0000258	MOUSE05945, MOUSE42102, MOUSE42101, MOUSE05944, MOUSE46166, MOUSE46165, MOUSE42103	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984	DROME20383
OG0000258	MOUSE07336, MOUSE18772	DROME17641, DROME17639, DROME17640
OG0000260	MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625	DROME17607, DROME17608, DROME17606
OG0000260	MOUSE12750, MOUSE46802, MOUSE03191, MOUSE46801, MOUSE03189, MOUSE03190, MOUSE03188	DROME16635, DROME16636
OG0000265	MOUSE50385, MOUSE50384, MOUSE50383, MOUSE50386, MOUSE50379, MOUSE50380, MOUSE50381, MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768, MOUSE24034, MOUSE24037, MOUSE25772, MOUSE50387	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	MOUSE15187, MOUSE15189, MOUSE15188	DROME00452
OG0000266	MOUSE15049, MOUSE15048	DROME08002, DROME09124
OG0000268	MOUSE26202, MOUSE26203, MOUSE19072	DROME00943, DROME00944
OG0000270	MOUSE18775, MOUSE07338, MOUSE07339, MOUSE07337, MOUSE42694, MOUSE42691, MOUSE42692	DROME17877, DROME17878, DROME17879
OG0000270	MOUSE16390, MOUSE00633	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	MOUSE07060, MOUSE07057, MOUSE07058, MOUSE42660	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	MOUSE15712, MOUSE15711, MOUSE05806, MOUSE26256, MOUSE26257, MOUSE26255, MOUSE08533, MOUSE01191, MOUSE01190, MOUSE01193, MOUSE01189, MOUSE16479, MOUSE16477, MOUSE16478, MOUSE14823, MOUSE14822, MOUSE49985, MOUSE49983	DROME03592
OG0000272	MOUSE04533	DROME15587, DROME15589, DROME15586, DROME15588
OG0000272	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648	DROME05031, DROME05029, DROME05030
OG0000273	MOUSE48516	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047
OG0000273	MOUSE37237, MOUSE37236	DROME08809, DROME08810
OG0000273	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703	DROME18369
OG0000275	MOUSE28112, MOUSE28111, MOUSE07115	DROME13685
OG0000277	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000278	MOUSE37958	DROME09269
OG0000278	MOUSE48469, MOUSE32002, MOUSE19188	DROME00752
OG0000278	MOUSE03084	DROME02023
OG0000278	MOUSE12425	DROME03254
OG0000280	MOUSE10117, MOUSE10118, MOUSE44645, MOUSE10119, MOUSE44646	DROME14500, DROME14502, DROME14501, DROME14499
OG0000280	MOUSE51592	DROME06229
OG0000282	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299, MOUSE25104, MOUSE25105	DROME05714
OG0000282	MOUSE37148, MOUSE37147	DROME11686
OG0000284	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361	DROME17657
OG0000284	MOUSE31385, MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648, MOUSE32650	DROME09381, DROME09382
OG0000285	MOUSE05140	DROME00993
OG0000287	MOUSE25965, MOUSE29763, MOUSE23907, MOUSE23906	DROME21610, DROME21611, DROME21612, DROME21613
OG0000288	MOUSE32128, MOUSE32126, MOUSE32127, MOUSE32129	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000289	MOUSE52131, MOUSE52130	DROME10658, DROME10659
OG0000296	MOUSE07567, MOUSE07566	DROME17565, DROME17564, DROME17562, DROME17563
OG0000296	MOUSE44609, MOUSE44608, MOUSE19548, MOUSE44611, MOUSE13260, MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222	DROME19290, DROME19291
OG0000299	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486	DROME07127, DROME07124, DROME07123
OG0000300	MOUSE32162, MOUSE32163, MOUSE32160, MOUSE32164, MOUSE32161	DROME21869
OG0000301	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675	DROME01100, DROME01102, DROME01101
OG0000301	MOUSE39233, MOUSE39234	DROME18912, DROME14231, DROME14230
OG0000302	MOUSE22090, MOUSE22089, MOUSE22091	DROME06085
OG0000305	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678	DROME04466
OG0000306	MOUSE19581, MOUSE19582, MOUSE11054, MOUSE11056, MOUSE11055, MOUSE11058, MOUSE02838, MOUSE02831, MOUSE02837, MOUSE02832, MOUSE02834, MOUSE02836, MOUSE02835, MOUSE02833, MOUSE02839, MOUSE11060, MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467, MOUSE11059, MOUSE31463, MOUSE31460, MOUSE31466, MOUSE31458, MOUSE31456, MOUSE31457, MOUSE31464, MOUSE31465, MOUSE31459, MOUSE31462, MOUSE31461, MOUSE19584	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000308	MOUSE34117	DROME05159
OG0000308	MOUSE10045, MOUSE10046	DROME12865
OG0000310	MOUSE53718, MOUSE53719, MOUSE53716, MOUSE53717	DROME16770
OG0000312	MOUSE51863, MOUSE10438, MOUSE10436, MOUSE10437	DROME07843, DROME07844, DROME07846, DROME07845
OG0000312	MOUSE53493	DROME16932
OG0000312	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796	DROME10814, DROME10815
OG0000313	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521	DROME15510
OG0000313	MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459	DROME02549, DROME02550
OG0000313	MOUSE23144, MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103	DROME21546
OG0000314	MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230, MOUSE05069, MOUSE05070, MOUSE44270, MOUSE44271, MOUSE44269	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	MOUSE38163	DROME13631
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	DROME06438, DROME06439, DROME06437
