Orthogroup	MOUSE	PFLAV
OG0004075	MOUSE46089	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1
OG0004076	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541	TCONS_00045999.p1
OG0004077	MOUSE25262, MOUSE25257, MOUSE25259, MOUSE25252, MOUSE25254, MOUSE25253, MOUSE25255, MOUSE25256, MOUSE25261, MOUSE25258, MOUSE25251, MOUSE25260	TCONS_00016077.p1
OG0004079	MOUSE29728, MOUSE29727, MOUSE29726	TCONS_00043865.p1
OG0004080	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471	TCONS_00057069.p1
OG0004081	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884	TCONS_00021321.p1
OG0004082	MOUSE23096	TCONS_00017035.p1
OG0004083	MOUSE07456, MOUSE07454, MOUSE07455	TCONS_00003483.p1
OG0004084	MOUSE12641	TCONS_00046143.p1
OG0004085	MOUSE22017, MOUSE22016, MOUSE22019, MOUSE22015, MOUSE22018, MOUSE22014	TCONS_00022909.p1
OG0004086	MOUSE28013	TCONS_00010739.p1, TCONS_00010740.p1
OG0004087	MOUSE53249, MOUSE26317, MOUSE26318	TCONS_00033020.p1
OG0004088	MOUSE31979, MOUSE31978, MOUSE31977, MOUSE10527, MOUSE10528	TCONS_00054049.p1
OG0004089	MOUSE52297, MOUSE52296, MOUSE52295	TCONS_00052009.p1
OG0004090	MOUSE02539	TCONS_00003003.p1
OG0004091	MOUSE20857	TCONS_00053676.p1
OG0004092	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347	TCONS_00056687.p1
OG0004093	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364	TCONS_00025996.p1
OG0004094	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799	TCONS_00015342.p1
OG0004095	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364, MOUSE44372	TCONS_00030160.p1, TCONS_00030161.p1
OG0004096	MOUSE26584, MOUSE24020, MOUSE24022	TCONS_00015008.p1
OG0004097	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995	TCONS_00055161.p1
OG0004098	MOUSE09422, MOUSE09423, MOUSE33196	TCONS_00053174.p1
OG0004099	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937, MOUSE14125	TCONS_00014574.p1
OG0004100	MOUSE01972, MOUSE01971	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1
OG0004101	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273	TCONS_00002991.p1, TCONS_00003971.p1
OG0004102	MOUSE21028, MOUSE21027	TCONS_00027001.p1
OG0004103	MOUSE28643	TCONS_00017398.p1, TCONS_00016551.p1
OG0004104	MOUSE19655, MOUSE19654	TCONS_00029688.p1
OG0004105	MOUSE13474, MOUSE13473, MOUSE13475	TCONS_00017260.p1
OG0004106	MOUSE34927, MOUSE34928, MOUSE34929	TCONS_00051399.p1
OG0004107	MOUSE24392	TCONS_00040485.p1, TCONS_00039514.p1
OG0004110	MOUSE09563, MOUSE09564, MOUSE00786	TCONS_00034163.p1
OG0004111	MOUSE13376, MOUSE13379, MOUSE13378, MOUSE13377, MOUSE06672	TCONS_00046120.p1
OG0004112	MOUSE30305	TCONS_00028015.p1, TCONS_00028016.p1
OG0004113	MOUSE40746, MOUSE40745	TCONS_00048317.p1
OG0004114	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228	TCONS_00010503.p1
OG0004115	MOUSE52504, MOUSE52502	TCONS_00052002.p1
OG0004116	MOUSE50972, MOUSE50971	TCONS_00040373.p1
OG0004117	MOUSE21546	TCONS_00056306.p1, TCONS_00056337.p1
OG0004118	MOUSE39262, MOUSE39263	TCONS_00047218.p1
OG0004119	MOUSE43702, MOUSE43701	TCONS_00007586.p1
OG0004120	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159	TCONS_00031456.p1
OG0004121	MOUSE34878, MOUSE34879, MOUSE52300	TCONS_00052021.p1
OG0004122	MOUSE25320, MOUSE25316, MOUSE25318, MOUSE25317, MOUSE25319	TCONS_00014777.p1
OG0004123	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979	TCONS_00016895.p1
OG0004124	MOUSE28810, MOUSE21577	TCONS_00045725.p1
OG0004125	MOUSE06365, MOUSE06366, MOUSE06362, MOUSE06367, MOUSE06364, MOUSE06363	TCONS_00014192.p1
OG0004126	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106	TCONS_00035236.p1
OG0004127	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646	TCONS_00046753.p1, TCONS_00045678.p1
OG0004128	MOUSE18727	TCONS_00010534.p1
OG0004130	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1
OG0004131	MOUSE01061, MOUSE01059, MOUSE01060, MOUSE01065, MOUSE01063, MOUSE01068, MOUSE01066, MOUSE01067, MOUSE01062	TCONS_00006407.p1
OG0004132	MOUSE29326, MOUSE29328, MOUSE29327	TCONS_00008475.p1
OG0004133	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689, MOUSE12619	TCONS_00022682.p1
OG0004134	MOUSE36567	TCONS_00027849.p1
OG0004135	MOUSE38580, MOUSE38581, MOUSE05971	TCONS_00012853.p1
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	TCONS_00054339.p1
OG0004137	MOUSE09691, MOUSE09690	TCONS_00028614.p1, TCONS_00028615.p1
OG0004138	MOUSE54459, MOUSE54457, MOUSE54458	TCONS_00002355.p1
OG0004138	MOUSE54460	TCONS_00002356.p1
OG0004139	MOUSE09412, MOUSE01582	TCONS_00052838.p1
OG0004140	MOUSE49614, MOUSE49615, MOUSE49616	TCONS_00021890.p1, TCONS_00021889.p1
OG0004141	MOUSE41071, MOUSE41073, MOUSE41072, MOUSE41070	TCONS_00047537.p1
OG0004142	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545	TCONS_00047653.p1
OG0004143	MOUSE32279, MOUSE32278, MOUSE32280, MOUSE51729	TCONS_00028951.p1
OG0004144	MOUSE11375, MOUSE15788, MOUSE15789, MOUSE15790	TCONS_00056033.p1
OG0004145	MOUSE07101, MOUSE28099	TCONS_00011650.p1
OG0004146	MOUSE37808	TCONS_00004824.p1
OG0004146	MOUSE37805, MOUSE37806, MOUSE37807	TCONS_00004845.p1, TCONS_00004826.p1, TCONS_00004825.p1
OG0004147	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1
OG0004148	MOUSE04779, MOUSE04772, MOUSE04780	TCONS_00055720.p1, TCONS_00055711.p1
OG0004149	MOUSE12935, MOUSE12936, MOUSE12934, MOUSE54015, MOUSE54013, MOUSE54014	TCONS_00021572.p1
OG0004150	MOUSE53097, MOUSE53096	TCONS_00056906.p1
OG0004153	MOUSE19562	TCONS_00030135.p1
OG0004154	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791	TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1
OG0004156	MOUSE39315, MOUSE39316, MOUSE40677, MOUSE40678	TCONS_00047632.p1
OG0004157	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616	TCONS_00054767.p1, TCONS_00006833.p1
OG0004158	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537	TCONS_00004246.p1
OG0004159	MOUSE42741, MOUSE07725	TCONS_00011596.p1
OG0004160	MOUSE33686	TCONS_00052968.p1
OG0004161	MOUSE26104, MOUSE26106, MOUSE26105	TCONS_00017748.p1
OG0004162	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555	TCONS_00013138.p1, TCONS_00013139.p1
OG0004163	MOUSE17263, MOUSE17264, MOUSE17266, MOUSE17265, MOUSE45843, MOUSE45845, MOUSE45844	TCONS_00022983.p1
OG0004164	MOUSE00812, MOUSE03436, MOUSE00811, MOUSE00815	TCONS_00030925.p1
OG0004166	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937	TCONS_00027695.p1
OG0004167	MOUSE20431, MOUSE20429, MOUSE20428, MOUSE20430	TCONS_00003611.p1
OG0004168	MOUSE04507	TCONS_00006436.p1
OG0004168	MOUSE04508	TCONS_00006437.p1
OG0004169	MOUSE06535, MOUSE06534, MOUSE06536	TCONS_00014455.p1
OG0004170	MOUSE44203, MOUSE44205, MOUSE44204	TCONS_00023955.p1
OG0004171	MOUSE43265, MOUSE43264	TCONS_00056085.p1
OG0004172	MOUSE27149	TCONS_00044672.p1, TCONS_00054816.p1, TCONS_00031553.p1, TCONS_00006933.p1, TCONS_00030647.p1, TCONS_00033753.p1, TCONS_00044464.p1, TCONS_00035839.p1, TCONS_00015290.p1, TCONS_00044444.p2
OG0004174	MOUSE09789, MOUSE09792, MOUSE09787	TCONS_00054641.p1
OG0004176	MOUSE29683, MOUSE29686, MOUSE29687, MOUSE29685, MOUSE29684, MOUSE29681, MOUSE29682	TCONS_00042674.p1
OG0004178	MOUSE54367, MOUSE54362, MOUSE54363, MOUSE54364, MOUSE54361, MOUSE54365, MOUSE54366	TCONS_00049594.p1
OG0004179	MOUSE15065, MOUSE03901	TCONS_00014009.p1
OG0004180	MOUSE35507, MOUSE22642, MOUSE22641, MOUSE35508	TCONS_00055453.p1
OG0004181	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499	TCONS_00042164.p1
OG0004182	MOUSE16266	TCONS_00002134.p1
OG0004183	MOUSE37772, MOUSE37770, MOUSE37768, MOUSE37765, MOUSE37773, MOUSE37763, MOUSE37769, MOUSE37764, MOUSE37767, MOUSE37766	TCONS_00016676.p1
OG0004184	MOUSE24469, MOUSE24468, MOUSE24467	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1
OG0004185	MOUSE41002	TCONS_00056970.p1
OG0004186	MOUSE08238, MOUSE08239, MOUSE24519	TCONS_00010700.p1
OG0004187	MOUSE49730, MOUSE49731, MOUSE49729, MOUSE49732, MOUSE49728, MOUSE49727, MOUSE12392, MOUSE12393	TCONS_00007370.p1
OG0004188	MOUSE11735	TCONS_00012181.p1
OG0004189	MOUSE37276, MOUSE37275	TCONS_00006565.p1
OG0004190	MOUSE03768, MOUSE03767, MOUSE03765, MOUSE03766	TCONS_00013159.p1
OG0004197	MOUSE26522, MOUSE26523, MOUSE26524, MOUSE39772, MOUSE39771, MOUSE39769, MOUSE39770	TCONS_00003015.p1, TCONS_00002767.p1
OG0004214	MOUSE09181, MOUSE09182	TCONS_00018221.p1
OG0004215	MOUSE04644, MOUSE04645	TCONS_00006088.p1
OG0004216	MOUSE14315	TCONS_00008492.p1
OG0004217	MOUSE29608	TCONS_00044057.p1
OG0004218	MOUSE21624	TCONS_00005905.p1
OG0004219	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375	TCONS_00003548.p1
OG0004220	MOUSE32294, MOUSE32293	TCONS_00028351.p1
OG0004222	MOUSE07263, MOUSE07265	TCONS_00011581.p1
OG0004223	MOUSE20000, MOUSE20002, MOUSE19997, MOUSE19998, MOUSE19999	TCONS_00017775.p1
OG0004226	MOUSE07340, MOUSE07341, MOUSE07342, MOUSE07343, MOUSE07345	TCONS_00055877.p1
OG0004227	MOUSE33778, MOUSE33777, MOUSE36136, MOUSE33779, MOUSE33776, MOUSE36135	TCONS_00050548.p1
OG0004228	MOUSE12646	TCONS_00018265.p1
OG0004229	MOUSE00997, MOUSE00996, MOUSE00995	TCONS_00030138.p1
OG0004230	MOUSE51030	TCONS_00034979.p1
OG0004231	MOUSE06022, MOUSE06023, MOUSE06024, MOUSE06019, MOUSE06020, MOUSE06021, MOUSE06018	TCONS_00028285.p1
OG0004232	MOUSE36556, MOUSE36555	TCONS_00026176.p1
OG0004233	MOUSE29462, MOUSE29461, MOUSE29463, MOUSE29464, MOUSE29465, MOUSE35017	TCONS_00051973.p1
OG0004234	MOUSE22124, MOUSE22125	TCONS_00051720.p1
OG0004235	MOUSE03742, MOUSE03743, MOUSE03741	TCONS_00013753.p1
OG0004236	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083	TCONS_00011164.p1
OG0004237	MOUSE30122	TCONS_00043031.p1
OG0004238	MOUSE09241, MOUSE09242, MOUSE09240, MOUSE09243	TCONS_00017533.p1
OG0004239	MOUSE28573, MOUSE28574	TCONS_00015454.p1
OG0004240	MOUSE28033, MOUSE28034, MOUSE20327	TCONS_00010412.p1
OG0004241	MOUSE12604, MOUSE12603	TCONS_00021571.p1
OG0004243	MOUSE05781, MOUSE05780	TCONS_00003869.p1
OG0004244	MOUSE40608, MOUSE40606, MOUSE40607	TCONS_00049222.p1
OG0004245	MOUSE46663, MOUSE01753	TCONS_00027399.p1
OG0004246	MOUSE05244, MOUSE05247, MOUSE05246, MOUSE05245, MOUSE05248, MOUSE05250, MOUSE05243, MOUSE05249	TCONS_00038726.p1
OG0004247	MOUSE50555, MOUSE50557, MOUSE50558, MOUSE50559, MOUSE50556	TCONS_00039976.p1
OG0004248	MOUSE28543, MOUSE28542	TCONS_00051504.p1
OG0004249	MOUSE36762, MOUSE36761	TCONS_00042977.p1
OG0004251	MOUSE37097, MOUSE37098, MOUSE37099, MOUSE37096	TCONS_00015519.p1
OG0004252	MOUSE32135, MOUSE32137, MOUSE32136	TCONS_00014324.p1
OG0004253	MOUSE46486, MOUSE38017	TCONS_00004772.p1
OG0004254	MOUSE47893, MOUSE47895, MOUSE47891	TCONS_00031008.p1
OG0004255	MOUSE52729, MOUSE52728	TCONS_00050637.p1
OG0004257	MOUSE15260, MOUSE15269, MOUSE15262, MOUSE15267, MOUSE15270, MOUSE15271, MOUSE15258, MOUSE15256	TCONS_00006703.p1
OG0004258	MOUSE01268	TCONS_00033470.p1
OG0004259	MOUSE51558, MOUSE51557, MOUSE51556	TCONS_00029720.p1
OG0004260	MOUSE27705	TCONS_00019536.p1
OG0004261	MOUSE18953	TCONS_00008123.p1
OG0004262	MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851	TCONS_00010239.p1
OG0004263	MOUSE23322, MOUSE23323	TCONS_00009010.p1
OG0004264	MOUSE21145, MOUSE21144, MOUSE47780, MOUSE47777, MOUSE47776, MOUSE47778	TCONS_00030324.p1
OG0004265	MOUSE31256, MOUSE31255, MOUSE31257, MOUSE31254	TCONS_00016664.p1
OG0004267	MOUSE41756, MOUSE41753, MOUSE41755, MOUSE41757, MOUSE41754, MOUSE47148, MOUSE47147	TCONS_00038037.p1
OG0004268	MOUSE43767	TCONS_00007056.p1
OG0004269	MOUSE21279	TCONS_00026954.p1
OG0004270	MOUSE30646, MOUSE30645, MOUSE30642, MOUSE30643	TCONS_00028204.p1
OG0004271	MOUSE07012, MOUSE07011, MOUSE07006, MOUSE07010, MOUSE07007	TCONS_00049721.p1
OG0004272	MOUSE10182, MOUSE10181	TCONS_00029044.p1
OG0004273	MOUSE03740, MOUSE03739	TCONS_00014095.p1
OG0004274	MOUSE49164, MOUSE49162, MOUSE49165, MOUSE49163	TCONS_00007037.p1
OG0004275	MOUSE14507, MOUSE14506, MOUSE40862	TCONS_00056700.p1
OG0004278	MOUSE32307, MOUSE32308	TCONS_00029791.p1
OG0004279	MOUSE32542, MOUSE32541, MOUSE32540	TCONS_00016684.p1
OG0004280	MOUSE05845	TCONS_00054870.p1
OG0004281	MOUSE15895, MOUSE15894	TCONS_00041054.p1
OG0004282	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008	TCONS_00018461.p1
OG0004283	MOUSE36392, MOUSE36393, MOUSE36395	TCONS_00041873.p1
OG0004284	MOUSE36220, MOUSE36221, MOUSE36222, MOUSE36219	TCONS_00026190.p1
OG0004285	MOUSE09549, MOUSE09548	TCONS_00027256.p1
OG0004286	MOUSE38183	TCONS_00055502.p1
OG0004287	MOUSE07179, MOUSE07178, MOUSE07180, MOUSE07181, MOUSE07182	TCONS_00003481.p1
OG0004288	MOUSE13242, MOUSE13240, MOUSE13241	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1
OG0004289	MOUSE11686	TCONS_00016007.p1, TCONS_00010551.p1
OG0004290	MOUSE49088, MOUSE49087, MOUSE49091, MOUSE50496	TCONS_00008678.p1
OG0004291	MOUSE49955	TCONS_00003534.p1
OG0004292	MOUSE22126	TCONS_00053583.p1
OG0004294	MOUSE45827, MOUSE45825, MOUSE45826, MOUSE23646	TCONS_00036435.p1
OG0004295	MOUSE01535	TCONS_00052529.p1
OG0004296	MOUSE36887, MOUSE36888, MOUSE36886	TCONS_00031140.p1, TCONS_00030352.p1
OG0004297	MOUSE17548, MOUSE17547	TCONS_00014818.p1
OG0004298	MOUSE45341, MOUSE45346, MOUSE45345, MOUSE45344, MOUSE45343, MOUSE02024, MOUSE02023, MOUSE45342	TCONS_00042080.p1
OG0004299	MOUSE45365, MOUSE45364, MOUSE45363, MOUSE45366	TCONS_00042365.p1
OG0004300	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381, MOUSE09384	TCONS_00049637.p1
OG0004301	MOUSE20508, MOUSE20509	TCONS_00006202.p1
OG0004302	MOUSE10622	TCONS_00005132.p1
OG0004303	MOUSE22704, MOUSE22703	TCONS_00021470.p1
OG0004304	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271	TCONS_00027443.p1
OG0004305	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350	TCONS_00050049.p1
OG0004306	MOUSE09333, MOUSE09332, MOUSE09330	TCONS_00046568.p1, TCONS_00046595.p1
OG0004307	MOUSE06376	TCONS_00013730.p1
OG0004308	MOUSE54690	TCONS_00000991.p1
OG0004309	MOUSE41163	TCONS_00050069.p1
OG0004310	MOUSE48396, MOUSE48397	TCONS_00020243.p1
OG0004311	MOUSE48412, MOUSE48411, MOUSE44890, MOUSE44889, MOUSE44891	TCONS_00031451.p1
OG0004312	MOUSE24379	TCONS_00007473.p1
OG0004314	MOUSE24075, MOUSE24076, MOUSE25664, MOUSE25666, MOUSE25669, MOUSE25668, MOUSE25667, MOUSE25665	TCONS_00036594.p1
OG0004315	MOUSE46706, MOUSE46707, MOUSE46703, MOUSE46704, MOUSE46705	TCONS_00027429.p1
OG0004316	MOUSE38348, MOUSE38353, MOUSE29532, MOUSE38350, MOUSE29529, MOUSE29530	TCONS_00056268.p1
OG0004317	MOUSE37915, MOUSE37917, MOUSE37918	TCONS_00006086.p1
OG0004318	MOUSE06386, MOUSE06388, MOUSE06387	TCONS_00013963.p1
OG0004319	MOUSE45846, MOUSE39474	TCONS_00037979.p1
OG0004321	MOUSE01005, MOUSE01006, MOUSE01004	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1
OG0004322	MOUSE09310, MOUSE09311, MOUSE09309, MOUSE09312	TCONS_00046365.p1
OG0004323	MOUSE00465, MOUSE00466, MOUSE00467, MOUSE00468	TCONS_00001109.p1
OG0004324	MOUSE30540, MOUSE29117, MOUSE30541	TCONS_00018780.p1, TCONS_00045901.p1
OG0004326	MOUSE39580, MOUSE39581	TCONS_00050977.p1, TCONS_00050965.p1, TCONS_00050975.p1, TCONS_00050964.p1, TCONS_00050963.p1, TCONS_00050974.p1
OG0004327	MOUSE45352, MOUSE45353, MOUSE45351, MOUSE45350	TCONS_00042591.p1, TCONS_00018157.p1, TCONS_00042608.p1
OG0004328	MOUSE28525, MOUSE28526	TCONS_00018012.p1
OG0004330	MOUSE11737, MOUSE11736, MOUSE11739	TCONS_00003506.p1
OG0004331	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084	TCONS_00009918.p1
OG0004332	MOUSE51031	TCONS_00035313.p1
OG0004333	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721	TCONS_00018561.p1
OG0004334	MOUSE33472	TCONS_00053191.p1
OG0004335	MOUSE48742	TCONS_00043984.p1
OG0004336	MOUSE49294, MOUSE49293, MOUSE32073, MOUSE28234, MOUSE28233	TCONS_00019643.p1
OG0004337	MOUSE30946, MOUSE30945	TCONS_00027011.p1
OG0004338	MOUSE45178	TCONS_00043688.p1
OG0004341	MOUSE05911, MOUSE05910, MOUSE05912	TCONS_00013791.p1
OG0004342	MOUSE29662, MOUSE29663, MOUSE29661	TCONS_00042945.p1
OG0004343	MOUSE46770, MOUSE46768, MOUSE46769	TCONS_00027115.p1
OG0004344	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063	TCONS_00019121.p1
OG0004345	MOUSE25404	TCONS_00015773.p1
OG0004346	MOUSE31797, MOUSE31795	TCONS_00023609.p1, TCONS_00023561.p1, TCONS_00056584.p1, TCONS_00056581.p1
OG0004347	MOUSE38022, MOUSE38020	TCONS_00006658.p1
OG0004348	MOUSE53695, MOUSE53694, MOUSE53693	TCONS_00021863.p1
OG0004349	MOUSE07130	TCONS_00048999.p1
OG0004350	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112	TCONS_00002092.p1
OG0004351	MOUSE41483, MOUSE41484, MOUSE41482	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1
OG0004352	MOUSE22864, MOUSE22867, MOUSE41445, MOUSE41441, MOUSE41442, MOUSE41443, MOUSE41444	TCONS_00050845.p1
OG0004353	MOUSE41472, MOUSE41471	TCONS_00050632.p1, TCONS_00050634.p1
OG0004354	MOUSE02755, MOUSE02756	TCONS_00041077.p1
OG0004355	MOUSE41065, MOUSE02266, MOUSE02267	TCONS_00017323.p1
OG0004358	MOUSE40771, MOUSE40770	TCONS_00048777.p1, TCONS_00048787.p1
OG0004359	MOUSE55133, MOUSE55132	TCONS_00048643.p1
OG0004360	MOUSE03721, MOUSE03720, MOUSE03719	TCONS_00004058.p1
OG0004361	MOUSE23705, MOUSE23706	TCONS_00015708.p1
OG0004362	MOUSE05512, MOUSE05511, MOUSE10972, MOUSE10971	TCONS_00027451.p1
OG0004364	MOUSE35772	TCONS_00009654.p1
OG0004365	MOUSE51413, MOUSE51418, MOUSE51417, MOUSE51416, MOUSE51415, MOUSE51414, MOUSE51412	TCONS_00033008.p1, TCONS_00033521.p1
OG0004366	MOUSE49590, MOUSE49591, MOUSE49589	TCONS_00008682.p1
OG0004367	MOUSE18216	TCONS_00010541.p1
OG0004368	MOUSE24232, MOUSE17646, MOUSE17643	TCONS_00015256.p1
OG0004369	MOUSE25297, MOUSE25296	TCONS_00015110.p1
OG0004370	MOUSE38441, MOUSE38440	TCONS_00021476.p1
OG0004371	MOUSE34037, MOUSE35747, MOUSE35748, MOUSE35745	TCONS_00051821.p1
OG0004372	MOUSE33702, MOUSE33701	TCONS_00054481.p1
OG0004373	MOUSE33704, MOUSE33706, MOUSE33703, MOUSE33708, MOUSE33707	TCONS_00053379.p1
OG0004374	MOUSE05859	TCONS_00005113.p1
OG0004375	MOUSE27748, MOUSE27752, MOUSE27751, MOUSE27749	TCONS_00033009.p1, TCONS_00033519.p1
OG0004376	MOUSE38008, MOUSE02770, MOUSE02768	TCONS_00006571.p1
OG0004377	MOUSE32267, MOUSE32266, MOUSE32265	TCONS_00056907.p1
OG0004378	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550	TCONS_00004662.p1
OG0004379	MOUSE44206, MOUSE44207, MOUSE41930	TCONS_00025463.p1
OG0004380	MOUSE23529, MOUSE23527, MOUSE23526, MOUSE41927	TCONS_00025855.p1
OG0004381	MOUSE30487, MOUSE30486	TCONS_00028923.p1
OG0004382	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347	TCONS_00028412.p1
OG0004383	MOUSE07186, MOUSE07185, MOUSE07183, MOUSE07184	TCONS_00011730.p1
OG0004384	MOUSE49921, MOUSE49917, MOUSE49919, MOUSE49918, MOUSE49920	TCONS_00010468.p1
OG0004385	MOUSE25523, MOUSE25525, MOUSE25527, MOUSE25524, MOUSE25526	TCONS_00016022.p1
OG0004388	MOUSE00335, MOUSE00333, MOUSE00336, MOUSE00331, MOUSE00334	TCONS_00046496.p1
OG0004389	MOUSE33592, MOUSE33594, MOUSE33593	TCONS_00053363.p1
OG0004390	MOUSE23819, MOUSE23821, MOUSE23820	TCONS_00016442.p1
OG0004391	MOUSE30036, MOUSE30035, MOUSE03552, MOUSE03553	TCONS_00030455.p1
OG0004392	MOUSE00907, MOUSE00906	TCONS_00030935.p1
OG0004393	MOUSE21203	TCONS_00026831.p1
OG0004394	MOUSE54723, MOUSE18050, MOUSE54724	TCONS_00043317.p1
OG0004395	MOUSE02301	TCONS_00048660.p1
OG0004396	MOUSE34517, MOUSE34514	TCONS_00050867.p1
OG0004397	MOUSE43697, MOUSE19003, MOUSE19004	TCONS_00009273.p1
OG0004398	MOUSE00015, MOUSE00014	TCONS_00006820.p1
OG0004399	MOUSE40991, MOUSE14401	TCONS_00049722.p1
OG0004400	MOUSE18981, MOUSE18980	TCONS_00017572.p1
OG0004401	MOUSE07626, MOUSE53866	TCONS_00019458.p1
OG0004402	MOUSE36321, MOUSE36320	TCONS_00041903.p1, TCONS_00041899.p1
OG0004403	MOUSE44867, MOUSE44868, MOUSE44866	TCONS_00020817.p1
OG0004404	MOUSE49452, MOUSE51622	TCONS_00041072.p1
OG0004405	MOUSE54239	TCONS_00012993.p1
OG0004406	MOUSE20105, MOUSE07110, MOUSE07109	TCONS_00011020.p1
OG0004407	MOUSE07696, MOUSE07698, MOUSE07695, MOUSE07703, MOUSE07700, MOUSE07699, MOUSE07697	TCONS_00012002.p1
OG0004408	MOUSE45144, MOUSE45145, MOUSE45143, MOUSE45139, MOUSE45140, MOUSE45138, MOUSE45141	TCONS_00021244.p1
OG0004409	MOUSE40858, MOUSE14508	TCONS_00047261.p1
OG0004413	MOUSE40996, MOUSE40997, MOUSE40998	TCONS_00047265.p1
OG0004414	MOUSE50533, MOUSE50534	TCONS_00017404.p1
OG0004415	MOUSE35178, MOUSE35179, MOUSE35177, MOUSE15170, MOUSE35180	TCONS_00055882.p1
OG0004417	MOUSE33215, MOUSE33216, MOUSE48020	TCONS_00053504.p1
OG0004418	MOUSE10088	TCONS_00023911.p1, TCONS_00023897.p1
OG0004419	MOUSE40300, MOUSE40299, MOUSE40298, MOUSE40301	TCONS_00027069.p1
OG0004420	MOUSE35016, MOUSE35015, MOUSE15546	TCONS_00052037.p1
OG0004421	MOUSE52589, MOUSE52590, MOUSE52593, MOUSE52592, MOUSE52591	TCONS_00049547.p1
OG0004422	MOUSE51741, MOUSE51740, MOUSE10312	TCONS_00028201.p1
OG0004423	MOUSE08973	TCONS_00046506.p1
OG0004424	MOUSE40942, MOUSE40939, MOUSE40940, MOUSE40944, MOUSE40943, MOUSE40941, MOUSE40935, MOUSE40936, MOUSE40937, MOUSE40938	TCONS_00048574.p1
OG0004425	MOUSE53270, MOUSE53269, MOUSE05481, MOUSE05480, MOUSE05482	TCONS_00004067.p1
OG0004426	MOUSE43282, MOUSE11723, MOUSE11724, MOUSE11722, MOUSE11721, MOUSE43284, MOUSE43281, MOUSE43283	TCONS_00009724.p1
