Orthogroup	MOUSE	PFLAV
OG0006294	MOUSE07913	TCONS_00010810.p1
OG0006295	MOUSE38121	TCONS_00006928.p1, TCONS_00006902.p1
OG0006296	MOUSE39258, MOUSE39254, MOUSE39257, MOUSE39260, MOUSE39256, MOUSE39252	TCONS_00048898.p1
OG0006297	MOUSE40886, MOUSE40885, MOUSE40887	TCONS_00048919.p1
OG0006298	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673	TCONS_00003571.p1
OG0006299	MOUSE34330	TCONS_00002304.p1
OG0006300	MOUSE24505, MOUSE24503, MOUSE24504	TCONS_00012213.p1
OG0006301	MOUSE27376, MOUSE27375	TCONS_00011055.p1
OG0006302	MOUSE51462	TCONS_00028792.p1
OG0006303	MOUSE24304, MOUSE24300, MOUSE24301, MOUSE24299, MOUSE24302, MOUSE43070	TCONS_00017779.p1
OG0006304	MOUSE08044	TCONS_00009784.p1
OG0006305	MOUSE21331	TCONS_00027479.p1
OG0006306	MOUSE34251	TCONS_00017205.p1
OG0006307	MOUSE10641, MOUSE10646, MOUSE10640, MOUSE10644, MOUSE10642, MOUSE10645, MOUSE10643	TCONS_00053826.p1
OG0006308	MOUSE04298, MOUSE04299, MOUSE04303, MOUSE04301, MOUSE04302, MOUSE04300, MOUSE04297	TCONS_00004866.p1
OG0006309	MOUSE02180	TCONS_00036228.p1
OG0006310	MOUSE47347, MOUSE47348, MOUSE47344, MOUSE47345, MOUSE47349, MOUSE47346	TCONS_00036033.p1
OG0006311	MOUSE42034	TCONS_00038156.p1
OG0006312	MOUSE01807, MOUSE01811, MOUSE01810	TCONS_00048558.p1
OG0006313	MOUSE34183, MOUSE34185, MOUSE34184	TCONS_00046617.p1
OG0006314	MOUSE30884	TCONS_00020738.p1, TCONS_00001044.p1
OG0006315	MOUSE27789, MOUSE27788	TCONS_00010515.p1
OG0006316	MOUSE10556, MOUSE10555	TCONS_00053170.p1
OG0006317	MOUSE30611, MOUSE30613, MOUSE30612	TCONS_00005040.p1, TCONS_00029813.p1
OG0006318	MOUSE51285, MOUSE51286, MOUSE51284	TCONS_00002001.p1, TCONS_00001991.p1
OG0006319	MOUSE45688	TCONS_00049238.p1
OG0006320	MOUSE41214, MOUSE41212, MOUSE41213	TCONS_00048271.p1
OG0006321	MOUSE49369, MOUSE10030, MOUSE10028, MOUSE10029	TCONS_00009449.p1
OG0006322	MOUSE52872	TCONS_00048928.p1
OG0006323	MOUSE12964, MOUSE12965	TCONS_00041748.p1
OG0006324	MOUSE15180	TCONS_00009459.p1
OG0006325	MOUSE25844, MOUSE25845, MOUSE25843	TCONS_00015014.p1
OG0006326	MOUSE23732	TCONS_00016446.p1
OG0006327	MOUSE52333, MOUSE52331, MOUSE52329, MOUSE52334, MOUSE52332, MOUSE52330	TCONS_00041267.p1, TCONS_00041268.p1, TCONS_00035798.p1
OG0006328	MOUSE08970, MOUSE08967, MOUSE08968, MOUSE08969	TCONS_00045051.p1, TCONS_00045634.p1
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	TCONS_00026255.p1
OG0006330	MOUSE51758, MOUSE51757	TCONS_00028142.p1
OG0006331	MOUSE42771, MOUSE42772	TCONS_00003546.p1
OG0006332	MOUSE27257, MOUSE27256	TCONS_00024586.p1
OG0006333	MOUSE16124, MOUSE16123, MOUSE00654, MOUSE00655	TCONS_00002164.p1
OG0006334	MOUSE48911, MOUSE48912	TCONS_00053945.p1
OG0006335	MOUSE14829	TCONS_00038727.p1
OG0006336	MOUSE48468, MOUSE48467	TCONS_00053361.p1
OG0006337	MOUSE51858, MOUSE10096	TCONS_00028906.p1
OG0006338	MOUSE31793, MOUSE31791, MOUSE31792, MOUSE31794	TCONS_00053627.p1
OG0006339	MOUSE37259	TCONS_00006224.p1
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	TCONS_00030619.p1
OG0006341	MOUSE47414	TCONS_00053211.p1
OG0006343	MOUSE48088	TCONS_00042685.p1
OG0006344	MOUSE32264	TCONS_00032988.p1
OG0006345	MOUSE21609	TCONS_00018594.p1, TCONS_00017569.p1
OG0006346	MOUSE51221	TCONS_00035271.p1
OG0006347	MOUSE02467	TCONS_00056824.p1
OG0006348	MOUSE10201, MOUSE10200, MOUSE10198, MOUSE10199	TCONS_00020901.p1, TCONS_00055332.p1
OG0006349	MOUSE20753	TCONS_00052515.p1
OG0006350	MOUSE19460	TCONS_00012262.p1
OG0006351	MOUSE29657, MOUSE29658, MOUSE29659	TCONS_00043433.p1
OG0006352	MOUSE32257	TCONS_00044098.p1
OG0006353	MOUSE42828	TCONS_00009865.p1
OG0006354	MOUSE40413, MOUSE40412	TCONS_00027609.p1
OG0006355	MOUSE40806	TCONS_00049625.p1
OG0006356	MOUSE03845, MOUSE03847, MOUSE03846	TCONS_00005098.p1
OG0006357	MOUSE22850	TCONS_00050895.p1
OG0006358	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401	TCONS_00048101.p1
OG0006359	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885	TCONS_00014857.p1
OG0006360	MOUSE02221	TCONS_00036149.p1
OG0006361	MOUSE48963, MOUSE48964	TCONS_00004369.p1
OG0006362	MOUSE34247, MOUSE34248	TCONS_00041980.p1, TCONS_00041972.p1
OG0006363	MOUSE20221	TCONS_00026004.p1
OG0006364	MOUSE20680	TCONS_00019775.p1
OG0006365	MOUSE23279, MOUSE54173, MOUSE54172	TCONS_00042541.p1
OG0006366	MOUSE22776, MOUSE22775, MOUSE22774	TCONS_00021558.p1
OG0006367	MOUSE06752, MOUSE06748, MOUSE06749, MOUSE06750	TCONS_00045704.p1, TCONS_00046721.p1
OG0006368	MOUSE05618, MOUSE05617, MOUSE05620	TCONS_00055121.p1, TCONS_00035900.p1
OG0006370	MOUSE35591, MOUSE35592	TCONS_00053971.p1
OG0006372	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011	TCONS_00055014.p1
OG0006375	MOUSE16929	TCONS_00014183.p1
OG0006376	MOUSE25552, MOUSE25550, MOUSE25549, MOUSE25548, MOUSE25547	TCONS_00015180.p1
OG0006377	MOUSE13243	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	MOUSE36964, MOUSE36966, MOUSE36963	TCONS_00026085.p1
OG0006379	MOUSE07595, MOUSE07594, MOUSE07596, MOUSE07597	TCONS_00046729.p1, TCONS_00010895.p1
OG0006381	MOUSE02021	TCONS_00047599.p1
OG0006382	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503	TCONS_00011902.p1
OG0006383	MOUSE16422	TCONS_00035269.p1
OG0006384	MOUSE50412, MOUSE50410, MOUSE50411, MOUSE50409	TCONS_00024420.p1, TCONS_00025857.p1
OG0006385	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068	TCONS_00011299.p1, TCONS_00011279.p1
OG0006386	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126	TCONS_00038091.p1
OG0006387	MOUSE16306, MOUSE34335	TCONS_00001551.p1
OG0006388	MOUSE17131, MOUSE17130, MOUSE17129, MOUSE06529	TCONS_00013235.p1
OG0006389	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583	TCONS_00001248.p1
OG0006390	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927	TCONS_00047659.p1
OG0006391	MOUSE50989, MOUSE50991, MOUSE50988	TCONS_00055478.p1
OG0006392	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925	TCONS_00001939.p1
OG0006393	MOUSE33021, MOUSE33020, MOUSE18469	TCONS_00027954.p1
OG0006394	MOUSE14264, MOUSE14265	TCONS_00013244.p1
OG0006395	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235	TCONS_00045081.p1
OG0006396	MOUSE09804, MOUSE09803	TCONS_00054358.p1
OG0006398	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321	TCONS_00020199.p1
OG0006399	MOUSE37406, MOUSE37404, MOUSE37405	TCONS_00005906.p1
OG0006401	MOUSE22412, MOUSE22413, MOUSE39948, MOUSE39947	TCONS_00056569.p1
OG0006402	MOUSE31582	TCONS_00055131.p1
OG0006404	MOUSE47119, MOUSE47120	TCONS_00049095.p1
OG0006405	MOUSE20487, MOUSE20488, MOUSE47054, MOUSE47053	TCONS_00036434.p1
OG0006407	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473	TCONS_00017172.p1
OG0006408	MOUSE08267, MOUSE08266, MOUSE08265	TCONS_00011147.p1
OG0006413	MOUSE40888, MOUSE23509, MOUSE07003	TCONS_00053733.p1
OG0006414	MOUSE20902	TCONS_00028276.p1, TCONS_00028277.p1
OG0006416	MOUSE13356, MOUSE13354, MOUSE13355, MOUSE13357	TCONS_00023832.p1, TCONS_00023833.p1, TCONS_00003639.p1, TCONS_00019421.p1, TCONS_00019418.p1, TCONS_00019425.p1, TCONS_00019422.p1, TCONS_00019423.p1, TCONS_00019424.p1, TCONS_00019416.p1, TCONS_00019417.p1, TCONS_00020414.p1
OG0006442	MOUSE09109	TCONS_00001276.p1
OG0006443	MOUSE20211	TCONS_00039555.p1
OG0006446	MOUSE26085, MOUSE26086, MOUSE26084, MOUSE26083, MOUSE26082	TCONS_00016689.p1
OG0006447	MOUSE25747	TCONS_00014759.p1
OG0006448	MOUSE13317, MOUSE13318	TCONS_00055605.p1
OG0006449	MOUSE13387, MOUSE13386	TCONS_00018301.p1
OG0006452	MOUSE23482, MOUSE52797, MOUSE52796	TCONS_00048196.p1
OG0006454	MOUSE04930, MOUSE04929	TCONS_00005752.p1
OG0006456	MOUSE19867, MOUSE19868	TCONS_00024071.p1
OG0006457	MOUSE48917	TCONS_00053917.p1
OG0006458	MOUSE51228, MOUSE51230, MOUSE51229, MOUSE51231, MOUSE51227	TCONS_00035428.p1
OG0006459	MOUSE27714, MOUSE27717	TCONS_00029344.p1
OG0006460	MOUSE49910	TCONS_00010265.p1
OG0006461	MOUSE52644	TCONS_00048350.p1
OG0006462	MOUSE14254, MOUSE14253	TCONS_00014431.p1
OG0006463	MOUSE19085, MOUSE19086	TCONS_00028384.p1
OG0006464	MOUSE15625, MOUSE15624	TCONS_00021066.p1
OG0006465	MOUSE08683, MOUSE08684	TCONS_00009885.p1
OG0006468	MOUSE32105	TCONS_00007890.p1
OG0006469	MOUSE03738	TCONS_00012821.p1
OG0006470	MOUSE36168	TCONS_00027786.p1
OG0006471	MOUSE28057, MOUSE28058	TCONS_00053412.p1
OG0006472	MOUSE38447	TCONS_00021911.p1
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	TCONS_00005145.p1
OG0006475	MOUSE39872	TCONS_00056392.p1, TCONS_00041422.p1
OG0006476	MOUSE38897	TCONS_00042228.p1
OG0006477	MOUSE47325	TCONS_00040932.p1, TCONS_00031480.p1
OG0006478	MOUSE18471, MOUSE18472	TCONS_00054517.p1
OG0006479	MOUSE35163, MOUSE35164	TCONS_00051879.p1
OG0006480	MOUSE21333	TCONS_00057242.p1
OG0006481	MOUSE02030, MOUSE51052	TCONS_00034795.p1
OG0006482	MOUSE07260, MOUSE07262	TCONS_00009649.p1
OG0006483	MOUSE07206, MOUSE07204	TCONS_00010956.p1
OG0006485	MOUSE20333	TCONS_00010701.p1
OG0006486	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975	TCONS_00048186.p1
OG0006487	MOUSE52846, MOUSE52845, MOUSE52844	TCONS_00049079.p1
OG0006488	MOUSE42690, MOUSE42689	TCONS_00011528.p1
OG0006490	MOUSE01816	TCONS_00049724.p1
OG0006491	MOUSE18971	TCONS_00044639.p1
OG0006493	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213	TCONS_00022120.p1
OG0006494	MOUSE29560	TCONS_00021999.p1
OG0006495	MOUSE04122, MOUSE04123	TCONS_00050223.p1
OG0006496	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971	TCONS_00016568.p1
OG0006497	MOUSE12999, MOUSE12998, MOUSE13000	TCONS_00054999.p1
OG0006498	MOUSE54568, MOUSE54567	TCONS_00043357.p1, TCONS_00043346.p1
OG0006499	MOUSE23782, MOUSE23784, MOUSE23783	TCONS_00015424.p1
OG0006500	MOUSE07711, MOUSE07712, MOUSE07710	TCONS_00009974.p1
OG0006501	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337	TCONS_00010106.p1
OG0006502	MOUSE04763, MOUSE04764, MOUSE04765	TCONS_00012707.p1
OG0006503	MOUSE47999	TCONS_00021845.p1
OG0006505	MOUSE18917	TCONS_00056089.p1
OG0006506	MOUSE15973, MOUSE15972	TCONS_00036362.p1
OG0006507	MOUSE21775	TCONS_00049530.p1
OG0006508	MOUSE36086, MOUSE36085	TCONS_00026619.p1
OG0006510	MOUSE28964, MOUSE28965	TCONS_00009163.p1
OG0006511	MOUSE27840, MOUSE44519	TCONS_00007950.p1
OG0006512	MOUSE48697	TCONS_00011733.p1
OG0006513	MOUSE48943	TCONS_00007347.p1
OG0006514	MOUSE30039, MOUSE30040	TCONS_00043974.p1
OG0006515	MOUSE08195, MOUSE08193, MOUSE08194	TCONS_00004438.p1
OG0006516	MOUSE27482	TCONS_00010802.p1
OG0006517	MOUSE18538	TCONS_00020570.p1
OG0006518	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595	TCONS_00001085.p1
OG0006519	MOUSE24786	TCONS_00009727.p1
OG0006520	MOUSE29790, MOUSE29789	TCONS_00042468.p1, TCONS_00042416.p1
OG0006522	MOUSE04682	TCONS_00005801.p1, TCONS_00005787.p1
OG0006523	MOUSE42761	TCONS_00011605.p1
OG0006524	MOUSE39018, MOUSE39019	TCONS_00048319.p1
OG0006525	MOUSE09825, MOUSE09824, MOUSE09827, MOUSE09823, MOUSE09826	TCONS_00047745.p1
OG0006526	MOUSE13960	TCONS_00008656.p1
OG0006527	MOUSE06472, MOUSE06471, MOUSE06470	TCONS_00012766.p1
OG0006528	MOUSE22560, MOUSE22559, MOUSE22558	TCONS_00004367.p1
OG0006530	MOUSE30223, MOUSE30222	TCONS_00029282.p1
OG0006531	MOUSE41542	TCONS_00057127.p1
OG0006532	MOUSE01404	TCONS_00053038.p1, TCONS_00053081.p1
OG0006534	MOUSE21167	TCONS_00027612.p1
OG0006535	MOUSE41980, MOUSE41979, MOUSE41981	TCONS_00023337.p1, TCONS_00023207.p1
OG0006536	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898	TCONS_00026188.p1
OG0006537	MOUSE48761	TCONS_00041692.p1
OG0006538	MOUSE26266	TCONS_00018708.p1, TCONS_00018657.p1
OG0006540	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044	TCONS_00022205.p1
OG0006541	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560	TCONS_00027019.p1
OG0006542	MOUSE29787, MOUSE29788, MOUSE29786	TCONS_00043741.p1, TCONS_00043757.p1
OG0006543	MOUSE52038	TCONS_00017046.p1
OG0006544	MOUSE28396	TCONS_00008190.p1
OG0006545	MOUSE32676, MOUSE32674	TCONS_00056038.p1
OG0006546	MOUSE08071	TCONS_00011832.p1
OG0006547	MOUSE14774	TCONS_00015546.p1
OG0006548	MOUSE15932, MOUSE15934, MOUSE15933	TCONS_00023200.p1, TCONS_00023331.p1
OG0006549	MOUSE14545	TCONS_00048349.p1
OG0006550	MOUSE24976	TCONS_00049126.p1
OG0006551	MOUSE30944, MOUSE30943, MOUSE30942	TCONS_00015875.p1
OG0006552	MOUSE10340, MOUSE10339	TCONS_00029062.p1
OG0006553	MOUSE38559, MOUSE38560	TCONS_00014564.p1
OG0006554	MOUSE37728, MOUSE37726, MOUSE37727	TCONS_00005063.p1
OG0006555	MOUSE22556	TCONS_00044540.p1
OG0006556	MOUSE16511	TCONS_00001090.p1
OG0006557	MOUSE02772, MOUSE02771, MOUSE02773	TCONS_00005264.p1
OG0006559	MOUSE18425, MOUSE18426, MOUSE20855, MOUSE20856	TCONS_00054654.p1
OG0006560	MOUSE07751, MOUSE07752	TCONS_00010738.p1
OG0006561	MOUSE07407, MOUSE07406	TCONS_00009958.p1
OG0006562	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429	TCONS_00022910.p1
OG0006563	MOUSE11016, MOUSE11018, MOUSE11017	TCONS_00011237.p1
OG0006564	MOUSE38057	TCONS_00005531.p1
OG0006565	MOUSE39122, MOUSE10893, MOUSE10894	TCONS_00047631.p1
OG0006566	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118	TCONS_00012618.p1
OG0006568	MOUSE00150	TCONS_00045070.p1
OG0006569	MOUSE02949, MOUSE02948	TCONS_00004482.p1
OG0006570	MOUSE17869, MOUSE17870	TCONS_00016369.p1
OG0006571	MOUSE10425, MOUSE10423	TCONS_00027928.p1
OG0006572	MOUSE33656, MOUSE33655, MOUSE33654	TCONS_00053653.p1
OG0006573	MOUSE04658	TCONS_00005210.p1
OG0006574	MOUSE18407	TCONS_00029325.p1
OG0006575	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412	TCONS_00009220.p1
OG0006576	MOUSE30033	TCONS_00031187.p1, TCONS_00031210.p1
OG0006577	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173	TCONS_00054554.p1
OG0006578	MOUSE35928, MOUSE35927	TCONS_00026429.p1
OG0006579	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955	TCONS_00053710.p1
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	TCONS_00003702.p1
OG0006581	MOUSE51836	TCONS_00055023.p1
OG0006583	MOUSE00099	TCONS_00002402.p1
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	TCONS_00009190.p1
OG0006585	MOUSE02985, MOUSE02986	TCONS_00011678.p1
OG0006586	MOUSE49584	TCONS_00056653.p1
OG0006587	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216	TCONS_00011724.p1
OG0006588	MOUSE55160, MOUSE55159	TCONS_00049561.p1
OG0006589	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524	TCONS_00047690.p1
OG0006590	MOUSE41529, MOUSE41530	TCONS_00006410.p1, TCONS_00006411.p1
OG0006591	MOUSE13632	TCONS_00046705.p1
OG0006592	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032	TCONS_00002772.p1
OG0006593	MOUSE53333, MOUSE53332, MOUSE53331	TCONS_00033505.p1
OG0006594	MOUSE46304, MOUSE46303	TCONS_00005014.p1
OG0006595	MOUSE11155, MOUSE11154	TCONS_00029764.p1
OG0006596	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679	TCONS_00007790.p1
OG0006597	MOUSE28239, MOUSE53941	TCONS_00042667.p1
OG0006598	MOUSE32270	TCONS_00029076.p1
OG0006599	MOUSE40426, MOUSE36734	TCONS_00031431.p1
OG0006600	MOUSE06170	TCONS_00013731.p1
OG0006602	MOUSE48843, MOUSE48842, MOUSE48844	TCONS_00056704.p1
OG0006603	MOUSE49497	TCONS_00007117.p1
OG0006604	MOUSE04487, MOUSE04486	TCONS_00006520.p1
OG0006605	MOUSE32522, MOUSE32521, MOUSE32523	TCONS_00014163.p1
OG0006606	MOUSE49675	TCONS_00001826.p1
OG0006607	MOUSE33913, MOUSE33912	TCONS_00044660.p1
OG0006608	MOUSE30020, MOUSE30018, MOUSE30019	TCONS_00021081.p1
OG0006609	MOUSE35588	TCONS_00056679.p1
OG0006610	MOUSE17087, MOUSE17086, MOUSE17088	TCONS_00012981.p1
OG0006611	MOUSE02492, MOUSE02494, MOUSE02493	TCONS_00055553.p1
OG0006612	MOUSE18460	TCONS_00053948.p1
OG0006613	MOUSE27701, MOUSE27702	TCONS_00020318.p1
OG0006614	MOUSE41919	TCONS_00036181.p1
OG0006615	MOUSE19081	TCONS_00055565.p1
OG0006617	MOUSE06872, MOUSE06873	TCONS_00056205.p1
OG0006618	MOUSE19921	TCONS_00007076.p1
OG0006619	MOUSE09213	TCONS_00045095.p1
OG0006620	MOUSE34069, MOUSE12640	TCONS_00017309.p1
OG0006622	MOUSE33010, MOUSE55184	TCONS_00021887.p1
OG0006623	MOUSE27138	TCONS_00025757.p1, TCONS_00025795.p1
OG0006624	MOUSE10945, MOUSE10944, MOUSE10946	TCONS_00056405.p1
OG0006626	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964	TCONS_00006380.p1
OG0006627	MOUSE18618	TCONS_00000978.p1
OG0006628	MOUSE51627	TCONS_00050775.p1
OG0006630	MOUSE51996	TCONS_00032852.p1
OG0006631	MOUSE23336, MOUSE23337, MOUSE23338	TCONS_00003832.p1
OG0006632	MOUSE09432, MOUSE37150, MOUSE37151	TCONS_00027325.p1
OG0006633	MOUSE09178, MOUSE09174	TCONS_00045550.p1
OG0006635	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747	TCONS_00027064.p1
OG0006636	MOUSE42187, MOUSE42189	TCONS_00012633.p1
OG0006637	MOUSE05078, MOUSE05077	TCONS_00013489.p1
OG0006638	MOUSE13820	TCONS_00008465.p1
OG0006639	MOUSE32544, MOUSE32543	TCONS_00018695.p1, TCONS_00017679.p1
OG0006640	MOUSE31547	TCONS_00006552.p1
OG0006641	MOUSE07840, MOUSE07838, MOUSE07839	TCONS_00010089.p1
OG0006642	MOUSE11001, MOUSE11000	TCONS_00014397.p1
OG0006644	MOUSE52483, MOUSE52481, MOUSE52482, MOUSE52480	TCONS_00008651.p1
OG0006645	MOUSE32599, MOUSE32598	TCONS_00003989.p1
OG0006646	MOUSE44699	TCONS_00028509.p1
OG0006647	MOUSE49193, MOUSE49195, MOUSE49196	TCONS_00009340.p2
OG0006648	MOUSE52136, MOUSE52135	TCONS_00000125.p1
OG0006649	MOUSE08158	TCONS_00010217.p1, TCONS_00011294.p1, TCONS_00011271.p1
OG0006650	MOUSE49345, MOUSE49347, MOUSE49346	TCONS_00042837.p1
OG0006651	MOUSE16196, MOUSE16198	TCONS_00000270.p1
OG0006652	MOUSE07624, MOUSE07622, MOUSE07625, MOUSE07623	TCONS_00004473.p1
OG0006653	MOUSE49822, MOUSE18541, MOUSE18540	TCONS_00007193.p1
OG0006654	MOUSE00565	TCONS_00002127.p1
OG0006655	MOUSE10356	TCONS_00028473.p1
OG0006656	MOUSE41568, MOUSE41567	TCONS_00025652.p1
OG0006657	MOUSE37737, MOUSE37736	TCONS_00006349.p1
OG0006658	MOUSE07435	TCONS_00045451.p1, TCONS_00045482.p1
OG0006660	MOUSE52656, MOUSE52657	TCONS_00049634.p1
OG0006661	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209	TCONS_00021055.p1
OG0006662	MOUSE51152, MOUSE51153, MOUSE51154	TCONS_00035039.p1
OG0006663	MOUSE22698	TCONS_00006144.p1, TCONS_00006163.p1
OG0006664	MOUSE13287	TCONS_00015932.p1
OG0006666	MOUSE09374, MOUSE09372	TCONS_00048338.p1
OG0006667	MOUSE51392	TCONS_00015836.p1
OG0006668	MOUSE21920	TCONS_00042523.p1
OG0006669	MOUSE13244	TCONS_00052745.p1
OG0006670	MOUSE24192, MOUSE24191	TCONS_00016009.p1
OG0006672	MOUSE34328	TCONS_00010908.p1
OG0006673	MOUSE27959	TCONS_00025948.p1
OG0006675	MOUSE48029, MOUSE48028, MOUSE48027	TCONS_00027673.p1
OG0006677	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277	TCONS_00013225.p1
OG0006678	MOUSE06118	TCONS_00013801.p1
OG0006679	MOUSE21390	TCONS_00026672.p1
OG0006680	MOUSE28338, MOUSE28337	TCONS_00056961.p1
OG0006681	MOUSE12651	TCONS_00056930.p1
OG0006683	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998	TCONS_00051711.p1, TCONS_00051709.p1
OG0006684	MOUSE39139, MOUSE39138	TCONS_00047879.p1
OG0006685	MOUSE35612, MOUSE19040	TCONS_00045009.p1
OG0006686	MOUSE25607	TCONS_00044306.p1, TCONS_00016179.p1
OG0006687	MOUSE33931, MOUSE33932	TCONS_00001712.p1
OG0006688	MOUSE12007, MOUSE12001, MOUSE12000	TCONS_00008729.p1
OG0006689	MOUSE44918, MOUSE44919, MOUSE44917	TCONS_00028006.p1
OG0006690	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223	TCONS_00048041.p1
OG0006691	MOUSE05203	TCONS_00053236.p1
OG0006692	MOUSE05269	TCONS_00003067.p1
OG0006693	MOUSE31556	TCONS_00030832.p1, TCONS_00030829.p1
OG0006694	MOUSE00171, MOUSE00170, MOUSE00172	TCONS_00002311.p1
OG0006695	MOUSE50174, MOUSE50175, MOUSE50173	TCONS_00010698.p1
OG0006696	MOUSE02941, MOUSE02940, MOUSE02942, MOUSE07436	TCONS_00049680.p1
OG0006697	MOUSE46752, MOUSE46753, MOUSE46751	TCONS_00026718.p1
OG0006698	MOUSE32106, MOUSE32107	TCONS_00008813.p1
OG0006699	MOUSE37865, MOUSE37866	TCONS_00005799.p1, TCONS_00005785.p1
OG0006700	MOUSE22788	TCONS_00022105.p1
OG0006702	MOUSE34380, MOUSE34381, MOUSE34382	TCONS_00044891.p1
OG0006703	MOUSE21491, MOUSE21488, MOUSE21489	TCONS_00045997.p1
OG0006704	MOUSE37071, MOUSE37068, MOUSE37069	TCONS_00000539.p1
OG0006705	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541	TCONS_00052193.p1
OG0006706	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892	TCONS_00014874.p1
OG0006707	MOUSE40954	TCONS_00014958.p1
OG0006708	MOUSE32301, MOUSE32300	TCONS_00029711.p1
OG0006709	MOUSE26376, MOUSE26377	TCONS_00056346.p1
OG0006710	MOUSE32429, MOUSE32428	TCONS_00028493.p1
OG0006711	MOUSE16007, MOUSE16011, MOUSE16012, MOUSE16009	TCONS_00000423.p1
OG0006712	MOUSE28628	TCONS_00007395.p1
OG0006713	MOUSE07554, MOUSE07555	TCONS_00012197.p1
OG0006714	MOUSE17204, MOUSE17202, MOUSE17200, MOUSE17201	TCONS_00026867.p1
OG0006715	MOUSE09346, MOUSE55145	TCONS_00047508.p1
OG0006716	MOUSE32261, MOUSE32263, MOUSE32262	TCONS_00018192.p1
OG0006717	MOUSE20433	TCONS_00012131.p1
OG0006718	MOUSE21129, MOUSE21128, MOUSE21127	TCONS_00027315.p1
OG0006719	MOUSE03965, MOUSE03966, MOUSE03967	TCONS_00014267.p1
OG0006720	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740	TCONS_00055157.p1, TCONS_00055188.p1
OG0006721	MOUSE48435, MOUSE48434	TCONS_00027927.p1
OG0006722	MOUSE44584, MOUSE44583	TCONS_00053746.p1
OG0006723	MOUSE31003	TCONS_00050670.p1
OG0006724	MOUSE34776, MOUSE34778, MOUSE34777, MOUSE34779	TCONS_00050671.p1
OG0006725	MOUSE52635, MOUSE52636	TCONS_00048951.p1
OG0006726	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158	TCONS_00044651.p1
OG0006727	MOUSE32170, MOUSE32169	TCONS_00002233.p1, TCONS_00047000.p1
OG0006728	MOUSE19069, MOUSE19071, MOUSE19070, MOUSE19068	TCONS_00055761.p1
OG0006729	MOUSE13150	TCONS_00053241.p1
OG0006730	MOUSE31099, MOUSE31097	TCONS_00044178.p1
OG0006731	MOUSE43497, MOUSE43495, MOUSE43496	TCONS_00048222.p1
