Orthogroup	MOUSE	CAPO3
OG0001572	MOUSE54749, MOUSE19684	CAPO304756
OG0001572	MOUSE49841	CAPO304137
OG0001573	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755	CAPO305125, CAPO303819
OG0001576	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295, MOUSE10288	CAPO306270
OG0001578	MOUSE12774, MOUSE12766, MOUSE21125, MOUSE21038	CAPO300715
OG0001580	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696	CAPO307900
OG0001581	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696	CAPO306056
OG0001582	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287	CAPO307073
OG0001583	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215	CAPO306289
OG0001584	MOUSE12889, MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681	CAPO301068
OG0001589	MOUSE17049, MOUSE06176, MOUSE06174, MOUSE06175, MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050	CAPO303301, CAPO304004
OG0001590	MOUSE27654	CAPO302386
OG0001593	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800	CAPO305942
OG0001594	MOUSE16260	CAPO304243
OG0001597	MOUSE38913	CAPO302703
OG0001599	MOUSE06257, MOUSE06255	CAPO300887
OG0001600	MOUSE13648, MOUSE33841, MOUSE33842, MOUSE53481, MOUSE06720, MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643	CAPO305994
OG0001603	MOUSE17807, MOUSE17707, MOUSE17704, MOUSE17703, MOUSE17811	CAPO306228
OG0001604	MOUSE04891, MOUSE04892	CAPO303898
OG0001605	MOUSE11891, MOUSE11892, MOUSE11890	CAPO307473
OG0001609	MOUSE12876	CAPO304683
OG0001609	MOUSE40801, MOUSE40800, MOUSE40802	CAPO302057
OG0001610	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421	CAPO301483
OG0001611	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656	CAPO305038
OG0001612	MOUSE16377, MOUSE16379, MOUSE16380, MOUSE16381, MOUSE16378, MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148	CAPO302202
OG0001614	MOUSE01694, MOUSE01693, MOUSE01692	CAPO303895
OG0001614	MOUSE06439, MOUSE06438	CAPO307630
OG0001615	MOUSE27059, MOUSE27057, MOUSE27061, MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393, MOUSE27062	CAPO300749
OG0001617	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226, MOUSE42002	CAPO302798
OG0001621	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215	CAPO302875
OG0001622	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844	CAPO302121
OG0001634	MOUSE25957	CAPO305688
OG0001634	MOUSE49895, MOUSE43171, MOUSE43172	CAPO305614
OG0001638	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359	CAPO303528
OG0001641	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888	CAPO303281
OG0001643	MOUSE24315, MOUSE50565, MOUSE50564, MOUSE50566, MOUSE43488, MOUSE43487, MOUSE50567	CAPO306838
OG0001644	MOUSE09334, MOUSE06830, MOUSE06831	CAPO303665
OG0001652	MOUSE08228, MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225	CAPO302838
OG0001653	MOUSE13203	CAPO305118
OG0001655	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497	CAPO302812
OG0001657	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575	CAPO304165, CAPO303952
OG0001660	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436	CAPO305930
OG0001661	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660	CAPO302789
OG0001661	MOUSE52451, MOUSE52452, MOUSE52450	CAPO304920
OG0001663	MOUSE39143, MOUSE39142, MOUSE53600	CAPO301057
OG0001664	MOUSE33124, MOUSE33123, MOUSE48909, MOUSE48908, MOUSE48907, MOUSE47904, MOUSE47903, MOUSE47905	CAPO303152
OG0001665	MOUSE06325, MOUSE06329, MOUSE15151	CAPO302331
OG0001672	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950	CAPO301880
OG0001673	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688	CAPO305520
OG0001674	MOUSE51374, MOUSE19853	CAPO301357
OG0001675	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714	CAPO307574
OG0001676	MOUSE00877, MOUSE00878	CAPO300524
OG0001676	MOUSE48433	CAPO305992
OG0001677	MOUSE37911, MOUSE37910, MOUSE37908	CAPO307978
OG0001680	MOUSE54064	CAPO304235, CAPO304477
OG0001684	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811	CAPO300563
OG0001685	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314	CAPO307707
OG0001686	MOUSE40441, MOUSE49245, MOUSE49244, MOUSE49243, MOUSE40440, MOUSE40442, MOUSE40439, MOUSE36689	CAPO307138
OG0001687	MOUSE00821, MOUSE00820	CAPO302907
OG0001688	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405	CAPO300133
OG0001690	MOUSE31930, MOUSE31928, MOUSE31934, MOUSE31926, MOUSE31933, MOUSE31932, MOUSE31929, MOUSE31931, MOUSE31927	CAPO304820
OG0001691	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477, MOUSE37263, MOUSE37264, MOUSE37262, MOUSE46481	CAPO307420
OG0001699	MOUSE05601, MOUSE05600, MOUSE05598, MOUSE05599, MOUSE39745, MOUSE39744, MOUSE39743, MOUSE39742, MOUSE39740, MOUSE39741	CAPO306472, CAPO300057
OG0001704	MOUSE14721, MOUSE14720, MOUSE14723, MOUSE14719, MOUSE14722, MOUSE14718, MOUSE02583	CAPO304434
OG0001706	MOUSE54183, MOUSE54182, MOUSE50117, MOUSE50116, MOUSE54176, MOUSE54178, MOUSE54179, MOUSE54180	CAPO301033
OG0001707	MOUSE18955, MOUSE18956, MOUSE18954, MOUSE18957	CAPO303836
OG0001708	MOUSE32138, MOUSE24320	CAPO303804
OG0001709	MOUSE19372, MOUSE19373	CAPO304969
OG0001711	MOUSE08278, MOUSE20123, MOUSE08275, MOUSE08276, MOUSE08277	CAPO301872
OG0001713	MOUSE19994, MOUSE19995	CAPO308041
OG0001713	MOUSE49631, MOUSE49633, MOUSE49632, MOUSE49634, MOUSE49635	CAPO302278
OG0001714	MOUSE14126	CAPO306669
OG0001714	MOUSE18169, MOUSE18168	CAPO300188
OG0001718	MOUSE07283, MOUSE07282, MOUSE18354, MOUSE18355	CAPO301559, CAPO301838
OG0001720	MOUSE20040, MOUSE20039, MOUSE20042, MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607, MOUSE20041, MOUSE20038, MOUSE20037, MOUSE37434, MOUSE37433	CAPO303957
OG0001721	MOUSE16043, MOUSE16042, MOUSE52086, MOUSE52087, MOUSE07334	CAPO302302
OG0001723	MOUSE54082, MOUSE52248, MOUSE54084, MOUSE54083, MOUSE53738, MOUSE53736, MOUSE53737	CAPO308089
OG0001724	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100	CAPO306474
OG0001727	MOUSE42676, MOUSE42672, MOUSE42671, MOUSE07041, MOUSE07040, MOUSE18673, MOUSE18674, MOUSE18672	CAPO301729
OG0001730	MOUSE33438, MOUSE33440, MOUSE33439, MOUSE33441, MOUSE33442, MOUSE33436, MOUSE33437, MOUSE48659, MOUSE48658, MOUSE48657	CAPO303469
OG0001732	MOUSE52279, MOUSE47617, MOUSE47618, MOUSE47614, MOUSE47613, MOUSE52281, MOUSE52276, MOUSE52275, MOUSE52283, MOUSE52277, MOUSE52274, MOUSE52282	CAPO304710
OG0001733	MOUSE40420, MOUSE40422, MOUSE40416, MOUSE40419, MOUSE40417	CAPO306615
OG0001734	MOUSE26691, MOUSE20465, MOUSE20466, MOUSE20467	CAPO306594
OG0001735	MOUSE26398, MOUSE05814, MOUSE05817, MOUSE05816, MOUSE05820, MOUSE05815	CAPO301389
OG0001738	MOUSE46957, MOUSE46955, MOUSE46956, MOUSE01783, MOUSE01781, MOUSE01782	CAPO301655
OG0001739	MOUSE54680, MOUSE47273, MOUSE02157, MOUSE02158, MOUSE02159, MOUSE02156, MOUSE47272, MOUSE47271, MOUSE47270	CAPO304154
OG0001743	MOUSE25554, MOUSE25555, MOUSE25557, MOUSE25556, MOUSE25558	CAPO306128
OG0001746	MOUSE14345, MOUSE14342, MOUSE14343, MOUSE45899, MOUSE45897, MOUSE14340	CAPO306662
OG0001750	MOUSE18910, MOUSE18909, MOUSE02386, MOUSE26150, MOUSE26149	CAPO304954
OG0001755	MOUSE27182, MOUSE27181, MOUSE27180	CAPO300413
OG0001756	MOUSE21187	CAPO301153
OG0001756	MOUSE47775, MOUSE47774	CAPO306605
OG0001769	MOUSE21351, MOUSE21353, MOUSE21352	CAPO300754
OG0001769	MOUSE07446, MOUSE07447, MOUSE07444	CAPO306748
OG0001770	MOUSE21949, MOUSE21951, MOUSE21948, MOUSE54992, MOUSE03364, MOUSE03365, MOUSE48766, MOUSE48765	CAPO304551
OG0001772	MOUSE24688, MOUSE24687, MOUSE08074	CAPO303731
OG0001774	MOUSE27852, MOUSE54272, MOUSE44450	CAPO302411
OG0001775	MOUSE01603	CAPO300385, CAPO303998
OG0001778	MOUSE12294, MOUSE12291, MOUSE12290, MOUSE12287, MOUSE12285, MOUSE12286, MOUSE12289, MOUSE12288, MOUSE12292, MOUSE12295, MOUSE12293	CAPO303585
OG0001781	MOUSE05639, MOUSE05640	CAPO304059
OG0001781	MOUSE17844	CAPO306335
OG0001782	MOUSE18513, MOUSE18512	CAPO302329
OG0001783	MOUSE16905, MOUSE16907, MOUSE16901, MOUSE16906, MOUSE16908	CAPO302497
OG0001787	MOUSE16363, MOUSE16364, MOUSE18093, MOUSE18092, MOUSE34354, MOUSE34355, MOUSE34353	CAPO302384
OG0001789	MOUSE37320, MOUSE37319, MOUSE04625, MOUSE04624, MOUSE04626, MOUSE04627, MOUSE04628, MOUSE04622, MOUSE04629, MOUSE04632, MOUSE04633, MOUSE04634, MOUSE04636, MOUSE04630, MOUSE04635	CAPO303597
OG0001792	MOUSE25540, MOUSE25539	CAPO305067
OG0001792	MOUSE48452, MOUSE48453	CAPO302146
OG0001793	MOUSE53160	CAPO302934
OG0001793	MOUSE50653	CAPO300098
OG0001797	MOUSE37146	CAPO305230
OG0001799	MOUSE04333, MOUSE04334, MOUSE37887, MOUSE37886, MOUSE37885, MOUSE20014, MOUSE20015, MOUSE37888	CAPO307439
OG0001800	MOUSE40725, MOUSE40724, MOUSE23456, MOUSE01755	CAPO302099, CAPO301494
OG0001801	MOUSE31116, MOUSE31118, MOUSE45815, MOUSE45814, MOUSE39454, MOUSE39455, MOUSE31002, MOUSE31001	CAPO301631
OG0001801	MOUSE31117	CAPO300406, CAPO302328, CAPO300564
OG0001802	MOUSE14990, MOUSE14992, MOUSE14991, MOUSE14993	CAPO307992
OG0001804	MOUSE04574, MOUSE04572, MOUSE04571, MOUSE04570, MOUSE04575, MOUSE04573, MOUSE01050, MOUSE01051, MOUSE01049	CAPO307706
OG0001805	MOUSE02152	CAPO300912
OG0001805	MOUSE02149, MOUSE44430, MOUSE44431, MOUSE02150	CAPO301307
OG0001807	MOUSE05508, MOUSE05509	CAPO305640
OG0001808	MOUSE37157, MOUSE37153, MOUSE37152, MOUSE37156, MOUSE33210, MOUSE33212, MOUSE33214, MOUSE33211, MOUSE33213	CAPO300354
OG0001809	MOUSE26043, MOUSE26045, MOUSE26046, MOUSE26044, MOUSE23993, MOUSE23994, MOUSE23995, MOUSE23989, MOUSE23990, MOUSE23988, MOUSE23992	CAPO307543
OG0001811	MOUSE05848, MOUSE14701, MOUSE14702	CAPO304043
OG0001814	MOUSE05495, MOUSE05496, MOUSE05498, MOUSE05497, MOUSE39915, MOUSE39914, MOUSE39918	CAPO305508
OG0001816	MOUSE31965, MOUSE31966, MOUSE31963, MOUSE31962, MOUSE31960, MOUSE31961, MOUSE31959, MOUSE31964, MOUSE10461, MOUSE10460, MOUSE10462, MOUSE10463	CAPO300431
OG0001818	MOUSE18124, MOUSE08126, MOUSE18122	CAPO302088
OG0001819	MOUSE02896, MOUSE02893, MOUSE02895, MOUSE02894, MOUSE02892, MOUSE26225, MOUSE26224, MOUSE26223	CAPO307172
OG0001820	MOUSE39944, MOUSE39979, MOUSE39980, MOUSE00899, MOUSE00900	CAPO300515
OG0001822	MOUSE14303, MOUSE14304, MOUSE14305, MOUSE23581, MOUSE23582, MOUSE45745, MOUSE45744	CAPO301119
OG0001825	MOUSE21706, MOUSE13716, MOUSE21707, MOUSE21713, MOUSE21708, MOUSE21710, MOUSE21712, MOUSE21709, MOUSE21711	CAPO306238
OG0001827	MOUSE25615, MOUSE25620, MOUSE25619, MOUSE25616, MOUSE25617, MOUSE25618, MOUSE25622, MOUSE25621, MOUSE25623	CAPO303060
OG0001828	MOUSE11364, MOUSE11363	CAPO305081
OG0001830	MOUSE18946, MOUSE06747, MOUSE06746, MOUSE06745	CAPO300316
OG0001831	MOUSE17110, MOUSE17114, MOUSE04759, MOUSE04760, MOUSE04757, MOUSE04758, MOUSE04761, MOUSE17115, MOUSE17116	CAPO306824
OG0001832	MOUSE44709, MOUSE44711, MOUSE44710, MOUSE30185, MOUSE44708, MOUSE44705, MOUSE44706, MOUSE44704, MOUSE44707	CAPO300612
OG0001834	MOUSE22290, MOUSE22293, MOUSE22291, MOUSE22292, MOUSE22289, MOUSE25146	CAPO301512
OG0001849	MOUSE02565, MOUSE02564, MOUSE20738, MOUSE02566	CAPO303014
OG0001850	MOUSE12662, MOUSE12664, MOUSE12663	CAPO301689
OG0001851	MOUSE52486, MOUSE52488, MOUSE52487, MOUSE52484, MOUSE52485, MOUSE52489	CAPO303828
OG0001852	MOUSE53754, MOUSE02334, MOUSE02333, MOUSE52787, MOUSE52789, MOUSE52790, MOUSE52791, MOUSE52788	CAPO303604
OG0001857	MOUSE13677, MOUSE06586, MOUSE06585, MOUSE13679, MOUSE13680, MOUSE13676, MOUSE13675	CAPO306766
OG0001859	MOUSE24195	CAPO304942
OG0001860	MOUSE44056, MOUSE47109, MOUSE47108, MOUSE44053, MOUSE44055, MOUSE44052, MOUSE44054	CAPO306960
OG0001861	MOUSE24714	CAPO303333
OG0001861	MOUSE24794, MOUSE24795	CAPO306489
OG0001863	MOUSE17835	CAPO307080
OG0001864	MOUSE18964, MOUSE18963, MOUSE29120	CAPO300448
OG0001866	MOUSE16525, MOUSE16527, MOUSE16533, MOUSE16523, MOUSE16528, MOUSE16524, MOUSE16526, MOUSE16529, MOUSE16532, MOUSE16536, MOUSE16537, MOUSE16534, MOUSE16531, MOUSE16535, MOUSE16530, MOUSE16283, MOUSE16278, MOUSE16280, MOUSE16277	CAPO306683
OG0001867	MOUSE38487, MOUSE38486, MOUSE38488, MOUSE05986, MOUSE05985	CAPO302026
OG0001870	MOUSE13748, MOUSE13747, MOUSE34101, MOUSE21733	CAPO303422
OG0001871	MOUSE38822, MOUSE38821, MOUSE38817, MOUSE38818, MOUSE38820, MOUSE38815, MOUSE48077, MOUSE38819, MOUSE38816	CAPO300664
OG0001873	MOUSE18632, MOUSE18633	CAPO305494
OG0001875	MOUSE26424	CAPO303129
OG0001875	MOUSE31667, MOUSE31669	CAPO300770
OG0001877	MOUSE07737, MOUSE07735, MOUSE07736, MOUSE18147, MOUSE18149, MOUSE18148, MOUSE18150, MOUSE18146, MOUSE24606	CAPO305419
OG0001878	MOUSE48043, MOUSE38891, MOUSE38890, MOUSE38892, MOUSE54571, MOUSE48040, MOUSE48041, MOUSE48042	CAPO300594
OG0001879	MOUSE41810, MOUSE37569	CAPO302675
OG0001879	MOUSE41809	CAPO304068
OG0001882	MOUSE05194, MOUSE05195, MOUSE26369, MOUSE26370	CAPO302587
OG0001883	MOUSE46143, MOUSE06117, MOUSE14053, MOUSE06114, MOUSE06116, MOUSE06115	CAPO304395
OG0001886	MOUSE25611, MOUSE25612, MOUSE25613, MOUSE31720, MOUSE31721, MOUSE31719	CAPO301013
OG0001888	MOUSE50406, MOUSE50404, MOUSE50405, MOUSE50403, MOUSE20763, MOUSE20761, MOUSE20765, MOUSE20764	CAPO307373
OG0001894	MOUSE03152, MOUSE21288, MOUSE21287	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462
OG0001895	MOUSE28966	CAPO300178
OG0001898	MOUSE43447, MOUSE43446, MOUSE43448, MOUSE27498	CAPO303887
OG0001900	MOUSE40421, MOUSE40418, MOUSE43440	CAPO306468, CAPO308362
OG0001901	MOUSE30108, MOUSE30107, MOUSE30106, MOUSE30105, MOUSE45658, MOUSE45663, MOUSE45661, MOUSE45664, MOUSE45662	CAPO302174
OG0001903	MOUSE16576, MOUSE16560	CAPO301651
OG0001913	MOUSE44802, MOUSE44796, MOUSE44795, MOUSE44798, MOUSE44799, MOUSE44801, MOUSE44800, MOUSE44797, MOUSE44793, MOUSE44794	CAPO308270
OG0001914	MOUSE16633, MOUSE15125	CAPO308187
OG0001915	MOUSE19458, MOUSE55245, MOUSE07778, MOUSE07770, MOUSE07771, MOUSE07804, MOUSE07795, MOUSE07796, MOUSE07782, MOUSE07793, MOUSE07794, MOUSE07775, MOUSE07779, MOUSE07783, MOUSE07806, MOUSE07781, MOUSE07805, MOUSE07777	CAPO305922
OG0001916	MOUSE07224, MOUSE07226, MOUSE07225, MOUSE43114, MOUSE43113, MOUSE43112	CAPO304398
OG0001917	MOUSE33111, MOUSE48906, MOUSE48506	CAPO303937
OG0001919	MOUSE11109, MOUSE11110, MOUSE11108, MOUSE11107	CAPO300799
OG0001923	MOUSE50355, MOUSE50356, MOUSE50353, MOUSE48653, MOUSE48650, MOUSE48654, MOUSE50354, MOUSE48649	CAPO300364
OG0001926	MOUSE31805, MOUSE31804, MOUSE31806	CAPO308203
OG0001927	MOUSE19170, MOUSE20917, MOUSE20921, MOUSE20915, MOUSE20916, MOUSE20920	CAPO303832
OG0001928	MOUSE00263	CAPO303627
OG0001930	MOUSE35630, MOUSE44781, MOUSE44780, MOUSE44779, MOUSE44777, MOUSE44778, MOUSE51322, MOUSE48646	CAPO301567
OG0001932	MOUSE29406, MOUSE29408, MOUSE29407	CAPO304653
OG0001935	MOUSE49902, MOUSE49903, MOUSE21277	CAPO301339
OG0001937	MOUSE15741, MOUSE15740	CAPO301986
OG0001939	MOUSE28360, MOUSE28359, MOUSE49645, MOUSE49646	CAPO304703
OG0001940	MOUSE37993, MOUSE42327, MOUSE32240	CAPO307447
OG0001941	MOUSE22272, MOUSE22275, MOUSE22274, MOUSE22273, MOUSE53035, MOUSE53036, MOUSE53033, MOUSE53038, MOUSE53034, MOUSE53032, MOUSE53037, MOUSE22276	CAPO303660
OG0001943	MOUSE18600, MOUSE18597, MOUSE18594, MOUSE18598, MOUSE18595, MOUSE28503, MOUSE28502, MOUSE28504, MOUSE18599, MOUSE18596, MOUSE18601	CAPO304272
OG0001945	MOUSE16016, MOUSE52098, MOUSE52091, MOUSE52096, MOUSE52097, MOUSE52095, MOUSE52093	CAPO302125, CAPO302413
OG0001947	MOUSE52530, MOUSE52531, MOUSE52527, MOUSE52526, MOUSE14523, MOUSE14522	CAPO306182
OG0001948	MOUSE43401, MOUSE07527, MOUSE43397, MOUSE07525, MOUSE07526, MOUSE07524, MOUSE49941, MOUSE49942, MOUSE20169	CAPO307548
OG0001949	MOUSE37432, MOUSE37424, MOUSE37426, MOUSE37427, MOUSE37429, MOUSE37423, MOUSE37428, MOUSE37430, MOUSE37425, MOUSE37431, MOUSE04611, MOUSE04610	CAPO303945
OG0001951	MOUSE14693, MOUSE14692, MOUSE53152, MOUSE53150, MOUSE53151	CAPO305792
OG0001953	MOUSE15154, MOUSE03982, MOUSE03981, MOUSE15156, MOUSE15155, MOUSE15153, MOUSE15152	CAPO306993
OG0001956	MOUSE19638, MOUSE51971, MOUSE51972	CAPO302405
OG0001957	MOUSE20036, MOUSE20035, MOUSE04600, MOUSE04599, MOUSE37368, MOUSE37366, MOUSE37367	CAPO307027
OG0001961	MOUSE14488, MOUSE14489, MOUSE14487, MOUSE14486, MOUSE14485, MOUSE23652, MOUSE23653	CAPO301591
OG0001963	MOUSE30478, MOUSE30477, MOUSE30480, MOUSE30476, MOUSE30479, MOUSE51706, MOUSE33017, MOUSE33018, MOUSE33016	CAPO304559
OG0001964	MOUSE19120, MOUSE19119, MOUSE00726, MOUSE00725, MOUSE00724, MOUSE19116, MOUSE19118	CAPO306144
OG0001965	MOUSE06458, MOUSE06450, MOUSE06452, MOUSE06449, MOUSE06464, MOUSE06463	CAPO305377
OG0001966	MOUSE37083, MOUSE37082, MOUSE37080, MOUSE17410, MOUSE17411, MOUSE37081	CAPO308069
OG0001968	MOUSE21418, MOUSE21417, MOUSE25564, MOUSE25563, MOUSE25562, MOUSE25565	CAPO303436
OG0001969	MOUSE19157, MOUSE01472, MOUSE01470, MOUSE01471	CAPO301897
OG0001972	MOUSE35089, MOUSE35093	CAPO302726
OG0001985	MOUSE37868, MOUSE38198, MOUSE37869, MOUSE37867, MOUSE38197, MOUSE38196, MOUSE38195, MOUSE38194, MOUSE37870	CAPO307425
OG0001988	MOUSE13503	CAPO301454
OG0001989	MOUSE01911, MOUSE01910, MOUSE01908, MOUSE17252	CAPO303699
OG0001992	MOUSE18241, MOUSE18239, MOUSE18240, MOUSE27555	CAPO301694
OG0001994	MOUSE37537, MOUSE04718, MOUSE04715, MOUSE04716, MOUSE04717	CAPO307422
OG0001997	MOUSE07967, MOUSE07962, MOUSE07966, MOUSE07963, MOUSE07964, MOUSE07965	CAPO301018
OG0001998	MOUSE32621, MOUSE32624, MOUSE32622, MOUSE32623, MOUSE46491, MOUSE46493, MOUSE46492	CAPO304168
OG0001999	MOUSE38646, MOUSE20476, MOUSE20475	CAPO303159
OG0002000	MOUSE10393, MOUSE10391, MOUSE10392	CAPO305912
OG0002001	MOUSE02426, MOUSE02425	CAPO301730, CAPO305766
OG0002003	MOUSE27809, MOUSE27810, MOUSE27518, MOUSE27519, MOUSE27517	CAPO306645
OG0002004	MOUSE30364, MOUSE30363, MOUSE30362, MOUSE30361	CAPO305661, CAPO300359
OG0002006	MOUSE05504, MOUSE05502, MOUSE05503	CAPO302881
OG0002007	MOUSE31422, MOUSE31419, MOUSE31421, MOUSE31420, MOUSE31418, MOUSE11029, MOUSE11028	CAPO301764
OG0002009	MOUSE08847, MOUSE08846	CAPO304107
OG0002010	MOUSE14268, MOUSE06265, MOUSE06264, MOUSE06263, MOUSE06268, MOUSE06267, MOUSE15014	CAPO303286
OG0002011	MOUSE28931, MOUSE12369, MOUSE12370, MOUSE12374, MOUSE12373, MOUSE12372, MOUSE12371	CAPO305222
OG0002014	MOUSE06915, MOUSE06916, MOUSE06919, MOUSE06920, MOUSE06922, MOUSE06917, MOUSE06918, MOUSE31211, MOUSE31210, MOUSE31209, MOUSE31208, MOUSE10913, MOUSE10914, MOUSE10915	CAPO305309
OG0002015	MOUSE14164, MOUSE14163, MOUSE16981, MOUSE14162, MOUSE16983	CAPO304377
OG0002016	MOUSE36909, MOUSE36907, MOUSE36906, MOUSE36908, MOUSE03360, MOUSE03361, MOUSE03359, MOUSE41158, MOUSE41157, MOUSE41156	CAPO300736, CAPO303360
OG0002019	MOUSE13302, MOUSE13301, MOUSE13304, MOUSE05562, MOUSE05561, MOUSE05558, MOUSE05559, MOUSE05560	CAPO303943, CAPO301189
OG0002020	MOUSE03156, MOUSE21293, MOUSE21292	CAPO301809, CAPO306607
OG0002024	MOUSE23929, MOUSE23928, MOUSE23931, MOUSE23935, MOUSE23934, MOUSE23933, MOUSE23932, MOUSE25882, MOUSE25883, MOUSE25885, MOUSE25884	CAPO300776
OG0002025	MOUSE46172, MOUSE46171, MOUSE46173	CAPO301502
OG0002026	MOUSE54721, MOUSE54720, MOUSE47746, MOUSE47747	CAPO307889, CAPO306582
OG0002027	MOUSE54729, MOUSE54728, MOUSE12849, MOUSE12847, MOUSE12848, MOUSE29437	CAPO307021
OG0002029	MOUSE17396, MOUSE17397, MOUSE17395, MOUSE17394	CAPO303181
OG0002030	MOUSE33204, MOUSE50335, MOUSE50337, MOUSE50336, MOUSE48615, MOUSE20826	CAPO303987
OG0002031	MOUSE05700, MOUSE05698, MOUSE05705, MOUSE05706, MOUSE05703, MOUSE05701, MOUSE05707, MOUSE05704, MOUSE05702, MOUSE05699, MOUSE35279, MOUSE35281	CAPO300135
OG0002032	MOUSE50994, MOUSE50992, MOUSE50993	CAPO304689
OG0002034	MOUSE37084, MOUSE49038, MOUSE49039, MOUSE49037, MOUSE27342, MOUSE09994, MOUSE09997	CAPO306318
OG0002042	MOUSE00895, MOUSE00894, MOUSE00893, MOUSE00890	CAPO300525
OG0002043	MOUSE21499, MOUSE34379, MOUSE21497, MOUSE21495, MOUSE21494, MOUSE21492, MOUSE21498, MOUSE21496, MOUSE21493	CAPO306649
OG0002061	MOUSE20942, MOUSE20943, MOUSE20941, MOUSE20940, MOUSE48024, MOUSE48025, MOUSE48023	CAPO307339
OG0002062	MOUSE48679, MOUSE48677, MOUSE48680, MOUSE51397, MOUSE51398, MOUSE48678	CAPO301382
OG0002063	MOUSE32438	CAPO302417
OG0002066	MOUSE06719, MOUSE13655, MOUSE13654	CAPO300576
OG0002067	MOUSE15032, MOUSE15033	CAPO302721
OG0002068	MOUSE08133, MOUSE08130, MOUSE08131, MOUSE07189, MOUSE07190, MOUSE07187, MOUSE08132, MOUSE07188, MOUSE42750, MOUSE42749	CAPO303650
OG0002069	MOUSE13689, MOUSE28478, MOUSE28477	CAPO306402
OG0002073	MOUSE52963, MOUSE19174, MOUSE52965, MOUSE52962, MOUSE52964, MOUSE27918, MOUSE27919	CAPO302333
OG0002074	MOUSE39385, MOUSE39384	CAPO304152
OG0002076	MOUSE52997, MOUSE02520, MOUSE02519, MOUSE02521, MOUSE52995, MOUSE52996, MOUSE52994, MOUSE52993, MOUSE02518	CAPO303117
OG0002078	MOUSE05885, MOUSE05884, MOUSE05886	CAPO302217
OG0002079	MOUSE04036, MOUSE53982	CAPO301402
OG0002080	MOUSE37386, MOUSE04894	CAPO307474, CAPO307552
OG0002081	MOUSE13034, MOUSE13036, MOUSE13035	CAPO300584
