Orthogroup	MOUSE	CAPO3
OG0002855	MOUSE51300	CAPO304752
OG0002858	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268	CAPO302020
OG0002860	MOUSE17143, MOUSE17141, MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137	CAPO304305
OG0002864	MOUSE01567, MOUSE01566, MOUSE01568, MOUSE01565, MOUSE01569, MOUSE05787, MOUSE05786, MOUSE27747, MOUSE27746	CAPO303007
OG0002865	MOUSE13946, MOUSE13949, MOUSE13948, MOUSE13947	CAPO302058
OG0002866	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339	CAPO307089
OG0002868	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153	CAPO307730
OG0002870	MOUSE32219, MOUSE32218, MOUSE32217	CAPO303935
OG0002873	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073	CAPO302439
OG0002875	MOUSE24731, MOUSE24726, MOUSE24727, MOUSE24729, MOUSE24728, MOUSE24725, MOUSE24730, MOUSE07714, MOUSE07713	CAPO302434
OG0002876	MOUSE12960, MOUSE00037	CAPO302622
OG0002877	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588	CAPO303139
OG0002878	MOUSE49446, MOUSE13893, MOUSE13892	CAPO304014
OG0002884	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317	CAPO306804
OG0002888	MOUSE46136, MOUSE03962, MOUSE03961	CAPO302979
OG0002890	MOUSE09294, MOUSE09292, MOUSE09287, MOUSE09293, MOUSE09289, MOUSE09291, MOUSE09286, MOUSE09288, MOUSE09290	CAPO307147
OG0002891	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681	CAPO305115
OG0002894	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168	CAPO307506
OG0002895	MOUSE41196, MOUSE23585	CAPO306767, CAPO303745
OG0002896	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003	CAPO301218
OG0002897	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133	CAPO306671
OG0002899	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544	CAPO306014
OG0002900	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848	CAPO303795
OG0002902	MOUSE46102, MOUSE46104, MOUSE46103, MOUSE46101	CAPO300125
OG0002907	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655	CAPO303347
OG0002909	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994	CAPO302801
OG0002911	MOUSE46629, MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881	CAPO306312
OG0002913	MOUSE54048	CAPO307505
OG0002914	MOUSE41950, MOUSE41951, MOUSE41954, MOUSE41955, MOUSE41953, MOUSE41956, MOUSE41952	CAPO304158
OG0002915	MOUSE09273, MOUSE09271, MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268	CAPO307623
OG0002916	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474	CAPO307991
OG0002917	MOUSE22780, MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779	CAPO304597
OG0002921	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388	CAPO307445
OG0002922	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878	CAPO305731
OG0002923	MOUSE49680, MOUSE32102, MOUSE28330, MOUSE28329, MOUSE28328	CAPO307207
OG0002926	MOUSE10357, MOUSE10361, MOUSE10362, MOUSE10360, MOUSE10359, MOUSE10358, MOUSE48416, MOUSE48415	CAPO301908
OG0002927	MOUSE32596, MOUSE32595, MOUSE32594	CAPO307647
OG0002931	MOUSE39140, MOUSE11215, MOUSE11216, MOUSE07951, MOUSE07950, MOUSE11217	CAPO300557
OG0002944	MOUSE21675, MOUSE31441, MOUSE21607, MOUSE21608	CAPO306630
OG0002945	MOUSE05901	CAPO307786
OG0002946	MOUSE06359, MOUSE06360	CAPO302209
OG0002947	MOUSE08979	CAPO306510
OG0002948	MOUSE34612, MOUSE03993, MOUSE03992	CAPO303072
OG0002949	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156	CAPO305527, CAPO304499
OG0002950	MOUSE03780	CAPO302322
OG0002952	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616	CAPO304062, CAPO304063
OG0002953	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031	CAPO305937
OG0002954	MOUSE27193, MOUSE01794, MOUSE01792, MOUSE01793	CAPO303510
OG0002955	MOUSE07922, MOUSE07923	CAPO305617
OG0002957	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886	CAPO303846
OG0002959	MOUSE24594, MOUSE07746	CAPO305557
OG0002960	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737	CAPO301301
OG0002961	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637	CAPO306313
OG0002962	MOUSE06206, MOUSE06208, MOUSE06205, MOUSE06207, MOUSE15010, MOUSE15009	CAPO302937
OG0002965	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227	CAPO304902
OG0002968	MOUSE33928, MOUSE33927	CAPO306161
OG0002969	MOUSE05356, MOUSE05355	CAPO301408
OG0002973	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204, MOUSE14431	CAPO301405
OG0002974	MOUSE10027, MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988	CAPO300358
OG0002976	MOUSE10248, MOUSE10247, MOUSE10246	CAPO304649
OG0002977	MOUSE04693, MOUSE04694	CAPO306762
OG0002979	MOUSE53655, MOUSE16549, MOUSE16547, MOUSE16548, MOUSE16546	CAPO300623
OG0002981	MOUSE24011, MOUSE24009, MOUSE24008, MOUSE24010	CAPO305421
OG0002982	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661	CAPO306469
OG0002983	MOUSE16587, MOUSE03257, MOUSE24110, MOUSE24112, MOUSE24111	CAPO302346
OG0002985	MOUSE14988, MOUSE14989	CAPO300589
OG0002987	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554, MOUSE37181	CAPO306603
OG0002988	MOUSE01198, MOUSE01199, MOUSE01194	CAPO300003
OG0002990	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416	CAPO304869
OG0002991	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239	CAPO300778
OG0002992	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643	CAPO307180
OG0002994	MOUSE09296, MOUSE09297	CAPO307303
OG0002997	MOUSE33712, MOUSE33711	CAPO307685
OG0002998	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332	CAPO302958
OG0003001	MOUSE53248, MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396	CAPO302423
OG0003002	MOUSE22651, MOUSE02560, MOUSE02559, MOUSE22650, MOUSE22649	CAPO304848
OG0003004	MOUSE18689, MOUSE42760	CAPO304489
OG0003005	MOUSE18225	CAPO302452, CAPO300516
OG0003006	MOUSE17053, MOUSE17052, MOUSE17054	CAPO302605
OG0003010	MOUSE46873, MOUSE46874	CAPO303642
OG0003012	MOUSE40624	CAPO302272
OG0003014	MOUSE12627	CAPO304419
OG0003016	MOUSE36264, MOUSE36263, MOUSE45221, MOUSE45220	CAPO301025
OG0003017	MOUSE19918, MOUSE19919	CAPO303755
OG0003018	MOUSE45408	CAPO301697
OG0003019	MOUSE35632, MOUSE35633, MOUSE35636	CAPO302687
OG0003022	MOUSE29861, MOUSE29865, MOUSE29862, MOUSE29864, MOUSE29863, MOUSE54616, MOUSE54613, MOUSE54615, MOUSE54614	CAPO308155
OG0003024	MOUSE24540, MOUSE24541, MOUSE24542, MOUSE24539	CAPO300933
OG0003025	MOUSE17101, MOUSE13361, MOUSE13360	CAPO306077
OG0003026	MOUSE06294, MOUSE06293	CAPO304742
OG0003027	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805	CAPO302145
OG0003028	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815	CAPO307794
OG0003029	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870	CAPO301992
OG0003030	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388	CAPO304737
OG0003033	MOUSE18942, MOUSE16005	CAPO300181
OG0003034	MOUSE48768, MOUSE48769, MOUSE51312, MOUSE51311	CAPO300214, CAPO307271
OG0003037	MOUSE37860, MOUSE37858, MOUSE37859	CAPO305626
OG0003038	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254	CAPO300861
OG0003041	MOUSE13446, MOUSE13449, MOUSE13447, MOUSE13448	CAPO306033
OG0003042	MOUSE26381, MOUSE26378, MOUSE26379, MOUSE26380	CAPO301480
OG0003043	MOUSE03995, MOUSE03996, MOUSE03997	CAPO304921
OG0003044	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287	CAPO300082
OG0003046	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040	CAPO302851
OG0003048	MOUSE23205, MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202	CAPO300169
OG0003049	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263	CAPO300501, CAPO307086, CAPO305726
OG0003053	MOUSE32705, MOUSE32711, MOUSE32708, MOUSE32709, MOUSE32710, MOUSE32706, MOUSE32707	CAPO305034
OG0003054	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595	CAPO305605
OG0003055	MOUSE33434, MOUSE33435, MOUSE48879	CAPO307832
OG0003056	MOUSE16313, MOUSE16315, MOUSE16314	CAPO300334
OG0003058	MOUSE00368, MOUSE18568, MOUSE18565, MOUSE18567, MOUSE18569, MOUSE18566, MOUSE28571, MOUSE28570	CAPO305219
OG0003059	MOUSE02981, MOUSE02982	CAPO307928
OG0003060	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639, MOUSE48789	CAPO300265
OG0003063	MOUSE01749, MOUSE01748	CAPO306091
OG0003064	MOUSE47362, MOUSE47361	CAPO303600
OG0003065	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093	CAPO305486
OG0003067	MOUSE27933, MOUSE27934, MOUSE47968, MOUSE47967	CAPO301062
OG0003071	MOUSE54961, MOUSE54963, MOUSE54962, MOUSE54915, MOUSE54916, MOUSE55382, MOUSE55383, MOUSE55381, MOUSE40316, MOUSE43030, MOUSE40315	CAPO303765
OG0003072	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250	CAPO300719
OG0003073	MOUSE04961	CAPO300571
OG0003074	MOUSE28849, MOUSE19699, MOUSE19698, MOUSE19700	CAPO305232
OG0003079	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335	CAPO303732
OG0003103	MOUSE00299, MOUSE00298, MOUSE11387	CAPO300058
OG0003104	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217	CAPO300208
OG0003106	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434	CAPO300222
OG0003107	MOUSE49658	CAPO305408
OG0003108	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207	CAPO307100
OG0003110	MOUSE13977	CAPO302380
OG0003111	MOUSE50456	CAPO305398
OG0003112	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751	CAPO305044
OG0003113	MOUSE35613	CAPO303380
OG0003114	MOUSE20064, MOUSE20062, MOUSE20063	CAPO305811
OG0003115	MOUSE44908, MOUSE19778, MOUSE30249, MOUSE01478, MOUSE01477	CAPO305328
OG0003116	MOUSE30061, MOUSE30062	CAPO304220
OG0003119	MOUSE15879	CAPO301756
OG0003120	MOUSE20868	CAPO301313
OG0003121	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594	CAPO300078
OG0003122	MOUSE07438, MOUSE07437, MOUSE39148	CAPO305152
OG0003124	MOUSE37999, MOUSE37996, MOUSE37997	CAPO307110
OG0003125	MOUSE54482, MOUSE24361, MOUSE24362, MOUSE24360, MOUSE24363	CAPO308199
OG0003126	MOUSE20843, MOUSE20841	CAPO302418
OG0003126	MOUSE20842	CAPO300577
OG0003128	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017	CAPO300639
OG0003130	MOUSE04940, MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936	CAPO308112
OG0003131	MOUSE37612, MOUSE37613	CAPO301104
OG0003135	MOUSE42794, MOUSE42796, MOUSE42793, MOUSE42795	CAPO304970
OG0003136	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666	CAPO303233
OG0003138	MOUSE23148, MOUSE23147, MOUSE23149, MOUSE23146	CAPO307798
OG0003141	MOUSE34574, MOUSE34575, MOUSE41342	CAPO300915
OG0003144	MOUSE40351, MOUSE40349, MOUSE40350, MOUSE16285, MOUSE16284	CAPO304802
OG0003145	MOUSE37117, MOUSE37116	CAPO301669
OG0003146	MOUSE35722, MOUSE35721, MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720	CAPO304953
OG0003147	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234	CAPO305754
OG0003149	MOUSE30335, MOUSE30336	CAPO303321
OG0003150	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618	CAPO304553
OG0003151	MOUSE29325, MOUSE29324, MOUSE28343	CAPO302311
OG0003152	MOUSE03960, MOUSE03793, MOUSE03794	CAPO306395
OG0003153	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948	CAPO305242
OG0003154	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366	CAPO308152
OG0003157	MOUSE45059, MOUSE45058, MOUSE45057	CAPO300659
OG0003158	MOUSE22347, MOUSE22346, MOUSE18939	CAPO304754
OG0003159	MOUSE48356, MOUSE48357, MOUSE41160, MOUSE41159	CAPO307514
OG0003160	MOUSE21079, MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077	CAPO305734
OG0003161	MOUSE07415, MOUSE07416, MOUSE07414	CAPO307952, CAPO307190, CAPO305141
OG0003162	MOUSE07361, MOUSE07360, MOUSE22667	CAPO303406
OG0003163	MOUSE51326, MOUSE18466	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048	CAPO302879
OG0003165	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204, MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084	CAPO302597
OG0003166	MOUSE13105	CAPO306562
OG0003169	MOUSE22116, MOUSE22114, MOUSE22115	CAPO302137
OG0003172	MOUSE30909, MOUSE30908	CAPO306984
OG0003174	MOUSE19261, MOUSE19260, MOUSE19259	CAPO306817
OG0003175	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975	CAPO306274
OG0003176	MOUSE49577, MOUSE49578, MOUSE49579	CAPO307890
OG0003177	MOUSE35932	CAPO305441
OG0003178	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733	CAPO303283
OG0003179	MOUSE36753, MOUSE36752, MOUSE36754	CAPO300801
OG0003181	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771	CAPO304354
OG0003182	MOUSE12237	CAPO308003
OG0003184	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546	CAPO303123
OG0003185	MOUSE45835, MOUSE45834, MOUSE42070	CAPO301951
OG0003187	MOUSE48664, MOUSE48665	CAPO303479
OG0003189	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392	CAPO303157
OG0003190	MOUSE48311, MOUSE48312, MOUSE48310	CAPO303910
OG0003191	MOUSE02537	CAPO306279
OG0003192	MOUSE22239, MOUSE22238, MOUSE53061, MOUSE53062	CAPO301014
OG0003193	MOUSE12911	CAPO301211
OG0003196	MOUSE15027, MOUSE15028	CAPO306231
OG0003197	MOUSE19126	CAPO307855
OG0003199	MOUSE54398, MOUSE36250, MOUSE54397	CAPO305890
OG0003200	MOUSE47670, MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666	CAPO301026
OG0003202	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941	CAPO307016
OG0003203	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339	CAPO305085
OG0003206	MOUSE16900, MOUSE16898, MOUSE16899	CAPO306250
OG0003207	MOUSE52887, MOUSE52886, MOUSE35418	CAPO301521
OG0003210	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185, MOUSE24190, MOUSE24186	CAPO303247
OG0003211	MOUSE14387, MOUSE14388, MOUSE14386	CAPO307771
OG0003212	MOUSE17337, MOUSE14391	CAPO300076
OG0003214	MOUSE14658, MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193	CAPO305438
OG0003215	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683	CAPO305646
OG0003217	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661	CAPO304366
OG0003218	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409	CAPO308113
OG0003219	MOUSE30112, MOUSE30113, MOUSE30111	CAPO306660
OG0003220	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318	CAPO304799
OG0003221	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837	CAPO300283
OG0003223	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765	CAPO307650
OG0003225	MOUSE50984	CAPO303179
OG0003227	MOUSE44731, MOUSE44729, MOUSE44733, MOUSE44728, MOUSE44730, MOUSE44727, MOUSE44732	CAPO306597
OG0003228	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183	CAPO305495
OG0003230	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721	CAPO301507
OG0003231	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190	CAPO301890
OG0003235	MOUSE54360, MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354	CAPO301047
OG0003238	MOUSE27678	CAPO305586
OG0003240	MOUSE27675, MOUSE27674, MOUSE02424, MOUSE39000, MOUSE38999	CAPO303081
OG0003251	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985	CAPO307251
OG0003252	MOUSE07423, MOUSE07422	CAPO305303
OG0003254	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400	CAPO307938
OG0003255	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606	CAPO301338
OG0003257	MOUSE08268	CAPO303231
OG0003263	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279	CAPO303458
OG0003264	MOUSE09214, MOUSE21677, MOUSE21676	CAPO306409
OG0003266	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188	CAPO303168
OG0003267	MOUSE20876	CAPO300914
OG0003268	MOUSE13510, MOUSE13509, MOUSE13508	CAPO301821
OG0003269	MOUSE46096, MOUSE46097	CAPO304139
OG0003272	MOUSE48741, MOUSE48740	CAPO300665
OG0003273	MOUSE20128, MOUSE28052	CAPO307851
OG0003277	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058	CAPO306142
OG0003278	MOUSE24735	CAPO306634
OG0003279	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398	CAPO306251
OG0003282	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165	CAPO305239
OG0003283	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421	CAPO304400
OG0003284	MOUSE22376, MOUSE22374	CAPO302648
OG0003287	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632	CAPO306546
OG0003288	MOUSE37027, MOUSE53951	CAPO307866
OG0003290	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913	CAPO307662, CAPO300441
OG0003291	MOUSE04595, MOUSE04594	CAPO306657
OG0003293	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485	CAPO300956
OG0003294	MOUSE36549, MOUSE36546, MOUSE36548, MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544	CAPO303988
OG0003296	MOUSE15223, MOUSE15224, MOUSE26658, MOUSE26659	CAPO301282
OG0003297	MOUSE05117, MOUSE05112, MOUSE05115, MOUSE05114	CAPO307941
OG0003298	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036	CAPO306456
OG0003301	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851	CAPO300201
OG0003302	MOUSE03287	CAPO303848
OG0003303	MOUSE24464	CAPO304414
OG0003306	MOUSE41077, MOUSE41074, MOUSE41075, MOUSE41076	CAPO303291
OG0003309	MOUSE08725, MOUSE08726, MOUSE23277	CAPO301499
OG0003315	MOUSE13402, MOUSE13403	CAPO301649
OG0003316	MOUSE19113	CAPO300235
OG0003317	MOUSE06372, MOUSE06369	CAPO304285
OG0003318	MOUSE14363, MOUSE55163	CAPO302830
OG0003320	MOUSE12779	CAPO303640
OG0003324	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492	CAPO308312
OG0003325	MOUSE11163	CAPO300972, CAPO304961
OG0003326	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969	CAPO308259
OG0003329	MOUSE10324, MOUSE10323	CAPO303336, CAPO300711
OG0003331	MOUSE04924, MOUSE04921, MOUSE04922, MOUSE04925	CAPO303947
OG0003332	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180	CAPO307894
OG0003333	MOUSE27043, MOUSE27042, MOUSE14353	CAPO307836
OG0003335	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406	CAPO302255
OG0003340	MOUSE34383	CAPO305389
OG0003341	MOUSE02979, MOUSE02978, MOUSE02980	CAPO301683
OG0003345	MOUSE05995	CAPO302682
OG0003348	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187	CAPO308059, CAPO308052
OG0003349	MOUSE31587, MOUSE31588, MOUSE00810	CAPO300780
OG0003353	MOUSE39281, MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279	CAPO304897
OG0003354	MOUSE05407	CAPO300396
OG0003355	MOUSE11469, MOUSE36993, MOUSE11468	CAPO308186
OG0003356	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880	CAPO306224
OG0003357	MOUSE03986, MOUSE03984, MOUSE03985	CAPO307953
OG0003358	MOUSE40734, MOUSE40733	CAPO307281
OG0003359	MOUSE24592, MOUSE24591, MOUSE24590, MOUSE24589	CAPO303262, CAPO304527
OG0003360	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903, MOUSE07905	CAPO301722
OG0003361	MOUSE27474, MOUSE27475, MOUSE46164	CAPO301802
OG0003362	MOUSE38875, MOUSE38874	CAPO306572
OG0003364	MOUSE02179, MOUSE43998, MOUSE43999	CAPO301569
OG0003365	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043, MOUSE35392	CAPO301538
OG0003366	MOUSE18707, MOUSE18706	CAPO302011
OG0003368	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181, MOUSE21185, MOUSE21180	CAPO307793
OG0003369	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923	CAPO305084
OG0003370	MOUSE09868	CAPO302725
OG0003373	MOUSE41533	CAPO301869
OG0003374	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758	CAPO305683
OG0003375	MOUSE19488	CAPO301633, CAPO305837
OG0003376	MOUSE35876	CAPO306560
OG0003377	MOUSE27183	CAPO301205
OG0003378	MOUSE42256, MOUSE42255, MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965	CAPO305510
OG0003379	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739	CAPO301575
OG0003380	MOUSE15298, MOUSE15297	CAPO301115
OG0003382	MOUSE02747, MOUSE30743, MOUSE30744	CAPO302262
OG0003382	MOUSE02749, MOUSE02748	CAPO304611
OG0003383	MOUSE05798, MOUSE05796, MOUSE05797, MOUSE22403, MOUSE22405, MOUSE22404	CAPO305778
OG0003384	MOUSE21104, MOUSE47803	CAPO306617
OG0003386	MOUSE41395, MOUSE41396, MOUSE41394	CAPO300917
OG0003388	MOUSE20874	CAPO302657, CAPO304459, CAPO302957
OG0003391	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212	CAPO301846
OG0003392	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169	CAPO304278
OG0003393	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209	CAPO304102
OG0003419	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282	CAPO301040
OG0003421	MOUSE48228, MOUSE48226, MOUSE48227	CAPO300028
OG0003422	MOUSE01858, MOUSE01856, MOUSE01855	CAPO300121
OG0003424	MOUSE46234, MOUSE46233, MOUSE46228, MOUSE46229, MOUSE46224, MOUSE46223, MOUSE46232, MOUSE46231, MOUSE46226, MOUSE46227	CAPO307323
