Orthogroup	AENJA_ok	OWEFU
OG0004007	AENJA_01716	OFUSG13400.1.p1
OG0004009	AENJA_01997	OFUSG18112.1.p1
OG0004010	AENJA_02161	OFUSG13189.1.p1
OG0004011	AENJA_02252	OFUSG10690.1.p1
OG0004012	AENJA_02300	OFUSG05810.1.p1
OG0004013	AENJA_09231, AENJA_24628, AENJA_22514, AENJA_02859	OFUSG24853.1.p1
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582	OFUSG16971.1.p1
OG0004015	AENJA_03648	OFUSG23645.1.p1, OFUSG23645.2.p1
OG0004016	AENJA_03782	OFUSG05700.1.p1
OG0004016	AENJA_25499	OFUSG09938.1.p1
OG0004017	AENJA_03846	OFUSG22331.1.p1
OG0004018	AENJA_04064, AENJA_22270	OFUSG05631.2.p1, OFUSG05631.1.p1
OG0004019	AENJA_04085	OFUSG25454.1.p1
OG0004020	AENJA_04089, AENJA_17512	OFUSG13879.1.p1
OG0004021	AENJA_04438	OFUSG15028.1.p1
OG0004022	AENJA_04720	OFUSG00888.1.p1, OFUSG16401.2.p1, OFUSG16401.1.p1
OG0004023	AENJA_04821	OFUSG20348.1.p1
OG0004024	AENJA_04835	OFUSG24239.1.p1
OG0004025	AENJA_05271	OFUSG11341.1.p1
OG0004027	AENJA_05469	OFUSG16592.1.p1
OG0004028	AENJA_05585	OFUSG11042.2.p1, OFUSG11042.1.p1
OG0004029	AENJA_05822	OFUSG16671.1.p1, OFUSG16671.2.p1
OG0004030	AENJA_05896	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1
OG0004030	AENJA_05902	OFUSG18315.1.p1
OG0004031	AENJA_06023	OFUSG21709.1.p1
OG0004032	AENJA_06151	OFUSG24694.1.p1
OG0004033	AENJA_07800, AENJA_06467	OFUSG12090.1.p1
OG0004034	AENJA_06781	OFUSG09199.1.p1
OG0004035	AENJA_07045	OFUSG04760.1.p1
OG0004036	AENJA_07123	OFUSG01682.1.p1
OG0004037	AENJA_07206	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	AENJA_07209	OFUSG23417.1.p1
OG0004039	AENJA_07640	OFUSG01899.1.p1
OG0004040	AENJA_07720	OFUSG02275.1.p1, OFUSG02275.2.p1
OG0004041	AENJA_07773, AENJA_07774	OFUSG11618.1.p1
OG0004042	AENJA_07854	OFUSG09669.1.p1
OG0004043	AENJA_07877	OFUSG01859.1.p1
OG0004044	AENJA_07917	OFUSG00446.1.p1
OG0004045	AENJA_07957	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1
OG0004047	AENJA_08079	OFUSG18610.1.p1
OG0004048	AENJA_08141	OFUSG19554.1.p1
OG0004051	AENJA_08973	OFUSG26463.1.p1
OG0004052	AENJA_09045	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1
OG0004053	AENJA_09308	OFUSG09713.1.p1
OG0004054	AENJA_09386	OFUSG25074.1.p1
OG0004055	AENJA_09534, AENJA_10626	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1
OG0004057	AENJA_09847	OFUSG00824.1.p1
OG0004058	AENJA_15238	OFUSG09035.2.p1, OFUSG09035.1.p1
OG0004059	AENJA_10120	OFUSG25150.1.p1
OG0004060	AENJA_10222	OFUSG16459.1.p1
OG0004061	AENJA_10245	OFUSG13064.1.p1
OG0004062	AENJA_10281	OFUSG05949.1.p1, OFUSG06583.1.p1
OG0004064	AENJA_10715	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	AENJA_10915	OFUSG16929.1.p1
OG0004066	AENJA_10944	OFUSG07959.1.p1
OG0004066	AENJA_20918	OFUSG07452.2.p1, OFUSG07452.1.p1
OG0004067	AENJA_11072, AENJA_11073	OFUSG11070.1.p1
OG0004068	AENJA_11291	OFUSG00723.1.p1
OG0004069	AENJA_11462	OFUSG24301.1.p1
OG0004070	AENJA_11512	OFUSG10593.1.p1
OG0004071	AENJA_11569	OFUSG25471.1.p1
OG0004072	AENJA_11674	OFUSG16756.1.p1
OG0004073	AENJA_11745	OFUSG00778.1.p1
OG0004074	AENJA_11761	OFUSG13092.1.p1
OG0004075	AENJA_11909, AENJA_25684	OFUSG10667.1.p1
OG0004076	AENJA_11962	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004078	AENJA_12075	OFUSG06016.1.p1
OG0004079	AENJA_12149	OFUSG02739.1.p1
OG0004080	AENJA_12559	OFUSG04397.1.p1
OG0004081	AENJA_12579	OFUSG14219.1.p1
OG0004082	AENJA_12648	OFUSG16877.1.p1
OG0004083	AENJA_12814	OFUSG12099.1.p1
OG0004084	AENJA_13049	OFUSG13172.1.p1
OG0004085	AENJA_13446	OFUSG24648.1.p1
OG0004086	AENJA_13483, AENJA_16966	OFUSG25026.2.p1, OFUSG25026.1.p1
OG0004087	AENJA_13678	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1
OG0004088	AENJA_13695, AENJA_24137	OFUSG13315.1.p1
OG0004089	AENJA_13857	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1
OG0004090	AENJA_14113	OFUSG16668.1.p1
OG0004091	AENJA_14498	OFUSG17304.1.p1
OG0004092	AENJA_14629	OFUSG16191.1.p1
OG0004093	AENJA_14743	OFUSG06669.1.p1
OG0004094	AENJA_14786	OFUSG07270.1.p1
OG0004095	AENJA_14906	OFUSG07584.1.p1
OG0004096	AENJA_14942	OFUSG25572.1.p1
OG0004098	AENJA_15282	OFUSG21100.1.p1
OG0004099	AENJA_15456	OFUSG10944.1.p1
OG0004100	AENJA_16101, AENJA_16102	OFUSG19371.2.p1, OFUSG19371.1.p1
OG0004101	AENJA_16349	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	AENJA_16425	OFUSG19005.1.p1
OG0004104	AENJA_17043	OFUSG24702.1.p1
OG0004105	AENJA_17274	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004106	AENJA_17371	OFUSG26433.1.p1
OG0004107	AENJA_17526	OFUSG08885.1.p1
OG0004108	AENJA_17850	OFUSG21004.1.p1
OG0004110	AENJA_17972	OFUSG08891.1.p1
OG0004111	AENJA_17987	OFUSG13311.1.p1
OG0004112	AENJA_26008	OFUSG09769.1.p1
OG0004113	AENJA_18290	OFUSG18704.1.p1
OG0004114	AENJA_18362	OFUSG21821.1.p1
OG0004115	AENJA_18384	OFUSG12847.1.p1
OG0004116	AENJA_18624	OFUSG09323.1.p1
OG0004117	AENJA_18937	OFUSG25444.1.p1
OG0004119	AENJA_19319	OFUSG20234.1.p1
OG0004120	AENJA_19470	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004121	AENJA_19585	OFUSG13719.1.p1
OG0004122	AENJA_19610	OFUSG07267.2.p1, OFUSG07267.1.p1
OG0004123	AENJA_19882	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	AENJA_20051	OFUSG17737.1.p1
OG0004125	AENJA_20094	OFUSG04663.1.p1
OG0004126	AENJA_20213	OFUSG19824.1.p1
OG0004128	AENJA_20435	OFUSG05290.1.p1, OFUSG11678.1.p1
OG0004129	AENJA_20438	OFUSG05872.1.p1, OFUSG05877.1.p1, OFUSG05875.1.p1, OFUSG05882.1.p1
OG0004131	AENJA_20546	OFUSG23809.1.p1, OFUSG23809.2.p1
OG0004132	AENJA_20581	OFUSG20258.1.p1
OG0004133	AENJA_20684	OFUSG14516.1.p1
OG0004134	AENJA_20800	OFUSG06800.1.p1
OG0004135	AENJA_21037	OFUSG18236.1.p1
OG0004136	AENJA_21121	OFUSG26327.1.p1
OG0004137	AENJA_21136	OFUSG20131.2.p1, OFUSG20131.1.p1
OG0004138	AENJA_21636, AENJA_21637, AENJA_21638	OFUSG00273.1.p1
OG0004139	AENJA_22066	OFUSG21376.2.p1, OFUSG21376.1.p1
OG0004140	AENJA_22122	OFUSG00701.1.p1
OG0004142	AENJA_22247	OFUSG19191.1.p1
OG0004143	AENJA_22570	OFUSG09777.1.p1, OFUSG09777.2.p1
OG0004144	AENJA_22601	OFUSG24310.1.p1
OG0004145	AENJA_22813	OFUSG25041.1.p1
OG0004146	AENJA_22878	OFUSG22678.1.p1
OG0004147	AENJA_22980	OFUSG21150.1.p1
OG0004148	AENJA_23349	OFUSG24269.1.p1
OG0004149	AENJA_23391	OFUSG24993.1.p1
OG0004150	AENJA_23752	OFUSG04655.1.p1
OG0004151	AENJA_23954	OFUSG20857.1.p1
OG0004153	AENJA_24230	OFUSG10672.1.p1
OG0004154	AENJA_24263	OFUSG17126.2.p1, OFUSG17126.1.p1
OG0004156	AENJA_24369, AENJA_24722	OFUSG05939.1.p1
OG0004157	AENJA_24370	OFUSG19454.1.p1
OG0004158	AENJA_24429	OFUSG04504.1.p1
OG0004160	AENJA_25025	OFUSG23353.1.p1
OG0004161	AENJA_25182	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1
OG0004162	AENJA_25282	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1
OG0004164	AENJA_25479	OFUSG17859.1.p1
OG0004166	AENJA_25748	OFUSG05575.1.p1
OG0004168	AENJA_26286	OFUSG15102.1.p1
OG0004169	AENJA_26454	OFUSG10640.1.p1
OG0004170	AENJA_26593	OFUSG08006.1.p1
OG0004214	AENJA_00165	OFUSG13516.1.p1
OG0004215	AENJA_00310	OFUSG15336.1.p1
OG0004216	AENJA_00516	OFUSG23107.1.p1
OG0004218	AENJA_00935	OFUSG21692.1.p1
OG0004219	AENJA_01020	OFUSG04405.1.p1
OG0004220	AENJA_10199, AENJA_01203	OFUSG19674.1.p1, OFUSG19674.2.p1
OG0004222	AENJA_01486	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004223	AENJA_01506	OFUSG17090.1.p1, OFUSG17090.2.p1
OG0004225	AENJA_01633	OFUSG20907.1.p1
OG0004226	AENJA_01684	OFUSG15931.1.p1
OG0004227	AENJA_01705	OFUSG13655.1.p1
OG0004228	AENJA_01729	OFUSG23701.1.p1
OG0004229	AENJA_02064	OFUSG18108.1.p1
OG0004231	AENJA_02278	OFUSG09197.1.p1
OG0004232	AENJA_02302	OFUSG19109.1.p1
OG0004233	AENJA_02374	OFUSG23247.1.p1
OG0004234	AENJA_02411	OFUSG13238.1.p1
OG0004235	AENJA_02425	OFUSG17809.1.p1
OG0004236	AENJA_02429	OFUSG12590.1.p1
OG0004237	AENJA_07147	OFUSG02738.1.p1
OG0004238	AENJA_02591	OFUSG21302.1.p1
OG0004239	AENJA_02668	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1
OG0004241	AENJA_03118	OFUSG14483.1.p1
OG0004242	AENJA_03219	OFUSG19649.1.p1
OG0004243	AENJA_03297	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004244	AENJA_03379	OFUSG23262.1.p1
OG0004245	AENJA_03416	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004246	AENJA_08975, AENJA_03476	OFUSG26279.1.p1
OG0004247	AENJA_03521, AENJA_03518	OFUSG08927.1.p1
OG0004248	AENJA_03763	OFUSG13174.1.p1
OG0004249	AENJA_03888	OFUSG02524.1.p1
OG0004250	AENJA_04014	OFUSG12266.1.p1
OG0004251	AENJA_20691	OFUSG22911.1.p1
OG0004252	AENJA_04057	OFUSG24821.1.p1
OG0004253	AENJA_04321	OFUSG22279.1.p1, OFUSG22279.2.p1
OG0004254	AENJA_04427, AENJA_09254	OFUSG10303.1.p1
OG0004255	AENJA_21176, AENJA_04555	OFUSG21308.1.p1
OG0004257	AENJA_04594	OFUSG22307.1.p1
OG0004258	AENJA_15676, AENJA_04921	OFUSG03080.1.p1
OG0004259	AENJA_05091	OFUSG20013.1.p1
OG0004260	AENJA_05573	OFUSG04270.1.p1
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	OFUSG20642.1.p1
OG0004262	AENJA_05767	OFUSG12557.1.p1
OG0004263	AENJA_05819	OFUSG04157.2.p1, OFUSG04157.1.p1
OG0004264	AENJA_05851	OFUSG10442.1.p1
OG0004265	AENJA_06209	OFUSG22437.1.p1
OG0004267	AENJA_06337	OFUSG00346.1.p1
OG0004268	AENJA_06438	OFUSG20277.1.p1
OG0004269	AENJA_06472	OFUSG06518.1.p1
OG0004270	AENJA_06731	OFUSG09567.1.p1
OG0004271	AENJA_06979	OFUSG19458.1.p1
OG0004272	AENJA_06984	OFUSG19656.1.p1
OG0004273	AENJA_07053	OFUSG10132.2.p1, OFUSG10132.1.p1
OG0004274	AENJA_07138	OFUSG12672.1.p1
OG0004275	AENJA_07307	OFUSG26487.1.p1, OFUSG07573.1.p1, OFUSG07573.2.p1
OG0004276	AENJA_07382	OFUSG20440.1.p1, OFUSG20440.2.p1
OG0004277	AENJA_07626	OFUSG00740.1.p1
OG0004278	AENJA_07644, AENJA_08435	OFUSG19618.1.p1
OG0004279	AENJA_17815	OFUSG26158.2.p1, OFUSG26158.1.p1
OG0004280	AENJA_07853	OFUSG08248.1.p1
OG0004281	AENJA_07872, AENJA_20214, AENJA_13461	OFUSG09512.2.p1, OFUSG09512.1.p1
OG0004282	AENJA_07918	OFUSG23553.1.p1
OG0004283	AENJA_19675	OFUSG02236.1.p1
OG0004284	AENJA_07958	OFUSG19166.1.p1
OG0004285	AENJA_08157	OFUSG06639.1.p1, OFUSG06639.2.p1
OG0004286	AENJA_08421	OFUSG08115.1.p1
OG0004287	AENJA_10688, AENJA_10695, AENJA_08479	OFUSG12510.1.p1
OG0004288	AENJA_08494, AENJA_09224	OFUSG23204.1.p1
OG0004289	AENJA_08571	OFUSG11522.1.p1
OG0004290	AENJA_08634	OFUSG20422.1.p1
OG0004291	AENJA_08666	OFUSG11291.1.p1
OG0004292	AENJA_08709, AENJA_21597	OFUSG12754.1.p1
OG0004294	AENJA_08948	OFUSG00840.1.p1, OFUSG00840.2.p1
OG0004295	AENJA_08995	OFUSG13465.2.p1, OFUSG13465.1.p1
OG0004296	AENJA_22026, AENJA_09137	OFUSG10157.1.p1
OG0004297	AENJA_09281	OFUSG26602.2.p1, OFUSG26602.1.p1
OG0004298	AENJA_09310	OFUSG09630.1.p1
OG0004299	AENJA_09313, AENJA_25545	OFUSG03171.1.p1
OG0004300	AENJA_09414	OFUSG06251.1.p1
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	OFUSG15532.1.p1
OG0004302	AENJA_11814	OFUSG14824.1.p1
OG0004303	AENJA_10102	OFUSG14746.1.p1
OG0004304	AENJA_10126	OFUSG19501.1.p1
OG0004305	AENJA_10671	OFUSG21306.1.p1
OG0004306	AENJA_10728	OFUSG26453.1.p1
OG0004307	AENJA_10811	OFUSG10009.1.p1
OG0004308	AENJA_10896	OFUSG00660.1.p1
OG0004309	AENJA_10914	OFUSG10951.1.p1
OG0004310	AENJA_11180, AENJA_23448	OFUSG24234.1.p1
OG0004311	AENJA_14028, AENJA_11212	OFUSG24363.1.p1, OFUSG09545.1.p1
OG0004312	AENJA_11219	OFUSG20320.1.p1
OG0004314	AENJA_11558	OFUSG07970.1.p1
OG0004315	AENJA_11716	OFUSG19262.1.p1
OG0004316	AENJA_11759	OFUSG25561.1.p1
OG0004317	AENJA_11806	OFUSG15608.1.p1
OG0004318	AENJA_11868	OFUSG10081.1.p1
OG0004319	AENJA_12058	OFUSG01252.1.p1
OG0004320	AENJA_12116	OFUSG14079.1.p1, OFUSG18185.1.p1
OG0004321	AENJA_12158	OFUSG09959.1.p1, OFUSG09959.3.p1, OFUSG09959.2.p1
OG0004322	AENJA_12404, AENJA_12403	OFUSG21097.1.p1
OG0004324	AENJA_12557	OFUSG23537.1.p1
OG0004325	AENJA_12596	OFUSG18623.1.p1
OG0004326	AENJA_12664	OFUSG17446.1.p1
OG0004327	AENJA_12793, AENJA_24731	OFUSG03372.1.p1
OG0004328	AENJA_12798	OFUSG21216.1.p1
OG0004329	AENJA_13104, AENJA_13109	OFUSG06444.1.p1
OG0004330	AENJA_13252	OFUSG21944.1.p1, OFUSG21944.2.p1
OG0004331	AENJA_13331	OFUSG12334.1.p1
OG0004332	AENJA_13463	OFUSG09843.1.p1
OG0004333	AENJA_13634	OFUSG13517.2.p1, OFUSG13517.1.p1
OG0004334	AENJA_13654, AENJA_26354	OFUSG12737.1.p1
OG0004335	AENJA_13686	OFUSG03846.1.p1
OG0004337	AENJA_13913	OFUSG19298.1.p1
OG0004338	AENJA_14330	OFUSG03491.1.p1
OG0004339	AENJA_14443	OFUSG15590.1.p1
OG0004340	AENJA_14856	OFUSG10038.2.p1, OFUSG10038.1.p1
OG0004341	AENJA_15048	OFUSG11142.1.p1
OG0004342	AENJA_15096	OFUSG03471.1.p1
OG0004343	AENJA_15517	OFUSG18774.1.p1
OG0004344	AENJA_15963	OFUSG12551.1.p1
OG0004345	AENJA_16155	OFUSG26912.1.p1, OFUSG22749.1.p1
OG0004346	AENJA_16250, AENJA_16249	OFUSG03046.1.p1, OFUSG05680.1.p1
OG0004347	AENJA_16598	OFUSG15122.1.p1
OG0004348	AENJA_16800	OFUSG01419.1.p1
OG0004349	AENJA_16835	OFUSG06694.1.p1
OG0004350	AENJA_16841	OFUSG00516.1.p1
OG0004351	AENJA_16867	OFUSG16980.1.p1
OG0004352	AENJA_16982	OFUSG12778.1.p1
OG0004353	AENJA_17017	OFUSG21237.1.p1
OG0004354	AENJA_17022	OFUSG09569.1.p1
OG0004355	AENJA_17231	OFUSG13727.1.p1
OG0004356	AENJA_17320	OFUSG07938.1.p1
OG0004357	AENJA_17547	OFUSG17647.1.p1
OG0004358	AENJA_18672, AENJA_18047	OFUSG05940.1.p1
OG0004359	AENJA_18134	OFUSG19521.1.p1
OG0004360	AENJA_18596	OFUSG16040.1.p1
OG0004361	AENJA_18689	OFUSG08299.1.p1
OG0004362	AENJA_19062	OFUSG26828.1.p1
OG0004363	AENJA_19075	OFUSG00806.1.p1
OG0004364	AENJA_19146	OFUSG12581.1.p1
OG0004365	AENJA_19212	OFUSG04532.1.p1
OG0004366	AENJA_19317	OFUSG20392.1.p1, OFUSG20392.2.p1
OG0004367	AENJA_19374	OFUSG11817.1.p1
OG0004368	AENJA_19702	OFUSG07493.1.p1
OG0004369	AENJA_19753	OFUSG08176.1.p1
OG0004370	AENJA_19903	OFUSG09597.1.p1
OG0004371	AENJA_19958	OFUSG17117.2.p1, OFUSG17117.1.p1, OFUSG17117.3.p1
OG0004372	AENJA_23132	OFUSG17293.1.p1
OG0004373	AENJA_20328	OFUSG21375.1.p1
OG0004374	AENJA_20422	OFUSG23996.1.p1
OG0004375	AENJA_20974	OFUSG12091.1.p1
OG0004376	AENJA_21249	OFUSG15296.1.p1
OG0004377	AENJA_21485	OFUSG04513.1.p1
OG0004378	AENJA_21608	OFUSG15382.1.p1
OG0004379	AENJA_21681	OFUSG08124.1.p1
OG0004380	AENJA_21685	OFUSG07867.1.p1
OG0004381	AENJA_21950	OFUSG20032.1.p1
OG0004382	AENJA_22037	OFUSG21856.1.p1
OG0004383	AENJA_22354	OFUSG11903.1.p1
OG0004384	AENJA_22523	OFUSG12014.1.p1
OG0004385	AENJA_22615	OFUSG25604.1.p1
OG0004386	AENJA_22871	OFUSG04530.1.p1
OG0004387	AENJA_23176	OFUSG10840.2.p1, OFUSG10840.1.p1, OFUSG26873.1.p1, OFUSG00550.1.p1, OFUSG04863.1.p1, OFUSG04860.1.p1, OFUSG20316.1.p1, OFUSG20317.1.p1
OG0004389	AENJA_23497	OFUSG17299.1.p1
OG0004390	AENJA_23655	OFUSG26694.1.p1
OG0004391	AENJA_23704	OFUSG18030.1.p1
OG0004392	AENJA_23712	OFUSG17805.1.p1
OG0004393	AENJA_23907	OFUSG19024.1.p1
OG0004394	AENJA_23929	OFUSG03035.2.p1, OFUSG03035.1.p1
OG0004395	AENJA_24372	OFUSG06695.1.p1
OG0004396	AENJA_24530	OFUSG21440.1.p1
OG0004397	AENJA_25166	OFUSG20729.1.p1
OG0004398	AENJA_25317	OFUSG15408.2.p1, OFUSG15408.1.p1, OFUSG15408.3.p1
OG0004399	AENJA_25524	OFUSG18895.1.p1, OFUSG18895.2.p1
OG0004400	AENJA_25584	OFUSG13116.1.p1
OG0004401	AENJA_25597	OFUSG17102.1.p1
OG0004402	AENJA_25980	OFUSG03686.1.p1
OG0004403	AENJA_26375	OFUSG16597.1.p1
OG0004404	AENJA_26407	OFUSG13040.1.p1
OG0004405	AENJA_26485	OFUSG10510.1.p1
OG0004406	AENJA_26544	OFUSG11750.1.p1
OG0004407	AENJA_26601	OFUSG21556.1.p1, OFUSG21556.2.p1, OFUSG21556.3.p1
OG0004408	AENJA_26831	OFUSG24615.1.p1
OG0004457	AENJA_00005	OFUSG20337.1.p1
OG0004457	AENJA_08497	OFUSG20676.1.p1
OG0004459	AENJA_00105	OFUSG05552.1.p1, OFUSG05552.2.p1
OG0004460	AENJA_10602, AENJA_00174	OFUSG04747.1.p1
OG0004461	AENJA_00187	OFUSG07105.1.p1
OG0004462	AENJA_00195	OFUSG14517.1.p1
OG0004463	AENJA_00263	OFUSG22280.1.p1, OFUSG22281.1.p1, OFUSG22282.1.p1
OG0004465	AENJA_00361	OFUSG21289.1.p1
OG0004467	AENJA_00451	OFUSG24126.1.p1
OG0004468	AENJA_00461	OFUSG15364.1.p1
OG0004471	AENJA_00776	OFUSG12708.2.p1, OFUSG12708.1.p1
OG0004472	AENJA_00868	OFUSG19542.1.p1
OG0004473	AENJA_00870	OFUSG06716.1.p1
OG0004474	AENJA_00922	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1
OG0004475	AENJA_03139, AENJA_01045	OFUSG10497.1.p1
OG0004476	AENJA_01930	OFUSG03473.1.p1
OG0004477	AENJA_01958	OFUSG09375.1.p1
OG0004478	AENJA_02085	OFUSG20237.1.p1, OFUSG20237.3.p1, OFUSG20237.2.p1
OG0004479	AENJA_02206	OFUSG05226.1.p1
OG0004480	AENJA_02219	OFUSG08523.2.p1, OFUSG08523.1.p1
OG0004482	AENJA_26663	OFUSG17711.2.p1, OFUSG17711.1.p1
OG0004483	AENJA_02340	OFUSG17696.1.p1
OG0004484	AENJA_02375	OFUSG23258.1.p1
OG0004485	AENJA_02522, AENJA_23178	OFUSG19643.1.p1
OG0004486	AENJA_02721	OFUSG20259.1.p1
OG0004487	AENJA_02764	OFUSG03509.1.p1
OG0004488	AENJA_03056	OFUSG08603.1.p1
OG0004489	AENJA_03089	OFUSG19255.1.p1
OG0004490	AENJA_03148	OFUSG01069.1.p1
OG0004491	AENJA_03169, AENJA_03168	OFUSG26923.1.p1
OG0004493	AENJA_03367	OFUSG00611.1.p1
OG0004494	AENJA_03427	OFUSG10248.1.p1
OG0004495	AENJA_03794	OFUSG08418.1.p1
OG0004496	AENJA_03798	OFUSG07230.1.p1
OG0004497	AENJA_03976	OFUSG20901.1.p1, OFUSG20901.2.p1
OG0004498	AENJA_04040	OFUSG20779.1.p1
OG0004499	AENJA_04167	OFUSG25056.1.p1, OFUSG25056.2.p1
OG0004500	AENJA_04178	OFUSG17190.1.p1
OG0004501	AENJA_11831, AENJA_04286	OFUSG00301.1.p1
OG0004502	AENJA_04449	OFUSG09554.1.p1, OFUSG25788.1.p1
OG0004503	AENJA_04529, AENJA_23467	OFUSG03545.1.p1
OG0004505	AENJA_22550	OFUSG24304.1.p1
OG0004506	AENJA_04842	OFUSG10629.1.p1
OG0004507	AENJA_04865	OFUSG09055.1.p1
OG0004508	AENJA_05015	OFUSG08408.1.p1
OG0004509	AENJA_05239	OFUSG04151.1.p1
OG0004510	AENJA_05329	OFUSG02328.1.p1
OG0004511	AENJA_05552	OFUSG08755.1.p1
OG0004512	AENJA_05863	OFUSG12440.1.p1
OG0004513	AENJA_06212	OFUSG26259.1.p1
OG0004514	AENJA_06216	OFUSG14834.3.p1, OFUSG14834.1.p1, OFUSG14834.2.p1
OG0004515	AENJA_06345	OFUSG06070.1.p1
OG0004516	AENJA_06493	OFUSG22450.1.p1
OG0004517	AENJA_06724	OFUSG09941.1.p1, OFUSG09941.2.p1
OG0004518	AENJA_06827	OFUSG26235.1.p1
OG0004519	AENJA_06969	OFUSG19459.1.p1, OFUSG19459.2.p1
OG0004520	AENJA_07201	OFUSG14215.1.p1
OG0004521	AENJA_07309	OFUSG07989.1.p1
OG0004523	AENJA_07641	OFUSG09566.1.p1
OG0004524	AENJA_07752	OFUSG21076.1.p1
OG0004525	AENJA_07831	OFUSG21962.1.p1
OG0004526	AENJA_23914, AENJA_07835	OFUSG25412.1.p1
OG0004527	AENJA_07903	OFUSG00322.1.p1
OG0004528	AENJA_10818	OFUSG10332.1.p1
OG0004529	AENJA_07944	OFUSG13290.1.p1
OG0004530	AENJA_07969	OFUSG03014.1.p1
OG0004532	AENJA_08236	OFUSG17819.1.p1
OG0004533	AENJA_08347	OFUSG16086.1.p1
OG0004534	AENJA_08393	OFUSG03583.1.p1
OG0004535	AENJA_08570	OFUSG11409.1.p1
OG0004536	AENJA_08588	OFUSG13349.2.p1, OFUSG13349.1.p1
OG0004537	AENJA_08657	OFUSG19069.1.p1
OG0004538	AENJA_08665	OFUSG25281.1.p1
OG0004539	AENJA_08729	OFUSG12073.1.p1
OG0004540	AENJA_08799	OFUSG16071.1.p1
OG0004542	AENJA_09105	OFUSG25591.2.p1, OFUSG25591.1.p1
OG0004543	AENJA_09120	OFUSG17197.1.p1
OG0004544	AENJA_09219	OFUSG06245.1.p1, OFUSG05691.1.p1
OG0004545	AENJA_09222, AENJA_25205, AENJA_22344	OFUSG23646.1.p1, OFUSG23649.1.p1
OG0004546	AENJA_09271	OFUSG26604.1.p1
OG0004547	AENJA_17725	OFUSG06133.1.p1
OG0004548	AENJA_09557	OFUSG08416.1.p1
OG0004549	AENJA_10884	OFUSG08340.1.p1
OG0004550	AENJA_10990	OFUSG00208.1.p1
OG0004551	AENJA_14630	OFUSG16193.2.p1, OFUSG16193.1.p1, OFUSG16195.1.p1, OFUSG16195.2.p1
OG0004552	AENJA_11123	OFUSG24698.1.p1
OG0004553	AENJA_11290	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1
OG0004554	AENJA_11434	OFUSG07017.1.p1
OG0004555	AENJA_11497	OFUSG20338.1.p1
OG0004556	AENJA_11553	OFUSG24005.2.p1, OFUSG24005.1.p1
OG0004557	AENJA_11598	OFUSG04722.1.p1
OG0004558	AENJA_11692	OFUSG26445.1.p1
OG0004559	AENJA_11902	OFUSG09948.1.p1
OG0004560	AENJA_11928	OFUSG24827.1.p1
OG0004561	AENJA_12022	OFUSG24869.1.p1
OG0004563	AENJA_12215	OFUSG01035.1.p1
OG0004564	AENJA_12530	OFUSG11372.1.p1
OG0004565	AENJA_12612	OFUSG25212.1.p1
OG0004566	AENJA_12676	OFUSG17189.1.p1
OG0004567	AENJA_12797	OFUSG13070.1.p1
OG0004568	AENJA_12890	OFUSG11671.1.p1
OG0004569	AENJA_12953	OFUSG15462.1.p1
OG0004570	AENJA_13253	OFUSG21943.1.p1
OG0004571	AENJA_13264	OFUSG26032.1.p1, OFUSG26032.2.p1
OG0004573	AENJA_13416	OFUSG14867.1.p1
OG0004574	AENJA_13790	OFUSG01611.1.p1
OG0004575	AENJA_20717, AENJA_13882, AENJA_18997	OFUSG08859.1.p1, OFUSG06745.1.p1
