Orthogroup	AENJA_ok	NEMVE
OG0004161	AENJA_25182	NEMVE22412
OG0004162	AENJA_25282	NEMVE25750
OG0004163	AENJA_25392	NEMVE09614
OG0004164	AENJA_25479	NEMVE22345, NEMVE25928
OG0004166	AENJA_25748	NEMVE14358
OG0004167	AENJA_26097	NEMVE10378
OG0004168	AENJA_26286	NEMVE14660
OG0004169	AENJA_26454	NEMVE09703
OG0004170	AENJA_26593	NEMVE24511, NEMVE04516
OG0004215	AENJA_00310	NEMVE23791
OG0004216	AENJA_00516	NEMVE11628
OG0004217	AENJA_00550	NEMVE07703
OG0004218	AENJA_00935	NEMVE21685
OG0004219	AENJA_01020	NEMVE22540, NEMVE20986
OG0004220	AENJA_10199, AENJA_01203	NEMVE14904
OG0004222	AENJA_01486	NEMVE22431
OG0004223	AENJA_01506	NEMVE14495
OG0004225	AENJA_01633	NEMVE12928, NEMVE06699
OG0004226	AENJA_01684	NEMVE24092, NEMVE20295
OG0004227	AENJA_01705	NEMVE13579
OG0004228	AENJA_01729	NEMVE14091
OG0004229	AENJA_02064	NEMVE10839
OG0004231	AENJA_02278	NEMVE25640, NEMVE19289
OG0004232	AENJA_02302	NEMVE05374
OG0004233	AENJA_02374	NEMVE05082
OG0004234	AENJA_02411	NEMVE17554
OG0004236	AENJA_02429	NEMVE01769, NEMVE21449, NEMVE08213
OG0004237	AENJA_07147	NEMVE24212
OG0004239	AENJA_02668	NEMVE09798
OG0004241	AENJA_03118	NEMVE17443
OG0004242	AENJA_03219	NEMVE14789
OG0004243	AENJA_03297	NEMVE13950
OG0004244	AENJA_03379	NEMVE21955
OG0004245	AENJA_03416	NEMVE22952
OG0004246	AENJA_08975, AENJA_03476	NEMVE13565
OG0004247	AENJA_03521, AENJA_03518	NEMVE19464
OG0004248	AENJA_03763	NEMVE20564, NEMVE10713
OG0004249	AENJA_03888	NEMVE07696
OG0004250	AENJA_04014	NEMVE05051
OG0004251	AENJA_04056, AENJA_20691	NEMVE19617, NEMVE25778
OG0004252	AENJA_04057	NEMVE15040
OG0004253	AENJA_04321	NEMVE06410
OG0004254	AENJA_04427, AENJA_09254	NEMVE02453
OG0004255	AENJA_21176, AENJA_04555	NEMVE24360
OG0004256	AENJA_26365, AENJA_04577, AENJA_14550	NEMVE09070, NEMVE09069, NEMVE09065, NEMVE09617
OG0004257	AENJA_04594	NEMVE24614
OG0004258	AENJA_15676, AENJA_04921, AENJA_24630	NEMVE23518
OG0004259	AENJA_05091	NEMVE22430
OG0004260	AENJA_05573	NEMVE15889, NEMVE21330
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	NEMVE20799, NEMVE22436
OG0004262	AENJA_05767	NEMVE04762
OG0004263	AENJA_05819	NEMVE05868
OG0004265	AENJA_06209	NEMVE06493
OG0004266	AENJA_06218	NEMVE13429
OG0004267	AENJA_06337	NEMVE06676
OG0004268	AENJA_06438	NEMVE09145
OG0004269	AENJA_06472	NEMVE24672, NEMVE11658, NEMVE11660
OG0004270	AENJA_06731	NEMVE05372
OG0004271	AENJA_06979	NEMVE13196
OG0004272	AENJA_06984	NEMVE14903
OG0004273	AENJA_07053	NEMVE01963
OG0004274	AENJA_07138	NEMVE13344
OG0004275	AENJA_07307	NEMVE13750
OG0004276	AENJA_07382	NEMVE18577
OG0004277	AENJA_07626	NEMVE09367, NEMVE25827, NEMVE21668
OG0004278	AENJA_07644, AENJA_08435	NEMVE11125
OG0004279	AENJA_17815	NEMVE02937, NEMVE18790
OG0004280	AENJA_07853	NEMVE06242
OG0004281	AENJA_20214	NEMVE01299, NEMVE02877
OG0004281	AENJA_13461	NEMVE02375
OG0004282	AENJA_07918	NEMVE15059
OG0004283	AENJA_07931	NEMVE00512
OG0004284	AENJA_07958	NEMVE10541
OG0004285	AENJA_08157	NEMVE13116
OG0004286	AENJA_08421	NEMVE09457, NEMVE02864
OG0004287	AENJA_10688, AENJA_10695, AENJA_08479	NEMVE10700
OG0004288	AENJA_08494, AENJA_09224	NEMVE18710
OG0004289	AENJA_08571	NEMVE18867
OG0004290	AENJA_08634	NEMVE01915
OG0004291	AENJA_08666	NEMVE06141
OG0004292	AENJA_08709, AENJA_21597	NEMVE11084
OG0004295	AENJA_08995	NEMVE08615
OG0004296	AENJA_22026, AENJA_09137	NEMVE21716
OG0004297	AENJA_09281	NEMVE05511
OG0004298	AENJA_09310	NEMVE18586
OG0004299	AENJA_09313, AENJA_25545	NEMVE07833
OG0004300	AENJA_09414	NEMVE08965
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	NEMVE15665
OG0004302	AENJA_11814	NEMVE13868
OG0004303	AENJA_10102	NEMVE14939, NEMVE00925
OG0004304	AENJA_10126	NEMVE02041
OG0004305	AENJA_10671	NEMVE07351, NEMVE23119, NEMVE14272
OG0004306	AENJA_10728	NEMVE02836
OG0004307	AENJA_10811	NEMVE14393
OG0004308	AENJA_10896	NEMVE20752
OG0004309	AENJA_10914	NEMVE21890
OG0004310	AENJA_11180, AENJA_23448	NEMVE21788
OG0004312	AENJA_11219	NEMVE14123
OG0004313	AENJA_11398, AENJA_11396, AENJA_11397	NEMVE22183
OG0004314	AENJA_11558	NEMVE10498
OG0004315	AENJA_11716	NEMVE18139
OG0004316	AENJA_11759	NEMVE13067
OG0004317	AENJA_11806	NEMVE21704, NEMVE16794
OG0004318	AENJA_11868	NEMVE17782, NEMVE25004
OG0004319	AENJA_12058	NEMVE06670
OG0004320	AENJA_12116	NEMVE20738, NEMVE18734
OG0004321	AENJA_12158	NEMVE19590
OG0004322	AENJA_12404	NEMVE08718
OG0004322	AENJA_12403	NEMVE05406
OG0004323	AENJA_16766, AENJA_12482	NEMVE00970
OG0004324	AENJA_12557	NEMVE07951
OG0004325	AENJA_12596	NEMVE14783
OG0004326	AENJA_12664	NEMVE24895
OG0004327	AENJA_12793, AENJA_24731	NEMVE10956
OG0004328	AENJA_12798	NEMVE25033
OG0004329	AENJA_13104, AENJA_13109	NEMVE14876
OG0004330	AENJA_13252	NEMVE01493
OG0004331	AENJA_13331	NEMVE22843, NEMVE02042
OG0004332	AENJA_13463	NEMVE14173
OG0004333	AENJA_13634	NEMVE02002
OG0004334	AENJA_13654, AENJA_26354	NEMVE13239
OG0004338	AENJA_14330	NEMVE13087
OG0004339	AENJA_14443	NEMVE18494, NEMVE24915
OG0004340	AENJA_14856	NEMVE17425
OG0004341	AENJA_15047	NEMVE15556
OG0004341	AENJA_15048	NEMVE05259
OG0004342	AENJA_15096	NEMVE23268
OG0004343	AENJA_15517	NEMVE01964, NEMVE15399
OG0004344	AENJA_15963	NEMVE02635
OG0004345	AENJA_16155	NEMVE06527
OG0004346	AENJA_16250, AENJA_16249	NEMVE13974
OG0004347	AENJA_16598	NEMVE25932
OG0004348	AENJA_16800	NEMVE25252
OG0004349	AENJA_16835	NEMVE22471
OG0004350	AENJA_16841	NEMVE13828
OG0004351	AENJA_16867	NEMVE00918
OG0004352	AENJA_16982	NEMVE24736
OG0004353	AENJA_17017	NEMVE13665
OG0004354	AENJA_17022	NEMVE20729, NEMVE09507
OG0004355	AENJA_17231	NEMVE10193
OG0004356	AENJA_17320	NEMVE00913
OG0004357	AENJA_17547	NEMVE08918
OG0004358	AENJA_18672, AENJA_18047	NEMVE08331
OG0004359	AENJA_18134	NEMVE11194, NEMVE05627
OG0004360	AENJA_18596	NEMVE21274, NEMVE08954
OG0004361	AENJA_18689	NEMVE02934
OG0004362	AENJA_19062	NEMVE06585
OG0004363	AENJA_19075	NEMVE20708
OG0004364	AENJA_19146	NEMVE22420, NEMVE15837
OG0004365	AENJA_19212	NEMVE13126
OG0004366	AENJA_19317	NEMVE01469
OG0004367	AENJA_19374	NEMVE25724, NEMVE16633, NEMVE21869
OG0004368	AENJA_19702	NEMVE24990
OG0004369	AENJA_19753	NEMVE10451
OG0004370	AENJA_19903	NEMVE13399, NEMVE21469
OG0004372	AENJA_20327	NEMVE00915, NEMVE20036
OG0004373	AENJA_20328	NEMVE14057, NEMVE19923
OG0004374	AENJA_20422	NEMVE23199, NEMVE20953
OG0004375	AENJA_20974	NEMVE20939, NEMVE22727
OG0004376	AENJA_21249	NEMVE09342
OG0004377	AENJA_21485	NEMVE23502
OG0004378	AENJA_21608	NEMVE08774
OG0004379	AENJA_21681	NEMVE13525
OG0004380	AENJA_21685	NEMVE13704
OG0004381	AENJA_21950	NEMVE00013, NEMVE20297
OG0004382	AENJA_22037	NEMVE12708
OG0004383	AENJA_22354	NEMVE23000
OG0004384	AENJA_22523	NEMVE10110
OG0004385	AENJA_22615	NEMVE05533
OG0004388	AENJA_23432	NEMVE20103
OG0004389	AENJA_23497	NEMVE25116
OG0004390	AENJA_23655	NEMVE18831
OG0004391	AENJA_23704	NEMVE25027
OG0004392	AENJA_23712	NEMVE06757
OG0004393	AENJA_23907	NEMVE03424
OG0004395	AENJA_24372	NEMVE01603, NEMVE20434
OG0004396	AENJA_24530	NEMVE14513
OG0004398	AENJA_25317	NEMVE08807
OG0004399	AENJA_25524	NEMVE06137
OG0004400	AENJA_25584	NEMVE09297
OG0004401	AENJA_25597	NEMVE15063
OG0004402	AENJA_25980	NEMVE14293
OG0004403	AENJA_26375	NEMVE13305
OG0004404	AENJA_26407	NEMVE14747
OG0004405	AENJA_26485	NEMVE21826
OG0004406	AENJA_26544	NEMVE07905
OG0004407	AENJA_26601	NEMVE01541
OG0004408	AENJA_26831	NEMVE12839
OG0004457	AENJA_00005	NEMVE03055
OG0004457	AENJA_08497	NEMVE19273
OG0004458	AENJA_07436, AENJA_01179, AENJA_00059	NEMVE16941
OG0004459	AENJA_00105	NEMVE07035
OG0004460	AENJA_10602, AENJA_00174	NEMVE18796
OG0004462	AENJA_00195	NEMVE13727
OG0004463	AENJA_00263	NEMVE14756
OG0004465	AENJA_00361	NEMVE21926
OG0004467	AENJA_00451	NEMVE02056
OG0004468	AENJA_00461	NEMVE08237
OG0004471	AENJA_00776	NEMVE04795
OG0004472	AENJA_00868	NEMVE00917
OG0004473	AENJA_00871	NEMVE18185
OG0004473	AENJA_00870	NEMVE18186
OG0004474	AENJA_00922	NEMVE07662
OG0004475	AENJA_03139, AENJA_01045	NEMVE08034
OG0004476	AENJA_01930	NEMVE06718
OG0004478	AENJA_02085	NEMVE22692
OG0004479	AENJA_02206	NEMVE01055
OG0004480	AENJA_02219	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756
OG0004482	AENJA_26663, AENJA_02336	NEMVE04942
OG0004483	AENJA_02340	NEMVE22140
OG0004484	AENJA_02375	NEMVE13818
OG0004486	AENJA_02721	NEMVE14675
OG0004487	AENJA_02764	NEMVE11590
OG0004488	AENJA_03056	NEMVE08819
OG0004489	AENJA_03089	NEMVE22535
OG0004490	AENJA_03148	NEMVE03491
OG0004491	AENJA_03169, AENJA_03168	NEMVE23478
OG0004492	AENJA_03264	NEMVE13230
OG0004493	AENJA_03367	NEMVE10267
OG0004494	AENJA_03427	NEMVE01991, NEMVE12026
OG0004495	AENJA_03794	NEMVE18943
OG0004496	AENJA_03798	NEMVE23787
OG0004497	AENJA_03976	NEMVE00899
OG0004498	AENJA_04040	NEMVE10128
OG0004499	AENJA_04167	NEMVE21044, NEMVE07898
OG0004500	AENJA_04178	NEMVE13883
OG0004501	AENJA_11831, AENJA_04286	NEMVE10634
OG0004502	AENJA_04449	NEMVE17968, NEMVE07577
OG0004503	AENJA_04529, AENJA_23467	NEMVE12347, NEMVE05528
OG0004505	AENJA_22550	NEMVE13485
OG0004506	AENJA_04842	NEMVE15612
OG0004507	AENJA_04865	NEMVE21959
OG0004508	AENJA_05015	NEMVE13524
OG0004509	AENJA_05239	NEMVE14984
OG0004510	AENJA_05329	NEMVE07681
OG0004511	AENJA_05552	NEMVE23558
OG0004512	AENJA_05863	NEMVE05081
OG0004513	AENJA_06212	NEMVE22677
OG0004514	AENJA_06216	NEMVE19912, NEMVE25850
OG0004515	AENJA_06345	NEMVE16698
OG0004516	AENJA_06493	NEMVE01959
OG0004517	AENJA_06724	NEMVE09567
OG0004518	AENJA_06827	NEMVE05509
OG0004519	AENJA_06969	NEMVE01745
OG0004520	AENJA_07201	NEMVE23460
OG0004521	AENJA_07309	NEMVE25173, NEMVE25174, NEMVE02614
OG0004522	AENJA_07491	NEMVE10390
OG0004523	AENJA_07641	NEMVE24572
OG0004524	AENJA_07752	NEMVE23429
OG0004525	AENJA_07831	NEMVE09848
OG0004526	AENJA_23914, AENJA_07835	NEMVE00195
OG0004527	AENJA_07903	NEMVE09810
OG0004528	AENJA_07904	NEMVE20413, NEMVE05245
OG0004529	AENJA_07944	NEMVE14754
OG0004530	AENJA_07969	NEMVE14962
OG0004532	AENJA_08236	NEMVE06307
OG0004534	AENJA_08393	NEMVE06444
OG0004535	AENJA_08570	NEMVE14895
OG0004536	AENJA_08588	NEMVE24546
OG0004537	AENJA_08657	NEMVE06806, NEMVE06793
OG0004538	AENJA_08665	NEMVE11904, NEMVE14557
OG0004539	AENJA_08729	NEMVE06340
OG0004540	AENJA_08799	NEMVE14340
OG0004541	AENJA_08939	NEMVE09057, NEMVE10568
OG0004542	AENJA_09105	NEMVE22875
OG0004543	AENJA_09121, AENJA_09120	NEMVE15333
OG0004544	AENJA_09219	NEMVE13619
OG0004545	AENJA_09222, AENJA_25205, AENJA_22344	NEMVE09905
OG0004546	AENJA_09271	NEMVE24991
OG0004548	AENJA_09557	NEMVE24852
OG0004549	AENJA_10884	NEMVE23165
OG0004550	AENJA_10990	NEMVE24073
OG0004551	AENJA_14630	NEMVE05944
OG0004552	AENJA_11123	NEMVE14503
OG0004553	AENJA_11290	NEMVE24685
OG0004554	AENJA_11434	NEMVE24554, NEMVE20303
OG0004555	AENJA_11497	NEMVE05464
OG0004557	AENJA_11598	NEMVE22368
OG0004558	AENJA_11692	NEMVE07860, NEMVE19747
OG0004559	AENJA_11902	NEMVE09979
OG0004560	AENJA_11928	NEMVE20612
OG0004561	AENJA_12022	NEMVE09729
OG0004562	AENJA_12172, AENJA_12171	NEMVE10816
OG0004563	AENJA_12215	NEMVE13109, NEMVE21039
OG0004564	AENJA_12530, AENJA_12531	NEMVE10745
OG0004565	AENJA_12612	NEMVE09490
OG0004566	AENJA_12676	NEMVE05423
OG0004567	AENJA_12797	NEMVE23222, NEMVE08979
OG0004568	AENJA_12890	NEMVE02936
OG0004569	AENJA_12953	NEMVE11455, NEMVE25874
OG0004570	AENJA_13253	NEMVE09472
OG0004571	AENJA_13264	NEMVE12245
OG0004572	AENJA_13346, AENJA_19525	NEMVE09747
OG0004573	AENJA_13416	NEMVE10987, NEMVE20146
OG0004574	AENJA_13790	NEMVE20279, NEMVE11028
OG0004576	AENJA_13910	NEMVE24443
OG0004577	AENJA_13927	NEMVE25631
OG0004578	AENJA_13961	NEMVE22684
OG0004579	AENJA_14039	NEMVE14497
OG0004580	AENJA_14065	NEMVE01972
OG0004581	AENJA_14240	NEMVE20283, NEMVE10061
OG0004582	AENJA_14257	NEMVE02471, NEMVE09353
OG0004583	AENJA_14685	NEMVE13969
OG0004584	AENJA_14870	NEMVE24702
OG0004585	AENJA_14884	NEMVE22328
OG0004587	AENJA_15222, AENJA_17865	NEMVE04673
OG0004588	AENJA_15364	NEMVE13733, NEMVE18431
OG0004589	AENJA_15580	NEMVE22288
OG0004590	AENJA_15587	NEMVE25895, NEMVE18908
OG0004591	AENJA_15650	NEMVE22517
OG0004592	AENJA_16014	NEMVE04397
OG0004593	AENJA_16066	NEMVE14593
OG0004594	AENJA_16146	NEMVE14570
OG0004595	AENJA_16184	NEMVE23888
OG0004596	AENJA_26048	NEMVE03724
OG0004596	AENJA_16300	NEMVE14349
OG0004598	AENJA_16377	NEMVE02671, NEMVE17518
OG0004599	AENJA_16431	NEMVE14260, NEMVE17942
OG0004600	AENJA_16453	NEMVE18939
OG0004601	AENJA_16456	NEMVE24185
OG0004602	AENJA_16684	NEMVE14888
OG0004603	AENJA_16691	NEMVE10302
OG0004605	AENJA_16792	NEMVE13200
OG0004606	AENJA_17079	NEMVE10087
OG0004608	AENJA_17422	NEMVE24939
OG0004609	AENJA_17443	NEMVE13242
OG0004610	AENJA_17485	NEMVE14987
OG0004611	AENJA_17567	NEMVE16538
OG0004612	AENJA_17697	NEMVE06661
OG0004613	AENJA_17756	NEMVE14649, NEMVE02540
OG0004614	AENJA_17767	NEMVE16785
OG0004616	AENJA_17897	NEMVE13537
OG0004617	AENJA_17898	NEMVE23874
OG0004618	AENJA_17899	NEMVE08467, NEMVE02644, NEMVE08128
OG0004619	AENJA_18030	NEMVE14883, NEMVE00286
OG0004620	AENJA_18109	NEMVE24417
OG0004621	AENJA_18130	NEMVE15548
OG0004622	AENJA_18238	NEMVE18062, NEMVE01350
OG0004623	AENJA_18259	NEMVE23629, NEMVE12720
OG0004624	AENJA_18455	NEMVE19519
OG0004625	AENJA_18747, AENJA_18748	NEMVE07306
OG0004626	AENJA_18829	NEMVE03566, NEMVE12350
OG0004627	AENJA_19058	NEMVE14505
OG0004628	AENJA_19220	NEMVE21690
OG0004629	AENJA_19229	NEMVE05013
OG0004631	AENJA_19307	NEMVE10220
OG0004632	AENJA_19345	NEMVE13130
OG0004633	AENJA_19396	NEMVE14514, NEMVE14238
OG0004634	AENJA_19399	NEMVE04611
OG0004635	AENJA_19421	NEMVE12750, NEMVE15016
OG0004638	AENJA_19695	NEMVE22582
OG0004639	AENJA_19701	NEMVE18292
OG0004640	AENJA_20049	NEMVE08804
OG0004641	AENJA_20072	NEMVE11881, NEMVE13912, NEMVE08629
OG0004642	AENJA_20253	NEMVE16068
OG0004643	AENJA_20590	NEMVE01855
OG0004644	AENJA_20785	NEMVE25830
OG0004646	AENJA_20935	NEMVE06022
OG0004647	AENJA_21162	NEMVE18102
OG0004648	AENJA_21464	NEMVE14967
OG0004649	AENJA_21530	NEMVE13434
OG0004650	AENJA_21566	NEMVE15292
OG0004651	AENJA_21665	NEMVE14682
OG0004652	AENJA_21741	NEMVE06739
OG0004654	AENJA_21881	NEMVE23143
OG0004655	AENJA_21945	NEMVE09086, NEMVE00666
OG0004656	AENJA_22399	NEMVE08568
OG0004657	AENJA_22627	NEMVE07292
OG0004658	AENJA_22666	NEMVE13379
OG0004659	AENJA_22731	NEMVE07785, NEMVE00194, NEMVE11615
OG0004662	AENJA_23022	NEMVE14599
OG0004663	AENJA_23128	NEMVE13231
OG0004664	AENJA_23247	NEMVE19719
OG0004665	AENJA_23350	NEMVE04963
OG0004666	AENJA_23667	NEMVE14432
OG0004667	AENJA_23857	NEMVE25294
OG0004668	AENJA_23876	NEMVE11886
OG0004669	AENJA_23970	NEMVE14751
OG0004670	AENJA_23983	NEMVE13348
OG0004671	AENJA_24032	NEMVE15017
OG0004672	AENJA_24195	NEMVE04927
OG0004673	AENJA_24385	NEMVE22141
OG0004674	AENJA_24465	NEMVE15105
OG0004675	AENJA_24642	NEMVE19531, NEMVE12308
OG0004676	AENJA_24878	NEMVE06939
OG0004677	AENJA_24896	NEMVE01225
OG0004678	AENJA_25081	NEMVE09441
OG0004681	AENJA_25549	NEMVE17985
OG0004682	AENJA_25603	NEMVE16012
OG0004683	AENJA_25906	NEMVE10379
OG0004684	AENJA_25907	NEMVE15028
OG0004685	AENJA_26252	NEMVE13564, NEMVE20938
OG0004687	AENJA_26633	NEMVE11074
OG0004689	AENJA_26700	NEMVE10990
OG0004690	AENJA_26765	NEMVE07181
OG0004691	AENJA_26781	NEMVE07925
OG0004692	AENJA_26783	NEMVE09659, NEMVE11678
OG0004728	AENJA_00010	NEMVE24238
OG0004729	AENJA_00229	NEMVE11013
OG0004730	AENJA_00270	NEMVE14157
OG0004731	AENJA_00435	NEMVE24589
OG0004733	AENJA_00482	NEMVE08830
OG0004735	AENJA_00527	NEMVE05167
OG0004736	AENJA_00579	NEMVE25990
OG0004736	AENJA_06583	NEMVE24657
OG0004739	AENJA_00833	NEMVE15022
OG0004740	AENJA_00889	NEMVE13094
OG0004743	AENJA_00975	NEMVE21851, NEMVE20722
OG0004744	AENJA_01048	NEMVE21304, NEMVE02941
OG0004746	AENJA_01964	NEMVE06678
OG0004747	AENJA_02204	NEMVE25622
OG0004748	AENJA_25929, AENJA_25930, AENJA_02212	NEMVE24482, NEMVE00840
OG0004749	AENJA_02213	NEMVE21861
OG0004750	AENJA_02329	NEMVE25690, NEMVE18048, NEMVE16581
OG0004751	AENJA_03078, AENJA_02331	NEMVE23997
OG0004752	AENJA_02350	NEMVE07471
OG0004753	AENJA_02412	NEMVE00501
OG0004754	AENJA_02418	NEMVE10627, NEMVE24818
OG0004755	AENJA_02461	NEMVE14496
OG0004756	AENJA_02560	NEMVE14252
OG0004757	AENJA_02653	NEMVE05633
OG0004758	AENJA_02719	NEMVE11732, NEMVE05918
OG0004759	AENJA_02782	NEMVE05670
OG0004760	AENJA_02947	NEMVE22531
OG0004761	AENJA_03060	NEMVE19165, NEMVE25765
OG0004762	AENJA_04757, AENJA_23731, AENJA_04762, AENJA_25598, AENJA_15891, AENJA_03398	NEMVE23213
OG0004763	AENJA_03524	NEMVE14983
OG0004764	AENJA_03553	NEMVE10488
OG0004765	AENJA_03642	NEMVE21803
OG0004766	AENJA_03824	NEMVE23449
OG0004767	AENJA_03880	NEMVE13831
OG0004768	AENJA_03887	NEMVE14625, NEMVE17029
OG0004769	AENJA_04019	NEMVE09060
OG0004770	AENJA_04020	NEMVE10973
OG0004772	AENJA_04226, AENJA_12095	NEMVE01278
OG0004773	AENJA_06412, AENJA_20672, AENJA_04469	NEMVE20647
OG0004774	AENJA_04499	NEMVE11891, NEMVE13846
OG0004775	AENJA_04683, AENJA_14667	NEMVE21681
OG0004776	AENJA_04694	NEMVE08011
OG0004781	AENJA_05335, AENJA_05336	NEMVE08486
OG0004782	AENJA_05376	NEMVE25347, NEMVE19579
OG0004783	AENJA_05756	NEMVE11254, NEMVE11101
OG0004784	AENJA_05766	NEMVE09476
OG0004785	AENJA_05817	NEMVE14332
OG0004786	AENJA_05823	NEMVE03480
OG0004786	AENJA_22606	NEMVE16746
OG0004787	AENJA_05829	NEMVE25138
OG0004788	AENJA_05904	NEMVE07288
OG0004789	AENJA_06213	NEMVE00942, NEMVE12669, NEMVE13431, NEMVE01982
OG0004790	AENJA_06220	NEMVE08026
OG0004791	AENJA_06248	NEMVE22632, NEMVE24573
OG0004792	AENJA_06378	NEMVE22524
OG0004793	AENJA_06468	NEMVE16797
OG0004794	AENJA_06550	NEMVE09539
OG0004795	AENJA_06563	NEMVE09760
OG0004796	AENJA_06612	NEMVE02112, NEMVE00168
OG0004797	AENJA_06655	NEMVE14389
OG0004798	AENJA_06749	NEMVE19963
OG0004799	AENJA_06797	NEMVE01729, NEMVE17047
OG0004800	AENJA_18629, AENJA_18628, AENJA_06886	NEMVE03303, NEMVE02807
OG0004801	AENJA_07060	NEMVE05151
OG0004802	AENJA_07061	NEMVE24950
OG0004803	AENJA_07208	NEMVE09645
OG0004805	AENJA_07591	NEMVE06909
OG0004806	AENJA_07769	NEMVE06084
OG0004807	AENJA_14345, AENJA_07814	NEMVE22724
OG0004808	AENJA_07815	NEMVE23142, NEMVE00017
OG0004809	AENJA_07834, AENJA_07832	NEMVE10851
OG0004810	AENJA_07987	NEMVE24076
OG0004811	AENJA_07997	NEMVE14893
OG0004812	AENJA_08047	NEMVE10095, NEMVE10094
OG0004813	AENJA_08093	NEMVE13765
OG0004814	AENJA_08117	NEMVE22496
OG0004816	AENJA_08251	NEMVE24963
OG0004817	AENJA_08281	NEMVE23666
OG0004819	AENJA_08530, AENJA_08531	NEMVE10396, NEMVE20374
OG0004820	AENJA_08918	NEMVE22650
OG0004821	AENJA_09028	NEMVE13951
OG0004822	AENJA_09116	NEMVE13105
OG0004823	AENJA_09117	NEMVE07629
OG0004824	AENJA_09143	NEMVE18895
OG0004825	AENJA_09280	NEMVE15161
OG0004826	AENJA_09359	NEMVE14605
OG0004828	AENJA_09627	NEMVE25343
OG0004829	AENJA_09743	NEMVE15042, NEMVE00163
OG0004830	AENJA_09877	NEMVE17353
OG0004831	AENJA_09893	NEMVE07600
OG0004832	AENJA_09922	NEMVE21691
OG0004833	AENJA_09996	NEMVE13547
OG0004834	AENJA_10100	NEMVE20063
OG0004835	AENJA_10287	NEMVE08208
OG0004836	AENJA_10309	NEMVE22477
OG0004837	AENJA_10362	NEMVE10875
OG0004838	AENJA_10479	NEMVE14762
OG0004839	AENJA_10621	NEMVE21719
OG0004840	AENJA_10771	NEMVE08926
OG0004841	AENJA_10828	NEMVE13314
OG0004842	AENJA_10831	NEMVE21848
OG0004844	AENJA_11067	NEMVE18136
OG0004845	AENJA_11102	NEMVE05747
OG0004846	AENJA_11191	NEMVE18109
OG0004849	AENJA_11321	NEMVE14210
OG0004850	AENJA_11412	NEMVE22350
OG0004851	AENJA_11448	NEMVE14191
OG0004852	AENJA_11559	NEMVE25433
OG0004853	AENJA_11561	NEMVE25313
OG0004854	AENJA_11701	NEMVE22394
OG0004855	AENJA_11702	NEMVE05574
OG0004856	AENJA_11708	NEMVE04745, NEMVE05569
OG0004857	AENJA_11918	NEMVE06533, NEMVE11870
OG0004858	AENJA_12040	NEMVE22404
OG0004859	AENJA_12107	NEMVE06338
OG0004860	AENJA_12135	NEMVE23295
OG0004861	AENJA_12181	NEMVE08645
OG0004862	AENJA_23842, AENJA_20260, AENJA_12269, AENJA_12268	NEMVE17522
OG0004863	AENJA_12291	NEMVE22313
OG0004864	AENJA_12322	NEMVE23293
OG0004865	AENJA_17394, AENJA_12376	NEMVE21865
OG0004866	AENJA_12555	NEMVE22450
OG0004867	AENJA_12713	NEMVE15440
OG0004869	AENJA_12936	NEMVE24127
OG0004870	AENJA_12972	NEMVE22132, NEMVE13530
OG0004871	AENJA_13199	NEMVE14536
OG0004873	AENJA_13320, AENJA_24529	NEMVE21911
OG0004874	AENJA_13351	NEMVE08254
OG0004875	AENJA_13517	NEMVE13402
OG0004877	AENJA_13821	NEMVE13079, NEMVE04687
OG0004878	AENJA_13850	NEMVE11491, NEMVE23376
OG0004879	AENJA_13901, AENJA_13900	NEMVE10578
OG0004880	AENJA_14006	NEMVE13009, NEMVE12954
OG0004881	AENJA_14067	NEMVE02049
OG0004884	AENJA_14362, AENJA_15468	NEMVE02134, NEMVE00624
OG0004885	AENJA_14400	NEMVE11478, NEMVE07061
OG0004886	AENJA_14557	NEMVE12702, NEMVE10250
OG0004887	AENJA_14679	NEMVE22398
OG0004890	AENJA_15359	NEMVE25199
OG0004891	AENJA_15447	NEMVE22337
OG0004892	AENJA_15515	NEMVE13325
OG0004893	AENJA_15519	NEMVE23196
OG0004894	AENJA_15564	NEMVE18121, NEMVE21279
OG0004895	AENJA_15591	NEMVE23211
OG0004896	AENJA_15696	NEMVE11249
OG0004897	AENJA_15708	NEMVE13596
OG0004898	AENJA_15713, AENJA_15712	NEMVE05893, NEMVE21394
OG0004899	AENJA_15863, AENJA_20719	NEMVE22568
OG0004900	AENJA_15868	NEMVE15535, NEMVE25162
OG0004901	AENJA_16306	NEMVE05379
OG0004902	AENJA_16316	NEMVE14740
OG0004903	AENJA_16438	NEMVE13217
OG0004904	AENJA_16465	NEMVE13083
OG0004906	AENJA_16690, AENJA_26441	NEMVE07063
OG0004907	AENJA_16734	NEMVE08605
OG0004910	AENJA_16926	NEMVE16575, NEMVE21204
OG0004911	AENJA_16946	NEMVE19493
OG0004913	AENJA_17248	NEMVE18631
OG0004914	AENJA_17388	NEMVE25557
OG0004916	AENJA_17520	NEMVE18916
OG0004917	AENJA_17545	NEMVE22754
OG0004919	AENJA_17808	NEMVE14165
OG0004920	AENJA_17812	NEMVE04726
