Orthogroup	AENJA_ok	NEMVE
OG0000072	AENJA_13128	NEMVE07818
OG0000072	AENJA_18843	NEMVE02449, NEMVE09149
OG0000072	AENJA_24050, AENJA_00746	NEMVE03097, NEMVE17093, NEMVE24337, NEMVE20057, NEMVE17205, NEMVE00427
OG0000074	AENJA_24714	NEMVE04681
OG0000075	AENJA_23745	NEMVE23844
OG0000075	AENJA_05831	NEMVE15115
OG0000075	AENJA_14040, AENJA_18277, AENJA_12917	NEMVE06044
OG0000075	AENJA_21406	NEMVE24197
OG0000075	AENJA_12918	NEMVE22411
OG0000075	AENJA_12839	NEMVE07707
OG0000076	AENJA_00663, AENJA_09864, AENJA_18581, AENJA_25057	NEMVE11640
OG0000076	AENJA_00608	NEMVE17104
OG0000076	AENJA_24066, AENJA_24396, AENJA_03351, AENJA_00818, AENJA_01910, AENJA_19797, AENJA_00881, AENJA_01380, AENJA_10172, AENJA_17137, AENJA_08896, AENJA_14286, AENJA_00817, AENJA_18754, AENJA_10025	NEMVE17640, NEMVE07717, NEMVE12326
OG0000076	AENJA_00609	NEMVE17818
OG0000076	AENJA_21283, AENJA_20970, AENJA_18114, AENJA_23439, AENJA_21462, AENJA_04069, AENJA_20151, AENJA_17310, AENJA_05720, AENJA_12808, AENJA_15383, AENJA_22757, AENJA_24873, AENJA_18893, AENJA_01589, AENJA_12722, AENJA_25776, AENJA_20849	NEMVE11563
OG0000077	AENJA_13107, AENJA_22767, AENJA_00872, AENJA_20850, AENJA_07475, AENJA_08162, AENJA_04661, AENJA_00875, AENJA_16514	NEMVE04990
OG0000078	AENJA_16680, AENJA_06754	NEMVE13703, NEMVE01522
OG0000078	AENJA_26733	NEMVE20033
OG0000079	AENJA_16186	NEMVE07219, NEMVE03189
OG0000079	AENJA_02482	NEMVE02220
OG0000079	AENJA_17442, AENJA_11789	NEMVE08009
OG0000079	AENJA_05095	NEMVE00715, NEMVE10337, NEMVE10329, NEMVE05451
OG0000080	AENJA_16112, AENJA_24979, AENJA_06701, AENJA_05406, AENJA_10526, AENJA_00028, AENJA_16119, AENJA_22310, AENJA_08696, AENJA_13588, AENJA_12681, AENJA_22904, AENJA_24800, AENJA_00459, AENJA_05027, AENJA_20662, AENJA_01319, AENJA_11587, AENJA_14545, AENJA_02324, AENJA_25850, AENJA_22994, AENJA_11606, AENJA_05579, AENJA_03015, AENJA_09784, AENJA_24069, AENJA_12439, AENJA_14799, AENJA_22144	NEMVE06862
OG0000081	AENJA_10593, AENJA_10592, AENJA_11850	NEMVE01072
OG0000082	AENJA_25747	NEMVE05388
OG0000083	AENJA_21795, AENJA_03464	NEMVE12859, NEMVE06053, NEMVE08070, NEMVE09935, NEMVE03051, NEMVE02455, NEMVE08434, NEMVE06040, NEMVE03091
OG0000083	AENJA_09202, AENJA_08895, AENJA_07514, AENJA_23845, AENJA_16047, AENJA_08439, AENJA_08307, AENJA_12678, AENJA_00501, AENJA_08831, AENJA_15759, AENJA_17690, AENJA_16436, AENJA_09136, AENJA_08957, AENJA_12490	NEMVE19216
OG0000084	AENJA_16500	NEMVE25083, NEMVE02496, NEMVE03047, NEMVE03526, NEMVE00179, NEMVE00159, NEMVE02096, NEMVE04809, NEMVE15190, NEMVE01631
OG0000084	AENJA_23710	NEMVE16722
OG0000085	AENJA_11709	NEMVE07554
OG0000085	AENJA_05556	NEMVE09794, NEMVE03205
OG0000085	AENJA_06487	NEMVE07289
OG0000085	AENJA_24493	NEMVE07695, NEMVE08967, NEMVE08972
OG0000085	AENJA_20539	NEMVE18682, NEMVE18681
OG0000086	AENJA_01905	NEMVE19950, NEMVE25808
OG0000086	AENJA_18046	NEMVE18309, NEMVE17614, NEMVE15616, NEMVE17936
OG0000087	AENJA_23251	NEMVE14074
OG0000087	AENJA_19109	NEMVE07184
OG0000087	AENJA_08976	NEMVE14184
OG0000087	AENJA_03163	NEMVE13354
OG0000087	AENJA_19935	NEMVE02951
OG0000087	AENJA_04374, AENJA_10299	NEMVE25319
OG0000087	AENJA_20453	NEMVE20307
OG0000088	AENJA_03166, AENJA_03175, AENJA_08500	NEMVE07906, NEMVE16345, NEMVE14559, NEMVE09565, NEMVE02110
OG0000089	AENJA_09908, AENJA_23276, AENJA_11297, AENJA_00357, AENJA_23778, AENJA_22153, AENJA_17373, AENJA_13869, AENJA_00358, AENJA_09888, AENJA_08835, AENJA_24030, AENJA_01751, AENJA_09728, AENJA_01807	NEMVE15621, NEMVE15853
OG0000090	AENJA_03876	NEMVE24404
OG0000090	AENJA_00372, AENJA_17985, AENJA_10145	NEMVE05578
OG0000090	AENJA_00371	NEMVE21539, NEMVE17016, NEMVE10232
OG0000090	AENJA_26164	NEMVE24660, NEMVE20728
OG0000091	AENJA_01383, AENJA_01384, AENJA_01385, AENJA_05198, AENJA_09904, AENJA_06299, AENJA_01389	NEMVE05463, NEMVE05476, NEMVE13252
OG0000093	AENJA_00982, AENJA_09061, AENJA_19888	NEMVE11495
OG0000094	AENJA_14582	NEMVE05621
OG0000094	AENJA_26553	NEMVE03407, NEMVE03409, NEMVE03406
OG0000095	AENJA_07479, AENJA_11792, AENJA_11795, AENJA_02518, AENJA_18173	NEMVE15802
OG0000095	AENJA_25126	NEMVE10556, NEMVE02903
OG0000096	AENJA_25727	NEMVE15121
OG0000096	AENJA_21947	NEMVE22432
OG0000096	AENJA_08423	NEMVE25573
OG0000096	AENJA_09240, AENJA_14053	NEMVE14773
OG0000098	AENJA_10136, AENJA_10137	NEMVE25900
OG0000098	AENJA_22563, AENJA_15215	NEMVE07244, NEMVE05378
OG0000099	AENJA_17408	NEMVE10616, NEMVE07524, NEMVE01647, NEMVE02992
OG0000099	AENJA_15326	NEMVE07525, NEMVE20970
OG0000100	AENJA_20876	NEMVE03538, NEMVE17567, NEMVE12243, NEMVE05040, NEMVE03088
OG0000100	AENJA_12391	NEMVE07544
OG0000100	AENJA_12266, AENJA_21578, AENJA_13838, AENJA_20340	NEMVE09111, NEMVE09709
OG0000100	AENJA_15620	NEMVE08709, NEMVE08700
OG0000100	AENJA_26040	NEMVE08425, NEMVE11602
OG0000100	AENJA_26104, AENJA_06096	NEMVE09610
OG0000100	AENJA_15076, AENJA_00172, AENJA_00956, AENJA_05837, AENJA_07310, AENJA_13839, AENJA_05294, AENJA_10755, AENJA_05252, AENJA_07340, AENJA_11582, AENJA_07341	NEMVE16980
OG0000101	AENJA_26592, AENJA_26594, AENJA_00251, AENJA_06142	NEMVE09668, NEMVE18669, NEMVE09674, NEMVE09673, NEMVE09675, NEMVE09670, NEMVE14294, NEMVE01377, NEMVE13283, NEMVE10270, NEMVE14668, NEMVE10030, NEMVE00231, NEMVE06943, NEMVE05036, NEMVE08533
OG0000101	AENJA_14914, AENJA_21479, AENJA_11421	NEMVE18515
OG0000102	AENJA_05030, AENJA_01229, AENJA_14532, AENJA_03604, AENJA_09290, AENJA_02099, AENJA_11586, AENJA_05172, AENJA_21823, AENJA_22292, AENJA_08727, AENJA_26596, AENJA_03728, AENJA_05251, AENJA_05418, AENJA_25773, AENJA_16535, AENJA_01181, AENJA_19177, AENJA_19154, AENJA_17660, AENJA_22655, AENJA_11696, AENJA_07164	NEMVE01554, NEMVE04730
OG0000102	AENJA_06075	NEMVE08392
OG0000103	AENJA_10812	NEMVE06305
OG0000103	AENJA_14367	NEMVE09043
OG0000104	AENJA_04107	NEMVE07990
OG0000104	AENJA_02684	NEMVE01265
OG0000104	AENJA_26666	NEMVE01905
OG0000105	AENJA_09389, AENJA_09390, AENJA_18341, AENJA_18342, AENJA_18210, AENJA_14801, AENJA_14802, AENJA_18029, AENJA_01683, AENJA_01676, AENJA_01677, AENJA_20915	NEMVE16845
OG0000106	AENJA_21591	NEMVE07221, NEMVE07805
OG0000106	AENJA_23816, AENJA_15640, AENJA_15584, AENJA_15585, AENJA_15161, AENJA_24394, AENJA_24395	NEMVE16024
OG0000109	AENJA_20123	NEMVE02327
OG0000109	AENJA_16408, AENJA_25008	NEMVE03200
OG0000110	AENJA_15291, AENJA_04603, AENJA_15296, AENJA_15289, AENJA_15290, AENJA_16216, AENJA_01780, AENJA_10578, AENJA_06144, AENJA_06145, AENJA_16217	NEMVE15411
OG0000110	AENJA_09309, AENJA_19995	NEMVE13920, NEMVE12399
OG0000112	AENJA_11052, AENJA_24371	NEMVE08456, NEMVE10779, NEMVE10778, NEMVE11314, NEMVE11313, NEMVE08459, NEMVE10774, NEMVE10777, NEMVE11316, NEMVE11312, NEMVE11829, NEMVE10775, NEMVE10783, NEMVE19374, NEMVE11315, NEMVE16498, NEMVE11828, NEMVE11827, NEMVE08134, NEMVE08826
OG0000112	AENJA_13242	NEMVE08196, NEMVE05715
OG0000114	AENJA_23406	NEMVE07046, NEMVE14943
OG0000115	AENJA_22451, AENJA_15043, AENJA_24779, AENJA_13990	NEMVE01477, NEMVE14381
OG0000115	AENJA_00532, AENJA_13552, AENJA_13554	NEMVE02947, NEMVE06325, NEMVE06294, NEMVE03412
OG0000116	AENJA_17822	NEMVE00509, NEMVE00502
OG0000117	AENJA_02548	NEMVE03338, NEMVE06031, NEMVE08079, NEMVE06169, NEMVE03380
OG0000119	AENJA_18357, AENJA_20512	NEMVE22896
OG0000119	AENJA_08115, AENJA_08491	NEMVE15248
OG0000120	AENJA_09034	NEMVE01429
OG0000121	AENJA_09065	NEMVE22381
OG0000121	AENJA_15894, AENJA_19956, AENJA_09165	NEMVE22385
OG0000121	AENJA_24297	NEMVE08130, NEMVE14214
OG0000121	AENJA_25145	NEMVE03127
OG0000122	AENJA_09263	NEMVE05937, NEMVE10909
OG0000123	AENJA_12299	NEMVE01684
OG0000124	AENJA_04495	NEMVE24720
OG0000124	AENJA_04496	NEMVE14026
OG0000124	AENJA_09769, AENJA_03187	NEMVE14854
OG0000124	AENJA_05859	NEMVE13714
OG0000126	AENJA_24273	NEMVE08729, NEMVE02964
OG0000126	AENJA_07507	NEMVE02955
OG0000127	AENJA_11132	NEMVE24353
OG0000127	AENJA_20308	NEMVE22473
OG0000127	AENJA_04153	NEMVE10526
OG0000127	AENJA_17569	NEMVE06686, NEMVE13457
OG0000127	AENJA_00497	NEMVE22419
OG0000127	AENJA_11687	NEMVE08799
OG0000128	AENJA_22594, AENJA_22595, AENJA_07850, AENJA_17413, AENJA_26743, AENJA_17415, AENJA_17420, AENJA_17414, AENJA_17416, AENJA_26744	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927
OG0000129	AENJA_11469	NEMVE05043
OG0000129	AENJA_21737	NEMVE14958
OG0000130	AENJA_15966	NEMVE01604, NEMVE15775, NEMVE03747
OG0000131	AENJA_13807, AENJA_21097, AENJA_26205, AENJA_07936, AENJA_02468, AENJA_18143, AENJA_24734	NEMVE07984, NEMVE05410
OG0000131	AENJA_23277, AENJA_26204, AENJA_02558, AENJA_02442, AENJA_02441	NEMVE20141
OG0000132	AENJA_18042	NEMVE23708
OG0000133	AENJA_22212, AENJA_02943	NEMVE17437
OG0000134	AENJA_21791	NEMVE18649
OG0000135	AENJA_07860, AENJA_15054, AENJA_16606, AENJA_09023, AENJA_18820, AENJA_09020, AENJA_15053	NEMVE07712, NEMVE07156, NEMVE10399, NEMVE00765, NEMVE01301, NEMVE08506, NEMVE00634, NEMVE19959, NEMVE11803, NEMVE12861, NEMVE07150, NEMVE09618, NEMVE18689, NEMVE00849, NEMVE01021, NEMVE07037, NEMVE08365, NEMVE09611, NEMVE01856, NEMVE01229
OG0000136	AENJA_26094	NEMVE19251
OG0000136	AENJA_20044, AENJA_08090	NEMVE21871, NEMVE12116, NEMVE17146, NEMVE19897, NEMVE21999, NEMVE13550, NEMVE21919, NEMVE05559, NEMVE05597, NEMVE22000, NEMVE03184, NEMVE01065, NEMVE22390, NEMVE13986, NEMVE09509, NEMVE09511, NEMVE15908
OG0000137	AENJA_26083	NEMVE20817, NEMVE18407
OG0000137	AENJA_25528, AENJA_11173, AENJA_09533	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	AENJA_07668, AENJA_14233, AENJA_10490, AENJA_13897, AENJA_14832, AENJA_14830	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000140	AENJA_01263, AENJA_14937	NEMVE07307
OG0000142	AENJA_25989	NEMVE13476
OG0000142	AENJA_18497, AENJA_26251, AENJA_06608, AENJA_26249	NEMVE21939
OG0000142	AENJA_21733, AENJA_26417	NEMVE20784
OG0000142	AENJA_16857, AENJA_18146	NEMVE18434
OG0000144	AENJA_16607	NEMVE18032, NEMVE17025, NEMVE18818, NEMVE17832, NEMVE19404
OG0000145	AENJA_06072	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974, NEMVE01527, NEMVE10894, NEMVE10893, NEMVE01087, NEMVE09450, NEMVE03758
OG0000146	AENJA_19743	NEMVE07775
OG0000146	AENJA_09430	NEMVE09691, NEMVE11120
OG0000146	AENJA_11735	NEMVE12333, NEMVE07870
OG0000146	AENJA_19223, AENJA_23246	NEMVE03327
OG0000146	AENJA_24548	NEMVE03735
OG0000146	AENJA_09802	NEMVE12714, NEMVE07766
OG0000147	AENJA_03761	NEMVE01930
OG0000147	AENJA_12275	NEMVE13815
OG0000147	AENJA_03922	NEMVE14266
OG0000147	AENJA_10787	NEMVE15010
OG0000147	AENJA_03843	NEMVE01973
OG0000148	AENJA_26311, AENJA_25264, AENJA_21218, AENJA_21220	NEMVE23582, NEMVE05630
OG0000149	AENJA_12114	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	AENJA_18447	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	AENJA_13408	NEMVE14638
OG0000151	AENJA_13409	NEMVE16902
OG0000151	AENJA_03698	NEMVE23696
OG0000152	AENJA_05664, AENJA_08044, AENJA_04313, AENJA_11964, AENJA_03562, AENJA_13976, AENJA_18206, AENJA_21209, AENJA_20261, AENJA_03918, AENJA_24211, AENJA_01273, AENJA_12261, AENJA_18205, AENJA_05427, AENJA_20816, AENJA_04484, AENJA_24114, AENJA_26414	NEMVE20086, NEMVE16527, NEMVE16528
OG0000154	AENJA_20462	NEMVE14154, NEMVE10510
OG0000154	AENJA_21631, AENJA_09760, AENJA_17018, AENJA_09038	NEMVE01382
OG0000155	AENJA_20550	NEMVE19985, NEMVE14842
OG0000157	AENJA_08473	NEMVE14302
OG0000157	AENJA_07142	NEMVE22690
OG0000158	AENJA_06739	NEMVE19203, NEMVE24928
OG0000159	AENJA_16647, AENJA_17890	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	AENJA_06073	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000159	AENJA_25487	NEMVE08562
OG0000160	AENJA_06959	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	AENJA_13005	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000161	AENJA_23989, AENJA_26710	NEMVE19314, NEMVE09193
OG0000161	AENJA_19867, AENJA_18077	NEMVE09411, NEMVE02492, NEMVE08419, NEMVE03574, NEMVE03133
OG0000161	AENJA_03649, AENJA_15286	NEMVE02437, NEMVE02489, NEMVE06589, NEMVE03073
OG0000161	AENJA_17716	NEMVE12640, NEMVE03567, NEMVE05996, NEMVE02490, NEMVE12054, NEMVE16924, NEMVE02493, NEMVE02418, NEMVE03573, NEMVE03283, NEMVE07466, NEMVE02547, NEMVE06370, NEMVE17438, NEMVE03571, NEMVE11388, NEMVE16734
OG0000163	AENJA_04184	NEMVE16077, NEMVE20049, NEMVE20746, NEMVE21312, NEMVE20239, NEMVE23284
OG0000163	AENJA_14266, AENJA_00250	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	AENJA_02338	NEMVE12704, NEMVE13131
OG0000164	AENJA_15219, AENJA_16624, AENJA_16643, AENJA_16640, AENJA_03310, AENJA_00512	NEMVE18535
OG0000165	AENJA_04113	NEMVE15213
OG0000166	AENJA_09907, AENJA_09910	NEMVE13422, NEMVE21827
OG0000166	AENJA_13257, AENJA_22919, AENJA_01928, AENJA_16006, AENJA_11187, AENJA_24885	NEMVE03435, NEMVE02015, NEMVE05833
OG0000169	AENJA_00158, AENJA_08952	NEMVE20740
OG0000169	AENJA_15333, AENJA_16293, AENJA_11681, AENJA_08953	NEMVE21847
OG0000169	AENJA_04999, AENJA_00159, AENJA_00157	NEMVE19096
OG0000169	AENJA_25576, AENJA_16357, AENJA_16336	NEMVE11847
OG0000170	AENJA_18033	NEMVE24896
OG0000171	AENJA_00267	NEMVE02961
OG0000171	AENJA_09998	NEMVE13315
OG0000172	AENJA_19160, AENJA_21023, AENJA_19159, AENJA_19163, AENJA_10078, AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	AENJA_13078, AENJA_25617, AENJA_18852	NEMVE08851
OG0000174	AENJA_09689	NEMVE22424, NEMVE05336, NEMVE05301, NEMVE11815
OG0000174	AENJA_19122	NEMVE06968, NEMVE04933
OG0000174	AENJA_02198	NEMVE06155
OG0000175	AENJA_12556	NEMVE07460
OG0000175	AENJA_06264, AENJA_00936, AENJA_00556	NEMVE08062
OG0000175	AENJA_05120	NEMVE00450, NEMVE15112
OG0000178	AENJA_10856, AENJA_15335, AENJA_15334, AENJA_01635, AENJA_01636, AENJA_25173, AENJA_21429, AENJA_20680, AENJA_23883, AENJA_23885, AENJA_13462, AENJA_10500	NEMVE02501, NEMVE02145, NEMVE01105, NEMVE02624, NEMVE10319, NEMVE08873
OG0000179	AENJA_05305	NEMVE22700
OG0000179	AENJA_25279	NEMVE18776
OG0000179	AENJA_14465	NEMVE18777
OG0000179	AENJA_09174, AENJA_18216	NEMVE07348
OG0000180	AENJA_19397	NEMVE17226, NEMVE07670
OG0000181	AENJA_08843	NEMVE24124
OG0000181	AENJA_22272	NEMVE23021
OG0000181	AENJA_05116, AENJA_18867, AENJA_18892	NEMVE13840, NEMVE02915
OG0000183	AENJA_03852	NEMVE11293
OG0000183	AENJA_18616	NEMVE10854
OG0000184	AENJA_15402, AENJA_19874	NEMVE03203, NEMVE02061
OG0000184	AENJA_19614, AENJA_08959, AENJA_22614	NEMVE14657, NEMVE21989
OG0000185	AENJA_05818, AENJA_13582	NEMVE22342
OG0000185	AENJA_06437, AENJA_19885	NEMVE24028
OG0000186	AENJA_22491	NEMVE18157
OG0000186	AENJA_16129	NEMVE20659, NEMVE14351, NEMVE16713, NEMVE05104, NEMVE15453
OG0000186	AENJA_06752	NEMVE14805
OG0000186	AENJA_22490	NEMVE13342
OG0000188	AENJA_22199	NEMVE05878
OG0000188	AENJA_15378	NEMVE13624
OG0000191	AENJA_11494, AENJA_16824	NEMVE19938
OG0000192	AENJA_20612, AENJA_06675	NEMVE05593
OG0000192	AENJA_19694	NEMVE13792
OG0000192	AENJA_23240	NEMVE08395, NEMVE12235
OG0000192	AENJA_11217, AENJA_11222	NEMVE04958
OG0000192	AENJA_16678, AENJA_04859	NEMVE01940
OG0000193	AENJA_13914	NEMVE10259, NEMVE11693, NEMVE07643
OG0000195	AENJA_16048, AENJA_12573	NEMVE15098
OG0000196	AENJA_03849, AENJA_18337, AENJA_13978, AENJA_24166, AENJA_18338, AENJA_13321, AENJA_02669, AENJA_02154, AENJA_16094, AENJA_04770, AENJA_17235, AENJA_22013, AENJA_00631, AENJA_13895, AENJA_25375, AENJA_17298, AENJA_26074, AENJA_26574, AENJA_07238, AENJA_25430, AENJA_26464, AENJA_23650, AENJA_14272, AENJA_18940, AENJA_24625, AENJA_21789	NEMVE18956, NEMVE18955
OG0000200	AENJA_00136, AENJA_00134, AENJA_00133	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	AENJA_12926	NEMVE09097
OG0000201	AENJA_00457	NEMVE18189, NEMVE09350
OG0000202	AENJA_10134	NEMVE18137, NEMVE01256
OG0000203	AENJA_01110	NEMVE25285
OG0000203	AENJA_20011	NEMVE01883
OG0000203	AENJA_10014	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	AENJA_01745	NEMVE04586, NEMVE13063
OG0000204	AENJA_12472	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	AENJA_05025	NEMVE09132
OG0000205	AENJA_13787, AENJA_01890	NEMVE05941
OG0000205	AENJA_13815, AENJA_22602	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	AENJA_04004, AENJA_21824, AENJA_15901, AENJA_19238, AENJA_08782, AENJA_08779, AENJA_05323	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868
OG0000206	AENJA_17989, AENJA_13770	NEMVE15768
OG0000207	AENJA_24487	NEMVE14338, NEMVE18126
OG0000208	AENJA_06125, AENJA_16595	NEMVE01513, NEMVE06396
OG0000209	AENJA_03679	NEMVE04733
OG0000209	AENJA_01901	NEMVE05512
OG0000209	AENJA_17144	NEMVE11014
OG0000210	AENJA_13029	NEMVE14502
OG0000210	AENJA_10706	NEMVE04358, NEMVE23622, NEMVE09755
OG0000210	AENJA_04024	NEMVE08730
OG0000211	AENJA_25447	NEMVE13306
OG0000211	AENJA_09895	NEMVE20025
OG0000211	AENJA_19821	NEMVE08412
OG0000211	AENJA_00791	NEMVE13225
OG0000211	AENJA_02934	NEMVE22330, NEMVE12945
OG0000211	AENJA_21143, AENJA_10795	NEMVE10733
OG0000214	AENJA_02509, AENJA_06236, AENJA_00525, AENJA_12784, AENJA_03192, AENJA_03563, AENJA_20391, AENJA_02580	NEMVE19275
OG0000214	AENJA_02579, AENJA_13800, AENJA_13233, AENJA_22920, AENJA_19930, AENJA_10236, AENJA_09292, AENJA_21700, AENJA_03581, AENJA_02581	NEMVE18074, NEMVE19863, NEMVE25733
OG0000215	AENJA_01427	NEMVE19007
OG0000215	AENJA_06499	NEMVE19943
OG0000218	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732	NEMVE02677
OG0000219	AENJA_01907, AENJA_02382, AENJA_23665, AENJA_01904, AENJA_18885, AENJA_16780, AENJA_14660, AENJA_13478, AENJA_13480, AENJA_04429, AENJA_02089, AENJA_16449, AENJA_05394, AENJA_12270, AENJA_12272, AENJA_20036, AENJA_05395, AENJA_15680, AENJA_12349, AENJA_08589, AENJA_23307, AENJA_03678	NEMVE04554, NEMVE04602
OG0000220	AENJA_25417	NEMVE15160
OG0000220	AENJA_19945, AENJA_06243, AENJA_19950	NEMVE06570, NEMVE06590
OG0000220	AENJA_20772, AENJA_08885	NEMVE11667, NEMVE10818
OG0000221	AENJA_12084	NEMVE05724
OG0000223	AENJA_17914	NEMVE02962, NEMVE02939, NEMVE11970, NEMVE03410, NEMVE20736, NEMVE06873, NEMVE20688
OG0000223	AENJA_25328, AENJA_19949	NEMVE05418
OG0000225	AENJA_04793, AENJA_18668	NEMVE22802, NEMVE01960
OG0000226	AENJA_19996, AENJA_22487, AENJA_22493	NEMVE25439, NEMVE15006, NEMVE10381
OG0000227	AENJA_15987	NEMVE07017, NEMVE03569
OG0000227	AENJA_15991	NEMVE03503
OG0000228	AENJA_00460, AENJA_20374, AENJA_10515	NEMVE18402, NEMVE24491
OG0000229	AENJA_21370, AENJA_10244, AENJA_23576, AENJA_16825, AENJA_01160, AENJA_07809, AENJA_03989, AENJA_07812, AENJA_07810, AENJA_04457, AENJA_26296, AENJA_26297, AENJA_26293	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	AENJA_06650	NEMVE08205
OG0000230	AENJA_22711, AENJA_26339, AENJA_04754	NEMVE02989, NEMVE11521
OG0000231	AENJA_18059	NEMVE04806
OG0000231	AENJA_15363	NEMVE01497
OG0000232	AENJA_10707, AENJA_18877	NEMVE05023
OG0000232	AENJA_10702	NEMVE16912, NEMVE00271
OG0000232	AENJA_22644, AENJA_08798, AENJA_08797, AENJA_20464, AENJA_09580, AENJA_10703, AENJA_00510, AENJA_26424, AENJA_26419	NEMVE22092
OG0000233	AENJA_15984	NEMVE22062, NEMVE09623, NEMVE15678, NEMVE12114
OG0000233	AENJA_01071	NEMVE15649, NEMVE22120, NEMVE04606, NEMVE25346
OG0000233	AENJA_04371	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883
OG0000234	AENJA_02022, AENJA_09853	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	AENJA_03371, AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576	NEMVE16102, NEMVE05387
OG0000236	AENJA_25135	NEMVE06799
OG0000236	AENJA_07611, AENJA_02045, AENJA_00230	NEMVE08450
OG0000238	AENJA_24755	NEMVE12144
OG0000238	AENJA_14161, AENJA_03329	NEMVE01679, NEMVE14698, NEMVE17148
OG0000239	AENJA_09843	NEMVE15715
OG0000239	AENJA_09841	NEMVE08852
OG0000240	AENJA_09344	NEMVE22712
OG0000241	AENJA_22855, AENJA_24849	NEMVE18298
OG0000241	AENJA_25306, AENJA_19505, AENJA_12456, AENJA_12386, AENJA_21281, AENJA_08218, AENJA_25396, AENJA_01310, AENJA_25627, AENJA_06509, AENJA_25149, AENJA_20685, AENJA_21470, AENJA_15460, AENJA_23195, AENJA_04095, AENJA_20900, AENJA_25385, AENJA_01471, AENJA_11659, AENJA_04948, AENJA_25570, AENJA_13191, AENJA_21594, AENJA_12331, AENJA_24121, AENJA_04470, AENJA_12242, AENJA_04012, AENJA_08039, AENJA_02949, AENJA_25115, AENJA_04074, AENJA_25799, AENJA_18785, AENJA_11566, AENJA_05296, AENJA_14864, AENJA_06852, AENJA_18961, AENJA_05977, AENJA_19839, AENJA_24961, AENJA_25738, AENJA_10910, AENJA_10734, AENJA_13543, AENJA_20152, AENJA_26257, AENJA_17528, AENJA_19271, AENJA_05785, AENJA_08661	NEMVE19553
OG0000242	AENJA_12414	NEMVE00647, NEMVE02184, NEMVE02502, NEMVE13212, NEMVE11211, NEMVE20228
OG0000242	AENJA_02018, AENJA_25996	NEMVE20918, NEMVE10099
OG0000243	AENJA_26524	NEMVE11630, NEMVE10740, NEMVE01235
OG0000244	AENJA_09215, AENJA_09220, AENJA_18376	NEMVE23766
OG0000244	AENJA_02207	NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	AENJA_03100, AENJA_02315, AENJA_03102, AENJA_02317	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000246	AENJA_10538, AENJA_10539	NEMVE09525, NEMVE24900
OG0000247	AENJA_08220	NEMVE17490
OG0000248	AENJA_08718	NEMVE14891, NEMVE02087, NEMVE21798, NEMVE14482, NEMVE14458
OG0000250	AENJA_21466	NEMVE11858
OG0000250	AENJA_01564	NEMVE10051
OG0000250	AENJA_18922	NEMVE10373
OG0000250	AENJA_25579	NEMVE14142
OG0000251	AENJA_02410	NEMVE15024
OG0000251	AENJA_26333	NEMVE21863
OG0000252	AENJA_17752	NEMVE08215
OG0000252	AENJA_10368	NEMVE21530
OG0000252	AENJA_02536	NEMVE01039
